"plh0206i06","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"2 on scale 1-7 ","2012","indirect migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2012","indirect migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2012","no migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2012","no migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2012","no migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2012","no migration background","higher education","","","","","2"
"2 on scale 1-7 ","2012","direct migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2012","direct migration background","higher education","","","","","2"
"3 on scale 1-7 ","2012","direct migration background","in school","","","","","3"
"3 on scale 1-7 ","2012","direct migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2012","indirect migration background","in school","","","","","3"
"3 on scale 1-7 ","2012","indirect migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2012","indirect migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2012","indirect migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2012","indirect migration background","higher education","","","","","3"
"3 on scale 1-7 ","2012","no migration background","in school","","","","","3"
"3 on scale 1-7 ","2012","no migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2012","no migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2012","no migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2012","no migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2012","no migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2012","no migration background","higher education","","","","","3"
"3 on scale 1-7 ","2012","direct migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2012","direct migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2012","direct migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2012","direct migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2012","direct migration background","higher education","","","","","3"
"3 on scale 1-7 ","2012","indirect migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2012","indirect migration background","higher vocational","","","","","3"
"4 on scale 1-7","2012","no migration background","in school","","","","","4"
"4 on scale 1-7","2012","no migration background","inadequately","","","","","4"
"4 on scale 1-7","2012","no migration background","general elemantary","","","","","4"
"4 on scale 1-7","2012","no migration background","middle vocational","","","","","4"
"4 on scale 1-7","2012","no migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2012","no migration background","higher vocational","","","","","4"
"4 on scale 1-7","2012","no migration background","higher education","","","","","4"
"4 on scale 1-7","2012","direct migration background","in school","","","","","4"
"4 on scale 1-7","2012","direct migration background","inadequately","","","","","4"
"4 on scale 1-7","2012","direct migration background","general elemantary","","","","","4"
"4 on scale 1-7","2012","direct migration background","middle vocational","","","","","4"
"4 on scale 1-7","2012","direct migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2012","direct migration background","higher vocational","","","","","4"
"4 on scale 1-7","2012","direct migration background","higher education","","","","","4"
"4 on scale 1-7","2012","indirect migration background","in school","","","","","4"
"4 on scale 1-7","2012","indirect migration background","inadequately","","","","","4"
"4 on scale 1-7","2012","indirect migration background","general elemantary","","","","","4"
"4 on scale 1-7","2012","indirect migration background","middle vocational","","","","","4"
"4 on scale 1-7","2012","indirect migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2012","indirect migration background","higher vocational","","","","","4"
"4 on scale 1-7","2012","indirect migration background","higher education","","","","","4"
"5 on scale 1-7","2012","no migration background","inadequately","","","","","5"
"5 on scale 1-7","2012","no migration background","general elemantary","","","","","5"
"5 on scale 1-7","2012","direct migration background","in school","","","","","5"
"5 on scale 1-7","2012","direct migration background","inadequately","","","","","5"
"5 on scale 1-7","2012","direct migration background","general elemantary","","","","","5"
"5 on scale 1-7","2012","direct migration background","middle vocational","","","","","5"
"5 on scale 1-7","2012","direct migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2012","indirect migration background","in school","","","","","5"
"5 on scale 1-7","2012","indirect migration background","inadequately","","","","","5"
"5 on scale 1-7","2012","indirect migration background","general elemantary","","","","","5"
"5 on scale 1-7","2012","indirect migration background","middle vocational","","","","","5"
"5 on scale 1-7","2012","indirect migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2012","indirect migration background","higher vocational","","","","","5"
"5 on scale 1-7","2012","indirect migration background","higher education","","","","","5"
"5 on scale 1-7","2012","no migration background","in school","","","","","5"
"5 on scale 1-7","2012","no migration background","middle vocational","","","","","5"
"5 on scale 1-7","2012","no migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2012","no migration background","higher vocational","","","","","5"
"5 on scale 1-7","2012","no migration background","higher education","","","","","5"
"5 on scale 1-7","2012","direct migration background","higher vocational","","","","","5"
"5 on scale 1-7","2012","direct migration background","higher education","","","","","5"
"6 on scale 1-7","2012","direct migration background","in school","","","","","6"
"6 on scale 1-7","2012","direct migration background","inadequately","","","","","6"
"6 on scale 1-7","2012","indirect migration background","in school","","","","","6"
"6 on scale 1-7","2012","indirect migration background","inadequately","","","","","6"
"6 on scale 1-7","2012","indirect migration background","general elemantary","","","","","6"
"6 on scale 1-7","2012","indirect migration background","middle vocational","","","","","6"
"6 on scale 1-7","2012","no migration background","inadequately","","","","","6"
"6 on scale 1-7","2012","no migration background","general elemantary","","","","","6"
"6 on scale 1-7","2012","no migration background","middle vocational","","","","","6"
"6 on scale 1-7","2012","no migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2012","no migration background","higher vocational","","","","","6"
"6 on scale 1-7","2012","no migration background","higher education","","","","","6"
"6 on scale 1-7","2012","direct migration background","general elemantary","","","","","6"
"6 on scale 1-7","2012","direct migration background","middle vocational","","","","","6"
"6 on scale 1-7","2012","direct migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2012","direct migration background","higher vocational","","","","","6"
"6 on scale 1-7","2012","direct migration background","higher education","","","","","6"
"6 on scale 1-7","2012","indirect migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2012","indirect migration background","higher vocational","","","","","6"
"6 on scale 1-7","2012","indirect migration background","higher education","","","","","6"
"6 on scale 1-7","2012","no migration background","in school","","","","","6"
"7 Strongly agree","2012","indirect migration background","higher education","","","","","7"
"7 Strongly agree","2012","no migration background","in school","","","","","7"
"7 Strongly agree","2012","no migration background","inadequately","","","","","7"
"7 Strongly agree","2012","no migration background","general elemantary","","","","","7"
"7 Strongly agree","2012","direct migration background","in school","","","","","7"
"7 Strongly agree","2012","direct migration background","inadequately","","","","","7"
"7 Strongly agree","2012","direct migration background","general elemantary","","","","","7"
"7 Strongly agree","2012","direct migration background","middle vocational","","","","","7"
"7 Strongly agree","2012","direct migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2012","direct migration background","higher vocational","","","","","7"
"7 Strongly agree","2012","direct migration background","higher education","","","","","7"
"7 Strongly agree","2012","indirect migration background","in school","","","","","7"
"7 Strongly agree","2012","indirect migration background","inadequately","","","","","7"
"7 Strongly agree","2012","indirect migration background","general elemantary","","","","","7"
"7 Strongly agree","2012","indirect migration background","middle vocational","","","","","7"
"7 Strongly agree","2012","indirect migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2012","indirect migration background","higher vocational","","","","","7"
"7 Strongly agree","2012","no migration background","middle vocational","","","","","7"
"7 Strongly agree","2012","no migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2012","no migration background","higher vocational","","","","","7"
"7 Strongly agree","2012","no migration background","higher education","","","","","7"
"1 Strongly disagree","2013","indirect migration background","in school","","","","","1"
"1 Strongly disagree","2013","indirect migration background","inadequately","","","","","1"
"1 Strongly disagree","2013","indirect migration background","general elemantary","","","","","1"
"1 Strongly disagree","2013","indirect migration background","middle vocational","","","","","1"
"1 Strongly disagree","2013","indirect migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2013","indirect migration background","higher vocational","","","","","1"
"1 Strongly disagree","2013","indirect migration background","higher education","","","","","1"
"1 Strongly disagree","2013","no migration background","general elemantary","","","","","1"
"1 Strongly disagree","2013","no migration background","middle vocational","","","","","1"
"1 Strongly disagree","2013","no migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2013","no migration background","higher vocational","","","","","1"
"1 Strongly disagree","2013","no migration background","higher education","","","","","1"
"1 Strongly disagree","2013","direct migration background","in school","","","","","1"
"1 Strongly disagree","2013","direct migration background","inadequately","","","","","1"
"1 Strongly disagree","2013","direct migration background","general elemantary","","","","","1"
"1 Strongly disagree","2013","direct migration background","middle vocational","","","","","1"
"1 Strongly disagree","2013","direct migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2013","direct migration background","higher vocational","","","","","1"
"1 Strongly disagree","2013","direct migration background","higher education","","","","","1"
"1 Strongly disagree","2013","no migration background","inadequately","","","","","1"
"1 Strongly disagree","2013","no migration background","in school","","","","","1"
"2 on scale 1-7 ","2013","no migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2013","no migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2013","no migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2013","direct migration background","in school","","","","","2"
"2 on scale 1-7 ","2013","direct migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2013","direct migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2013","direct migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2013","direct migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2013","direct migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2013","indirect migration background","in school","","","","","2"
"2 on scale 1-7 ","2013","indirect migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2013","indirect migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2013","indirect migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2013","indirect migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2013","indirect migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2013","indirect migration background","higher education","","","","","2"
"2 on scale 1-7 ","2013","no migration background","in school","","","","","2"
"2 on scale 1-7 ","2013","no migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2013","no migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2013","no migration background","higher education","","","","","2"
"2 on scale 1-7 ","2013","direct migration background","higher education","","","","","2"
"3 on scale 1-7 ","2013","direct migration background","in school","","","","","3"
"3 on scale 1-7 ","2013","direct migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2013","direct migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2013","indirect migration background","in school","","","","","3"
"3 on scale 1-7 ","2013","indirect migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2013","indirect migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2013","indirect migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2013","indirect migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2013","indirect migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2013","indirect migration background","higher education","","","","","3"
"3 on scale 1-7 ","2013","no migration background","in school","","","","","3"
"3 on scale 1-7 ","2013","no migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2013","no migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2013","no migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2013","no migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2013","no migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2013","no migration background","higher education","","","","","3"
"3 on scale 1-7 ","2013","direct migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2013","direct migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2013","direct migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2013","direct migration background","higher education","","","","","3"
"4 on scale 1-7","2013","no migration background","general elemantary","","","","","4"
"4 on scale 1-7","2013","no migration background","middle vocational","","","","","4"
"4 on scale 1-7","2013","no migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2013","no migration background","higher vocational","","","","","4"
"4 on scale 1-7","2013","no migration background","higher education","","","","","4"
"4 on scale 1-7","2013","direct migration background","in school","","","","","4"
"4 on scale 1-7","2013","direct migration background","inadequately","","","","","4"
"4 on scale 1-7","2013","direct migration background","general elemantary","","","","","4"
"4 on scale 1-7","2013","direct migration background","middle vocational","","","","","4"
"4 on scale 1-7","2013","direct migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2013","direct migration background","higher vocational","","","","","4"
"4 on scale 1-7","2013","direct migration background","higher education","","","","","4"
"4 on scale 1-7","2013","indirect migration background","in school","","","","","4"
"4 on scale 1-7","2013","indirect migration background","inadequately","","","","","4"
"4 on scale 1-7","2013","indirect migration background","general elemantary","","","","","4"
"4 on scale 1-7","2013","indirect migration background","middle vocational","","","","","4"
"4 on scale 1-7","2013","indirect migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2013","indirect migration background","higher vocational","","","","","4"
"4 on scale 1-7","2013","indirect migration background","higher education","","","","","4"
"4 on scale 1-7","2013","no migration background","in school","","","","","4"
"4 on scale 1-7","2013","no migration background","inadequately","","","","","4"
"5 on scale 1-7","2013","no migration background","in school","","","","","5"
"5 on scale 1-7","2013","no migration background","inadequately","","","","","5"
"5 on scale 1-7","2013","no migration background","general elemantary","","","","","5"
"5 on scale 1-7","2013","direct migration background","in school","","","","","5"
"5 on scale 1-7","2013","direct migration background","inadequately","","","","","5"
"5 on scale 1-7","2013","direct migration background","general elemantary","","","","","5"
"5 on scale 1-7","2013","direct migration background","middle vocational","","","","","5"
"5 on scale 1-7","2013","direct migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2013","indirect migration background","in school","","","","","5"
"5 on scale 1-7","2013","indirect migration background","inadequately","","","","","5"
"5 on scale 1-7","2013","indirect migration background","general elemantary","","","","","5"
"5 on scale 1-7","2013","indirect migration background","middle vocational","","","","","5"
"5 on scale 1-7","2013","indirect migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2013","indirect migration background","higher vocational","","","","","5"
"5 on scale 1-7","2013","indirect migration background","higher education","","","","","5"
"5 on scale 1-7","2013","no migration background","middle vocational","","","","","5"
"5 on scale 1-7","2013","no migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2013","no migration background","higher vocational","","","","","5"
"5 on scale 1-7","2013","no migration background","higher education","","","","","5"
"5 on scale 1-7","2013","direct migration background","higher vocational","","","","","5"
"5 on scale 1-7","2013","direct migration background","higher education","","","","","5"
"6 on scale 1-7","2013","direct migration background","in school","","","","","6"
"6 on scale 1-7","2013","indirect migration background","in school","","","","","6"
"6 on scale 1-7","2013","indirect migration background","inadequately","","","","","6"
"6 on scale 1-7","2013","indirect migration background","general elemantary","","","","","6"
"6 on scale 1-7","2013","no migration background","in school","","","","","6"
"6 on scale 1-7","2013","no migration background","inadequately","","","","","6"
"6 on scale 1-7","2013","no migration background","general elemantary","","","","","6"
"6 on scale 1-7","2013","no migration background","middle vocational","","","","","6"
"6 on scale 1-7","2013","no migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2013","no migration background","higher vocational","","","","","6"
"6 on scale 1-7","2013","no migration background","higher education","","","","","6"
"6 on scale 1-7","2013","direct migration background","inadequately","","","","","6"
"6 on scale 1-7","2013","direct migration background","general elemantary","","","","","6"
"6 on scale 1-7","2013","direct migration background","middle vocational","","","","","6"
"6 on scale 1-7","2013","direct migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2013","direct migration background","higher vocational","","","","","6"
"6 on scale 1-7","2013","direct migration background","higher education","","","","","6"
"6 on scale 1-7","2013","indirect migration background","middle vocational","","","","","6"
"6 on scale 1-7","2013","indirect migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2013","indirect migration background","higher vocational","","","","","6"
"6 on scale 1-7","2013","indirect migration background","higher education","","","","","6"
"7 Strongly agree","2013","indirect migration background","higher education","","","","","7"
"7 Strongly agree","2013","direct migration background","in school","","","","","7"
"7 Strongly agree","2013","direct migration background","inadequately","","","","","7"
"7 Strongly agree","2013","direct migration background","general elemantary","","","","","7"
"7 Strongly agree","2013","direct migration background","middle vocational","","","","","7"
"7 Strongly agree","2013","direct migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2013","direct migration background","higher vocational","","","","","7"
"7 Strongly agree","2013","direct migration background","higher education","","","","","7"
"7 Strongly agree","2013","indirect migration background","in school","","","","","7"
"7 Strongly agree","2013","indirect migration background","inadequately","","","","","7"
"7 Strongly agree","2013","indirect migration background","general elemantary","","","","","7"
"7 Strongly agree","2013","indirect migration background","middle vocational","","","","","7"
"7 Strongly agree","2013","indirect migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2013","indirect migration background","higher vocational","","","","","7"
"7 Strongly agree","2013","no migration background","in school","","","","","7"
"7 Strongly agree","2013","no migration background","inadequately","","","","","7"
"7 Strongly agree","2013","no migration background","general elemantary","","","","","7"
"7 Strongly agree","2013","no migration background","middle vocational","","","","","7"
"7 Strongly agree","2013","no migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2013","no migration background","higher vocational","","","","","7"
"7 Strongly agree","2013","no migration background","higher education","","","","","7"
"1 Strongly disagree","2014","indirect migration background","in school","","","","","1"
"1 Strongly disagree","2014","indirect migration background","inadequately","","","","","1"
"1 Strongly disagree","2014","indirect migration background","general elemantary","","","","","1"
"1 Strongly disagree","2014","indirect migration background","middle vocational","","","","","1"
"1 Strongly disagree","2014","indirect migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2014","indirect migration background","higher vocational","","","","","1"
"1 Strongly disagree","2014","indirect migration background","higher education","","","","","1"
"1 Strongly disagree","2014","no migration background","inadequately","","","","","1"
"1 Strongly disagree","2014","no migration background","general elemantary","","","","","1"
"1 Strongly disagree","2014","no migration background","middle vocational","","","","","1"
"1 Strongly disagree","2014","no migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2014","no migration background","higher vocational","","","","","1"
"1 Strongly disagree","2014","no migration background","higher education","","","","","1"
"1 Strongly disagree","2014","direct migration background","in school","","","","","1"
"1 Strongly disagree","2014","direct migration background","inadequately","","","","","1"
"1 Strongly disagree","2014","direct migration background","general elemantary","","","","","1"
"1 Strongly disagree","2014","direct migration background","middle vocational","","","","","1"
"1 Strongly disagree","2014","direct migration background","vocational + Abi","","","","","1"
"1 Strongly disagree","2014","direct migration background","higher vocational","","","","","1"
"1 Strongly disagree","2014","direct migration background","higher education","","","","","1"
"1 Strongly disagree","2014","no migration background","in school","","","","","1"
"2 on scale 1-7 ","2014","indirect migration background","in school","","","","","2"
"2 on scale 1-7 ","2014","indirect migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2014","indirect migration background","higher education","","","","","2"
"2 on scale 1-7 ","2014","indirect migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2014","direct migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2014","direct migration background","higher education","","","","","2"
"2 on scale 1-7 ","2014","indirect migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2014","indirect migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2014","indirect migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2014","no migration background","in school","","","","","2"
"2 on scale 1-7 ","2014","no migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2014","no migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2014","no migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2014","direct migration background","in school","","","","","2"
"2 on scale 1-7 ","2014","direct migration background","inadequately","","","","","2"
"2 on scale 1-7 ","2014","direct migration background","general elemantary","","","","","2"
"2 on scale 1-7 ","2014","direct migration background","middle vocational","","","","","2"
"2 on scale 1-7 ","2014","direct migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2014","no migration background","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2014","no migration background","higher vocational","","","","","2"
"2 on scale 1-7 ","2014","no migration background","higher education","","","","","2"
"3 on scale 1-7 ","2014","indirect migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2014","indirect migration background","higher education","","","","","3"
"3 on scale 1-7 ","2014","indirect migration background","in school","","","","","3"
"3 on scale 1-7 ","2014","indirect migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2014","indirect migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2014","indirect migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2014","indirect migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2014","direct migration background","in school","","","","","3"
"3 on scale 1-7 ","2014","direct migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2014","direct migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2014","direct migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2014","direct migration background","higher education","","","","","3"
"3 on scale 1-7 ","2014","no migration background","in school","","","","","3"
"3 on scale 1-7 ","2014","no migration background","inadequately","","","","","3"
"3 on scale 1-7 ","2014","no migration background","general elemantary","","","","","3"
"3 on scale 1-7 ","2014","no migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2014","no migration background","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2014","no migration background","higher vocational","","","","","3"
"3 on scale 1-7 ","2014","no migration background","higher education","","","","","3"
"3 on scale 1-7 ","2014","direct migration background","middle vocational","","","","","3"
"3 on scale 1-7 ","2014","direct migration background","vocational + Abi","","","","","3"
"4 on scale 1-7","2014","no migration background","general elemantary","","","","","4"
"4 on scale 1-7","2014","no migration background","middle vocational","","","","","4"
"4 on scale 1-7","2014","no migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2014","no migration background","higher vocational","","","","","4"
"4 on scale 1-7","2014","no migration background","higher education","","","","","4"
"4 on scale 1-7","2014","direct migration background","in school","","","","","4"
"4 on scale 1-7","2014","direct migration background","inadequately","","","","","4"
"4 on scale 1-7","2014","direct migration background","general elemantary","","","","","4"
"4 on scale 1-7","2014","direct migration background","middle vocational","","","","","4"
"4 on scale 1-7","2014","direct migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2014","direct migration background","higher vocational","","","","","4"
"4 on scale 1-7","2014","direct migration background","higher education","","","","","4"
"4 on scale 1-7","2014","indirect migration background","in school","","","","","4"
"4 on scale 1-7","2014","indirect migration background","inadequately","","","","","4"
"4 on scale 1-7","2014","indirect migration background","general elemantary","","","","","4"
"4 on scale 1-7","2014","indirect migration background","middle vocational","","","","","4"
"4 on scale 1-7","2014","indirect migration background","vocational + Abi","","","","","4"
"4 on scale 1-7","2014","indirect migration background","higher vocational","","","","","4"
"4 on scale 1-7","2014","indirect migration background","higher education","","","","","4"
"4 on scale 1-7","2014","no migration background","in school","","","","","4"
"4 on scale 1-7","2014","no migration background","inadequately","","","","","4"
"5 on scale 1-7","2014","indirect migration background","in school","","","","","5"
"5 on scale 1-7","2014","indirect migration background","inadequately","","","","","5"
"5 on scale 1-7","2014","indirect migration background","general elemantary","","","","","5"
"5 on scale 1-7","2014","indirect migration background","middle vocational","","","","","5"
"5 on scale 1-7","2014","indirect migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2014","indirect migration background","higher vocational","","","","","5"
"5 on scale 1-7","2014","indirect migration background","higher education","","","","","5"
"5 on scale 1-7","2014","no migration background","in school","","","","","5"
"5 on scale 1-7","2014","no migration background","inadequately","","","","","5"
"5 on scale 1-7","2014","direct migration background","in school","","","","","5"
"5 on scale 1-7","2014","direct migration background","inadequately","","","","","5"
"5 on scale 1-7","2014","direct migration background","general elemantary","","","","","5"
"5 on scale 1-7","2014","direct migration background","middle vocational","","","","","5"
"5 on scale 1-7","2014","no migration background","general elemantary","","","","","5"
"5 on scale 1-7","2014","no migration background","middle vocational","","","","","5"
"5 on scale 1-7","2014","no migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2014","no migration background","higher vocational","","","","","5"
"5 on scale 1-7","2014","no migration background","higher education","","","","","5"
"5 on scale 1-7","2014","direct migration background","vocational + Abi","","","","","5"
"5 on scale 1-7","2014","direct migration background","higher vocational","","","","","5"
"5 on scale 1-7","2014","direct migration background","higher education","","","","","5"
"6 on scale 1-7","2014","indirect migration background","general elemantary","","","","","6"
"6 on scale 1-7","2014","indirect migration background","in school","","","","","6"
"6 on scale 1-7","2014","indirect migration background","higher vocational","","","","","6"
"6 on scale 1-7","2014","indirect migration background","higher education","","","","","6"
"6 on scale 1-7","2014","indirect migration background","inadequately","","","","","6"
"6 on scale 1-7","2014","direct migration background","in school","","","","","6"
"6 on scale 1-7","2014","direct migration background","higher vocational","","","","","6"
"6 on scale 1-7","2014","direct migration background","higher education","","","","","6"
"6 on scale 1-7","2014","indirect migration background","middle vocational","","","","","6"
"6 on scale 1-7","2014","indirect migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2014","no migration background","in school","","","","","6"
"6 on scale 1-7","2014","no migration background","inadequately","","","","","6"
"6 on scale 1-7","2014","no migration background","general elemantary","","","","","6"
"6 on scale 1-7","2014","no migration background","middle vocational","","","","","6"
"6 on scale 1-7","2014","no migration background","vocational + Abi","","","","","6"
"6 on scale 1-7","2014","no migration background","higher vocational","","","","","6"
"6 on scale 1-7","2014","no migration background","higher education","","","","","6"
"6 on scale 1-7","2014","direct migration background","inadequately","","","","","6"
"6 on scale 1-7","2014","direct migration background","general elemantary","","","","","6"
"6 on scale 1-7","2014","direct migration background","middle vocational","","","","","6"
"6 on scale 1-7","2014","direct migration background","vocational + Abi","","","","","6"
"7 Strongly agree","2014","direct migration background","higher vocational","","","","","7"
"7 Strongly agree","2014","direct migration background","higher education","","","","","7"
"7 Strongly agree","2014","indirect migration background","in school","","","","","7"
"7 Strongly agree","2014","indirect migration background","inadequately","","","","","7"
"7 Strongly agree","2014","indirect migration background","general elemantary","","","","","7"
"7 Strongly agree","2014","indirect migration background","middle vocational","","","","","7"
"7 Strongly agree","2014","indirect migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2014","indirect migration background","higher vocational","","","","","7"
"7 Strongly agree","2014","indirect migration background","higher education","","","","","7"
"7 Strongly agree","2014","direct migration background","in school","","","","","7"
"7 Strongly agree","2014","direct migration background","inadequately","","","","","7"
"7 Strongly agree","2014","direct migration background","general elemantary","","","","","7"
"7 Strongly agree","2014","direct migration background","middle vocational","","","","","7"
"7 Strongly agree","2014","direct migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2014","no migration background","in school","","","","","7"
"7 Strongly agree","2014","no migration background","inadequately","","","","","7"
"7 Strongly agree","2014","no migration background","general elemantary","","","","","7"
"7 Strongly agree","2014","no migration background","middle vocational","","","","","7"
"7 Strongly agree","2014","no migration background","vocational + Abi","","","","","7"
"7 Strongly agree","2014","no migration background","higher vocational","","","","","7"
"7 Strongly agree","2014","no migration background","higher education","","","","","7"
"1 Strongly disagree","2015","indirect migration background","in school","2","","","","1"
"1 Strongly disagree","2015","indirect migration background","inadequately","","","","","1"
"1 Strongly disagree","2015","indirect migration background","general elemantary","13","","","","1"
"1 Strongly disagree","2015","indirect migration background","middle vocational","20","","","","1"
"1 Strongly disagree","2015","indirect migration background","vocational + Abi","5","","","","1"
"1 Strongly disagree","2015","indirect migration background","higher vocational","2","","","","1"
"1 Strongly disagree","2015","indirect migration background","higher education","","","","","1"
"1 Strongly disagree","2015","direct migration background","in school","1","","","","1"
"1 Strongly disagree","2015","direct migration background","inadequately","24","","","","1"
"1 Strongly disagree","2015","direct migration background","general elemantary","61","0.042886176947576","0.0302975891989304","0.0554747646962216","1"
"1 Strongly disagree","2015","direct migration background","middle vocational","63","0.0274788444472482","0.0201417939852464","0.03481589490925","1"
"1 Strongly disagree","2015","no migration background","inadequately","10","","","","1"
"1 Strongly disagree","2015","no migration background","general elemantary","66","0.0392230638199236","0.0297111010551724","0.0487350265846749","1"
"1 Strongly disagree","2015","no migration background","middle vocational","260","0.0310585214705824","0.0275790898425408","0.0345379530986241","1"
