"plh0206i06","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2010","35-65 y.","vocational + Abi","93","0.171940647730189","0.140115441718967","0.203765853741411"
"4 on scale 1-7","2010","35-65 y.","higher vocational","113","0.146429763204213","0.122421546528688","0.170437979879737"
"4 on scale 1-7","2010","35-65 y.","higher education","286","0.119814380983207","0.106865231793984","0.132763530172429"
"4 on scale 1-7","2010","66 and older","in school","","","",""
"4 on scale 1-7","2010","66 and older","inadequately","6","","",""
"4 on scale 1-7","2010","66 and older","general elemantary","121","0.21857458421178","0.185588327715739","0.251560840707822"
"4 on scale 1-7","2010","66 and older","middle vocational","338","0.158314108415139","0.142581249167757","0.174046967662521"
"4 on scale 1-7","2010","66 and older","vocational + Abi","15","","",""
"4 on scale 1-7","2010","66 and older","higher vocational","49","0.164566667402782","0.123749271236955","0.205384063568609"
"4 on scale 1-7","2010","66 and older","higher education","120","0.143550267574948","0.120565915064101","0.166534620085795"
"5 on scale 1-7","2010","16-34 y.","in school","78","0.272115613894193","0.218732931436834","0.325498296351552"
"5 on scale 1-7","2010","16-34 y.","inadequately","3","","",""
"5 on scale 1-7","2010","16-34 y.","general elemantary","102","0.201331792645442","0.165232532692195","0.237431052598688"
"5 on scale 1-7","2010","16-34 y.","middle vocational","392","0.23901979255133","0.218109345554422","0.259930239548238"
"5 on scale 1-7","2010","16-34 y.","vocational + Abi","75","0.243362336025541","0.195517010693766","0.291207661357317"
"5 on scale 1-7","2010","16-34 y.","higher vocational","26","","",""
"5 on scale 1-7","2010","16-34 y.","higher education","145","0.289737277832773","0.250709294523186","0.328765261142359"
"5 on scale 1-7","2010","35-65 y.","in school","","","",""
"5 on scale 1-7","2010","35-65 y.","inadequately","16","","",""
"5 on scale 1-7","2010","35-65 y.","general elemantary","126","0.241723593464585","0.205713730489086","0.277733456440084"
"5 on scale 1-7","2010","35-65 y.","middle vocational","1043","0.211014248145446","0.199271406902422","0.222757089388471"
"5 on scale 1-7","2010","35-65 y.","vocational + Abi","123","0.23631486566187","0.200484280513583","0.272145450810157"
"5 on scale 1-7","2010","35-65 y.","higher vocational","209","0.229977079722075","0.20139987842326","0.25855428102089"
"5 on scale 1-7","2010","35-65 y.","higher education","602","0.252834639343824","0.235503533379421","0.270165745308227"
"5 on scale 1-7","2010","66 and older","in school","","","",""
"5 on scale 1-7","2010","66 and older","inadequately","5","","",""
"5 on scale 1-7","2010","66 and older","general elemantary","140","0.209085096618107","0.176627537751241","0.241542655484973"
"5 on scale 1-7","2010","66 and older","middle vocational","449","0.212287409348433","0.19466282692986","0.229911991767005"
"5 on scale 1-7","2010","66 and older","vocational + Abi","18","","",""
"5 on scale 1-7","2010","66 and older","higher vocational","64","0.182723684315099","0.140183404877109","0.22526396375309"
"5 on scale 1-7","2010","66 and older","higher education","189","0.200893430094185","0.17462920757148","0.22715765261689"
"6 on scale 1-7","2010","16-34 y.","in school","75","0.285183136723392","0.23102648875614","0.339339784690645"
"6 on scale 1-7","2010","16-34 y.","inadequately","7","","",""
"6 on scale 1-7","2010","16-34 y.","general elemantary","110","0.251594595748588","0.212530476974893","0.290658714522283"
"6 on scale 1-7","2010","16-34 y.","middle vocational","446","0.275870299496583","0.253956365107288","0.297784233885878"
"6 on scale 1-7","2010","16-34 y.","vocational + Abi","89","0.241848483044526","0.194104511865719","0.289592454223333"
"6 on scale 1-7","2010","16-34 y.","higher vocational","27","","",""
"6 on scale 1-7","2010","16-34 y.","higher education","167","0.307830174497406","0.268117755891852","0.34754259310296"
"6 on scale 1-7","2010","35-65 y.","in school","","","",""
"6 on scale 1-7","2010","35-65 y.","inadequately","14","","",""
"6 on scale 1-7","2010","35-65 y.","general elemantary","107","0.196938437303543","0.163489075216068","0.230387799391018"
"6 on scale 1-7","2010","35-65 y.","middle vocational","1195","0.2594868901243","0.246871322229058","0.272102458019543"
"6 on scale 1-7","2010","35-65 y.","vocational + Abi","179","0.328174743203646","0.288571390684762","0.367778095722529"
"6 on scale 1-7","2010","35-65 y.","higher vocational","259","0.290014120663535","0.259199273505556","0.320828967821515"
"6 on scale 1-7","2010","35-65 y.","higher education","852","0.344428854356684","0.325481031985466","0.363376676727903"
"6 on scale 1-7","2010","66 and older","in school","","","",""
"6 on scale 1-7","2010","66 and older","inadequately","6","","",""
"6 on scale 1-7","2010","66 and older","general elemantary","114","0.183648558009626","0.15274405396783","0.214553062051422"
"6 on scale 1-7","2010","66 and older","middle vocational","537","0.242950242893806","0.224466338869274","0.261434146918339"
"6 on scale 1-7","2010","66 and older","vocational + Abi","30","0.264176877803881","0.175048032281713","0.353305723326049"
"6 on scale 1-7","2010","66 and older","higher vocational","96","0.266413570225918","0.217747948542553","0.315079191909284"
"6 on scale 1-7","2010","66 and older","higher education","267","0.277810195044007","0.248448636955904","0.30717175313211"
"7 Strongly agree","2010","16-34 y.","in school","37","0.170948031738644","0.125792039462751","0.216104024014536"
"7 Strongly agree","2010","16-34 y.","inadequately","7","","",""
"7 Strongly agree","2010","16-34 y.","general elemantary","95","0.219661480583405","0.182389935552143","0.256933025614668"
"7 Strongly agree","2010","16-34 y.","middle vocational","268","0.189457991266902","0.170244604204603","0.208671378329202"
"7 Strongly agree","2010","16-34 y.","vocational + Abi","38","0.142098020107557","0.103168262487687","0.181027777727427"
"7 Strongly agree","2010","16-34 y.","higher vocational","23","","",""
"7 Strongly agree","2010","16-34 y.","higher education","98","0.186579245360793","0.153063127970767","0.220095362750819"
"7 Strongly agree","2010","35-65 y.","in school","","","",""
"7 Strongly agree","2010","35-65 y.","inadequately","17","","",""
"7 Strongly agree","2010","35-65 y.","general elemantary","128","0.234371963880069","0.198742448118637","0.270001479641501"
"7 Strongly agree","2010","35-65 y.","middle vocational","941","0.22269809827812","0.210724192450259","0.234672004105981"
"7 Strongly agree","2010","35-65 y.","vocational + Abi","92","0.146458064670323","0.116637196130222","0.176278933210423"
"7 Strongly agree","2010","35-65 y.","higher vocational","153","0.223167499678072","0.194892360091439","0.251442639264706"
"7 Strongly agree","2010","35-65 y.","higher education","469","0.193896089358714","0.178131608807523","0.209660569909904"
"7 Strongly agree","2010","66 and older","in school","","","",""
"7 Strongly agree","2010","66 and older","inadequately","8","","",""
"7 Strongly agree","2010","66 and older","general elemantary","137","0.233663457685719","0.199888516455724","0.267438398915715"
"7 Strongly agree","2010","66 and older","middle vocational","482","0.247834306934696","0.229225852797419","0.266442761071973"
"7 Strongly agree","2010","66 and older","vocational + Abi","24","","",""
"7 Strongly agree","2010","66 and older","higher vocational","70","0.266034617439882","0.217391060453212","0.314678174426552"
"7 Strongly agree","2010","66 and older","higher education","241","0.271788109067473","0.242625697100794","0.300950521034152"
"1 Strongly disagree","2011","16-34 y.","in school","","","",""
"1 Strongly disagree","2011","16-34 y.","inadequately","","","",""
"1 Strongly disagree","2011","16-34 y.","general elemantary","","","",""
"1 Strongly disagree","2011","16-34 y.","middle vocational","","","",""
"1 Strongly disagree","2011","16-34 y.","vocational + Abi","","","",""
"1 Strongly disagree","2011","16-34 y.","higher vocational","","","",""
"1 Strongly disagree","2011","16-34 y.","higher education","","","",""
"1 Strongly disagree","2011","35-65 y.","in school","","","",""
"1 Strongly disagree","2011","35-65 y.","inadequately","","","",""
"1 Strongly disagree","2011","35-65 y.","general elemantary","","","",""
"1 Strongly disagree","2011","35-65 y.","middle vocational","","","",""
"1 Strongly disagree","2011","35-65 y.","vocational + Abi","","","",""
"1 Strongly disagree","2011","35-65 y.","higher vocational","","","",""
"1 Strongly disagree","2011","35-65 y.","higher education","","","",""
"1 Strongly disagree","2011","66 and older","in school","","","",""
"1 Strongly disagree","2011","66 and older","inadequately","","","",""
"1 Strongly disagree","2011","66 and older","general elemantary","","","",""
"1 Strongly disagree","2011","66 and older","middle vocational","","","",""
"1 Strongly disagree","2011","66 and older","vocational + Abi","","","",""
"1 Strongly disagree","2011","66 and older","higher vocational","","","",""
"1 Strongly disagree","2011","66 and older","higher education","","","",""
"2 on scale 1-7 ","2011","16-34 y.","in school","","","",""
"2 on scale 1-7 ","2011","16-34 y.","inadequately","","","",""
"2 on scale 1-7 ","2011","16-34 y.","general elemantary","","","",""
"2 on scale 1-7 ","2011","16-34 y.","middle vocational","","","",""
"2 on scale 1-7 ","2011","16-34 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2011","16-34 y.","higher vocational","","","",""
"2 on scale 1-7 ","2011","16-34 y.","higher education","","","",""
"2 on scale 1-7 ","2011","35-65 y.","in school","","","",""
"2 on scale 1-7 ","2011","35-65 y.","inadequately","","","",""
"2 on scale 1-7 ","2011","35-65 y.","general elemantary","","","",""
"2 on scale 1-7 ","2011","35-65 y.","middle vocational","","","",""
"2 on scale 1-7 ","2011","35-65 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2011","35-65 y.","higher vocational","","","",""
"2 on scale 1-7 ","2011","35-65 y.","higher education","","","",""
"2 on scale 1-7 ","2011","66 and older","in school","","","",""
"2 on scale 1-7 ","2011","66 and older","inadequately","","","",""
"2 on scale 1-7 ","2011","66 and older","general elemantary","","","",""
"2 on scale 1-7 ","2011","66 and older","middle vocational","","","",""
"2 on scale 1-7 ","2011","66 and older","vocational + Abi","","","",""
"2 on scale 1-7 ","2011","66 and older","higher vocational","","","",""
"2 on scale 1-7 ","2011","66 and older","higher education","","","",""
"3 on scale 1-7 ","2011","16-34 y.","in school","","","",""
"3 on scale 1-7 ","2011","16-34 y.","inadequately","","","",""
"3 on scale 1-7 ","2011","16-34 y.","general elemantary","","","",""
"3 on scale 1-7 ","2011","16-34 y.","middle vocational","","","",""
"3 on scale 1-7 ","2011","16-34 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2011","16-34 y.","higher vocational","","","",""
"3 on scale 1-7 ","2011","16-34 y.","higher education","","","",""
"3 on scale 1-7 ","2011","35-65 y.","in school","","","",""
"3 on scale 1-7 ","2011","35-65 y.","inadequately","","","",""
"3 on scale 1-7 ","2011","35-65 y.","general elemantary","","","",""
"3 on scale 1-7 ","2011","35-65 y.","middle vocational","","","",""
"3 on scale 1-7 ","2011","35-65 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2011","35-65 y.","higher vocational","","","",""
"3 on scale 1-7 ","2011","35-65 y.","higher education","","","",""
"3 on scale 1-7 ","2011","66 and older","in school","","","",""
"3 on scale 1-7 ","2011","66 and older","inadequately","","","",""
"3 on scale 1-7 ","2011","66 and older","general elemantary","","","",""
"3 on scale 1-7 ","2011","66 and older","middle vocational","","","",""
"3 on scale 1-7 ","2011","66 and older","vocational + Abi","","","",""
"3 on scale 1-7 ","2011","66 and older","higher vocational","","","",""
"3 on scale 1-7 ","2011","66 and older","higher education","","","",""
"4 on scale 1-7","2011","16-34 y.","in school","","","",""
"4 on scale 1-7","2011","16-34 y.","inadequately","","","",""
"4 on scale 1-7","2011","16-34 y.","general elemantary","","","",""
"4 on scale 1-7","2011","16-34 y.","middle vocational","","","",""
"4 on scale 1-7","2011","16-34 y.","vocational + Abi","","","",""
"4 on scale 1-7","2011","16-34 y.","higher vocational","","","",""
"4 on scale 1-7","2011","16-34 y.","higher education","","","",""
"4 on scale 1-7","2011","35-65 y.","in school","","","",""
"4 on scale 1-7","2011","35-65 y.","inadequately","","","",""
"4 on scale 1-7","2011","35-65 y.","general elemantary","","","",""
"4 on scale 1-7","2011","35-65 y.","middle vocational","","","",""
"4 on scale 1-7","2011","35-65 y.","vocational + Abi","","","",""
"4 on scale 1-7","2011","35-65 y.","higher vocational","","","",""
"4 on scale 1-7","2011","35-65 y.","higher education","","","",""
"4 on scale 1-7","2011","66 and older","in school","","","",""
"4 on scale 1-7","2011","66 and older","inadequately","","","",""
"4 on scale 1-7","2011","66 and older","general elemantary","","","",""
"4 on scale 1-7","2011","66 and older","middle vocational","","","",""
"4 on scale 1-7","2011","66 and older","vocational + Abi","","","",""
"4 on scale 1-7","2011","66 and older","higher vocational","","","",""
"4 on scale 1-7","2011","66 and older","higher education","","","",""
"5 on scale 1-7","2011","16-34 y.","in school","","","",""
"5 on scale 1-7","2011","16-34 y.","inadequately","","","",""
"5 on scale 1-7","2011","16-34 y.","general elemantary","","","",""
"5 on scale 1-7","2011","16-34 y.","middle vocational","","","",""
"5 on scale 1-7","2011","16-34 y.","vocational + Abi","","","",""
"5 on scale 1-7","2011","16-34 y.","higher vocational","","","",""
"5 on scale 1-7","2011","16-34 y.","higher education","","","",""
"5 on scale 1-7","2011","35-65 y.","in school","","","",""
"5 on scale 1-7","2011","35-65 y.","inadequately","","","",""
"5 on scale 1-7","2011","35-65 y.","general elemantary","","","",""
"5 on scale 1-7","2011","35-65 y.","middle vocational","","","",""
"5 on scale 1-7","2011","35-65 y.","vocational + Abi","","","",""
"5 on scale 1-7","2011","35-65 y.","higher vocational","","","",""
"5 on scale 1-7","2011","35-65 y.","higher education","","","",""
"5 on scale 1-7","2011","66 and older","in school","","","",""
"5 on scale 1-7","2011","66 and older","inadequately","","","",""
"5 on scale 1-7","2011","66 and older","general elemantary","","","",""
"5 on scale 1-7","2011","66 and older","middle vocational","","","",""
"5 on scale 1-7","2011","66 and older","vocational + Abi","","","",""
"5 on scale 1-7","2011","66 and older","higher vocational","","","",""
"5 on scale 1-7","2011","66 and older","higher education","","","",""
"6 on scale 1-7","2011","16-34 y.","in school","","","",""
"6 on scale 1-7","2011","16-34 y.","inadequately","","","",""
"6 on scale 1-7","2011","16-34 y.","general elemantary","","","",""
"6 on scale 1-7","2011","16-34 y.","middle vocational","","","",""
"6 on scale 1-7","2011","16-34 y.","vocational + Abi","","","",""
"6 on scale 1-7","2011","16-34 y.","higher vocational","","","",""
"6 on scale 1-7","2011","16-34 y.","higher education","","","",""
"6 on scale 1-7","2011","35-65 y.","in school","","","",""
"6 on scale 1-7","2011","35-65 y.","inadequately","","","",""
"6 on scale 1-7","2011","35-65 y.","general elemantary","","","",""
"6 on scale 1-7","2011","35-65 y.","middle vocational","","","",""
"6 on scale 1-7","2011","35-65 y.","vocational + Abi","","","",""
"6 on scale 1-7","2011","35-65 y.","higher vocational","","","",""
"6 on scale 1-7","2011","35-65 y.","higher education","","","",""
"6 on scale 1-7","2011","66 and older","in school","","","",""
"6 on scale 1-7","2011","66 and older","inadequately","","","",""
"6 on scale 1-7","2011","66 and older","general elemantary","","","",""
"6 on scale 1-7","2011","66 and older","middle vocational","","","",""
"6 on scale 1-7","2011","66 and older","vocational + Abi","","","",""
"6 on scale 1-7","2011","66 and older","higher vocational","","","",""
"6 on scale 1-7","2011","66 and older","higher education","","","",""
"7 Strongly agree","2011","16-34 y.","in school","","","",""
"7 Strongly agree","2011","16-34 y.","inadequately","","","",""
"7 Strongly agree","2011","16-34 y.","general elemantary","","","",""
"7 Strongly agree","2011","16-34 y.","middle vocational","","","",""
"7 Strongly agree","2011","16-34 y.","vocational + Abi","","","",""
"7 Strongly agree","2011","16-34 y.","higher vocational","","","",""
"7 Strongly agree","2011","16-34 y.","higher education","","","",""
"7 Strongly agree","2011","35-65 y.","in school","","","",""
"7 Strongly agree","2011","35-65 y.","inadequately","","","",""
"7 Strongly agree","2011","35-65 y.","general elemantary","","","",""
"7 Strongly agree","2011","35-65 y.","middle vocational","","","",""
"7 Strongly agree","2011","35-65 y.","vocational + Abi","","","",""
"7 Strongly agree","2011","35-65 y.","higher vocational","","","",""
"7 Strongly agree","2011","35-65 y.","higher education","","","",""
"7 Strongly agree","2011","66 and older","in school","","","",""
"7 Strongly agree","2011","66 and older","inadequately","","","",""
"7 Strongly agree","2011","66 and older","general elemantary","","","",""
"7 Strongly agree","2011","66 and older","middle vocational","","","",""
"7 Strongly agree","2011","66 and older","vocational + Abi","","","",""
"7 Strongly agree","2011","66 and older","higher vocational","","","",""
"7 Strongly agree","2011","66 and older","higher education","","","",""
"1 Strongly disagree","2012","16-34 y.","in school","","","",""
"1 Strongly disagree","2012","16-34 y.","inadequately","","","",""
"1 Strongly disagree","2012","16-34 y.","general elemantary","","","",""
"1 Strongly disagree","2012","16-34 y.","middle vocational","","","",""
"1 Strongly disagree","2012","16-34 y.","vocational + Abi","","","",""
"1 Strongly disagree","2012","16-34 y.","higher vocational","","","",""
"1 Strongly disagree","2012","16-34 y.","higher education","","","",""
"1 Strongly disagree","2012","35-65 y.","in school","","","",""
"1 Strongly disagree","2012","35-65 y.","inadequately","","","",""
"1 Strongly disagree","2012","35-65 y.","general elemantary","","","",""
"1 Strongly disagree","2012","35-65 y.","middle vocational","","","",""
"1 Strongly disagree","2012","35-65 y.","vocational + Abi","","","",""
"1 Strongly disagree","2012","35-65 y.","higher vocational","","","",""
"1 Strongly disagree","2012","35-65 y.","higher education","","","",""
"1 Strongly disagree","2012","66 and older","in school","","","",""
"1 Strongly disagree","2012","66 and older","inadequately","","","",""
"1 Strongly disagree","2012","66 and older","general elemantary","","","",""
"1 Strongly disagree","2012","66 and older","middle vocational","","","",""
"1 Strongly disagree","2012","66 and older","vocational + Abi","","","",""
"1 Strongly disagree","2012","66 and older","higher vocational","","","",""
"1 Strongly disagree","2012","66 and older","higher education","","","",""
"2 on scale 1-7 ","2012","16-34 y.","in school","","","",""
"2 on scale 1-7 ","2012","16-34 y.","inadequately","","","",""
"2 on scale 1-7 ","2012","16-34 y.","general elemantary","","","",""
"2 on scale 1-7 ","2012","16-34 y.","middle vocational","","","",""
"2 on scale 1-7 ","2012","16-34 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2012","16-34 y.","higher vocational","","","",""
"2 on scale 1-7 ","2012","16-34 y.","higher education","","","",""
"2 on scale 1-7 ","2012","35-65 y.","in school","","","",""
"2 on scale 1-7 ","2012","35-65 y.","inadequately","","","",""
"2 on scale 1-7 ","2012","35-65 y.","general elemantary","","","",""
"2 on scale 1-7 ","2012","35-65 y.","middle vocational","","","",""
"2 on scale 1-7 ","2012","35-65 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2012","35-65 y.","higher vocational","","","",""
"2 on scale 1-7 ","2012","35-65 y.","higher education","","","",""
"2 on scale 1-7 ","2012","66 and older","in school","","","",""
"2 on scale 1-7 ","2012","66 and older","inadequately","","","",""
"2 on scale 1-7 ","2012","66 and older","general elemantary","","","",""
"2 on scale 1-7 ","2012","66 and older","middle vocational","","","",""
"2 on scale 1-7 ","2012","66 and older","vocational + Abi","","","",""
"2 on scale 1-7 ","2012","66 and older","higher vocational","","","",""
"2 on scale 1-7 ","2012","66 and older","higher education","","","",""
"3 on scale 1-7 ","2012","16-34 y.","in school","","","",""
"3 on scale 1-7 ","2012","16-34 y.","inadequately","","","",""
"3 on scale 1-7 ","2012","16-34 y.","general elemantary","","","",""
"3 on scale 1-7 ","2012","16-34 y.","middle vocational","","","",""
"3 on scale 1-7 ","2012","16-34 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2012","16-34 y.","higher vocational","","","",""
"3 on scale 1-7 ","2012","16-34 y.","higher education","","","",""
"3 on scale 1-7 ","2012","35-65 y.","in school","","","",""
"3 on scale 1-7 ","2012","35-65 y.","inadequately","","","",""
"3 on scale 1-7 ","2012","35-65 y.","general elemantary","","","",""
"3 on scale 1-7 ","2012","35-65 y.","middle vocational","","","",""
"3 on scale 1-7 ","2012","35-65 y.","vocational + Abi","","","",""
"3 on scale 1-7 ","2012","35-65 y.","higher vocational","","","",""
"3 on scale 1-7 ","2012","35-65 y.","higher education","","","",""
"3 on scale 1-7 ","2012","66 and older","in school","","","",""
"3 on scale 1-7 ","2012","66 and older","inadequately","","","",""
"3 on scale 1-7 ","2012","66 and older","general elemantary","","","",""
"3 on scale 1-7 ","2012","66 and older","middle vocational","","","",""
"3 on scale 1-7 ","2012","66 and older","vocational + Abi","","","",""
"3 on scale 1-7 ","2012","66 and older","higher vocational","","","",""
"3 on scale 1-7 ","2012","66 and older","higher education","","","",""
"4 on scale 1-7","2012","16-34 y.","in school","","","",""
"4 on scale 1-7","2012","16-34 y.","inadequately","","","",""
"4 on scale 1-7","2012","16-34 y.","general elemantary","","","",""
"4 on scale 1-7","2012","16-34 y.","middle vocational","","","",""
"4 on scale 1-7","2012","16-34 y.","vocational + Abi","","","",""
"4 on scale 1-7","2012","16-34 y.","higher vocational","","","",""
"4 on scale 1-7","2012","16-34 y.","higher education","","","",""
"4 on scale 1-7","2012","35-65 y.","in school","","","",""
"4 on scale 1-7","2012","35-65 y.","inadequately","","","",""
"4 on scale 1-7","2012","35-65 y.","general elemantary","","","",""
"4 on scale 1-7","2012","35-65 y.","middle vocational","","","",""
"4 on scale 1-7","2012","35-65 y.","vocational + Abi","","","",""
"4 on scale 1-7","2012","35-65 y.","higher vocational","","","",""
"4 on scale 1-7","2012","35-65 y.","higher education","","","",""
"4 on scale 1-7","2012","66 and older","in school","","","",""
"4 on scale 1-7","2012","66 and older","inadequately","","","",""
"4 on scale 1-7","2012","66 and older","general elemantary","","","",""
"4 on scale 1-7","2012","66 and older","middle vocational","","","",""
"4 on scale 1-7","2012","66 and older","vocational + Abi","","","",""
"4 on scale 1-7","2012","66 and older","higher vocational","","","",""
"4 on scale 1-7","2012","66 and older","higher education","","","",""
"5 on scale 1-7","2012","16-34 y.","in school","","","",""
"5 on scale 1-7","2012","16-34 y.","inadequately","","","",""
"5 on scale 1-7","2012","16-34 y.","general elemantary","","","",""
"5 on scale 1-7","2012","16-34 y.","middle vocational","","","",""
"5 on scale 1-7","2012","16-34 y.","vocational + Abi","","","",""
"5 on scale 1-7","2012","16-34 y.","higher vocational","","","",""
"5 on scale 1-7","2012","16-34 y.","higher education","","","",""
"5 on scale 1-7","2012","35-65 y.","in school","","","",""
"5 on scale 1-7","2012","35-65 y.","inadequately","","","",""
"5 on scale 1-7","2012","35-65 y.","general elemantary","","","",""
"5 on scale 1-7","2012","35-65 y.","middle vocational","","","",""
"5 on scale 1-7","2012","35-65 y.","vocational + Abi","","","",""
"5 on scale 1-7","2012","35-65 y.","higher vocational","","","",""
"5 on scale 1-7","2012","35-65 y.","higher education","","","",""
"5 on scale 1-7","2012","66 and older","in school","","","",""
"5 on scale 1-7","2012","66 and older","inadequately","","","",""
"5 on scale 1-7","2012","66 and older","general elemantary","","","",""
"5 on scale 1-7","2012","66 and older","middle vocational","","","",""
"5 on scale 1-7","2012","66 and older","vocational + Abi","","","",""
"5 on scale 1-7","2012","66 and older","higher vocational","","","",""
"5 on scale 1-7","2012","66 and older","higher education","","","",""
"6 on scale 1-7","2012","16-34 y.","in school","","","",""
"6 on scale 1-7","2012","16-34 y.","inadequately","","","",""
"6 on scale 1-7","2012","16-34 y.","general elemantary","","","",""
"6 on scale 1-7","2012","16-34 y.","middle vocational","","","",""
"6 on scale 1-7","2012","16-34 y.","vocational + Abi","","","",""
"6 on scale 1-7","2012","16-34 y.","higher vocational","","","",""
"6 on scale 1-7","2012","16-34 y.","higher education","","","",""
"6 on scale 1-7","2012","35-65 y.","in school","","","",""
"6 on scale 1-7","2012","35-65 y.","inadequately","","","",""
"6 on scale 1-7","2012","35-65 y.","general elemantary","","","",""
"6 on scale 1-7","2012","35-65 y.","middle vocational","","","",""
"6 on scale 1-7","2012","35-65 y.","vocational + Abi","","","",""
"6 on scale 1-7","2012","35-65 y.","higher vocational","","","",""
"6 on scale 1-7","2012","35-65 y.","higher education","","","",""
"6 on scale 1-7","2012","66 and older","in school","","","",""
"6 on scale 1-7","2012","66 and older","inadequately","","","",""
"6 on scale 1-7","2012","66 and older","general elemantary","","","",""
"6 on scale 1-7","2012","66 and older","middle vocational","","","",""
"6 on scale 1-7","2012","66 and older","vocational + Abi","","","",""
"6 on scale 1-7","2012","66 and older","higher vocational","","","",""
"6 on scale 1-7","2012","66 and older","higher education","","","",""
"7 Strongly agree","2012","16-34 y.","in school","","","",""
"7 Strongly agree","2012","16-34 y.","inadequately","","","",""
"7 Strongly agree","2012","16-34 y.","general elemantary","","","",""
"7 Strongly agree","2012","16-34 y.","middle vocational","","","",""
"7 Strongly agree","2012","16-34 y.","vocational + Abi","","","",""
"7 Strongly agree","2012","16-34 y.","higher vocational","","","",""
"7 Strongly agree","2012","16-34 y.","higher education","","","",""
"7 Strongly agree","2012","35-65 y.","in school","","","",""
"7 Strongly agree","2012","35-65 y.","inadequately","","","",""
"7 Strongly agree","2012","35-65 y.","general elemantary","","","",""
"7 Strongly agree","2012","35-65 y.","middle vocational","","","",""
"7 Strongly agree","2012","35-65 y.","vocational + Abi","","","",""
"7 Strongly agree","2012","35-65 y.","higher vocational","","","",""
"7 Strongly agree","2012","35-65 y.","higher education","","","",""
"7 Strongly agree","2012","66 and older","in school","","","",""
"7 Strongly agree","2012","66 and older","inadequately","","","",""
"7 Strongly agree","2012","66 and older","general elemantary","","","",""
"7 Strongly agree","2012","66 and older","middle vocational","","","",""
"7 Strongly agree","2012","66 and older","vocational + Abi","","","",""
"7 Strongly agree","2012","66 and older","higher vocational","","","",""
"7 Strongly agree","2012","66 and older","higher education","","","",""
"1 Strongly disagree","2013","16-34 y.","in school","","","",""
"1 Strongly disagree","2013","16-34 y.","inadequately","","","",""
"1 Strongly disagree","2013","16-34 y.","general elemantary","","","",""
"1 Strongly disagree","2013","16-34 y.","middle vocational","","","",""
"1 Strongly disagree","2013","16-34 y.","vocational + Abi","","","",""
"1 Strongly disagree","2013","16-34 y.","higher vocational","","","",""
"1 Strongly disagree","2013","16-34 y.","higher education","","","",""
"1 Strongly disagree","2013","35-65 y.","in school","","","",""
"1 Strongly disagree","2013","35-65 y.","inadequately","","","",""
"1 Strongly disagree","2013","35-65 y.","general elemantary","","","",""
"1 Strongly disagree","2013","35-65 y.","middle vocational","","","",""
"1 Strongly disagree","2013","35-65 y.","vocational + Abi","","","",""
"1 Strongly disagree","2013","35-65 y.","higher vocational","","","",""
"1 Strongly disagree","2013","35-65 y.","higher education","","","",""
"1 Strongly disagree","2013","66 and older","in school","","","",""
"1 Strongly disagree","2013","66 and older","inadequately","","","",""
"1 Strongly disagree","2013","66 and older","general elemantary","","","",""
"1 Strongly disagree","2013","66 and older","middle vocational","","","",""
"1 Strongly disagree","2013","66 and older","vocational + Abi","","","",""
"1 Strongly disagree","2013","66 and older","higher vocational","","","",""
"1 Strongly disagree","2013","66 and older","higher education","","","",""
"2 on scale 1-7 ","2013","16-34 y.","in school","","","",""
"2 on scale 1-7 ","2013","16-34 y.","inadequately","","","",""
"2 on scale 1-7 ","2013","16-34 y.","general elemantary","","","",""
"2 on scale 1-7 ","2013","16-34 y.","middle vocational","","","",""
"2 on scale 1-7 ","2013","16-34 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2013","16-34 y.","higher vocational","","","",""
"2 on scale 1-7 ","2013","16-34 y.","higher education","","","",""
"2 on scale 1-7 ","2013","35-65 y.","in school","","","",""
"2 on scale 1-7 ","2013","35-65 y.","inadequately","","","",""
"2 on scale 1-7 ","2013","35-65 y.","general elemantary","","","",""
"2 on scale 1-7 ","2013","35-65 y.","middle vocational","","","",""
"2 on scale 1-7 ","2013","35-65 y.","vocational + Abi","","","",""
"2 on scale 1-7 ","2013","35-65 y.","higher vocational","","","",""
"2 on scale 1-7 ","2013","35-65 y.","higher education","","","",""
"2 on scale 1-7 ","2013","66 and older","in school","","","",""
"2 on scale 1-7 ","2013","66 and older","inadequately","","","",""
"2 on scale 1-7 ","2013","66 and older","general elemantary","","","",""
"2 on scale 1-7 ","2013","66 and older","middle vocational","","","",""
"2 on scale 1-7 ","2013","66 and older","vocational + Abi","","","",""
"2 on scale 1-7 ","2013","66 and older","higher vocational","","","",""
"2 on scale 1-7 ","2013","66 and older","higher education","","","",""
"3 on scale 1-7 ","2013","16-34 y.","in school","","","",""
"3 on scale 1-7 ","2013","16-34 y.","inadequately","","","",""
"3 on scale 1-7 ","2013","16-34 y.","general elemantary","","","",""
