"plh0206i06","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2012","Employed","higher vocational","","","","","7"
"1 Strongly disagree","2013","Employed","inadequately","","","","","1"
"1 Strongly disagree","2013","Employed","general elemantary","","","","","1"
"1 Strongly disagree","2013","Employed","middle vocational","","","","","1"
"1 Strongly disagree","2013","Employed","vocational + Abi","","","","","1"
"1 Strongly disagree","2013","Not Employed","in school","","","","","1"
"1 Strongly disagree","2013","Not Employed","inadequately","","","","","1"
"1 Strongly disagree","2013","Not Employed","general elemantary","","","","","1"
"1 Strongly disagree","2013","Not Employed","middle vocational","","","","","1"
"1 Strongly disagree","2013","Not Employed","vocational + Abi","","","","","1"
"1 Strongly disagree","2013","Not Employed","higher vocational","","","","","1"
"1 Strongly disagree","2013","Not Employed","higher education","","","","","1"
"1 Strongly disagree","2013","Employed","in school","","","","","1"
"1 Strongly disagree","2013","Employed","higher vocational","","","","","1"
"1 Strongly disagree","2013","Employed","higher education","","","","","1"
"2 on scale 1-7 ","2013","Employed","in school","","","","","2"
"2 on scale 1-7 ","2013","Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2013","Not Employed","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2013","Not Employed","higher vocational","","","","","2"
"2 on scale 1-7 ","2013","Not Employed","higher education","","","","","2"
"2 on scale 1-7 ","2013","Employed","general elemantary","","","","","2"
"2 on scale 1-7 ","2013","Not Employed","middle vocational","","","","","2"
"2 on scale 1-7 ","2013","Not Employed","in school","","","","","2"
"2 on scale 1-7 ","2013","Not Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2013","Not Employed","general elemantary","","","","","2"
"2 on scale 1-7 ","2013","Employed","middle vocational","","","","","2"
"2 on scale 1-7 ","2013","Employed","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2013","Employed","higher vocational","","","","","2"
"2 on scale 1-7 ","2013","Employed","higher education","","","","","2"
"3 on scale 1-7 ","2013","Not Employed","higher vocational","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","higher education","","","","","3"
"3 on scale 1-7 ","2013","Employed","in school","","","","","3"
"3 on scale 1-7 ","2013","Employed","inadequately","","","","","3"
"3 on scale 1-7 ","2013","Employed","general elemantary","","","","","3"
"3 on scale 1-7 ","2013","Employed","middle vocational","","","","","3"
"3 on scale 1-7 ","2013","Employed","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2013","Employed","higher vocational","","","","","3"
"3 on scale 1-7 ","2013","Employed","higher education","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","middle vocational","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","in school","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","inadequately","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","general elemantary","","","","","3"
"4 on scale 1-7","2013","Employed","inadequately","","","","","4"
"4 on scale 1-7","2013","Employed","general elemantary","","","","","4"
"4 on scale 1-7","2013","Not Employed","inadequately","","","","","4"
"4 on scale 1-7","2013","Not Employed","general elemantary","","","","","4"
"4 on scale 1-7","2013","Not Employed","middle vocational","","","","","4"
"4 on scale 1-7","2013","Not Employed","vocational + Abi","","","","","4"
"4 on scale 1-7","2013","Not Employed","higher vocational","","","","","4"
"4 on scale 1-7","2013","Not Employed","higher education","","","","","4"
"4 on scale 1-7","2013","Employed","in school","","","","","4"
"4 on scale 1-7","2013","Employed","middle vocational","","","","","4"
"4 on scale 1-7","2013","Employed","vocational + Abi","","","","","4"
"4 on scale 1-7","2013","Employed","higher vocational","","","","","4"
"4 on scale 1-7","2013","Employed","higher education","","","","","4"
"4 on scale 1-7","2013","Not Employed","in school","","","","","4"
"5 on scale 1-7","2013","Not Employed","higher vocational","","","","","5"
"5 on scale 1-7","2013","Not Employed","higher education","","","","","5"
"5 on scale 1-7","2013","Employed","in school","","","","","5"
"5 on scale 1-7","2013","Employed","inadequately","","","","","5"
"5 on scale 1-7","2013","Employed","general elemantary","","","","","5"
"5 on scale 1-7","2013","Employed","middle vocational","","","","","5"
"5 on scale 1-7","2013","Employed","vocational + Abi","","","","","5"
"5 on scale 1-7","2013","Employed","higher vocational","","","","","5"
"5 on scale 1-7","2013","Employed","higher education","","","","","5"
"5 on scale 1-7","2013","Not Employed","in school","","","","","5"
"5 on scale 1-7","2013","Not Employed","inadequately","","","","","5"
"5 on scale 1-7","2013","Not Employed","general elemantary","","","","","5"
"5 on scale 1-7","2013","Not Employed","middle vocational","","","","","5"
"5 on scale 1-7","2013","Not Employed","vocational + Abi","","","","","5"
"6 on scale 1-7","2013","Employed","general elemantary","","","","","6"
"6 on scale 1-7","2013","Employed","middle vocational","","","","","6"
"6 on scale 1-7","2013","Employed","vocational + Abi","","","","","6"
"6 on scale 1-7","2013","Employed","higher vocational","","","","","6"
"6 on scale 1-7","2013","Employed","higher education","","","","","6"
"6 on scale 1-7","2013","Not Employed","inadequately","","","","","6"
"6 on scale 1-7","2013","Not Employed","general elemantary","","","","","6"
"6 on scale 1-7","2013","Not Employed","middle vocational","","","","","6"
"6 on scale 1-7","2013","Not Employed","vocational + Abi","","","","","6"
"6 on scale 1-7","2013","Not Employed","higher vocational","","","","","6"
"6 on scale 1-7","2013","Employed","inadequately","","","","","6"
"6 on scale 1-7","2013","Not Employed","in school","","","","","6"
"6 on scale 1-7","2013","Not Employed","higher education","","","","","6"
"6 on scale 1-7","2013","Employed","in school","","","","","6"
"7 Strongly agree","2013","Employed","in school","","","","","7"
"7 Strongly agree","2013","Employed","general elemantary","","","","","7"
"7 Strongly agree","2013","Employed","inadequately","","","","","7"
"7 Strongly agree","2013","Not Employed","higher vocational","","","","","7"
"7 Strongly agree","2013","Not Employed","higher education","","","","","7"
"7 Strongly agree","2013","Employed","middle vocational","","","","","7"
"7 Strongly agree","2013","Employed","vocational + Abi","","","","","7"
"7 Strongly agree","2013","Employed","higher vocational","","","","","7"
"7 Strongly agree","2013","Employed","higher education","","","","","7"
"7 Strongly agree","2013","Not Employed","in school","","","","","7"
"7 Strongly agree","2013","Not Employed","inadequately","","","","","7"
"7 Strongly agree","2013","Not Employed","general elemantary","","","","","7"
"7 Strongly agree","2013","Not Employed","middle vocational","","","","","7"
"7 Strongly agree","2013","Not Employed","vocational + Abi","","","","","7"
"1 Strongly disagree","2014","Employed","general elemantary","","","","","1"
"1 Strongly disagree","2014","Employed","middle vocational","","","","","1"
"1 Strongly disagree","2014","Employed","vocational + Abi","","","","","1"
"1 Strongly disagree","2014","Employed","higher vocational","","","","","1"
"1 Strongly disagree","2014","Employed","higher education","","","","","1"
"1 Strongly disagree","2014","Employed","inadequately","","","","","1"
"1 Strongly disagree","2014","Not Employed","in school","","","","","1"
"1 Strongly disagree","2014","Not Employed","inadequately","","","","","1"
"1 Strongly disagree","2014","Not Employed","general elemantary","","","","","1"
"1 Strongly disagree","2014","Not Employed","middle vocational","","","","","1"
"1 Strongly disagree","2014","Not Employed","vocational + Abi","","","","","1"
"1 Strongly disagree","2014","Not Employed","higher vocational","","","","","1"
"1 Strongly disagree","2014","Not Employed","higher education","","","","","1"
"1 Strongly disagree","2014","Employed","in school","","","","","1"
"2 on scale 1-7 ","2014","Not Employed","general elemantary","","","","","2"
"2 on scale 1-7 ","2014","Not Employed","middle vocational","","","","","2"
"2 on scale 1-7 ","2014","Not Employed","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2014","Not Employed","higher vocational","","","","","2"
"2 on scale 1-7 ","2014","Not Employed","higher education","","","","","2"
"2 on scale 1-7 ","2014","Employed","in school","","","","","2"
"2 on scale 1-7 ","2014","Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2014","Employed","general elemantary","","","","","2"
"2 on scale 1-7 ","2014","Employed","middle vocational","","","","","2"
"2 on scale 1-7 ","2014","Employed","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2014","Employed","higher vocational","","","","","2"
"2 on scale 1-7 ","2014","Employed","higher education","","","","","2"
"2 on scale 1-7 ","2014","Not Employed","in school","","","","","2"
"2 on scale 1-7 ","2014","Not Employed","inadequately","","","","","2"
"3 on scale 1-7 ","2014","Employed","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2014","Employed","higher vocational","","","","","3"
"3 on scale 1-7 ","2014","Employed","higher education","","","","","3"
"3 on scale 1-7 ","2014","Employed","general elemantary","","","","","3"
"3 on scale 1-7 ","2014","Employed","middle vocational","","","","","3"
"3 on scale 1-7 ","2014","Not Employed","higher vocational","","","","","3"
"3 on scale 1-7 ","2014","Not Employed","higher education","","","","","3"
"3 on scale 1-7 ","2014","Employed","in school","","","","","3"
"3 on scale 1-7 ","2014","Employed","inadequately","","","","","3"
"3 on scale 1-7 ","2014","Not Employed","general elemantary","","","","","3"
"3 on scale 1-7 ","2014","Not Employed","middle vocational","","","","","3"
"3 on scale 1-7 ","2014","Not Employed","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2014","Not Employed","in school","","","","","3"
"3 on scale 1-7 ","2014","Not Employed","inadequately","","","","","3"
"4 on scale 1-7","2014","Employed","in school","","","","","4"
"4 on scale 1-7","2014","Employed","inadequately","","","","","4"
"4 on scale 1-7","2014","Employed","general elemantary","","","","","4"
"4 on scale 1-7","2014","Employed","middle vocational","","","","","4"
"4 on scale 1-7","2014","Employed","vocational + Abi","","","","","4"
"4 on scale 1-7","2014","Employed","higher vocational","","","","","4"
"4 on scale 1-7","2014","Employed","higher education","","","","","4"
"4 on scale 1-7","2014","Not Employed","in school","","","","","4"
"4 on scale 1-7","2014","Not Employed","inadequately","","","","","4"
"4 on scale 1-7","2014","Not Employed","general elemantary","","","","","4"
"4 on scale 1-7","2014","Not Employed","middle vocational","","","","","4"
"4 on scale 1-7","2014","Not Employed","vocational + Abi","","","","","4"
"4 on scale 1-7","2014","Not Employed","higher vocational","","","","","4"
"4 on scale 1-7","2014","Not Employed","higher education","","","","","4"
"5 on scale 1-7","2014","Not Employed","higher vocational","","","","","5"
"5 on scale 1-7","2014","Not Employed","higher education","","","","","5"
"5 on scale 1-7","2014","Employed","in school","","","","","5"
"5 on scale 1-7","2014","Employed","inadequately","","","","","5"
"5 on scale 1-7","2014","Employed","general elemantary","","","","","5"
"5 on scale 1-7","2014","Employed","middle vocational","","","","","5"
"5 on scale 1-7","2014","Employed","vocational + Abi","","","","","5"
"5 on scale 1-7","2014","Employed","higher vocational","","","","","5"
"5 on scale 1-7","2014","Employed","higher education","","","","","5"
"5 on scale 1-7","2014","Not Employed","in school","","","","","5"
"5 on scale 1-7","2014","Not Employed","inadequately","","","","","5"
"5 on scale 1-7","2014","Not Employed","general elemantary","","","","","5"
"5 on scale 1-7","2014","Not Employed","middle vocational","","","","","5"
"5 on scale 1-7","2014","Not Employed","vocational + Abi","","","","","5"
"6 on scale 1-7","2014","Employed","general elemantary","","","","","6"
"6 on scale 1-7","2014","Employed","middle vocational","","","","","6"
"6 on scale 1-7","2014","Employed","vocational + Abi","","","","","6"
"6 on scale 1-7","2014","Not Employed","middle vocational","","","","","6"
"6 on scale 1-7","2014","Not Employed","higher education","","","","","6"
"6 on scale 1-7","2014","Employed","in school","","","","","6"
"6 on scale 1-7","2014","Employed","inadequately","","","","","6"
"6 on scale 1-7","2014","Employed","higher vocational","","","","","6"
"6 on scale 1-7","2014","Employed","higher education","","","","","6"
"6 on scale 1-7","2014","Not Employed","in school","","","","","6"
"6 on scale 1-7","2014","Not Employed","higher vocational","","","","","6"
"6 on scale 1-7","2014","Not Employed","inadequately","","","","","6"
"6 on scale 1-7","2014","Not Employed","general elemantary","","","","","6"
"6 on scale 1-7","2014","Not Employed","vocational + Abi","","","","","6"
"7 Strongly agree","2014","Not Employed","higher vocational","","","","","7"
"7 Strongly agree","2014","Not Employed","higher education","","","","","7"
"7 Strongly agree","2014","Employed","in school","","","","","7"
"7 Strongly agree","2014","Employed","inadequately","","","","","7"
"7 Strongly agree","2014","Employed","general elemantary","","","","","7"
"7 Strongly agree","2014","Employed","middle vocational","","","","","7"
"7 Strongly agree","2014","Employed","vocational + Abi","","","","","7"
"7 Strongly agree","2014","Employed","higher vocational","","","","","7"
"7 Strongly agree","2014","Employed","higher education","","","","","7"
"7 Strongly agree","2014","Not Employed","in school","","","","","7"
"7 Strongly agree","2014","Not Employed","inadequately","","","","","7"
"7 Strongly agree","2014","Not Employed","general elemantary","","","","","7"
"7 Strongly agree","2014","Not Employed","middle vocational","","","","","7"
"7 Strongly agree","2014","Not Employed","vocational + Abi","","","","","7"
"1 Strongly disagree","2015","Employed","general elemantary","54","0.0281524197667206","0.0193550033449067","0.0369498361885346","1"
"1 Strongly disagree","2015","Employed","middle vocational","182","0.0254826035735251","0.021925406580497","0.0290398005665532","1"
"1 Strongly disagree","2015","Employed","vocational + Abi","32","0.0161430985382672","0.00998715581920372","0.0222990412573307","1"
"1 Strongly disagree","2015","Employed","higher vocational","19","","","","1"
"1 Strongly disagree","2015","Employed","higher education","40","0.0107390998635541","0.00769080981790605","0.0137873899092021","1"
"1 Strongly disagree","2015","Not Employed","vocational + Abi","13","","","","1"
"1 Strongly disagree","2015","Not Employed","higher vocational","8","","","","1"
"1 Strongly disagree","2015","Not Employed","higher education","29","","","","1"
"1 Strongly disagree","2015","Employed","in school","","","","","1"
"1 Strongly disagree","2015","Employed","inadequately","5","","","","1"
"1 Strongly disagree","2015","Not Employed","middle vocational","161","0.0384221114901999","0.0328681249566292","0.0439760980237707","1"
"1 Strongly disagree","2015","Not Employed","in school","6","","","","1"
"1 Strongly disagree","2015","Not Employed","general elemantary","86","0.0499203047162786","0.0391098573767866","0.0607307520557705","1"
"1 Strongly disagree","2015","Not Employed","inadequately","29","","","","1"
"2 on scale 1-7 ","2015","Not Employed","general elemantary","65","0.0381382856876244","0.0286308819578361","0.0476456894174127","2"
"2 on scale 1-7 ","2015","Not Employed","middle vocational","152","0.0363527813598461","0.0309446176111104","0.0417609451085819","2"
"2 on scale 1-7 ","2015","Employed","inadequately","4","","","","2"
"2 on scale 1-7 ","2015","Employed","general elemantary","55","0.0341535777200038","0.0244937285359286","0.0438134269040789","2"
"2 on scale 1-7 ","2015","Employed","middle vocational","272","0.0343113547347092","0.0302024249985222","0.0384202844708962","2"
"2 on scale 1-7 ","2015","Employed","vocational + Abi","46","0.0218657447756012","0.0147221547108998","0.0290093348403026","2"
"2 on scale 1-7 ","2015","Employed","higher vocational","38","0.0409500759535004","0.0292122140725027","0.0526879378344981","2"
"2 on scale 1-7 ","2015","Employed","higher education","91","0.0248584125237648","0.0202538596962496","0.0294629653512801","2"
"2 on scale 1-7 ","2015","Not Employed","in school","10","","","","2"
"2 on scale 1-7 ","2015","Not Employed","inadequately","21","","","","2"
"2 on scale 1-7 ","2015","Not Employed","vocational + Abi","19","","","","2"
"2 on scale 1-7 ","2015","Not Employed","higher vocational","6","","","","2"
"2 on scale 1-7 ","2015","Not Employed","higher education","51","0.0325952469082849","0.0248360754493316","0.0403544183672382","2"
"2 on scale 1-7 ","2015","Employed","in school","3","","","","2"
"3 on scale 1-7 ","2015","Employed","vocational + Abi","84","0.0493592546367267","0.0387782315551385","0.0599402777183148","3"
"3 on scale 1-7 ","2015","Employed","higher vocational","63","0.0679036203922205","0.0530025348796645","0.0828047059047764","3"
"3 on scale 1-7 ","2015","Employed","higher education","175","0.035489500388922","0.0300178247068211","0.040961176071023","3"
"3 on scale 1-7 ","2015","Employed","general elemantary","74","0.0621345566916051","0.0492954420962208","0.0749736712869894","3"
"3 on scale 1-7 ","2015","Employed","middle vocational","479","0.0609208632380685","0.0555217139042345","0.0663200125719025","3"
"3 on scale 1-7 ","2015","Not Employed","vocational + Abi","17","","","","3"
"3 on scale 1-7 ","2015","Not Employed","higher vocational","24","","","","3"
"3 on scale 1-7 ","2015","Not Employed","higher education","78","0.0409209884847502","0.0322646475245392","0.0495773294449611","3"
"3 on scale 1-7 ","2015","Employed","in school","6","","","","3"
"3 on scale 1-7 ","2015","Employed","inadequately","11","","","","3"
"3 on scale 1-7 ","2015","Not Employed","middle vocational","241","0.0548223530270657","0.0482449033893518","0.0613998026647795","3"
"3 on scale 1-7 ","2015","Not Employed","general elemantary","102","0.0700745211626278","0.0574029876550605","0.082746054670195","3"
"3 on scale 1-7 ","2015","Not Employed","in school","17","","","","3"
"3 on scale 1-7 ","2015","Not Employed","inadequately","22","","","","3"
"4 on scale 1-7","2015","Employed","in school","10","","","","4"
"4 on scale 1-7","2015","Employed","inadequately","30","0.142234623038009","0.0898821797483081","0.19458706632771","4"
"4 on scale 1-7","2015","Employed","general elemantary","204","0.138837356258288","0.120446838139756","0.157227874376821","4"
"4 on scale 1-7","2015","Employed","middle vocational","1201","0.159608585243712","0.151341352830262","0.167875817657162","4"
"4 on scale 1-7","2015","Employed","vocational + Abi","245","0.159435646272092","0.141553759087874","0.17731753345631","4"
"4 on scale 1-7","2015","Employed","higher vocational","158","0.134437216683666","0.114232625144877","0.154641808222454","4"
"4 on scale 1-7","2015","Employed","higher education","505","0.102609203786632","0.0936348974581851","0.111583510115079","4"
"4 on scale 1-7","2015","Not Employed","in school","58","0.172364122891365","0.12962451289957","0.21510373288316","4"
"4 on scale 1-7","2015","Not Employed","inadequately","56","0.190256092072654","0.148350086037113","0.232162098108195","4"
"4 on scale 1-7","2015","Not Employed","general elemantary","254","0.176389213405371","0.157469173062845","0.195309253747897","4"
"4 on scale 1-7","2015","Not Employed","middle vocational","721","0.161257374180477","0.15063073037507","0.171884017985885","4"
"4 on scale 1-7","2015","Not Employed","vocational + Abi","83","0.137386870507938","0.108161156236702","0.166612584779174","4"
"4 on scale 1-7","2015","Not Employed","higher vocational","69","0.140449437130827","0.108021112472408","0.172877761789247","4"
"4 on scale 1-7","2015","Not Employed","higher education","256","0.124617073832124","0.110185226922609","0.139048920741638","4"
"5 on scale 1-7","2015","Not Employed","higher education","405","0.202826522500646","0.185256476616501","0.22039656838479","5"
"5 on scale 1-7","2015","Employed","in school","21","","","","5"
"5 on scale 1-7","2015","Employed","inadequately","29","","","","5"
"5 on scale 1-7","2015","Employed","general elemantary","252","0.19813786262291","0.176938061021742","0.219337664224078","5"
"5 on scale 1-7","2015","Employed","middle vocational","1657","0.223010183147212","0.213613788905398","0.232406577389026","5"
"5 on scale 1-7","2015","Employed","vocational + Abi","358","0.217309011350902","0.197163922470659","0.237454100231145","5"
"5 on scale 1-7","2015","Employed","higher vocational","272","0.233144396171148","0.208100014147096","0.2581887781952","5"
"5 on scale 1-7","2015","Employed","higher education","1096","0.268188244277671","0.255086277776783","0.28129021077856","5"
"5 on scale 1-7","2015","Not Employed","vocational + Abi","112","0.262271528996242","0.224928603964243","0.29961445402824","5"
"5 on scale 1-7","2015","Not Employed","higher vocational","94","0.24565849729889","0.20548138739501","0.285835607202769","5"
"5 on scale 1-7","2015","Not Employed","in school","63","0.214312233635392","0.167878250374199","0.260746216896584","5"
"5 on scale 1-7","2015","Not Employed","inadequately","61","0.159506515517902","0.120414367900976","0.198598663134828","5"
"5 on scale 1-7","2015","Not Employed","general elemantary","303","0.193604676197858","0.173991092406553","0.213218259989163","5"
"5 on scale 1-7","2015","Not Employed","middle vocational","950","0.203839401199808","0.192199041992729","0.215479760406886","5"
"6 on scale 1-7","2015","Employed","general elemantary","328","0.244696484464195","0.221831399260302","0.267561569668089","6"
"6 on scale 1-7","2015","Employed","middle vocational","2014","0.26566024008108","0.255690059569475","0.275630420592684","6"
"6 on scale 1-7","2015","Employed","vocational + Abi","468","0.326873007698446","0.303960470364114","0.349785545032779","6"
"6 on scale 1-7","2015","Employed","higher vocational","319","0.298801861338156","0.271690391833813","0.325913330842499","6"
"6 on scale 1-7","2015","Employed","higher education","1593","0.365129743620096","0.350890627823526","0.379368859416666","6"
"6 on scale 1-7","2015","Not Employed","general elemantary","338","0.230293007252013","0.209393881220258","0.251192133283767","6"
"6 on scale 1-7","2015","Not Employed","middle vocational","1191","0.258218380931547","0.245572369064608","0.270864392798487","6"
"6 on scale 1-7","2015","Not Employed","vocational + Abi","118","0.223330456834993","0.187973359748941","0.258687553921044","6"
"6 on scale 1-7","2015","Not Employed","higher education","635","0.304963513012627","0.284846576477649","0.325080449547605","6"
"6 on scale 1-7","2015","Employed","in school","25","","","","6"
"6 on scale 1-7","2015","Employed","inadequately","29","","","","6"
"6 on scale 1-7","2015","Not Employed","inadequately","55","0.14816258202973","0.110232763398837","0.186092400660623","6"
"6 on scale 1-7","2015","Not Employed","in school","81","0.275979645039122","0.225397018395664","0.326562271682581","6"
"6 on scale 1-7","2015","Not Employed","higher vocational","145","0.314850817269348","0.271502346543456","0.358199287995239","6"
"7 Strongly agree","2015","Not Employed","in school","65","0.182941682580861","0.139192461426535","0.226690903735186","7"
"7 Strongly agree","2015","Not Employed","inadequately","93","0.294332394775671","0.24567461784741","0.342990171703931","7"
"7 Strongly agree","2015","Not Employed","general elemantary","411","0.241579991578227","0.220332365971558","0.262827617184897","7"
"7 Strongly agree","2015","Not Employed","middle vocational","1185","0.247087597811056","0.234624681650146","0.259550513971966","7"
"7 Strongly agree","2015","Not Employed","vocational + Abi","171","0.273265032056639","0.235432575161466","0.311097488951811","7"
"7 Strongly agree","2015","Not Employed","higher vocational","95","0.20843262432112","0.170522466895958","0.246342781746282","7"
"7 Strongly agree","2015","Not Employed","higher education","558","0.280243947863593","0.260619615676548","0.299868280050638","7"
"7 Strongly agree","2015","Employed","in school","9","","","","7"
"7 Strongly agree","2015","Employed","inadequately","63","0.337220692548504","0.26636224806735","0.408079137029658","7"
"7 Strongly agree","2015","Employed","general elemantary","391","0.293887742476277","0.269659282075966","0.318116202876588","7"
"7 Strongly agree","2015","Employed","middle vocational","1734","0.231006169981694","0.221492141727075","0.240520198236312","7"
"7 Strongly agree","2015","Employed","vocational + Abi","377","0.209014236727965","0.189152948192805","0.228875525263125","7"
"7 Strongly agree","2015","Employed","higher vocational","226","0.211495102444535","0.187307468549549","0.235682736339522","7"
"7 Strongly agree","2015","Employed","higher education","892","0.19298579553936","0.181314469883222","0.204657121195497","7"
"1 Strongly disagree","2016","Employed","general elemantary","","","","","1"
"1 Strongly disagree","2016","Employed","middle vocational","","","","","1"
"1 Strongly disagree","2016","Employed","vocational + Abi","","","","","1"
"1 Strongly disagree","2016","Employed","higher vocational","","","","","1"
"1 Strongly disagree","2016","Employed","higher education","","","","","1"
"1 Strongly disagree","2016","Not Employed","vocational + Abi","3","","","","1"
"1 Strongly disagree","2016","Not Employed","middle vocational","7","","","","1"
"1 Strongly disagree","2016","Not Employed","higher vocational","","","","","1"
"1 Strongly disagree","2016","Not Employed","higher education","3","","","","1"
"1 Strongly disagree","2016","Not Employed","inadequately","21","","","","1"
"1 Strongly disagree","2016","Not Employed","general elemantary","8","","","","1"
"1 Strongly disagree","2016","Employed","in school","","","","","1"
"1 Strongly disagree","2016","Employed","inadequately","","","","","1"
"1 Strongly disagree","2016","Not Employed","in school","","","","","1"
"2 on scale 1-7 ","2016","Not Employed","in school","","","","","2"
"2 on scale 1-7 ","2016","Not Employed","inadequately","8","","","","2"
"2 on scale 1-7 ","2016","Not Employed","general elemantary","9","","","","2"
"2 on scale 1-7 ","2016","Not Employed","middle vocational","5","","","","2"
"2 on scale 1-7 ","2016","Not Employed","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2016","Not Employed","higher vocational","","","","","2"
"2 on scale 1-7 ","2016","Not Employed","higher education","5","","","","2"
"2 on scale 1-7 ","2016","Employed","in school","","","","","2"
"2 on scale 1-7 ","2016","Employed","inadequately","","","","","2"
"2 on scale 1-7 ","2016","Employed","general elemantary","","","","","2"
"2 on scale 1-7 ","2016","Employed","middle vocational","","","","","2"
"2 on scale 1-7 ","2016","Employed","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2016","Employed","higher vocational","","","","","2"
"2 on scale 1-7 ","2016","Employed","higher education","","","","","2"
"3 on scale 1-7 ","2016","Not Employed","in school","","","","","3"
"3 on scale 1-7 ","2016","Not Employed","inadequately","13","","","","3"
"3 on scale 1-7 ","2016","Not Employed","general elemantary","2","","","","3"
"3 on scale 1-7 ","2016","Not Employed","middle vocational","8","","","","3"
"3 on scale 1-7 ","2016","Employed","higher vocational","","","","","3"
"3 on scale 1-7 ","2016","Employed","higher education","","","","","3"
"3 on scale 1-7 ","2016","Not Employed","vocational + Abi","1","","","","3"
"3 on scale 1-7 ","2016","Not Employed","higher vocational","","","","","3"
"3 on scale 1-7 ","2016","Not Employed","higher education","13","","","","3"
"3 on scale 1-7 ","2016","Employed","in school","","","","","3"
"3 on scale 1-7 ","2016","Employed","inadequately","","","","","3"
"3 on scale 1-7 ","2016","Employed","general elemantary","","","","","3"
"3 on scale 1-7 ","2016","Employed","middle vocational","","","","","3"
"3 on scale 1-7 ","2016","Employed","vocational + Abi","","","","","3"
"4 on scale 1-7","2016","Not Employed","in school","2","","","","4"
"4 on scale 1-7","2016","Not Employed","inadequately","60","0.0743168050568633","0.0611181400654997","0.0875154700482269","4"
"4 on scale 1-7","2016","Not Employed","general elemantary","31","0.101701339625649","0.0810512526019714","0.122351426649327","4"
"4 on scale 1-7","2016","Not Employed","middle vocational","39","0.0886680035164152","0.0687698932220504","0.10856611381078","4"
"4 on scale 1-7","2016","Not Employed","vocational + Abi","2","","","","4"
"4 on scale 1-7","2016","Not Employed","higher vocational","","","","","4"
"4 on scale 1-7","2016","Not Employed","higher education","30","0.140472130937703","0.115865125067173","0.165079136808234","4"
"4 on scale 1-7","2016","Employed","in school","","","","","4"
"4 on scale 1-7","2016","Employed","inadequately","","","","","4"
"4 on scale 1-7","2016","Employed","general elemantary","","","","","4"
"4 on scale 1-7","2016","Employed","middle vocational","","","","","4"
"4 on scale 1-7","2016","Employed","vocational + Abi","","","","","4"
"4 on scale 1-7","2016","Employed","higher vocational","","","","","4"
"4 on scale 1-7","2016","Employed","higher education","","","","","4"
"5 on scale 1-7","2016","Not Employed","in school","3","","","","5"
"5 on scale 1-7","2016","Not Employed","inadequately","98","0.118292371338551","0.102040777165984","0.134543965511118","5"
"5 on scale 1-7","2016","Not Employed","general elemantary","55","0.0856862198831494","0.0665634280214431","0.104809011744856","5"
"5 on scale 1-7","2016","Not Employed","middle vocational","61","0.0757772531390511","0.0572526968011689","0.0943018094769334","5"
"5 on scale 1-7","2016","Employed","inadequately","","","","","5"
"5 on scale 1-7","2016","Employed","general elemantary","","","","","5"
"5 on scale 1-7","2016","Not Employed","vocational + Abi","13","","","","5"
"5 on scale 1-7","2016","Not Employed","higher vocational","","","","","5"
"5 on scale 1-7","2016","Not Employed","higher education","75","0.108639795430996","0.0866026774799925","0.130676913382","5"
"5 on scale 1-7","2016","Employed","in school","","","","","5"
"5 on scale 1-7","2016","Employed","middle vocational","","","","","5"
"5 on scale 1-7","2016","Employed","vocational + Abi","","","","","5"
"5 on scale 1-7","2016","Employed","higher vocational","","","","","5"
"5 on scale 1-7","2016","Employed","higher education","","","","","5"
"6 on scale 1-7","2016","Employed","inadequately","","","","","6"
"6 on scale 1-7","2016","Employed","general elemantary","","","","","6"
"6 on scale 1-7","2016","Employed","middle vocational","","","","","6"
"6 on scale 1-7","2016","Employed","vocational + Abi","","","","","6"
"6 on scale 1-7","2016","Not Employed","in school","4","","","","6"
"6 on scale 1-7","2016","Not Employed","inadequately","168","0.124982346462901","0.108341015990129","0.141623676935673","6"
"6 on scale 1-7","2016","Not Employed","general elemantary","109","0.112746086679275","0.091137673595287","0.134354499763262","6"
"6 on scale 1-7","2016","Not Employed","middle vocational","95","0.17904452753934","0.152207748743556","0.205881306335124","6"
"6 on scale 1-7","2016","Not Employed","vocational + Abi","26","","","","6"
"6 on scale 1-7","2016","Not Employed","higher vocational","1","","","","6"
