"plh0206i06","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2012","(Married) couple without C. ","no migration background","","","",""
"4 on scale 1-7","2012","(Married) couple without C. ","direct migration background","","","",""
"4 on scale 1-7","2012","(Married) couple without C. ","indirect migration background","","","",""
"4 on scale 1-7","2012","Single parent ","no migration background","","","",""
"4 on scale 1-7","2012","Single parent ","direct migration background","","","",""
"4 on scale 1-7","2012","Single parent ","indirect migration background","","","",""
"4 on scale 1-7","2012","Couple + C. LE 16 ","no migration background","","","",""
"4 on scale 1-7","2012","Couple + C. LE 16 ","direct migration background","","","",""
"4 on scale 1-7","2012","Couple + C. LE 16 ","indirect migration background","","","",""
"4 on scale 1-7","2012","Couple + C. GT 16 ","no migration background","","","",""
"4 on scale 1-7","2012","Couple + C. GT 16 ","direct migration background","","","",""
"4 on scale 1-7","2012","Couple + C. GT 16 ","indirect migration background","","","",""
"4 on scale 1-7","2012","Couple + C. LE and GT 16","no migration background","","","",""
"4 on scale 1-7","2012","Couple + C. LE and GT 16","direct migration background","","","",""
"4 on scale 1-7","2012","Couple + C. LE and GT 16","indirect migration background","","","",""
"5 on scale 1-7","2012","1-pers.-HH","no migration background","","","",""
"5 on scale 1-7","2012","1-pers.-HH","direct migration background","","","",""
"5 on scale 1-7","2012","1-pers.-HH","indirect migration background","","","",""
"5 on scale 1-7","2012","(Married) couple without C. ","no migration background","","","",""
"5 on scale 1-7","2012","(Married) couple without C. ","direct migration background","","","",""
"5 on scale 1-7","2012","(Married) couple without C. ","indirect migration background","","","",""
"5 on scale 1-7","2012","Single parent ","no migration background","","","",""
"5 on scale 1-7","2012","Single parent ","direct migration background","","","",""
"5 on scale 1-7","2012","Single parent ","indirect migration background","","","",""
"5 on scale 1-7","2012","Couple + C. LE 16 ","no migration background","","","",""
"5 on scale 1-7","2012","Couple + C. LE 16 ","direct migration background","","","",""
"5 on scale 1-7","2012","Couple + C. LE 16 ","indirect migration background","","","",""
"5 on scale 1-7","2012","Couple + C. GT 16 ","no migration background","","","",""
"5 on scale 1-7","2012","Couple + C. GT 16 ","direct migration background","","","",""
"5 on scale 1-7","2012","Couple + C. GT 16 ","indirect migration background","","","",""
"5 on scale 1-7","2012","Couple + C. LE and GT 16","no migration background","","","",""
"5 on scale 1-7","2012","Couple + C. LE and GT 16","direct migration background","","","",""
"5 on scale 1-7","2012","Couple + C. LE and GT 16","indirect migration background","","","",""
"6 on scale 1-7","2012","1-pers.-HH","no migration background","","","",""
"6 on scale 1-7","2012","1-pers.-HH","direct migration background","","","",""
"6 on scale 1-7","2012","1-pers.-HH","indirect migration background","","","",""
"6 on scale 1-7","2012","(Married) couple without C. ","no migration background","","","",""
"6 on scale 1-7","2012","(Married) couple without C. ","direct migration background","","","",""
"6 on scale 1-7","2012","(Married) couple without C. ","indirect migration background","","","",""
"6 on scale 1-7","2012","Single parent ","no migration background","","","",""
"6 on scale 1-7","2012","Single parent ","direct migration background","","","",""
"6 on scale 1-7","2012","Single parent ","indirect migration background","","","",""
"6 on scale 1-7","2012","Couple + C. LE 16 ","no migration background","","","",""
"6 on scale 1-7","2012","Couple + C. LE 16 ","direct migration background","","","",""
"6 on scale 1-7","2012","Couple + C. LE 16 ","indirect migration background","","","",""
"6 on scale 1-7","2012","Couple + C. GT 16 ","no migration background","","","",""
"6 on scale 1-7","2012","Couple + C. GT 16 ","direct migration background","","","",""
"6 on scale 1-7","2012","Couple + C. GT 16 ","indirect migration background","","","",""
"6 on scale 1-7","2012","Couple + C. LE and GT 16","no migration background","","","",""
"6 on scale 1-7","2012","Couple + C. LE and GT 16","direct migration background","","","",""
"6 on scale 1-7","2012","Couple + C. LE and GT 16","indirect migration background","","","",""
"7 Strongly agree","2012","1-pers.-HH","no migration background","","","",""
"7 Strongly agree","2012","1-pers.-HH","direct migration background","","","",""
"7 Strongly agree","2012","1-pers.-HH","indirect migration background","","","",""
"7 Strongly agree","2012","(Married) couple without C. ","no migration background","","","",""
"7 Strongly agree","2012","(Married) couple without C. ","direct migration background","","","",""
"7 Strongly agree","2012","(Married) couple without C. ","indirect migration background","","","",""
"7 Strongly agree","2012","Single parent ","no migration background","","","",""
"7 Strongly agree","2012","Single parent ","direct migration background","","","",""
"7 Strongly agree","2012","Single parent ","indirect migration background","","","",""
"7 Strongly agree","2012","Couple + C. LE 16 ","no migration background","","","",""
"7 Strongly agree","2012","Couple + C. LE 16 ","direct migration background","","","",""
"7 Strongly agree","2012","Couple + C. LE 16 ","indirect migration background","","","",""
"7 Strongly agree","2012","Couple + C. GT 16 ","no migration background","","","",""
"7 Strongly agree","2012","Couple + C. GT 16 ","direct migration background","","","",""
"7 Strongly agree","2012","Couple + C. GT 16 ","indirect migration background","","","",""
"7 Strongly agree","2012","Couple + C. LE and GT 16","no migration background","","","",""
"7 Strongly agree","2012","Couple + C. LE and GT 16","direct migration background","","","",""
"7 Strongly agree","2012","Couple + C. LE and GT 16","indirect migration background","","","",""
"1 Strongly disagree","2013","1-pers.-HH","no migration background","","","",""
"1 Strongly disagree","2013","1-pers.-HH","direct migration background","","","",""
"1 Strongly disagree","2013","1-pers.-HH","indirect migration background","","","",""
"1 Strongly disagree","2013","(Married) couple without C. ","no migration background","","","",""
"1 Strongly disagree","2013","(Married) couple without C. ","direct migration background","","","",""
"1 Strongly disagree","2013","(Married) couple without C. ","indirect migration background","","","",""
"1 Strongly disagree","2013","Single parent ","no migration background","","","",""
"1 Strongly disagree","2013","Single parent ","direct migration background","","","",""
"1 Strongly disagree","2013","Single parent ","indirect migration background","","","",""
"1 Strongly disagree","2013","Couple + C. LE 16 ","no migration background","","","",""
"1 Strongly disagree","2013","Couple + C. LE 16 ","direct migration background","","","",""
"1 Strongly disagree","2013","Couple + C. LE 16 ","indirect migration background","","","",""
"1 Strongly disagree","2013","Couple + C. GT 16 ","no migration background","","","",""
"1 Strongly disagree","2013","Couple + C. GT 16 ","direct migration background","","","",""
"1 Strongly disagree","2013","Couple + C. GT 16 ","indirect migration background","","","",""
"1 Strongly disagree","2013","Couple + C. LE and GT 16","no migration background","","","",""
"1 Strongly disagree","2013","Couple + C. LE and GT 16","direct migration background","","","",""
"1 Strongly disagree","2013","Couple + C. LE and GT 16","indirect migration background","","","",""
"2 on scale 1-7 ","2013","1-pers.-HH","no migration background","","","",""
"2 on scale 1-7 ","2013","1-pers.-HH","direct migration background","","","",""
"2 on scale 1-7 ","2013","1-pers.-HH","indirect migration background","","","",""
"2 on scale 1-7 ","2013","(Married) couple without C. ","no migration background","","","",""
"2 on scale 1-7 ","2013","(Married) couple without C. ","direct migration background","","","",""
"2 on scale 1-7 ","2013","(Married) couple without C. ","indirect migration background","","","",""
"2 on scale 1-7 ","2013","Single parent ","no migration background","","","",""
"2 on scale 1-7 ","2013","Single parent ","direct migration background","","","",""
"2 on scale 1-7 ","2013","Single parent ","indirect migration background","","","",""
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","no migration background","","","",""
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","direct migration background","","","",""
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","indirect migration background","","","",""
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","no migration background","","","",""
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","direct migration background","","","",""
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","indirect migration background","","","",""
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","no migration background","","","",""
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","direct migration background","","","",""
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","indirect migration background","","","",""
"3 on scale 1-7 ","2013","1-pers.-HH","no migration background","","","",""
"3 on scale 1-7 ","2013","1-pers.-HH","direct migration background","","","",""
"3 on scale 1-7 ","2013","1-pers.-HH","indirect migration background","","","",""
"3 on scale 1-7 ","2013","(Married) couple without C. ","no migration background","","","",""
"3 on scale 1-7 ","2013","(Married) couple without C. ","direct migration background","","","",""
"3 on scale 1-7 ","2013","(Married) couple without C. ","indirect migration background","","","",""
"3 on scale 1-7 ","2013","Single parent ","no migration background","","","",""
"3 on scale 1-7 ","2013","Single parent ","direct migration background","","","",""
"3 on scale 1-7 ","2013","Single parent ","indirect migration background","","","",""
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","no migration background","","","",""
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","direct migration background","","","",""
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","indirect migration background","","","",""
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","no migration background","","","",""
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","direct migration background","","","",""
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","indirect migration background","","","",""
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","no migration background","","","",""
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","direct migration background","","","",""
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","indirect migration background","","","",""
"4 on scale 1-7","2013","1-pers.-HH","no migration background","","","",""
"4 on scale 1-7","2013","1-pers.-HH","direct migration background","","","",""
"4 on scale 1-7","2013","1-pers.-HH","indirect migration background","","","",""
"4 on scale 1-7","2013","(Married) couple without C. ","no migration background","","","",""
"4 on scale 1-7","2013","(Married) couple without C. ","direct migration background","","","",""
"4 on scale 1-7","2013","(Married) couple without C. ","indirect migration background","","","",""
"4 on scale 1-7","2013","Single parent ","no migration background","","","",""
"4 on scale 1-7","2013","Single parent ","direct migration background","","","",""
"4 on scale 1-7","2013","Single parent ","indirect migration background","","","",""
"4 on scale 1-7","2013","Couple + C. LE 16 ","no migration background","","","",""
"4 on scale 1-7","2013","Couple + C. LE 16 ","direct migration background","","","",""
"4 on scale 1-7","2013","Couple + C. LE 16 ","indirect migration background","","","",""
"4 on scale 1-7","2013","Couple + C. GT 16 ","no migration background","","","",""
"4 on scale 1-7","2013","Couple + C. GT 16 ","direct migration background","","","",""
"4 on scale 1-7","2013","Couple + C. GT 16 ","indirect migration background","","","",""
"4 on scale 1-7","2013","Couple + C. LE and GT 16","no migration background","","","",""
"4 on scale 1-7","2013","Couple + C. LE and GT 16","direct migration background","","","",""
"4 on scale 1-7","2013","Couple + C. LE and GT 16","indirect migration background","","","",""
"5 on scale 1-7","2013","1-pers.-HH","no migration background","","","",""
"5 on scale 1-7","2013","1-pers.-HH","direct migration background","","","",""
"5 on scale 1-7","2013","1-pers.-HH","indirect migration background","","","",""
"5 on scale 1-7","2013","(Married) couple without C. ","no migration background","","","",""
"5 on scale 1-7","2013","(Married) couple without C. ","direct migration background","","","",""
"5 on scale 1-7","2013","(Married) couple without C. ","indirect migration background","","","",""
"5 on scale 1-7","2013","Single parent ","no migration background","","","",""
"5 on scale 1-7","2013","Single parent ","direct migration background","","","",""
"5 on scale 1-7","2013","Single parent ","indirect migration background","","","",""
"5 on scale 1-7","2013","Couple + C. LE 16 ","no migration background","","","",""
"5 on scale 1-7","2013","Couple + C. LE 16 ","direct migration background","","","",""
"5 on scale 1-7","2013","Couple + C. LE 16 ","indirect migration background","","","",""
"5 on scale 1-7","2013","Couple + C. GT 16 ","no migration background","","","",""
"5 on scale 1-7","2013","Couple + C. GT 16 ","direct migration background","","","",""
"5 on scale 1-7","2013","Couple + C. GT 16 ","indirect migration background","","","",""
"5 on scale 1-7","2013","Couple + C. LE and GT 16","no migration background","","","",""
"5 on scale 1-7","2013","Couple + C. LE and GT 16","direct migration background","","","",""
"5 on scale 1-7","2013","Couple + C. LE and GT 16","indirect migration background","","","",""
"6 on scale 1-7","2013","1-pers.-HH","no migration background","","","",""
"6 on scale 1-7","2013","1-pers.-HH","direct migration background","","","",""
"6 on scale 1-7","2013","1-pers.-HH","indirect migration background","","","",""
"6 on scale 1-7","2013","(Married) couple without C. ","no migration background","","","",""
"6 on scale 1-7","2013","(Married) couple without C. ","direct migration background","","","",""
"6 on scale 1-7","2013","(Married) couple without C. ","indirect migration background","","","",""
"6 on scale 1-7","2013","Single parent ","no migration background","","","",""
"6 on scale 1-7","2013","Single parent ","direct migration background","","","",""
"6 on scale 1-7","2013","Single parent ","indirect migration background","","","",""
"6 on scale 1-7","2013","Couple + C. LE 16 ","no migration background","","","",""
"6 on scale 1-7","2013","Couple + C. LE 16 ","direct migration background","","","",""
"6 on scale 1-7","2013","Couple + C. LE 16 ","indirect migration background","","","",""
"6 on scale 1-7","2013","Couple + C. GT 16 ","no migration background","","","",""
"6 on scale 1-7","2013","Couple + C. GT 16 ","direct migration background","","","",""
"6 on scale 1-7","2013","Couple + C. GT 16 ","indirect migration background","","","",""
"6 on scale 1-7","2013","Couple + C. LE and GT 16","no migration background","","","",""
"6 on scale 1-7","2013","Couple + C. LE and GT 16","direct migration background","","","",""
"6 on scale 1-7","2013","Couple + C. LE and GT 16","indirect migration background","","","",""
"7 Strongly agree","2013","1-pers.-HH","no migration background","","","",""
"7 Strongly agree","2013","1-pers.-HH","direct migration background","","","",""
"7 Strongly agree","2013","1-pers.-HH","indirect migration background","","","",""
"7 Strongly agree","2013","(Married) couple without C. ","no migration background","","","",""
"7 Strongly agree","2013","(Married) couple without C. ","direct migration background","","","",""
"7 Strongly agree","2013","(Married) couple without C. ","indirect migration background","","","",""
"7 Strongly agree","2013","Single parent ","no migration background","","","",""
"7 Strongly agree","2013","Single parent ","direct migration background","","","",""
"7 Strongly agree","2013","Single parent ","indirect migration background","","","",""
"7 Strongly agree","2013","Couple + C. LE 16 ","no migration background","","","",""
"7 Strongly agree","2013","Couple + C. LE 16 ","direct migration background","","","",""
"7 Strongly agree","2013","Couple + C. LE 16 ","indirect migration background","","","",""
"7 Strongly agree","2013","Couple + C. GT 16 ","no migration background","","","",""
"7 Strongly agree","2013","Couple + C. GT 16 ","direct migration background","","","",""
"7 Strongly agree","2013","Couple + C. GT 16 ","indirect migration background","","","",""
"7 Strongly agree","2013","Couple + C. LE and GT 16","no migration background","","","",""
"7 Strongly agree","2013","Couple + C. LE and GT 16","direct migration background","","","",""
"7 Strongly agree","2013","Couple + C. LE and GT 16","indirect migration background","","","",""
"1 Strongly disagree","2014","1-pers.-HH","no migration background","","","",""
"1 Strongly disagree","2014","1-pers.-HH","direct migration background","","","",""
"1 Strongly disagree","2014","1-pers.-HH","indirect migration background","","","",""
"1 Strongly disagree","2014","(Married) couple without C. ","no migration background","","","",""
"1 Strongly disagree","2014","(Married) couple without C. ","direct migration background","","","",""
"1 Strongly disagree","2014","(Married) couple without C. ","indirect migration background","","","",""
"1 Strongly disagree","2014","Single parent ","no migration background","","","",""
"1 Strongly disagree","2014","Single parent ","direct migration background","","","",""
"1 Strongly disagree","2014","Single parent ","indirect migration background","","","",""
"1 Strongly disagree","2014","Couple + C. LE 16 ","no migration background","","","",""
"1 Strongly disagree","2014","Couple + C. LE 16 ","direct migration background","","","",""
"1 Strongly disagree","2014","Couple + C. LE 16 ","indirect migration background","","","",""
"1 Strongly disagree","2014","Couple + C. GT 16 ","no migration background","","","",""
"1 Strongly disagree","2014","Couple + C. GT 16 ","direct migration background","","","",""
"1 Strongly disagree","2014","Couple + C. GT 16 ","indirect migration background","","","",""
"1 Strongly disagree","2014","Couple + C. LE and GT 16","no migration background","","","",""
"1 Strongly disagree","2014","Couple + C. LE and GT 16","direct migration background","","","",""
"1 Strongly disagree","2014","Couple + C. LE and GT 16","indirect migration background","","","",""
"2 on scale 1-7 ","2014","1-pers.-HH","no migration background","","","",""
"2 on scale 1-7 ","2014","1-pers.-HH","direct migration background","","","",""
"2 on scale 1-7 ","2014","1-pers.-HH","indirect migration background","","","",""
"2 on scale 1-7 ","2014","(Married) couple without C. ","no migration background","","","",""
"2 on scale 1-7 ","2014","(Married) couple without C. ","direct migration background","","","",""
"2 on scale 1-7 ","2014","(Married) couple without C. ","indirect migration background","","","",""
"2 on scale 1-7 ","2014","Single parent ","no migration background","","","",""
"2 on scale 1-7 ","2014","Single parent ","direct migration background","","","",""
"2 on scale 1-7 ","2014","Single parent ","indirect migration background","","","",""
"2 on scale 1-7 ","2014","Couple + C. LE 16 ","no migration background","","","",""
"2 on scale 1-7 ","2014","Couple + C. LE 16 ","direct migration background","","","",""
"2 on scale 1-7 ","2014","Couple + C. LE 16 ","indirect migration background","","","",""
"2 on scale 1-7 ","2014","Couple + C. GT 16 ","no migration background","","","",""
"2 on scale 1-7 ","2014","Couple + C. GT 16 ","direct migration background","","","",""
"2 on scale 1-7 ","2014","Couple + C. GT 16 ","indirect migration background","","","",""
"2 on scale 1-7 ","2014","Couple + C. LE and GT 16","no migration background","","","",""
"2 on scale 1-7 ","2014","Couple + C. LE and GT 16","direct migration background","","","",""
"2 on scale 1-7 ","2014","Couple + C. LE and GT 16","indirect migration background","","","",""
"3 on scale 1-7 ","2014","1-pers.-HH","no migration background","","","",""
"3 on scale 1-7 ","2014","1-pers.-HH","direct migration background","","","",""
"3 on scale 1-7 ","2014","1-pers.-HH","indirect migration background","","","",""
"3 on scale 1-7 ","2014","(Married) couple without C. ","no migration background","","","",""
"3 on scale 1-7 ","2014","(Married) couple without C. ","direct migration background","","","",""
"3 on scale 1-7 ","2014","(Married) couple without C. ","indirect migration background","","","",""
"3 on scale 1-7 ","2014","Single parent ","no migration background","","","",""
"3 on scale 1-7 ","2014","Single parent ","direct migration background","","","",""
"3 on scale 1-7 ","2014","Single parent ","indirect migration background","","","",""
"3 on scale 1-7 ","2014","Couple + C. LE 16 ","no migration background","","","",""
"3 on scale 1-7 ","2014","Couple + C. LE 16 ","direct migration background","","","",""
"3 on scale 1-7 ","2014","Couple + C. LE 16 ","indirect migration background","","","",""
"3 on scale 1-7 ","2014","Couple + C. GT 16 ","no migration background","","","",""
"3 on scale 1-7 ","2014","Couple + C. GT 16 ","direct migration background","","","",""
"3 on scale 1-7 ","2014","Couple + C. GT 16 ","indirect migration background","","","",""
"3 on scale 1-7 ","2014","Couple + C. LE and GT 16","no migration background","","","",""
"3 on scale 1-7 ","2014","Couple + C. LE and GT 16","direct migration background","","","",""
"3 on scale 1-7 ","2014","Couple + C. LE and GT 16","indirect migration background","","","",""
"4 on scale 1-7","2014","1-pers.-HH","no migration background","","","",""
"4 on scale 1-7","2014","1-pers.-HH","direct migration background","","","",""
"4 on scale 1-7","2014","1-pers.-HH","indirect migration background","","","",""
"4 on scale 1-7","2014","(Married) couple without C. ","no migration background","","","",""
"4 on scale 1-7","2014","(Married) couple without C. ","direct migration background","","","",""
"4 on scale 1-7","2014","(Married) couple without C. ","indirect migration background","","","",""
"4 on scale 1-7","2014","Single parent ","no migration background","","","",""
"4 on scale 1-7","2014","Single parent ","direct migration background","","","",""
"4 on scale 1-7","2014","Single parent ","indirect migration background","","","",""
"4 on scale 1-7","2014","Couple + C. LE 16 ","no migration background","","","",""
"4 on scale 1-7","2014","Couple + C. LE 16 ","direct migration background","","","",""
"4 on scale 1-7","2014","Couple + C. LE 16 ","indirect migration background","","","",""
"4 on scale 1-7","2014","Couple + C. GT 16 ","no migration background","","","",""
"4 on scale 1-7","2014","Couple + C. GT 16 ","direct migration background","","","",""
"4 on scale 1-7","2014","Couple + C. GT 16 ","indirect migration background","","","",""
"4 on scale 1-7","2014","Couple + C. LE and GT 16","no migration background","","","",""
"4 on scale 1-7","2014","Couple + C. LE and GT 16","direct migration background","","","",""
"4 on scale 1-7","2014","Couple + C. LE and GT 16","indirect migration background","","","",""
"5 on scale 1-7","2014","1-pers.-HH","no migration background","","","",""
"5 on scale 1-7","2014","1-pers.-HH","direct migration background","","","",""
"5 on scale 1-7","2014","1-pers.-HH","indirect migration background","","","",""
"5 on scale 1-7","2014","(Married) couple without C. ","no migration background","","","",""
"5 on scale 1-7","2014","(Married) couple without C. ","direct migration background","","","",""
"5 on scale 1-7","2014","(Married) couple without C. ","indirect migration background","","","",""
"5 on scale 1-7","2014","Single parent ","no migration background","","","",""
"5 on scale 1-7","2014","Single parent ","direct migration background","","","",""
"5 on scale 1-7","2014","Single parent ","indirect migration background","","","",""
"5 on scale 1-7","2014","Couple + C. LE 16 ","no migration background","","","",""
"5 on scale 1-7","2014","Couple + C. LE 16 ","direct migration background","","","",""
"5 on scale 1-7","2014","Couple + C. LE 16 ","indirect migration background","","","",""
"5 on scale 1-7","2014","Couple + C. GT 16 ","no migration background","","","",""
"5 on scale 1-7","2014","Couple + C. GT 16 ","direct migration background","","","",""
"5 on scale 1-7","2014","Couple + C. GT 16 ","indirect migration background","","","",""
"5 on scale 1-7","2014","Couple + C. LE and GT 16","no migration background","","","",""
"5 on scale 1-7","2014","Couple + C. LE and GT 16","direct migration background","","","",""
"5 on scale 1-7","2014","Couple + C. LE and GT 16","indirect migration background","","","",""
"6 on scale 1-7","2014","1-pers.-HH","no migration background","","","",""
"6 on scale 1-7","2014","1-pers.-HH","direct migration background","","","",""
"6 on scale 1-7","2014","1-pers.-HH","indirect migration background","","","",""
"6 on scale 1-7","2014","(Married) couple without C. ","no migration background","","","",""
"6 on scale 1-7","2014","(Married) couple without C. ","direct migration background","","","",""
"6 on scale 1-7","2014","(Married) couple without C. ","indirect migration background","","","",""
"6 on scale 1-7","2014","Single parent ","no migration background","","","",""
"6 on scale 1-7","2014","Single parent ","direct migration background","","","",""
"6 on scale 1-7","2014","Single parent ","indirect migration background","","","",""
"6 on scale 1-7","2014","Couple + C. LE 16 ","no migration background","","","",""
"6 on scale 1-7","2014","Couple + C. LE 16 ","direct migration background","","","",""
"6 on scale 1-7","2014","Couple + C. LE 16 ","indirect migration background","","","",""
"6 on scale 1-7","2014","Couple + C. GT 16 ","no migration background","","","",""
"6 on scale 1-7","2014","Couple + C. GT 16 ","direct migration background","","","",""
"6 on scale 1-7","2014","Couple + C. GT 16 ","indirect migration background","","","",""
"6 on scale 1-7","2014","Couple + C. LE and GT 16","no migration background","","","",""
"6 on scale 1-7","2014","Couple + C. LE and GT 16","direct migration background","","","",""
"6 on scale 1-7","2014","Couple + C. LE and GT 16","indirect migration background","","","",""
"7 Strongly agree","2014","1-pers.-HH","no migration background","","","",""
"7 Strongly agree","2014","1-pers.-HH","direct migration background","","","",""
"7 Strongly agree","2014","1-pers.-HH","indirect migration background","","","",""
"7 Strongly agree","2014","(Married) couple without C. ","no migration background","","","",""
"7 Strongly agree","2014","(Married) couple without C. ","direct migration background","","","",""
"7 Strongly agree","2014","(Married) couple without C. ","indirect migration background","","","",""
"7 Strongly agree","2014","Single parent ","no migration background","","","",""
"7 Strongly agree","2014","Single parent ","direct migration background","","","",""
"7 Strongly agree","2014","Single parent ","indirect migration background","","","",""
"7 Strongly agree","2014","Couple + C. LE 16 ","no migration background","","","",""
"7 Strongly agree","2014","Couple + C. LE 16 ","direct migration background","","","",""
"7 Strongly agree","2014","Couple + C. LE 16 ","indirect migration background","","","",""
"7 Strongly agree","2014","Couple + C. GT 16 ","no migration background","","","",""
"7 Strongly agree","2014","Couple + C. GT 16 ","direct migration background","","","",""
"7 Strongly agree","2014","Couple + C. GT 16 ","indirect migration background","","","",""
"7 Strongly agree","2014","Couple + C. LE and GT 16","no migration background","","","",""
"7 Strongly agree","2014","Couple + C. LE and GT 16","direct migration background","","","",""
"7 Strongly agree","2014","Couple + C. LE and GT 16","indirect migration background","","","",""
"1 Strongly disagree","2015","1-pers.-HH","no migration background","100","0.0338179097527191","0.02732793763723","0.0403078818682081"
"1 Strongly disagree","2015","1-pers.-HH","direct migration background","24","","",""
"1 Strongly disagree","2015","1-pers.-HH","indirect migration background","4","","",""
"1 Strongly disagree","2015","(Married) couple without C. ","no migration background","114","0.0214252041341865","0.0178904237390284","0.0249599845293445"
"1 Strongly disagree","2015","(Married) couple without C. ","direct migration background","23","","",""
"1 Strongly disagree","2015","(Married) couple without C. ","indirect migration background","4","","",""
"1 Strongly disagree","2015","Single parent ","no migration background","70","0.0398437136824136","0.0307853204837607","0.0489021068810665"
"1 Strongly disagree","2015","Single parent ","direct migration background","22","","",""
"1 Strongly disagree","2015","Single parent ","indirect migration background","12","","",""
"1 Strongly disagree","2015","Couple + C. LE 16 ","no migration background","76","0.0194267485039788","0.0152010141315885","0.0236524828763691"
"1 Strongly disagree","2015","Couple + C. LE 16 ","direct migration background","79","0.0302018780567846","0.0228470238580543","0.037556732255515"
"1 Strongly disagree","2015","Couple + C. LE 16 ","indirect migration background","11","","",""
"1 Strongly disagree","2015","Couple + C. GT 16 ","no migration background","40","0.0227368536541376","0.0164665420571955","0.0290071652510797"
"1 Strongly disagree","2015","Couple + C. GT 16 ","direct migration background","15","","",""
"1 Strongly disagree","2015","Couple + C. GT 16 ","indirect migration background","4","","",""
"1 Strongly disagree","2015","Couple + C. LE and GT 16","no migration background","24","","",""
"1 Strongly disagree","2015","Couple + C. LE and GT 16","direct migration background","26","","",""
"1 Strongly disagree","2015","Couple + C. LE and GT 16","indirect migration background","12","","",""
"2 on scale 1-7 ","2015","1-pers.-HH","no migration background","98","0.0383864455437941","0.031488350132709","0.0452845409548791"
"2 on scale 1-7 ","2015","1-pers.-HH","direct migration background","21","","",""
"2 on scale 1-7 ","2015","1-pers.-HH","indirect migration background","3","","",""
"2 on scale 1-7 ","2015","(Married) couple without C. ","no migration background","170","0.0280271371066829","0.0239979319662885","0.0320563422470772"
"2 on scale 1-7 ","2015","(Married) couple without C. ","direct migration background","28","","",""
"2 on scale 1-7 ","2015","(Married) couple without C. ","indirect migration background","4","","",""
"2 on scale 1-7 ","2015","Single parent ","no migration background","78","0.0366714189055109","0.0279667676133263","0.0453760701976956"
"2 on scale 1-7 ","2015","Single parent ","direct migration background","15","","",""
"2 on scale 1-7 ","2015","Single parent ","indirect migration background","14","","",""
"2 on scale 1-7 ","2015","Couple + C. LE 16 ","no migration background","137","0.0284636192134763","0.023372225189916","0.0335550132370365"
"2 on scale 1-7 ","2015","Couple + C. LE 16 ","direct migration background","60","0.0227245663408152","0.0163202508727677","0.0291288818088626"
"2 on scale 1-7 ","2015","Couple + C. LE 16 ","indirect migration background","14","","",""
"2 on scale 1-7 ","2015","Couple + C. GT 16 ","no migration background","68","0.0368017025973491","0.0288819796681977","0.0447214255265005"
"2 on scale 1-7 ","2015","Couple + C. GT 16 ","direct migration background","18","","",""
"2 on scale 1-7 ","2015","Couple + C. GT 16 ","indirect migration background","9","","",""
"2 on scale 1-7 ","2015","Couple + C. LE and GT 16","no migration background","51","0.0447828885653364","0.0339294316783583","0.0556363454523145"
"2 on scale 1-7 ","2015","Couple + C. LE and GT 16","direct migration background","18","","",""
"2 on scale 1-7 ","2015","Couple + C. LE and GT 16","indirect migration background","9","","",""
"3 on scale 1-7 ","2015","1-pers.-HH","no migration background","151","0.0535267545001425","0.0454454850825073","0.0616080239177777"
"3 on scale 1-7 ","2015","1-pers.-HH","direct migration background","22","","",""
"3 on scale 1-7 ","2015","1-pers.-HH","indirect migration background","16","","",""
"3 on scale 1-7 ","2015","(Married) couple without C. ","no migration background","329","0.0532771828696544","0.0477946027257545","0.0587597630135543"
"3 on scale 1-7 ","2015","(Married) couple without C. ","direct migration background","62","0.0461347721907504","0.0344728476872","0.0577966966943009"
"3 on scale 1-7 ","2015","(Married) couple without C. ","indirect migration background","12","","",""
"3 on scale 1-7 ","2015","Single parent ","no migration background","128","0.0571953701329698","0.0464408363339993","0.0679499039319404"
"3 on scale 1-7 ","2015","Single parent ","direct migration background","16","","",""
"3 on scale 1-7 ","2015","Single parent ","indirect migration background","13","","",""
"3 on scale 1-7 ","2015","Couple + C. LE 16 ","no migration background","234","0.0518271078746471","0.0450400059903306","0.0586142097589637"
"3 on scale 1-7 ","2015","Couple + C. LE 16 ","direct migration background","97","0.0460837765226326","0.0370733453834189","0.0550942076618463"
"3 on scale 1-7 ","2015","Couple + C. LE 16 ","indirect migration background","29","","",""
