"pli0091_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","2012","direct migration background","East Germany","","","",""
"Daily","2012","indirect migration background","West Germany","","","",""
"Daily","2012","indirect migration background","East Germany","","","",""
"Min 1x per week","2012","no migration background","West Germany","","","",""
"Min 1x per week","2012","no migration background","East Germany","","","",""
"Min 1x per week","2012","direct migration background","West Germany","","","",""
"Min 1x per week","2012","direct migration background","East Germany","","","",""
"Min 1x per week","2012","indirect migration background","West Germany","","","",""
"Min 1x per week","2012","indirect migration background","East Germany","","","",""
"Min 1x per month","2012","no migration background","West Germany","","","",""
"Min 1x per month","2012","no migration background","East Germany","","","",""
"Min 1x per month","2012","direct migration background","West Germany","","","",""
"Min 1x per month","2012","direct migration background","East Germany","","","",""
"Min 1x per month","2012","indirect migration background","West Germany","","","",""
"Min 1x per month","2012","indirect migration background","East Germany","","","",""
"Rarely","2012","no migration background","West Germany","","","",""
"Rarely","2012","no migration background","East Germany","","","",""
"Rarely","2012","direct migration background","West Germany","","","",""
"Rarely","2012","direct migration background","East Germany","","","",""
"Rarely","2012","indirect migration background","West Germany","","","",""
"Rarely","2012","indirect migration background","East Germany","","","",""
"Never","2012","no migration background","West Germany","","","",""
"Never","2012","no migration background","East Germany","","","",""
"Never","2012","direct migration background","West Germany","","","",""
"Never","2012","direct migration background","East Germany","","","",""
"Never","2012","indirect migration background","West Germany","","","",""
"Never","2012","indirect migration background","East Germany","","","",""
"Daily","2013","no migration background","West Germany","2","","",""
"Daily","2013","no migration background","East Germany","2","","",""
"Daily","2013","direct migration background","West Germany","2","","",""
"Daily","2013","direct migration background","East Germany","","","",""
"Daily","2013","indirect migration background","West Germany","3","","",""
"Daily","2013","indirect migration background","East Germany","","","",""
"Min 1x per week","2013","no migration background","West Germany","394","0.0287328382261131","0.026157830375683","0.0313078460765432"
"Min 1x per week","2013","no migration background","East Germany","92","0.018783098727159","0.0152020902575163","0.0223641071968017"
"Min 1x per week","2013","direct migration background","West Germany","47","0.0211934153528395","0.0155756148099728","0.0268112158957062"
"Min 1x per week","2013","direct migration background","East Germany","","","",""
"Min 1x per week","2013","indirect migration background","West Germany","62","0.064292499424212","0.0498634802066892","0.0787215186417348"
"Min 1x per week","2013","indirect migration background","East Germany","2","","",""
"Min 1x per month","2013","no migration background","West Germany","3132","0.189947584002411","0.183901232535224","0.195993935469599"
"Min 1x per month","2013","no migration background","East Germany","839","0.15159673911387","0.142136865987253","0.161056612240488"
"Min 1x per month","2013","direct migration background","West Germany","366","0.159704375005754","0.145415703310103","0.173993046701405"
"Min 1x per month","2013","direct migration background","East Germany","19","","",""
"Min 1x per month","2013","indirect migration background","West Germany","349","0.332583199170704","0.304866894774462","0.360299503566946"
"Min 1x per month","2013","indirect migration background","East Germany","19","","",""
"Rarely","2013","no migration background","West Germany","7868","0.443217501463296","0.435560280509151","0.450874722417441"
"Rarely","2013","no migration background","East Germany","2618","0.443279717406432","0.430175935098975","0.456383499713889"
"Rarely","2013","direct migration background","West Germany","993","0.35444779289636","0.335790044890563","0.373105540902158"
"Rarely","2013","direct migration background","East Germany","46","0.287161001493201","0.211121879736729","0.363200123249673"
"Rarely","2013","indirect migration background","West Germany","517","0.432109600497386","0.402967837441431","0.461251363553341"
"Rarely","2013","indirect migration background","East Germany","38","0.568584600652891","0.45649564378332","0.680673557522462"
"Never","2013","no migration background","West Germany","4772","0.338019428315867","0.330727986844852","0.345310869786882"
"Never","2013","no migration background","East Germany","1970","0.38504287384661","0.372207273634089","0.397878474059131"
"Never","2013","direct migration background","West Germany","1117","0.460749633023428","0.441307445688705","0.480191820358151"
"Never","2013","direct migration background","East Germany","71","0.621997548370023","0.540504552910692","0.703490543829355"
"Never","2013","indirect migration background","West Germany","179","0.170421045870371","0.148301455624555","0.192540636116188"
"Never","2013","indirect migration background","East Germany","16","","",""
"Daily","2014","no migration background","West Germany","","","",""
"Daily","2014","no migration background","East Germany","","","",""
"Daily","2014","direct migration background","West Germany","","","",""
"Daily","2014","direct migration background","East Germany","","","",""
"Daily","2014","indirect migration background","West Germany","","","",""
"Daily","2014","indirect migration background","East Germany","","","",""
"Min 1x per week","2014","no migration background","West Germany","","","",""
"Min 1x per week","2014","no migration background","East Germany","","","",""
"Min 1x per week","2014","direct migration background","West Germany","","","",""
"Min 1x per week","2014","direct migration background","East Germany","","","",""
"Min 1x per week","2014","indirect migration background","West Germany","","","",""
"Min 1x per week","2014","indirect migration background","East Germany","","","",""
"Min 1x per month","2014","no migration background","West Germany","","","",""
"Min 1x per month","2014","no migration background","East Germany","","","",""
"Min 1x per month","2014","direct migration background","West Germany","","","",""
"Min 1x per month","2014","direct migration background","East Germany","","","",""
"Min 1x per month","2014","indirect migration background","West Germany","","","",""
"Min 1x per month","2014","indirect migration background","East Germany","","","",""
"Rarely","2014","no migration background","West Germany","","","",""
"Rarely","2014","no migration background","East Germany","","","",""
"Rarely","2014","direct migration background","West Germany","","","",""
"Rarely","2014","direct migration background","East Germany","","","",""
"Rarely","2014","indirect migration background","West Germany","","","",""
"Rarely","2014","indirect migration background","East Germany","","","",""
"Never","2014","no migration background","West Germany","","","",""
"Never","2014","no migration background","East Germany","","","",""
"Never","2014","direct migration background","West Germany","","","",""
"Never","2014","direct migration background","East Germany","","","",""
"Never","2014","indirect migration background","West Germany","","","",""
"Never","2014","indirect migration background","East Germany","","","",""
"Daily","2015","no migration background","West Germany","","","",""
"Daily","2015","no migration background","East Germany","","","",""
"Daily","2015","direct migration background","West Germany","","","",""
"Daily","2015","direct migration background","East Germany","","","",""
"Daily","2015","indirect migration background","West Germany","","","",""
"Daily","2015","indirect migration background","East Germany","","","",""
"Min 1x per week","2015","no migration background","West Germany","586","0.0413912974360357","0.0381346953978616","0.0446478994742098"
"Min 1x per week","2015","no migration background","East Germany","124","0.0274388645650828","0.0228644460621402","0.0320132830680254"
"Min 1x per week","2015","direct migration background","West Germany","180","0.0356023786666456","0.0307035494222379","0.0405012079110533"
"Min 1x per week","2015","direct migration background","East Germany","19","","",""
"Min 1x per week","2015","indirect migration background","West Germany","97","0.058425253137065","0.046867522892692","0.069982983381438"
"Min 1x per week","2015","indirect migration background","East Germany","4","","",""
"Min 1x per month","2015","no migration background","West Germany","2822","0.194020655470695","0.187555552796195","0.200485758145196"
"Min 1x per month","2015","no migration background","East Germany","764","0.166723082135085","0.156285812277813","0.177160351992358"
"Min 1x per month","2015","direct migration background","West Germany","844","0.156207697923148","0.146609411081201","0.165805984765094"
"Min 1x per month","2015","direct migration background","East Germany","81","0.181556127116325","0.145079107157677","0.218033147074973"
"Min 1x per month","2015","indirect migration background","West Germany","484","0.34628461489366","0.322839314428244","0.369729915359077"
"Min 1x per month","2015","indirect migration background","East Germany","31","0.258173861785143","0.174467080470448","0.341880643099837"
"Rarely","2015","no migration background","West Germany","7304","0.474675577399176","0.466511601267252","0.4828395535311"
"Rarely","2015","no migration background","East Germany","2553","0.479146091077698","0.465157102681111","0.493135079474286"
"Rarely","2015","direct migration background","West Germany","2255","0.380451409354763","0.36761593231103","0.393286886398496"
"Rarely","2015","direct migration background","East Germany","172","0.350328779747999","0.305184350435527","0.395473209060471"
"Rarely","2015","indirect migration background","West Germany","767","0.444892101093657","0.420403673349797","0.469380528837517"
"Rarely","2015","indirect migration background","East Germany","51","0.46979981443119","0.374337974734745","0.565261654127636"
"Never","2015","no migration background","West Germany","3660","0.289912469694093","0.282494605506611","0.297330333881576"
"Never","2015","no migration background","East Germany","1458","0.326691962222134","0.313558764112155","0.339825160332113"
"Never","2015","direct migration background","West Germany","2217","0.427738514055444","0.41465841098263","0.440818617128258"
"Never","2015","direct migration background","East Germany","157","0.380281550381267","0.334343846312357","0.426219254450177"
"Never","2015","indirect migration background","West Germany","234","0.150398030875618","0.132783394526456","0.168012667224779"
"Never","2015","indirect migration background","East Germany","19","","",""
"Daily","2016","no migration background","West Germany","","","",""
"Daily","2016","no migration background","East Germany","","","",""
"Daily","2016","direct migration background","West Germany","","","",""
"Daily","2016","direct migration background","East Germany","","","",""
"Daily","2016","indirect migration background","West Germany","","","",""
"Daily","2016","indirect migration background","East Germany","","","",""
"Min 1x per week","2016","no migration background","West Germany","","","",""
"Min 1x per week","2016","no migration background","East Germany","","","",""
"Min 1x per week","2016","direct migration background","West Germany","","","",""
"Min 1x per week","2016","direct migration background","East Germany","","","",""
"Min 1x per week","2016","indirect migration background","West Germany","","","",""
"Min 1x per week","2016","indirect migration background","East Germany","","","",""
"Min 1x per month","2016","no migration background","West Germany","","","",""
"Min 1x per month","2016","no migration background","East Germany","","","",""
"Min 1x per month","2016","direct migration background","West Germany","","","",""
"Min 1x per month","2016","direct migration background","East Germany","","","",""
"Min 1x per month","2016","indirect migration background","West Germany","","","",""
"Min 1x per month","2016","indirect migration background","East Germany","","","",""
"Rarely","2016","no migration background","West Germany","","","",""
"Rarely","2016","no migration background","East Germany","","","",""
"Rarely","2016","direct migration background","West Germany","","","",""
"Rarely","2016","direct migration background","East Germany","","","",""
"Rarely","2016","indirect migration background","West Germany","","","",""
"Rarely","2016","indirect migration background","East Germany","","","",""
"Never","2016","no migration background","West Germany","","","",""
"Never","2016","no migration background","East Germany","","","",""
"Never","2016","direct migration background","West Germany","","","",""
"Never","2016","direct migration background","East Germany","","","",""
"Never","2016","indirect migration background","West Germany","","","",""
"Never","2016","indirect migration background","East Germany","","","",""
"Daily","2017","no migration background","West Germany","","","",""
"Daily","2017","no migration background","East Germany","","","",""
"Daily","2017","direct migration background","West Germany","6","","",""
"Daily","2017","direct migration background","East Germany","","","",""
"Daily","2017","indirect migration background","West Germany","","","",""
"Daily","2017","indirect migration background","East Germany","","","",""
"Min 1x per week","2017","no migration background","West Germany","700","0.0447126291421224","0.0414210074746702","0.0480042508095746"
"Min 1x per week","2017","no migration background","East Germany","172","0.0384267531699113","0.0331803995913374","0.0436731067484853"
"Min 1x per week","2017","direct migration background","West Germany","215","0.0298342269774328","0.0263372019000467","0.0333312520548188"
"Min 1x per week","2017","direct migration background","East Germany","31","0.0338527100623015","0.0232040098272856","0.0445014102973175"
"Min 1x per week","2017","indirect migration background","West Germany","108","0.0722880234962434","0.0596306141489223","0.0849454328435644"
"Min 1x per week","2017","indirect migration background","East Germany","10","","",""
"Min 1x per month","2017","no migration background","West Germany","3537","0.223986037814963","0.217345962095062","0.230626113534864"
"Min 1x per month","2017","no migration background","East Germany","946","0.186735591042245","0.176099575607033","0.197371606477458"
"Min 1x per month","2017","direct migration background","West Germany","1103","0.170833314159445","0.163097151670797","0.178569476648094"
"Min 1x per month","2017","direct migration background","East Germany","123","0.194045869171933","0.170760368808078","0.217331369535788"
"Min 1x per month","2017","indirect migration background","West Germany","540","0.372838428657363","0.349203454973878","0.396473402340849"
"Min 1x per month","2017","indirect migration background","East Germany","30","0.426789489750924","0.333072111098263","0.520506868403586"
"Rarely","2017","no migration background","West Germany","7539","0.464073392919125","0.456130590037288","0.472016195800961"
"Rarely","2017","no migration background","East Germany","2634","0.480386747672693","0.466750805719595","0.494022689625791"
"Rarely","2017","direct migration background","West Germany","2630","0.386707776091945","0.37669755754742","0.39671799463647"
"Rarely","2017","direct migration background","East Germany","273","0.385005015393479","0.356353526759395","0.413656504027563"
"Rarely","2017","indirect migration background","West Germany","729","0.427772341593868","0.403590139736913","0.451954543450824"
"Rarely","2017","indirect migration background","East Germany","44","0.286510512318325","0.200842187993765","0.372178836642884"
"Never","2017","no migration background","West Germany","3368","0.26722794012379","0.260180146582118","0.274275733665462"
"Never","2017","no migration background","East Germany","1405","0.29445090811515","0.282010930669487","0.306890885560814"
"Never","2017","direct migration background","West Germany","5138","0.412502672573388","0.40238373984996","0.422621605296815"
"Never","2017","direct migration background","East Germany","681","0.387096405372286","0.358416093850896","0.415776716893676"
"Never","2017","indirect migration background","West Germany","231","0.127101206252525","0.110820926939309","0.143381485565741"
"Never","2017","indirect migration background","East Germany","23","","",""
"Daily","2018","no migration background","West Germany","","","",""
"Daily","2018","no migration background","East Germany","","","",""
"Daily","2018","direct migration background","West Germany","12","","",""
"Daily","2018","direct migration background","East Germany","","","",""
"Daily","2018","indirect migration background","West Germany","","","",""
"Daily","2018","indirect migration background","East Germany","","","",""
"Min 1x per week","2018","no migration background","West Germany","","","",""
"Min 1x per week","2018","no migration background","East Germany","","","",""
"Min 1x per week","2018","direct migration background","West Germany","72","0.031314066958652","0.0253591522440723","0.0372689816732316"
"Min 1x per week","2018","direct migration background","East Germany","7","","",""
"Min 1x per week","2018","indirect migration background","West Germany","","","",""
"Min 1x per week","2018","indirect migration background","East Germany","","","",""
"Min 1x per month","2018","no migration background","West Germany","","","",""
"Min 1x per month","2018","no migration background","East Germany","","","",""
"Min 1x per month","2018","direct migration background","West Germany","308","0.13397283980108","0.122326527029034","0.145619152573127"
"Min 1x per month","2018","direct migration background","East Germany","51","0.134647411009376","0.106197489165192","0.163097332853561"
"Min 1x per month","2018","indirect migration background","West Germany","","","",""
"Min 1x per month","2018","indirect migration background","East Germany","","","",""
"Rarely","2018","no migration background","West Germany","","","",""
"Rarely","2018","no migration background","East Germany","","","",""
"Rarely","2018","direct migration background","West Germany","667","0.223737527117592","0.209488407770512","0.237986646464672"
"Rarely","2018","direct migration background","East Germany","86","0.171837305491361","0.140395890409054","0.203278720573668"
"Rarely","2018","indirect migration background","West Germany","","","",""
"Rarely","2018","indirect migration background","East Germany","","","",""
"Never","2018","no migration background","West Germany","","","",""
"Never","2018","no migration background","East Germany","","","",""
"Never","2018","direct migration background","West Germany","2227","0.608216075116702","0.591525682037085","0.62490646819632"
"Never","2018","direct migration background","East Germany","409","0.685511518502442","0.646812916579065","0.724210120425819"
"Never","2018","indirect migration background","West Germany","","","",""
"Never","2018","indirect migration background","East Germany","","","",""
"Daily","2019","no migration background","West Germany","8","","",""
"Daily","2019","no migration background","East Germany","2","","",""
"Daily","2019","direct migration background","West Germany","9","","",""
"Daily","2019","direct migration background","East Germany","","","",""
"Daily","2019","indirect migration background","West Germany","","","",""
"Daily","2019","indirect migration background","East Germany","","","",""
"Min 1x per week","2019","no migration background","West Germany","297","0.0185021237234823","0.0163495244786284","0.0206547229683361"
"Min 1x per week","2019","no migration background","East Germany","88","0.0177381206798686","0.0141316646001652","0.0213445767595719"
"Min 1x per week","2019","direct migration background","West Germany","105","0.016588909005639","0.0135183905287562","0.0196594274825218"
"Min 1x per week","2019","direct migration background","East Germany","15","","",""
"Min 1x per week","2019","indirect migration background","West Germany","66","0.0409985409762033","0.0311934002021898","0.0508036817502168"
"Min 1x per week","2019","indirect migration background","East Germany","6","","",""
"Min 1x per month","2019","no migration background","West Germany","3302","0.206764219756413","0.200295079720214","0.213233359792611"
"Min 1x per month","2019","no migration background","East Germany","930","0.177580429953562","0.167139060337268","0.188021799569856"
"Min 1x per month","2019","direct migration background","West Germany","929","0.189940988325712","0.180511178652141","0.199370797999283"
"Min 1x per month","2019","direct migration background","East Germany","77","0.152324361202243","0.126910712934105","0.17773800947038"
"Min 1x per month","2019","indirect migration background","West Germany","498","0.362360744596774","0.338591351492309","0.386130137701239"
"Min 1x per month","2019","indirect migration background","East Germany","40","0.298081019344971","0.220343097760182","0.375818940929761"
"Rarely","2019","no migration background","West Germany","7595","0.466591393937526","0.458622352549944","0.474560435325109"
"Rarely","2019","no migration background","East Germany","2631","0.476073462740074","0.462428090576151","0.489718834903997"
"Rarely","2019","direct migration background","West Germany","1892","0.371523323136219","0.359906887895248","0.383139758377189"
"Rarely","2019","direct migration background","East Germany","183","0.369942097677615","0.335797296367759","0.404086898987472"
"Rarely","2019","indirect migration background","West Germany","736","0.429232140597027","0.404756398387873","0.45370788280618"
"Rarely","2019","indirect migration background","East Germany","59","0.46483583520392","0.380071027003566","0.549600643404273"
"Never","2019","no migration background","West Germany","3853","0.307588606700376","0.30021678307072","0.314960430330032"
"Never","2019","no migration background","East Germany","1495","0.328145448475939","0.315316707857848","0.34097418909403"
"Never","2019","direct migration background","West Germany","3712","0.41994154640236","0.408076606209242","0.431806486595478"
"Never","2019","direct migration background","East Germany","493","0.446302704575912","0.41114516766256","0.481460241489263"
"Never","2019","indirect migration background","West Germany","271","0.167408573829997","0.148947166102665","0.185869981557329"
"Never","2019","indirect migration background","East Germany","28","","",""
