"pli0091_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","2003","no migration background","vocational + Abi","242","0.257914013480738","0.229074592037844","0.286753434923632"
"Min 1x per month","2003","no migration background","higher vocational","211","0.143482251706323","0.125747503780172","0.161216999632474"
"Min 1x per month","2003","no migration background","higher education","843","0.231004204381114","0.217810189111773","0.244198219650454"
"Min 1x per month","2003","direct migration background","in school","24","","",""
"Min 1x per month","2003","direct migration background","inadequately","2","","",""
"Min 1x per month","2003","direct migration background","general elemantary","48","0.0910494141372479","0.0690852794350158","0.11301354883948"
"Min 1x per month","2003","direct migration background","middle vocational","108","0.123050794803147","0.102399637748288","0.143701951858006"
"Min 1x per month","2003","direct migration background","vocational + Abi","24","","",""
"Min 1x per month","2003","direct migration background","higher vocational","19","","",""
"Min 1x per month","2003","direct migration background","higher education","64","0.184118965071507","0.144626893939722","0.223611036203292"
"Min 1x per month","2003","indirect migration background","in school","35","0.47021413930692","0.354118223854143","0.586310054759698"
"Min 1x per month","2003","indirect migration background","inadequately","3","","",""
"Min 1x per month","2003","indirect migration background","general elemantary","58","0.264934256287743","0.201852857257963","0.328015655317524"
"Min 1x per month","2003","indirect migration background","middle vocational","116","0.348033636827865","0.296561363846857","0.399505909808873"
"Min 1x per month","2003","indirect migration background","vocational + Abi","16","","",""
"Min 1x per month","2003","indirect migration background","higher vocational","11","","",""
"Min 1x per month","2003","indirect migration background","higher education","28","","",""
"Rarely","2003","no migration background","in school","104","0.222576014611318","0.185819553740439","0.259332475482196"
"Rarely","2003","no migration background","inadequately","23","","",""
"Rarely","2003","no migration background","general elemantary","442","0.205767435135877","0.187613834877952","0.223921035393802"
"Rarely","2003","no migration background","middle vocational","4102","0.398115651723421","0.388440312015075","0.407790991431767"
"Rarely","2003","no migration background","vocational + Abi","426","0.455303293584058","0.422474892629182","0.488131694538933"
"Rarely","2003","no migration background","higher vocational","763","0.463433726203685","0.438206863203542","0.488660589203828"
"Rarely","2003","no migration background","higher education","2051","0.478480172769664","0.462842488414501","0.494117857124827"
"Rarely","2003","direct migration background","in school","18","","",""
"Rarely","2003","direct migration background","inadequately","21","","",""
"Rarely","2003","direct migration background","general elemantary","141","0.224987317587929","0.193105813114615","0.256868822061244"
"Rarely","2003","direct migration background","middle vocational","302","0.297439909943032","0.268701924745967","0.326177895140097"
"Rarely","2003","direct migration background","vocational + Abi","98","0.430851884731523","0.367131153911995","0.494572615551051"
"Rarely","2003","direct migration background","higher vocational","58","0.377694014626172","0.298509750465773","0.45687827878657"
"Rarely","2003","direct migration background","higher education","163","0.428970864148577","0.378540714040682","0.479401014256471"
"Rarely","2003","indirect migration background","in school","14","","",""
"Rarely","2003","indirect migration background","inadequately","3","","",""
"Rarely","2003","indirect migration background","general elemantary","55","0.310123442601723","0.24400506958444","0.376241815619007"
"Rarely","2003","indirect migration background","middle vocational","112","0.326929739595491","0.276241459296906","0.377618019894076"
"Rarely","2003","indirect migration background","vocational + Abi","15","","",""
"Rarely","2003","indirect migration background","higher vocational","18","","",""
"Rarely","2003","indirect migration background","higher education","25","","",""
"Never","2003","no migration background","in school","15","","",""
"Never","2003","no migration background","inadequately","50","0.59245210307045","0.490934165233967","0.693970040906933"
"Never","2003","no migration background","general elemantary","1015","0.607700363659703","0.58577462153651","0.629626105782895"
"Never","2003","no migration background","middle vocational","3887","0.431000976602827","0.421212841412419","0.440789111793234"
"Never","2003","no migration background","vocational + Abi","171","0.244752367978124","0.216410393945148","0.273094342011099"
"Never","2003","no migration background","higher vocational","492","0.370656613702408","0.346223013800404","0.395090213604412"
"Never","2003","no migration background","higher education","917","0.255940353307094","0.242279484647235","0.269601221966953"
"Never","2003","direct migration background","in school","","","",""
"Never","2003","direct migration background","inadequately","143","0.852947225255319","0.799233218725252","0.906661231785385"
"Never","2003","direct migration background","general elemantary","451","0.635989730564862","0.599254120771608","0.672725340358116"
"Never","2003","direct migration background","middle vocational","534","0.553453664777196","0.522200870221234","0.584706459333157"
"Never","2003","direct migration background","vocational + Abi","108","0.43414972565073","0.370371177404525","0.497928273896936"
"Never","2003","direct migration background","higher vocational","63","0.473417505146588","0.391867834748931","0.554967175544245"
"Never","2003","direct migration background","higher education","133","0.362439345264724","0.313458570368841","0.411420120160606"
"Never","2003","indirect migration background","in school","4","","",""
"Never","2003","indirect migration background","inadequately","5","","",""
"Never","2003","indirect migration background","general elemantary","41","0.217823624707865","0.158820636920834","0.276826612494897"
"Never","2003","indirect migration background","middle vocational","62","0.240404069122549","0.19422848861322","0.286579649631878"
"Never","2003","indirect migration background","vocational + Abi","6","","",""
"Never","2003","indirect migration background","higher vocational","8","","",""
"Never","2003","indirect migration background","higher education","6","","",""
"Daily","2004","no migration background","in school","","","",""
"Daily","2004","no migration background","inadequately","","","",""
"Daily","2004","no migration background","general elemantary","","","",""
"Daily","2004","no migration background","middle vocational","","","",""
"Daily","2004","no migration background","vocational + Abi","","","",""
"Daily","2004","no migration background","higher vocational","","","",""
"Daily","2004","no migration background","higher education","","","",""
"Daily","2004","direct migration background","in school","","","",""
"Daily","2004","direct migration background","inadequately","","","",""
"Daily","2004","direct migration background","general elemantary","","","",""
"Daily","2004","direct migration background","middle vocational","","","",""
"Daily","2004","direct migration background","vocational + Abi","","","",""
"Daily","2004","direct migration background","higher vocational","","","",""
"Daily","2004","direct migration background","higher education","","","",""
"Daily","2004","indirect migration background","in school","","","",""
"Daily","2004","indirect migration background","inadequately","","","",""
"Daily","2004","indirect migration background","general elemantary","","","",""
"Daily","2004","indirect migration background","middle vocational","","","",""
"Daily","2004","indirect migration background","vocational + Abi","","","",""
"Daily","2004","indirect migration background","higher vocational","","","",""
"Daily","2004","indirect migration background","higher education","","","",""
"Min 1x per week","2004","no migration background","in school","","","",""
"Min 1x per week","2004","no migration background","inadequately","","","",""
"Min 1x per week","2004","no migration background","general elemantary","","","",""
"Min 1x per week","2004","no migration background","middle vocational","","","",""
"Min 1x per week","2004","no migration background","vocational + Abi","","","",""
"Min 1x per week","2004","no migration background","higher vocational","","","",""
"Min 1x per week","2004","no migration background","higher education","","","",""
"Min 1x per week","2004","direct migration background","in school","","","",""
"Min 1x per week","2004","direct migration background","inadequately","","","",""
"Min 1x per week","2004","direct migration background","general elemantary","","","",""
"Min 1x per week","2004","direct migration background","middle vocational","","","",""
"Min 1x per week","2004","direct migration background","vocational + Abi","","","",""
"Min 1x per week","2004","direct migration background","higher vocational","","","",""
"Min 1x per week","2004","direct migration background","higher education","","","",""
"Min 1x per week","2004","indirect migration background","in school","","","",""
"Min 1x per week","2004","indirect migration background","inadequately","","","",""
"Min 1x per week","2004","indirect migration background","general elemantary","","","",""
"Min 1x per week","2004","indirect migration background","middle vocational","","","",""
"Min 1x per week","2004","indirect migration background","vocational + Abi","","","",""
"Min 1x per week","2004","indirect migration background","higher vocational","","","",""
"Min 1x per week","2004","indirect migration background","higher education","","","",""
"Min 1x per month","2004","no migration background","in school","","","",""
"Min 1x per month","2004","no migration background","inadequately","","","",""
"Min 1x per month","2004","no migration background","general elemantary","","","",""
"Min 1x per month","2004","no migration background","middle vocational","","","",""
"Min 1x per month","2004","no migration background","vocational + Abi","","","",""
"Min 1x per month","2004","no migration background","higher vocational","","","",""
"Min 1x per month","2004","no migration background","higher education","","","",""
"Min 1x per month","2004","direct migration background","in school","","","",""
"Min 1x per month","2004","direct migration background","inadequately","","","",""
"Min 1x per month","2004","direct migration background","general elemantary","","","",""
"Min 1x per month","2004","direct migration background","middle vocational","","","",""
"Min 1x per month","2004","direct migration background","vocational + Abi","","","",""
"Min 1x per month","2004","direct migration background","higher vocational","","","",""
"Min 1x per month","2004","direct migration background","higher education","","","",""
"Min 1x per month","2004","indirect migration background","in school","","","",""
"Min 1x per month","2004","indirect migration background","inadequately","","","",""
"Min 1x per month","2004","indirect migration background","general elemantary","","","",""
"Min 1x per month","2004","indirect migration background","middle vocational","","","",""
"Min 1x per month","2004","indirect migration background","vocational + Abi","","","",""
"Min 1x per month","2004","indirect migration background","higher vocational","","","",""
"Min 1x per month","2004","indirect migration background","higher education","","","",""
"Rarely","2004","no migration background","in school","","","",""
"Rarely","2004","no migration background","inadequately","","","",""
"Rarely","2004","no migration background","general elemantary","","","",""
"Rarely","2004","no migration background","middle vocational","","","",""
"Rarely","2004","no migration background","vocational + Abi","","","",""
"Rarely","2004","no migration background","higher vocational","","","",""
"Rarely","2004","no migration background","higher education","","","",""
"Rarely","2004","direct migration background","in school","","","",""
"Rarely","2004","direct migration background","inadequately","","","",""
"Rarely","2004","direct migration background","general elemantary","","","",""
"Rarely","2004","direct migration background","middle vocational","","","",""
"Rarely","2004","direct migration background","vocational + Abi","","","",""
"Rarely","2004","direct migration background","higher vocational","","","",""
"Rarely","2004","direct migration background","higher education","","","",""
"Rarely","2004","indirect migration background","in school","","","",""
"Rarely","2004","indirect migration background","inadequately","","","",""
"Rarely","2004","indirect migration background","general elemantary","","","",""
"Rarely","2004","indirect migration background","middle vocational","","","",""
"Rarely","2004","indirect migration background","vocational + Abi","","","",""
"Rarely","2004","indirect migration background","higher vocational","","","",""
"Rarely","2004","indirect migration background","higher education","","","",""
"Never","2004","no migration background","in school","","","",""
"Never","2004","no migration background","inadequately","","","",""
"Never","2004","no migration background","general elemantary","","","",""
"Never","2004","no migration background","middle vocational","","","",""
"Never","2004","no migration background","vocational + Abi","","","",""
"Never","2004","no migration background","higher vocational","","","",""
"Never","2004","no migration background","higher education","","","",""
"Never","2004","direct migration background","in school","","","",""
"Never","2004","direct migration background","inadequately","","","",""
"Never","2004","direct migration background","general elemantary","","","",""
"Never","2004","direct migration background","middle vocational","","","",""
"Never","2004","direct migration background","vocational + Abi","","","",""
"Never","2004","direct migration background","higher vocational","","","",""
"Never","2004","direct migration background","higher education","","","",""
"Never","2004","indirect migration background","in school","","","",""
"Never","2004","indirect migration background","inadequately","","","",""
"Never","2004","indirect migration background","general elemantary","","","",""
"Never","2004","indirect migration background","middle vocational","","","",""
"Never","2004","indirect migration background","vocational + Abi","","","",""
"Never","2004","indirect migration background","higher vocational","","","",""
"Never","2004","indirect migration background","higher education","","","",""
"Daily","2005","no migration background","in school","","","",""
"Daily","2005","no migration background","inadequately","","","",""
"Daily","2005","no migration background","general elemantary","","","",""
"Daily","2005","no migration background","middle vocational","","","",""
"Daily","2005","no migration background","vocational + Abi","","","",""
"Daily","2005","no migration background","higher vocational","","","",""
"Daily","2005","no migration background","higher education","","","",""
"Daily","2005","direct migration background","in school","","","",""
"Daily","2005","direct migration background","inadequately","","","",""
"Daily","2005","direct migration background","general elemantary","","","",""
"Daily","2005","direct migration background","middle vocational","","","",""
"Daily","2005","direct migration background","vocational + Abi","","","",""
"Daily","2005","direct migration background","higher vocational","","","",""
"Daily","2005","direct migration background","higher education","","","",""
"Daily","2005","indirect migration background","in school","","","",""
"Daily","2005","indirect migration background","inadequately","","","",""
"Daily","2005","indirect migration background","general elemantary","","","",""
"Daily","2005","indirect migration background","middle vocational","","","",""
"Daily","2005","indirect migration background","vocational + Abi","","","",""
"Daily","2005","indirect migration background","higher vocational","","","",""
"Daily","2005","indirect migration background","higher education","","","",""
"Min 1x per week","2005","no migration background","in school","162","0.257633956930975","0.219415363498437","0.295852550363513"
"Min 1x per week","2005","no migration background","inadequately","10","","",""
"Min 1x per week","2005","no migration background","general elemantary","135","0.0692283577817417","0.0570024388663395","0.0814542766971439"
"Min 1x per week","2005","no migration background","middle vocational","471","0.0492300930022378","0.0447705238964174","0.0536896621080583"
"Min 1x per week","2005","no migration background","vocational + Abi","61","0.07316796549734","0.0558737836525227","0.0904621473421574"
"Min 1x per week","2005","no migration background","higher vocational","53","0.0393900697757643","0.0291344719770048","0.0496456675745239"
"Min 1x per week","2005","no migration background","higher education","180","0.0577822058503903","0.0503151866439609","0.0652492250568198"
"Min 1x per week","2005","direct migration background","in school","14","","",""
"Min 1x per week","2005","direct migration background","inadequately","","","",""
"Min 1x per week","2005","direct migration background","general elemantary","15","","",""
"Min 1x per week","2005","direct migration background","middle vocational","36","0.0416641668664234","0.0284318390206765","0.0548964947121703"
"Min 1x per week","2005","direct migration background","vocational + Abi","8","","",""
"Min 1x per week","2005","direct migration background","higher vocational","3","","",""
"Min 1x per week","2005","direct migration background","higher education","13","","",""
"Min 1x per week","2005","indirect migration background","in school","33","0.272068296416367","0.179611812445806","0.364524780386928"
"Min 1x per week","2005","indirect migration background","inadequately","2","","",""
"Min 1x per week","2005","indirect migration background","general elemantary","34","0.172933127573258","0.117837362967898","0.228028892178618"
"Min 1x per week","2005","indirect migration background","middle vocational","56","0.140832349302056","0.103748918089113","0.177915780514999"
"Min 1x per week","2005","indirect migration background","vocational + Abi","3","","",""
"Min 1x per week","2005","indirect migration background","higher vocational","3","","",""
"Min 1x per week","2005","indirect migration background","higher education","4","","",""
"Min 1x per month","2005","no migration background","in school","238","0.507486882939683","0.463796544391299","0.551177221488067"
"Min 1x per month","2005","no migration background","inadequately","18","","",""
"Min 1x per month","2005","no migration background","general elemantary","262","0.136872735578014","0.120318321423258","0.15342714973277"
"Min 1x per month","2005","no migration background","middle vocational","1412","0.146834774990046","0.13953900909365","0.154130540886442"
"Min 1x per month","2005","no migration background","vocational + Abi","237","0.276406555177322","0.24670627852864","0.306106831826005"
"Min 1x per month","2005","no migration background","higher vocational","194","0.147179954186463","0.128501234647367","0.16585867372556"
"Min 1x per month","2005","no migration background","higher education","846","0.242515280561817","0.22879916766335","0.256231393460284"
"Min 1x per month","2005","direct migration background","in school","24","","",""
"Min 1x per month","2005","direct migration background","inadequately","3","","",""
"Min 1x per month","2005","direct migration background","general elemantary","45","0.0891930559827123","0.0657739319646503","0.112612180000774"
"Min 1x per month","2005","direct migration background","middle vocational","109","0.124772603045282","0.102889137094573","0.146656068995991"
"Min 1x per month","2005","direct migration background","vocational + Abi","28","","",""
"Min 1x per month","2005","direct migration background","higher vocational","19","","",""
"Min 1x per month","2005","direct migration background","higher education","59","0.173754244852777","0.133360690181308","0.214147799524247"
"Min 1x per month","2005","indirect migration background","in school","30","0.445370044333048","0.342114055452865","0.548626033213231"
"Min 1x per month","2005","indirect migration background","inadequately","1","","",""
"Min 1x per month","2005","indirect migration background","general elemantary","50","0.321239436058048","0.253212402698441","0.389266469417655"
"Min 1x per month","2005","indirect migration background","middle vocational","96","0.275842316652751","0.228195185350774","0.323489447954728"
"Min 1x per month","2005","indirect migration background","vocational + Abi","17","","",""
"Min 1x per month","2005","indirect migration background","higher vocational","9","","",""
"Min 1x per month","2005","indirect migration background","higher education","30","0.384040421869788","0.269281060929159","0.498799782810416"
"Rarely","2005","no migration background","in school","93","0.210663550531629","0.175027474473907","0.246299626589351"
"Rarely","2005","no migration background","inadequately","17","","",""
"Rarely","2005","no migration background","general elemantary","432","0.249140316127518","0.228308874623153","0.269971757631884"
"Rarely","2005","no migration background","middle vocational","4162","0.447738800231635","0.437488785536694","0.457988814926575"
"Rarely","2005","no migration background","vocational + Abi","440","0.477899232963551","0.44472626373374","0.511072202193361"
"Rarely","2005","no migration background","higher vocational","747","0.498469992793191","0.472108983117398","0.524831002468984"
"Rarely","2005","no migration background","higher education","2004","0.49409412787594","0.478094338507153","0.510093917244728"
"Rarely","2005","direct migration background","in school","12","","",""
"Rarely","2005","direct migration background","inadequately","25","","",""
"Rarely","2005","direct migration background","general elemantary","144","0.303809451039476","0.26602121152072","0.341597690558232"
"Rarely","2005","direct migration background","middle vocational","321","0.375538114774836","0.343469808945171","0.407606420604501"
"Rarely","2005","direct migration background","vocational + Abi","108","0.498711686065727","0.432032578570231","0.565390793561224"
"Rarely","2005","direct migration background","higher vocational","64","0.474611776096745","0.390063430520042","0.559160121673447"
"Rarely","2005","direct migration background","higher education","161","0.446614038993694","0.393614755928074","0.499613322059313"
"Rarely","2005","indirect migration background","in school","22","","",""
"Rarely","2005","indirect migration background","inadequately","2","","",""
"Rarely","2005","indirect migration background","general elemantary","66","0.350712696783949","0.281193778928832","0.420231614639066"
"Rarely","2005","indirect migration background","middle vocational","134","0.458268196106326","0.405150189773713","0.511386202438939"
"Rarely","2005","indirect migration background","vocational + Abi","21","","",""
"Rarely","2005","indirect migration background","higher vocational","24","","",""
"Rarely","2005","indirect migration background","higher education","31","0.431615024485426","0.314747695750616","0.548482353220236"
"Never","2005","no migration background","in school","10","","",""
"Never","2005","no migration background","inadequately","40","0.447580647934228","0.341872437506031","0.553288858362425"
"Never","2005","no migration background","general elemantary","827","0.544758590512726","0.520773528358907","0.568743652666546"
"Never","2005","no migration background","middle vocational","2996","0.356196331776081","0.346325328384034","0.366067335168128"
"Never","2005","no migration background","vocational + Abi","133","0.172526246361787","0.1474337590056","0.197618733717974"
"Never","2005","no migration background","higher vocational","388","0.314959983244581","0.290470493879807","0.339449472609356"
"Never","2005","no migration background","higher education","721","0.205608385711852","0.192674998022175","0.218541773401529"
"Never","2005","direct migration background","in school","5","","",""
"Never","2005","direct migration background","inadequately","121","0.74945423186687","0.679876374479364","0.819032089254377"
"Never","2005","direct migration background","general elemantary","365","0.577388786648413","0.536800881332739","0.617976691964086"
"Never","2005","direct migration background","middle vocational","410","0.458025115313459","0.425031472753293","0.491018757873625"
"Never","2005","direct migration background","vocational + Abi","72","0.330549590586493","0.267816204007165","0.393282977165822"
"Never","2005","direct migration background","higher vocational","48","0.356028271994882","0.27495618823927","0.437100355750493"
"Never","2005","direct migration background","higher education","105","0.345358203204869","0.294667712657379","0.396048693752358"
"Never","2005","indirect migration background","in school","4","","",""
"Never","2005","indirect migration background","inadequately","6","","",""
"Never","2005","indirect migration background","general elemantary","31","0.155114739584746","0.102375458619623","0.207854020549868"
"Never","2005","indirect migration background","middle vocational","52","0.125057137938867","0.0897929546849406","0.160321321192794"
"Never","2005","indirect migration background","vocational + Abi","5","","",""
"Never","2005","indirect migration background","higher vocational","5","","",""
"Never","2005","indirect migration background","higher education","4","","",""
"Daily","2006","no migration background","in school","","","",""
"Daily","2006","no migration background","inadequately","","","",""
"Daily","2006","no migration background","general elemantary","","","",""
"Daily","2006","no migration background","middle vocational","","","",""
"Daily","2006","no migration background","vocational + Abi","","","",""
"Daily","2006","no migration background","higher vocational","","","",""
"Daily","2006","no migration background","higher education","","","",""
"Daily","2006","direct migration background","in school","","","",""
"Daily","2006","direct migration background","inadequately","","","",""
"Daily","2006","direct migration background","general elemantary","","","",""
"Daily","2006","direct migration background","middle vocational","","","",""
"Daily","2006","direct migration background","vocational + Abi","","","",""
"Daily","2006","direct migration background","higher vocational","","","",""
"Daily","2006","direct migration background","higher education","","","",""
"Daily","2006","indirect migration background","in school","","","",""
"Daily","2006","indirect migration background","inadequately","","","",""
"Daily","2006","indirect migration background","general elemantary","","","",""
"Daily","2006","indirect migration background","middle vocational","","","",""
"Daily","2006","indirect migration background","vocational + Abi","","","",""
"Daily","2006","indirect migration background","higher vocational","","","",""
"Daily","2006","indirect migration background","higher education","","","",""
"Min 1x per week","2006","no migration background","in school","","","",""
"Min 1x per week","2006","no migration background","inadequately","","","",""
"Min 1x per week","2006","no migration background","general elemantary","","","",""
"Min 1x per week","2006","no migration background","middle vocational","","","",""
"Min 1x per week","2006","no migration background","vocational + Abi","","","",""
"Min 1x per week","2006","no migration background","higher vocational","","","",""
"Min 1x per week","2006","no migration background","higher education","","","",""
"Min 1x per week","2006","direct migration background","in school","","","",""
"Min 1x per week","2006","direct migration background","inadequately","","","",""
"Min 1x per week","2006","direct migration background","general elemantary","","","",""
"Min 1x per week","2006","direct migration background","middle vocational","","","",""
"Min 1x per week","2006","direct migration background","vocational + Abi","","","",""
"Min 1x per week","2006","direct migration background","higher vocational","","","",""
"Min 1x per week","2006","direct migration background","higher education","","","",""
"Min 1x per week","2006","indirect migration background","in school","","","",""
"Min 1x per week","2006","indirect migration background","inadequately","","","",""
"Min 1x per week","2006","indirect migration background","general elemantary","","","",""
"Min 1x per week","2006","indirect migration background","middle vocational","","","",""
"Min 1x per week","2006","indirect migration background","vocational + Abi","","","",""
"Min 1x per week","2006","indirect migration background","higher vocational","","","",""
"Min 1x per week","2006","indirect migration background","higher education","","","",""
"Min 1x per month","2006","no migration background","in school","","","",""
"Min 1x per month","2006","no migration background","inadequately","","","",""
"Min 1x per month","2006","no migration background","general elemantary","","","",""
"Min 1x per month","2006","no migration background","middle vocational","","","",""
"Min 1x per month","2006","no migration background","vocational + Abi","","","",""
"Min 1x per month","2006","no migration background","higher vocational","","","",""
"Min 1x per month","2006","no migration background","higher education","","","",""
"Min 1x per month","2006","direct migration background","in school","","","",""
"Min 1x per month","2006","direct migration background","inadequately","","","",""
"Min 1x per month","2006","direct migration background","general elemantary","","","",""
"Min 1x per month","2006","direct migration background","middle vocational","","","",""
"Min 1x per month","2006","direct migration background","vocational + Abi","","","",""
"Min 1x per month","2006","direct migration background","higher vocational","","","",""
"Min 1x per month","2006","direct migration background","higher education","","","",""
"Min 1x per month","2006","indirect migration background","in school","","","",""
"Min 1x per month","2006","indirect migration background","inadequately","","","",""
"Min 1x per month","2006","indirect migration background","general elemantary","","","",""
"Min 1x per month","2006","indirect migration background","middle vocational","","","",""
"Min 1x per month","2006","indirect migration background","vocational + Abi","","","",""
"Min 1x per month","2006","indirect migration background","higher vocational","","","",""
"Min 1x per month","2006","indirect migration background","higher education","","","",""
"Rarely","2006","no migration background","in school","","","",""
"Rarely","2006","no migration background","inadequately","","","",""
"Rarely","2006","no migration background","general elemantary","","","",""
"Rarely","2006","no migration background","middle vocational","","","",""
"Rarely","2006","no migration background","vocational + Abi","","","",""
"Rarely","2006","no migration background","higher vocational","","","",""
"Rarely","2006","no migration background","higher education","","","",""
"Rarely","2006","direct migration background","in school","","","",""
"Rarely","2006","direct migration background","inadequately","","","",""
"Rarely","2006","direct migration background","general elemantary","","","",""
"Rarely","2006","direct migration background","middle vocational","","","",""
"Rarely","2006","direct migration background","vocational + Abi","","","",""
"Rarely","2006","direct migration background","higher vocational","","","",""
"Rarely","2006","direct migration background","higher education","","","",""
"Rarely","2006","indirect migration background","in school","","","",""
"Rarely","2006","indirect migration background","inadequately","","","",""
"Rarely","2006","indirect migration background","general elemantary","","","",""
"Rarely","2006","indirect migration background","middle vocational","","","",""
"Rarely","2006","indirect migration background","vocational + Abi","","","",""
"Rarely","2006","indirect migration background","higher vocational","","","",""
"Rarely","2006","indirect migration background","higher education","","","",""
"Never","2006","no migration background","in school","","","",""
"Never","2006","no migration background","inadequately","","","",""
"Never","2006","no migration background","general elemantary","","","",""
"Never","2006","no migration background","middle vocational","","","",""
"Never","2006","no migration background","vocational + Abi","","","",""
"Never","2006","no migration background","higher vocational","","","",""
"Never","2006","no migration background","higher education","","","",""
"Never","2006","direct migration background","in school","","","",""
"Never","2006","direct migration background","inadequately","","","",""
"Never","2006","direct migration background","general elemantary","","","",""
"Never","2006","direct migration background","middle vocational","","","",""
"Never","2006","direct migration background","vocational + Abi","","","",""
"Never","2006","direct migration background","higher vocational","","","",""
"Never","2006","direct migration background","higher education","","","",""
"Never","2006","indirect migration background","in school","","","",""
"Never","2006","indirect migration background","inadequately","","","",""
"Never","2006","indirect migration background","general elemantary","","","",""
"Never","2006","indirect migration background","middle vocational","","","",""
"Never","2006","indirect migration background","vocational + Abi","","","",""
"Never","2006","indirect migration background","higher vocational","","","",""
"Never","2006","indirect migration background","higher education","","","",""
"Daily","2007","no migration background","in school","","","",""
"Daily","2007","no migration background","inadequately","","","",""
"Daily","2007","no migration background","general elemantary","","","",""
"Daily","2007","no migration background","middle vocational","","","",""
"Daily","2007","no migration background","vocational + Abi","","","",""
"Daily","2007","no migration background","higher vocational","","","",""
"Daily","2007","no migration background","higher education","","","",""
"Daily","2007","direct migration background","in school","","","",""
"Daily","2007","direct migration background","inadequately","","","",""
"Daily","2007","direct migration background","general elemantary","","","",""
"Daily","2007","direct migration background","middle vocational","","","",""
"Daily","2007","direct migration background","vocational + Abi","","","",""
"Daily","2007","direct migration background","higher vocational","","","",""
"Daily","2007","direct migration background","higher education","","","",""
"Daily","2007","indirect migration background","in school","","","",""
"Daily","2007","indirect migration background","inadequately","","","",""
"Daily","2007","indirect migration background","general elemantary","","","",""
"Daily","2007","indirect migration background","middle vocational","","","",""
"Daily","2007","indirect migration background","vocational + Abi","","","",""
"Daily","2007","indirect migration background","higher vocational","","","",""
"Daily","2007","indirect migration background","higher education","","","",""
"Min 1x per week","2007","no migration background","in school","90","0.273480816222752","0.220893558173091","0.326068074272413"
"Min 1x per week","2007","no migration background","inadequately","7","","",""
"Min 1x per week","2007","no migration background","general elemantary","116","0.0621721428465088","0.0502620126640568","0.0740822730289607"
"Min 1x per week","2007","no migration background","middle vocational","474","0.0545086755372111","0.0498687586784528","0.0591485923959693"
"Min 1x per week","2007","no migration background","vocational + Abi","68","0.0730814412461994","0.0562081682248073","0.0899547142675915"
"Min 1x per week","2007","no migration background","higher vocational","53","0.0371435553092663","0.0271185100919418","0.0471686005265908"
"Min 1x per week","2007","no migration background","higher education","179","0.0507985325148615","0.0439506811239165","0.0576463839058066"
"Min 1x per week","2007","direct migration background","in school","3","","",""
"Min 1x per week","2007","direct migration background","inadequately","","","",""
"Min 1x per week","2007","direct migration background","general elemantary","9","","",""
"Min 1x per week","2007","direct migration background","middle vocational","29","","",""
"Min 1x per week","2007","direct migration background","vocational + Abi","5","","",""
"Min 1x per week","2007","direct migration background","higher vocational","4","","",""
"Min 1x per week","2007","direct migration background","higher education","11","","",""
"Min 1x per week","2007","indirect migration background","in school","14","","",""
"Min 1x per week","2007","indirect migration background","inadequately","2","","",""
"Min 1x per week","2007","indirect migration background","general elemantary","21","","",""
"Min 1x per week","2007","indirect migration background","middle vocational","41","0.0995588377597509","0.0672546593566595","0.131863016162842"
"Min 1x per week","2007","indirect migration background","vocational + Abi","7","","",""
"Min 1x per week","2007","indirect migration background","higher vocational","","","",""
"Min 1x per week","2007","indirect migration background","higher education","5","","",""
"Min 1x per month","2007","no migration background","in school","118","0.465392776983249","0.406546257623643","0.524239296342855"
"Min 1x per month","2007","no migration background","inadequately","14","","",""
"Min 1x per month","2007","no migration background","general elemantary","219","0.115263865207744","0.0995127793748906","0.131014951040598"
"Min 1x per month","2007","no migration background","middle vocational","1412","0.145441340111668","0.138235850717511","0.152646829505826"
"Min 1x per month","2007","no migration background","vocational + Abi","222","0.251963881829752","0.223818611626729","0.280109152032776"
"Min 1x per month","2007","no migration background","higher vocational","201","0.1463283703791","0.127592514974785","0.165064225783415"
"Min 1x per month","2007","no migration background","higher education","860","0.231262000978187","0.218113057540386","0.244410944415987"
"Min 1x per month","2007","direct migration background","in school","8","","",""
"Min 1x per month","2007","direct migration background","inadequately","3","","",""
"Min 1x per month","2007","direct migration background","general elemantary","31","0.0869664638875159","0.0615452454516499","0.112387682323382"
"Min 1x per month","2007","direct migration background","middle vocational","117","0.148061757719875","0.123389035778167","0.172734479661584"
"Min 1x per month","2007","direct migration background","vocational + Abi","27","","",""
"Min 1x per month","2007","direct migration background","higher vocational","19","","",""
"Min 1x per month","2007","direct migration background","higher education","72","0.196755196998107","0.154805810680126","0.238704583316088"
"Min 1x per month","2007","indirect migration background","in school","18","","",""
"Min 1x per month","2007","indirect migration background","inadequately","2","","",""
"Min 1x per month","2007","indirect migration background","general elemantary","54","0.32469128410556","0.252135073530194","0.397247494680925"
"Min 1x per month","2007","indirect migration background","middle vocational","98","0.25410011714827","0.207128682700083","0.301071551596457"
"Min 1x per month","2007","indirect migration background","vocational + Abi","12","","",""
"Min 1x per month","2007","indirect migration background","higher vocational","14","","",""
"Min 1x per month","2007","indirect migration background","higher education","34","0.259407043789063","0.166227774802131","0.352586312775996"
"Rarely","2007","no migration background","in school","60","0.234906295748629","0.18489153537593","0.284921056121329"
"Rarely","2007","no migration background","inadequately","21","","",""
