"pgnation","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"35","2004","Not Employed","in school","","","",""
"35","2004","Not Employed","inadequately","","","",""
"35","2004","Not Employed","general elemantary","","","",""
"35","2004","Not Employed","middle vocational","","","",""
"35","2004","Not Employed","vocational + Abi","","","",""
"35","2004","Not Employed","higher vocational","","","",""
"35","2004","Not Employed","higher education","","","",""
"35","2004","Employed","in school","","","",""
"35","2004","Employed","inadequately","","","",""
"35","2004","Employed","general elemantary","","","",""
"35","2004","Employed","middle vocational","","","",""
"35","2004","Employed","vocational + Abi","","","",""
"35","2004","Employed","higher vocational","","","",""
"35","2004","Employed","higher education","","","",""
"36","2004","Not Employed","in school","","","",""
"36","2004","Not Employed","inadequately","","","",""
"36","2004","Not Employed","general elemantary","","","",""
"36","2004","Not Employed","middle vocational","","","",""
"36","2004","Not Employed","vocational + Abi","","","",""
"36","2004","Not Employed","higher vocational","","","",""
"36","2004","Not Employed","higher education","","","",""
"36","2004","Employed","in school","","","",""
"36","2004","Employed","inadequately","","","",""
"36","2004","Employed","general elemantary","","","",""
"36","2004","Employed","middle vocational","","","",""
"36","2004","Employed","vocational + Abi","","","",""
"36","2004","Employed","higher vocational","","","",""
"36","2004","Employed","higher education","","","",""
"37","2004","Not Employed","in school","","","",""
"37","2004","Not Employed","inadequately","","","",""
"37","2004","Not Employed","general elemantary","","","",""
"37","2004","Not Employed","middle vocational","","","",""
"37","2004","Not Employed","vocational + Abi","","","",""
"37","2004","Not Employed","higher vocational","","","",""
"37","2004","Not Employed","higher education","","","",""
"37","2004","Employed","in school","","","",""
"37","2004","Employed","inadequately","","","",""
"37","2004","Employed","general elemantary","","","",""
"37","2004","Employed","middle vocational","","","",""
"37","2004","Employed","vocational + Abi","","","",""
"37","2004","Employed","higher vocational","","","",""
"37","2004","Employed","higher education","","","",""
"38","2004","Not Employed","in school","","","",""
"38","2004","Not Employed","inadequately","","","",""
"38","2004","Not Employed","general elemantary","","","",""
"38","2004","Not Employed","middle vocational","1","","",""
"38","2004","Not Employed","vocational + Abi","","","",""
"38","2004","Not Employed","higher vocational","","","",""
"38","2004","Not Employed","higher education","","","",""
"38","2004","Employed","in school","","","",""
"38","2004","Employed","inadequately","","","",""
"38","2004","Employed","general elemantary","","","",""
"38","2004","Employed","middle vocational","","","",""
"38","2004","Employed","vocational + Abi","1","","",""
"38","2004","Employed","higher vocational","","","",""
"38","2004","Employed","higher education","1","","",""
"39","2004","Not Employed","in school","","","",""
"39","2004","Not Employed","inadequately","","","",""
"39","2004","Not Employed","general elemantary","","","",""
"39","2004","Not Employed","middle vocational","","","",""
"39","2004","Not Employed","vocational + Abi","","","",""
"39","2004","Not Employed","higher vocational","","","",""
"39","2004","Not Employed","higher education","","","",""
"39","2004","Employed","in school","","","",""
"39","2004","Employed","inadequately","","","",""
"39","2004","Employed","general elemantary","","","",""
"39","2004","Employed","middle vocational","","","",""
"39","2004","Employed","vocational + Abi","","","",""
"39","2004","Employed","higher vocational","","","",""
"39","2004","Employed","higher education","","","",""
"40","2004","Not Employed","in school","","","",""
"40","2004","Not Employed","inadequately","","","",""
"40","2004","Not Employed","general elemantary","","","",""
"40","2004","Not Employed","middle vocational","","","",""
"40","2004","Not Employed","vocational + Abi","","","",""
"40","2004","Not Employed","higher vocational","","","",""
"40","2004","Not Employed","higher education","","","",""
"40","2004","Employed","in school","","","",""
"40","2004","Employed","inadequately","","","",""
"40","2004","Employed","general elemantary","","","",""
"40","2004","Employed","middle vocational","","","",""
"40","2004","Employed","vocational + Abi","","","",""
"40","2004","Employed","higher vocational","","","",""
"40","2004","Employed","higher education","1","","",""
"41","2004","Not Employed","in school","","","",""
"41","2004","Not Employed","inadequately","","","",""
"41","2004","Not Employed","general elemantary","","","",""
"41","2004","Not Employed","middle vocational","","","",""
"41","2004","Not Employed","vocational + Abi","","","",""
"41","2004","Not Employed","higher vocational","","","",""
"41","2004","Not Employed","higher education","","","",""
"41","2004","Employed","in school","","","",""
"41","2004","Employed","inadequately","","","",""
"41","2004","Employed","general elemantary","","","",""
"41","2004","Employed","middle vocational","","","",""
"41","2004","Employed","vocational + Abi","","","",""
"41","2004","Employed","higher vocational","","","",""
"41","2004","Employed","higher education","","","",""
"42","2004","Not Employed","in school","","","",""
"42","2004","Not Employed","inadequately","","","",""
"42","2004","Not Employed","general elemantary","","","",""
"42","2004","Not Employed","middle vocational","","","",""
"42","2004","Not Employed","vocational + Abi","","","",""
"42","2004","Not Employed","higher vocational","","","",""
"42","2004","Not Employed","higher education","","","",""
"42","2004","Employed","in school","","","",""
"42","2004","Employed","inadequately","","","",""
"42","2004","Employed","general elemantary","1","","",""
"42","2004","Employed","middle vocational","","","",""
"42","2004","Employed","vocational + Abi","","","",""
"42","2004","Employed","higher vocational","","","",""
"42","2004","Employed","higher education","","","",""
"43","2004","Not Employed","in school","","","",""
"43","2004","Not Employed","inadequately","","","",""
"43","2004","Not Employed","general elemantary","","","",""
"43","2004","Not Employed","middle vocational","","","",""
"43","2004","Not Employed","vocational + Abi","","","",""
"43","2004","Not Employed","higher vocational","","","",""
"43","2004","Not Employed","higher education","","","",""
"43","2004","Employed","in school","","","",""
"43","2004","Employed","inadequately","","","",""
"43","2004","Employed","general elemantary","","","",""
"43","2004","Employed","middle vocational","","","",""
"43","2004","Employed","vocational + Abi","","","",""
"43","2004","Employed","higher vocational","","","",""
"43","2004","Employed","higher education","","","",""
"44","2004","Not Employed","in school","","","",""
"44","2004","Not Employed","inadequately","","","",""
"44","2004","Not Employed","general elemantary","","","",""
"44","2004","Not Employed","middle vocational","","","",""
"44","2004","Not Employed","vocational + Abi","","","",""
"44","2004","Not Employed","higher vocational","","","",""
"44","2004","Not Employed","higher education","1","","",""
"44","2004","Employed","in school","","","",""
"44","2004","Employed","inadequately","","","",""
"44","2004","Employed","general elemantary","","","",""
"44","2004","Employed","middle vocational","","","",""
"44","2004","Employed","vocational + Abi","","","",""
"44","2004","Employed","higher vocational","","","",""
"44","2004","Employed","higher education","","","",""
"45","2004","Not Employed","in school","","","",""
"45","2004","Not Employed","inadequately","","","",""
"45","2004","Not Employed","general elemantary","","","",""
"45","2004","Not Employed","middle vocational","","","",""
"45","2004","Not Employed","vocational + Abi","","","",""
"45","2004","Not Employed","higher vocational","","","",""
"45","2004","Not Employed","higher education","","","",""
"45","2004","Employed","in school","","","",""
"45","2004","Employed","inadequately","","","",""
"45","2004","Employed","general elemantary","","","",""
"45","2004","Employed","middle vocational","","","",""
"45","2004","Employed","vocational + Abi","","","",""
"45","2004","Employed","higher vocational","","","",""
"45","2004","Employed","higher education","","","",""
"46","2004","Not Employed","in school","","","",""
"46","2004","Not Employed","inadequately","","","",""
"46","2004","Not Employed","general elemantary","","","",""
"46","2004","Not Employed","middle vocational","","","",""
"46","2004","Not Employed","vocational + Abi","","","",""
"46","2004","Not Employed","higher vocational","","","",""
"46","2004","Not Employed","higher education","","","",""
"46","2004","Employed","in school","","","",""
"46","2004","Employed","inadequately","","","",""
"46","2004","Employed","general elemantary","","","",""
"46","2004","Employed","middle vocational","","","",""
"46","2004","Employed","vocational + Abi","","","",""
"46","2004","Employed","higher vocational","","","",""
"46","2004","Employed","higher education","","","",""
"47","2004","Not Employed","in school","","","",""
"47","2004","Not Employed","inadequately","","","",""
"47","2004","Not Employed","general elemantary","","","",""
"47","2004","Not Employed","middle vocational","","","",""
"47","2004","Not Employed","vocational + Abi","","","",""
"47","2004","Not Employed","higher vocational","","","",""
"47","2004","Not Employed","higher education","","","",""
"47","2004","Employed","in school","","","",""
"47","2004","Employed","inadequately","","","",""
"47","2004","Employed","general elemantary","","","",""
"47","2004","Employed","middle vocational","","","",""
"47","2004","Employed","vocational + Abi","","","",""
"47","2004","Employed","higher vocational","","","",""
"47","2004","Employed","higher education","","","",""
"48","2004","Not Employed","in school","1","","",""
"48","2004","Not Employed","inadequately","","","",""
"48","2004","Not Employed","general elemantary","","","",""
"48","2004","Not Employed","middle vocational","","","",""
"48","2004","Not Employed","vocational + Abi","","","",""
"48","2004","Not Employed","higher vocational","","","",""
"48","2004","Not Employed","higher education","","","",""
"48","2004","Employed","in school","","","",""
"48","2004","Employed","inadequately","","","",""
"48","2004","Employed","general elemantary","","","",""
"48","2004","Employed","middle vocational","1","","",""
"48","2004","Employed","vocational + Abi","","","",""
"48","2004","Employed","higher vocational","","","",""
"48","2004","Employed","higher education","","","",""
"49","2004","Not Employed","in school","","","",""
"49","2004","Not Employed","inadequately","","","",""
"49","2004","Not Employed","general elemantary","","","",""
"49","2004","Not Employed","middle vocational","","","",""
"49","2004","Not Employed","vocational + Abi","","","",""
"49","2004","Not Employed","higher vocational","","","",""
"49","2004","Not Employed","higher education","","","",""
"49","2004","Employed","in school","","","",""
"49","2004","Employed","inadequately","","","",""
"49","2004","Employed","general elemantary","1","","",""
"49","2004","Employed","middle vocational","","","",""
"49","2004","Employed","vocational + Abi","","","",""
"49","2004","Employed","higher vocational","","","",""
"49","2004","Employed","higher education","","","",""
"50","2004","Not Employed","in school","","","",""
"50","2004","Not Employed","inadequately","","","",""
"50","2004","Not Employed","general elemantary","","","",""
"50","2004","Not Employed","middle vocational","","","",""
"50","2004","Not Employed","vocational + Abi","","","",""
"50","2004","Not Employed","higher vocational","","","",""
"50","2004","Not Employed","higher education","","","",""
"50","2004","Employed","in school","","","",""
"50","2004","Employed","inadequately","","","",""
"50","2004","Employed","general elemantary","","","",""
"50","2004","Employed","middle vocational","1","","",""
"50","2004","Employed","vocational + Abi","","","",""
"50","2004","Employed","higher vocational","","","",""
"50","2004","Employed","higher education","","","",""
"51","2004","Not Employed","in school","","","",""
"51","2004","Not Employed","inadequately","","","",""
"51","2004","Not Employed","general elemantary","","","",""
"51","2004","Not Employed","middle vocational","","","",""
"51","2004","Not Employed","vocational + Abi","","","",""
"51","2004","Not Employed","higher vocational","","","",""
"51","2004","Not Employed","higher education","1","","",""
"51","2004","Employed","in school","","","",""
"51","2004","Employed","inadequately","","","",""
"51","2004","Employed","general elemantary","","","",""
"51","2004","Employed","middle vocational","","","",""
"51","2004","Employed","vocational + Abi","","","",""
"51","2004","Employed","higher vocational","","","",""
"51","2004","Employed","higher education","","","",""
"52","2004","Not Employed","in school","","","",""
"52","2004","Not Employed","inadequately","","","",""
"52","2004","Not Employed","general elemantary","","","",""
"52","2004","Not Employed","middle vocational","","","",""
"52","2004","Not Employed","vocational + Abi","","","",""
"52","2004","Not Employed","higher vocational","","","",""
"52","2004","Not Employed","higher education","1","","",""
"52","2004","Employed","in school","","","",""
"52","2004","Employed","inadequately","","","",""
"52","2004","Employed","general elemantary","","","",""
"52","2004","Employed","middle vocational","","","",""
"52","2004","Employed","vocational + Abi","","","",""
"52","2004","Employed","higher vocational","","","",""
"52","2004","Employed","higher education","","","",""
"53","2004","Not Employed","in school","","","",""
"53","2004","Not Employed","inadequately","","","",""
"53","2004","Not Employed","general elemantary","","","",""
"53","2004","Not Employed","middle vocational","","","",""
"53","2004","Not Employed","vocational + Abi","","","",""
"53","2004","Not Employed","higher vocational","","","",""
"53","2004","Not Employed","higher education","","","",""
"53","2004","Employed","in school","","","",""
"53","2004","Employed","inadequately","","","",""
"53","2004","Employed","general elemantary","","","",""
"53","2004","Employed","middle vocational","","","",""
"53","2004","Employed","vocational + Abi","","","",""
"53","2004","Employed","higher vocational","","","",""
"53","2004","Employed","higher education","","","",""
"54","2004","Not Employed","in school","","","",""
"54","2004","Not Employed","inadequately","","","",""
"54","2004","Not Employed","general elemantary","","","",""
"54","2004","Not Employed","middle vocational","1","","",""
"54","2004","Not Employed","vocational + Abi","","","",""
"54","2004","Not Employed","higher vocational","","","",""
"54","2004","Not Employed","higher education","","","",""
"54","2004","Employed","in school","","","",""
"54","2004","Employed","inadequately","","","",""
"54","2004","Employed","general elemantary","","","",""
"54","2004","Employed","middle vocational","","","",""
"54","2004","Employed","vocational + Abi","","","",""
"54","2004","Employed","higher vocational","","","",""
"54","2004","Employed","higher education","","","",""
"55","2004","Not Employed","in school","","","",""
"55","2004","Not Employed","inadequately","","","",""
"55","2004","Not Employed","general elemantary","","","",""
"55","2004","Not Employed","middle vocational","","","",""
"55","2004","Not Employed","vocational + Abi","1","","",""
"55","2004","Not Employed","higher vocational","","","",""
"55","2004","Not Employed","higher education","1","","",""
"55","2004","Employed","in school","","","",""
"55","2004","Employed","inadequately","","","",""
"55","2004","Employed","general elemantary","","","",""
"55","2004","Employed","middle vocational","","","",""
"55","2004","Employed","vocational + Abi","","","",""
"55","2004","Employed","higher vocational","","","",""
"55","2004","Employed","higher education","1","","",""
"56","2004","Not Employed","in school","","","",""
"56","2004","Not Employed","inadequately","","","",""
"56","2004","Not Employed","general elemantary","","","",""
"56","2004","Not Employed","middle vocational","","","",""
"56","2004","Not Employed","vocational + Abi","","","",""
"56","2004","Not Employed","higher vocational","","","",""
"56","2004","Not Employed","higher education","","","",""
"56","2004","Employed","in school","","","",""
"56","2004","Employed","inadequately","","","",""
"56","2004","Employed","general elemantary","","","",""
"56","2004","Employed","middle vocational","","","",""
"56","2004","Employed","vocational + Abi","","","",""
"56","2004","Employed","higher vocational","","","",""
"56","2004","Employed","higher education","","","",""
"59","2004","Not Employed","in school","","","",""
"59","2004","Not Employed","inadequately","","","",""
"59","2004","Not Employed","general elemantary","1","","",""
"59","2004","Not Employed","middle vocational","","","",""
"59","2004","Not Employed","vocational + Abi","","","",""
"59","2004","Not Employed","higher vocational","","","",""
"59","2004","Not Employed","higher education","1","","",""
"59","2004","Employed","in school","","","",""
"59","2004","Employed","inadequately","","","",""
"59","2004","Employed","general elemantary","","","",""
"59","2004","Employed","middle vocational","","","",""
"59","2004","Employed","vocational + Abi","","","",""
"59","2004","Employed","higher vocational","","","",""
"59","2004","Employed","higher education","","","",""
"60","2004","Not Employed","in school","","","",""
"60","2004","Not Employed","inadequately","","","",""
"60","2004","Not Employed","general elemantary","","","",""
"60","2004","Not Employed","middle vocational","2","","",""
"60","2004","Not Employed","vocational + Abi","","","",""
"60","2004","Not Employed","higher vocational","","","",""
"60","2004","Not Employed","higher education","","","",""
"60","2004","Employed","in school","","","",""
"60","2004","Employed","inadequately","","","",""
"60","2004","Employed","general elemantary","","","",""
"60","2004","Employed","middle vocational","1","","",""
"60","2004","Employed","vocational + Abi","","","",""
"60","2004","Employed","higher vocational","","","",""
"60","2004","Employed","higher education","","","",""
"61","2004","Not Employed","in school","","","",""
"61","2004","Not Employed","inadequately","","","",""
"61","2004","Not Employed","general elemantary","","","",""
"61","2004","Not Employed","middle vocational","1","","",""
"61","2004","Not Employed","vocational + Abi","","","",""
"61","2004","Not Employed","higher vocational","","","",""
"61","2004","Not Employed","higher education","","","",""
"61","2004","Employed","in school","","","",""
"61","2004","Employed","inadequately","","","",""
"61","2004","Employed","general elemantary","","","",""
"61","2004","Employed","middle vocational","1","","",""
"61","2004","Employed","vocational + Abi","1","","",""
"61","2004","Employed","higher vocational","","","",""
"61","2004","Employed","higher education","","","",""
"64","2004","Not Employed","in school","","","",""
"64","2004","Not Employed","inadequately","","","",""
"64","2004","Not Employed","general elemantary","","","",""
"64","2004","Not Employed","middle vocational","","","",""
"64","2004","Not Employed","vocational + Abi","","","",""
"64","2004","Not Employed","higher vocational","","","",""
"64","2004","Not Employed","higher education","","","",""
"64","2004","Employed","in school","","","",""
"64","2004","Employed","inadequately","","","",""
"64","2004","Employed","general elemantary","","","",""
"64","2004","Employed","middle vocational","","","",""
"64","2004","Employed","vocational + Abi","","","",""
"64","2004","Employed","higher vocational","","","",""
"64","2004","Employed","higher education","","","",""
"65","2004","Not Employed","in school","","","",""
"65","2004","Not Employed","inadequately","","","",""
"65","2004","Not Employed","general elemantary","1","","",""
"65","2004","Not Employed","middle vocational","","","",""
"65","2004","Not Employed","vocational + Abi","","","",""
"65","2004","Not Employed","higher vocational","","","",""
"65","2004","Not Employed","higher education","","","",""
"65","2004","Employed","in school","","","",""
"65","2004","Employed","inadequately","","","",""
"65","2004","Employed","general elemantary","","","",""
"65","2004","Employed","middle vocational","","","",""
"65","2004","Employed","vocational + Abi","1","","",""
"65","2004","Employed","higher vocational","","","",""
"65","2004","Employed","higher education","","","",""
"66","2004","Not Employed","in school","","","",""
"66","2004","Not Employed","inadequately","","","",""
"66","2004","Not Employed","general elemantary","","","",""
"66","2004","Not Employed","middle vocational","","","",""
"66","2004","Not Employed","vocational + Abi","","","",""
"66","2004","Not Employed","higher vocational","","","",""
"66","2004","Not Employed","higher education","","","",""
"66","2004","Employed","in school","","","",""
"66","2004","Employed","inadequately","","","",""
"66","2004","Employed","general elemantary","","","",""
"66","2004","Employed","middle vocational","","","",""
"66","2004","Employed","vocational + Abi","","","",""
"66","2004","Employed","higher vocational","","","",""
"66","2004","Employed","higher education","","","",""
"67","2004","Not Employed","in school","","","",""
"67","2004","Not Employed","inadequately","","","",""
"67","2004","Not Employed","general elemantary","","","",""
"67","2004","Not Employed","middle vocational","","","",""
"67","2004","Not Employed","vocational + Abi","","","",""
"67","2004","Not Employed","higher vocational","","","",""
"67","2004","Not Employed","higher education","","","",""
"67","2004","Employed","in school","","","",""
"67","2004","Employed","inadequately","","","",""
"67","2004","Employed","general elemantary","","","",""
"67","2004","Employed","middle vocational","1","","",""
"67","2004","Employed","vocational + Abi","","","",""
"67","2004","Employed","higher vocational","","","",""
"67","2004","Employed","higher education","","","",""
"68","2004","Not Employed","in school","","","",""
"68","2004","Not Employed","inadequately","","","",""
"68","2004","Not Employed","general elemantary","","","",""
"68","2004","Not Employed","middle vocational","","","",""
"68","2004","Not Employed","vocational + Abi","","","",""
"68","2004","Not Employed","higher vocational","","","",""
"68","2004","Not Employed","higher education","","","",""
"68","2004","Employed","in school","","","",""
"68","2004","Employed","inadequately","","","",""
"68","2004","Employed","general elemantary","","","",""
"68","2004","Employed","middle vocational","","","",""
"68","2004","Employed","vocational + Abi","","","",""
"68","2004","Employed","higher vocational","","","",""
"68","2004","Employed","higher education","2","","",""
"71","2004","Not Employed","in school","","","",""
"71","2004","Not Employed","inadequately","","","",""
"71","2004","Not Employed","general elemantary","","","",""
"71","2004","Not Employed","middle vocational","","","",""
"71","2004","Not Employed","vocational + Abi","","","",""
"71","2004","Not Employed","higher vocational","","","",""
"71","2004","Not Employed","higher education","","","",""
"71","2004","Employed","in school","","","",""
"71","2004","Employed","inadequately","","","",""
"71","2004","Employed","general elemantary","","","",""
"71","2004","Employed","middle vocational","","","",""
"71","2004","Employed","vocational + Abi","","","",""
"71","2004","Employed","higher vocational","","","",""
"71","2004","Employed","higher education","","","",""
"73","2004","Not Employed","in school","","","",""
"73","2004","Not Employed","inadequately","","","",""
"73","2004","Not Employed","general elemantary","","","",""
"73","2004","Not Employed","middle vocational","","","",""
"73","2004","Not Employed","vocational + Abi","","","",""
"73","2004","Not Employed","higher vocational","","","",""
"73","2004","Not Employed","higher education","","","",""
"73","2004","Employed","in school","","","",""
"73","2004","Employed","inadequately","","","",""
"73","2004","Employed","general elemantary","","","",""
"73","2004","Employed","middle vocational","","","",""
"73","2004","Employed","vocational + Abi","","","",""
"73","2004","Employed","higher vocational","","","",""
"73","2004","Employed","higher education","","","",""
"74","2004","Not Employed","in school","","","",""
"74","2004","Not Employed","inadequately","","","",""
"74","2004","Not Employed","general elemantary","","","",""
"74","2004","Not Employed","middle vocational","","","",""
"74","2004","Not Employed","vocational + Abi","","","",""
"74","2004","Not Employed","higher vocational","","","",""
"74","2004","Not Employed","higher education","","","",""
"74","2004","Employed","in school","","","",""
"74","2004","Employed","inadequately","","","",""
"74","2004","Employed","general elemantary","","","",""
"74","2004","Employed","middle vocational","","","",""
"74","2004","Employed","vocational + Abi","","","",""
"74","2004","Employed","higher vocational","","","",""
"74","2004","Employed","higher education","2","","",""
"75","2004","Not Employed","in school","","","",""
"75","2004","Not Employed","inadequately","","","",""
"75","2004","Not Employed","general elemantary","1","","",""
"75","2004","Not Employed","middle vocational","","","",""
"75","2004","Not Employed","vocational + Abi","","","",""
"75","2004","Not Employed","higher vocational","","","",""
"75","2004","Not Employed","higher education","","","",""
"75","2004","Employed","in school","","","",""
"75","2004","Employed","inadequately","","","",""
"75","2004","Employed","general elemantary","1","","",""
"75","2004","Employed","middle vocational","2","","",""
"75","2004","Employed","vocational + Abi","","","",""
"75","2004","Employed","higher vocational","","","",""
"75","2004","Employed","higher education","2","","",""
"76","2004","Not Employed","in school","","","",""
"76","2004","Not Employed","inadequately","","","",""
"76","2004","Not Employed","general elemantary","1","","",""
"76","2004","Not Employed","middle vocational","","","",""
"76","2004","Not Employed","vocational + Abi","","","",""
"76","2004","Not Employed","higher vocational","","","",""
"76","2004","Not Employed","higher education","","","",""
"76","2004","Employed","in school","","","",""
"76","2004","Employed","inadequately","","","",""
"76","2004","Employed","general elemantary","","","",""
"76","2004","Employed","middle vocational","","","",""
"76","2004","Employed","vocational + Abi","","","",""
"76","2004","Employed","higher vocational","","","",""
"76","2004","Employed","higher education","","","",""
"77","2004","Not Employed","in school","","","",""
"77","2004","Not Employed","inadequately","","","",""
"77","2004","Not Employed","general elemantary","","","",""
"77","2004","Not Employed","middle vocational","","","",""
"77","2004","Not Employed","vocational + Abi","","","",""
"77","2004","Not Employed","higher vocational","","","",""
"77","2004","Not Employed","higher education","","","",""
"77","2004","Employed","in school","","","",""
"77","2004","Employed","inadequately","","","",""
"77","2004","Employed","general elemantary","","","",""
"77","2004","Employed","middle vocational","","","",""
"77","2004","Employed","vocational + Abi","","","",""
"77","2004","Employed","higher vocational","","","",""
"77","2004","Employed","higher education","","","",""
"78","2004","Not Employed","in school","","","",""
"78","2004","Not Employed","inadequately","1","","",""
"78","2004","Not Employed","general elemantary","","","",""
"78","2004","Not Employed","middle vocational","1","","",""
"78","2004","Not Employed","vocational + Abi","","","",""
"78","2004","Not Employed","higher vocational","1","","",""
"78","2004","Not Employed","higher education","4","","",""
"78","2004","Employed","in school","","","",""
"78","2004","Employed","inadequately","","","",""
"78","2004","Employed","general elemantary","","","",""
"78","2004","Employed","middle vocational","","","",""
"78","2004","Employed","vocational + Abi","","","",""
"78","2004","Employed","higher vocational","","","",""
"78","2004","Employed","higher education","2","","",""
"79","2004","Not Employed","in school","","","",""
"79","2004","Not Employed","inadequately","","","",""
"79","2004","Not Employed","general elemantary","","","",""
"79","2004","Not Employed","middle vocational","","","",""
"79","2004","Not Employed","vocational + Abi","","","",""
"79","2004","Not Employed","higher vocational","","","",""
"79","2004","Not Employed","higher education","","","",""
"79","2004","Employed","in school","","","",""
"79","2004","Employed","inadequately","","","",""
"79","2004","Employed","general elemantary","","","",""
"79","2004","Employed","middle vocational","","","",""
"79","2004","Employed","vocational + Abi","","","",""
"79","2004","Employed","higher vocational","","","",""
"79","2004","Employed","higher education","","","",""
"80","2004","Not Employed","in school","","","",""
"80","2004","Not Employed","inadequately","","","",""
"80","2004","Not Employed","general elemantary","","","",""
"80","2004","Not Employed","middle vocational","","","",""
"80","2004","Not Employed","vocational + Abi","","","",""
"80","2004","Not Employed","higher vocational","","","",""
"80","2004","Not Employed","higher education","","","",""
"80","2004","Employed","in school","","","",""
"80","2004","Employed","inadequately","","","",""
"80","2004","Employed","general elemantary","","","",""
"80","2004","Employed","middle vocational","1","","",""
"80","2004","Employed","vocational + Abi","","","",""
"80","2004","Employed","higher vocational","","","",""
"80","2004","Employed","higher education","","","",""
"81","2004","Not Employed","in school","","","",""
"81","2004","Not Employed","inadequately","","","",""
"81","2004","Not Employed","general elemantary","","","",""
"81","2004","Not Employed","middle vocational","","","",""
"81","2004","Not Employed","vocational + Abi","","","",""
"81","2004","Not Employed","higher vocational","","","",""
"81","2004","Not Employed","higher education","","","",""
"81","2004","Employed","in school","","","",""
"81","2004","Employed","inadequately","","","",""
"81","2004","Employed","general elemantary","1","","",""
"81","2004","Employed","middle vocational","","","",""
"81","2004","Employed","vocational + Abi","","","",""
"81","2004","Employed","higher vocational","","","",""
"81","2004","Employed","higher education","1","","",""
"82","2004","Not Employed","in school","","","",""
"82","2004","Not Employed","inadequately","","","",""
"82","2004","Not Employed","general elemantary","","","",""
"82","2004","Not Employed","middle vocational","","","",""
"82","2004","Not Employed","vocational + Abi","","","",""
"82","2004","Not Employed","higher vocational","","","",""
"82","2004","Not Employed","higher education","","","",""
"82","2004","Employed","in school","","","",""
"82","2004","Employed","inadequately","","","",""
"82","2004","Employed","general elemantary","","","",""
"82","2004","Employed","middle vocational","","","",""
"82","2004","Employed","vocational + Abi","","","",""
"82","2004","Employed","higher vocational","","","",""
"82","2004","Employed","higher education","","","",""
"83","2004","Not Employed","in school","","","",""
"83","2004","Not Employed","inadequately","","","",""
"83","2004","Not Employed","general elemantary","1","","",""
"83","2004","Not Employed","middle vocational","","","",""
"83","2004","Not Employed","vocational + Abi","","","",""
"83","2004","Not Employed","higher vocational","","","",""
"83","2004","Not Employed","higher education","","","",""
"83","2004","Employed","in school","","","",""
"83","2004","Employed","inadequately","","","",""
"83","2004","Employed","general elemantary","1","","",""
"83","2004","Employed","middle vocational","","","",""
"83","2004","Employed","vocational + Abi","","","",""
"83","2004","Employed","higher vocational","","","",""
"83","2004","Employed","higher education","1","","",""
"84","2004","Not Employed","in school","","","",""
"84","2004","Not Employed","inadequately","","","",""
"84","2004","Not Employed","general elemantary","","","",""
"84","2004","Not Employed","middle vocational","","","",""
"84","2004","Not Employed","vocational + Abi","","","",""
"84","2004","Not Employed","higher vocational","","","",""
"84","2004","Not Employed","higher education","","","",""
"84","2004","Employed","in school","","","",""
"84","2004","Employed","inadequately","","","",""
"84","2004","Employed","general elemantary","","","",""
"84","2004","Employed","middle vocational","","","",""
"84","2004","Employed","vocational + Abi","","","",""
"84","2004","Employed","higher vocational","","","",""
"84","2004","Employed","higher education","","","",""
"85","2004","Not Employed","in school","","","",""
"85","2004","Not Employed","inadequately","","","",""
"85","2004","Not Employed","general elemantary","1","","",""
"85","2004","Not Employed","middle vocational","","","",""
"85","2004","Not Employed","vocational + Abi","","","",""
"85","2004","Not Employed","higher vocational","","","",""
"85","2004","Not Employed","higher education","1","","",""
"85","2004","Employed","in school","","","",""
"85","2004","Employed","inadequately","","","",""
"85","2004","Employed","general elemantary","","","",""
"85","2004","Employed","middle vocational","","","",""
"85","2004","Employed","vocational + Abi","","","",""
"85","2004","Employed","higher vocational","","","",""
"85","2004","Employed","higher education","","","",""
"86","2004","Not Employed","in school","","","",""
"86","2004","Not Employed","inadequately","","","",""
"86","2004","Not Employed","general elemantary","","","",""
"86","2004","Not Employed","middle vocational","","","",""
"86","2004","Not Employed","vocational + Abi","","","",""
"86","2004","Not Employed","higher vocational","","","",""
"86","2004","Not Employed","higher education","","","",""
"86","2004","Employed","in school","","","",""
"86","2004","Employed","inadequately","","","",""
"86","2004","Employed","general elemantary","","","",""
"86","2004","Employed","middle vocational","","","",""
"86","2004","Employed","vocational + Abi","","","",""
"86","2004","Employed","higher vocational","","","",""
"86","2004","Employed","higher education","","","",""
"89","2004","Not Employed","in school","","","",""
"89","2004","Not Employed","inadequately","","","",""
"89","2004","Not Employed","general elemantary","","","",""
"89","2004","Not Employed","middle vocational","","","",""
"89","2004","Not Employed","vocational + Abi","","","",""
"89","2004","Not Employed","higher vocational","","","",""
"89","2004","Not Employed","higher education","","","",""
"89","2004","Employed","in school","","","",""
"89","2004","Employed","inadequately","","","",""
"89","2004","Employed","general elemantary","1","","",""
"89","2004","Employed","middle vocational","","","",""
"89","2004","Employed","vocational + Abi","","","",""
"89","2004","Employed","higher vocational","","","",""
"89","2004","Employed","higher education","","","",""
"90","2004","Not Employed","in school","","","",""
"90","2004","Not Employed","inadequately","","","",""
"90","2004","Not Employed","general elemantary","","","",""
"90","2004","Not Employed","middle vocational","","","",""
"90","2004","Not Employed","vocational + Abi","","","",""
