"pgnation","year","migback","n","percent","lower_confidence","upper_confidence"
"36","2003","indirect migration background","","","",""
"37","2003","no migration background","","","",""
"37","2003","direct migration background","","","",""
"37","2003","indirect migration background","","","",""
"38","2003","no migration background","","","",""
"38","2003","direct migration background","4","","",""
"38","2003","indirect migration background","","","",""
"39","2003","no migration background","","","",""
"39","2003","direct migration background","","","",""
"39","2003","indirect migration background","","","",""
"40","2003","no migration background","","","",""
"40","2003","direct migration background","2","","",""
"40","2003","indirect migration background","","","",""
"41","2003","no migration background","","","",""
"41","2003","direct migration background","","","",""
"41","2003","indirect migration background","","","",""
"42","2003","no migration background","","","",""
"42","2003","direct migration background","1","","",""
"42","2003","indirect migration background","","","",""
"43","2003","no migration background","","","",""
"43","2003","direct migration background","1","","",""
"43","2003","indirect migration background","","","",""
"44","2003","no migration background","","","",""
"44","2003","direct migration background","2","","",""
"44","2003","indirect migration background","","","",""
"45","2003","no migration background","","","",""
"45","2003","direct migration background","","","",""
"45","2003","indirect migration background","","","",""
"46","2003","no migration background","","","",""
"46","2003","direct migration background","","","",""
"46","2003","indirect migration background","","","",""
"47","2003","no migration background","","","",""
"47","2003","direct migration background","","","",""
"47","2003","indirect migration background","","","",""
"48","2003","no migration background","","","",""
"48","2003","direct migration background","2","","",""
"48","2003","indirect migration background","","","",""
"49","2003","no migration background","","","",""
"49","2003","direct migration background","3","","",""
"49","2003","indirect migration background","","","",""
"50","2003","no migration background","","","",""
"50","2003","direct migration background","1","","",""
"50","2003","indirect migration background","","","",""
"51","2003","no migration background","","","",""
"51","2003","direct migration background","1","","",""
"51","2003","indirect migration background","","","",""
"52","2003","no migration background","","","",""
"52","2003","direct migration background","1","","",""
"52","2003","indirect migration background","","","",""
"53","2003","no migration background","","","",""
"53","2003","direct migration background","","","",""
"53","2003","indirect migration background","","","",""
"54","2003","no migration background","","","",""
"54","2003","direct migration background","2","","",""
"54","2003","indirect migration background","","","",""
"55","2003","no migration background","","","",""
"55","2003","direct migration background","2","","",""
"55","2003","indirect migration background","1","","",""
"56","2003","no migration background","","","",""
"56","2003","direct migration background","","","",""
"56","2003","indirect migration background","","","",""
"59","2003","no migration background","","","",""
"59","2003","direct migration background","2","","",""
"59","2003","indirect migration background","","","",""
"60","2003","no migration background","","","",""
"60","2003","direct migration background","4","","",""
"60","2003","indirect migration background","","","",""
"61","2003","no migration background","","","",""
"61","2003","direct migration background","2","","",""
"61","2003","indirect migration background","","","",""
"64","2003","no migration background","","","",""
"64","2003","direct migration background","","","",""
"64","2003","indirect migration background","","","",""
"65","2003","no migration background","","","",""
"65","2003","direct migration background","3","","",""
"65","2003","indirect migration background","","","",""
"66","2003","no migration background","","","",""
"66","2003","direct migration background","","","",""
"66","2003","indirect migration background","","","",""
"67","2003","no migration background","","","",""
"67","2003","direct migration background","1","","",""
"67","2003","indirect migration background","","","",""
"68","2003","no migration background","","","",""
"68","2003","direct migration background","1","","",""
"68","2003","indirect migration background","","","",""
"71","2003","no migration background","","","",""
"71","2003","direct migration background","","","",""
"71","2003","indirect migration background","","","",""
"72","2003","no migration background","","","",""
"72","2003","direct migration background","","","",""
"72","2003","indirect migration background","","","",""
"73","2003","no migration background","","","",""
"73","2003","direct migration background","","","",""
"73","2003","indirect migration background","","","",""
"74","2003","no migration background","","","",""
"74","2003","direct migration background","2","","",""
"74","2003","indirect migration background","","","",""
"75","2003","no migration background","","","",""
"75","2003","direct migration background","6","","",""
"75","2003","indirect migration background","1","","",""
"76","2003","no migration background","","","",""
"76","2003","direct migration background","4","","",""
"76","2003","indirect migration background","","","",""
"77","2003","no migration background","","","",""
"77","2003","direct migration background","","","",""
"77","2003","indirect migration background","","","",""
"78","2003","no migration background","","","",""
"78","2003","direct migration background","10","","",""
"78","2003","indirect migration background","","","",""
"79","2003","no migration background","","","",""
"79","2003","direct migration background","","","",""
"79","2003","indirect migration background","","","",""
"80","2003","no migration background","","","",""
"80","2003","direct migration background","1","","",""
"80","2003","indirect migration background","","","",""
"81","2003","no migration background","","","",""
"81","2003","direct migration background","1","","",""
"81","2003","indirect migration background","","","",""
"82","2003","no migration background","","","",""
"82","2003","direct migration background","","","",""
"82","2003","indirect migration background","","","",""
"83","2003","no migration background","","","",""
"83","2003","direct migration background","4","","",""
"83","2003","indirect migration background","","","",""
"84","2003","no migration background","","","",""
"84","2003","direct migration background","","","",""
"84","2003","indirect migration background","","","",""
"85","2003","no migration background","","","",""
"85","2003","direct migration background","2","","",""
"85","2003","indirect migration background","","","",""
"86","2003","no migration background","","","",""
"86","2003","direct migration background","","","",""
"86","2003","indirect migration background","","","",""
"89","2003","no migration background","","","",""
"89","2003","direct migration background","2","","",""
"89","2003","indirect migration background","","","",""
"90","2003","no migration background","","","",""
"90","2003","direct migration background","","","",""
"90","2003","indirect migration background","","","",""
"92","2003","no migration background","","","",""
"92","2003","direct migration background","1","","",""
"92","2003","indirect migration background","","","",""
"94","2003","no migration background","","","",""
"94","2003","direct migration background","","","",""
"94","2003","indirect migration background","","","",""
"95","2003","no migration background","","","",""
"95","2003","direct migration background","","","",""
"95","2003","indirect migration background","","","",""
"96","2003","no migration background","","","",""
"96","2003","direct migration background","","","",""
"96","2003","indirect migration background","","","",""
"97","2003","no migration background","","","",""
"97","2003","direct migration background","","","",""
"97","2003","indirect migration background","","","",""
"98","2003","no migration background","","","",""
"98","2003","direct migration background","3","","",""
"98","2003","indirect migration background","1","","",""
"101","2003","no migration background","","","",""
"101","2003","direct migration background","","","",""
"101","2003","indirect migration background","","","",""
"102","2003","no migration background","","","",""
"102","2003","direct migration background","","","",""
"102","2003","indirect migration background","","","",""
"103","2003","no migration background","","","",""
"103","2003","direct migration background","2","","",""
"103","2003","indirect migration background","","","",""
"105","2003","no migration background","","","",""
"105","2003","direct migration background","","","",""
"105","2003","indirect migration background","","","",""
"108","2003","no migration background","","","",""
"108","2003","direct migration background","","","",""
"108","2003","indirect migration background","","","",""
"110","2003","no migration background","","","",""
"110","2003","direct migration background","","","",""
"110","2003","indirect migration background","","","",""
"111","2003","no migration background","","","",""
"111","2003","direct migration background","","","",""
"111","2003","indirect migration background","","","",""
"113","2003","no migration background","","","",""
"113","2003","direct migration background","","","",""
"113","2003","indirect migration background","","","",""
"116","2003","no migration background","","","",""
"116","2003","direct migration background","4","","",""
"116","2003","indirect migration background","1","","",""
"117","2003","no migration background","","","",""
"117","2003","direct migration background","7","","",""
"117","2003","indirect migration background","1","","",""
"118","2003","no migration background","2","","",""
"118","2003","direct migration background","18","","",""
"118","2003","indirect migration background","5","","",""
"119","2003","no migration background","","","",""
"119","2003","direct migration background","80","0.0256124154682044","0.0195920009735892","0.0316328299628197"
"119","2003","indirect migration background","21","","",""
"120","2003","no migration background","","","",""
"120","2003","direct migration background","43","0.0192379523006303","0.0140031956119736","0.024472708989287"
"120","2003","indirect migration background","10","","",""
"121","2003","no migration background","","","",""
"121","2003","direct migration background","13","","",""
"121","2003","indirect migration background","9","","",""
"122","2003","no migration background","","","",""
"122","2003","direct migration background","6","","",""
"122","2003","indirect migration background","2","","",""
"123","2003","no migration background","","","",""
"123","2003","direct migration background","1","","",""
"123","2003","indirect migration background","","","",""
"124","2003","no migration background","","","",""
"124","2003","direct migration background","","","",""
"124","2003","indirect migration background","","","",""
"125","2003","no migration background","","","",""
"125","2003","direct migration background","","","",""
"125","2003","indirect migration background","","","",""
"127","2003","no migration background","","","",""
"127","2003","direct migration background","","","",""
"127","2003","indirect migration background","","","",""
"128","2003","no migration background","","","",""
"128","2003","direct migration background","","","",""
"128","2003","indirect migration background","","","",""
"129","2003","no migration background","","","",""
"129","2003","direct migration background","","","",""
"129","2003","indirect migration background","","","",""
"130","2003","no migration background","","","",""
"130","2003","direct migration background","2","","",""
"130","2003","indirect migration background","","","",""
"131","2003","no migration background","","","",""
"131","2003","direct migration background","","","",""
"131","2003","indirect migration background","","","",""
"132","2003","no migration background","","","",""
"132","2003","direct migration background","3","","",""
"132","2003","indirect migration background","","","",""
"133","2003","no migration background","","","",""
"133","2003","direct migration background","","","",""
"133","2003","indirect migration background","","","",""
"135","2003","no migration background","","","",""
"135","2003","direct migration background","1","","",""
"135","2003","indirect migration background","","","",""
"138","2003","no migration background","","","",""
"138","2003","direct migration background","","","",""
"138","2003","indirect migration background","","","",""
"139","2003","no migration background","","","",""
"139","2003","direct migration background","1","","",""
"139","2003","indirect migration background","","","",""
"140","2003","no migration background","","","",""
"140","2003","direct migration background","20","","",""
"140","2003","indirect migration background","2","","",""
"141","2003","no migration background","","","",""
"141","2003","direct migration background","","","",""
"141","2003","indirect migration background","","","",""
"142","2003","no migration background","","","",""
"142","2003","direct migration background","","","",""
"142","2003","indirect migration background","","","",""
"143","2003","no migration background","","","",""
"143","2003","direct migration background","","","",""
"143","2003","indirect migration background","","","",""
"144","2003","no migration background","","","",""
"144","2003","direct migration background","","","",""
"144","2003","indirect migration background","","","",""
"145","2003","no migration background","","","",""
"145","2003","direct migration background","","","",""
"145","2003","indirect migration background","","","",""
"146","2003","no migration background","","","",""
"146","2003","direct migration background","","","",""
"146","2003","indirect migration background","","","",""
"147","2003","no migration background","","","",""
"147","2003","direct migration background","1","","",""
"147","2003","indirect migration background","","","",""
"148","2003","no migration background","","","",""
"148","2003","direct migration background","1","","",""
"148","2003","indirect migration background","","","",""
"149","2003","no migration background","","","",""
"149","2003","direct migration background","","","",""
"149","2003","indirect migration background","","","",""
"151","2003","no migration background","","","",""
"151","2003","direct migration background","","","",""
"151","2003","indirect migration background","","","",""
"152","2003","no migration background","","","",""
"152","2003","direct migration background","","","",""
"152","2003","indirect migration background","","","",""
"154","2003","no migration background","","","",""
"154","2003","direct migration background","","","",""
"154","2003","indirect migration background","","","",""
"155","2003","no migration background","","","",""
"155","2003","direct migration background","","","",""
"155","2003","indirect migration background","","","",""
"156","2003","no migration background","","","",""
"156","2003","direct migration background","","","",""
"156","2003","indirect migration background","","","",""
"158","2003","no migration background","","","",""
"158","2003","direct migration background","","","",""
"158","2003","indirect migration background","","","",""
"162","2003","no migration background","","","",""
"162","2003","direct migration background","","","",""
"162","2003","indirect migration background","","","",""
"164","2003","no migration background","","","",""
"164","2003","direct migration background","","","",""
"164","2003","indirect migration background","","","",""
"165","2003","no migration background","","","",""
"165","2003","direct migration background","","","",""
"165","2003","indirect migration background","","","",""
"166","2003","no migration background","","","",""
"166","2003","direct migration background","","","",""
"166","2003","indirect migration background","","","",""
"167","2003","no migration background","","","",""
"167","2003","direct migration background","","","",""
"167","2003","indirect migration background","","","",""
"168","2003","no migration background","","","",""
"168","2003","direct migration background","","","",""
"168","2003","indirect migration background","","","",""
"169","2003","no migration background","","","",""
"169","2003","direct migration background","","","",""
"169","2003","indirect migration background","","","",""
"172","2003","no migration background","","","",""
"172","2003","direct migration background","","","",""
"172","2003","indirect migration background","","","",""
"173","2003","no migration background","","","",""
"173","2003","direct migration background","","","",""
"173","2003","indirect migration background","","","",""
"178","2003","no migration background","","","",""
"178","2003","direct migration background","","","",""
"178","2003","indirect migration background","","","",""
"181","2003","no migration background","","","",""
"181","2003","direct migration background","","","",""
"181","2003","indirect migration background","","","",""
"183","2003","no migration background","","","",""
"183","2003","direct migration background","","","",""
"183","2003","indirect migration background","","","",""
"188","2003","no migration background","","","",""
"188","2003","direct migration background","","","",""
"188","2003","indirect migration background","","","",""
"195","2003","no migration background","","","",""
"195","2003","direct migration background","","","",""
"195","2003","indirect migration background","","","",""
"196","2003","no migration background","","","",""
"196","2003","direct migration background","","","",""
"196","2003","indirect migration background","","","",""
"999","2003","no migration background","","","",""
"999","2003","direct migration background","","","",""
"999","2003","indirect migration background","","","",""
"1","2004","no migration background","18361","0.99907184525389","0.998631491129918","0.999512199377862"
"1","2004","direct migration background","1271","0.480810560262097","0.461425922936722","0.500195197587472"
"1","2004","indirect migration background","473","0.595284828906449","0.561503649080689","0.62906600873221"
"2","2004","no migration background","2","","",""
"2","2004","direct migration background","415","0.148662478360985","0.134859928402953","0.162465028319017"
"2","2004","indirect migration background","111","0.148706379916282","0.124219009323537","0.173193750509028"
"3","2004","no migration background","","","",""
"3","2004","direct migration background","76","0.0300704388949323","0.0234444952568759","0.0366963825329887"
"3","2004","indirect migration background","17","","",""
"4","2004","no migration background","1","","",""
"4","2004","direct migration background","97","0.0167353665867836","0.0117584474992599","0.0217122856743073"
"4","2004","indirect migration background","43","0.0261848821694862","0.0151947925966041","0.0371749717423682"
"5","2004","no migration background","","","",""
"5","2004","direct migration background","184","0.0538820145372629","0.045122050614679","0.0626419784598467"
"5","2004","indirect migration background","80","0.0842883891538713","0.0651678162224893","0.103408962085253"
"6","2004","no migration background","","","",""
"6","2004","direct migration background","45","0.0107717943381615","0.00676681732373591","0.0147767713525872"
"6","2004","indirect migration background","15","","",""
"10","2004","no migration background","5","","",""
"10","2004","direct migration background","40","0.0263286534332184","0.0201166988083016","0.0325406080581353"
"10","2004","indirect migration background","9","","",""
"11","2004","no migration background","","","",""
"11","2004","direct migration background","20","","",""
"11","2004","indirect migration background","","","",""
"12","2004","no migration background","","","",""
"12","2004","direct migration background","","","",""
"12","2004","indirect migration background","","","",""
"13","2004","no migration background","","","",""
"13","2004","direct migration background","6","","",""
"13","2004","indirect migration background","1","","",""
"14","2004","no migration background","","","",""
"14","2004","direct migration background","19","","",""
"14","2004","indirect migration background","1","","",""
"15","2004","no migration background","","","",""
"15","2004","direct migration background","1","","",""
"15","2004","indirect migration background","","","",""
"16","2004","no migration background","","","",""
"16","2004","direct migration background","","","",""
"16","2004","indirect migration background","","","",""
"17","2004","no migration background","","","",""
"17","2004","direct migration background","4","","",""
"17","2004","indirect migration background","","","",""
"18","2004","no migration background","","","",""
"18","2004","direct migration background","17","","",""
"18","2004","indirect migration background","5","","",""
"19","2004","no migration background","","","",""
"19","2004","direct migration background","6","","",""
"19","2004","indirect migration background","","","",""
"20","2004","no migration background","","","",""
"20","2004","direct migration background","1","","",""
"20","2004","indirect migration background","","","",""
"21","2004","no migration background","","","",""
"21","2004","direct migration background","4","","",""
"21","2004","indirect migration background","","","",""
"22","2004","no migration background","","","",""
"22","2004","direct migration background","29","","",""
"22","2004","indirect migration background","","","",""
"23","2004","no migration background","","","",""
"23","2004","direct migration background","","","",""
"23","2004","indirect migration background","","","",""
"24","2004","no migration background","","","",""
"24","2004","direct migration background","6","","",""
"24","2004","indirect migration background","","","",""
"25","2004","no migration background","","","",""
"25","2004","direct migration background","1","","",""
"25","2004","indirect migration background","","","",""
"26","2004","no migration background","","","",""
"26","2004","direct migration background","10","","",""
"26","2004","indirect migration background","","","",""
"27","2004","no migration background","","","",""
"27","2004","direct migration background","1","","",""
"27","2004","indirect migration background","","","",""
"28","2004","no migration background","","","",""
"28","2004","direct migration background","11","","",""
"28","2004","indirect migration background","2","","",""
"29","2004","no migration background","","","",""
"29","2004","direct migration background","1","","",""
"29","2004","indirect migration background","","","",""
"30","2004","no migration background","","","",""
"30","2004","direct migration background","","","",""
"30","2004","indirect migration background","","","",""
"31","2004","no migration background","","","",""
"31","2004","direct migration background","4","","",""
"31","2004","indirect migration background","","","",""
"32","2004","no migration background","","","",""
"32","2004","direct migration background","20","","",""
"32","2004","indirect migration background","","","",""
"34","2004","no migration background","","","",""
"34","2004","direct migration background","","","",""
"34","2004","indirect migration background","","","",""
"35","2004","no migration background","","","",""
"35","2004","direct migration background","","","",""
"35","2004","indirect migration background","","","",""
"36","2004","no migration background","","","",""
"36","2004","direct migration background","","","",""
"36","2004","indirect migration background","","","",""
"37","2004","no migration background","","","",""
"37","2004","direct migration background","","","",""
"37","2004","indirect migration background","","","",""
"38","2004","no migration background","","","",""
"38","2004","direct migration background","3","","",""
"38","2004","indirect migration background","","","",""
"39","2004","no migration background","","","",""
"39","2004","direct migration background","","","",""
"39","2004","indirect migration background","","","",""
"40","2004","no migration background","","","",""
"40","2004","direct migration background","1","","",""
"40","2004","indirect migration background","","","",""
"41","2004","no migration background","","","",""
"41","2004","direct migration background","","","",""
"41","2004","indirect migration background","","","",""
"42","2004","no migration background","","","",""
"42","2004","direct migration background","1","","",""
"42","2004","indirect migration background","","","",""
"43","2004","no migration background","","","",""
"43","2004","direct migration background","2","","",""
"43","2004","indirect migration background","","","",""
"44","2004","no migration background","","","",""
"44","2004","direct migration background","1","","",""
"44","2004","indirect migration background","","","",""
"45","2004","no migration background","","","",""
"45","2004","direct migration background","","","",""
"45","2004","indirect migration background","","","",""
"46","2004","no migration background","","","",""
"46","2004","direct migration background","","","",""
"46","2004","indirect migration background","","","",""
"47","2004","no migration background","","","",""
"47","2004","direct migration background","","","",""
"47","2004","indirect migration background","","","",""
"48","2004","no migration background","","","",""
"48","2004","direct migration background","2","","",""
"48","2004","indirect migration background","","","",""
"49","2004","no migration background","","","",""
"49","2004","direct migration background","1","","",""
"49","2004","indirect migration background","","","",""
"50","2004","no migration background","","","",""
"50","2004","direct migration background","1","","",""
"50","2004","indirect migration background","","","",""
"51","2004","no migration background","","","",""
"51","2004","direct migration background","1","","",""
"51","2004","indirect migration background","","","",""
"52","2004","no migration background","","","",""
"52","2004","direct migration background","1","","",""
"52","2004","indirect migration background","","","",""
"53","2004","no migration background","","","",""
"53","2004","direct migration background","","","",""
"53","2004","indirect migration background","","","",""
"54","2004","no migration background","","","",""
"54","2004","direct migration background","1","","",""
"54","2004","indirect migration background","","","",""
"55","2004","no migration background","","","",""
"55","2004","direct migration background","2","","",""
"55","2004","indirect migration background","1","","",""
"56","2004","no migration background","","","",""
"56","2004","direct migration background","","","",""
"56","2004","indirect migration background","","","",""
"59","2004","no migration background","","","",""
"59","2004","direct migration background","2","","",""
"59","2004","indirect migration background","","","",""
"60","2004","no migration background","","","",""
"60","2004","direct migration background","3","","",""
"60","2004","indirect migration background","","","",""
"61","2004","no migration background","","","",""
"61","2004","direct migration background","3","","",""
"61","2004","indirect migration background","","","",""
"64","2004","no migration background","","","",""
"64","2004","direct migration background","","","",""
"64","2004","indirect migration background","","","",""
"65","2004","no migration background","","","",""
"65","2004","direct migration background","2","","",""
"65","2004","indirect migration background","","","",""
"66","2004","no migration background","","","",""
"66","2004","direct migration background","","","",""
"66","2004","indirect migration background","","","",""
"67","2004","no migration background","","","",""
"67","2004","direct migration background","1","","",""
"67","2004","indirect migration background","","","",""
"68","2004","no migration background","","","",""
"68","2004","direct migration background","2","","",""
"68","2004","indirect migration background","","","",""
"71","2004","no migration background","","","",""
"71","2004","direct migration background","","","",""
"71","2004","indirect migration background","","","",""
"72","2004","no migration background","","","",""
"72","2004","direct migration background","","","",""
"72","2004","indirect migration background","","","",""
"73","2004","no migration background","","","",""
"73","2004","direct migration background","","","",""
"73","2004","indirect migration background","","","",""
"74","2004","no migration background","","","",""
"74","2004","direct migration background","2","","",""
"74","2004","indirect migration background","","","",""
"75","2004","no migration background","","","",""
"75","2004","direct migration background","5","","",""
"75","2004","indirect migration background","1","","",""
"76","2004","no migration background","","","",""
"76","2004","direct migration background","1","","",""
"76","2004","indirect migration background","","","",""
"77","2004","no migration background","","","",""
"77","2004","direct migration background","","","",""
"77","2004","indirect migration background","","","",""
"78","2004","no migration background","","","",""
"78","2004","direct migration background","9","","",""
"78","2004","indirect migration background","","","",""
"79","2004","no migration background","","","",""
"79","2004","direct migration background","","","",""
"79","2004","indirect migration background","","","",""
"80","2004","no migration background","","","",""
"80","2004","direct migration background","1","","",""
"80","2004","indirect migration background","","","",""
"81","2004","no migration background","","","",""
"81","2004","direct migration background","2","","",""
"81","2004","indirect migration background","","","",""
"82","2004","no migration background","","","",""
"82","2004","direct migration background","","","",""
"82","2004","indirect migration background","","","",""
"83","2004","no migration background","","","",""
"83","2004","direct migration background","3","","",""
"83","2004","indirect migration background","","","",""
"84","2004","no migration background","","","",""
"84","2004","direct migration background","","","",""
"84","2004","indirect migration background","","","",""
"85","2004","no migration background","","","",""
"85","2004","direct migration background","2","","",""
"85","2004","indirect migration background","","","",""
"86","2004","no migration background","","","",""
"86","2004","direct migration background","","","",""
"86","2004","indirect migration background","","","",""
"89","2004","no migration background","","","",""
"89","2004","direct migration background","1","","",""
"89","2004","indirect migration background","","","",""
"90","2004","no migration background","","","",""
"90","2004","direct migration background","","","",""
"90","2004","indirect migration background","","","",""
"92","2004","no migration background","","","",""
"92","2004","direct migration background","1","","",""
"92","2004","indirect migration background","","","",""
"94","2004","no migration background","","","",""
"94","2004","direct migration background","","","",""
"94","2004","indirect migration background","","","",""
"95","2004","no migration background","","","",""
"95","2004","direct migration background","","","",""
"95","2004","indirect migration background","","","",""
"96","2004","no migration background","","","",""
"96","2004","direct migration background","","","",""
"96","2004","indirect migration background","","","",""
"97","2004","no migration background","","","",""
"97","2004","direct migration background","","","",""
"97","2004","indirect migration background","","","",""
"98","2004","no migration background","","","",""
"98","2004","direct migration background","3","","",""
"98","2004","indirect migration background","1","","",""
"101","2004","no migration background","","","",""
"101","2004","direct migration background","","","",""
"101","2004","indirect migration background","","","",""
"102","2004","no migration background","","","",""
"102","2004","direct migration background","","","",""
"102","2004","indirect migration background","","","",""
"103","2004","no migration background","","","",""
"103","2004","direct migration background","1","","",""
"103","2004","indirect migration background","","","",""
"105","2004","no migration background","","","",""
"105","2004","direct migration background","","","",""
"105","2004","indirect migration background","","","",""
"108","2004","no migration background","","","",""
"108","2004","direct migration background","","","",""
"108","2004","indirect migration background","","","",""
"110","2004","no migration background","","","",""
"110","2004","direct migration background","","","",""
"110","2004","indirect migration background","","","",""
"111","2004","no migration background","","","",""
"111","2004","direct migration background","","","",""
"111","2004","indirect migration background","","","",""
"113","2004","no migration background","","","",""
"113","2004","direct migration background","","","",""
"113","2004","indirect migration background","","","",""
"116","2004","no migration background","","","",""
"116","2004","direct migration background","4","","",""
"116","2004","indirect migration background","1","","",""
"117","2004","no migration background","","","",""
"117","2004","direct migration background","8","","",""
"117","2004","indirect migration background","1","","",""
"118","2004","no migration background","1","","",""
"118","2004","direct migration background","19","","",""
"118","2004","indirect migration background","6","","",""
"119","2004","no migration background","","","",""
"119","2004","direct migration background","74","0.0248212838077313","0.0187851065717891","0.0308574610436735"
"119","2004","indirect migration background","20","","",""
"120","2004","no migration background","","","",""
"120","2004","direct migration background","51","0.0270116224611797","0.0207218212791659","0.0333014236431935"
"120","2004","indirect migration background","11","","",""
"121","2004","no migration background","","","",""
"121","2004","direct migration background","13","","",""
"121","2004","indirect migration background","9","","",""
"122","2004","no migration background","","","",""
"122","2004","direct migration background","5","","",""
"122","2004","indirect migration background","1","","",""
"123","2004","no migration background","","","",""
"123","2004","direct migration background","1","","",""
"123","2004","indirect migration background","","","",""
"124","2004","no migration background","","","",""
"124","2004","direct migration background","","","",""
"124","2004","indirect migration background","","","",""
"125","2004","no migration background","","","",""
"125","2004","direct migration background","","","",""
"125","2004","indirect migration background","","","",""
"127","2004","no migration background","","","",""
"127","2004","direct migration background","","","",""
"127","2004","indirect migration background","","","",""
"128","2004","no migration background","","","",""
"128","2004","direct migration background","","","",""
"128","2004","indirect migration background","","","",""
"129","2004","no migration background","","","",""
"129","2004","direct migration background","","","",""
"129","2004","indirect migration background","","","",""
"130","2004","no migration background","","","",""
"130","2004","direct migration background","2","","",""
"130","2004","indirect migration background","","","",""
"131","2004","no migration background","","","",""
"131","2004","direct migration background","","","",""
"131","2004","indirect migration background","","","",""
"132","2004","no migration background","","","",""
"132","2004","direct migration background","3","","",""
"132","2004","indirect migration background","","","",""
"133","2004","no migration background","","","",""
"133","2004","direct migration background","","","",""
"133","2004","indirect migration background","","","",""
"135","2004","no migration background","","","",""
"135","2004","direct migration background","","","",""
"135","2004","indirect migration background","","","",""
"138","2004","no migration background","","","",""
"138","2004","direct migration background","","","",""
"138","2004","indirect migration background","","","",""
"139","2004","no migration background","","","",""
"139","2004","direct migration background","1","","",""
"139","2004","indirect migration background","","","",""
"140","2004","no migration background","","","",""
"140","2004","direct migration background","18","","",""
"140","2004","indirect migration background","2","","",""
"141","2004","no migration background","","","",""
"141","2004","direct migration background","","","",""
"141","2004","indirect migration background","","","",""
"142","2004","no migration background","","","",""
"142","2004","direct migration background","","","",""
"142","2004","indirect migration background","","","",""
"143","2004","no migration background","","","",""
"143","2004","direct migration background","","","",""
"143","2004","indirect migration background","","","",""
"144","2004","no migration background","","","",""
"144","2004","direct migration background","","","",""
"144","2004","indirect migration background","","","",""
"145","2004","no migration background","","","",""
"145","2004","direct migration background","","","",""
"145","2004","indirect migration background","","","",""
"146","2004","no migration background","","","",""
"146","2004","direct migration background","","","",""
"146","2004","indirect migration background","","","",""
"147","2004","no migration background","","","",""
"147","2004","direct migration background","1","","",""
"147","2004","indirect migration background","","","",""
"148","2004","no migration background","","","",""
"148","2004","direct migration background","","","",""
"148","2004","indirect migration background","","","",""
"149","2004","no migration background","","","",""
"149","2004","direct migration background","2","","",""
"149","2004","indirect migration background","","","",""
"151","2004","no migration background","","","",""
"151","2004","direct migration background","","","",""
"151","2004","indirect migration background","","","",""
"152","2004","no migration background","","","",""
"152","2004","direct migration background","","","",""
"152","2004","indirect migration background","","","",""
"154","2004","no migration background","","","",""
"154","2004","direct migration background","","","",""
"154","2004","indirect migration background","","","",""
"155","2004","no migration background","","","",""
"155","2004","direct migration background","","","",""
"155","2004","indirect migration background","","","",""
"156","2004","no migration background","","","",""
"156","2004","direct migration background","","","",""
"156","2004","indirect migration background","","","",""
"158","2004","no migration background","","","",""
"158","2004","direct migration background","","","",""
"158","2004","indirect migration background","","","",""
"162","2004","no migration background","","","",""
"162","2004","direct migration background","","","",""
"162","2004","indirect migration background","","","",""
"164","2004","no migration background","","","",""
"164","2004","direct migration background","","","",""
"164","2004","indirect migration background","","","",""
"165","2004","no migration background","","","",""
"165","2004","direct migration background","","","",""
"165","2004","indirect migration background","","","",""
"166","2004","no migration background","","","",""
"166","2004","direct migration background","","","",""
"166","2004","indirect migration background","","","",""
"167","2004","no migration background","","","",""
"167","2004","direct migration background","","","",""
"167","2004","indirect migration background","","","",""
"168","2004","no migration background","","","",""
"168","2004","direct migration background","","","",""
"168","2004","indirect migration background","","","",""
"169","2004","no migration background","","","",""
"169","2004","direct migration background","","","",""
"169","2004","indirect migration background","","","",""
"172","2004","no migration background","","","",""
"172","2004","direct migration background","","","",""
"172","2004","indirect migration background","","","",""
"173","2004","no migration background","","","",""
"173","2004","direct migration background","","","",""
"173","2004","indirect migration background","","","",""
"178","2004","no migration background","","","",""
"178","2004","direct migration background","","","",""
"178","2004","indirect migration background","","","",""
"181","2004","no migration background","","","",""
"181","2004","direct migration background","","","",""
"181","2004","indirect migration background","","","",""
"183","2004","no migration background","","","",""
"183","2004","direct migration background","","","",""
"183","2004","indirect migration background","","","",""
"188","2004","no migration background","","","",""
"188","2004","direct migration background","","","",""
"188","2004","indirect migration background","","","",""
"195","2004","no migration background","","","",""
"195","2004","direct migration background","","","",""
"195","2004","indirect migration background","","","",""
"196","2004","no migration background","","","",""
"196","2004","direct migration background","","","",""
"196","2004","indirect migration background","","","",""
"999","2004","no migration background","","","",""
"999","2004","direct migration background","","","",""
"999","2004","indirect migration background","","","",""
"1","2005","no migration background","17584","0.998938686616948","0.998457548929619","0.999419824304276"
"1","2005","direct migration background","1200","0.474613222724225","0.454568296994207","0.494658148454243"
"1","2005","indirect migration background","484","0.583206269226127","0.549765478800035","0.616647059652219"
"2","2005","no migration background","2","","",""
"2","2005","direct migration background","396","0.148518737803377","0.134243835719514","0.16279363988724"
"2","2005","indirect migration background","122","0.162587583084903","0.137560038773385","0.187615127396421"
"3","2005","no migration background","","","",""
"3","2005","direct migration background","73","0.0277842705145067","0.0211868253916657","0.0343817156373477"
"3","2005","indirect migration background","23","","",""
"4","2005","no migration background","1","","",""
"4","2005","direct migration background","92","0.0172778363034844","0.0120471940411053","0.0225084785658636"
