"pgnation","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"46","2001","indirect migration background","Urban Area","","","",""
"46","2001","indirect migration background","Rural Area","","","",""
"47","2001","no migration background","Urban Area","","","",""
"47","2001","no migration background","Rural Area","","","",""
"47","2001","direct migration background","Urban Area","","","",""
"47","2001","direct migration background","Rural Area","","","",""
"47","2001","indirect migration background","Urban Area","","","",""
"47","2001","indirect migration background","Rural Area","","","",""
"48","2001","no migration background","Urban Area","","","",""
"48","2001","no migration background","Rural Area","","","",""
"48","2001","direct migration background","Urban Area","1","","",""
"48","2001","direct migration background","Rural Area","","","",""
"48","2001","indirect migration background","Urban Area","","","",""
"48","2001","indirect migration background","Rural Area","","","",""
"49","2001","no migration background","Urban Area","","","",""
"49","2001","no migration background","Rural Area","","","",""
"49","2001","direct migration background","Urban Area","1","","",""
"49","2001","direct migration background","Rural Area","1","","",""
"49","2001","indirect migration background","Urban Area","","","",""
"49","2001","indirect migration background","Rural Area","","","",""
"50","2001","no migration background","Urban Area","","","",""
"50","2001","no migration background","Rural Area","","","",""
"50","2001","direct migration background","Urban Area","1","","",""
"50","2001","direct migration background","Rural Area","","","",""
"50","2001","indirect migration background","Urban Area","","","",""
"50","2001","indirect migration background","Rural Area","","","",""
"51","2001","no migration background","Urban Area","","","",""
"51","2001","no migration background","Rural Area","","","",""
"51","2001","direct migration background","Urban Area","2","","",""
"51","2001","direct migration background","Rural Area","1","","",""
"51","2001","indirect migration background","Urban Area","","","",""
"51","2001","indirect migration background","Rural Area","","","",""
"52","2001","no migration background","Urban Area","","","",""
"52","2001","no migration background","Rural Area","","","",""
"52","2001","direct migration background","Urban Area","","","",""
"52","2001","direct migration background","Rural Area","","","",""
"52","2001","indirect migration background","Urban Area","","","",""
"52","2001","indirect migration background","Rural Area","","","",""
"53","2001","no migration background","Urban Area","","","",""
"53","2001","no migration background","Rural Area","","","",""
"53","2001","direct migration background","Urban Area","","","",""
"53","2001","direct migration background","Rural Area","","","",""
"53","2001","indirect migration background","Urban Area","","","",""
"53","2001","indirect migration background","Rural Area","","","",""
"54","2001","no migration background","Urban Area","","","",""
"54","2001","no migration background","Rural Area","","","",""
"54","2001","direct migration background","Urban Area","1","","",""
"54","2001","direct migration background","Rural Area","","","",""
"54","2001","indirect migration background","Urban Area","","","",""
"54","2001","indirect migration background","Rural Area","","","",""
"55","2001","no migration background","Urban Area","","","",""
"55","2001","no migration background","Rural Area","","","",""
"55","2001","direct migration background","Urban Area","1","","",""
"55","2001","direct migration background","Rural Area","2","","",""
"55","2001","indirect migration background","Urban Area","1","","",""
"55","2001","indirect migration background","Rural Area","","","",""
"56","2001","no migration background","Urban Area","","","",""
"56","2001","no migration background","Rural Area","","","",""
"56","2001","direct migration background","Urban Area","","","",""
"56","2001","direct migration background","Rural Area","","","",""
"56","2001","indirect migration background","Urban Area","","","",""
"56","2001","indirect migration background","Rural Area","","","",""
"59","2001","no migration background","Urban Area","","","",""
"59","2001","no migration background","Rural Area","","","",""
"59","2001","direct migration background","Urban Area","1","","",""
"59","2001","direct migration background","Rural Area","","","",""
"59","2001","indirect migration background","Urban Area","","","",""
"59","2001","indirect migration background","Rural Area","","","",""
"60","2001","no migration background","Urban Area","","","",""
"60","2001","no migration background","Rural Area","","","",""
"60","2001","direct migration background","Urban Area","3","","",""
"60","2001","direct migration background","Rural Area","","","",""
"60","2001","indirect migration background","Urban Area","","","",""
"60","2001","indirect migration background","Rural Area","","","",""
"61","2001","no migration background","Urban Area","","","",""
"61","2001","no migration background","Rural Area","","","",""
"61","2001","direct migration background","Urban Area","2","","",""
"61","2001","direct migration background","Rural Area","1","","",""
"61","2001","indirect migration background","Urban Area","","","",""
"61","2001","indirect migration background","Rural Area","","","",""
"64","2001","no migration background","Urban Area","","","",""
"64","2001","no migration background","Rural Area","","","",""
"64","2001","direct migration background","Urban Area","","","",""
"64","2001","direct migration background","Rural Area","","","",""
"64","2001","indirect migration background","Urban Area","","","",""
"64","2001","indirect migration background","Rural Area","","","",""
"65","2001","no migration background","Urban Area","","","",""
"65","2001","no migration background","Rural Area","","","",""
"65","2001","direct migration background","Urban Area","4","","",""
"65","2001","direct migration background","Rural Area","","","",""
"65","2001","indirect migration background","Urban Area","","","",""
"65","2001","indirect migration background","Rural Area","","","",""
"66","2001","no migration background","Urban Area","","","",""
"66","2001","no migration background","Rural Area","","","",""
"66","2001","direct migration background","Urban Area","","","",""
"66","2001","direct migration background","Rural Area","","","",""
"66","2001","indirect migration background","Urban Area","","","",""
"66","2001","indirect migration background","Rural Area","","","",""
"67","2001","no migration background","Urban Area","","","",""
"67","2001","no migration background","Rural Area","","","",""
"67","2001","direct migration background","Urban Area","4","","",""
"67","2001","direct migration background","Rural Area","","","",""
"67","2001","indirect migration background","Urban Area","","","",""
"67","2001","indirect migration background","Rural Area","","","",""
"68","2001","no migration background","Urban Area","","","",""
"68","2001","no migration background","Rural Area","","","",""
"68","2001","direct migration background","Urban Area","1","","",""
"68","2001","direct migration background","Rural Area","","","",""
"68","2001","indirect migration background","Urban Area","","","",""
"68","2001","indirect migration background","Rural Area","","","",""
"71","2001","no migration background","Urban Area","","","",""
"71","2001","no migration background","Rural Area","","","",""
"71","2001","direct migration background","Urban Area","","","",""
"71","2001","direct migration background","Rural Area","","","",""
"71","2001","indirect migration background","Urban Area","","","",""
"71","2001","indirect migration background","Rural Area","","","",""
"72","2001","no migration background","Urban Area","","","",""
"72","2001","no migration background","Rural Area","","","",""
"72","2001","direct migration background","Urban Area","","","",""
"72","2001","direct migration background","Rural Area","","","",""
"72","2001","indirect migration background","Urban Area","","","",""
"72","2001","indirect migration background","Rural Area","","","",""
"73","2001","no migration background","Urban Area","","","",""
"73","2001","no migration background","Rural Area","","","",""
"73","2001","direct migration background","Urban Area","","","",""
"73","2001","direct migration background","Rural Area","","","",""
"73","2001","indirect migration background","Urban Area","","","",""
"73","2001","indirect migration background","Rural Area","","","",""
"74","2001","no migration background","Urban Area","","","",""
"74","2001","no migration background","Rural Area","","","",""
"74","2001","direct migration background","Urban Area","4","","",""
"74","2001","direct migration background","Rural Area","","","",""
"74","2001","indirect migration background","Urban Area","","","",""
"74","2001","indirect migration background","Rural Area","","","",""
"75","2001","no migration background","Urban Area","","","",""
"75","2001","no migration background","Rural Area","","","",""
"75","2001","direct migration background","Urban Area","7","","",""
"75","2001","direct migration background","Rural Area","","","",""
"75","2001","indirect migration background","Urban Area","1","","",""
"75","2001","indirect migration background","Rural Area","","","",""
"76","2001","no migration background","Urban Area","","","",""
"76","2001","no migration background","Rural Area","","","",""
"76","2001","direct migration background","Urban Area","3","","",""
"76","2001","direct migration background","Rural Area","5","","",""
"76","2001","indirect migration background","Urban Area","","","",""
"76","2001","indirect migration background","Rural Area","","","",""
"77","2001","no migration background","Urban Area","","","",""
"77","2001","no migration background","Rural Area","","","",""
"77","2001","direct migration background","Urban Area","","","",""
"77","2001","direct migration background","Rural Area","","","",""
"77","2001","indirect migration background","Urban Area","","","",""
"77","2001","indirect migration background","Rural Area","","","",""
"78","2001","no migration background","Urban Area","","","",""
"78","2001","no migration background","Rural Area","","","",""
"78","2001","direct migration background","Urban Area","7","","",""
"78","2001","direct migration background","Rural Area","5","","",""
"78","2001","indirect migration background","Urban Area","","","",""
"78","2001","indirect migration background","Rural Area","","","",""
"79","2001","no migration background","Urban Area","","","",""
"79","2001","no migration background","Rural Area","","","",""
"79","2001","direct migration background","Urban Area","","","",""
"79","2001","direct migration background","Rural Area","","","",""
"79","2001","indirect migration background","Urban Area","","","",""
"79","2001","indirect migration background","Rural Area","","","",""
"80","2001","no migration background","Urban Area","","","",""
"80","2001","no migration background","Rural Area","","","",""
"80","2001","direct migration background","Urban Area","","","",""
"80","2001","direct migration background","Rural Area","","","",""
"80","2001","indirect migration background","Urban Area","","","",""
"80","2001","indirect migration background","Rural Area","","","",""
"81","2001","no migration background","Urban Area","","","",""
"81","2001","no migration background","Rural Area","","","",""
"81","2001","direct migration background","Urban Area","1","","",""
"81","2001","direct migration background","Rural Area","","","",""
"81","2001","indirect migration background","Urban Area","","","",""
"81","2001","indirect migration background","Rural Area","","","",""
"82","2001","no migration background","Urban Area","","","",""
"82","2001","no migration background","Rural Area","","","",""
"82","2001","direct migration background","Urban Area","","","",""
"82","2001","direct migration background","Rural Area","","","",""
"82","2001","indirect migration background","Urban Area","","","",""
"82","2001","indirect migration background","Rural Area","","","",""
"83","2001","no migration background","Urban Area","","","",""
"83","2001","no migration background","Rural Area","","","",""
"83","2001","direct migration background","Urban Area","6","","",""
"83","2001","direct migration background","Rural Area","","","",""
"83","2001","indirect migration background","Urban Area","","","",""
"83","2001","indirect migration background","Rural Area","","","",""
"84","2001","no migration background","Urban Area","","","",""
"84","2001","no migration background","Rural Area","","","",""
"84","2001","direct migration background","Urban Area","","","",""
"84","2001","direct migration background","Rural Area","","","",""
"84","2001","indirect migration background","Urban Area","","","",""
"84","2001","indirect migration background","Rural Area","","","",""
"85","2001","no migration background","Urban Area","","","",""
"85","2001","no migration background","Rural Area","","","",""
"85","2001","direct migration background","Urban Area","2","","",""
"85","2001","direct migration background","Rural Area","","","",""
"85","2001","indirect migration background","Urban Area","","","",""
"85","2001","indirect migration background","Rural Area","","","",""
"86","2001","no migration background","Urban Area","","","",""
"86","2001","no migration background","Rural Area","","","",""
"86","2001","direct migration background","Urban Area","","","",""
"86","2001","direct migration background","Rural Area","","","",""
"86","2001","indirect migration background","Urban Area","","","",""
"86","2001","indirect migration background","Rural Area","","","",""
"89","2001","no migration background","Urban Area","","","",""
"89","2001","no migration background","Rural Area","","","",""
"89","2001","direct migration background","Urban Area","2","","",""
"89","2001","direct migration background","Rural Area","","","",""
"89","2001","indirect migration background","Urban Area","","","",""
"89","2001","indirect migration background","Rural Area","","","",""
"90","2001","no migration background","Urban Area","","","",""
"90","2001","no migration background","Rural Area","","","",""
"90","2001","direct migration background","Urban Area","","","",""
"90","2001","direct migration background","Rural Area","","","",""
"90","2001","indirect migration background","Urban Area","","","",""
"90","2001","indirect migration background","Rural Area","","","",""
"92","2001","no migration background","Urban Area","","","",""
"92","2001","no migration background","Rural Area","","","",""
"92","2001","direct migration background","Urban Area","","","",""
"92","2001","direct migration background","Rural Area","","","",""
"92","2001","indirect migration background","Urban Area","","","",""
"92","2001","indirect migration background","Rural Area","","","",""
"94","2001","no migration background","Urban Area","","","",""
"94","2001","no migration background","Rural Area","","","",""
"94","2001","direct migration background","Urban Area","","","",""
"94","2001","direct migration background","Rural Area","","","",""
"94","2001","indirect migration background","Urban Area","","","",""
"94","2001","indirect migration background","Rural Area","","","",""
"95","2001","no migration background","Urban Area","","","",""
"95","2001","no migration background","Rural Area","","","",""
"95","2001","direct migration background","Urban Area","","","",""
"95","2001","direct migration background","Rural Area","","","",""
"95","2001","indirect migration background","Urban Area","","","",""
"95","2001","indirect migration background","Rural Area","","","",""
"96","2001","no migration background","Urban Area","","","",""
"96","2001","no migration background","Rural Area","","","",""
"96","2001","direct migration background","Urban Area","","","",""
"96","2001","direct migration background","Rural Area","","","",""
"96","2001","indirect migration background","Urban Area","","","",""
"96","2001","indirect migration background","Rural Area","","","",""
"97","2001","no migration background","Urban Area","","","",""
"97","2001","no migration background","Rural Area","","","",""
"97","2001","direct migration background","Urban Area","","","",""
"97","2001","direct migration background","Rural Area","","","",""
"97","2001","indirect migration background","Urban Area","","","",""
"97","2001","indirect migration background","Rural Area","","","",""
"98","2001","no migration background","Urban Area","","","",""
"98","2001","no migration background","Rural Area","","","",""
"98","2001","direct migration background","Urban Area","2","","",""
"98","2001","direct migration background","Rural Area","1","","",""
"98","2001","indirect migration background","Urban Area","2","","",""
"98","2001","indirect migration background","Rural Area","","","",""
"101","2001","no migration background","Urban Area","","","",""
"101","2001","no migration background","Rural Area","","","",""
"101","2001","direct migration background","Urban Area","","","",""
"101","2001","direct migration background","Rural Area","","","",""
"101","2001","indirect migration background","Urban Area","","","",""
"101","2001","indirect migration background","Rural Area","","","",""
"102","2001","no migration background","Urban Area","","","",""
"102","2001","no migration background","Rural Area","","","",""
"102","2001","direct migration background","Urban Area","","","",""
"102","2001","direct migration background","Rural Area","","","",""
"102","2001","indirect migration background","Urban Area","","","",""
"102","2001","indirect migration background","Rural Area","","","",""
"103","2001","no migration background","Urban Area","","","",""
"103","2001","no migration background","Rural Area","","","",""
"103","2001","direct migration background","Urban Area","1","","",""
"103","2001","direct migration background","Rural Area","","","",""
"103","2001","indirect migration background","Urban Area","","","",""
"103","2001","indirect migration background","Rural Area","","","",""
"105","2001","no migration background","Urban Area","","","",""
"105","2001","no migration background","Rural Area","","","",""
"105","2001","direct migration background","Urban Area","","","",""
"105","2001","direct migration background","Rural Area","","","",""
"105","2001","indirect migration background","Urban Area","","","",""
"105","2001","indirect migration background","Rural Area","","","",""
"108","2001","no migration background","Urban Area","","","",""
"108","2001","no migration background","Rural Area","","","",""
"108","2001","direct migration background","Urban Area","","","",""
"108","2001","direct migration background","Rural Area","","","",""
"108","2001","indirect migration background","Urban Area","","","",""
"108","2001","indirect migration background","Rural Area","","","",""
"110","2001","no migration background","Urban Area","","","",""
"110","2001","no migration background","Rural Area","","","",""
"110","2001","direct migration background","Urban Area","","","",""
"110","2001","direct migration background","Rural Area","","","",""
"110","2001","indirect migration background","Urban Area","","","",""
"110","2001","indirect migration background","Rural Area","","","",""
"111","2001","no migration background","Urban Area","","","",""
"111","2001","no migration background","Rural Area","","","",""
"111","2001","direct migration background","Urban Area","","","",""
"111","2001","direct migration background","Rural Area","","","",""
"111","2001","indirect migration background","Urban Area","","","",""
"111","2001","indirect migration background","Rural Area","","","",""
"113","2001","no migration background","Urban Area","","","",""
"113","2001","no migration background","Rural Area","","","",""
"113","2001","direct migration background","Urban Area","","","",""
"113","2001","direct migration background","Rural Area","","","",""
"113","2001","indirect migration background","Urban Area","","","",""
"113","2001","indirect migration background","Rural Area","","","",""
"116","2001","no migration background","Urban Area","","","",""
"116","2001","no migration background","Rural Area","","","",""
"116","2001","direct migration background","Urban Area","4","","",""
"116","2001","direct migration background","Rural Area","","","",""
"116","2001","indirect migration background","Urban Area","2","","",""
"116","2001","indirect migration background","Rural Area","","","",""
"117","2001","no migration background","Urban Area","","","",""
"117","2001","no migration background","Rural Area","","","",""
"117","2001","direct migration background","Urban Area","6","","",""
"117","2001","direct migration background","Rural Area","","","",""
"117","2001","indirect migration background","Urban Area","1","","",""
"117","2001","indirect migration background","Rural Area","","","",""
"118","2001","no migration background","Urban Area","3","","",""
"118","2001","no migration background","Rural Area","","","",""
"118","2001","direct migration background","Urban Area","11","","",""
"118","2001","direct migration background","Rural Area","1","","",""
"118","2001","indirect migration background","Urban Area","5","","",""
"118","2001","indirect migration background","Rural Area","","","",""
"119","2001","no migration background","Urban Area","","","",""
"119","2001","no migration background","Rural Area","","","",""
"119","2001","direct migration background","Urban Area","82","0.029221064923453","0.0225286134912721","0.035913516355634"
"119","2001","direct migration background","Rural Area","10","","",""
"119","2001","indirect migration background","Urban Area","25","","",""
"119","2001","indirect migration background","Rural Area","2","","",""
"120","2001","no migration background","Urban Area","","","",""
"120","2001","no migration background","Rural Area","","","",""
"120","2001","direct migration background","Urban Area","55","0.0201956474910693","0.0146061133969002","0.0257851815852384"
"120","2001","direct migration background","Rural Area","9","","",""
"120","2001","indirect migration background","Urban Area","10","","",""
"120","2001","indirect migration background","Rural Area","2","","",""
"121","2001","no migration background","Urban Area","","","",""
"121","2001","no migration background","Rural Area","","","",""
"121","2001","direct migration background","Urban Area","10","","",""
"121","2001","direct migration background","Rural Area","4","","",""
"121","2001","indirect migration background","Urban Area","8","","",""
"121","2001","indirect migration background","Rural Area","1","","",""
"122","2001","no migration background","Urban Area","","","",""
"122","2001","no migration background","Rural Area","","","",""
"122","2001","direct migration background","Urban Area","7","","",""
"122","2001","direct migration background","Rural Area","","","",""
"122","2001","indirect migration background","Urban Area","3","","",""
"122","2001","indirect migration background","Rural Area","","","",""
"123","2001","no migration background","Urban Area","","","",""
"123","2001","no migration background","Rural Area","","","",""
"123","2001","direct migration background","Urban Area","","","",""
"123","2001","direct migration background","Rural Area","1","","",""
"123","2001","indirect migration background","Urban Area","","","",""
"123","2001","indirect migration background","Rural Area","","","",""
"124","2001","no migration background","Urban Area","","","",""
"124","2001","no migration background","Rural Area","","","",""
"124","2001","direct migration background","Urban Area","","","",""
"124","2001","direct migration background","Rural Area","","","",""
"124","2001","indirect migration background","Urban Area","","","",""
"124","2001","indirect migration background","Rural Area","","","",""
"125","2001","no migration background","Urban Area","","","",""
"125","2001","no migration background","Rural Area","","","",""
"125","2001","direct migration background","Urban Area","","","",""
"125","2001","direct migration background","Rural Area","","","",""
"125","2001","indirect migration background","Urban Area","","","",""
"125","2001","indirect migration background","Rural Area","","","",""
"127","2001","no migration background","Urban Area","","","",""
"127","2001","no migration background","Rural Area","","","",""
"127","2001","direct migration background","Urban Area","","","",""
"127","2001","direct migration background","Rural Area","","","",""
"127","2001","indirect migration background","Urban Area","","","",""
"127","2001","indirect migration background","Rural Area","","","",""
"128","2001","no migration background","Urban Area","","","",""
"128","2001","no migration background","Rural Area","","","",""
"128","2001","direct migration background","Urban Area","","","",""
"128","2001","direct migration background","Rural Area","","","",""
"128","2001","indirect migration background","Urban Area","","","",""
"128","2001","indirect migration background","Rural Area","","","",""
"129","2001","no migration background","Urban Area","","","",""
"129","2001","no migration background","Rural Area","","","",""
"129","2001","direct migration background","Urban Area","","","",""
"129","2001","direct migration background","Rural Area","","","",""
"129","2001","indirect migration background","Urban Area","","","",""
"129","2001","indirect migration background","Rural Area","","","",""
"130","2001","no migration background","Urban Area","","","",""
"130","2001","no migration background","Rural Area","","","",""
"130","2001","direct migration background","Urban Area","","","",""
"130","2001","direct migration background","Rural Area","2","","",""
"130","2001","indirect migration background","Urban Area","","","",""
"130","2001","indirect migration background","Rural Area","","","",""
"131","2001","no migration background","Urban Area","","","",""
"131","2001","no migration background","Rural Area","","","",""
"131","2001","direct migration background","Urban Area","","","",""
"131","2001","direct migration background","Rural Area","","","",""
"131","2001","indirect migration background","Urban Area","","","",""
"131","2001","indirect migration background","Rural Area","","","",""
"132","2001","no migration background","Urban Area","","","",""
"132","2001","no migration background","Rural Area","","","",""
"132","2001","direct migration background","Urban Area","3","","",""
"132","2001","direct migration background","Rural Area","1","","",""
"132","2001","indirect migration background","Urban Area","","","",""
"132","2001","indirect migration background","Rural Area","","","",""
"133","2001","no migration background","Urban Area","","","",""
"133","2001","no migration background","Rural Area","","","",""
"133","2001","direct migration background","Urban Area","","","",""
"133","2001","direct migration background","Rural Area","","","",""
"133","2001","indirect migration background","Urban Area","","","",""
"133","2001","indirect migration background","Rural Area","","","",""
"135","2001","no migration background","Urban Area","","","",""
"135","2001","no migration background","Rural Area","","","",""
"135","2001","direct migration background","Urban Area","1","","",""
"135","2001","direct migration background","Rural Area","","","",""
"135","2001","indirect migration background","Urban Area","","","",""
"135","2001","indirect migration background","Rural Area","","","",""
"138","2001","no migration background","Urban Area","","","",""
"138","2001","no migration background","Rural Area","","","",""
"138","2001","direct migration background","Urban Area","1","","",""
"138","2001","direct migration background","Rural Area","","","",""
"138","2001","indirect migration background","Urban Area","","","",""
"138","2001","indirect migration background","Rural Area","","","",""
"139","2001","no migration background","Urban Area","","","",""
"139","2001","no migration background","Rural Area","","","",""
"139","2001","direct migration background","Urban Area","1","","",""
"139","2001","direct migration background","Rural Area","","","",""
"139","2001","indirect migration background","Urban Area","","","",""
"139","2001","indirect migration background","Rural Area","","","",""
"140","2001","no migration background","Urban Area","","","",""
"140","2001","no migration background","Rural Area","","","",""
"140","2001","direct migration background","Urban Area","20","","",""
"140","2001","direct migration background","Rural Area","7","","",""
"140","2001","indirect migration background","Urban Area","2","","",""
"140","2001","indirect migration background","Rural Area","","","",""
"141","2001","no migration background","Urban Area","","","",""
"141","2001","no migration background","Rural Area","","","",""
"141","2001","direct migration background","Urban Area","","","",""
"141","2001","direct migration background","Rural Area","","","",""
"141","2001","indirect migration background","Urban Area","","","",""
"141","2001","indirect migration background","Rural Area","","","",""
"142","2001","no migration background","Urban Area","","","",""
"142","2001","no migration background","Rural Area","","","",""
"142","2001","direct migration background","Urban Area","","","",""
"142","2001","direct migration background","Rural Area","","","",""
"142","2001","indirect migration background","Urban Area","","","",""
"142","2001","indirect migration background","Rural Area","","","",""
"143","2001","no migration background","Urban Area","","","",""
"143","2001","no migration background","Rural Area","","","",""
"143","2001","direct migration background","Urban Area","","","",""
"143","2001","direct migration background","Rural Area","","","",""
"143","2001","indirect migration background","Urban Area","","","",""
"143","2001","indirect migration background","Rural Area","","","",""
"144","2001","no migration background","Urban Area","","","",""
"144","2001","no migration background","Rural Area","","","",""
"144","2001","direct migration background","Urban Area","","","",""
"144","2001","direct migration background","Rural Area","","","",""
"144","2001","indirect migration background","Urban Area","","","",""
"144","2001","indirect migration background","Rural Area","","","",""
"145","2001","no migration background","Urban Area","","","",""
"145","2001","no migration background","Rural Area","","","",""
"145","2001","direct migration background","Urban Area","","","",""
"145","2001","direct migration background","Rural Area","","","",""
"145","2001","indirect migration background","Urban Area","","","",""
"145","2001","indirect migration background","Rural Area","","","",""
"146","2001","no migration background","Urban Area","","","",""
"146","2001","no migration background","Rural Area","","","",""
"146","2001","direct migration background","Urban Area","","","",""
"146","2001","direct migration background","Rural Area","","","",""
"146","2001","indirect migration background","Urban Area","","","",""
"146","2001","indirect migration background","Rural Area","","","",""
"147","2001","no migration background","Urban Area","","","",""
"147","2001","no migration background","Rural Area","","","",""
"147","2001","direct migration background","Urban Area","1","","",""
"147","2001","direct migration background","Rural Area","","","",""
"147","2001","indirect migration background","Urban Area","","","",""
"147","2001","indirect migration background","Rural Area","","","",""
"148","2001","no migration background","Urban Area","","","",""
"148","2001","no migration background","Rural Area","","","",""
"148","2001","direct migration background","Urban Area","2","","",""
"148","2001","direct migration background","Rural Area","","","",""
"148","2001","indirect migration background","Urban Area","","","",""
"148","2001","indirect migration background","Rural Area","","","",""
"149","2001","no migration background","Urban Area","","","",""
"149","2001","no migration background","Rural Area","","","",""
"149","2001","direct migration background","Urban Area","","","",""
"149","2001","direct migration background","Rural Area","","","",""
"149","2001","indirect migration background","Urban Area","","","",""
"149","2001","indirect migration background","Rural Area","","","",""
"151","2001","no migration background","Urban Area","","","",""
"151","2001","no migration background","Rural Area","","","",""
"151","2001","direct migration background","Urban Area","","","",""
"151","2001","direct migration background","Rural Area","","","",""
"151","2001","indirect migration background","Urban Area","","","",""
"151","2001","indirect migration background","Rural Area","","","",""
"152","2001","no migration background","Urban Area","","","",""
"152","2001","no migration background","Rural Area","","","",""
"152","2001","direct migration background","Urban Area","","","",""
"152","2001","direct migration background","Rural Area","","","",""
"152","2001","indirect migration background","Urban Area","","","",""
"152","2001","indirect migration background","Rural Area","","","",""
"154","2001","no migration background","Urban Area","","","",""
"154","2001","no migration background","Rural Area","","","",""
"154","2001","direct migration background","Urban Area","","","",""
"154","2001","direct migration background","Rural Area","","","",""
"154","2001","indirect migration background","Urban Area","","","",""
"154","2001","indirect migration background","Rural Area","","","",""
"155","2001","no migration background","Urban Area","","","",""
"155","2001","no migration background","Rural Area","","","",""
"155","2001","direct migration background","Urban Area","","","",""
"155","2001","direct migration background","Rural Area","","","",""
"155","2001","indirect migration background","Urban Area","","","",""
"155","2001","indirect migration background","Rural Area","","","",""
"156","2001","no migration background","Urban Area","","","",""
"156","2001","no migration background","Rural Area","","","",""
"156","2001","direct migration background","Urban Area","","","",""
"156","2001","direct migration background","Rural Area","","","",""
"156","2001","indirect migration background","Urban Area","","","",""
"156","2001","indirect migration background","Rural Area","","","",""
"158","2001","no migration background","Urban Area","","","",""
"158","2001","no migration background","Rural Area","","","",""
"158","2001","direct migration background","Urban Area","","","",""
"158","2001","direct migration background","Rural Area","","","",""
"158","2001","indirect migration background","Urban Area","","","",""
"158","2001","indirect migration background","Rural Area","","","",""
"162","2001","no migration background","Urban Area","","","",""
"162","2001","no migration background","Rural Area","","","",""
"162","2001","direct migration background","Urban Area","","","",""
"162","2001","direct migration background","Rural Area","","","",""
"162","2001","indirect migration background","Urban Area","","","",""
"162","2001","indirect migration background","Rural Area","","","",""
"164","2001","no migration background","Urban Area","","","",""
"164","2001","no migration background","Rural Area","","","",""
"164","2001","direct migration background","Urban Area","","","",""
"164","2001","direct migration background","Rural Area","","","",""
"164","2001","indirect migration background","Urban Area","","","",""
"164","2001","indirect migration background","Rural Area","","","",""
"165","2001","no migration background","Urban Area","","","",""
"165","2001","no migration background","Rural Area","","","",""
"165","2001","direct migration background","Urban Area","","","",""
"165","2001","direct migration background","Rural Area","","","",""
"165","2001","indirect migration background","Urban Area","","","",""
"165","2001","indirect migration background","Rural Area","","","",""
"166","2001","no migration background","Urban Area","","","",""
"166","2001","no migration background","Rural Area","","","",""
"166","2001","direct migration background","Urban Area","","","",""
"166","2001","direct migration background","Rural Area","","","",""
"166","2001","indirect migration background","Urban Area","","","",""
"166","2001","indirect migration background","Rural Area","","","",""
"167","2001","no migration background","Urban Area","","","",""
"167","2001","no migration background","Rural Area","","","",""
"167","2001","direct migration background","Urban Area","","","",""
"167","2001","direct migration background","Rural Area","","","",""
"167","2001","indirect migration background","Urban Area","","","",""
"167","2001","indirect migration background","Rural Area","","","",""
"168","2001","no migration background","Urban Area","","","",""
"168","2001","no migration background","Rural Area","","","",""
"168","2001","direct migration background","Urban Area","","","",""
"168","2001","direct migration background","Rural Area","","","",""
"168","2001","indirect migration background","Urban Area","","","",""
"168","2001","indirect migration background","Rural Area","","","",""
"169","2001","no migration background","Urban Area","","","",""
"169","2001","no migration background","Rural Area","","","",""
"169","2001","direct migration background","Urban Area","","","",""
"169","2001","direct migration background","Rural Area","","","",""
"169","2001","indirect migration background","Urban Area","","","",""
"169","2001","indirect migration background","Rural Area","","","",""
"172","2001","no migration background","Urban Area","","","",""
"172","2001","no migration background","Rural Area","","","",""
"172","2001","direct migration background","Urban Area","","","",""
"172","2001","direct migration background","Rural Area","","","",""
"172","2001","indirect migration background","Urban Area","","","",""
"172","2001","indirect migration background","Rural Area","","","",""
"173","2001","no migration background","Urban Area","","","",""
"173","2001","no migration background","Rural Area","","","",""
"173","2001","direct migration background","Urban Area","","","",""
"173","2001","direct migration background","Rural Area","","","",""
"173","2001","indirect migration background","Urban Area","","","",""
"173","2001","indirect migration background","Rural Area","","","",""
"178","2001","no migration background","Urban Area","","","",""
"178","2001","no migration background","Rural Area","","","",""
"178","2001","direct migration background","Urban Area","","","",""
"178","2001","direct migration background","Rural Area","","","",""
"178","2001","indirect migration background","Urban Area","","","",""
"178","2001","indirect migration background","Rural Area","","","",""
"181","2001","no migration background","Urban Area","","","",""
"181","2001","no migration background","Rural Area","","","",""
"181","2001","direct migration background","Urban Area","","","",""
"181","2001","direct migration background","Rural Area","","","",""
"181","2001","indirect migration background","Urban Area","","","",""
"181","2001","indirect migration background","Rural Area","","","",""
"183","2001","no migration background","Urban Area","","","",""
"183","2001","no migration background","Rural Area","","","",""
"183","2001","direct migration background","Urban Area","","","",""
"183","2001","direct migration background","Rural Area","","","",""
"183","2001","indirect migration background","Urban Area","","","",""
"183","2001","indirect migration background","Rural Area","","","",""
"188","2001","no migration background","Urban Area","","","",""
"188","2001","no migration background","Rural Area","","","",""
"188","2001","direct migration background","Urban Area","","","",""
"188","2001","direct migration background","Rural Area","","","",""
"188","2001","indirect migration background","Urban Area","","","",""
"188","2001","indirect migration background","Rural Area","","","",""
"195","2001","no migration background","Urban Area","","","",""
"195","2001","no migration background","Rural Area","","","",""
"195","2001","direct migration background","Urban Area","","","",""
"195","2001","direct migration background","Rural Area","","","",""
"195","2001","indirect migration background","Urban Area","","","",""
"195","2001","indirect migration background","Rural Area","","","",""
