"pgnation","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"166","1998","direct migration background","East Germany","","","",""
"166","1998","indirect migration background","West Germany","","","",""
"166","1998","indirect migration background","East Germany","","","",""
"167","1998","no migration background","West Germany","","","",""
"167","1998","no migration background","East Germany","","","",""
"167","1998","direct migration background","West Germany","","","",""
"167","1998","direct migration background","East Germany","","","",""
"167","1998","indirect migration background","West Germany","","","",""
"167","1998","indirect migration background","East Germany","","","",""
"168","1998","no migration background","West Germany","","","",""
"168","1998","no migration background","East Germany","","","",""
"168","1998","direct migration background","West Germany","","","",""
"168","1998","direct migration background","East Germany","","","",""
"168","1998","indirect migration background","West Germany","","","",""
"168","1998","indirect migration background","East Germany","","","",""
"169","1998","no migration background","West Germany","","","",""
"169","1998","no migration background","East Germany","","","",""
"169","1998","direct migration background","West Germany","","","",""
"169","1998","direct migration background","East Germany","","","",""
"169","1998","indirect migration background","West Germany","","","",""
"169","1998","indirect migration background","East Germany","","","",""
"172","1998","no migration background","West Germany","","","",""
"172","1998","no migration background","East Germany","","","",""
"172","1998","direct migration background","West Germany","","","",""
"172","1998","direct migration background","East Germany","","","",""
"172","1998","indirect migration background","West Germany","","","",""
"172","1998","indirect migration background","East Germany","","","",""
"173","1998","no migration background","West Germany","","","",""
"173","1998","no migration background","East Germany","","","",""
"173","1998","direct migration background","West Germany","","","",""
"173","1998","direct migration background","East Germany","","","",""
"173","1998","indirect migration background","West Germany","","","",""
"173","1998","indirect migration background","East Germany","","","",""
"178","1998","no migration background","West Germany","","","",""
"178","1998","no migration background","East Germany","","","",""
"178","1998","direct migration background","West Germany","","","",""
"178","1998","direct migration background","East Germany","","","",""
"178","1998","indirect migration background","West Germany","","","",""
"178","1998","indirect migration background","East Germany","","","",""
"181","1998","no migration background","West Germany","","","",""
"181","1998","no migration background","East Germany","","","",""
"181","1998","direct migration background","West Germany","","","",""
"181","1998","direct migration background","East Germany","","","",""
"181","1998","indirect migration background","West Germany","","","",""
"181","1998","indirect migration background","East Germany","","","",""
"183","1998","no migration background","West Germany","","","",""
"183","1998","no migration background","East Germany","","","",""
"183","1998","direct migration background","West Germany","","","",""
"183","1998","direct migration background","East Germany","","","",""
"183","1998","indirect migration background","West Germany","","","",""
"183","1998","indirect migration background","East Germany","","","",""
"188","1998","no migration background","West Germany","","","",""
"188","1998","no migration background","East Germany","","","",""
"188","1998","direct migration background","West Germany","","","",""
"188","1998","direct migration background","East Germany","","","",""
"188","1998","indirect migration background","West Germany","","","",""
"188","1998","indirect migration background","East Germany","","","",""
"195","1998","no migration background","West Germany","","","",""
"195","1998","no migration background","East Germany","","","",""
"195","1998","direct migration background","West Germany","","","",""
"195","1998","direct migration background","East Germany","","","",""
"195","1998","indirect migration background","West Germany","","","",""
"195","1998","indirect migration background","East Germany","","","",""
"196","1998","no migration background","West Germany","","","",""
"196","1998","no migration background","East Germany","","","",""
"196","1998","direct migration background","West Germany","","","",""
"196","1998","direct migration background","East Germany","","","",""
"196","1998","indirect migration background","West Germany","","","",""
"196","1998","indirect migration background","East Germany","","","",""
"999","1998","no migration background","West Germany","","","",""
"999","1998","no migration background","East Germany","","","",""
"999","1998","direct migration background","West Germany","","","",""
"999","1998","direct migration background","East Germany","","","",""
"999","1998","indirect migration background","West Germany","","","",""
"999","1998","indirect migration background","East Germany","","","",""
"1","1999","no migration background","West Germany","7254","0.997840623428279","0.99677300822019","0.998908238636368"
"1","1999","no migration background","East Germany","3670","0.999478367908622","0.99873974163958","1.00021699417766"
"1","1999","direct migration background","West Germany","777","0.445099801830101","0.423909629779777","0.466289973880425"
"1","1999","direct migration background","East Germany","103","0.935588947552212","0.88971411548188","0.981463779622544"
"1","1999","indirect migration background","West Germany","208","0.483139139862483","0.44281686561674","0.523461414108226"
"1","1999","indirect migration background","East Germany","21","","",""
"2","1999","no migration background","West Germany","2","","",""
"2","1999","no migration background","East Germany","","","",""
"2","1999","direct migration background","West Germany","508","0.187430963808379","0.17079112380055","0.204070803816208"
"2","1999","direct migration background","East Germany","1","","",""
"2","1999","indirect migration background","West Germany","137","0.214557492077215","0.181432855054451","0.24768212909998"
"2","1999","indirect migration background","East Germany","","","",""
"3","1999","no migration background","West Germany","","","",""
"3","1999","no migration background","East Germany","","","",""
"3","1999","direct migration background","West Germany","77","0.0295514159157208","0.0223308081347213","0.0367720236967203"
"3","1999","direct migration background","East Germany","","","",""
"3","1999","indirect migration background","West Germany","23","","",""
"3","1999","indirect migration background","East Germany","","","",""
"4","1999","no migration background","West Germany","","","",""
"4","1999","no migration background","East Germany","","","",""
"4","1999","direct migration background","West Germany","154","0.0312899650217798","0.0238666518863142","0.0387132781572454"
"4","1999","direct migration background","East Germany","","","",""
"4","1999","indirect migration background","West Germany","61","0.0366776793938533","0.0215103603659234","0.0518449984217832"
"4","1999","indirect migration background","East Germany","","","",""
"5","1999","no migration background","West Germany","","","",""
"5","1999","no migration background","East Germany","","","",""
"5","1999","direct migration background","West Germany","228","0.0692643159886921","0.05843835893754","0.0800902730398441"
"5","1999","direct migration background","East Germany","","","",""
"5","1999","indirect migration background","West Germany","76","0.085640871419695","0.0630610227690882","0.108220720070302"
"5","1999","indirect migration background","East Germany","","","",""
"6","1999","no migration background","West Germany","","","",""
"6","1999","no migration background","East Germany","","","",""
"6","1999","direct migration background","West Germany","63","0.0149510927777437","0.00977664858334387","0.0201255369721436"
"6","1999","direct migration background","East Germany","","","",""
"6","1999","indirect migration background","West Germany","24","","",""
"6","1999","indirect migration background","East Germany","","","",""
"10","1999","no migration background","West Germany","3","","",""
"10","1999","no migration background","East Germany","1","","",""
"10","1999","direct migration background","West Germany","12","","",""
"10","1999","direct migration background","East Germany","","","",""
"10","1999","indirect migration background","West Germany","4","","",""
"10","1999","indirect migration background","East Germany","","","",""
"11","1999","no migration background","West Germany","","","",""
"11","1999","no migration background","East Germany","","","",""
"11","1999","direct migration background","West Germany","9","","",""
"11","1999","direct migration background","East Germany","","","",""
"11","1999","indirect migration background","West Germany","1","","",""
"11","1999","indirect migration background","East Germany","","","",""
"12","1999","no migration background","West Germany","","","",""
"12","1999","no migration background","East Germany","","","",""
"12","1999","direct migration background","West Germany","","","",""
"12","1999","direct migration background","East Germany","","","",""
"12","1999","indirect migration background","West Germany","","","",""
"12","1999","indirect migration background","East Germany","","","",""
"13","1999","no migration background","West Germany","","","",""
"13","1999","no migration background","East Germany","","","",""
"13","1999","direct migration background","West Germany","","","",""
"13","1999","direct migration background","East Germany","","","",""
"13","1999","indirect migration background","West Germany","","","",""
"13","1999","indirect migration background","East Germany","","","",""
"14","1999","no migration background","West Germany","","","",""
"14","1999","no migration background","East Germany","","","",""
"14","1999","direct migration background","West Germany","7","","",""
"14","1999","direct migration background","East Germany","","","",""
"14","1999","indirect migration background","West Germany","","","",""
"14","1999","indirect migration background","East Germany","","","",""
"15","1999","no migration background","West Germany","","","",""
"15","1999","no migration background","East Germany","","","",""
"15","1999","direct migration background","West Germany","","","",""
"15","1999","direct migration background","East Germany","","","",""
"15","1999","indirect migration background","West Germany","","","",""
"15","1999","indirect migration background","East Germany","","","",""
"16","1999","no migration background","West Germany","","","",""
"16","1999","no migration background","East Germany","","","",""
"16","1999","direct migration background","West Germany","","","",""
"16","1999","direct migration background","East Germany","","","",""
"16","1999","indirect migration background","West Germany","","","",""
"16","1999","indirect migration background","East Germany","","","",""
"17","1999","no migration background","West Germany","","","",""
"17","1999","no migration background","East Germany","","","",""
"17","1999","direct migration background","West Germany","","","",""
"17","1999","direct migration background","East Germany","","","",""
"17","1999","indirect migration background","West Germany","","","",""
"17","1999","indirect migration background","East Germany","","","",""
"18","1999","no migration background","West Germany","1","","",""
"18","1999","no migration background","East Germany","","","",""
"18","1999","direct migration background","West Germany","5","","",""
"18","1999","direct migration background","East Germany","","","",""
"18","1999","indirect migration background","West Germany","1","","",""
"18","1999","indirect migration background","East Germany","","","",""
"19","1999","no migration background","West Germany","","","",""
"19","1999","no migration background","East Germany","","","",""
"19","1999","direct migration background","West Germany","4","","",""
"19","1999","direct migration background","East Germany","","","",""
"19","1999","indirect migration background","West Germany","","","",""
"19","1999","indirect migration background","East Germany","","","",""
"20","1999","no migration background","West Germany","","","",""
"20","1999","no migration background","East Germany","","","",""
"20","1999","direct migration background","West Germany","1","","",""
"20","1999","direct migration background","East Germany","","","",""
"20","1999","indirect migration background","West Germany","","","",""
"20","1999","indirect migration background","East Germany","","","",""
"21","1999","no migration background","West Germany","","","",""
"21","1999","no migration background","East Germany","","","",""
"21","1999","direct migration background","West Germany","4","","",""
"21","1999","direct migration background","East Germany","","","",""
"21","1999","indirect migration background","West Germany","","","",""
"21","1999","indirect migration background","East Germany","","","",""
"22","1999","no migration background","West Germany","","","",""
"22","1999","no migration background","East Germany","","","",""
"22","1999","direct migration background","West Germany","14","","",""
"22","1999","direct migration background","East Germany","1","","",""
"22","1999","indirect migration background","West Germany","","","",""
"22","1999","indirect migration background","East Germany","","","",""
"23","1999","no migration background","West Germany","","","",""
"23","1999","no migration background","East Germany","","","",""
"23","1999","direct migration background","West Germany","2","","",""
"23","1999","direct migration background","East Germany","","","",""
"23","1999","indirect migration background","West Germany","","","",""
"23","1999","indirect migration background","East Germany","","","",""
"24","1999","no migration background","West Germany","","","",""
"24","1999","no migration background","East Germany","","","",""
"24","1999","direct migration background","West Germany","","","",""
"24","1999","direct migration background","East Germany","","","",""
"24","1999","indirect migration background","West Germany","","","",""
"24","1999","indirect migration background","East Germany","","","",""
"25","1999","no migration background","West Germany","","","",""
"25","1999","no migration background","East Germany","","","",""
"25","1999","direct migration background","West Germany","","","",""
"25","1999","direct migration background","East Germany","","","",""
"25","1999","indirect migration background","West Germany","","","",""
"25","1999","indirect migration background","East Germany","","","",""
"26","1999","no migration background","West Germany","","","",""
"26","1999","no migration background","East Germany","","","",""
"26","1999","direct migration background","West Germany","2","","",""
"26","1999","direct migration background","East Germany","","","",""
"26","1999","indirect migration background","West Germany","","","",""
"26","1999","indirect migration background","East Germany","","","",""
"27","1999","no migration background","West Germany","","","",""
"27","1999","no migration background","East Germany","","","",""
"27","1999","direct migration background","West Germany","","","",""
"27","1999","direct migration background","East Germany","","","",""
"27","1999","indirect migration background","West Germany","","","",""
"27","1999","indirect migration background","East Germany","","","",""
"28","1999","no migration background","West Germany","","","",""
"28","1999","no migration background","East Germany","","","",""
"28","1999","direct migration background","West Germany","10","","",""
"28","1999","direct migration background","East Germany","","","",""
"28","1999","indirect migration background","West Germany","1","","",""
"28","1999","indirect migration background","East Germany","","","",""
"29","1999","no migration background","West Germany","","","",""
"29","1999","no migration background","East Germany","","","",""
"29","1999","direct migration background","West Germany","","","",""
"29","1999","direct migration background","East Germany","1","","",""
"29","1999","indirect migration background","West Germany","","","",""
"29","1999","indirect migration background","East Germany","","","",""
"30","1999","no migration background","West Germany","","","",""
"30","1999","no migration background","East Germany","","","",""
"30","1999","direct migration background","West Germany","","","",""
"30","1999","direct migration background","East Germany","","","",""
"30","1999","indirect migration background","West Germany","","","",""
"30","1999","indirect migration background","East Germany","","","",""
"31","1999","no migration background","West Germany","","","",""
"31","1999","no migration background","East Germany","","","",""
"31","1999","direct migration background","West Germany","1","","",""
"31","1999","direct migration background","East Germany","","","",""
"31","1999","indirect migration background","West Germany","","","",""
"31","1999","indirect migration background","East Germany","","","",""
"32","1999","no migration background","West Germany","","","",""
"32","1999","no migration background","East Germany","","","",""
"32","1999","direct migration background","West Germany","3","","",""
"32","1999","direct migration background","East Germany","2","","",""
"32","1999","indirect migration background","West Germany","","","",""
"32","1999","indirect migration background","East Germany","","","",""
"34","1999","no migration background","West Germany","","","",""
"34","1999","no migration background","East Germany","","","",""
"34","1999","direct migration background","West Germany","","","",""
"34","1999","direct migration background","East Germany","","","",""
"34","1999","indirect migration background","West Germany","","","",""
"34","1999","indirect migration background","East Germany","","","",""
"35","1999","no migration background","West Germany","","","",""
"35","1999","no migration background","East Germany","","","",""
"35","1999","direct migration background","West Germany","","","",""
"35","1999","direct migration background","East Germany","","","",""
"35","1999","indirect migration background","West Germany","","","",""
"35","1999","indirect migration background","East Germany","","","",""
"36","1999","no migration background","West Germany","","","",""
"36","1999","no migration background","East Germany","","","",""
"36","1999","direct migration background","West Germany","","","",""
"36","1999","direct migration background","East Germany","","","",""
"36","1999","indirect migration background","West Germany","","","",""
"36","1999","indirect migration background","East Germany","","","",""
"37","1999","no migration background","West Germany","","","",""
"37","1999","no migration background","East Germany","","","",""
"37","1999","direct migration background","West Germany","","","",""
"37","1999","direct migration background","East Germany","","","",""
"37","1999","indirect migration background","West Germany","","","",""
"37","1999","indirect migration background","East Germany","","","",""
"38","1999","no migration background","West Germany","","","",""
"38","1999","no migration background","East Germany","","","",""
"38","1999","direct migration background","West Germany","2","","",""
"38","1999","direct migration background","East Germany","","","",""
"38","1999","indirect migration background","West Germany","","","",""
"38","1999","indirect migration background","East Germany","","","",""
"39","1999","no migration background","West Germany","","","",""
"39","1999","no migration background","East Germany","","","",""
"39","1999","direct migration background","West Germany","","","",""
"39","1999","direct migration background","East Germany","","","",""
"39","1999","indirect migration background","West Germany","","","",""
"39","1999","indirect migration background","East Germany","","","",""
"40","1999","no migration background","West Germany","","","",""
"40","1999","no migration background","East Germany","","","",""
"40","1999","direct migration background","West Germany","1","","",""
"40","1999","direct migration background","East Germany","","","",""
"40","1999","indirect migration background","West Germany","","","",""
"40","1999","indirect migration background","East Germany","","","",""
"41","1999","no migration background","West Germany","","","",""
"41","1999","no migration background","East Germany","","","",""
"41","1999","direct migration background","West Germany","1","","",""
"41","1999","direct migration background","East Germany","","","",""
"41","1999","indirect migration background","West Germany","","","",""
"41","1999","indirect migration background","East Germany","","","",""
"42","1999","no migration background","West Germany","","","",""
"42","1999","no migration background","East Germany","","","",""
"42","1999","direct migration background","West Germany","","","",""
"42","1999","direct migration background","East Germany","","","",""
"42","1999","indirect migration background","West Germany","","","",""
"42","1999","indirect migration background","East Germany","","","",""
"43","1999","no migration background","West Germany","","","",""
"43","1999","no migration background","East Germany","","","",""
"43","1999","direct migration background","West Germany","","","",""
"43","1999","direct migration background","East Germany","","","",""
"43","1999","indirect migration background","West Germany","","","",""
"43","1999","indirect migration background","East Germany","","","",""
"44","1999","no migration background","West Germany","","","",""
"44","1999","no migration background","East Germany","","","",""
"44","1999","direct migration background","West Germany","","","",""
"44","1999","direct migration background","East Germany","","","",""
"44","1999","indirect migration background","West Germany","","","",""
"44","1999","indirect migration background","East Germany","","","",""
"45","1999","no migration background","West Germany","","","",""
"45","1999","no migration background","East Germany","","","",""
"45","1999","direct migration background","West Germany","","","",""
"45","1999","direct migration background","East Germany","","","",""
"45","1999","indirect migration background","West Germany","","","",""
"45","1999","indirect migration background","East Germany","","","",""
"46","1999","no migration background","West Germany","","","",""
"46","1999","no migration background","East Germany","","","",""
"46","1999","direct migration background","West Germany","","","",""
"46","1999","direct migration background","East Germany","","","",""
"46","1999","indirect migration background","West Germany","","","",""
"46","1999","indirect migration background","East Germany","","","",""
"47","1999","no migration background","West Germany","","","",""
"47","1999","no migration background","East Germany","","","",""
"47","1999","direct migration background","West Germany","","","",""
"47","1999","direct migration background","East Germany","","","",""
"47","1999","indirect migration background","West Germany","","","",""
"47","1999","indirect migration background","East Germany","","","",""
"48","1999","no migration background","West Germany","","","",""
"48","1999","no migration background","East Germany","","","",""
"48","1999","direct migration background","West Germany","","","",""
"48","1999","direct migration background","East Germany","","","",""
"48","1999","indirect migration background","West Germany","","","",""
"48","1999","indirect migration background","East Germany","","","",""
"49","1999","no migration background","West Germany","","","",""
"49","1999","no migration background","East Germany","","","",""
"49","1999","direct migration background","West Germany","","","",""
"49","1999","direct migration background","East Germany","","","",""
"49","1999","indirect migration background","West Germany","","","",""
"49","1999","indirect migration background","East Germany","","","",""
"50","1999","no migration background","West Germany","","","",""
"50","1999","no migration background","East Germany","","","",""
"50","1999","direct migration background","West Germany","","","",""
"50","1999","direct migration background","East Germany","","","",""
"50","1999","indirect migration background","West Germany","","","",""
"50","1999","indirect migration background","East Germany","","","",""
"51","1999","no migration background","West Germany","","","",""
"51","1999","no migration background","East Germany","","","",""
"51","1999","direct migration background","West Germany","1","","",""
"51","1999","direct migration background","East Germany","","","",""
"51","1999","indirect migration background","West Germany","","","",""
"51","1999","indirect migration background","East Germany","","","",""
"52","1999","no migration background","West Germany","","","",""
"52","1999","no migration background","East Germany","","","",""
"52","1999","direct migration background","West Germany","","","",""
"52","1999","direct migration background","East Germany","","","",""
"52","1999","indirect migration background","West Germany","","","",""
"52","1999","indirect migration background","East Germany","","","",""
"53","1999","no migration background","West Germany","","","",""
"53","1999","no migration background","East Germany","","","",""
"53","1999","direct migration background","West Germany","1","","",""
"53","1999","direct migration background","East Germany","","","",""
"53","1999","indirect migration background","West Germany","","","",""
"53","1999","indirect migration background","East Germany","","","",""
"54","1999","no migration background","West Germany","","","",""
"54","1999","no migration background","East Germany","","","",""
"54","1999","direct migration background","West Germany","","","",""
"54","1999","direct migration background","East Germany","","","",""
"54","1999","indirect migration background","West Germany","","","",""
"54","1999","indirect migration background","East Germany","","","",""
"55","1999","no migration background","West Germany","","","",""
"55","1999","no migration background","East Germany","","","",""
"55","1999","direct migration background","West Germany","2","","",""
"55","1999","direct migration background","East Germany","","","",""
"55","1999","indirect migration background","West Germany","1","","",""
"55","1999","indirect migration background","East Germany","","","",""
"56","1999","no migration background","West Germany","","","",""
"56","1999","no migration background","East Germany","","","",""
"56","1999","direct migration background","West Germany","","","",""
"56","1999","direct migration background","East Germany","","","",""
"56","1999","indirect migration background","West Germany","","","",""
"56","1999","indirect migration background","East Germany","","","",""
"59","1999","no migration background","West Germany","","","",""
"59","1999","no migration background","East Germany","","","",""
"59","1999","direct migration background","West Germany","","","",""
"59","1999","direct migration background","East Germany","","","",""
"59","1999","indirect migration background","West Germany","","","",""
"59","1999","indirect migration background","East Germany","","","",""
"60","1999","no migration background","West Germany","","","",""
"60","1999","no migration background","East Germany","","","",""
"60","1999","direct migration background","West Germany","","","",""
"60","1999","direct migration background","East Germany","","","",""
"60","1999","indirect migration background","West Germany","","","",""
"60","1999","indirect migration background","East Germany","","","",""
"61","1999","no migration background","West Germany","","","",""
"61","1999","no migration background","East Germany","","","",""
"61","1999","direct migration background","West Germany","1","","",""
"61","1999","direct migration background","East Germany","","","",""
"61","1999","indirect migration background","West Germany","","","",""
"61","1999","indirect migration background","East Germany","","","",""
"64","1999","no migration background","West Germany","","","",""
"64","1999","no migration background","East Germany","","","",""
"64","1999","direct migration background","West Germany","","","",""
"64","1999","direct migration background","East Germany","","","",""
"64","1999","indirect migration background","West Germany","","","",""
"64","1999","indirect migration background","East Germany","","","",""
"65","1999","no migration background","West Germany","","","",""
"65","1999","no migration background","East Germany","","","",""
"65","1999","direct migration background","West Germany","2","","",""
"65","1999","direct migration background","East Germany","","","",""
"65","1999","indirect migration background","West Germany","","","",""
"65","1999","indirect migration background","East Germany","","","",""
"66","1999","no migration background","West Germany","","","",""
"66","1999","no migration background","East Germany","","","",""
"66","1999","direct migration background","West Germany","","","",""
"66","1999","direct migration background","East Germany","","","",""
"66","1999","indirect migration background","West Germany","","","",""
"66","1999","indirect migration background","East Germany","","","",""
"67","1999","no migration background","West Germany","","","",""
"67","1999","no migration background","East Germany","","","",""
"67","1999","direct migration background","West Germany","2","","",""
"67","1999","direct migration background","East Germany","","","",""
"67","1999","indirect migration background","West Germany","","","",""
"67","1999","indirect migration background","East Germany","","","",""
"68","1999","no migration background","West Germany","","","",""
"68","1999","no migration background","East Germany","","","",""
"68","1999","direct migration background","West Germany","","","",""
"68","1999","direct migration background","East Germany","","","",""
"68","1999","indirect migration background","West Germany","","","",""
"68","1999","indirect migration background","East Germany","","","",""
"71","1999","no migration background","West Germany","","","",""
"71","1999","no migration background","East Germany","","","",""
"71","1999","direct migration background","West Germany","","","",""
"71","1999","direct migration background","East Germany","","","",""
"71","1999","indirect migration background","West Germany","","","",""
"71","1999","indirect migration background","East Germany","","","",""
"72","1999","no migration background","West Germany","","","",""
"72","1999","no migration background","East Germany","","","",""
"72","1999","direct migration background","West Germany","","","",""
"72","1999","direct migration background","East Germany","","","",""
"72","1999","indirect migration background","West Germany","","","",""
"72","1999","indirect migration background","East Germany","","","",""
"73","1999","no migration background","West Germany","","","",""
"73","1999","no migration background","East Germany","","","",""
"73","1999","direct migration background","West Germany","","","",""
"73","1999","direct migration background","East Germany","","","",""
"73","1999","indirect migration background","West Germany","","","",""
"73","1999","indirect migration background","East Germany","","","",""
"74","1999","no migration background","West Germany","","","",""
"74","1999","no migration background","East Germany","","","",""
"74","1999","direct migration background","West Germany","1","","",""
"74","1999","direct migration background","East Germany","","","",""
"74","1999","indirect migration background","West Germany","","","",""
"74","1999","indirect migration background","East Germany","","","",""
"75","1999","no migration background","West Germany","","","",""
"75","1999","no migration background","East Germany","","","",""
"75","1999","direct migration background","West Germany","2","","",""
"75","1999","direct migration background","East Germany","","","",""
"75","1999","indirect migration background","West Germany","1","","",""
"75","1999","indirect migration background","East Germany","","","",""
"76","1999","no migration background","West Germany","","","",""
"76","1999","no migration background","East Germany","","","",""
"76","1999","direct migration background","West Germany","","","",""
"76","1999","direct migration background","East Germany","","","",""
"76","1999","indirect migration background","West Germany","","","",""
"76","1999","indirect migration background","East Germany","","","",""
"77","1999","no migration background","West Germany","","","",""
"77","1999","no migration background","East Germany","","","",""
"77","1999","direct migration background","West Germany","1","","",""
"77","1999","direct migration background","East Germany","","","",""
"77","1999","indirect migration background","West Germany","","","",""
"77","1999","indirect migration background","East Germany","","","",""
"78","1999","no migration background","West Germany","","","",""
"78","1999","no migration background","East Germany","","","",""
"78","1999","direct migration background","West Germany","","","",""
"78","1999","direct migration background","East Germany","","","",""
"78","1999","indirect migration background","West Germany","","","",""
"78","1999","indirect migration background","East Germany","","","",""
"79","1999","no migration background","West Germany","","","",""
"79","1999","no migration background","East Germany","","","",""
"79","1999","direct migration background","West Germany","","","",""
"79","1999","direct migration background","East Germany","1","","",""
"79","1999","indirect migration background","West Germany","","","",""
"79","1999","indirect migration background","East Germany","","","",""
"80","1999","no migration background","West Germany","","","",""
"80","1999","no migration background","East Germany","","","",""
"80","1999","direct migration background","West Germany","","","",""
"80","1999","direct migration background","East Germany","","","",""
"80","1999","indirect migration background","West Germany","","","",""
"80","1999","indirect migration background","East Germany","","","",""
"81","1999","no migration background","West Germany","","","",""
"81","1999","no migration background","East Germany","","","",""
"81","1999","direct migration background","West Germany","","","",""
"81","1999","direct migration background","East Germany","","","",""
"81","1999","indirect migration background","West Germany","","","",""
"81","1999","indirect migration background","East Germany","","","",""
"82","1999","no migration background","West Germany","","","",""
"82","1999","no migration background","East Germany","","","",""
"82","1999","direct migration background","West Germany","","","",""
"82","1999","direct migration background","East Germany","","","",""
"82","1999","indirect migration background","West Germany","","","",""
"82","1999","indirect migration background","East Germany","","","",""
"83","1999","no migration background","West Germany","","","",""
"83","1999","no migration background","East Germany","","","",""
"83","1999","direct migration background","West Germany","2","","",""
"83","1999","direct migration background","East Germany","","","",""
"83","1999","indirect migration background","West Germany","","","",""
"83","1999","indirect migration background","East Germany","","","",""
"84","1999","no migration background","West Germany","","","",""
"84","1999","no migration background","East Germany","","","",""
"84","1999","direct migration background","West Germany","","","",""
"84","1999","direct migration background","East Germany","","","",""
"84","1999","indirect migration background","West Germany","","","",""
"84","1999","indirect migration background","East Germany","","","",""
"85","1999","no migration background","West Germany","","","",""
"85","1999","no migration background","East Germany","","","",""
"85","1999","direct migration background","West Germany","","","",""
"85","1999","direct migration background","East Germany","","","",""
"85","1999","indirect migration background","West Germany","","","",""
"85","1999","indirect migration background","East Germany","","","",""
"86","1999","no migration background","West Germany","","","",""
"86","1999","no migration background","East Germany","","","",""
"86","1999","direct migration background","West Germany","","","",""
"86","1999","direct migration background","East Germany","","","",""
"86","1999","indirect migration background","West Germany","","","",""
"86","1999","indirect migration background","East Germany","","","",""
"89","1999","no migration background","West Germany","","","",""
"89","1999","no migration background","East Germany","","","",""
"89","1999","direct migration background","West Germany","3","","",""
"89","1999","direct migration background","East Germany","","","",""
"89","1999","indirect migration background","West Germany","","","",""
"89","1999","indirect migration background","East Germany","","","",""
"90","1999","no migration background","West Germany","","","",""
"90","1999","no migration background","East Germany","","","",""
"90","1999","direct migration background","West Germany","","","",""
"90","1999","direct migration background","East Germany","","","",""
"90","1999","indirect migration background","West Germany","","","",""
"90","1999","indirect migration background","East Germany","","","",""
"92","1999","no migration background","West Germany","","","",""
"92","1999","no migration background","East Germany","","","",""
"92","1999","direct migration background","West Germany","","","",""
"92","1999","direct migration background","East Germany","","","",""
"92","1999","indirect migration background","West Germany","","","",""
"92","1999","indirect migration background","East Germany","","","",""
"94","1999","no migration background","West Germany","","","",""
"94","1999","no migration background","East Germany","","","",""
"94","1999","direct migration background","West Germany","","","",""
"94","1999","direct migration background","East Germany","","","",""
"94","1999","indirect migration background","West Germany","","","",""
"94","1999","indirect migration background","East Germany","","","",""
"95","1999","no migration background","West Germany","","","",""
"95","1999","no migration background","East Germany","","","",""
"95","1999","direct migration background","West Germany","","","",""
"95","1999","direct migration background","East Germany","","","",""
"95","1999","indirect migration background","West Germany","","","",""
"95","1999","indirect migration background","East Germany","","","",""
"96","1999","no migration background","West Germany","","","",""
"96","1999","no migration background","East Germany","","","",""
"96","1999","direct migration background","West Germany","","","",""
"96","1999","direct migration background","East Germany","","","",""
"96","1999","indirect migration background","West Germany","","","",""
"96","1999","indirect migration background","East Germany","","","",""
"97","1999","no migration background","West Germany","","","",""
"97","1999","no migration background","East Germany","","","",""
"97","1999","direct migration background","West Germany","","","",""
"97","1999","direct migration background","East Germany","","","",""
"97","1999","indirect migration background","West Germany","","","",""
"97","1999","indirect migration background","East Germany","","","",""
"98","1999","no migration background","West Germany","","","",""
"98","1999","no migration background","East Germany","","","",""
"98","1999","direct migration background","West Germany","1","","",""
"98","1999","direct migration background","East Germany","","","",""
"98","1999","indirect migration background","West Germany","","","",""
"98","1999","indirect migration background","East Germany","","","",""
"101","1999","no migration background","West Germany","","","",""
"101","1999","no migration background","East Germany","","","",""
"101","1999","direct migration background","West Germany","","","",""
"101","1999","direct migration background","East Germany","","","",""
"101","1999","indirect migration background","West Germany","","","",""
"101","1999","indirect migration background","East Germany","","","",""
"102","1999","no migration background","West Germany","","","",""
"102","1999","no migration background","East Germany","","","",""
"102","1999","direct migration background","West Germany","","","",""
"102","1999","direct migration background","East Germany","","","",""
"102","1999","indirect migration background","West Germany","","","",""
"102","1999","indirect migration background","East Germany","","","",""
"103","1999","no migration background","West Germany","","","",""
"103","1999","no migration background","East Germany","","","",""
"103","1999","direct migration background","West Germany","1","","",""
"103","1999","direct migration background","East Germany","","","",""
"103","1999","indirect migration background","West Germany","","","",""
"103","1999","indirect migration background","East Germany","","","",""
"105","1999","no migration background","West Germany","","","",""
"105","1999","no migration background","East Germany","","","",""
"105","1999","direct migration background","West Germany","","","",""
"105","1999","direct migration background","East Germany","","","",""
"105","1999","indirect migration background","West Germany","","","",""
"105","1999","indirect migration background","East Germany","","","",""
"108","1999","no migration background","West Germany","","","",""
"108","1999","no migration background","East Germany","","","",""
"108","1999","direct migration background","West Germany","","","",""
"108","1999","direct migration background","East Germany","","","",""
"108","1999","indirect migration background","West Germany","","","",""
"108","1999","indirect migration background","East Germany","","","",""
"110","1999","no migration background","West Germany","","","",""
"110","1999","no migration background","East Germany","","","",""
"110","1999","direct migration background","West Germany","","","",""
"110","1999","direct migration background","East Germany","","","",""
"110","1999","indirect migration background","West Germany","","","",""
"110","1999","indirect migration background","East Germany","","","",""
"111","1999","no migration background","West Germany","","","",""
"111","1999","no migration background","East Germany","","","",""
"111","1999","direct migration background","West Germany","","","",""
