"pgnation","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"119","2002","higher vocational","Rural Area","1","","",""
"119","2002","higher education","Urban Area","2","","",""
"119","2002","higher education","Rural Area","2","","",""
"120","2002","in school","Urban Area","1","","",""
"120","2002","in school","Rural Area","","","",""
"120","2002","inadequately","Urban Area","4","","",""
"120","2002","inadequately","Rural Area","","","",""
"120","2002","general elemantary","Urban Area","15","","",""
"120","2002","general elemantary","Rural Area","2","","",""
"120","2002","middle vocational","Urban Area","22","","",""
"120","2002","middle vocational","Rural Area","4","","",""
"120","2002","vocational + Abi","Urban Area","7","","",""
"120","2002","vocational + Abi","Rural Area","","","",""
"120","2002","higher vocational","Urban Area","1","","",""
"120","2002","higher vocational","Rural Area","1","","",""
"120","2002","higher education","Urban Area","4","","",""
"120","2002","higher education","Rural Area","","","",""
"121","2002","in school","Urban Area","1","","",""
"121","2002","in school","Rural Area","","","",""
"121","2002","inadequately","Urban Area","1","","",""
"121","2002","inadequately","Rural Area","1","","",""
"121","2002","general elemantary","Urban Area","3","","",""
"121","2002","general elemantary","Rural Area","1","","",""
"121","2002","middle vocational","Urban Area","8","","",""
"121","2002","middle vocational","Rural Area","2","","",""
"121","2002","vocational + Abi","Urban Area","1","","",""
"121","2002","vocational + Abi","Rural Area","","","",""
"121","2002","higher vocational","Urban Area","2","","",""
"121","2002","higher vocational","Rural Area","1","","",""
"121","2002","higher education","Urban Area","2","","",""
"121","2002","higher education","Rural Area","","","",""
"122","2002","in school","Urban Area","","","",""
"122","2002","in school","Rural Area","","","",""
"122","2002","inadequately","Urban Area","","","",""
"122","2002","inadequately","Rural Area","","","",""
"122","2002","general elemantary","Urban Area","3","","",""
"122","2002","general elemantary","Rural Area","","","",""
"122","2002","middle vocational","Urban Area","1","","",""
"122","2002","middle vocational","Rural Area","","","",""
"122","2002","vocational + Abi","Urban Area","3","","",""
"122","2002","vocational + Abi","Rural Area","","","",""
"122","2002","higher vocational","Urban Area","","","",""
"122","2002","higher vocational","Rural Area","","","",""
"122","2002","higher education","Urban Area","1","","",""
"122","2002","higher education","Rural Area","","","",""
"123","2002","in school","Urban Area","","","",""
"123","2002","in school","Rural Area","","","",""
"123","2002","inadequately","Urban Area","","","",""
"123","2002","inadequately","Rural Area","","","",""
"123","2002","general elemantary","Urban Area","","","",""
"123","2002","general elemantary","Rural Area","","","",""
"123","2002","middle vocational","Urban Area","","","",""
"123","2002","middle vocational","Rural Area","","","",""
"123","2002","vocational + Abi","Urban Area","","","",""
"123","2002","vocational + Abi","Rural Area","","","",""
"123","2002","higher vocational","Urban Area","","","",""
"123","2002","higher vocational","Rural Area","","","",""
"123","2002","higher education","Urban Area","","","",""
"123","2002","higher education","Rural Area","1","","",""
"124","2002","in school","Urban Area","","","",""
"124","2002","in school","Rural Area","","","",""
"124","2002","inadequately","Urban Area","","","",""
"124","2002","inadequately","Rural Area","","","",""
"124","2002","general elemantary","Urban Area","","","",""
"124","2002","general elemantary","Rural Area","","","",""
"124","2002","middle vocational","Urban Area","","","",""
"124","2002","middle vocational","Rural Area","","","",""
"124","2002","vocational + Abi","Urban Area","","","",""
"124","2002","vocational + Abi","Rural Area","","","",""
"124","2002","higher vocational","Urban Area","","","",""
"124","2002","higher vocational","Rural Area","","","",""
"124","2002","higher education","Urban Area","","","",""
"124","2002","higher education","Rural Area","","","",""
"125","2002","in school","Urban Area","","","",""
"125","2002","in school","Rural Area","","","",""
"125","2002","inadequately","Urban Area","","","",""
"125","2002","inadequately","Rural Area","","","",""
"125","2002","general elemantary","Urban Area","","","",""
"125","2002","general elemantary","Rural Area","","","",""
"125","2002","middle vocational","Urban Area","","","",""
"125","2002","middle vocational","Rural Area","","","",""
"125","2002","vocational + Abi","Urban Area","","","",""
"125","2002","vocational + Abi","Rural Area","","","",""
"125","2002","higher vocational","Urban Area","","","",""
"125","2002","higher vocational","Rural Area","","","",""
"125","2002","higher education","Urban Area","","","",""
"125","2002","higher education","Rural Area","","","",""
"127","2002","in school","Urban Area","","","",""
"127","2002","in school","Rural Area","","","",""
"127","2002","inadequately","Urban Area","","","",""
"127","2002","inadequately","Rural Area","","","",""
"127","2002","general elemantary","Urban Area","","","",""
"127","2002","general elemantary","Rural Area","","","",""
"127","2002","middle vocational","Urban Area","","","",""
"127","2002","middle vocational","Rural Area","","","",""
"127","2002","vocational + Abi","Urban Area","","","",""
"127","2002","vocational + Abi","Rural Area","","","",""
"127","2002","higher vocational","Urban Area","","","",""
"127","2002","higher vocational","Rural Area","","","",""
"127","2002","higher education","Urban Area","","","",""
"127","2002","higher education","Rural Area","","","",""
"128","2002","in school","Urban Area","","","",""
"128","2002","in school","Rural Area","","","",""
"128","2002","inadequately","Urban Area","","","",""
"128","2002","inadequately","Rural Area","","","",""
"128","2002","general elemantary","Urban Area","","","",""
"128","2002","general elemantary","Rural Area","","","",""
"128","2002","middle vocational","Urban Area","","","",""
"128","2002","middle vocational","Rural Area","","","",""
"128","2002","vocational + Abi","Urban Area","","","",""
"128","2002","vocational + Abi","Rural Area","","","",""
"128","2002","higher vocational","Urban Area","","","",""
"128","2002","higher vocational","Rural Area","","","",""
"128","2002","higher education","Urban Area","","","",""
"128","2002","higher education","Rural Area","","","",""
"129","2002","in school","Urban Area","","","",""
"129","2002","in school","Rural Area","","","",""
"129","2002","inadequately","Urban Area","","","",""
"129","2002","inadequately","Rural Area","","","",""
"129","2002","general elemantary","Urban Area","","","",""
"129","2002","general elemantary","Rural Area","","","",""
"129","2002","middle vocational","Urban Area","","","",""
"129","2002","middle vocational","Rural Area","","","",""
"129","2002","vocational + Abi","Urban Area","","","",""
"129","2002","vocational + Abi","Rural Area","","","",""
"129","2002","higher vocational","Urban Area","","","",""
"129","2002","higher vocational","Rural Area","","","",""
"129","2002","higher education","Urban Area","","","",""
"129","2002","higher education","Rural Area","","","",""
"130","2002","in school","Urban Area","","","",""
"130","2002","in school","Rural Area","","","",""
"130","2002","inadequately","Urban Area","","","",""
"130","2002","inadequately","Rural Area","","","",""
"130","2002","general elemantary","Urban Area","","","",""
"130","2002","general elemantary","Rural Area","","","",""
"130","2002","middle vocational","Urban Area","","","",""
"130","2002","middle vocational","Rural Area","","","",""
"130","2002","vocational + Abi","Urban Area","","","",""
"130","2002","vocational + Abi","Rural Area","","","",""
"130","2002","higher vocational","Urban Area","","","",""
"130","2002","higher vocational","Rural Area","","","",""
"130","2002","higher education","Urban Area","","","",""
"130","2002","higher education","Rural Area","1","","",""
"131","2002","in school","Urban Area","","","",""
"131","2002","in school","Rural Area","","","",""
"131","2002","inadequately","Urban Area","","","",""
"131","2002","inadequately","Rural Area","","","",""
"131","2002","general elemantary","Urban Area","","","",""
"131","2002","general elemantary","Rural Area","","","",""
"131","2002","middle vocational","Urban Area","","","",""
"131","2002","middle vocational","Rural Area","","","",""
"131","2002","vocational + Abi","Urban Area","","","",""
"131","2002","vocational + Abi","Rural Area","","","",""
"131","2002","higher vocational","Urban Area","","","",""
"131","2002","higher vocational","Rural Area","","","",""
"131","2002","higher education","Urban Area","","","",""
"131","2002","higher education","Rural Area","","","",""
"132","2002","in school","Urban Area","","","",""
"132","2002","in school","Rural Area","","","",""
"132","2002","inadequately","Urban Area","","","",""
"132","2002","inadequately","Rural Area","","","",""
"132","2002","general elemantary","Urban Area","","","",""
"132","2002","general elemantary","Rural Area","","","",""
"132","2002","middle vocational","Urban Area","","","",""
"132","2002","middle vocational","Rural Area","","","",""
"132","2002","vocational + Abi","Urban Area","","","",""
"132","2002","vocational + Abi","Rural Area","","","",""
"132","2002","higher vocational","Urban Area","","","",""
"132","2002","higher vocational","Rural Area","","","",""
"132","2002","higher education","Urban Area","1","","",""
"132","2002","higher education","Rural Area","1","","",""
"133","2002","in school","Urban Area","","","",""
"133","2002","in school","Rural Area","","","",""
"133","2002","inadequately","Urban Area","","","",""
"133","2002","inadequately","Rural Area","","","",""
"133","2002","general elemantary","Urban Area","","","",""
"133","2002","general elemantary","Rural Area","","","",""
"133","2002","middle vocational","Urban Area","","","",""
"133","2002","middle vocational","Rural Area","","","",""
"133","2002","vocational + Abi","Urban Area","","","",""
"133","2002","vocational + Abi","Rural Area","","","",""
"133","2002","higher vocational","Urban Area","","","",""
"133","2002","higher vocational","Rural Area","","","",""
"133","2002","higher education","Urban Area","","","",""
"133","2002","higher education","Rural Area","","","",""
"135","2002","in school","Urban Area","","","",""
"135","2002","in school","Rural Area","","","",""
"135","2002","inadequately","Urban Area","","","",""
"135","2002","inadequately","Rural Area","","","",""
"135","2002","general elemantary","Urban Area","","","",""
"135","2002","general elemantary","Rural Area","","","",""
"135","2002","middle vocational","Urban Area","","","",""
"135","2002","middle vocational","Rural Area","","","",""
"135","2002","vocational + Abi","Urban Area","","","",""
"135","2002","vocational + Abi","Rural Area","","","",""
"135","2002","higher vocational","Urban Area","","","",""
"135","2002","higher vocational","Rural Area","","","",""
"135","2002","higher education","Urban Area","","","",""
"135","2002","higher education","Rural Area","","","",""
"138","2002","in school","Urban Area","","","",""
"138","2002","in school","Rural Area","","","",""
"138","2002","inadequately","Urban Area","","","",""
"138","2002","inadequately","Rural Area","","","",""
"138","2002","general elemantary","Urban Area","","","",""
"138","2002","general elemantary","Rural Area","","","",""
"138","2002","middle vocational","Urban Area","1","","",""
"138","2002","middle vocational","Rural Area","","","",""
"138","2002","vocational + Abi","Urban Area","","","",""
"138","2002","vocational + Abi","Rural Area","","","",""
"138","2002","higher vocational","Urban Area","","","",""
"138","2002","higher vocational","Rural Area","","","",""
"138","2002","higher education","Urban Area","","","",""
"138","2002","higher education","Rural Area","","","",""
"139","2002","in school","Urban Area","","","",""
"139","2002","in school","Rural Area","","","",""
"139","2002","inadequately","Urban Area","","","",""
"139","2002","inadequately","Rural Area","","","",""
"139","2002","general elemantary","Urban Area","","","",""
"139","2002","general elemantary","Rural Area","","","",""
"139","2002","middle vocational","Urban Area","","","",""
"139","2002","middle vocational","Rural Area","","","",""
"139","2002","vocational + Abi","Urban Area","","","",""
"139","2002","vocational + Abi","Rural Area","","","",""
"139","2002","higher vocational","Urban Area","","","",""
"139","2002","higher vocational","Rural Area","","","",""
"139","2002","higher education","Urban Area","1","","",""
"139","2002","higher education","Rural Area","","","",""
"140","2002","in school","Urban Area","1","","",""
"140","2002","in school","Rural Area","","","",""
"140","2002","inadequately","Urban Area","1","","",""
"140","2002","inadequately","Rural Area","2","","",""
"140","2002","general elemantary","Urban Area","5","","",""
"140","2002","general elemantary","Rural Area","1","","",""
"140","2002","middle vocational","Urban Area","7","","",""
"140","2002","middle vocational","Rural Area","","","",""
"140","2002","vocational + Abi","Urban Area","","","",""
"140","2002","vocational + Abi","Rural Area","1","","",""
"140","2002","higher vocational","Urban Area","","","",""
"140","2002","higher vocational","Rural Area","","","",""
"140","2002","higher education","Urban Area","","","",""
"140","2002","higher education","Rural Area","","","",""
"141","2002","in school","Urban Area","","","",""
"141","2002","in school","Rural Area","","","",""
"141","2002","inadequately","Urban Area","","","",""
"141","2002","inadequately","Rural Area","","","",""
"141","2002","general elemantary","Urban Area","","","",""
"141","2002","general elemantary","Rural Area","","","",""
"141","2002","middle vocational","Urban Area","","","",""
"141","2002","middle vocational","Rural Area","","","",""
"141","2002","vocational + Abi","Urban Area","","","",""
"141","2002","vocational + Abi","Rural Area","","","",""
"141","2002","higher vocational","Urban Area","","","",""
"141","2002","higher vocational","Rural Area","","","",""
"141","2002","higher education","Urban Area","","","",""
"141","2002","higher education","Rural Area","","","",""
"142","2002","in school","Urban Area","","","",""
"142","2002","in school","Rural Area","","","",""
"142","2002","inadequately","Urban Area","","","",""
"142","2002","inadequately","Rural Area","","","",""
"142","2002","general elemantary","Urban Area","","","",""
"142","2002","general elemantary","Rural Area","","","",""
"142","2002","middle vocational","Urban Area","","","",""
"142","2002","middle vocational","Rural Area","","","",""
"142","2002","vocational + Abi","Urban Area","","","",""
"142","2002","vocational + Abi","Rural Area","","","",""
"142","2002","higher vocational","Urban Area","","","",""
"142","2002","higher vocational","Rural Area","","","",""
"142","2002","higher education","Urban Area","","","",""
"142","2002","higher education","Rural Area","","","",""
"143","2002","in school","Urban Area","","","",""
"143","2002","in school","Rural Area","","","",""
"143","2002","inadequately","Urban Area","","","",""
"143","2002","inadequately","Rural Area","","","",""
"143","2002","general elemantary","Urban Area","","","",""
"143","2002","general elemantary","Rural Area","","","",""
"143","2002","middle vocational","Urban Area","","","",""
"143","2002","middle vocational","Rural Area","","","",""
"143","2002","vocational + Abi","Urban Area","","","",""
"143","2002","vocational + Abi","Rural Area","","","",""
"143","2002","higher vocational","Urban Area","","","",""
"143","2002","higher vocational","Rural Area","","","",""
"143","2002","higher education","Urban Area","","","",""
"143","2002","higher education","Rural Area","","","",""
"144","2002","in school","Urban Area","","","",""
"144","2002","in school","Rural Area","","","",""
"144","2002","inadequately","Urban Area","","","",""
"144","2002","inadequately","Rural Area","","","",""
"144","2002","general elemantary","Urban Area","","","",""
"144","2002","general elemantary","Rural Area","","","",""
"144","2002","middle vocational","Urban Area","","","",""
"144","2002","middle vocational","Rural Area","","","",""
"144","2002","vocational + Abi","Urban Area","","","",""
"144","2002","vocational + Abi","Rural Area","","","",""
"144","2002","higher vocational","Urban Area","","","",""
"144","2002","higher vocational","Rural Area","","","",""
"144","2002","higher education","Urban Area","","","",""
"144","2002","higher education","Rural Area","","","",""
"145","2002","in school","Urban Area","","","",""
"145","2002","in school","Rural Area","","","",""
"145","2002","inadequately","Urban Area","","","",""
"145","2002","inadequately","Rural Area","","","",""
"145","2002","general elemantary","Urban Area","","","",""
"145","2002","general elemantary","Rural Area","","","",""
"145","2002","middle vocational","Urban Area","","","",""
"145","2002","middle vocational","Rural Area","","","",""
"145","2002","vocational + Abi","Urban Area","","","",""
"145","2002","vocational + Abi","Rural Area","","","",""
"145","2002","higher vocational","Urban Area","","","",""
"145","2002","higher vocational","Rural Area","","","",""
"145","2002","higher education","Urban Area","","","",""
"145","2002","higher education","Rural Area","","","",""
"146","2002","in school","Urban Area","","","",""
"146","2002","in school","Rural Area","","","",""
"146","2002","inadequately","Urban Area","","","",""
"146","2002","inadequately","Rural Area","","","",""
"146","2002","general elemantary","Urban Area","","","",""
"146","2002","general elemantary","Rural Area","","","",""
"146","2002","middle vocational","Urban Area","","","",""
"146","2002","middle vocational","Rural Area","","","",""
"146","2002","vocational + Abi","Urban Area","","","",""
"146","2002","vocational + Abi","Rural Area","","","",""
"146","2002","higher vocational","Urban Area","","","",""
"146","2002","higher vocational","Rural Area","","","",""
"146","2002","higher education","Urban Area","","","",""
"146","2002","higher education","Rural Area","","","",""
"147","2002","in school","Urban Area","","","",""
"147","2002","in school","Rural Area","","","",""
"147","2002","inadequately","Urban Area","","","",""
"147","2002","inadequately","Rural Area","","","",""
"147","2002","general elemantary","Urban Area","","","",""
"147","2002","general elemantary","Rural Area","","","",""
"147","2002","middle vocational","Urban Area","","","",""
"147","2002","middle vocational","Rural Area","","","",""
"147","2002","vocational + Abi","Urban Area","","","",""
"147","2002","vocational + Abi","Rural Area","","","",""
"147","2002","higher vocational","Urban Area","","","",""
"147","2002","higher vocational","Rural Area","","","",""
"147","2002","higher education","Urban Area","1","","",""
"147","2002","higher education","Rural Area","","","",""
"148","2002","in school","Urban Area","","","",""
"148","2002","in school","Rural Area","","","",""
"148","2002","inadequately","Urban Area","","","",""
"148","2002","inadequately","Rural Area","","","",""
"148","2002","general elemantary","Urban Area","","","",""
"148","2002","general elemantary","Rural Area","","","",""
"148","2002","middle vocational","Urban Area","","","",""
"148","2002","middle vocational","Rural Area","","","",""
"148","2002","vocational + Abi","Urban Area","","","",""
"148","2002","vocational + Abi","Rural Area","","","",""
"148","2002","higher vocational","Urban Area","","","",""
"148","2002","higher vocational","Rural Area","","","",""
"148","2002","higher education","Urban Area","1","","",""
"148","2002","higher education","Rural Area","","","",""
"149","2002","in school","Urban Area","","","",""
"149","2002","in school","Rural Area","","","",""
"149","2002","inadequately","Urban Area","","","",""
"149","2002","inadequately","Rural Area","","","",""
"149","2002","general elemantary","Urban Area","","","",""
"149","2002","general elemantary","Rural Area","","","",""
"149","2002","middle vocational","Urban Area","","","",""
"149","2002","middle vocational","Rural Area","","","",""
"149","2002","vocational + Abi","Urban Area","","","",""
"149","2002","vocational + Abi","Rural Area","","","",""
"149","2002","higher vocational","Urban Area","","","",""
"149","2002","higher vocational","Rural Area","","","",""
"149","2002","higher education","Urban Area","","","",""
"149","2002","higher education","Rural Area","","","",""
"151","2002","in school","Urban Area","","","",""
"151","2002","in school","Rural Area","","","",""
"151","2002","inadequately","Urban Area","","","",""
"151","2002","inadequately","Rural Area","","","",""
"151","2002","general elemantary","Urban Area","","","",""
"151","2002","general elemantary","Rural Area","","","",""
"151","2002","middle vocational","Urban Area","","","",""
"151","2002","middle vocational","Rural Area","","","",""
"151","2002","vocational + Abi","Urban Area","","","",""
"151","2002","vocational + Abi","Rural Area","","","",""
"151","2002","higher vocational","Urban Area","","","",""
"151","2002","higher vocational","Rural Area","","","",""
"151","2002","higher education","Urban Area","","","",""
"151","2002","higher education","Rural Area","","","",""
"152","2002","in school","Urban Area","","","",""
"152","2002","in school","Rural Area","","","",""
"152","2002","inadequately","Urban Area","","","",""
"152","2002","inadequately","Rural Area","","","",""
"152","2002","general elemantary","Urban Area","","","",""
"152","2002","general elemantary","Rural Area","","","",""
"152","2002","middle vocational","Urban Area","","","",""
"152","2002","middle vocational","Rural Area","","","",""
"152","2002","vocational + Abi","Urban Area","","","",""
"152","2002","vocational + Abi","Rural Area","","","",""
"152","2002","higher vocational","Urban Area","","","",""
"152","2002","higher vocational","Rural Area","","","",""
"152","2002","higher education","Urban Area","","","",""
"152","2002","higher education","Rural Area","","","",""
"154","2002","in school","Urban Area","","","",""
"154","2002","in school","Rural Area","","","",""
"154","2002","inadequately","Urban Area","","","",""
"154","2002","inadequately","Rural Area","","","",""
"154","2002","general elemantary","Urban Area","","","",""
"154","2002","general elemantary","Rural Area","","","",""
"154","2002","middle vocational","Urban Area","","","",""
"154","2002","middle vocational","Rural Area","","","",""
"154","2002","vocational + Abi","Urban Area","","","",""
"154","2002","vocational + Abi","Rural Area","","","",""
"154","2002","higher vocational","Urban Area","","","",""
"154","2002","higher vocational","Rural Area","","","",""
"154","2002","higher education","Urban Area","","","",""
"154","2002","higher education","Rural Area","","","",""
"155","2002","in school","Urban Area","","","",""
"155","2002","in school","Rural Area","","","",""
"155","2002","inadequately","Urban Area","","","",""
"155","2002","inadequately","Rural Area","","","",""
"155","2002","general elemantary","Urban Area","","","",""
"155","2002","general elemantary","Rural Area","","","",""
"155","2002","middle vocational","Urban Area","","","",""
"155","2002","middle vocational","Rural Area","","","",""
"155","2002","vocational + Abi","Urban Area","","","",""
"155","2002","vocational + Abi","Rural Area","","","",""
"155","2002","higher vocational","Urban Area","","","",""
"155","2002","higher vocational","Rural Area","","","",""
"155","2002","higher education","Urban Area","","","",""
"155","2002","higher education","Rural Area","","","",""
"156","2002","in school","Urban Area","","","",""
"156","2002","in school","Rural Area","","","",""
"156","2002","inadequately","Urban Area","","","",""
"156","2002","inadequately","Rural Area","","","",""
"156","2002","general elemantary","Urban Area","","","",""
"156","2002","general elemantary","Rural Area","","","",""
"156","2002","middle vocational","Urban Area","","","",""
"156","2002","middle vocational","Rural Area","","","",""
"156","2002","vocational + Abi","Urban Area","","","",""
"156","2002","vocational + Abi","Rural Area","","","",""
"156","2002","higher vocational","Urban Area","","","",""
"156","2002","higher vocational","Rural Area","","","",""
"156","2002","higher education","Urban Area","","","",""
"156","2002","higher education","Rural Area","","","",""
"158","2002","in school","Urban Area","","","",""
"158","2002","in school","Rural Area","","","",""
"158","2002","inadequately","Urban Area","","","",""
"158","2002","inadequately","Rural Area","","","",""
"158","2002","general elemantary","Urban Area","","","",""
"158","2002","general elemantary","Rural Area","","","",""
"158","2002","middle vocational","Urban Area","","","",""
"158","2002","middle vocational","Rural Area","","","",""
"158","2002","vocational + Abi","Urban Area","","","",""
"158","2002","vocational + Abi","Rural Area","","","",""
"158","2002","higher vocational","Urban Area","","","",""
"158","2002","higher vocational","Rural Area","","","",""
"158","2002","higher education","Urban Area","","","",""
"158","2002","higher education","Rural Area","","","",""
"162","2002","in school","Urban Area","","","",""
"162","2002","in school","Rural Area","","","",""
"162","2002","inadequately","Urban Area","","","",""
"162","2002","inadequately","Rural Area","","","",""
"162","2002","general elemantary","Urban Area","","","",""
"162","2002","general elemantary","Rural Area","","","",""
"162","2002","middle vocational","Urban Area","","","",""
"162","2002","middle vocational","Rural Area","","","",""
"162","2002","vocational + Abi","Urban Area","","","",""
"162","2002","vocational + Abi","Rural Area","","","",""
"162","2002","higher vocational","Urban Area","","","",""
"162","2002","higher vocational","Rural Area","","","",""
"162","2002","higher education","Urban Area","","","",""
"162","2002","higher education","Rural Area","","","",""
"164","2002","in school","Urban Area","","","",""
"164","2002","in school","Rural Area","","","",""
"164","2002","inadequately","Urban Area","","","",""
"164","2002","inadequately","Rural Area","","","",""
"164","2002","general elemantary","Urban Area","","","",""
"164","2002","general elemantary","Rural Area","","","",""
"164","2002","middle vocational","Urban Area","","","",""
"164","2002","middle vocational","Rural Area","","","",""
"164","2002","vocational + Abi","Urban Area","","","",""
"164","2002","vocational + Abi","Rural Area","","","",""
"164","2002","higher vocational","Urban Area","","","",""
"164","2002","higher vocational","Rural Area","","","",""
"164","2002","higher education","Urban Area","","","",""
"164","2002","higher education","Rural Area","","","",""
"165","2002","in school","Urban Area","","","",""
"165","2002","in school","Rural Area","","","",""
"165","2002","inadequately","Urban Area","","","",""
"165","2002","inadequately","Rural Area","","","",""
"165","2002","general elemantary","Urban Area","","","",""
"165","2002","general elemantary","Rural Area","","","",""
"165","2002","middle vocational","Urban Area","","","",""
"165","2002","middle vocational","Rural Area","","","",""
"165","2002","vocational + Abi","Urban Area","","","",""
"165","2002","vocational + Abi","Rural Area","","","",""
"165","2002","higher vocational","Urban Area","","","",""
"165","2002","higher vocational","Rural Area","","","",""
"165","2002","higher education","Urban Area","","","",""
"165","2002","higher education","Rural Area","","","",""
"166","2002","in school","Urban Area","","","",""
"166","2002","in school","Rural Area","","","",""
"166","2002","inadequately","Urban Area","","","",""
"166","2002","inadequately","Rural Area","","","",""
"166","2002","general elemantary","Urban Area","","","",""
"166","2002","general elemantary","Rural Area","","","",""
"166","2002","middle vocational","Urban Area","","","",""
"166","2002","middle vocational","Rural Area","","","",""
"166","2002","vocational + Abi","Urban Area","","","",""
"166","2002","vocational + Abi","Rural Area","","","",""
"166","2002","higher vocational","Urban Area","","","",""
"166","2002","higher vocational","Rural Area","","","",""
"166","2002","higher education","Urban Area","","","",""
"166","2002","higher education","Rural Area","","","",""
"167","2002","in school","Urban Area","","","",""
"167","2002","in school","Rural Area","","","",""
"167","2002","inadequately","Urban Area","","","",""
"167","2002","inadequately","Rural Area","","","",""
"167","2002","general elemantary","Urban Area","","","",""
"167","2002","general elemantary","Rural Area","","","",""
"167","2002","middle vocational","Urban Area","","","",""
"167","2002","middle vocational","Rural Area","","","",""
"167","2002","vocational + Abi","Urban Area","","","",""
"167","2002","vocational + Abi","Rural Area","","","",""
"167","2002","higher vocational","Urban Area","","","",""
"167","2002","higher vocational","Rural Area","","","",""
"167","2002","higher education","Urban Area","","","",""
"167","2002","higher education","Rural Area","","","",""
"168","2002","in school","Urban Area","","","",""
"168","2002","in school","Rural Area","","","",""
"168","2002","inadequately","Urban Area","","","",""
"168","2002","inadequately","Rural Area","","","",""
"168","2002","general elemantary","Urban Area","","","",""
"168","2002","general elemantary","Rural Area","","","",""
"168","2002","middle vocational","Urban Area","","","",""
"168","2002","middle vocational","Rural Area","","","",""
"168","2002","vocational + Abi","Urban Area","","","",""
"168","2002","vocational + Abi","Rural Area","","","",""
"168","2002","higher vocational","Urban Area","","","",""
"168","2002","higher vocational","Rural Area","","","",""
"168","2002","higher education","Urban Area","","","",""
"168","2002","higher education","Rural Area","","","",""
"169","2002","in school","Urban Area","","","",""
"169","2002","in school","Rural Area","","","",""
"169","2002","inadequately","Urban Area","","","",""
"169","2002","inadequately","Rural Area","","","",""
"169","2002","general elemantary","Urban Area","","","",""
"169","2002","general elemantary","Rural Area","","","",""
"169","2002","middle vocational","Urban Area","","","",""
"169","2002","middle vocational","Rural Area","","","",""
"169","2002","vocational + Abi","Urban Area","","","",""
"169","2002","vocational + Abi","Rural Area","","","",""
"169","2002","higher vocational","Urban Area","","","",""
"169","2002","higher vocational","Rural Area","","","",""
"169","2002","higher education","Urban Area","","","",""
"169","2002","higher education","Rural Area","","","",""
"172","2002","in school","Urban Area","","","",""
"172","2002","in school","Rural Area","","","",""
"172","2002","inadequately","Urban Area","","","",""
"172","2002","inadequately","Rural Area","","","",""
"172","2002","general elemantary","Urban Area","","","",""
"172","2002","general elemantary","Rural Area","","","",""
"172","2002","middle vocational","Urban Area","","","",""
"172","2002","middle vocational","Rural Area","","","",""
"172","2002","vocational + Abi","Urban Area","","","",""
"172","2002","vocational + Abi","Rural Area","","","",""
"172","2002","higher vocational","Urban Area","","","",""
"172","2002","higher vocational","Rural Area","","","",""
"172","2002","higher education","Urban Area","","","",""
"172","2002","higher education","Rural Area","","","",""
"173","2002","in school","Urban Area","","","",""
"173","2002","in school","Rural Area","","","",""
"173","2002","inadequately","Urban Area","","","",""
"173","2002","inadequately","Rural Area","","","",""
"173","2002","general elemantary","Urban Area","","","",""
"173","2002","general elemantary","Rural Area","","","",""
"173","2002","middle vocational","Urban Area","","","",""
"173","2002","middle vocational","Rural Area","","","",""
"173","2002","vocational + Abi","Urban Area","","","",""
"173","2002","vocational + Abi","Rural Area","","","",""
"173","2002","higher vocational","Urban Area","","","",""
"173","2002","higher vocational","Rural Area","","","",""
"173","2002","higher education","Urban Area","","","",""
"173","2002","higher education","Rural Area","","","",""
"178","2002","in school","Urban Area","","","",""
"178","2002","in school","Rural Area","","","",""
"178","2002","inadequately","Urban Area","","","",""
"178","2002","inadequately","Rural Area","","","",""
"178","2002","general elemantary","Urban Area","","","",""
"178","2002","general elemantary","Rural Area","","","",""
"178","2002","middle vocational","Urban Area","","","",""
"178","2002","middle vocational","Rural Area","","","",""
"178","2002","vocational + Abi","Urban Area","","","",""
"178","2002","vocational + Abi","Rural Area","","","",""
"178","2002","higher vocational","Urban Area","","","",""
"178","2002","higher vocational","Rural Area","","","",""
"178","2002","higher education","Urban Area","","","",""
"178","2002","higher education","Rural Area","","","",""
"181","2002","in school","Urban Area","","","",""
"181","2002","in school","Rural Area","","","",""
"181","2002","inadequately","Urban Area","","","",""
"181","2002","inadequately","Rural Area","","","",""
"181","2002","general elemantary","Urban Area","","","",""
"181","2002","general elemantary","Rural Area","","","",""
"181","2002","middle vocational","Urban Area","","","",""
"181","2002","middle vocational","Rural Area","","","",""
"181","2002","vocational + Abi","Urban Area","","","",""
"181","2002","vocational + Abi","Rural Area","","","",""
"181","2002","higher vocational","Urban Area","","","",""
"181","2002","higher vocational","Rural Area","","","",""
"181","2002","higher education","Urban Area","","","",""
"181","2002","higher education","Rural Area","","","",""
"183","2002","in school","Urban Area","","","",""
"183","2002","in school","Rural Area","","","",""
"183","2002","inadequately","Urban Area","","","",""
"183","2002","inadequately","Rural Area","","","",""
"183","2002","general elemantary","Urban Area","","","",""
"183","2002","general elemantary","Rural Area","","","",""
"183","2002","middle vocational","Urban Area","","","",""
"183","2002","middle vocational","Rural Area","","","",""
"183","2002","vocational + Abi","Urban Area","","","",""
"183","2002","vocational + Abi","Rural Area","","","",""
"183","2002","higher vocational","Urban Area","","","",""
"183","2002","higher vocational","Rural Area","","","",""
"183","2002","higher education","Urban Area","","","",""
"183","2002","higher education","Rural Area","","","",""
"188","2002","in school","Urban Area","","","",""
