"transab_cat","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Complete transfer dependency","2004","Mecklenburg-Western Pomerania","in school","","","","","5"
"Complete transfer dependency","2004","Mecklenburg-Western Pomerania","inadequately","","","","","5"
"Complete transfer dependency","2004","Mecklenburg-Western Pomerania","general elemantary","","","","","5"
"Complete transfer dependency","2004","Mecklenburg-Western Pomerania","middle vocational","8","","","","5"
"Complete transfer dependency","2004","Mecklenburg-Western Pomerania","vocational + Abi","","","","","5"
"Complete transfer dependency","2004","Mecklenburg-Western Pomerania","higher vocational","","","","","5"
"Complete transfer dependency","2004","Mecklenburg-Western Pomerania","higher education","","","","","5"
"Complete transfer dependency","2004","Saxony","in school","1","","","","5"
"Complete transfer dependency","2004","Saxony","inadequately","","","","","5"
"Complete transfer dependency","2004","Saxony","general elemantary","1","","","","5"
"Complete transfer dependency","2004","Saxony","middle vocational","17","","","","5"
"Complete transfer dependency","2004","Saxony","vocational + Abi","","","","","5"
"Complete transfer dependency","2004","Saxony","higher vocational","1","","","","5"
"Complete transfer dependency","2004","Saxony","higher education","","","","","5"
"Complete transfer dependency","2004","Saxony-Anhalt","in school","1","","","","5"
"Complete transfer dependency","2004","Saxony-Anhalt","inadequately","2","","","","5"
"Complete transfer dependency","2004","Saxony-Anhalt","general elemantary","1","","","","5"
"Complete transfer dependency","2004","Saxony-Anhalt","middle vocational","13","","","","5"
"Complete transfer dependency","2004","Saxony-Anhalt","vocational + Abi","","","","","5"
"Complete transfer dependency","2004","Saxony-Anhalt","higher vocational","1","","","","5"
"Complete transfer dependency","2004","Saxony-Anhalt","higher education","1","","","","5"
"Complete transfer dependency","2004","Thuringia","in school","1","","","","5"
"Complete transfer dependency","2004","Thuringia","inadequately","","","","","5"
"Complete transfer dependency","2004","Thuringia","general elemantary","1","","","","5"
"Complete transfer dependency","2004","Thuringia","middle vocational","7","","","","5"
"Complete transfer dependency","2004","Thuringia","vocational + Abi","1","","","","5"
"Complete transfer dependency","2004","Thuringia","higher vocational","3","","","","5"
"Complete transfer dependency","2004","Thuringia","higher education","","","","","5"
"Complete transfer dependency","2004","Schleswig-Holstein","inadequately","1","","","","5"
"Complete transfer dependency","2004","Schleswig-Holstein","general elemantary","6","","","","5"
"Complete transfer dependency","2004","Schleswig-Holstein","middle vocational","5","","","","5"
"Complete transfer dependency","2004","Schleswig-Holstein","vocational + Abi","1","","","","5"
"Complete transfer dependency","2004","Schleswig-Holstein","higher vocational","","","","","5"
"Complete transfer dependency","2004","North Rhine-Westphalia","vocational + Abi","2","","","","5"
"Complete transfer dependency","2004","North Rhine-Westphalia","higher vocational","1","","","","5"
"Complete transfer dependency","2004","North Rhine-Westphalia","higher education","4","","","","5"
"Complete transfer dependency","2004","Hesse","in school","","","","","5"
"Complete transfer dependency","2004","Hesse","inadequately","","","","","5"
"Complete transfer dependency","2004","Berlin","higher education","1","","","","5"
"Complete transfer dependency","2004","Brandenburg","in school","","","","","5"
"Complete transfer dependency","2004","Brandenburg","inadequately","","","","","5"
"Complete transfer dependency","2004","Brandenburg","general elemantary","","","","","5"
"Complete transfer dependency","2004","Brandenburg","middle vocational","5","","","","5"
"High transfer dependency","2004","Schleswig-Holstein","in school","","","","","3"
"High transfer dependency","2004","Schleswig-Holstein","middle vocational","4","","","","3"
"High transfer dependency","2004","Schleswig-Holstein","vocational + Abi","1","","","","3"
"High transfer dependency","2004","Schleswig-Holstein","higher vocational","1","","","","3"
"High transfer dependency","2004","Schleswig-Holstein","higher education","2","","","","3"
"High transfer dependency","2004","Hamburg","in school","","","","","3"
"High transfer dependency","2004","Hamburg","inadequately","","","","","3"
"High transfer dependency","2004","Hamburg","general elemantary","2","","","","3"
"High transfer dependency","2004","Hamburg","middle vocational","1","","","","3"
"High transfer dependency","2004","Hamburg","vocational + Abi","","","","","3"
"High transfer dependency","2004","Hamburg","higher vocational","","","","","3"
"High transfer dependency","2004","Hamburg","higher education","","","","","3"
"High transfer dependency","2004","Lower Saxony","in school","1","","","","3"
"High transfer dependency","2004","Lower Saxony","inadequately","3","","","","3"
"High transfer dependency","2004","Lower Saxony","general elemantary","11","","","","3"
"High transfer dependency","2004","Lower Saxony","middle vocational","16","","","","3"
"High transfer dependency","2004","Lower Saxony","vocational + Abi","","","","","3"
"High transfer dependency","2004","Lower Saxony","higher vocational","1","","","","3"
"High transfer dependency","2004","Hesse","general elemantary","6","","","","3"
"High transfer dependency","2004","Hesse","middle vocational","8","","","","3"
"High transfer dependency","2004","Hesse","vocational + Abi","2","","","","3"
"High transfer dependency","2004","Hesse","higher vocational","","","","","3"
"High transfer dependency","2004","Hesse","higher education","2","","","","3"
"High transfer dependency","2004","Rhineland-Palatinate,Saarland","in school","","","","","3"
"High transfer dependency","2004","Rhineland-Palatinate,Saarland","inadequately","","","","","3"
"High transfer dependency","2004","Rhineland-Palatinate,Saarland","general elemantary","8","","","","3"
"High transfer dependency","2004","Schleswig-Holstein","inadequately","1","","","","3"
"High transfer dependency","2004","Schleswig-Holstein","general elemantary","3","","","","3"
"High transfer dependency","2004","Rhineland-Palatinate,Saarland","middle vocational","11","","","","3"
"High transfer dependency","2004","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","3"
"High transfer dependency","2004","Rhineland-Palatinate,Saarland","higher vocational","","","","","3"
"High transfer dependency","2004","Rhineland-Palatinate,Saarland","higher education","","","","","3"
"High transfer dependency","2004","Baden-Württemberg","in school","3","","","","3"
"High transfer dependency","2004","Baden-Württemberg","inadequately","","","","","3"
"High transfer dependency","2004","Baden-Württemberg","general elemantary","9","","","","3"
"High transfer dependency","2004","Baden-Württemberg","middle vocational","6","","","","3"
"High transfer dependency","2004","Baden-Württemberg","vocational + Abi","2","","","","3"
"High transfer dependency","2004","Baden-Württemberg","higher vocational","2","","","","3"
"High transfer dependency","2004","Lower Saxony","higher education","3","","","","3"
"High transfer dependency","2004","Bremen","in school","1","","","","3"
"High transfer dependency","2004","Bremen","inadequately","","","","","3"
"High transfer dependency","2004","Bremen","general elemantary","1","","","","3"
"High transfer dependency","2004","Bremen","middle vocational","6","","","","3"
"High transfer dependency","2004","Bremen","vocational + Abi","1","","","","3"
"High transfer dependency","2004","Bremen","higher vocational","2","","","","3"
"High transfer dependency","2004","Bremen","higher education","1","","","","3"
"High transfer dependency","2004","North Rhine-Westphalia","in school","3","","","","3"
"High transfer dependency","2004","North Rhine-Westphalia","inadequately","9","","","","3"
"High transfer dependency","2004","North Rhine-Westphalia","general elemantary","19","","","","3"
"High transfer dependency","2004","North Rhine-Westphalia","middle vocational","43","0.0170826899818857","0.0116382242719873","0.0225271556917841","3"
"High transfer dependency","2004","North Rhine-Westphalia","vocational + Abi","5","","","","3"
"High transfer dependency","2004","North Rhine-Westphalia","higher vocational","1","","","","3"
"High transfer dependency","2004","North Rhine-Westphalia","higher education","8","","","","3"
"High transfer dependency","2004","Hesse","in school","","","","","3"
"High transfer dependency","2004","Hesse","inadequately","","","","","3"
"High transfer dependency","2004","Brandenburg","vocational + Abi","","","","","3"
"High transfer dependency","2004","Baden-Württemberg","higher education","2","","","","3"
"High transfer dependency","2004","Bavaria","in school","2","","","","3"
"High transfer dependency","2004","Bavaria","inadequately","1","","","","3"
"High transfer dependency","2004","Bavaria","general elemantary","6","","","","3"
"High transfer dependency","2004","Bavaria","middle vocational","23","","","","3"
"High transfer dependency","2004","Bavaria","vocational + Abi","1","","","","3"
"High transfer dependency","2004","Bavaria","higher vocational","3","","","","3"
"High transfer dependency","2004","Bavaria","higher education","","","","","3"
"High transfer dependency","2004","Berlin","in school","","","","","3"
"High transfer dependency","2004","Berlin","inadequately","1","","","","3"
"High transfer dependency","2004","Berlin","general elemantary","4","","","","3"
"High transfer dependency","2004","Berlin","middle vocational","6","","","","3"
"High transfer dependency","2004","Berlin","vocational + Abi","","","","","3"
"High transfer dependency","2004","Berlin","higher vocational","2","","","","3"
"High transfer dependency","2004","Berlin","higher education","7","","","","3"
"High transfer dependency","2004","Brandenburg","in school","1","","","","3"
"High transfer dependency","2004","Brandenburg","inadequately","","","","","3"
"High transfer dependency","2004","Brandenburg","general elemantary","8","","","","3"
"High transfer dependency","2004","Brandenburg","middle vocational","11","","","","3"
"High transfer dependency","2004","Mecklenburg-Western Pomerania","general elemantary","1","","","","3"
"High transfer dependency","2004","Mecklenburg-Western Pomerania","middle vocational","11","","","","3"
"High transfer dependency","2004","Mecklenburg-Western Pomerania","vocational + Abi","1","","","","3"
"High transfer dependency","2004","Mecklenburg-Western Pomerania","higher vocational","2","","","","3"
"High transfer dependency","2004","Mecklenburg-Western Pomerania","higher education","1","","","","3"
"High transfer dependency","2004","Thuringia","in school","3","","","","3"
"High transfer dependency","2004","Thuringia","inadequately","","","","","3"
"High transfer dependency","2004","Thuringia","general elemantary","4","","","","3"
"High transfer dependency","2004","Thuringia","middle vocational","25","","","","3"
"High transfer dependency","2004","Thuringia","vocational + Abi","","","","","3"
"High transfer dependency","2004","Thuringia","higher vocational","","","","","3"
"High transfer dependency","2004","Thuringia","higher education","","","","","3"
"High transfer dependency","2004","Saxony-Anhalt","middle vocational","15","","","","3"
"High transfer dependency","2004","Saxony","middle vocational","39","0.0557454764730123","0.0400230058430946","0.0714679471029301","3"
"High transfer dependency","2004","Saxony-Anhalt","in school","","","","","3"
"High transfer dependency","2004","Saxony-Anhalt","inadequately","1","","","","3"
"High transfer dependency","2004","Saxony-Anhalt","general elemantary","3","","","","3"
"High transfer dependency","2004","Saxony-Anhalt","vocational + Abi","","","","","3"
"High transfer dependency","2004","Saxony-Anhalt","higher vocational","","","","","3"
"High transfer dependency","2004","Saxony-Anhalt","higher education","3","","","","3"
"High transfer dependency","2004","Brandenburg","higher vocational","3","","","","3"
"High transfer dependency","2004","Brandenburg","higher education","3","","","","3"
"High transfer dependency","2004","Mecklenburg-Western Pomerania","in school","","","","","3"
"High transfer dependency","2004","Mecklenburg-Western Pomerania","inadequately","1","","","","3"
"High transfer dependency","2004","Saxony","in school","1","","","","3"
"High transfer dependency","2004","Saxony","inadequately","1","","","","3"
"High transfer dependency","2004","Saxony","general elemantary","9","","","","3"
"High transfer dependency","2004","Saxony","vocational + Abi","5","","","","3"
"High transfer dependency","2004","Saxony","higher vocational","3","","","","3"
"High transfer dependency","2004","Saxony","higher education","7","","","","3"
"Low transfer dependency","2004","Schleswig-Holstein","in school","","","","","2"
"Low transfer dependency","2004","Schleswig-Holstein","inadequately","","","","","2"
"Low transfer dependency","2004","Schleswig-Holstein","general elemantary","4","","","","2"
"Low transfer dependency","2004","Schleswig-Holstein","middle vocational","20","","","","2"
"Low transfer dependency","2004","Schleswig-Holstein","vocational + Abi","1","","","","2"
"Low transfer dependency","2004","Schleswig-Holstein","higher vocational","3","","","","2"
"Low transfer dependency","2004","Schleswig-Holstein","higher education","2","","","","2"
"Low transfer dependency","2004","Hamburg","in school","","","","","2"
"Low transfer dependency","2004","Hamburg","inadequately","","","","","2"
"Low transfer dependency","2004","Hamburg","general elemantary","1","","","","2"
"Low transfer dependency","2004","Hamburg","middle vocational","6","","","","2"
"Low transfer dependency","2004","Hamburg","vocational + Abi","","","","","2"
"Low transfer dependency","2004","Hamburg","higher vocational","","","","","2"
"Low transfer dependency","2004","Hamburg","higher education","3","","","","2"
"Low transfer dependency","2004","Lower Saxony","in school","5","","","","2"
"Low transfer dependency","2004","Hesse","general elemantary","13","","","","2"
"Low transfer dependency","2004","Hesse","middle vocational","34","0.0567543400919049","0.0390488432467198","0.0744598369370901","2"
"Low transfer dependency","2004","Hesse","vocational + Abi","4","","","","2"
"Low transfer dependency","2004","Hesse","higher vocational","","","","","2"
"Low transfer dependency","2004","Hesse","higher education","7","","","","2"
"Low transfer dependency","2004","Rhineland-Palatinate,Saarland","in school","4","","","","2"
"Low transfer dependency","2004","Rhineland-Palatinate,Saarland","inadequately","5","","","","2"
"Low transfer dependency","2004","Rhineland-Palatinate,Saarland","general elemantary","13","","","","2"
"Low transfer dependency","2004","Rhineland-Palatinate,Saarland","middle vocational","31","0.0505622432353205","0.0339345658317729","0.0671899206388681","2"
"Low transfer dependency","2004","Rhineland-Palatinate,Saarland","vocational + Abi","3","","","","2"
"Low transfer dependency","2004","Rhineland-Palatinate,Saarland","higher vocational","4","","","","2"
"Low transfer dependency","2004","Rhineland-Palatinate,Saarland","higher education","3","","","","2"
"Low transfer dependency","2004","Baden-Württemberg","in school","5","","","","2"
"Low transfer dependency","2004","Lower Saxony","inadequately","2","","","","2"
"Low transfer dependency","2004","Lower Saxony","general elemantary","25","","","","2"
"Low transfer dependency","2004","Lower Saxony","middle vocational","57","0.052245079389243","0.0381689517854399","0.0663212069930461","2"
"Low transfer dependency","2004","Lower Saxony","vocational + Abi","11","","","","2"
"Low transfer dependency","2004","Lower Saxony","higher vocational","7","","","","2"
"Low transfer dependency","2004","Lower Saxony","higher education","6","","","","2"
"Low transfer dependency","2004","Bremen","in school","1","","","","2"
"Low transfer dependency","2004","Bremen","inadequately","","","","","2"
"Low transfer dependency","2004","Bremen","general elemantary","","","","","2"
"Low transfer dependency","2004","Bremen","middle vocational","7","","","","2"
"Low transfer dependency","2004","Bremen","vocational + Abi","2","","","","2"
"Low transfer dependency","2004","Bremen","higher vocational","1","","","","2"
"Low transfer dependency","2004","Bremen","higher education","1","","","","2"
"Low transfer dependency","2004","North Rhine-Westphalia","in school","4","","","","2"
"Low transfer dependency","2004","North Rhine-Westphalia","inadequately","6","","","","2"
"Low transfer dependency","2004","North Rhine-Westphalia","general elemantary","40","0.0765235844379149","0.0544271982414278","0.098619970634402","2"
"Low transfer dependency","2004","North Rhine-Westphalia","middle vocational","109","0.0506282906151071","0.0414167256223639","0.0598398556078503","2"
"Low transfer dependency","2004","North Rhine-Westphalia","vocational + Abi","12","","","","2"
"Low transfer dependency","2004","North Rhine-Westphalia","higher vocational","10","","","","2"
"Low transfer dependency","2004","North Rhine-Westphalia","higher education","17","","","","2"
"Low transfer dependency","2004","Hesse","in school","3","","","","2"
"Low transfer dependency","2004","Hesse","inadequately","3","","","","2"
"Low transfer dependency","2004","Brandenburg","vocational + Abi","6","","","","2"
"Low transfer dependency","2004","Brandenburg","higher vocational","5","","","","2"
"Low transfer dependency","2004","Brandenburg","higher education","14","","","","2"
"Low transfer dependency","2004","Mecklenburg-Western Pomerania","in school","2","","","","2"
"Low transfer dependency","2004","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"Low transfer dependency","2004","Mecklenburg-Western Pomerania","general elemantary","10","","","","2"
"Low transfer dependency","2004","Mecklenburg-Western Pomerania","middle vocational","37","0.125486723240373","0.0854505730388868","0.16552287344186","2"
"Low transfer dependency","2004","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"Low transfer dependency","2004","Mecklenburg-Western Pomerania","higher vocational","2","","","","2"
"Low transfer dependency","2004","Mecklenburg-Western Pomerania","higher education","10","","","","2"
"Low transfer dependency","2004","Saxony","in school","1","","","","2"
"Low transfer dependency","2004","Saxony","inadequately","1","","","","2"
"Low transfer dependency","2004","Saxony","general elemantary","13","","","","2"
"Low transfer dependency","2004","Saxony","middle vocational","93","0.105994432066378","0.0848992597591079","0.127089604373647","2"
"Low transfer dependency","2004","Saxony","vocational + Abi","7","","","","2"
"Low transfer dependency","2004","Saxony","higher vocational","12","","","","2"
"Low transfer dependency","2004","Saxony","higher education","21","","","","2"
"Low transfer dependency","2004","Saxony-Anhalt","in school","10","","","","2"
"Low transfer dependency","2004","Saxony-Anhalt","inadequately","","","","","2"
"Low transfer dependency","2004","Saxony-Anhalt","general elemantary","3","","","","2"
"Low transfer dependency","2004","Saxony-Anhalt","middle vocational","56","0.127810214144997","0.0970643099584831","0.158556118331511","2"
"Low transfer dependency","2004","Saxony-Anhalt","vocational + Abi","1","","","","2"
"Low transfer dependency","2004","Saxony-Anhalt","higher vocational","5","","","","2"
"Low transfer dependency","2004","Saxony-Anhalt","higher education","16","","","","2"
"Low transfer dependency","2004","Thuringia","in school","3","","","","2"
"Low transfer dependency","2004","Thuringia","inadequately","","","","","2"
"Low transfer dependency","2004","Thuringia","general elemantary","8","","","","2"
"Low transfer dependency","2004","Thuringia","middle vocational","63","0.106624302969991","0.0810162734912873","0.132232332448694","2"
"Low transfer dependency","2004","Thuringia","vocational + Abi","1","","","","2"
"Low transfer dependency","2004","Thuringia","higher vocational","6","","","","2"
"Low transfer dependency","2004","Thuringia","higher education","4","","","","2"
"Low transfer dependency","2004","Baden-Württemberg","inadequately","6","","","","2"
"Low transfer dependency","2004","Baden-Württemberg","general elemantary","42","0.0865246707210845","0.0598901678331144","0.113159173609055","2"
"Low transfer dependency","2004","Baden-Württemberg","middle vocational","58","0.0605700371681642","0.0469941921801851","0.0741458821561434","2"
"Low transfer dependency","2004","Baden-Württemberg","vocational + Abi","9","","","","2"
"Low transfer dependency","2004","Baden-Württemberg","higher vocational","5","","","","2"
"Low transfer dependency","2004","Baden-Württemberg","higher education","12","","","","2"
"Low transfer dependency","2004","Bavaria","in school","4","","","","2"
"Low transfer dependency","2004","Bavaria","inadequately","5","","","","2"
"Low transfer dependency","2004","Bavaria","general elemantary","30","0.0814827953432489","0.0537566881869886","0.109208902499509","2"
"Low transfer dependency","2004","Bavaria","middle vocational","95","0.0515368638806284","0.0406214751712565","0.0624522525900003","2"
"Low transfer dependency","2004","Bavaria","vocational + Abi","14","","","","2"
"Low transfer dependency","2004","Bavaria","higher vocational","10","","","","2"
"Low transfer dependency","2004","Bavaria","higher education","16","","","","2"
"Low transfer dependency","2004","Berlin","in school","5","","","","2"
"Low transfer dependency","2004","Berlin","inadequately","1","","","","2"
"Low transfer dependency","2004","Berlin","general elemantary","7","","","","2"
"Low transfer dependency","2004","Berlin","middle vocational","27","","","","2"
"Low transfer dependency","2004","Berlin","vocational + Abi","3","","","","2"
"Low transfer dependency","2004","Berlin","higher vocational","3","","","","2"
"Low transfer dependency","2004","Berlin","higher education","17","","","","2"
"Low transfer dependency","2004","Brandenburg","in school","3","","","","2"
"Low transfer dependency","2004","Brandenburg","inadequately","2","","","","2"
"Low transfer dependency","2004","Brandenburg","general elemantary","13","","","","2"
"Low transfer dependency","2004","Brandenburg","middle vocational","60","0.125812346463278","0.0948600581804922","0.156764634746063","2"
"No transfer dependency","2004","North Rhine-Westphalia","middle vocational","983","0.507833243145851","0.486827630774106","0.528838855517596","0"
"No transfer dependency","2004","North Rhine-Westphalia","vocational + Abi","129","0.387729504321812","0.335632285029039","0.439826723614586","0"
"No transfer dependency","2004","North Rhine-Westphalia","higher vocational","135","0.46320579303421","0.409324123580566","0.517087462487854","0"
"No transfer dependency","2004","North Rhine-Westphalia","higher education","365","0.473684886785145","0.43957220538023","0.507797568190059","0"
"No transfer dependency","2004","Hesse","in school","","","","","0"
"No transfer dependency","2004","Berlin","higher vocational","28","","","","0"
"No transfer dependency","2004","Berlin","higher education","108","0.424122196280254","0.362614009954998","0.48563038260551","0"
"No transfer dependency","2004","Brandenburg","in school","","","","","0"
"No transfer dependency","2004","Brandenburg","inadequately","1","","","","0"
"No transfer dependency","2004","Brandenburg","general elemantary","23","","","","0"
"No transfer dependency","2004","Thuringia","inadequately","1","","","","0"
"No transfer dependency","2004","Thuringia","general elemantary","22","","","","0"
"No transfer dependency","2004","Thuringia","middle vocational","220","0.455851686575621","0.414527775507602","0.49717559764364","0"
"No transfer dependency","2004","Thuringia","vocational + Abi","6","","","","0"
"No transfer dependency","2004","Thuringia","higher vocational","28","","","","0"
"No transfer dependency","2004","Schleswig-Holstein","in school","","","","","0"
"No transfer dependency","2004","Schleswig-Holstein","inadequately","2","","","","0"
"No transfer dependency","2004","Schleswig-Holstein","general elemantary","33","0.45683503324727","0.35093789981078","0.562732166683759","0"
"No transfer dependency","2004","Schleswig-Holstein","middle vocational","173","0.463450337877384","0.410907127319285","0.515993548435483","0"
"No transfer dependency","2004","Schleswig-Holstein","vocational + Abi","17","","","","0"
"No transfer dependency","2004","Schleswig-Holstein","higher vocational","12","","","","0"
"No transfer dependency","2004","Schleswig-Holstein","higher education","42","0.428304488263644","0.335832445299904","0.520776531227384","0"
"No transfer dependency","2004","Hamburg","in school","","","","","0"
"No transfer dependency","2004","Hamburg","inadequately","1","","","","0"
"No transfer dependency","2004","Hamburg","general elemantary","10","","","","0"
"No transfer dependency","2004","Hamburg","middle vocational","70","0.594767176820654","0.510374994198326","0.679159359442982","0"
"No transfer dependency","2004","Hamburg","vocational + Abi","12","","","","0"
"No transfer dependency","2004","Hamburg","higher vocational","8","","","","0"
"No transfer dependency","2004","Hamburg","higher education","34","0.526824457925666","0.413828848715886","0.639820067135446","0"
"No transfer dependency","2004","Lower Saxony","in school","","","","","0"
"No transfer dependency","2004","Lower Saxony","inadequately","9","","","","0"
"No transfer dependency","2004","Lower Saxony","general elemantary","116","0.523207857224558","0.461170956764955","0.585244757684161","0"
"No transfer dependency","2004","Lower Saxony","middle vocational","431","0.521508093089192","0.489908586669268","0.553107599509116","0"
"No transfer dependency","2004","Lower Saxony","vocational + Abi","37","0.376088284526609","0.286377314528001","0.465799254525218","0"
"No transfer dependency","2004","Lower Saxony","higher vocational","45","0.496540271903748","0.407453132651744","0.585627411155752","0"
"No transfer dependency","2004","Lower Saxony","higher education","115","0.4512337675099","0.39483014688589","0.507637388133909","0"
"No transfer dependency","2004","Bremen","in school","","","","","0"
"No transfer dependency","2004","Bremen","inadequately","","","","","0"
"No transfer dependency","2004","Bremen","general elemantary","11","","","","0"
"No transfer dependency","2004","Bremen","middle vocational","40","0.510968944903268","0.406527654877228","0.615410234929309","0"
"No transfer dependency","2004","Bremen","vocational + Abi","6","","","","0"
"No transfer dependency","2004","Bremen","higher vocational","3","","","","0"
"No transfer dependency","2004","Bremen","higher education","10","","","","0"
"No transfer dependency","2004","North Rhine-Westphalia","in school","3","","","","0"
"No transfer dependency","2004","North Rhine-Westphalia","inadequately","26","","","","0"
"No transfer dependency","2004","North Rhine-Westphalia","general elemantary","228","0.44989612836103","0.408544827745297","0.491247428976764","0"
"No transfer dependency","2004","Hesse","inadequately","3","","","","0"
"No transfer dependency","2004","Hesse","general elemantary","86","0.540640802577247","0.469404760110346","0.611876845044148","0"
"No transfer dependency","2004","Hesse","middle vocational","297","0.487120136279146","0.448870964397609","0.525369308160683","0"
"No transfer dependency","2004","Hesse","vocational + Abi","48","0.453958552144594","0.362564786596134","0.545352317693054","0"
"No transfer dependency","2004","Hesse","higher vocational","37","0.421166346888667","0.322398362307921","0.519934331469412","0"
"No transfer dependency","2004","Hesse","higher education","142","0.47233991554131","0.417208739191118","0.527471091891501","0"
"No transfer dependency","2004","Rhineland-Palatinate,Saarland","in school","","","","","0"
"No transfer dependency","2004","Rhineland-Palatinate,Saarland","inadequately","4","","","","0"
"No transfer dependency","2004","Rhineland-Palatinate,Saarland","general elemantary","100","0.48466103770568","0.418919910387313","0.550402165024047","0"
"No transfer dependency","2004","Rhineland-Palatinate,Saarland","middle vocational","278","0.481812687575025","0.443892744409238","0.519732630740813","0"
"No transfer dependency","2004","Rhineland-Palatinate,Saarland","vocational + Abi","14","","","","0"
"No transfer dependency","2004","Rhineland-Palatinate,Saarland","higher vocational","34","0.442201942024035","0.345819743873566","0.538584140174504","0"
"No transfer dependency","2004","Rhineland-Palatinate,Saarland","higher education","68","0.447028348745341","0.374596800274383","0.519459897216298","0"
"No transfer dependency","2004","Baden-Württemberg","in school","","","","","0"
"No transfer dependency","2004","Baden-Württemberg","inadequately","15","","","","0"
"No transfer dependency","2004","Baden-Württemberg","general elemantary","169","0.495147474034324","0.447780487366811","0.542514460701836","0"
"No transfer dependency","2004","Baden-Württemberg","middle vocational","487","0.483851411576958","0.455410132444307","0.51229269070961","0"
"No transfer dependency","2004","Baden-Württemberg","vocational + Abi","49","0.368865974854056","0.289506458171716","0.448225491536396","0"
"No transfer dependency","2004","Baden-Württemberg","higher vocational","70","0.436768020393565","0.367153496977587","0.506382543809543","0"
"No transfer dependency","2004","Baden-Württemberg","higher education","200","0.574035823314023","0.528798407849","0.619273238779045","0"
"No transfer dependency","2004","Bavaria","in school","","","","","0"
"No transfer dependency","2004","Bavaria","inadequately","9","","","","0"
"No transfer dependency","2004","Bavaria","general elemantary","186","0.557183058114258","0.506841882263625","0.60752423396489","0"
"No transfer dependency","2004","Bavaria","middle vocational","722","0.528706926867402","0.504062256538201","0.553351597196603","0"
"No transfer dependency","2004","Bavaria","vocational + Abi","54","0.497560022460681","0.415895828829531","0.579224216091832","0"
"No transfer dependency","2004","Bavaria","higher vocational","98","0.524275517147112","0.460693916344233","0.587857117949991","0"
"No transfer dependency","2004","Bavaria","higher education","245","0.574265543984527","0.533638264878381","0.614892823090674","0"
"No transfer dependency","2004","Berlin","in school","","","","","0"
"No transfer dependency","2004","Berlin","inadequately","","","","","0"
"No transfer dependency","2004","Berlin","general elemantary","15","","","","0"
"No transfer dependency","2004","Berlin","middle vocational","138","0.45016359958153","0.396808395069345","0.503518804093715","0"
"No transfer dependency","2004","Berlin","vocational + Abi","10","","","","0"
"No transfer dependency","2004","Brandenburg","middle vocational","154","0.442278607499354","0.395924799817587","0.488632415181121","0"
"No transfer dependency","2004","Brandenburg","vocational + Abi","12","","","","0"
"No transfer dependency","2004","Brandenburg","higher vocational","28","","","","0"
"No transfer dependency","2004","Brandenburg","higher education","100","0.465857470779237","0.403648255098048","0.528066686460427","0"
"No transfer dependency","2004","Mecklenburg-Western Pomerania","in school","","","","","0"
"No transfer dependency","2004","Mecklenburg-Western Pomerania","inadequately","2","","","","0"
"No transfer dependency","2004","Mecklenburg-Western Pomerania","general elemantary","14","","","","0"
"No transfer dependency","2004","Mecklenburg-Western Pomerania","middle vocational","93","0.395577670018807","0.336481906084354","0.454673433953261","0"
"No transfer dependency","2004","Mecklenburg-Western Pomerania","vocational + Abi","2","","","","0"
"No transfer dependency","2004","Mecklenburg-Western Pomerania","higher vocational","14","","","","0"
"No transfer dependency","2004","Mecklenburg-Western Pomerania","higher education","51","0.578733084643735","0.494817987406312","0.662648181881157","0"
"No transfer dependency","2004","Saxony","in school","","","","","0"
"No transfer dependency","2004","Saxony","inadequately","","","","","0"
"No transfer dependency","2004","Saxony","general elemantary","40","0.426737872196113","0.329797359921542","0.523678384470684","0"
"No transfer dependency","2004","Saxony","middle vocational","311","0.439784935574116","0.405770050719203","0.473799820429029","0"
"No transfer dependency","2004","Saxony","vocational + Abi","11","","","","0"
"No transfer dependency","2004","Saxony","higher vocational","56","0.54885779084132","0.461625007034361","0.636090574648279","0"
"No transfer dependency","2004","Saxony","higher education","145","0.480342732160279","0.429572314527275","0.531113149793283","0"
"No transfer dependency","2004","Saxony-Anhalt","in school","","","","","0"
"No transfer dependency","2004","Saxony-Anhalt","inadequately","1","","","","0"
"No transfer dependency","2004","Saxony-Anhalt","general elemantary","27","","","","0"
"No transfer dependency","2004","Saxony-Anhalt","middle vocational","178","0.447987087619746","0.40219332204846","0.493780853191033","0"
"No transfer dependency","2004","Saxony-Anhalt","vocational + Abi","5","","","","0"
"No transfer dependency","2004","Saxony-Anhalt","higher vocational","44","0.518888711256051","0.416791457088607","0.620985965423495","0"
"No transfer dependency","2004","Saxony-Anhalt","higher education","74","0.453558473031667","0.387922724180387","0.519194221882947","0"
"No transfer dependency","2004","Thuringia","in school","","","","","0"
"No transfer dependency","2004","Thuringia","higher education","68","0.594068527998473","0.520249509786321","0.667887546210625","0"
"Very high transfer dependency","2004","Schleswig-Holstein","in school","","","","","4"
"Very high transfer dependency","2004","Schleswig-Holstein","inadequately","","","","","4"
"Very high transfer dependency","2004","Schleswig-Holstein","general elemantary","1","","","","4"
"Very high transfer dependency","2004","Schleswig-Holstein","middle vocational","4","","","","4"
"Very high transfer dependency","2004","Schleswig-Holstein","vocational + Abi","","","","","4"
