"transab_cat","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2004","Berlin","Male","6","","",""
"High transfer dependency","2004","Berlin","Female","14","","",""
"High transfer dependency","2004","Brandenburg","Male","14","","",""
"High transfer dependency","2004","Brandenburg","Female","12","","",""
"High transfer dependency","2004","Mecklenburg-Western Pomerania","Male","8","","",""
"High transfer dependency","2004","Mecklenburg-Western Pomerania","Female","10","","",""
"High transfer dependency","2004","Saxony","Male","36","0.056630541062824","0.0399885513743362","0.0732725307513118"
"High transfer dependency","2004","Saxony","Female","32","0.0452466287205655","0.0307255313331192","0.0597677261080119"
"High transfer dependency","2004","Saxony-Anhalt","Male","11","","",""
"High transfer dependency","2004","Saxony-Anhalt","Female","12","","",""
"High transfer dependency","2004","Thuringia","Male","19","","",""
"High transfer dependency","2004","Thuringia","Female","13","","",""
"Very high transfer dependency","2004","Schleswig-Holstein","Male","1","","",""
"Very high transfer dependency","2004","Schleswig-Holstein","Female","4","","",""
"Very high transfer dependency","2004","Hamburg","Male","","","",""
"Very high transfer dependency","2004","Hamburg","Female","2","","",""
"Very high transfer dependency","2004","Lower Saxony","Male","10","","",""
"Very high transfer dependency","2004","Lower Saxony","Female","16","","",""
"Very high transfer dependency","2004","Bremen","Male","1","","",""
"Very high transfer dependency","2004","Bremen","Female","1","","",""
"Very high transfer dependency","2004","North Rhine-Westphalia","Male","26","","",""
"Very high transfer dependency","2004","North Rhine-Westphalia","Female","29","","",""
"Very high transfer dependency","2004","Hesse","Male","4","","",""
"Very high transfer dependency","2004","Hesse","Female","8","","",""
"Very high transfer dependency","2004","Rhineland-Palatinate,Saarland","Male","9","","",""
"Very high transfer dependency","2004","Rhineland-Palatinate,Saarland","Female","14","","",""
"Very high transfer dependency","2004","Baden-Württemberg","Male","6","","",""
"Very high transfer dependency","2004","Baden-Württemberg","Female","6","","",""
"Very high transfer dependency","2004","Bavaria","Male","6","","",""
"Very high transfer dependency","2004","Bavaria","Female","7","","",""
"Very high transfer dependency","2004","Berlin","Male","13","","",""
"Very high transfer dependency","2004","Berlin","Female","14","","",""
"Very high transfer dependency","2004","Brandenburg","Male","10","","",""
"Very high transfer dependency","2004","Brandenburg","Female","13","","",""
"Very high transfer dependency","2004","Mecklenburg-Western Pomerania","Male","7","","",""
"Very high transfer dependency","2004","Mecklenburg-Western Pomerania","Female","9","","",""
"Very high transfer dependency","2004","Saxony","Male","23","","",""
"Very high transfer dependency","2004","Saxony","Female","28","","",""
"Very high transfer dependency","2004","Saxony-Anhalt","Male","14","","",""
"Very high transfer dependency","2004","Saxony-Anhalt","Female","18","","",""
"Very high transfer dependency","2004","Thuringia","Male","16","","",""
"Very high transfer dependency","2004","Thuringia","Female","18","","",""
"Complete transfer dependency","2004","Schleswig-Holstein","Male","7","","",""
"Complete transfer dependency","2004","Schleswig-Holstein","Female","8","","",""
"Complete transfer dependency","2004","Hamburg","Male","1","","",""
"Complete transfer dependency","2004","Hamburg","Female","1","","",""
"Complete transfer dependency","2004","Lower Saxony","Male","5","","",""
"Complete transfer dependency","2004","Lower Saxony","Female","6","","",""
"Complete transfer dependency","2004","Bremen","Male","","","",""
"Complete transfer dependency","2004","Bremen","Female","","","",""
"Complete transfer dependency","2004","North Rhine-Westphalia","Male","15","","",""
"Complete transfer dependency","2004","North Rhine-Westphalia","Female","21","","",""
"Complete transfer dependency","2004","Hesse","Male","9","","",""
"Complete transfer dependency","2004","Hesse","Female","4","","",""
"Complete transfer dependency","2004","Rhineland-Palatinate,Saarland","Male","2","","",""
"Complete transfer dependency","2004","Rhineland-Palatinate,Saarland","Female","8","","",""
"Complete transfer dependency","2004","Baden-Württemberg","Male","4","","",""
"Complete transfer dependency","2004","Baden-Württemberg","Female","6","","",""
"Complete transfer dependency","2004","Bavaria","Male","9","","",""
"Complete transfer dependency","2004","Bavaria","Female","15","","",""
"Complete transfer dependency","2004","Berlin","Male","11","","",""
"Complete transfer dependency","2004","Berlin","Female","15","","",""
"Complete transfer dependency","2004","Brandenburg","Male","4","","",""
"Complete transfer dependency","2004","Brandenburg","Female","1","","",""
"Complete transfer dependency","2004","Mecklenburg-Western Pomerania","Male","4","","",""
"Complete transfer dependency","2004","Mecklenburg-Western Pomerania","Female","5","","",""
"Complete transfer dependency","2004","Saxony","Male","11","","",""
"Complete transfer dependency","2004","Saxony","Female","10","","",""
"Complete transfer dependency","2004","Saxony-Anhalt","Male","10","","",""
"Complete transfer dependency","2004","Saxony-Anhalt","Female","9","","",""
"Complete transfer dependency","2004","Thuringia","Male","8","","",""
"Complete transfer dependency","2004","Thuringia","Female","6","","",""
"No transfer dependency","2005","Schleswig-Holstein","Male","124","0.3837234732632","0.328877895471189","0.438569051055211"
"No transfer dependency","2005","Schleswig-Holstein","Female","142","0.429691793262709","0.377072868095437","0.482310718429982"
"No transfer dependency","2005","Hamburg","Male","68","0.575376751953493","0.493790576720263","0.656962927186723"
"No transfer dependency","2005","Hamburg","Female","77","0.611686542394785","0.533693089917212","0.689679994872358"
"No transfer dependency","2005","Lower Saxony","Male","347","0.459059482971935","0.425618209072443","0.492500756871426"
"No transfer dependency","2005","Lower Saxony","Female","374","0.461142480787216","0.428931146359237","0.493353815215196"
"No transfer dependency","2005","Bremen","Male","27","","",""
"No transfer dependency","2005","Bremen","Female","38","0.542049188292209","0.434863250853876","0.649235125730542"
"No transfer dependency","2005","North Rhine-Westphalia","Male","884","0.449208297152242","0.427785527358494","0.47063106694599"
"No transfer dependency","2005","North Rhine-Westphalia","Female","943","0.470020707811601","0.449282509180502","0.4907589064427"
"No transfer dependency","2005","Hesse","Male","284","0.459220321600013","0.421056823839821","0.497383819360205"
"No transfer dependency","2005","Hesse","Female","301","0.442786868626295","0.406147010935867","0.479426726316723"
"No transfer dependency","2005","Rhineland-Palatinate,Saarland","Male","223","0.396612921226842","0.356628059268245","0.436597783185438"
"No transfer dependency","2005","Rhineland-Palatinate,Saarland","Female","274","0.452298937683838","0.414211588561918","0.490386286805758"
"No transfer dependency","2005","Baden-Württemberg","Male","476","0.447601243631826","0.419549074781879","0.475653412481774"
"No transfer dependency","2005","Baden-Württemberg","Female","523","0.477966508556525","0.450750221980834","0.505182795132217"
"No transfer dependency","2005","Bavaria","Male","605","0.514410046035151","0.487847591489147","0.540972500581154"
"No transfer dependency","2005","Bavaria","Female","676","0.525685643334284","0.500533132383641","0.550838154284927"
"No transfer dependency","2005","Berlin","Male","144","0.401225137150897","0.350166136885458","0.452284137416336"
"No transfer dependency","2005","Berlin","Female","136","0.37365461056535","0.32507794298503","0.422231278145669"
"No transfer dependency","2005","Brandenburg","Male","147","0.390979138191054","0.344255789993602","0.437702486388506"
"No transfer dependency","2005","Brandenburg","Female","164","0.386690605429178","0.341795345248636","0.431585865609721"
"No transfer dependency","2005","Mecklenburg-Western Pomerania","Male","79","0.381132085806452","0.318366597452428","0.443897574160475"
"No transfer dependency","2005","Mecklenburg-Western Pomerania","Female","88","0.366122735637941","0.308660549346813","0.423584921929069"
"No transfer dependency","2005","Saxony","Male","270","0.430602544746898","0.394780850883963","0.466424238609834"
"No transfer dependency","2005","Saxony","Female","300","0.464786956725962","0.429420486078711","0.500153427373212"
"No transfer dependency","2005","Saxony-Anhalt","Male","155","0.411314039480724","0.363625387859542","0.459002691101906"
"No transfer dependency","2005","Saxony-Anhalt","Female","184","0.462892893412775","0.417523830748856","0.508261956076694"
"No transfer dependency","2005","Thuringia","Male","160","0.43023290120544","0.383050678027572","0.477415124383308"
"No transfer dependency","2005","Thuringia","Female","170","0.440618521839108","0.394900818442808","0.486336225235407"
"Very low transfer dependency","2005","Schleswig-Holstein","Male","137","0.455506560347551","0.399338650443742","0.511674470251361"
"Very low transfer dependency","2005","Schleswig-Holstein","Female","154","0.44233235123046","0.389540035831647","0.495124666629273"
"Very low transfer dependency","2005","Hamburg","Male","65","0.360089513783445","0.280857009023247","0.439322018543643"
"Very low transfer dependency","2005","Hamburg","Female","64","0.325327478604542","0.250353709179316","0.400301248029768"
"Very low transfer dependency","2005","Lower Saxony","Male","415","0.428721390161073","0.395510146938081","0.461932633384064"
"Very low transfer dependency","2005","Lower Saxony","Female","436","0.405135219560335","0.373413019085145","0.436857420035525"
"Very low transfer dependency","2005","Bremen","Male","23","","",""
"Very low transfer dependency","2005","Bremen","Female","30","0.323089294984413","0.222480483105755","0.423698106863072"
"Very low transfer dependency","2005","North Rhine-Westphalia","Male","1022","0.454541045945905","0.433096066578043","0.475986025313768"
"Very low transfer dependency","2005","North Rhine-Westphalia","Female","1071","0.421668773088977","0.40114972899195","0.442187817186005"
"Very low transfer dependency","2005","Hesse","Male","313","0.447611866293186","0.409531562276915","0.485692170309456"
"Very low transfer dependency","2005","Hesse","Female","337","0.445574401475932","0.408911444119061","0.482237358832803"
"Very low transfer dependency","2005","Rhineland-Palatinate,Saarland","Male","308","0.502164822400772","0.461297131274498","0.543032513527045"
"Very low transfer dependency","2005","Rhineland-Palatinate,Saarland","Female","319","0.42871038218195","0.390839420144849","0.466581344219051"
"Very low transfer dependency","2005","Baden-Württemberg","Male","630","0.46203007325185","0.433904034063473","0.490156112440226"
"Very low transfer dependency","2005","Baden-Württemberg","Female","666","0.44087691280278","0.413825288700261","0.467928536905299"
"Very low transfer dependency","2005","Bavaria","Male","651","0.400237230728575","0.374198061093446","0.426276400363704"
"Very low transfer dependency","2005","Bavaria","Female","696","0.371862044775088","0.34751739124101","0.396206698309167"
"Very low transfer dependency","2005","Berlin","Male","156","0.402661816205115","0.35157288436347","0.453750748046759"
"Very low transfer dependency","2005","Berlin","Female","179","0.4199893306917","0.370430309155047","0.469548352228353"
"Very low transfer dependency","2005","Brandenburg","Male","185","0.387417625264616","0.340771774827496","0.434063475701736"
"Very low transfer dependency","2005","Brandenburg","Female","197","0.434448550786423","0.388751927456575","0.480145174116271"
"Very low transfer dependency","2005","Mecklenburg-Western Pomerania","Male","105","0.33589971181149","0.274860934858908","0.396938488764072"
"Very low transfer dependency","2005","Mecklenburg-Western Pomerania","Female","118","0.357278297562165","0.300119773041362","0.414436822082968"
"Very low transfer dependency","2005","Saxony","Male","337","0.363106480689579","0.328316797326187","0.397896164052972"
"Very low transfer dependency","2005","Saxony","Female","325","0.323086601315698","0.289925614885597","0.356247587745799"
"Very low transfer dependency","2005","Saxony-Anhalt","Male","178","0.35763152799568","0.311180380735177","0.404082675256183"
"Very low transfer dependency","2005","Saxony-Anhalt","Female","197","0.331916001642443","0.289069168250914","0.374762835033972"
"Very low transfer dependency","2005","Thuringia","Male","167","0.298491019418258","0.254883622835052","0.342098416001464"
"Very low transfer dependency","2005","Thuringia","Female","181","0.305669883127529","0.263246205188777","0.34809356106628"
"Low transfer dependency","2005","Schleswig-Holstein","Male","22","","",""
"Low transfer dependency","2005","Schleswig-Holstein","Female","24","","",""
"Low transfer dependency","2005","Hamburg","Male","4","","",""
"Low transfer dependency","2005","Hamburg","Female","5","","",""
"Low transfer dependency","2005","Lower Saxony","Male","64","0.0748720118091815","0.0572102413233904","0.0925337822949727"
"Low transfer dependency","2005","Lower Saxony","Female","68","0.0774199189467057","0.0601503073410652","0.0946895305523462"
"Low transfer dependency","2005","Bremen","Male","7","","",""
"Low transfer dependency","2005","Bremen","Female","8","","",""
"Low transfer dependency","2005","North Rhine-Westphalia","Male","74","0.0363693894690666","0.0283066738777008","0.0444321050604324"
"Low transfer dependency","2005","North Rhine-Westphalia","Female","97","0.0453192848007097","0.0366765003483","0.0539620692531194"
"Low transfer dependency","2005","Hesse","Male","42","0.0594996034198613","0.0413835343399605","0.0776156724997621"
"Low transfer dependency","2005","Hesse","Female","50","0.0830133642340537","0.0626616380494663","0.103365090418641"
"Low transfer dependency","2005","Rhineland-Palatinate,Saarland","Male","28","","",""
"Low transfer dependency","2005","Rhineland-Palatinate,Saarland","Female","30","0.0517176999172678","0.0347710212579354","0.0686643785766002"
"Low transfer dependency","2005","Baden-Württemberg","Male","72","0.0576189004899975","0.0444730035589642","0.0707647974210308"
"Low transfer dependency","2005","Baden-Württemberg","Female","72","0.0538161928314761","0.0415212873632438","0.0661110982997085"
"Low transfer dependency","2005","Bavaria","Male","76","0.0579037826454271","0.045490697492486","0.0703168677983683"
"Low transfer dependency","2005","Bavaria","Female","95","0.062068144186535","0.0499145375231422","0.0742217508499278"
"Low transfer dependency","2005","Berlin","Male","18","","",""
"Low transfer dependency","2005","Berlin","Female","23","","",""
"Low transfer dependency","2005","Brandenburg","Male","49","0.106860619620406","0.0772798449709362","0.136441394269877"
"Low transfer dependency","2005","Brandenburg","Female","45","0.0757884363568978","0.0513897723665423","0.100187100347253"
"Low transfer dependency","2005","Mecklenburg-Western Pomerania","Male","30","0.204316256300841","0.152208079642386","0.256424432959296"
"Low transfer dependency","2005","Mecklenburg-Western Pomerania","Female","35","0.184605683367055","0.138327896390904","0.230883470343206"
"Low transfer dependency","2005","Saxony","Male","76","0.0999747742213306","0.0782741304387051","0.121675418003956"
"Low transfer dependency","2005","Saxony","Female","82","0.112340540909824","0.0899485422361276","0.13473253958352"
"Low transfer dependency","2005","Saxony-Anhalt","Male","36","0.103034876698122","0.0735725973337689","0.132497156062476"
"Low transfer dependency","2005","Saxony-Anhalt","Female","41","0.11490531792045","0.0858882162926952","0.143922419548204"
"Low transfer dependency","2005","Thuringia","Male","56","0.129610049460747","0.0976023707104969","0.161617728210997"
"Low transfer dependency","2005","Thuringia","Female","59","0.140807547011711","0.108777528976803","0.172837565046619"
"High transfer dependency","2005","Schleswig-Holstein","Male","10","","",""
"High transfer dependency","2005","Schleswig-Holstein","Female","8","","",""
"High transfer dependency","2005","Hamburg","Male","2","","",""
"High transfer dependency","2005","Hamburg","Female","1","","",""
"High transfer dependency","2005","Lower Saxony","Male","9","","",""
"High transfer dependency","2005","Lower Saxony","Female","19","","",""
"High transfer dependency","2005","Bremen","Male","5","","",""
"High transfer dependency","2005","Bremen","Female","7","","",""
"High transfer dependency","2005","North Rhine-Westphalia","Male","42","0.026563611623061","0.0196380437333574","0.0334891795127646"
"High transfer dependency","2005","North Rhine-Westphalia","Female","57","0.02986615665365","0.0227934022076156","0.0369389110996844"
"High transfer dependency","2005","Hesse","Male","6","","",""
"High transfer dependency","2005","Hesse","Female","9","","",""
"High transfer dependency","2005","Rhineland-Palatinate,Saarland","Male","6","","",""
"High transfer dependency","2005","Rhineland-Palatinate,Saarland","Female","14","","",""
"High transfer dependency","2005","Baden-Württemberg","Male","14","","",""
"High transfer dependency","2005","Baden-Württemberg","Female","16","","",""
"High transfer dependency","2005","Bavaria","Male","12","","",""
"High transfer dependency","2005","Bavaria","Female","21","","",""
"High transfer dependency","2005","Berlin","Male","13","","",""
"High transfer dependency","2005","Berlin","Female","15","","",""
"High transfer dependency","2005","Brandenburg","Male","22","","",""
"High transfer dependency","2005","Brandenburg","Female","25","","",""
"High transfer dependency","2005","Mecklenburg-Western Pomerania","Male","6","","",""
"High transfer dependency","2005","Mecklenburg-Western Pomerania","Female","15","","",""
"High transfer dependency","2005","Saxony","Male","25","","",""
"High transfer dependency","2005","Saxony","Female","23","","",""
"High transfer dependency","2005","Saxony-Anhalt","Male","16","","",""
"High transfer dependency","2005","Saxony-Anhalt","Female","16","","",""
"High transfer dependency","2005","Thuringia","Male","19","","",""
"High transfer dependency","2005","Thuringia","Female","17","","",""
"Very high transfer dependency","2005","Schleswig-Holstein","Male","6","","",""
"Very high transfer dependency","2005","Schleswig-Holstein","Female","9","","",""
"Very high transfer dependency","2005","Hamburg","Male","2","","",""
"Very high transfer dependency","2005","Hamburg","Female","3","","",""
"Very high transfer dependency","2005","Lower Saxony","Male","13","","",""
"Very high transfer dependency","2005","Lower Saxony","Female","18","","",""
"Very high transfer dependency","2005","Bremen","Male","","","",""
"Very high transfer dependency","2005","Bremen","Female","","","",""
"Very high transfer dependency","2005","North Rhine-Westphalia","Male","26","","",""
"Very high transfer dependency","2005","North Rhine-Westphalia","Female","31","0.0178680031295464","0.0123636533553602","0.0233723529037326"
"Very high transfer dependency","2005","Hesse","Male","3","","",""
"Very high transfer dependency","2005","Hesse","Female","3","","",""
"Very high transfer dependency","2005","Rhineland-Palatinate,Saarland","Male","5","","",""
"Very high transfer dependency","2005","Rhineland-Palatinate,Saarland","Female","13","","",""
"Very high transfer dependency","2005","Baden-Württemberg","Male","10","","",""
"Very high transfer dependency","2005","Baden-Württemberg","Female","10","","",""
"Very high transfer dependency","2005","Bavaria","Male","10","","",""
"Very high transfer dependency","2005","Bavaria","Female","20","","",""
"Very high transfer dependency","2005","Berlin","Male","9","","",""
"Very high transfer dependency","2005","Berlin","Female","11","","",""
"Very high transfer dependency","2005","Brandenburg","Male","12","","",""
"Very high transfer dependency","2005","Brandenburg","Female","17","","",""
"Very high transfer dependency","2005","Mecklenburg-Western Pomerania","Male","2","","",""
"Very high transfer dependency","2005","Mecklenburg-Western Pomerania","Female","6","","",""
"Very high transfer dependency","2005","Saxony","Male","15","","",""
"Very high transfer dependency","2005","Saxony","Female","23","","",""
"Very high transfer dependency","2005","Saxony-Anhalt","Male","14","","",""
"Very high transfer dependency","2005","Saxony-Anhalt","Female","15","","",""
"Very high transfer dependency","2005","Thuringia","Male","16","","",""
"Very high transfer dependency","2005","Thuringia","Female","23","","",""
"Complete transfer dependency","2005","Schleswig-Holstein","Male","3","","",""
"Complete transfer dependency","2005","Schleswig-Holstein","Female","3","","",""
"Complete transfer dependency","2005","Hamburg","Male","","","",""
"Complete transfer dependency","2005","Hamburg","Female","","","",""
"Complete transfer dependency","2005","Lower Saxony","Male","5","","",""
"Complete transfer dependency","2005","Lower Saxony","Female","5","","",""
"Complete transfer dependency","2005","Bremen","Male","","","",""
"Complete transfer dependency","2005","Bremen","Female","","","",""
"Complete transfer dependency","2005","North Rhine-Westphalia","Male","23","","",""
"Complete transfer dependency","2005","North Rhine-Westphalia","Female","26","","",""
"Complete transfer dependency","2005","Hesse","Male","7","","",""
"Complete transfer dependency","2005","Hesse","Female","6","","",""
"Complete transfer dependency","2005","Rhineland-Palatinate,Saarland","Male","5","","",""
"Complete transfer dependency","2005","Rhineland-Palatinate,Saarland","Female","6","","",""
"Complete transfer dependency","2005","Baden-Württemberg","Male","5","","",""
"Complete transfer dependency","2005","Baden-Württemberg","Female","7","","",""
"Complete transfer dependency","2005","Bavaria","Male","6","","",""
"Complete transfer dependency","2005","Bavaria","Female","6","","",""
"Complete transfer dependency","2005","Berlin","Male","14","","",""
"Complete transfer dependency","2005","Berlin","Female","17","","",""
"Complete transfer dependency","2005","Brandenburg","Male","4","","",""
"Complete transfer dependency","2005","Brandenburg","Female","4","","",""
"Complete transfer dependency","2005","Mecklenburg-Western Pomerania","Male","8","","",""
"Complete transfer dependency","2005","Mecklenburg-Western Pomerania","Female","8","","",""
"Complete transfer dependency","2005","Saxony","Male","11","","",""
"Complete transfer dependency","2005","Saxony","Female","11","","",""
"Complete transfer dependency","2005","Saxony-Anhalt","Male","10","","",""
"Complete transfer dependency","2005","Saxony-Anhalt","Female","11","","",""
"Complete transfer dependency","2005","Thuringia","Male","5","","",""
"Complete transfer dependency","2005","Thuringia","Female","3","","",""
"No transfer dependency","2006","Schleswig-Holstein","Male","139","0.437279925963967","0.381609551085299","0.492950300842634"
"No transfer dependency","2006","Schleswig-Holstein","Female","161","0.498769736042859","0.446903745962739","0.550635726122979"
"No transfer dependency","2006","Hamburg","Male","77","0.682830705956752","0.606821020735051","0.758840391178454"
"No transfer dependency","2006","Hamburg","Female","85","0.619918291633539","0.545628031810634","0.694208551456445"
"No transfer dependency","2006","Lower Saxony","Male","400","0.477527554533844","0.445814903062576","0.509240206005112"
"No transfer dependency","2006","Lower Saxony","Female","428","0.469634242645559","0.438946223749557","0.500322261541562"
"No transfer dependency","2006","Bremen","Male","35","0.565186061619142","0.443733814610372","0.686638308627912"
"No transfer dependency","2006","Bremen","Female","46","0.605270901775862","0.499475782151701","0.711066021400023"
"No transfer dependency","2006","North Rhine-Westphalia","Male","965","0.454941855507108","0.434028750537737","0.475854960476479"
"No transfer dependency","2006","North Rhine-Westphalia","Female","1041","0.482460031609917","0.462316900808638","0.502603162411197"
"No transfer dependency","2006","Hesse","Male","320","0.458940232851081","0.422104347297707","0.495776118404456"
"No transfer dependency","2006","Hesse","Female","349","0.424569984875864","0.389703325359837","0.459436644391892"
"No transfer dependency","2006","Rhineland-Palatinate,Saarland","Male","259","0.438601164029294","0.39902804643588","0.478174281622707"
"No transfer dependency","2006","Rhineland-Palatinate,Saarland","Female","304","0.451145099923534","0.414256141031388","0.48803405881568"
"No transfer dependency","2006","Baden-Württemberg","Male","549","0.457553133829114","0.430533723178302","0.484572544479925"
"No transfer dependency","2006","Baden-Württemberg","Female","595","0.482682897383967","0.456674155218906","0.508691639549028"
"No transfer dependency","2006","Bavaria","Male","689","0.501886729912023","0.476592313887145","0.5271811459369"
"No transfer dependency","2006","Bavaria","Female","745","0.510772356034908","0.486703468174093","0.534841243895723"
"No transfer dependency","2006","Berlin","Male","158","0.447161098551369","0.396223454626449","0.498098742476289"
"No transfer dependency","2006","Berlin","Female","171","0.446138954951739","0.398767863569473","0.493510046334004"
"No transfer dependency","2006","Brandenburg","Male","159","0.382585169241315","0.337580074728441","0.427590263754188"
"No transfer dependency","2006","Brandenburg","Female","186","0.405632098930886","0.361751819568285","0.449512378293487"
"No transfer dependency","2006","Mecklenburg-Western Pomerania","Male","84","0.364422318403385","0.306147054629549","0.422697582177222"
"No transfer dependency","2006","Mecklenburg-Western Pomerania","Female","91","0.380020154370389","0.324909945145573","0.435130363595204"
"No transfer dependency","2006","Saxony","Male","307","0.406414118740052","0.371767120379948","0.441061117100155"
"No transfer dependency","2006","Saxony","Female","342","0.464394695760125","0.430091377205724","0.498698014314526"
"No transfer dependency","2006","Saxony-Anhalt","Male","169","0.424617964088431","0.378327837663147","0.470908090513715"
"No transfer dependency","2006","Saxony-Anhalt","Female","196","0.461188518798019","0.416732333924935","0.505644703671103"
"No transfer dependency","2006","Thuringia","Male","180","0.429500913938206","0.384216237303577","0.474785590572836"
"No transfer dependency","2006","Thuringia","Female","204","0.473058909122014","0.428986856546119","0.51713096169791"
"Very low transfer dependency","2006","Schleswig-Holstein","Male","129","0.409411875291056","0.35422691375653","0.464596836825582"
"Very low transfer dependency","2006","Schleswig-Holstein","Female","147","0.365187693922202","0.315242383276181","0.415133004568222"
"Very low transfer dependency","2006","Hamburg","Male","53","0.237546356558216","0.168036282079563","0.307056431036869"
"Very low transfer dependency","2006","Hamburg","Female","64","0.28302648375457","0.2140833116097","0.35196965589944"
"Very low transfer dependency","2006","Lower Saxony","Male","454","0.417816923184554","0.386503940164459","0.449129906204649"
"Very low transfer dependency","2006","Lower Saxony","Female","476","0.413040529797927","0.382764311451357","0.443316748144498"
"Very low transfer dependency","2006","Bremen","Male","19","","",""
"Very low transfer dependency","2006","Bremen","Female","27","","",""
"Very low transfer dependency","2006","North Rhine-Westphalia","Male","1003","0.419255494826232","0.398532568185338","0.439978421467125"
"Very low transfer dependency","2006","North Rhine-Westphalia","Female","1072","0.386778364961928","0.367146381664864","0.406410348258992"
"Very low transfer dependency","2006","Hesse","Male","331","0.451548468874713","0.414761691664676","0.488335246084751"
"Very low transfer dependency","2006","Hesse","Female","355","0.454738994693311","0.41961347491834","0.489864514468282"
"Very low transfer dependency","2006","Rhineland-Palatinate,Saarland","Male","294","0.435971533203791","0.396424928762022","0.475518137645561"
"Very low transfer dependency","2006","Rhineland-Palatinate,Saarland","Female","318","0.400779891853107","0.364450706917954","0.437109076788261"
"Very low transfer dependency","2006","Baden-Württemberg","Male","659","0.467456033133934","0.440396230685424","0.494515835582445"
"Very low transfer dependency","2006","Baden-Württemberg","Female","705","0.432654279608658","0.406867068885185","0.458441490332131"
"Very low transfer dependency","2006","Bavaria","Male","683","0.402880681743492","0.378067838749521","0.427693524737462"
"Very low transfer dependency","2006","Bavaria","Female","747","0.377105239346129","0.35376929077766","0.400441187914598"
"Very low transfer dependency","2006","Berlin","Male","149","0.382150179490954","0.332368901153641","0.431931457828267"
"Very low transfer dependency","2006","Berlin","Female","169","0.34610950790213","0.300774135917697","0.391444879886563"
"Very low transfer dependency","2006","Brandenburg","Male","215","0.4282246969457","0.382404427814903","0.474044966076497"
"Very low transfer dependency","2006","Brandenburg","Female","219","0.424787721673054","0.380612818697723","0.468962624648385"
"Very low transfer dependency","2006","Mecklenburg-Western Pomerania","Male","129","0.409154850900042","0.349619058987842","0.468690642812242"
"Very low transfer dependency","2006","Mecklenburg-Western Pomerania","Female","144","0.359185916837376","0.304714881134943","0.413656952539809"
"Very low transfer dependency","2006","Saxony","Male","323","0.340928250246738","0.307490481960897","0.37436601853258"
"Very low transfer dependency","2006","Saxony","Female","326","0.318043401517577","0.286010842190617","0.350075960844538"
"Very low transfer dependency","2006","Saxony-Anhalt","Male","188","0.351074949520154","0.306374877116318","0.39577502192399"
"Very low transfer dependency","2006","Saxony-Anhalt","Female","206","0.339444527438805","0.297215256975835","0.381673797901776"
"Very low transfer dependency","2006","Thuringia","Male","189","0.334278367822125","0.291122264977857","0.377434470666392"
"Very low transfer dependency","2006","Thuringia","Female","198","0.303749977737494","0.263155648491555","0.344344306983432"
"Low transfer dependency","2006","Schleswig-Holstein","Male","24","","",""
"Low transfer dependency","2006","Schleswig-Holstein","Female","22","","",""
"Low transfer dependency","2006","Hamburg","Male","6","","",""
"Low transfer dependency","2006","Hamburg","Female","4","","",""
"Low transfer dependency","2006","Lower Saxony","Male","51","0.0506221037157707","0.0367036402630914","0.06454056716845"
"Low transfer dependency","2006","Lower Saxony","Female","56","0.0547189637860312","0.0407343446846385","0.0687035828874238"
"Low transfer dependency","2006","Bremen","Male","3","","",""
"Low transfer dependency","2006","Bremen","Female","3","","",""
"Low transfer dependency","2006","North Rhine-Westphalia","Male","103","0.0535000818763017","0.0440495409540774","0.0629506227985261"
"Low transfer dependency","2006","North Rhine-Westphalia","Female","114","0.0553879882766661","0.0461673946383162","0.0646085819150161"
"Low transfer dependency","2006","Hesse","Male","32","0.0472716718856157","0.0315841101085568","0.0629592336626745"
"Low transfer dependency","2006","Hesse","Female","44","0.0678205042948374","0.0500839308666862","0.0855570777229887"
"Low transfer dependency","2006","Rhineland-Palatinate,Saarland","Male","29","","",""
"Low transfer dependency","2006","Rhineland-Palatinate,Saarland","Female","40","0.0693219885825414","0.0504922306915145","0.0881517464735682"
"Low transfer dependency","2006","Baden-Württemberg","Male","62","0.0478120252552038","0.0362400787083965","0.0593839718020112"
"Low transfer dependency","2006","Baden-Württemberg","Female","68","0.0473824077874716","0.0363243759148854","0.0584404396600577"
"Low transfer dependency","2006","Bavaria","Male","91","0.0589998433738379","0.0470797948830401","0.0709198918646357"
"Low transfer dependency","2006","Bavaria","Female","101","0.0586048326586601","0.0472954334568825","0.0699142318604378"
"Low transfer dependency","2006","Berlin","Male","25","","",""
"Low transfer dependency","2006","Berlin","Female","31","0.083181002755108","0.0568642812306543","0.109497724279562"
"Low transfer dependency","2006","Brandenburg","Male","30","0.0593136293874158","0.0374406089133362","0.0811866498614955"
"Low transfer dependency","2006","Brandenburg","Female","40","0.101669933818712","0.0746620976237046","0.128677770013719"
"Low transfer dependency","2006","Mecklenburg-Western Pomerania","Male","27","","",""
"Low transfer dependency","2006","Mecklenburg-Western Pomerania","Female","26","","",""
"Low transfer dependency","2006","Saxony","Male","85","0.12006953356239","0.0971408019899908","0.142998265134789"
"Low transfer dependency","2006","Saxony","Female","72","0.086240042840052","0.0669318948256369","0.105548190854467"
"Low transfer dependency","2006","Saxony-Anhalt","Male","38","0.0721666208391143","0.0479332283078367","0.096400013370392"
"Low transfer dependency","2006","Saxony-Anhalt","Female","30","0.0560703995079024","0.0355535272940969","0.0765872717217079"
