"transab_cat","year","education","migback","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1999","Other degree","no migration background","1","","",""
"High transfer dependency","1999","Other degree","direct migration background","13","","",""
"High transfer dependency","1999","Other degree","indirect migration background","","","",""
"High transfer dependency","1999","no degree/no degree yet","no migration background","11","","",""
"High transfer dependency","1999","no degree/no degree yet","direct migration background","15","","",""
"High transfer dependency","1999","no degree/no degree yet","indirect migration background","4","","",""
"Very high transfer dependency","1999","lower secondary degree","no migration background","69","0.0138376842912486","0.0105011956080482","0.0171741729744491"
"Very high transfer dependency","1999","lower secondary degree","direct migration background","6","","",""
"Very high transfer dependency","1999","lower secondary degree","indirect migration background","7","","",""
"Very high transfer dependency","1999","secondary school degree","no migration background","35","0.0115757646304746","0.00804111224196807","0.0151104170189811"
"Very high transfer dependency","1999","secondary school degree","direct migration background","2","","",""
"Very high transfer dependency","1999","secondary school degree","indirect migration background","2","","",""
"Very high transfer dependency","1999","college entrance qualification","no migration background","11","","",""
"Very high transfer dependency","1999","college entrance qualification","direct migration background","2","","",""
"Very high transfer dependency","1999","college entrance qualification","indirect migration background","1","","",""
"Very high transfer dependency","1999","Other degree","no migration background","3","","",""
"Very high transfer dependency","1999","Other degree","direct migration background","12","","",""
"Very high transfer dependency","1999","Other degree","indirect migration background","1","","",""
"Very high transfer dependency","1999","no degree/no degree yet","no migration background","7","","",""
"Very high transfer dependency","1999","no degree/no degree yet","direct migration background","5","","",""
"Very high transfer dependency","1999","no degree/no degree yet","indirect migration background","2","","",""
"Complete transfer dependency","1999","lower secondary degree","no migration background","41","0.0127612430172023","0.00955540677989529","0.0159670792545093"
"Complete transfer dependency","1999","lower secondary degree","direct migration background","7","","",""
"Complete transfer dependency","1999","lower secondary degree","indirect migration background","2","","",""
"Complete transfer dependency","1999","secondary school degree","no migration background","14","","",""
"Complete transfer dependency","1999","secondary school degree","direct migration background","2","","",""
"Complete transfer dependency","1999","secondary school degree","indirect migration background","","","",""
"Complete transfer dependency","1999","college entrance qualification","no migration background","5","","",""
"Complete transfer dependency","1999","college entrance qualification","direct migration background","3","","",""
"Complete transfer dependency","1999","college entrance qualification","indirect migration background","","","",""
"Complete transfer dependency","1999","Other degree","no migration background","2","","",""
"Complete transfer dependency","1999","Other degree","direct migration background","17","","",""
"Complete transfer dependency","1999","Other degree","indirect migration background","","","",""
"Complete transfer dependency","1999","no degree/no degree yet","no migration background","5","","",""
"Complete transfer dependency","1999","no degree/no degree yet","direct migration background","5","","",""
"Complete transfer dependency","1999","no degree/no degree yet","indirect migration background","","","",""
"No transfer dependency","2000","lower secondary degree","no migration background","5054","0.63705394964176","0.626938798962719","0.647169100320801"
"No transfer dependency","2000","lower secondary degree","direct migration background","318","0.45730647760404","0.424165201729439","0.490447753478642"
"No transfer dependency","2000","lower secondary degree","indirect migration background","95","0.327541085780849","0.276200437939215","0.378881733622482"
"No transfer dependency","2000","secondary school degree","no migration background","2213","0.422177006993148","0.410040437227836","0.43431357675846"
"No transfer dependency","2000","secondary school degree","direct migration background","125","0.484198149091004","0.428833961328731","0.539562336853276"
"No transfer dependency","2000","secondary school degree","indirect migration background","68","0.318902908021675","0.25931640306495","0.378489412978399"
"No transfer dependency","2000","college entrance qualification","no migration background","1732","0.480540108752037","0.465458814234713","0.495621403269361"
"No transfer dependency","2000","college entrance qualification","direct migration background","130","0.438771821842067","0.385868999818553","0.491674643865581"
"No transfer dependency","2000","college entrance qualification","indirect migration background","62","0.432549664572991","0.356955540829821","0.508143788316162"
"No transfer dependency","2000","Other degree","no migration background","71","0.621662782548718","0.537973431047807","0.705352134049629"
"No transfer dependency","2000","Other degree","direct migration background","391","0.312585837128843","0.287958757497684","0.337212916760002"
"No transfer dependency","2000","Other degree","indirect migration background","7","","",""
"No transfer dependency","2000","no degree/no degree yet","no migration background","45","0.133045229606592","0.102109848581829","0.163980610631355"
"No transfer dependency","2000","no degree/no degree yet","direct migration background","112","0.359167328251508","0.310414776069706","0.40791988043331"
"No transfer dependency","2000","no degree/no degree yet","indirect migration background","4","","",""
"Very low transfer dependency","2000","lower secondary degree","no migration background","2868","0.290084062227183","0.28053790440011","0.299630220054256"
"Very low transfer dependency","2000","lower secondary degree","direct migration background","421","0.411180166633305","0.378446434622751","0.44391389864386"
"Very low transfer dependency","2000","lower secondary degree","indirect migration background","184","0.532723656435168","0.478143664943019","0.587303647927317"
"Very low transfer dependency","2000","secondary school degree","no migration background","3400","0.475580705287928","0.463309062557421","0.487852348018434"
"Very low transfer dependency","2000","secondary school degree","direct migration background","140","0.379290662328929","0.325537237849607","0.433044086808251"
"Very low transfer dependency","2000","secondary school degree","indirect migration background","141","0.581564167285153","0.51849350172762","0.644634832842685"
"Very low transfer dependency","2000","college entrance qualification","no migration background","2230","0.465845827929738","0.450788350962792","0.480903304896684"
"Very low transfer dependency","2000","college entrance qualification","direct migration background","174","0.464638379319051","0.411467860526624","0.517808898111477"
"Very low transfer dependency","2000","college entrance qualification","indirect migration background","83","0.483378721406842","0.407129392060732","0.559628050752952"
"Very low transfer dependency","2000","Other degree","no migration background","32","0.233319133524276","0.160333778344911","0.30630448870364"
"Very low transfer dependency","2000","Other degree","direct migration background","684","0.459188751137803","0.432713657376042","0.485663844899565"
"Very low transfer dependency","2000","Other degree","indirect migration background","12","","",""
"Very low transfer dependency","2000","no degree/no degree yet","no migration background","358","0.73697389310501","0.696870319347158","0.777077466862862"
"Very low transfer dependency","2000","no degree/no degree yet","direct migration background","158","0.397868824180047","0.348130387241686","0.447607261118407"
"Very low transfer dependency","2000","no degree/no degree yet","indirect migration background","57","0.755978760386566","0.658119744808656","0.853837775964477"
"Low transfer dependency","2000","lower secondary degree","no migration background","423","0.0398670637734389","0.0357514366350231","0.0439826909118547"
"Low transfer dependency","2000","lower secondary degree","direct migration background","83","0.0891516570809093","0.070194379264031","0.108108934897788"
"Low transfer dependency","2000","lower secondary degree","indirect migration background","26","","",""
"Low transfer dependency","2000","secondary school degree","no migration background","514","0.0654058847437848","0.0593305362905281","0.0714812331970415"
"Low transfer dependency","2000","secondary school degree","direct migration background","34","0.0900973572688905","0.0583776323994063","0.121817082138375"
"Low transfer dependency","2000","secondary school degree","indirect migration background","18","","",""
"Low transfer dependency","2000","college entrance qualification","no migration background","170","0.0338747875086362","0.0284140313071964","0.039335543710076"
"Low transfer dependency","2000","college entrance qualification","direct migration background","16","","",""
"Low transfer dependency","2000","college entrance qualification","indirect migration background","11","","",""
"Low transfer dependency","2000","Other degree","no migration background","11","","",""
"Low transfer dependency","2000","Other degree","direct migration background","153","0.106627197351907","0.0902300088653068","0.123024385838508"
"Low transfer dependency","2000","Other degree","indirect migration background","","","",""
"Low transfer dependency","2000","no degree/no degree yet","no migration background","26","","",""
"Low transfer dependency","2000","no degree/no degree yet","direct migration background","50","0.11496479471393","0.0825502945992229","0.147379294828638"
"Low transfer dependency","2000","no degree/no degree yet","indirect migration background","11","","",""
"High transfer dependency","2000","lower secondary degree","no migration background","146","0.0130582205857192","0.0106701289899742","0.0154463121814642"
"High transfer dependency","2000","lower secondary degree","direct migration background","19","","",""
"High transfer dependency","2000","lower secondary degree","indirect migration background","8","","",""
"High transfer dependency","2000","secondary school degree","no migration background","128","0.0192403050016969","0.015864801679712","0.0226158083236819"
"High transfer dependency","2000","secondary school degree","direct migration background","9","","",""
"High transfer dependency","2000","secondary school degree","indirect migration background","6","","",""
"High transfer dependency","2000","college entrance qualification","no migration background","46","0.0103765854483702","0.00731772260277626","0.0134354482939642"
"High transfer dependency","2000","college entrance qualification","direct migration background","9","","",""
"High transfer dependency","2000","college entrance qualification","indirect migration background","6","","",""
"High transfer dependency","2000","Other degree","no migration background","3","","",""
"High transfer dependency","2000","Other degree","direct migration background","48","0.0404827801111085","0.0300119628615048","0.0509535973607122"
"High transfer dependency","2000","Other degree","indirect migration background","1","","",""
"High transfer dependency","2000","no degree/no degree yet","no migration background","16","","",""
"High transfer dependency","2000","no degree/no degree yet","direct migration background","21","","",""
"High transfer dependency","2000","no degree/no degree yet","indirect migration background","1","","",""
"Very high transfer dependency","2000","lower secondary degree","no migration background","116","0.0119355422738539","0.00965111714273642","0.0142199674049714"
"Very high transfer dependency","2000","lower secondary degree","direct migration background","16","","",""
"Very high transfer dependency","2000","lower secondary degree","indirect migration background","4","","",""
"Very high transfer dependency","2000","secondary school degree","no migration background","67","0.0104966989688212","0.0079923995453835","0.0130009983922589"
"Very high transfer dependency","2000","secondary school degree","direct migration background","4","","",""
"Very high transfer dependency","2000","secondary school degree","indirect migration background","2","","",""
"Very high transfer dependency","2000","college entrance qualification","no migration background","26","","",""
"Very high transfer dependency","2000","college entrance qualification","direct migration background","7","","",""
"Very high transfer dependency","2000","college entrance qualification","indirect migration background","3","","",""
"Very high transfer dependency","2000","Other degree","no migration background","6","","",""
"Very high transfer dependency","2000","Other degree","direct migration background","32","0.0368627705853571","0.026852239918585","0.0468733012521292"
"Very high transfer dependency","2000","Other degree","indirect migration background","","","",""
"Very high transfer dependency","2000","no degree/no degree yet","no migration background","12","","",""
"Very high transfer dependency","2000","no degree/no degree yet","direct migration background","8","","",""
"Very high transfer dependency","2000","no degree/no degree yet","indirect migration background","1","","",""
"Complete transfer dependency","2000","lower secondary degree","no migration background","74","0.00800116149804513","0.00612705048417903","0.00987527251191123"
"Complete transfer dependency","2000","lower secondary degree","direct migration background","11","","",""
"Complete transfer dependency","2000","lower secondary degree","indirect migration background","4","","",""
"Complete transfer dependency","2000","secondary school degree","no migration background","40","0.00709939900462104","0.00503632437656621","0.00916247363267586"
"Complete transfer dependency","2000","secondary school degree","direct migration background","1","","",""
"Complete transfer dependency","2000","secondary school degree","indirect migration background","","","",""
"Complete transfer dependency","2000","college entrance qualification","no migration background","12","","",""
"Complete transfer dependency","2000","college entrance qualification","direct migration background","2","","",""
"Complete transfer dependency","2000","college entrance qualification","indirect migration background","","","",""
"Complete transfer dependency","2000","Other degree","no migration background","6","","",""
"Complete transfer dependency","2000","Other degree","direct migration background","53","0.044252663684981","0.0333266866046742","0.0551786407652878"
"Complete transfer dependency","2000","Other degree","indirect migration background","","","",""
"Complete transfer dependency","2000","no degree/no degree yet","no migration background","6","","",""
"Complete transfer dependency","2000","no degree/no degree yet","direct migration background","23","","",""
"Complete transfer dependency","2000","no degree/no degree yet","indirect migration background","","","",""
"No transfer dependency","2001","lower secondary degree","no migration background","4195","0.614197792965829","0.603257348613532","0.625138237318126"
"No transfer dependency","2001","lower secondary degree","direct migration background","273","0.43667573389922","0.401598427186854","0.471753040611587"
"No transfer dependency","2001","lower secondary degree","indirect migration background","78","0.270884805495502","0.219647112557222","0.322122498433782"
"No transfer dependency","2001","secondary school degree","no migration background","1879","0.402724406563908","0.390161908707328","0.415286904420487"
"No transfer dependency","2001","secondary school degree","direct migration background","101","0.416394129133863","0.358756374226874","0.474031884040852"
"No transfer dependency","2001","secondary school degree","indirect migration background","53","0.310250827065826","0.247232773293274","0.373268880838377"
"No transfer dependency","2001","college entrance qualification","no migration background","1551","0.4726744052498","0.45708334788727","0.48826546261233"
"No transfer dependency","2001","college entrance qualification","direct migration background","96","0.363957818232573","0.309330680606322","0.418584955858824"
"No transfer dependency","2001","college entrance qualification","indirect migration background","54","0.433714978089905","0.356683314597315","0.510746641582496"
"No transfer dependency","2001","Other degree","no migration background","53","0.607810229407193","0.513060028710775","0.702560430103612"
"No transfer dependency","2001","Other degree","direct migration background","326","0.284264726030441","0.259015937052702","0.30951351500818"
"No transfer dependency","2001","Other degree","indirect migration background","8","","",""
"No transfer dependency","2001","no degree/no degree yet","no migration background","44","0.130856399641255","0.101501042851125","0.160211756431385"
"No transfer dependency","2001","no degree/no degree yet","direct migration background","70","0.293514012103435","0.239397495394937","0.347630528811933"
"No transfer dependency","2001","no degree/no degree yet","indirect migration background","4","","",""
"Very low transfer dependency","2001","lower secondary degree","no migration background","2695","0.306893658262775","0.296528107682863","0.317259208842687"
"Very low transfer dependency","2001","lower secondary degree","direct migration background","394","0.443975094525291","0.40883572964472","0.479114459405862"
"Very low transfer dependency","2001","lower secondary degree","indirect migration background","172","0.604319996908948","0.547942641023056","0.660697352794841"
"Very low transfer dependency","2001","secondary school degree","no migration background","3258","0.495019271066282","0.482212693126589","0.507825849005976"
"Very low transfer dependency","2001","secondary school degree","direct migration background","129","0.428232184708206","0.370376713377132","0.486087656039281"
"Very low transfer dependency","2001","secondary school degree","indirect migration background","129","0.575640668909212","0.508311146952585","0.642970190865839"
"Very low transfer dependency","2001","college entrance qualification","no migration background","2151","0.476222473870651","0.460625746742442","0.491819200998861"
"Very low transfer dependency","2001","college entrance qualification","direct migration background","168","0.514000715602347","0.457254143040149","0.570747288164544"
"Very low transfer dependency","2001","college entrance qualification","indirect migration background","84","0.493717811183278","0.416006318522543","0.571429303844013"
"Very low transfer dependency","2001","Other degree","no migration background","25","","",""
"Very low transfer dependency","2001","Other degree","direct migration background","647","0.486205175658128","0.458227765661037","0.514182585655219"
"Very low transfer dependency","2001","Other degree","indirect migration background","10","","",""
"Very low transfer dependency","2001","no degree/no degree yet","no migration background","399","0.74695549355495","0.70911211249662","0.78479887461328"
"Very low transfer dependency","2001","no degree/no degree yet","direct migration background","121","0.403258358069941","0.34496105014531","0.461555665994572"
"Very low transfer dependency","2001","no degree/no degree yet","indirect migration background","59","0.813944059041107","0.724674022860446","0.903214095221769"
"Low transfer dependency","2001","lower secondary degree","no migration background","393","0.0414388713649873","0.0369595486985761","0.0459181940313984"
"Low transfer dependency","2001","lower secondary degree","direct migration background","66","0.0632490894987755","0.0460341031775579","0.080464075819993"
"Low transfer dependency","2001","lower secondary degree","indirect migration background","21","","",""
"Low transfer dependency","2001","secondary school degree","no migration background","482","0.0655811118714247","0.0592403005071548","0.0719219232356946"
"Low transfer dependency","2001","secondary school degree","direct migration background","38","0.0903929857941207","0.0568664101602393","0.123919561428002"
"Low transfer dependency","2001","secondary school degree","indirect migration background","13","","",""
"Low transfer dependency","2001","college entrance qualification","no migration background","155","0.0299371537973976","0.0246153324597404","0.0352589751350547"
"Low transfer dependency","2001","college entrance qualification","direct migration background","19","","",""
"Low transfer dependency","2001","college entrance qualification","indirect migration background","9","","",""
"Low transfer dependency","2001","Other degree","no migration background","12","","",""
"Low transfer dependency","2001","Other degree","direct migration background","154","0.117541027853147","0.0995131395126247","0.135568916193669"
"Low transfer dependency","2001","Other degree","indirect migration background","1","","",""
"Low transfer dependency","2001","no degree/no degree yet","no migration background","34","0.0640808389217611","0.042763775609909","0.0853979022336133"
"Low transfer dependency","2001","no degree/no degree yet","direct migration background","48","0.172471936199505","0.127575256542688","0.217368615856323"
"Low transfer dependency","2001","no degree/no degree yet","indirect migration background","7","","",""
"High transfer dependency","2001","lower secondary degree","no migration background","152","0.0159413463907256","0.0131263912806562","0.018756301500795"
"High transfer dependency","2001","lower secondary degree","direct migration background","18","","",""
"High transfer dependency","2001","lower secondary degree","indirect migration background","6","","",""
"High transfer dependency","2001","secondary school degree","no migration background","117","0.0157227024206096","0.0125362534139662","0.0189091514272531"
"High transfer dependency","2001","secondary school degree","direct migration background","6","","",""
"High transfer dependency","2001","secondary school degree","indirect migration background","8","","",""
"High transfer dependency","2001","college entrance qualification","no migration background","43","0.0111174033637224","0.00784302283517136","0.0143917838922734"
"High transfer dependency","2001","college entrance qualification","direct migration background","6","","",""
"High transfer dependency","2001","college entrance qualification","indirect migration background","3","","",""
"High transfer dependency","2001","Other degree","no migration background","4","","",""
"High transfer dependency","2001","Other degree","direct migration background","35","0.0370618815491158","0.0264872370226639","0.0476365260755677"
"High transfer dependency","2001","Other degree","indirect migration background","","","",""
"High transfer dependency","2001","no degree/no degree yet","no migration background","14","","",""
"High transfer dependency","2001","no degree/no degree yet","direct migration background","20","","",""
"High transfer dependency","2001","no degree/no degree yet","indirect migration background","2","","",""
"Very high transfer dependency","2001","lower secondary degree","no migration background","110","0.013300062925122","0.0107254148169634","0.0158747110332806"
"Very high transfer dependency","2001","lower secondary degree","direct migration background","12","","",""
"Very high transfer dependency","2001","lower secondary degree","indirect migration background","4","","",""
"Very high transfer dependency","2001","secondary school degree","no migration background","77","0.0137788783088634","0.0107929544888782","0.0167648021288487"
"Very high transfer dependency","2001","secondary school degree","direct migration background","6","","",""
"Very high transfer dependency","2001","secondary school degree","indirect migration background","3","","",""
"Very high transfer dependency","2001","college entrance qualification","no migration background","30","0.00788489324390178","0.00512282731485376","0.0106469591729498"
"Very high transfer dependency","2001","college entrance qualification","direct migration background","4","","",""
"Very high transfer dependency","2001","college entrance qualification","indirect migration background","8","","",""
"Very high transfer dependency","2001","Other degree","no migration background","2","","",""
"Very high transfer dependency","2001","Other degree","direct migration background","32","0.0366617570505663","0.0261421650976018","0.0471813490035307"
"Very high transfer dependency","2001","Other degree","indirect migration background","","","",""
"Very high transfer dependency","2001","no degree/no degree yet","no migration background","11","","",""
"Very high transfer dependency","2001","no degree/no degree yet","direct migration background","8","","",""
"Very high transfer dependency","2001","no degree/no degree yet","indirect migration background","","","",""
"Complete transfer dependency","2001","lower secondary degree","no migration background","60","0.00822826809056132","0.00619797581986968","0.010258560361253"
"Complete transfer dependency","2001","lower secondary degree","direct migration background","5","","",""
"Complete transfer dependency","2001","lower secondary degree","indirect migration background","8","","",""
"Complete transfer dependency","2001","secondary school degree","no migration background","42","0.00717362976891227","0.00501195291332365","0.00933530662450089"
"Complete transfer dependency","2001","secondary school degree","direct migration background","1","","",""
"Complete transfer dependency","2001","secondary school degree","indirect migration background","1","","",""
"Complete transfer dependency","2001","college entrance qualification","no migration background","9","","",""
"Complete transfer dependency","2001","college entrance qualification","direct migration background","5","","",""
"Complete transfer dependency","2001","college entrance qualification","indirect migration background","1","","",""
"Complete transfer dependency","2001","Other degree","no migration background","6","","",""
"Complete transfer dependency","2001","Other degree","direct migration background","32","0.0382654318586017","0.0275271752319658","0.0490036884852376"
"Complete transfer dependency","2001","Other degree","indirect migration background","","","",""
"Complete transfer dependency","2001","no degree/no degree yet","no migration background","5","","",""
"Complete transfer dependency","2001","no degree/no degree yet","direct migration background","5","","",""
"Complete transfer dependency","2001","no degree/no degree yet","indirect migration background","1","","",""
"No transfer dependency","2002","lower secondary degree","no migration background","4093","0.613359878804748","0.602172628048226","0.624547129561269"
"No transfer dependency","2002","lower secondary degree","direct migration background","263","0.425714835683744","0.389370521194529","0.462059150172959"
"No transfer dependency","2002","lower secondary degree","indirect migration background","54","0.221892700407048","0.170073480960766","0.273711919853329"
"No transfer dependency","2002","secondary school degree","no migration background","2036","0.39757600814889","0.385321796836446","0.409830219461334"
"No transfer dependency","2002","secondary school degree","direct migration background","99","0.417334169486119","0.358731771663699","0.475936567308538"
"No transfer dependency","2002","secondary school degree","indirect migration background","63","0.352458310470553","0.287844375802544","0.417072245138561"
"No transfer dependency","2002","college entrance qualification","no migration background","1948","0.488010222070347","0.474217099028916","0.501803345111777"
"No transfer dependency","2002","college entrance qualification","direct migration background","92","0.333578100518278","0.280224852988728","0.386931348047827"
"No transfer dependency","2002","college entrance qualification","indirect migration background","57","0.388252588603948","0.317642656107413","0.458862521100483"
"No transfer dependency","2002","Other degree","no migration background","54","0.603634863879377","0.509171292705653","0.698098435053101"
"No transfer dependency","2002","Other degree","direct migration background","343","0.291702186249846","0.265656671031237","0.317747701468456"
"No transfer dependency","2002","Other degree","indirect migration background","6","","",""
"No transfer dependency","2002","no degree/no degree yet","no migration background","39","0.124695452770982","0.0972591621820717","0.152131743359893"
"No transfer dependency","2002","no degree/no degree yet","direct migration background","77","0.327504379372854","0.269446052468235","0.385562706277472"
"No transfer dependency","2002","no degree/no degree yet","indirect migration background","4","","",""
"Very low transfer dependency","2002","lower secondary degree","no migration background","2538","0.301284929583769","0.290744677665319","0.31182518150222"
"Very low transfer dependency","2002","lower secondary degree","direct migration background","355","0.454851052698213","0.418248996656758","0.491453108739668"
"Very low transfer dependency","2002","lower secondary degree","indirect migration background","152","0.607140665630928","0.546234281974283","0.668047049287573"
"Very low transfer dependency","2002","secondary school degree","no migration background","3425","0.485693424348274","0.473178843704671","0.498208004991877"
"Very low transfer dependency","2002","secondary school degree","direct migration background","130","0.399444481459","0.341238390612322","0.457650572305678"
"Very low transfer dependency","2002","secondary school degree","indirect migration background","125","0.527818934234612","0.460298502522962","0.595339365946261"
"Very low transfer dependency","2002","college entrance qualification","no migration background","2837","0.44877215593557","0.43504767175927","0.46249664011187"
"Very low transfer dependency","2002","college entrance qualification","direct migration background","173","0.503650409274028","0.44707263048351","0.560228188064545"
"Very low transfer dependency","2002","college entrance qualification","indirect migration background","109","0.528977754614681","0.456657164738059","0.601298344491304"
"Very low transfer dependency","2002","Other degree","no migration background","33","0.252127065062034","0.168267400446919","0.335986729677149"
"Very low transfer dependency","2002","Other degree","direct migration background","625","0.503143083299472","0.474493613867667","0.531792552731277"
"Very low transfer dependency","2002","Other degree","indirect migration background","8","","",""
"Very low transfer dependency","2002","no degree/no degree yet","no migration background","449","0.70223889264247","0.664263968218733","0.740213817066206"
"Very low transfer dependency","2002","no degree/no degree yet","direct migration background","107","0.383941002266152","0.323774518696068","0.444107485836236"
"Very low transfer dependency","2002","no degree/no degree yet","indirect migration background","70","0.697517316380783","0.601547533883168","0.793487098878398"
"Low transfer dependency","2002","lower secondary degree","no migration background","357","0.0440029571119863","0.0392912158114844","0.0487146984124882"
"Low transfer dependency","2002","lower secondary degree","direct migration background","60","0.0719114097856256","0.052922199280046","0.0909006202912053"
"Low transfer dependency","2002","lower secondary degree","indirect migration background","24","","",""
"Low transfer dependency","2002","secondary school degree","no migration background","418","0.0685541327109743","0.0622268129704062","0.0748814524515424"
"Low transfer dependency","2002","secondary school degree","direct migration background","29","","",""
"Low transfer dependency","2002","secondary school degree","indirect migration background","13","","",""
"Low transfer dependency","2002","college entrance qualification","no migration background","174","0.0374732180816708","0.0322325770576174","0.0427138591057241"
"Low transfer dependency","2002","college entrance qualification","direct migration background","24","","",""
"Low transfer dependency","2002","college entrance qualification","indirect migration background","9","","",""
"Low transfer dependency","2002","Other degree","no migration background","4","","",""
"Low transfer dependency","2002","Other degree","direct migration background","111","0.102283206291022","0.0849201168770892","0.119646295704954"
"Low transfer dependency","2002","Other degree","indirect migration background","2","","",""
"Low transfer dependency","2002","no degree/no degree yet","no migration background","42","0.0949351671981306","0.0705921784484364","0.119278155947825"
"Low transfer dependency","2002","no degree/no degree yet","direct migration background","36","0.14766255476878","0.10377390666484","0.19155120287272"
"Low transfer dependency","2002","no degree/no degree yet","indirect migration background","5","","",""
"High transfer dependency","2002","lower secondary degree","no migration background","146","0.0203401764528132","0.0170973236326546","0.0235830292729718"
"High transfer dependency","2002","lower secondary degree","direct migration background","12","","",""
"High transfer dependency","2002","lower secondary degree","indirect migration background","7","","",""
"High transfer dependency","2002","secondary school degree","no migration background","144","0.0265565579027745","0.0225306354562121","0.030582480349337"
"High transfer dependency","2002","secondary school degree","direct migration background","7","","",""
"High transfer dependency","2002","secondary school degree","indirect migration background","2","","",""
"High transfer dependency","2002","college entrance qualification","no migration background","41","0.0114137179768241","0.0084825658139339","0.0143448701397143"
"High transfer dependency","2002","college entrance qualification","direct migration background","6","","",""
"High transfer dependency","2002","college entrance qualification","indirect migration background","4","","",""
"High transfer dependency","2002","Other degree","no migration background","7","","",""
"High transfer dependency","2002","Other degree","direct migration background","36","0.0405726921154549","0.0292674957407919","0.0518778884901179"
"High transfer dependency","2002","Other degree","indirect migration background","","","",""
"High transfer dependency","2002","no degree/no degree yet","no migration background","13","","",""
"High transfer dependency","2002","no degree/no degree yet","direct migration background","14","","",""
"High transfer dependency","2002","no degree/no degree yet","indirect migration background","5","","",""
"Very high transfer dependency","2002","lower secondary degree","no migration background","81","0.0113444510025843","0.00891153857229806","0.0137773634328706"
"Very high transfer dependency","2002","lower secondary degree","direct migration background","12","","",""
"Very high transfer dependency","2002","lower secondary degree","indirect migration background","5","","",""
"Very high transfer dependency","2002","secondary school degree","no migration background","58","0.0110697145538617","0.00844987194900024","0.0136895571587232"
"Very high transfer dependency","2002","secondary school degree","direct migration background","4","","",""
"Very high transfer dependency","2002","secondary school degree","indirect migration background","6","","",""
"Very high transfer dependency","2002","college entrance qualification","no migration background","30","0.00967729969270358","0.00697593656179398","0.0123786628236132"
"Very high transfer dependency","2002","college entrance qualification","direct migration background","2","","",""
"Very high transfer dependency","2002","college entrance qualification","indirect migration background","4","","",""
"Very high transfer dependency","2002","Other degree","no migration background","2","","",""
"Very high transfer dependency","2002","Other degree","direct migration background","14","","",""
"Very high transfer dependency","2002","Other degree","indirect migration background","","","",""
"Very high transfer dependency","2002","no degree/no degree yet","no migration background","10","","",""
"Very high transfer dependency","2002","no degree/no degree yet","direct migration background","5","","",""
"Very high transfer dependency","2002","no degree/no degree yet","indirect migration background","2","","",""
"Complete transfer dependency","2002","lower secondary degree","no migration background","64","0.0096676070440993","0.00741978348635289","0.0119154306018457"
"Complete transfer dependency","2002","lower secondary degree","direct migration background","9","","",""
"Complete transfer dependency","2002","lower secondary degree","indirect migration background","5","","",""
"Complete transfer dependency","2002","secondary school degree","no migration background","46","0.0105501623352253","0.00799186739003577","0.0131084572804147"
"Complete transfer dependency","2002","secondary school degree","direct migration background","3","","",""
"Complete transfer dependency","2002","secondary school degree","indirect migration background","1","","",""
"Complete transfer dependency","2002","college entrance qualification","no migration background","15","","",""
"Complete transfer dependency","2002","college entrance qualification","direct migration background","3","","",""
"Complete transfer dependency","2002","college entrance qualification","indirect migration background","","","",""
"Complete transfer dependency","2002","Other degree","no migration background","3","","",""
"Complete transfer dependency","2002","Other degree","direct migration background","41","0.0504104172790145","0.0378737160168632","0.0629471185411658"
"Complete transfer dependency","2002","Other degree","indirect migration background","1","","",""
"Complete transfer dependency","2002","no degree/no degree yet","no migration background","4","","",""
"Complete transfer dependency","2002","no degree/no degree yet","direct migration background","12","","",""
"Complete transfer dependency","2002","no degree/no degree yet","indirect migration background","2","","",""
"No transfer dependency","2003","lower secondary degree","no migration background","3905","0.61214776037848","0.600674836962294","0.623620683794666"
"No transfer dependency","2003","lower secondary degree","direct migration background","238","0.40353707277016","0.366662492796477","0.440411652743844"
"No transfer dependency","2003","lower secondary degree","indirect migration background","51","0.209797715179065","0.158392274403751","0.261203155954378"
"No transfer dependency","2003","secondary school degree","no migration background","1948","0.387833510361277","0.375394080748978","0.400272939973576"
"No transfer dependency","2003","secondary school degree","direct migration background","96","0.465221152244444","0.403142956285711","0.527299348203176"
"No transfer dependency","2003","secondary school degree","indirect migration background","69","0.440099172693885","0.372147212196107","0.508051133191664"
"No transfer dependency","2003","college entrance qualification","no migration background","1858","0.476397643166868","0.462406366598848","0.490388919734888"
"No transfer dependency","2003","college entrance qualification","direct migration background","91","0.31127353612267","0.2576124375436","0.364934634701739"
"No transfer dependency","2003","college entrance qualification","indirect migration background","64","0.418691399024065","0.347981912765304","0.489400885282825"
"No transfer dependency","2003","Other degree","no migration background","54","0.596480289275578","0.502641182170473","0.690319396380683"
"No transfer dependency","2003","Other degree","direct migration background","334","0.286309852331733","0.259535804886495","0.313083899776971"
"No transfer dependency","2003","Other degree","indirect migration background","7","","",""
"No transfer dependency","2003","no degree/no degree yet","no migration background","39","0.11295252455665","0.0871250710985523","0.138779978014749"
"No transfer dependency","2003","no degree/no degree yet","direct migration background","71","0.332783261029951","0.27201786897531","0.393548653084592"
"No transfer dependency","2003","no degree/no degree yet","indirect migration background","4","","",""
"Very low transfer dependency","2003","lower secondary degree","no migration background","2367","0.297353309486316","0.286590697060128","0.308115921912504"
"Very low transfer dependency","2003","lower secondary degree","direct migration background","332","0.450893590013686","0.413494681968346","0.488292498059026"
"Very low transfer dependency","2003","lower secondary degree","indirect migration background","144","0.603048843783492","0.541277883918552","0.664819803648431"
