"transab_cat","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2004","Couple + C. LE 16 ","(3a) lower tertiary education","3","","",""
"Very high transfer dependency","2004","Couple + C. LE 16 ","(3b) higher tertiary education","2","","",""
"Very high transfer dependency","2004","Couple + C. GT 16 ","(0) in school","3","","",""
"Very high transfer dependency","2004","Couple + C. GT 16 ","(1a) inadequately completed","3","","",""
"Very high transfer dependency","2004","Couple + C. GT 16 ","(1b) general elementary school","7","","",""
"Very high transfer dependency","2004","Couple + C. GT 16 ","(1c) basic vocational qualification","6","","",""
"Very high transfer dependency","2004","Couple + C. GT 16 ","(2b) intermediate general qualification","3","","",""
"Very high transfer dependency","2004","Couple + C. GT 16 ","(2a) intermediate vocational","2","","",""
"Very high transfer dependency","2004","Couple + C. GT 16 ","(2c_gen) general maturity certificate","1","","",""
"Very high transfer dependency","2004","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"Very high transfer dependency","2004","Couple + C. GT 16 ","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","2004","Couple + C. GT 16 ","(3b) higher tertiary education","4","","",""
"Very high transfer dependency","2004","Couple + C. LE and GT 16","(0) in school","7","","",""
"Very high transfer dependency","2004","Couple + C. LE and GT 16","(1a) inadequately completed","3","","",""
"Very high transfer dependency","2004","Couple + C. LE and GT 16","(1b) general elementary school","5","","",""
"Very high transfer dependency","2004","Couple + C. LE and GT 16","(1c) basic vocational qualification","7","","",""
"Very high transfer dependency","2004","Couple + C. LE and GT 16","(2b) intermediate general qualification","4","","",""
"Very high transfer dependency","2004","Couple + C. LE and GT 16","(2a) intermediate vocational","8","","",""
"Very high transfer dependency","2004","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","1","","",""
"Very high transfer dependency","2004","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"Very high transfer dependency","2004","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","2004","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Complete transfer dependency","2004","1-pers.-HH","(0) in school","","","",""
"Complete transfer dependency","2004","1-pers.-HH","(1a) inadequately completed","1","","",""
"Complete transfer dependency","2004","1-pers.-HH","(1b) general elementary school","12","","",""
"Complete transfer dependency","2004","1-pers.-HH","(1c) basic vocational qualification","27","","",""
"Complete transfer dependency","2004","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2004","1-pers.-HH","(2a) intermediate vocational","29","","",""
"Complete transfer dependency","2004","1-pers.-HH","(2c_gen) general maturity certificate","2","","",""
"Complete transfer dependency","2004","1-pers.-HH","(2c_voc) vocational maturity certificate","6","","",""
"Complete transfer dependency","2004","1-pers.-HH","(3a) lower tertiary education","2","","",""
"Complete transfer dependency","2004","1-pers.-HH","(3b) higher tertiary education","2","","",""
"Complete transfer dependency","2004","(Married) couple without C. ","(0) in school","","","",""
"Complete transfer dependency","2004","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Complete transfer dependency","2004","(Married) couple without C. ","(1b) general elementary school","3","","",""
"Complete transfer dependency","2004","(Married) couple without C. ","(1c) basic vocational qualification","12","","",""
"Complete transfer dependency","2004","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2004","(Married) couple without C. ","(2a) intermediate vocational","2","","",""
"Complete transfer dependency","2004","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","2004","(Married) couple without C. ","(2c_voc) vocational maturity certificate","1","","",""
"Complete transfer dependency","2004","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2004","(Married) couple without C. ","(3b) higher tertiary education","2","","",""
"Complete transfer dependency","2004","Single parent ","(0) in school","5","","",""
"Complete transfer dependency","2004","Single parent ","(1a) inadequately completed","3","","",""
"Complete transfer dependency","2004","Single parent ","(1b) general elementary school","10","","",""
"Complete transfer dependency","2004","Single parent ","(1c) basic vocational qualification","14","","",""
"Complete transfer dependency","2004","Single parent ","(2b) intermediate general qualification","2","","",""
"Complete transfer dependency","2004","Single parent ","(2a) intermediate vocational","11","","",""
"Complete transfer dependency","2004","Single parent ","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","2004","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"Complete transfer dependency","2004","Single parent ","(3a) lower tertiary education","2","","",""
"Complete transfer dependency","2004","Single parent ","(3b) higher tertiary education","1","","",""
"Complete transfer dependency","2004","Couple + C. LE 16 ","(0) in school","","","",""
"Complete transfer dependency","2004","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"Complete transfer dependency","2004","Couple + C. LE 16 ","(1b) general elementary school","13","","",""
"Complete transfer dependency","2004","Couple + C. LE 16 ","(1c) basic vocational qualification","12","","",""
"Complete transfer dependency","2004","Couple + C. LE 16 ","(2b) intermediate general qualification","2","","",""
"Complete transfer dependency","2004","Couple + C. LE 16 ","(2a) intermediate vocational","3","","",""
"Complete transfer dependency","2004","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"Complete transfer dependency","2004","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","1","","",""
"Complete transfer dependency","2004","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2004","Couple + C. LE 16 ","(3b) higher tertiary education","3","","",""
"Complete transfer dependency","2004","Couple + C. GT 16 ","(0) in school","1","","",""
"Complete transfer dependency","2004","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Complete transfer dependency","2004","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Complete transfer dependency","2004","Couple + C. GT 16 ","(1c) basic vocational qualification","3","","",""
"Complete transfer dependency","2004","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"Complete transfer dependency","2004","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Complete transfer dependency","2004","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","2004","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","2","","",""
"Complete transfer dependency","2004","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2004","Couple + C. GT 16 ","(3b) higher tertiary education","1","","",""
"Complete transfer dependency","2004","Couple + C. LE and GT 16","(0) in school","","","",""
"Complete transfer dependency","2004","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Complete transfer dependency","2004","Couple + C. LE and GT 16","(1b) general elementary school","2","","",""
"Complete transfer dependency","2004","Couple + C. LE and GT 16","(1c) basic vocational qualification","2","","",""
"Complete transfer dependency","2004","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","2004","Couple + C. LE and GT 16","(2a) intermediate vocational","1","","",""
"Complete transfer dependency","2004","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","2004","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"Complete transfer dependency","2004","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2004","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No transfer dependency","2005","1-pers.-HH","(0) in school","2","","",""
"No transfer dependency","2005","1-pers.-HH","(1a) inadequately completed","20","","",""
"No transfer dependency","2005","1-pers.-HH","(1b) general elementary school","290","0.733173825417608","0.688761522410087","0.777586128425128"
"No transfer dependency","2005","1-pers.-HH","(1c) basic vocational qualification","694","0.795481734725145","0.768694975761158","0.822268493689133"
"No transfer dependency","2005","1-pers.-HH","(2b) intermediate general qualification","26","","",""
"No transfer dependency","2005","1-pers.-HH","(2a) intermediate vocational","460","0.735826021552809","0.701668158469396","0.769983884636222"
"No transfer dependency","2005","1-pers.-HH","(2c_gen) general maturity certificate","73","0.537064063392846","0.453568903293913","0.620559223491779"
"No transfer dependency","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","175","0.762342044210729","0.70709210782464","0.817591980596818"
"No transfer dependency","2005","1-pers.-HH","(3a) lower tertiary education","188","0.878897203187349","0.836642361624667","0.921152044750031"
"No transfer dependency","2005","1-pers.-HH","(3b) higher tertiary education","267","0.807367103947451","0.76475324205109","0.849980965843811"
"No transfer dependency","2005","(Married) couple without C. ","(0) in school","1","","",""
"No transfer dependency","2005","(Married) couple without C. ","(1a) inadequately completed","50","0.687501859942937","0.584638324555968","0.790365395329906"
"No transfer dependency","2005","(Married) couple without C. ","(1b) general elementary school","475","0.776256538529927","0.742854320154362","0.809658756905492"
"No transfer dependency","2005","(Married) couple without C. ","(1c) basic vocational qualification","2017","0.798795887814328","0.783115345774286","0.81447642985437"
"No transfer dependency","2005","(Married) couple without C. ","(2b) intermediate general qualification","61","0.661414313853702","0.564714582150281","0.758114045557123"
"No transfer dependency","2005","(Married) couple without C. ","(2a) intermediate vocational","998","0.729235830618807","0.706075061223569","0.752396600014046"
"No transfer dependency","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","75","0.6739801284374","0.591474641754939","0.75648561511986"
"No transfer dependency","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","326","0.723243174105194","0.682752686017341","0.763733662193047"
"No transfer dependency","2005","(Married) couple without C. ","(3a) lower tertiary education","476","0.707452308111377","0.673507725914601","0.741396890308153"
"No transfer dependency","2005","(Married) couple without C. ","(3b) higher tertiary education","701","0.739012653466914","0.711115153866099","0.766910153067729"
"No transfer dependency","2005","Single parent ","(0) in school","1","","",""
"No transfer dependency","2005","Single parent ","(1a) inadequately completed","2","","",""
"No transfer dependency","2005","Single parent ","(1b) general elementary school","40","0.209843732025737","0.14333612217017","0.276351341881304"
"No transfer dependency","2005","Single parent ","(1c) basic vocational qualification","63","0.216882072507189","0.163851110074429","0.269913034939948"
"No transfer dependency","2005","Single parent ","(2b) intermediate general qualification","3","","",""
"No transfer dependency","2005","Single parent ","(2a) intermediate vocational","38","0.101455521332782","0.0645416866660514","0.138369355999512"
"No transfer dependency","2005","Single parent ","(2c_gen) general maturity certificate","10","","",""
"No transfer dependency","2005","Single parent ","(2c_voc) vocational maturity certificate","8","","",""
"No transfer dependency","2005","Single parent ","(3a) lower tertiary education","3","","",""
"No transfer dependency","2005","Single parent ","(3b) higher tertiary education","5","","",""
"No transfer dependency","2005","Couple + C. LE 16 ","(0) in school","","","",""
"No transfer dependency","2005","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"No transfer dependency","2005","Couple + C. LE 16 ","(1b) general elementary school","1","","",""
"No transfer dependency","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","6","","",""
"No transfer dependency","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"No transfer dependency","2005","Couple + C. LE 16 ","(2a) intermediate vocational","9","","",""
"No transfer dependency","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","3","","",""
"No transfer dependency","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","4","","",""
"No transfer dependency","2005","Couple + C. LE 16 ","(3a) lower tertiary education","4","","",""
"No transfer dependency","2005","Couple + C. LE 16 ","(3b) higher tertiary education","6","","",""
"No transfer dependency","2005","Couple + C. GT 16 ","(0) in school","1","","",""
"No transfer dependency","2005","Couple + C. GT 16 ","(1a) inadequately completed","6","","",""
"No transfer dependency","2005","Couple + C. GT 16 ","(1b) general elementary school","57","0.175581122963395","0.130532068033583","0.220630177893206"
"No transfer dependency","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","238","0.295248288498101","0.263950418978904","0.326546158017299"
"No transfer dependency","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","20","","",""
"No transfer dependency","2005","Couple + C. GT 16 ","(2a) intermediate vocational","153","0.194039172923231","0.166635752616152","0.221442593230311"
"No transfer dependency","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","15","","",""
"No transfer dependency","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","35","0.121121758979913","0.0774081518094308","0.164835366150395"
"No transfer dependency","2005","Couple + C. GT 16 ","(3a) lower tertiary education","35","0.152235429283345","0.105908064131943","0.198562794434746"
"No transfer dependency","2005","Couple + C. GT 16 ","(3b) higher tertiary education","51","0.18258933013767","0.143540141243624","0.221638519031715"
"No transfer dependency","2005","Couple + C. LE and GT 16","(0) in school","","","",""
"No transfer dependency","2005","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"No transfer dependency","2005","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"No transfer dependency","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"No transfer dependency","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"No transfer dependency","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","1","","",""
"No transfer dependency","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"No transfer dependency","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"No transfer dependency","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"No transfer dependency","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Very low transfer dependency","2005","1-pers.-HH","(0) in school","1","","",""
"Very low transfer dependency","2005","1-pers.-HH","(1a) inadequately completed","3","","",""
"Very low transfer dependency","2005","1-pers.-HH","(1b) general elementary school","39","0.0946982400470753","0.065297840029314","0.124098640064837"
"Very low transfer dependency","2005","1-pers.-HH","(1c) basic vocational qualification","99","0.1096961261798","0.088942031645403","0.130450220714198"
"Very low transfer dependency","2005","1-pers.-HH","(2b) intermediate general qualification","19","","",""
"Very low transfer dependency","2005","1-pers.-HH","(2a) intermediate vocational","88","0.118642129161937","0.0935894767074777","0.143694781616396"
"Very low transfer dependency","2005","1-pers.-HH","(2c_gen) general maturity certificate","24","","",""
"Very low transfer dependency","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","26","","",""
"Very low transfer dependency","2005","1-pers.-HH","(3a) lower tertiary education","28","","",""
"Very low transfer dependency","2005","1-pers.-HH","(3b) higher tertiary education","44","0.123316664643497","0.0877877122091168","0.158845617077878"
"Very low transfer dependency","2005","(Married) couple without C. ","(0) in school","1","","",""
"Very low transfer dependency","2005","(Married) couple without C. ","(1a) inadequately completed","11","","",""
"Very low transfer dependency","2005","(Married) couple without C. ","(1b) general elementary school","77","0.120648802009048","0.0945428108996588","0.146754793118437"
"Very low transfer dependency","2005","(Married) couple without C. ","(1c) basic vocational qualification","351","0.145552355739633","0.131758773058956","0.15934593842031"
"Very low transfer dependency","2005","(Married) couple without C. ","(2b) intermediate general qualification","21","","",""
"Very low transfer dependency","2005","(Married) couple without C. ","(2a) intermediate vocational","327","0.21316504330578","0.19181871410972","0.234511372501839"
"Very low transfer dependency","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","38","0.258057349999219","0.181041425427268","0.335073274571169"
"Very low transfer dependency","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","120","0.21880708001906","0.181389861158584","0.256224298879535"
"Very low transfer dependency","2005","(Married) couple without C. ","(3a) lower tertiary education","178","0.248887076188526","0.216626112534641","0.281148039842412"
"Very low transfer dependency","2005","(Married) couple without C. ","(3b) higher tertiary education","223","0.211877740992842","0.185919869353624","0.23783561263206"
"Very low transfer dependency","2005","Single parent ","(0) in school","75","0.734250063521416","0.646793253137171","0.821706873905661"
"Very low transfer dependency","2005","Single parent ","(1a) inadequately completed","5","","",""
"Very low transfer dependency","2005","Single parent ","(1b) general elementary school","56","0.488129867033004","0.406487717507023","0.569772016558985"
"Very low transfer dependency","2005","Single parent ","(1c) basic vocational qualification","96","0.457852280033109","0.393742305106722","0.521962254959495"
"Very low transfer dependency","2005","Single parent ","(2b) intermediate general qualification","34","0.619883667961056","0.49705893521113","0.742708400710981"
"Very low transfer dependency","2005","Single parent ","(2a) intermediate vocational","130","0.509309193816332","0.448190192708911","0.570428194923753"
"Very low transfer dependency","2005","Single parent ","(2c_gen) general maturity certificate","38","0.543440808814961","0.418441433513922","0.668440184115999"
"Very low transfer dependency","2005","Single parent ","(2c_voc) vocational maturity certificate","35","0.681406230200932","0.555967443218902","0.806845017182963"
"Very low transfer dependency","2005","Single parent ","(3a) lower tertiary education","30","0.581982053804304","0.437872061790815","0.726092045817792"
"Very low transfer dependency","2005","Single parent ","(3b) higher tertiary education","48","0.719561682785142","0.611998565435442","0.827124800134842"
"Very low transfer dependency","2005","Couple + C. LE 16 ","(0) in school","2","","",""
"Very low transfer dependency","2005","Couple + C. LE 16 ","(1a) inadequately completed","17","","",""
"Very low transfer dependency","2005","Couple + C. LE 16 ","(1b) general elementary school","129","0.607389941757376","0.541026189677294","0.673753693837458"
"Very low transfer dependency","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","661","0.828953766062089","0.802612589138571","0.855294942985606"
"Very low transfer dependency","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","39","0.618602519090406","0.49769675709055","0.739508281090262"
"Very low transfer dependency","2005","Couple + C. LE 16 ","(2a) intermediate vocational","984","0.827328844590796","0.806014911186881","0.848642777994712"
"Very low transfer dependency","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","56","0.742675995980605","0.64307307494893","0.842278917012281"
"Very low transfer dependency","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","378","0.871118268268516","0.839594547755176","0.902641988781857"
"Very low transfer dependency","2005","Couple + C. LE 16 ","(3a) lower tertiary education","263","0.917933459233259","0.886344322615162","0.949522595851355"
"Very low transfer dependency","2005","Couple + C. LE 16 ","(3b) higher tertiary education","502","0.919723057738042","0.896762580992474","0.94268353448361"
"Very low transfer dependency","2005","Couple + C. GT 16 ","(0) in school","244","0.896657786566121","0.860076454609801","0.933239118522442"
"Very low transfer dependency","2005","Couple + C. GT 16 ","(1a) inadequately completed","21","","",""
"Very low transfer dependency","2005","Couple + C. GT 16 ","(1b) general elementary school","172","0.632283506408119","0.575190187315974","0.689376825500265"
"Very low transfer dependency","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","481","0.562962896662686","0.528929754138028","0.596996039187343"
"Very low transfer dependency","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","129","0.690243623486484","0.620323082559911","0.760164164413057"
"Very low transfer dependency","2005","Couple + C. GT 16 ","(2a) intermediate vocational","588","0.733905453579034","0.703282918423894","0.764527988734175"
"Very low transfer dependency","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","234","0.818757217672412","0.773145047005926","0.864369388338899"
"Very low transfer dependency","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","164","0.829012895100448","0.778569590864579","0.879456199336317"
"Very low transfer dependency","2005","Couple + C. GT 16 ","(3a) lower tertiary education","184","0.76586901608611","0.711261955943525","0.820476076228695"
"Very low transfer dependency","2005","Couple + C. GT 16 ","(3b) higher tertiary education","308","0.722443436744042","0.677181634352572","0.767705239135513"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","(0) in school","204","0.765296136950118","0.713379926071172","0.817212347829063"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","(1a) inadequately completed","11","","",""
"Very low transfer dependency","2005","Couple + C. LE and GT 16","(1b) general elementary school","101","0.762976976163058","0.692025811078686","0.833928141247429"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","243","0.800350456659576","0.755708112432627","0.844992800886526"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","84","0.728002024475986","0.644078185350879","0.811925863601094"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","257","0.807806846013555","0.764431676852215","0.851182015174895"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","72","0.803920408205881","0.717986633533546","0.889854182878216"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","61","0.793510235927183","0.703679218119383","0.883341253734983"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","98","0.91214288719859","0.860403763076572","0.963882011320608"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","155","0.789557461784245","0.728462039266689","0.850652884301801"
"Low transfer dependency","2005","1-pers.-HH","(0) in school","","","",""
"Low transfer dependency","2005","1-pers.-HH","(1a) inadequately completed","3","","",""
"Low transfer dependency","2005","1-pers.-HH","(1b) general elementary school","18","","",""
"Low transfer dependency","2005","1-pers.-HH","(1c) basic vocational qualification","29","","",""
"Low transfer dependency","2005","1-pers.-HH","(2b) intermediate general qualification","6","","",""
"Low transfer dependency","2005","1-pers.-HH","(2a) intermediate vocational","28","","",""
"Low transfer dependency","2005","1-pers.-HH","(2c_gen) general maturity certificate","13","","",""
"Low transfer dependency","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","8","","",""
"Low transfer dependency","2005","1-pers.-HH","(3a) lower tertiary education","3","","",""
"Low transfer dependency","2005","1-pers.-HH","(3b) higher tertiary education","5","","",""
"Low transfer dependency","2005","(Married) couple without C. ","(0) in school","1","","",""
"Low transfer dependency","2005","(Married) couple without C. ","(1a) inadequately completed","9","","",""
"Low transfer dependency","2005","(Married) couple without C. ","(1b) general elementary school","25","","",""
"Low transfer dependency","2005","(Married) couple without C. ","(1c) basic vocational qualification","85","0.0309684805124747","0.0241927888452803","0.0377441721796691"
"Low transfer dependency","2005","(Married) couple without C. ","(2b) intermediate general qualification","3","","",""
"Low transfer dependency","2005","(Married) couple without C. ","(2a) intermediate vocational","59","0.0370846791559926","0.0272351675182758","0.0469341907937094"
"Low transfer dependency","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","4","","",""
"Low transfer dependency","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","14","","",""
"Low transfer dependency","2005","(Married) couple without C. ","(3a) lower tertiary education","27","","",""
"Low transfer dependency","2005","(Married) couple without C. ","(3b) higher tertiary education","23","","",""
"Low transfer dependency","2005","Single parent ","(0) in school","10","","",""
"Low transfer dependency","2005","Single parent ","(1a) inadequately completed","2","","",""
"Low transfer dependency","2005","Single parent ","(1b) general elementary school","15","","",""
"Low transfer dependency","2005","Single parent ","(1c) basic vocational qualification","32","0.157001344132445","0.110188047572151","0.203814640692738"
"Low transfer dependency","2005","Single parent ","(2b) intermediate general qualification","12","","",""
"Low transfer dependency","2005","Single parent ","(2a) intermediate vocational","29","","",""
"Low transfer dependency","2005","Single parent ","(2c_gen) general maturity certificate","7","","",""
"Low transfer dependency","2005","Single parent ","(2c_voc) vocational maturity certificate","7","","",""
"Low transfer dependency","2005","Single parent ","(3a) lower tertiary education","4","","",""
"Low transfer dependency","2005","Single parent ","(3b) higher tertiary education","7","","",""
"Low transfer dependency","2005","Couple + C. LE 16 ","(0) in school","","","",""
"Low transfer dependency","2005","Couple + C. LE 16 ","(1a) inadequately completed","7","","",""
"Low transfer dependency","2005","Couple + C. LE 16 ","(1b) general elementary school","38","0.150051780666916","0.101519216824509","0.198584344509324"
"Low transfer dependency","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","71","0.0848187458009044","0.0653287052043992","0.10430878639741"
"Low transfer dependency","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","11","","",""
"Low transfer dependency","2005","Couple + C. LE 16 ","(2a) intermediate vocational","157","0.118370412902105","0.100153311179948","0.136587514624262"
"Low transfer dependency","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","8","","",""
"Low transfer dependency","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","42","0.0989610050207125","0.0708674261331528","0.127054583908272"
"Low transfer dependency","2005","Couple + C. LE 16 ","(3a) lower tertiary education","20","","",""
"Low transfer dependency","2005","Couple + C. LE 16 ","(3b) higher tertiary education","24","","",""
"Low transfer dependency","2005","Couple + C. GT 16 ","(0) in school","12","","",""
"Low transfer dependency","2005","Couple + C. GT 16 ","(1a) inadequately completed","6","","",""
"Low transfer dependency","2005","Couple + C. GT 16 ","(1b) general elementary school","26","","",""
"Low transfer dependency","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","64","0.0931769724681637","0.0732326825251496","0.113121262411178"
"Low transfer dependency","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","15","","",""
"Low transfer dependency","2005","Couple + C. GT 16 ","(2a) intermediate vocational","47","0.0543047464242616","0.0386012052620162","0.070008287586507"
"Low transfer dependency","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","21","","",""
"Low transfer dependency","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","9","","",""
"Low transfer dependency","2005","Couple + C. GT 16 ","(3a) lower tertiary education","10","","",""
"Low transfer dependency","2005","Couple + C. GT 16 ","(3b) higher tertiary education","8","","",""
"Low transfer dependency","2005","Couple + C. LE and GT 16","(0) in school","33","0.12803545364844","0.0871053688697543","0.168965538427126"
"Low transfer dependency","2005","Couple + C. LE and GT 16","(1a) inadequately completed","6","","",""
"Low transfer dependency","2005","Couple + C. LE and GT 16","(1b) general elementary school","18","","",""
"Low transfer dependency","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","43","0.139090938717362","0.100445273145333","0.177736604289391"
"Low transfer dependency","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","18","","",""
"Low transfer dependency","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","47","0.14911635030405","0.109904604198738","0.188328096409362"
"Low transfer dependency","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","5","","",""
"Low transfer dependency","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","10","","",""
"Low transfer dependency","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","13","","",""
"Low transfer dependency","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","13","","",""
"High transfer dependency","2005","1-pers.-HH","(0) in school","1","","",""
"High transfer dependency","2005","1-pers.-HH","(1a) inadequately completed","2","","",""
"High transfer dependency","2005","1-pers.-HH","(1b) general elementary school","10","","",""
"High transfer dependency","2005","1-pers.-HH","(1c) basic vocational qualification","6","","",""
"High transfer dependency","2005","1-pers.-HH","(2b) intermediate general qualification","","","",""
"High transfer dependency","2005","1-pers.-HH","(2a) intermediate vocational","20","","",""
"High transfer dependency","2005","1-pers.-HH","(2c_gen) general maturity certificate","8","","",""
"High transfer dependency","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","6","","",""
"High transfer dependency","2005","1-pers.-HH","(3a) lower tertiary education","3","","",""
"High transfer dependency","2005","1-pers.-HH","(3b) higher tertiary education","7","","",""
"High transfer dependency","2005","(Married) couple without C. ","(0) in school","","","",""
"High transfer dependency","2005","(Married) couple without C. ","(1a) inadequately completed","7","","",""
"High transfer dependency","2005","(Married) couple without C. ","(1b) general elementary school","9","","",""
"High transfer dependency","2005","(Married) couple without C. ","(1c) basic vocational qualification","30","0.0125392617708268","0.00818694358847005","0.0168915799531835"
"High transfer dependency","2005","(Married) couple without C. ","(2b) intermediate general qualification","5","","",""
"High transfer dependency","2005","(Married) couple without C. ","(2a) intermediate vocational","18","","",""
"High transfer dependency","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","2","","",""
"High transfer dependency","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","4","","",""
"High transfer dependency","2005","(Married) couple without C. ","(3a) lower tertiary education","4","","",""
"High transfer dependency","2005","(Married) couple without C. ","(3b) higher tertiary education","1","","",""
"High transfer dependency","2005","Single parent ","(0) in school","5","","",""
"High transfer dependency","2005","Single parent ","(1a) inadequately completed","1","","",""
"High transfer dependency","2005","Single parent ","(1b) general elementary school","13","","",""
"High transfer dependency","2005","Single parent ","(1c) basic vocational qualification","21","","",""
"High transfer dependency","2005","Single parent ","(2b) intermediate general qualification","6","","",""
"High transfer dependency","2005","Single parent ","(2a) intermediate vocational","26","","",""
