"transab_cat","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2002","Employed","lower secondary degree","234","0.0525995707676703","0.0457489626156056","0.059450178919735"
"Low transfer dependency","2002","Employed","secondary school degree","320","0.0701226381517738","0.0630812484486226","0.0771640278549249"
"Low transfer dependency","2002","Employed","college entrance qualification","136","0.0340515154349312","0.0286445833470607","0.0394584475228016"
"Low transfer dependency","2002","Employed","Other degree","62","0.0981212524735599","0.0774035725911864","0.118838932355933"
"Low transfer dependency","2002","Employed","no degree/no degree yet","31","0.151884520499714","0.106758274519088","0.197010766480339"
"High transfer dependency","2002","Not Employed","lower secondary degree","92","0.0208108103861502","0.0164718703353044","0.025149750436996"
"High transfer dependency","2002","Not Employed","secondary school degree","67","0.0411461738288509","0.0312800919405404","0.0510122557171615"
"High transfer dependency","2002","Not Employed","college entrance qualification","19","","",""
"High transfer dependency","2002","Not Employed","Other degree","25","","",""
"High transfer dependency","2002","Not Employed","no degree/no degree yet","28","","",""
"High transfer dependency","2002","Employed","lower secondary degree","73","0.0212374772303125","0.0168130060831768","0.0256619483774482"
"High transfer dependency","2002","Employed","secondary school degree","86","0.0211113588994411","0.0171472903219827","0.0250754274768995"
"High transfer dependency","2002","Employed","college entrance qualification","32","0.0124100165037028","0.00910951277651803","0.0157105202308875"
"High transfer dependency","2002","Employed","Other degree","18","","",""
"High transfer dependency","2002","Employed","no degree/no degree yet","4","","",""
"Very high transfer dependency","2002","Not Employed","lower secondary degree","70","0.0162339943669165","0.0123928162181684","0.0200751725156647"
"Very high transfer dependency","2002","Not Employed","secondary school degree","48","0.0303843301993144","0.0218586619182465","0.0389099984803824"
"Very high transfer dependency","2002","Not Employed","college entrance qualification","23","","",""
"Very high transfer dependency","2002","Not Employed","Other degree","11","","",""
"Very high transfer dependency","2002","Not Employed","no degree/no degree yet","14","","",""
"Very high transfer dependency","2002","Employed","lower secondary degree","28","","",""
"Very high transfer dependency","2002","Employed","secondary school degree","20","","",""
"Very high transfer dependency","2002","Employed","college entrance qualification","13","","",""
"Very high transfer dependency","2002","Employed","Other degree","5","","",""
"Very high transfer dependency","2002","Employed","no degree/no degree yet","3","","",""
"Complete transfer dependency","2002","Not Employed","lower secondary degree","78","0.0203153248327774","0.0160272644601219","0.0246033852054329"
"Complete transfer dependency","2002","Not Employed","secondary school degree","50","0.0387441063237775","0.0291583559217824","0.0483298567257726"
"Complete transfer dependency","2002","Not Employed","college entrance qualification","18","","",""
"Complete transfer dependency","2002","Not Employed","Other degree","45","0.12591024206536","0.0967734345576574","0.155047049573062"
"Complete transfer dependency","2002","Not Employed","no degree/no degree yet","18","","",""
"Complete transfer dependency","2002","Employed","lower secondary degree","","","",""
"Complete transfer dependency","2002","Employed","secondary school degree","","","",""
"Complete transfer dependency","2002","Employed","college entrance qualification","","","",""
"Complete transfer dependency","2002","Employed","Other degree","","","",""
"Complete transfer dependency","2002","Employed","no degree/no degree yet","","","",""
"No transfer dependency","2003","Not Employed","lower secondary degree","2801","0.718762296321607","0.704941049223058","0.732583543420155"
"No transfer dependency","2003","Not Employed","secondary school degree","682","0.521935761026394","0.496865155402364","0.547006366650424"
"No transfer dependency","2003","Not Employed","college entrance qualification","584","0.535948686116614","0.507998836783522","0.563898535449707"
"No transfer dependency","2003","Not Employed","Other degree","207","0.401101506796608","0.358098227463706","0.44410478612951"
"No transfer dependency","2003","Not Employed","no degree/no degree yet","74","0.165671604331711","0.137221181674768","0.194122026988655"
"No transfer dependency","2003","Employed","lower secondary degree","1393","0.430518860597774","0.414744530931963","0.446293190263585"
"No transfer dependency","2003","Employed","secondary school degree","1431","0.344016452824698","0.33060825008234","0.357424655567056"
"No transfer dependency","2003","Employed","college entrance qualification","1429","0.433779085013416","0.41869173098219","0.448866439044643"
"No transfer dependency","2003","Employed","Other degree","188","0.258747729406369","0.22673630952658","0.290759149286159"
"No transfer dependency","2003","Employed","no degree/no degree yet","40","0.250242528211505","0.194018542648337","0.306466513774673"
"Very low transfer dependency","2003","Not Employed","lower secondary degree","813","0.175238634411889","0.163551799730956","0.186925469092822"
"Very low transfer dependency","2003","Not Employed","secondary school degree","539","0.299723572588791","0.276729898405175","0.322717246772406"
"Very low transfer dependency","2003","Not Employed","college entrance qualification","513","0.356970181350713","0.330118815078319","0.383821547623108"
"Very low transfer dependency","2003","Not Employed","Other degree","156","0.285067149318795","0.245457223310746","0.324677075326843"
"Very low transfer dependency","2003","Not Employed","no degree/no degree yet","449","0.567649397399292","0.529739352724194","0.60555944207439"
"Very low transfer dependency","2003","Employed","lower secondary degree","2030","0.482979785120259","0.467060139789318","0.498899430451199"
"Very low transfer dependency","2003","Employed","secondary school degree","2921","0.548718232325728","0.534672865788531","0.562763598862926"
"Very low transfer dependency","2003","Employed","college entrance qualification","2523","0.513381178218286","0.498165187096713","0.528597169339859"
"Very low transfer dependency","2003","Employed","Other degree","438","0.569030462829672","0.532833286705787","0.605227638953557"
"Very low transfer dependency","2003","Employed","no degree/no degree yet","152","0.556550359759188","0.492065901611858","0.621034817906517"
"Low transfer dependency","2003","Not Employed","lower secondary degree","208","0.0435296167923226","0.0372570397903548","0.0498021937942904"
"Low transfer dependency","2003","Not Employed","secondary school degree","144","0.0723586532303594","0.0593555067306632","0.0853617997300556"
"Low transfer dependency","2003","Not Employed","college entrance qualification","66","0.0432676464851908","0.0318648406540412","0.0546704523163405"
"Low transfer dependency","2003","Not Employed","Other degree","56","0.103626529713467","0.0768855205591403","0.130367538867795"
"Low transfer dependency","2003","Not Employed","no degree/no degree yet","68","0.130879867981141","0.10507078937118","0.156688946591103"
"Low transfer dependency","2003","Employed","lower secondary degree","237","0.0539550156800692","0.046757428160514","0.0611526031996244"
"Low transfer dependency","2003","Employed","secondary school degree","341","0.0738315654763435","0.066450815153475","0.081212315799212"
"Low transfer dependency","2003","Employed","college entrance qualification","152","0.0400732488046861","0.0341024539847744","0.0460440436245979"
"Low transfer dependency","2003","Employed","Other degree","71","0.120029199722897","0.0962738607567793","0.143784538689015"
"Low transfer dependency","2003","Employed","no degree/no degree yet","26","","",""
"High transfer dependency","2003","Not Employed","lower secondary degree","77","0.016119357881979","0.0122480038159977","0.0199907119479603"
"High transfer dependency","2003","Not Employed","secondary school degree","57","0.0334013622738575","0.0243831937146082","0.0424195308331067"
"High transfer dependency","2003","Not Employed","college entrance qualification","20","","",""
"High transfer dependency","2003","Not Employed","Other degree","23","","",""
"High transfer dependency","2003","Not Employed","no degree/no degree yet","28","","",""
"High transfer dependency","2003","Employed","lower secondary degree","85","0.0203045055845567","0.0158112935449408","0.0247977176241726"
"High transfer dependency","2003","Employed","secondary school degree","83","0.0200470388208635","0.0160909847533583","0.0240030928883687"
"High transfer dependency","2003","Employed","college entrance qualification","30","0.00955107533374722","0.00659014628138636","0.0125120043861081"
"High transfer dependency","2003","Employed","Other degree","13","","",""
"High transfer dependency","2003","Employed","no degree/no degree yet","6","","",""
"Very high transfer dependency","2003","Not Employed","lower secondary degree","62","0.015802567459629","0.0119688265746816","0.0196363083445763"
"Very high transfer dependency","2003","Not Employed","secondary school degree","57","0.0377443404211943","0.0281793546900298","0.0473093261523589"
"Very high transfer dependency","2003","Not Employed","college entrance qualification","22","","",""
"Very high transfer dependency","2003","Not Employed","Other degree","19","","",""
"Very high transfer dependency","2003","Not Employed","no degree/no degree yet","14","","",""
"Very high transfer dependency","2003","Employed","lower secondary degree","40","0.0122418330173413","0.00873864304258672","0.0157450229920959"
"Very high transfer dependency","2003","Employed","secondary school degree","46","0.0133867105523661","0.0101429790015462","0.0166304421031861"
"Very high transfer dependency","2003","Employed","college entrance qualification","11","","",""
"Very high transfer dependency","2003","Employed","Other degree","9","","",""
"Very high transfer dependency","2003","Employed","no degree/no degree yet","4","","",""
"Complete transfer dependency","2003","Not Employed","lower secondary degree","104","0.0305475271325738","0.0252573634824618","0.0358376907826859"
"Complete transfer dependency","2003","Not Employed","secondary school degree","46","0.0348363104594041","0.0256333038739071","0.044039317044901"
"Complete transfer dependency","2003","Not Employed","college entrance qualification","18","","",""
"Complete transfer dependency","2003","Not Employed","Other degree","38","0.116481350192823","0.0883342358800528","0.144628464505593"
"Complete transfer dependency","2003","Not Employed","no degree/no degree yet","23","","",""
"Complete transfer dependency","2003","Employed","lower secondary degree","","","",""
"Complete transfer dependency","2003","Employed","secondary school degree","","","",""
"Complete transfer dependency","2003","Employed","college entrance qualification","","","",""
"Complete transfer dependency","2003","Employed","Other degree","","","",""
"Complete transfer dependency","2003","Employed","no degree/no degree yet","","","",""
"No transfer dependency","2004","Not Employed","lower secondary degree","2717","0.718119843992634","0.704022935435629","0.73221675254964"
"No transfer dependency","2004","Not Employed","secondary school degree","705","0.531953144635843","0.507208060636988","0.556698228634698"
"No transfer dependency","2004","Not Employed","college entrance qualification","615","0.554295290873095","0.527023292666949","0.581567289079241"
"No transfer dependency","2004","Not Employed","Other degree","204","0.391811365796288","0.349235835413952","0.434386896178624"
"No transfer dependency","2004","Not Employed","no degree/no degree yet","62","0.148227435070725","0.121676489493493","0.174778380647957"
"No transfer dependency","2004","Employed","lower secondary degree","1291","0.414951780216428","0.398766592557377","0.431136967875478"
"No transfer dependency","2004","Employed","secondary school degree","1347","0.345243008494232","0.331522857775705","0.35896315921276"
"No transfer dependency","2004","Employed","college entrance qualification","1404","0.426817497428304","0.411578757455401","0.442056237401207"
"No transfer dependency","2004","Employed","Other degree","160","0.240310546881874","0.207933331332629","0.27268776243112"
"No transfer dependency","2004","Employed","no degree/no degree yet","30","0.213411926864133","0.157188666143867","0.269635187584398"
"Very low transfer dependency","2004","Not Employed","lower secondary degree","773","0.17440524751287","0.16251594430149","0.18629455072425"
"Very low transfer dependency","2004","Not Employed","secondary school degree","531","0.278732473531753","0.256496837817517","0.300968109245988"
"Very low transfer dependency","2004","Not Employed","college entrance qualification","515","0.319069042126697","0.293493984096607","0.344644100156787"
"Very low transfer dependency","2004","Not Employed","Other degree","166","0.31811823554159","0.277497178299508","0.358739292783673"
"Very low transfer dependency","2004","Not Employed","no degree/no degree yet","513","0.649335203236483","0.613679054659301","0.684991351813665"
"Very low transfer dependency","2004","Employed","lower secondary degree","1900","0.474912891208478","0.458509042720079","0.491316739696877"
"Very low transfer dependency","2004","Employed","secondary school degree","2818","0.55458593255417","0.54024350209265","0.56892836301569"
"Very low transfer dependency","2004","Employed","college entrance qualification","2442","0.509932923120393","0.494531325294708","0.525334520946077"
"Very low transfer dependency","2004","Employed","Other degree","408","0.59019742350123","0.55293071562746","0.627464131375"
"Very low transfer dependency","2004","Employed","no degree/no degree yet","139","0.602521589039476","0.535366939626762","0.669676238452191"
"Low transfer dependency","2004","Not Employed","lower secondary degree","184","0.0409449219377516","0.0347360176458026","0.0471538262297006"
"Low transfer dependency","2004","Not Employed","secondary school degree","157","0.0770771109574576","0.0638503654152237","0.0903038564996916"
"Low transfer dependency","2004","Not Employed","college entrance qualification","76","0.0641712294573693","0.0507252906571988","0.0776171682575398"
"Low transfer dependency","2004","Not Employed","Other degree","56","0.123225802387063","0.094557821277465","0.151893783496662"
"Low transfer dependency","2004","Not Employed","no degree/no degree yet","59","0.116407124942496","0.0924425485828351","0.140371701302157"
"Low transfer dependency","2004","Employed","lower secondary degree","241","0.0712914801026401","0.0628390493283131","0.0797439108769672"
"Low transfer dependency","2004","Employed","secondary school degree","319","0.0662410003883079","0.0590640952597026","0.0734179055169133"
"Low transfer dependency","2004","Employed","college entrance qualification","154","0.0459298084147026","0.0394804135217781","0.052379203307627"
"Low transfer dependency","2004","Employed","Other degree","74","0.0979810830635795","0.0754535325182784","0.120508633608881"
"Low transfer dependency","2004","Employed","no degree/no degree yet","22","","",""
"High transfer dependency","2004","Not Employed","lower secondary degree","77","0.0198447078890393","0.0154748937363745","0.0242145220417042"
"High transfer dependency","2004","Not Employed","secondary school degree","48","0.021234718223388","0.0140853098369253","0.0283841266098507"
"High transfer dependency","2004","Not Employed","college entrance qualification","24","","",""
"High transfer dependency","2004","Not Employed","Other degree","26","","",""
"High transfer dependency","2004","Not Employed","no degree/no degree yet","19","","",""
"High transfer dependency","2004","Employed","lower secondary degree","89","0.0277526526218279","0.0223567546985063","0.0331485505451496"
"High transfer dependency","2004","Employed","secondary school degree","86","0.0207221270672755","0.0166113256201007","0.0248329285144503"
"High transfer dependency","2004","Employed","college entrance qualification","33","0.0125088097741593","0.00908463362590821","0.0159329859224103"
"High transfer dependency","2004","Employed","Other degree","18","","",""
"High transfer dependency","2004","Employed","no degree/no degree yet","9","","",""
"Very high transfer dependency","2004","Not Employed","lower secondary degree","73","0.0215163396238969","0.0169700808589884","0.0260625983888054"
"Very high transfer dependency","2004","Not Employed","secondary school degree","68","0.0433039195524576","0.0332100386260246","0.0533978004788905"
"Very high transfer dependency","2004","Not Employed","college entrance qualification","32","0.0252655423610961","0.0166550055837653","0.033876079138427"
"Very high transfer dependency","2004","Not Employed","Other degree","16","","",""
"Very high transfer dependency","2004","Not Employed","no degree/no degree yet","22","","",""
"Very high transfer dependency","2004","Employed","lower secondary degree","39","0.0110911958506263","0.00765094270331398","0.0145314489979386"
"Very high transfer dependency","2004","Employed","secondary school degree","43","0.0132079314960145","0.00991345364081278","0.0165024093512162"
"Very high transfer dependency","2004","Employed","college entrance qualification","14","","",""
"Very high transfer dependency","2004","Employed","Other degree","9","","",""
"Very high transfer dependency","2004","Employed","no degree/no degree yet","4","","",""
"Complete transfer dependency","2004","Not Employed","lower secondary degree","89","0.0251689390438078","0.0202611001178404","0.0300767779697752"
"Complete transfer dependency","2004","Not Employed","secondary school degree","53","0.0476986330991012","0.0371292960637952","0.0582679701344072"
"Complete transfer dependency","2004","Not Employed","college entrance qualification","14","","",""
"Complete transfer dependency","2004","Not Employed","Other degree","37","0.0847964209370624","0.0604995683973413","0.109093273476783"
"Complete transfer dependency","2004","Not Employed","no degree/no degree yet","13","","",""
"Complete transfer dependency","2004","Employed","lower secondary degree","","","",""
"Complete transfer dependency","2004","Employed","secondary school degree","","","",""
"Complete transfer dependency","2004","Employed","college entrance qualification","","","",""
"Complete transfer dependency","2004","Employed","Other degree","","","",""
"Complete transfer dependency","2004","Employed","no degree/no degree yet","","","",""
"No transfer dependency","2005","Not Employed","lower secondary degree","2606","0.709684269574108","0.695154516142315","0.724214023005901"
"No transfer dependency","2005","Not Employed","secondary school degree","723","0.534712637867712","0.509436940492577","0.559988335242847"
"No transfer dependency","2005","Not Employed","college entrance qualification","630","0.566691173011408","0.538919192323778","0.594463153699037"
"No transfer dependency","2005","Not Employed","Other degree","188","0.376989346537543","0.333314660066679","0.420664033008407"
"No transfer dependency","2005","Not Employed","no degree/no degree yet","65","0.140999397153131","0.115144141674849","0.166854652631412"
"No transfer dependency","2005","Employed","lower secondary degree","1224","0.416720586713429","0.399868915052513","0.433572258374345"
"No transfer dependency","2005","Employed","secondary school degree","1345","0.345084599772666","0.331096498520617","0.359072701024714"
"No transfer dependency","2005","Employed","college entrance qualification","1354","0.412055585597182","0.396594074860314","0.42751709633405"
"No transfer dependency","2005","Employed","Other degree","164","0.25490339738766","0.22106011494901","0.28874667982631"
"No transfer dependency","2005","Employed","no degree/no degree yet","25","","",""
"Very low transfer dependency","2005","Not Employed","lower secondary degree","699","0.171729207351591","0.1596566680742","0.183801746628983"
"Very low transfer dependency","2005","Not Employed","secondary school degree","454","0.264349693785116","0.2420033019267","0.286696085643532"
"Very low transfer dependency","2005","Not Employed","college entrance qualification","438","0.306146677682276","0.280316138362335","0.331977217002217"
"Very low transfer dependency","2005","Not Employed","Other degree","152","0.298994755827543","0.257736587852737","0.340252923802349"
"Very low transfer dependency","2005","Not Employed","no degree/no degree yet","481","0.605594967445182","0.569286675078431","0.641903259811933"
"Very low transfer dependency","2005","Employed","lower secondary degree","1728","0.473215209233299","0.456149350449018","0.49028106801758"
"Very low transfer dependency","2005","Employed","secondary school degree","2623","0.544719377906392","0.5300662826703","0.559372473142484"
"Very low transfer dependency","2005","Employed","college entrance qualification","2340","0.522137052079339","0.506446080905564","0.537828023253115"
"Very low transfer dependency","2005","Employed","Other degree","366","0.560632052455244","0.522090294262226","0.599173810648261"
"Very low transfer dependency","2005","Employed","no degree/no degree yet","142","0.654198338672093","0.587440995911276","0.72095568143291"
"Low transfer dependency","2005","Not Employed","lower secondary degree","202","0.0523746089780591","0.0452433023232719","0.0595059156328463"
"Low transfer dependency","2005","Not Employed","secondary school degree","149","0.0758165722671496","0.0624030308247109","0.0892301137095883"
"Low transfer dependency","2005","Not Employed","college entrance qualification","79","0.0569059521581716","0.0439224692172569","0.0698894350990863"
"Low transfer dependency","2005","Not Employed","Other degree","43","0.0970463263087455","0.0703691533074351","0.123723499310056"
"Low transfer dependency","2005","Not Employed","no degree/no degree yet","72","0.116321276856125","0.0925024563988664","0.140140097313384"
"Low transfer dependency","2005","Employed","lower secondary degree","210","0.0649634093770143","0.0565391662086551","0.0733876525453735"
"Low transfer dependency","2005","Employed","secondary school degree","340","0.0774935531008274","0.0696263408262152","0.0853607653754395"
"Low transfer dependency","2005","Employed","college entrance qualification","145","0.0469936871846798","0.0403459546342794","0.0536414197350802"
"Low transfer dependency","2005","Employed","Other degree","82","0.126156743362916","0.100372738216506","0.151940748509327"
"Low transfer dependency","2005","Employed","no degree/no degree yet","18","","",""
"High transfer dependency","2005","Not Employed","lower secondary degree","84","0.0215584372066923","0.016909363252128","0.0262075111612565"
"High transfer dependency","2005","Not Employed","secondary school degree","65","0.0363863421404948","0.0268977240465705","0.045874960234419"
"High transfer dependency","2005","Not Employed","college entrance qualification","30","0.0239401825830233","0.015373023947733","0.0325073412183135"
"High transfer dependency","2005","Not Employed","Other degree","32","0.0766480275899172","0.0526734119661815","0.100622643213653"
"High transfer dependency","2005","Not Employed","no degree/no degree yet","29","","",""
"High transfer dependency","2005","Employed","lower secondary degree","81","0.026341951244882","0.0208678933469487","0.0318160091428154"
"High transfer dependency","2005","Employed","secondary school degree","80","0.0177436542153358","0.013859134491033","0.0216281739396386"
"High transfer dependency","2005","Employed","college entrance qualification","34","0.0113782136338298","0.00804657400366174","0.0147098532639979"
"High transfer dependency","2005","Employed","Other degree","16","","",""
"High transfer dependency","2005","Employed","no degree/no degree yet","4","","",""
"Very high transfer dependency","2005","Not Employed","lower secondary degree","66","0.0172382235978461","0.0130718255988481","0.0214046215968441"
"Very high transfer dependency","2005","Not Employed","secondary school degree","61","0.053785161176481","0.0423535246164639","0.0652167977364981"
"Very high transfer dependency","2005","Not Employed","college entrance qualification","30","0.0265767017390432","0.0175623132227176","0.0355910902553688"
"Very high transfer dependency","2005","Not Employed","Other degree","23","","",""
"Very high transfer dependency","2005","Not Employed","no degree/no degree yet","25","","",""
"Very high transfer dependency","2005","Employed","lower secondary degree","45","0.0187588434313761","0.0141214590632733","0.0233962277994788"
"Very high transfer dependency","2005","Employed","secondary school degree","49","0.0149588150047792","0.0113870805208792","0.0185305494886792"
"Very high transfer dependency","2005","Employed","college entrance qualification","20","","",""
"Very high transfer dependency","2005","Employed","Other degree","9","","",""
"Very high transfer dependency","2005","Employed","no degree/no degree yet","6","","",""
"Complete transfer dependency","2005","Not Employed","lower secondary degree","92","0.0274152532917031","0.0221882806228328","0.0326422259605734"
"Complete transfer dependency","2005","Not Employed","secondary school degree","44","0.0349495927630464","0.0256432648027687","0.044255920723324"
"Complete transfer dependency","2005","Not Employed","college entrance qualification","16","","",""
"Complete transfer dependency","2005","Not Employed","Other degree","35","0.0913162287966707","0.0653566351332617","0.11727582246008"
"Complete transfer dependency","2005","Not Employed","no degree/no degree yet","24","","",""
"Complete transfer dependency","2005","Employed","lower secondary degree","","","",""
"Complete transfer dependency","2005","Employed","secondary school degree","","","",""
"Complete transfer dependency","2005","Employed","college entrance qualification","","","",""
"Complete transfer dependency","2005","Employed","Other degree","","","",""
"Complete transfer dependency","2005","Employed","no degree/no degree yet","","","",""
"No transfer dependency","2006","Not Employed","lower secondary degree","2991","0.722933616949175","0.709333502802221","0.736533731096128"
"No transfer dependency","2006","Not Employed","secondary school degree","862","0.520445380966514","0.497045608394052","0.543845153538977"
"No transfer dependency","2006","Not Employed","college entrance qualification","713","0.560326004413455","0.534316923065888","0.586335085761022"
"No transfer dependency","2006","Not Employed","Other degree","234","0.413827652006885","0.37193640895076","0.45571889506301"
"No transfer dependency","2006","Not Employed","no degree/no degree yet","79","0.161566973597876","0.134608080074256","0.188525867121497"
"No transfer dependency","2006","Employed","lower secondary degree","1305","0.416229497147437","0.399692088906376","0.432766905388498"
"No transfer dependency","2006","Employed","secondary school degree","1507","0.358055734755652","0.344312743754372","0.371798725756932"
"No transfer dependency","2006","Employed","college entrance qualification","1469","0.419030692752012","0.403997460748097","0.434063924755927"
"No transfer dependency","2006","Employed","Other degree","171","0.267899341427908","0.233668795440579","0.302129887415237"
"No transfer dependency","2006","Employed","no degree/no degree yet","29","","",""
"Very low transfer dependency","2006","Not Employed","lower secondary degree","702","0.155127602057352","0.144126364918154","0.16612883919655"
"Very low transfer dependency","2006","Not Employed","secondary school degree","554","0.286962425738393","0.2657752170923","0.308149634384486"
"Very low transfer dependency","2006","Not Employed","college entrance qualification","522","0.31768861252518","0.293291896701751","0.342085328348608"
"Very low transfer dependency","2006","Not Employed","Other degree","133","0.234221740321526","0.198199895700549","0.270243584942504"
"Very low transfer dependency","2006","Not Employed","no degree/no degree yet","499","0.582083006910767","0.545956243450229","0.618209770371306"
"Very low transfer dependency","2006","Employed","lower secondary degree","1734","0.467406235567411","0.450667400252952","0.484145070881871"
"Very low transfer dependency","2006","Employed","secondary school degree","2669","0.526246982978362","0.51193406813879","0.540559897817933"
"Very low transfer dependency","2006","Employed","college entrance qualification","2442","0.509151801027147","0.493920040928205","0.524383561126089"
"Very low transfer dependency","2006","Employed","Other degree","367","0.552319055305794","0.513884494508578","0.590753616103011"
"Very low transfer dependency","2006","Employed","no degree/no degree yet","104","0.509099561239825","0.431638013333639","0.58656110914601"
"Low transfer dependency","2006","Not Employed","lower secondary degree","187","0.0451632685230882","0.0388528426892635","0.0514736943569129"
"Low transfer dependency","2006","Not Employed","secondary school degree","139","0.0707456826271169","0.0587362557415641","0.0827551095126697"
"Low transfer dependency","2006","Not Employed","college entrance qualification","77","0.0498679404621509","0.0384617154133331","0.0612741655109686"
"Low transfer dependency","2006","Not Employed","Other degree","58","0.100845651722155","0.0752334718370473","0.126457831607262"
"Low transfer dependency","2006","Not Employed","no degree/no degree yet","56","0.0974481784540158","0.0757254428561603","0.119170914051871"
"Low transfer dependency","2006","Employed","lower secondary degree","205","0.061264810292288","0.0532192361278535","0.0693103844567225"
"Low transfer dependency","2006","Employed","secondary school degree","337","0.0730097355455575","0.065552372992207","0.0804670980989081"
"Low transfer dependency","2006","Employed","college entrance qualification","168","0.0475991072262423","0.0411118346165778","0.0540863798359067"
"Low transfer dependency","2006","Employed","Other degree","68","0.121480538283543","0.096229941215717","0.146731135351368"
"Low transfer dependency","2006","Employed","no degree/no degree yet","15","","",""
"High transfer dependency","2006","Not Employed","lower secondary degree","97","0.0253664039629591","0.0205883443189656","0.0301444636069526"
"High transfer dependency","2006","Not Employed","secondary school degree","62","0.0372239174408223","0.0283568767266199","0.0460909581550247"
"High transfer dependency","2006","Not Employed","college entrance qualification","45","0.0282591116593884","0.0195756333249193","0.0369425899938575"
"High transfer dependency","2006","Not Employed","Other degree","37","0.0651556026134391","0.0441639622041644","0.0861472430227138"
"High transfer dependency","2006","Not Employed","no degree/no degree yet","26","","",""
"High transfer dependency","2006","Employed","lower secondary degree","103","0.0320043895977407","0.0260993690236459","0.0379094101718355"
"High transfer dependency","2006","Employed","secondary school degree","110","0.0277576908739744","0.023048609349989","0.0324667723979597"
"High transfer dependency","2006","Employed","college entrance qualification","36","0.0128989397701644","0.00946090183404801","0.0163369777062807"
"High transfer dependency","2006","Employed","Other degree","17","","",""
"High transfer dependency","2006","Employed","no degree/no degree yet","6","","",""
"Very high transfer dependency","2006","Not Employed","lower secondary degree","79","0.0187152429408718","0.0145971448546319","0.0228333410271118"
"Very high transfer dependency","2006","Not Employed","secondary school degree","78","0.0462002088298781","0.0363678980158394","0.0560325196439169"
"Very high transfer dependency","2006","Not Employed","college entrance qualification","23","","",""
"Very high transfer dependency","2006","Not Employed","Other degree","27","","",""
"Very high transfer dependency","2006","Not Employed","no degree/no degree yet","32","0.0533474886203652","0.0368869567002137","0.0698080205405166"
"Very high transfer dependency","2006","Employed","lower secondary degree","66","0.023095067395123","0.0180558195929033","0.0281343151973427"
"Very high transfer dependency","2006","Employed","secondary school degree","52","0.0149298558464545","0.0114535444761809","0.0184061672167282"
"Very high transfer dependency","2006","Employed","college entrance qualification","23","","",""
"Very high transfer dependency","2006","Employed","Other degree","20","","",""
"Very high transfer dependency","2006","Employed","no degree/no degree yet","6","","",""
"Complete transfer dependency","2006","Not Employed","lower secondary degree","104","0.0326938655665539","0.0272898507267247","0.0380978804063831"
"Complete transfer dependency","2006","Not Employed","secondary school degree","56","0.0384223843972756","0.0294193409345756","0.0474254278599756"
"Complete transfer dependency","2006","Not Employed","college entrance qualification","19","","",""
"Complete transfer dependency","2006","Not Employed","Other degree","42","0.110895859414093","0.0841882625407831","0.137603456287403"
"Complete transfer dependency","2006","Not Employed","no degree/no degree yet","24","","",""
"Complete transfer dependency","2006","Employed","lower secondary degree","","","",""
"Complete transfer dependency","2006","Employed","secondary school degree","","","",""
"Complete transfer dependency","2006","Employed","college entrance qualification","","","",""
"Complete transfer dependency","2006","Employed","Other degree","","","",""
"Complete transfer dependency","2006","Employed","no degree/no degree yet","","","",""
"No transfer dependency","2007","Not Employed","lower secondary degree","2771","0.733800025003719","0.719802812040163","0.747797237967275"
"No transfer dependency","2007","Not Employed","secondary school degree","856","0.524500740348472","0.500556126292603","0.548445354404341"
"No transfer dependency","2007","Not Employed","college entrance qualification","730","0.549210085245955","0.522881508506546","0.575538661985364"
"No transfer dependency","2007","Not Employed","Other degree","225","0.438945384120616","0.394032651176106","0.483858117065127"
"No transfer dependency","2007","Not Employed","no degree/no degree yet","59","0.127745403919022","0.103087506777305","0.15240330106074"
"No transfer dependency","2007","Employed","lower secondary degree","1162","0.404708272923394","0.387399148430958","0.422017397415831"
"No transfer dependency","2007","Employed","secondary school degree","1424","0.370110851079546","0.35574599766062","0.384475704498472"
"No transfer dependency","2007","Employed","college entrance qualification","1468","0.435166386740107","0.419796560604227","0.450536212875987"
"No transfer dependency","2007","Employed","Other degree","143","0.250963478478493","0.216037868723053","0.285889088233932"
"No transfer dependency","2007","Employed","no degree/no degree yet","22","","",""
"Very low transfer dependency","2007","Not Employed","lower secondary degree","613","0.151716776256988","0.140355269106315","0.16307828340766"
"Very low transfer dependency","2007","Not Employed","secondary school degree","522","0.281417579840346","0.259856337939132","0.302978821741559"
"Very low transfer dependency","2007","Not Employed","college entrance qualification","488","0.326454640198019","0.301642405378969","0.351266875017068"
"Very low transfer dependency","2007","Not Employed","Other degree","111","0.203288122462002","0.16686574272775","0.239710502196255"
"Very low transfer dependency","2007","Not Employed","no degree/no degree yet","505","0.62105820641486","0.585222648770212","0.656893764059508"
"Very low transfer dependency","2007","Employed","lower secondary degree","1579","0.473705805640355","0.456097896837584","0.491313714443127"
"Very low transfer dependency","2007","Employed","secondary school degree","2481","0.519589105045867","0.504724969114533","0.534453240977201"
"Very low transfer dependency","2007","Employed","college entrance qualification","2339","0.50725137736357","0.49175231792197","0.522750436805169"
"Very low transfer dependency","2007","Employed","Other degree","353","0.543933965401883","0.503812739743026","0.584055191060739"
"Very low transfer dependency","2007","Employed","no degree/no degree yet","83","0.501627227716722","0.416006256936622","0.587248198496822"
"Low transfer dependency","2007","Not Employed","lower secondary degree","175","0.0362814463120982","0.030359477582849","0.0422034150413474"
