"transab_cat","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No transfer dependency","2004","higher education","Rural Area","436","0.460850621102893","0.432982557518193","0.488718684687593","0"
"No transfer dependency","2004","vocational + Abi","Rural Area","69","0.319700835017818","0.263338098467522","0.376063571568114","0"
"No transfer dependency","2004","higher vocational","Urban Area","438","0.495389563177463","0.464988283972158","0.525790842382767","0"
"No transfer dependency","2004","higher vocational","Rural Area","202","0.407183247375004","0.367233392163259","0.447133102586749","0"
"No transfer dependency","2004","higher education","Urban Area","1331","0.511587813623286","0.493780630631659","0.529394996614913","0"
"Very high transfer dependency","2004","general elemantary","Urban Area","47","0.0349998367878637","0.0263171455235684","0.0436825280521589","4"
"Very high transfer dependency","2004","general elemantary","Rural Area","15","","","","4"
"Very high transfer dependency","2004","middle vocational","Urban Area","89","0.0162124151035016","0.0132153333303792","0.0192094968766239","4"
"Very high transfer dependency","2004","middle vocational","Rural Area","91","0.0256309769099843","0.0206267576624431","0.0306351961575256","4"
"Very high transfer dependency","2004","in school","Urban Area","9","","","","4"
"Very high transfer dependency","2004","in school","Rural Area","7","","","","4"
"Very high transfer dependency","2004","inadequately","Urban Area","9","","","","4"
"Very high transfer dependency","2004","inadequately","Rural Area","1","","","","4"
"Very high transfer dependency","2004","vocational + Abi","Urban Area","9","","","","4"
"Very high transfer dependency","2004","higher education","Rural Area","12","","","","4"
"Very high transfer dependency","2004","vocational + Abi","Rural Area","5","","","","4"
"Very high transfer dependency","2004","higher vocational","Urban Area","7","","","","4"
"Very high transfer dependency","2004","higher vocational","Rural Area","5","","","","4"
"Very high transfer dependency","2004","higher education","Urban Area","15","","","","4"
"Very low transfer dependency","2004","in school","Rural Area","150","0.695410070145274","0.630479727509687","0.760340412780861","1"
"Very low transfer dependency","2004","inadequately","Rural Area","18","","","","1"
"Very low transfer dependency","2004","general elemantary","Urban Area","711","0.35053785147019","0.327995353536651","0.373080349403729","1"
"Very low transfer dependency","2004","inadequately","Urban Area","89","0.45341943365174","0.382818805414948","0.524020061888531","1"
"Very low transfer dependency","2004","in school","Urban Area","388","0.864724206805543","0.832583729987716","0.89686468362337","1"
"Very low transfer dependency","2004","general elemantary","Rural Area","333","0.342034287467575","0.309702345567226","0.374366229367924","1"
"Very low transfer dependency","2004","middle vocational","Urban Area","3104","0.392177773725643","0.380591231648742","0.403764315802544","1"
"Very low transfer dependency","2004","middle vocational","Rural Area","1705","0.379880815033813","0.364511543645741","0.395250086421886","1"
"Very low transfer dependency","2004","vocational + Abi","Urban Area","466","0.460710281648317","0.427907452377268","0.493513110919366","1"
"Very low transfer dependency","2004","vocational + Abi","Rural Area","154","0.538172727187301","0.477920813181602","0.598424641192999","1"
"Very low transfer dependency","2004","higher vocational","Urban Area","540","0.444192768390377","0.413980164577516","0.474405372203239","1"
"Very low transfer dependency","2004","higher vocational","Rural Area","323","0.518499346020261","0.477870679177284","0.559128012863238","1"
"Very low transfer dependency","2004","higher education","Urban Area","1551","0.425994941396999","0.408379158007135","0.443610724786863","1"
"Very low transfer dependency","2004","higher education","Rural Area","710","0.44644950867796","0.418656411588544","0.474242605767377","1"
"Complete transfer dependency","2005","in school","Rural Area","4","","","","5"
"Complete transfer dependency","2005","inadequately","Rural Area","2","","","","5"
"Complete transfer dependency","2005","general elemantary","Urban Area","41","0.0278372693774557","0.0198215660998055","0.035852972655106","5"
"Complete transfer dependency","2005","higher vocational","Urban Area","3","","","","5"
"Complete transfer dependency","2005","higher vocational","Rural Area","1","","","","5"
"Complete transfer dependency","2005","inadequately","Urban Area","13","","","","5"
"Complete transfer dependency","2005","higher education","Urban Area","13","","","","5"
"Complete transfer dependency","2005","higher education","Rural Area","2","","","","5"
"Complete transfer dependency","2005","in school","Urban Area","5","","","","5"
"Complete transfer dependency","2005","general elemantary","Rural Area","10","","","","5"
"Complete transfer dependency","2005","middle vocational","Urban Area","65","0.012125534614052","0.00945951665080353","0.0147915525773005","5"
"Complete transfer dependency","2005","middle vocational","Rural Area","43","0.0136706889412614","0.00991078690996871","0.0174305909725541","5"
"Complete transfer dependency","2005","vocational + Abi","Urban Area","7","","","","5"
"Complete transfer dependency","2005","vocational + Abi","Rural Area","2","","","","5"
"High transfer dependency","2005","in school","Rural Area","8","","","","3"
"High transfer dependency","2005","inadequately","Urban Area","13","","","","3"
"High transfer dependency","2005","inadequately","Rural Area","4","","","","3"
"High transfer dependency","2005","general elemantary","Urban Area","56","0.0329176994727321","0.0242239866964726","0.0416114122489915","3"
"High transfer dependency","2005","general elemantary","Rural Area","37","0.0510167225092946","0.0353321476862674","0.0667012973323218","3"
"High transfer dependency","2005","middle vocational","Urban Area","128","0.0230323020690487","0.0193782854384088","0.0266863186996885","3"
"High transfer dependency","2005","middle vocational","Rural Area","116","0.0281218108800038","0.0227688025641243","0.0334748191958834","3"
"High transfer dependency","2005","vocational + Abi","Urban Area","14","","","","3"
"High transfer dependency","2005","vocational + Abi","Rural Area","7","","","","3"
"High transfer dependency","2005","higher vocational","Urban Area","11","","","","3"
"High transfer dependency","2005","higher vocational","Rural Area","9","","","","3"
"High transfer dependency","2005","higher education","Urban Area","25","","","","3"
"High transfer dependency","2005","higher education","Rural Area","18","","","","3"
"High transfer dependency","2005","in school","Urban Area","10","","","","3"
"Low transfer dependency","2005","general elemantary","Urban Area","133","0.0814990978926546","0.068167720380134","0.0948304754051753","2"
"Low transfer dependency","2005","general elemantary","Rural Area","78","0.121268435788259","0.0979988209709076","0.14453805060561","2"
"Low transfer dependency","2005","middle vocational","Urban Area","349","0.0483911630667139","0.0431639042132616","0.0536184219201663","2"
"Low transfer dependency","2005","inadequately","Rural Area","11","","","","2"
"Low transfer dependency","2005","middle vocational","Rural Area","367","0.0992824588166931","0.0895996594979024","0.108965258135484","2"
"Low transfer dependency","2005","in school","Rural Area","27","","","","2"
"Low transfer dependency","2005","inadequately","Urban Area","24","","","","2"
"Low transfer dependency","2005","in school","Urban Area","29","","","","2"
"Low transfer dependency","2005","vocational + Abi","Urban Area","54","0.0566426408752918","0.0411933434917417","0.0720919382588419","2"
"Low transfer dependency","2005","higher education","Rural Area","73","0.0651930365553628","0.0510897141522115","0.0792963589585141","2"
"Low transfer dependency","2005","higher vocational","Urban Area","44","0.0333488630946872","0.0221927746129652","0.0445049515764092","2"
"Low transfer dependency","2005","higher vocational","Rural Area","48","0.109024057102391","0.0831410547354812","0.134907059469301","2"
"Low transfer dependency","2005","higher education","Urban Area","91","0.0332529801453487","0.0267619759579359","0.0397439843327615","2"
"Low transfer dependency","2005","vocational + Abi","Rural Area","25","","","","2"
"No transfer dependency","2005","general elemantary","Urban Area","678","0.446342486085523","0.422120288325859","0.470564683845188","0"
"No transfer dependency","2005","general elemantary","Rural Area","321","0.464588193224582","0.42903609398252","0.500140292466644","0"
"No transfer dependency","2005","middle vocational","Urban Area","2973","0.507957874876393","0.495779853415788","0.520135896336998","0"
"No transfer dependency","2005","middle vocational","Rural Area","1501","0.454934290472542","0.438810426504611","0.471058154440473","0"
"No transfer dependency","2005","higher education","Rural Area","457","0.468280461336577","0.439773285928669","0.496787636744485","0"
"No transfer dependency","2005","in school","Urban Area","4","","","","0"
"No transfer dependency","2005","in school","Rural Area","3","","","","0"
"No transfer dependency","2005","inadequately","Urban Area","45","0.257573412350464","0.194041830180959","0.32110499451997","0"
"No transfer dependency","2005","inadequately","Rural Area","17","","","","0"
"No transfer dependency","2005","vocational + Abi","Urban Area","338","0.414030994201854","0.381111540865086","0.446950447538623","0"
"No transfer dependency","2005","higher vocational","Urban Area","434","0.498126767724373","0.46705946801788","0.529194067430865","0"
"No transfer dependency","2005","higher vocational","Rural Area","201","0.373954589128032","0.333772469228068","0.414136709027996","0"
"No transfer dependency","2005","higher education","Urban Area","1300","0.508661364006059","0.490562762599386","0.526759965412733","0"
"No transfer dependency","2005","vocational + Abi","Rural Area","74","0.332341752468284","0.275084437417467","0.3895990675191","0"
"Very high transfer dependency","2005","general elemantary","Urban Area","42","0.0266704928643913","0.0188198666913903","0.0345211190373922","4"
"Very high transfer dependency","2005","general elemantary","Rural Area","23","","","","4"
"Very high transfer dependency","2005","middle vocational","Urban Area","92","0.0190685554278834","0.0157370542705539","0.022400056585213","4"
"Very high transfer dependency","2005","middle vocational","Rural Area","88","0.0282996697226857","0.0229302516874832","0.0336690877578882","4"
"Very high transfer dependency","2005","inadequately","Rural Area","8","","","","4"
"Very high transfer dependency","2005","vocational + Abi","Urban Area","6","","","","4"
"Very high transfer dependency","2005","higher education","Rural Area","8","","","","4"
"Very high transfer dependency","2005","in school","Urban Area","8","","","","4"
"Very high transfer dependency","2005","in school","Rural Area","9","","","","4"
"Very high transfer dependency","2005","inadequately","Urban Area","12","","","","4"
"Very high transfer dependency","2005","vocational + Abi","Rural Area","10","","","","4"
"Very high transfer dependency","2005","higher vocational","Urban Area","9","","","","4"
"Very high transfer dependency","2005","higher vocational","Rural Area","3","","","","4"
"Very high transfer dependency","2005","higher education","Urban Area","16","","","","4"
"Very low transfer dependency","2005","in school","Rural Area","146","0.656318797477369","0.58999791611908","0.722639678835657","1"
"Very low transfer dependency","2005","inadequately","Urban Area","75","0.378539147931964","0.30807394853248","0.449004347331447","1"
"Very low transfer dependency","2005","inadequately","Rural Area","15","","","","1"
"Very low transfer dependency","2005","general elemantary","Urban Area","668","0.384732954307243","0.36102629527856","0.408439613335926","1"
"Very low transfer dependency","2005","in school","Urban Area","388","0.85120299085997","0.818099768035932","0.884306213684008","1"
"Very low transfer dependency","2005","general elemantary","Rural Area","287","0.315271545234894","0.282151664142577","0.348391426327211","1"
"Very low transfer dependency","2005","middle vocational","Urban Area","2867","0.389424569945909","0.377546576536082","0.401302563355736","1"
"Very low transfer dependency","2005","middle vocational","Rural Area","1549","0.375691081166814","0.360009654526149","0.391372507807478","1"
"Very low transfer dependency","2005","vocational + Abi","Urban Area","441","0.49503828526125","0.461622822091938","0.528453748430562","1"
"Very low transfer dependency","2005","vocational + Abi","Rural Area","142","0.470129235855205","0.409461885767643","0.530796585942768","1"
"Very low transfer dependency","2005","higher vocational","Urban Area","494","0.439955500479052","0.409112814326768","0.470798186631336","1"
"Very low transfer dependency","2005","higher vocational","Rural Area","295","0.502517126288095","0.460994482815303","0.544039769760887","1"
"Very low transfer dependency","2005","higher education","Urban Area","1486","0.425241850348006","0.407344005029237","0.443139695666775","1"
"Very low transfer dependency","2005","higher education","Rural Area","619","0.441220087448104","0.412853447881204","0.469586727015004","1"
"Complete transfer dependency","2006","in school","Rural Area","4","","","","5"
"Complete transfer dependency","2006","inadequately","Urban Area","13","","","","5"
"Complete transfer dependency","2006","inadequately","Rural Area","4","","","","5"
"Complete transfer dependency","2006","general elemantary","Urban Area","42","0.0276608788303901","0.0197501513923739","0.0355716062684063","5"
"Complete transfer dependency","2006","higher vocational","Urban Area","10","","","","5"
"Complete transfer dependency","2006","higher vocational","Rural Area","2","","","","5"
"Complete transfer dependency","2006","higher education","Urban Area","14","","","","5"
"Complete transfer dependency","2006","higher education","Rural Area","1","","","","5"
"Complete transfer dependency","2006","in school","Urban Area","3","","","","5"
"Complete transfer dependency","2006","general elemantary","Rural Area","16","","","","5"
"Complete transfer dependency","2006","middle vocational","Urban Area","77","0.0148648132132068","0.0120275522244061","0.0177020742020075","5"
"Complete transfer dependency","2006","middle vocational","Rural Area","48","0.0141107116183102","0.0104537206867576","0.0177677025498627","5"
"Complete transfer dependency","2006","vocational + Abi","Urban Area","8","","","","5"
"Complete transfer dependency","2006","vocational + Abi","Rural Area","3","","","","5"
"High transfer dependency","2006","in school","Rural Area","10","","","","3"
"High transfer dependency","2006","inadequately","Urban Area","18","","","","3"
"High transfer dependency","2006","inadequately","Rural Area","4","","","","3"
"High transfer dependency","2006","general elemantary","Urban Area","83","0.0527059785649761","0.0419277623086925","0.0634841948212598","3"
"High transfer dependency","2006","general elemantary","Rural Area","44","0.0484461450509965","0.034046046816945","0.0628462432850481","3"
"High transfer dependency","2006","middle vocational","Urban Area","155","0.0232883844640931","0.0197522847734694","0.0268244841547169","3"
"High transfer dependency","2006","middle vocational","Rural Area","143","0.0374175667138978","0.031533303545296","0.0433018298824996","3"
"High transfer dependency","2006","vocational + Abi","Urban Area","15","","","","3"
"High transfer dependency","2006","vocational + Abi","Rural Area","8","","","","3"
"High transfer dependency","2006","higher vocational","Urban Area","16","","","","3"
"High transfer dependency","2006","higher vocational","Rural Area","12","","","","3"
"High transfer dependency","2006","higher education","Urban Area","18","","","","3"
"High transfer dependency","2006","higher education","Rural Area","10","","","","3"
"High transfer dependency","2006","in school","Urban Area","7","","","","3"
"Low transfer dependency","2006","general elemantary","Urban Area","110","0.0642551071495455","0.0524272216082049","0.0760829926908862","2"
"Low transfer dependency","2006","general elemantary","Rural Area","83","0.0970825178561381","0.0772255148177007","0.116939520894575","2"
"Low transfer dependency","2006","middle vocational","Urban Area","394","0.0614040492958716","0.0557753313494194","0.0670327672423238","2"
"Low transfer dependency","2006","inadequately","Rural Area","7","","","","2"
"Low transfer dependency","2006","middle vocational","Rural Area","315","0.0735955858573878","0.0654997528290535","0.0816914188857222","2"
"Low transfer dependency","2006","vocational + Abi","Urban Area","66","0.0856583920904171","0.0675448817344861","0.103771902446348","2"
"Low transfer dependency","2006","in school","Urban Area","29","","","","2"
"Low transfer dependency","2006","in school","Rural Area","13","","","","2"
"Low transfer dependency","2006","inadequately","Urban Area","23","","","","2"
"Low transfer dependency","2006","higher education","Rural Area","66","0.0426348526858082","0.031609958605641","0.0536597467659754","2"
"Low transfer dependency","2006","higher vocational","Urban Area","48","0.0433259023257382","0.0309286902912331","0.0557231143602434","2"
"Low transfer dependency","2006","higher vocational","Rural Area","47","0.0803034114446397","0.058701828012364","0.101904994876915","2"
"Low transfer dependency","2006","vocational + Abi","Rural Area","31","0.0881601177073627","0.0551269482146995","0.121193287200026","2"
"Low transfer dependency","2006","higher education","Urban Area","88","0.0279309575010915","0.0222458317359068","0.0336160832662762","2"
"No transfer dependency","2006","general elemantary","Urban Area","751","0.482087877645512","0.457985177488513","0.506190577802511","0"
"No transfer dependency","2006","general elemantary","Rural Area","386","0.480466633822757","0.4469579403553","0.513975327290215","0"
"No transfer dependency","2006","middle vocational","Urban Area","3324","0.506658080717435","0.494936042332033","0.518380119102836","0"
"No transfer dependency","2006","middle vocational","Rural Area","1702","0.461538988155144","0.446082291651188","0.476995684659101","0"
"No transfer dependency","2006","vocational + Abi","Urban Area","359","0.415230414723934","0.383337046291463","0.447123783156404","0"
"No transfer dependency","2006","inadequately","Rural Area","21","","","","0"
"No transfer dependency","2006","higher education","Rural Area","525","0.467844944489156","0.440616470478489","0.495073418499823","0"
"No transfer dependency","2006","vocational + Abi","Rural Area","78","0.322710811629027","0.268241899366338","0.377179723891716","0"
"No transfer dependency","2006","higher vocational","Rural Area","242","0.418014335546649","0.378808742022496","0.457219929070802","0"
"No transfer dependency","2006","in school","Urban Area","7","","","","0"
"No transfer dependency","2006","higher vocational","Urban Area","468","0.511093895918817","0.480654832171992","0.541532959665643","0"
"No transfer dependency","2006","higher education","Urban Area","1485","0.515182635595118","0.497939418354447","0.532425852835789","0"
"No transfer dependency","2006","in school","Rural Area","2","","","","0"
"No transfer dependency","2006","inadequately","Urban Area","49","0.284079456389605","0.216486356769786","0.351672556009423","0"
"Very high transfer dependency","2006","general elemantary","Urban Area","48","0.0297956300688805","0.0215943346783863","0.0379969254593747","4"
"Very high transfer dependency","2006","general elemantary","Rural Area","33","0.0450673166827479","0.0311538169204571","0.0589808164450388","4"
"Very high transfer dependency","2006","middle vocational","Urban Area","110","0.0190407425808846","0.0158363990572546","0.0222450861045147","4"
"Very high transfer dependency","2006","middle vocational","Rural Area","119","0.0339123661348473","0.0283003015672318","0.0395244307024627","4"
"Very high transfer dependency","2006","inadequately","Rural Area","6","","","","4"
"Very high transfer dependency","2006","vocational + Abi","Urban Area","12","","","","4"
"Very high transfer dependency","2006","higher education","Rural Area","5","","","","4"
"Very high transfer dependency","2006","in school","Urban Area","12","","","","4"
"Very high transfer dependency","2006","in school","Rural Area","10","","","","4"
"Very high transfer dependency","2006","inadequately","Urban Area","12","","","","4"
"Very high transfer dependency","2006","vocational + Abi","Rural Area","4","","","","4"
"Very high transfer dependency","2006","higher vocational","Urban Area","6","","","","4"
"Very high transfer dependency","2006","higher vocational","Rural Area","3","","","","4"
"Very high transfer dependency","2006","higher education","Urban Area","29","","","","4"
"Very low transfer dependency","2006","in school","Rural Area","164","0.740955333053432","0.680687800097271","0.801222866009593","1"
"Very low transfer dependency","2006","inadequately","Urban Area","56","0.252337442663321","0.187235537147447","0.317439348179195","1"
"Very low transfer dependency","2006","inadequately","Rural Area","21","","","","1"
"Very low transfer dependency","2006","general elemantary","Urban Area","617","0.343494527740695","0.320588296484334","0.366400758997057","1"
"Very low transfer dependency","2006","in school","Urban Area","363","0.826089824872568","0.789883605725402","0.862296044019734","1"
"Very low transfer dependency","2006","general elemantary","Rural Area","292","0.301010407357484","0.270246232851447","0.331774581863521","1"
"Very low transfer dependency","2006","middle vocational","Urban Area","2928","0.374743929728509","0.363394660341422","0.386093199115597","1"
"Very low transfer dependency","2006","middle vocational","Rural Area","1669","0.379424781520412","0.364379669973059","0.394469893067766","1"
"Very low transfer dependency","2006","vocational + Abi","Urban Area","457","0.45920204697589","0.426948101281367","0.491455992670414","1"
"Very low transfer dependency","2006","vocational + Abi","Rural Area","159","0.481213514521592","0.42300076558437","0.539426263458813","1"
"Very low transfer dependency","2006","higher vocational","Urban Area","488","0.407722177499195","0.377798627412705","0.437645727585686","1"
"Very low transfer dependency","2006","higher vocational","Rural Area","302","0.463036867362874","0.423402099285837","0.50267163543991","1"
"Very low transfer dependency","2006","higher education","Urban Area","1593","0.420078953580484","0.4030495865737","0.437108320587268","1"
"Very low transfer dependency","2006","higher education","Rural Area","683","0.469518353835073","0.442284148717086","0.496752558953061","1"
"Complete transfer dependency","2007","in school","Urban Area","7","","","","5"
"Complete transfer dependency","2007","in school","Rural Area","4","","","","5"
"Complete transfer dependency","2007","inadequately","Urban Area","12","","","","5"
"Complete transfer dependency","2007","inadequately","Rural Area","3","","","","5"
"Complete transfer dependency","2007","general elemantary","Urban Area","39","0.0294722583459297","0.0208499895316064","0.038094527160253","5"
"Complete transfer dependency","2007","higher vocational","Urban Area","9","","","","5"
"Complete transfer dependency","2007","higher vocational","Rural Area","2","","","","5"
"Complete transfer dependency","2007","higher education","Urban Area","16","","","","5"
"Complete transfer dependency","2007","higher education","Rural Area","4","","","","5"
"Complete transfer dependency","2007","general elemantary","Rural Area","12","","","","5"
"Complete transfer dependency","2007","middle vocational","Urban Area","66","0.0120653353286264","0.00941077837273609","0.0147198922845167","5"
"Complete transfer dependency","2007","middle vocational","Rural Area","57","0.018810199240372","0.0144655120884436","0.0231548863923003","5"
"Complete transfer dependency","2007","vocational + Abi","Urban Area","8","","","","5"
"Complete transfer dependency","2007","vocational + Abi","Rural Area","2","","","","5"
"High transfer dependency","2007","in school","Urban Area","11","","","","3"
"High transfer dependency","2007","in school","Rural Area","4","","","","3"
"High transfer dependency","2007","inadequately","Urban Area","12","","","","3"
"High transfer dependency","2007","inadequately","Rural Area","3","","","","3"
"High transfer dependency","2007","general elemantary","Urban Area","68","0.0542641536422289","0.0427149426354107","0.065813364649047","3"
"High transfer dependency","2007","higher vocational","Urban Area","12","","","","3"
"High transfer dependency","2007","higher vocational","Rural Area","8","","","","3"
"High transfer dependency","2007","higher education","Urban Area","29","","","","3"
"High transfer dependency","2007","higher education","Rural Area","14","","","","3"
"High transfer dependency","2007","general elemantary","Rural Area","30","0.0417049710693369","0.0274826416746995","0.0559273004639744","3"
"High transfer dependency","2007","middle vocational","Urban Area","152","0.0266785645408352","0.0227605358612386","0.0305965932204318","3"
"High transfer dependency","2007","middle vocational","Rural Area","107","0.0307951418567383","0.0252701175256469","0.0363201661878297","3"
"High transfer dependency","2007","vocational + Abi","Urban Area","10","","","","3"
"High transfer dependency","2007","vocational + Abi","Rural Area","9","","","","3"
"Low transfer dependency","2007","general elemantary","Urban Area","111","0.0757190910659511","0.0622320847343246","0.0892060973975775","2"
"Low transfer dependency","2007","general elemantary","Rural Area","93","0.111201423733833","0.0888356435611223","0.133567203906545","2"
"Low transfer dependency","2007","middle vocational","Urban Area","338","0.0586337602473288","0.0529214548182902","0.0643460656763675","2"
"Low transfer dependency","2007","middle vocational","Rural Area","308","0.073105953774263","0.0647810979804188","0.0814308095681072","2"
"Low transfer dependency","2007","in school","Urban Area","32","0.0873547343581035","0.0601891989520597","0.114520269764147","2"
"Low transfer dependency","2007","in school","Rural Area","21","","","","2"
"Low transfer dependency","2007","inadequately","Urban Area","20","","","","2"
"Low transfer dependency","2007","inadequately","Rural Area","11","","","","2"
"Low transfer dependency","2007","vocational + Abi","Urban Area","46","0.0544530925963141","0.0394354726761116","0.0694707125165165","2"
"Low transfer dependency","2007","higher education","Rural Area","55","0.0479407945492842","0.0360544916738753","0.0598270974246931","2"
"Low transfer dependency","2007","vocational + Abi","Rural Area","26","","","","2"
"Low transfer dependency","2007","higher vocational","Urban Area","31","0.0292474551155536","0.018504333373656","0.0399905768574511","2"
"Low transfer dependency","2007","higher vocational","Rural Area","37","0.074322223880267","0.0528646107198592","0.0957798370406747","2"
"Low transfer dependency","2007","higher education","Urban Area","69","0.0243871184189687","0.0189564122035847","0.0298178246343528","2"
"No transfer dependency","2007","general elemantary","Urban Area","643","0.455096494891127","0.429708849704074","0.480484140078179","0"
"No transfer dependency","2007","general elemantary","Rural Area","331","0.469156964617165","0.433653613387596","0.504660315846735","0"
"No transfer dependency","2007","middle vocational","Urban Area","3093","0.50793209619467","0.495776574998476","0.520087617390863","0"
"No transfer dependency","2007","middle vocational","Rural Area","1663","0.481686266913319","0.465706744711954","0.497665789114684","0"
"No transfer dependency","2007","vocational + Abi","Urban Area","352","0.44086855842107","0.408009144340074","0.473727972502065","0"
"No transfer dependency","2007","higher education","Rural Area","527","0.457686791175087","0.429968179073327","0.485405403276846","0"
"No transfer dependency","2007","in school","Urban Area","3","","","","0"
"No transfer dependency","2007","in school","Rural Area","","","","","0"
"No transfer dependency","2007","inadequately","Urban Area","45","0.328700376752719","0.253527570311873","0.403873183193564","0"
"No transfer dependency","2007","inadequately","Rural Area","19","","","","0"
"No transfer dependency","2007","vocational + Abi","Rural Area","94","0.38206253320418","0.325651357592706","0.438473708815654","0"
"No transfer dependency","2007","higher vocational","Urban Area","416","0.485217193049725","0.453352312548028","0.517082073551422","0"
"No transfer dependency","2007","higher vocational","Rural Area","245","0.430897571375383","0.390386438569291","0.471408704181476","0"
"No transfer dependency","2007","higher education","Urban Area","1477","0.530157089784759","0.512585302849555","0.547728876719962","0"
"Very high transfer dependency","2007","general elemantary","Urban Area","48","0.0364264477636667","0.0268751646042174","0.045977730923116","4"
"Very high transfer dependency","2007","general elemantary","Rural Area","28","","","","4"
"Very high transfer dependency","2007","middle vocational","Urban Area","113","0.0200159470878047","0.0166106436726718","0.0234212505029375","4"
"Very high transfer dependency","2007","middle vocational","Rural Area","93","0.0266003127917136","0.0214542595856682","0.0317463659977591","4"
"Very high transfer dependency","2007","vocational + Abi","Urban Area","10","","","","4"
"Very high transfer dependency","2007","inadequately","Rural Area","7","","","","4"
"Very high transfer dependency","2007","higher education","Rural Area","6","","","","4"
"Very high transfer dependency","2007","in school","Rural Area","8","","","","4"
"Very high transfer dependency","2007","higher vocational","Urban Area","8","","","","4"
"Very high transfer dependency","2007","higher vocational","Rural Area","3","","","","4"
"Very high transfer dependency","2007","in school","Urban Area","9","","","","4"
"Very high transfer dependency","2007","inadequately","Urban Area","9","","","","4"
"Very high transfer dependency","2007","vocational + Abi","Rural Area","3","","","","4"
"Very high transfer dependency","2007","higher education","Urban Area","27","","","","4"
"Very low transfer dependency","2007","inadequately","Urban Area","52","0.241727790338297","0.173213948254149","0.310241632422445","1"
"Very low transfer dependency","2007","in school","Urban Area","353","0.808263311631124","0.7703882728095","0.846138350452747","1"
"Very low transfer dependency","2007","in school","Rural Area","168","0.761526865013117","0.703191286992309","0.819862443033925","1"
"Very low transfer dependency","2007","inadequately","Rural Area","21","","","","1"
"Very low transfer dependency","2007","general elemantary","Urban Area","569","0.349021554291097","0.324720769314683","0.373322339267511","1"
"Very low transfer dependency","2007","general elemantary","Rural Area","265","0.319878508182834","0.286695711701352","0.353061304664315","1"
"Very low transfer dependency","2007","higher vocational","Urban Area","469","0.437118833789219","0.405493122274113","0.468744545304326","1"
"Very low transfer dependency","2007","higher vocational","Rural Area","279","0.467182607454608","0.426367149435544","0.507998065473672","1"
"Very low transfer dependency","2007","higher education","Urban Area","1481","0.404185185690011","0.386907596349385","0.421462775030638","1"
"Very low transfer dependency","2007","higher education","Rural Area","635","0.463350402631163","0.435606830593964","0.491093974668361","1"
"Very low transfer dependency","2007","middle vocational","Urban Area","2736","0.374674296600735","0.362905330064279","0.386443263137192","1"
"Very low transfer dependency","2007","middle vocational","Rural Area","1528","0.369002125423595","0.353570428641544","0.384433822205646","1"
"Very low transfer dependency","2007","vocational + Abi","Urban Area","451","0.468740047674584","0.435713143699179","0.501766951649989","1"
"Very low transfer dependency","2007","vocational + Abi","Rural Area","151","0.466694007579272","0.408773813947239","0.524614201211304","1"
"Complete transfer dependency","2008","in school","Urban Area","6","","","","5"
"Complete transfer dependency","2008","in school","Rural Area","4","","","","5"
"Complete transfer dependency","2008","inadequately","Urban Area","13","","","","5"
"Complete transfer dependency","2008","inadequately","Rural Area","3","","","","5"
"Complete transfer dependency","2008","general elemantary","Urban Area","37","0.0360696392162651","0.0261669473404235","0.0459723310921067","5"
"Complete transfer dependency","2008","general elemantary","Rural Area","7","","","","5"
"Complete transfer dependency","2008","middle vocational","Urban Area","59","0.0133741402684185","0.0104985497843004","0.0162497307525366","5"
"Complete transfer dependency","2008","middle vocational","Rural Area","48","0.0178756965805132","0.0135059881473764","0.02224540501365","5"
"Complete transfer dependency","2008","vocational + Abi","Urban Area","7","","","","5"
"Complete transfer dependency","2008","vocational + Abi","Rural Area","2","","","","5"
"Complete transfer dependency","2008","higher vocational","Urban Area","5","","","","5"
"Complete transfer dependency","2008","higher vocational","Rural Area","1","","","","5"
"Complete transfer dependency","2008","higher education","Urban Area","14","","","","5"
"Complete transfer dependency","2008","higher education","Rural Area","2","","","","5"
"High transfer dependency","2008","in school","Urban Area","4","","","","3"
"High transfer dependency","2008","in school","Rural Area","4","","","","3"
"High transfer dependency","2008","inadequately","Urban Area","13","","","","3"
"High transfer dependency","2008","inadequately","Rural Area","3","","","","3"
"High transfer dependency","2008","general elemantary","Urban Area","55","0.0314290891595404","0.022163113701679","0.0406950646174019","3"
"High transfer dependency","2008","general elemantary","Rural Area","19","","","","3"
"High transfer dependency","2008","middle vocational","Urban Area","119","0.0280102555684808","0.0238797117776529","0.0321407993593088","3"
"High transfer dependency","2008","middle vocational","Rural Area","90","0.0307637793153091","0.0250690589277308","0.0364584997028873","3"
"High transfer dependency","2008","vocational + Abi","Urban Area","14","","","","3"
"High transfer dependency","2008","vocational + Abi","Rural Area","7","","","","3"
"High transfer dependency","2008","higher vocational","Urban Area","11","","","","3"
"High transfer dependency","2008","higher vocational","Rural Area","7","","","","3"
"High transfer dependency","2008","higher education","Urban Area","23","","","","3"
"High transfer dependency","2008","higher education","Rural Area","7","","","","3"
"Low transfer dependency","2008","general elemantary","Urban Area","112","0.0817895360962255","0.0672356313386281","0.096343440853823","2"
"Low transfer dependency","2008","general elemantary","Rural Area","68","0.117563871071831","0.0936177999515539","0.141509942192107","2"
"Low transfer dependency","2008","middle vocational","Urban Area","306","0.0521076365730706","0.0465441370683519","0.0576711360777894","2"
