"transab_cat","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"No transfer dependency","2001","Saxony","Employed","240","0.291435518152587","0.263284637772069","0.319586398533105","0"
"No transfer dependency","2001","Saxony-Anhalt","Not Employed","181","0.537643877124881","0.488905538250845","0.586382215998916","0"
"No transfer dependency","2001","Thuringia","Not Employed","181","0.574157317737779","0.523078964505353","0.625235670970205","0"
"No transfer dependency","2001","Thuringia","Employed","140","0.302100237130012","0.264667099564441","0.339533374695584","0"
"No transfer dependency","2001","Saxony-Anhalt","Employed","126","0.250796138359758","0.215457924230699","0.286134352488817","0"
"Very high transfer dependency","2001","Hamburg","Not Employed","","","","","4"
"Very high transfer dependency","2001","Schleswig-Holstein","Not Employed","5","","","","4"
"Very high transfer dependency","2001","Schleswig-Holstein","Employed","2","","","","4"
"Very high transfer dependency","2001","Hamburg","Employed","1","","","","4"
"Very high transfer dependency","2001","Lower Saxony","Employed","9","","","","4"
"Very high transfer dependency","2001","Bremen","Not Employed","4","","","","4"
"Very high transfer dependency","2001","Bremen","Employed","3","","","","4"
"Very high transfer dependency","2001","Lower Saxony","Not Employed","12","","","","4"
"Very high transfer dependency","2001","North Rhine-Westphalia","Not Employed","35","0.0186029961443768","0.0122760395937865","0.0249299526949671","4"
"Very high transfer dependency","2001","Hesse","Not Employed","9","","","","4"
"Very high transfer dependency","2001","Hesse","Employed","4","","","","4"
"Very high transfer dependency","2001","Rhineland-Palatinate,Saarland","Not Employed","19","","","","4"
"Very high transfer dependency","2001","North Rhine-Westphalia","Employed","16","","","","4"
"Very high transfer dependency","2001","Rhineland-Palatinate,Saarland","Employed","4","","","","4"
"Very high transfer dependency","2001","Baden-Württemberg","Not Employed","12","","","","4"
"Very high transfer dependency","2001","Baden-Württemberg","Employed","8","","","","4"
"Very high transfer dependency","2001","Bavaria","Not Employed","18","","","","4"
"Very high transfer dependency","2001","Bavaria","Employed","6","","","","4"
"Very high transfer dependency","2001","Berlin","Not Employed","10","","","","4"
"Very high transfer dependency","2001","Berlin","Employed","9","","","","4"
"Very high transfer dependency","2001","Brandenburg","Not Employed","19","","","","4"
"Very high transfer dependency","2001","Brandenburg","Employed","7","","","","4"
"Very high transfer dependency","2001","Mecklenburg-Western Pomerania","Not Employed","9","","","","4"
"Very high transfer dependency","2001","Mecklenburg-Western Pomerania","Employed","11","","","","4"
"Very high transfer dependency","2001","Saxony","Not Employed","23","","","","4"
"Very high transfer dependency","2001","Saxony","Employed","11","","","","4"
"Very high transfer dependency","2001","Saxony-Anhalt","Not Employed","15","","","","4"
"Very high transfer dependency","2001","Saxony-Anhalt","Employed","9","","","","4"
"Very high transfer dependency","2001","Thuringia","Not Employed","12","","","","4"
"Very high transfer dependency","2001","Thuringia","Employed","9","","","","4"
"Very low transfer dependency","2001","Schleswig-Holstein","Not Employed","54","0.215454728007209","0.162550410305004","0.268359045709415","1"
"Very low transfer dependency","2001","Schleswig-Holstein","Employed","227","0.503261686799765","0.455099224282606","0.551424149316924","1"
"Very low transfer dependency","2001","Hamburg","Not Employed","29","","","","1"
"Very low transfer dependency","2001","Hamburg","Employed","87","0.461647669849306","0.38603780218717","0.537257537511442","1"
"Very low transfer dependency","2001","Lower Saxony","Not Employed","221","0.256568821045283","0.223670322204829","0.289467319885737","1"
"Very low transfer dependency","2001","Lower Saxony","Employed","689","0.528380585035387","0.499616492657497","0.557144677413277","1"
"Very low transfer dependency","2001","Bremen","Not Employed","7","","","","1"
"Very low transfer dependency","2001","Bremen","Employed","37","0.39857823263842","0.301643054444742","0.495513410832099","1"
"Very low transfer dependency","2001","North Rhine-Westphalia","Not Employed","590","0.268312559985735","0.247565128379661","0.289059991591809","1"
"Very low transfer dependency","2001","North Rhine-Westphalia","Employed","1660","0.522007916898355","0.503697850890433","0.540317982906278","1"
"Very low transfer dependency","2001","Hesse","Not Employed","168","0.260918039243819","0.223064963504025","0.298771114983613","1"
"Very low transfer dependency","2001","Hesse","Employed","547","0.52423222750745","0.492657052567048","0.555807402447853","1"
"Very low transfer dependency","2001","Rhineland-Palatinate,Saarland","Not Employed","177","0.286894003812966","0.248885005794907","0.324903001831024","1"
"Very low transfer dependency","2001","Rhineland-Palatinate,Saarland","Employed","490","0.559850785988722","0.525257169954471","0.594444402022973","1"
"Very low transfer dependency","2001","Baden-Württemberg","Not Employed","352","0.300196823051598","0.26993109415353","0.330462551949667","1"
"Very low transfer dependency","2001","Baden-Württemberg","Employed","1033","0.542209798444014","0.518540507918009","0.565879088970019","1"
"Very low transfer dependency","2001","Bavaria","Not Employed","332","0.275499813711375","0.248055390518792","0.302944236903957","1"
"Very low transfer dependency","2001","Bavaria","Employed","1154","0.519806465048057","0.497932464175267","0.541680465920847","1"
"Very low transfer dependency","2001","Berlin","Not Employed","71","0.201098913265804","0.153552459006043","0.248645367525565","1"
"Very low transfer dependency","2001","Berlin","Employed","289","0.515548072687671","0.472385790045883","0.55871035532946","1"
"Very low transfer dependency","2001","Brandenburg","Not Employed","79","0.174825300245312","0.13648526487312","0.213165335617504","1"
"Very low transfer dependency","2001","Brandenburg","Employed","351","0.601218487305769","0.560808174657305","0.641628799954233","1"
"Very low transfer dependency","2001","Mecklenburg-Western Pomerania","Not Employed","34","0.199854809720143","0.139022297960318","0.260687321479968","1"
"Very low transfer dependency","2001","Mecklenburg-Western Pomerania","Employed","202","0.535791538148969","0.482466287690932","0.589116788607005","1"
"Very low transfer dependency","2001","Saxony-Anhalt","Not Employed","113","0.245374227864124","0.203309764374386","0.287438691353861","1"
"Very low transfer dependency","2001","Saxony-Anhalt","Employed","350","0.567102459893447","0.526709330908213","0.607495588878681","1"
"Very low transfer dependency","2001","Thuringia","Not Employed","94","0.219232211485857","0.176494627537203","0.26196979543451","1"
"Very low transfer dependency","2001","Saxony","Not Employed","143","0.192012377096831","0.161279701087787","0.222745053105876","1"
"Very low transfer dependency","2001","Saxony","Employed","602","0.556689347407353","0.525914805895222","0.587463888919485","1"
"Very low transfer dependency","2001","Thuringia","Employed","320","0.482355495003961","0.441619006396632","0.523091983611291","1"
"Complete transfer dependency","2002","Hamburg","Not Employed","2","","","","5"
"Complete transfer dependency","2002","Schleswig-Holstein","Not Employed","4","","","","5"
"Complete transfer dependency","2002","Schleswig-Holstein","Employed","","","","","5"
"Complete transfer dependency","2002","Hamburg","Employed","","","","","5"
"Complete transfer dependency","2002","Lower Saxony","Not Employed","18","","","","5"
"Complete transfer dependency","2002","Lower Saxony","Employed","","","","","5"
"Complete transfer dependency","2002","Bremen","Not Employed","5","","","","5"
"Complete transfer dependency","2002","Bremen","Employed","","","","","5"
"Complete transfer dependency","2002","North Rhine-Westphalia","Not Employed","52","0.0406705393096418","0.0314476075453123","0.0498934710739713","5"
"Complete transfer dependency","2002","North Rhine-Westphalia","Employed","","","","","5"
"Complete transfer dependency","2002","Hesse","Not Employed","16","","","","5"
"Complete transfer dependency","2002","Hesse","Employed","","","","","5"
"Complete transfer dependency","2002","Rhineland-Palatinate,Saarland","Not Employed","8","","","","5"
"Complete transfer dependency","2002","Rhineland-Palatinate,Saarland","Employed","","","","","5"
"Complete transfer dependency","2002","Baden-Württemberg","Not Employed","10","","","","5"
"Complete transfer dependency","2002","Baden-Württemberg","Employed","","","","","5"
"Complete transfer dependency","2002","Bavaria","Not Employed","16","","","","5"
"Complete transfer dependency","2002","Saxony-Anhalt","Employed","","","","","5"
"Complete transfer dependency","2002","Thuringia","Not Employed","11","","","","5"
"Complete transfer dependency","2002","Thuringia","Employed","","","","","5"
"Complete transfer dependency","2002","Bavaria","Employed","","","","","5"
"Complete transfer dependency","2002","Berlin","Not Employed","14","","","","5"
"Complete transfer dependency","2002","Berlin","Employed","","","","","5"
"Complete transfer dependency","2002","Brandenburg","Not Employed","9","","","","5"
"Complete transfer dependency","2002","Brandenburg","Employed","","","","","5"
"Complete transfer dependency","2002","Mecklenburg-Western Pomerania","Not Employed","7","","","","5"
"Complete transfer dependency","2002","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Complete transfer dependency","2002","Saxony","Not Employed","23","","","","5"
"Complete transfer dependency","2002","Saxony","Employed","","","","","5"
"Complete transfer dependency","2002","Saxony-Anhalt","Not Employed","20","","","","5"
"High transfer dependency","2002","Schleswig-Holstein","Not Employed","10","","","","3"
"High transfer dependency","2002","Hamburg","Not Employed","1","","","","3"
"High transfer dependency","2002","Schleswig-Holstein","Employed","10","","","","3"
"High transfer dependency","2002","Hamburg","Employed","2","","","","3"
"High transfer dependency","2002","Lower Saxony","Not Employed","16","","","","3"
"High transfer dependency","2002","Lower Saxony","Employed","17","","","","3"
"High transfer dependency","2002","Bremen","Not Employed","3","","","","3"
"High transfer dependency","2002","Bremen","Employed","3","","","","3"
"High transfer dependency","2002","North Rhine-Westphalia","Not Employed","48","0.0312238369503652","0.0231030148558345","0.039344659044896","3"
"High transfer dependency","2002","North Rhine-Westphalia","Employed","42","0.0189587774045626","0.014113991845443","0.0238035629636822","3"
"High transfer dependency","2002","Hesse","Not Employed","8","","","","3"
"High transfer dependency","2002","Hesse","Employed","2","","","","3"
"High transfer dependency","2002","Rhineland-Palatinate,Saarland","Not Employed","16","","","","3"
"High transfer dependency","2002","Rhineland-Palatinate,Saarland","Employed","18","","","","3"
"High transfer dependency","2002","Baden-Württemberg","Not Employed","20","","","","3"
"High transfer dependency","2002","Baden-Württemberg","Employed","14","","","","3"
"High transfer dependency","2002","Bavaria","Not Employed","10","","","","3"
"High transfer dependency","2002","Bavaria","Employed","15","","","","3"
"High transfer dependency","2002","Berlin","Not Employed","9","","","","3"
"High transfer dependency","2002","Berlin","Employed","13","","","","3"
"High transfer dependency","2002","Mecklenburg-Western Pomerania","Not Employed","7","","","","3"
"High transfer dependency","2002","Brandenburg","Not Employed","17","","","","3"
"High transfer dependency","2002","Brandenburg","Employed","13","","","","3"
"High transfer dependency","2002","Mecklenburg-Western Pomerania","Employed","10","","","","3"
"High transfer dependency","2002","Saxony","Not Employed","30","0.044510083920439","0.0280908065480321","0.0609293612928458","3"
"High transfer dependency","2002","Saxony","Employed","27","","","","3"
"High transfer dependency","2002","Saxony-Anhalt","Not Employed","24","","","","3"
"High transfer dependency","2002","Saxony-Anhalt","Employed","21","","","","3"
"High transfer dependency","2002","Thuringia","Not Employed","20","","","","3"
"High transfer dependency","2002","Thuringia","Employed","13","","","","3"
"Low transfer dependency","2002","Schleswig-Holstein","Not Employed","11","","","","2"
"Low transfer dependency","2002","Schleswig-Holstein","Employed","21","","","","2"
"Low transfer dependency","2002","Hamburg","Not Employed","2","","","","2"
"Low transfer dependency","2002","Hamburg","Employed","3","","","","2"
"Low transfer dependency","2002","Bremen","Employed","11","","","","2"
"Low transfer dependency","2002","North Rhine-Westphalia","Not Employed","89","0.0556299100715288","0.0449277749543138","0.0663320451887438","2"
"Low transfer dependency","2002","Lower Saxony","Not Employed","45","0.0564679043294406","0.0397693361102492","0.0731664725486321","2"
"Low transfer dependency","2002","Lower Saxony","Employed","56","0.0451569400115357","0.0335241032854527","0.0567897767376187","2"
"Low transfer dependency","2002","Bremen","Not Employed","3","","","","2"
"Low transfer dependency","2002","North Rhine-Westphalia","Employed","119","0.0426666366402053","0.0354870148189864","0.0498462584614241","2"
"Low transfer dependency","2002","Hesse","Not Employed","24","","","","2"
"Low transfer dependency","2002","Hesse","Employed","42","0.0509154086077642","0.03785937590752","0.0639714413080083","2"
"Low transfer dependency","2002","Rhineland-Palatinate,Saarland","Not Employed","37","0.0577336844240382","0.0378954827695045","0.0775718860785719","2"
"Low transfer dependency","2002","Rhineland-Palatinate,Saarland","Employed","36","0.0409759733851421","0.027432578018712","0.0545193687515721","2"
"Low transfer dependency","2002","Baden-Württemberg","Not Employed","51","0.043375983345052","0.030162783336996","0.0565891833531081","2"
"Low transfer dependency","2002","Baden-Württemberg","Employed","63","0.034800046143674","0.0264778064556145","0.0431222858317334","2"
"Low transfer dependency","2002","Bavaria","Not Employed","51","0.0500994162656069","0.0368792274214385","0.0633196051097752","2"
"Low transfer dependency","2002","Bavaria","Employed","82","0.0521596748073362","0.0428259525707038","0.0614933970439686","2"
"Low transfer dependency","2002","Berlin","Not Employed","27","","","","2"
"Low transfer dependency","2002","Berlin","Employed","42","0.0764786118051664","0.0540840310993691","0.0988731925109637","2"
"Low transfer dependency","2002","Brandenburg","Not Employed","40","0.0756505569302371","0.0492360880303556","0.102065025830118","2"
"Low transfer dependency","2002","Brandenburg","Employed","72","0.126896606727564","0.0994261182809809","0.154367095174147","2"
"Low transfer dependency","2002","Mecklenburg-Western Pomerania","Not Employed","18","","","","2"
"Low transfer dependency","2002","Mecklenburg-Western Pomerania","Employed","36","0.124572901427481","0.0893673197947833","0.159778483060178","2"
"Low transfer dependency","2002","Saxony","Not Employed","61","0.0824453468511708","0.0605470254986103","0.104343668203731","2"
"Low transfer dependency","2002","Saxony","Employed","85","0.0964642799065523","0.0783465437134733","0.114582016099631","2"
"Low transfer dependency","2002","Saxony-Anhalt","Not Employed","43","0.0852195926124966","0.0576850607374745","0.112754124487519","2"
"Low transfer dependency","2002","Thuringia","Not Employed","32","0.0808022369473906","0.0527665662671902","0.108837907627591","2"
"Low transfer dependency","2002","Thuringia","Employed","66","0.139977379839455","0.111740418366609","0.168214341312302","2"
"Low transfer dependency","2002","Saxony-Anhalt","Employed","59","0.123491696150006","0.096291199833528","0.150692192466484","2"
"No transfer dependency","2002","Hamburg","Employed","89","0.506339619780949","0.438719873652809","0.573959365909089","0"
"No transfer dependency","2002","Lower Saxony","Not Employed","387","0.602749149417283","0.567349351563696","0.63814894727087","0"
"No transfer dependency","2002","Lower Saxony","Employed","406","0.388171161227213","0.360869819727588","0.415472502726838","0"
"No transfer dependency","2002","Bremen","Not Employed","37","0.681920217758287","0.564076270272881","0.799764165243693","0"
"No transfer dependency","2002","Bremen","Employed","44","0.519419956419414","0.426890233505375","0.611949679333452","0"
"No transfer dependency","2002","North Rhine-Westphalia","Not Employed","960","0.596756227895498","0.573851377823616","0.619661077967381","0"
"No transfer dependency","2002","North Rhine-Westphalia","Employed","1091","0.416738460686183","0.39922430409157","0.434252617280795","0"
"No transfer dependency","2002","Hesse","Not Employed","295","0.644084482010876","0.603128879526268","0.685040084495484","0"
"No transfer dependency","2002","Hesse","Employed","398","0.425579719485808","0.396214077787233","0.454945361184383","0"
"No transfer dependency","2002","Rhineland-Palatinate,Saarland","Not Employed","294","0.60440762138286","0.562817541503683","0.645997701262036","0"
"No transfer dependency","2002","Schleswig-Holstein","Not Employed","142","0.561689874919774","0.500183924207261","0.623195825632287","0"
"No transfer dependency","2002","Schleswig-Holstein","Employed","163","0.384764448450729","0.340205643750151","0.429323253151308","0"
"No transfer dependency","2002","Hamburg","Not Employed","69","0.723003363529731","0.641212164006757","0.804794563052704","0"
"No transfer dependency","2002","Rhineland-Palatinate,Saarland","Employed","255","0.351931520387967","0.319303726830772","0.384559313945163","0"
"No transfer dependency","2002","Baden-Württemberg","Not Employed","455","0.619407961012402","0.587913734727809","0.650902187296994","0"
"No transfer dependency","2002","Baden-Württemberg","Employed","645","0.420641764288179","0.398225076084774","0.443058452491584","0"
"No transfer dependency","2002","Bavaria","Not Employed","610","0.660795821633034","0.632104768515706","0.689486874750362","0"
"No transfer dependency","2002","Bavaria","Employed","810","0.426416051410259","0.405655680376683","0.447176422443836","0"
"No transfer dependency","2002","Berlin","Not Employed","151","0.578385525323579","0.52095333426172","0.635817716385438","0"
"No transfer dependency","2002","Berlin","Employed","197","0.384587466560503","0.34359253268286","0.425582400438145","0"
"No transfer dependency","2002","Brandenburg","Not Employed","211","0.629254654773167","0.581007823172717","0.677501486373617","0"
"No transfer dependency","2002","Brandenburg","Employed","127","0.244329884365373","0.208867906242462","0.279791862488283","0"
"No transfer dependency","2002","Mecklenburg-Western Pomerania","Not Employed","102","0.637138976614584","0.566700683591939","0.707577269637228","0"
"No transfer dependency","2002","Mecklenburg-Western Pomerania","Employed","83","0.280398978414577","0.232511293719","0.328286663110153","0"
"No transfer dependency","2002","Saxony","Not Employed","333","0.631289801189312","0.592877640157267","0.669701962221357","0"
"No transfer dependency","2002","Saxony","Employed","248","0.284857119162196","0.257158510534715","0.312555727789676","0"
"No transfer dependency","2002","Thuringia","Not Employed","193","0.598167881587407","0.547733273897176","0.648602489277638","0"
"No transfer dependency","2002","Thuringia","Employed","144","0.324976110104184","0.286859051148739","0.36309316905963","0"
"No transfer dependency","2002","Saxony-Anhalt","Employed","139","0.289879938180377","0.252369261016136","0.327390615344617","0"
"No transfer dependency","2002","Saxony-Anhalt","Not Employed","184","0.557068058200347","0.508082036345088","0.606054080055605","0"
"Very high transfer dependency","2002","Schleswig-Holstein","Not Employed","10","","","","4"
"Very high transfer dependency","2002","Lower Saxony","Not Employed","11","","","","4"
"Very high transfer dependency","2002","Lower Saxony","Employed","9","","","","4"
"Very high transfer dependency","2002","Schleswig-Holstein","Employed","3","","","","4"
"Very high transfer dependency","2002","Hamburg","Not Employed","2","","","","4"
"Very high transfer dependency","2002","Hamburg","Employed","","","","","4"
"Very high transfer dependency","2002","Bremen","Not Employed","3","","","","4"
"Very high transfer dependency","2002","Bremen","Employed","1","","","","4"
"Very high transfer dependency","2002","North Rhine-Westphalia","Not Employed","21","","","","4"
"Very high transfer dependency","2002","North Rhine-Westphalia","Employed","9","","","","4"
"Very high transfer dependency","2002","Hesse","Not Employed","4","","","","4"
"Very high transfer dependency","2002","Hesse","Employed","2","","","","4"
"Very high transfer dependency","2002","Rhineland-Palatinate,Saarland","Not Employed","6","","","","4"
"Very high transfer dependency","2002","Rhineland-Palatinate,Saarland","Employed","3","","","","4"
"Very high transfer dependency","2002","Baden-Württemberg","Not Employed","13","","","","4"
"Very high transfer dependency","2002","Baden-Württemberg","Employed","2","","","","4"
"Very high transfer dependency","2002","Bavaria","Not Employed","12","","","","4"
"Very high transfer dependency","2002","Bavaria","Employed","5","","","","4"
"Very high transfer dependency","2002","Berlin","Not Employed","20","","","","4"
"Very high transfer dependency","2002","Berlin","Employed","5","","","","4"
"Very high transfer dependency","2002","Brandenburg","Not Employed","11","","","","4"
"Very high transfer dependency","2002","Brandenburg","Employed","9","","","","4"
"Very high transfer dependency","2002","Mecklenburg-Western Pomerania","Not Employed","4","","","","4"
"Very high transfer dependency","2002","Mecklenburg-Western Pomerania","Employed","1","","","","4"
"Very high transfer dependency","2002","Saxony","Not Employed","27","","","","4"
"Very high transfer dependency","2002","Saxony","Employed","12","","","","4"
"Very high transfer dependency","2002","Saxony-Anhalt","Not Employed","13","","","","4"
"Very high transfer dependency","2002","Saxony-Anhalt","Employed","4","","","","4"
"Very high transfer dependency","2002","Thuringia","Not Employed","15","","","","4"
"Very high transfer dependency","2002","Thuringia","Employed","6","","","","4"
"Very low transfer dependency","2002","Schleswig-Holstein","Not Employed","73","0.267212614825918","0.212360224554742","0.322065005097094","1"
"Very low transfer dependency","2002","Schleswig-Holstein","Employed","261","0.519453522779178","0.473696643294704","0.565210402263652","1"
"Very low transfer dependency","2002","Hamburg","Not Employed","39","0.182090628865102","0.111557108412005","0.252624149318199","1"
"Very low transfer dependency","2002","Hamburg","Employed","116","0.463199367366977","0.395757601689594","0.530641133044361","1"
"Very low transfer dependency","2002","Lower Saxony","Not Employed","257","0.259899958811448","0.22817154357593","0.291628374046965","1"
"Very low transfer dependency","2002","Lower Saxony","Employed","736","0.533606393718676","0.505658814971942","0.56155397246541","1"
"Very low transfer dependency","2002","Bremen","Not Employed","9","","","","1"
"Very low transfer dependency","2002","Bremen","Employed","53","0.310261307423053","0.224588068972822","0.395934545873284","1"
"Very low transfer dependency","2002","North Rhine-Westphalia","Not Employed","592","0.261186043777505","0.240675004423796","0.281697083131213","1"
"Very low transfer dependency","2002","North Rhine-Westphalia","Employed","1783","0.51663129217246","0.498878961181106","0.534383623163813","1"
"Very low transfer dependency","2002","Hesse","Not Employed","178","0.249917615146399","0.212881847009151","0.286953383283646","1"
"Very low transfer dependency","2002","Hesse","Employed","645","0.521934840686202","0.492267006551025","0.551602674821379","1"
"Very low transfer dependency","2002","Rhineland-Palatinate,Saarland","Not Employed","170","0.266884274724537","0.229261693311133","0.304506856137941","1"
"Very low transfer dependency","2002","Rhineland-Palatinate,Saarland","Employed","511","0.566281909184209","0.532423364603477","0.60014045376494","1"
"Very low transfer dependency","2002","Baden-Württemberg","Not Employed","364","0.288188569707473","0.258809803250286","0.31756733616466","1"
"Very low transfer dependency","2002","Baden-Württemberg","Employed","1139","0.532484599997875","0.509828082796335","0.555141117199415","1"
"Very low transfer dependency","2002","Bavaria","Not Employed","347","0.248213913317745","0.222035552364114","0.274392274271377","1"
"Very low transfer dependency","2002","Brandenburg","Not Employed","97","0.189434589791113","0.150292735074173","0.228576444508054","1"
"Very low transfer dependency","2002","Bavaria","Employed","1268","0.508826683800639","0.487841046337901","0.529812321263378","1"
"Very low transfer dependency","2002","Berlin","Not Employed","63","0.197038290958909","0.150777649049773","0.243298932868044","1"
"Very low transfer dependency","2002","Berlin","Employed","284","0.500026581206351","0.457893864600222","0.54215929781248","1"
"Very low transfer dependency","2002","Brandenburg","Employed","343","0.571950933991207","0.531115732516072","0.612786135466341","1"
"Very low transfer dependency","2002","Saxony","Employed","648","0.571868766631766","0.54150297203924","0.602234561224293","1"
"Very low transfer dependency","2002","Mecklenburg-Western Pomerania","Not Employed","41","0.147934734649537","0.0959239884283205","0.199945480870754","1"
"Very low transfer dependency","2002","Mecklenburg-Western Pomerania","Employed","208","0.557495766864301","0.504545367165811","0.61044616656279","1"
"Very low transfer dependency","2002","Saxony","Not Employed","132","0.16383525519599","0.134366527471108","0.193303982920872","1"
"Very low transfer dependency","2002","Saxony-Anhalt","Not Employed","111","0.232460296052764","0.190804603275351","0.274115988830177","1"
"Very low transfer dependency","2002","Thuringia","Not Employed","92","0.177894311554089","0.138553833261962","0.217234789846217","1"
"Very low transfer dependency","2002","Thuringia","Employed","351","0.490224629140777","0.449540869279733","0.530908389001821","1"
"Very low transfer dependency","2002","Saxony-Anhalt","Employed","339","0.541765753337274","0.500572178787024","0.582959327887523","1"
"Complete transfer dependency","2003","Schleswig-Holstein","Employed","","","","","5"
"Complete transfer dependency","2003","Hamburg","Not Employed","1","","","","5"
"Complete transfer dependency","2003","Schleswig-Holstein","Not Employed","12","","","","5"
"Complete transfer dependency","2003","Hamburg","Employed","","","","","5"
"Complete transfer dependency","2003","Lower Saxony","Not Employed","9","","","","5"
"Complete transfer dependency","2003","Lower Saxony","Employed","","","","","5"
"Complete transfer dependency","2003","Bremen","Not Employed","8","","","","5"
"Complete transfer dependency","2003","Bremen","Employed","","","","","5"
"Complete transfer dependency","2003","North Rhine-Westphalia","Not Employed","51","0.0469577374807667","0.0370716412632736","0.0568438336982598","5"
"Complete transfer dependency","2003","North Rhine-Westphalia","Employed","","","","","5"
"Complete transfer dependency","2003","Hesse","Not Employed","15","","","","5"
"Complete transfer dependency","2003","Hesse","Employed","","","","","5"
"Complete transfer dependency","2003","Rhineland-Palatinate,Saarland","Not Employed","8","","","","5"
"Complete transfer dependency","2003","Rhineland-Palatinate,Saarland","Employed","","","","","5"
"Complete transfer dependency","2003","Baden-Württemberg","Not Employed","9","","","","5"
"Complete transfer dependency","2003","Baden-Württemberg","Employed","","","","","5"
"Complete transfer dependency","2003","Bavaria","Not Employed","21","","","","5"
"Complete transfer dependency","2003","Bavaria","Employed","","","","","5"
"Complete transfer dependency","2003","Berlin","Not Employed","25","","","","5"
"Complete transfer dependency","2003","Berlin","Employed","","","","","5"
"Complete transfer dependency","2003","Brandenburg","Not Employed","12","","","","5"
"Complete transfer dependency","2003","Brandenburg","Employed","","","","","5"
"Complete transfer dependency","2003","Mecklenburg-Western Pomerania","Not Employed","12","","","","5"
"Complete transfer dependency","2003","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Complete transfer dependency","2003","Saxony","Not Employed","26","","","","5"
"Complete transfer dependency","2003","Saxony","Employed","","","","","5"
"Complete transfer dependency","2003","Saxony-Anhalt","Not Employed","20","","","","5"
"Complete transfer dependency","2003","Saxony-Anhalt","Employed","","","","","5"
"Complete transfer dependency","2003","Thuringia","Not Employed","9","","","","5"
"Complete transfer dependency","2003","Thuringia","Employed","","","","","5"
"High transfer dependency","2003","Schleswig-Holstein","Not Employed","6","","","","3"
"High transfer dependency","2003","Schleswig-Holstein","Employed","4","","","","3"
"High transfer dependency","2003","Hamburg","Not Employed","2","","","","3"
"High transfer dependency","2003","Hamburg","Employed","","","","","3"
"High transfer dependency","2003","Lower Saxony","Not Employed","20","","","","3"
"High transfer dependency","2003","Lower Saxony","Employed","20","","","","3"
"High transfer dependency","2003","Bremen","Not Employed","2","","","","3"
"High transfer dependency","2003","Bremen","Employed","3","","","","3"
"High transfer dependency","2003","North Rhine-Westphalia","Not Employed","34","0.0209093646501813","0.0142228925326669","0.0275958367676956","3"
"High transfer dependency","2003","North Rhine-Westphalia","Employed","37","0.0163063575191564","0.0116888503120575","0.0209238647262553","3"
"High transfer dependency","2003","Hesse","Not Employed","6","","","","3"
"High transfer dependency","2003","Hesse","Employed","5","","","","3"
"High transfer dependency","2003","Rhineland-Palatinate,Saarland","Not Employed","13","","","","3"
"High transfer dependency","2003","Rhineland-Palatinate,Saarland","Employed","12","","","","3"
"High transfer dependency","2003","Baden-Württemberg","Not Employed","16","","","","3"
"High transfer dependency","2003","Baden-Württemberg","Employed","18","","","","3"
"High transfer dependency","2003","Bavaria","Not Employed","19","","","","3"
"High transfer dependency","2003","Bavaria","Employed","17","","","","3"
"High transfer dependency","2003","Berlin","Not Employed","15","","","","3"
"High transfer dependency","2003","Berlin","Employed","21","","","","3"
"High transfer dependency","2003","Brandenburg","Not Employed","20","","","","3"
"High transfer dependency","2003","Brandenburg","Employed","18","","","","3"
"High transfer dependency","2003","Mecklenburg-Western Pomerania","Not Employed","5","","","","3"
"High transfer dependency","2003","Mecklenburg-Western Pomerania","Employed","12","","","","3"
"High transfer dependency","2003","Saxony","Employed","34","0.0459618377364724","0.0328380188056712","0.0590856566672735","3"
"High transfer dependency","2003","Saxony-Anhalt","Not Employed","17","","","","3"
"High transfer dependency","2003","Saxony-Anhalt","Employed","15","","","","3"
"High transfer dependency","2003","Saxony","Not Employed","27","","","","3"
"High transfer dependency","2003","Thuringia","Not Employed","10","","","","3"
"High transfer dependency","2003","Thuringia","Employed","10","","","","3"
"Low transfer dependency","2003","Schleswig-Holstein","Not Employed","12","","","","2"
"Low transfer dependency","2003","Schleswig-Holstein","Employed","29","","","","2"
"Low transfer dependency","2003","Hamburg","Not Employed","2","","","","2"
"Low transfer dependency","2003","Hamburg","Employed","4","","","","2"
"Low transfer dependency","2003","Lower Saxony","Not Employed","45","0.0512745821531824","0.0350053493563326","0.0675438149500322","2"
"Low transfer dependency","2003","Lower Saxony","Employed","68","0.0616300875324698","0.0479667109042242","0.0752934641607153","2"
"Low transfer dependency","2003","Bremen","Not Employed","7","","","","2"
"Low transfer dependency","2003","Bremen","Employed","9","","","","2"
"Low transfer dependency","2003","North Rhine-Westphalia","Not Employed","98","0.0521859907893148","0.0417926851313438","0.0625792964472857","2"
"Low transfer dependency","2003","Hesse","Not Employed","25","","","","2"
"Low transfer dependency","2003","Hesse","Employed","31","0.038410093389646","0.0264986135339446","0.0503215732453473","2"
"Low transfer dependency","2003","Rhineland-Palatinate,Saarland","Not Employed","25","","","","2"
"Low transfer dependency","2003","North Rhine-Westphalia","Employed","120","0.0487003164289573","0.0408529535225261","0.0565476793353885","2"
"Low transfer dependency","2003","Rhineland-Palatinate,Saarland","Employed","46","0.0750787448157067","0.0566796751461536","0.0934778144852597","2"
"Low transfer dependency","2003","Baden-Württemberg","Not Employed","59","0.0594496728135132","0.0439056664872275","0.0749936791397989","2"
