"transab_cat","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2003","vocational + Abi","Female","351","0.448329276352224","0.410559058057094","0.486099494647355","1"
"Complete transfer dependency","2004","in school","Female","2","","","","5"
"Complete transfer dependency","2004","inadequately","Male","","","","","5"
"Complete transfer dependency","2004","inadequately","Female","7","","","","5"
"Complete transfer dependency","2004","general elemantary","Male","18","","","","5"
"Complete transfer dependency","2004","in school","Male","4","","","","5"
"Complete transfer dependency","2004","general elemantary","Female","28","","","","5"
"Complete transfer dependency","2004","higher vocational","Male","6","","","","5"
"Complete transfer dependency","2004","higher vocational","Female","6","","","","5"
"Complete transfer dependency","2004","higher education","Male","6","","","","5"
"Complete transfer dependency","2004","higher education","Female","7","","","","5"
"Complete transfer dependency","2004","middle vocational","Male","60","0.0176221138439088","0.0140089561968272","0.0212352714909904","5"
"Complete transfer dependency","2004","middle vocational","Female","50","0.0105619696256981","0.0078744256675018","0.0132495135838945","5"
"Complete transfer dependency","2004","vocational + Abi","Male","5","","","","5"
"Complete transfer dependency","2004","vocational + Abi","Female","7","","","","5"
"High transfer dependency","2004","in school","Female","8","","","","3"
"High transfer dependency","2004","inadequately","Male","6","","","","3"
"High transfer dependency","2004","inadequately","Female","12","","","","3"
"High transfer dependency","2004","general elemantary","Male","45","0.0647383410161641","0.0479170420104638","0.0815596400218644","3"
"High transfer dependency","2004","in school","Male","7","","","","3"
"High transfer dependency","2004","general elemantary","Female","49","0.0258209478026549","0.0183386812008494","0.0333032144044605","3"
"High transfer dependency","2004","middle vocational","Male","110","0.0204639495253972","0.0165759736562871","0.0243519253945073","3"
"High transfer dependency","2004","middle vocational","Female","115","0.0223736257969269","0.0184854717821636","0.0262617798116901","3"
"High transfer dependency","2004","vocational + Abi","Male","7","","","","3"
"High transfer dependency","2004","vocational + Abi","Female","11","","","","3"
"High transfer dependency","2004","higher vocational","Male","8","","","","3"
"High transfer dependency","2004","higher vocational","Female","12","","","","3"
"High transfer dependency","2004","higher education","Male","19","","","","3"
"High transfer dependency","2004","higher education","Female","20","","","","3"
"Low transfer dependency","2004","general elemantary","Male","71","0.0743745448707404","0.0564378678713072","0.0923112218701736","2"
"Low transfer dependency","2004","general elemantary","Female","151","0.0836383525287765","0.070577729865755","0.0966989751917979","2"
"Low transfer dependency","2004","middle vocational","Male","372","0.0679276864051928","0.0610178647843369","0.0748375080260487","2"
"Low transfer dependency","2004","inadequately","Female","18","","","","2"
"Low transfer dependency","2004","middle vocational","Female","381","0.0628609560285166","0.056480065016177","0.0692418470408561","2"
"Low transfer dependency","2004","in school","Male","26","","","","2"
"Low transfer dependency","2004","in school","Female","24","","","","2"
"Low transfer dependency","2004","inadequately","Male","13","","","","2"
"Low transfer dependency","2004","vocational + Abi","Male","39","0.0948731863391862","0.06863059043448","0.121115782243892","2"
"Low transfer dependency","2004","higher education","Female","81","0.057109597855213","0.0465581903867562","0.0676610053236698","2"
"Low transfer dependency","2004","vocational + Abi","Female","35","0.049297745036161","0.0329174160447514","0.0656780740275705","2"
"Low transfer dependency","2004","higher vocational","Female","37","0.0454777492684743","0.0300211876525544","0.0609343108843941","2"
"Low transfer dependency","2004","higher education","Male","68","0.031239325977688","0.0242765474802762","0.0382021044750998","2"
"Low transfer dependency","2004","higher vocational","Male","36","0.0298017849961362","0.0188260400915605","0.0407775299007119","2"
"No transfer dependency","2004","general elemantary","Male","244","0.347431134939427","0.314880480518469","0.379981789360386","0"
"No transfer dependency","2004","general elemantary","Female","836","0.543244681182492","0.519744714667647","0.566744647697336","0"
"No transfer dependency","2004","middle vocational","Male","2171","0.480447067592378","0.466726998627255","0.4941671365575","0"
"No transfer dependency","2004","middle vocational","Female","2404","0.502675443938427","0.489530685584388","0.515820202292467","0"
"No transfer dependency","2004","in school","Male","1","","","","0"
"No transfer dependency","2004","in school","Female","2","","","","0"
"No transfer dependency","2004","inadequately","Male","31","0.332797934554005","0.239503861215946","0.426092007892064","0"
"No transfer dependency","2004","inadequately","Female","43","0.355890927593131","0.279014512423763","0.432767342762499","0"
"No transfer dependency","2004","vocational + Abi","Male","182","0.412737526118786","0.368648202344741","0.456826849892831","0"
"No transfer dependency","2004","higher education","Female","722","0.465351500265593","0.442671138808256","0.48803186172293","0"
"No transfer dependency","2004","vocational + Abi","Female","230","0.407804879188042","0.370621791383653","0.444987966992432","0"
"No transfer dependency","2004","higher vocational","Male","406","0.504856685771663","0.472584220204301","0.537129151339026","0"
"No transfer dependency","2004","higher vocational","Female","234","0.410771584831307","0.374274143625245","0.44726902603737","0"
"No transfer dependency","2004","higher education","Male","1045","0.522561813306109","0.502570058682051","0.542553567930167","0"
"Very high transfer dependency","2004","general elemantary","Male","18","","","","4"
"Very high transfer dependency","2004","general elemantary","Female","44","0.0319247840174436","0.0236311239662344","0.0402184440686529","4"
"Very high transfer dependency","2004","middle vocational","Male","83","0.0209099310669517","0.0169807119895912","0.0248391501443122","4"
"Very high transfer dependency","2004","middle vocational","Female","97","0.0179053544603917","0.014419117098837","0.0213915918219464","4"
"Very high transfer dependency","2004","in school","Male","6","","","","4"
"Very high transfer dependency","2004","in school","Female","10","","","","4"
"Very high transfer dependency","2004","inadequately","Male","6","","","","4"
"Very high transfer dependency","2004","inadequately","Female","4","","","","4"
"Very high transfer dependency","2004","vocational + Abi","Male","8","","","","4"
"Very high transfer dependency","2004","higher education","Female","15","","","","4"
"Very high transfer dependency","2004","vocational + Abi","Female","6","","","","4"
"Very high transfer dependency","2004","higher vocational","Male","7","","","","4"
"Very high transfer dependency","2004","higher vocational","Female","5","","","","4"
"Very high transfer dependency","2004","higher education","Male","12","","","","4"
"Very low transfer dependency","2004","in school","Female","279","0.793853793793165","0.749872870104531","0.837834717481799","1"
"Very low transfer dependency","2004","inadequately","Male","42","0.429093402449348","0.331100752392733","0.527086052505963","1"
"Very low transfer dependency","2004","inadequately","Female","65","0.377394510922802","0.29956232657332","0.455226695272284","1"
"Very low transfer dependency","2004","general elemantary","Male","426","0.459633571386364","0.425564348065946","0.493702794706781","1"
"Very low transfer dependency","2004","in school","Male","259","0.836517524206607","0.79487856154553","0.878156486867684","1"
"Very low transfer dependency","2004","general elemantary","Female","618","0.297647796926983","0.276077480997102","0.319218112856863","1"
"Very low transfer dependency","2004","middle vocational","Male","2298","0.392629251566172","0.379219001301609","0.406039501830735","1"
"Very low transfer dependency","2004","middle vocational","Female","2511","0.383622650150039","0.370838723326893","0.396406576973186","1"
"Very low transfer dependency","2004","vocational + Abi","Male","238","0.436360564512061","0.391948213110156","0.480772915913965","1"
"Very low transfer dependency","2004","vocational + Abi","Female","382","0.507581969710661","0.469754534369848","0.545409405051475","1"
"Very low transfer dependency","2004","higher vocational","Male","459","0.444418137719749","0.412344180347752","0.476492095091745","1"
"Very low transfer dependency","2004","higher vocational","Female","404","0.503271349449953","0.466179277935417","0.540363420964488","1"
"Very low transfer dependency","2004","higher education","Male","1248","0.423479488311157","0.403703095798345","0.443255880823968","1"
"Very low transfer dependency","2004","higher education","Female","1013","0.442022020492268","0.419440368048058","0.464603672936478","1"
"Complete transfer dependency","2005","in school","Female","5","","","","5"
"Complete transfer dependency","2005","inadequately","Male","6","","","","5"
"Complete transfer dependency","2005","inadequately","Female","9","","","","5"
"Complete transfer dependency","2005","general elemantary","Male","19","","","","5"
"Complete transfer dependency","2005","higher vocational","Male","3","","","","5"
"Complete transfer dependency","2005","higher vocational","Female","1","","","","5"
"Complete transfer dependency","2005","higher education","Male","6","","","","5"
"Complete transfer dependency","2005","higher education","Female","9","","","","5"
"Complete transfer dependency","2005","in school","Male","4","","","","5"
"Complete transfer dependency","2005","general elemantary","Female","32","0.0216796128666786","0.0145480757243418","0.0288111500090154","5"
"Complete transfer dependency","2005","middle vocational","Male","63","0.0172045691563348","0.0135385632656584","0.0208705750470112","5"
"Complete transfer dependency","2005","middle vocational","Female","45","0.00826944885984686","0.00583253304771915","0.0107063646719746","5"
"Complete transfer dependency","2005","vocational + Abi","Male","2","","","","5"
"Complete transfer dependency","2005","vocational + Abi","Female","7","","","","5"
"High transfer dependency","2005","in school","Female","9","","","","3"
"High transfer dependency","2005","inadequately","Male","6","","","","3"
"High transfer dependency","2005","inadequately","Female","11","","","","3"
"High transfer dependency","2005","general elemantary","Male","32","0.041318556178948","0.0272791360610619","0.0553579762968341","3"
"High transfer dependency","2005","general elemantary","Female","61","0.0373940699305048","0.0281034975858879","0.0466846422751218","3"
"High transfer dependency","2005","middle vocational","Male","113","0.0228289858503913","0.0186181502024544","0.0270398214983282","3"
"High transfer dependency","2005","middle vocational","Female","131","0.0266203983683184","0.022288744036007","0.0309520527006298","3"
"High transfer dependency","2005","vocational + Abi","Male","13","","","","3"
"High transfer dependency","2005","vocational + Abi","Female","8","","","","3"
"High transfer dependency","2005","higher vocational","Male","9","","","","3"
"High transfer dependency","2005","higher vocational","Female","11","","","","3"
"High transfer dependency","2005","higher education","Male","18","","","","3"
"High transfer dependency","2005","higher education","Female","25","","","","3"
"High transfer dependency","2005","in school","Male","9","","","","3"
"Low transfer dependency","2005","general elemantary","Male","83","0.111055880685368","0.0888919158873193","0.133219845483416","2"
"Low transfer dependency","2005","general elemantary","Female","128","0.0860245681193734","0.0722937837634104","0.0997553524753364","2"
"Low transfer dependency","2005","middle vocational","Male","352","0.0654477710899775","0.0584752648341395","0.0724202773458155","2"
"Low transfer dependency","2005","inadequately","Female","20","","","","2"
"Low transfer dependency","2005","middle vocational","Female","364","0.0659052181617715","0.0592285349483682","0.0725819013751748","2"
"Low transfer dependency","2005","in school","Male","29","","","","2"
"Low transfer dependency","2005","in school","Female","27","","","","2"
"Low transfer dependency","2005","inadequately","Male","15","","","","2"
"Low transfer dependency","2005","vocational + Abi","Male","36","0.0676762393220951","0.0447465002159994","0.0906059784281909","2"
"Low transfer dependency","2005","higher vocational","Male","45","0.046526907972705","0.0326971189298103","0.0603566970155997","2"
"Low transfer dependency","2005","higher education","Female","92","0.050473429647542","0.0404432776342142","0.0605035816608698","2"
"Low transfer dependency","2005","higher vocational","Female","47","0.0751406448038624","0.0550440411687812","0.0952372484389435","2"
"Low transfer dependency","2005","higher education","Male","72","0.0347161909151836","0.0271988408284364","0.0422335410019309","2"
"Low transfer dependency","2005","vocational + Abi","Female","43","0.0652000581799726","0.0463510408512551","0.0840490755086901","2"
"No transfer dependency","2005","general elemantary","Male","214","0.289318224142832","0.257331856422968","0.321304591862695","0"
"No transfer dependency","2005","general elemantary","Female","785","0.530050088073044","0.505610095087584","0.554490081058504","0"
"No transfer dependency","2005","middle vocational","Male","2133","0.486774581136093","0.472683065131362","0.500866097140824","0"
"No transfer dependency","2005","middle vocational","Female","2341","0.492992379710179","0.479538958381152","0.506445801039207","0"
"No transfer dependency","2005","inadequately","Female","37","0.322743726026063","0.245574533235334","0.399912918816791","0"
"No transfer dependency","2005","vocational + Abi","Male","177","0.387783863438763","0.343305901272292","0.432261825605234","0"
"No transfer dependency","2005","higher education","Female","728","0.461297472685375","0.438457920192891","0.484137025177858","0"
"No transfer dependency","2005","in school","Male","3","","","","0"
"No transfer dependency","2005","vocational + Abi","Female","235","0.404240604373231","0.366772579391553","0.441708629354909","0"
"No transfer dependency","2005","higher vocational","Male","401","0.485053172189824","0.452237212681147","0.517869131698501","0"
"No transfer dependency","2005","higher vocational","Female","234","0.416747362772212","0.379162571131668","0.454332154412755","0"
"No transfer dependency","2005","higher education","Male","1029","0.526486869598432","0.505983227302577","0.546990511894287","0"
"No transfer dependency","2005","inadequately","Male","25","","","","0"
"No transfer dependency","2005","in school","Female","4","","","","0"
"Very high transfer dependency","2005","general elemantary","Male","23","","","","4"
"Very high transfer dependency","2005","general elemantary","Female","42","0.0225396743576022","0.015271250869302","0.0298080978459023","4"
"Very high transfer dependency","2005","middle vocational","Male","75","0.0224271189970318","0.0182526522128078","0.0266015857812559","4"
"Very high transfer dependency","2005","middle vocational","Female","105","0.0219907828809267","0.0180444181954947","0.0259371475663587","4"
"Very high transfer dependency","2005","inadequately","Female","9","","","","4"
"Very high transfer dependency","2005","vocational + Abi","Male","9","","","","4"
"Very high transfer dependency","2005","higher education","Female","14","","","","4"
"Very high transfer dependency","2005","in school","Male","4","","","","4"
"Very high transfer dependency","2005","in school","Female","13","","","","4"
"Very high transfer dependency","2005","inadequately","Male","11","","","","4"
"Very high transfer dependency","2005","vocational + Abi","Female","7","","","","4"
"Very high transfer dependency","2005","higher vocational","Male","6","","","","4"
"Very high transfer dependency","2005","higher vocational","Female","6","","","","4"
"Very high transfer dependency","2005","higher education","Male","10","","","","4"
"Very low transfer dependency","2005","in school","Female","275","0.814062429613398","0.77227569777732","0.855849161449477","1"
"Very low transfer dependency","2005","inadequately","Male","35","0.345859943064616","0.25168821102196","0.440031675107273","1"
"Very low transfer dependency","2005","inadequately","Female","55","0.357260906068134","0.278165977081402","0.436355835054865","1"
"Very low transfer dependency","2005","general elemantary","Male","401","0.48882605736052","0.453564542279359","0.52408757244168","1"
"Very low transfer dependency","2005","in school","Male","259","0.778666381131982","0.732303316281924","0.82502944598204","1"
"Very low transfer dependency","2005","general elemantary","Female","554","0.302311986652797","0.279822727470424","0.32480124583517","1"
"Very low transfer dependency","2005","middle vocational","Male","2097","0.385316973770172","0.371596333623104","0.399037613917239","1"
"Very low transfer dependency","2005","middle vocational","Female","2319","0.384221772018957","0.371132709352665","0.397310834685249","1"
"Very low transfer dependency","2005","vocational + Abi","Male","224","0.483540329252266","0.437922755141674","0.529157903362858","1"
"Very low transfer dependency","2005","vocational + Abi","Female","359","0.494745674804771","0.456573104223035","0.532918245386507","1"
"Very low transfer dependency","2005","higher vocational","Male","427","0.451837501584904","0.419159534109934","0.484515469059873","1"
"Very low transfer dependency","2005","higher vocational","Female","362","0.473026215904776","0.4349648410472","0.511087590762351","1"
"Very low transfer dependency","2005","higher education","Male","1143","0.41250625958213","0.392290590280266","0.432721928883995","1"
"Very low transfer dependency","2005","higher education","Female","962","0.451374301598748","0.428574606760415","0.474173996437081","1"
"Complete transfer dependency","2006","in school","Female","6","","","","5"
"Complete transfer dependency","2006","inadequately","Male","7","","","","5"
"Complete transfer dependency","2006","inadequately","Female","10","","","","5"
"Complete transfer dependency","2006","general elemantary","Male","24","","","","5"
"Complete transfer dependency","2006","higher vocational","Male","4","","","","5"
"Complete transfer dependency","2006","higher vocational","Female","8","","","","5"
"Complete transfer dependency","2006","higher education","Male","6","","","","5"
"Complete transfer dependency","2006","higher education","Female","9","","","","5"
"Complete transfer dependency","2006","in school","Male","1","","","","5"
"Complete transfer dependency","2006","general elemantary","Female","34","0.0236537483787041","0.0164656359480348","0.0308418608093734","5"
"Complete transfer dependency","2006","middle vocational","Male","62","0.0159242120991814","0.0125253714436813","0.0193230527546816","5"
"Complete transfer dependency","2006","middle vocational","Female","63","0.0133379542441614","0.0103787418649952","0.0162971666233275","5"
"Complete transfer dependency","2006","vocational + Abi","Male","6","","","","5"
"Complete transfer dependency","2006","vocational + Abi","Female","5","","","","5"
"High transfer dependency","2006","in school","Female","9","","","","3"
"High transfer dependency","2006","inadequately","Male","10","","","","3"
"High transfer dependency","2006","inadequately","Female","12","","","","3"
"High transfer dependency","2006","general elemantary","Male","43","0.0541854670824537","0.0383791975122412","0.0699917366526663","3"
"High transfer dependency","2006","higher vocational","Male","14","","","","3"
"High transfer dependency","2006","higher vocational","Female","14","","","","3"
"High transfer dependency","2006","higher education","Male","13","","","","3"
"High transfer dependency","2006","higher education","Female","15","","","","3"
"High transfer dependency","2006","in school","Male","8","","","","3"
"High transfer dependency","2006","general elemantary","Female","84","0.049994334264402","0.0396860488215975","0.0603026197072066","3"
"High transfer dependency","2006","middle vocational","Male","141","0.0265273171762968","0.0221642077617854","0.0308904265908082","3"
"High transfer dependency","2006","middle vocational","Female","157","0.0296483857658311","0.0252730397406142","0.0340237317910481","3"
"High transfer dependency","2006","vocational + Abi","Male","9","","","","3"
"High transfer dependency","2006","vocational + Abi","Female","14","","","","3"
"Low transfer dependency","2006","general elemantary","Male","79","0.0883476657590732","0.0685325257110414","0.108162805807105","2"
"Low transfer dependency","2006","general elemantary","Female","114","0.0686074426252624","0.0566506432945935","0.0805642419559314","2"
"Low transfer dependency","2006","middle vocational","Male","350","0.066751928054315","0.0599752319218515","0.0735286241867786","2"
"Low transfer dependency","2006","middle vocational","Female","359","0.0644316589827884","0.0580982909204501","0.0707650270451267","2"
"Low transfer dependency","2006","in school","Male","22","","","","2"
"Low transfer dependency","2006","in school","Female","20","","","","2"
"Low transfer dependency","2006","inadequately","Male","11","","","","2"
"Low transfer dependency","2006","inadequately","Female","19","","","","2"
"Low transfer dependency","2006","vocational + Abi","Male","53","0.124401578611048","0.0947836738573576","0.154019483364738","2"
"Low transfer dependency","2006","higher education","Female","81","0.0337421827217486","0.0258307043819562","0.041653661061541","2"
"Low transfer dependency","2006","vocational + Abi","Female","44","0.0566597419447265","0.039807781817674","0.073511702071779","2"
"Low transfer dependency","2006","higher vocational","Male","48","0.0468123479045403","0.0332870228462428","0.0603376729628379","2"
"Low transfer dependency","2006","higher vocational","Female","47","0.0686613539273507","0.0500212479215403","0.0873014599331612","2"
"Low transfer dependency","2006","higher education","Male","73","0.03008012879249","0.0234059083499011","0.0367543492350789","2"
"No transfer dependency","2006","general elemantary","Male","239","0.325246152076546","0.292537416882382","0.35795488727071","0"
"No transfer dependency","2006","general elemantary","Female","898","0.554424960711458","0.53091538681986","0.577934534603056","0"
"No transfer dependency","2006","middle vocational","Male","2403","0.49031277382176","0.476739768072857","0.503885779570664","0"
"No transfer dependency","2006","middle vocational","Female","2623","0.492132377007611","0.47923612400296","0.505028630012262","0"
"No transfer dependency","2006","vocational + Abi","Male","178","0.388338814803707","0.344601737037878","0.432075892569536","0"
"No transfer dependency","2006","higher education","Female","823","0.464810256495433","0.442956993669377","0.486663519321489","0"
"No transfer dependency","2006","in school","Male","4","","","","0"
"No transfer dependency","2006","in school","Female","5","","","","0"
"No transfer dependency","2006","inadequately","Male","26","","","","0"
"No transfer dependency","2006","inadequately","Female","44","0.359790000232844","0.280289503138632","0.439290497327057","0"
"No transfer dependency","2006","vocational + Abi","Female","259","0.398626522255848","0.362937539204198","0.434315505307498","0"
"No transfer dependency","2006","higher vocational","Male","437","0.503368587965352","0.471354698325981","0.535382477604723","0"
"No transfer dependency","2006","higher vocational","Female","273","0.44581555443093","0.409176592662986","0.482454516198873","0"
"No transfer dependency","2006","higher education","Male","1187","0.532434015833687","0.512937943673391","0.551930087993983","0"
"Very high transfer dependency","2006","general elemantary","Male","28","","","","4"
"Very high transfer dependency","2006","general elemantary","Female","53","0.0325731392735084","0.0241765710262792","0.0409697075207377","4"
"Very high transfer dependency","2006","middle vocational","Male","102","0.0246631130387434","0.020452078283162","0.0288741477943249","4"
"Very high transfer dependency","2006","middle vocational","Female","127","0.0236022581758864","0.019686305148196","0.0275182112035768","4"
"Very high transfer dependency","2006","inadequately","Female","9","","","","4"
"Very high transfer dependency","2006","vocational + Abi","Male","6","","","","4"
"Very high transfer dependency","2006","higher education","Female","21","","","","4"
"Very high transfer dependency","2006","in school","Male","14","","","","4"
"Very high transfer dependency","2006","in school","Female","8","","","","4"
"Very high transfer dependency","2006","inadequately","Male","9","","","","4"
"Very high transfer dependency","2006","vocational + Abi","Female","10","","","","4"
"Very high transfer dependency","2006","higher vocational","Male","4","","","","4"
"Very high transfer dependency","2006","higher vocational","Female","5","","","","4"
"Very high transfer dependency","2006","higher education","Male","13","","","","4"
"Very low transfer dependency","2006","inadequately","Male","31","0.290967115316728","0.199146688444307","0.382787542189149","1"
"Very low transfer dependency","2006","in school","Female","257","0.760116811246185","0.71219444577833","0.808039176714039","1"
"Very low transfer dependency","2006","inadequately","Female","46","0.242609180824877","0.171602746082364","0.31361561556739","1"
"Very low transfer dependency","2006","general elemantary","Male","375","0.456303202808485","0.421526361935312","0.491080043681657","1"
"Very low transfer dependency","2006","in school","Male","270","0.832674085848692","0.791712960746945","0.87363521095044","1"
"Very low transfer dependency","2006","general elemantary","Female","534","0.270746374746665","0.249728753235845","0.291763996257484","1"
"Very low transfer dependency","2006","higher vocational","Male","430","0.422348034552412","0.390721860115365","0.45397420898946","1"
"Very low transfer dependency","2006","higher vocational","Female","360","0.432150881083143","0.395635775255324","0.468665986910961","1"
"Very low transfer dependency","2006","higher education","Male","1224","0.411488024933273","0.392259364714858","0.430716685151688","1"
"Very low transfer dependency","2006","higher education","Female","1052","0.460339027027916","0.438500469433637","0.482177584622195","1"
"Very low transfer dependency","2006","middle vocational","Male","2153","0.375820655809703","0.362670449277291","0.388970862342115","1"
"Very low transfer dependency","2006","middle vocational","Female","2444","0.376847365823722","0.364346869065493","0.389347862581951","1"
"Very low transfer dependency","2006","vocational + Abi","Male","225","0.430456921520029","0.386022754984523","0.474891088055534","1"
"Very low transfer dependency","2006","vocational + Abi","Female","391","0.490374391105091","0.453935222884131","0.526813559326052","1"
"Complete transfer dependency","2007","in school","Male","5","","","","5"
"Complete transfer dependency","2007","in school","Female","6","","","","5"
"Complete transfer dependency","2007","inadequately","Male","5","","","","5"
"Complete transfer dependency","2007","inadequately","Female","10","","","","5"
"Complete transfer dependency","2007","general elemantary","Male","20","","","","5"
"Complete transfer dependency","2007","higher vocational","Male","5","","","","5"
"Complete transfer dependency","2007","higher vocational","Female","6","","","","5"
"Complete transfer dependency","2007","higher education","Male","10","","","","5"
"Complete transfer dependency","2007","higher education","Female","10","","","","5"
"Complete transfer dependency","2007","general elemantary","Female","31","0.0207047765877453","0.0135790770875789","0.0278304760879116","5"
"Complete transfer dependency","2007","middle vocational","Male","58","0.014328307174921","0.0109882066310074","0.0176684077188346","5"
"Complete transfer dependency","2007","middle vocational","Female","65","0.014484073915114","0.0112948088564888","0.0176733389737393","5"
"Complete transfer dependency","2007","vocational + Abi","Male","7","","","","5"
"Complete transfer dependency","2007","vocational + Abi","Female","3","","","","5"
"High transfer dependency","2007","in school","Male","6","","","","3"
"High transfer dependency","2007","in school","Female","9","","","","3"
"High transfer dependency","2007","inadequately","Male","8","","","","3"
"High transfer dependency","2007","inadequately","Female","7","","","","3"
"High transfer dependency","2007","general elemantary","Male","33","0.0518853158457678","0.0354898750478339","0.0682807566437016","3"
"High transfer dependency","2007","higher vocational","Male","12","","","","3"
"High transfer dependency","2007","higher vocational","Female","8","","","","3"
"High transfer dependency","2007","higher education","Male","20","","","","3"
"High transfer dependency","2007","higher education","Female","23","","","","3"
"High transfer dependency","2007","general elemantary","Female","65","0.0495544818379701","0.0386942150403748","0.0604147486355655","3"
"High transfer dependency","2007","middle vocational","Male","122","0.0299877590422249","0.02519421667796","0.0347813014064898","3"
"High transfer dependency","2007","middle vocational","Female","137","0.0263019977288832","0.0220301089942869","0.0305738864634794","3"
"High transfer dependency","2007","vocational + Abi","Male","5","","","","3"
"High transfer dependency","2007","vocational + Abi","Female","14","","","","3"
"Low transfer dependency","2007","general elemantary","Male","76","0.102531459323065","0.0801076901160436","0.124955228530086","2"
"Low transfer dependency","2007","general elemantary","Female","128","0.0798619808945289","0.0662966016999752","0.0934273600890826","2"
"Low transfer dependency","2007","middle vocational","Male","312","0.060417556716219","0.0537211012956819","0.0671140121367562","2"
"Low transfer dependency","2007","middle vocational","Female","334","0.0667754394210177","0.0601117479285542","0.0734391309134811","2"
"Low transfer dependency","2007","in school","Male","23","","","","2"
"Low transfer dependency","2007","in school","Female","30","0.145192303978074","0.106163797480483","0.184220810475664","2"
"Low transfer dependency","2007","inadequately","Male","13","","","","2"
"Low transfer dependency","2007","inadequately","Female","18","","","","2"
"Low transfer dependency","2007","vocational + Abi","Male","36","0.0818213535147911","0.0569355277223695","0.106707179307213","2"
"Low transfer dependency","2007","higher education","Female","69","0.0395742188173371","0.0309388711485464","0.0482095664861279","2"
"Low transfer dependency","2007","higher vocational","Female","30","0.0463465514153276","0.0299300041915751","0.06276309863908","2"
"Low transfer dependency","2007","vocational + Abi","Female","36","0.0411838664574691","0.0264208638570341","0.055946869057904","2"
"Low transfer dependency","2007","higher vocational","Male","38","0.0441865688670702","0.0306773911577368","0.0576957465764035","2"
"Low transfer dependency","2007","higher education","Male","55","0.0230162441829665","0.0169942807772944","0.0290382075886385","2"
"No transfer dependency","2007","general elemantary","Male","196","0.308963116193746","0.274806537650128","0.343119694737364","0"
"No transfer dependency","2007","general elemantary","Female","778","0.528228760120807","0.503247625267818","0.553209894973796","0"
"No transfer dependency","2007","middle vocational","Male","2261","0.499610509019406","0.485557613130192","0.51366340490862","0"
"No transfer dependency","2007","middle vocational","Female","2495","0.498054959093552","0.484708067182222","0.511401851004882","0"
"No transfer dependency","2007","vocational + Abi","Male","187","0.422358759848044","0.377512628814017","0.467204890882071","0"
"No transfer dependency","2007","higher education","Female","845","0.475669357147187","0.453548754507901","0.497789959786474","0"
"No transfer dependency","2007","vocational + Abi","Female","259","0.431115948575949","0.39432403341241","0.467907863739489","0"
"No transfer dependency","2007","higher vocational","Male","421","0.489223663225794","0.456363756775924","0.522083569675663","0"
"No transfer dependency","2007","higher vocational","Female","240","0.431420348061445","0.392745930192229","0.470094765930661","0"
"No transfer dependency","2007","higher education","Male","1159","0.540409191255938","0.520395636062078","0.560422746449797","0"
"No transfer dependency","2007","in school","Male","1","","","","0"
"No transfer dependency","2007","in school","Female","2","","","","0"
"No transfer dependency","2007","inadequately","Male","21","","","","0"
"No transfer dependency","2007","inadequately","Female","43","0.394581255211727","0.312737798441503","0.476424711981951","0"
"Very high transfer dependency","2007","general elemantary","Male","29","","","","4"
"Very high transfer dependency","2007","general elemantary","Female","47","0.0324687424196185","0.0235992115951782","0.0413382732440587","4"
"Very high transfer dependency","2007","middle vocational","Male","91","0.0210824469864772","0.0170447890575103","0.0251201049154441","4"
"Very high transfer dependency","2007","middle vocational","Female","115","0.0234751576176449","0.0194335017553803","0.0275168134799095","4"
"Very high transfer dependency","2007","vocational + Abi","Male","1","","","","4"
"Very high transfer dependency","2007","inadequately","Female","10","","","","4"
"Very high transfer dependency","2007","higher education","Female","19","","","","4"
"Very high transfer dependency","2007","in school","Female","11","","","","4"
"Very high transfer dependency","2007","higher vocational","Male","5","","","","4"
"Very high transfer dependency","2007","higher vocational","Female","6","","","","4"
"Very high transfer dependency","2007","in school","Male","6","","","","4"
"Very high transfer dependency","2007","inadequately","Male","6","","","","4"
"Very high transfer dependency","2007","vocational + Abi","Female","12","","","","4"
"Very high transfer dependency","2007","higher education","Male","14","","","","4"
"Very low transfer dependency","2007","in school","Male","266","0.841255329765077","0.800377070466786","0.882133589063368","1"
"Very low transfer dependency","2007","in school","Female","255","0.742689484664825","0.694260169579406","0.791118799750243","1"
"Very low transfer dependency","2007","inadequately","Male","24","","","","1"
"Very low transfer dependency","2007","inadequately","Female","49","0.277958471326118","0.202941616266168","0.352975326386068","1"
"Very low transfer dependency","2007","general elemantary","Male","349","0.450750834243974","0.413969845386173","0.487531823101774","1"
"Very low transfer dependency","2007","general elemantary","Female","485","0.28918125813933","0.266493064626139","0.311869451652521","1"
"Very low transfer dependency","2007","higher vocational","Male","408","0.432095212191986","0.399532190190398","0.464658234193573","1"
"Very low transfer dependency","2007","higher vocational","Female","340","0.471125047924259","0.432146791073444","0.510103304775074","1"
"Very low transfer dependency","2007","higher education","Male","1124","0.404030804450524","0.384324900674034","0.423736708227014","1"
"Very low transfer dependency","2007","higher education","Female","992","0.438104339184159","0.416127847464888","0.460080830903431","1"
"Very low transfer dependency","2007","middle vocational","Male","2019","0.374573421060751","0.360969860266647","0.388176981854856","1"
"Very low transfer dependency","2007","middle vocational","Female","2245","0.370908372223788","0.358013896286847","0.383802848160729","1"
"Very low transfer dependency","2007","vocational + Abi","Male","230","0.456882148263914","0.411654472901298","0.502109823626531","1"
