"transab_cat","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"No transfer dependency","2003","Employed","Part Time","1241","0.295604024959129","0.283014914530663","0.308193135387594","0"
"Very high transfer dependency","2003","Not Employed","Not Working","177","0.0239352077930753","0.0206014445770797","0.0272689710090709","4"
"Very high transfer dependency","2003","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2003","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2003","Employed","Full Time","8","","","","4"
"Very high transfer dependency","2003","Employed","Part Time","107","0.0296645468327331","0.0249838420825133","0.034345251582953","4"
"Very high transfer dependency","2003","Employed","Not Working","","","","","4"
"Very low transfer dependency","2003","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2003","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2003","Not Employed","Not Working","2532","0.258170303480915","0.248625168472102","0.267715438489729","1"
"Very low transfer dependency","2003","Employed","Full Time","5123","0.513073964848346","0.50264096604607","0.523506963650622","1"
"Very low transfer dependency","2003","Employed","Part Time","3045","0.533034539750434","0.519270323295524","0.546798756205344","1"
"Very low transfer dependency","2003","Employed","Not Working","","","","","1"
"Complete transfer dependency","2004","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2004","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2004","Not Employed","Not Working","215","0.0325038429186839","0.0286338429476208","0.036373842889747","5"
"Complete transfer dependency","2004","Employed","Full Time","","","","","5"
"Complete transfer dependency","2004","Employed","Part Time","","","","","5"
"Complete transfer dependency","2004","Employed","Not Working","","","","","5"
"High transfer dependency","2004","Not Employed","Full Time","","","","","3"
"High transfer dependency","2004","Not Employed","Part Time","","","","","3"
"High transfer dependency","2004","Not Employed","Not Working","199","0.0223638489950475","0.0191369833448813","0.0255907146452137","3"
"High transfer dependency","2004","Employed","Full Time","43","0.00579091918607934","0.00416362728460032","0.00741821108755836","3"
"High transfer dependency","2004","Employed","Not Working","","","","","3"
"High transfer dependency","2004","Employed","Part Time","198","0.0491370052522625","0.0431075254808593","0.0551664850236657","3"
"Low transfer dependency","2004","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2004","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2004","Not Employed","Not Working","554","0.0625253664190229","0.0572418036942112","0.0678089291438346","2"
"Low transfer dependency","2004","Employed","Full Time","360","0.04221247138124","0.037900182698168","0.046524760064312","2"
"Low transfer dependency","2004","Employed","Part Time","474","0.106641825909908","0.0980320247567799","0.115251627063036","2"
"Low transfer dependency","2004","Employed","Not Working","","","","","2"
"No transfer dependency","2004","Not Employed","Full Time","","","","","0"
"No transfer dependency","2004","Not Employed","Part Time","","","","","0"
"No transfer dependency","2004","Not Employed","Not Working","4314","0.595163812708077","0.584451656332851","0.605875969083302","0"
"No transfer dependency","2004","Employed","Full Time","3044","0.427945067188131","0.417333837189143","0.438556297187119","0"
"No transfer dependency","2004","Employed","Not Working","","","","","0"
"No transfer dependency","2004","Employed","Part Time","1225","0.294212704516802","0.281501574621104","0.306923834412499","0"
"Very high transfer dependency","2004","Not Employed","Not Working","217","0.0276836011734684","0.024103180307931","0.0312640220390057","4"
"Very high transfer dependency","2004","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2004","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2004","Employed","Full Time","15","","","","4"
"Very high transfer dependency","2004","Employed","Part Time","101","0.0289240059647898","0.0242491056174673","0.0335989063121123","4"
"Very high transfer dependency","2004","Employed","Not Working","","","","","4"
"Very low transfer dependency","2004","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2004","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2004","Not Employed","Not Working","2567","0.259759527785701","0.250189986105558","0.269329069465843","1"
"Very low transfer dependency","2004","Employed","Full Time","4890","0.521056413563768","0.510342764855187","0.531770062272349","1"
"Very low transfer dependency","2004","Employed","Part Time","2939","0.521084458356238","0.507149680395085","0.535019236317392","1"
"Very low transfer dependency","2004","Employed","Not Working","","","","","1"
"Complete transfer dependency","2005","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2005","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2005","Not Employed","Not Working","219","0.033253387179279","0.0292695217736806","0.0372372525848774","5"
"Complete transfer dependency","2005","Employed","Full Time","","","","","5"
"Complete transfer dependency","2005","Employed","Part Time","","","","","5"
"Complete transfer dependency","2005","Employed","Not Working","","","","","5"
"High transfer dependency","2005","Not Employed","Full Time","","","","","3"
"High transfer dependency","2005","Not Employed","Part Time","","","","","3"
"High transfer dependency","2005","Not Employed","Not Working","248","0.0309400363402256","0.0270926471653667","0.0347874255150844","3"
"High transfer dependency","2005","Employed","Full Time","48","0.00779571747487668","0.00586207989092814","0.00972935505882523","3"
"High transfer dependency","2005","Employed","Not Working","","","","","3"
"High transfer dependency","2005","Employed","Part Time","174","0.0425640899781005","0.0368165596828414","0.0483116202733595","3"
"Low transfer dependency","2005","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2005","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2005","Not Employed","Not Working","565","0.0665078354874087","0.0609715034494586","0.0720441675253588","2"
"Low transfer dependency","2005","Employed","Full Time","341","0.0394628405867565","0.0351823086522678","0.0437433725212453","2"
"Low transfer dependency","2005","Employed","Part Time","482","0.120250101378623","0.110989758338296","0.12951044441895","2"
"Low transfer dependency","2005","Employed","Not Working","","","","","2"
"No transfer dependency","2005","Not Employed","Full Time","","","","","0"
"No transfer dependency","2005","Not Employed","Part Time","","","","","0"
"No transfer dependency","2005","Not Employed","Not Working","4227","0.58458657011271","0.573637050478119","0.595536089747301","0"
"No transfer dependency","2005","Employed","Full Time","3022","0.440568381403982","0.42965330822713","0.451483454580835","0"
"No transfer dependency","2005","Employed","Part Time","1134","0.260433430920324","0.247938273311649","0.272928588528999","0"
"No transfer dependency","2005","Employed","Not Working","","","","","0"
"Very high transfer dependency","2005","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2005","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2005","Not Employed","Not Working","212","0.0300352430132421","0.0262427574537553","0.0338277285727288","4"
"Very high transfer dependency","2005","Employed","Full Time","9","","","","4"
"Very high transfer dependency","2005","Employed","Part Time","124","0.0380551397280341","0.0326077745990908","0.0435025048569773","4"
"Very high transfer dependency","2005","Employed","Not Working","","","","","4"
"Very low transfer dependency","2005","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2005","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2005","Not Employed","Not Working","2310","0.254676927867135","0.244996435045349","0.26435742068892","1"
"Very low transfer dependency","2005","Employed","Full Time","4527","0.510351441252631","0.49936079075436","0.521342091750901","1"
"Very low transfer dependency","2005","Employed","Part Time","2825","0.538697237994918","0.524504370815473","0.552890105174364","1"
"Very low transfer dependency","2005","Employed","Not Working","","","","","1"
"Complete transfer dependency","2006","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2006","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2006","Not Employed","Not Working","257","0.0411120680835136","0.036942580618582","0.0452815555484452","5"
"Complete transfer dependency","2006","Employed","Full Time","","","","","5"
"Complete transfer dependency","2006","Employed","Part Time","","","","","5"
"Complete transfer dependency","2006","Employed","Not Working","","","","","5"
"High transfer dependency","2006","Not Employed","Full Time","","","","","3"
"High transfer dependency","2006","Not Employed","Part Time","","","","","3"
"High transfer dependency","2006","Not Employed","Not Working","274","0.0330248821991972","0.0292721949448126","0.0367775694535818","3"
"High transfer dependency","2006","Employed","Full Time","55","0.007747720127508","0.00586743000272895","0.00962801025228704","3"
"High transfer dependency","2006","Employed","Part Time","229","0.0554944210486665","0.0491217462603767","0.0618670958369563","3"
"High transfer dependency","2006","Employed","Not Working","","","","","3"
"Low transfer dependency","2006","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2006","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2006","Not Employed","Not Working","532","0.0591137350890454","0.0541612081216484","0.0640662620564425","2"
"Low transfer dependency","2006","Employed","Full Time","352","0.044695763579751","0.0402644663360232","0.0491270608234789","2"
"Low transfer dependency","2006","Employed","Part Time","470","0.107902707393324","0.0992666183536421","0.116538796433006","2"
"Low transfer dependency","2006","Employed","Not Working","","","","","2"
"No transfer dependency","2006","Not Employed","Full Time","","","","","0"
"No transfer dependency","2006","Not Employed","Part Time","","","","","0"
"No transfer dependency","2006","Not Employed","Not Working","4904","0.590915506511814","0.580590667556719","0.601240345466909","0"
"No transfer dependency","2006","Employed","Full Time","3291","0.451055663114343","0.440384639651771","0.461726686576914","0"
"No transfer dependency","2006","Employed","Part Time","1239","0.260032213153498","0.247822237079672","0.272242189227323","0"
"No transfer dependency","2006","Employed","Not Working","","","","","0"
"Very high transfer dependency","2006","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2006","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2006","Not Employed","Not Working","248","0.0309075831602975","0.0272732126075308","0.0345419537130642","4"
"Very high transfer dependency","2006","Employed","Full Time","12","","","","4"
"Very high transfer dependency","2006","Employed","Part Time","168","0.0481696429222284","0.0422094362519436","0.0541298495925132","4"
"Very high transfer dependency","2006","Employed","Not Working","","","","","4"
"Very low transfer dependency","2006","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2006","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2006","Employed","Part Time","2852","0.528401015482284","0.514505870511264","0.542296160453304","1"
"Very low transfer dependency","2006","Employed","Full Time","4643","0.494528208711628","0.48380633106083","0.505250086362426","1"
"Very low transfer dependency","2006","Employed","Not Working","","","","","1"
"Very low transfer dependency","2006","Not Employed","Not Working","2496","0.244926224956132","0.235895420846978","0.253957029065287","1"
"Complete transfer dependency","2007","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2007","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2007","Not Employed","Not Working","252","0.0398201485817441","0.0355930739606618","0.0440472232028265","5"
"Complete transfer dependency","2007","Employed","Full Time","","","","","5"
"Complete transfer dependency","2007","Employed","Part Time","","","","","5"
"Complete transfer dependency","2007","Employed","Not Working","","","","","5"
"High transfer dependency","2007","Not Employed","Full Time","","","","","3"
"High transfer dependency","2007","Not Employed","Part Time","","","","","3"
"High transfer dependency","2007","Not Employed","Not Working","228","0.0305304125394091","0.0268112461069467","0.0342495789718715","3"
"High transfer dependency","2007","Employed","Full Time","60","0.00847085696903584","0.00643792700346874","0.0105037869346029","3"
"High transfer dependency","2007","Employed","Part Time","200","0.0598216440307382","0.0530066962157668","0.0666365918457097","3"
"High transfer dependency","2007","Employed","Not Working","","","","","3"
"Low transfer dependency","2007","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2007","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2007","Not Employed","Not Working","499","0.0585391528281031","0.0534641471722588","0.0636141584839475","2"
"Low transfer dependency","2007","Employed","Full Time","318","0.0429947415959548","0.0384951734360309","0.0474943097558787","2"
"Low transfer dependency","2007","Employed","Part Time","420","0.104079037142078","0.0953040857363489","0.112853988547806","2"
"Low transfer dependency","2007","Employed","Not Working","","","","","2"
"No transfer dependency","2007","Not Employed","Full Time","","","","","0"
"No transfer dependency","2007","Not Employed","Part Time","","","","","0"
"No transfer dependency","2007","Not Employed","Not Working","4660","0.589068330007742","0.57843229333686","0.599704366678624","0"
"No transfer dependency","2007","Employed","Full Time","3104","0.454898444158677","0.443852523030791","0.465944365286562","0"
"No transfer dependency","2007","Employed","Not Working","","","","","0"
"No transfer dependency","2007","Employed","Part Time","1180","0.267825305479812","0.255100199740266","0.280550411219359","0"
"Very high transfer dependency","2007","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2007","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2007","Not Employed","Not Working","242","0.0346493390048287","0.0306956526990922","0.0386030253105652","4"
"Very high transfer dependency","2007","Employed","Full Time","10","","","","4"
"Very high transfer dependency","2007","Employed","Part Time","150","0.0411827396770761","0.0354725073672642","0.0468929719868881","4"
"Very high transfer dependency","2007","Employed","Not Working","","","","","4"
"Very low transfer dependency","2007","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2007","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2007","Employed","Part Time","2702","0.527091273670296","0.51274431606237","0.541438231278221","1"
"Very low transfer dependency","2007","Employed","Not Working","","","","","1"
"Very low transfer dependency","2007","Employed","Full Time","4315","0.492063667166396","0.480973929051328","0.503153405281464","1"
"Very low transfer dependency","2007","Not Employed","Not Working","2339","0.247392617038173","0.238064590202548","0.256720643873798","1"
"Complete transfer dependency","2008","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2008","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2008","Not Employed","Not Working","217","0.0441938258870584","0.0395837371361593","0.0488039146379576","5"
"Complete transfer dependency","2008","Employed","Full Time","","","","","5"
"Complete transfer dependency","2008","Employed","Part Time","","","","","5"
"Complete transfer dependency","2008","Employed","Not Working","","","","","5"
"High transfer dependency","2008","Not Employed","Not Working","169","0.0232404311615809","0.01986087632236","0.0266199860008018","3"
"High transfer dependency","2008","Not Employed","Full Time","","","","","3"
"High transfer dependency","2008","Not Employed","Part Time","","","","","3"
"High transfer dependency","2008","Employed","Full Time","41","0.0056251442489198","0.00392319511807413","0.00732709337976547","3"
"High transfer dependency","2008","Employed","Not Working","","","","","3"
"High transfer dependency","2008","Employed","Part Time","184","0.0644765086468792","0.0571797202406682","0.0717732970530902","3"
"Low transfer dependency","2008","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2008","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2008","Not Employed","Not Working","423","0.0592728764443325","0.0539762004766445","0.0645695524120205","2"
"Low transfer dependency","2008","Employed","Full Time","265","0.0349059966030475","0.0307292367466502","0.0390827564594447","2"
"Low transfer dependency","2008","Employed","Part Time","372","0.0968970844697556","0.0881083240722102","0.105685844867301","2"
"Low transfer dependency","2008","Employed","Not Working","","","","","2"
"No transfer dependency","2008","Not Employed","Full Time","","","","","0"
"No transfer dependency","2008","Not Employed","Part Time","","","","","0"
"No transfer dependency","2008","Not Employed","Not Working","4490","0.60514684492961","0.594182270921329","0.616111418937891","0"
"No transfer dependency","2008","Employed","Full Time","3067","0.46872987505167","0.457373919309757","0.480085830793583","0"
"No transfer dependency","2008","Employed","Part Time","1073","0.262040780268365","0.248975934983293","0.275105625553437","0"
"No transfer dependency","2008","Employed","Not Working","","","","","0"
"Very high transfer dependency","2008","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2008","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2008","Not Employed","Not Working","212","0.0290954827992483","0.0253254544564263","0.0328655111420703","4"
"Very high transfer dependency","2008","Employed","Full Time","11","","","","4"
"Very high transfer dependency","2008","Employed","Part Time","133","0.0357476244168546","0.0302316454739289","0.0412636033597804","4"
"Very high transfer dependency","2008","Employed","Not Working","","","","","4"
"Very low transfer dependency","2008","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2008","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2008","Not Employed","Not Working","2124","0.23905053877817","0.229483746579858","0.248617330976481","1"
"Very low transfer dependency","2008","Employed","Full Time","4034","0.48900394072836","0.477628463340745","0.500379418115975","1"
"Very low transfer dependency","2008","Employed","Part Time","2590","0.540838002198146","0.526032599786764","0.555643404609528","1"
"Very low transfer dependency","2008","Employed","Not Working","","","","","1"
"Complete transfer dependency","2009","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2009","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2009","Not Employed","Not Working","173","0.0385871498687636","0.0340792684449397","0.0430950312925875","5"
"Complete transfer dependency","2009","Employed","Full Time","","","","","5"
"Complete transfer dependency","2009","Employed","Part Time","","","","","5"
"Complete transfer dependency","2009","Employed","Not Working","","","","","5"
"High transfer dependency","2009","Not Employed","Not Working","140","0.0230091192660083","0.0195000541749187","0.0265181843570979","3"
"High transfer dependency","2009","Not Employed","Full Time","","","","","3"
"High transfer dependency","2009","Not Employed","Part Time","","","","","3"
"High transfer dependency","2009","Employed","Full Time","33","0.00598829615640127","0.00417326345921421","0.00780332885358833","3"
"High transfer dependency","2009","Employed","Not Working","","","","","3"
"High transfer dependency","2009","Employed","Part Time","166","0.0425093817542116","0.0363999253675182","0.0486188381409049","3"
"Low transfer dependency","2009","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2009","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2009","Not Employed","Not Working","409","0.0664173099060306","0.0605893949239562","0.0722452248881051","2"
"Low transfer dependency","2009","Employed","Full Time","228","0.0346479739108524","0.0303454940427216","0.0389504537789832","2"
"Low transfer dependency","2009","Employed","Part Time","365","0.0987060421321255","0.0896737492896659","0.107738334974585","2"
"Low transfer dependency","2009","Employed","Not Working","","","","","2"
"No transfer dependency","2009","Not Employed","Full Time","","","","","0"
"No transfer dependency","2009","Not Employed","Part Time","","","","","0"
"No transfer dependency","2009","Not Employed","Not Working","4301","0.618877677253839","0.607511072102003","0.630244282405675","0"
"No transfer dependency","2009","Employed","Full Time","2998","0.488084686818018","0.476325325885074","0.499844047750961","0"
"No transfer dependency","2009","Employed","Part Time","1144","0.289626531276349","0.275890684147526","0.303362378405171","0"
"No transfer dependency","2009","Employed","Not Working","","","","","0"
"Very high transfer dependency","2009","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2009","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2009","Employed","Not Working","","","","","4"
"Very high transfer dependency","2009","Not Employed","Not Working","144","0.0206351473660148","0.0173079986294924","0.0239622961025372","4"
"Very high transfer dependency","2009","Employed","Full Time","12","","","","4"
"Very high transfer dependency","2009","Employed","Part Time","115","0.0375327897862523","0.0317771804897875","0.0432883990827172","4"
"Very low transfer dependency","2009","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2009","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2009","Employed","Part Time","2399","0.531625255051062","0.516514281421488","0.546736228680636","1"
"Very low transfer dependency","2009","Employed","Full Time","3670","0.469739033928936","0.457997895098095","0.481480172759777","1"
"Very low transfer dependency","2009","Employed","Not Working","","","","","1"
"Very low transfer dependency","2009","Not Employed","Not Working","1846","0.232473596339344","0.222587390447156","0.242359802231533","1"
"Complete transfer dependency","2010","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2010","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2010","Not Employed","Not Working","411","0.0402996699110933","0.0361367290080506","0.044462610814136","5"
"Complete transfer dependency","2010","Employed","Full Time","","","","","5"
"Complete transfer dependency","2010","Employed","Part Time","","","","","5"
"Complete transfer dependency","2010","Employed","Not Working","","","","","5"
"High transfer dependency","2010","Not Employed","Full Time","","","","","3"
"High transfer dependency","2010","Not Employed","Part Time","","","","","3"
"High transfer dependency","2010","Not Employed","Not Working","408","0.0286518147902051","0.0251204286085307","0.0321832009718795","3"
"High transfer dependency","2010","Employed","Full Time","116","0.00683285719010707","0.00514309711022632","0.00852261726998782","3"
"High transfer dependency","2010","Employed","Part Time","421","0.0546723203012919","0.0490244041684274","0.0603202364341565","3"
"High transfer dependency","2010","Employed","Not Working","","","","","3"
"Low transfer dependency","2010","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2010","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2010","Not Employed","Not Working","796","0.0662800397176701","0.061014033341779","0.0715460460935612","2"
"Low transfer dependency","2010","Employed","Full Time","628","0.0335274251122037","0.0298350350773386","0.0372198151470688","2"
"Low transfer dependency","2010","Employed","Part Time","779","0.0964663914254423","0.0891318414635066","0.103800941387378","2"
"Low transfer dependency","2010","Employed","Not Working","","","","","2"
"No transfer dependency","2010","Not Employed","Full Time","","","","","0"
"No transfer dependency","2010","Not Employed","Part Time","","","","","0"
"No transfer dependency","2010","Not Employed","Not Working","3937","0.595077998570627","0.584687071100892","0.605468926040362","0"
"No transfer dependency","2010","Employed","Full Time","2895","0.479125750226338","0.468878581142263","0.489372919310413","0"
"No transfer dependency","2010","Employed","Not Working","","","","","0"
"No transfer dependency","2010","Employed","Part Time","1105","0.295114440460939","0.283783450983793","0.306445429938086","0"
"Very high transfer dependency","2010","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2010","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2010","Employed","Not Working","","","","","4"
"Very high transfer dependency","2010","Employed","Part Time","267","0.0418130808521336","0.0368403551730311","0.0467858065312362","4"
"Very high transfer dependency","2010","Not Employed","Not Working","439","0.0264689040934445","0.0230708947137131","0.0298669134731759","4"
"Very high transfer dependency","2010","Employed","Full Time","19","","","","4"
"Very low transfer dependency","2010","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2010","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2010","Employed","Part Time","3652","0.511933766960193","0.499515540706606","0.524351993213779","1"
"Very low transfer dependency","2010","Employed","Full Time","5472","0.478913645209806","0.468666658846559","0.489160631573052","1"
"Very low transfer dependency","2010","Not Employed","Not Working","2582","0.24322157291696","0.234139874052355","0.252303271781566","1"
"Very low transfer dependency","2010","Employed","Not Working","","","","","1"
"Complete transfer dependency","2011","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2011","Employed","Full Time","","","","","5"
"Complete transfer dependency","2011","Employed","Part Time","","","","","5"
"Complete transfer dependency","2011","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2011","Not Employed","Not Working","501","0.0426195573690129","0.0387483204333518","0.0464907943046741","5"
"Complete transfer dependency","2011","Employed","Not Working","","","","","5"
"High transfer dependency","2011","Not Employed","Full Time","","","","","3"
"High transfer dependency","2011","Not Employed","Part Time","","","","","3"
"High transfer dependency","2011","Not Employed","Not Working","519","0.0386511555888967","0.034956918575486","0.0423453926023075","3"
"High transfer dependency","2011","Employed","Full Time","128","0.00899826927661843","0.0071952253796587","0.0108013131735782","3"
"High transfer dependency","2011","Employed","Part Time","560","0.0636109840593395","0.0580959681128838","0.0691260000057952","3"
"High transfer dependency","2011","Employed","Not Working","","","","","3"
"Low transfer dependency","2011","Not Employed","Not Working","901","0.0564430461191809","0.052020297137061","0.0608657951013007","2"
"Low transfer dependency","2011","Employed","Full Time","779","0.0340047610993639","0.0305441965221085","0.0374653256766193","2"
"Low transfer dependency","2011","Employed","Part Time","980","0.102832703115882","0.0959690566863179","0.109696349545447","2"
"Low transfer dependency","2011","Not Employed","Full Time","","","","","2"
"Low transfer dependency","2011","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2011","Employed","Not Working","","","","","2"
"No transfer dependency","2011","Not Employed","Full Time","","","","","0"
"No transfer dependency","2011","Not Employed","Part Time","","","","","0"
"No transfer dependency","2011","Not Employed","Not Working","5267","0.623866757181781","0.61458308511786","0.633150429245702","0"
"No transfer dependency","2011","Employed","Full Time","3613","0.518109250773136","0.508568675355397","0.527649826190875","0"
"No transfer dependency","2011","Employed","Part Time","1504","0.316217897732125","0.305710270721953","0.326725524742297","0"
"No transfer dependency","2011","Employed","Not Working","","","","","0"
"Very high transfer dependency","2011","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2011","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2011","Employed","Part Time","289","0.0301588933914682","0.0262942399510586","0.0340235468318779","4"
"Very high transfer dependency","2011","Employed","Not Working","","","","","4"
"Very high transfer dependency","2011","Employed","Full Time","25","","","","4"
"Very high transfer dependency","2011","Not Employed","Not Working","518","0.0274976461561305","0.0243636670290695","0.0306316252831915","4"
"Very low transfer dependency","2011","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2011","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2011","Employed","Full Time","5992","0.43806371801583","0.428590407337907","0.447537028693753","1"
"Very low transfer dependency","2011","Employed","Part Time","4190","0.487179521701185","0.475884690310297","0.498474353092074","1"
"Very low transfer dependency","2011","Not Employed","Not Working","2753","0.210921837584998","0.203103331203981","0.218740343966014","1"
"Very low transfer dependency","2011","Employed","Not Working","","","","","1"
"Complete transfer dependency","2012","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2012","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2012","Not Employed","Not Working","450","0.0406736289828057","0.036833415078777","0.0445138428868343","5"
"Complete transfer dependency","2012","Employed","Full Time","","","","","5"
"Complete transfer dependency","2012","Employed","Part Time","","","","","5"
"Complete transfer dependency","2012","Employed","Not Working","","","","","5"
"High transfer dependency","2012","Not Employed","Full Time","","","","","3"
"High transfer dependency","2012","Not Employed","Part Time","","","","","3"
"High transfer dependency","2012","Not Employed","Not Working","495","0.0403003440284569","0.0364770490256786","0.0441236390312352","3"
"High transfer dependency","2012","Employed","Full Time","124","0.0069494000619856","0.00534819421394535","0.00855060591002585","3"
"High transfer dependency","2012","Employed","Part Time","499","0.052864381459651","0.0477557801630558","0.0579729827562461","3"
"High transfer dependency","2012","Employed","Not Working","","","","","3"
"Low transfer dependency","2012","Not Employed","Not Working","787","0.0536764830877257","0.0492949347658289","0.0580580314096226","2"
"Low transfer dependency","2012","Employed","Full Time","590","0.0311748295713993","0.0278250782098996","0.034524580932899","2"
"Low transfer dependency","2012","Employed","Part Time","850","0.0974175017228227","0.0906476946069841","0.104187308838661","2"
"Low transfer dependency","2012","Not Employed","Part Time","","","","","2"
"Low transfer dependency","2012","Employed","Not Working","","","","","2"
"Low transfer dependency","2012","Not Employed","Full Time","","","","","2"
"No transfer dependency","2012","Not Employed","Full Time","","","","","0"
"No transfer dependency","2012","Not Employed","Part Time","","","","","0"
"No transfer dependency","2012","Not Employed","Not Working","5328","0.628041596925203","0.618645290857778","0.637437902992629","0"
"No transfer dependency","2012","Employed","Full Time","3708","0.528579969423213","0.518958371854213","0.538201566992212","0"
"No transfer dependency","2012","Employed","Part Time","1566","0.321133473569645","0.310473666781811","0.331793280357479","0"
"No transfer dependency","2012","Employed","Not Working","","","","","0"
"Very high transfer dependency","2012","Not Employed","Full Time","","","","","4"
"Very high transfer dependency","2012","Not Employed","Part Time","","","","","4"
"Very high transfer dependency","2012","Employed","Part Time","281","0.0324388406359859","0.0283941414998184","0.0364835397721534","4"
"Very high transfer dependency","2012","Employed","Not Working","","","","","4"
"Very high transfer dependency","2012","Employed","Full Time","21","","","","4"
"Very high transfer dependency","2012","Not Employed","Not Working","417","0.0239336328392866","0.020962242211779","0.0269050234667941","4"
"Very low transfer dependency","2012","Not Employed","Full Time","","","","","1"
"Very low transfer dependency","2012","Not Employed","Part Time","","","","","1"
"Very low transfer dependency","2012","Employed","Part Time","4174","0.496145802611895","0.484730920035913","0.507560685187878","1"
"Very low transfer dependency","2012","Employed","Full Time","5897","0.432530971368484","0.422981759949586","0.442080182787382","1"
"Very low transfer dependency","2012","Not Employed","Not Working","2687","0.213374314136522","0.205409587152053","0.22133904112099","1"
"Very low transfer dependency","2012","Employed","Not Working","","","","","1"
"Complete transfer dependency","2013","Not Employed","Full Time","","","","","5"
"Complete transfer dependency","2013","Employed","Part Time","","","","","5"
"Complete transfer dependency","2013","Employed","Full Time","","","","","5"
"Complete transfer dependency","2013","Not Employed","Not Working","651","0.0417805693080531","0.0384812267331989","0.0450799118829072","5"
"Complete transfer dependency","2013","Not Employed","Part Time","","","","","5"
"Complete transfer dependency","2013","Employed","Not Working","","","","","5"
"High transfer dependency","2013","Not Employed","Full Time","","","","","3"
"High transfer dependency","2013","Not Employed","Part Time","","","","","3"
"High transfer dependency","2013","Not Employed","Not Working","832","0.0376547950980768","0.0345158527762864","0.0407937374198672","3"
"High transfer dependency","2013","Employed","Full Time","111","0.00644202998825495","0.00484398858539848","0.00804007139111142","3"
