"transab_cat","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","2002","(1b) general elementary school","general elemantary","1100","0.562244626757405","0.541598161024126","0.582891092490684"
"No transfer dependency","2002","(1b) general elementary school","middle vocational","","","",""
"No transfer dependency","2002","(1b) general elementary school","vocational + Abi","","","",""
"No transfer dependency","2002","(1b) general elementary school","higher vocational","","","",""
"No transfer dependency","2002","(1b) general elementary school","higher education","","","",""
"No transfer dependency","2002","(1c) basic vocational qualification","in school","","","",""
"No transfer dependency","2002","(1c) basic vocational qualification","inadequately","","","",""
"No transfer dependency","2002","(1c) basic vocational qualification","general elemantary","","","",""
"No transfer dependency","2002","(1c) basic vocational qualification","middle vocational","3148","0.573632806380748","0.561128607575347","0.586137005186149"
"No transfer dependency","2002","(1c) basic vocational qualification","vocational + Abi","","","",""
"No transfer dependency","2002","(1c) basic vocational qualification","higher vocational","294","0.623689868059912","0.58286669493721","0.664513041182614"
"No transfer dependency","2002","(1c) basic vocational qualification","higher education","","","",""
"No transfer dependency","2002","(2b) intermediate general qualification","in school","","","",""
"No transfer dependency","2002","(2b) intermediate general qualification","inadequately","","","",""
"No transfer dependency","2002","(2b) intermediate general qualification","general elemantary","110","0.220220658744568","0.188165681841352","0.252275635647784"
"No transfer dependency","2002","(2b) intermediate general qualification","middle vocational","","","",""
"No transfer dependency","2002","(2b) intermediate general qualification","vocational + Abi","","","",""
"No transfer dependency","2002","(2b) intermediate general qualification","higher vocational","","","",""
"No transfer dependency","2002","(2b) intermediate general qualification","higher education","","","",""
"No transfer dependency","2002","(2a) intermediate vocational","in school","","","",""
"No transfer dependency","2002","(2a) intermediate vocational","inadequately","","","",""
"No transfer dependency","2002","(2a) intermediate vocational","general elemantary","","","",""
"No transfer dependency","2002","(2a) intermediate vocational","middle vocational","1584","0.414950500685165","0.400565868400586","0.429335132969744"
"No transfer dependency","2002","(2a) intermediate vocational","vocational + Abi","","","",""
"No transfer dependency","2002","(2a) intermediate vocational","higher vocational","243","0.386689738750207","0.352180227163932","0.421199250336482"
"No transfer dependency","2002","(2a) intermediate vocational","higher education","","","",""
"No transfer dependency","2002","(2c_gen) general maturity certificate","in school","","","",""
"No transfer dependency","2002","(2c_gen) general maturity certificate","inadequately","","","",""
"No transfer dependency","2002","(2c_gen) general maturity certificate","general elemantary","","","",""
"No transfer dependency","2002","(2c_gen) general maturity certificate","middle vocational","179","0.303014632640977","0.272512270046558","0.333516995235395"
"No transfer dependency","2002","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No transfer dependency","2002","(2c_gen) general maturity certificate","higher vocational","","","",""
"No transfer dependency","2002","(2c_gen) general maturity certificate","higher education","","","",""
"No transfer dependency","2002","(2c_voc) vocational maturity certificate","in school","","","",""
"No transfer dependency","2002","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No transfer dependency","2002","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No transfer dependency","2002","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No transfer dependency","2002","(2c_voc) vocational maturity certificate","vocational + Abi","450","0.460009281796345","0.431241267745663","0.488777295847027"
"No transfer dependency","2002","(2c_voc) vocational maturity certificate","higher vocational","147","0.408176875896166","0.360832533982679","0.455521217809654"
"No transfer dependency","2002","(2c_voc) vocational maturity certificate","higher education","","","",""
"No transfer dependency","2002","(3a) lower tertiary education","in school","","","",""
"No transfer dependency","2002","(3a) lower tertiary education","inadequately","","","",""
"No transfer dependency","2002","(3a) lower tertiary education","general elemantary","","","",""
"No transfer dependency","2002","(3a) lower tertiary education","middle vocational","","","",""
"No transfer dependency","2002","(3a) lower tertiary education","vocational + Abi","","","",""
"No transfer dependency","2002","(3a) lower tertiary education","higher vocational","","","",""
"No transfer dependency","2002","(3a) lower tertiary education","higher education","764","0.516071187000878","0.492907383062388","0.539234990939369"
"No transfer dependency","2002","(3b) higher tertiary education","in school","","","",""
"No transfer dependency","2002","(3b) higher tertiary education","inadequately","","","",""
"No transfer dependency","2002","(3b) higher tertiary education","general elemantary","","","",""
"No transfer dependency","2002","(3b) higher tertiary education","middle vocational","","","",""
"No transfer dependency","2002","(3b) higher tertiary education","vocational + Abi","","","",""
"No transfer dependency","2002","(3b) higher tertiary education","higher vocational","","","",""
"No transfer dependency","2002","(3b) higher tertiary education","higher education","1083","0.482476134338962","0.463724936454858","0.501227332223066"
"Very low transfer dependency","2002","(0) in school","in school","525","0.805057029899301","0.773463603108459","0.836650456690143"
"Very low transfer dependency","2002","(0) in school","inadequately","","","",""
"Very low transfer dependency","2002","(0) in school","general elemantary","","","",""
"Very low transfer dependency","2002","(0) in school","middle vocational","1","","",""
"Very low transfer dependency","2002","(0) in school","vocational + Abi","","","",""
"Very low transfer dependency","2002","(0) in school","higher vocational","","","",""
"Very low transfer dependency","2002","(0) in school","higher education","","","",""
"Very low transfer dependency","2002","(1a) inadequately completed","in school","","","",""
"Very low transfer dependency","2002","(1a) inadequately completed","inadequately","81","0.279868199566319","0.223306405051011","0.336429994081626"
"Very low transfer dependency","2002","(1a) inadequately completed","general elemantary","","","",""
"Very low transfer dependency","2002","(1a) inadequately completed","middle vocational","15","","",""
"Very low transfer dependency","2002","(1a) inadequately completed","vocational + Abi","","","",""
"Very low transfer dependency","2002","(1a) inadequately completed","higher vocational","3","","",""
"Very low transfer dependency","2002","(1a) inadequately completed","higher education","","","",""
"Very low transfer dependency","2002","(1b) general elementary school","in school","","","",""
"Very low transfer dependency","2002","(1b) general elementary school","inadequately","14","","",""
"Very low transfer dependency","2002","(1b) general elementary school","general elemantary","825","0.315959877958059","0.296612412644812","0.335307343271307"
"Very low transfer dependency","2002","(1b) general elementary school","middle vocational","","","",""
"Very low transfer dependency","2002","(1b) general elementary school","vocational + Abi","","","",""
"Very low transfer dependency","2002","(1b) general elementary school","higher vocational","","","",""
"Very low transfer dependency","2002","(1b) general elementary school","higher education","","","",""
"Very low transfer dependency","2002","(1c) basic vocational qualification","in school","","","",""
"Very low transfer dependency","2002","(1c) basic vocational qualification","inadequately","","","",""
"Very low transfer dependency","2002","(1c) basic vocational qualification","general elemantary","","","",""
"Very low transfer dependency","2002","(1c) basic vocational qualification","middle vocational","2302","0.33735185053715","0.325397388638811","0.349306312435488"
"Very low transfer dependency","2002","(1c) basic vocational qualification","vocational + Abi","","","",""
"Very low transfer dependency","2002","(1c) basic vocational qualification","higher vocational","211","0.308945534063392","0.27000996215204","0.347881105974744"
"Very low transfer dependency","2002","(1c) basic vocational qualification","higher education","","","",""
"Very low transfer dependency","2002","(2b) intermediate general qualification","in school","","","",""
"Very low transfer dependency","2002","(2b) intermediate general qualification","inadequately","","","",""
"Very low transfer dependency","2002","(2b) intermediate general qualification","general elemantary","432","0.606504730571004","0.568715553790548","0.644293907351459"
"Very low transfer dependency","2002","(2b) intermediate general qualification","middle vocational","","","",""
"Very low transfer dependency","2002","(2b) intermediate general qualification","vocational + Abi","","","",""
"Very low transfer dependency","2002","(2b) intermediate general qualification","higher vocational","","","",""
"Very low transfer dependency","2002","(2b) intermediate general qualification","higher education","","","",""
"Very low transfer dependency","2002","(2a) intermediate vocational","in school","","","",""
"Very low transfer dependency","2002","(2a) intermediate vocational","inadequately","","","",""
"Very low transfer dependency","2002","(2a) intermediate vocational","general elemantary","","","",""
"Very low transfer dependency","2002","(2a) intermediate vocational","middle vocational","2423","0.465728670436407","0.451165640786335","0.48029170008648"
"Very low transfer dependency","2002","(2a) intermediate vocational","vocational + Abi","","","",""
"Very low transfer dependency","2002","(2a) intermediate vocational","higher vocational","455","0.508556857278733","0.473130722501828","0.543982992055638"
"Very low transfer dependency","2002","(2a) intermediate vocational","higher education","","","",""
"Very low transfer dependency","2002","(2c_gen) general maturity certificate","in school","","","",""
"Very low transfer dependency","2002","(2c_gen) general maturity certificate","inadequately","","","",""
"Very low transfer dependency","2002","(2c_gen) general maturity certificate","general elemantary","","","",""
"Very low transfer dependency","2002","(2c_gen) general maturity certificate","middle vocational","570","0.531169194670219","0.498047362017288","0.56429102732315"
"Very low transfer dependency","2002","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Very low transfer dependency","2002","(2c_gen) general maturity certificate","higher vocational","","","",""
"Very low transfer dependency","2002","(2c_gen) general maturity certificate","higher education","","","",""
"Very low transfer dependency","2002","(2c_voc) vocational maturity certificate","in school","","","",""
"Very low transfer dependency","2002","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Very low transfer dependency","2002","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Very low transfer dependency","2002","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Very low transfer dependency","2002","(2c_voc) vocational maturity certificate","vocational + Abi","584","0.416822669961211","0.388364339406998","0.445281000515423"
"Very low transfer dependency","2002","(2c_voc) vocational maturity certificate","higher vocational","247","0.536065090614969","0.48802705829957","0.584103122930368"
"Very low transfer dependency","2002","(2c_voc) vocational maturity certificate","higher education","","","",""
"Very low transfer dependency","2002","(3a) lower tertiary education","in school","","","",""
"Very low transfer dependency","2002","(3a) lower tertiary education","inadequately","","","",""
"Very low transfer dependency","2002","(3a) lower tertiary education","general elemantary","","","",""
"Very low transfer dependency","2002","(3a) lower tertiary education","middle vocational","","","",""
"Very low transfer dependency","2002","(3a) lower tertiary education","vocational + Abi","","","",""
"Very low transfer dependency","2002","(3a) lower tertiary education","higher vocational","","","",""
"Very low transfer dependency","2002","(3a) lower tertiary education","higher education","916","0.429703383605187","0.406757799481588","0.452648967728785"
"Very low transfer dependency","2002","(3b) higher tertiary education","in school","","","",""
"Very low transfer dependency","2002","(3b) higher tertiary education","inadequately","","","",""
"Very low transfer dependency","2002","(3b) higher tertiary education","general elemantary","","","",""
"Very low transfer dependency","2002","(3b) higher tertiary education","middle vocational","","","",""
"Very low transfer dependency","2002","(3b) higher tertiary education","vocational + Abi","","","",""
"Very low transfer dependency","2002","(3b) higher tertiary education","higher vocational","","","",""
"Very low transfer dependency","2002","(3b) higher tertiary education","higher education","1534","0.44895233589215","0.430287653305591","0.467617018478708"
"Low transfer dependency","2002","(0) in school","in school","43","0.0921201167048393","0.069056837424762","0.115183395984917"
"Low transfer dependency","2002","(0) in school","inadequately","","","",""
"Low transfer dependency","2002","(0) in school","general elemantary","","","",""
"Low transfer dependency","2002","(0) in school","middle vocational","","","",""
"Low transfer dependency","2002","(0) in school","vocational + Abi","","","",""
"Low transfer dependency","2002","(0) in school","higher vocational","","","",""
"Low transfer dependency","2002","(0) in school","higher education","","","",""
"Low transfer dependency","2002","(1a) inadequately completed","in school","","","",""
"Low transfer dependency","2002","(1a) inadequately completed","inadequately","35","0.138068828854835","0.094605346262978","0.181532311446692"
"Low transfer dependency","2002","(1a) inadequately completed","general elemantary","","","",""
"Low transfer dependency","2002","(1a) inadequately completed","middle vocational","5","","",""
"Low transfer dependency","2002","(1a) inadequately completed","vocational + Abi","","","",""
"Low transfer dependency","2002","(1a) inadequately completed","higher vocational","","","",""
"Low transfer dependency","2002","(1a) inadequately completed","higher education","","","",""
"Low transfer dependency","2002","(1b) general elementary school","in school","","","",""
"Low transfer dependency","2002","(1b) general elementary school","inadequately","4","","",""
"Low transfer dependency","2002","(1b) general elementary school","general elemantary","151","0.0570490508680044","0.0473966337136383","0.0667014680223705"
"Low transfer dependency","2002","(1b) general elementary school","middle vocational","","","",""
"Low transfer dependency","2002","(1b) general elementary school","vocational + Abi","","","",""
"Low transfer dependency","2002","(1b) general elementary school","higher vocational","","","",""
"Low transfer dependency","2002","(1b) general elementary school","higher education","","","",""
"Low transfer dependency","2002","(1c) basic vocational qualification","in school","","","",""
"Low transfer dependency","2002","(1c) basic vocational qualification","inadequately","","","",""
"Low transfer dependency","2002","(1c) basic vocational qualification","general elemantary","","","",""
"Low transfer dependency","2002","(1c) basic vocational qualification","middle vocational","327","0.0482097536604796","0.0427936736659747","0.0536258336549844"
"Low transfer dependency","2002","(1c) basic vocational qualification","vocational + Abi","","","",""
"Low transfer dependency","2002","(1c) basic vocational qualification","higher vocational","22","","",""
"Low transfer dependency","2002","(1c) basic vocational qualification","higher education","","","",""
"Low transfer dependency","2002","(2b) intermediate general qualification","in school","","","",""
"Low transfer dependency","2002","(2b) intermediate general qualification","inadequately","","","",""
"Low transfer dependency","2002","(2b) intermediate general qualification","general elemantary","54","0.0904311995530336","0.068246298281296","0.112616100824771"
"Low transfer dependency","2002","(2b) intermediate general qualification","middle vocational","","","",""
"Low transfer dependency","2002","(2b) intermediate general qualification","vocational + Abi","","","",""
"Low transfer dependency","2002","(2b) intermediate general qualification","higher vocational","","","",""
"Low transfer dependency","2002","(2b) intermediate general qualification","higher education","","","",""
"Low transfer dependency","2002","(2a) intermediate vocational","in school","","","",""
"Low transfer dependency","2002","(2a) intermediate vocational","inadequately","","","",""
"Low transfer dependency","2002","(2a) intermediate vocational","general elemantary","","","",""
"Low transfer dependency","2002","(2a) intermediate vocational","middle vocational","313","0.0708004796866765","0.0633122889079444","0.0782886704654086"
"Low transfer dependency","2002","(2a) intermediate vocational","vocational + Abi","","","",""
"Low transfer dependency","2002","(2a) intermediate vocational","higher vocational","47","0.0674533946214665","0.0496806479126497","0.0852261413302833"
"Low transfer dependency","2002","(2a) intermediate vocational","higher education","","","",""
"Low transfer dependency","2002","(2c_gen) general maturity certificate","in school","","","",""
"Low transfer dependency","2002","(2c_gen) general maturity certificate","inadequately","","","",""
"Low transfer dependency","2002","(2c_gen) general maturity certificate","general elemantary","","","",""
"Low transfer dependency","2002","(2c_gen) general maturity certificate","middle vocational","76","0.0881492542268824","0.0693317921894475","0.106966716264317"
"Low transfer dependency","2002","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Low transfer dependency","2002","(2c_gen) general maturity certificate","higher vocational","","","",""
"Low transfer dependency","2002","(2c_gen) general maturity certificate","higher education","","","",""
"Low transfer dependency","2002","(2c_voc) vocational maturity certificate","in school","","","",""
"Low transfer dependency","2002","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Low transfer dependency","2002","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Low transfer dependency","2002","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Low transfer dependency","2002","(2c_voc) vocational maturity certificate","vocational + Abi","73","0.0655618761397662","0.0512750947873717","0.0798486574921608"
"Low transfer dependency","2002","(2c_voc) vocational maturity certificate","higher vocational","14","","",""
"Low transfer dependency","2002","(2c_voc) vocational maturity certificate","higher education","","","",""
"Low transfer dependency","2002","(3a) lower tertiary education","in school","","","",""
"Low transfer dependency","2002","(3a) lower tertiary education","inadequately","","","",""
"Low transfer dependency","2002","(3a) lower tertiary education","general elemantary","","","",""
"Low transfer dependency","2002","(3a) lower tertiary education","middle vocational","","","",""
"Low transfer dependency","2002","(3a) lower tertiary education","vocational + Abi","","","",""
"Low transfer dependency","2002","(3a) lower tertiary education","higher vocational","","","",""
"Low transfer dependency","2002","(3a) lower tertiary education","higher education","77","0.03656378181192","0.027864139989082","0.0452634236347579"
"Low transfer dependency","2002","(3b) higher tertiary education","in school","","","",""
"Low transfer dependency","2002","(3b) higher tertiary education","inadequately","","","",""
"Low transfer dependency","2002","(3b) higher tertiary education","general elemantary","","","",""
"Low transfer dependency","2002","(3b) higher tertiary education","middle vocational","","","",""
"Low transfer dependency","2002","(3b) higher tertiary education","vocational + Abi","","","",""
"Low transfer dependency","2002","(3b) higher tertiary education","higher vocational","","","",""
"Low transfer dependency","2002","(3b) higher tertiary education","higher education","69","0.0384472609209293","0.0312321142290697","0.0456624076127888"
"High transfer dependency","2002","(0) in school","in school","19","","",""
"High transfer dependency","2002","(0) in school","inadequately","","","",""
"High transfer dependency","2002","(0) in school","general elemantary","","","",""
"High transfer dependency","2002","(0) in school","middle vocational","","","",""
"High transfer dependency","2002","(0) in school","vocational + Abi","","","",""
"High transfer dependency","2002","(0) in school","higher vocational","","","",""
"High transfer dependency","2002","(0) in school","higher education","","","",""
"High transfer dependency","2002","(1a) inadequately completed","in school","","","",""
"High transfer dependency","2002","(1a) inadequately completed","inadequately","13","","",""
"High transfer dependency","2002","(1a) inadequately completed","general elemantary","","","",""
"High transfer dependency","2002","(1a) inadequately completed","middle vocational","","","",""
"High transfer dependency","2002","(1a) inadequately completed","vocational + Abi","","","",""
"High transfer dependency","2002","(1a) inadequately completed","higher vocational","","","",""
"High transfer dependency","2002","(1a) inadequately completed","higher education","","","",""
"High transfer dependency","2002","(1b) general elementary school","in school","","","",""
"High transfer dependency","2002","(1b) general elementary school","inadequately","5","","",""
"High transfer dependency","2002","(1b) general elementary school","general elemantary","62","0.0288305254546799","0.0218668084987497","0.0357942424106101"
"High transfer dependency","2002","(1b) general elementary school","middle vocational","","","",""
"High transfer dependency","2002","(1b) general elementary school","vocational + Abi","","","",""
"High transfer dependency","2002","(1b) general elementary school","higher vocational","","","",""
"High transfer dependency","2002","(1b) general elementary school","higher education","","","",""
"High transfer dependency","2002","(1c) basic vocational qualification","in school","","","",""
"High transfer dependency","2002","(1c) basic vocational qualification","inadequately","","","",""
"High transfer dependency","2002","(1c) basic vocational qualification","general elemantary","","","",""
"High transfer dependency","2002","(1c) basic vocational qualification","middle vocational","118","0.0211570773618845","0.0175185023839896","0.0247956523397795"
"High transfer dependency","2002","(1c) basic vocational qualification","vocational + Abi","","","",""
"High transfer dependency","2002","(1c) basic vocational qualification","higher vocational","4","","",""
"High transfer dependency","2002","(1c) basic vocational qualification","higher education","","","",""
"High transfer dependency","2002","(2b) intermediate general qualification","in school","","","",""
"High transfer dependency","2002","(2b) intermediate general qualification","inadequately","","","",""
"High transfer dependency","2002","(2b) intermediate general qualification","general elemantary","29","","",""
"High transfer dependency","2002","(2b) intermediate general qualification","middle vocational","","","",""
"High transfer dependency","2002","(2b) intermediate general qualification","vocational + Abi","","","",""
"High transfer dependency","2002","(2b) intermediate general qualification","higher vocational","","","",""
"High transfer dependency","2002","(2b) intermediate general qualification","higher education","","","",""
"High transfer dependency","2002","(2a) intermediate vocational","in school","","","",""
"High transfer dependency","2002","(2a) intermediate vocational","inadequately","","","",""
"High transfer dependency","2002","(2a) intermediate vocational","general elemantary","","","",""
"High transfer dependency","2002","(2a) intermediate vocational","middle vocational","106","0.0258235345352812","0.0211930016668831","0.0304540674036794"
"High transfer dependency","2002","(2a) intermediate vocational","vocational + Abi","","","",""
"High transfer dependency","2002","(2a) intermediate vocational","higher vocational","9","","",""
"High transfer dependency","2002","(2a) intermediate vocational","higher education","","","",""
"High transfer dependency","2002","(2c_gen) general maturity certificate","in school","","","",""
"High transfer dependency","2002","(2c_gen) general maturity certificate","inadequately","","","",""
"High transfer dependency","2002","(2c_gen) general maturity certificate","general elemantary","","","",""
"High transfer dependency","2002","(2c_gen) general maturity certificate","middle vocational","29","","",""
"High transfer dependency","2002","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"High transfer dependency","2002","(2c_gen) general maturity certificate","higher vocational","","","",""
"High transfer dependency","2002","(2c_gen) general maturity certificate","higher education","","","",""
"High transfer dependency","2002","(2c_voc) vocational maturity certificate","in school","","","",""
"High transfer dependency","2002","(2c_voc) vocational maturity certificate","inadequately","","","",""
"High transfer dependency","2002","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"High transfer dependency","2002","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"High transfer dependency","2002","(2c_voc) vocational maturity certificate","vocational + Abi","18","","",""
"High transfer dependency","2002","(2c_voc) vocational maturity certificate","higher vocational","1","","",""
"High transfer dependency","2002","(2c_voc) vocational maturity certificate","higher education","","","",""
"High transfer dependency","2002","(3a) lower tertiary education","in school","","","",""
"High transfer dependency","2002","(3a) lower tertiary education","inadequately","","","",""
"High transfer dependency","2002","(3a) lower tertiary education","general elemantary","","","",""
"High transfer dependency","2002","(3a) lower tertiary education","middle vocational","","","",""
"High transfer dependency","2002","(3a) lower tertiary education","vocational + Abi","","","",""
"High transfer dependency","2002","(3a) lower tertiary education","higher vocational","","","",""
"High transfer dependency","2002","(3a) lower tertiary education","higher education","15","","",""
"High transfer dependency","2002","(3b) higher tertiary education","in school","","","",""
"High transfer dependency","2002","(3b) higher tertiary education","inadequately","","","",""
"High transfer dependency","2002","(3b) higher tertiary education","general elemantary","","","",""
"High transfer dependency","2002","(3b) higher tertiary education","middle vocational","","","",""
"High transfer dependency","2002","(3b) higher tertiary education","vocational + Abi","","","",""
"High transfer dependency","2002","(3b) higher tertiary education","higher vocational","","","",""
"High transfer dependency","2002","(3b) higher tertiary education","higher education","17","","",""
"Very high transfer dependency","2002","(0) in school","in school","6","","",""
"Very high transfer dependency","2002","(0) in school","inadequately","","","",""
"Very high transfer dependency","2002","(0) in school","general elemantary","","","",""
"Very high transfer dependency","2002","(0) in school","middle vocational","","","",""
"Very high transfer dependency","2002","(0) in school","vocational + Abi","","","",""
"Very high transfer dependency","2002","(0) in school","higher vocational","","","",""
"Very high transfer dependency","2002","(0) in school","higher education","","","",""
"Very high transfer dependency","2002","(1a) inadequately completed","in school","","","",""
"Very high transfer dependency","2002","(1a) inadequately completed","inadequately","10","","",""
"Very high transfer dependency","2002","(1a) inadequately completed","general elemantary","","","",""
"Very high transfer dependency","2002","(1a) inadequately completed","middle vocational","1","","",""
"Very high transfer dependency","2002","(1a) inadequately completed","vocational + Abi","","","",""
"Very high transfer dependency","2002","(1a) inadequately completed","higher vocational","","","",""
"Very high transfer dependency","2002","(1a) inadequately completed","higher education","","","",""
"Very high transfer dependency","2002","(1b) general elementary school","in school","","","",""
"Very high transfer dependency","2002","(1b) general elementary school","inadequately","2","","",""
"Very high transfer dependency","2002","(1b) general elementary school","general elemantary","42","0.0149466930906604","0.00989694463244497","0.0199964415488758"
"Very high transfer dependency","2002","(1b) general elementary school","middle vocational","","","",""
"Very high transfer dependency","2002","(1b) general elementary school","vocational + Abi","","","",""
"Very high transfer dependency","2002","(1b) general elementary school","higher vocational","","","",""
"Very high transfer dependency","2002","(1b) general elementary school","higher education","","","",""
"Very high transfer dependency","2002","(1c) basic vocational qualification","in school","","","",""
"Very high transfer dependency","2002","(1c) basic vocational qualification","inadequately","","","",""
"Very high transfer dependency","2002","(1c) basic vocational qualification","general elemantary","","","",""
"Very high transfer dependency","2002","(1c) basic vocational qualification","middle vocational","65","0.0110083429177256","0.00837016380329111","0.0136465220321601"
"Very high transfer dependency","2002","(1c) basic vocational qualification","vocational + Abi","","","",""
"Very high transfer dependency","2002","(1c) basic vocational qualification","higher vocational","2","","",""
"Very high transfer dependency","2002","(1c) basic vocational qualification","higher education","","","",""
"Very high transfer dependency","2002","(2b) intermediate general qualification","in school","","","",""
"Very high transfer dependency","2002","(2b) intermediate general qualification","inadequately","","","",""
"Very high transfer dependency","2002","(2b) intermediate general qualification","general elemantary","11","","",""
"Very high transfer dependency","2002","(2b) intermediate general qualification","middle vocational","","","",""
"Very high transfer dependency","2002","(2b) intermediate general qualification","vocational + Abi","","","",""
"Very high transfer dependency","2002","(2b) intermediate general qualification","higher vocational","","","",""
"Very high transfer dependency","2002","(2b) intermediate general qualification","higher education","","","",""
"Very high transfer dependency","2002","(2a) intermediate vocational","in school","","","",""
"Very high transfer dependency","2002","(2a) intermediate vocational","inadequately","","","",""
"Very high transfer dependency","2002","(2a) intermediate vocational","general elemantary","","","",""
"Very high transfer dependency","2002","(2a) intermediate vocational","middle vocational","45","0.0110171450906533","0.00796971867484281","0.0140645715064638"
"Very high transfer dependency","2002","(2a) intermediate vocational","vocational + Abi","","","",""
"Very high transfer dependency","2002","(2a) intermediate vocational","higher vocational","6","","",""
"Very high transfer dependency","2002","(2a) intermediate vocational","higher education","","","",""
"Very high transfer dependency","2002","(2c_gen) general maturity certificate","in school","","","",""
"Very high transfer dependency","2002","(2c_gen) general maturity certificate","inadequately","","","",""
"Very high transfer dependency","2002","(2c_gen) general maturity certificate","general elemantary","","","",""
"Very high transfer dependency","2002","(2c_gen) general maturity certificate","middle vocational","9","","",""
"Very high transfer dependency","2002","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Very high transfer dependency","2002","(2c_gen) general maturity certificate","higher vocational","","","",""
"Very high transfer dependency","2002","(2c_gen) general maturity certificate","higher education","","","",""
"Very high transfer dependency","2002","(2c_voc) vocational maturity certificate","in school","","","",""
"Very high transfer dependency","2002","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Very high transfer dependency","2002","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Very high transfer dependency","2002","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Very high transfer dependency","2002","(2c_voc) vocational maturity certificate","vocational + Abi","14","","",""
"Very high transfer dependency","2002","(2c_voc) vocational maturity certificate","higher vocational","3","","",""
"Very high transfer dependency","2002","(2c_voc) vocational maturity certificate","higher education","","","",""
"Very high transfer dependency","2002","(3a) lower tertiary education","in school","","","",""
"Very high transfer dependency","2002","(3a) lower tertiary education","inadequately","","","",""
"Very high transfer dependency","2002","(3a) lower tertiary education","general elemantary","","","",""
"Very high transfer dependency","2002","(3a) lower tertiary education","middle vocational","","","",""
"Very high transfer dependency","2002","(3a) lower tertiary education","vocational + Abi","","","",""
"Very high transfer dependency","2002","(3a) lower tertiary education","higher vocational","","","",""
"Very high transfer dependency","2002","(3a) lower tertiary education","higher education","11","","",""
"Very high transfer dependency","2002","(3b) higher tertiary education","in school","","","",""
"Very high transfer dependency","2002","(3b) higher tertiary education","inadequately","","","",""
"Very high transfer dependency","2002","(3b) higher tertiary education","general elemantary","","","",""
"Very high transfer dependency","2002","(3b) higher tertiary education","middle vocational","","","",""
"Very high transfer dependency","2002","(3b) higher tertiary education","vocational + Abi","","","",""
"Very high transfer dependency","2002","(3b) higher tertiary education","higher vocational","","","",""
"Very high transfer dependency","2002","(3b) higher tertiary education","higher education","8","","",""
"Complete transfer dependency","2002","(0) in school","in school","3","","",""
"Complete transfer dependency","2002","(0) in school","inadequately","","","",""
"Complete transfer dependency","2002","(0) in school","general elemantary","","","",""
"Complete transfer dependency","2002","(0) in school","middle vocational","","","",""
"Complete transfer dependency","2002","(0) in school","vocational + Abi","","","",""
"Complete transfer dependency","2002","(0) in school","higher vocational","","","",""
"Complete transfer dependency","2002","(0) in school","higher education","","","",""
"Complete transfer dependency","2002","(1a) inadequately completed","in school","","","",""
"Complete transfer dependency","2002","(1a) inadequately completed","inadequately","12","","",""
"Complete transfer dependency","2002","(1a) inadequately completed","general elemantary","","","",""
"Complete transfer dependency","2002","(1a) inadequately completed","middle vocational","3","","",""
"Complete transfer dependency","2002","(1a) inadequately completed","vocational + Abi","","","",""
"Complete transfer dependency","2002","(1a) inadequately completed","higher vocational","","","",""
"Complete transfer dependency","2002","(1a) inadequately completed","higher education","","","",""
"Complete transfer dependency","2002","(1b) general elementary school","in school","","","",""
"Complete transfer dependency","2002","(1b) general elementary school","inadequately","2","","",""
"Complete transfer dependency","2002","(1b) general elementary school","general elemantary","38","0.020969225871191","0.0150063373425046","0.0269321143998773"
"Complete transfer dependency","2002","(1b) general elementary school","middle vocational","","","",""
"Complete transfer dependency","2002","(1b) general elementary school","vocational + Abi","","","",""
"Complete transfer dependency","2002","(1b) general elementary school","higher vocational","","","",""
"Complete transfer dependency","2002","(1b) general elementary school","higher education","","","",""
"Complete transfer dependency","2002","(1c) basic vocational qualification","in school","","","",""
"Complete transfer dependency","2002","(1c) basic vocational qualification","inadequately","","","",""
"Complete transfer dependency","2002","(1c) basic vocational qualification","general elemantary","","","",""
"Complete transfer dependency","2002","(1c) basic vocational qualification","middle vocational","49","0.00864016914201268","0.00630012650796715","0.0109802117760582"
"Complete transfer dependency","2002","(1c) basic vocational qualification","vocational + Abi","","","",""
"Complete transfer dependency","2002","(1c) basic vocational qualification","higher vocational","8","","",""
"Complete transfer dependency","2002","(1c) basic vocational qualification","higher education","","","",""
