"transab_cat","year","age_gr","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","2019","16-34 y.","1674","0.369077873607213","0.358102545744507","0.380053201469918"
"No transfer dependency","2019","35-65 y.","5291","0.452768514434143","0.445184961201087","0.460352067667198"
"No transfer dependency","2019","66 and older","4531","0.867624903056433","0.85845768441941","0.876792121693457"
"Very low transfer dependency","2019","16-34 y.","3103","0.441625032843754","0.430330703961406","0.452919361726102"
"Very low transfer dependency","2019","35-65 y.","8028","0.430102597414711","0.422559782287004","0.437645412542418"
"Very low transfer dependency","2019","66 and older","453","0.0879907515991477","0.0803279677677192","0.0956535354305761"
"Low transfer dependency","2019","16-34 y.","684","0.086368978551621","0.0799799485296461","0.0927580085735959"
"Low transfer dependency","2019","35-65 y.","866","0.0521720188638916","0.0487841025351686","0.0555599351926146"
"Low transfer dependency","2019","66 and older","135","0.0246326814335865","0.020439840522293","0.02882552234488"
"High transfer dependency","2019","16-34 y.","506","0.0423490785896767","0.0377687544117046","0.0469294027676489"
"High transfer dependency","2019","35-65 y.","568","0.0268812475456772","0.0244171566565769","0.0293453384347775"
"High transfer dependency","2019","66 and older","60","0.0107708456872722","0.00797867608389227","0.0135630152906521"
"Very high transfer dependency","2019","16-34 y.","398","0.031314325046823","0.027353062890947","0.0352755872026989"
"Very high transfer dependency","2019","35-65 y.","447","0.0148222478207644","0.012981206970814","0.0166632886707149"
"Very high transfer dependency","2019","66 and older","35","0.00703806424292001","0.00477674773604385","0.00929938074979618"
"Complete transfer dependency","2019","16-34 y.","1061","0.0292647113609129","0.0254312318192517","0.0330981909025741"
"Complete transfer dependency","2019","35-65 y.","1350","0.0232533739208135","0.0209573149426644","0.0255494328989625"
"Complete transfer dependency","2019","66 and older","36","0.00194275398064004","0.00075163520889491","0.00313387275238517"
