"transab_cat","year","education","sex","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","2002","secondary school degree","Male","996","0.4150614488293","0.396961986286568","0.433160911372032"
"No transfer dependency","2002","secondary school degree","Female","1202","0.383061723069397","0.367527342789555","0.398596103349238"
"No transfer dependency","2002","college entrance qualification","Male","1188","0.490314693804433","0.472435046984487","0.508194340624379"
"No transfer dependency","2002","college entrance qualification","Female","909","0.453238940542682","0.433822044928995","0.472655836156368"
"No transfer dependency","2002","Other degree","Male","198","0.325148372765817","0.288482733379528","0.361814012152106"
"No transfer dependency","2002","Other degree","Female","205","0.314293157099189","0.278956290963068","0.34963002323531"
"No transfer dependency","2002","no degree/no degree yet","Male","47","0.160108147807514","0.125120860901476","0.195095434713553"
"No transfer dependency","2002","no degree/no degree yet","Female","73","0.217696145626861","0.180545015870413","0.254847275383309"
"Very low transfer dependency","2002","lower secondary degree","Male","1594","0.355372504399011","0.3405083823679","0.370236626430121"
"Very low transfer dependency","2002","lower secondary degree","Female","1451","0.287209480373992","0.273612900095083","0.300806060652901"
"Very low transfer dependency","2002","secondary school degree","Male","1553","0.470698113098595","0.452363265381174","0.489032960816017"
"Very low transfer dependency","2002","secondary school degree","Female","2127","0.49210406446747","0.476128561503921","0.508079567431019"
"Very low transfer dependency","2002","college entrance qualification","Male","1666","0.443655906674285","0.4258868120675","0.46142500128107"
"Very low transfer dependency","2002","college entrance qualification","Female","1453","0.469246856795354","0.449781410149361","0.488712303441347"
"Very low transfer dependency","2002","Other degree","Male","321","0.470169273724892","0.431102278194314","0.509236269255469"
"Very low transfer dependency","2002","Other degree","Female","345","0.49195336952957","0.453898951532477","0.530007787526663"
"Very low transfer dependency","2002","no degree/no degree yet","Male","309","0.643799578985653","0.59811028744429","0.689488870527016"
"Very low transfer dependency","2002","no degree/no degree yet","Female","317","0.541507200119955","0.496650502441259","0.586363897798652"
"Low transfer dependency","2002","lower secondary degree","Male","225","0.0490379076155886","0.042331491357261","0.0557443238739162"
"Low transfer dependency","2002","lower secondary degree","Female","216","0.0446178876529212","0.0384135931592501","0.0508221821465922"
"Low transfer dependency","2002","secondary school degree","Male","192","0.068837603229073","0.0595376675989798","0.0781375388591662"
"Low transfer dependency","2002","secondary school degree","Female","268","0.0736283149254201","0.0652827880101482","0.0819738418406921"
"Low transfer dependency","2002","college entrance qualification","Male","99","0.0386494041793268","0.0317552224613886","0.0455435858972649"
"Low transfer dependency","2002","college entrance qualification","Female","108","0.0458305173285014","0.0376739478344705","0.0539870868225323"
"Low transfer dependency","2002","Other degree","Male","57","0.0948154718123932","0.0718844986025601","0.117746445022226"
"Low transfer dependency","2002","Other degree","Female","60","0.096736325506412","0.0742357621029307","0.119236888909893"
"Low transfer dependency","2002","no degree/no degree yet","Male","39","0.113106864141207","0.0828884274265001","0.143325300855915"
"Low transfer dependency","2002","no degree/no degree yet","Female","44","0.104218922930676","0.0767125610463785","0.131725284814973"
"High transfer dependency","2002","lower secondary degree","Male","76","0.0191669153408058","0.0149088080169032","0.0234250226647085"
"High transfer dependency","2002","lower secondary degree","Female","89","0.022691640608847","0.0182165884325554","0.0271666927851386"
"High transfer dependency","2002","secondary school degree","Male","57","0.0222981080301023","0.016874458816165","0.0277217572440396"
"High transfer dependency","2002","secondary school degree","Female","96","0.0299850741481603","0.0245352753672176","0.0354348729291031"
"High transfer dependency","2002","college entrance qualification","Male","24","","",""
"High transfer dependency","2002","college entrance qualification","Female","27","","",""
"High transfer dependency","2002","Other degree","Male","19","","",""
"High transfer dependency","2002","Other degree","Female","24","","",""
"High transfer dependency","2002","no degree/no degree yet","Male","15","","",""
"High transfer dependency","2002","no degree/no degree yet","Female","17","","",""
"Very high transfer dependency","2002","lower secondary degree","Male","44","0.0111458943048325","0.00788552715632305","0.014406261453342"
"Very high transfer dependency","2002","lower secondary degree","Female","54","0.0116905965006463","0.00846051003826117","0.0149206829630315"
"Very high transfer dependency","2002","secondary school degree","Male","29","","",""
"Very high transfer dependency","2002","secondary school degree","Female","39","0.0108101804593546","0.00750576240465164","0.0141145985140576"
"Very high transfer dependency","2002","college entrance qualification","Male","14","","",""
"Very high transfer dependency","2002","college entrance qualification","Female","22","","",""
"Very high transfer dependency","2002","Other degree","Male","6","","",""
"Very high transfer dependency","2002","Other degree","Female","10","","",""
"Very high transfer dependency","2002","no degree/no degree yet","Male","8","","",""
"Very high transfer dependency","2002","no degree/no degree yet","Female","9","","",""
"Complete transfer dependency","2002","lower secondary degree","Male","40","0.0118522424314645","0.00849135361457667","0.0152131312483524"
"Complete transfer dependency","2002","lower secondary degree","Female","38","0.00955499153736363","0.00663164913856788","0.0124783339361594"
"Complete transfer dependency","2002","secondary school degree","Male","20","","",""
"Complete transfer dependency","2002","secondary school degree","Female","30","0.0104106429301986","0.00716720957328478","0.0136540762871124"
"Complete transfer dependency","2002","college entrance qualification","Male","12","","",""
"Complete transfer dependency","2002","college entrance qualification","Female","6","","",""
"Complete transfer dependency","2002","Other degree","Male","26","","",""
"Complete transfer dependency","2002","Other degree","Female","19","","",""
"Complete transfer dependency","2002","no degree/no degree yet","Male","4","","",""
"Complete transfer dependency","2002","no degree/no degree yet","Female","14","","",""
"No transfer dependency","2003","lower secondary degree","Male","1905","0.548342850560194","0.53255312995646","0.564132571163927"
"No transfer dependency","2003","lower secondary degree","Female","2289","0.621524613975215","0.606557842393651","0.636491385556779"
"No transfer dependency","2003","secondary school degree","Male","948","0.409074339297447","0.390627843947227","0.427520834647668"
"No transfer dependency","2003","secondary school degree","Female","1165","0.380173413434004","0.364355842846356","0.395990984021652"
"No transfer dependency","2003","college entrance qualification","Male","1130","0.474972557065557","0.456721882916098","0.493223231215016"
"No transfer dependency","2003","college entrance qualification","Female","883","0.445065310267166","0.425553081383713","0.46457753915062"
"No transfer dependency","2003","Other degree","Male","185","0.322094174948198","0.284163555798822","0.360024794097574"
"No transfer dependency","2003","Other degree","Female","210","0.309395694919411","0.273442871457882","0.345348518380941"
"No transfer dependency","2003","no degree/no degree yet","Male","49","0.177642120206841","0.140913481786504","0.214370758627178"
"No transfer dependency","2003","no degree/no degree yet","Female","65","0.196491523533429","0.160492368613722","0.232490678453137"
"Very low transfer dependency","2003","lower secondary degree","Male","1503","0.351106159890338","0.335961833597033","0.366250486183644"
"Very low transfer dependency","2003","lower secondary degree","Female","1340","0.284649861885681","0.270724869529034","0.298574854242328"
"Very low transfer dependency","2003","secondary school degree","Male","1466","0.471641476377523","0.452912386349148","0.490370566405898"
"Very low transfer dependency","2003","secondary school degree","Female","1994","0.486829193292842","0.470542493639125","0.503115892946558"
"Very low transfer dependency","2003","college entrance qualification","Male","1600","0.461876962676494","0.443656575842118","0.480097349510871"
"Very low transfer dependency","2003","college entrance qualification","Female","1436","0.482460468876076","0.462841476278396","0.502079461473756"
"Very low transfer dependency","2003","Other degree","Male","290","0.438096089823967","0.39782164807958","0.478370531568354"
"Very low transfer dependency","2003","Other degree","Female","304","0.472391051076967","0.433560984441139","0.511221117712795"
"Very low transfer dependency","2003","no degree/no degree yet","Male","287","0.597664218751013","0.550542146307069","0.644786291194958"
"Very low transfer dependency","2003","no degree/no degree yet","Female","314","0.532534567039572","0.487330884400534","0.57773824967861"
"Low transfer dependency","2003","lower secondary degree","Male","229","0.0501704952510419","0.043244360605324","0.0570966298967599"
"Low transfer dependency","2003","lower secondary degree","Female","216","0.0466074984034111","0.0401025492423964","0.0531124475644258"
"Low transfer dependency","2003","secondary school degree","Male","207","0.0733939742566671","0.0636098020964537","0.0831781464168806"
"Low transfer dependency","2003","secondary school degree","Female","278","0.073450636899933","0.0649501094588348","0.0819511643410311"
"Low transfer dependency","2003","college entrance qualification","Male","98","0.0342589705034891","0.0276112745842971","0.040906666422681"
"Low transfer dependency","2003","college entrance qualification","Female","120","0.0488088394294338","0.0403490955383157","0.0572685833205518"
"Low transfer dependency","2003","Other degree","Male","64","0.118147647913306","0.0919462602678676","0.144349035558744"
"Low transfer dependency","2003","Other degree","Female","63","0.108990149396864","0.0847521871303947","0.133228111663333"
"Low transfer dependency","2003","no degree/no degree yet","Male","40","0.113909195328884","0.0833796783949926","0.144438712262775"
"Low transfer dependency","2003","no degree/no degree yet","Female","54","0.149601072056655","0.117286093701616","0.181916050411693"
"High transfer dependency","2003","lower secondary degree","Male","79","0.0176587163881849","0.0134798866971269","0.021837546079243"
"High transfer dependency","2003","lower secondary degree","Female","83","0.0183918722507752","0.0142455582537519","0.0225381862477986"
"High transfer dependency","2003","secondary school degree","Male","55","0.0201549126602457","0.0148824259563922","0.0254273993640992"
"High transfer dependency","2003","secondary school degree","Female","85","0.0266192948126411","0.0213741987158077","0.0318643909094744"
"High transfer dependency","2003","college entrance qualification","Male","23","","",""
"High transfer dependency","2003","college entrance qualification","Female","27","","",""
"High transfer dependency","2003","Other degree","Male","16","","",""
"High transfer dependency","2003","Other degree","Female","20","","",""
"High transfer dependency","2003","no degree/no degree yet","Male","22","","",""
"High transfer dependency","2003","no degree/no degree yet","Female","12","","",""
"Very high transfer dependency","2003","lower secondary degree","Male","46","0.0146037823468684","0.0107976662676289","0.0184098984261079"
"Very high transfer dependency","2003","lower secondary degree","Female","56","0.0137670225452337","0.0101712690105903","0.0173627760798771"
"Very high transfer dependency","2003","secondary school degree","Male","37","0.0186924012358082","0.0136110238387772","0.0237737786328391"
"Very high transfer dependency","2003","secondary school degree","Female","66","0.0212462021540075","0.0165473563390259","0.0259450479689892"
"Very high transfer dependency","2003","college entrance qualification","Male","15","","",""
"Very high transfer dependency","2003","college entrance qualification","Female","18","","",""
"Very high transfer dependency","2003","Other degree","Male","10","","",""
"Very high transfer dependency","2003","Other degree","Female","18","","",""
"Very high transfer dependency","2003","no degree/no degree yet","Male","10","","",""
"Very high transfer dependency","2003","no degree/no degree yet","Female","8","","",""
"Complete transfer dependency","2003","lower secondary degree","Male","54","0.0181179955633727","0.0138861614733724","0.022349829653373"
"Complete transfer dependency","2003","lower secondary degree","Female","50","0.0150591309396838","0.0113008851634851","0.0188173767158825"
"Complete transfer dependency","2003","secondary school degree","Male","16","","",""
"Complete transfer dependency","2003","secondary school degree","Female","30","0.0116812594065728","0.00818013809319908","0.0151823807199465"
"Complete transfer dependency","2003","college entrance qualification","Male","10","","",""
"Complete transfer dependency","2003","college entrance qualification","Female","8","","",""
"Complete transfer dependency","2003","Other degree","Male","18","","",""
"Complete transfer dependency","2003","Other degree","Female","20","","",""
"Complete transfer dependency","2003","no degree/no degree yet","Male","8","","",""
"Complete transfer dependency","2003","no degree/no degree yet","Female","15","","",""
"No transfer dependency","2004","lower secondary degree","Male","1794","0.533552743987388","0.517326241647481","0.549779246327295"
"No transfer dependency","2004","lower secondary degree","Female","2214","0.621975180849922","0.606642570626658","0.637307791073186"
"No transfer dependency","2004","secondary school degree","Male","931","0.410788691454285","0.392011190072317","0.429566192836252"
"No transfer dependency","2004","secondary school degree","Female","1121","0.387369086626117","0.371317014210587","0.403421159041647"
"No transfer dependency","2004","college entrance qualification","Male","1136","0.484762183841485","0.46637521553398","0.50314915214899"
"No transfer dependency","2004","college entrance qualification","Female","883","0.435683323356321","0.416187938847909","0.455178707864733"
"No transfer dependency","2004","Other degree","Male","173","0.301352604135771","0.263584684939255","0.339120523332286"
"No transfer dependency","2004","Other degree","Female","191","0.307048353709735","0.270353209607596","0.343743497811874"
"No transfer dependency","2004","no degree/no degree yet","Male","38","0.15392377484801","0.119161713716777","0.188685835979243"
"No transfer dependency","2004","no degree/no degree yet","Female","54","0.175014641888951","0.140950735161547","0.209078548616355"
"Very low transfer dependency","2004","lower secondary degree","Male","1437","0.34980458189031","0.334292515107649","0.365316648672971"
"Very low transfer dependency","2004","lower secondary degree","Female","1236","0.276643217636979","0.262498128019645","0.290788307254312"
"Very low transfer dependency","2004","secondary school degree","Male","1391","0.474474818783706","0.455415982663089","0.493533654904323"
"Very low transfer dependency","2004","secondary school degree","Female","1958","0.478812647348676","0.462351923935491","0.495273370761862"
"Very low transfer dependency","2004","college entrance qualification","Male","1543","0.443878740590755","0.425599471893168","0.462158009288343"
"Very low transfer dependency","2004","college entrance qualification","Female","1414","0.471915707799089","0.452288038327487","0.491543377270691"
"Very low transfer dependency","2004","Other degree","Male","271","0.454939874976832","0.413951965414538","0.495927784539126"
"Very low transfer dependency","2004","Other degree","Female","303","0.49430842538164","0.454534760436288","0.534082090326992"
"Very low transfer dependency","2004","no degree/no degree yet","Male","313","0.693409151598807","0.648994905091586","0.737823398106027"
"Very low transfer dependency","2004","no degree/no degree yet","Female","339","0.581216048095472","0.536987981307373","0.62544411488357"
"Low transfer dependency","2004","lower secondary degree","Male","221","0.059223605729001","0.0515460037283661","0.066901207729636"
"Low transfer dependency","2004","lower secondary degree","Female","204","0.050749082905271","0.0438088503576749","0.057689315452867"
"Low transfer dependency","2004","secondary school degree","Male","183","0.0538326832932861","0.0452187796149157","0.0624465869716564"
"Low transfer dependency","2004","secondary school degree","Female","293","0.0818024715619046","0.0727717916495015","0.0908331514743077"
"Low transfer dependency","2004","college entrance qualification","Male","108","0.046227227844376","0.0385019647151295","0.0539524909736224"
"Low transfer dependency","2004","college entrance qualification","Female","122","0.0567528664515329","0.0476560057953892","0.0658497271076766"
"Low transfer dependency","2004","Other degree","Male","73","0.136903718133976","0.108609753520922","0.165197682747031"
"Low transfer dependency","2004","Other degree","Female","57","0.0822210597645848","0.0603678957857836","0.104074223743386"
"Low transfer dependency","2004","no degree/no degree yet","Male","35","0.0941478580282364","0.0660170763538494","0.122278639702623"
"Low transfer dependency","2004","no degree/no degree yet","Female","46","0.142978389057398","0.111597501034887","0.174359277079909"
"High transfer dependency","2004","lower secondary degree","Male","77","0.0239056879435103","0.0189371171674051","0.0288742587196155"
"High transfer dependency","2004","lower secondary degree","Female","89","0.0230449237860643","0.0183003812369543","0.0277894663351744"
"High transfer dependency","2004","secondary school degree","Male","69","0.0246865702303029","0.0187642006382105","0.0306089398223953"
"High transfer dependency","2004","secondary school degree","Female","65","0.0177759436851395","0.0134219199431904","0.0221299674270886"
"High transfer dependency","2004","college entrance qualification","Male","26","","",""
"High transfer dependency","2004","college entrance qualification","Female","31","0.0166398429477982","0.0116104472039028","0.0216692386916937"
"High transfer dependency","2004","Other degree","Male","18","","",""
"High transfer dependency","2004","Other degree","Female","26","","",""
"High transfer dependency","2004","no degree/no degree yet","Male","12","","",""
"High transfer dependency","2004","no degree/no degree yet","Female","16","","",""
"Very high transfer dependency","2004","lower secondary degree","Male","55","0.0165763610530823","0.012423476224247","0.0207292458819176"
"Very high transfer dependency","2004","lower secondary degree","Female","57","0.0169172820171916","0.0128394461999739","0.0209951178344094"
"Very high transfer dependency","2004","secondary school degree","Male","40","0.0224954474745629","0.0168356650172019","0.0281552299319238"
"Very high transfer dependency","2004","secondary school degree","Female","71","0.0210321211422578","0.0163039309785096","0.0257603113060061"
"Very high transfer dependency","2004","college entrance qualification","Male","18","","",""
"Very high transfer dependency","2004","college entrance qualification","Female","28","","",""
"Very high transfer dependency","2004","Other degree","Male","14","","",""
"Very high transfer dependency","2004","Other degree","Female","11","","",""
"Very high transfer dependency","2004","no degree/no degree yet","Male","12","","",""
"Very high transfer dependency","2004","no degree/no degree yet","Female","14","","",""
"Complete transfer dependency","2004","lower secondary degree","Male","47","0.0169370193967081","0.0127399695222429","0.0211340692711734"
"Complete transfer dependency","2004","lower secondary degree","Female","42","0.0106703128045725","0.00742147143265432","0.0139191541764907"
"Complete transfer dependency","2004","secondary school degree","Male","23","","",""
"Complete transfer dependency","2004","secondary school degree","Female","30","0.0132077296359048","0.0094459259178764","0.0169695333539331"
"Complete transfer dependency","2004","college entrance qualification","Male","7","","",""
"Complete transfer dependency","2004","college entrance qualification","Female","7","","",""
"Complete transfer dependency","2004","Other degree","Male","18","","",""
"Complete transfer dependency","2004","Other degree","Female","19","","",""
"Complete transfer dependency","2004","no degree/no degree yet","Male","4","","",""
"Complete transfer dependency","2004","no degree/no degree yet","Female","9","","",""
"No transfer dependency","2005","lower secondary degree","Male","1740","0.533955806158208","0.517268839552016","0.550642772764401"
"No transfer dependency","2005","lower secondary degree","Female","2090","0.610096174532082","0.594172855412407","0.626019493651757"
"No transfer dependency","2005","secondary school degree","Male","927","0.407540881927928","0.388435288005836","0.426646475850021"
"No transfer dependency","2005","secondary school degree","Female","1141","0.388020120213842","0.371621176918625","0.404419063509059"
"No transfer dependency","2005","college entrance qualification","Male","1110","0.473800726412588","0.454896727779274","0.492704725045903"
"No transfer dependency","2005","college entrance qualification","Female","874","0.428185326272462","0.408535759164163","0.447834893380761"
"No transfer dependency","2005","Other degree","Male","158","0.291240631985023","0.252597152917275","0.329884111052771"
"No transfer dependency","2005","Other degree","Female","194","0.317271904011399","0.279362364910077","0.355181443112721"
"No transfer dependency","2005","no degree/no degree yet","Male","38","0.145185635139987","0.111250807262357","0.179120463017617"
"No transfer dependency","2005","no degree/no degree yet","Female","52","0.152443722792208","0.120186427723377","0.18470101786104"
"Very low transfer dependency","2005","lower secondary degree","Male","1301","0.346706757659687","0.330786634413158","0.362626880906217"
"Very low transfer dependency","2005","lower secondary degree","Female","1126","0.279683014934026","0.265029204335854","0.294336825532198"
"Very low transfer dependency","2005","secondary school degree","Male","1293","0.462371801858564","0.442986058980073","0.481757544737055"
"Very low transfer dependency","2005","secondary school degree","Female","1784","0.473017492708165","0.456215651737046","0.489819333679285"
"Very low transfer dependency","2005","college entrance qualification","Male","1416","0.45855230593231","0.439687454509291","0.47741715735533"
"Very low transfer dependency","2005","college entrance qualification","Female","1362","0.473773838202403","0.453945733455846","0.49360194294896"
"Very low transfer dependency","2005","Other degree","Male","249","0.440948468127486","0.39871850808614","0.483178428168832"
"Very low transfer dependency","2005","Other degree","Female","269","0.465450021216246","0.424820706739733","0.506079335692758"
"Very low transfer dependency","2005","no degree/no degree yet","Male","299","0.618230519107653","0.571432901506977","0.66502813670833"
"Very low transfer dependency","2005","no degree/no degree yet","Female","324","0.617867903488189","0.574262181887961","0.661473625088418"
"Low transfer dependency","2005","lower secondary degree","Male","217","0.0589456891619425","0.051067170676309","0.0668242076475759"
"Low transfer dependency","2005","lower secondary degree","Female","195","0.0575681328145361","0.0499636137485291","0.0651726518805431"
"Low transfer dependency","2005","secondary school degree","Male","205","0.0757944792843493","0.0655036867081116","0.0860852718605869"
"Low transfer dependency","2005","secondary school degree","Female","284","0.0780569672472332","0.0690292478992914","0.0870846865951751"
"Low transfer dependency","2005","college entrance qualification","Male","97","0.0383766359035519","0.0311035846475347","0.045649687159569"
"Low transfer dependency","2005","college entrance qualification","Female","127","0.0623643997833837","0.0527616664961399","0.0719671330706276"
"Low transfer dependency","2005","Other degree","Male","65","0.129252228847082","0.100718006790183","0.15778645090398"
"Low transfer dependency","2005","Other degree","Female","60","0.100463243492894","0.0759770169126701","0.124949470073117"
"Low transfer dependency","2005","no degree/no degree yet","Male","43","0.122575977814145","0.0909855604413057","0.154166395186985"
"Low transfer dependency","2005","no degree/no degree yet","Female","47","0.10093921640991","0.0739050244509035","0.127973408368917"
"High transfer dependency","2005","lower secondary degree","Male","68","0.0211898064483596","0.0163722820149184","0.0260073308818008"
"High transfer dependency","2005","lower secondary degree","Female","97","0.026204751258135","0.0209894482454549","0.0314200542708151"
"High transfer dependency","2005","secondary school degree","Male","63","0.0199628905731575","0.0145243955938246","0.0254013855524904"
"High transfer dependency","2005","secondary school degree","Female","82","0.0251894468733852","0.0199160604610558","0.0304628332857146"
"High transfer dependency","2005","college entrance qualification","Male","31","0.0144591758794579","0.00993968230130233","0.0189786694576135"
"High transfer dependency","2005","college entrance qualification","Female","33","0.0148945899730741","0.0100843684499694","0.0197048114961787"
"High transfer dependency","2005","Other degree","Male","24","","",""
"High transfer dependency","2005","Other degree","Female","24","","",""
"High transfer dependency","2005","no degree/no degree yet","Male","14","","",""
"High transfer dependency","2005","no degree/no degree yet","Female","19","","",""
"Very high transfer dependency","2005","lower secondary degree","Male","55","0.0208721547379032","0.016090100109886","0.0256542093659203"
"Very high transfer dependency","2005","lower secondary degree","Female","56","0.0152163052626577","0.0112197968577286","0.0192128136675868"
"Very high transfer dependency","2005","secondary school degree","Male","35","0.0243370165646623","0.0183456024051717","0.0303284307241528"
"Very high transfer dependency","2005","secondary school degree","Female","75","0.0265541301111727","0.0211435714239748","0.0319646887983705"
"Very high transfer dependency","2005","college entrance qualification","Male","21","","",""
"Very high transfer dependency","2005","college entrance qualification","Female","29","","",""
"Very high transfer dependency","2005","Other degree","Male","17","","",""
"Very high transfer dependency","2005","Other degree","Female","15","","",""
"Very high transfer dependency","2005","no degree/no degree yet","Male","10","","",""
"Very high transfer dependency","2005","no degree/no degree yet","Female","21","","",""
"Complete transfer dependency","2005","lower secondary degree","Male","52","0.0183297858338991","0.0138426140968196","0.0228169575709786"
"Complete transfer dependency","2005","lower secondary degree","Female","40","0.0112316211985632","0.00779110023558613","0.0146721421615404"
"Complete transfer dependency","2005","secondary school degree","Male","18","","",""
"Complete transfer dependency","2005","secondary school degree","Female","26","","",""
"Complete transfer dependency","2005","college entrance qualification","Male","5","","",""
"Complete transfer dependency","2005","college entrance qualification","Female","11","","",""
"Complete transfer dependency","2005","Other degree","Male","18","","",""
"Complete transfer dependency","2005","Other degree","Female","17","","",""
"Complete transfer dependency","2005","no degree/no degree yet","Male","10","","",""
"Complete transfer dependency","2005","no degree/no degree yet","Female","14","","",""
"No transfer dependency","2006","lower secondary degree","Male","1957","0.543310237669398","0.527242607492214","0.559377867846582"
"No transfer dependency","2006","lower secondary degree","Female","2339","0.620873586352104","0.605609532728267","0.636137639975941"
"No transfer dependency","2006","secondary school degree","Male","1039","0.413596840067865","0.395119771087776","0.432073909047954"
"No transfer dependency","2006","secondary school degree","Female","1330","0.398313503433311","0.382532994220065","0.414094012646557"
"No transfer dependency","2006","college entrance qualification","Male","1221","0.484937814174793","0.466701039136501","0.503174589213084"
"No transfer dependency","2006","college entrance qualification","Female","961","0.424969105756483","0.406154912538625","0.443783298974342"
"No transfer dependency","2006","Other degree","Male","190","0.333554358287553","0.29404316885427","0.373065547720836"
"No transfer dependency","2006","Other degree","Female","215","0.335066756163201","0.298120621027729","0.372012891298674"
"No transfer dependency","2006","no degree/no degree yet","Male","44","0.151858693709941","0.117818808194158","0.185898579225725"
"No transfer dependency","2006","no degree/no degree yet","Female","64","0.215894572009419","0.177837706768981","0.253951437249857"
"Very low transfer dependency","2006","lower secondary degree","Male","1304","0.332618055996634","0.317420372993338","0.347815738999931"
"Very low transfer dependency","2006","lower secondary degree","Female","1132","0.26407745888982","0.250208048832271","0.27794686894737"
"Very low transfer dependency","2006","secondary school degree","Male","1351","0.457868550169752","0.439175979501325","0.476561120838179"
"Very low transfer dependency","2006","secondary school degree","Female","1872","0.456032628297172","0.439977722953433","0.47208753364091"
"Very low transfer dependency","2006","college entrance qualification","Male","1487","0.437323551801467","0.419222409428751","0.455424694174182"
"Very low transfer dependency","2006","college entrance qualification","Female","1477","0.481127302970928","0.462111190296449","0.500143415645407"
"Very low transfer dependency","2006","Other degree","Male","230","0.398038719832588","0.357018180434236","0.43905925923094"
"Very low transfer dependency","2006","Other degree","Female","270","0.416075439403647","0.377493972833201","0.454656905974094"
"Very low transfer dependency","2006","no degree/no degree yet","Male","303","0.606205527545001","0.559863086357753","0.652547968732248"
"Very low transfer dependency","2006","no degree/no degree yet","Female","300","0.520466696182953","0.474257248224796","0.56667614414111"
"Low transfer dependency","2006","lower secondary degree","Male","204","0.0532711727036925","0.0460272105245031","0.0605151348828818"
"Low transfer dependency","2006","lower secondary degree","Female","188","0.0517544797112627","0.0447848349491635","0.0587241244733618"
"Low transfer dependency","2006","secondary school degree","Male","211","0.0710653899263862","0.0614255911848285","0.0807051886679438"
"Low transfer dependency","2006","secondary school degree","Female","265","0.0733951918215064","0.0649889003276619","0.0818014833153509"
"Low transfer dependency","2006","college entrance qualification","Male","120","0.050290334693218","0.0423156618718968","0.0582650075145391"
"Low transfer dependency","2006","college entrance qualification","Female","125","0.0458281743228","0.0378694968762239","0.053786851769376"
"Low transfer dependency","2006","Other degree","Male","62","0.12292382670575","0.0954074579937304","0.15044019541777"
"Low transfer dependency","2006","Other degree","Female","64","0.102211713862183","0.078500618172805","0.125922809551561"
"Low transfer dependency","2006","no degree/no degree yet","Male","35","0.120322098434712","0.0894640331633881","0.151180163706036"
"Low transfer dependency","2006","no degree/no degree yet","Female","36","0.107791062879998","0.0791064110877001","0.136475714672296"
"High transfer dependency","2006","lower secondary degree","Male","106","0.0300424283461689","0.0245361123551665","0.0355487443371713"
"High transfer dependency","2006","lower secondary degree","Female","94","0.0268398443658825","0.0217552252504666","0.0319244634812984"
"High transfer dependency","2006","secondary school degree","Male","61","0.0239069143748413","0.0181756069506121","0.0296382217990706"
"High transfer dependency","2006","secondary school degree","Female","111","0.0358403109389299","0.0298481463317057","0.0418324755461542"
"High transfer dependency","2006","college entrance qualification","Male","31","0.0109934621023261","0.00718857298204526","0.0147983512226069"
"High transfer dependency","2006","college entrance qualification","Female","50","0.0239109198905829","0.0180965293315236","0.0297253104496422"
"High transfer dependency","2006","Other degree","Male","25","","",""
"High transfer dependency","2006","Other degree","Female","29","","",""
"High transfer dependency","2006","no degree/no degree yet","Male","14","","",""
"High transfer dependency","2006","no degree/no degree yet","Female","18","","",""
"Very high transfer dependency","2006","lower secondary degree","Male","70","0.0206517619733857","0.0160643856006651","0.0252391383461064"
"Very high transfer dependency","2006","lower secondary degree","Female","75","0.020758991968209","0.0162733542366924","0.0252446296997255"
"Very high transfer dependency","2006","secondary school degree","Male","48","0.0258536788555269","0.0198995312673971","0.0318078264436567"
"Very high transfer dependency","2006","secondary school degree","Female","82","0.0224970441758871","0.0177168544298528","0.0272772339219214"
"Very high transfer dependency","2006","college entrance qualification","Male","17","","",""
"Very high transfer dependency","2006","college entrance qualification","Female","29","","",""
"Very high transfer dependency","2006","Other degree","Male","17","","",""
"Very high transfer dependency","2006","Other degree","Female","30","0.060999847788996","0.0422666668619774","0.0797330287160145"
"Very high transfer dependency","2006","no degree/no degree yet","Male","23","","",""
"Very high transfer dependency","2006","no degree/no degree yet","Female","15","","",""
"Complete transfer dependency","2006","lower secondary degree","Male","51","0.0201063433107209","0.0155786889575235","0.0246339976639182"
"Complete transfer dependency","2006","lower secondary degree","Female","53","0.0156956387127213","0.0117851550929268","0.0196061223325158"
"Complete transfer dependency","2006","secondary school degree","Male","19","","",""
"Complete transfer dependency","2006","secondary school degree","Female","37","0.0139213213331944","0.0101445614100576","0.0176980812563312"
"Complete transfer dependency","2006","college entrance qualification","Male","9","","",""
"Complete transfer dependency","2006","college entrance qualification","Female","10","","",""
"Complete transfer dependency","2006","Other degree","Male","23","","",""
"Complete transfer dependency","2006","Other degree","Female","19","","",""
"Complete transfer dependency","2006","no degree/no degree yet","Male","8","","",""
"Complete transfer dependency","2006","no degree/no degree yet","Female","16","","",""
"No transfer dependency","2007","lower secondary degree","Male","1797","0.539265201632675","0.522490806268109","0.556039596997242"
"No transfer dependency","2007","lower secondary degree","Female","2136","0.626872398828895","0.610911269250918","0.642833528406872"
"No transfer dependency","2007","secondary school degree","Male","1014","0.442943501167999","0.423682607730799","0.4622043946052"
"No transfer dependency","2007","secondary school degree","Female","1266","0.393615065712252","0.377326933651231","0.409903197773272"
"No transfer dependency","2007","college entrance qualification","Male","1217","0.49172333454621","0.473159485423466","0.510287183668955"
"No transfer dependency","2007","college entrance qualification","Female","981","0.435434222993708","0.416313494185476","0.45455495180194"
"No transfer dependency","2007","Other degree","Male","171","0.344874977514409","0.302916708048385","0.386833246980432"
"No transfer dependency","2007","Other degree","Female","197","0.324852313918497","0.286338520443209","0.363366107393785"
"No transfer dependency","2007","no degree/no degree yet","Male","29","","",""
