"transab_cat","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2006","Couple + C. LE 16 ","vocational + Abi","300","0.826589561331695","0.78715027599576","0.86602884666763"
"Very low transfer dependency","2006","Couple + C. LE 16 ","higher vocational","343","0.843548664161459","0.807722999864443","0.879374328458474"
"Very low transfer dependency","2006","Couple + C. LE 16 ","higher education","865","0.919126500350247","0.901489792831526","0.936763207868968"
"Very low transfer dependency","2006","Couple + C. GT 16 ","in school","243","0.899443883557669","0.863637972536354","0.935249794578985"
"Very low transfer dependency","2006","Couple + C. GT 16 ","inadequately","21","","",""
"Very low transfer dependency","2006","Couple + C. GT 16 ","general elemantary","297","0.651253764858561","0.607318954003652","0.695188575713469"
"Very low transfer dependency","2006","Couple + C. GT 16 ","middle vocational","1285","0.690509397489056","0.669352257709451","0.711666537268661"
"Very low transfer dependency","2006","Couple + C. GT 16 ","vocational + Abi","125","0.703454778109194","0.633975130941574","0.772934425276814"
"Very low transfer dependency","2006","Couple + C. GT 16 ","higher vocational","150","0.725013843963874","0.664479266862898","0.78554842106485"
"Very low transfer dependency","2006","Couple + C. GT 16 ","higher education","508","0.729393452844096","0.695080725631339","0.763706180056853"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","in school","202","0.79097555351601","0.739098875099357","0.842852231932663"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","inadequately","7","","",""
"Very low transfer dependency","2006","Couple + C. LE and GT 16","general elemantary","182","0.776157734940414","0.722752208166729","0.829563261714098"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","middle vocational","485","0.799536396092752","0.767341149594614","0.831731642590889"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","vocational + Abi","51","0.744839707456535","0.641222569864331","0.84845684504874"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","higher vocational","81","0.746839356284688","0.662038722570049","0.831639989999328"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","higher education","231","0.892690157217313","0.854324005565489","0.931056308869138"
"Low transfer dependency","2006","1-pers.-HH","in school","1","","",""
"Low transfer dependency","2006","1-pers.-HH","inadequately","2","","",""
"Low transfer dependency","2006","1-pers.-HH","general elemantary","20","","",""
"Low transfer dependency","2006","1-pers.-HH","middle vocational","74","0.0397604709487057","0.0304556731927762","0.0490652687046351"
"Low transfer dependency","2006","1-pers.-HH","vocational + Abi","10","","",""
"Low transfer dependency","2006","1-pers.-HH","higher vocational","8","","",""
"Low transfer dependency","2006","1-pers.-HH","higher education","8","","",""
"Low transfer dependency","2006","(Married) couple without C. ","in school","1","","",""
"Low transfer dependency","2006","(Married) couple without C. ","inadequately","7","","",""
"Low transfer dependency","2006","(Married) couple without C. ","general elemantary","27","","",""
"Low transfer dependency","2006","(Married) couple without C. ","middle vocational","137","0.0354394595472217","0.0298020936315233","0.0410768254629201"
"Low transfer dependency","2006","(Married) couple without C. ","vocational + Abi","13","","",""
"Low transfer dependency","2006","(Married) couple without C. ","higher vocational","21","","",""
"Low transfer dependency","2006","(Married) couple without C. ","higher education","56","0.0278779108488076","0.0203600584231746","0.0353957632744406"
"Low transfer dependency","2006","Single parent ","in school","9","","",""
"Low transfer dependency","2006","Single parent ","inadequately","3","","",""
"Low transfer dependency","2006","Single parent ","general elemantary","26","","",""
"Low transfer dependency","2006","Single parent ","middle vocational","62","0.125917024263251","0.0986340018469816","0.15320004667952"
"Low transfer dependency","2006","Single parent ","vocational + Abi","4","","",""
"Low transfer dependency","2006","Single parent ","higher vocational","6","","",""
"Low transfer dependency","2006","Single parent ","higher education","12","","",""
"Low transfer dependency","2006","Couple + C. LE 16 ","in school","","","",""
"Low transfer dependency","2006","Couple + C. LE 16 ","inadequately","3","","",""
"Low transfer dependency","2006","Couple + C. LE 16 ","general elemantary","44","0.176778691660014","0.130761576726198","0.222795806593831"
"Low transfer dependency","2006","Couple + C. LE 16 ","middle vocational","239","0.137870361356494","0.122306614495585","0.153434108217402"
"Low transfer dependency","2006","Couple + C. LE 16 ","vocational + Abi","41","0.115797414104698","0.0824646152997664","0.149130212909629"
"Low transfer dependency","2006","Couple + C. LE 16 ","higher vocational","41","0.131301222256028","0.0979955247843574","0.164606919727699"
"Low transfer dependency","2006","Couple + C. LE 16 ","higher education","37","0.0412146926705583","0.028355506960162","0.0540738783809546"
"Low transfer dependency","2006","Couple + C. GT 16 ","in school","12","","",""
"Low transfer dependency","2006","Couple + C. GT 16 ","inadequately","6","","",""
"Low transfer dependency","2006","Couple + C. GT 16 ","general elemantary","32","0.0605947462657954","0.0385998027213523","0.0825896898102385"
"Low transfer dependency","2006","Couple + C. GT 16 ","middle vocational","107","0.0587393454650115","0.0479779664030535","0.0695007245269695"
"Low transfer dependency","2006","Couple + C. GT 16 ","vocational + Abi","13","","",""
"Low transfer dependency","2006","Couple + C. GT 16 ","higher vocational","4","","",""
"Low transfer dependency","2006","Couple + C. GT 16 ","higher education","22","","",""
"Low transfer dependency","2006","Couple + C. LE and GT 16","in school","18","","",""
"Low transfer dependency","2006","Couple + C. LE and GT 16","inadequately","9","","",""
"Low transfer dependency","2006","Couple + C. LE and GT 16","general elemantary","26","","",""
"Low transfer dependency","2006","Couple + C. LE and GT 16","middle vocational","71","0.116569649947822","0.0907628727526006","0.142376427143044"
"Low transfer dependency","2006","Couple + C. LE and GT 16","vocational + Abi","12","","",""
"Low transfer dependency","2006","Couple + C. LE and GT 16","higher vocational","13","","",""
"Low transfer dependency","2006","Couple + C. LE and GT 16","higher education","14","","",""
"High transfer dependency","2006","1-pers.-HH","in school","1","","",""
"High transfer dependency","2006","1-pers.-HH","inadequately","2","","",""
"High transfer dependency","2006","1-pers.-HH","general elemantary","14","","",""
"High transfer dependency","2006","1-pers.-HH","middle vocational","47","0.0221992560822827","0.0151833174727589","0.0292151946918065"
"High transfer dependency","2006","1-pers.-HH","vocational + Abi","11","","",""
"High transfer dependency","2006","1-pers.-HH","higher vocational","3","","",""
"High transfer dependency","2006","1-pers.-HH","higher education","8","","",""
"High transfer dependency","2006","(Married) couple without C. ","in school","","","",""
"High transfer dependency","2006","(Married) couple without C. ","inadequately","2","","",""
"High transfer dependency","2006","(Married) couple without C. ","general elemantary","15","","",""
"High transfer dependency","2006","(Married) couple without C. ","middle vocational","45","0.0132153208278828","0.00973340723816123","0.0166972344176044"
"High transfer dependency","2006","(Married) couple without C. ","vocational + Abi","5","","",""
"High transfer dependency","2006","(Married) couple without C. ","higher vocational","6","","",""
"High transfer dependency","2006","(Married) couple without C. ","higher education","9","","",""
"High transfer dependency","2006","Single parent ","in school","5","","",""
"High transfer dependency","2006","Single parent ","inadequately","2","","",""
"High transfer dependency","2006","Single parent ","general elemantary","29","","",""
"High transfer dependency","2006","Single parent ","middle vocational","53","0.105145134373308","0.0799193420918905","0.130370926654726"
"High transfer dependency","2006","Single parent ","vocational + Abi","","","",""
"High transfer dependency","2006","Single parent ","higher vocational","2","","",""
"High transfer dependency","2006","Single parent ","higher education","3","","",""
"High transfer dependency","2006","Couple + C. LE 16 ","in school","","","",""
"High transfer dependency","2006","Couple + C. LE 16 ","inadequately","4","","",""
"High transfer dependency","2006","Couple + C. LE 16 ","general elemantary","22","","",""
"High transfer dependency","2006","Couple + C. LE 16 ","middle vocational","80","0.0403779867312433","0.0314918120703457","0.0492641613921409"
"High transfer dependency","2006","Couple + C. LE 16 ","vocational + Abi","4","","",""
"High transfer dependency","2006","Couple + C. LE 16 ","higher vocational","7","","",""
"High transfer dependency","2006","Couple + C. LE 16 ","higher education","5","","",""
"High transfer dependency","2006","Couple + C. GT 16 ","in school","8","","",""
"High transfer dependency","2006","Couple + C. GT 16 ","inadequately","7","","",""
"High transfer dependency","2006","Couple + C. GT 16 ","general elemantary","26","","",""
"High transfer dependency","2006","Couple + C. GT 16 ","middle vocational","43","0.0271704466013138","0.0197297226680544","0.0346111705345732"
"High transfer dependency","2006","Couple + C. GT 16 ","vocational + Abi","1","","",""
"High transfer dependency","2006","Couple + C. GT 16 ","higher vocational","5","","",""
"High transfer dependency","2006","Couple + C. GT 16 ","higher education","1","","",""
"High transfer dependency","2006","Couple + C. LE and GT 16","in school","3","","",""
"High transfer dependency","2006","Couple + C. LE and GT 16","inadequately","5","","",""
"High transfer dependency","2006","Couple + C. LE and GT 16","general elemantary","16","","",""
"High transfer dependency","2006","Couple + C. LE and GT 16","middle vocational","24","","",""
"High transfer dependency","2006","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"High transfer dependency","2006","Couple + C. LE and GT 16","higher vocational","4","","",""
"High transfer dependency","2006","Couple + C. LE and GT 16","higher education","1","","",""
"Very high transfer dependency","2006","1-pers.-HH","in school","1","","",""
"Very high transfer dependency","2006","1-pers.-HH","inadequately","2","","",""
"Very high transfer dependency","2006","1-pers.-HH","general elemantary","15","","",""
"Very high transfer dependency","2006","1-pers.-HH","middle vocational","56","0.039148550395366","0.0299126900872362","0.0483844107034958"
"Very high transfer dependency","2006","1-pers.-HH","vocational + Abi","3","","",""
"Very high transfer dependency","2006","1-pers.-HH","higher vocational","3","","",""
"Very high transfer dependency","2006","1-pers.-HH","higher education","8","","",""
"Very high transfer dependency","2006","(Married) couple without C. ","in school","","","",""
"Very high transfer dependency","2006","(Married) couple without C. ","inadequately","2","","",""
"Very high transfer dependency","2006","(Married) couple without C. ","general elemantary","8","","",""
"Very high transfer dependency","2006","(Married) couple without C. ","middle vocational","30","0.00707217139818073","0.00451709926877003","0.00962724352759144"
"Very high transfer dependency","2006","(Married) couple without C. ","vocational + Abi","1","","",""
"Very high transfer dependency","2006","(Married) couple without C. ","higher vocational","2","","",""
"Very high transfer dependency","2006","(Married) couple without C. ","higher education","6","","",""
"Very high transfer dependency","2006","Single parent ","in school","9","","",""
"Very high transfer dependency","2006","Single parent ","inadequately","3","","",""
"Very high transfer dependency","2006","Single parent ","general elemantary","18","","",""
"Very high transfer dependency","2006","Single parent ","middle vocational","53","0.0912872357302569","0.0676012062444546","0.114973265216059"
"Very high transfer dependency","2006","Single parent ","vocational + Abi","3","","",""
"Very high transfer dependency","2006","Single parent ","higher vocational","2","","",""
"Very high transfer dependency","2006","Single parent ","higher education","8","","",""
"Very high transfer dependency","2006","Couple + C. LE 16 ","in school","","","",""
"Very high transfer dependency","2006","Couple + C. LE 16 ","inadequately","5","","",""
"Very high transfer dependency","2006","Couple + C. LE 16 ","general elemantary","23","","",""
"Very high transfer dependency","2006","Couple + C. LE 16 ","middle vocational","52","0.0304618690149906","0.0227038090164305","0.0382199290135507"
"Very high transfer dependency","2006","Couple + C. LE 16 ","vocational + Abi","5","","",""
"Very high transfer dependency","2006","Couple + C. LE 16 ","higher vocational","2","","",""
"Very high transfer dependency","2006","Couple + C. LE 16 ","higher education","7","","",""
"Very high transfer dependency","2006","Couple + C. GT 16 ","in school","4","","",""
"Very high transfer dependency","2006","Couple + C. GT 16 ","inadequately","1","","",""
"Very high transfer dependency","2006","Couple + C. GT 16 ","general elemantary","5","","",""
"Very high transfer dependency","2006","Couple + C. GT 16 ","middle vocational","22","","",""
"Very high transfer dependency","2006","Couple + C. GT 16 ","vocational + Abi","1","","",""
"Very high transfer dependency","2006","Couple + C. GT 16 ","higher vocational","","","",""
"Very high transfer dependency","2006","Couple + C. GT 16 ","higher education","4","","",""
"Very high transfer dependency","2006","Couple + C. LE and GT 16","in school","8","","",""
"Very high transfer dependency","2006","Couple + C. LE and GT 16","inadequately","4","","",""
"Very high transfer dependency","2006","Couple + C. LE and GT 16","general elemantary","7","","",""
"Very high transfer dependency","2006","Couple + C. LE and GT 16","middle vocational","8","","",""
"Very high transfer dependency","2006","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Very high transfer dependency","2006","Couple + C. LE and GT 16","higher vocational","","","",""
"Very high transfer dependency","2006","Couple + C. LE and GT 16","higher education","1","","",""
"Complete transfer dependency","2006","1-pers.-HH","in school","","","",""
"Complete transfer dependency","2006","1-pers.-HH","inadequately","2","","",""
"Complete transfer dependency","2006","1-pers.-HH","general elemantary","17","","",""
"Complete transfer dependency","2006","1-pers.-HH","middle vocational","58","0.0352337729354538","0.0264540257675939","0.0440135201033138"
"Complete transfer dependency","2006","1-pers.-HH","vocational + Abi","6","","",""
"Complete transfer dependency","2006","1-pers.-HH","higher vocational","5","","",""
"Complete transfer dependency","2006","1-pers.-HH","higher education","4","","",""
"Complete transfer dependency","2006","(Married) couple without C. ","in school","","","",""
"Complete transfer dependency","2006","(Married) couple without C. ","inadequately","2","","",""
"Complete transfer dependency","2006","(Married) couple without C. ","general elemantary","4","","",""
"Complete transfer dependency","2006","(Married) couple without C. ","middle vocational","16","","",""
"Complete transfer dependency","2006","(Married) couple without C. ","vocational + Abi","1","","",""
"Complete transfer dependency","2006","(Married) couple without C. ","higher vocational","2","","",""
"Complete transfer dependency","2006","(Married) couple without C. ","higher education","4","","",""
"Complete transfer dependency","2006","Single parent ","in school","1","","",""
"Complete transfer dependency","2006","Single parent ","inadequately","5","","",""
"Complete transfer dependency","2006","Single parent ","general elemantary","17","","",""
"Complete transfer dependency","2006","Single parent ","middle vocational","26","","",""
"Complete transfer dependency","2006","Single parent ","vocational + Abi","","","",""
"Complete transfer dependency","2006","Single parent ","higher vocational","4","","",""
"Complete transfer dependency","2006","Single parent ","higher education","3","","",""
"Complete transfer dependency","2006","Couple + C. LE 16 ","in school","","","",""
"Complete transfer dependency","2006","Couple + C. LE 16 ","inadequately","3","","",""
"Complete transfer dependency","2006","Couple + C. LE 16 ","general elemantary","16","","",""
"Complete transfer dependency","2006","Couple + C. LE 16 ","middle vocational","17","","",""
"Complete transfer dependency","2006","Couple + C. LE 16 ","vocational + Abi","2","","",""
"Complete transfer dependency","2006","Couple + C. LE 16 ","higher vocational","","","",""
"Complete transfer dependency","2006","Couple + C. LE 16 ","higher education","1","","",""
"Complete transfer dependency","2006","Couple + C. GT 16 ","in school","1","","",""
"Complete transfer dependency","2006","Couple + C. GT 16 ","inadequately","1","","",""
"Complete transfer dependency","2006","Couple + C. GT 16 ","general elemantary","1","","",""
"Complete transfer dependency","2006","Couple + C. GT 16 ","middle vocational","4","","",""
"Complete transfer dependency","2006","Couple + C. GT 16 ","vocational + Abi","","","",""
"Complete transfer dependency","2006","Couple + C. GT 16 ","higher vocational","","","",""
"Complete transfer dependency","2006","Couple + C. GT 16 ","higher education","2","","",""
"Complete transfer dependency","2006","Couple + C. LE and GT 16","in school","5","","",""
"Complete transfer dependency","2006","Couple + C. LE and GT 16","inadequately","4","","",""
"Complete transfer dependency","2006","Couple + C. LE and GT 16","general elemantary","3","","",""
"Complete transfer dependency","2006","Couple + C. LE and GT 16","middle vocational","4","","",""
"Complete transfer dependency","2006","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"Complete transfer dependency","2006","Couple + C. LE and GT 16","higher vocational","1","","",""
"Complete transfer dependency","2006","Couple + C. LE and GT 16","higher education","1","","",""
"No transfer dependency","2007","1-pers.-HH","in school","2","","",""
"No transfer dependency","2007","1-pers.-HH","inadequately","12","","",""
"No transfer dependency","2007","1-pers.-HH","general elemantary","334","0.749135817427653","0.708017648742038","0.790253986113268"
"No transfer dependency","2007","1-pers.-HH","middle vocational","1218","0.756607123918643","0.73583813706799","0.777376110769296"
"No transfer dependency","2007","1-pers.-HH","vocational + Abi","134","0.736679269186179","0.67233741255359","0.801021125818768"
"No transfer dependency","2007","1-pers.-HH","higher vocational","162","0.787998242971767","0.731772859415424","0.84422362652811"
"No transfer dependency","2007","1-pers.-HH","higher education","509","0.822454057383054","0.792519549410328","0.85238856535578"
"No transfer dependency","2007","(Married) couple without C. ","in school","1","","",""
"No transfer dependency","2007","(Married) couple without C. ","inadequately","38","0.694090294152637","0.576512123436666","0.811668464868608"
"No transfer dependency","2007","(Married) couple without C. ","general elemantary","523","0.784348165289167","0.75334501937834","0.815351311199993"
"No transfer dependency","2007","(Married) couple without C. ","middle vocational","2951","0.77078091189193","0.757495017845461","0.784066805938398"
"No transfer dependency","2007","(Married) couple without C. ","vocational + Abi","266","0.799878163674266","0.758082048294168","0.841674279054364"
"No transfer dependency","2007","(Married) couple without C. ","higher vocational","431","0.729825708256393","0.693435740887554","0.766215675625232"
"No transfer dependency","2007","(Married) couple without C. ","higher education","1323","0.746636848051784","0.726420223348374","0.766853472755194"
"No transfer dependency","2007","Single parent ","in school","","","",""
"No transfer dependency","2007","Single parent ","inadequately","1","","",""
"No transfer dependency","2007","Single parent ","general elemantary","23","","",""
"No transfer dependency","2007","Single parent ","middle vocational","94","0.139250125334403","0.110049813286154","0.168450437382652"
"No transfer dependency","2007","Single parent ","vocational + Abi","5","","",""
"No transfer dependency","2007","Single parent ","higher vocational","8","","",""
"No transfer dependency","2007","Single parent ","higher education","21","","",""
"No transfer dependency","2007","Couple + C. LE 16 ","in school","","","",""
"No transfer dependency","2007","Couple + C. LE 16 ","inadequately","","","",""
"No transfer dependency","2007","Couple + C. LE 16 ","general elemantary","1","","",""
"No transfer dependency","2007","Couple + C. LE 16 ","middle vocational","21","","",""
"No transfer dependency","2007","Couple + C. LE 16 ","vocational + Abi","7","","",""
"No transfer dependency","2007","Couple + C. LE 16 ","higher vocational","6","","",""
"No transfer dependency","2007","Couple + C. LE 16 ","higher education","21","","",""
"No transfer dependency","2007","Couple + C. GT 16 ","in school","","","",""
"No transfer dependency","2007","Couple + C. GT 16 ","inadequately","8","","",""
"No transfer dependency","2007","Couple + C. GT 16 ","general elemantary","68","0.147428688321969","0.113318791876788","0.181538584767149"
"No transfer dependency","2007","Couple + C. GT 16 ","middle vocational","397","0.210003060023649","0.190941483692161","0.229064636355138"
"No transfer dependency","2007","Couple + C. GT 16 ","vocational + Abi","23","","",""
"No transfer dependency","2007","Couple + C. GT 16 ","higher vocational","50","0.236466379999962","0.178300280173073","0.294632479826851"
"No transfer dependency","2007","Couple + C. GT 16 ","higher education","106","0.174075123590542","0.144675870868011","0.203474376313072"
"No transfer dependency","2007","Couple + C. LE and GT 16","in school","","","",""
"No transfer dependency","2007","Couple + C. LE and GT 16","inadequately","","","",""
"No transfer dependency","2007","Couple + C. LE and GT 16","general elemantary","2","","",""
"No transfer dependency","2007","Couple + C. LE and GT 16","middle vocational","","","",""
"No transfer dependency","2007","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"No transfer dependency","2007","Couple + C. LE and GT 16","higher vocational","","","",""
"No transfer dependency","2007","Couple + C. LE and GT 16","higher education","1","","",""
"Very low transfer dependency","2007","1-pers.-HH","in school","","","",""
"Very low transfer dependency","2007","1-pers.-HH","inadequately","3","","",""
"Very low transfer dependency","2007","1-pers.-HH","general elemantary","36","0.0953565713449809","0.0674986836360694","0.123214459053892"
"Very low transfer dependency","2007","1-pers.-HH","middle vocational","194","0.114622075115194","0.0992041956860174","0.13003995454437"
"Very low transfer dependency","2007","1-pers.-HH","vocational + Abi","27","","",""
"Very low transfer dependency","2007","1-pers.-HH","higher vocational","23","","",""
"Very low transfer dependency","2007","1-pers.-HH","higher education","78","0.103163132961146","0.0793355542844087","0.126990711637884"
"Very low transfer dependency","2007","(Married) couple without C. ","in school","","","",""
"Very low transfer dependency","2007","(Married) couple without C. ","inadequately","10","","",""
"Very low transfer dependency","2007","(Married) couple without C. ","general elemantary","93","0.131974876011375","0.106460407728798","0.157489344293952"
"Very low transfer dependency","2007","(Married) couple without C. ","middle vocational","660","0.163812469721683","0.152114102735695","0.175510836707671"
"Very low transfer dependency","2007","(Married) couple without C. ","vocational + Abi","75","0.17412018357974","0.134505175963942","0.213735191195539"
"Very low transfer dependency","2007","(Married) couple without C. ","higher vocational","112","0.195515447345238","0.163014241872574","0.228016652817902"
"Very low transfer dependency","2007","(Married) couple without C. ","higher education","389","0.210783054082841","0.191824803470009","0.229741304695673"
"Very low transfer dependency","2007","Single parent ","in school","58","0.690807195624742","0.596369084336404","0.785245306913081"
"Very low transfer dependency","2007","Single parent ","inadequately","6","","",""
"Very low transfer dependency","2007","Single parent ","general elemantary","74","0.425253823893864","0.35604169397312","0.494465953814607"
"Very low transfer dependency","2007","Single parent ","middle vocational","251","0.503332120003448","0.461161346084791","0.545502893922103"
"Very low transfer dependency","2007","Single parent ","vocational + Abi","30","0.586888333504891","0.446118165085615","0.727658501924168"
"Very low transfer dependency","2007","Single parent ","higher vocational","25","","",""
"Very low transfer dependency","2007","Single parent ","higher education","106","0.650150180661906","0.574331893688421","0.725968467635391"
"Very low transfer dependency","2007","Couple + C. LE 16 ","in school","","","",""
"Very low transfer dependency","2007","Couple + C. LE 16 ","inadequately","12","","",""
"Very low transfer dependency","2007","Couple + C. LE 16 ","general elemantary","150","0.639186145669525","0.577654937672412","0.700717353666637"
"Very low transfer dependency","2007","Couple + C. LE 16 ","middle vocational","1380","0.807995848413836","0.789228289581136","0.826763407246535"
"Very low transfer dependency","2007","Couple + C. LE 16 ","vocational + Abi","298","0.845680306064568","0.807887571440618","0.883473040688518"
"Very low transfer dependency","2007","Couple + C. LE 16 ","higher vocational","326","0.915086905114721","0.886211699654199","0.943962110575243"
"Very low transfer dependency","2007","Couple + C. LE 16 ","higher education","797","0.89244094920604","0.871782179946891","0.913099718465188"
"Very low transfer dependency","2007","Couple + C. GT 16 ","in school","259","0.923036778839332","0.891592280458206","0.954481277220458"
"Very low transfer dependency","2007","Couple + C. GT 16 ","inadequately","26","","",""
"Very low transfer dependency","2007","Couple + C. GT 16 ","general elemantary","283","0.700066754603258","0.655980208798751","0.744153300407764"
"Very low transfer dependency","2007","Couple + C. GT 16 ","middle vocational","1186","0.678233932735612","0.656371767378439","0.700096098092785"
"Very low transfer dependency","2007","Couple + C. GT 16 ","vocational + Abi","110","0.741846544236471","0.669356213086556","0.814336875386386"
"Very low transfer dependency","2007","Couple + C. GT 16 ","higher vocational","146","0.74004963146924","0.680008785528545","0.800090477409934"
"Very low transfer dependency","2007","Couple + C. GT 16 ","higher education","508","0.754099098549223","0.720710981052114","0.787487216046333"
"Very low transfer dependency","2007","Couple + C. LE and GT 16","in school","195","0.795117293480625","0.743292404378757","0.846942182582492"
"Very low transfer dependency","2007","Couple + C. LE and GT 16","inadequately","8","","",""
"Very low transfer dependency","2007","Couple + C. LE and GT 16","general elemantary","147","0.653730473274737","0.587122448214633","0.720338498334842"
"Very low transfer dependency","2007","Couple + C. LE and GT 16","middle vocational","471","0.822648283752016","0.790609459847167","0.854687107656865"
"Very low transfer dependency","2007","Couple + C. LE and GT 16","vocational + Abi","55","0.724496884957396","0.6205765746785","0.828417195236293"
"Very low transfer dependency","2007","Couple + C. LE and GT 16","higher vocational","92","0.895803971868868","0.837643592268737","0.953964351468999"
"Very low transfer dependency","2007","Couple + C. LE and GT 16","higher education","206","0.869187687819709","0.824831654833007","0.913543720806411"
"Low transfer dependency","2007","1-pers.-HH","in school","","","",""
"Low transfer dependency","2007","1-pers.-HH","inadequately","1","","",""
"Low transfer dependency","2007","1-pers.-HH","general elemantary","20","","",""
"Low transfer dependency","2007","1-pers.-HH","middle vocational","72","0.0403613972788494","0.030836438206763","0.0498863563509357"
"Low transfer dependency","2007","1-pers.-HH","vocational + Abi","4","","",""
"Low transfer dependency","2007","1-pers.-HH","higher vocational","4","","",""
"Low transfer dependency","2007","1-pers.-HH","higher education","12","","",""
"Low transfer dependency","2007","(Married) couple without C. ","in school","1","","",""
"Low transfer dependency","2007","(Married) couple without C. ","inadequately","6","","",""
"Low transfer dependency","2007","(Married) couple without C. ","general elemantary","35","0.0495384918698209","0.0331811247764409","0.065895858963201"
"Low transfer dependency","2007","(Married) couple without C. ","middle vocational","140","0.0406589746188204","0.0344163871179701","0.0469015621196706"
"Low transfer dependency","2007","(Married) couple without C. ","vocational + Abi","8","","",""
"Low transfer dependency","2007","(Married) couple without C. ","higher vocational","16","","",""
"Low transfer dependency","2007","(Married) couple without C. ","higher education","35","0.0228281947646526","0.0158858934213111","0.0297704961079942"
"Low transfer dependency","2007","Single parent ","in school","17","","",""
"Low transfer dependency","2007","Single parent ","inadequately","4","","",""
"Low transfer dependency","2007","Single parent ","general elemantary","31","0.10640932621058","0.0632396078127097","0.14957904460845"
"Low transfer dependency","2007","Single parent ","middle vocational","72","0.137372525303882","0.108338129347541","0.166406921260224"
"Low transfer dependency","2007","Single parent ","vocational + Abi","7","","",""
"Low transfer dependency","2007","Single parent ","higher vocational","4","","",""
"Low transfer dependency","2007","Single parent ","higher education","10","","",""
"Low transfer dependency","2007","Couple + C. LE 16 ","in school","","","",""
"Low transfer dependency","2007","Couple + C. LE 16 ","inadequately","5","","",""
"Low transfer dependency","2007","Couple + C. LE 16 ","general elemantary","39","0.202762221684679","0.15124794360427","0.254276499765087"
"Low transfer dependency","2007","Couple + C. LE 16 ","middle vocational","174","0.0982691918778613","0.0840853115658306","0.112453072189892"
"Low transfer dependency","2007","Couple + C. LE 16 ","vocational + Abi","33","0.084494961903577","0.0553984915019208","0.113591432305233"
"Low transfer dependency","2007","Couple + C. LE 16 ","higher vocational","25","","",""
"Low transfer dependency","2007","Couple + C. LE 16 ","higher education","36","0.0393621325250732","0.0263960022602438","0.0523282627899025"
"Low transfer dependency","2007","Couple + C. GT 16 ","in school","9","","",""
"Low transfer dependency","2007","Couple + C. GT 16 ","inadequately","6","","",""
"Low transfer dependency","2007","Couple + C. GT 16 ","general elemantary","38","0.073768828861697","0.0486198599913438","0.0989177977320501"
"Low transfer dependency","2007","Couple + C. GT 16 ","middle vocational","113","0.0685193678542692","0.0566963897599189","0.0803423459486194"
"Low transfer dependency","2007","Couple + C. GT 16 ","vocational + Abi","7","","",""
"Low transfer dependency","2007","Couple + C. GT 16 ","higher vocational","6","","",""
"Low transfer dependency","2007","Couple + C. GT 16 ","higher education","17","","",""
"Low transfer dependency","2007","Couple + C. LE and GT 16","in school","24","","",""
"Low transfer dependency","2007","Couple + C. LE and GT 16","inadequately","8","","",""
"Low transfer dependency","2007","Couple + C. LE and GT 16","general elemantary","27","","",""
"Low transfer dependency","2007","Couple + C. LE and GT 16","middle vocational","50","0.118373508987265","0.0912765005719882","0.145470517402542"
"Low transfer dependency","2007","Couple + C. LE and GT 16","vocational + Abi","10","","",""
"Low transfer dependency","2007","Couple + C. LE and GT 16","higher vocational","11","","",""
"Low transfer dependency","2007","Couple + C. LE and GT 16","higher education","10","","",""
"High transfer dependency","2007","1-pers.-HH","in school","","","",""
"High transfer dependency","2007","1-pers.-HH","inadequately","1","","",""
"High transfer dependency","2007","1-pers.-HH","general elemantary","13","","",""
"High transfer dependency","2007","1-pers.-HH","middle vocational","42","0.0239682503790075","0.0165657863448059","0.0313707144132091"
"High transfer dependency","2007","1-pers.-HH","vocational + Abi","3","","",""
"High transfer dependency","2007","1-pers.-HH","higher vocational","4","","",""
"High transfer dependency","2007","1-pers.-HH","higher education","8","","",""
"High transfer dependency","2007","(Married) couple without C. ","in school","","","",""
"High transfer dependency","2007","(Married) couple without C. ","inadequately","2","","",""
"High transfer dependency","2007","(Married) couple without C. ","general elemantary","15","","",""
"High transfer dependency","2007","(Married) couple without C. ","middle vocational","49","0.0125803061293186","0.00905743776127777","0.0161031744973593"
"High transfer dependency","2007","(Married) couple without C. ","vocational + Abi","3","","",""
"High transfer dependency","2007","(Married) couple without C. ","higher vocational","8","","",""
"High transfer dependency","2007","(Married) couple without C. ","higher education","22","","",""
"High transfer dependency","2007","Single parent ","in school","8","","",""
"High transfer dependency","2007","Single parent ","inadequately","1","","",""
"High transfer dependency","2007","Single parent ","general elemantary","28","","",""
"High transfer dependency","2007","Single parent ","middle vocational","52","0.0939062743907258","0.0693034436935788","0.118509105087873"
"High transfer dependency","2007","Single parent ","vocational + Abi","1","","",""
"High transfer dependency","2007","Single parent ","higher vocational","4","","",""
"High transfer dependency","2007","Single parent ","higher education","3","","",""
