"transab_cat","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","2001","Not Employed","higher vocational","293","0.700722267022926","0.659144104300519","0.742300429745332"
"No transfer dependency","2001","Not Employed","higher education","507","0.677876034367942","0.645555615766703","0.71019645296918"
"No transfer dependency","2001","Employed","in school","5","","",""
"No transfer dependency","2001","Employed","inadequately","31","0.286180594490228","0.208783134369092","0.363578054611364"
"No transfer dependency","2001","Employed","general elemantary","385","0.322742741611397","0.298561647510271","0.346923835712523"
"No transfer dependency","2001","Employed","middle vocational","2461","0.403233299503872","0.39196875076364","0.414497848244104"
"No transfer dependency","2001","Employed","vocational + Abi","290","0.444505138792661","0.409744185467269","0.479266092118054"
"No transfer dependency","2001","Employed","higher vocational","360","0.367888010330889","0.340558155033549","0.39521786562823"
"No transfer dependency","2001","Employed","higher education","953","0.421818944680619","0.403269998569428","0.44036789079181"
"Very low transfer dependency","2001","Not Employed","in school","350","0.858792720579868","0.825166953284241","0.892418487875495"
"Very low transfer dependency","2001","Not Employed","inadequately","49","0.221805268499835","0.160425982937743","0.283184554061926"
"Very low transfer dependency","2001","Not Employed","general elemantary","501","0.25100183624572","0.229965658117982","0.272038014373457"
"Very low transfer dependency","2001","Not Employed","middle vocational","1113","0.219215437529368","0.206669098189427","0.231761776869309"
"Very low transfer dependency","2001","Not Employed","vocational + Abi","103","0.301825836883368","0.247668956038329","0.355982717728406"
"Very low transfer dependency","2001","Not Employed","higher vocational","122","0.209891063294601","0.172917135095897","0.246864991493306"
"Very low transfer dependency","2001","Not Employed","higher education","203","0.222941221154044","0.194153158326408","0.251729283981679"
"Very low transfer dependency","2001","Employed","in school","101","0.832438854549531","0.765616726889205","0.899260982209856"
"Very low transfer dependency","2001","Employed","inadequately","71","0.459231560145105","0.373895227428678","0.544567892861532"
"Very low transfer dependency","2001","Employed","general elemantary","855","0.548520686316521","0.522782004299249","0.574259368333794"
"Very low transfer dependency","2001","Employed","middle vocational","4158","0.516323954520527","0.504848451287284","0.52779945775377"
"Very low transfer dependency","2001","Employed","vocational + Abi","429","0.484840483057739","0.44987950579696","0.519801460318517"
"Very low transfer dependency","2001","Employed","higher vocational","749","0.569228605949106","0.541164624312715","0.597292587585497"
"Very low transfer dependency","2001","Employed","higher education","1647","0.540204740827671","0.521485608667398","0.558923872987944"
"Low transfer dependency","2001","Not Employed","in school","35","0.075029479732895","0.0495916886453601","0.10046727082043"
"Low transfer dependency","2001","Not Employed","inadequately","28","","",""
"Low transfer dependency","2001","Not Employed","general elemantary","114","0.0498049457424961","0.0392506166363365","0.0603592748486556"
"Low transfer dependency","2001","Not Employed","middle vocational","326","0.0587341291456124","0.0516036736057253","0.0658645846854994"
"Low transfer dependency","2001","Not Employed","vocational + Abi","23","","",""
"Low transfer dependency","2001","Not Employed","higher vocational","26","","",""
"Low transfer dependency","2001","Not Employed","higher education","49","0.0487336439288085","0.0338415478376701","0.0636257400199468"
"Low transfer dependency","2001","Employed","in school","12","","",""
"Low transfer dependency","2001","Employed","inadequately","16","","",""
"Low transfer dependency","2001","Employed","general elemantary","132","0.0823242069343589","0.0681081456570324","0.0965402682116853"
"Low transfer dependency","2001","Employed","middle vocational","484","0.0548680281276174","0.0496387803967961","0.0600972758584387"
"Low transfer dependency","2001","Employed","vocational + Abi","51","0.0497403314380631","0.0345317485661433","0.0649489143099829"
"Low transfer dependency","2001","Employed","higher vocational","65","0.0430267014567615","0.0315266061939911","0.0545267967195319"
"Low transfer dependency","2001","Employed","higher education","95","0.0269638067458859","0.0208799445191136","0.0330476689726583"
"High transfer dependency","2001","Not Employed","in school","10","","",""
"High transfer dependency","2001","Not Employed","inadequately","18","","",""
"High transfer dependency","2001","Not Employed","general elemantary","42","0.0197160661034316","0.0129711882521837","0.0264609439546795"
"High transfer dependency","2001","Not Employed","middle vocational","117","0.0215303376789825","0.0171286932528446","0.0259319821051204"
"High transfer dependency","2001","Not Employed","vocational + Abi","2","","",""
"High transfer dependency","2001","Not Employed","higher vocational","10","","",""
"High transfer dependency","2001","Not Employed","higher education","17","","",""
"High transfer dependency","2001","Employed","in school","2","","",""
"High transfer dependency","2001","Employed","inadequately","7","","",""
"High transfer dependency","2001","Employed","general elemantary","34","0.0260458178550924","0.0178080578740492","0.0342835778361357"
"High transfer dependency","2001","Employed","middle vocational","130","0.0169774862349047","0.0140109357834485","0.0199440366863609"
"High transfer dependency","2001","Employed","vocational + Abi","11","","",""
"High transfer dependency","2001","Employed","higher vocational","15","","",""
"High transfer dependency","2001","Employed","higher education","19","","",""
"Very high transfer dependency","2001","Not Employed","in school","8","","",""
"Very high transfer dependency","2001","Not Employed","inadequately","5","","",""
"Very high transfer dependency","2001","Not Employed","general elemantary","39","0.0224994535319726","0.0153044252849636","0.0296944817789816"
"Very high transfer dependency","2001","Not Employed","middle vocational","107","0.0242133127644979","0.0195518694895322","0.0288747560394635"
"Very high transfer dependency","2001","Not Employed","vocational + Abi","17","","",""
"Very high transfer dependency","2001","Not Employed","higher vocational","9","","",""
"Very high transfer dependency","2001","Not Employed","higher education","14","","",""
"Very high transfer dependency","2001","Employed","in school","","","",""
"Very high transfer dependency","2001","Employed","inadequately","6","","",""
"Very high transfer dependency","2001","Employed","general elemantary","30","0.0203665472826302","0.0130608549356902","0.0276722396295702"
"Very high transfer dependency","2001","Employed","middle vocational","52","0.00859723161307886","0.00647722268399562","0.0107172405421621"
"Very high transfer dependency","2001","Employed","vocational + Abi","4","","",""
"Very high transfer dependency","2001","Employed","higher vocational","7","","",""
"Very high transfer dependency","2001","Employed","higher education","9","","",""
"Complete transfer dependency","2001","Not Employed","in school","5","","",""
"Complete transfer dependency","2001","Not Employed","inadequately","11","","",""
"Complete transfer dependency","2001","Not Employed","general elemantary","39","0.0240370529720046","0.0166060867197461","0.0314680192242632"
"Complete transfer dependency","2001","Not Employed","middle vocational","98","0.0224097861248473","0.0179211631095535","0.0268984091401411"
"Complete transfer dependency","2001","Not Employed","vocational + Abi","9","","",""
"Complete transfer dependency","2001","Not Employed","higher vocational","6","","",""
"Complete transfer dependency","2001","Not Employed","higher education","13","","",""
"Complete transfer dependency","2001","Employed","in school","","","",""
"Complete transfer dependency","2001","Employed","inadequately","","","",""
"Complete transfer dependency","2001","Employed","general elemantary","","","",""
"Complete transfer dependency","2001","Employed","middle vocational","","","",""
"Complete transfer dependency","2001","Employed","vocational + Abi","","","",""
"Complete transfer dependency","2001","Employed","higher vocational","","","",""
"Complete transfer dependency","2001","Employed","higher education","","","",""
"No transfer dependency","2002","Not Employed","in school","2","","",""
"No transfer dependency","2002","Not Employed","inadequately","65","0.459953517612519","0.383206213885949","0.536700821339088"
"No transfer dependency","2002","Not Employed","general elemantary","863","0.640334633640197","0.61638946313002","0.664279804150375"
"No transfer dependency","2002","Not Employed","middle vocational","2459","0.657360749976838","0.642968248141467","0.671753251812209"
"No transfer dependency","2002","Not Employed","vocational + Abi","126","0.494937563369368","0.438455235693343","0.551419891045394"
"No transfer dependency","2002","Not Employed","higher vocational","303","0.682995022542008","0.641411874647811","0.724578170436205"
"No transfer dependency","2002","Not Employed","higher education","597","0.67024270126637","0.640157014684085","0.700328387848655"
"No transfer dependency","2002","Employed","in school","6","","",""
"No transfer dependency","2002","Employed","inadequately","35","0.307043696247213","0.22310308756558","0.390984304928846"
"No transfer dependency","2002","Employed","general elemantary","347","0.313002268122693","0.287958100755473","0.338046435489912"
"No transfer dependency","2002","Employed","middle vocational","2478","0.396823949414925","0.385577077768918","0.408070821060932"
"No transfer dependency","2002","Employed","vocational + Abi","324","0.445274750836083","0.411902823042343","0.478646678629822"
"No transfer dependency","2002","Employed","higher vocational","383","0.364889659292399","0.338192058072808","0.39158726051199"
"No transfer dependency","2002","Employed","higher education","1250","0.435241473077517","0.418996295723589","0.451486650431446"
"Very low transfer dependency","2002","Not Employed","in school","420","0.812567281655207","0.777691181161147","0.847443382149266"
"Very low transfer dependency","2002","Not Employed","inadequately","43","0.182855510122521","0.123331245611288","0.242379774633754"
"Very low transfer dependency","2002","Not Employed","general elemantary","451","0.229030910721547","0.208064182726949","0.249997638716145"
"Very low transfer dependency","2002","Not Employed","middle vocational","1139","0.21135717871799","0.198975927597128","0.223738429838851"
"Very low transfer dependency","2002","Not Employed","vocational + Abi","112","0.254612123210997","0.205397343562499","0.303826902859495"
"Very low transfer dependency","2002","Not Employed","higher vocational","123","0.210153439896233","0.173743901751231","0.246562978041234"
"Very low transfer dependency","2002","Not Employed","higher education","246","0.212700428280872","0.186512516960285","0.23888833960146"
"Very low transfer dependency","2002","Employed","in school","105","0.772747688209668","0.698690273428727","0.846805102990609"
"Very low transfer dependency","2002","Employed","inadequately","52","0.427556066527118","0.337527131768676","0.517585001285559"
"Very low transfer dependency","2002","Employed","general elemantary","806","0.554864988454125","0.52802423259262","0.58170574431563"
"Very low transfer dependency","2002","Employed","middle vocational","4178","0.514731915414522","0.503242652445904","0.52622117838314"
"Very low transfer dependency","2002","Employed","vocational + Abi","472","0.485251353410042","0.4516923327866","0.518810374033485"
"Very low transfer dependency","2002","Employed","higher vocational","798","0.569436517706051","0.541976037617424","0.596896997794679"
"Very low transfer dependency","2002","Employed","higher education","2204","0.521979138696682","0.505611805592958","0.538346471800407"
"Low transfer dependency","2002","Not Employed","in school","32","0.0888599181315892","0.0634313981720458","0.114288438091133"
"Low transfer dependency","2002","Not Employed","inadequately","19","","",""
"Low transfer dependency","2002","Not Employed","general elemantary","102","0.053237106778565","0.0420351739350369","0.0644390396220931"
"Low transfer dependency","2002","Not Employed","middle vocational","274","0.0559037867329909","0.0489368062407883","0.0628707672251934"
"Low transfer dependency","2002","Not Employed","vocational + Abi","34","0.111397928369073","0.0758546845152763","0.146941172222871"
"Low transfer dependency","2002","Not Employed","higher vocational","24","","",""
"Low transfer dependency","2002","Not Employed","higher education","42","0.045563924713181","0.032218553525848","0.058909295900514"
"Low transfer dependency","2002","Employed","in school","11","","",""
"Low transfer dependency","2002","Employed","inadequately","20","","",""
"Low transfer dependency","2002","Employed","general elemantary","103","0.0763475899498995","0.0620056746417945","0.0906895052580045"
"Low transfer dependency","2002","Employed","middle vocational","448","0.0615428042265718","0.0560181305411745","0.067067477911969"
"Low transfer dependency","2002","Employed","vocational + Abi","39","0.0462258910797243","0.0321267159867764","0.0603250661726721"
"Low transfer dependency","2002","Employed","higher vocational","59","0.0601954571536531","0.0470047675657379","0.0733861467415683"
"Low transfer dependency","2002","Employed","higher education","104","0.034792740819881","0.028788162226786","0.0407973194129761"
"High transfer dependency","2002","Not Employed","in school","18","","",""
"High transfer dependency","2002","Not Employed","inadequately","12","","",""
"High transfer dependency","2002","Not Employed","general elemantary","46","0.0254715363370494","0.017610316118506","0.0333327565555928"
"High transfer dependency","2002","Not Employed","middle vocational","128","0.0301408845548885","0.024955891534076","0.035325877575701"
"High transfer dependency","2002","Not Employed","vocational + Abi","7","","",""
"High transfer dependency","2002","Not Employed","higher vocational","6","","",""
"High transfer dependency","2002","Not Employed","higher education","15","","",""
"High transfer dependency","2002","Employed","in school","1","","",""
"High transfer dependency","2002","Employed","inadequately","6","","",""
"High transfer dependency","2002","Employed","general elemantary","45","0.0456675100846618","0.0343927132481488","0.0569423069211748"
"High transfer dependency","2002","Employed","middle vocational","125","0.0209037228021592","0.0176149393765396","0.0241925062277788"
"High transfer dependency","2002","Employed","vocational + Abi","11","","",""
"High transfer dependency","2002","Employed","higher vocational","8","","",""
"High transfer dependency","2002","Employed","higher education","17","","",""
"Very high transfer dependency","2002","Not Employed","in school","6","","",""
"Very high transfer dependency","2002","Not Employed","inadequately","9","","",""
"Very high transfer dependency","2002","Not Employed","general elemantary","37","0.018928417862338","0.0121289858840967","0.0257278498405793"
"Very high transfer dependency","2002","Not Employed","middle vocational","80","0.0193700267114821","0.0151904380250583","0.0235496153979059"
"Very high transfer dependency","2002","Not Employed","vocational + Abi","8","","",""
"Very high transfer dependency","2002","Not Employed","higher vocational","10","","",""
"Very high transfer dependency","2002","Not Employed","higher education","16","","",""
"Very high transfer dependency","2002","Employed","in school","","","",""
"Very high transfer dependency","2002","Employed","inadequately","3","","",""
"Very high transfer dependency","2002","Employed","general elemantary","16","","",""
"Very high transfer dependency","2002","Employed","middle vocational","40","0.0059976081418214","0.00422262793295473","0.00777258835068807"
"Very high transfer dependency","2002","Employed","vocational + Abi","6","","",""
"Very high transfer dependency","2002","Employed","higher vocational","1","","",""
"Very high transfer dependency","2002","Employed","higher education","3","","",""
"Complete transfer dependency","2002","Not Employed","in school","3","","",""
"Complete transfer dependency","2002","Not Employed","inadequately","14","","",""
"Complete transfer dependency","2002","Not Employed","general elemantary","44","0.0329973946603031","0.0240844999606299","0.0419102893599764"
"Complete transfer dependency","2002","Not Employed","middle vocational","97","0.0258673733058105","0.0210534289780982","0.0306813176335228"
"Complete transfer dependency","2002","Not Employed","vocational + Abi","14","","",""
"Complete transfer dependency","2002","Not Employed","higher vocational","15","","",""
"Complete transfer dependency","2002","Not Employed","higher education","22","","",""
"Complete transfer dependency","2002","Employed","in school","","","",""
"Complete transfer dependency","2002","Employed","inadequately","","","",""
"Complete transfer dependency","2002","Employed","general elemantary","","","",""
"Complete transfer dependency","2002","Employed","middle vocational","","","",""
"Complete transfer dependency","2002","Employed","vocational + Abi","","","",""
"Complete transfer dependency","2002","Employed","higher vocational","","","",""
"Complete transfer dependency","2002","Employed","higher education","","","",""
"No transfer dependency","2003","Not Employed","in school","3","","",""
"No transfer dependency","2003","Not Employed","inadequately","60","0.447833491289661","0.37054001430824","0.525126968271083"
"No transfer dependency","2003","Not Employed","general elemantary","831","0.612656474902096","0.587838068177933","0.637474881626258"
"No transfer dependency","2003","Not Employed","middle vocational","2416","0.644560791546612","0.629941728858615","0.65917985423461"
"No transfer dependency","2003","Not Employed","vocational + Abi","131","0.530622704095211","0.472580636509267","0.588664771681156"
"No transfer dependency","2003","Not Employed","higher vocational","294","0.624954288674888","0.581867567142548","0.668041010207228"
"No transfer dependency","2003","Not Employed","higher education","617","0.658119962896283","0.628114393121436","0.68812553267113"
"No transfer dependency","2003","Employed","in school","1","","",""
"No transfer dependency","2003","Employed","inadequately","36","0.370771374102128","0.277941287496002","0.463601460708254"
"No transfer dependency","2003","Employed","general elemantary","312","0.307531920429927","0.281846763238646","0.333217077621209"
"No transfer dependency","2003","Employed","middle vocational","2332","0.393084862384675","0.381533316901938","0.404636407867411"
"No transfer dependency","2003","Employed","vocational + Abi","315","0.420052154759958","0.38716047029808","0.452943839221836"
"No transfer dependency","2003","Employed","higher vocational","362","0.390449411309419","0.362661269691038","0.4182375529278"
"No transfer dependency","2003","Employed","higher education","1128","0.417449164471307","0.40075250499593","0.434145823946683"
"Very low transfer dependency","2003","Not Employed","in school","414","0.811779969682827","0.777169926906102","0.846390012459553"
"Very low transfer dependency","2003","Not Employed","inadequately","38","0.150302081061406","0.0947546085057265","0.205849553617086"
"Very low transfer dependency","2003","Not Employed","general elemantary","410","0.239745499927731","0.217994863694763","0.261496136160698"
"Very low transfer dependency","2003","Not Employed","middle vocational","1112","0.218488820684113","0.205868013622688","0.231109627745539"
"Very low transfer dependency","2003","Not Employed","vocational + Abi","108","0.322966012627754","0.268581834797275","0.377350190458233"
"Very low transfer dependency","2003","Not Employed","higher vocational","146","0.274468422711062","0.234753696356737","0.314183149065386"
"Very low transfer dependency","2003","Not Employed","higher education","243","0.226716041313361","0.200229631164691","0.253202451462031"
"Very low transfer dependency","2003","Employed","in school","106","0.87020750929853","0.809311146112087","0.931103872484972"
"Very low transfer dependency","2003","Employed","inadequately","38","0.323666319667218","0.233745411650617","0.41358722768382"
"Very low transfer dependency","2003","Employed","general elemantary","748","0.545511531563962","0.517797439809239","0.573225623318685"
"Very low transfer dependency","2003","Employed","middle vocational","3867","0.507316623654686","0.49549284069855","0.519140406610822"
"Very low transfer dependency","2003","Employed","vocational + Abi","475","0.469308710517493","0.436051155021985","0.502566266013001"
"Very low transfer dependency","2003","Employed","higher vocational","756","0.553734150325657","0.525418944622721","0.582049356028594"
"Very low transfer dependency","2003","Employed","higher education","2094","0.542376742730428","0.525508670563414","0.559244814897443"
"Low transfer dependency","2003","Not Employed","in school","44","0.102415692267569","0.0755702273801953","0.129261157154944"
"Low transfer dependency","2003","Not Employed","inadequately","24","","",""
"Low transfer dependency","2003","Not Employed","general elemantary","117","0.0676932411185442","0.0548944396083718","0.0804920426287166"
"Low transfer dependency","2003","Not Employed","middle vocational","270","0.051757801541079","0.0449914825308526","0.0585241205513054"
"Low transfer dependency","2003","Not Employed","vocational + Abi","19","","",""
"Low transfer dependency","2003","Not Employed","higher vocational","19","","",""
"Low transfer dependency","2003","Not Employed","higher education","52","0.0545204937417519","0.0401583779288597","0.068882609554644"
"Low transfer dependency","2003","Employed","in school","8","","",""
"Low transfer dependency","2003","Employed","inadequately","22","","",""
"Low transfer dependency","2003","Employed","general elemantary","105","0.0794149914091716","0.0643655477924161","0.0944644350259271"
"Low transfer dependency","2003","Employed","middle vocational","483","0.0681876845894567","0.0622262587920839","0.0741491103868295"
"Low transfer dependency","2003","Employed","vocational + Abi","60","0.0930201453535013","0.0736636216100471","0.112376669096956"
"Low transfer dependency","2003","Employed","higher vocational","48","0.0390967070423819","0.0280563740966594","0.0501370399881044"
"Low transfer dependency","2003","Employed","higher education","106","0.0294664315654306","0.0237407138852025","0.0351921492456587"
"High transfer dependency","2003","Not Employed","in school","14","","",""
"High transfer dependency","2003","Not Employed","inadequately","15","","",""
"High transfer dependency","2003","Not Employed","general elemantary","36","0.0177220156589573","0.011000131923011","0.0244438993949037"
"High transfer dependency","2003","Not Employed","middle vocational","115","0.0249242462502447","0.0201628413421693","0.0296856511583201"
"High transfer dependency","2003","Not Employed","vocational + Abi","6","","",""
"High transfer dependency","2003","Not Employed","higher vocational","6","","",""
"High transfer dependency","2003","Not Employed","higher education","13","","",""
"High transfer dependency","2003","Employed","in school","2","","",""
"High transfer dependency","2003","Employed","inadequately","3","","",""
"High transfer dependency","2003","Employed","general elemantary","51","0.0406804928784113","0.0296850686692543","0.0516759170875684"
"High transfer dependency","2003","Employed","middle vocational","125","0.0203823668731766","0.0170405045663049","0.0237242291800483"
"High transfer dependency","2003","Employed","vocational + Abi","11","","",""
"High transfer dependency","2003","Employed","higher vocational","12","","",""
"High transfer dependency","2003","Employed","higher education","13","","",""
"Very high transfer dependency","2003","Not Employed","in school","8","","",""
"Very high transfer dependency","2003","Not Employed","inadequately","7","","",""
"Very high transfer dependency","2003","Not Employed","general elemantary","38","0.0263760102370529","0.0182117391283602","0.0345402813457456"
"Very high transfer dependency","2003","Not Employed","middle vocational","88","0.0252805039008846","0.0204860669768354","0.0300749408249337"
"Very high transfer dependency","2003","Not Employed","vocational + Abi","10","","",""
"Very high transfer dependency","2003","Not Employed","higher vocational","9","","",""
"Very high transfer dependency","2003","Not Employed","higher education","14","","",""
"Very high transfer dependency","2003","Employed","in school","","","",""
"Very high transfer dependency","2003","Employed","inadequately","5","","",""
"Very high transfer dependency","2003","Employed","general elemantary","24","","",""
"Very high transfer dependency","2003","Employed","middle vocational","61","0.0110284624980057","0.00855854566727987","0.0134983793287316"
"Very high transfer dependency","2003","Employed","vocational + Abi","4","","",""
"Very high transfer dependency","2003","Employed","higher vocational","6","","",""
"Very high transfer dependency","2003","Employed","higher education","10","","",""
"Complete transfer dependency","2003","Not Employed","in school","7","","",""
"Complete transfer dependency","2003","Not Employed","inadequately","15","","",""
"Complete transfer dependency","2003","Not Employed","general elemantary","48","0.0358067581556194","0.0263404251846081","0.0452730911266307"
"Complete transfer dependency","2003","Not Employed","middle vocational","117","0.0349878360770661","0.0293756785168357","0.0405999936372964"
"Complete transfer dependency","2003","Not Employed","vocational + Abi","10","","",""
"Complete transfer dependency","2003","Not Employed","higher vocational","11","","",""
"Complete transfer dependency","2003","Not Employed","higher education","21","","",""
"Complete transfer dependency","2003","Employed","in school","","","",""
"Complete transfer dependency","2003","Employed","inadequately","","","",""
"Complete transfer dependency","2003","Employed","general elemantary","","","",""
"Complete transfer dependency","2003","Employed","middle vocational","","","",""
"Complete transfer dependency","2003","Employed","vocational + Abi","","","",""
"Complete transfer dependency","2003","Employed","higher vocational","","","",""
"Complete transfer dependency","2003","Employed","higher education","","","",""
"No transfer dependency","2004","Not Employed","in school","3","","",""
"No transfer dependency","2004","Not Employed","inadequately","49","0.417809759451854","0.338081703565211","0.497537815338497"
"No transfer dependency","2004","Not Employed","general elemantary","803","0.614668826535163","0.589275344856821","0.640062308213506"
"No transfer dependency","2004","Not Employed","middle vocational","2397","0.640392634830939","0.625716111381144","0.655069158280735"
"No transfer dependency","2004","Not Employed","vocational + Abi","126","0.553545067941137","0.495523582641102","0.611566553241172"
"No transfer dependency","2004","Not Employed","higher vocational","299","0.645034279154301","0.602666601804068","0.687401956504535"
"No transfer dependency","2004","Not Employed","higher education","630","0.669249308274416","0.639837909595766","0.698660706953065"
"No transfer dependency","2004","Employed","in school","","","",""
"No transfer dependency","2004","Employed","inadequately","25","","",""
"No transfer dependency","2004","Employed","general elemantary","277","0.296397347590177","0.269853202098295","0.322941493082058"
"No transfer dependency","2004","Employed","middle vocational","2178","0.386885849597069","0.375086573645151","0.398685125548987"
"No transfer dependency","2004","Employed","vocational + Abi","286","0.355900505738657","0.324049070244714","0.3877519412326"
"No transfer dependency","2004","Employed","higher vocational","341","0.371667778704932","0.34349167150763","0.399843885902233"
"No transfer dependency","2004","Employed","higher education","1137","0.432850162198596","0.415875826504876","0.449824497892317"
"Very low transfer dependency","2004","Not Employed","in school","455","0.811550487145347","0.778412472849568","0.844688501441126"
"Very low transfer dependency","2004","Not Employed","inadequately","59","0.325821840278742","0.250057148740015","0.401586531817469"
"Very low transfer dependency","2004","Not Employed","general elemantary","381","0.228863353921349","0.206943463219904","0.250783244622794"
"Very low transfer dependency","2004","Not Employed","middle vocational","1100","0.216966989132716","0.204361125451557","0.229572852813875"
"Very low transfer dependency","2004","Not Employed","vocational + Abi","108","0.298655020463779","0.245238660116986","0.352071380810572"
"Very low transfer dependency","2004","Not Employed","higher vocational","136","0.255506625577416","0.216889356988282","0.294123894166549"
"Very low transfer dependency","2004","Not Employed","higher education","262","0.221575300106711","0.195613170768555","0.247537429444866"
"Very low transfer dependency","2004","Employed","in school","83","0.852392103068628","0.780301091116025","0.92448311502123"
"Very low transfer dependency","2004","Employed","inadequately","48","0.508067189405341","0.410081746364973","0.606052632445709"
"Very low transfer dependency","2004","Employed","general elemantary","663","0.515527775689675","0.486478966431657","0.544576584947693"
"Very low transfer dependency","2004","Employed","middle vocational","3709","0.508766561334681","0.496655101135493","0.520878021533869"
"Very low transfer dependency","2004","Employed","vocational + Abi","512","0.542740493032666","0.509599485097266","0.575881500968066"
"Very low transfer dependency","2004","Employed","higher vocational","727","0.581975676470361","0.55321745244314","0.610733900497582"
"Very low transfer dependency","2004","Employed","higher education","1999","0.511795040929246","0.494670291784141","0.52891979007435"
"Low transfer dependency","2004","Not Employed","in school","43","0.108026787438119","0.0817233300760582","0.13433024480018"
"Low transfer dependency","2004","Not Employed","inadequately","14","","",""
"Low transfer dependency","2004","Not Employed","general elemantary","107","0.0666870007305699","0.0536697630643441","0.0797042383967956"
"Low transfer dependency","2004","Not Employed","middle vocational","289","0.0613462632399779","0.0540073373313224","0.0686851891486334"
"Low transfer dependency","2004","Not Employed","vocational + Abi","21","","",""
"Low transfer dependency","2004","Not Employed","higher vocational","23","","",""
"Low transfer dependency","2004","Not Employed","higher education","39","0.0407657523945605","0.0284039612655001","0.0531275435236209"
"Low transfer dependency","2004","Employed","in school","7","","",""
"Low transfer dependency","2004","Employed","inadequately","17","","",""
"Low transfer dependency","2004","Employed","general elemantary","115","0.100627935638301","0.0831416794375183","0.118114191839083"
"Low transfer dependency","2004","Employed","middle vocational","464","0.0681708059210959","0.0620647519866427","0.0742768598555491"
"Low transfer dependency","2004","Employed","vocational + Abi","53","0.0744225116509352","0.0569624094514955","0.0918826138503749"
"Low transfer dependency","2004","Employed","higher vocational","50","0.0392763529702683","0.0279504278333955","0.0506022781071411"
"Low transfer dependency","2004","Employed","higher education","110","0.0426946693609029","0.0357685949313465","0.0496207437904593"
"High transfer dependency","2004","Not Employed","in school","13","","",""
"High transfer dependency","2004","Not Employed","inadequately","11","","",""
"High transfer dependency","2004","Not Employed","general elemantary","36","0.0223571926063414","0.0146431270907207","0.0300712581219622"
"High transfer dependency","2004","Not Employed","middle vocational","98","0.019757387042861","0.0155012335435946","0.0240135405421275"
"High transfer dependency","2004","Not Employed","vocational + Abi","6","","",""
"High transfer dependency","2004","Not Employed","higher vocational","9","","",""
"High transfer dependency","2004","Not Employed","higher education","21","","",""
"High transfer dependency","2004","Employed","in school","2","","",""
"High transfer dependency","2004","Employed","inadequately","7","","",""
"High transfer dependency","2004","Employed","general elemantary","58","0.0597485982576559","0.045971628219953","0.0735255682953588"
"High transfer dependency","2004","Employed","middle vocational","127","0.0226214060985849","0.0190190679668344","0.0262237442303354"
"High transfer dependency","2004","Employed","vocational + Abi","12","","",""
"High transfer dependency","2004","Employed","higher vocational","11","","",""
"High transfer dependency","2004","Employed","higher education","18","","",""
"Very high transfer dependency","2004","Not Employed","in school","15","","",""
"Very high transfer dependency","2004","Not Employed","inadequately","7","","",""
"Very high transfer dependency","2004","Not Employed","general elemantary","38","0.0344264454030304","0.0249133170337427","0.043939573772318"
"Very high transfer dependency","2004","Not Employed","middle vocational","113","0.0276334130222963","0.0226201785515825","0.03264664749301"
"Very high transfer dependency","2004","Not Employed","vocational + Abi","9","","",""
"Very high transfer dependency","2004","Not Employed","higher vocational","11","","",""
"Very high transfer dependency","2004","Not Employed","higher education","18","","",""
"Very high transfer dependency","2004","Employed","in school","1","","",""
"Very high transfer dependency","2004","Employed","inadequately","3","","",""
"Very high transfer dependency","2004","Employed","general elemantary","24","","",""
"Very high transfer dependency","2004","Employed","middle vocational","67","0.0135553770485693","0.0107539106256519","0.0163568434714866"
"Very high transfer dependency","2004","Employed","vocational + Abi","5","","",""
"Very high transfer dependency","2004","Employed","higher vocational","1","","",""
"Very high transfer dependency","2004","Employed","higher education","9","","",""
"Complete transfer dependency","2004","Not Employed","in school","6","","",""
"Complete transfer dependency","2004","Not Employed","inadequately","7","","",""
"Complete transfer dependency","2004","Not Employed","general elemantary","46","0.0329971808035457","0.0236767309866318","0.0423176306204596"
"Complete transfer dependency","2004","Not Employed","middle vocational","110","0.0339033127312093","0.0283683193753059","0.0394383060871126"
"Complete transfer dependency","2004","Not Employed","vocational + Abi","12","","",""
"Complete transfer dependency","2004","Not Employed","higher vocational","12","","",""
"Complete transfer dependency","2004","Not Employed","higher education","13","","",""
"Complete transfer dependency","2004","Employed","in school","","","",""
"Complete transfer dependency","2004","Employed","inadequately","","","",""
"Complete transfer dependency","2004","Employed","general elemantary","","","",""
"Complete transfer dependency","2004","Employed","middle vocational","","","",""
"Complete transfer dependency","2004","Employed","vocational + Abi","","","",""
"Complete transfer dependency","2004","Employed","higher vocational","","","",""
"Complete transfer dependency","2004","Employed","higher education","","","",""
"No transfer dependency","2005","Not Employed","in school","6","","",""
"No transfer dependency","2005","Not Employed","inadequately","44","0.358404371554013","0.281147951356058","0.435660791751968"
"No transfer dependency","2005","Not Employed","general elemantary","728","0.583116787974562","0.556737880245258","0.609495695703866"
"No transfer dependency","2005","Not Employed","middle vocational","2352","0.640828240696117","0.625751925707824","0.655904555684411"
"No transfer dependency","2005","Not Employed","vocational + Abi","126","0.532146175932674","0.47370221524583","0.590590136619517"
"No transfer dependency","2005","Not Employed","higher vocational","289","0.657124883205793","0.61341386423211","0.700835902179477"
"No transfer dependency","2005","Not Employed","higher education","670","0.685343958439148","0.656416996412755","0.714270920465541"
