"transab_cat","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","2002","Full Time","college entrance qualification","1143","0.483664497688069","0.465628141491814","0.501700853884324"
"No transfer dependency","2002","Full Time","Other degree","136","0.291289400433683","0.250472368655575","0.332106432211791"
"No transfer dependency","2002","Full Time","no degree/no degree yet","26","","",""
"No transfer dependency","2002","Part Time","lower secondary degree","530","0.395902934770872","0.37135000446771","0.420455865074034"
"No transfer dependency","2002","Part Time","secondary school degree","294","0.185807167496767","0.16733424381946","0.204280091174074"
"No transfer dependency","2002","Part Time","college entrance qualification","386","0.368443252214494","0.342927738546564","0.393958765882424"
"No transfer dependency","2002","Part Time","Other degree","76","0.228326969960896","0.182046280801429","0.274607659120364"
"No transfer dependency","2002","Part Time","no degree/no degree yet","18","","",""
"No transfer dependency","2002","Not Working","lower secondary degree","2878","0.735879663041193","0.722479497292156","0.74927982879023"
"No transfer dependency","2002","Not Working","secondary school degree","698","0.533520930187852","0.508741255719198","0.558300604656505"
"No transfer dependency","2002","Not Working","college entrance qualification","568","0.553201800746011","0.525142817049005","0.581260784443017"
"No transfer dependency","2002","Not Working","Other degree","191","0.407559070212827","0.364402072121564","0.450716068304091"
"No transfer dependency","2002","Not Working","no degree/no degree yet","76","0.167415118098249","0.138779728418966","0.196050507777533"
"Very low transfer dependency","2002","Full Time","lower secondary degree","1439","0.509176199709869","0.489791927793493","0.528560471626246"
"Very low transfer dependency","2002","Full Time","secondary school degree","1968","0.521878468029689","0.504960649667227","0.538796286392151"
"Very low transfer dependency","2002","Full Time","college entrance qualification","1744","0.495310581483963","0.477265385324143","0.513355777643783"
"Very low transfer dependency","2002","Full Time","Other degree","302","0.61161479709576","0.567830846577735","0.655398747613785"
"Very low transfer dependency","2002","Full Time","no degree/no degree yet","37","0.478714574495588","0.364120337510439","0.593308811480736"
"Very low transfer dependency","2002","Part Time","lower secondary degree","773","0.45816886940486","0.433153877135445","0.483183861674275"
"Very low transfer dependency","2002","Part Time","secondary school degree","1158","0.633256486254879","0.610368277214938","0.65614469529482"
"Very low transfer dependency","2002","Part Time","college entrance qualification","868","0.518695986318755","0.492267091181104","0.545124881456407"
"Very low transfer dependency","2002","Part Time","Other degree","193","0.585140879006363","0.530817710760881","0.639464047251845"
"Very low transfer dependency","2002","Part Time","no degree/no degree yet","124","0.646063461828696","0.574180838224082","0.71794608543331"
"Very low transfer dependency","2002","Not Working","lower secondary degree","833","0.165374185175522","0.154081801804361","0.176666568546683"
"Very low transfer dependency","2002","Not Working","secondary school degree","554","0.281018034690042","0.258691060041606","0.303345009338479"
"Very low transfer dependency","2002","Not Working","college entrance qualification","507","0.317848463950624","0.291568490247849","0.344128437653398"
"Very low transfer dependency","2002","Not Working","Other degree","171","0.287101545958951","0.247367295805097","0.326835796112804"
"Very low transfer dependency","2002","Not Working","no degree/no degree yet","465","0.597258627497601","0.559641481797708","0.634875773197493"
"Low transfer dependency","2002","Full Time","lower secondary degree","103","0.0341035277445382","0.0270660411338721","0.0411410143552042"
"Low transfer dependency","2002","Full Time","secondary school degree","153","0.048117939034254","0.040869648429087","0.0553662296394209"
"Low transfer dependency","2002","Full Time","college entrance qualification","57","0.0193024857968394","0.0143367356653967","0.0242682359282822"
"Low transfer dependency","2002","Full Time","Other degree","33","0.0846503695491379","0.0596438903601206","0.109656848738155"
"Low transfer dependency","2002","Full Time","no degree/no degree yet","10","","",""
"Low transfer dependency","2002","Part Time","lower secondary degree","131","0.0823088542163494","0.0685105042309185","0.0961072042017802"
"Low transfer dependency","2002","Part Time","secondary school degree","167","0.115543189236475","0.1003604106828","0.130725967790151"
"Low transfer dependency","2002","Part Time","college entrance qualification","79","0.0643590134799837","0.0513790900442402","0.0773389369157272"
"Low transfer dependency","2002","Part Time","Other degree","29","","",""
"Low transfer dependency","2002","Part Time","no degree/no degree yet","21","","",""
"Low transfer dependency","2002","Not Working","lower secondary degree","207","0.0413860221974411","0.0353318527741932","0.0474401916206889"
"Low transfer dependency","2002","Not Working","secondary school degree","140","0.0751864247701632","0.0620885570583327","0.0882842924819937"
"Low transfer dependency","2002","Not Working","college entrance qualification","71","0.0643610183076925","0.0505113285723575","0.0782107080430275"
"Low transfer dependency","2002","Not Working","Other degree","55","0.0920137658461954","0.0666274631264592","0.117400068565932"
"Low transfer dependency","2002","Not Working","no degree/no degree yet","52","0.0922703347858104","0.070073000986731","0.11446766858489"
"High transfer dependency","2002","Full Time","lower secondary degree","9","","",""
"High transfer dependency","2002","Full Time","secondary school degree","17","","",""
"High transfer dependency","2002","Full Time","college entrance qualification","5","","",""
"High transfer dependency","2002","Full Time","Other degree","5","","",""
"High transfer dependency","2002","Full Time","no degree/no degree yet","","","",""
"High transfer dependency","2002","Part Time","lower secondary degree","64","0.0489547894731977","0.0381216637701929","0.0597879151762025"
"High transfer dependency","2002","Part Time","secondary school degree","69","0.0540532064773338","0.0433136869350076","0.06479272601966"
"High transfer dependency","2002","Part Time","college entrance qualification","27","","",""
"High transfer dependency","2002","Part Time","Other degree","13","","",""
"High transfer dependency","2002","Part Time","no degree/no degree yet","4","","",""
"High transfer dependency","2002","Not Working","lower secondary degree","92","0.0208108103861502","0.0164718703353044","0.025149750436996"
"High transfer dependency","2002","Not Working","secondary school degree","67","0.0411461738288509","0.0312800919405404","0.0510122557171615"
"High transfer dependency","2002","Not Working","college entrance qualification","19","","",""
"High transfer dependency","2002","Not Working","Other degree","25","","",""
"High transfer dependency","2002","Not Working","no degree/no degree yet","28","","",""
"Very high transfer dependency","2002","Full Time","lower secondary degree","2","","",""
"Very high transfer dependency","2002","Full Time","secondary school degree","5","","",""
"Very high transfer dependency","2002","Full Time","college entrance qualification","","","",""
"Very high transfer dependency","2002","Full Time","Other degree","","","",""
"Very high transfer dependency","2002","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","2002","Part Time","lower secondary degree","26","","",""
"Very high transfer dependency","2002","Part Time","secondary school degree","15","","",""
"Very high transfer dependency","2002","Part Time","college entrance qualification","13","","",""
"Very high transfer dependency","2002","Part Time","Other degree","5","","",""
"Very high transfer dependency","2002","Part Time","no degree/no degree yet","3","","",""
"Very high transfer dependency","2002","Not Working","lower secondary degree","70","0.0162339943669165","0.0123928162181684","0.0200751725156647"
"Very high transfer dependency","2002","Not Working","secondary school degree","48","0.0303843301993144","0.0218586619182465","0.0389099984803824"
"Very high transfer dependency","2002","Not Working","college entrance qualification","23","","",""
"Very high transfer dependency","2002","Not Working","Other degree","11","","",""
"Very high transfer dependency","2002","Not Working","no degree/no degree yet","14","","",""
"Complete transfer dependency","2002","Full Time","lower secondary degree","","","",""
"Complete transfer dependency","2002","Full Time","secondary school degree","","","",""
"Complete transfer dependency","2002","Full Time","college entrance qualification","","","",""
"Complete transfer dependency","2002","Full Time","Other degree","","","",""
"Complete transfer dependency","2002","Full Time","no degree/no degree yet","","","",""
"Complete transfer dependency","2002","Part Time","lower secondary degree","","","",""
"Complete transfer dependency","2002","Part Time","secondary school degree","","","",""
"Complete transfer dependency","2002","Part Time","college entrance qualification","","","",""
"Complete transfer dependency","2002","Part Time","Other degree","","","",""
"Complete transfer dependency","2002","Part Time","no degree/no degree yet","","","",""
"Complete transfer dependency","2002","Not Working","lower secondary degree","78","0.0203153248327774","0.0160272644601219","0.0246033852054329"
"Complete transfer dependency","2002","Not Working","secondary school degree","50","0.0387441063237775","0.0291583559217824","0.0483298567257726"
"Complete transfer dependency","2002","Not Working","college entrance qualification","18","","",""
"Complete transfer dependency","2002","Not Working","Other degree","45","0.12591024206536","0.0967734345576574","0.155047049573062"
"Complete transfer dependency","2002","Not Working","no degree/no degree yet","18","","",""
"No transfer dependency","2003","Full Time","lower secondary degree","909","0.456127553843747","0.435860259209394","0.4763948484781"
"No transfer dependency","2003","Full Time","secondary school degree","1130","0.41976950720813","0.402499339710709","0.437039674705551"
"No transfer dependency","2003","Full Time","college entrance qualification","1065","0.47899842987666","0.460445092059312","0.497551767694007"
"No transfer dependency","2003","Full Time","Other degree","119","0.305077948052855","0.261043059570673","0.349112836535037"
"No transfer dependency","2003","Full Time","no degree/no degree yet","23","","",""
"No transfer dependency","2003","Part Time","lower secondary degree","484","0.388963311457878","0.363999135107591","0.413927487808166"
"No transfer dependency","2003","Part Time","secondary school degree","301","0.199032956895852","0.179968784381259","0.218097129410445"
"No transfer dependency","2003","Part Time","college entrance qualification","364","0.346669734166819","0.32137658010531","0.371962888228328"
"No transfer dependency","2003","Part Time","Other degree","69","0.196637080046615","0.151586426420258","0.241687733672972"
"No transfer dependency","2003","Part Time","no degree/no degree yet","17","","",""
"No transfer dependency","2003","Not Working","lower secondary degree","2801","0.718762296321607","0.704941049223058","0.732583543420155"
"No transfer dependency","2003","Not Working","secondary school degree","682","0.521935761026394","0.496865155402364","0.547006366650424"
"No transfer dependency","2003","Not Working","college entrance qualification","584","0.535948686116614","0.507998836783522","0.563898535449707"
"No transfer dependency","2003","Not Working","Other degree","207","0.401101506796608","0.358098227463706","0.44410478612951"
"No transfer dependency","2003","Not Working","no degree/no degree yet","74","0.165671604331711","0.137221181674768","0.194122026988655"
"Very low transfer dependency","2003","Full Time","lower secondary degree","1286","0.49758640133603","0.477240869685252","0.517931932986808"
"Very low transfer dependency","2003","Full Time","secondary school degree","1824","0.524203410199036","0.506727032781034","0.541679787617039"
"Very low transfer dependency","2003","Full Time","college entrance qualification","1662","0.499062263522344","0.480492570184545","0.517631956860144"
"Very low transfer dependency","2003","Full Time","Other degree","267","0.598564882317063","0.551684975098689","0.645444789535437"
"Very low transfer dependency","2003","Full Time","no degree/no degree yet","35","0.479801874220149","0.361058606474617","0.59854514196568"
"Very low transfer dependency","2003","Part Time","lower secondary degree","744","0.459277444977717","0.433759007391669","0.484795882563765"
"Very low transfer dependency","2003","Part Time","secondary school degree","1097","0.595637061446618","0.572204235506286","0.61906988738695"
"Very low transfer dependency","2003","Part Time","college entrance qualification","861","0.540964757055255","0.514480601003129","0.56744891310738"
"Very low transfer dependency","2003","Part Time","Other degree","171","0.529436391693891","0.47286087089149","0.586011912496293"
"Very low transfer dependency","2003","Part Time","no degree/no degree yet","117","0.604973559659709","0.529225872047301","0.680721247272117"
"Very low transfer dependency","2003","Not Working","lower secondary degree","813","0.175238634411889","0.163551799730956","0.186925469092822"
"Very low transfer dependency","2003","Not Working","secondary school degree","539","0.299723572588791","0.276729898405175","0.322717246772406"
"Very low transfer dependency","2003","Not Working","college entrance qualification","513","0.356970181350713","0.330118815078319","0.383821547623108"
"Very low transfer dependency","2003","Not Working","Other degree","156","0.285067149318795","0.245457223310746","0.324677075326843"
"Very low transfer dependency","2003","Not Working","no degree/no degree yet","449","0.567649397399292","0.529739352724194","0.60555944207439"
"Low transfer dependency","2003","Full Time","lower secondary degree","105","0.0405473001431395","0.0325213426715405","0.0485732576147384"
"Low transfer dependency","2003","Full Time","secondary school degree","161","0.0487675370956193","0.0412305187091724","0.0563045554820661"
"Low transfer dependency","2003","Full Time","college entrance qualification","53","0.0209024151814122","0.0155893307698876","0.0262154995929367"
"Low transfer dependency","2003","Full Time","Other degree","32","0.0771016522478694","0.051590373828644","0.102612930667095"
"Low transfer dependency","2003","Full Time","no degree/no degree yet","9","","",""
"Low transfer dependency","2003","Part Time","lower secondary degree","132","0.0757118845877099","0.0621657623149236","0.0892580068604963"
"Low transfer dependency","2003","Part Time","secondary school degree","180","0.121801518454134","0.106185481408221","0.137417555500047"
"Low transfer dependency","2003","Part Time","college entrance qualification","99","0.077003436032342","0.0628346144596245","0.0911722576050595"
"Low transfer dependency","2003","Part Time","Other degree","39","0.177578201799491","0.134261574923458","0.220894828675524"
"Low transfer dependency","2003","Part Time","no degree/no degree yet","17","","",""
"Low transfer dependency","2003","Not Working","lower secondary degree","208","0.0435296167923226","0.0372570397903548","0.0498021937942904"
"Low transfer dependency","2003","Not Working","secondary school degree","144","0.0723586532303594","0.0593555067306632","0.0853617997300556"
"Low transfer dependency","2003","Not Working","college entrance qualification","66","0.0432676464851908","0.0318648406540412","0.0546704523163405"
"Low transfer dependency","2003","Not Working","Other degree","56","0.103626529713467","0.0768855205591403","0.130367538867795"
"Low transfer dependency","2003","Not Working","no degree/no degree yet","68","0.130879867981141","0.10507078937118","0.156688946591103"
"High transfer dependency","2003","Full Time","lower secondary degree","17","","",""
"High transfer dependency","2003","Full Time","secondary school degree","18","","",""
"High transfer dependency","2003","Full Time","college entrance qualification","5","","",""
"High transfer dependency","2003","Full Time","Other degree","2","","",""
"High transfer dependency","2003","Full Time","no degree/no degree yet","1","","",""
"High transfer dependency","2003","Part Time","lower secondary degree","68","0.0454012478407361","0.0347408452887041","0.056061650392768"
"High transfer dependency","2003","Part Time","secondary school degree","65","0.0475803609875461","0.0374160913903139","0.0577446305847783"
"High transfer dependency","2003","Part Time","college entrance qualification","25","","",""
"High transfer dependency","2003","Part Time","Other degree","11","","",""
"High transfer dependency","2003","Part Time","no degree/no degree yet","5","","",""
"High transfer dependency","2003","Not Working","lower secondary degree","77","0.016119357881979","0.0122480038159977","0.0199907119479603"
"High transfer dependency","2003","Not Working","secondary school degree","57","0.0334013622738575","0.0243831937146082","0.0424195308331067"
"High transfer dependency","2003","Not Working","college entrance qualification","20","","",""
"High transfer dependency","2003","Not Working","Other degree","23","","",""
"High transfer dependency","2003","Not Working","no degree/no degree yet","28","","",""
"Very high transfer dependency","2003","Full Time","lower secondary degree","3","","",""
"Very high transfer dependency","2003","Full Time","secondary school degree","4","","",""
"Very high transfer dependency","2003","Full Time","college entrance qualification","","","",""
"Very high transfer dependency","2003","Full Time","Other degree","","","",""
"Very high transfer dependency","2003","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","2003","Part Time","lower secondary degree","37","0.0306461111359585","0.0218202285971998","0.0394719936747172"
"Very high transfer dependency","2003","Part Time","secondary school degree","42","0.0359481022158501","0.0270594414996698","0.0448367629320304"
"Very high transfer dependency","2003","Part Time","college entrance qualification","11","","",""
"Very high transfer dependency","2003","Part Time","Other degree","9","","",""
"Very high transfer dependency","2003","Part Time","no degree/no degree yet","4","","",""
"Very high transfer dependency","2003","Not Working","lower secondary degree","62","0.015802567459629","0.0119688265746816","0.0196363083445763"
"Very high transfer dependency","2003","Not Working","secondary school degree","57","0.0377443404211943","0.0281793546900298","0.0473093261523589"
"Very high transfer dependency","2003","Not Working","college entrance qualification","22","","",""
"Very high transfer dependency","2003","Not Working","Other degree","19","","",""
"Very high transfer dependency","2003","Not Working","no degree/no degree yet","14","","",""
"Complete transfer dependency","2003","Full Time","lower secondary degree","","","",""
"Complete transfer dependency","2003","Full Time","secondary school degree","","","",""
"Complete transfer dependency","2003","Full Time","college entrance qualification","","","",""
"Complete transfer dependency","2003","Full Time","Other degree","","","",""
"Complete transfer dependency","2003","Full Time","no degree/no degree yet","","","",""
"Complete transfer dependency","2003","Part Time","lower secondary degree","","","",""
"Complete transfer dependency","2003","Part Time","secondary school degree","","","",""
"Complete transfer dependency","2003","Part Time","college entrance qualification","","","",""
"Complete transfer dependency","2003","Part Time","Other degree","","","",""
"Complete transfer dependency","2003","Part Time","no degree/no degree yet","","","",""
"Complete transfer dependency","2003","Not Working","lower secondary degree","104","0.0305475271325738","0.0252573634824618","0.0358376907826859"
"Complete transfer dependency","2003","Not Working","secondary school degree","46","0.0348363104594041","0.0256333038739071","0.044039317044901"
"Complete transfer dependency","2003","Not Working","college entrance qualification","18","","",""
"Complete transfer dependency","2003","Not Working","Other degree","38","0.116481350192823","0.0883342358800528","0.144628464505593"
"Complete transfer dependency","2003","Not Working","no degree/no degree yet","23","","",""
"No transfer dependency","2004","Full Time","lower secondary degree","809","0.430821556072335","0.409767219640671","0.451875892503999"
"No transfer dependency","2004","Full Time","secondary school degree","1062","0.422102726917604","0.404408600161977","0.439796853673232"
"No transfer dependency","2004","Full Time","college entrance qualification","1027","0.478129292659872","0.459199740740227","0.497058844579517"
"No transfer dependency","2004","Full Time","Other degree","103","0.253205828115198","0.210268275264004","0.296143380966393"
"No transfer dependency","2004","Full Time","no degree/no degree yet","17","","",""
"No transfer dependency","2004","Part Time","lower secondary degree","482","0.391517371646822","0.366263861574342","0.416770881719301"
"No transfer dependency","2004","Part Time","secondary school degree","285","0.195177959204153","0.175878021784634","0.214477896623672"
"No transfer dependency","2004","Part Time","college entrance qualification","377","0.330517175750037","0.305626437853021","0.355407913647053"
"No transfer dependency","2004","Part Time","Other degree","57","0.222876514687353","0.173688542941494","0.272064486433212"
"No transfer dependency","2004","Part Time","no degree/no degree yet","13","","",""
"No transfer dependency","2004","Not Working","lower secondary degree","2717","0.718119843992634","0.704022935435629","0.73221675254964"
"No transfer dependency","2004","Not Working","secondary school degree","705","0.531953144635843","0.507208060636988","0.556698228634698"
"No transfer dependency","2004","Not Working","college entrance qualification","615","0.554295290873095","0.527023292666949","0.581567289079241"
"No transfer dependency","2004","Not Working","Other degree","204","0.391811365796288","0.349235835413952","0.434386896178624"
"No transfer dependency","2004","Not Working","no degree/no degree yet","62","0.148227435070725","0.121676489493493","0.174778380647957"
"Very low transfer dependency","2004","Full Time","lower secondary degree","1190","0.508585753286614","0.487330093484781","0.529841413088446"
"Very low transfer dependency","2004","Full Time","secondary school degree","1759","0.526072307040821","0.508183824714933","0.543960789366709"
"Very low transfer dependency","2004","Full Time","college entrance qualification","1587","0.496892141846917","0.477944820862918","0.515839462830915"
"Very low transfer dependency","2004","Full Time","Other degree","255","0.657053032036978","0.610181011449506","0.70392505262445"
"Very low transfer dependency","2004","Full Time","no degree/no degree yet","32","0.519291206144569","0.389586067949064","0.648996344340074"
"Very low transfer dependency","2004","Part Time","lower secondary degree","710","0.425189214276187","0.399610676471247","0.450767752081127"
"Very low transfer dependency","2004","Part Time","secondary school degree","1059","0.610257469034824","0.586508977122746","0.634005960946902"
"Very low transfer dependency","2004","Part Time","college entrance qualification","855","0.534407440644173","0.508013131499815","0.560801749788532"
"Very low transfer dependency","2004","Part Time","Other degree","153","0.499810652518328","0.440715519125475","0.558905785911181"
"Very low transfer dependency","2004","Part Time","no degree/no degree yet","107","0.648876947373164","0.571715517298369","0.726038377447959"
"Very low transfer dependency","2004","Not Working","lower secondary degree","773","0.17440524751287","0.16251594430149","0.18629455072425"
"Very low transfer dependency","2004","Not Working","secondary school degree","531","0.278732473531753","0.256496837817517","0.300968109245988"
"Very low transfer dependency","2004","Not Working","college entrance qualification","515","0.319069042126697","0.293493984096607","0.344644100156787"
"Very low transfer dependency","2004","Not Working","Other degree","166","0.31811823554159","0.277497178299508","0.358739292783673"
"Very low transfer dependency","2004","Not Working","no degree/no degree yet","513","0.649335203236483","0.613679054659301","0.684991351813665"
"Low transfer dependency","2004","Full Time","lower secondary degree","107","0.0516586602960707","0.0422479471708602","0.0610693734212812"
"Low transfer dependency","2004","Full Time","secondary school degree","148","0.0412653194313489","0.0341394713864933","0.0483911674762045"
"Low transfer dependency","2004","Full Time","college entrance qualification","54","0.0227204292220556","0.017073610138178","0.0283672483059332"
"Low transfer dependency","2004","Full Time","Other degree","34","0.0729465553318609","0.0472689357539185","0.0986241749098033"
"Low transfer dependency","2004","Full Time","no degree/no degree yet","8","","",""
"Low transfer dependency","2004","Part Time","lower secondary degree","134","0.100282659618848","0.0847413322890357","0.115823986948661"
"Low transfer dependency","2004","Part Time","secondary school degree","171","0.115004863576228","0.0994695819969537","0.130540145155502"
"Low transfer dependency","2004","Part Time","college entrance qualification","100","0.0894884224159862","0.0743842408516864","0.104592603980286"
"Low transfer dependency","2004","Part Time","Other degree","40","0.131827011240899","0.0918429336191713","0.171811088862627"
"Low transfer dependency","2004","Part Time","no degree/no degree yet","14","","",""
"Low transfer dependency","2004","Not Working","lower secondary degree","184","0.0409449219377516","0.0347360176458026","0.0471538262297006"
"Low transfer dependency","2004","Not Working","secondary school degree","157","0.0770771109574576","0.0638503654152237","0.0903038564996916"
"Low transfer dependency","2004","Not Working","college entrance qualification","76","0.0641712294573693","0.0507252906571988","0.0776171682575398"
"Low transfer dependency","2004","Not Working","Other degree","56","0.123225802387063","0.094557821277465","0.151893783496662"
"Low transfer dependency","2004","Not Working","no degree/no degree yet","59","0.116407124942496","0.0924425485828351","0.140371701302157"
"High transfer dependency","2004","Full Time","lower secondary degree","17","","",""
"High transfer dependency","2004","Full Time","secondary school degree","18","","",""
"High transfer dependency","2004","Full Time","college entrance qualification","5","","",""
"High transfer dependency","2004","Full Time","Other degree","","","",""
"High transfer dependency","2004","Full Time","no degree/no degree yet","","","",""
"High transfer dependency","2004","Part Time","lower secondary degree","72","0.0570475683094338","0.0450474479654746","0.0690476886533931"
"High transfer dependency","2004","Part Time","secondary school degree","68","0.0461782777753523","0.0359584623090529","0.0563980932416517"
"High transfer dependency","2004","Part Time","college entrance qualification","28","","",""
"High transfer dependency","2004","Part Time","Other degree","18","","",""
"High transfer dependency","2004","Part Time","no degree/no degree yet","9","","",""
"High transfer dependency","2004","Not Working","lower secondary degree","77","0.0198447078890393","0.0154748937363745","0.0242145220417042"
"High transfer dependency","2004","Not Working","secondary school degree","48","0.021234718223388","0.0140853098369253","0.0283841266098507"
"High transfer dependency","2004","Not Working","college entrance qualification","24","","",""
"High transfer dependency","2004","Not Working","Other degree","26","","",""
"High transfer dependency","2004","Not Working","no degree/no degree yet","19","","",""
"Very high transfer dependency","2004","Full Time","lower secondary degree","2","","",""
"Very high transfer dependency","2004","Full Time","secondary school degree","6","","",""
"Very high transfer dependency","2004","Full Time","college entrance qualification","2","","",""
"Very high transfer dependency","2004","Full Time","Other degree","2","","",""
"Very high transfer dependency","2004","Full Time","no degree/no degree yet","","","",""
"Very high transfer dependency","2004","Part Time","lower secondary degree","37","0.0259631861487096","0.0177352896534236","0.0341910826439956"
"Very high transfer dependency","2004","Part Time","secondary school degree","37","0.0333814304094427","0.024634198879174","0.0421286619397113"
"Very high transfer dependency","2004","Part Time","college entrance qualification","12","","",""
"Very high transfer dependency","2004","Part Time","Other degree","7","","",""
"Very high transfer dependency","2004","Part Time","no degree/no degree yet","4","","",""
"Very high transfer dependency","2004","Not Working","lower secondary degree","73","0.0215163396238969","0.0169700808589884","0.0260625983888054"
"Very high transfer dependency","2004","Not Working","secondary school degree","68","0.0433039195524576","0.0332100386260246","0.0533978004788905"
"Very high transfer dependency","2004","Not Working","college entrance qualification","32","0.0252655423610961","0.0166550055837653","0.033876079138427"
"Very high transfer dependency","2004","Not Working","Other degree","16","","",""
"Very high transfer dependency","2004","Not Working","no degree/no degree yet","22","","",""
"Complete transfer dependency","2004","Full Time","lower secondary degree","","","",""
"Complete transfer dependency","2004","Full Time","secondary school degree","","","",""
"Complete transfer dependency","2004","Full Time","college entrance qualification","","","",""
"Complete transfer dependency","2004","Full Time","Other degree","","","",""
"Complete transfer dependency","2004","Full Time","no degree/no degree yet","","","",""
"Complete transfer dependency","2004","Part Time","lower secondary degree","","","",""
"Complete transfer dependency","2004","Part Time","secondary school degree","","","",""
"Complete transfer dependency","2004","Part Time","college entrance qualification","","","",""
"Complete transfer dependency","2004","Part Time","Other degree","","","",""
"Complete transfer dependency","2004","Part Time","no degree/no degree yet","","","",""
"Complete transfer dependency","2004","Not Working","lower secondary degree","89","0.0251689390438078","0.0202611001178404","0.0300767779697752"
"Complete transfer dependency","2004","Not Working","secondary school degree","53","0.0476986330991012","0.0371292960637952","0.0582679701344072"
"Complete transfer dependency","2004","Not Working","college entrance qualification","14","","",""
"Complete transfer dependency","2004","Not Working","Other degree","37","0.0847964209370624","0.0604995683973413","0.109093273476783"
"Complete transfer dependency","2004","Not Working","no degree/no degree yet","13","","",""
"No transfer dependency","2005","Full Time","lower secondary degree","794","0.454390350700716","0.432546792008481","0.476233909392951"
"No transfer dependency","2005","Full Time","secondary school degree","1067","0.430968619045479","0.412790856949826","0.449146381141131"
"No transfer dependency","2005","Full Time","college entrance qualification","1007","0.486235417624209","0.466778928078822","0.505691907169597"
"No transfer dependency","2005","Full Time","Other degree","106","0.283480365722522","0.23816642494975","0.328794306495293"
"No transfer dependency","2005","Full Time","no degree/no degree yet","17","","",""
"No transfer dependency","2005","Part Time","lower secondary degree","430","0.357445487942584","0.331313242255605","0.383577733629563"
"No transfer dependency","2005","Part Time","secondary school degree","278","0.180283389659421","0.161364039082432","0.19920274023641"
"No transfer dependency","2005","Part Time","college entrance qualification","347","0.284957035630872","0.260949147040571","0.308964924221172"
"No transfer dependency","2005","Part Time","Other degree","58","0.215477717217663","0.165210440904169","0.265744993531157"
"No transfer dependency","2005","Part Time","no degree/no degree yet","8","","",""
"No transfer dependency","2005","Not Working","lower secondary degree","2606","0.709684269574108","0.695154516142315","0.724214023005901"
"No transfer dependency","2005","Not Working","secondary school degree","723","0.534712637867712","0.509436940492577","0.559988335242847"
"No transfer dependency","2005","Not Working","college entrance qualification","630","0.566691173011408","0.538919192323778","0.594463153699037"
"No transfer dependency","2005","Not Working","Other degree","188","0.376989346537543","0.333314660066679","0.420664033008407"
"No transfer dependency","2005","Not Working","no degree/no degree yet","65","0.140999397153131","0.115144141674849","0.166854652631412"
"Very low transfer dependency","2005","Full Time","lower secondary degree","1096","0.495422086142317","0.473487996056125","0.517356176228508"
"Very low transfer dependency","2005","Full Time","secondary school degree","1611","0.516630922102581","0.498287552668934","0.534974291536229"
"Very low transfer dependency","2005","Full Time","college entrance qualification","1472","0.48998446769578","0.470524506626326","0.509444428765234"
"Very low transfer dependency","2005","Full Time","Other degree","237","0.622938145711925","0.574209419929867","0.671666871493983"
"Very low transfer dependency","2005","Full Time","no degree/no degree yet","34","0.531554243990335","0.40422576989149","0.65888271808918"
"Very low transfer dependency","2005","Part Time","lower secondary degree","632","0.438271671423551","0.411216412322745","0.465326930524358"
"Very low transfer dependency","2005","Part Time","secondary school degree","1012","0.59861778119346","0.574493722821072","0.622741839565848"
"Very low transfer dependency","2005","Part Time","college entrance qualification","868","0.577226781203165","0.550952842851454","0.603500719554876"
"Very low transfer dependency","2005","Part Time","Other degree","129","0.474672615590022","0.413621495210546","0.535723735969499"
"Very low transfer dependency","2005","Part Time","no degree/no degree yet","108","0.732353242939174","0.657945191063142","0.806761294815207"
"Very low transfer dependency","2005","Not Working","lower secondary degree","699","0.171729207351591","0.1596566680742","0.183801746628983"
"Very low transfer dependency","2005","Not Working","secondary school degree","454","0.264349693785116","0.2420033019267","0.286696085643532"
"Very low transfer dependency","2005","Not Working","college entrance qualification","438","0.306146677682276","0.280316138362335","0.331977217002217"
"Very low transfer dependency","2005","Not Working","Other degree","152","0.298994755827543","0.257736587852737","0.340252923802349"
"Very low transfer dependency","2005","Not Working","no degree/no degree yet","481","0.605594967445182","0.569286675078431","0.641903259811933"
"Low transfer dependency","2005","Full Time","lower secondary degree","91","0.0388988443293964","0.0304164057884683","0.0473812828703246"
"Low transfer dependency","2005","Full Time","secondary school degree","150","0.0444414827377558","0.0368771191325113","0.0520058463430003"
"Low transfer dependency","2005","Full Time","college entrance qualification","49","0.0210848105277414","0.015492175296784","0.0266774457586987"
"Low transfer dependency","2005","Full Time","Other degree","30","0.071061184696341","0.045228706617733","0.096893662774949"
"Low transfer dependency","2005","Full Time","no degree/no degree yet","7","","",""
"Low transfer dependency","2005","Part Time","lower secondary degree","119","0.105977196140798","0.0891931237112279","0.122761268570368"
"Low transfer dependency","2005","Part Time","secondary school degree","190","0.140916541902501","0.123792938274075","0.158040145530926"
"Low transfer dependency","2005","Part Time","college entrance qualification","96","0.0913855463244126","0.0760596182586971","0.106711474390128"
"Low transfer dependency","2005","Part Time","Other degree","52","0.202168300968412","0.153066920342063","0.25126968159476"
"Low transfer dependency","2005","Part Time","no degree/no degree yet","11","","",""
"Low transfer dependency","2005","Not Working","lower secondary degree","202","0.0523746089780591","0.0452433023232719","0.0595059156328463"
