"transab_cat","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2001","no migration background","higher vocational","78","0.0418291445361599","0.0315600386268546","0.0520982504454652"
"Low transfer dependency","2001","no migration background","higher education","115","0.0249725989804398","0.0194911066266393","0.0304540913342403"
"Low transfer dependency","2001","direct migration background","in school","14","","",""
"Low transfer dependency","2001","direct migration background","inadequately","32","0.156248240766096","0.106785539313627","0.205710942218565"
"Low transfer dependency","2001","direct migration background","general elemantary","95","0.100527781398113","0.0791913026204774","0.121864260175749"
"Low transfer dependency","2001","direct migration background","middle vocational","116","0.093200783726953","0.0757737051798465","0.11062786227406"
"Low transfer dependency","2001","direct migration background","vocational + Abi","31","0.107917062242458","0.0692227360845231","0.146611388400394"
"Low transfer dependency","2001","direct migration background","higher vocational","11","","",""
"Low transfer dependency","2001","direct migration background","higher education","29","","",""
"Low transfer dependency","2001","indirect migration background","in school","7","","",""
"Low transfer dependency","2001","indirect migration background","inadequately","1","","",""
"Low transfer dependency","2001","indirect migration background","general elemantary","15","","",""
"Low transfer dependency","2001","indirect migration background","middle vocational","21","","",""
"Low transfer dependency","2001","indirect migration background","vocational + Abi","5","","",""
"Low transfer dependency","2001","indirect migration background","higher vocational","2","","",""
"Low transfer dependency","2001","indirect migration background","higher education","","","",""
"High transfer dependency","2001","no migration background","in school","10","","",""
"High transfer dependency","2001","no migration background","inadequately","7","","",""
"High transfer dependency","2001","no migration background","general elemantary","49","0.0188417544729348","0.0129957987932667","0.024687710152603"
"High transfer dependency","2001","no migration background","middle vocational","209","0.0165181745926619","0.0140303634833333","0.0190059857019905"
"High transfer dependency","2001","no migration background","vocational + Abi","7","","",""
"High transfer dependency","2001","no migration background","higher vocational","22","","",""
"High transfer dependency","2001","no migration background","higher education","26","","",""
"High transfer dependency","2001","direct migration background","in school","","","",""
"High transfer dependency","2001","direct migration background","inadequately","18","","",""
"High transfer dependency","2001","direct migration background","general elemantary","21","","",""
"High transfer dependency","2001","direct migration background","middle vocational","29","","",""
"High transfer dependency","2001","direct migration background","vocational + Abi","6","","",""
"High transfer dependency","2001","direct migration background","higher vocational","3","","",""
"High transfer dependency","2001","direct migration background","higher education","8","","",""
"High transfer dependency","2001","indirect migration background","in school","2","","",""
"High transfer dependency","2001","indirect migration background","inadequately","","","",""
"High transfer dependency","2001","indirect migration background","general elemantary","6","","",""
"High transfer dependency","2001","indirect migration background","middle vocational","9","","",""
"High transfer dependency","2001","indirect migration background","vocational + Abi","","","",""
"High transfer dependency","2001","indirect migration background","higher vocational","","","",""
"High transfer dependency","2001","indirect migration background","higher education","2","","",""
"Very high transfer dependency","2001","no migration background","in school","6","","",""
"Very high transfer dependency","2001","no migration background","inadequately","6","","",""
"Very high transfer dependency","2001","no migration background","general elemantary","45","0.0162399734619737","0.0108054362995562","0.0216745106243913"
"Very high transfer dependency","2001","no migration background","middle vocational","135","0.0137979610710289","0.0115210628744017","0.0160748592676561"
"Very high transfer dependency","2001","no migration background","vocational + Abi","10","","",""
"Very high transfer dependency","2001","no migration background","higher vocational","11","","",""
"Very high transfer dependency","2001","no migration background","higher education","17","","",""
"Very high transfer dependency","2001","direct migration background","in school","2","","",""
"Very high transfer dependency","2001","direct migration background","inadequately","5","","",""
"Very high transfer dependency","2001","direct migration background","general elemantary","20","","",""
"Very high transfer dependency","2001","direct migration background","middle vocational","18","","",""
"Very high transfer dependency","2001","direct migration background","vocational + Abi","7","","",""
"Very high transfer dependency","2001","direct migration background","higher vocational","5","","",""
"Very high transfer dependency","2001","direct migration background","higher education","5","","",""
"Very high transfer dependency","2001","indirect migration background","in school","","","",""
"Very high transfer dependency","2001","indirect migration background","inadequately","","","",""
"Very high transfer dependency","2001","indirect migration background","general elemantary","4","","",""
"Very high transfer dependency","2001","indirect migration background","middle vocational","6","","",""
"Very high transfer dependency","2001","indirect migration background","vocational + Abi","4","","",""
"Very high transfer dependency","2001","indirect migration background","higher vocational","","","",""
"Very high transfer dependency","2001","indirect migration background","higher education","1","","",""
"Complete transfer dependency","2001","no migration background","in school","4","","",""
"Complete transfer dependency","2001","no migration background","inadequately","6","","",""
"Complete transfer dependency","2001","no migration background","general elemantary","23","","",""
"Complete transfer dependency","2001","no migration background","middle vocational","78","0.00758210897993106","0.00588895868296764","0.00927525927689448"
"Complete transfer dependency","2001","no migration background","vocational + Abi","3","","",""
"Complete transfer dependency","2001","no migration background","higher vocational","4","","",""
"Complete transfer dependency","2001","no migration background","higher education","4","","",""
"Complete transfer dependency","2001","direct migration background","in school","1","","",""
"Complete transfer dependency","2001","direct migration background","inadequately","4","","",""
"Complete transfer dependency","2001","direct migration background","general elemantary","10","","",""
"Complete transfer dependency","2001","direct migration background","middle vocational","18","","",""
"Complete transfer dependency","2001","direct migration background","vocational + Abi","5","","",""
"Complete transfer dependency","2001","direct migration background","higher vocational","1","","",""
"Complete transfer dependency","2001","direct migration background","higher education","9","","",""
"Complete transfer dependency","2001","indirect migration background","in school","","","",""
"Complete transfer dependency","2001","indirect migration background","inadequately","1","","",""
"Complete transfer dependency","2001","indirect migration background","general elemantary","6","","",""
"Complete transfer dependency","2001","indirect migration background","middle vocational","2","","",""
"Complete transfer dependency","2001","indirect migration background","vocational + Abi","1","","",""
"Complete transfer dependency","2001","indirect migration background","higher vocational","1","","",""
"Complete transfer dependency","2001","indirect migration background","higher education","","","",""
"No transfer dependency","2002","no migration background","in school","6","","",""
"No transfer dependency","2002","no migration background","inadequately","26","","",""
"No transfer dependency","2002","no migration background","general elemantary","961","0.561112045355273","0.539231595453179","0.582992495257366"
"No transfer dependency","2002","no migration background","middle vocational","4499","0.516551688688539","0.506818367695498","0.526285009681579"
"No transfer dependency","2002","no migration background","vocational + Abi","378","0.525432889260132","0.492440467140625","0.558425311379639"
"No transfer dependency","2002","no migration background","higher vocational","618","0.485654004165848","0.460618769638438","0.510689238693257"
"No transfer dependency","2002","no migration background","higher education","1688","0.516426357306035","0.501050916336798","0.531801798275272"
"No transfer dependency","2002","direct migration background","in school","2","","",""
"No transfer dependency","2002","direct migration background","inadequately","70","0.414592147853221","0.34321447998124","0.485969815725202"
"No transfer dependency","2002","direct migration background","general elemantary","224","0.366875416127479","0.330888687054942","0.402862145200016"
"No transfer dependency","2002","direct migration background","middle vocational","338","0.364956910753587","0.335163514174946","0.394750307332229"
"No transfer dependency","2002","direct migration background","vocational + Abi","54","0.222299266261442","0.169138720748983","0.2754598117739"
"No transfer dependency","2002","direct migration background","higher vocational","58","0.36864142049899","0.293416860490338","0.443865980507642"
"No transfer dependency","2002","direct migration background","higher education","132","0.363947162000405","0.31643927158172","0.411455052419089"
"No transfer dependency","2002","indirect migration background","in school","","","",""
"No transfer dependency","2002","indirect migration background","inadequately","4","","",""
"No transfer dependency","2002","indirect migration background","general elemantary","25","","",""
"No transfer dependency","2002","indirect migration background","middle vocational","100","0.327130900552079","0.275483967524763","0.378777833579394"
"No transfer dependency","2002","indirect migration background","vocational + Abi","18","","",""
"No transfer dependency","2002","indirect migration background","higher vocational","10","","",""
"No transfer dependency","2002","indirect migration background","higher education","27","","",""
"Very low transfer dependency","2002","no migration background","in school","421","0.830950787568745","0.797210160632141","0.864691414505349"
"Very low transfer dependency","2002","no migration background","inadequately","28","","",""
"Very low transfer dependency","2002","no migration background","general elemantary","780","0.327182729007852","0.306495688173449","0.347869769842255"
"Very low transfer dependency","2002","no migration background","middle vocational","4611","0.382753889422123","0.373286764304866","0.39222101453938"
"Very low transfer dependency","2002","no migration background","vocational + Abi","432","0.385995397068284","0.353830391472694","0.418160402663874"
"Very low transfer dependency","2002","no migration background","higher vocational","812","0.43819840217204","0.413344912557959","0.463051891786122"
"Very low transfer dependency","2002","no migration background","higher education","2207","0.440586693048733","0.42531194152829","0.455861444569176"
"Very low transfer dependency","2002","direct migration background","in school","36","0.698821171029149","0.572911743319956","0.824730598738341"
"Very low transfer dependency","2002","direct migration background","inadequately","64","0.291800932528755","0.225937621540766","0.357664243516745"
"Very low transfer dependency","2002","direct migration background","general elemantary","338","0.43699859022828","0.399961808746874","0.474035371709686"
"Very low transfer dependency","2002","direct migration background","middle vocational","525","0.493276579329991","0.462336005691211","0.524217152968772"
"Very low transfer dependency","2002","direct migration background","vocational + Abi","137","0.52934459186877","0.465527806059227","0.593161377678313"
"Very low transfer dependency","2002","direct migration background","higher vocational","84","0.534067239114792","0.45628523291158","0.611849245318003"
"Very low transfer dependency","2002","direct migration background","higher education","210","0.440376008650619","0.391357514240885","0.489394503060353"
"Very low transfer dependency","2002","indirect migration background","in school","68","0.782385441716704","0.691396440307021","0.873374443126387"
"Very low transfer dependency","2002","indirect migration background","inadequately","3","","",""
"Very low transfer dependency","2002","indirect migration background","general elemantary","139","0.697279214357318","0.632794724881406","0.761763703833231"
"Very low transfer dependency","2002","indirect migration background","middle vocational","181","0.519958889138854","0.464961486499295","0.574956291778414"
"Very low transfer dependency","2002","indirect migration background","vocational + Abi","15","","",""
"Very low transfer dependency","2002","indirect migration background","higher vocational","25","","",""
"Very low transfer dependency","2002","indirect migration background","higher education","33","0.441886447342827","0.320218906731588","0.563553987954066"
"Low transfer dependency","2002","no migration background","in school","32","0.0981308863216815","0.0713494701779434","0.12491230246542"
"Low transfer dependency","2002","no migration background","inadequately","10","","",""
"Low transfer dependency","2002","no migration background","general elemantary","109","0.0481650689774094","0.0387244268781865","0.0576057110766322"
"Low transfer dependency","2002","no migration background","middle vocational","611","0.0567258601072934","0.0522204052930905","0.0612313149214963"
"Low transfer dependency","2002","no migration background","vocational + Abi","44","0.0465659415366534","0.0326444335758978","0.0604874494974091"
"Low transfer dependency","2002","no migration background","higher vocational","72","0.0492847083334654","0.0384418987562482","0.0601275179106825"
"Low transfer dependency","2002","no migration background","higher education","119","0.0299893993180972","0.0247417573896788","0.0352370412465156"
"Low transfer dependency","2002","direct migration background","in school","6","","",""
"Low transfer dependency","2002","direct migration background","inadequately","27","","",""
"Low transfer dependency","2002","direct migration background","general elemantary","78","0.111682066648778","0.0881633068902875","0.135200826407269"
"Low transfer dependency","2002","direct migration background","middle vocational","89","0.0836025094917968","0.0664728303963867","0.100732188587207"
"Low transfer dependency","2002","direct migration background","vocational + Abi","27","","",""
"Low transfer dependency","2002","direct migration background","higher vocational","9","","",""
"Low transfer dependency","2002","direct migration background","higher education","25","","",""
"Low transfer dependency","2002","indirect migration background","in school","5","","",""
"Low transfer dependency","2002","indirect migration background","inadequately","2","","",""
"Low transfer dependency","2002","indirect migration background","general elemantary","18","","",""
"Low transfer dependency","2002","indirect migration background","middle vocational","22","","",""
"Low transfer dependency","2002","indirect migration background","vocational + Abi","2","","",""
"Low transfer dependency","2002","indirect migration background","higher vocational","2","","",""
"Low transfer dependency","2002","indirect migration background","higher education","2","","",""
"High transfer dependency","2002","no migration background","in school","9","","",""
"High transfer dependency","2002","no migration background","inadequately","9","","",""
"High transfer dependency","2002","no migration background","general elemantary","70","0.0362096702992352","0.0279728766063574","0.0444464639921129"
"High transfer dependency","2002","no migration background","middle vocational","221","0.0230838954872789","0.020158986791236","0.0260088041833217"
"High transfer dependency","2002","no migration background","vocational + Abi","10","","",""
"High transfer dependency","2002","no migration background","higher vocational","11","","",""
"High transfer dependency","2002","no migration background","higher education","22","","",""
"High transfer dependency","2002","direct migration background","in school","5","","",""
"High transfer dependency","2002","direct migration background","inadequately","9","","",""
"High transfer dependency","2002","direct migration background","general elemantary","19","","",""
"High transfer dependency","2002","direct migration background","middle vocational","24","","",""
"High transfer dependency","2002","direct migration background","vocational + Abi","7","","",""
"High transfer dependency","2002","direct migration background","higher vocational","2","","",""
"High transfer dependency","2002","direct migration background","higher education","9","","",""
"High transfer dependency","2002","indirect migration background","in school","5","","",""
"High transfer dependency","2002","indirect migration background","inadequately","","","",""
"High transfer dependency","2002","indirect migration background","general elemantary","2","","",""
"High transfer dependency","2002","indirect migration background","middle vocational","8","","",""
"High transfer dependency","2002","indirect migration background","vocational + Abi","1","","",""
"High transfer dependency","2002","indirect migration background","higher vocational","1","","",""
"High transfer dependency","2002","indirect migration background","higher education","1","","",""
"Very high transfer dependency","2002","no migration background","in school","5","","",""
"Very high transfer dependency","2002","no migration background","inadequately","6","","",""
"Very high transfer dependency","2002","no migration background","general elemantary","31","0.012547887459852","0.00763996209239793","0.0174558128273061"
"Very high transfer dependency","2002","no migration background","middle vocational","105","0.0115688989444387","0.00948609522643458","0.0136517026624428"
"Very high transfer dependency","2002","no migration background","vocational + Abi","9","","",""
"Very high transfer dependency","2002","no migration background","higher vocational","8","","",""
"Very high transfer dependency","2002","no migration background","higher education","17","","",""
"Very high transfer dependency","2002","direct migration background","in school","","","",""
"Very high transfer dependency","2002","direct migration background","inadequately","5","","",""
"Very high transfer dependency","2002","direct migration background","general elemantary","15","","",""
"Very high transfer dependency","2002","direct migration background","middle vocational","11","","",""
"Very high transfer dependency","2002","direct migration background","vocational + Abi","3","","",""
"Very high transfer dependency","2002","direct migration background","higher vocational","2","","",""
"Very high transfer dependency","2002","direct migration background","higher education","1","","",""
"Very high transfer dependency","2002","indirect migration background","in school","1","","",""
"Very high transfer dependency","2002","indirect migration background","inadequately","1","","",""
"Very high transfer dependency","2002","indirect migration background","general elemantary","7","","",""
"Very high transfer dependency","2002","indirect migration background","middle vocational","4","","",""
"Very high transfer dependency","2002","indirect migration background","vocational + Abi","2","","",""
"Very high transfer dependency","2002","indirect migration background","higher vocational","1","","",""
"Very high transfer dependency","2002","indirect migration background","higher education","1","","",""
"Complete transfer dependency","2002","no migration background","in school","1","","",""
"Complete transfer dependency","2002","no migration background","inadequately","5","","",""
"Complete transfer dependency","2002","no migration background","general elemantary","25","","",""
"Complete transfer dependency","2002","no migration background","middle vocational","79","0.00931576735032727","0.00744462825910169","0.0111869064415529"
"Complete transfer dependency","2002","no migration background","vocational + Abi","7","","",""
"Complete transfer dependency","2002","no migration background","higher vocational","10","","",""
"Complete transfer dependency","2002","no migration background","higher education","5","","",""
"Complete transfer dependency","2002","direct migration background","in school","2","","",""
"Complete transfer dependency","2002","direct migration background","inadequately","8","","",""
"Complete transfer dependency","2002","direct migration background","general elemantary","15","","",""
"Complete transfer dependency","2002","direct migration background","middle vocational","16","","",""
"Complete transfer dependency","2002","direct migration background","vocational + Abi","7","","",""
"Complete transfer dependency","2002","direct migration background","higher vocational","3","","",""
"Complete transfer dependency","2002","direct migration background","higher education","17","","",""
"Complete transfer dependency","2002","indirect migration background","in school","","","",""
"Complete transfer dependency","2002","indirect migration background","inadequately","1","","",""
"Complete transfer dependency","2002","indirect migration background","general elemantary","4","","",""
"Complete transfer dependency","2002","indirect migration background","middle vocational","2","","",""
"Complete transfer dependency","2002","indirect migration background","vocational + Abi","","","",""
"Complete transfer dependency","2002","indirect migration background","higher vocational","2","","",""
"Complete transfer dependency","2002","indirect migration background","higher education","","","",""
"No transfer dependency","2003","no migration background","in school","2","","",""
"No transfer dependency","2003","no migration background","inadequately","28","","",""
"No transfer dependency","2003","no migration background","general elemantary","900","0.54099377571336","0.518516042223135","0.563471509203584"
"No transfer dependency","2003","no migration background","middle vocational","4331","0.514022381121391","0.504082743628402","0.523962018614379"
"No transfer dependency","2003","no migration background","vocational + Abi","365","0.509093328506765","0.476007160982398","0.542179496031132"
"No transfer dependency","2003","no migration background","higher vocational","593","0.480802163328272","0.455433090193052","0.506171236463492"
"No transfer dependency","2003","no migration background","higher education","1591","0.501549493893102","0.485827033898338","0.517271953887865"
"No transfer dependency","2003","direct migration background","in school","2","","",""
"No transfer dependency","2003","direct migration background","inadequately","64","0.429493573736847","0.353964401626207","0.505022745847487"
"No transfer dependency","2003","direct migration background","general elemantary","217","0.357831442544356","0.320923115827391","0.394739769261322"
"No transfer dependency","2003","direct migration background","middle vocational","315","0.346023225787554","0.315868670185013","0.376177781390094"
"No transfer dependency","2003","direct migration background","vocational + Abi","57","0.220120424343371","0.166221623068232","0.274019225618509"
"No transfer dependency","2003","direct migration background","higher vocational","53","0.401813706034103","0.320602740211273","0.483024671856932"
"No transfer dependency","2003","direct migration background","higher education","125","0.364339119964669","0.314764493489578","0.41391374643976"
"No transfer dependency","2003","indirect migration background","in school","","","",""
"No transfer dependency","2003","indirect migration background","inadequately","4","","",""
"No transfer dependency","2003","indirect migration background","general elemantary","26","","",""
"No transfer dependency","2003","indirect migration background","middle vocational","102","0.337055120426145","0.285018673533153","0.389091567319136"
"No transfer dependency","2003","indirect migration background","vocational + Abi","24","","",""
"No transfer dependency","2003","indirect migration background","higher vocational","10","","",""
"No transfer dependency","2003","indirect migration background","higher education","29","","",""
"Very low transfer dependency","2003","no migration background","in school","430","0.856978580922519","0.825916989330351","0.888040172514687"
"Very low transfer dependency","2003","no migration background","inadequately","24","","",""
"Very low transfer dependency","2003","no migration background","general elemantary","726","0.323926512055313","0.302817529735589","0.345035494375037"
"Very low transfer dependency","2003","no migration background","middle vocational","4330","0.381425020008386","0.371765130467277","0.391084909549494"
"Very low transfer dependency","2003","no migration background","vocational + Abi","445","0.406508738472356","0.37400072720098","0.439016749743733"
"Very low transfer dependency","2003","no migration background","higher vocational","804","0.454733373976495","0.429449836915427","0.480016911037563"
"Very low transfer dependency","2003","no migration background","higher education","2106","0.447649770620008","0.432013649281958","0.463285891958058"
"Very low transfer dependency","2003","direct migration background","in school","35","0.685283882807376","0.557828625488298","0.812739140126453"
"Very low transfer dependency","2003","direct migration background","inadequately","50","0.213792695132492","0.151236390292763","0.27634899997222"
"Very low transfer dependency","2003","direct migration background","general elemantary","315","0.466105414986818","0.427696643151858","0.504514186821779"
"Very low transfer dependency","2003","direct migration background","middle vocational","476","0.449954099511678","0.418418381939574","0.481489817083781"
"Very low transfer dependency","2003","direct migration background","vocational + Abi","124","0.535662572169065","0.470784541410449","0.600540602927681"
"Very low transfer dependency","2003","direct migration background","higher vocational","73","0.472228197432574","0.38953246029784","0.554923934567307"
"Very low transfer dependency","2003","direct migration background","higher education","198","0.503801665687395","0.45229644453202","0.55530688684277"
"Very low transfer dependency","2003","indirect migration background","in school","55","0.754199141100736","0.65186316190012","0.856535120301351"
"Very low transfer dependency","2003","indirect migration background","inadequately","2","","",""
"Very low transfer dependency","2003","indirect migration background","general elemantary","117","0.59238672596751","0.521385475431505","0.663387976503514"
"Very low transfer dependency","2003","indirect migration background","middle vocational","173","0.502577250503729","0.447536709398393","0.557617791609065"
"Very low transfer dependency","2003","indirect migration background","vocational + Abi","14","","",""
"Very low transfer dependency","2003","indirect migration background","higher vocational","25","","",""
"Very low transfer dependency","2003","indirect migration background","higher education","33","0.497606218557589","0.375109873402533","0.620102563712644"
"Low transfer dependency","2003","no migration background","in school","33","0.0864021138773526","0.0614746608260455","0.11132956692866"
"Low transfer dependency","2003","no migration background","inadequately","16","","",""
"Low transfer dependency","2003","no migration background","general elemantary","131","0.0636415189529162","0.052630222920862","0.0746528149849704"
"Low transfer dependency","2003","no migration background","middle vocational","621","0.0551827791986581","0.0506418254184014","0.0597237329789149"
"Low transfer dependency","2003","no migration background","vocational + Abi","46","0.0617930187022682","0.0458574586831849","0.0777285787213515"
"Low transfer dependency","2003","no migration background","higher vocational","55","0.0359242098852089","0.0264748115288041","0.0453736082416137"
"Low transfer dependency","2003","no migration background","higher education","142","0.037113329363553","0.0311689690678246","0.0430576896592815"
"Low transfer dependency","2003","direct migration background","in school","10","","",""
"Low transfer dependency","2003","direct migration background","inadequately","28","","",""
"Low transfer dependency","2003","direct migration background","general elemantary","68","0.0927030798888612","0.0703734056197143","0.115032754158008"
"Low transfer dependency","2003","direct migration background","middle vocational","110","0.119821478057433","0.0992354829837881","0.140407473131078"
"Low transfer dependency","2003","direct migration background","vocational + Abi","29","","",""
"Low transfer dependency","2003","direct migration background","higher vocational","9","","",""
"Low transfer dependency","2003","direct migration background","higher education","15","","",""
"Low transfer dependency","2003","indirect migration background","in school","9","","",""
"Low transfer dependency","2003","indirect migration background","inadequately","2","","",""
"Low transfer dependency","2003","indirect migration background","general elemantary","23","","",""
"Low transfer dependency","2003","indirect migration background","middle vocational","22","","",""
"Low transfer dependency","2003","indirect migration background","vocational + Abi","4","","",""
"Low transfer dependency","2003","indirect migration background","higher vocational","3","","",""
"Low transfer dependency","2003","indirect migration background","higher education","1","","",""
"High transfer dependency","2003","no migration background","in school","12","","",""
"High transfer dependency","2003","no migration background","inadequately","8","","",""
"High transfer dependency","2003","no migration background","general elemantary","60","0.0276027595751779","0.0202127465099354","0.0349927726404203"
"High transfer dependency","2003","no migration background","middle vocational","203","0.0204301879095103","0.017616828135019","0.0232435476840015"
"High transfer dependency","2003","no migration background","vocational + Abi","10","","",""
"High transfer dependency","2003","no migration background","higher vocational","17","","",""
"High transfer dependency","2003","no migration background","higher education","23","","",""
"High transfer dependency","2003","direct migration background","in school","1","","",""
"High transfer dependency","2003","direct migration background","inadequately","9","","",""
"High transfer dependency","2003","direct migration background","general elemantary","19","","",""
"High transfer dependency","2003","direct migration background","middle vocational","25","","",""
"High transfer dependency","2003","direct migration background","vocational + Abi","7","","",""
"High transfer dependency","2003","direct migration background","higher vocational","","","",""
"High transfer dependency","2003","direct migration background","higher education","3","","",""
"High transfer dependency","2003","indirect migration background","in school","3","","",""
"High transfer dependency","2003","indirect migration background","inadequately","1","","",""
"High transfer dependency","2003","indirect migration background","general elemantary","8","","",""
"High transfer dependency","2003","indirect migration background","middle vocational","12","","",""
"High transfer dependency","2003","indirect migration background","vocational + Abi","","","",""
"High transfer dependency","2003","indirect migration background","higher vocational","1","","",""
"High transfer dependency","2003","indirect migration background","higher education","","","",""
"Very high transfer dependency","2003","no migration background","in school","5","","",""
"Very high transfer dependency","2003","no migration background","inadequately","6","","",""
"Very high transfer dependency","2003","no migration background","general elemantary","38","0.023871922242454","0.0169862841235756","0.0307575603613324"
"Very high transfer dependency","2003","no migration background","middle vocational","136","0.0168658446187446","0.0143050082069233","0.0194266810305658"
"Very high transfer dependency","2003","no migration background","vocational + Abi","10","","",""
"Very high transfer dependency","2003","no migration background","higher vocational","14","","",""
"Very high transfer dependency","2003","no migration background","higher education","15","","",""
"Very high transfer dependency","2003","direct migration background","in school","2","","",""
"Very high transfer dependency","2003","direct migration background","inadequately","5","","",""
"Very high transfer dependency","2003","direct migration background","general elemantary","17","","",""
"Very high transfer dependency","2003","direct migration background","middle vocational","13","","",""
"Very high transfer dependency","2003","direct migration background","vocational + Abi","3","","",""
"Very high transfer dependency","2003","direct migration background","higher vocational","1","","",""
"Very high transfer dependency","2003","direct migration background","higher education","9","","",""
"Very high transfer dependency","2003","indirect migration background","in school","1","","",""
"Very high transfer dependency","2003","indirect migration background","inadequately","1","","",""
"Very high transfer dependency","2003","indirect migration background","general elemantary","7","","",""
"Very high transfer dependency","2003","indirect migration background","middle vocational","","","",""
"Very high transfer dependency","2003","indirect migration background","vocational + Abi","1","","",""
"Very high transfer dependency","2003","indirect migration background","higher vocational","","","",""
"Very high transfer dependency","2003","indirect migration background","higher education","","","",""
"Complete transfer dependency","2003","no migration background","in school","6","","",""
"Complete transfer dependency","2003","no migration background","inadequately","5","","",""
"Complete transfer dependency","2003","no migration background","general elemantary","33","0.0199635114607793","0.013654131449846","0.0262728914717126"
"Complete transfer dependency","2003","no migration background","middle vocational","92","0.0120737871433105","0.00990180921004146","0.0142457650765795"
"Complete transfer dependency","2003","no migration background","vocational + Abi","1","","",""
"Complete transfer dependency","2003","no migration background","higher vocational","7","","",""
"Complete transfer dependency","2003","no migration background","higher education","8","","",""
"Complete transfer dependency","2003","direct migration background","in school","1","","",""
"Complete transfer dependency","2003","direct migration background","inadequately","9","","",""
"Complete transfer dependency","2003","direct migration background","general elemantary","12","","",""
"Complete transfer dependency","2003","direct migration background","middle vocational","17","","",""
"Complete transfer dependency","2003","direct migration background","vocational + Abi","7","","",""
"Complete transfer dependency","2003","direct migration background","higher vocational","4","","",""
"Complete transfer dependency","2003","direct migration background","higher education","12","","",""
"Complete transfer dependency","2003","indirect migration background","in school","","","",""
"Complete transfer dependency","2003","indirect migration background","inadequately","1","","",""
"Complete transfer dependency","2003","indirect migration background","general elemantary","3","","",""
"Complete transfer dependency","2003","indirect migration background","middle vocational","8","","",""
"Complete transfer dependency","2003","indirect migration background","vocational + Abi","2","","",""
"Complete transfer dependency","2003","indirect migration background","higher vocational","","","",""
"Complete transfer dependency","2003","indirect migration background","higher education","1","","",""
"No transfer dependency","2004","no migration background","in school","1","","",""
"No transfer dependency","2004","no migration background","inadequately","23","","",""
"No transfer dependency","2004","no migration background","general elemantary","858","0.5447960246969","0.521504076086041","0.56808797330776"
"No transfer dependency","2004","no migration background","middle vocational","4189","0.51450044080185","0.504396949782313","0.524603931821386"
"No transfer dependency","2004","no migration background","vocational + Abi","351","0.471449147935107","0.438486586439253","0.504411709430962"
"No transfer dependency","2004","no migration background","higher vocational","583","0.48014439765964","0.454339975269299","0.505948820049981"
"No transfer dependency","2004","no migration background","higher education","1622","0.516748155685423","0.50095907707286","0.532537234297986"
"No transfer dependency","2004","direct migration background","in school","1","","",""
"No transfer dependency","2004","direct migration background","inadequately","49","0.352438413899334","0.275987158801845","0.428889668996823"
"No transfer dependency","2004","direct migration background","general elemantary","197","0.360236406032321","0.32195100649462","0.398521805570021"
"No transfer dependency","2004","direct migration background","middle vocational","300","0.335784629928687","0.305448643765704","0.366120616091671"
"No transfer dependency","2004","direct migration background","vocational + Abi","46","0.188035260536769","0.136635648988592","0.239434872084945"
"No transfer dependency","2004","direct migration background","higher vocational","48","0.37096486134586","0.290659501749668","0.451270220942053"
"No transfer dependency","2004","direct migration background","higher education","120","0.380266683085347","0.329189149958197","0.431344216212497"
"No transfer dependency","2004","indirect migration background","in school","1","","",""
"No transfer dependency","2004","indirect migration background","inadequately","2","","",""
"No transfer dependency","2004","indirect migration background","general elemantary","25","","",""
"No transfer dependency","2004","indirect migration background","middle vocational","86","0.273125598764252","0.224383248616027","0.321867948912477"
"No transfer dependency","2004","indirect migration background","vocational + Abi","15","","",""
"No transfer dependency","2004","indirect migration background","higher vocational","9","","",""
"No transfer dependency","2004","indirect migration background","higher education","25","","",""
"Very low transfer dependency","2004","no migration background","in school","429","0.845385532675004","0.813308761209417","0.877462304140591"
"Very low transfer dependency","2004","no migration background","inadequately","32","0.31472106959143","0.215994231754996","0.413447907427865"
"Very low transfer dependency","2004","no migration background","general elemantary","650","0.31426045305508","0.292547929657428","0.335972976452732"
"Very low transfer dependency","2004","no migration background","middle vocational","4160","0.374429896895614","0.364646100284179","0.384213693507048"
"Very low transfer dependency","2004","no migration background","vocational + Abi","458","0.438972820579415","0.406203238461869","0.471742402696961"
"Very low transfer dependency","2004","no migration background","higher vocational","758","0.456539431139395","0.430812379918576","0.482266482360214"
"Very low transfer dependency","2004","no migration background","higher education","2054","0.429349911243837","0.413710471446178","0.444989351041497"
"Very low transfer dependency","2004","direct migration background","in school","41","0.702869020982933","0.58723553089229","0.818502511073576"
"Very low transfer dependency","2004","direct migration background","inadequately","70","0.428986642660297","0.349782576084738","0.508190709235855"
"Very low transfer dependency","2004","direct migration background","general elemantary","282","0.424375275378579","0.384959109376041","0.463791441381118"
"Very low transfer dependency","2004","direct migration background","middle vocational","461","0.474066344779465","0.441991962999724","0.506140726559206"
"Very low transfer dependency","2004","direct migration background","vocational + Abi","136","0.623923330019888","0.560203382011906","0.687643278027869"
"Very low transfer dependency","2004","direct migration background","higher vocational","76","0.547392907183473","0.464646155983217","0.630139658383728"
"Very low transfer dependency","2004","direct migration background","higher education","174","0.432622712699376","0.380494361930263","0.48475106346849"
"Very low transfer dependency","2004","indirect migration background","in school","68","0.795066435279866","0.706613682256246","0.883519188303485"
"Very low transfer dependency","2004","indirect migration background","inadequately","5","","",""
