"plb0195_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Paid","2004","1-pers.-HH","inadequately","1","","","","3"
"Paid","2004","1-pers.-HH","general elemantary","4","","","","3"
"Paid","2004","Couple + C. LE 16 ","middle vocational","125","0.140184088658506","0.117101192228313","0.1632669850887","3"
"Paid","2004","Couple + C. LE 16 ","vocational + Abi","17","","","","3"
"Paid","2004","Couple + C. LE 16 ","higher vocational","31","0.146238193605672","0.100672197446237","0.191804189765106","3"
"Paid","2004","Single parent ","inadequately","1","","","","3"
"Paid","2004","Single parent ","general elemantary","8","","","","3"
"Paid","2004","Single parent ","middle vocational","30","0.146219696883965","0.0955785779456325","0.196860815822297","3"
"Paid","2004","Single parent ","vocational + Abi","1","","","","3"
"Paid","2004","Single parent ","higher vocational","3","","","","3"
"Paid","2004","Single parent ","higher education","3","","","","3"
"Paid","2004","Couple + C. LE 16 ","in school","","","","","3"
"Paid","2004","Couple + C. LE 16 ","inadequately","1","","","","3"
"Paid","2004","Couple + C. LE 16 ","general elemantary","19","","","","3"
"Paid","2004","1-pers.-HH","higher education","14","","","","3"
"Paid","2004","(Married) couple without C. ","in school","","","","","3"
"Paid","2004","Couple + C. LE 16 ","higher education","27","","","","3"
"Paid","2004","Couple + C. GT 16 ","in school","2","","","","3"
"Paid","2004","Couple + C. GT 16 ","inadequately","3","","","","3"
"Paid","2004","Couple + C. GT 16 ","general elemantary","16","","","","3"
"Paid","2004","Couple + C. GT 16 ","middle vocational","101","0.147487512644115","0.121835109216794","0.173139916071436","3"
"Paid","2004","Couple + C. GT 16 ","vocational + Abi","5","","","","3"
"Paid","2004","1-pers.-HH","middle vocational","63","0.16311071389215","0.126536053201925","0.199685374582374","3"
"Paid","2004","1-pers.-HH","vocational + Abi","7","","","","3"
"Paid","2004","1-pers.-HH","higher vocational","4","","","","3"
"Paid","2004","(Married) couple without C. ","inadequately","1","","","","3"
"Paid","2004","(Married) couple without C. ","general elemantary","17","","","","3"
"Paid","2004","(Married) couple without C. ","middle vocational","115","0.117045367345003","0.0971997718874444","0.136890962802561","3"
"Paid","2004","(Married) couple without C. ","vocational + Abi","10","","","","3"
"Paid","2004","(Married) couple without C. ","higher vocational","11","","","","3"
"Paid","2004","(Married) couple without C. ","higher education","28","","","","3"
"Paid","2004","Single parent ","in school","2","","","","3"
"Paid","2004","Couple + C. GT 16 ","higher vocational","14","","","","3"
"Paid","2004","Couple + C. GT 16 ","higher education","14","","","","3"
"Paid","2004","Couple + C. LE and GT 16","in school","1","","","","3"
"Paid","2004","Couple + C. LE and GT 16","inadequately","4","","","","3"
"Paid","2004","Couple + C. LE and GT 16","general elemantary","11","","","","3"
"Paid","2004","Couple + C. LE and GT 16","middle vocational","51","0.192988815416361","0.147954565861754","0.238023064970968","3"
"Paid","2004","Couple + C. LE and GT 16","vocational + Abi","4","","","","3"
"Paid","2004","Couple + C. LE and GT 16","higher vocational","4","","","","3"
"Paid","2004","Couple + C. LE and GT 16","higher education","7","","","","3"
"Partly, partly","2004","1-pers.-HH","in school","","","","","2"
"Partly, partly","2004","1-pers.-HH","inadequately","1","","","","2"
"Partly, partly","2004","1-pers.-HH","general elemantary","8","","","","2"
"Partly, partly","2004","1-pers.-HH","middle vocational","69","0.151940638917258","0.116405733989645","0.187475543844871","2"
"Partly, partly","2004","1-pers.-HH","vocational + Abi","12","","","","2"
"Partly, partly","2004","1-pers.-HH","higher vocational","17","","","","2"
"Partly, partly","2004","1-pers.-HH","higher education","30","0.166120992136424","0.117051028879055","0.215190955393792","2"
"Partly, partly","2004","(Married) couple without C. ","in school","","","","","2"
"Partly, partly","2004","(Married) couple without C. ","inadequately","1","","","","2"
"Partly, partly","2004","(Married) couple without C. ","general elemantary","17","","","","2"
"Partly, partly","2004","(Married) couple without C. ","middle vocational","206","0.211511238266467","0.186300689296116","0.236721787236819","2"
"Partly, partly","2004","(Married) couple without C. ","vocational + Abi","24","","","","2"
"Partly, partly","2004","(Married) couple without C. ","higher vocational","40","0.251563982730628","0.188696782940113","0.314431182521143","2"
"Partly, partly","2004","(Married) couple without C. ","higher education","79","0.142711473268223","0.115612611191059","0.169810335345388","2"
"Partly, partly","2004","Single parent ","in school","","","","","2"
"Partly, partly","2004","Couple + C. GT 16 ","inadequately","2","","","","2"
"Partly, partly","2004","Couple + C. GT 16 ","general elemantary","26","","","","2"
"Partly, partly","2004","Couple + C. GT 16 ","middle vocational","164","0.229697638075011","0.19926714842451","0.260128127725512","2"
"Partly, partly","2004","Couple + C. GT 16 ","vocational + Abi","16","","","","2"
"Partly, partly","2004","Couple + C. GT 16 ","higher vocational","26","","","","2"
"Partly, partly","2004","Couple + C. GT 16 ","higher education","50","0.0990706988067318","0.0689531127330142","0.129188284880449","2"
"Partly, partly","2004","Couple + C. LE and GT 16","in school","","","","","2"
"Partly, partly","2004","Couple + C. LE and GT 16","inadequately","","","","","2"
"Partly, partly","2004","Couple + C. LE and GT 16","general elemantary","14","","","","2"
"Partly, partly","2004","Couple + C. LE and GT 16","middle vocational","65","0.261088866960369","0.210966985525081","0.311210748395656","2"
"Partly, partly","2004","Couple + C. LE and GT 16","vocational + Abi","5","","","","2"
"Partly, partly","2004","Couple + C. LE and GT 16","higher vocational","15","","","","2"
"Partly, partly","2004","Single parent ","inadequately","","","","","2"
"Partly, partly","2004","Single parent ","general elemantary","5","","","","2"
"Partly, partly","2004","Single parent ","middle vocational","40","0.200699889277927","0.143294087008453","0.258105691547402","2"
"Partly, partly","2004","Couple + C. GT 16 ","in school","","","","","2"
"Partly, partly","2004","Single parent ","vocational + Abi","4","","","","2"
"Partly, partly","2004","Single parent ","higher vocational","7","","","","2"
"Partly, partly","2004","Single parent ","higher education","10","","","","2"
"Partly, partly","2004","Couple + C. LE 16 ","in school","","","","","2"
"Partly, partly","2004","Couple + C. LE 16 ","inadequately","","","","","2"
"Partly, partly","2004","Couple + C. LE 16 ","general elemantary","23","","","","2"
"Partly, partly","2004","Couple + C. LE 16 ","middle vocational","218","0.216298619905862","0.188924486288042","0.243672753523682","2"
"Partly, partly","2004","Couple + C. LE 16 ","vocational + Abi","20","","","","2"
"Partly, partly","2004","Couple + C. LE 16 ","higher vocational","51","0.204342339441707","0.152344606890713","0.256340071992701","2"
"Partly, partly","2004","Couple + C. LE 16 ","higher education","66","0.115861744438312","0.0878078465721958","0.143915642304429","2"
"Partly, partly","2004","Couple + C. LE and GT 16","higher education","27","","","","2"
"Acclaimed","2005","1-pers.-HH","in school","","","","","1"
"Acclaimed","2005","1-pers.-HH","inadequately","","","","","1"
"Acclaimed","2005","Single parent ","inadequately","2","","","","1"
"Acclaimed","2005","Single parent ","general elemantary","19","","","","1"
"Acclaimed","2005","Single parent ","middle vocational","121","0.620129629827212","0.551297634596936","0.688961625057488","1"
"Acclaimed","2005","Single parent ","vocational + Abi","14","","","","1"
"Acclaimed","2005","Single parent ","higher vocational","16","","","","1"
"Acclaimed","2005","Single parent ","higher education","30","0.694676254889339","0.569501157851446","0.819851351927232","1"
"Acclaimed","2005","Couple + C. LE 16 ","in school","","","","","1"
"Acclaimed","2005","Couple + C. LE 16 ","inadequately","4","","","","1"
"Acclaimed","2005","Couple + C. LE 16 ","general elemantary","32","0.290346039043565","0.183242255230905","0.397449822856226","1"
"Acclaimed","2005","Couple + C. LE 16 ","middle vocational","391","0.476093634644951","0.441355150397755","0.510832118892147","1"
"Acclaimed","2005","Couple + C. LE 16 ","vocational + Abi","76","0.479234323385947","0.397921465814132","0.560547180957763","1"
"Acclaimed","2005","Couple + C. GT 16 ","higher education","131","0.393825328588792","0.340868138962234","0.446782518215351","1"
"Acclaimed","2005","Couple + C. LE and GT 16","in school","","","","","1"
"Acclaimed","2005","Couple + C. LE and GT 16","inadequately","1","","","","1"
"Acclaimed","2005","Couple + C. LE and GT 16","general elemantary","25","","","","1"
"Acclaimed","2005","Couple + C. LE and GT 16","middle vocational","138","0.437014619177074","0.378390236092186","0.495639002261961","1"
"Acclaimed","2005","Couple + C. LE and GT 16","vocational + Abi","8","","","","1"
"Acclaimed","2005","Couple + C. LE and GT 16","higher vocational","26","","","","1"
"Acclaimed","2005","Couple + C. LE and GT 16","higher education","76","0.466796048583793","0.389733136169076","0.54385896099851","1"
"Acclaimed","2005","1-pers.-HH","general elemantary","18","","","","1"
"Acclaimed","2005","1-pers.-HH","middle vocational","222","0.535143120060081","0.487946157519412","0.58234008260075","1"
"Acclaimed","2005","1-pers.-HH","vocational + Abi","45","0.753578957526177","0.654041826340448","0.853116088711905","1"
"Acclaimed","2005","1-pers.-HH","higher vocational","43","0.578471724799214","0.4659628827735","0.690980566824928","1"
"Acclaimed","2005","1-pers.-HH","higher education","102","0.434054406150944","0.369293001765437","0.498815810536452","1"
"Acclaimed","2005","(Married) couple without C. ","in school","1","","","","1"
"Acclaimed","2005","(Married) couple without C. ","inadequately","2","","","","1"
"Acclaimed","2005","(Married) couple without C. ","general elemantary","33","0.519898870969904","0.402016368569621","0.637781373370186","1"
"Acclaimed","2005","(Married) couple without C. ","middle vocational","510","0.579988867520752","0.547814938052436","0.612162796989068","1"
"Acclaimed","2005","(Married) couple without C. ","vocational + Abi","98","0.6049386329421","0.529189783429211","0.680687482454988","1"
"Acclaimed","2005","(Married) couple without C. ","higher vocational","94","0.602556546116157","0.529634034540752","0.675479057691563","1"
"Acclaimed","2005","(Married) couple without C. ","higher education","240","0.392351300689749","0.352985581947511","0.431717019431988","1"
"Acclaimed","2005","Single parent ","in school","","","","","1"
"Acclaimed","2005","Couple + C. LE 16 ","higher vocational","115","0.500956691389857","0.433966624151301","0.567946758628413","1"
"Acclaimed","2005","Couple + C. LE 16 ","higher education","180","0.400599222933386","0.355172853184049","0.446025592682724","1"
"Acclaimed","2005","Couple + C. GT 16 ","in school","1","","","","1"
"Acclaimed","2005","Couple + C. GT 16 ","inadequately","1","","","","1"
"Acclaimed","2005","Couple + C. GT 16 ","general elemantary","57","0.428999232523613","0.338145605660938","0.519852859386288","1"
"Acclaimed","2005","Couple + C. GT 16 ","middle vocational","324","0.533235554913122","0.494704261233449","0.571766848592796","1"
"Acclaimed","2005","Couple + C. GT 16 ","vocational + Abi","46","0.473103615465891","0.364374382493941","0.581832848437842","1"
"Acclaimed","2005","Couple + C. GT 16 ","higher vocational","57","0.613648252571759","0.517734322828854","0.709562182314664","1"
"Not paid","2005","1-pers.-HH","in school","","","","","4"
"Not paid","2005","1-pers.-HH","inadequately","","","","","4"
"Not paid","2005","1-pers.-HH","general elemantary","12","","","","4"
"Not paid","2005","1-pers.-HH","middle vocational","56","0.134588847415706","0.102293852110919","0.166883842720493","4"
"Not paid","2005","1-pers.-HH","vocational + Abi","12","","","","4"
"Not paid","2005","1-pers.-HH","higher vocational","13","","","","4"
"Not paid","2005","1-pers.-HH","higher education","73","0.328489578550568","0.267121290466131","0.389857866635005","4"
"Not paid","2005","(Married) couple without C. ","in school","","","","","4"
"Not paid","2005","(Married) couple without C. ","inadequately","","","","","4"
"Not paid","2005","(Married) couple without C. ","general elemantary","7","","","","4"
"Not paid","2005","(Married) couple without C. ","middle vocational","124","0.114149354005664","0.0934202343749126","0.134878473636415","4"
"Not paid","2005","(Married) couple without C. ","vocational + Abi","29","","","","4"
"Not paid","2005","(Married) couple without C. ","higher vocational","38","0.167158928879673","0.111559427568762","0.222758430190585","4"
"Not paid","2005","(Married) couple without C. ","higher education","247","0.421319707899353","0.381510862303973","0.461128553494733","4"
"Not paid","2005","Single parent ","in school","","","","","4"
"Not paid","2005","Single parent ","inadequately","","","","","4"
"Not paid","2005","Couple + C. LE 16 ","higher education","188","0.404744922164739","0.359242282816471","0.450247561513006","4"
"Not paid","2005","Couple + C. GT 16 ","in school","","","","","4"
"Not paid","2005","Couple + C. GT 16 ","inadequately","1","","","","4"
"Not paid","2005","Couple + C. GT 16 ","general elemantary","20","","","","4"
"Not paid","2005","Couple + C. GT 16 ","middle vocational","78","0.0918343290626401","0.0695299454081445","0.114138712717136","4"
"Not paid","2005","Couple + C. GT 16 ","vocational + Abi","10","","","","4"
"Not paid","2005","Couple + C. GT 16 ","higher vocational","10","","","","4"
"Not paid","2005","Couple + C. GT 16 ","higher education","131","0.368638299441332","0.316348911500243","0.42092768738242","4"
"Not paid","2005","Couple + C. LE and GT 16","in school","","","","","4"
"Not paid","2005","Couple + C. LE and GT 16","inadequately","1","","","","4"
"Not paid","2005","Couple + C. LE and GT 16","general elemantary","12","","","","4"
"Not paid","2005","Couple + C. LE and GT 16","middle vocational","22","","","","4"
"Not paid","2005","Couple + C. LE and GT 16","vocational + Abi","1","","","","4"
"Not paid","2005","Couple + C. LE and GT 16","higher vocational","10","","","","4"
"Not paid","2005","Couple + C. LE and GT 16","higher education","50","0.251959956719575","0.18489998917879","0.319019924260361","4"
"Not paid","2005","Single parent ","general elemantary","5","","","","4"
"Not paid","2005","Single parent ","middle vocational","14","","","","4"
"Not paid","2005","Single parent ","vocational + Abi","1","","","","4"
"Not paid","2005","Single parent ","higher vocational","2","","","","4"
"Not paid","2005","Single parent ","higher education","13","","","","4"
"Not paid","2005","Couple + C. LE 16 ","in school","","","","","4"
"Not paid","2005","Couple + C. LE 16 ","inadequately","1","","","","4"
"Not paid","2005","Couple + C. LE 16 ","general elemantary","7","","","","4"
"Not paid","2005","Couple + C. LE 16 ","middle vocational","87","0.114977681549512","0.092789499281345","0.137165863817679","4"
"Not paid","2005","Couple + C. LE 16 ","vocational + Abi","29","","","","4"
"Not paid","2005","Couple + C. LE 16 ","higher vocational","41","0.166675322172067","0.116742745502966","0.216607898841167","4"
"Paid","2005","1-pers.-HH","in school","","","","","3"
"Paid","2005","1-pers.-HH","inadequately","","","","","3"
"Paid","2005","1-pers.-HH","general elemantary","4","","","","3"
"Paid","2005","Couple + C. LE 16 ","middle vocational","114","0.142356760961805","0.118052622934606","0.166660898989004","3"
"Paid","2005","Couple + C. LE 16 ","vocational + Abi","8","","","","3"
"Paid","2005","Couple + C. LE 16 ","higher vocational","16","","","","3"
"Paid","2005","1-pers.-HH","vocational + Abi","6","","","","3"
"Paid","2005","1-pers.-HH","higher vocational","3","","","","3"
"Paid","2005","1-pers.-HH","higher education","7","","","","3"
"Paid","2005","(Married) couple without C. ","in school","","","","","3"
"Paid","2005","Single parent ","inadequately","1","","","","3"
"Paid","2005","Single parent ","general elemantary","10","","","","3"
"Paid","2005","Single parent ","middle vocational","15","","","","3"
"Paid","2005","Single parent ","vocational + Abi","1","","","","3"
"Paid","2005","Single parent ","higher vocational","1","","","","3"
"Paid","2005","Single parent ","higher education","3","","","","3"
"Paid","2005","Couple + C. LE 16 ","in school","","","","","3"
"Paid","2005","Couple + C. LE 16 ","inadequately","","","","","3"
"Paid","2005","Couple + C. LE 16 ","general elemantary","15","","","","3"
"Paid","2005","Couple + C. GT 16 ","higher vocational","9","","","","3"
"Paid","2005","Couple + C. GT 16 ","higher education","10","","","","3"
"Paid","2005","Couple + C. LE and GT 16","in school","2","","","","3"
"Paid","2005","Couple + C. LE and GT 16","inadequately","2","","","","3"
"Paid","2005","(Married) couple without C. ","inadequately","1","","","","3"
"Paid","2005","(Married) couple without C. ","general elemantary","17","","","","3"
"Paid","2005","(Married) couple without C. ","middle vocational","100","0.102690235606611","0.0829023383028271","0.122478132910394","3"
"Paid","2005","(Married) couple without C. ","vocational + Abi","8","","","","3"
"Paid","2005","(Married) couple without C. ","higher vocational","14","","","","3"
"Paid","2005","(Married) couple without C. ","higher education","25","","","","3"
"Paid","2005","Couple + C. LE 16 ","higher education","17","","","","3"
"Paid","2005","Couple + C. GT 16 ","in school","2","","","","3"
"Paid","2005","Couple + C. GT 16 ","inadequately","4","","","","3"
"Paid","2005","Couple + C. GT 16 ","general elemantary","13","","","","3"
"Paid","2005","Couple + C. GT 16 ","middle vocational","101","0.174079974117974","0.144794749305741","0.203365198930208","3"
"Paid","2005","Couple + C. GT 16 ","vocational + Abi","7","","","","3"
"Paid","2005","Couple + C. LE and GT 16","general elemantary","11","","","","3"
"Paid","2005","Couple + C. LE and GT 16","middle vocational","41","0.168593099439882","0.124343590657367","0.212842608222398","3"
"Paid","2005","Couple + C. LE and GT 16","vocational + Abi","3","","","","3"
"Paid","2005","Couple + C. LE and GT 16","higher vocational","3","","","","3"
"Paid","2005","Couple + C. LE and GT 16","higher education","11","","","","3"
"Paid","2005","1-pers.-HH","middle vocational","49","0.119868765698201","0.0891328484378347","0.150604682958566","3"
"Paid","2005","Single parent ","in school","","","","","3"
"Partly, partly","2005","1-pers.-HH","in school","","","","","2"
"Partly, partly","2005","1-pers.-HH","inadequately","2","","","","2"
"Partly, partly","2005","1-pers.-HH","general elemantary","11","","","","2"
"Partly, partly","2005","1-pers.-HH","middle vocational","102","0.210399266826012","0.171829649724756","0.248968883927268","2"
"Partly, partly","2005","1-pers.-HH","vocational + Abi","9","","","","2"
"Partly, partly","2005","1-pers.-HH","higher vocational","15","","","","2"
"Partly, partly","2005","1-pers.-HH","higher education","43","0.2086295003153","0.155536823835219","0.261722176795382","2"
"Partly, partly","2005","(Married) couple without C. ","in school","","","","","2"
"Partly, partly","2005","(Married) couple without C. ","inadequately","1","","","","2"
"Partly, partly","2005","(Married) couple without C. ","general elemantary","12","","","","2"
"Partly, partly","2005","(Married) couple without C. ","middle vocational","170","0.203171542866974","0.176942784455815","0.229400301278132","2"
"Partly, partly","2005","(Married) couple without C. ","vocational + Abi","25","","","","2"
"Partly, partly","2005","(Married) couple without C. ","higher vocational","27","","","","2"
"Partly, partly","2005","(Married) couple without C. ","higher education","79","0.135199531748834","0.107631871843667","0.162767191654002","2"
"Partly, partly","2005","Single parent ","in school","","","","","2"
"Partly, partly","2005","Couple + C. GT 16 ","inadequately","","","","","2"
"Partly, partly","2005","Couple + C. GT 16 ","general elemantary","24","","","","2"
"Partly, partly","2005","Couple + C. GT 16 ","middle vocational","141","0.200850141906263","0.169907646001716","0.23179263781081","2"
"Partly, partly","2005","Couple + C. GT 16 ","vocational + Abi","18","","","","2"
"Partly, partly","2005","Couple + C. GT 16 ","higher vocational","23","","","","2"
"Partly, partly","2005","Couple + C. GT 16 ","higher education","55","0.208823870477705","0.164768295562476","0.252879445392935","2"
"Partly, partly","2005","Couple + C. LE and GT 16","in school","1","","","","2"
"Partly, partly","2005","Couple + C. LE and GT 16","inadequately","1","","","","2"
"Partly, partly","2005","Couple + C. LE and GT 16","general elemantary","11","","","","2"
"Partly, partly","2005","Couple + C. LE and GT 16","middle vocational","74","0.314665018118208","0.259779543208902","0.369550493027513","2"
"Partly, partly","2005","Couple + C. LE and GT 16","vocational + Abi","5","","","","2"
"Partly, partly","2005","Couple + C. LE and GT 16","higher vocational","11","","","","2"
"Partly, partly","2005","Single parent ","inadequately","","","","","2"
"Partly, partly","2005","Single parent ","general elemantary","10","","","","2"
"Partly, partly","2005","Single parent ","middle vocational","41","0.234347665871383","0.174274913730428","0.294420418012338","2"
"Partly, partly","2005","Couple + C. GT 16 ","in school","","","","","2"
"Partly, partly","2005","Single parent ","vocational + Abi","4","","","","2"
"Partly, partly","2005","Single parent ","higher vocational","4","","","","2"
"Partly, partly","2005","Single parent ","higher education","6","","","","2"
"Partly, partly","2005","Couple + C. LE 16 ","in school","","","","","2"
"Partly, partly","2005","Couple + C. LE 16 ","inadequately","","","","","2"
"Partly, partly","2005","Couple + C. LE 16 ","general elemantary","15","","","","2"
"Partly, partly","2005","Couple + C. LE 16 ","middle vocational","202","0.266571922843732","0.235816350886156","0.297327494801309","2"
"Partly, partly","2005","Couple + C. LE 16 ","vocational + Abi","32","0.312446307301628","0.237005713611088","0.387886900992169","2"
"Partly, partly","2005","Couple + C. LE 16 ","higher vocational","42","0.223847943384089","0.168002060018747","0.27969382674943","2"
"Partly, partly","2005","Couple + C. LE 16 ","higher education","62","0.131651983913167","0.100307946165743","0.162996021660592","2"
"Partly, partly","2005","Couple + C. LE and GT 16","higher education","24","","","","2"
"Acclaimed","2006","1-pers.-HH","in school","","","","","1"
"Acclaimed","2006","1-pers.-HH","inadequately","1","","","","1"
"Acclaimed","2006","Single parent ","inadequately","1","","","","1"
"Acclaimed","2006","Single parent ","general elemantary","26","","","","1"
"Acclaimed","2006","Single parent ","middle vocational","132","0.586236380675611","0.519305127301547","0.653167634049675","1"
"Acclaimed","2006","Single parent ","vocational + Abi","16","","","","1"
"Acclaimed","2006","Single parent ","higher vocational","14","","","","1"
"Acclaimed","2006","Single parent ","higher education","32","0.47288163801416","0.35243174430686","0.59333153172146","1"
"Acclaimed","2006","Couple + C. LE 16 ","in school","","","","","1"
"Acclaimed","2006","Couple + C. LE 16 ","inadequately","2","","","","1"
"Acclaimed","2006","Couple + C. LE 16 ","general elemantary","23","","","","1"
"Acclaimed","2006","Couple + C. LE 16 ","middle vocational","455","0.52378324044187","0.490128902893507","0.557437577990232","1"
"Acclaimed","2006","1-pers.-HH","general elemantary","22","","","","1"
"Acclaimed","2006","1-pers.-HH","middle vocational","232","0.511218003928987","0.466452754906082","0.555983252951892","1"
"Acclaimed","2006","1-pers.-HH","vocational + Abi","51","0.636596216322659","0.537774101484173","0.735418331161146","1"
"Acclaimed","2006","1-pers.-HH","higher vocational","44","0.398208799287889","0.295343994181385","0.501073604394392","1"
"Acclaimed","2006","1-pers.-HH","higher education","101","0.366314647773015","0.307638420005404","0.424990875540625","1"
"Acclaimed","2006","(Married) couple without C. ","in school","1","","","","1"
"Acclaimed","2006","(Married) couple without C. ","inadequately","1","","","","1"
"Acclaimed","2006","(Married) couple without C. ","general elemantary","33","0.601557483426874","0.490011577421802","0.713103389431946","1"
"Acclaimed","2006","(Married) couple without C. ","middle vocational","573","0.539373604264338","0.509338820307883","0.569408388220792","1"
"Acclaimed","2006","(Married) couple without C. ","vocational + Abi","98","0.600062144733936","0.526203878225577","0.673920411242294","1"
"Acclaimed","2006","(Married) couple without C. ","higher vocational","91","0.469529666267818","0.399120126449949","0.539939206085688","1"
"Acclaimed","2006","(Married) couple without C. ","higher education","261","0.402675516080791","0.365259383697009","0.440091648464574","1"
"Acclaimed","2006","Single parent ","in school","","","","","1"
"Acclaimed","2006","Couple + C. LE 16 ","vocational + Abi","84","0.495248353845934","0.420310642004778","0.57018606568709","1"
"Acclaimed","2006","Couple + C. LE 16 ","higher vocational","127","0.571744163839007","0.505601546534991","0.637886781143022","1"
"Acclaimed","2006","Couple + C. LE 16 ","higher education","209","0.388065846466184","0.34597869488379","0.430152998048579","1"
"Acclaimed","2006","Couple + C. GT 16 ","higher education","134","0.364503614527799","0.314578226958118","0.41442900209748","1"
"Acclaimed","2006","Couple + C. LE and GT 16","in school","","","","","1"
"Acclaimed","2006","Couple + C. LE and GT 16","inadequately","","","","","1"
"Acclaimed","2006","Couple + C. LE and GT 16","general elemantary","29","","","","1"
"Acclaimed","2006","Couple + C. LE and GT 16","middle vocational","146","0.476209395470286","0.417605859456559","0.534812931484013","1"
"Acclaimed","2006","Couple + C. LE and GT 16","vocational + Abi","19","","","","1"
"Acclaimed","2006","Couple + C. LE and GT 16","higher vocational","30","0.471470583058285","0.337079009612886","0.605862156503683","1"
"Acclaimed","2006","Couple + C. LE and GT 16","higher education","66","0.349818139593634","0.274001438376684","0.425634840810585","1"
"Acclaimed","2006","Couple + C. GT 16 ","in school","1","","","","1"
"Acclaimed","2006","Couple + C. GT 16 ","inadequately","6","","","","1"
"Acclaimed","2006","Couple + C. GT 16 ","general elemantary","53","0.487311918399625","0.392158304826955","0.582465531972295","1"
"Acclaimed","2006","Couple + C. GT 16 ","middle vocational","416","0.544131722683099","0.508582171103464","0.579681274262734","1"
"Acclaimed","2006","Couple + C. GT 16 ","vocational + Abi","46","0.541072318400109","0.431877285744286","0.650267351055933","1"
"Acclaimed","2006","Couple + C. GT 16 ","higher vocational","57","0.609498831152453","0.515282305234606","0.7037153570703","1"
"Not paid","2006","1-pers.-HH","in school","","","","","4"
"Not paid","2006","1-pers.-HH","inadequately","","","","","4"
"Not paid","2006","1-pers.-HH","general elemantary","5","","","","4"
"Not paid","2006","1-pers.-HH","middle vocational","72","0.137063887018997","0.106265272627517","0.167862501410477","4"
"Not paid","2006","1-pers.-HH","vocational + Abi","20","","","","4"
"Not paid","2006","1-pers.-HH","higher vocational","23","","","","4"
"Not paid","2006","1-pers.-HH","higher education","100","0.388423101397224","0.329065509864128","0.447780692930319","4"
"Not paid","2006","(Married) couple without C. ","in school","","","","","4"
"Not paid","2006","(Married) couple without C. ","inadequately","","","","","4"
"Not paid","2006","(Married) couple without C. ","general elemantary","8","","","","4"
"Not paid","2006","(Married) couple without C. ","middle vocational","147","0.121311995021717","0.101638818962292","0.140985171081143","4"
"Not paid","2006","(Married) couple without C. ","vocational + Abi","36","0.233463452995753","0.16968402440535","0.297242881586157","4"
"Not paid","2006","(Married) couple without C. ","higher vocational","46","0.218182346959384","0.159914096645411","0.276450597273357","4"
"Not paid","2006","(Married) couple without C. ","higher education","282","0.429299127431298","0.391536657331482","0.467061597531115","4"
"Not paid","2006","Single parent ","in school","","","","","4"
"Not paid","2006","Single parent ","inadequately","1","","","","4"
"Not paid","2006","Couple + C. LE 16 ","higher education","219","0.424619341657428","0.381929750825616","0.467308932489241","4"
"Not paid","2006","Couple + C. GT 16 ","in school","1","","","","4"
"Not paid","2006","Couple + C. GT 16 ","inadequately","1","","","","4"
"Not paid","2006","Couple + C. GT 16 ","general elemantary","19","","","","4"
"Not paid","2006","Couple + C. GT 16 ","middle vocational","83","0.100469545898529","0.0790116282922592","0.121927463504798","4"
"Not paid","2006","Couple + C. GT 16 ","vocational + Abi","11","","","","4"
"Not paid","2006","Couple + C. GT 16 ","higher vocational","16","","","","4"
"Not paid","2006","Couple + C. GT 16 ","higher education","161","0.421473698399643","0.370251197813574","0.472696198985712","4"
"Not paid","2006","Couple + C. LE and GT 16","in school","","","","","4"
"Not paid","2006","Couple + C. LE and GT 16","inadequately","1","","","","4"
"Not paid","2006","Couple + C. LE and GT 16","general elemantary","8","","","","4"
"Not paid","2006","Couple + C. LE and GT 16","middle vocational","31","0.12832037423484","0.0890764665259884","0.167564281943692","4"
"Not paid","2006","Couple + C. LE and GT 16","vocational + Abi","3","","","","4"
"Not paid","2006","Couple + C. LE and GT 16","higher vocational","10","","","","4"
"Not paid","2006","Couple + C. LE and GT 16","higher education","51","0.381938180274339","0.304698797888619","0.459177562660059","4"
"Not paid","2006","Single parent ","general elemantary","4","","","","4"
"Not paid","2006","Single parent ","middle vocational","16","","","","4"
"Not paid","2006","Single parent ","vocational + Abi","2","","","","4"
"Not paid","2006","Single parent ","higher vocational","4","","","","4"
"Not paid","2006","Single parent ","higher education","18","","","","4"
"Not paid","2006","Couple + C. LE 16 ","in school","","","","","4"
"Not paid","2006","Couple + C. LE 16 ","inadequately","1","","","","4"
"Not paid","2006","Couple + C. LE 16 ","general elemantary","9","","","","4"
"Not paid","2006","Couple + C. LE 16 ","middle vocational","99","0.11131570131758","0.0901216063281312","0.132509796307028","4"
"Not paid","2006","Couple + C. LE 16 ","vocational + Abi","38","0.166654992198136","0.110798762339286","0.222511222056987","4"
"Not paid","2006","Couple + C. LE 16 ","higher vocational","32","0.147708048634075","0.100281105327912","0.195134991940239","4"
"Paid","2006","1-pers.-HH","in school","","","","","3"
"Paid","2006","1-pers.-HH","inadequately","1","","","","3"
"Paid","2006","1-pers.-HH","general elemantary","10","","","","3"
"Paid","2006","Single parent ","inadequately","1","","","","3"
"Paid","2006","Single parent ","general elemantary","7","","","","3"
"Paid","2006","Single parent ","middle vocational","18","","","","3"
"Paid","2006","Single parent ","vocational + Abi","2","","","","3"
"Paid","2006","Single parent ","higher vocational","3","","","","3"
"Paid","2006","Single parent ","higher education","5","","","","3"
"Paid","2006","Couple + C. LE 16 ","in school","","","","","3"
