"plb0195_h","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Paid","2004","16-34 y.","Part Time","107","0.214872111482291","0.178652411849291","0.251091811115292","3"
"Paid","2004","16-34 y.","Not Working","2","","","","3"
"Paid","2004","35-65 y.","Part Time","152","0.157296821505777","0.136254363927752","0.178339279083802","3"
"Paid","2004","35-65 y.","Not Working","3","","","","3"
"Paid","2004","66 and older","Full Time","","","","","3"
"Paid","2004","66 and older","Not Working","","","","","3"
"Partly, partly","2004","16-34 y.","Not Working","7","","","","2"
"Partly, partly","2004","35-65 y.","Full Time","754","0.186855274135724","0.174838537543894","0.198872010727554","2"
"Partly, partly","2004","16-34 y.","Full Time","370","0.22637066330527","0.205604210058608","0.247137116551931","2"
"Partly, partly","2004","16-34 y.","Part Time","85","0.164606122698284","0.131905708539583","0.197306536856985","2"
"Partly, partly","2004","35-65 y.","Part Time","175","0.156249926929061","0.135264587698536","0.177235266159587","2"
"Partly, partly","2004","35-65 y.","Not Working","2","","","","2"
"Partly, partly","2004","66 and older","Full Time","","","","","2"
"Partly, partly","2004","66 and older","Part Time","","","","","2"
"Partly, partly","2004","66 and older","Not Working","","","","","2"
"Acclaimed","2005","16-34 y.","Full Time","740","0.49884009585416","0.472988429470555","0.524691762237764","1"
"Acclaimed","2005","16-34 y.","Part Time","229","0.456599426616451","0.412540382363723","0.500658470869179","1"
"Acclaimed","2005","16-34 y.","Not Working","6","","","","1"
"Acclaimed","2005","35-65 y.","Full Time","1774","0.494924945130514","0.478916325856015","0.510933564405013","1"
"Acclaimed","2005","35-65 y.","Part Time","635","0.593488375077738","0.564112653491852","0.622864096663624","1"
"Acclaimed","2005","35-65 y.","Not Working","7","","","","1"
"Acclaimed","2005","66 and older","Full Time","","","","","1"
"Acclaimed","2005","66 and older","Part Time","1","","","","1"
"Acclaimed","2005","66 and older","Not Working","","","","","1"
"Not paid","2005","35-65 y.","Full Time","901","0.20089839463936","0.188069315646899","0.21372747363182","4"
"Not paid","2005","16-34 y.","Not Working","7","","","","4"
"Not paid","2005","16-34 y.","Full Time","235","0.174233533167313","0.154621880181475","0.19384518615315","4"
"Not paid","2005","16-34 y.","Part Time","80","0.165990517461713","0.133080017600807","0.198901017322619","4"
"Not paid","2005","35-65 y.","Part Time","146","0.0985944955804542","0.0807652737724203","0.116423717388488","4"
"Not paid","2005","35-65 y.","Not Working","3","","","","4"
"Not paid","2005","66 and older","Full Time","2","","","","4"
"Not paid","2005","66 and older","Part Time","4","","","","4"
"Not paid","2005","66 and older","Not Working","","","","","4"
"Paid","2005","16-34 y.","Not Working","7","","","","3"
"Paid","2005","16-34 y.","Full Time","129","0.0934129599992101","0.0783667185376369","0.108459201460783","3"
"Paid","2005","16-34 y.","Part Time","83","0.159407284165793","0.127028969643478","0.191785598688108","3"
"Paid","2005","35-65 y.","Full Time","342","0.105781167836526","0.0959335240870826","0.115628811585969","3"
"Paid","2005","35-65 y.","Part Time","124","0.126392399105072","0.106519344261777","0.146265453948367","3"
"Paid","2005","35-65 y.","Not Working","1","","","","3"
"Paid","2005","66 and older","Full Time","","","","","3"
"Paid","2005","66 and older","Part Time","3","","","","3"
"Paid","2005","66 and older","Not Working","","","","","3"
"Partly, partly","2005","16-34 y.","Not Working","7","","","","2"
"Partly, partly","2005","35-65 y.","Full Time","730","0.1983954923936","0.185626629606125","0.211164355181075","2"
"Partly, partly","2005","16-34 y.","Full Time","333","0.233513410979318","0.211639426426656","0.25538739553198","2"
"Partly, partly","2005","16-34 y.","Part Time","99","0.218002771756043","0.181481914809497","0.254523628702589","2"
"Partly, partly","2005","35-65 y.","Part Time","169","0.181524730236735","0.158472304521252","0.204577155952219","2"
"Partly, partly","2005","35-65 y.","Not Working","3","","","","2"
"Partly, partly","2005","66 and older","Full Time","","","","","2"
"Partly, partly","2005","66 and older","Part Time","","","","","2"
"Partly, partly","2005","66 and older","Not Working","","","","","2"
"Acclaimed","2006","16-34 y.","Full Time","709","0.474487948568608","0.449167189231799","0.499808707905416","1"
"Acclaimed","2006","16-34 y.","Part Time","262","0.514108291871524","0.469535321800733","0.558681261942315","1"
"Acclaimed","2006","16-34 y.","Not Working","13","","","","1"
"Acclaimed","2006","35-65 y.","Full Time","1971","0.479770280582475","0.464552119706743","0.494988441458208","1"
"Acclaimed","2006","35-65 y.","Part Time","761","0.572678308525626","0.545849008709139","0.599507608342113","1"
"Acclaimed","2006","35-65 y.","Not Working","16","","","","1"
"Acclaimed","2006","66 and older","Full Time","","","","","1"
"Acclaimed","2006","66 and older","Part Time","5","","","","1"
"Acclaimed","2006","66 and older","Not Working","","","","","1"
"Not paid","2006","35-65 y.","Full Time","1036","0.22307010805598","0.21038893221086","0.235751283901101","4"
"Not paid","2006","16-34 y.","Full Time","310","0.203572490022892","0.183154853737934","0.223990126307851","4"
"Not paid","2006","16-34 y.","Part Time","73","0.144377484509876","0.113032694603275","0.175722274416477","4"
"Not paid","2006","16-34 y.","Not Working","5","","","","4"
"Not paid","2006","35-65 y.","Part Time","182","0.124547836209931","0.106639270440001","0.142456401979861","4"
"Not paid","2006","35-65 y.","Not Working","5","","","","4"
"Not paid","2006","66 and older","Full Time","3","","","","4"
"Not paid","2006","66 and older","Part Time","5","","","","4"
"Not paid","2006","66 and older","Not Working","","","","","4"
"Paid","2006","16-34 y.","Not Working","10","","","","3"
"Paid","2006","16-34 y.","Full Time","137","0.0984717965716688","0.0833633997896173","0.11358019335372","3"
"Paid","2006","16-34 y.","Part Time","81","0.191639870043683","0.156538836691764","0.226740903395601","3"
"Paid","2006","35-65 y.","Full Time","366","0.10956656804325","0.100052030624572","0.119081105461929","3"
"Paid","2006","35-65 y.","Part Time","160","0.133652879789177","0.115197982561302","0.152107777017052","3"
"Paid","2006","35-65 y.","Not Working","3","","","","3"
"Paid","2006","66 and older","Full Time","1","","","","3"
"Paid","2006","66 and older","Part Time","5","","","","3"
"Paid","2006","66 and older","Not Working","","","","","3"
"Partly, partly","2006","16-34 y.","Not Working","7","","","","2"
"Partly, partly","2006","35-65 y.","Full Time","767","0.187593043318294","0.175701366391364","0.199484720245224","2"
"Partly, partly","2006","16-34 y.","Full Time","338","0.223467764836831","0.20234455179503","0.244590977878632","2"
"Partly, partly","2006","16-34 y.","Part Time","67","0.149874353574917","0.118041194011071","0.181707513138763","2"
"Partly, partly","2006","35-65 y.","Part Time","203","0.169120975475267","0.148790659070078","0.189451291880455","2"
"Partly, partly","2006","35-65 y.","Not Working","7","","","","2"
"Partly, partly","2006","66 and older","Full Time","","","","","2"
"Partly, partly","2006","66 and older","Part Time","2","","","","2"
"Partly, partly","2006","66 and older","Not Working","","","","","2"
"Acclaimed","2007","16-34 y.","Full Time","660","0.452681414099309","0.426246617854822","0.479116210343796","1"
"Acclaimed","2007","16-34 y.","Part Time","238","0.509066427510217","0.462979530536516","0.555153324483918","1"
"Acclaimed","2007","16-34 y.","Not Working","21","","","","1"
"Acclaimed","2007","35-65 y.","Full Time","1820","0.476318720666882","0.46056305383884","0.492074387494925","1"
"Acclaimed","2007","35-65 y.","Part Time","695","0.593644682385217","0.5657038721219","0.621585492648535","1"
"Acclaimed","2007","35-65 y.","Not Working","14","","","","1"
"Acclaimed","2007","66 and older","Full Time","1","","","","1"
"Acclaimed","2007","66 and older","Part Time","5","","","","1"
"Acclaimed","2007","66 and older","Not Working","","","","","1"
"Not paid","2007","16-34 y.","Full Time","279","0.21920620714831","0.197234988949779","0.241177425346841","4"
"Not paid","2007","16-34 y.","Not Working","8","","","","4"
"Not paid","2007","35-65 y.","Full Time","966","0.213389777564187","0.200465060727876","0.226314494400498","4"
"Not paid","2007","16-34 y.","Part Time","56","0.10062971219877","0.0728957923035689","0.128363632093971","4"
"Not paid","2007","35-65 y.","Part Time","167","0.117745678848998","0.0994102058641528","0.136081151833844","4"
"Not paid","2007","35-65 y.","Not Working","6","","","","4"
"Not paid","2007","66 and older","Full Time","7","","","","4"
"Not paid","2007","66 and older","Part Time","6","","","","4"
"Not paid","2007","66 and older","Not Working","","","","","4"
"Paid","2007","16-34 y.","Not Working","6","","","","3"
"Paid","2007","16-34 y.","Full Time","102","0.0791267558836876","0.0647909819159702","0.0934625298514049","3"
"Paid","2007","16-34 y.","Part Time","78","0.193956748886597","0.157505660988067","0.230407836785128","3"
"Paid","2007","35-65 y.","Full Time","304","0.0910264072088769","0.0819520938456489","0.100100720572105","3"
"Paid","2007","35-65 y.","Part Time","142","0.127254378315691","0.108295923504741","0.146212833126641","3"
"Paid","2007","35-65 y.","Not Working","3","","","","3"
"Paid","2007","66 and older","Full Time","","","","","3"
"Paid","2007","66 and older","Part Time","2","","","","3"
"Paid","2007","66 and older","Not Working","","","","","3"
"Partly, partly","2007","16-34 y.","Not Working","9","","","","2"
"Partly, partly","2007","35-65 y.","Full Time","770","0.219265094560054","0.20621267614835","0.232317512971758","2"
"Partly, partly","2007","66 and older","Full Time","1","","","","2"
"Partly, partly","2007","16-34 y.","Part Time","80","0.196347111404416","0.159726517200535","0.232967705608297","2"
"Partly, partly","2007","35-65 y.","Not Working","7","","","","2"
"Partly, partly","2007","16-34 y.","Full Time","321","0.248985622868694","0.226020392938616","0.271950852798771","2"
"Partly, partly","2007","35-65 y.","Part Time","183","0.161355260450094","0.140428437043461","0.182282083856726","2"
"Partly, partly","2007","66 and older","Part Time","1","","","","2"
"Partly, partly","2007","66 and older","Not Working","","","","","2"
"Acclaimed","2008","16-34 y.","Full Time","657","0.501590340976173","0.474749209225626","0.52843147272672","1"
"Acclaimed","2008","16-34 y.","Part Time","240","0.46851522724982","0.423733981597804","0.513296472901836","1"
"Acclaimed","2008","16-34 y.","Not Working","13","","","","1"
"Acclaimed","2008","35-65 y.","Full Time","1727","0.463013399522309","0.44715328581367","0.478873513230948","1"
"Acclaimed","2008","35-65 y.","Part Time","667","0.572613168849308","0.544351285886065","0.60087505181255","1"
"Acclaimed","2008","35-65 y.","Not Working","18","","","","1"
"Acclaimed","2008","66 and older","Full Time","1","","","","1"
"Acclaimed","2008","66 and older","Part Time","5","","","","1"
"Acclaimed","2008","66 and older","Not Working","","","","","1"
"Not paid","2008","16-34 y.","Full Time","242","0.189111139054121","0.168089225838495","0.210133052269746","4"
"Not paid","2008","16-34 y.","Part Time","82","0.181436764023068","0.146852569527853","0.216020958518283","4"
"Not paid","2008","16-34 y.","Not Working","10","","","","4"
"Not paid","2008","35-65 y.","Full Time","952","0.204989062900685","0.192148629306781","0.217829496494589","4"
"Not paid","2008","35-65 y.","Part Time","176","0.135917685652232","0.116339366526463","0.155496004778002","4"
"Not paid","2008","35-65 y.","Not Working","8","","","","4"
"Not paid","2008","66 and older","Full Time","2","","","","4"
"Not paid","2008","66 and older","Part Time","6","","","","4"
"Not paid","2008","66 and older","Not Working","","","","","4"
"Paid","2008","16-34 y.","Not Working","4","","","","3"
"Paid","2008","16-34 y.","Full Time","127","0.0899752198832217","0.0746141634791337","0.10533627628731","3"
"Paid","2008","16-34 y.","Part Time","75","0.144487877816716","0.11293654632744","0.176039209305992","3"
"Paid","2008","35-65 y.","Full Time","354","0.108022637127732","0.0981493425095871","0.117895931745877","3"
"Paid","2008","35-65 y.","Part Time","125","0.102171263036193","0.0848682796181914","0.119474246454194","3"
"Paid","2008","35-65 y.","Not Working","3","","","","3"
"Paid","2008","66 and older","Full Time","","","","","3"
"Paid","2008","66 and older","Part Time","5","","","","3"
"Paid","2008","66 and older","Not Working","","","","","3"
"Partly, partly","2008","16-34 y.","Not Working","6","","","","2"
"Partly, partly","2008","16-34 y.","Full Time","307","0.219323300086485","0.197110106008082","0.241536494164888","2"
"Partly, partly","2008","16-34 y.","Part Time","80","0.205560130910396","0.169295032536418","0.241825229284375","2"
"Partly, partly","2008","35-65 y.","Full Time","764","0.223974900449274","0.210714233955861","0.237235566942687","2"
"Partly, partly","2008","35-65 y.","Part Time","209","0.189297882462267","0.166917711941323","0.211678052983212","2"
"Partly, partly","2008","35-65 y.","Not Working","2","","","","2"
"Partly, partly","2008","66 and older","Full Time","","","","","2"
"Partly, partly","2008","66 and older","Part Time","1","","","","2"
"Partly, partly","2008","66 and older","Not Working","","","","","2"
"Acclaimed","2009","16-34 y.","Full Time","572","0.480698376250639","0.452263462561236","0.509133289940042","1"
"Acclaimed","2009","16-34 y.","Part Time","210","0.395178897836019","0.3483675204592","0.441990275212839","1"
"Acclaimed","2009","16-34 y.","Not Working","8","","","","1"
"Acclaimed","2009","35-65 y.","Full Time","1608","0.480048065774721","0.463227667774992","0.49686846377445","1"
"Acclaimed","2009","35-65 y.","Part Time","573","0.564179332945852","0.53408612862344","0.594272537268265","1"
"Acclaimed","2009","35-65 y.","Not Working","7","","","","1"
"Acclaimed","2009","66 and older","Full Time","","","","","1"
"Acclaimed","2009","66 and older","Part Time","3","","","","1"
"Acclaimed","2009","66 and older","Not Working","","","","","1"
"Not paid","2009","16-34 y.","Full Time","222","0.195556291699212","0.172983281761169","0.218129301637255","4"
"Not paid","2009","16-34 y.","Part Time","67","0.184520226481438","0.147377851874388","0.221662601088488","4"
"Not paid","2009","16-34 y.","Not Working","6","","","","4"
"Not paid","2009","35-65 y.","Full Time","849","0.203423104295101","0.189870389526523","0.216975819063679","4"
"Not paid","2009","35-65 y.","Part Time","136","0.117029152412191","0.0975205503906225","0.136537754433759","4"
"Not paid","2009","35-65 y.","Not Working","2","","","","4"
"Not paid","2009","66 and older","Full Time","3","","","","4"
"Not paid","2009","66 and older","Part Time","4","","","","4"
"Not paid","2009","66 and older","Not Working","1","","","","4"
"Paid","2009","16-34 y.","Not Working","4","","","","3"
"Paid","2009","16-34 y.","Full Time","107","0.0794528925703783","0.0640612981188168","0.0948444870219397","3"
"Paid","2009","16-34 y.","Part Time","61","0.180986085099636","0.144121503199827","0.217850666999445","3"
"Paid","2009","35-65 y.","Full Time","287","0.101818699814331","0.091637286111234","0.112000113517427","3"
"Paid","2009","66 and older","Full Time","2","","","","3"
"Paid","2009","35-65 y.","Not Working","3","","","","3"
"Paid","2009","35-65 y.","Part Time","121","0.10643572623155","0.0877197472410871","0.125151705222014","3"
"Paid","2009","66 and older","Part Time","6","","","","3"
"Paid","2009","66 and older","Not Working","","","","","3"
"Partly, partly","2009","16-34 y.","Not Working","","","","","2"
"Partly, partly","2009","16-34 y.","Full Time","285","0.244292439479771","0.219839130058222","0.268745748901319","2"
"Partly, partly","2009","16-34 y.","Part Time","81","0.239314790582907","0.198461378397616","0.280168202768198","2"
"Partly, partly","2009","35-65 y.","Full Time","645","0.214710130115848","0.200885498365387","0.228534761866309","2"
"Partly, partly","2009","35-65 y.","Part Time","213","0.212355788410406","0.187535716728974","0.237175860091839","2"
"Partly, partly","2009","35-65 y.","Not Working","1","","","","2"
"Partly, partly","2009","66 and older","Full Time","1","","","","2"
"Partly, partly","2009","66 and older","Part Time","1","","","","2"
"Partly, partly","2009","66 and older","Not Working","","","","","2"
"Acclaimed","2010","16-34 y.","Full Time","813","0.515369192908667","0.491385569072334","0.539352816745","1"
"Acclaimed","2010","16-34 y.","Part Time","325","0.533246093620998","0.493459437187616","0.57303275005438","1"
"Acclaimed","2010","16-34 y.","Not Working","39","0.268840824500425","0.172879829733787","0.364801819267064","1"
"Acclaimed","2010","35-65 y.","Full Time","2092","0.503100765149519","0.488182464890262","0.518019065408777","1"
"Acclaimed","2010","66 and older","Part Time","4","","","","1"
"Acclaimed","2010","35-65 y.","Part Time","968","0.585918215025725","0.562455342821695","0.609381087229755","1"
"Acclaimed","2010","35-65 y.","Not Working","26","","","","1"
"Acclaimed","2010","66 and older","Full Time","2","","","","1"
"Acclaimed","2010","66 and older","Not Working","","","","","1"
"Not paid","2010","16-34 y.","Full Time","297","0.188492000567402","0.169722922858098","0.207261078276707","4"
"Not paid","2010","16-34 y.","Part Time","86","0.120989763143487","0.0949821257538496","0.146997400533125","4"
"Not paid","2010","16-34 y.","Not Working","11","","","","4"
"Not paid","2010","35-65 y.","Full Time","995","0.207034704061487","0.194945259268295","0.21912414885468","4"
"Not paid","2010","35-65 y.","Part Time","218","0.136754826150352","0.120388242959082","0.153121409341622","4"
"Not paid","2010","35-65 y.","Not Working","11","","","","4"
"Not paid","2010","66 and older","Full Time","6","","","","4"
"Not paid","2010","66 and older","Part Time","7","","","","4"
"Not paid","2010","66 and older","Not Working","","","","","4"
"Paid","2010","16-34 y.","Not Working","14","","","","3"
"Paid","2010","16-34 y.","Full Time","179","0.0810181223213327","0.0679234502068509","0.0941127944358146","3"
"Paid","2010","16-34 y.","Part Time","99","0.148041841981184","0.119719380507895","0.176364303454473","3"
"Paid","2010","35-65 y.","Full Time","438","0.104241072409846","0.0951236369243226","0.113358507895369","3"
"Paid","2010","35-65 y.","Not Working","10","","","","3"
"Paid","2010","66 and older","Full Time","1","","","","3"
"Paid","2010","35-65 y.","Part Time","219","0.127866630923012","0.111959579870065","0.143773681975958","3"
"Paid","2010","66 and older","Part Time","5","","","","3"
"Paid","2010","66 and older","Not Working","","","","","3"
"Partly, partly","2010","16-34 y.","Not Working","18","","","","2"
"Partly, partly","2010","16-34 y.","Full Time","379","0.215120684202598","0.195401334211852","0.234840034193343","2"
"Partly, partly","2010","16-34 y.","Part Time","94","0.197722301254331","0.165959425922623","0.229485176586038","2"
"Partly, partly","2010","66 and older","Full Time","","","","","2"
"Partly, partly","2010","35-65 y.","Not Working","7","","","","2"
"Partly, partly","2010","35-65 y.","Full Time","790","0.185623458379148","0.174022690194067","0.197224226564229","2"
"Partly, partly","2010","35-65 y.","Part Time","288","0.149460327900911","0.132476723508744","0.166443932293079","2"
"Partly, partly","2010","66 and older","Part Time","3","","","","2"
"Partly, partly","2010","66 and older","Not Working","","","","","2"
"Acclaimed","2011","16-34 y.","Full Time","814","0.516524359573369","0.492748300424842","0.540300418721895","1"
"Acclaimed","2011","16-34 y.","Part Time","397","0.489673854271016","0.454592354047932","0.5247553544941","1"
"Acclaimed","2011","16-34 y.","Not Working","40","0.5305843543747","0.41367343626695","0.647495272482451","1"
"Acclaimed","2011","35-65 y.","Full Time","2441","0.462803628559249","0.449393749741832","0.476213507376666","1"
"Acclaimed","2011","66 and older","Full Time","1","","","","1"
"Acclaimed","2011","66 and older","Part Time","6","","","","1"
"Acclaimed","2011","35-65 y.","Part Time","1280","0.572472337755612","0.551818457299331","0.593126218211894","1"
"Acclaimed","2011","35-65 y.","Not Working","39","0.43871035186105","0.318992592317529","0.558428111404571","1"
"Acclaimed","2011","66 and older","Not Working","","","","","1"
"Not paid","2011","16-34 y.","Full Time","279","0.17529916115546","0.157208880402445","0.193389441908475","4"
"Not paid","2011","16-34 y.","Part Time","108","0.150513505391473","0.12541968621266","0.175607324570287","4"
"Not paid","2011","16-34 y.","Not Working","6","","","","4"
"Not paid","2011","35-65 y.","Full Time","1266","0.22040168930791","0.209253538258497","0.231549840357323","4"
"Not paid","2011","35-65 y.","Part Time","283","0.125025129523708","0.111216876306835","0.138833382740582","4"
"Not paid","2011","35-65 y.","Not Working","9","","","","4"
"Not paid","2011","66 and older","Full Time","3","","","","4"
"Not paid","2011","66 and older","Part Time","7","","","","4"
"Not paid","2011","66 and older","Not Working","","","","","4"
"Paid","2011","16-34 y.","Not Working","14","","","","3"
"Paid","2011","66 and older","Full Time","2","","","","3"
"Paid","2011","16-34 y.","Full Time","201","0.090952323529591","0.0772716525078602","0.104632994551322","3"
"Paid","2011","16-34 y.","Part Time","149","0.196328309586341","0.168452236883143","0.224204382289539","3"
"Paid","2011","35-65 y.","Full Time","563","0.115834165271841","0.107227297287901","0.124441033255782","3"
"Paid","2011","35-65 y.","Not Working","9","","","","3"
"Paid","2011","35-65 y.","Part Time","300","0.134592587925307","0.120344283909845","0.148840891940769","3"
"Paid","2011","66 and older","Part Time","4","","","","3"
"Paid","2011","66 and older","Not Working","","","","","3"
"Partly, partly","2011","16-34 y.","Not Working","10","","","","2"
"Partly, partly","2011","35-65 y.","Not Working","9","","","","2"
"Partly, partly","2011","66 and older","Full Time","1","","","","2"
"Partly, partly","2011","66 and older","Part Time","2","","","","2"
"Partly, partly","2011","16-34 y.","Full Time","403","0.21722415574158","0.197605017087328","0.236843294395832","2"
"Partly, partly","2011","16-34 y.","Part Time","126","0.163484330751169","0.137532028127579","0.18943663337476","2"
"Partly, partly","2011","35-65 y.","Part Time","341","0.167909944795372","0.152304876592415","0.18351501299833","2"
"Partly, partly","2011","66 and older","Not Working","","","","","2"
"Partly, partly","2011","35-65 y.","Full Time","1041","0.200960516861","0.190183478475947","0.211737555246053","2"
"Acclaimed","2012","16-34 y.","Full Time","856","0.536648593661103","0.51300696997463","0.560290217347576","1"
"Acclaimed","2012","16-34 y.","Part Time","338","0.442357019251274","0.405217668793248","0.479496369709299","1"
"Acclaimed","2012","16-34 y.","Not Working","28","","","","1"
"Acclaimed","2012","35-65 y.","Full Time","2634","0.483914902631517","0.470624034555476","0.497205770707557","1"
"Acclaimed","2012","66 and older","Full Time","","","","","1"
"Acclaimed","2012","66 and older","Part Time","10","","","","1"
"Acclaimed","2012","66 and older","Not Working","","","","","1"
"Acclaimed","2012","35-65 y.","Part Time","1355","0.582463826108668","0.562322750722024","0.602604901495311","1"
"Acclaimed","2012","35-65 y.","Not Working","80","0.666494454761956","0.587547095567205","0.745441813956706","1"
"Not paid","2012","16-34 y.","Full Time","253","0.155703466860773","0.138513552861073","0.172893380860473","4"
"Not paid","2012","16-34 y.","Part Time","98","0.156592917796036","0.129417614335779","0.183768221256293","4"
"Not paid","2012","16-34 y.","Not Working","13","","","","4"
"Not paid","2012","35-65 y.","Full Time","1155","0.198553494330922","0.187944255485633","0.209162733176211","4"
"Not paid","2012","35-65 y.","Part Time","251","0.0890462219134876","0.0774141509874295","0.100678292839546","4"
"Not paid","2012","35-65 y.","Not Working","24","","","","4"
"Not paid","2012","66 and older","Full Time","5","","","","4"
"Not paid","2012","66 and older","Part Time","11","","","","4"
"Not paid","2012","66 and older","Not Working","","","","","4"
"Paid","2012","16-34 y.","Not Working","14","","","","3"
"Paid","2012","16-34 y.","Full Time","191","0.0945049997678397","0.080635925279573","0.108374074256106","3"
"Paid","2012","16-34 y.","Part Time","136","0.185684477854974","0.156607191095665","0.214761764614283","3"
"Paid","2012","66 and older","Full Time","2","","","","3"
"Paid","2012","35-65 y.","Not Working","10","","","","3"
"Paid","2012","35-65 y.","Full Time","544","0.104803501399843","0.0966572975578624","0.112949705241823","3"
"Paid","2012","35-65 y.","Part Time","303","0.142259020907985","0.127992466094207","0.156525575721764","3"
"Paid","2012","66 and older","Part Time","12","","","","3"
"Paid","2012","66 and older","Not Working","","","","","3"
"Partly, partly","2012","35-65 y.","Not Working","23","","","","2"
"Partly, partly","2012","66 and older","Full Time","","","","","2"
"Partly, partly","2012","16-34 y.","Full Time","409","0.213142939710284","0.193726908638225","0.232558970782342","2"
"Partly, partly","2012","16-34 y.","Part Time","115","0.215365585097716","0.184626456519279","0.246104713676153","2"
"Partly, partly","2012","16-34 y.","Not Working","18","","","","2"
"Partly, partly","2012","35-65 y.","Full Time","1098","0.212728101637718","0.201844240387136","0.223611962888301","2"
"Partly, partly","2012","35-65 y.","Part Time","394","0.18623093106986","0.170331645182013","0.202130216957706","2"
"Partly, partly","2012","66 and older","Part Time","5","","","","2"
"Partly, partly","2012","66 and older","Not Working","","","","","2"
"Acclaimed","2013","16-34 y.","Full Time","768","0.537308493174257","0.511931793961386","0.562685192387128","1"
"Acclaimed","2013","16-34 y.","Part Time","305","0.446249132915931","0.40743197641453","0.485066289417333","1"
"Acclaimed","2013","16-34 y.","Not Working","340","0.42050498249404","0.385339986083292","0.455669978904788","1"
"Acclaimed","2013","35-65 y.","Full Time","2422","0.489442564863967","0.475498490258723","0.503386639469211","1"
"Acclaimed","2013","66 and older","Full Time","","","","","1"
"Acclaimed","2013","66 and older","Part Time","11","","","","1"
"Acclaimed","2013","66 and older","Not Working","1","","","","1"
"Acclaimed","2013","35-65 y.","Part Time","1285","0.609921589400733","0.589148644292436","0.63069453450903","1"
"Acclaimed","2013","35-65 y.","Not Working","472","0.445590788306902","0.416151700271993","0.475029876341811","1"
"Not paid","2013","16-34 y.","Full Time","216","0.143493207587773","0.125650588951066","0.16133582622448","4"
"Not paid","2013","16-34 y.","Part Time","90","0.155802726048684","0.127483112993232","0.184122339104136","4"
"Not paid","2013","16-34 y.","Not Working","95","0.155613939838069","0.12979163950863","0.181436240167509","4"
"Not paid","2013","35-65 y.","Full Time","1073","0.205442208165703","0.194172203131165","0.216712213200242","4"
"Not paid","2013","35-65 y.","Part Time","208","0.094059868761378","0.0816279819724609","0.106491755550295","4"
"Not paid","2013","35-65 y.","Not Working","138","0.13536011666202","0.11509710363504","0.155623129689","4"
"Not paid","2013","66 and older","Full Time","3","","","","4"
"Not paid","2013","66 and older","Part Time","6","","","","4"
"Not paid","2013","66 and older","Not Working","1","","","","4"
"Paid","2013","16-34 y.","Not Working","147","0.186601632496445","0.158848659128074","0.214354605864815","3"
"Paid","2013","66 and older","Full Time","","","","","3"
"Paid","2013","16-34 y.","Full Time","145","0.0830520888256768","0.0690069793675165","0.097097198283837","3"
"Paid","2013","16-34 y.","Part Time","110","0.192401538195203","0.161620743534068","0.223182332856339","3"
"Paid","2013","35-65 y.","Not Working","245","0.224326008297581","0.199618982961194","0.249033033633967","3"
"Paid","2013","35-65 y.","Full Time","484","0.0973370155302008","0.089068674949521","0.105605356110881","3"
"Paid","2013","35-65 y.","Part Time","269","0.120170080894781","0.1063222212511","0.134017940538463","3"
"Paid","2013","66 and older","Not Working","1","","","","3"
"Paid","2013","66 and older","Part Time","6","","","","3"
"Partly, partly","2013","35-65 y.","Not Working","240","0.194723086733498","0.171268792002465","0.218177381464531","2"
"Partly, partly","2013","66 and older","Full Time","1","","","","2"
"Partly, partly","2013","16-34 y.","Full Time","354","0.236146210412293","0.214530320265509","0.257762100559076","2"
"Partly, partly","2013","16-34 y.","Part Time","125","0.205546602840182","0.173991675736918","0.237101529943445","2"
"Partly, partly","2013","16-34 y.","Not Working","175","0.237279445171446","0.206974539564935","0.267584350777957","2"
"Partly, partly","2013","35-65 y.","Full Time","958","0.207778211440129","0.196460987215439","0.219095435664819","2"
"Partly, partly","2013","35-65 y.","Part Time","356","0.175848460943108","0.159635664278916","0.1920612576073","2"
"Partly, partly","2013","66 and older","Part Time","1","","","","2"
"Partly, partly","2013","66 and older","Not Working","","","","","2"
"Acclaimed","2014","66 and older","Full Time","1","","","","1"
"Acclaimed","2014","16-34 y.","Full Time","863","0.531407610846283","0.507644522187364","0.555170699505201","1"
"Acclaimed","2014","16-34 y.","Part Time","343","0.492352824223288","0.455211047481438","0.529494600965139","1"
"Acclaimed","2014","16-34 y.","Not Working","49","0.53736795385074","0.442894467956257","0.631841439745224","1"
"Acclaimed","2014","35-65 y.","Full Time","2482","0.48289138199321","0.469292425566155","0.496490338420264","1"
"Acclaimed","2014","66 and older","Part Time","11","","","","1"
"Acclaimed","2014","66 and older","Not Working","","","","","1"
"Acclaimed","2014","35-65 y.","Part Time","1278","0.562157867261308","0.541496971458032","0.582818763064584","1"
"Acclaimed","2014","35-65 y.","Not Working","66","0.543323953036476","0.458024551206846","0.628623354866105","1"
"Not paid","2014","16-34 y.","Full Time","247","0.145444219002451","0.128655798897581","0.162232639107321","4"
"Not paid","2014","16-34 y.","Part Time","71","0.0937579225225748","0.0721023549567026","0.115413490088447","4"
"Not paid","2014","16-34 y.","Not Working","19","","","","4"
"Not paid","2014","35-65 y.","Full Time","1033","0.192787694580724","0.182052164110948","0.2035232250505","4"
"Not paid","2014","35-65 y.","Part Time","217","0.108064319056336","0.0951351934327574","0.120993444679914","4"
"Not paid","2014","35-65 y.","Not Working","15","","","","4"
"Not paid","2014","66 and older","Full Time","5","","","","4"
