"plb0195_h","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Not paid","2008","Couple + C. LE and GT 16","95","0.17158372493096","0.137607128028923","0.205560321832996"
"Acclaimed","2009","1-pers.-HH","417","0.491768191460289","0.45769549732432","0.525840885596259"
"Acclaimed","2009","(Married) couple without C. ","893","0.478384341368857","0.455447284429682","0.501321398308032"
"Acclaimed","2009","Single parent ","181","0.526256181388716","0.473415134386414","0.579097228391019"
"Acclaimed","2009","Couple + C. LE 16 ","656","0.489977900138829","0.463291752248132","0.516664048029526"
"Acclaimed","2009","Couple + C. GT 16 ","587","0.480006209520589","0.451914222530727","0.508098196510451"
"Acclaimed","2009","Couple + C. LE and GT 16","204","0.465177901440947","0.418835098777709","0.511520704104185"
"Partly, partly","2009","1-pers.-HH","157","0.203424663588115","0.175989309651382","0.230860017524848"
"Partly, partly","2009","(Married) couple without C. ","346","0.212807025696224","0.19401353339868","0.231600517993769"
"Partly, partly","2009","Single parent ","66","0.198005099836686","0.155833019770032","0.24017717990334"
"Partly, partly","2009","Couple + C. LE 16 ","286","0.223947013765582","0.201692327819957","0.246201699711207"
"Partly, partly","2009","Couple + C. GT 16 ","257","0.245428704970918","0.221231078414604","0.269626331527232"
"Partly, partly","2009","Couple + C. LE and GT 16","97","0.248592518723725","0.208436571922612","0.288748465524839"
"Paid","2009","1-pers.-HH","84","0.0986412359999155","0.078318909155401","0.11896356284443"
"Paid","2009","(Married) couple without C. ","171","0.103082844358868","0.0891209847424666","0.117044703975269"
"Paid","2009","Single parent ","43","0.125999699126577","0.0908807448099461","0.161118653443208"
"Paid","2009","Couple + C. LE 16 ","113","0.098359351904357","0.0824618928379288","0.114256810970785"
"Paid","2009","Couple + C. GT 16 ","122","0.118581950617195","0.100403359688664","0.136760541545726"
"Paid","2009","Couple + C. LE and GT 16","49","0.107739017269072","0.0789318508448192","0.136546183693325"
"Not paid","2009","1-pers.-HH","169","0.20616590895168","0.178593885727993","0.233737932175367"
"Not paid","2009","(Married) couple without C. ","412","0.205725788576051","0.18716469742156","0.224286879730541"
"Not paid","2009","Single parent ","53","0.149739019648021","0.111977918667858","0.187500120628184"
"Not paid","2009","Couple + C. LE 16 ","293","0.187715734191232","0.166870465207346","0.208561003175118"
"Not paid","2009","Couple + C. GT 16 ","249","0.155983134891298","0.135581060037556","0.17638520974504"
"Not paid","2009","Couple + C. LE and GT 16","95","0.178490562566255","0.142912524686119","0.214068600446391"
"Acclaimed","2010","1-pers.-HH","429","0.562607438795991","0.527128832273594","0.598086045318387"
"Acclaimed","2010","(Married) couple without C. ","922","0.509405023550035","0.486122397085765","0.532687650014304"
"Acclaimed","2010","Single parent ","477","0.527748405085044","0.493805597630743","0.561691212539344"
"Acclaimed","2010","Couple + C. LE 16 ","1558","0.50742469633009","0.490380188068863","0.524469204591317"
"Acclaimed","2010","Couple + C. GT 16 ","559","0.509645511706399","0.480116860437071","0.539174162975727"
"Acclaimed","2010","Couple + C. LE and GT 16","274","0.473760837909256","0.433195251346813","0.514326424471699"
"Partly, partly","2010","1-pers.-HH","120","0.156259162233105","0.13029015165907","0.18222817280714"
"Partly, partly","2010","(Married) couple without C. ","302","0.18802917379858","0.169831258384604","0.206227089212557"
"Partly, partly","2010","Single parent ","129","0.187575428937092","0.161033830259041","0.214117027615144"
"Partly, partly","2010","Couple + C. LE 16 ","661","0.18969168754474","0.176325373639556","0.203058001449925"
"Partly, partly","2010","Couple + C. GT 16 ","221","0.203032895621575","0.179272272068907","0.226793519174242"
"Partly, partly","2010","Couple + C. LE and GT 16","120","0.218174397851606","0.184620464642777","0.251728331060435"
"Paid","2010","1-pers.-HH","66","0.0947068960052368","0.0737651190332992","0.115648672977174"
"Paid","2010","(Married) couple without C. ","161","0.0927102803080569","0.0792027561635037","0.10621780445261"
"Paid","2010","Single parent ","101","0.117941851762991","0.0960122796258129","0.139871423900169"
"Paid","2010","Couple + C. LE 16 ","444","0.120423585449099","0.10932787988877","0.131519291009427"
"Paid","2010","Couple + C. GT 16 ","113","0.134914967040527","0.114735304634829","0.155094629446226"
"Paid","2010","Couple + C. LE and GT 16","69","0.10350588391191","0.0787577282105032","0.128254039613318"
"Not paid","2010","1-pers.-HH","136","0.186426502965667","0.15857296640559","0.214280039525745"
"Not paid","2010","(Married) couple without C. ","386","0.209855522343328","0.190890547713112","0.228820496973545"
"Not paid","2010","Single parent ","124","0.166734314214873","0.141391676113039","0.192076952316707"
"Not paid","2010","Couple + C. LE 16 ","642","0.182460030676071","0.169292609474111","0.19562745187803"
"Not paid","2010","Couple + C. GT 16 ","208","0.152406625631499","0.131176618895895","0.173636632367104"
"Not paid","2010","Couple + C. LE and GT 16","119","0.204558880327227","0.171787118757835","0.237330641896619"
"Acclaimed","2011","1-pers.-HH","495","0.526497896388456","0.49452826917726","0.558467523599651"
"Acclaimed","2011","(Married) couple without C. ","1113","0.500961767850757","0.479972898456337","0.521950637245177"
"Acclaimed","2011","Single parent ","592","0.52110512568768","0.491325583910126","0.550884667465234"
"Acclaimed","2011","Couple + C. LE 16 ","1755","0.467891437368519","0.451946920366457","0.483835954370581"
"Acclaimed","2011","Couple + C. GT 16 ","631","0.491551382383063","0.464153259125227","0.518949505640899"
"Acclaimed","2011","Couple + C. LE and GT 16","362","0.433483935394803","0.39848173499495","0.468486135794657"
"Partly, partly","2011","1-pers.-HH","174","0.178739107479283","0.154207350179234","0.203270864779332"
"Partly, partly","2011","(Married) couple without C. ","400","0.196483075384989","0.179803694269493","0.213162456500486"
"Partly, partly","2011","Single parent ","175","0.159647727667048","0.137813023903131","0.181482431430965"
"Partly, partly","2011","Couple + C. LE 16 ","744","0.204388453088153","0.19150247428744","0.217274431888865"
"Partly, partly","2011","Couple + C. GT 16 ","257","0.209252722648623","0.186959788655669","0.231545656641578"
"Partly, partly","2011","Couple + C. LE and GT 16","154","0.205828128440173","0.177271144228139","0.234385112652206"
"Paid","2011","1-pers.-HH","98","0.117441433635539","0.0968275065765355","0.138055360694542"
"Paid","2011","(Married) couple without C. ","204","0.0970310403461555","0.0846056054328165","0.109456475259495"
"Paid","2011","Single parent ","176","0.178810797835621","0.155967766810294","0.201653828860947"
"Paid","2011","Couple + C. LE 16 ","487","0.121880207029869","0.111426214866293","0.132334199193445"
"Paid","2011","Couple + C. GT 16 ","144","0.130298224603085","0.111849461839894","0.148746987366275"
"Paid","2011","Couple + C. LE and GT 16","108","0.146417868444142","0.121447645145581","0.171388091742703"
"Not paid","2011","1-pers.-HH","170","0.177321562496722","0.15286619870838","0.201776926285064"
"Not paid","2011","(Married) couple without C. ","463","0.205524116418098","0.188561548544517","0.222486684291679"
"Not paid","2011","Single parent ","138","0.140436348809652","0.119724730693688","0.161147966925615"
"Not paid","2011","Couple + C. LE 16 ","776","0.205839902513459","0.192920051360604","0.218759753666314"
"Not paid","2011","Couple + C. GT 16 ","247","0.16889767036523","0.148364694424581","0.189430646305879"
"Not paid","2011","Couple + C. LE and GT 16","146","0.214270067720882","0.185288616353267","0.243251519088496"
"Acclaimed","2012","1-pers.-HH","584","0.536359057585741","0.506576709250444","0.566141405921038"
"Acclaimed","2012","(Married) couple without C. ","1180","0.527133369215064","0.506595057025776","0.547671681404351"
"Acclaimed","2012","Single parent ","624","0.540408820730111","0.511338610196627","0.569479031263595"
"Acclaimed","2012","Couple + C. LE 16 ","1783","0.465346543278399","0.449158116510143","0.481534970046655"
"Acclaimed","2012","Couple + C. GT 16 ","656","0.499081379275191","0.47199521306572","0.526167545484663"
"Acclaimed","2012","Couple + C. LE and GT 16","413","0.472594371046141","0.438423360895516","0.506765381196766"
"Partly, partly","2012","1-pers.-HH","205","0.181617968213687","0.15859307161274","0.204642864814635"
"Partly, partly","2012","(Married) couple without C. ","440","0.200432282636717","0.183964063998241","0.216900501275194"
"Partly, partly","2012","Single parent ","187","0.170379321194128","0.148448780151915","0.192309862236342"
"Partly, partly","2012","Couple + C. LE 16 ","760","0.230949243400708","0.217271451776164","0.244627035025252"
"Partly, partly","2012","Couple + C. GT 16 ","287","0.233126166098752","0.210220879069965","0.256031453127539"
"Partly, partly","2012","Couple + C. LE and GT 16","148","0.205773936750146","0.178103984138291","0.233443889362001"
"Paid","2012","1-pers.-HH","112","0.112437509855114","0.0935708370086548","0.131304182701572"
"Paid","2012","(Married) couple without C. ","216","0.0980059199575013","0.0857748863120351","0.110236953602967"
"Paid","2012","Single parent ","164","0.152569058581444","0.131594805127072","0.173543312035816"
"Paid","2012","Couple + C. LE 16 ","436","0.119906771517003","0.109363718170294","0.130449824863711"
"Paid","2012","Couple + C. GT 16 ","150","0.12584235934965","0.10787490406446","0.14380981463484"
"Paid","2012","Couple + C. LE and GT 16","118","0.146016068367942","0.121846642191393","0.170185494544492"
"Not paid","2012","1-pers.-HH","176","0.169585464345458","0.147173391618968","0.191997537071949"
"Not paid","2012","(Married) couple without C. ","434","0.174428428190718","0.15881777192641","0.190039084455026"
"Not paid","2012","Single parent ","154","0.136642799494317","0.116607780738527","0.156677818250106"
"Not paid","2012","Couple + C. LE 16 ","668","0.18379744180389","0.171227047047124","0.196367836560657"
"Not paid","2012","Couple + C. GT 16 ","216","0.141950095276407","0.123043976341343","0.160856214211471"
"Not paid","2012","Couple + C. LE and GT 16","141","0.175615623835771","0.149572827392457","0.201658420279084"
"Acclaimed","2013","1-pers.-HH","629","0.541673152761437","0.512938007088865","0.570408298434008"
"Acclaimed","2013","(Married) couple without C. ","1248","0.52542912217445","0.50513154391683","0.545726700432071"
"Acclaimed","2013","Single parent ","612","0.527795889407904","0.498400711415567","0.557191067400241"
"Acclaimed","2013","Couple + C. LE 16 ","1871","0.472000436682033","0.456237520421342","0.487763352942724"
"Acclaimed","2013","Couple + C. GT 16 ","642","0.500050143250387","0.473279075448006","0.526821211052768"
"Acclaimed","2013","Couple + C. LE and GT 16","447","0.452459706187347","0.420758842227134","0.484160570147561"
"Partly, partly","2013","1-pers.-HH","204","0.194411702096176","0.171588589402527","0.217234814789824"
"Partly, partly","2013","(Married) couple without C. ","427","0.196266353640962","0.180122187655993","0.21241051962593"
"Partly, partly","2013","Single parent ","190","0.180692987201736","0.15803756313556","0.203348411267911"
"Partly, partly","2013","Couple + C. LE 16 ","824","0.221566462850516","0.208453181841725","0.234679743859307"
"Partly, partly","2013","Couple + C. GT 16 ","292","0.218087080187774","0.195977023530463","0.240197136845084"
"Partly, partly","2013","Couple + C. LE and GT 16","201","0.280310224662447","0.251703690911364","0.308916758413529"
"Paid","2013","1-pers.-HH","141","0.121121338750455","0.10230514006791","0.139937537433001"
"Paid","2013","(Married) couple without C. ","213","0.0850336963852051","0.0736957423618708","0.0963716504085394"
"Paid","2013","Single parent ","152","0.139859608814759","0.119437102619735","0.160282115009783"
"Paid","2013","Couple + C. LE 16 ","499","0.114748734829627","0.104685078032724","0.124812391626529"
"Paid","2013","Couple + C. GT 16 ","192","0.13512333498932","0.116819674166787","0.153426995811852"
"Paid","2013","Couple + C. LE and GT 16","144","0.125263336529002","0.104180756666691","0.146345916391313"
"Not paid","2013","1-pers.-HH","181","0.142793806391932","0.12261690672803","0.162970706055834"
"Not paid","2013","(Married) couple without C. ","437","0.193270827799382","0.177220509602599","0.209321145996165"
"Not paid","2013","Single parent ","154","0.151651514575601","0.130531766606897","0.172771262544305"
"Not paid","2013","Couple + C. LE 16 ","659","0.191684365637825","0.179255473417429","0.20411325785822"
"Not paid","2013","Couple + C. GT 16 ","214","0.146739441572519","0.127793772010391","0.165685111134648"
"Not paid","2013","Couple + C. LE and GT 16","155","0.141966732621204","0.119737807734892","0.164195657507516"
"Acclaimed","2014","1-pers.-HH","559","0.533914136759235","0.503855178003218","0.563973095515252"
"Acclaimed","2014","(Married) couple without C. ","1218","0.526259040808912","0.505813161217086","0.546704920400739"
"Acclaimed","2014","Single parent ","527","0.51722090767992","0.485577911452028","0.548863903907811"
"Acclaimed","2014","Couple + C. LE 16 ","1637","0.481104308993801","0.464275078073266","0.497933539914337"
"Acclaimed","2014","Couple + C. GT 16 ","583","0.499251566890338","0.470855268699513","0.527647865081163"
"Acclaimed","2014","Couple + C. LE and GT 16","445","0.433931522085099","0.401975170473946","0.465887873696253"
"Partly, partly","2014","1-pers.-HH","221","0.221906619517621","0.196868238367938","0.246945000667304"
"Partly, partly","2014","(Married) couple without C. ","442","0.202649609470475","0.186189487932153","0.219109731008796"
"Partly, partly","2014","Single parent ","201","0.22863191504708","0.202039082639499","0.255224747454661"
"Partly, partly","2014","Couple + C. LE 16 ","773","0.236732163072404","0.222414513511613","0.251049812633196"
"Partly, partly","2014","Couple + C. GT 16 ","256","0.21305427588623","0.18979963016092","0.236308921611541"
"Partly, partly","2014","Couple + C. LE and GT 16","212","0.263910966126825","0.235492148988186","0.292329783265463"
"Paid","2014","1-pers.-HH","111","0.0992122376185486","0.0811986955437042","0.117225779693393"
"Paid","2014","(Married) couple without C. ","235","0.10594193915708","0.0933395650705569","0.118544313243603"
"Paid","2014","Single parent ","111","0.118834282080619","0.0983431946626254","0.139325369498613"
"Paid","2014","Couple + C. LE 16 ","396","0.102928667836007","0.0926937047857235","0.113163630886291"
"Paid","2014","Couple + C. GT 16 ","166","0.129964012779976","0.110866695005229","0.149061330554723"
"Paid","2014","Couple + C. LE and GT 16","131","0.129491536346745","0.107843460733422","0.151139611960067"
"Not paid","2014","1-pers.-HH","167","0.144967006104595","0.123752580430183","0.166181431779007"
"Not paid","2014","(Married) couple without C. ","396","0.165149410563533","0.14994469012213","0.180354131004936"
"Not paid","2014","Single parent ","119","0.135312895192381","0.11365259751381","0.156973192870952"
"Not paid","2014","Couple + C. LE 16 ","580","0.179234860097787","0.166315966956328","0.192153753239246"
"Not paid","2014","Couple + C. GT 16 ","186","0.157730144443456","0.137029913549471","0.178430375337442"
"Not paid","2014","Couple + C. LE and GT 16","136","0.172665975441331","0.148295952878456","0.197035998004206"
"Acclaimed","2015","1-pers.-HH","","","",""
"Acclaimed","2015","(Married) couple without C. ","","","",""
"Acclaimed","2015","Single parent ","","","",""
"Acclaimed","2015","Couple + C. LE 16 ","","","",""
"Acclaimed","2015","Couple + C. GT 16 ","","","",""
"Acclaimed","2015","Couple + C. LE and GT 16","","","",""
"Partly, partly","2015","1-pers.-HH","","","",""
"Partly, partly","2015","(Married) couple without C. ","","","",""
"Partly, partly","2015","Single parent ","","","",""
"Partly, partly","2015","Couple + C. LE 16 ","","","",""
"Partly, partly","2015","Couple + C. GT 16 ","","","",""
"Partly, partly","2015","Couple + C. LE and GT 16","","","",""
"Paid","2015","1-pers.-HH","","","",""
"Paid","2015","(Married) couple without C. ","","","",""
"Paid","2015","Single parent ","","","",""
"Paid","2015","Couple + C. LE 16 ","","","",""
"Paid","2015","Couple + C. GT 16 ","","","",""
"Paid","2015","Couple + C. LE and GT 16","","","",""
"Not paid","2015","1-pers.-HH","","","",""
"Not paid","2015","(Married) couple without C. ","","","",""
"Not paid","2015","Single parent ","","","",""
"Not paid","2015","Couple + C. LE 16 ","","","",""
"Not paid","2015","Couple + C. GT 16 ","","","",""
"Not paid","2015","Couple + C. LE and GT 16","","","",""
"Acclaimed","2016","1-pers.-HH","","","",""
"Acclaimed","2016","(Married) couple without C. ","","","",""
"Acclaimed","2016","Single parent ","","","",""
"Acclaimed","2016","Couple + C. LE 16 ","","","",""
"Acclaimed","2016","Couple + C. GT 16 ","","","",""
"Acclaimed","2016","Couple + C. LE and GT 16","","","",""
"Partly, partly","2016","1-pers.-HH","","","",""
"Partly, partly","2016","(Married) couple without C. ","","","",""
"Partly, partly","2016","Single parent ","","","",""
"Partly, partly","2016","Couple + C. LE 16 ","","","",""
"Partly, partly","2016","Couple + C. GT 16 ","","","",""
"Partly, partly","2016","Couple + C. LE and GT 16","","","",""
"Paid","2016","1-pers.-HH","","","",""
"Paid","2016","(Married) couple without C. ","","","",""
"Paid","2016","Single parent ","","","",""
"Paid","2016","Couple + C. LE 16 ","","","",""
"Paid","2016","Couple + C. GT 16 ","","","",""
"Paid","2016","Couple + C. LE and GT 16","","","",""
"Not paid","2016","1-pers.-HH","","","",""
"Not paid","2016","(Married) couple without C. ","","","",""
"Not paid","2016","Single parent ","","","",""
"Not paid","2016","Couple + C. LE 16 ","","","",""
"Not paid","2016","Couple + C. GT 16 ","","","",""
"Not paid","2016","Couple + C. LE and GT 16","","","",""
"Acclaimed","2017","1-pers.-HH","","","",""
"Acclaimed","2017","(Married) couple without C. ","","","",""
"Acclaimed","2017","Single parent ","","","",""
"Acclaimed","2017","Couple + C. LE 16 ","","","",""
"Acclaimed","2017","Couple + C. GT 16 ","","","",""
"Acclaimed","2017","Couple + C. LE and GT 16","","","",""
"Partly, partly","2017","1-pers.-HH","","","",""
"Partly, partly","2017","(Married) couple without C. ","","","",""
"Partly, partly","2017","Single parent ","","","",""
"Partly, partly","2017","Couple + C. LE 16 ","","","",""
"Partly, partly","2017","Couple + C. GT 16 ","","","",""
"Partly, partly","2017","Couple + C. LE and GT 16","","","",""
"Paid","2017","1-pers.-HH","","","",""
"Paid","2017","(Married) couple without C. ","","","",""
"Paid","2017","Single parent ","","","",""
"Paid","2017","Couple + C. LE 16 ","","","",""
"Paid","2017","Couple + C. GT 16 ","","","",""
"Paid","2017","Couple + C. LE and GT 16","","","",""
"Not paid","2017","1-pers.-HH","","","",""
"Not paid","2017","(Married) couple without C. ","","","",""
"Not paid","2017","Single parent ","","","",""
"Not paid","2017","Couple + C. LE 16 ","","","",""
"Not paid","2017","Couple + C. GT 16 ","","","",""
"Not paid","2017","Couple + C. LE and GT 16","","","",""
"Acclaimed","2018","1-pers.-HH","694","0.536560756180609","0.509253417150597","0.563868095210621"
"Acclaimed","2018","(Married) couple without C. ","1350","0.538189393536626","0.518552522419153","0.557826264654099"
"Acclaimed","2018","Single parent ","485","0.558048087024108","0.524523948648141","0.591572225400076"
"Acclaimed","2018","Couple + C. LE 16 ","1515","0.539996395151966","0.521790865999739","0.558201924304193"
"Acclaimed","2018","Couple + C. GT 16 ","684","0.530129317671553","0.502734205442797","0.55752442990031"
"Acclaimed","2018","Couple + C. LE and GT 16","446","0.500864407014559","0.468378368849747","0.53335044517937"
"Partly, partly","2018","1-pers.-HH","288","0.229027700999017","0.206016625357144","0.25203877664089"
"Partly, partly","2018","(Married) couple without C. ","516","0.215537845683488","0.199341369458215","0.231734321908762"
"Partly, partly","2018","Single parent ","169","0.218808958569819","0.19089988115275","0.246718035986889"
"Partly, partly","2018","Couple + C. LE 16 ","615","0.200522500830507","0.185896959906663","0.215148041754351"
"Partly, partly","2018","Couple + C. GT 16 ","297","0.261936733698919","0.237802250814092","0.286071216583745"
"Partly, partly","2018","Couple + C. LE and GT 16","214","0.224745569717865","0.197625232020929","0.251865907414801"
"Paid","2018","1-pers.-HH","144","0.106846793931288","0.0899300313403023","0.123763556522274"
"Paid","2018","(Married) couple without C. ","271","0.103691861743155","0.0916837760977476","0.115699947388562"
"Paid","2018","Single parent ","109","0.118955047753787","0.0971013579045671","0.140808737603006"
"Paid","2018","Couple + C. LE 16 ","324","0.0999379928058673","0.0889825790357725","0.110893406575962"
"Paid","2018","Couple + C. GT 16 ","158","0.106229600055266","0.0893162843470509","0.123142915763481"
"Paid","2018","Couple + C. LE and GT 16","138","0.175157215892861","0.150461194007515","0.199853237778207"
"Not paid","2018","1-pers.-HH","155","0.127564748889086","0.10929614042836","0.145833357349812"
"Not paid","2018","(Married) couple without C. ","339","0.142580899036731","0.128808803639342","0.15635299443412"
"Not paid","2018","Single parent ","80","0.104187906652285","0.083564926663265","0.124810886641306"
"Not paid","2018","Couple + C. LE 16 ","425","0.15954311121166","0.146167180586065","0.172919041837254"
"Not paid","2018","Couple + C. GT 16 ","136","0.101704348574262","0.0851133544883228","0.118295342660202"
"Not paid","2018","Couple + C. LE and GT 16","112","0.0992328073747149","0.0798077945616398","0.11865782018779"
