"plb0195_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Acclaimed","2005","in school","West Germany","2","","",""
"Acclaimed","2005","in school","East Germany","","","",""
"Acclaimed","2005","inadequately","West Germany","10","","",""
"Acclaimed","2005","inadequately","East Germany","1","","",""
"Acclaimed","2005","general elemantary","West Germany","159","0.405868988195557","0.354349751152869","0.457388225238246"
"Acclaimed","2005","general elemantary","East Germany","35","0.411487045645509","0.293654085801204","0.529320005489815"
"Acclaimed","2005","middle vocational","West Germany","1328","0.536104837662483","0.516521080641485","0.55568859468348"
"Acclaimed","2005","middle vocational","East Germany","411","0.511222523820968","0.47707110464199","0.545373942999946"
"Acclaimed","2005","vocational + Abi","West Germany","235","0.568978311373649","0.521390158973533","0.616566463773765"
"Acclaimed","2005","vocational + Abi","East Germany","57","0.719365887124755","0.624952492050389","0.813779282199121"
"Acclaimed","2005","higher vocational","West Germany","260","0.527601608413238","0.483798485053214","0.571404731773263"
"Acclaimed","2005","higher vocational","East Germany","98","0.717581310952241","0.644307907251897","0.790854714652586"
"Acclaimed","2005","higher education","West Germany","502","0.401373696442853","0.37457282724799","0.428174565637717"
"Acclaimed","2005","higher education","East Germany","268","0.489074017095877","0.447410894626833","0.530737139564922"
"Partly, partly","2005","in school","West Germany","1","","",""
"Partly, partly","2005","in school","East Germany","","","",""
"Partly, partly","2005","inadequately","West Germany","4","","",""
"Partly, partly","2005","inadequately","East Germany","","","",""
"Partly, partly","2005","general elemantary","West Germany","71","0.218891796934839","0.175510181499161","0.262273412370516"
"Partly, partly","2005","general elemantary","East Germany","13","","",""
"Partly, partly","2005","middle vocational","West Germany","538","0.223886575318436","0.207516983446879","0.240256167189992"
"Partly, partly","2005","middle vocational","East Germany","211","0.247953679464287","0.218451388122317","0.277455970806258"
"Partly, partly","2005","vocational + Abi","West Germany","80","0.190958181485752","0.153187393439031","0.228728969532474"
"Partly, partly","2005","vocational + Abi","East Germany","16","","",""
"Partly, partly","2005","higher vocational","West Germany","100","0.189430914985508","0.155049933965405","0.223811896005611"
"Partly, partly","2005","higher vocational","East Germany","23","","",""
"Partly, partly","2005","higher education","West Germany","193","0.164803639601969","0.144518676453852","0.185088602750086"
"Partly, partly","2005","higher education","East Germany","85","0.159434429585652","0.128923012393622","0.189945846777682"
"Paid","2005","in school","West Germany","3","","",""
"Paid","2005","in school","East Germany","1","","",""
"Paid","2005","inadequately","West Germany","8","","",""
"Paid","2005","inadequately","East Germany","1","","",""
"Paid","2005","general elemantary","West Germany","67","0.174717964637234","0.134879246663675","0.214556682610793"
"Paid","2005","general elemantary","East Germany","8","","",""
"Paid","2005","middle vocational","West Germany","312","0.122525186808781","0.10964888215253","0.135401491465032"
"Paid","2005","middle vocational","East Germany","123","0.165354222166863","0.139973328001827","0.190735116331899"
"Paid","2005","vocational + Abi","West Germany","31","0.0853648494036675","0.0585135746250681","0.112216124182267"
"Paid","2005","vocational + Abi","East Germany","2","","",""
"Paid","2005","higher vocational","West Germany","40","0.100608132568077","0.0742151275522735","0.12700113758388"
"Paid","2005","higher vocational","East Germany","6","","",""
"Paid","2005","higher education","West Germany","55","0.0502824047263986","0.0383342238371706","0.0622305856156267"
"Paid","2005","higher education","East Germany","21","","",""
"Not paid","2005","in school","West Germany","","","",""
"Not paid","2005","in school","East Germany","","","",""
"Not paid","2005","inadequately","West Germany","3","","",""
"Not paid","2005","inadequately","East Germany","","","",""
"Not paid","2005","general elemantary","West Germany","52","0.200521250232369","0.158514504138816","0.242527996325923"
"Not paid","2005","general elemantary","East Germany","11","","",""
"Not paid","2005","middle vocational","West Germany","313","0.117483400210301","0.104838630552302","0.1301281698683"
"Not paid","2005","middle vocational","East Germany","78","0.0754695745478821","0.0574230021447207","0.0935161469510435"
"Not paid","2005","vocational + Abi","West Germany","70","0.154698657736931","0.119949004292988","0.189448311180874"
"Not paid","2005","vocational + Abi","East Germany","12","","",""
"Not paid","2005","higher vocational","West Germany","99","0.182359344033176","0.148479370073348","0.216239317993005"
"Not paid","2005","higher vocational","East Germany","18","","",""
"Not paid","2005","higher education","West Germany","535","0.383540259228779","0.356954175658558","0.410126342799001"
"Not paid","2005","higher education","East Germany","179","0.302691575780381","0.264400448814237","0.340982702746526"
"Acclaimed","2006","in school","West Germany","2","","",""
"Acclaimed","2006","in school","East Germany","","","",""
"Acclaimed","2006","inadequately","West Germany","10","","",""
"Acclaimed","2006","inadequately","East Germany","1","","",""
"Acclaimed","2006","general elemantary","West Germany","153","0.453882295589346","0.399920180475938","0.507844410702753"
"Acclaimed","2006","general elemantary","East Germany","38","0.539930498191145","0.421469800342152","0.658391196040137"
"Acclaimed","2006","middle vocational","West Germany","1530","0.542302928311124","0.523862579656717","0.560743276965531"
"Acclaimed","2006","middle vocational","East Germany","464","0.482967034095194","0.450356141689792","0.515577926500596"
"Acclaimed","2006","vocational + Abi","West Germany","265","0.584305204252369","0.540307325066002","0.628303083438736"
"Acclaimed","2006","vocational + Abi","East Germany","52","0.556477699485025","0.454961397160762","0.657994001809288"
"Acclaimed","2006","higher vocational","West Germany","277","0.468634461241351","0.426854155368745","0.510414767113957"
"Acclaimed","2006","higher vocational","East Germany","98","0.647146205353931","0.570159482354194","0.724132928353667"
"Acclaimed","2006","higher education","West Germany","531","0.363762587603996","0.338949368453759","0.388575806754233"
"Acclaimed","2006","higher education","East Germany","286","0.470801068308072","0.430795016019592","0.510807120596553"
"Partly, partly","2006","in school","West Germany","1","","",""
"Partly, partly","2006","in school","East Germany","","","",""
"Partly, partly","2006","inadequately","West Germany","2","","",""
"Partly, partly","2006","inadequately","East Germany","1","","",""
"Partly, partly","2006","general elemantary","West Germany","66","0.199787964083502","0.156450707535962","0.243125220631041"
"Partly, partly","2006","general elemantary","East Germany","10","","",""
"Partly, partly","2006","middle vocational","West Germany","549","0.196687470403428","0.181974861034611","0.211400079772246"
"Partly, partly","2006","middle vocational","East Germany","229","0.290042755847802","0.260429106395064","0.319656405300541"
"Partly, partly","2006","vocational + Abi","West Germany","81","0.141790628128876","0.110648738474104","0.172932517783648"
"Partly, partly","2006","vocational + Abi","East Germany","15","","",""
"Partly, partly","2006","higher vocational","West Germany","114","0.207642696954899","0.173681993710431","0.241603400199366"
"Partly, partly","2006","higher vocational","East Germany","23","","",""
"Partly, partly","2006","higher education","West Germany","202","0.152762703142527","0.134207073544464","0.17131833274059"
"Partly, partly","2006","higher education","East Germany","87","0.158317573574794","0.129060142446564","0.187575004703024"
"Paid","2006","in school","West Germany","4","","",""
"Paid","2006","in school","East Germany","","","",""
"Paid","2006","inadequately","West Germany","10","","",""
"Paid","2006","inadequately","East Germany","","","",""
"Paid","2006","general elemantary","West Germany","66","0.236971118151062","0.190882635310618","0.283059600991506"
"Paid","2006","general elemantary","East Germany","8","","",""
"Paid","2006","middle vocational","West Germany","374","0.140589038144604","0.127723283628418","0.153454792660789"
"Paid","2006","middle vocational","East Germany","100","0.122112230248931","0.100745212871007","0.143479247626856"
"Paid","2006","vocational + Abi","West Germany","38","0.102593146204106","0.0755050528705266","0.129681239537685"
"Paid","2006","vocational + Abi","East Germany","10","","",""
"Paid","2006","higher vocational","West Germany","45","0.0823789334864713","0.0593593435999338","0.105398523373009"
"Paid","2006","higher vocational","East Germany","6","","",""
"Paid","2006","higher education","West Germany","70","0.0547605799207519","0.0430259492259817","0.066495210615522"
"Paid","2006","higher education","East Germany","26","","",""
"Not paid","2006","in school","West Germany","1","","",""
"Not paid","2006","in school","East Germany","","","",""
"Not paid","2006","inadequately","West Germany","3","","",""
"Not paid","2006","inadequately","East Germany","1","","",""
"Not paid","2006","general elemantary","West Germany","42","0.10935862217609","0.0755325038616387","0.143184740490542"
"Not paid","2006","general elemantary","East Germany","12","","",""
"Not paid","2006","middle vocational","West Germany","351","0.120420563140844","0.108374449743157","0.132466676538531"
"Not paid","2006","middle vocational","East Germany","109","0.104877979808072","0.0848826717553027","0.124873287860842"
"Not paid","2006","vocational + Abi","West Germany","98","0.171311021414649","0.137674350556277","0.204947692273021"
"Not paid","2006","vocational + Abi","East Germany","15","","",""
"Not paid","2006","higher vocational","West Germany","112","0.241343908317279","0.205517897131145","0.277169919503413"
"Not paid","2006","higher vocational","East Germany","21","","",""
"Not paid","2006","higher education","West Germany","641","0.428714129332725","0.403188577817439","0.45423968084801"
"Not paid","2006","higher education","East Germany","199","0.320097566636559","0.282707005476892","0.357488127796227"
"Acclaimed","2007","in school","West Germany","2","","",""
"Acclaimed","2007","in school","East Germany","","","",""
"Acclaimed","2007","inadequately","West Germany","7","","",""
"Acclaimed","2007","inadequately","East Germany","1","","",""
"Acclaimed","2007","general elemantary","West Germany","126","0.50542152616674","0.44522524992693","0.565617802406549"
"Acclaimed","2007","general elemantary","East Germany","27","","",""
"Acclaimed","2007","middle vocational","West Germany","1371","0.524450789176567","0.5051053669625","0.543796211390634"
"Acclaimed","2007","middle vocational","East Germany","459","0.501459320486983","0.46846175092864","0.534456890045326"
"Acclaimed","2007","vocational + Abi","West Germany","227","0.515905651294258","0.469421302104668","0.562390000483847"
"Acclaimed","2007","vocational + Abi","East Germany","59","0.644709911939889","0.549953463933923","0.739466359945856"
"Acclaimed","2007","higher vocational","West Germany","260","0.490548851363537","0.446598505091652","0.534499197635421"
"Acclaimed","2007","higher vocational","East Germany","85","0.543108616679745","0.461463558534473","0.624753674825018"
"Acclaimed","2007","higher education","West Germany","508","0.382351505794312","0.356351471007769","0.408351540580854"
"Acclaimed","2007","higher education","East Germany","290","0.507933366333222","0.46749027256522","0.548376460101223"
"Partly, partly","2007","in school","West Germany","2","","",""
"Partly, partly","2007","in school","East Germany","","","",""
"Partly, partly","2007","inadequately","West Germany","2","","",""
"Partly, partly","2007","inadequately","East Germany","1","","",""
"Partly, partly","2007","general elemantary","West Germany","58","0.198921945951074","0.150859715590202","0.246984176311947"
"Partly, partly","2007","general elemantary","East Germany","10","","",""
"Partly, partly","2007","middle vocational","West Germany","532","0.221104535956935","0.205028960739856","0.237180111174014"
"Partly, partly","2007","middle vocational","East Germany","224","0.293320439388164","0.263273777699187","0.32336710107714"
"Partly, partly","2007","vocational + Abi","West Germany","87","0.22242279949111","0.183739989339676","0.261105609642544"
"Partly, partly","2007","vocational + Abi","East Germany","19","","",""
"Partly, partly","2007","higher vocational","West Germany","101","0.205571302714593","0.170042661148425","0.241099944280762"
"Partly, partly","2007","higher vocational","East Germany","32","0.298418808389014","0.223423838157995","0.373413778620032"
"Partly, partly","2007","higher education","West Germany","213","0.171076357303761","0.150928721411862","0.191223993195659"
"Partly, partly","2007","higher education","East Germany","78","0.134614578797154","0.107003722478171","0.162225435116137"
"Paid","2007","in school","West Germany","","","",""
"Paid","2007","in school","East Germany","1","","",""
"Paid","2007","inadequately","West Germany","4","","",""
"Paid","2007","inadequately","East Germany","","","",""
"Paid","2007","general elemantary","West Germany","51","0.179496794353005","0.133291297612192","0.225702291093818"
"Paid","2007","general elemantary","East Germany","4","","",""
"Paid","2007","middle vocational","West Germany","320","0.130660517619232","0.117604972871511","0.143716062366953"
"Paid","2007","middle vocational","East Germany","107","0.113434475624902","0.0925057997608159","0.134363151488988"
"Paid","2007","vocational + Abi","West Germany","36","0.0890831959527504","0.0625863697251784","0.115580022180322"
"Paid","2007","vocational + Abi","East Germany","3","","",""
"Paid","2007","higher vocational","West Germany","29","","",""
"Paid","2007","higher vocational","East Germany","4","","",""
"Paid","2007","higher education","West Germany","49","0.0460208033685946","0.0348104737330136","0.0572311330041756"
"Paid","2007","higher education","East Germany","20","","",""
"Not paid","2007","in school","West Germany","","","",""
"Not paid","2007","in school","East Germany","","","",""
"Not paid","2007","inadequately","West Germany","2","","",""
"Not paid","2007","inadequately","East Germany","","","",""
"Not paid","2007","general elemantary","West Germany","30","0.116159733529181","0.0775817210407809","0.154737746017582"
"Not paid","2007","general elemantary","East Germany","10","","",""
"Not paid","2007","middle vocational","West Germany","337","0.123784157247266","0.111026639206636","0.136541675287897"
"Not paid","2007","middle vocational","East Germany","92","0.0917857644999513","0.0727313496817677","0.110840179318135"
"Not paid","2007","vocational + Abi","West Germany","94","0.172588353261882","0.137438528569653","0.207738177954112"
"Not paid","2007","vocational + Abi","East Germany","17","","",""
"Not paid","2007","higher vocational","West Germany","107","0.246313881555843","0.208433913950035","0.284193849161651"
"Not paid","2007","higher vocational","East Germany","22","","",""
"Not paid","2007","higher education","West Germany","572","0.400551333533333","0.374334700005279","0.426767967061387"
"Not paid","2007","higher education","East Germany","199","0.313001127061057","0.275488281994158","0.350513972127956"
"Acclaimed","2008","in school","West Germany","2","","",""
"Acclaimed","2008","in school","East Germany","","","",""
"Acclaimed","2008","inadequately","West Germany","5","","",""
"Acclaimed","2008","inadequately","East Germany","","","",""
"Acclaimed","2008","general elemantary","West Germany","139","0.491660180247506","0.433922220892158","0.549398139602854"
"Acclaimed","2008","general elemantary","East Germany","37","0.509604122823733","0.385169247242277","0.634038998405189"
"Acclaimed","2008","middle vocational","West Germany","1315","0.512879545118195","0.493422137289804","0.532336952946586"
"Acclaimed","2008","middle vocational","East Germany","437","0.496355957215183","0.463227399068676","0.52948451536169"
"Acclaimed","2008","vocational + Abi","West Germany","227","0.539784461452929","0.49357986753288","0.585989055372977"
"Acclaimed","2008","vocational + Abi","East Germany","55","0.646821171807791","0.550709588342298","0.742932755273284"
"Acclaimed","2008","higher vocational","West Germany","244","0.519987428136047","0.474480206275222","0.565494649996871"
"Acclaimed","2008","higher vocational","East Germany","77","0.58659328290671","0.503830336378946","0.669356229434473"
"Acclaimed","2008","higher education","West Germany","493","0.3744923488992","0.348372931779762","0.400611766018638"
"Acclaimed","2008","higher education","East Germany","264","0.507934058837337","0.466038330170013","0.54982978750466"
"Partly, partly","2008","in school","West Germany","1","","",""
"Partly, partly","2008","in school","East Germany","","","",""
"Partly, partly","2008","inadequately","West Germany","4","","",""
"Partly, partly","2008","inadequately","East Germany","2","","",""
"Partly, partly","2008","general elemantary","West Germany","60","0.199478084781156","0.153326559909336","0.245629609652976"
"Partly, partly","2008","general elemantary","East Germany","16","","",""
"Partly, partly","2008","middle vocational","West Germany","554","0.23716817649729","0.220610411376149","0.253725941618432"
"Partly, partly","2008","middle vocational","East Germany","227","0.302564398097646","0.272127174603834","0.333001621591459"
"Partly, partly","2008","vocational + Abi","West Germany","92","0.191580422904836","0.155097610983947","0.228063234825725"
"Partly, partly","2008","vocational + Abi","East Germany","16","","",""
"Partly, partly","2008","higher vocational","West Germany","93","0.202483225523071","0.165879774433594","0.239086676612548"
"Partly, partly","2008","higher vocational","East Germany","34","0.175895159831425","0.111907413601376","0.239882906061475"
"Partly, partly","2008","higher education","West Germany","189","0.148523082783158","0.129331574389304","0.167714591177013"
"Partly, partly","2008","higher education","East Germany","69","0.14861886739213","0.118809455202845","0.178428279581415"
"Paid","2008","in school","West Germany","5","","",""
"Paid","2008","in school","East Germany","1","","",""
"Paid","2008","inadequately","West Germany","8","","",""
"Paid","2008","inadequately","East Germany","","","",""
"Paid","2008","general elemantary","West Germany","54","0.177339474692292","0.133226648247983","0.221452301136601"
"Paid","2008","general elemantary","East Germany","2","","",""
"Paid","2008","middle vocational","West Germany","308","0.124719682525035","0.111857928821277","0.137581436228794"
"Paid","2008","middle vocational","East Germany","115","0.109369018699846","0.0886895145348532","0.130048522864839"
"Paid","2008","vocational + Abi","West Germany","41","0.0996359541833435","0.0718700741050433","0.127401834261644"
"Paid","2008","vocational + Abi","East Germany","11","","",""
"Paid","2008","higher vocational","West Germany","36","0.0699713392865431","0.0467350992060979","0.0932075793669883"
"Paid","2008","higher vocational","East Germany","5","","",""
"Paid","2008","higher education","West Germany","72","0.0697700710985845","0.0560215675486129","0.0835185746485561"
"Paid","2008","higher education","East Germany","28","","",""
"Not paid","2008","in school","West Germany","","","",""
"Not paid","2008","in school","East Germany","","","",""
"Not paid","2008","inadequately","West Germany","2","","",""
"Not paid","2008","inadequately","East Germany","","","",""
"Not paid","2008","general elemantary","West Germany","35","0.131522260279046","0.0924893597588648","0.170555160799227"
"Not paid","2008","general elemantary","East Germany","7","","",""
"Not paid","2008","middle vocational","West Germany","358","0.125232595859479","0.112348198903821","0.138116992815138"
"Not paid","2008","middle vocational","East Germany","96","0.0917106259873248","0.0725871863147851","0.110834065659865"
"Not paid","2008","vocational + Abi","West Germany","87","0.168999161458892","0.134258559817727","0.203739763100056"
"Not paid","2008","vocational + Abi","East Germany","13","","",""
"Not paid","2008","higher vocational","West Germany","90","0.207558007054339","0.170616799968897","0.244499214139782"
"Not paid","2008","higher vocational","East Germany","20","","",""
"Not paid","2008","higher education","West Germany","565","0.407214497219057","0.380699835193295","0.43372915924482"
"Not paid","2008","higher education","East Germany","186","0.287518204942736","0.249588978277362","0.325447431608109"
"Acclaimed","2009","in school","West Germany","1","","",""
"Acclaimed","2009","in school","East Germany","","","",""
"Acclaimed","2009","inadequately","West Germany","9","","",""
"Acclaimed","2009","inadequately","East Germany","1","","",""
"Acclaimed","2009","general elemantary","West Germany","95","0.399577331488741","0.335576473926468","0.463578189051013"
"Acclaimed","2009","general elemantary","East Germany","16","","",""
"Acclaimed","2009","middle vocational","West Germany","1144","0.510202993341198","0.489237680924738","0.531168305757657"
"Acclaimed","2009","middle vocational","East Germany","408","0.518011335618546","0.48316777012661","0.552854901110483"
"Acclaimed","2009","vocational + Abi","West Germany","207","0.561281388909834","0.512529673115287","0.610033104704382"
"Acclaimed","2009","vocational + Abi","East Germany","53","0.713195283689855","0.613463882441052","0.812926684938657"
"Acclaimed","2009","higher vocational","West Germany","215","0.485478226767118","0.437393096158421","0.533563357375814"
"Acclaimed","2009","higher vocational","East Germany","86","0.691309413977953","0.611899569957151","0.770719257998755"
"Acclaimed","2009","higher education","West Germany","480","0.376869615625465","0.349754538992083","0.403984692258847"
"Acclaimed","2009","higher education","East Germany","245","0.505277602632625","0.461928166670968","0.548627038594281"
"Partly, partly","2009","in school","West Germany","1","","",""
"Partly, partly","2009","in school","East Germany","","","",""
"Partly, partly","2009","inadequately","West Germany","4","","",""
"Partly, partly","2009","inadequately","East Germany","1","","",""
"Partly, partly","2009","general elemantary","West Germany","48","0.216977296376161","0.163119180553506","0.270835412198815"
"Partly, partly","2009","general elemantary","East Germany","11","","",""
"Partly, partly","2009","middle vocational","West Germany","475","0.234432551306018","0.216665209364543","0.252199893247494"
"Partly, partly","2009","middle vocational","East Germany","208","0.314047055887756","0.281681798080052","0.34641231369546"
"Partly, partly","2009","vocational + Abi","West Germany","78","0.18526629558133","0.147097135324649","0.223435455838011"
"Partly, partly","2009","vocational + Abi","East Germany","17","","",""
"Partly, partly","2009","higher vocational","West Germany","84","0.212185418703371","0.17284909057254","0.251521746834201"
"Partly, partly","2009","higher vocational","East Germany","26","","",""
"Partly, partly","2009","higher education","West Germany","183","0.182374381009152","0.160767853715851","0.203980908302452"
"Partly, partly","2009","higher education","East Germany","72","0.1519468458159","0.120822873349408","0.183070818282393"
"Paid","2009","in school","West Germany","2","","",""
"Paid","2009","in school","East Germany","","","",""
"Paid","2009","inadequately","West Germany","6","","",""
"Paid","2009","inadequately","East Germany","1","","",""
"Paid","2009","general elemantary","West Germany","44","0.189607675902579","0.138388516241879","0.240826835563278"
"Paid","2009","general elemantary","East Germany","6","","",""
"Paid","2009","middle vocational","West Germany","268","0.134812102168964","0.120488856780671","0.149135347557256"
"Paid","2009","middle vocational","East Germany","102","0.096969458418057","0.0763345165441171","0.117604400291997"
"Paid","2009","vocational + Abi","West Germany","30","0.0763632295762136","0.0502717140567667","0.10245474509566"
"Paid","2009","vocational + Abi","East Germany","2","","",""
"Paid","2009","higher vocational","West Germany","28","","",""
"Paid","2009","higher vocational","East Germany","7","","",""
"Paid","2009","higher education","West Germany","64","0.0752336306318481","0.0604749398491733","0.089992321414523"
"Paid","2009","higher education","East Germany","24","","",""
"Not paid","2009","in school","West Germany","1","","",""
"Not paid","2009","in school","East Germany","","","",""
"Not paid","2009","inadequately","West Germany","2","","",""
"Not paid","2009","inadequately","East Germany","","","",""
"Not paid","2009","general elemantary","West Germany","38","0.19383769623252","0.142185689963948","0.245489702501092"
"Not paid","2009","general elemantary","East Germany","8","","",""
"Not paid","2009","middle vocational","West Germany","297","0.12055235318382","0.10689663279444","0.134208073573201"
"Not paid","2009","middle vocational","East Germany","72","0.0709721500756404","0.0530663845515471","0.0888779155997337"
"Not paid","2009","vocational + Abi","West Germany","83","0.177089085932622","0.139584975891032","0.214593195974213"
"Not paid","2009","vocational + Abi","East Germany","7","","",""
"Not paid","2009","higher vocational","West Germany","88","0.231526855574844","0.190944329448536","0.272109381701152"
"Not paid","2009","higher vocational","East Germany","11","","",""
"Not paid","2009","higher education","West Germany","500","0.365522372733535","0.338576581038206","0.392468164428865"
"Not paid","2009","higher education","East Germany","170","0.304420227205989","0.264522526693262","0.344317927718715"
"Acclaimed","2010","in school","West Germany","3","","",""
"Acclaimed","2010","in school","East Germany","","","",""
"Acclaimed","2010","inadequately","West Germany","10","","",""
"Acclaimed","2010","inadequately","East Germany","1","","",""
"Acclaimed","2010","general elemantary","West Germany","186","0.474076817745562","0.424199482468082","0.523954153023043"
"Acclaimed","2010","general elemantary","East Germany","31","0.530830384304365","0.405595303705027","0.656065464903703"
"Acclaimed","2010","middle vocational","West Germany","1659","0.544223127155802","0.526665604908303","0.561780649403301"
"Acclaimed","2010","middle vocational","East Germany","520","0.542535456590619","0.511596105243692","0.573474807937545"
"Acclaimed","2010","vocational + Abi","West Germany","363","0.599375124438897","0.561049734479866","0.637700514397928"
"Acclaimed","2010","vocational + Abi","East Germany","64","0.721962370511942","0.639355163453144","0.804569577570739"
"Acclaimed","2010","higher vocational","West Germany","290","0.509773894869669","0.467610242487871","0.551937547251467"
"Acclaimed","2010","higher vocational","East Germany","94","0.576643222523971","0.498607297109006","0.654679147938936"
"Acclaimed","2010","higher education","West Germany","714","0.423902500409368","0.400828328535235","0.446976672283501"
"Acclaimed","2010","higher education","East Germany","301","0.547826043648359","0.507834909768849","0.587817177527869"
"Partly, partly","2010","in school","West Germany","","","",""
"Partly, partly","2010","in school","East Germany","","","",""
"Partly, partly","2010","inadequately","West Germany","13","","",""
"Partly, partly","2010","inadequately","East Germany","1","","",""
"Partly, partly","2010","general elemantary","West Germany","65","0.170365171706411","0.13281156776336","0.207918775649461"
"Partly, partly","2010","general elemantary","East Germany","15","","",""
"Partly, partly","2010","middle vocational","West Germany","633","0.196281885964546","0.182279869698258","0.210283902230835"
"Partly, partly","2010","middle vocational","East Germany","243","0.255906428677695","0.228806209954895","0.283006647400495"
"Partly, partly","2010","vocational + Abi","West Germany","97","0.183059315436897","0.152813907350516","0.213304723523278"
"Partly, partly","2010","vocational + Abi","East Germany","27","","",""
"Partly, partly","2010","higher vocational","West Germany","93","0.165485391557422","0.134141853804777","0.196828929310067"
"Partly, partly","2010","higher vocational","East Germany","29","","",""
"Partly, partly","2010","higher education","West Germany","278","0.163114097743671","0.145862710891276","0.180365484596065"
"Partly, partly","2010","higher education","East Germany","72","0.122198359284337","0.0958823222020603","0.148514396366613"
"Paid","2010","in school","West Germany","3","","",""
"Paid","2010","in school","East Germany","1","","",""
"Paid","2010","inadequately","West Germany","15","","",""
"Paid","2010","inadequately","East Germany","","","",""
"Paid","2010","general elemantary","West Germany","92","0.227514531250882","0.18563831290107","0.269390749600694"
"Paid","2010","general elemantary","East Germany","7","","",""
"Paid","2010","middle vocational","West Germany","453","0.146764373716323","0.134289291924074","0.159239455508573"
"Paid","2010","middle vocational","East Germany","136","0.105296310946434","0.0862344799911577","0.12435814190171"
"Paid","2010","vocational + Abi","West Germany","74","0.0739670749018339","0.0534978826262468","0.0944362671774209"
"Paid","2010","vocational + Abi","East Germany","8","","",""
"Paid","2010","higher vocational","West Germany","36","0.0637814017416724","0.0431709802651778","0.0843918232181671"
"Paid","2010","higher vocational","East Germany","10","","",""
"Paid","2010","higher education","West Germany","83","0.0398106358484866","0.0306816372255305","0.0489396344714426"
"Paid","2010","higher education","East Germany","35","0.0489013456443288","0.0315727727827551","0.0662299185059024"
"Not paid","2010","in school","West Germany","","","",""
"Not paid","2010","in school","East Germany","","","",""
"Not paid","2010","inadequately","West Germany","3","","",""
"Not paid","2010","inadequately","East Germany","","","",""
"Not paid","2010","general elemantary","West Germany","42","0.128043479297145","0.0946667424622522","0.161420216132037"
"Not paid","2010","general elemantary","East Germany","8","","",""
"Not paid","2010","middle vocational","West Germany","346","0.112730613163329","0.101581321624299","0.123879904702358"
"Not paid","2010","middle vocational","East Germany","97","0.096261803785253","0.0779442810819894","0.114579326488517"
"Not paid","2010","vocational + Abi","West Germany","94","0.143598485222372","0.116171257531582","0.171025712913162"
"Not paid","2010","vocational + Abi","East Germany","14","","",""
"Not paid","2010","higher vocational","West Germany","121","0.260959311831236","0.223919243006882","0.297999380655591"
"Not paid","2010","higher vocational","East Germany","21","","",""
"Not paid","2010","higher education","West Germany","687","0.373172765998475","0.350590160990347","0.395755371006603"
"Not paid","2010","higher education","East Germany","187","0.281074251422975","0.244954715753726","0.317193787092225"
"Acclaimed","2011","in school","West Germany","5","","",""
"Acclaimed","2011","in school","East Germany","","","",""
"Acclaimed","2011","inadequately","West Germany","14","","",""
"Acclaimed","2011","inadequately","East Germany","1","","",""
"Acclaimed","2011","general elemantary","West Germany","220","0.436781946227046","0.393651211318073","0.479912681136019"
"Acclaimed","2011","general elemantary","East Germany","40","0.556084944644653","0.440516459021105","0.671653430268201"
"Acclaimed","2011","middle vocational","West Germany","1874","0.50486356875569","0.488707613020367","0.521019524491013"
"Acclaimed","2011","middle vocational","East Germany","581","0.503057451360817","0.474321861377082","0.531793041344551"
"Acclaimed","2011","vocational + Abi","West Germany","428","0.568615885016425","0.533404519841545","0.603827250191305"
"Acclaimed","2011","vocational + Abi","East Germany","86","0.672049783585676","0.593722470027604","0.750377097143747"
"Acclaimed","2011","higher vocational","West Germany","326","0.48264901929895","0.444025578827917","0.521272459769983"
"Acclaimed","2011","higher vocational","East Germany","109","0.59412585259237","0.521782875384888","0.666468829799852"
"Acclaimed","2011","higher education","West Germany","890","0.426010321134444","0.404810263084084","0.447210379184804"
"Acclaimed","2011","higher education","East Germany","369","0.577385905546718","0.540474638833398","0.614297172260037"
"Partly, partly","2011","in school","West Germany","1","","",""
"Partly, partly","2011","in school","East Germany","","","",""
"Partly, partly","2011","inadequately","West Germany","11","","",""
"Partly, partly","2011","inadequately","East Germany","","","",""
"Partly, partly","2011","general elemantary","West Germany","101","0.20160004217158","0.166712385736844","0.236487698606317"
"Partly, partly","2011","general elemantary","East Germany","15","","",""
"Partly, partly","2011","middle vocational","West Germany","812","0.221589858304958","0.20816955349823","0.235010163111686"
"Partly, partly","2011","middle vocational","East Germany","272","0.251460301934969","0.226525818877851","0.276394784992088"
"Partly, partly","2011","vocational + Abi","West Germany","133","0.169499105660214","0.142824681508438","0.196173529811989"
"Partly, partly","2011","vocational + Abi","East Germany","21","","",""
"Partly, partly","2011","higher vocational","West Germany","123","0.172593741026405","0.143384886439381","0.20180259561343"
"Partly, partly","2011","higher vocational","East Germany","27","","",""
"Partly, partly","2011","higher education","West Germany","308","0.166219177709167","0.150258862523213","0.182179492895122"
"Partly, partly","2011","higher education","East Germany","80","0.111278862654309","0.0877802097830287","0.134777515525589"
"Paid","2011","in school","West Germany","1","","",""
"Paid","2011","in school","East Germany","1","","",""
"Paid","2011","inadequately","West Germany","24","","",""
"Paid","2011","inadequately","East Germany","1","","",""
"Paid","2011","general elemantary","West Germany","137","0.258605826718973","0.220529067993856","0.296682585444091"
"Paid","2011","general elemantary","East Germany","6","","",""
"Paid","2011","middle vocational","West Germany","557","0.147339937634051","0.135886617531444","0.158793257736657"
