"plb0195_h","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Partly, partly","2004","Full Time","indirect migration background","41","0.228329467388336","0.168167195536941","0.28849173923973","2"
"Partly, partly","2004","Part Time","no migration background","233","0.165454276932801","0.146432758924938","0.184475794940665","2"
"Partly, partly","2004","Full Time","no migration background","964","0.194557190641461","0.183512704613481","0.205601676669441","2"
"Partly, partly","2004","Full Time","direct migration background","119","0.225871859753834","0.188502724848679","0.263240994658989","2"
"Partly, partly","2004","Part Time","direct migration background","18","","","","2"
"Partly, partly","2004","Part Time","indirect migration background","9","","","","2"
"Partly, partly","2004","Not Working","no migration background","8","","","","2"
"Partly, partly","2004","Not Working","direct migration background","1","","","","2"
"Partly, partly","2004","Not Working","indirect migration background","","","","","2"
"Acclaimed","2005","Full Time","no migration background","2217","0.501658329939065","0.487131786439738","0.516184873438393","1"
"Acclaimed","2005","Full Time","direct migration background","210","0.451543223298975","0.405563886577248","0.497522560020702","1"
"Acclaimed","2005","Full Time","indirect migration background","87","0.477824132816462","0.40584532232777","0.549802943305153","1"
"Acclaimed","2005","Part Time","no migration background","773","0.552152396486395","0.525963463018413","0.578341329954377","1"
"Acclaimed","2005","Part Time","direct migration background","60","0.489238452897364","0.400535604772549","0.57794130102218","1"
"Acclaimed","2005","Part Time","indirect migration background","32","0.462551990047041","0.342263345897666","0.582840634196415","1"
"Acclaimed","2005","Not Working","no migration background","10","","","","1"
"Acclaimed","2005","Not Working","direct migration background","3","","","","1"
"Acclaimed","2005","Not Working","indirect migration background","","","","","1"
"Not paid","2005","Part Time","no migration background","208","0.129036360998832","0.111380891538533","0.146691830459131","4"
"Not paid","2005","Full Time","indirect migration background","35","0.198811326127359","0.141300422883829","0.256322229370888","4"
"Not paid","2005","Full Time","no migration background","1046","0.196793428790786","0.185242588049052","0.20834426953252","4"
"Not paid","2005","Full Time","direct migration background","57","0.162263076879329","0.128198302544411","0.196327851214246","4"
"Not paid","2005","Part Time","direct migration background","10","","","","4"
"Not paid","2005","Part Time","indirect migration background","12","","","","4"
"Not paid","2005","Not Working","no migration background","9","","","","4"
"Not paid","2005","Not Working","direct migration background","1","","","","4"
"Not paid","2005","Not Working","indirect migration background","","","","","4"
"Paid","2005","Full Time","indirect migration background","25","","","","3"
"Paid","2005","Full Time","no migration background","378","0.09679516399436","0.0882047393926619","0.105385588596058","3"
"Paid","2005","Full Time","direct migration background","68","0.140653579019199","0.108531668780154","0.172775489258243","3"
"Paid","2005","Part Time","no migration background","171","0.126375574339954","0.108876416055441","0.143874732624468","3"
"Paid","2005","Part Time","direct migration background","27","","","","3"
"Paid","2005","Part Time","indirect migration background","12","","","","3"
"Paid","2005","Not Working","no migration background","6","","","","3"
"Paid","2005","Not Working","direct migration background","1","","","","3"
"Paid","2005","Not Working","indirect migration background","1","","","","3"
"Partly, partly","2005","Full Time","indirect migration background","38","0.203121486919936","0.145147092784637","0.261095881055234","2"
"Partly, partly","2005","Part Time","no migration background","233","0.192435668174819","0.171674367656547","0.213196968693091","2"
"Partly, partly","2005","Full Time","no migration background","910","0.204753077275789","0.193029480017196","0.216476674534381","2"
"Partly, partly","2005","Full Time","direct migration background","115","0.245540120802498","0.205773275340034","0.285306966264962","2"
"Partly, partly","2005","Part Time","direct migration background","25","","","","2"
"Partly, partly","2005","Part Time","indirect migration background","10","","","","2"
"Partly, partly","2005","Not Working","no migration background","10","","","","2"
"Partly, partly","2005","Not Working","direct migration background","","","","","2"
"Partly, partly","2005","Not Working","indirect migration background","","","","","2"
"Acclaimed","2006","Full Time","no migration background","2408","0.485035613039283","0.47115220600754","0.498919020071027","1"
"Acclaimed","2006","Full Time","direct migration background","180","0.423591345156211","0.378038274307071","0.46914441600535","1"
"Acclaimed","2006","Full Time","indirect migration background","92","0.459226709269928","0.391503487596696","0.52694993094316","1"
"Acclaimed","2006","Part Time","no migration background","904","0.550538037664904","0.525994637483287","0.575081437846521","1"
"Acclaimed","2006","Part Time","direct migration background","78","0.5241472013197","0.445777400784671","0.602517001854728","1"
"Acclaimed","2006","Part Time","indirect migration background","46","0.659584550371652","0.550133052058298","0.769036048685006","1"
"Acclaimed","2006","Not Working","no migration background","24","","","","1"
"Acclaimed","2006","Not Working","direct migration background","4","","","","1"
"Acclaimed","2006","Not Working","indirect migration background","1","","","","1"
"Not paid","2006","Part Time","no migration background","236","0.139897266415667","0.1227823662643","0.157012166567034","4"
"Not paid","2006","Full Time","no migration background","1220","0.222090594509014","0.210544097711531","0.233637091306496","4"
"Not paid","2006","Full Time","direct migration background","80","0.181031158684587","0.145534356645027","0.216527960724147","4"
"Not paid","2006","Full Time","indirect migration background","49","0.206786822701086","0.151747533850259","0.261826111551913","4"
"Not paid","2006","Part Time","direct migration background","17","","","","4"
"Not paid","2006","Part Time","indirect migration background","7","","","","4"
"Not paid","2006","Not Working","no migration background","9","","","","4"
"Not paid","2006","Not Working","direct migration background","1","","","","4"
"Not paid","2006","Not Working","indirect migration background","","","","","4"
"Paid","2006","Full Time","indirect migration background","21","","","","3"
"Paid","2006","Full Time","no migration background","400","0.0965823532490479","0.0883766875243313","0.104788018973765","3"
"Paid","2006","Full Time","direct migration background","83","0.186507067805491","0.150598059387329","0.222416076223653","3"
"Paid","2006","Part Time","no migration background","198","0.135888139030668","0.118980991187904","0.152795286873431","3"
"Paid","2006","Part Time","direct migration background","35","0.238748524093903","0.171849433609571","0.305647614578234","3"
"Paid","2006","Part Time","indirect migration background","13","","","","3"
"Paid","2006","Not Working","no migration background","10","","","","3"
"Paid","2006","Not Working","direct migration background","3","","","","3"
"Paid","2006","Not Working","indirect migration background","","","","","3"
"Partly, partly","2006","Full Time","indirect migration background","46","0.20915322478544","0.153882535581746","0.264423913989134","2"
"Partly, partly","2006","Part Time","no migration background","240","0.173676556888761","0.154985225863415","0.192367887914106","2"
"Partly, partly","2006","Full Time","no migration background","950","0.196291439202655","0.185257753173475","0.207325125231835","2"
"Partly, partly","2006","Full Time","direct migration background","109","0.208870428353711","0.171395469776829","0.246345386930594","2"
"Partly, partly","2006","Part Time","direct migration background","26","","","","2"
"Partly, partly","2006","Part Time","indirect migration background","6","","","","2"
"Partly, partly","2006","Not Working","no migration background","9","","","","2"
"Partly, partly","2006","Not Working","direct migration background","3","","","","2"
"Partly, partly","2006","Not Working","indirect migration background","2","","","","2"
"Acclaimed","2007","Full Time","no migration background","2218","0.474801890411429","0.460413369971285","0.489190410851573","1"
"Acclaimed","2007","Full Time","direct migration background","171","0.437174927748495","0.387881657462049","0.486468198034941","1"
"Acclaimed","2007","Full Time","indirect migration background","92","0.415635764453229","0.349759778173356","0.481511750733101","1"
"Acclaimed","2007","Part Time","no migration background","838","0.576823641974991","0.551446095723568","0.602201188226414","1"
"Acclaimed","2007","Part Time","direct migration background","68","0.477620519448228","0.391756550801887","0.56348448809457","1"
"Acclaimed","2007","Part Time","indirect migration background","32","0.614934912137337","0.498417095715105","0.73145272855957","1"
"Acclaimed","2007","Not Working","no migration background","28","","","","1"
"Acclaimed","2007","Not Working","direct migration background","1","","","","1"
"Acclaimed","2007","Not Working","indirect migration background","6","","","","1"
"Not paid","2007","Full Time","no migration background","1142","0.218333385821205","0.206430035981939","0.230236735660471","4"
"Not paid","2007","Full Time","indirect migration background","49","0.276557462104298","0.216768147855757","0.33634677635284","4"
"Not paid","2007","Part Time","no migration background","203","0.116422939334002","0.0999485661519207","0.132897312516084","4"
"Not paid","2007","Full Time","direct migration background","61","0.159017510479255","0.122677149079525","0.195357871878985","4"
"Not paid","2007","Part Time","direct migration background","15","","","","4"
"Not paid","2007","Part Time","indirect migration background","11","","","","4"
"Not paid","2007","Not Working","no migration background","9","","","","4"
"Not paid","2007","Not Working","direct migration background","4","","","","4"
"Not paid","2007","Not Working","indirect migration background","1","","","","4"
"Paid","2007","Full Time","indirect migration background","18","","","","3"
"Paid","2007","Full Time","no migration background","323","0.0785530756518268","0.0708010517938444","0.0863050995098092","3"
"Paid","2007","Full Time","direct migration background","65","0.175628342707506","0.137816127770728","0.213440557644283","3"
"Paid","2007","Part Time","no migration background","191","0.142061086617137","0.124128904002936","0.159993269231337","3"
"Paid","2007","Part Time","direct migration background","20","","","","3"
"Paid","2007","Part Time","indirect migration background","11","","","","3"
"Paid","2007","Not Working","no migration background","8","","","","3"
"Paid","2007","Not Working","direct migration background","1","","","","3"
"Paid","2007","Not Working","indirect migration background","","","","","3"
"Partly, partly","2007","Full Time","indirect migration background","56","0.219552585506911","0.164221401691786","0.274883769322036","2"
"Partly, partly","2007","Part Time","no migration background","224","0.16469233207387","0.145640913134034","0.183743751013705","2"
"Partly, partly","2007","Not Working","no migration background","15","","","","2"
"Partly, partly","2007","Full Time","direct migration background","92","0.228179219064744","0.186476001010251","0.269882437119237","2"
"Partly, partly","2007","Part Time","indirect migration background","13","","","","2"
"Partly, partly","2007","Full Time","no migration background","944","0.228311648115539","0.216217275399035","0.240406020832043","2"
"Partly, partly","2007","Part Time","direct migration background","27","","","","2"
"Partly, partly","2007","Not Working","direct migration background","1","","","","2"
"Partly, partly","2007","Not Working","indirect migration background","","","","","2"
"Acclaimed","2008","Full Time","no migration background","2140","0.482080239033628","0.467562948149417","0.49659752991784","1"
"Acclaimed","2008","Full Time","direct migration background","149","0.384968287157012","0.335785243542266","0.434151330771759","1"
"Acclaimed","2008","Full Time","indirect migration background","96","0.495446869811365","0.427171120093242","0.563722619529489","1"
"Acclaimed","2008","Part Time","no migration background","801","0.524872185078093","0.499352591021958","0.550391779134228","1"
"Acclaimed","2008","Part Time","direct migration background","72","0.569673599180154","0.486460695086997","0.652886503273312","1"
"Acclaimed","2008","Part Time","indirect migration background","39","0.633855464613303","0.515828971883882","0.751881957342724","1"
"Acclaimed","2008","Not Working","no migration background","29","","","","1"
"Acclaimed","2008","Not Working","direct migration background","2","","","","1"
"Acclaimed","2008","Not Working","indirect migration background","","","","","1"
"Not paid","2008","Full Time","no migration background","1094","0.204819581010306","0.193094570287638","0.216544591732974","4"
"Not paid","2008","Full Time","direct migration background","61","0.180458111465778","0.14158691122751","0.219329311704047","4"
"Not paid","2008","Full Time","indirect migration background","41","0.162383430501723","0.112020850905756","0.212746010097691","4"
"Not paid","2008","Part Time","no migration background","240","0.164138694796033","0.145210275276332","0.183067114315734","4"
"Not paid","2008","Part Time","direct migration background","16","","","","4"
"Not paid","2008","Part Time","indirect migration background","8","","","","4"
"Not paid","2008","Not Working","no migration background","15","","","","4"
"Not paid","2008","Not Working","direct migration background","1","","","","4"
"Not paid","2008","Not Working","indirect migration background","2","","","","4"
"Paid","2008","Full Time","indirect migration background","17","","","","3"
"Paid","2008","Full Time","no migration background","389","0.0919276519074002","0.0835334776161373","0.100321826198663","3"
"Paid","2008","Full Time","direct migration background","75","0.218569420569809","0.176796574063787","0.26034226707583","3"
"Paid","2008","Part Time","no migration background","175","0.11353381619812","0.0973218585988553","0.129745773797384","3"
"Paid","2008","Part Time","direct migration background","23","","","","3"
"Paid","2008","Part Time","indirect migration background","7","","","","3"
"Paid","2008","Not Working","no migration background","6","","","","3"
"Paid","2008","Not Working","direct migration background","","","","","3"
"Paid","2008","Not Working","indirect migration background","1","","","","3"
"Partly, partly","2008","Full Time","indirect migration background","52","0.26123167433608","0.201241305605786","0.321222043066374","2"
"Partly, partly","2008","Full Time","no migration background","928","0.221172528048665","0.209114372125786","0.233230683971544","2"
"Partly, partly","2008","Full Time","direct migration background","91","0.216004180807401","0.174409085813118","0.257599275801684","2"
"Partly, partly","2008","Part Time","no migration background","255","0.197455303927755","0.17711250197268","0.21779810588283","2"
"Partly, partly","2008","Part Time","direct migration background","25","","","","2"
"Partly, partly","2008","Part Time","indirect migration background","10","","","","2"
"Partly, partly","2008","Not Working","no migration background","6","","","","2"
"Partly, partly","2008","Not Working","direct migration background","1","","","","2"
"Partly, partly","2008","Not Working","indirect migration background","1","","","","2"
"Acclaimed","2009","Full Time","no migration background","1980","0.491877754499709","0.476595513371822","0.507159995627597","1"
"Acclaimed","2009","Full Time","direct migration background","114","0.351612809539633","0.295686181844142","0.407539437235124","1"
"Acclaimed","2009","Full Time","indirect migration background","86","0.480301368770758","0.409261199237828","0.551341538303689","1"
"Acclaimed","2009","Part Time","no migration background","694","0.516871032696151","0.489580450855873","0.544161614536428","1"
"Acclaimed","2009","Part Time","direct migration background","62","0.469506058428437","0.38058262550684","0.558429491350035","1"
"Acclaimed","2009","Part Time","indirect migration background","30","0.398612863538984","0.281376210420001","0.515849516657968","1"
"Acclaimed","2009","Not Working","no migration background","13","","","","1"
"Acclaimed","2009","Not Working","direct migration background","1","","","","1"
"Acclaimed","2009","Not Working","indirect migration background","1","","","","1"
"Not paid","2009","Full Time","no migration background","978","0.199843536410171","0.187619718702926","0.212067354117415","4"
"Not paid","2009","Full Time","direct migration background","56","0.203770228993256","0.156590151703404","0.250950306283109","4"
"Not paid","2009","Full Time","indirect migration background","40","0.220897788938587","0.161909718061939","0.279885859815235","4"
"Not paid","2009","Part Time","no migration background","178","0.140070293024754","0.121116564573109","0.1590240214764","4"
"Not paid","2009","Part Time","direct migration background","15","","","","4"
"Not paid","2009","Part Time","indirect migration background","14","","","","4"
"Not paid","2009","Not Working","no migration background","8","","","","4"
"Not paid","2009","Not Working","direct migration background","","","","","4"
"Not paid","2009","Not Working","indirect migration background","1","","","","4"
"Paid","2009","Full Time","indirect migration background","22","","","","3"
"Paid","2009","Full Time","no migration background","329","0.0856277753855881","0.0770742884605984","0.0941812623105777","3"
"Paid","2009","Full Time","direct migration background","45","0.201685119091238","0.154685632302189","0.248684605880288","3"
"Paid","2009","Part Time","no migration background","154","0.121716189713428","0.103860288589012","0.139572090837845","3"
"Paid","2009","Not Working","no migration background","4","","","","3"
"Paid","2009","Part Time","indirect migration background","10","","","","3"
"Paid","2009","Part Time","direct migration background","24","","","","3"
"Paid","2009","Not Working","direct migration background","2","","","","3"
"Paid","2009","Not Working","indirect migration background","1","","","","3"
"Partly, partly","2009","Full Time","indirect migration background","42","0.205219540566342","0.147794113123973","0.26264496800871","2"
"Partly, partly","2009","Full Time","no migration background","824","0.222650933704532","0.209933641398915","0.235368226010149","2"
"Partly, partly","2009","Full Time","direct migration background","65","0.242931842375872","0.192700037006698","0.293163647745047","2"
"Partly, partly","2009","Part Time","no migration background","262","0.221342484565667","0.198670173596968","0.244014795534365","2"
"Partly, partly","2009","Part Time","direct migration background","20","","","","2"
"Partly, partly","2009","Part Time","indirect migration background","13","","","","2"
"Partly, partly","2009","Not Working","no migration background","","","","","2"
"Partly, partly","2009","Not Working","direct migration background","1","","","","2"
"Partly, partly","2009","Not Working","indirect migration background","","","","","2"
"Acclaimed","2010","Full Time","no migration background","2565","0.514898101115666","0.501289345119149","0.528506857112183","1"
"Acclaimed","2010","Full Time","direct migration background","206","0.430435263436101","0.388161759016861","0.472708767855341","1"
"Acclaimed","2010","Full Time","indirect migration background","136","0.480195086980902","0.422089490047159","0.538300683914646","1"
"Acclaimed","2010","Part Time","no migration background","1139","0.569426229853626","0.547752511690645","0.591099948016606","1"
"Acclaimed","2010","Not Working","direct migration background","7","","","","1"
"Acclaimed","2010","Part Time","direct migration background","107","0.48019785476219","0.413260222564622","0.547135486959758","1"
"Acclaimed","2010","Part Time","indirect migration background","51","0.689581356373658","0.597509080565141","0.781653632182175","1"
"Acclaimed","2010","Not Working","no migration background","54","0.284309469666167","0.20039344543624","0.368225493896094","1"
"Acclaimed","2010","Not Working","indirect migration background","4","","","","1"
"Not paid","2010","Full Time","no migration background","1156","0.203747710976054","0.192780075417088","0.21471534653502","4"
"Not paid","2010","Full Time","direct migration background","89","0.208158752649644","0.173496308556926","0.242821196742362","4"
"Not paid","2010","Full Time","indirect migration background","53","0.169470143796715","0.125837337646541","0.213102949946889","4"
"Not paid","2010","Part Time","no migration background","267","0.139384709573755","0.124224577015529","0.154544842131981","4"
"Not paid","2010","Part Time","direct migration background","27","","","","4"
"Not paid","2010","Part Time","indirect migration background","17","","","","4"
"Not paid","2010","Not Working","no migration background","18","","","","4"
"Not paid","2010","Not Working","direct migration background","1","","","","4"
"Not paid","2010","Not Working","indirect migration background","3","","","","4"
"Paid","2010","Full Time","indirect migration background","38","0.102875170216559","0.0675429732514639","0.138207367181655","3"
"Paid","2010","Full Time","no migration background","466","0.0900711251526042","0.08227573578852","0.0978665145166883","3"
"Paid","2010","Full Time","direct migration background","114","0.169559031644134","0.137521604591593","0.201596458696675","3"
"Paid","2010","Part Time","no migration background","260","0.118303412750819","0.104166677686696","0.132440147814942","3"
"Paid","2010","Part Time","indirect migration background","19","","","","3"
"Paid","2010","Not Working","no migration background","16","","","","3"
"Paid","2010","Part Time","direct migration background","44","0.227874108461152","0.171674569408393","0.284073647513912","3"
"Paid","2010","Not Working","direct migration background","7","","","","3"
"Paid","2010","Not Working","indirect migration background","1","","","","3"
"Partly, partly","2010","Full Time","indirect migration background","57","0.247459599005823","0.197270894725814","0.297648303285832","2"
"Partly, partly","2010","Full Time","no migration background","994","0.191283062755676","0.180573350001859","0.201992775509493","2"
"Partly, partly","2010","Full Time","direct migration background","118","0.191846952270121","0.158229326130991","0.225464578409252","2"
"Partly, partly","2010","Not Working","no migration background","23","","","","2"
"Partly, partly","2010","Part Time","indirect migration background","10","","","","2"
"Partly, partly","2010","Part Time","no migration background","339","0.1728856478218","0.15633354590501","0.18943774973859","2"
"Partly, partly","2010","Part Time","direct migration background","36","0.142905193565877","0.0960152573078735","0.189795129823881","2"
"Partly, partly","2010","Not Working","direct migration background","1","","","","2"
"Partly, partly","2010","Not Working","indirect migration background","1","","","","2"
"Acclaimed","2011","Full Time","no migration background","2865","0.488527221451626","0.475953216672056","0.501101226231197","1"
"Acclaimed","2011","Full Time","direct migration background","233","0.401226747565358","0.36239396468679","0.440059530443925","1"
"Acclaimed","2011","Full Time","indirect migration background","158","0.438730604118983","0.385352432291362","0.492108775946603","1"
"Acclaimed","2011","Part Time","no migration background","1462","0.558399425448249","0.539182154979318","0.577616695917179","1"
"Acclaimed","2011","Not Working","no migration background","62","0.491274330755419","0.397850943238919","0.58469771827192","1"
"Acclaimed","2011","Not Working","direct migration background","14","","","","1"
"Acclaimed","2011","Part Time","direct migration background","136","0.479842152774961","0.421840223847937","0.537844081701986","1"
"Acclaimed","2011","Part Time","indirect migration background","85","0.521859987004271","0.442708893411908","0.601011080596635","1"
"Acclaimed","2011","Not Working","indirect migration background","3","","","","1"
"Not paid","2011","Full Time","no migration background","1366","0.205750945150796","0.195582202711429","0.215919687590163","4"
"Not paid","2011","Full Time","direct migration background","115","0.216817909883152","0.184170304649673","0.249465515116632","4"
"Not paid","2011","Full Time","indirect migration background","67","0.22218392243981","0.177466802774207","0.266901042105413","4"
"Not paid","2011","Part Time","no migration background","341","0.136211995569332","0.122937572088037","0.149486419050627","4"
"Not paid","2011","Part Time","direct migration background","37","0.107515728932594","0.0715522291573284","0.14347922870786","4"
"Not paid","2011","Part Time","indirect migration background","20","","","","4"
"Not paid","2011","Not Working","no migration background","14","","","","4"
"Not paid","2011","Not Working","direct migration background","1","","","","4"
"Not paid","2011","Not Working","indirect migration background","","","","","4"
"Paid","2011","Full Time","indirect migration background","39","0.100975438107925","0.0685659105107406","0.13338496570511","3"
"Paid","2011","Not Working","no migration background","20","","","","3"
"Paid","2011","Full Time","no migration background","584","0.0993740994054813","0.0918487478430246","0.106899450967938","3"
"Paid","2011","Full Time","direct migration background","143","0.198136118524934","0.16655667074503","0.229715566304838","3"
"Paid","2011","Part Time","no migration background","366","0.142417115585046","0.128892542923275","0.155941688246816","3"
"Paid","2011","Part Time","indirect migration background","26","","","","3"
"Paid","2011","Part Time","direct migration background","61","0.212577537888833","0.16507812440661","0.260076951371056","3"
"Paid","2011","Not Working","direct migration background","2","","","","3"
"Paid","2011","Not Working","indirect migration background","1","","","","3"
"Partly, partly","2011","Full Time","indirect migration background","68","0.238110035333282","0.192294367070281","0.283925703596283","2"
"Partly, partly","2011","Part Time","indirect migration background","22","","","","2"
"Partly, partly","2011","Not Working","no migration background","14","","","","2"
"Partly, partly","2011","Not Working","direct migration background","3","","","","2"
"Partly, partly","2011","Full Time","no migration background","1256","0.206347733992096","0.19616808139777","0.216527386586423","2"
"Partly, partly","2011","Full Time","direct migration background","121","0.183819224026556","0.15313175827054","0.214506689782572","2"
"Partly, partly","2011","Part Time","direct migration background","51","0.200064580403611","0.153619659427862","0.24650950137936","2"
"Partly, partly","2011","Not Working","indirect migration background","2","","","","2"
"Partly, partly","2011","Part Time","no migration background","396","0.162971463397373","0.148678235405514","0.177264691389233","2"
"Acclaimed","2012","Full Time","no migration background","3059","0.510933959253365","0.498430504010106","0.523437414496624","1"
"Acclaimed","2012","Full Time","direct migration background","262","0.414314008750428","0.376531679566696","0.452096337934159","1"
"Acclaimed","2012","Full Time","indirect migration background","169","0.480929115845807","0.428881561213541","0.532976670478073","1"
"Acclaimed","2012","Part Time","no migration background","1491","0.555664230198517","0.536535222106071","0.574793238290964","1"
"Acclaimed","2012","Not Working","no migration background","95","0.602944631979738","0.531065579706042","0.674823684253435","1"
"Acclaimed","2012","Not Working","direct migration background","7","","","","1"
"Acclaimed","2012","Not Working","indirect migration background","6","","","","1"
"Acclaimed","2012","Part Time","direct migration background","133","0.441893643689981","0.383621183873191","0.500166103506771","1"
"Acclaimed","2012","Part Time","indirect migration background","79","0.487499939326922","0.409313306841561","0.565686571812284","1"
"Not paid","2012","Full Time","no migration background","1234","0.188408605130355","0.178627611199317","0.198189599061394","4"
"Not paid","2012","Full Time","direct migration background","104","0.164629879603804","0.136186231350013","0.193073527857595","4"
"Not paid","2012","Full Time","indirect migration background","75","0.198077218319045","0.1565598325011","0.23959460413699","4"
"Not paid","2012","Part Time","no migration background","307","0.107873457496607","0.0959307960193852","0.119816118973829","4"
"Not paid","2012","Part Time","direct migration background","36","0.125381635554245","0.0865243686219868","0.164238902486503","4"
"Not paid","2012","Part Time","indirect migration background","17","","","","4"
"Not paid","2012","Not Working","no migration background","30","0.136442531457029","0.0860160580897243","0.186869004824335","4"
"Not paid","2012","Not Working","direct migration background","5","","","","4"
"Not paid","2012","Not Working","indirect migration background","2","","","","4"
"Paid","2012","Full Time","indirect migration background","24","","","","3"
"Paid","2012","Full Time","no migration background","586","0.0965082155937692","0.0891222351703394","0.103894196017199","3"
"Paid","2012","Full Time","direct migration background","127","0.155550030350452","0.127752032776387","0.183348027924518","3"
"Paid","2012","Not Working","no migration background","17","","","","3"
"Paid","2012","Part Time","indirect migration background","33","0.19533855778255","0.133323257785688","0.257353857779413","3"
"Paid","2012","Part Time","no migration background","350","0.140973967484846","0.1275771013985","0.154370833571193","3"
"Paid","2012","Part Time","direct migration background","68","0.248093144904911","0.197413286396477","0.298773003413345","3"
"Paid","2012","Not Working","direct migration background","5","","","","3"
"Paid","2012","Not Working","indirect migration background","2","","","","3"
"Partly, partly","2012","Part Time","indirect migration background","28","","","","2"
"Partly, partly","2012","Not Working","no migration background","36","0.180499263113245","0.12399899864334","0.23699952758315","2"
"Partly, partly","2012","Full Time","no migration background","1261","0.20414922002251","0.194067059887343","0.214231380157678","2"
"Partly, partly","2012","Full Time","direct migration background","160","0.265506081295316","0.231635485274517","0.299376677316116","2"
"Partly, partly","2012","Full Time","indirect migration background","86","0.242700849615794","0.198041145323244","0.287360553908343","2"
"Partly, partly","2012","Part Time","no migration background","444","0.19548834482003","0.180221222074186","0.210755467565874","2"
"Partly, partly","2012","Part Time","direct migration background","42","0.184631575850863","0.13910385370569","0.230159297996037","2"
"Partly, partly","2012","Not Working","direct migration background","4","","","","2"
"Partly, partly","2012","Not Working","indirect migration background","1","","","","2"
"Acclaimed","2013","Full Time","no migration background","2793","0.503602768295249","0.490445136227035","0.516760400363463","1"
"Acclaimed","2013","Full Time","direct migration background","232","0.456283524493858","0.415213259275363","0.497353789712353","1"
"Acclaimed","2013","Full Time","indirect migration background","165","0.559195208291257","0.504104840972492","0.614285575610022","1"
"Acclaimed","2013","Part Time","no migration background","1400","0.578163513004339","0.558397416440333","0.597929609568345","1"
"Acclaimed","2013","Not Working","no migration background","135","0.437707846372044","0.380110982274183","0.495304710469905","1"
"Acclaimed","2013","Not Working","direct migration background","521","0.415348844695054","0.387898823875198","0.442798865514911","1"
"Acclaimed","2013","Not Working","indirect migration background","157","0.478788977289335","0.425053895187501","0.532524059391169","1"
"Acclaimed","2013","Part Time","direct migration background","120","0.451445910746672","0.387272563674234","0.51561925781911","1"
"Acclaimed","2013","Part Time","indirect migration background","81","0.530971509625046","0.449178668550735","0.612764350699356","1"
"Not paid","2013","Full Time","no migration background","1151","0.190423074482991","0.180090516401896","0.200755632564087","4"
"Not paid","2013","Full Time","direct migration background","83","0.18885799373517","0.156584944590092","0.221131042880249","4"
"Not paid","2013","Full Time","indirect migration background","58","0.152771193734598","0.112851069249849","0.192691318219348","4"
"Not paid","2013","Part Time","no migration background","267","0.110529901863616","0.0979803253659977","0.123079478361235","4"
"Not paid","2013","Part Time","direct migration background","21","","","","4"
"Not paid","2013","Part Time","indirect migration background","16","","","","4"
"Not paid","2013","Not Working","no migration background","51","0.229003291866807","0.180219810992151","0.277786772741463","4"
"Not paid","2013","Not Working","direct migration background","141","0.129136089673606","0.110455665603363","0.147816513743849","4"
"Not paid","2013","Not Working","indirect migration background","42","0.117610756816778","0.0829584082683406","0.152263105365215","4"
"Paid","2013","Full Time","indirect migration background","29","","","","3"
"Paid","2013","Not Working","no migration background","27","","","","3"
"Paid","2013","Full Time","no migration background","490","0.0882187194322","0.0807551819438143","0.0956822569205856","3"
"Paid","2013","Full Time","direct migration background","110","0.147155393812949","0.11794436095024","0.176366426675659","3"
"Paid","2013","Part Time","indirect migration background","21","","","","3"
"Paid","2013","Part Time","no migration background","320","0.135895477485271","0.122180056494961","0.149610898475581","3"
"Paid","2013","Part Time","direct migration background","44","0.206081753346046","0.153920290422239","0.258243216269852","3"
"Paid","2013","Not Working","indirect migration background","55","0.156599823563111","0.117507496181847","0.195692150944374","3"
"Paid","2013","Not Working","direct migration background","311","0.245729022676947","0.22174733768687","0.269710707667023","3"
"Partly, partly","2013","Part Time","indirect migration background","25","","","","2"
"Partly, partly","2013","Not Working","no migration background","72","0.20057605849499","0.154086675457251","0.247065441532728","2"
"Partly, partly","2013","Full Time","no migration background","1113","0.21775543778956","0.206894313364542","0.228616562214577","2"
"Partly, partly","2013","Full Time","direct migration background","140","0.207703087958022","0.174253611445541","0.241152564470503","2"
"Partly, partly","2013","Full Time","indirect migration background","60","0.175694835961449","0.13346743979212","0.217922232130779","2"
"Partly, partly","2013","Part Time","no migration background","411","0.175411107646774","0.160189140254634","0.190633075038913","2"
"Partly, partly","2013","Part Time","direct migration background","46","0.23175824262232","0.177344493461634","0.286171991783007","2"
"Partly, partly","2013","Not Working","direct migration background","265","0.209786042954393","0.1871057629286","0.232466322980185","2"
"Partly, partly","2013","Not Working","indirect migration background","78","0.247000442330776","0.200610345907939","0.293390538753613","2"
"Acclaimed","2014","Not Working","no migration background","76","0.557128938454644","0.477901406445833","0.636356470463455","1"
"Acclaimed","2014","Full Time","no migration background","2666","0.504226275365955","0.490756770435571","0.517695780296339","1"
"Acclaimed","2014","Full Time","direct migration background","452","0.436348133498506","0.407264843051615","0.465431423945397","1"
"Acclaimed","2014","Full Time","indirect migration background","228","0.497382326425015","0.452745981552794","0.542018671297236","1"
"Acclaimed","2014","Part Time","no migration background","1319","0.555515620270728","0.535216752213816","0.575814488327641","1"
"Acclaimed","2014","Not Working","direct migration background","30","0.517337084098059","0.396782176409992","0.637891991786125","1"
"Acclaimed","2014","Not Working","indirect migration background","9","","","","1"
"Acclaimed","2014","Part Time","direct migration background","213","0.410372287344217","0.364720412518932","0.456024162169502","1"
