"plh0206i01","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"3 on scale 1-7 ","2013","middle vocational","East Germany","","","","","3"
"3 on scale 1-7 ","2013","vocational + Abi","West Germany","","","","","3"
"3 on scale 1-7 ","2013","vocational + Abi","East Germany","","","","","3"
"3 on scale 1-7 ","2013","higher vocational","West Germany","","","","","3"
"3 on scale 1-7 ","2013","higher vocational","East Germany","","","","","3"
"3 on scale 1-7 ","2013","higher education","West Germany","","","","","3"
"3 on scale 1-7 ","2013","higher education","East Germany","","","","","3"
"3 on scale 1-7 ","2013","inadequately","East Germany","","","","","3"
"3 on scale 1-7 ","2013","general elemantary","West Germany","","","","","3"
"3 on scale 1-7 ","2013","in school","West Germany","","","","","3"
"3 on scale 1-7 ","2013","in school","East Germany","","","","","3"
"3 on scale 1-7 ","2013","inadequately","West Germany","","","","","3"
"4 on scale 1-7","2013","vocational + Abi","West Germany","","","","","4"
"4 on scale 1-7","2013","vocational + Abi","East Germany","","","","","4"
"4 on scale 1-7","2013","in school","East Germany","","","","","4"
"4 on scale 1-7","2013","inadequately","West Germany","","","","","4"
"4 on scale 1-7","2013","inadequately","East Germany","","","","","4"
"4 on scale 1-7","2013","general elemantary","West Germany","","","","","4"
"4 on scale 1-7","2013","general elemantary","East Germany","","","","","4"
"4 on scale 1-7","2013","middle vocational","West Germany","","","","","4"
"4 on scale 1-7","2013","middle vocational","East Germany","","","","","4"
"4 on scale 1-7","2013","higher vocational","West Germany","","","","","4"
"4 on scale 1-7","2013","higher vocational","East Germany","","","","","4"
"4 on scale 1-7","2013","higher education","West Germany","","","","","4"
"4 on scale 1-7","2013","higher education","East Germany","","","","","4"
"4 on scale 1-7","2013","in school","West Germany","","","","","4"
"5 on scale 1-7","2013","general elemantary","East Germany","","","","","5"
"5 on scale 1-7","2013","middle vocational","West Germany","","","","","5"
"5 on scale 1-7","2013","middle vocational","East Germany","","","","","5"
"5 on scale 1-7","2013","vocational + Abi","West Germany","","","","","5"
"5 on scale 1-7","2013","vocational + Abi","East Germany","","","","","5"
"5 on scale 1-7","2013","higher vocational","West Germany","","","","","5"
"5 on scale 1-7","2013","higher vocational","East Germany","","","","","5"
"5 on scale 1-7","2013","higher education","West Germany","","","","","5"
"5 on scale 1-7","2013","higher education","East Germany","","","","","5"
"5 on scale 1-7","2013","in school","West Germany","","","","","5"
"5 on scale 1-7","2013","in school","East Germany","","","","","5"
"5 on scale 1-7","2013","inadequately","West Germany","","","","","5"
"5 on scale 1-7","2013","inadequately","East Germany","","","","","5"
"5 on scale 1-7","2013","general elemantary","West Germany","","","","","5"
"6 on scale 1-7","2013","vocational + Abi","East Germany","","","","","6"
"6 on scale 1-7","2013","higher vocational","West Germany","","","","","6"
"6 on scale 1-7","2013","higher vocational","East Germany","","","","","6"
"6 on scale 1-7","2013","higher education","West Germany","","","","","6"
"6 on scale 1-7","2013","higher education","East Germany","","","","","6"
"6 on scale 1-7","2013","in school","East Germany","","","","","6"
"6 on scale 1-7","2013","inadequately","West Germany","","","","","6"
"6 on scale 1-7","2013","inadequately","East Germany","","","","","6"
"6 on scale 1-7","2013","general elemantary","West Germany","","","","","6"
"6 on scale 1-7","2013","general elemantary","East Germany","","","","","6"
"6 on scale 1-7","2013","vocational + Abi","West Germany","","","","","6"
"6 on scale 1-7","2013","in school","West Germany","","","","","6"
"6 on scale 1-7","2013","middle vocational","West Germany","","","","","6"
"6 on scale 1-7","2013","middle vocational","East Germany","","","","","6"
"7 Strongly agree","2013","middle vocational","East Germany","","","","","7"
"7 Strongly agree","2013","vocational + Abi","East Germany","","","","","7"
"7 Strongly agree","2013","vocational + Abi","West Germany","","","","","7"
"7 Strongly agree","2013","general elemantary","East Germany","","","","","7"
"7 Strongly agree","2013","middle vocational","West Germany","","","","","7"
"7 Strongly agree","2013","higher vocational","West Germany","","","","","7"
"7 Strongly agree","2013","higher vocational","East Germany","","","","","7"
"7 Strongly agree","2013","higher education","West Germany","","","","","7"
"7 Strongly agree","2013","higher education","East Germany","","","","","7"
"7 Strongly agree","2013","in school","West Germany","","","","","7"
"7 Strongly agree","2013","in school","East Germany","","","","","7"
"7 Strongly agree","2013","inadequately","West Germany","","","","","7"
"7 Strongly agree","2013","inadequately","East Germany","","","","","7"
"7 Strongly agree","2013","general elemantary","West Germany","","","","","7"
"1 Strongly disagree","2014","vocational + Abi","East Germany","","","","","1"
"1 Strongly disagree","2014","higher vocational","West Germany","","","","","1"
"1 Strongly disagree","2014","higher vocational","East Germany","","","","","1"
"1 Strongly disagree","2014","higher education","West Germany","","","","","1"
"1 Strongly disagree","2014","higher education","East Germany","","","","","1"
"1 Strongly disagree","2014","vocational + Abi","West Germany","","","","","1"
"1 Strongly disagree","2014","in school","West Germany","","","","","1"
"1 Strongly disagree","2014","in school","East Germany","","","","","1"
"1 Strongly disagree","2014","inadequately","West Germany","","","","","1"
"1 Strongly disagree","2014","inadequately","East Germany","","","","","1"
"1 Strongly disagree","2014","general elemantary","West Germany","","","","","1"
"1 Strongly disagree","2014","general elemantary","East Germany","","","","","1"
"1 Strongly disagree","2014","middle vocational","West Germany","","","","","1"
"1 Strongly disagree","2014","middle vocational","East Germany","","","","","1"
"2 on scale 1-7 ","2014","inadequately","West Germany","","","","","2"
"2 on scale 1-7 ","2014","inadequately","East Germany","","","","","2"
"2 on scale 1-7 ","2014","general elemantary","West Germany","","","","","2"
"2 on scale 1-7 ","2014","general elemantary","East Germany","","","","","2"
"2 on scale 1-7 ","2014","middle vocational","West Germany","","","","","2"
"2 on scale 1-7 ","2014","middle vocational","East Germany","","","","","2"
"2 on scale 1-7 ","2014","vocational + Abi","West Germany","","","","","2"
"2 on scale 1-7 ","2014","vocational + Abi","East Germany","","","","","2"
"2 on scale 1-7 ","2014","higher vocational","West Germany","","","","","2"
"2 on scale 1-7 ","2014","higher vocational","East Germany","","","","","2"
"2 on scale 1-7 ","2014","higher education","West Germany","","","","","2"
"2 on scale 1-7 ","2014","higher education","East Germany","","","","","2"
"2 on scale 1-7 ","2014","in school","West Germany","","","","","2"
"2 on scale 1-7 ","2014","in school","East Germany","","","","","2"
"3 on scale 1-7 ","2014","higher vocational","East Germany","","","","","3"
"3 on scale 1-7 ","2014","higher education","West Germany","","","","","3"
"3 on scale 1-7 ","2014","higher education","East Germany","","","","","3"
"3 on scale 1-7 ","2014","vocational + Abi","East Germany","","","","","3"
"3 on scale 1-7 ","2014","higher vocational","West Germany","","","","","3"
"3 on scale 1-7 ","2014","general elemantary","East Germany","","","","","3"
"3 on scale 1-7 ","2014","middle vocational","West Germany","","","","","3"
"3 on scale 1-7 ","2014","middle vocational","East Germany","","","","","3"
"3 on scale 1-7 ","2014","vocational + Abi","West Germany","","","","","3"
"3 on scale 1-7 ","2014","inadequately","West Germany","","","","","3"
"3 on scale 1-7 ","2014","inadequately","East Germany","","","","","3"
"3 on scale 1-7 ","2014","general elemantary","West Germany","","","","","3"
"3 on scale 1-7 ","2014","in school","West Germany","","","","","3"
"3 on scale 1-7 ","2014","in school","East Germany","","","","","3"
"4 on scale 1-7","2014","middle vocational","East Germany","","","","","4"
"4 on scale 1-7","2014","vocational + Abi","West Germany","","","","","4"
"4 on scale 1-7","2014","vocational + Abi","East Germany","","","","","4"
"4 on scale 1-7","2014","higher vocational","West Germany","","","","","4"
"4 on scale 1-7","2014","higher vocational","East Germany","","","","","4"
"4 on scale 1-7","2014","higher education","West Germany","","","","","4"
"4 on scale 1-7","2014","higher education","East Germany","","","","","4"
"4 on scale 1-7","2014","in school","West Germany","","","","","4"
"4 on scale 1-7","2014","in school","East Germany","","","","","4"
"4 on scale 1-7","2014","inadequately","West Germany","","","","","4"
"4 on scale 1-7","2014","inadequately","East Germany","","","","","4"
"4 on scale 1-7","2014","general elemantary","West Germany","","","","","4"
"4 on scale 1-7","2014","general elemantary","East Germany","","","","","4"
"4 on scale 1-7","2014","middle vocational","West Germany","","","","","4"
"5 on scale 1-7","2014","general elemantary","East Germany","","","","","5"
"5 on scale 1-7","2014","middle vocational","West Germany","","","","","5"
"5 on scale 1-7","2014","middle vocational","East Germany","","","","","5"
"5 on scale 1-7","2014","vocational + Abi","West Germany","","","","","5"
"5 on scale 1-7","2014","vocational + Abi","East Germany","","","","","5"
"5 on scale 1-7","2014","higher vocational","West Germany","","","","","5"
"5 on scale 1-7","2014","higher vocational","East Germany","","","","","5"
"5 on scale 1-7","2014","higher education","West Germany","","","","","5"
"5 on scale 1-7","2014","higher education","East Germany","","","","","5"
"5 on scale 1-7","2014","in school","West Germany","","","","","5"
"5 on scale 1-7","2014","in school","East Germany","","","","","5"
"5 on scale 1-7","2014","inadequately","West Germany","","","","","5"
"5 on scale 1-7","2014","inadequately","East Germany","","","","","5"
"5 on scale 1-7","2014","general elemantary","West Germany","","","","","5"
"6 on scale 1-7","2014","vocational + Abi","East Germany","","","","","6"
"6 on scale 1-7","2014","higher vocational","West Germany","","","","","6"
"6 on scale 1-7","2014","higher vocational","East Germany","","","","","6"
"6 on scale 1-7","2014","inadequately","East Germany","","","","","6"
"6 on scale 1-7","2014","middle vocational","West Germany","","","","","6"
"6 on scale 1-7","2014","middle vocational","East Germany","","","","","6"
"6 on scale 1-7","2014","vocational + Abi","West Germany","","","","","6"
"6 on scale 1-7","2014","higher education","West Germany","","","","","6"
"6 on scale 1-7","2014","higher education","East Germany","","","","","6"
"6 on scale 1-7","2014","in school","West Germany","","","","","6"
"6 on scale 1-7","2014","general elemantary","East Germany","","","","","6"
"6 on scale 1-7","2014","in school","East Germany","","","","","6"
"6 on scale 1-7","2014","inadequately","West Germany","","","","","6"
"6 on scale 1-7","2014","general elemantary","West Germany","","","","","6"
"7 Strongly agree","2014","general elemantary","East Germany","","","","","7"
"7 Strongly agree","2014","middle vocational","West Germany","","","","","7"
"7 Strongly agree","2014","middle vocational","East Germany","","","","","7"
"7 Strongly agree","2014","vocational + Abi","West Germany","","","","","7"
"7 Strongly agree","2014","vocational + Abi","East Germany","","","","","7"
"7 Strongly agree","2014","higher vocational","West Germany","","","","","7"
"7 Strongly agree","2014","higher vocational","East Germany","","","","","7"
"7 Strongly agree","2014","higher education","West Germany","","","","","7"
"7 Strongly agree","2014","higher education","East Germany","","","","","7"
"7 Strongly agree","2014","in school","West Germany","","","","","7"
"7 Strongly agree","2014","in school","East Germany","","","","","7"
"7 Strongly agree","2014","inadequately","West Germany","","","","","7"
"7 Strongly agree","2014","inadequately","East Germany","","","","","7"
"7 Strongly agree","2014","general elemantary","West Germany","","","","","7"
"1 Strongly disagree","2015","vocational + Abi","East Germany","1","","","","1"
"1 Strongly disagree","2015","higher vocational","West Germany","3","","","","1"
"1 Strongly disagree","2015","higher vocational","East Germany","","","","","1"
"1 Strongly disagree","2015","higher education","West Germany","14","","","","1"
"1 Strongly disagree","2015","higher education","East Germany","4","","","","1"
"1 Strongly disagree","2015","general elemantary","West Germany","9","","","","1"
"1 Strongly disagree","2015","general elemantary","East Germany","7","","","","1"
"1 Strongly disagree","2015","middle vocational","West Germany","29","","","","1"
"1 Strongly disagree","2015","middle vocational","East Germany","9","","","","1"
"1 Strongly disagree","2015","vocational + Abi","West Germany","6","","","","1"
"1 Strongly disagree","2015","inadequately","East Germany","","","","","1"
"1 Strongly disagree","2015","in school","West Germany","1","","","","1"
"1 Strongly disagree","2015","inadequately","West Germany","5","","","","1"
"1 Strongly disagree","2015","in school","East Germany","","","","","1"
"2 on scale 1-7 ","2015","inadequately","West Germany","5","","","","2"
"2 on scale 1-7 ","2015","inadequately","East Germany","","","","","2"
"2 on scale 1-7 ","2015","vocational + Abi","West Germany","10","","","","2"
"2 on scale 1-7 ","2015","vocational + Abi","East Germany","","","","","2"
"2 on scale 1-7 ","2015","higher vocational","West Germany","5","","","","2"
"2 on scale 1-7 ","2015","higher vocational","East Germany","2","","","","2"
"2 on scale 1-7 ","2015","higher education","West Germany","25","","","","2"
"2 on scale 1-7 ","2015","higher education","East Germany","5","","","","2"
"2 on scale 1-7 ","2015","in school","West Germany","","","","","2"
"2 on scale 1-7 ","2015","in school","East Germany","","","","","2"
"2 on scale 1-7 ","2015","general elemantary","West Germany","21","","","","2"
"2 on scale 1-7 ","2015","general elemantary","East Germany","5","","","","2"
"2 on scale 1-7 ","2015","middle vocational","West Germany","36","0.00346922314660667","0.00228217348856891","0.00465627280464443","2"
"2 on scale 1-7 ","2015","middle vocational","East Germany","10","","","","2"
"3 on scale 1-7 ","2015","higher vocational","East Germany","2","","","","3"
"3 on scale 1-7 ","2015","higher education","West Germany","36","0.00772404047843702","0.00529596419287556","0.0101521167639985","3"
"3 on scale 1-7 ","2015","higher education","East Germany","6","","","","3"
"3 on scale 1-7 ","2015","vocational + Abi","East Germany","","","","","3"
"3 on scale 1-7 ","2015","higher vocational","West Germany","7","","","","3"
"3 on scale 1-7 ","2015","general elemantary","West Germany","30","0.0119225399269002","0.00772873633979913","0.0161163435140013","3"
"3 on scale 1-7 ","2015","general elemantary","East Germany","3","","","","3"
"3 on scale 1-7 ","2015","middle vocational","West Germany","72","0.00643350223126578","0.00481940531030845","0.00804759915222311","3"
"3 on scale 1-7 ","2015","middle vocational","East Germany","25","","","","3"
"3 on scale 1-7 ","2015","vocational + Abi","West Germany","14","","","","3"
"3 on scale 1-7 ","2015","inadequately","East Germany","3","","","","3"
"3 on scale 1-7 ","2015","inadequately","West Germany","6","","","","3"
"3 on scale 1-7 ","2015","in school","West Germany","3","","","","3"
"3 on scale 1-7 ","2015","in school","East Germany","1","","","","3"
"4 on scale 1-7","2015","middle vocational","East Germany","77","0.0242887035783119","0.0185413049719934","0.0300361021846304","4"
"4 on scale 1-7","2015","vocational + Abi","West Germany","57","0.0290234711397447","0.0213985159707716","0.0366484263087178","4"
"4 on scale 1-7","2015","vocational + Abi","East Germany","8","","","","4"
"4 on scale 1-7","2015","higher vocational","West Germany","34","0.0257747771763799","0.0165761543917749","0.0349733999609849","4"
"4 on scale 1-7","2015","higher vocational","East Germany","14","","","","4"
"4 on scale 1-7","2015","higher education","West Germany","117","0.0206197204729518","0.0166784078316569","0.0245610331142466","4"
"4 on scale 1-7","2015","higher education","East Germany","33","0.0217829794117377","0.014206550087695","0.0293594087357803","4"
"4 on scale 1-7","2015","in school","West Germany","5","","","","4"
"4 on scale 1-7","2015","in school","East Germany","6","","","","4"
"4 on scale 1-7","2015","inadequately","West Germany","22","","","","4"
"4 on scale 1-7","2015","inadequately","East Germany","7","","","","4"
"4 on scale 1-7","2015","general elemantary","West Germany","115","0.0399165663813739","0.032352431333413","0.0474807014293348","4"
"4 on scale 1-7","2015","general elemantary","East Germany","14","","","","4"
"4 on scale 1-7","2015","middle vocational","West Germany","281","0.027941848550235","0.0246146317365203","0.0312690653639496","4"
"5 on scale 1-7","2015","middle vocational","West Germany","760","0.084149591338591","0.0785449775753337","0.0897542051018482","5"
"5 on scale 1-7","2015","middle vocational","East Germany","266","0.0943873141457009","0.0834719922620037","0.105302636029398","5"
"5 on scale 1-7","2015","vocational + Abi","West Germany","130","0.0806826599720079","0.068312335750772","0.0930529841932437","5"
"5 on scale 1-7","2015","vocational + Abi","East Germany","25","","","","5"
"5 on scale 1-7","2015","higher vocational","West Germany","70","0.0588766810562024","0.0452122802370639","0.072541081875341","5"
"5 on scale 1-7","2015","higher vocational","East Germany","40","0.0894243708956577","0.0614250433419011","0.117423698449414","5"
"5 on scale 1-7","2015","higher education","West Germany","361","0.0711918598750328","0.0640600131985581","0.0783237065515075","5"
"5 on scale 1-7","2015","higher education","East Germany","106","0.0807938191060715","0.06664944074884","0.0949381974633029","5"
"5 on scale 1-7","2015","general elemantary","West Germany","233","0.0954571170750397","0.0841031681734417","0.106811065976638","5"
"5 on scale 1-7","2015","general elemantary","East Germany","32","0.114807465390439","0.0821478185562276","0.147467112224651","5"
"5 on scale 1-7","2015","in school","West Germany","27","","","","5"
"5 on scale 1-7","2015","in school","East Germany","4","","","","5"
"5 on scale 1-7","2015","inadequately","West Germany","46","0.115465341372344","0.086418101993562","0.144512580751126","5"
"5 on scale 1-7","2015","inadequately","East Germany","6","","","","5"
"6 on scale 1-7","2015","vocational + Abi","East Germany","83","0.276409770169491","0.224848665693759","0.327970874645223","6"
"6 on scale 1-7","2015","higher vocational","West Germany","336","0.292351941411029","0.265948695767049","0.318755187055009","6"
"6 on scale 1-7","2015","higher vocational","East Germany","126","0.337384406750829","0.290991138056403","0.383777675445254","6"
"6 on scale 1-7","2015","higher education","West Germany","1514","0.306587849238522","0.2938000144969","0.319375683980143","6"
"6 on scale 1-7","2015","higher education","East Germany","458","0.32467222657684","0.300368761185163","0.348975691968517","6"
"6 on scale 1-7","2015","inadequately","West Germany","101","0.229610894403734","0.19138365591225","0.267838132895218","6"
"6 on scale 1-7","2015","inadequately","East Germany","10","","","","6"
"6 on scale 1-7","2015","general elemantary","West Germany","582","0.233617348870898","0.21726788273957","0.249966815002227","6"
"6 on scale 1-7","2015","middle vocational","West Germany","2473","0.269432576137383","0.260475575298628","0.278389576976138","6"
"6 on scale 1-7","2015","middle vocational","East Germany","747","0.276736094739946","0.260033275375556","0.293438914104335","6"
"6 on scale 1-7","2015","vocational + Abi","West Germany","478","0.291368931869871","0.270729869278544","0.312007994461198","6"
"6 on scale 1-7","2015","in school","East Germany","19","","","","6"
"6 on scale 1-7","2015","in school","West Germany","90","0.296537019260561","0.246416814989362","0.34665722353176","6"
"6 on scale 1-7","2015","general elemantary","East Germany","91","0.269142074851553","0.223704533158509","0.314579616544596","6"
"7 Strongly agree","2015","in school","West Germany","193","0.552504127040866","0.497939017689254","0.607069236392478","7"
"7 Strongly agree","2015","in school","East Germany","28","","","","7"
"7 Strongly agree","2015","inadequately","West Germany","280","0.586467925340143","0.541707073063352","0.631228777616933","7"
"7 Strongly agree","2015","inadequately","East Germany","27","","","","7"
"7 Strongly agree","2015","general elemantary","West Germany","1583","0.606161161776183","0.587282051552848","0.625040271999518","7"
"7 Strongly agree","2015","general elemantary","East Germany","214","0.564637028835083","0.513842379048164","0.615431678622003","7"
"7 Strongly agree","2015","middle vocational","West Germany","5774","0.604425584876886","0.594553862603795","0.614297307149978","7"
"7 Strongly agree","2015","middle vocational","East Germany","1622","0.588541419848866","0.570169266476986","0.606913573220746","7"
"7 Strongly agree","2015","vocational + Abi","West Germany","1167","0.581483969924166","0.559076997760286","0.603890942088046","7"
"7 Strongly agree","2015","vocational + Abi","East Germany","172","0.605790211650364","0.549449283476722","0.662131139824005","7"
"7 Strongly agree","2015","higher vocational","West Germany","685","0.601970705220565","0.5735561499965","0.630385260444631","7"
"7 Strongly agree","2015","higher vocational","East Germany","215","0.546982338530598","0.498138941423435","0.595825735637761","7"
"7 Strongly agree","2015","higher education","West Germany","2927","0.588817834524058","0.575171015426137","0.602464653621978","7"
"7 Strongly agree","2015","higher education","East Germany","814","0.560094080158459","0.534330944361997","0.585857215954921","7"
"1 Strongly disagree","2016","vocational + Abi","East Germany","","","","","1"
"1 Strongly disagree","2016","higher vocational","West Germany","","","","","1"
"1 Strongly disagree","2016","higher vocational","East Germany","","","","","1"
"1 Strongly disagree","2016","higher education","West Germany","5","","","","1"
"1 Strongly disagree","2016","higher education","East Germany","1","","","","1"
"1 Strongly disagree","2016","general elemantary","West Germany","1","","","","1"
"1 Strongly disagree","2016","inadequately","East Germany","5","","","","1"
"1 Strongly disagree","2016","general elemantary","East Germany","","","","","1"
"1 Strongly disagree","2016","middle vocational","West Germany","4","","","","1"
"1 Strongly disagree","2016","in school","East Germany","","","","","1"
"1 Strongly disagree","2016","inadequately","West Germany","11","","","","1"
"1 Strongly disagree","2016","middle vocational","East Germany","1","","","","1"
"1 Strongly disagree","2016","vocational + Abi","West Germany","","","","","1"
"1 Strongly disagree","2016","in school","West Germany","","","","","1"
"2 on scale 1-7 ","2016","in school","West Germany","","","","","2"
"2 on scale 1-7 ","2016","in school","East Germany","","","","","2"
"2 on scale 1-7 ","2016","inadequately","West Germany","4","","","","2"
"2 on scale 1-7 ","2016","inadequately","East Germany","1","","","","2"
"2 on scale 1-7 ","2016","general elemantary","West Germany","1","","","","2"
"2 on scale 1-7 ","2016","general elemantary","East Germany","","","","","2"
"2 on scale 1-7 ","2016","middle vocational","West Germany","","","","","2"
"2 on scale 1-7 ","2016","middle vocational","East Germany","","","","","2"
"2 on scale 1-7 ","2016","vocational + Abi","West Germany","","","","","2"
"2 on scale 1-7 ","2016","vocational + Abi","East Germany","","","","","2"
"2 on scale 1-7 ","2016","higher vocational","West Germany","","","","","2"
"2 on scale 1-7 ","2016","higher vocational","East Germany","","","","","2"
"2 on scale 1-7 ","2016","higher education","West Germany","1","","","","2"
"2 on scale 1-7 ","2016","higher education","East Germany","","","","","2"
"3 on scale 1-7 ","2016","in school","West Germany","1","","","","3"
"3 on scale 1-7 ","2016","in school","East Germany","","","","","3"
"3 on scale 1-7 ","2016","inadequately","West Germany","3","","","","3"
"3 on scale 1-7 ","2016","inadequately","East Germany","2","","","","3"
"3 on scale 1-7 ","2016","higher education","West Germany","3","","","","3"
"3 on scale 1-7 ","2016","higher education","East Germany","1","","","","3"
"3 on scale 1-7 ","2016","general elemantary","West Germany","7","","","","3"
"3 on scale 1-7 ","2016","general elemantary","East Germany","1","","","","3"
"3 on scale 1-7 ","2016","middle vocational","West Germany","2","","","","3"
"3 on scale 1-7 ","2016","middle vocational","East Germany","1","","","","3"
"3 on scale 1-7 ","2016","vocational + Abi","West Germany","2","","","","3"
"3 on scale 1-7 ","2016","vocational + Abi","East Germany","","","","","3"
"3 on scale 1-7 ","2016","higher vocational","West Germany","","","","","3"
"3 on scale 1-7 ","2016","higher vocational","East Germany","","","","","3"
"4 on scale 1-7","2016","in school","West Germany","1","","","","4"
"4 on scale 1-7","2016","in school","East Germany","","","","","4"
"4 on scale 1-7","2016","inadequately","West Germany","12","","","","4"
"4 on scale 1-7","2016","inadequately","East Germany","7","","","","4"
"4 on scale 1-7","2016","general elemantary","West Germany","8","","","","4"
"4 on scale 1-7","2016","general elemantary","East Germany","3","","","","4"
"4 on scale 1-7","2016","middle vocational","West Germany","6","","","","4"
"4 on scale 1-7","2016","middle vocational","East Germany","3","","","","4"
"4 on scale 1-7","2016","vocational + Abi","West Germany","2","","","","4"
"4 on scale 1-7","2016","vocational + Abi","East Germany","","","","","4"
"4 on scale 1-7","2016","higher vocational","West Germany","","","","","4"
"4 on scale 1-7","2016","higher vocational","East Germany","","","","","4"
"4 on scale 1-7","2016","higher education","West Germany","6","","","","4"
"4 on scale 1-7","2016","higher education","East Germany","3","","","","4"
"5 on scale 1-7","2016","in school","West Germany","2","","","","5"
"5 on scale 1-7","2016","in school","East Germany","","","","","5"
"5 on scale 1-7","2016","inadequately","West Germany","35","0.0562305446996374","0.043570838137092","0.0688902512621828","5"
"5 on scale 1-7","2016","inadequately","East Germany","4","","","","5"
"5 on scale 1-7","2016","vocational + Abi","West Germany","5","","","","5"
"5 on scale 1-7","2016","vocational + Abi","East Germany","","","","","5"
"5 on scale 1-7","2016","general elemantary","West Germany","14","","","","5"
"5 on scale 1-7","2016","general elemantary","East Germany","4","","","","5"
"5 on scale 1-7","2016","middle vocational","West Germany","11","","","","5"
"5 on scale 1-7","2016","middle vocational","East Germany","2","","","","5"
"5 on scale 1-7","2016","higher vocational","West Germany","","","","","5"
"5 on scale 1-7","2016","higher vocational","East Germany","","","","","5"
"5 on scale 1-7","2016","higher education","West Germany","15","","","","5"
"5 on scale 1-7","2016","higher education","East Germany","2","","","","5"
"6 on scale 1-7","2016","vocational + Abi","West Germany","8","","","","6"
"6 on scale 1-7","2016","vocational + Abi","East Germany","","","","","6"
"6 on scale 1-7","2016","higher vocational","West Germany","","","","","6"
"6 on scale 1-7","2016","higher vocational","East Germany","","","","","6"
"6 on scale 1-7","2016","in school","West Germany","5","","","","6"
"6 on scale 1-7","2016","in school","East Germany","","","","","6"
"6 on scale 1-7","2016","inadequately","West Germany","60","0.090809724938991","0.0750191440636374","0.106600305814345","6"
"6 on scale 1-7","2016","inadequately","East Germany","8","","","","6"
"6 on scale 1-7","2016","general elemantary","West Germany","40","0.12424295706208","0.0996307106415756","0.148855203482585","6"
"6 on scale 1-7","2016","general elemantary","East Germany","6","","","","6"
"6 on scale 1-7","2016","middle vocational","West Germany","37","0.178801139294327","0.149522933831491","0.208079344757164","6"
"6 on scale 1-7","2016","middle vocational","East Germany","4","","","","6"
"6 on scale 1-7","2016","higher education","West Germany","34","0.203215665709347","0.172281358214384","0.23414997320431","6"
"6 on scale 1-7","2016","higher education","East Germany","8","","","","6"
"7 Strongly agree","2016","in school","West Germany","19","","","","7"
"7 Strongly agree","2016","in school","East Germany","1","","","","7"
"7 Strongly agree","2016","inadequately","West Germany","1147","0.807115769831711","0.785432697786851","0.828798841876571","7"
"7 Strongly agree","2016","inadequately","East Germany","250","0.83524348822114","0.791558115044625","0.878928861397656","7"
"7 Strongly agree","2016","general elemantary","West Germany","619","0.791331535460022","0.761011396147128","0.821651674772917","7"
"7 Strongly agree","2016","middle vocational","East Germany","123","0.921921608993481","0.876495230341364","0.967347987645597","7"
"7 Strongly agree","2016","vocational + Abi","West Germany","77","0.609044598373772","0.510400224381531","0.707688972366013","7"
"7 Strongly agree","2016","vocational + Abi","East Germany","16","","","","7"
"7 Strongly agree","2016","general elemantary","East Germany","136","0.872162722816808","0.81872721047893","0.925598235154687","7"
"7 Strongly agree","2016","middle vocational","West Germany","598","0.772845443383086","0.74083127712157","0.804859609644602","7"
"7 Strongly agree","2016","higher vocational","West Germany","1","","","","7"
"7 Strongly agree","2016","higher vocational","East Germany","","","","","7"
"7 Strongly agree","2016","higher education","West Germany","586","0.702330997145711","0.667180688956287","0.737481305335136","7"
"7 Strongly agree","2016","higher education","East Germany","113","0.835386275276351","0.771144165518723","0.899628385033979","7"
"1 Strongly disagree","2017","in school","West Germany","","","","","1"
"1 Strongly disagree","2017","in school","East Germany","","","","","1"
"1 Strongly disagree","2017","inadequately","West Germany","2","","","","1"
"1 Strongly disagree","2017","inadequately","East Germany","","","","","1"
"1 Strongly disagree","2017","general elemantary","West Germany","4","","","","1"
"1 Strongly disagree","2017","general elemantary","East Germany","","","","","1"
"1 Strongly disagree","2017","middle vocational","West Germany","1","","","","1"
"1 Strongly disagree","2017","middle vocational","East Germany","","","","","1"
"1 Strongly disagree","2017","vocational + Abi","West Germany","","","","","1"
"1 Strongly disagree","2017","vocational + Abi","East Germany","","","","","1"
"1 Strongly disagree","2017","higher vocational","West Germany","","","","","1"
"1 Strongly disagree","2017","higher vocational","East Germany","","","","","1"
"1 Strongly disagree","2017","higher education","West Germany","1","","","","1"
"1 Strongly disagree","2017","higher education","East Germany","","","","","1"
"2 on scale 1-7 ","2017","vocational + Abi","West Germany","","","","","2"
"2 on scale 1-7 ","2017","vocational + Abi","East Germany","","","","","2"
"2 on scale 1-7 ","2017","higher vocational","West Germany","","","","","2"
"2 on scale 1-7 ","2017","higher vocational","East Germany","","","","","2"
"2 on scale 1-7 ","2017","higher education","West Germany","","","","","2"
"2 on scale 1-7 ","2017","higher education","East Germany","","","","","2"
"2 on scale 1-7 ","2017","in school","West Germany","","","","","2"
"2 on scale 1-7 ","2017","in school","East Germany","","","","","2"
"2 on scale 1-7 ","2017","inadequately","West Germany","1","","","","2"
"2 on scale 1-7 ","2017","general elemantary","West Germany","1","","","","2"
"2 on scale 1-7 ","2017","general elemantary","East Germany","","","","","2"
"2 on scale 1-7 ","2017","middle vocational","West Germany","","","","","2"
"2 on scale 1-7 ","2017","inadequately","East Germany","","","","","2"
"2 on scale 1-7 ","2017","middle vocational","East Germany","","","","","2"
"3 on scale 1-7 ","2017","in school","West Germany","","","","","3"
"3 on scale 1-7 ","2017","in school","East Germany","","","","","3"
