"plh0206i01","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2010","Hesse","college entrance qualification","235","0.528447062115691","0.479588365635297","0.577305758596086"
"7 Strongly agree","2010","Hesse","Other degree","36","0.663484871635446","0.543923669014055","0.783046074256837"
"7 Strongly agree","2010","Hesse","no degree/no degree yet","17","","",""
"7 Strongly agree","2010","Rhineland-Palatinate,Saarland","lower secondary degree","294","0.669827427034988","0.625481046652441","0.714173807417535"
"7 Strongly agree","2010","Rhineland-Palatinate,Saarland","secondary school degree","136","0.645395081384748","0.579747578554331","0.711042584215166"
"7 Strongly agree","2010","Rhineland-Palatinate,Saarland","college entrance qualification","132","0.540774731697775","0.473693466654871","0.60785599674068"
"7 Strongly agree","2010","Rhineland-Palatinate,Saarland","Other degree","33","0.566517168238462","0.43555096570877","0.697483370768155"
"7 Strongly agree","2010","Rhineland-Palatinate,Saarland","no degree/no degree yet","13","","",""
"7 Strongly agree","2010","Baden-Württemberg","lower secondary degree","367","0.610132802931855","0.572347001383148","0.647918604480562"
"7 Strongly agree","2010","Baden-Württemberg","secondary school degree","302","0.56930665071554","0.526746453609273","0.611866847821808"
"7 Strongly agree","2010","Baden-Württemberg","college entrance qualification","322","0.614831515246111","0.573787046013248","0.655875984478975"
"7 Strongly agree","2010","Baden-Württemberg","Other degree","73","0.539029823768097","0.454943760859783","0.623115886676411"
"7 Strongly agree","2010","Baden-Württemberg","no degree/no degree yet","23","","",""
"7 Strongly agree","2010","Bavaria","lower secondary degree","551","0.59142694177539","0.560135228854744","0.622718654696036"
"7 Strongly agree","2010","Bavaria","secondary school degree","375","0.620151290178136","0.581823666958382","0.658478913397889"
"7 Strongly agree","2010","Bavaria","college entrance qualification","322","0.538803060001067","0.499244414862058","0.578361705140076"
"7 Strongly agree","2010","Bavaria","Other degree","59","0.591822394515997","0.500797671954648","0.682847117077346"
"7 Strongly agree","2010","Bavaria","no degree/no degree yet","32","0.416939614280541","0.300602873261525","0.533276355299557"
"7 Strongly agree","2010","Berlin","lower secondary degree","64","0.564616989961908","0.471962929099403","0.657271050824413"
"7 Strongly agree","2010","Berlin","secondary school degree","128","0.617111988262086","0.553313037626243","0.680910938897929"
"7 Strongly agree","2010","Berlin","college entrance qualification","149","0.577221191572712","0.517174490057636","0.637267893087787"
"7 Strongly agree","2010","Berlin","Other degree","15","","",""
"7 Strongly agree","2010","Berlin","no degree/no degree yet","10","","",""
"7 Strongly agree","2010","Brandenburg","lower secondary degree","125","0.681641962978931","0.616090363302524","0.747193562655338"
"7 Strongly agree","2010","Brandenburg","secondary school degree","179","0.586581748870258","0.531315846294265","0.641847651446252"
"7 Strongly agree","2010","Brandenburg","college entrance qualification","107","0.537835384595317","0.464386621018888","0.611284148171746"
"7 Strongly agree","2010","Brandenburg","Other degree","5","","",""
"7 Strongly agree","2010","Brandenburg","no degree/no degree yet","8","","",""
"7 Strongly agree","2010","Mecklenburg-Western Pomerania","lower secondary degree","46","0.477029059294508","0.377632026357537","0.57642609223148"
"7 Strongly agree","2010","Mecklenburg-Western Pomerania","secondary school degree","123","0.63399084661905","0.568209622951128","0.699772070286972"
"7 Strongly agree","2010","Mecklenburg-Western Pomerania","college entrance qualification","57","0.572546136814385","0.475584941981978","0.669507331646791"
"7 Strongly agree","2010","Mecklenburg-Western Pomerania","Other degree","1","","",""
"7 Strongly agree","2010","Mecklenburg-Western Pomerania","no degree/no degree yet","5","","",""
"7 Strongly agree","2010","Saxony","lower secondary degree","168","0.619817672181884","0.563656639787518","0.67597870457625"
"7 Strongly agree","2010","Saxony","secondary school degree","335","0.570104729831424","0.530158045221728","0.61005141444112"
"7 Strongly agree","2010","Saxony","college entrance qualification","182","0.612695953478938","0.559155375604993","0.666236531352883"
"7 Strongly agree","2010","Saxony","Other degree","7","","",""
"7 Strongly agree","2010","Saxony","no degree/no degree yet","6","","",""
"7 Strongly agree","2010","Saxony-Anhalt","lower secondary degree","109","0.567214569442901","0.497314204790072","0.63711493409573"
"7 Strongly agree","2010","Saxony-Anhalt","secondary school degree","196","0.647474558059728","0.592956086744309","0.701993029375146"
"7 Strongly agree","2010","Saxony-Anhalt","college entrance qualification","117","0.66949498630754","0.602784501331443","0.736205471283636"
"7 Strongly agree","2010","Saxony-Anhalt","Other degree","5","","",""
"7 Strongly agree","2010","Saxony-Anhalt","no degree/no degree yet","3","","",""
"7 Strongly agree","2010","Thuringia","lower secondary degree","114","0.495172990575351","0.432310046080517","0.558035935070185"
"7 Strongly agree","2010","Thuringia","secondary school degree","188","0.533754438203286","0.480883971630302","0.58662490477627"
"7 Strongly agree","2010","Thuringia","college entrance qualification","73","0.628191067545497","0.546967057891538","0.709415077199456"
"7 Strongly agree","2010","Thuringia","Other degree","3","","",""
"7 Strongly agree","2010","Thuringia","no degree/no degree yet","1","","",""
"1 Strongly disagree","2011","Schleswig-Holstein","lower secondary degree","","","",""
"1 Strongly disagree","2011","Schleswig-Holstein","secondary school degree","","","",""
"1 Strongly disagree","2011","Schleswig-Holstein","college entrance qualification","","","",""
"1 Strongly disagree","2011","Schleswig-Holstein","Other degree","","","",""
"1 Strongly disagree","2011","Schleswig-Holstein","no degree/no degree yet","","","",""
"1 Strongly disagree","2011","Hamburg","lower secondary degree","","","",""
"1 Strongly disagree","2011","Hamburg","secondary school degree","","","",""
"1 Strongly disagree","2011","Hamburg","college entrance qualification","","","",""
"1 Strongly disagree","2011","Hamburg","Other degree","","","",""
"1 Strongly disagree","2011","Hamburg","no degree/no degree yet","","","",""
"1 Strongly disagree","2011","Lower Saxony","lower secondary degree","","","",""
"1 Strongly disagree","2011","Lower Saxony","secondary school degree","","","",""
"1 Strongly disagree","2011","Lower Saxony","college entrance qualification","","","",""
"1 Strongly disagree","2011","Lower Saxony","Other degree","","","",""
"1 Strongly disagree","2011","Lower Saxony","no degree/no degree yet","","","",""
"1 Strongly disagree","2011","Bremen","lower secondary degree","","","",""
"1 Strongly disagree","2011","Bremen","secondary school degree","","","",""
"1 Strongly disagree","2011","Bremen","college entrance qualification","","","",""
"1 Strongly disagree","2011","Bremen","Other degree","","","",""
"1 Strongly disagree","2011","Bremen","no degree/no degree yet","","","",""
"1 Strongly disagree","2011","North Rhine-Westphalia","lower secondary degree","","","",""
"1 Strongly disagree","2011","North Rhine-Westphalia","secondary school degree","","","",""
"1 Strongly disagree","2011","North Rhine-Westphalia","college entrance qualification","","","",""
"1 Strongly disagree","2011","North Rhine-Westphalia","Other degree","","","",""
"1 Strongly disagree","2011","North Rhine-Westphalia","no degree/no degree yet","","","",""
"1 Strongly disagree","2011","Hesse","lower secondary degree","","","",""
"1 Strongly disagree","2011","Hesse","secondary school degree","","","",""
"1 Strongly disagree","2011","Hesse","college entrance qualification","","","",""
"1 Strongly disagree","2011","Hesse","Other degree","","","",""
"1 Strongly disagree","2011","Hesse","no degree/no degree yet","","","",""
"1 Strongly disagree","2011","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"1 Strongly disagree","2011","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"1 Strongly disagree","2011","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"1 Strongly disagree","2011","Rhineland-Palatinate,Saarland","Other degree","","","",""
"1 Strongly disagree","2011","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"1 Strongly disagree","2011","Baden-Württemberg","lower secondary degree","","","",""
"1 Strongly disagree","2011","Baden-Württemberg","secondary school degree","","","",""
"1 Strongly disagree","2011","Baden-Württemberg","college entrance qualification","","","",""
"1 Strongly disagree","2011","Baden-Württemberg","Other degree","","","",""
"1 Strongly disagree","2011","Baden-Württemberg","no degree/no degree yet","","","",""
"1 Strongly disagree","2011","Bavaria","lower secondary degree","","","",""
"1 Strongly disagree","2011","Bavaria","secondary school degree","","","",""
"1 Strongly disagree","2011","Bavaria","college entrance qualification","","","",""
"1 Strongly disagree","2011","Bavaria","Other degree","","","",""
"1 Strongly disagree","2011","Bavaria","no degree/no degree yet","","","",""
"1 Strongly disagree","2011","Berlin","lower secondary degree","","","",""
"1 Strongly disagree","2011","Berlin","secondary school degree","","","",""
"1 Strongly disagree","2011","Berlin","college entrance qualification","","","",""
"1 Strongly disagree","2011","Berlin","Other degree","","","",""
"1 Strongly disagree","2011","Berlin","no degree/no degree yet","","","",""
"1 Strongly disagree","2011","Brandenburg","lower secondary degree","","","",""
"1 Strongly disagree","2011","Brandenburg","secondary school degree","","","",""
"1 Strongly disagree","2011","Brandenburg","college entrance qualification","","","",""
"1 Strongly disagree","2011","Brandenburg","Other degree","","","",""
"1 Strongly disagree","2011","Brandenburg","no degree/no degree yet","","","",""
"1 Strongly disagree","2011","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"1 Strongly disagree","2011","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"1 Strongly disagree","2011","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"1 Strongly disagree","2011","Mecklenburg-Western Pomerania","Other degree","","","",""
"1 Strongly disagree","2011","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"1 Strongly disagree","2011","Saxony","lower secondary degree","","","",""
"1 Strongly disagree","2011","Saxony","secondary school degree","","","",""
"1 Strongly disagree","2011","Saxony","college entrance qualification","","","",""
"1 Strongly disagree","2011","Saxony","Other degree","","","",""
"1 Strongly disagree","2011","Saxony","no degree/no degree yet","","","",""
"1 Strongly disagree","2011","Saxony-Anhalt","lower secondary degree","","","",""
"1 Strongly disagree","2011","Saxony-Anhalt","secondary school degree","","","",""
"1 Strongly disagree","2011","Saxony-Anhalt","college entrance qualification","","","",""
"1 Strongly disagree","2011","Saxony-Anhalt","Other degree","","","",""
"1 Strongly disagree","2011","Saxony-Anhalt","no degree/no degree yet","","","",""
"1 Strongly disagree","2011","Thuringia","lower secondary degree","","","",""
"1 Strongly disagree","2011","Thuringia","secondary school degree","","","",""
"1 Strongly disagree","2011","Thuringia","college entrance qualification","","","",""
"1 Strongly disagree","2011","Thuringia","Other degree","","","",""
"1 Strongly disagree","2011","Thuringia","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","Schleswig-Holstein","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","Schleswig-Holstein","secondary school degree","","","",""
"2 on scale 1-7 ","2011","Schleswig-Holstein","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Schleswig-Holstein","Other degree","","","",""
"2 on scale 1-7 ","2011","Schleswig-Holstein","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","Hamburg","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","Hamburg","secondary school degree","","","",""
"2 on scale 1-7 ","2011","Hamburg","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Hamburg","Other degree","","","",""
"2 on scale 1-7 ","2011","Hamburg","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","Lower Saxony","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","Lower Saxony","secondary school degree","","","",""
"2 on scale 1-7 ","2011","Lower Saxony","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Lower Saxony","Other degree","","","",""
"2 on scale 1-7 ","2011","Lower Saxony","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","Bremen","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","Bremen","secondary school degree","","","",""
"2 on scale 1-7 ","2011","Bremen","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Bremen","Other degree","","","",""
"2 on scale 1-7 ","2011","Bremen","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","North Rhine-Westphalia","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","North Rhine-Westphalia","secondary school degree","","","",""
"2 on scale 1-7 ","2011","North Rhine-Westphalia","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","North Rhine-Westphalia","Other degree","","","",""
"2 on scale 1-7 ","2011","North Rhine-Westphalia","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","Hesse","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","Hesse","secondary school degree","","","",""
"2 on scale 1-7 ","2011","Hesse","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Hesse","Other degree","","","",""
"2 on scale 1-7 ","2011","Hesse","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"2 on scale 1-7 ","2011","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Rhineland-Palatinate,Saarland","Other degree","","","",""
"2 on scale 1-7 ","2011","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","Baden-Württemberg","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","Baden-Württemberg","secondary school degree","","","",""
"2 on scale 1-7 ","2011","Baden-Württemberg","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Baden-Württemberg","Other degree","","","",""
"2 on scale 1-7 ","2011","Baden-Württemberg","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","Bavaria","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","Bavaria","secondary school degree","","","",""
"2 on scale 1-7 ","2011","Bavaria","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Bavaria","Other degree","","","",""
"2 on scale 1-7 ","2011","Bavaria","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","Berlin","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","Berlin","secondary school degree","","","",""
"2 on scale 1-7 ","2011","Berlin","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Berlin","Other degree","","","",""
"2 on scale 1-7 ","2011","Berlin","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","Brandenburg","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","Brandenburg","secondary school degree","","","",""
"2 on scale 1-7 ","2011","Brandenburg","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Brandenburg","Other degree","","","",""
"2 on scale 1-7 ","2011","Brandenburg","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"2 on scale 1-7 ","2011","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Mecklenburg-Western Pomerania","Other degree","","","",""
"2 on scale 1-7 ","2011","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","Saxony","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","Saxony","secondary school degree","","","",""
"2 on scale 1-7 ","2011","Saxony","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Saxony","Other degree","","","",""
"2 on scale 1-7 ","2011","Saxony","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","Saxony-Anhalt","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","Saxony-Anhalt","secondary school degree","","","",""
"2 on scale 1-7 ","2011","Saxony-Anhalt","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Saxony-Anhalt","Other degree","","","",""
"2 on scale 1-7 ","2011","Saxony-Anhalt","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","Thuringia","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","Thuringia","secondary school degree","","","",""
"2 on scale 1-7 ","2011","Thuringia","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Thuringia","Other degree","","","",""
"2 on scale 1-7 ","2011","Thuringia","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","Schleswig-Holstein","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","Schleswig-Holstein","secondary school degree","","","",""
"3 on scale 1-7 ","2011","Schleswig-Holstein","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Schleswig-Holstein","Other degree","","","",""
"3 on scale 1-7 ","2011","Schleswig-Holstein","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","Hamburg","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","Hamburg","secondary school degree","","","",""
"3 on scale 1-7 ","2011","Hamburg","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Hamburg","Other degree","","","",""
"3 on scale 1-7 ","2011","Hamburg","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","Lower Saxony","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","Lower Saxony","secondary school degree","","","",""
"3 on scale 1-7 ","2011","Lower Saxony","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Lower Saxony","Other degree","","","",""
"3 on scale 1-7 ","2011","Lower Saxony","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","Bremen","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","Bremen","secondary school degree","","","",""
"3 on scale 1-7 ","2011","Bremen","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Bremen","Other degree","","","",""
"3 on scale 1-7 ","2011","Bremen","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","North Rhine-Westphalia","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","North Rhine-Westphalia","secondary school degree","","","",""
"3 on scale 1-7 ","2011","North Rhine-Westphalia","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","North Rhine-Westphalia","Other degree","","","",""
"3 on scale 1-7 ","2011","North Rhine-Westphalia","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","Hesse","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","Hesse","secondary school degree","","","",""
"3 on scale 1-7 ","2011","Hesse","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Hesse","Other degree","","","",""
"3 on scale 1-7 ","2011","Hesse","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"3 on scale 1-7 ","2011","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Rhineland-Palatinate,Saarland","Other degree","","","",""
"3 on scale 1-7 ","2011","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","Baden-Württemberg","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","Baden-Württemberg","secondary school degree","","","",""
"3 on scale 1-7 ","2011","Baden-Württemberg","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Baden-Württemberg","Other degree","","","",""
"3 on scale 1-7 ","2011","Baden-Württemberg","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","Bavaria","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","Bavaria","secondary school degree","","","",""
"3 on scale 1-7 ","2011","Bavaria","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Bavaria","Other degree","","","",""
"3 on scale 1-7 ","2011","Bavaria","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","Berlin","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","Berlin","secondary school degree","","","",""
"3 on scale 1-7 ","2011","Berlin","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Berlin","Other degree","","","",""
"3 on scale 1-7 ","2011","Berlin","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","Brandenburg","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","Brandenburg","secondary school degree","","","",""
"3 on scale 1-7 ","2011","Brandenburg","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Brandenburg","Other degree","","","",""
"3 on scale 1-7 ","2011","Brandenburg","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"3 on scale 1-7 ","2011","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Mecklenburg-Western Pomerania","Other degree","","","",""
"3 on scale 1-7 ","2011","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","Saxony","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","Saxony","secondary school degree","","","",""
"3 on scale 1-7 ","2011","Saxony","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Saxony","Other degree","","","",""
"3 on scale 1-7 ","2011","Saxony","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","Saxony-Anhalt","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","Saxony-Anhalt","secondary school degree","","","",""
"3 on scale 1-7 ","2011","Saxony-Anhalt","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Saxony-Anhalt","Other degree","","","",""
"3 on scale 1-7 ","2011","Saxony-Anhalt","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","Thuringia","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","Thuringia","secondary school degree","","","",""
"3 on scale 1-7 ","2011","Thuringia","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Thuringia","Other degree","","","",""
"3 on scale 1-7 ","2011","Thuringia","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","Schleswig-Holstein","lower secondary degree","","","",""
"4 on scale 1-7","2011","Schleswig-Holstein","secondary school degree","","","",""
"4 on scale 1-7","2011","Schleswig-Holstein","college entrance qualification","","","",""
"4 on scale 1-7","2011","Schleswig-Holstein","Other degree","","","",""
"4 on scale 1-7","2011","Schleswig-Holstein","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","Hamburg","lower secondary degree","","","",""
"4 on scale 1-7","2011","Hamburg","secondary school degree","","","",""
"4 on scale 1-7","2011","Hamburg","college entrance qualification","","","",""
"4 on scale 1-7","2011","Hamburg","Other degree","","","",""
"4 on scale 1-7","2011","Hamburg","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","Lower Saxony","lower secondary degree","","","",""
"4 on scale 1-7","2011","Lower Saxony","secondary school degree","","","",""
"4 on scale 1-7","2011","Lower Saxony","college entrance qualification","","","",""
"4 on scale 1-7","2011","Lower Saxony","Other degree","","","",""
"4 on scale 1-7","2011","Lower Saxony","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","Bremen","lower secondary degree","","","",""
"4 on scale 1-7","2011","Bremen","secondary school degree","","","",""
"4 on scale 1-7","2011","Bremen","college entrance qualification","","","",""
"4 on scale 1-7","2011","Bremen","Other degree","","","",""
"4 on scale 1-7","2011","Bremen","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","North Rhine-Westphalia","lower secondary degree","","","",""
"4 on scale 1-7","2011","North Rhine-Westphalia","secondary school degree","","","",""
"4 on scale 1-7","2011","North Rhine-Westphalia","college entrance qualification","","","",""
"4 on scale 1-7","2011","North Rhine-Westphalia","Other degree","","","",""
"4 on scale 1-7","2011","North Rhine-Westphalia","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","Hesse","lower secondary degree","","","",""
"4 on scale 1-7","2011","Hesse","secondary school degree","","","",""
"4 on scale 1-7","2011","Hesse","college entrance qualification","","","",""
"4 on scale 1-7","2011","Hesse","Other degree","","","",""
"4 on scale 1-7","2011","Hesse","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"4 on scale 1-7","2011","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"4 on scale 1-7","2011","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"4 on scale 1-7","2011","Rhineland-Palatinate,Saarland","Other degree","","","",""
"4 on scale 1-7","2011","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","Baden-Württemberg","lower secondary degree","","","",""
"4 on scale 1-7","2011","Baden-Württemberg","secondary school degree","","","",""
"4 on scale 1-7","2011","Baden-Württemberg","college entrance qualification","","","",""
"4 on scale 1-7","2011","Baden-Württemberg","Other degree","","","",""
"4 on scale 1-7","2011","Baden-Württemberg","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","Bavaria","lower secondary degree","","","",""
"4 on scale 1-7","2011","Bavaria","secondary school degree","","","",""
"4 on scale 1-7","2011","Bavaria","college entrance qualification","","","",""
"4 on scale 1-7","2011","Bavaria","Other degree","","","",""
"4 on scale 1-7","2011","Bavaria","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","Berlin","lower secondary degree","","","",""
"4 on scale 1-7","2011","Berlin","secondary school degree","","","",""
"4 on scale 1-7","2011","Berlin","college entrance qualification","","","",""
"4 on scale 1-7","2011","Berlin","Other degree","","","",""
"4 on scale 1-7","2011","Berlin","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","Brandenburg","lower secondary degree","","","",""
"4 on scale 1-7","2011","Brandenburg","secondary school degree","","","",""
"4 on scale 1-7","2011","Brandenburg","college entrance qualification","","","",""
"4 on scale 1-7","2011","Brandenburg","Other degree","","","",""
"4 on scale 1-7","2011","Brandenburg","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"4 on scale 1-7","2011","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"4 on scale 1-7","2011","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"4 on scale 1-7","2011","Mecklenburg-Western Pomerania","Other degree","","","",""
"4 on scale 1-7","2011","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","Saxony","lower secondary degree","","","",""
"4 on scale 1-7","2011","Saxony","secondary school degree","","","",""
"4 on scale 1-7","2011","Saxony","college entrance qualification","","","",""
"4 on scale 1-7","2011","Saxony","Other degree","","","",""
"4 on scale 1-7","2011","Saxony","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","Saxony-Anhalt","lower secondary degree","","","",""
"4 on scale 1-7","2011","Saxony-Anhalt","secondary school degree","","","",""
"4 on scale 1-7","2011","Saxony-Anhalt","college entrance qualification","","","",""
"4 on scale 1-7","2011","Saxony-Anhalt","Other degree","","","",""
"4 on scale 1-7","2011","Saxony-Anhalt","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","Thuringia","lower secondary degree","","","",""
"4 on scale 1-7","2011","Thuringia","secondary school degree","","","",""
"4 on scale 1-7","2011","Thuringia","college entrance qualification","","","",""
"4 on scale 1-7","2011","Thuringia","Other degree","","","",""
"4 on scale 1-7","2011","Thuringia","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","Schleswig-Holstein","lower secondary degree","","","",""
"5 on scale 1-7","2011","Schleswig-Holstein","secondary school degree","","","",""
"5 on scale 1-7","2011","Schleswig-Holstein","college entrance qualification","","","",""
"5 on scale 1-7","2011","Schleswig-Holstein","Other degree","","","",""
"5 on scale 1-7","2011","Schleswig-Holstein","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","Hamburg","lower secondary degree","","","",""
"5 on scale 1-7","2011","Hamburg","secondary school degree","","","",""
"5 on scale 1-7","2011","Hamburg","college entrance qualification","","","",""
"5 on scale 1-7","2011","Hamburg","Other degree","","","",""
"5 on scale 1-7","2011","Hamburg","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","Lower Saxony","lower secondary degree","","","",""
"5 on scale 1-7","2011","Lower Saxony","secondary school degree","","","",""
"5 on scale 1-7","2011","Lower Saxony","college entrance qualification","","","",""
"5 on scale 1-7","2011","Lower Saxony","Other degree","","","",""
"5 on scale 1-7","2011","Lower Saxony","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","Bremen","lower secondary degree","","","",""
"5 on scale 1-7","2011","Bremen","secondary school degree","","","",""
"5 on scale 1-7","2011","Bremen","college entrance qualification","","","",""
"5 on scale 1-7","2011","Bremen","Other degree","","","",""
"5 on scale 1-7","2011","Bremen","no degree/no degree yet","","","",""
