"plh0206i01","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"5 on scale 1-7","2013","Single parent ","Female","","","","","5"
"5 on scale 1-7","2013","Couple + C. GT 16 ","Male","","","","","5"
"5 on scale 1-7","2013","Couple + C. GT 16 ","Female","","","","","5"
"5 on scale 1-7","2013","Couple + C. LE and GT 16","Male","","","","","5"
"5 on scale 1-7","2013","Couple + C. LE and GT 16","Female","","","","","5"
"6 on scale 1-7","2013","1-pers.-HH","Male","","","","","6"
"6 on scale 1-7","2013","1-pers.-HH","Female","","","","","6"
"6 on scale 1-7","2013","(Married) couple without C. ","Male","","","","","6"
"6 on scale 1-7","2013","(Married) couple without C. ","Female","","","","","6"
"6 on scale 1-7","2013","Single parent ","Male","","","","","6"
"6 on scale 1-7","2013","Couple + C. LE 16 ","Female","","","","","6"
"6 on scale 1-7","2013","Couple + C. LE 16 ","Male","","","","","6"
"6 on scale 1-7","2013","Couple + C. GT 16 ","Male","","","","","6"
"6 on scale 1-7","2013","Couple + C. GT 16 ","Female","","","","","6"
"6 on scale 1-7","2013","Single parent ","Female","","","","","6"
"6 on scale 1-7","2013","Couple + C. LE and GT 16","Male","","","","","6"
"6 on scale 1-7","2013","Couple + C. LE and GT 16","Female","","","","","6"
"7 Strongly agree","2013","1-pers.-HH","Male","","","","","7"
"7 Strongly agree","2013","1-pers.-HH","Female","","","","","7"
"7 Strongly agree","2013","(Married) couple without C. ","Male","","","","","7"
"7 Strongly agree","2013","(Married) couple without C. ","Female","","","","","7"
"7 Strongly agree","2013","Single parent ","Male","","","","","7"
"7 Strongly agree","2013","Single parent ","Female","","","","","7"
"7 Strongly agree","2013","Couple + C. LE 16 ","Male","","","","","7"
"7 Strongly agree","2013","Couple + C. LE 16 ","Female","","","","","7"
"7 Strongly agree","2013","Couple + C. GT 16 ","Male","","","","","7"
"7 Strongly agree","2013","Couple + C. GT 16 ","Female","","","","","7"
"7 Strongly agree","2013","Couple + C. LE and GT 16","Male","","","","","7"
"7 Strongly agree","2013","Couple + C. LE and GT 16","Female","","","","","7"
"1 Strongly disagree","2014","1-pers.-HH","Male","","","","","1"
"1 Strongly disagree","2014","1-pers.-HH","Female","","","","","1"
"1 Strongly disagree","2014","(Married) couple without C. ","Male","","","","","1"
"1 Strongly disagree","2014","(Married) couple without C. ","Female","","","","","1"
"1 Strongly disagree","2014","Single parent ","Male","","","","","1"
"1 Strongly disagree","2014","Single parent ","Female","","","","","1"
"1 Strongly disagree","2014","Couple + C. LE 16 ","Male","","","","","1"
"1 Strongly disagree","2014","Couple + C. LE 16 ","Female","","","","","1"
"1 Strongly disagree","2014","Couple + C. GT 16 ","Male","","","","","1"
"1 Strongly disagree","2014","Couple + C. GT 16 ","Female","","","","","1"
"1 Strongly disagree","2014","Couple + C. LE and GT 16","Male","","","","","1"
"1 Strongly disagree","2014","Couple + C. LE and GT 16","Female","","","","","1"
"2 on scale 1-7 ","2014","1-pers.-HH","Female","","","","","2"
"2 on scale 1-7 ","2014","1-pers.-HH","Male","","","","","2"
"2 on scale 1-7 ","2014","(Married) couple without C. ","Male","","","","","2"
"2 on scale 1-7 ","2014","Single parent ","Male","","","","","2"
"2 on scale 1-7 ","2014","Single parent ","Female","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. LE and GT 16","Male","","","","","2"
"2 on scale 1-7 ","2014","(Married) couple without C. ","Female","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. LE 16 ","Male","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. LE and GT 16","Female","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. LE 16 ","Female","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. GT 16 ","Male","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. GT 16 ","Female","","","","","2"
"3 on scale 1-7 ","2014","1-pers.-HH","Male","","","","","3"
"3 on scale 1-7 ","2014","1-pers.-HH","Female","","","","","3"
"3 on scale 1-7 ","2014","(Married) couple without C. ","Male","","","","","3"
"3 on scale 1-7 ","2014","(Married) couple without C. ","Female","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. LE 16 ","Male","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. LE 16 ","Female","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. GT 16 ","Male","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. GT 16 ","Female","","","","","3"
"3 on scale 1-7 ","2014","Single parent ","Male","","","","","3"
"3 on scale 1-7 ","2014","Single parent ","Female","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. LE and GT 16","Male","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. LE and GT 16","Female","","","","","3"
"4 on scale 1-7","2014","1-pers.-HH","Male","","","","","4"
"4 on scale 1-7","2014","1-pers.-HH","Female","","","","","4"
"4 on scale 1-7","2014","Couple + C. LE 16 ","Female","","","","","4"
"4 on scale 1-7","2014","Couple + C. GT 16 ","Male","","","","","4"
"4 on scale 1-7","2014","Couple + C. LE and GT 16","Male","","","","","4"
"4 on scale 1-7","2014","(Married) couple without C. ","Male","","","","","4"
"4 on scale 1-7","2014","(Married) couple without C. ","Female","","","","","4"
"4 on scale 1-7","2014","Single parent ","Male","","","","","4"
"4 on scale 1-7","2014","Single parent ","Female","","","","","4"
"4 on scale 1-7","2014","Couple + C. LE 16 ","Male","","","","","4"
"4 on scale 1-7","2014","Couple + C. GT 16 ","Female","","","","","4"
"4 on scale 1-7","2014","Couple + C. LE and GT 16","Female","","","","","4"
"5 on scale 1-7","2014","1-pers.-HH","Female","","","","","5"
"5 on scale 1-7","2014","(Married) couple without C. ","Male","","","","","5"
"5 on scale 1-7","2014","Single parent ","Female","","","","","5"
"5 on scale 1-7","2014","Couple + C. LE 16 ","Male","","","","","5"
"5 on scale 1-7","2014","Single parent ","Male","","","","","5"
"5 on scale 1-7","2014","1-pers.-HH","Male","","","","","5"
"5 on scale 1-7","2014","(Married) couple without C. ","Female","","","","","5"
"5 on scale 1-7","2014","Couple + C. LE 16 ","Female","","","","","5"
"5 on scale 1-7","2014","Couple + C. GT 16 ","Female","","","","","5"
"5 on scale 1-7","2014","Couple + C. GT 16 ","Male","","","","","5"
"5 on scale 1-7","2014","Couple + C. LE and GT 16","Male","","","","","5"
"5 on scale 1-7","2014","Couple + C. LE and GT 16","Female","","","","","5"
"6 on scale 1-7","2014","(Married) couple without C. ","Male","","","","","6"
"6 on scale 1-7","2014","(Married) couple without C. ","Female","","","","","6"
"6 on scale 1-7","2014","Single parent ","Male","","","","","6"
"6 on scale 1-7","2014","Single parent ","Female","","","","","6"
"6 on scale 1-7","2014","Couple + C. LE 16 ","Male","","","","","6"
"6 on scale 1-7","2014","Couple + C. LE 16 ","Female","","","","","6"
"6 on scale 1-7","2014","1-pers.-HH","Male","","","","","6"
"6 on scale 1-7","2014","1-pers.-HH","Female","","","","","6"
"6 on scale 1-7","2014","Couple + C. GT 16 ","Female","","","","","6"
"6 on scale 1-7","2014","Couple + C. GT 16 ","Male","","","","","6"
"6 on scale 1-7","2014","Couple + C. LE and GT 16","Male","","","","","6"
"6 on scale 1-7","2014","Couple + C. LE and GT 16","Female","","","","","6"
"7 Strongly agree","2014","1-pers.-HH","Male","","","","","7"
"7 Strongly agree","2014","1-pers.-HH","Female","","","","","7"
"7 Strongly agree","2014","(Married) couple without C. ","Male","","","","","7"
"7 Strongly agree","2014","(Married) couple without C. ","Female","","","","","7"
"7 Strongly agree","2014","Single parent ","Male","","","","","7"
"7 Strongly agree","2014","Single parent ","Female","","","","","7"
"7 Strongly agree","2014","Couple + C. LE 16 ","Male","","","","","7"
"7 Strongly agree","2014","Couple + C. LE 16 ","Female","","","","","7"
"7 Strongly agree","2014","Couple + C. GT 16 ","Male","","","","","7"
"7 Strongly agree","2014","Couple + C. GT 16 ","Female","","","","","7"
"7 Strongly agree","2014","Couple + C. LE and GT 16","Male","","","","","7"
"7 Strongly agree","2014","Couple + C. LE and GT 16","Female","","","","","7"
"1 Strongly disagree","2015","1-pers.-HH","Male","7","","","","1"
"1 Strongly disagree","2015","1-pers.-HH","Female","12","","","","1"
"1 Strongly disagree","2015","(Married) couple without C. ","Male","16","","","","1"
"1 Strongly disagree","2015","(Married) couple without C. ","Female","7","","","","1"
"1 Strongly disagree","2015","Single parent ","Male","2","","","","1"
"1 Strongly disagree","2015","Single parent ","Female","17","","","","1"
"1 Strongly disagree","2015","Couple + C. LE 16 ","Male","7","","","","1"
"1 Strongly disagree","2015","Couple + C. LE 16 ","Female","6","","","","1"
"1 Strongly disagree","2015","Couple + C. GT 16 ","Male","6","","","","1"
"1 Strongly disagree","2015","Couple + C. GT 16 ","Female","5","","","","1"
"1 Strongly disagree","2015","Couple + C. LE and GT 16","Male","5","","","","1"
"1 Strongly disagree","2015","Couple + C. LE and GT 16","Female","3","","","","1"
"2 on scale 1-7 ","2015","1-pers.-HH","Male","4","","","","2"
"2 on scale 1-7 ","2015","1-pers.-HH","Female","7","","","","2"
"2 on scale 1-7 ","2015","Single parent ","Male","2","","","","2"
"2 on scale 1-7 ","2015","Single parent ","Female","9","","","","2"
"2 on scale 1-7 ","2015","Couple + C. LE 16 ","Male","15","","","","2"
"2 on scale 1-7 ","2015","Couple + C. LE and GT 16","Male","12","","","","2"
"2 on scale 1-7 ","2015","(Married) couple without C. ","Male","16","","","","2"
"2 on scale 1-7 ","2015","(Married) couple without C. ","Female","19","","","","2"
"2 on scale 1-7 ","2015","Couple + C. LE and GT 16","Female","8","","","","2"
"2 on scale 1-7 ","2015","Couple + C. GT 16 ","Female","4","","","","2"
"2 on scale 1-7 ","2015","Couple + C. GT 16 ","Male","9","","","","2"
"2 on scale 1-7 ","2015","Couple + C. LE 16 ","Female","17","","","","2"
"3 on scale 1-7 ","2015","1-pers.-HH","Male","11","","","","3"
"3 on scale 1-7 ","2015","1-pers.-HH","Female","18","","","","3"
"3 on scale 1-7 ","2015","(Married) couple without C. ","Male","24","","","","3"
"3 on scale 1-7 ","2015","(Married) couple without C. ","Female","22","","","","3"
"3 on scale 1-7 ","2015","Couple + C. GT 16 ","Male","16","","","","3"
"3 on scale 1-7 ","2015","Couple + C. GT 16 ","Female","9","","","","3"
"3 on scale 1-7 ","2015","Couple + C. LE and GT 16","Female","14","","","","3"
"3 on scale 1-7 ","2015","Single parent ","Male","5","","","","3"
"3 on scale 1-7 ","2015","Single parent ","Female","18","","","","3"
"3 on scale 1-7 ","2015","Couple + C. LE 16 ","Male","33","0.00768086771057064","0.00465412482192579","0.0107076105992155","3"
"3 on scale 1-7 ","2015","Couple + C. LE 16 ","Female","21","","","","3"
"3 on scale 1-7 ","2015","Couple + C. LE and GT 16","Male","11","","","","3"
"4 on scale 1-7","2015","1-pers.-HH","Male","35","0.0140397133108664","0.00832979438870441","0.0197496322330285","4"
"4 on scale 1-7","2015","1-pers.-HH","Female","66","0.0345946139802412","0.0267709254018168","0.0424183025586656","4"
"4 on scale 1-7","2015","Couple + C. LE and GT 16","Male","38","0.0245994313092479","0.0154745270505172","0.0337243355679787","4"
"4 on scale 1-7","2015","(Married) couple without C. ","Male","105","0.0237141289285599","0.0189564057780457","0.0284718520790741","4"
"4 on scale 1-7","2015","(Married) couple without C. ","Female","112","0.025178099485338","0.0203194208789854","0.0300367780916906","4"
"4 on scale 1-7","2015","Single parent ","Male","23","","","","4"
"4 on scale 1-7","2015","Single parent ","Female","53","0.0281685809798437","0.0206331941392962","0.0357039678203912","4"
"4 on scale 1-7","2015","Couple + C. LE 16 ","Male","111","0.0299131153879987","0.0240072866968404","0.0358189440791569","4"
"4 on scale 1-7","2015","Couple + C. LE 16 ","Female","100","0.0236153586704855","0.0185976214199559","0.0286330959210152","4"
"4 on scale 1-7","2015","Couple + C. GT 16 ","Male","51","0.0365706384207019","0.0271467135019275","0.0459945633394763","4"
"4 on scale 1-7","2015","Couple + C. GT 16 ","Female","43","0.027328891457469","0.018878553304832","0.0357792296101059","4"
"4 on scale 1-7","2015","Couple + C. LE and GT 16","Female","37","0.0312068675211469","0.0210237748962257","0.0413899601460681","4"
"5 on scale 1-7","2015","1-pers.-HH","Male","145","0.0894702262120796","0.0756183866103603","0.103322065813799","5"
"5 on scale 1-7","2015","1-pers.-HH","Female","163","0.084255429475012","0.0723638764596754","0.0961469824903486","5"
"5 on scale 1-7","2015","(Married) couple without C. ","Male","372","0.0977928630807473","0.0885050431613025","0.107080683000192","5"
"5 on scale 1-7","2015","Single parent ","Male","60","0.104932170368181","0.0791552827499679","0.130709057986395","5"
"5 on scale 1-7","2015","Single parent ","Female","125","0.0687593189697062","0.0572347589776598","0.0802838789617525","5"
"5 on scale 1-7","2015","Couple + C. LE 16 ","Female","242","0.0631165285233675","0.0550809987580849","0.0711520582886501","5"
"5 on scale 1-7","2015","(Married) couple without C. ","Female","342","0.0821985964280125","0.0736803417497632","0.0907168511062617","5"
"5 on scale 1-7","2015","Couple + C. LE 16 ","Male","235","0.0567407827962415","0.0487201636240705","0.0647614019684124","5"
"5 on scale 1-7","2015","Couple + C. LE and GT 16","Female","78","0.0706203917082382","0.0556166109163882","0.0856241725000881","5"
"5 on scale 1-7","2015","Couple + C. GT 16 ","Female","119","0.0811652994470107","0.0670111438965987","0.0953194549974226","5"
"5 on scale 1-7","2015","Couple + C. LE and GT 16","Male","81","0.0791977836374459","0.0632898426024629","0.095105724672429","5"
"5 on scale 1-7","2015","Couple + C. GT 16 ","Male","137","0.105259245767334","0.0898516688649394","0.120666822669728","5"
"6 on scale 1-7","2015","1-pers.-HH","Male","429","0.276457863589174","0.254752478355869","0.298163248822479","6"
"6 on scale 1-7","2015","1-pers.-HH","Female","511","0.242179791423548","0.223839573430107","0.260520009416989","6"
"6 on scale 1-7","2015","(Married) couple without C. ","Male","1194","0.300991935317954","0.286649410848326","0.315334459787583","6"
"6 on scale 1-7","2015","Single parent ","Male","140","0.25996925315788","0.223077095867466","0.296861410448294","6"
"6 on scale 1-7","2015","Single parent ","Female","427","0.229385806016313","0.210237543522022","0.248534068510604","6"
"6 on scale 1-7","2015","Couple + C. LE and GT 16","Male","324","0.336278620970287","0.308448389857386","0.364108852083188","6"
"6 on scale 1-7","2015","Couple + C. LE and GT 16","Female","302","0.299957765480771","0.27312093297149","0.326794597990053","6"
"6 on scale 1-7","2015","(Married) couple without C. ","Female","1090","0.271788400288067","0.257991284285266","0.285585516290868","6"
"6 on scale 1-7","2015","Couple + C. LE 16 ","Male","911","0.320329243551868","0.304152455628749","0.336506031474987","6"
"6 on scale 1-7","2015","Couple + C. LE 16 ","Female","912","0.276917804212715","0.262131165995369","0.291704442430061","6"
"6 on scale 1-7","2015","Couple + C. GT 16 ","Male","443","0.290277343379753","0.267489327566207","0.313065359193298","6"
"6 on scale 1-7","2015","Couple + C. GT 16 ","Female","395","0.289508642947346","0.266002020133817","0.313015265760876","6"
"7 Strongly agree","2015","1-pers.-HH","Male","1000","0.605642260770137","0.581924461970271","0.629360059570003","7"
"7 Strongly agree","2015","1-pers.-HH","Female","1319","0.619069654017332","0.598280108492107","0.639859199542558","7"
"7 Strongly agree","2015","(Married) couple without C. ","Male","2202","0.56165071009395","0.546135759875192","0.577165660312709","7"
"7 Strongly agree","2015","Couple + C. LE and GT 16","Male","636","0.530591108639723","0.50119228720523","0.559989930074216","7"
"7 Strongly agree","2015","Couple + C. LE and GT 16","Female","678","0.574692843587124","0.545738860296651","0.603646826877597","7"
"7 Strongly agree","2015","(Married) couple without C. ","Female","2402","0.608416951893301","0.593279364792371","0.623554538994231","7"
"7 Strongly agree","2015","Single parent ","Male","311","0.578402645414165","0.536867833314387","0.619937457513943","7"
"7 Strongly agree","2015","Single parent ","Female","1203","0.650104440599469","0.62838301217571","0.671825869023229","7"
"7 Strongly agree","2015","Couple + C. LE 16 ","Male","1884","0.580799507267001","0.563692709646652","0.59790630488735","7"
"7 Strongly agree","2015","Couple + C. LE 16 ","Female","2220","0.626862150771206","0.610880528948352","0.64284377259406","7"
"7 Strongly agree","2015","Couple + C. GT 16 ","Male","862","0.546126410771167","0.521130460422512","0.571122361119823","7"
"7 Strongly agree","2015","Couple + C. GT 16 ","Female","855","0.588347301031694","0.562840121518361","0.613854480545027","7"
"1 Strongly disagree","2016","1-pers.-HH","Male","10","","","","1"
"1 Strongly disagree","2016","1-pers.-HH","Female","1","","","","1"
"1 Strongly disagree","2016","(Married) couple without C. ","Male","","","","","1"
"1 Strongly disagree","2016","(Married) couple without C. ","Female","1","","","","1"
"1 Strongly disagree","2016","Single parent ","Male","1","","","","1"
"1 Strongly disagree","2016","Single parent ","Female","3","","","","1"
"1 Strongly disagree","2016","Couple + C. LE 16 ","Male","6","","","","1"
"1 Strongly disagree","2016","Couple + C. LE 16 ","Female","6","","","","1"
"1 Strongly disagree","2016","Couple + C. GT 16 ","Male","","","","","1"
"1 Strongly disagree","2016","Couple + C. GT 16 ","Female","","","","","1"
"1 Strongly disagree","2016","Couple + C. LE and GT 16","Male","","","","","1"
"1 Strongly disagree","2016","Couple + C. LE and GT 16","Female","","","","","1"
"2 on scale 1-7 ","2016","Single parent ","Female","","","","","2"
"2 on scale 1-7 ","2016","Couple + C. LE 16 ","Male","","","","","2"
"2 on scale 1-7 ","2016","1-pers.-HH","Male","3","","","","2"
"2 on scale 1-7 ","2016","Couple + C. LE and GT 16","Male","2","","","","2"
"2 on scale 1-7 ","2016","1-pers.-HH","Female","1","","","","2"
"2 on scale 1-7 ","2016","(Married) couple without C. ","Male","","","","","2"
"2 on scale 1-7 ","2016","(Married) couple without C. ","Female","","","","","2"
"2 on scale 1-7 ","2016","Single parent ","Male","1","","","","2"
"2 on scale 1-7 ","2016","Couple + C. LE 16 ","Female","2","","","","2"
"2 on scale 1-7 ","2016","Couple + C. GT 16 ","Male","","","","","2"
"2 on scale 1-7 ","2016","Couple + C. LE and GT 16","Female","","","","","2"
"2 on scale 1-7 ","2016","Couple + C. GT 16 ","Female","","","","","2"
"3 on scale 1-7 ","2016","1-pers.-HH","Male","6","","","","3"
"3 on scale 1-7 ","2016","1-pers.-HH","Female","1","","","","3"
"3 on scale 1-7 ","2016","(Married) couple without C. ","Male","1","","","","3"
"3 on scale 1-7 ","2016","(Married) couple without C. ","Female","2","","","","3"
"3 on scale 1-7 ","2016","Couple + C. GT 16 ","Female","","","","","3"
"3 on scale 1-7 ","2016","Single parent ","Male","","","","","3"
"3 on scale 1-7 ","2016","Single parent ","Female","5","","","","3"
"3 on scale 1-7 ","2016","Couple + C. GT 16 ","Male","","","","","3"
"3 on scale 1-7 ","2016","Couple + C. LE 16 ","Female","4","","","","3"
"3 on scale 1-7 ","2016","Couple + C. LE and GT 16","Female","1","","","","3"
"3 on scale 1-7 ","2016","Couple + C. LE 16 ","Male","3","","","","3"
"3 on scale 1-7 ","2016","Couple + C. LE and GT 16","Male","","","","","3"
"4 on scale 1-7","2016","1-pers.-HH","Male","20","","","","4"
"4 on scale 1-7","2016","1-pers.-HH","Female","1","","","","4"
"4 on scale 1-7","2016","Couple + C. LE and GT 16","Male","1","","","","4"
"4 on scale 1-7","2016","(Married) couple without C. ","Male","2","","","","4"
"4 on scale 1-7","2016","(Married) couple without C. ","Female","2","","","","4"
"4 on scale 1-7","2016","Single parent ","Female","4","","","","4"
"4 on scale 1-7","2016","Couple + C. LE 16 ","Male","7","","","","4"
"4 on scale 1-7","2016","Couple + C. LE 16 ","Female","10","","","","4"
"4 on scale 1-7","2016","Couple + C. GT 16 ","Male","","","","","4"
"4 on scale 1-7","2016","Couple + C. GT 16 ","Female","1","","","","4"
"4 on scale 1-7","2016","Couple + C. LE and GT 16","Female","2","","","","4"
"4 on scale 1-7","2016","Single parent ","Male","1","","","","4"
"5 on scale 1-7","2016","1-pers.-HH","Male","25","","","","5"
"5 on scale 1-7","2016","1-pers.-HH","Female","3","","","","5"
"5 on scale 1-7","2016","(Married) couple without C. ","Male","3","","","","5"
"5 on scale 1-7","2016","(Married) couple without C. ","Female","3","","","","5"
"5 on scale 1-7","2016","Single parent ","Male","4","","","","5"
"5 on scale 1-7","2016","Single parent ","Female","9","","","","5"
"5 on scale 1-7","2016","Couple + C. LE 16 ","Male","19","","","","5"
"5 on scale 1-7","2016","Couple + C. LE 16 ","Female","10","","","","5"
"5 on scale 1-7","2016","Couple + C. LE and GT 16","Male","2","","","","5"
"5 on scale 1-7","2016","Couple + C. GT 16 ","Male","3","","","","5"
"5 on scale 1-7","2016","Couple + C. GT 16 ","Female","1","","","","5"
"5 on scale 1-7","2016","Couple + C. LE and GT 16","Female","4","","","","5"
"6 on scale 1-7","2016","1-pers.-HH","Male","64","0.0805290157864273","0.0625505774465823","0.0985074541262724","6"
"6 on scale 1-7","2016","1-pers.-HH","Female","5","","","","6"
"6 on scale 1-7","2016","(Married) couple without C. ","Male","10","","","","6"
"6 on scale 1-7","2016","(Married) couple without C. ","Female","3","","","","6"
"6 on scale 1-7","2016","Single parent ","Male","5","","","","6"
"6 on scale 1-7","2016","Single parent ","Female","13","","","","6"
"6 on scale 1-7","2016","Couple + C. LE and GT 16","Male","8","","","","6"
"6 on scale 1-7","2016","Couple + C. LE and GT 16","Female","4","","","","6"
"6 on scale 1-7","2016","Couple + C. LE 16 ","Female","30","0.205516289691698","0.178206665928128","0.232825913455268","6"
"6 on scale 1-7","2016","Couple + C. GT 16 ","Male","","","","","6"
"6 on scale 1-7","2016","Couple + C. LE 16 ","Male","34","0.0503359411730586","0.0370160089869248","0.0636558733591924","6"
"6 on scale 1-7","2016","Couple + C. GT 16 ","Female","2","","","","6"
"7 Strongly agree","2016","1-pers.-HH","Male","752","0.842382675799791","0.818307833915851","0.866457517683731","7"
"7 Strongly agree","2016","1-pers.-HH","Female","65","0.817599307143375","0.731343920222263","0.903854694064487","7"
"7 Strongly agree","2016","(Married) couple without C. ","Male","77","0.574046759672625","0.473547881290215","0.674545638055034","7"
"7 Strongly agree","2016","Couple + C. LE and GT 16","Male","210","0.889831692013843","0.848737737687716","0.930925646339969","7"
"7 Strongly agree","2016","Couple + C. LE and GT 16","Female","177","0.900451763990402","0.857654483078825","0.943249044901979","7"
"7 Strongly agree","2016","(Married) couple without C. ","Female","67","0.503786064828554","0.392828135598671","0.614743994058437","7"
"7 Strongly agree","2016","Single parent ","Male","80","0.724078688886507","0.632743173739009","0.815414204034005","7"
"7 Strongly agree","2016","Single parent ","Female","224","0.763362052092341","0.711500475325459","0.815223628859224","7"
"7 Strongly agree","2016","Couple + C. LE 16 ","Male","966","0.904601315122274","0.886704418998153","0.922498211246395","7"
"7 Strongly agree","2016","Couple + C. LE 16 ","Female","779","0.728168509025534","0.6980997210116","0.758237297039467","7"
"7 Strongly agree","2016","Couple + C. GT 16 ","Male","35","0.860551831148421","0.750410272730917","0.970693389565926","7"
"7 Strongly agree","2016","Couple + C. GT 16 ","Female","40","0.551387798689111","0.404432290396063","0.698343306982158","7"
"1 Strongly disagree","2017","(Married) couple without C. ","Male","","","","","1"
"1 Strongly disagree","2017","(Married) couple without C. ","Female","","","","","1"
"1 Strongly disagree","2017","Single parent ","Male","","","","","1"
"1 Strongly disagree","2017","Single parent ","Female","","","","","1"
"1 Strongly disagree","2017","Couple + C. LE 16 ","Male","1","","","","1"
"1 Strongly disagree","2017","Couple + C. LE 16 ","Female","1","","","","1"
"1 Strongly disagree","2017","Couple + C. GT 16 ","Male","","","","","1"
"1 Strongly disagree","2017","Couple + C. LE and GT 16","Male","","","","","1"
"1 Strongly disagree","2017","1-pers.-HH","Male","2","","","","1"
"1 Strongly disagree","2017","1-pers.-HH","Female","","","","","1"
"1 Strongly disagree","2017","Couple + C. LE and GT 16","Female","","","","","1"
"1 Strongly disagree","2017","Couple + C. GT 16 ","Female","","","","","1"
"2 on scale 1-7 ","2017","(Married) couple without C. ","Female","","","","","2"
"2 on scale 1-7 ","2017","Single parent ","Male","","","","","2"
"2 on scale 1-7 ","2017","(Married) couple without C. ","Male","","","","","2"
"2 on scale 1-7 ","2017","Single parent ","Female","","","","","2"
"2 on scale 1-7 ","2017","1-pers.-HH","Male","","","","","2"
"2 on scale 1-7 ","2017","1-pers.-HH","Female","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE 16 ","Male","1","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE 16 ","Female","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. GT 16 ","Male","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. GT 16 ","Female","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE and GT 16","Male","","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE and GT 16","Female","","","","","2"
"3 on scale 1-7 ","2017","1-pers.-HH","Male","2","","","","3"
"3 on scale 1-7 ","2017","1-pers.-HH","Female","","","","","3"
"3 on scale 1-7 ","2017","(Married) couple without C. ","Female","","","","","3"
"3 on scale 1-7 ","2017","(Married) couple without C. ","Male","","","","","3"
"3 on scale 1-7 ","2017","Single parent ","Female","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE 16 ","Male","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE 16 ","Female","1","","","","3"
"3 on scale 1-7 ","2017","Couple + C. GT 16 ","Male","","","","","3"
"3 on scale 1-7 ","2017","Couple + C. GT 16 ","Female","1","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE and GT 16","Male","1","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE and GT 16","Female","","","","","3"
"3 on scale 1-7 ","2017","Single parent ","Male","","","","","3"
"4 on scale 1-7","2017","Couple + C. LE 16 ","Male","6","","","","4"
"4 on scale 1-7","2017","Couple + C. LE 16 ","Female","5","","","","4"
"4 on scale 1-7","2017","Couple + C. GT 16 ","Male","","","","","4"
"4 on scale 1-7","2017","Couple + C. GT 16 ","Female","1","","","","4"
"4 on scale 1-7","2017","1-pers.-HH","Male","3","","","","4"
"4 on scale 1-7","2017","(Married) couple without C. ","Male","","","","","4"
"4 on scale 1-7","2017","(Married) couple without C. ","Female","","","","","4"
"4 on scale 1-7","2017","Single parent ","Male","","","","","4"
"4 on scale 1-7","2017","Single parent ","Female","1","","","","4"
"4 on scale 1-7","2017","1-pers.-HH","Female","","","","","4"
"4 on scale 1-7","2017","Couple + C. LE and GT 16","Male","3","","","","4"
"4 on scale 1-7","2017","Couple + C. LE and GT 16","Female","1","","","","4"
"5 on scale 1-7","2017","1-pers.-HH","Male","17","","","","5"
"5 on scale 1-7","2017","1-pers.-HH","Female","1","","","","5"
"5 on scale 1-7","2017","(Married) couple without C. ","Male","","","","","5"
"5 on scale 1-7","2017","(Married) couple without C. ","Female","","","","","5"
"5 on scale 1-7","2017","Single parent ","Male","","","","","5"
"5 on scale 1-7","2017","Couple + C. LE 16 ","Male","14","","","","5"
"5 on scale 1-7","2017","Couple + C. LE 16 ","Female","12","","","","5"
"5 on scale 1-7","2017","Single parent ","Female","4","","","","5"
"5 on scale 1-7","2017","Couple + C. GT 16 ","Male","","","","","5"
"5 on scale 1-7","2017","Couple + C. GT 16 ","Female","","","","","5"
"5 on scale 1-7","2017","Couple + C. LE and GT 16","Male","1","","","","5"
"5 on scale 1-7","2017","Couple + C. LE and GT 16","Female","5","","","","5"
"6 on scale 1-7","2017","1-pers.-HH","Male","30","0.0549131624751391","0.0353890486125913","0.0744372763376869","6"
"6 on scale 1-7","2017","1-pers.-HH","Female","3","","","","6"
"6 on scale 1-7","2017","(Married) couple without C. ","Male","4","","","","6"
"6 on scale 1-7","2017","(Married) couple without C. ","Female","8","","","","6"
"6 on scale 1-7","2017","Single parent ","Male","4","","","","6"
"6 on scale 1-7","2017","Single parent ","Female","15","","","","6"
"6 on scale 1-7","2017","Couple + C. LE 16 ","Male","45","0.0969637516402581","0.0717238053305158","0.12220369795","6"
