"plh0206i01","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2013","Couple + C. GT 16 ","West Germany","","","",""
"5 on scale 1-7","2013","Couple + C. GT 16 ","East Germany","","","",""
"5 on scale 1-7","2013","Couple + C. LE and GT 16","West Germany","","","",""
"5 on scale 1-7","2013","Couple + C. LE and GT 16","East Germany","","","",""
"6 on scale 1-7","2013","1-pers.-HH","West Germany","","","",""
"6 on scale 1-7","2013","1-pers.-HH","East Germany","","","",""
"6 on scale 1-7","2013","(Married) couple without C. ","West Germany","","","",""
"6 on scale 1-7","2013","(Married) couple without C. ","East Germany","","","",""
"6 on scale 1-7","2013","Single parent ","West Germany","","","",""
"6 on scale 1-7","2013","Single parent ","East Germany","","","",""
"6 on scale 1-7","2013","Couple + C. LE 16 ","West Germany","","","",""
"6 on scale 1-7","2013","Couple + C. LE 16 ","East Germany","","","",""
"6 on scale 1-7","2013","Couple + C. GT 16 ","West Germany","","","",""
"6 on scale 1-7","2013","Couple + C. GT 16 ","East Germany","","","",""
"6 on scale 1-7","2013","Couple + C. LE and GT 16","West Germany","","","",""
"6 on scale 1-7","2013","Couple + C. LE and GT 16","East Germany","","","",""
"7 Strongly agree","2013","1-pers.-HH","West Germany","","","",""
"7 Strongly agree","2013","1-pers.-HH","East Germany","","","",""
"7 Strongly agree","2013","(Married) couple without C. ","West Germany","","","",""
"7 Strongly agree","2013","(Married) couple without C. ","East Germany","","","",""
"7 Strongly agree","2013","Single parent ","West Germany","","","",""
"7 Strongly agree","2013","Single parent ","East Germany","","","",""
"7 Strongly agree","2013","Couple + C. LE 16 ","West Germany","","","",""
"7 Strongly agree","2013","Couple + C. LE 16 ","East Germany","","","",""
"7 Strongly agree","2013","Couple + C. GT 16 ","West Germany","","","",""
"7 Strongly agree","2013","Couple + C. GT 16 ","East Germany","","","",""
"7 Strongly agree","2013","Couple + C. LE and GT 16","West Germany","","","",""
"7 Strongly agree","2013","Couple + C. LE and GT 16","East Germany","","","",""
"1 Strongly disagree","2014","1-pers.-HH","West Germany","","","",""
"1 Strongly disagree","2014","1-pers.-HH","East Germany","","","",""
"1 Strongly disagree","2014","(Married) couple without C. ","West Germany","","","",""
"1 Strongly disagree","2014","(Married) couple without C. ","East Germany","","","",""
"1 Strongly disagree","2014","Single parent ","West Germany","","","",""
"1 Strongly disagree","2014","Single parent ","East Germany","","","",""
"1 Strongly disagree","2014","Couple + C. LE 16 ","West Germany","","","",""
"1 Strongly disagree","2014","Couple + C. LE 16 ","East Germany","","","",""
"1 Strongly disagree","2014","Couple + C. GT 16 ","West Germany","","","",""
"1 Strongly disagree","2014","Couple + C. GT 16 ","East Germany","","","",""
"1 Strongly disagree","2014","Couple + C. LE and GT 16","West Germany","","","",""
"1 Strongly disagree","2014","Couple + C. LE and GT 16","East Germany","","","",""
"2 on scale 1-7 ","2014","1-pers.-HH","West Germany","","","",""
"2 on scale 1-7 ","2014","1-pers.-HH","East Germany","","","",""
"2 on scale 1-7 ","2014","(Married) couple without C. ","West Germany","","","",""
"2 on scale 1-7 ","2014","(Married) couple without C. ","East Germany","","","",""
"2 on scale 1-7 ","2014","Single parent ","West Germany","","","",""
"2 on scale 1-7 ","2014","Single parent ","East Germany","","","",""
"2 on scale 1-7 ","2014","Couple + C. LE 16 ","West Germany","","","",""
"2 on scale 1-7 ","2014","Couple + C. LE 16 ","East Germany","","","",""
"2 on scale 1-7 ","2014","Couple + C. GT 16 ","West Germany","","","",""
"2 on scale 1-7 ","2014","Couple + C. GT 16 ","East Germany","","","",""
"2 on scale 1-7 ","2014","Couple + C. LE and GT 16","West Germany","","","",""
"2 on scale 1-7 ","2014","Couple + C. LE and GT 16","East Germany","","","",""
"3 on scale 1-7 ","2014","1-pers.-HH","West Germany","","","",""
"3 on scale 1-7 ","2014","1-pers.-HH","East Germany","","","",""
"3 on scale 1-7 ","2014","(Married) couple without C. ","West Germany","","","",""
"3 on scale 1-7 ","2014","(Married) couple without C. ","East Germany","","","",""
"3 on scale 1-7 ","2014","Single parent ","West Germany","","","",""
"3 on scale 1-7 ","2014","Single parent ","East Germany","","","",""
"3 on scale 1-7 ","2014","Couple + C. LE 16 ","West Germany","","","",""
"3 on scale 1-7 ","2014","Couple + C. LE 16 ","East Germany","","","",""
"3 on scale 1-7 ","2014","Couple + C. GT 16 ","West Germany","","","",""
"3 on scale 1-7 ","2014","Couple + C. GT 16 ","East Germany","","","",""
"3 on scale 1-7 ","2014","Couple + C. LE and GT 16","West Germany","","","",""
"3 on scale 1-7 ","2014","Couple + C. LE and GT 16","East Germany","","","",""
"4 on scale 1-7","2014","1-pers.-HH","West Germany","","","",""
"4 on scale 1-7","2014","1-pers.-HH","East Germany","","","",""
"4 on scale 1-7","2014","(Married) couple without C. ","West Germany","","","",""
"4 on scale 1-7","2014","(Married) couple without C. ","East Germany","","","",""
"4 on scale 1-7","2014","Single parent ","West Germany","","","",""
"4 on scale 1-7","2014","Single parent ","East Germany","","","",""
"4 on scale 1-7","2014","Couple + C. LE 16 ","West Germany","","","",""
"4 on scale 1-7","2014","Couple + C. LE 16 ","East Germany","","","",""
"4 on scale 1-7","2014","Couple + C. GT 16 ","West Germany","","","",""
"4 on scale 1-7","2014","Couple + C. GT 16 ","East Germany","","","",""
"4 on scale 1-7","2014","Couple + C. LE and GT 16","West Germany","","","",""
"4 on scale 1-7","2014","Couple + C. LE and GT 16","East Germany","","","",""
"5 on scale 1-7","2014","1-pers.-HH","West Germany","","","",""
"5 on scale 1-7","2014","1-pers.-HH","East Germany","","","",""
"5 on scale 1-7","2014","(Married) couple without C. ","West Germany","","","",""
"5 on scale 1-7","2014","(Married) couple without C. ","East Germany","","","",""
"5 on scale 1-7","2014","Single parent ","West Germany","","","",""
"5 on scale 1-7","2014","Single parent ","East Germany","","","",""
"5 on scale 1-7","2014","Couple + C. LE 16 ","West Germany","","","",""
"5 on scale 1-7","2014","Couple + C. LE 16 ","East Germany","","","",""
"5 on scale 1-7","2014","Couple + C. GT 16 ","West Germany","","","",""
"5 on scale 1-7","2014","Couple + C. GT 16 ","East Germany","","","",""
"5 on scale 1-7","2014","Couple + C. LE and GT 16","West Germany","","","",""
"5 on scale 1-7","2014","Couple + C. LE and GT 16","East Germany","","","",""
"6 on scale 1-7","2014","1-pers.-HH","West Germany","","","",""
"6 on scale 1-7","2014","1-pers.-HH","East Germany","","","",""
"6 on scale 1-7","2014","(Married) couple without C. ","West Germany","","","",""
"6 on scale 1-7","2014","(Married) couple without C. ","East Germany","","","",""
"6 on scale 1-7","2014","Single parent ","West Germany","","","",""
"6 on scale 1-7","2014","Single parent ","East Germany","","","",""
"6 on scale 1-7","2014","Couple + C. LE 16 ","West Germany","","","",""
"6 on scale 1-7","2014","Couple + C. LE 16 ","East Germany","","","",""
"6 on scale 1-7","2014","Couple + C. GT 16 ","West Germany","","","",""
"6 on scale 1-7","2014","Couple + C. GT 16 ","East Germany","","","",""
"6 on scale 1-7","2014","Couple + C. LE and GT 16","West Germany","","","",""
"6 on scale 1-7","2014","Couple + C. LE and GT 16","East Germany","","","",""
"7 Strongly agree","2014","1-pers.-HH","West Germany","","","",""
"7 Strongly agree","2014","1-pers.-HH","East Germany","","","",""
"7 Strongly agree","2014","(Married) couple without C. ","West Germany","","","",""
"7 Strongly agree","2014","(Married) couple without C. ","East Germany","","","",""
"7 Strongly agree","2014","Single parent ","West Germany","","","",""
"7 Strongly agree","2014","Single parent ","East Germany","","","",""
"7 Strongly agree","2014","Couple + C. LE 16 ","West Germany","","","",""
"7 Strongly agree","2014","Couple + C. LE 16 ","East Germany","","","",""
"7 Strongly agree","2014","Couple + C. GT 16 ","West Germany","","","",""
"7 Strongly agree","2014","Couple + C. GT 16 ","East Germany","","","",""
"7 Strongly agree","2014","Couple + C. LE and GT 16","West Germany","","","",""
"7 Strongly agree","2014","Couple + C. LE and GT 16","East Germany","","","",""
"1 Strongly disagree","2015","1-pers.-HH","West Germany","13","","",""
"1 Strongly disagree","2015","1-pers.-HH","East Germany","6","","",""
"1 Strongly disagree","2015","(Married) couple without C. ","West Germany","16","","",""
"1 Strongly disagree","2015","(Married) couple without C. ","East Germany","7","","",""
"1 Strongly disagree","2015","Single parent ","West Germany","14","","",""
"1 Strongly disagree","2015","Single parent ","East Germany","5","","",""
"1 Strongly disagree","2015","Couple + C. LE 16 ","West Germany","11","","",""
"1 Strongly disagree","2015","Couple + C. LE 16 ","East Germany","2","","",""
"1 Strongly disagree","2015","Couple + C. GT 16 ","West Germany","8","","",""
"1 Strongly disagree","2015","Couple + C. GT 16 ","East Germany","3","","",""
"1 Strongly disagree","2015","Couple + C. LE and GT 16","West Germany","7","","",""
"1 Strongly disagree","2015","Couple + C. LE and GT 16","East Germany","1","","",""
"2 on scale 1-7 ","2015","1-pers.-HH","West Germany","9","","",""
"2 on scale 1-7 ","2015","1-pers.-HH","East Germany","2","","",""
"2 on scale 1-7 ","2015","(Married) couple without C. ","West Germany","26","","",""
"2 on scale 1-7 ","2015","(Married) couple without C. ","East Germany","9","","",""
"2 on scale 1-7 ","2015","Single parent ","West Germany","8","","",""
"2 on scale 1-7 ","2015","Single parent ","East Germany","3","","",""
"2 on scale 1-7 ","2015","Couple + C. LE 16 ","West Germany","29","","",""
"2 on scale 1-7 ","2015","Couple + C. LE 16 ","East Germany","3","","",""
"2 on scale 1-7 ","2015","Couple + C. GT 16 ","West Germany","10","","",""
"2 on scale 1-7 ","2015","Couple + C. GT 16 ","East Germany","3","","",""
"2 on scale 1-7 ","2015","Couple + C. LE and GT 16","West Germany","20","","",""
"2 on scale 1-7 ","2015","Couple + C. LE and GT 16","East Germany","","","",""
"3 on scale 1-7 ","2015","1-pers.-HH","West Germany","20","","",""
"3 on scale 1-7 ","2015","1-pers.-HH","East Germany","9","","",""
"3 on scale 1-7 ","2015","(Married) couple without C. ","West Germany","34","0.00547737906765785","0.00359664348991981","0.00735811464539589"
"3 on scale 1-7 ","2015","(Married) couple without C. ","East Germany","12","","",""
"3 on scale 1-7 ","2015","Single parent ","West Germany","18","","",""
"3 on scale 1-7 ","2015","Single parent ","East Germany","5","","",""
"3 on scale 1-7 ","2015","Couple + C. LE 16 ","West Germany","49","0.00767728198059338","0.0053852972238807","0.00996926673730606"
"3 on scale 1-7 ","2015","Couple + C. LE 16 ","East Germany","5","","",""
"3 on scale 1-7 ","2015","Couple + C. GT 16 ","West Germany","20","","",""
"3 on scale 1-7 ","2015","Couple + C. GT 16 ","East Germany","5","","",""
"3 on scale 1-7 ","2015","Couple + C. LE and GT 16","West Germany","22","","",""
"3 on scale 1-7 ","2015","Couple + C. LE and GT 16","East Germany","3","","",""
"4 on scale 1-7","2015","1-pers.-HH","West Germany","80","0.0273758785083597","0.0213629205444493","0.0333888364722702"
"4 on scale 1-7","2015","1-pers.-HH","East Germany","21","","",""
"4 on scale 1-7","2015","(Married) couple without C. ","West Germany","158","0.0232665933192332","0.0194252030783159","0.0271079835601506"
"4 on scale 1-7","2015","(Married) couple without C. ","East Germany","59","0.0293944956347972","0.02200476197106","0.0367842292985343"
"4 on scale 1-7","2015","Single parent ","West Germany","60","0.0331128127370528","0.0251320776829299","0.0410935477911757"
"4 on scale 1-7","2015","Single parent ","East Germany","16","","",""
"4 on scale 1-7","2015","Couple + C. LE 16 ","West Germany","179","0.027610801876426","0.023308101698277","0.031913502054575"
"4 on scale 1-7","2015","Couple + C. LE 16 ","East Germany","32","0.022667092896059","0.0140384171521529","0.031295768639965"
"4 on scale 1-7","2015","Couple + C. GT 16 ","West Germany","83","0.0361543557754379","0.0287925615739852","0.0435161499768905"
"4 on scale 1-7","2015","Couple + C. GT 16 ","East Germany","11","","",""
"4 on scale 1-7","2015","Couple + C. LE and GT 16","West Germany","63","0.0245812742739","0.0176424107342891","0.0315201378135108"
"4 on scale 1-7","2015","Couple + C. LE and GT 16","East Germany","12","","",""
"5 on scale 1-7","2015","1-pers.-HH","West Germany","229","0.0841008161039827","0.0738736441406471","0.0943279880673183"
"5 on scale 1-7","2015","1-pers.-HH","East Germany","79","0.0963078795444844","0.077012599732046","0.115603159356923"
"5 on scale 1-7","2015","(Married) couple without C. ","West Germany","506","0.088689448569552","0.0814450358397954","0.0959338612993086"
"5 on scale 1-7","2015","(Married) couple without C. ","East Germany","208","0.0962195724876509","0.0833181504532052","0.109120994522097"
"5 on scale 1-7","2015","Single parent ","West Germany","142","0.0804298582226104","0.0682999354348819","0.0925597810103389"
"5 on scale 1-7","2015","Single parent ","East Germany","43","0.0756520352262321","0.0515908424050333","0.0997132280474308"
"5 on scale 1-7","2015","Couple + C. LE 16 ","West Germany","399","0.059636500619412","0.0534180030429734","0.0658549981958506"
"5 on scale 1-7","2015","Couple + C. LE 16 ","East Germany","78","0.0612542962327453","0.0473526179311142","0.0751559745343764"
"5 on scale 1-7","2015","Couple + C. GT 16 ","West Germany","201","0.088368092561154","0.0771748191173668","0.0995613660049413"
"5 on scale 1-7","2015","Couple + C. GT 16 ","East Germany","55","0.133097122344464","0.102835307802066","0.163358936886862"
"5 on scale 1-7","2015","Couple + C. LE and GT 16","West Germany","144","0.0828685466935761","0.0705147269205958","0.0952223664665564"
"5 on scale 1-7","2015","Couple + C. LE and GT 16","East Germany","15","","",""
"6 on scale 1-7","2015","1-pers.-HH","West Germany","709","0.253543963408398","0.237512972344358","0.269574954472437"
"6 on scale 1-7","2015","1-pers.-HH","East Germany","231","0.273600357560336","0.244442469531487","0.302758245589186"
"6 on scale 1-7","2015","(Married) couple without C. ","West Germany","1679","0.282490623065089","0.27101834097704","0.293962905153138"
"6 on scale 1-7","2015","(Married) couple without C. ","East Germany","605","0.30422031656203","0.284092142315834","0.324348490808227"
"6 on scale 1-7","2015","Single parent ","West Germany","462","0.236380602525986","0.217430945774291","0.255330259277682"
"6 on scale 1-7","2015","Single parent ","East Germany","105","0.251144304196032","0.211684962466484","0.290603645925581"
"6 on scale 1-7","2015","Couple + C. LE 16 ","West Germany","1480","0.29295801557142","0.281006945137267","0.304909086005574"
"6 on scale 1-7","2015","Couple + C. LE 16 ","East Germany","343","0.32784101589084","0.300627000683534","0.355055031098146"
"6 on scale 1-7","2015","Couple + C. GT 16 ","West Germany","693","0.289575976835104","0.271688886562003","0.307463067108205"
"6 on scale 1-7","2015","Couple + C. GT 16 ","East Germany","145","0.29212379000926","0.251611431061257","0.332636148957263"
"6 on scale 1-7","2015","Couple + C. LE and GT 16","West Germany","533","0.321812248890767","0.300877543094009","0.342746954687526"
"6 on scale 1-7","2015","Couple + C. LE and GT 16","East Germany","93","0.297433363782759","0.246871640283343","0.347995087282176"
"7 Strongly agree","2015","1-pers.-HH","West Germany","1769","0.617325351688955","0.59941502451141","0.6352356788665"
"7 Strongly agree","2015","1-pers.-HH","East Germany","550","0.596308418042373","0.56421837944279","0.628398456641955"
"7 Strongly agree","2015","(Married) couple without C. ","West Germany","3497","0.59197537356757","0.579451778513794","0.604498968621347"
"7 Strongly agree","2015","(Married) couple without C. ","East Germany","1107","0.553519987288568","0.531770848256277","0.575269126320859"
"7 Strongly agree","2015","Single parent ","West Germany","1227","0.630968082624276","0.609445587677194","0.652490577571358"
"7 Strongly agree","2015","Single parent ","East Germany","287","0.614273918999157","0.56998351504514","0.658564322953175"
"7 Strongly agree","2015","Couple + C. LE 16 ","West Germany","3424","0.607595457552393","0.59477345721351","0.620417457891277"
"7 Strongly agree","2015","Couple + C. LE 16 ","East Germany","680","0.584054532509635","0.555480609302787","0.612628455716483"
"7 Strongly agree","2015","Couple + C. GT 16 ","West Germany","1455","0.569092292470256","0.5495631534319","0.588621431508611"
"7 Strongly agree","2015","Couple + C. GT 16 ","East Germany","262","0.536470676744786","0.492044697324323","0.580896656165249"
"7 Strongly agree","2015","Couple + C. LE and GT 16","West Germany","1124","0.541606154673166","0.519278053548747","0.563934255797585"
"7 Strongly agree","2015","Couple + C. LE and GT 16","East Germany","190","0.626566539684604","0.573064112971412","0.680068966397796"
"1 Strongly disagree","2016","1-pers.-HH","West Germany","8","","",""
"1 Strongly disagree","2016","1-pers.-HH","East Germany","3","","",""
"1 Strongly disagree","2016","(Married) couple without C. ","West Germany","1","","",""
"1 Strongly disagree","2016","(Married) couple without C. ","East Germany","","","",""
"1 Strongly disagree","2016","Single parent ","West Germany","3","","",""
"1 Strongly disagree","2016","Single parent ","East Germany","1","","",""
"1 Strongly disagree","2016","Couple + C. LE 16 ","West Germany","9","","",""
"1 Strongly disagree","2016","Couple + C. LE 16 ","East Germany","3","","",""
"1 Strongly disagree","2016","Couple + C. GT 16 ","West Germany","","","",""
"1 Strongly disagree","2016","Couple + C. GT 16 ","East Germany","","","",""
"1 Strongly disagree","2016","Couple + C. LE and GT 16","West Germany","","","",""
"1 Strongly disagree","2016","Couple + C. LE and GT 16","East Germany","","","",""
"2 on scale 1-7 ","2016","1-pers.-HH","West Germany","4","","",""
"2 on scale 1-7 ","2016","1-pers.-HH","East Germany","","","",""
"2 on scale 1-7 ","2016","(Married) couple without C. ","West Germany","","","",""
"2 on scale 1-7 ","2016","(Married) couple without C. ","East Germany","","","",""
"2 on scale 1-7 ","2016","Single parent ","West Germany","1","","",""
"2 on scale 1-7 ","2016","Single parent ","East Germany","","","",""
"2 on scale 1-7 ","2016","Couple + C. LE 16 ","West Germany","1","","",""
"2 on scale 1-7 ","2016","Couple + C. LE 16 ","East Germany","1","","",""
"2 on scale 1-7 ","2016","Couple + C. GT 16 ","West Germany","","","",""
"2 on scale 1-7 ","2016","Couple + C. GT 16 ","East Germany","","","",""
"2 on scale 1-7 ","2016","Couple + C. LE and GT 16","West Germany","2","","",""
"2 on scale 1-7 ","2016","Couple + C. LE and GT 16","East Germany","","","",""
"3 on scale 1-7 ","2016","1-pers.-HH","West Germany","5","","",""
"3 on scale 1-7 ","2016","1-pers.-HH","East Germany","2","","",""
"3 on scale 1-7 ","2016","(Married) couple without C. ","West Germany","3","","",""
"3 on scale 1-7 ","2016","(Married) couple without C. ","East Germany","","","",""
"3 on scale 1-7 ","2016","Single parent ","West Germany","3","","",""
"3 on scale 1-7 ","2016","Single parent ","East Germany","2","","",""
"3 on scale 1-7 ","2016","Couple + C. LE 16 ","West Germany","6","","",""
"3 on scale 1-7 ","2016","Couple + C. LE 16 ","East Germany","1","","",""
"3 on scale 1-7 ","2016","Couple + C. GT 16 ","West Germany","","","",""
"3 on scale 1-7 ","2016","Couple + C. GT 16 ","East Germany","","","",""
"3 on scale 1-7 ","2016","Couple + C. LE and GT 16","West Germany","1","","",""
"3 on scale 1-7 ","2016","Couple + C. LE and GT 16","East Germany","","","",""
"4 on scale 1-7","2016","1-pers.-HH","West Germany","14","","",""
"4 on scale 1-7","2016","1-pers.-HH","East Germany","7","","",""
"4 on scale 1-7","2016","(Married) couple without C. ","West Germany","4","","",""
"4 on scale 1-7","2016","(Married) couple without C. ","East Germany","","","",""
"4 on scale 1-7","2016","Single parent ","West Germany","4","","",""
"4 on scale 1-7","2016","Single parent ","East Germany","1","","",""
"4 on scale 1-7","2016","Couple + C. LE 16 ","West Germany","10","","",""
"4 on scale 1-7","2016","Couple + C. LE 16 ","East Germany","7","","",""
"4 on scale 1-7","2016","Couple + C. GT 16 ","West Germany","1","","",""
"4 on scale 1-7","2016","Couple + C. GT 16 ","East Germany","","","",""
"4 on scale 1-7","2016","Couple + C. LE and GT 16","West Germany","2","","",""
"4 on scale 1-7","2016","Couple + C. LE and GT 16","East Germany","1","","",""
"5 on scale 1-7","2016","1-pers.-HH","West Germany","23","","",""
"5 on scale 1-7","2016","1-pers.-HH","East Germany","5","","",""
"5 on scale 1-7","2016","(Married) couple without C. ","West Germany","5","","",""
"5 on scale 1-7","2016","(Married) couple without C. ","East Germany","1","","",""
"5 on scale 1-7","2016","Single parent ","West Germany","11","","",""
"5 on scale 1-7","2016","Single parent ","East Germany","2","","",""
"5 on scale 1-7","2016","Couple + C. LE 16 ","West Germany","25","","",""
"5 on scale 1-7","2016","Couple + C. LE 16 ","East Germany","4","","",""
"5 on scale 1-7","2016","Couple + C. GT 16 ","West Germany","4","","",""
"5 on scale 1-7","2016","Couple + C. GT 16 ","East Germany","","","",""
"5 on scale 1-7","2016","Couple + C. LE and GT 16","West Germany","6","","",""
"5 on scale 1-7","2016","Couple + C. LE and GT 16","East Germany","","","",""
"6 on scale 1-7","2016","1-pers.-HH","West Germany","60","0.0887595841395426","0.068698076984069","0.108821091295016"
"6 on scale 1-7","2016","1-pers.-HH","East Germany","9","","",""
"6 on scale 1-7","2016","(Married) couple without C. ","West Germany","11","","",""
"6 on scale 1-7","2016","(Married) couple without C. ","East Germany","2","","",""
"6 on scale 1-7","2016","Single parent ","West Germany","15","","",""
"6 on scale 1-7","2016","Single parent ","East Germany","3","","",""
"6 on scale 1-7","2016","Couple + C. LE 16 ","West Germany","56","0.14106577578729","0.123803487675435","0.158328063899146"
"6 on scale 1-7","2016","Couple + C. LE 16 ","East Germany","8","","",""
"6 on scale 1-7","2016","Couple + C. GT 16 ","West Germany","2","","",""
"6 on scale 1-7","2016","Couple + C. GT 16 ","East Germany","","","",""
"6 on scale 1-7","2016","Couple + C. LE and GT 16","West Germany","12","","",""
"6 on scale 1-7","2016","Couple + C. LE and GT 16","East Germany","","","",""
"7 Strongly agree","2016","1-pers.-HH","West Germany","658","0.83816398199818","0.812183839431206","0.864144124565155"
"7 Strongly agree","2016","1-pers.-HH","East Germany","159","0.85041351607893","0.799018207150401","0.90180882500746"
"7 Strongly agree","2016","(Married) couple without C. ","West Germany","121","0.48428721035357","0.402944331104775","0.565630089602365"
"7 Strongly agree","2016","(Married) couple without C. ","East Germany","23","","",""
"7 Strongly agree","2016","Single parent ","West Germany","230","0.718874177900864","0.664951770720686","0.772796585081043"
"7 Strongly agree","2016","Single parent ","East Germany","74","0.888414617147979","0.820678461227406","0.956150773068553"
"7 Strongly agree","2016","Couple + C. LE 16 ","West Germany","1455","0.812695713858672","0.79334729775449","0.832044129962854"
"7 Strongly agree","2016","Couple + C. LE 16 ","East Germany","290","0.838014923660504","0.797263137772767","0.878766709548242"
"7 Strongly agree","2016","Couple + C. GT 16 ","West Germany","67","0.641064752007944","0.531772031931881","0.750357472084008"
"7 Strongly agree","2016","Couple + C. GT 16 ","East Germany","8","","",""
"7 Strongly agree","2016","Couple + C. LE and GT 16","West Germany","329","0.885016257995466","0.851691223872296","0.918341292118637"
"7 Strongly agree","2016","Couple + C. LE and GT 16","East Germany","58","0.975422899232395","0.935915004881541","1.01493079358325"
"1 Strongly disagree","2017","1-pers.-HH","West Germany","2","","",""
"1 Strongly disagree","2017","1-pers.-HH","East Germany","","","",""
"1 Strongly disagree","2017","(Married) couple without C. ","West Germany","","","",""
"1 Strongly disagree","2017","(Married) couple without C. ","East Germany","","","",""
"1 Strongly disagree","2017","Single parent ","West Germany","","","",""
"1 Strongly disagree","2017","Single parent ","East Germany","","","",""
"1 Strongly disagree","2017","Couple + C. LE 16 ","West Germany","2","","",""
"1 Strongly disagree","2017","Couple + C. LE 16 ","East Germany","","","",""
"1 Strongly disagree","2017","Couple + C. GT 16 ","West Germany","","","",""
"1 Strongly disagree","2017","Couple + C. GT 16 ","East Germany","","","",""
"1 Strongly disagree","2017","Couple + C. LE and GT 16","West Germany","","","",""
"1 Strongly disagree","2017","Couple + C. LE and GT 16","East Germany","","","",""
"2 on scale 1-7 ","2017","1-pers.-HH","West Germany","","","",""
"2 on scale 1-7 ","2017","1-pers.-HH","East Germany","","","",""
"2 on scale 1-7 ","2017","(Married) couple without C. ","West Germany","","","",""
"2 on scale 1-7 ","2017","(Married) couple without C. ","East Germany","","","",""
"2 on scale 1-7 ","2017","Single parent ","West Germany","","","",""
"2 on scale 1-7 ","2017","Single parent ","East Germany","","","",""
"2 on scale 1-7 ","2017","Couple + C. LE 16 ","West Germany","1","","",""
"2 on scale 1-7 ","2017","Couple + C. LE 16 ","East Germany","","","",""
"2 on scale 1-7 ","2017","Couple + C. GT 16 ","West Germany","","","",""
"2 on scale 1-7 ","2017","Couple + C. GT 16 ","East Germany","","","",""
"2 on scale 1-7 ","2017","Couple + C. LE and GT 16","West Germany","","","",""
"2 on scale 1-7 ","2017","Couple + C. LE and GT 16","East Germany","","","",""
"3 on scale 1-7 ","2017","1-pers.-HH","West Germany","2","","",""
"3 on scale 1-7 ","2017","1-pers.-HH","East Germany","","","",""
"3 on scale 1-7 ","2017","(Married) couple without C. ","West Germany","","","",""
"3 on scale 1-7 ","2017","(Married) couple without C. ","East Germany","","","",""
"3 on scale 1-7 ","2017","Single parent ","West Germany","","","",""
"3 on scale 1-7 ","2017","Single parent ","East Germany","","","",""
"3 on scale 1-7 ","2017","Couple + C. LE 16 ","West Germany","1","","",""
"3 on scale 1-7 ","2017","Couple + C. LE 16 ","East Germany","","","",""
"3 on scale 1-7 ","2017","Couple + C. GT 16 ","West Germany","1","","",""
"3 on scale 1-7 ","2017","Couple + C. GT 16 ","East Germany","","","",""
"3 on scale 1-7 ","2017","Couple + C. LE and GT 16","West Germany","1","","",""
"3 on scale 1-7 ","2017","Couple + C. LE and GT 16","East Germany","","","",""
"4 on scale 1-7","2017","1-pers.-HH","West Germany","2","","",""
"4 on scale 1-7","2017","1-pers.-HH","East Germany","1","","",""
"4 on scale 1-7","2017","(Married) couple without C. ","West Germany","","","",""
"4 on scale 1-7","2017","(Married) couple without C. ","East Germany","","","",""
"4 on scale 1-7","2017","Single parent ","West Germany","1","","",""
"4 on scale 1-7","2017","Single parent ","East Germany","","","",""
"4 on scale 1-7","2017","Couple + C. LE 16 ","West Germany","11","","",""
"4 on scale 1-7","2017","Couple + C. LE 16 ","East Germany","","","",""
"4 on scale 1-7","2017","Couple + C. GT 16 ","West Germany","","","",""
"4 on scale 1-7","2017","Couple + C. GT 16 ","East Germany","1","","",""
"4 on scale 1-7","2017","Couple + C. LE and GT 16","West Germany","3","","",""
"4 on scale 1-7","2017","Couple + C. LE and GT 16","East Germany","1","","",""
"5 on scale 1-7","2017","1-pers.-HH","West Germany","16","","",""
"5 on scale 1-7","2017","1-pers.-HH","East Germany","2","","",""
"5 on scale 1-7","2017","(Married) couple without C. ","West Germany","","","",""
"5 on scale 1-7","2017","(Married) couple without C. ","East Germany","","","",""
"5 on scale 1-7","2017","Single parent ","West Germany","3","","",""
"5 on scale 1-7","2017","Single parent ","East Germany","1","","",""
"5 on scale 1-7","2017","Couple + C. LE 16 ","West Germany","25","","",""
"5 on scale 1-7","2017","Couple + C. LE 16 ","East Germany","1","","",""
"5 on scale 1-7","2017","Couple + C. GT 16 ","West Germany","","","",""
"5 on scale 1-7","2017","Couple + C. GT 16 ","East Germany","","","",""
"5 on scale 1-7","2017","Couple + C. LE and GT 16","West Germany","6","","",""
"5 on scale 1-7","2017","Couple + C. LE and GT 16","East Germany","","","",""
"6 on scale 1-7","2017","1-pers.-HH","West Germany","30","0.057958401974761","0.0377971971514333","0.0781196067980886"
"6 on scale 1-7","2017","1-pers.-HH","East Germany","3","","",""
"6 on scale 1-7","2017","(Married) couple without C. ","West Germany","12","","",""
"6 on scale 1-7","2017","(Married) couple without C. ","East Germany","","","",""
"6 on scale 1-7","2017","Single parent ","West Germany","18","","",""
"6 on scale 1-7","2017","Single parent ","East Germany","1","","",""
"6 on scale 1-7","2017","Couple + C. LE 16 ","West Germany","88","0.107799083691987","0.0881402380808357","0.127457929303138"
"6 on scale 1-7","2017","Couple + C. LE 16 ","East Germany","10","","",""
"6 on scale 1-7","2017","Couple + C. GT 16 ","West Germany","5","","",""
"6 on scale 1-7","2017","Couple + C. GT 16 ","East Germany","","","",""
"6 on scale 1-7","2017","Couple + C. LE and GT 16","West Germany","18","","",""
"6 on scale 1-7","2017","Couple + C. LE and GT 16","East Germany","3","","",""
