"plh0206i01","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2010","Mecklenburg-Western Pomerania","middle vocational","16","","",""
"5 on scale 1-7","2010","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"5 on scale 1-7","2010","Mecklenburg-Western Pomerania","higher vocational","4","","",""
"5 on scale 1-7","2010","Mecklenburg-Western Pomerania","higher education","12","","",""
"5 on scale 1-7","2010","Saxony","in school","3","","",""
"5 on scale 1-7","2010","Saxony","inadequately","","","",""
"5 on scale 1-7","2010","Saxony","general elemantary","7","","",""
"5 on scale 1-7","2010","Saxony","middle vocational","74","0.0926683646815803","0.0706130718890219","0.114723657474139"
"5 on scale 1-7","2010","Saxony","vocational + Abi","3","","",""
"5 on scale 1-7","2010","Saxony","higher vocational","14","","",""
"5 on scale 1-7","2010","Saxony","higher education","25","","",""
"5 on scale 1-7","2010","Saxony-Anhalt","in school","1","","",""
"5 on scale 1-7","2010","Saxony-Anhalt","inadequately","2","","",""
"5 on scale 1-7","2010","Saxony-Anhalt","general elemantary","5","","",""
"5 on scale 1-7","2010","Saxony-Anhalt","middle vocational","41","0.112241592089002","0.0802499453048771","0.144233238873126"
"5 on scale 1-7","2010","Saxony-Anhalt","vocational + Abi","1","","",""
"5 on scale 1-7","2010","Saxony-Anhalt","higher vocational","8","","",""
"5 on scale 1-7","2010","Saxony-Anhalt","higher education","6","","",""
"5 on scale 1-7","2010","Thuringia","in school","","","",""
"5 on scale 1-7","2010","Thuringia","inadequately","","","",""
"5 on scale 1-7","2010","Thuringia","general elemantary","5","","",""
"5 on scale 1-7","2010","Thuringia","middle vocational","85","0.165994766969577","0.132103392517683","0.199886141421471"
"5 on scale 1-7","2010","Thuringia","vocational + Abi","2","","",""
"5 on scale 1-7","2010","Thuringia","higher vocational","5","","",""
"5 on scale 1-7","2010","Thuringia","higher education","13","","",""
"6 on scale 1-7","2010","Schleswig-Holstein","in school","2","","",""
"6 on scale 1-7","2010","Schleswig-Holstein","inadequately","2","","",""
"6 on scale 1-7","2010","Schleswig-Holstein","general elemantary","13","","",""
"6 on scale 1-7","2010","Schleswig-Holstein","middle vocational","47","0.22381112283146","0.171189515411721","0.276432730251198"
"6 on scale 1-7","2010","Schleswig-Holstein","vocational + Abi","9","","",""
"6 on scale 1-7","2010","Schleswig-Holstein","higher vocational","8","","",""
"6 on scale 1-7","2010","Schleswig-Holstein","higher education","24","","",""
"6 on scale 1-7","2010","Hamburg","in school","1","","",""
"6 on scale 1-7","2010","Hamburg","inadequately","","","",""
"6 on scale 1-7","2010","Hamburg","general elemantary","8","","",""
"6 on scale 1-7","2010","Hamburg","middle vocational","33","0.211314661952499","0.136374890435135","0.286254433469863"
"6 on scale 1-7","2010","Hamburg","vocational + Abi","7","","",""
"6 on scale 1-7","2010","Hamburg","higher vocational","8","","",""
"6 on scale 1-7","2010","Hamburg","higher education","31","0.355087025025975","0.253948451411328","0.456225598640623"
"6 on scale 1-7","2010","Lower Saxony","in school","10","","",""
"6 on scale 1-7","2010","Lower Saxony","inadequately","4","","",""
"6 on scale 1-7","2010","Lower Saxony","general elemantary","34","0.201074230045299","0.140824507338011","0.261323952752588"
"6 on scale 1-7","2010","Lower Saxony","middle vocational","190","0.230073060963858","0.200889899073247","0.25925622285447"
"6 on scale 1-7","2010","Lower Saxony","vocational + Abi","23","","",""
"6 on scale 1-7","2010","Lower Saxony","higher vocational","18","","",""
"6 on scale 1-7","2010","Lower Saxony","higher education","73","0.195876398437236","0.150433425005976","0.241319371868496"
"6 on scale 1-7","2010","Bremen","in school","1","","",""
"6 on scale 1-7","2010","Bremen","inadequately","","","",""
"6 on scale 1-7","2010","Bremen","general elemantary","4","","",""
"6 on scale 1-7","2010","Bremen","middle vocational","8","","",""
"6 on scale 1-7","2010","Bremen","vocational + Abi","1","","",""
"6 on scale 1-7","2010","Bremen","higher vocational","","","",""
"6 on scale 1-7","2010","Bremen","higher education","6","","",""
"6 on scale 1-7","2010","North Rhine-Westphalia","in school","24","","",""
"6 on scale 1-7","2010","North Rhine-Westphalia","inadequately","16","","",""
"6 on scale 1-7","2010","North Rhine-Westphalia","general elemantary","86","0.22706053155265","0.184828131951981","0.269292931153318"
"6 on scale 1-7","2010","North Rhine-Westphalia","middle vocational","421","0.252922449402938","0.231774641163019","0.274070257642856"
"6 on scale 1-7","2010","North Rhine-Westphalia","vocational + Abi","76","0.226321663825275","0.17536024734848","0.27728308030207"
"6 on scale 1-7","2010","North Rhine-Westphalia","higher vocational","75","0.398992947523049","0.33703958767977","0.460946307366329"
"6 on scale 1-7","2010","North Rhine-Westphalia","higher education","197","0.281315784968764","0.247717278235588","0.31491429170194"
"6 on scale 1-7","2010","Hesse","in school","7","","",""
"6 on scale 1-7","2010","Hesse","inadequately","2","","",""
"6 on scale 1-7","2010","Hesse","general elemantary","24","","",""
"6 on scale 1-7","2010","Hesse","middle vocational","109","0.208875323955146","0.173629824062994","0.244120823847298"
"6 on scale 1-7","2010","Hesse","vocational + Abi","20","","",""
"6 on scale 1-7","2010","Hesse","higher vocational","20","","",""
"6 on scale 1-7","2010","Hesse","higher education","95","0.325750923612779","0.272718622531537","0.378783224694022"
"6 on scale 1-7","2010","Rhineland-Palatinate,Saarland","in school","4","","",""
"6 on scale 1-7","2010","Rhineland-Palatinate,Saarland","inadequately","","","",""
"6 on scale 1-7","2010","Rhineland-Palatinate,Saarland","general elemantary","35","0.311207598860391","0.237361273845093","0.385053923875689"
"6 on scale 1-7","2010","Rhineland-Palatinate,Saarland","middle vocational","94","0.204865323923829","0.168759102057151","0.240971545790507"
"6 on scale 1-7","2010","Rhineland-Palatinate,Saarland","vocational + Abi","15","","",""
"6 on scale 1-7","2010","Rhineland-Palatinate,Saarland","higher vocational","22","","",""
"6 on scale 1-7","2010","Rhineland-Palatinate,Saarland","higher education","46","0.409276597047144","0.332849023226919","0.48570417086737"
"6 on scale 1-7","2010","Baden-Württemberg","in school","14","","",""
"6 on scale 1-7","2010","Baden-Württemberg","inadequately","7","","",""
"6 on scale 1-7","2010","Baden-Württemberg","general elemantary","82","0.257379816552499","0.20372006980973","0.311039563295269"
"6 on scale 1-7","2010","Baden-Württemberg","middle vocational","284","0.268289452502327","0.239798190181912","0.296780714822742"
"6 on scale 1-7","2010","Baden-Württemberg","vocational + Abi","30","0.28124825896216","0.199429389823999","0.36306712810032"
"6 on scale 1-7","2010","Baden-Württemberg","higher vocational","41","0.2955756721086","0.221560086575338","0.369591257641861"
"6 on scale 1-7","2010","Baden-Württemberg","higher education","129","0.315323773996421","0.271406553577954","0.359240994414889"
"6 on scale 1-7","2010","Bavaria","in school","19","","",""
"6 on scale 1-7","2010","Bavaria","inadequately","4","","",""
"6 on scale 1-7","2010","Bavaria","general elemantary","64","0.243060427276478","0.189459997576472","0.296660856976484"
"6 on scale 1-7","2010","Bavaria","middle vocational","357","0.273358366760491","0.248671143152146","0.298045590368835"
"6 on scale 1-7","2010","Bavaria","vocational + Abi","41","0.32162677256604","0.239078881655978","0.404174663476103"
"6 on scale 1-7","2010","Bavaria","higher vocational","47","0.197242940294837","0.140210745046519","0.254275135543155"
"6 on scale 1-7","2010","Bavaria","higher education","165","0.317683984998362","0.277237606353973","0.358130363642752"
"6 on scale 1-7","2010","Berlin","in school","3","","",""
"6 on scale 1-7","2010","Berlin","inadequately","2","","",""
"6 on scale 1-7","2010","Berlin","general elemantary","13","","",""
"6 on scale 1-7","2010","Berlin","middle vocational","69","0.235251374420651","0.183694467536894","0.286808281304407"
"6 on scale 1-7","2010","Berlin","vocational + Abi","7","","",""
"6 on scale 1-7","2010","Berlin","higher vocational","16","","",""
"6 on scale 1-7","2010","Berlin","higher education","73","0.283443781006171","0.227126829419248","0.339760732593095"
"6 on scale 1-7","2010","Brandenburg","in school","3","","",""
"6 on scale 1-7","2010","Brandenburg","inadequately","","","",""
"6 on scale 1-7","2010","Brandenburg","general elemantary","9","","",""
"6 on scale 1-7","2010","Brandenburg","middle vocational","78","0.223801708264853","0.179693535103283","0.267909881426424"
"6 on scale 1-7","2010","Brandenburg","vocational + Abi","14","","",""
"6 on scale 1-7","2010","Brandenburg","higher vocational","22","","",""
"6 on scale 1-7","2010","Brandenburg","higher education","64","0.274220034124086","0.214999554218285","0.333440514029887"
"6 on scale 1-7","2010","Mecklenburg-Western Pomerania","in school","2","","",""
"6 on scale 1-7","2010","Mecklenburg-Western Pomerania","inadequately","1","","",""
"6 on scale 1-7","2010","Mecklenburg-Western Pomerania","general elemantary","5","","",""
"6 on scale 1-7","2010","Mecklenburg-Western Pomerania","middle vocational","71","0.297200862599963","0.237483932358109","0.356917792841818"
"6 on scale 1-7","2010","Mecklenburg-Western Pomerania","vocational + Abi","5","","",""
"6 on scale 1-7","2010","Mecklenburg-Western Pomerania","higher vocational","13","","",""
"6 on scale 1-7","2010","Mecklenburg-Western Pomerania","higher education","37","0.327717604654098","0.245432952067847","0.410002257240348"
"6 on scale 1-7","2010","Saxony","in school","1","","",""
"6 on scale 1-7","2010","Saxony","inadequately","","","",""
"6 on scale 1-7","2010","Saxony","general elemantary","24","","",""
"6 on scale 1-7","2010","Saxony","middle vocational","171","0.257072903372854","0.223832575272093","0.290313231473614"
"6 on scale 1-7","2010","Saxony","vocational + Abi","19","","",""
"6 on scale 1-7","2010","Saxony","higher vocational","30","0.266373430769648","0.184503945941741","0.348242915597554"
"6 on scale 1-7","2010","Saxony","higher education","99","0.275477098827672","0.227202469132828","0.323751728522516"
"6 on scale 1-7","2010","Saxony-Anhalt","in school","1","","",""
"6 on scale 1-7","2010","Saxony-Anhalt","inadequately","2","","",""
"6 on scale 1-7","2010","Saxony-Anhalt","general elemantary","12","","",""
"6 on scale 1-7","2010","Saxony-Anhalt","middle vocational","91","0.237157662761307","0.194050616578454","0.280264708944161"
"6 on scale 1-7","2010","Saxony-Anhalt","vocational + Abi","7","","",""
"6 on scale 1-7","2010","Saxony-Anhalt","higher vocational","14","","",""
"6 on scale 1-7","2010","Saxony-Anhalt","higher education","56","0.295236811482605","0.229147777296963","0.361325845668247"
"6 on scale 1-7","2010","Thuringia","in school","2","","",""
"6 on scale 1-7","2010","Thuringia","inadequately","1","","",""
"6 on scale 1-7","2010","Thuringia","general elemantary","17","","",""
"6 on scale 1-7","2010","Thuringia","middle vocational","122","0.268042170345985","0.227696011990117","0.308388328701853"
"6 on scale 1-7","2010","Thuringia","vocational + Abi","8","","",""
"6 on scale 1-7","2010","Thuringia","higher vocational","13","","",""
"6 on scale 1-7","2010","Thuringia","higher education","44","0.243473415746992","0.177384526175512","0.309562305318473"
"7 Strongly agree","2010","Schleswig-Holstein","in school","5","","",""
"7 Strongly agree","2010","Schleswig-Holstein","inadequately","2","","",""
"7 Strongly agree","2010","Schleswig-Holstein","general elemantary","29","","",""
"7 Strongly agree","2010","Schleswig-Holstein","middle vocational","155","0.650378045304695","0.590174529497316","0.710581561112075"
"7 Strongly agree","2010","Schleswig-Holstein","vocational + Abi","16","","",""
"7 Strongly agree","2010","Schleswig-Holstein","higher vocational","24","","",""
"7 Strongly agree","2010","Schleswig-Holstein","higher education","41","0.385083351768848","0.27268308549356","0.497483618044136"
"7 Strongly agree","2010","Hamburg","in school","5","","",""
"7 Strongly agree","2010","Hamburg","inadequately","1","","",""
"7 Strongly agree","2010","Hamburg","general elemantary","6","","",""
"7 Strongly agree","2010","Hamburg","middle vocational","70","0.71822482279049","0.635644374417092","0.800805271163889"
"7 Strongly agree","2010","Hamburg","vocational + Abi","11","","",""
"7 Strongly agree","2010","Hamburg","higher vocational","13","","",""
"7 Strongly agree","2010","Hamburg","higher education","50","0.616543237024398","0.513779749323324","0.719306724725472"
"7 Strongly agree","2010","Lower Saxony","in school","16","","",""
"7 Strongly agree","2010","Lower Saxony","inadequately","7","","",""
"7 Strongly agree","2010","Lower Saxony","general elemantary","101","0.593751794078361","0.519923671297542","0.66757991685918"
"7 Strongly agree","2010","Lower Saxony","middle vocational","495","0.635912551682909","0.602548694495572","0.669276408870246"
"7 Strongly agree","2010","Lower Saxony","vocational + Abi","56","0.55049929370163","0.445365475383937","0.655633112019324"
"7 Strongly agree","2010","Lower Saxony","higher vocational","71","0.747062342296493","0.661863585070725","0.832261099522262"
"7 Strongly agree","2010","Lower Saxony","higher education","199","0.753485881587709","0.704137519905705","0.802834243269713"
"7 Strongly agree","2010","Bremen","in school","1","","",""
"7 Strongly agree","2010","Bremen","inadequately","","","",""
"7 Strongly agree","2010","Bremen","general elemantary","8","","",""
"7 Strongly agree","2010","Bremen","middle vocational","38","0.685399807734482","0.556689132158464","0.8141104833105"
"7 Strongly agree","2010","Bremen","vocational + Abi","6","","",""
"7 Strongly agree","2010","Bremen","higher vocational","4","","",""
"7 Strongly agree","2010","Bremen","higher education","22","","",""
"7 Strongly agree","2010","North Rhine-Westphalia","in school","42","0.594321257934221","0.483194353425054","0.705448162443389"
"7 Strongly agree","2010","North Rhine-Westphalia","inadequately","23","","",""
"7 Strongly agree","2010","North Rhine-Westphalia","general elemantary","228","0.579940363091241","0.530183918987166","0.629696807195317"
"7 Strongly agree","2010","North Rhine-Westphalia","middle vocational","996","0.615543213476431","0.591876286508296","0.639210140444565"
"7 Strongly agree","2010","North Rhine-Westphalia","vocational + Abi","162","0.62876228224595","0.56992298231419","0.68760158217771"
"7 Strongly agree","2010","North Rhine-Westphalia","higher vocational","137","0.501576377156238","0.438319125948601","0.564833628363874"
"7 Strongly agree","2010","North Rhine-Westphalia","higher education","422","0.59908390143593","0.562463386708278","0.635704416163583"
"7 Strongly agree","2010","Hesse","in school","10","","",""
"7 Strongly agree","2010","Hesse","inadequately","4","","",""
"7 Strongly agree","2010","Hesse","general elemantary","70","0.582781898472665","0.491460263573175","0.674103533372155"
"7 Strongly agree","2010","Hesse","middle vocational","333","0.631240132141957","0.589408311443805","0.673071952840109"
"7 Strongly agree","2010","Hesse","vocational + Abi","56","0.491763904932539","0.386713061933353","0.596814747931724"
"7 Strongly agree","2010","Hesse","higher vocational","38","0.572482976468085","0.454023806700385","0.690942146235785"
"7 Strongly agree","2010","Hesse","higher education","178","0.586369565929094","0.530640801141123","0.642098330717064"
"7 Strongly agree","2010","Rhineland-Palatinate,Saarland","in school","7","","",""
"7 Strongly agree","2010","Rhineland-Palatinate,Saarland","inadequately","9","","",""
"7 Strongly agree","2010","Rhineland-Palatinate,Saarland","general elemantary","98","0.569739745394707","0.490769499392981","0.648709991396434"
"7 Strongly agree","2010","Rhineland-Palatinate,Saarland","middle vocational","333","0.697651197784637","0.65656454417544","0.738737851393835"
"7 Strongly agree","2010","Rhineland-Palatinate,Saarland","vocational + Abi","28","","",""
"7 Strongly agree","2010","Rhineland-Palatinate,Saarland","higher vocational","46","0.670695886947202","0.563619519286879","0.777772254607524"
"7 Strongly agree","2010","Rhineland-Palatinate,Saarland","higher education","94","0.448312226030835","0.371010979000645","0.525613473061026"
"7 Strongly agree","2010","Baden-Württemberg","in school","11","","",""
"7 Strongly agree","2010","Baden-Württemberg","inadequately","11","","",""
"7 Strongly agree","2010","Baden-Württemberg","general elemantary","132","0.557354583668365","0.496390819407939","0.61831834792879"
"7 Strongly agree","2010","Baden-Württemberg","middle vocational","532","0.605659060122133","0.574232975416836","0.63708514482743"
"7 Strongly agree","2010","Baden-Württemberg","vocational + Abi","67","0.582570884228286","0.492831134671282","0.672310633785289"
"7 Strongly agree","2010","Baden-Württemberg","higher vocational","93","0.628350618754128","0.549964458020313","0.706736779487944"
"7 Strongly agree","2010","Baden-Württemberg","higher education","259","0.578075931811199","0.531396726140323","0.624755137482076"
"7 Strongly agree","2010","Bavaria","in school","23","","",""
"7 Strongly agree","2010","Bavaria","inadequately","5","","",""
"7 Strongly agree","2010","Bavaria","general elemantary","131","0.547822540454034","0.485627616517448","0.61001746439062"
"7 Strongly agree","2010","Bavaria","middle vocational","722","0.587969025055501","0.560705118581961","0.61523293152904"
"7 Strongly agree","2010","Bavaria","vocational + Abi","65","0.550483161725255","0.462572704844527","0.638393618605983"
"7 Strongly agree","2010","Bavaria","higher vocational","128","0.71823908773344","0.653762480265721","0.78271569520116"
"7 Strongly agree","2010","Bavaria","higher education","280","0.568690404358141","0.525665322013557","0.611715486702724"
"7 Strongly agree","2010","Berlin","in school","6","","",""
"7 Strongly agree","2010","Berlin","inadequately","4","","",""
"7 Strongly agree","2010","Berlin","general elemantary","17","","",""
"7 Strongly agree","2010","Berlin","middle vocational","156","0.639952218979622","0.581605658300943","0.698298779658301"
"7 Strongly agree","2010","Berlin","vocational + Abi","20","","",""
"7 Strongly agree","2010","Berlin","higher vocational","30","0.515044652130687","0.380494722883663","0.64959458137771"
"7 Strongly agree","2010","Berlin","higher education","138","0.589065779479664","0.527583694225802","0.650547864733527"
"7 Strongly agree","2010","Brandenburg","in school","7","","",""
"7 Strongly agree","2010","Brandenburg","inadequately","","","",""
"7 Strongly agree","2010","Brandenburg","general elemantary","29","","",""
"7 Strongly agree","2010","Brandenburg","middle vocational","212","0.647683931427766","0.597130712059053","0.698237150796479"
"7 Strongly agree","2010","Brandenburg","vocational + Abi","17","","",""
"7 Strongly agree","2010","Brandenburg","higher vocational","30","0.421674789224948","0.294585492953348","0.548764085496548"
"7 Strongly agree","2010","Brandenburg","higher education","133","0.592190294076405","0.526955504526299","0.657425083626512"
"7 Strongly agree","2010","Mecklenburg-Western Pomerania","in school","3","","",""
"7 Strongly agree","2010","Mecklenburg-Western Pomerania","inadequately","1","","",""
"7 Strongly agree","2010","Mecklenburg-Western Pomerania","general elemantary","10","","",""
"7 Strongly agree","2010","Mecklenburg-Western Pomerania","middle vocational","129","0.595017227838982","0.530875614930247","0.659158840747718"
"7 Strongly agree","2010","Mecklenburg-Western Pomerania","vocational + Abi","2","","",""
"7 Strongly agree","2010","Mecklenburg-Western Pomerania","higher vocational","19","","",""
"7 Strongly agree","2010","Mecklenburg-Western Pomerania","higher education","73","0.579683539915531","0.493151534694257","0.666215545136806"
"7 Strongly agree","2010","Saxony","in school","3","","",""
"7 Strongly agree","2010","Saxony","inadequately","1","","",""
"7 Strongly agree","2010","Saxony","general elemantary","29","","",""
"7 Strongly agree","2010","Saxony","middle vocational","391","0.595786553886025","0.558460267987456","0.633112839784594"
"7 Strongly agree","2010","Saxony","vocational + Abi","29","","",""
"7 Strongly agree","2010","Saxony","higher vocational","64","0.630292736179112","0.540892385474807","0.719693086883417"
"7 Strongly agree","2010","Saxony","higher education","190","0.615758946593724","0.563198700561691","0.668319192625758"
"7 Strongly agree","2010","Saxony-Anhalt","in school","2","","",""
"7 Strongly agree","2010","Saxony-Anhalt","inadequately","2","","",""
"7 Strongly agree","2010","Saxony-Anhalt","general elemantary","24","","",""
"7 Strongly agree","2010","Saxony-Anhalt","middle vocational","226","0.602007982167535","0.552400110399346","0.651615853935724"
"7 Strongly agree","2010","Saxony-Anhalt","vocational + Abi","19","","",""
"7 Strongly agree","2010","Saxony-Anhalt","higher vocational","42","0.681617289334426","0.569228974305578","0.794005604363274"
"7 Strongly agree","2010","Saxony-Anhalt","higher education","118","0.660183956678867","0.5915598081816","0.728808105176135"
"7 Strongly agree","2010","Thuringia","in school","","","",""
"7 Strongly agree","2010","Thuringia","inadequately","","","",""
"7 Strongly agree","2010","Thuringia","general elemantary","16","","",""
"7 Strongly agree","2010","Thuringia","middle vocational","231","0.520422436924172","0.474916817563021","0.565928056285323"
"7 Strongly agree","2010","Thuringia","vocational + Abi","9","","",""
"7 Strongly agree","2010","Thuringia","higher vocational","30","0.549654256767521","0.413107675276648","0.686200838258395"
"7 Strongly agree","2010","Thuringia","higher education","98","0.64570271078357","0.572049649339622","0.719355772227517"
"1 Strongly disagree","2011","Schleswig-Holstein","in school","","","",""
"1 Strongly disagree","2011","Schleswig-Holstein","inadequately","","","",""
"1 Strongly disagree","2011","Schleswig-Holstein","general elemantary","","","",""
"1 Strongly disagree","2011","Schleswig-Holstein","middle vocational","","","",""
"1 Strongly disagree","2011","Schleswig-Holstein","vocational + Abi","","","",""
"1 Strongly disagree","2011","Schleswig-Holstein","higher vocational","","","",""
"1 Strongly disagree","2011","Schleswig-Holstein","higher education","","","",""
"1 Strongly disagree","2011","Hamburg","in school","","","",""
"1 Strongly disagree","2011","Hamburg","inadequately","","","",""
"1 Strongly disagree","2011","Hamburg","general elemantary","","","",""
"1 Strongly disagree","2011","Hamburg","middle vocational","","","",""
"1 Strongly disagree","2011","Hamburg","vocational + Abi","","","",""
"1 Strongly disagree","2011","Hamburg","higher vocational","","","",""
"1 Strongly disagree","2011","Hamburg","higher education","","","",""
"1 Strongly disagree","2011","Lower Saxony","in school","","","",""
"1 Strongly disagree","2011","Lower Saxony","inadequately","","","",""
"1 Strongly disagree","2011","Lower Saxony","general elemantary","","","",""
"1 Strongly disagree","2011","Lower Saxony","middle vocational","","","",""
"1 Strongly disagree","2011","Lower Saxony","vocational + Abi","","","",""
"1 Strongly disagree","2011","Lower Saxony","higher vocational","","","",""
"1 Strongly disagree","2011","Lower Saxony","higher education","","","",""
"1 Strongly disagree","2011","Bremen","in school","","","",""
"1 Strongly disagree","2011","Bremen","inadequately","","","",""
"1 Strongly disagree","2011","Bremen","general elemantary","","","",""
"1 Strongly disagree","2011","Bremen","middle vocational","","","",""
"1 Strongly disagree","2011","Bremen","vocational + Abi","","","",""
"1 Strongly disagree","2011","Bremen","higher vocational","","","",""
"1 Strongly disagree","2011","Bremen","higher education","","","",""
"1 Strongly disagree","2011","North Rhine-Westphalia","in school","","","",""
"1 Strongly disagree","2011","North Rhine-Westphalia","inadequately","","","",""
"1 Strongly disagree","2011","North Rhine-Westphalia","general elemantary","","","",""
"1 Strongly disagree","2011","North Rhine-Westphalia","middle vocational","","","",""
"1 Strongly disagree","2011","North Rhine-Westphalia","vocational + Abi","","","",""
"1 Strongly disagree","2011","North Rhine-Westphalia","higher vocational","","","",""
"1 Strongly disagree","2011","North Rhine-Westphalia","higher education","","","",""
"1 Strongly disagree","2011","Hesse","in school","","","",""
"1 Strongly disagree","2011","Hesse","inadequately","","","",""
"1 Strongly disagree","2011","Hesse","general elemantary","","","",""
"1 Strongly disagree","2011","Hesse","middle vocational","","","",""
"1 Strongly disagree","2011","Hesse","vocational + Abi","","","",""
"1 Strongly disagree","2011","Hesse","higher vocational","","","",""
"1 Strongly disagree","2011","Hesse","higher education","","","",""
"1 Strongly disagree","2011","Rhineland-Palatinate,Saarland","in school","","","",""
"1 Strongly disagree","2011","Rhineland-Palatinate,Saarland","inadequately","","","",""
"1 Strongly disagree","2011","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"1 Strongly disagree","2011","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"1 Strongly disagree","2011","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"1 Strongly disagree","2011","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"1 Strongly disagree","2011","Rhineland-Palatinate,Saarland","higher education","","","",""
"1 Strongly disagree","2011","Baden-Württemberg","in school","","","",""
"1 Strongly disagree","2011","Baden-Württemberg","inadequately","","","",""
"1 Strongly disagree","2011","Baden-Württemberg","general elemantary","","","",""
"1 Strongly disagree","2011","Baden-Württemberg","middle vocational","","","",""
"1 Strongly disagree","2011","Baden-Württemberg","vocational + Abi","","","",""
"1 Strongly disagree","2011","Baden-Württemberg","higher vocational","","","",""
"1 Strongly disagree","2011","Baden-Württemberg","higher education","","","",""
"1 Strongly disagree","2011","Bavaria","in school","","","",""
"1 Strongly disagree","2011","Bavaria","inadequately","","","",""
"1 Strongly disagree","2011","Bavaria","general elemantary","","","",""
"1 Strongly disagree","2011","Bavaria","middle vocational","","","",""
"1 Strongly disagree","2011","Bavaria","vocational + Abi","","","",""
"1 Strongly disagree","2011","Bavaria","higher vocational","","","",""
"1 Strongly disagree","2011","Bavaria","higher education","","","",""
"1 Strongly disagree","2011","Berlin","in school","","","",""
"1 Strongly disagree","2011","Berlin","inadequately","","","",""
"1 Strongly disagree","2011","Berlin","general elemantary","","","",""
"1 Strongly disagree","2011","Berlin","middle vocational","","","",""
"1 Strongly disagree","2011","Berlin","vocational + Abi","","","",""
"1 Strongly disagree","2011","Berlin","higher vocational","","","",""
"1 Strongly disagree","2011","Berlin","higher education","","","",""
"1 Strongly disagree","2011","Brandenburg","in school","","","",""
"1 Strongly disagree","2011","Brandenburg","inadequately","","","",""
"1 Strongly disagree","2011","Brandenburg","general elemantary","","","",""
"1 Strongly disagree","2011","Brandenburg","middle vocational","","","",""
"1 Strongly disagree","2011","Brandenburg","vocational + Abi","","","",""
"1 Strongly disagree","2011","Brandenburg","higher vocational","","","",""
"1 Strongly disagree","2011","Brandenburg","higher education","","","",""
"1 Strongly disagree","2011","Mecklenburg-Western Pomerania","in school","","","",""
"1 Strongly disagree","2011","Mecklenburg-Western Pomerania","inadequately","","","",""
"1 Strongly disagree","2011","Mecklenburg-Western Pomerania","general elemantary","","","",""
"1 Strongly disagree","2011","Mecklenburg-Western Pomerania","middle vocational","","","",""
"1 Strongly disagree","2011","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"1 Strongly disagree","2011","Mecklenburg-Western Pomerania","higher vocational","","","",""
"1 Strongly disagree","2011","Mecklenburg-Western Pomerania","higher education","","","",""
"1 Strongly disagree","2011","Saxony","in school","","","",""
"1 Strongly disagree","2011","Saxony","inadequately","","","",""
"1 Strongly disagree","2011","Saxony","general elemantary","","","",""
"1 Strongly disagree","2011","Saxony","middle vocational","","","",""
"1 Strongly disagree","2011","Saxony","vocational + Abi","","","",""
"1 Strongly disagree","2011","Saxony","higher vocational","","","",""
"1 Strongly disagree","2011","Saxony","higher education","","","",""
"1 Strongly disagree","2011","Saxony-Anhalt","in school","","","",""
"1 Strongly disagree","2011","Saxony-Anhalt","inadequately","","","",""
"1 Strongly disagree","2011","Saxony-Anhalt","general elemantary","","","",""
"1 Strongly disagree","2011","Saxony-Anhalt","middle vocational","","","",""
"1 Strongly disagree","2011","Saxony-Anhalt","vocational + Abi","","","",""
"1 Strongly disagree","2011","Saxony-Anhalt","higher vocational","","","",""
"1 Strongly disagree","2011","Saxony-Anhalt","higher education","","","",""
"1 Strongly disagree","2011","Thuringia","in school","","","",""
"1 Strongly disagree","2011","Thuringia","inadequately","","","",""
"1 Strongly disagree","2011","Thuringia","general elemantary","","","",""
"1 Strongly disagree","2011","Thuringia","middle vocational","","","",""
"1 Strongly disagree","2011","Thuringia","vocational + Abi","","","",""
"1 Strongly disagree","2011","Thuringia","higher vocational","","","",""
"1 Strongly disagree","2011","Thuringia","higher education","","","",""
"2 on scale 1-7 ","2011","Schleswig-Holstein","in school","","","",""
"2 on scale 1-7 ","2011","Schleswig-Holstein","inadequately","","","",""
"2 on scale 1-7 ","2011","Schleswig-Holstein","general elemantary","","","",""
"2 on scale 1-7 ","2011","Schleswig-Holstein","middle vocational","","","",""
"2 on scale 1-7 ","2011","Schleswig-Holstein","vocational + Abi","","","",""
"2 on scale 1-7 ","2011","Schleswig-Holstein","higher vocational","","","",""
"2 on scale 1-7 ","2011","Schleswig-Holstein","higher education","","","",""
"2 on scale 1-7 ","2011","Hamburg","in school","","","",""
"2 on scale 1-7 ","2011","Hamburg","inadequately","","","",""
"2 on scale 1-7 ","2011","Hamburg","general elemantary","","","",""
"2 on scale 1-7 ","2011","Hamburg","middle vocational","","","",""
"2 on scale 1-7 ","2011","Hamburg","vocational + Abi","","","",""
"2 on scale 1-7 ","2011","Hamburg","higher vocational","","","",""
"2 on scale 1-7 ","2011","Hamburg","higher education","","","",""
"2 on scale 1-7 ","2011","Lower Saxony","in school","","","",""
"2 on scale 1-7 ","2011","Lower Saxony","inadequately","","","",""
"2 on scale 1-7 ","2011","Lower Saxony","general elemantary","","","",""
