"plh0206i01","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"3 on scale 1-7 ","2010","16-34 y.","Single parent ","1","","","","3"
"3 on scale 1-7 ","2010","16-34 y.","Couple + C. LE 16 ","1","","","","3"
"4 on scale 1-7","2010","66 and older","Single parent ","1","","","","4"
"4 on scale 1-7","2010","66 and older","Couple + C. LE 16 ","1","","","","4"
"4 on scale 1-7","2010","35-65 y.","Single parent ","9","","","","4"
"4 on scale 1-7","2010","66 and older","(Married) couple without C. ","88","0.0331820791732542","0.026313203617959","0.0400509547285494","4"
"4 on scale 1-7","2010","66 and older","Couple + C. GT 16 ","4","","","","4"
"4 on scale 1-7","2010","66 and older","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2010","16-34 y.","Couple + C. LE and GT 16","10","","","","4"
"4 on scale 1-7","2010","35-65 y.","1-pers.-HH","31","0.0311088872276601","0.0208863680194416","0.0413314064358785","4"
"4 on scale 1-7","2010","35-65 y.","(Married) couple without C. ","71","0.022686295625459","0.0173756978717353","0.0279968933791826","4"
"4 on scale 1-7","2010","35-65 y.","Couple + C. LE and GT 16","26","","","","4"
"4 on scale 1-7","2010","66 and older","1-pers.-HH","33","0.02603749349072","0.0167443156599449","0.035330671321495","4"
"4 on scale 1-7","2010","16-34 y.","1-pers.-HH","8","","","","4"
"4 on scale 1-7","2010","16-34 y.","Couple + C. GT 16 ","25","","","","4"
"4 on scale 1-7","2010","16-34 y.","Couple + C. LE 16 ","17","","","","4"
"4 on scale 1-7","2010","35-65 y.","Couple + C. LE 16 ","46","0.0226587299647889","0.0159638793959252","0.0293535805336525","4"
"4 on scale 1-7","2010","35-65 y.","Couple + C. GT 16 ","40","0.0383174061833624","0.0292056974514356","0.0474291149152892","4"
"4 on scale 1-7","2010","16-34 y.","Single parent ","17","","","","4"
"4 on scale 1-7","2010","16-34 y.","(Married) couple without C. ","14","","","","4"
"5 on scale 1-7","2010","66 and older","Single parent ","3","","","","5"
"5 on scale 1-7","2010","66 and older","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2010","66 and older","Couple + C. GT 16 ","17","","","","5"
"5 on scale 1-7","2010","35-65 y.","Single parent ","33","0.0785184372016249","0.054328739846682","0.102708134556568","5"
"5 on scale 1-7","2010","66 and older","(Married) couple without C. ","267","0.108828896052844","0.0968858759128744","0.120771916192814","5"
"5 on scale 1-7","2010","66 and older","Couple + C. LE and GT 16","1","","","","5"
"5 on scale 1-7","2010","35-65 y.","Couple + C. LE 16 ","120","0.0585270784492197","0.0479666308367851","0.0690875260616542","5"
"5 on scale 1-7","2010","16-34 y.","Couple + C. LE and GT 16","27","","","","5"
"5 on scale 1-7","2010","35-65 y.","1-pers.-HH","101","0.0768855820692343","0.0611989961996454","0.0925721679388232","5"
"5 on scale 1-7","2010","35-65 y.","(Married) couple without C. ","269","0.0904026985495948","0.0801754243829846","0.100629972716205","5"
"5 on scale 1-7","2010","35-65 y.","Couple + C. LE and GT 16","69","0.077363072442064","0.0577251490423603","0.0970009958417677","5"
"5 on scale 1-7","2010","66 and older","1-pers.-HH","106","0.0945491428094535","0.0774743759998132","0.111623909619094","5"
"5 on scale 1-7","2010","16-34 y.","1-pers.-HH","38","0.0825747843243651","0.0587571584662467","0.106392410182484","5"
"5 on scale 1-7","2010","16-34 y.","(Married) couple without C. ","53","0.0947951017422552","0.0729063866671996","0.116683816817311","5"
"5 on scale 1-7","2010","16-34 y.","Couple + C. GT 16 ","109","0.0996063730211934","0.0806820512234724","0.118530694818914","5"
"5 on scale 1-7","2010","16-34 y.","Couple + C. LE 16 ","48","0.102689110456826","0.0792991430990085","0.126079077814643","5"
"5 on scale 1-7","2010","16-34 y.","Single parent ","48","0.115440665151051","0.0820105842177481","0.148870746084354","5"
"5 on scale 1-7","2010","35-65 y.","Couple + C. GT 16 ","191","0.117691445765871","0.102395772666625","0.132987118865117","5"
"6 on scale 1-7","2010","66 and older","Single parent ","27","","","","6"
"6 on scale 1-7","2010","66 and older","Couple + C. LE 16 ","1","","","","6"
"6 on scale 1-7","2010","66 and older","Couple + C. GT 16 ","41","0.251915574506161","0.185272180822911","0.318558968189411","6"
"6 on scale 1-7","2010","66 and older","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2010","35-65 y.","Single parent ","136","0.292960806364079","0.252032121322929","0.333889491405229","6"
"6 on scale 1-7","2010","35-65 y.","Couple + C. LE 16 ","525","0.265780868694242","0.245907353392027","0.285654383996457","6"
"6 on scale 1-7","2010","35-65 y.","Couple + C. GT 16 ","491","0.276718518942914","0.255483205076888","0.29795383280894","6"
"6 on scale 1-7","2010","35-65 y.","Couple + C. LE and GT 16","188","0.290375891955863","0.257009615043912","0.323742168867814","6"
"6 on scale 1-7","2010","66 and older","(Married) couple without C. ","680","0.23679901572656","0.220495888712594","0.253102142740527","6"
"6 on scale 1-7","2010","16-34 y.","Couple + C. GT 16 ","321","0.345339414798034","0.3152930644755","0.375385765120569","6"
"6 on scale 1-7","2010","16-34 y.","Couple + C. LE and GT 16","120","0.361799305754001","0.310343049181016","0.413255562326987","6"
"6 on scale 1-7","2010","35-65 y.","1-pers.-HH","286","0.228711108218545","0.203980751644226","0.253441464792864","6"
"6 on scale 1-7","2010","35-65 y.","(Married) couple without C. ","820","0.257711122371776","0.242112089354377","0.273310155389175","6"
"6 on scale 1-7","2010","66 and older","1-pers.-HH","269","0.248371726756871","0.223157469845174","0.273585983668568","6"
"6 on scale 1-7","2010","16-34 y.","1-pers.-HH","131","0.271515614161844","0.233030131536105","0.310001096787583","6"
"6 on scale 1-7","2010","16-34 y.","Single parent ","100","0.326052917782026","0.277012803115715","0.375093032448337","6"
"6 on scale 1-7","2010","16-34 y.","(Married) couple without C. ","197","0.289743532788161","0.255845979988178","0.323641085588143","6"
"6 on scale 1-7","2010","16-34 y.","Couple + C. LE 16 ","156","0.232032103400228","0.199505289720378","0.264558917080079","6"
"7 Strongly agree","2010","66 and older","Single parent ","31","0.467868029101561","0.344657115665918","0.591078942537204","7"
"7 Strongly agree","2010","66 and older","Couple + C. LE 16 ","2","","","","7"
"7 Strongly agree","2010","66 and older","Couple + C. GT 16 ","98","0.612339457019699","0.537543829346771","0.687135084692627","7"
"7 Strongly agree","2010","66 and older","Couple + C. LE and GT 16","1","","","","7"
"7 Strongly agree","2010","16-34 y.","1-pers.-HH","331","0.617500023739897","0.575444445945918","0.659555601533875","7"
"7 Strongly agree","2010","16-34 y.","(Married) couple without C. ","420","0.597388303575447","0.560742400948471","0.634034206202423","7"
"7 Strongly agree","2010","16-34 y.","Single parent ","182","0.501219589594319","0.448912176137502","0.553527003051135","7"
"7 Strongly agree","2010","16-34 y.","Couple + C. LE 16 ","418","0.631726663694595","0.594560674805896","0.668892652583294","7"
"7 Strongly agree","2010","16-34 y.","Couple + C. GT 16 ","496","0.501678104444315","0.470082394856814","0.533273814031815","7"
"7 Strongly agree","2010","16-34 y.","Couple + C. LE and GT 16","171","0.517993216266096","0.464485760781153","0.571500671751038","7"
"7 Strongly agree","2010","35-65 y.","1-pers.-HH","678","0.649474206365165","0.621379845572001","0.67756856715833","7"
"7 Strongly agree","2010","35-65 y.","(Married) couple without C. ","1822","0.618336419967743","0.601010456554746","0.635662383380739","7"
"7 Strongly agree","2010","35-65 y.","Single parent ","290","0.606095898601037","0.562155174419851","0.650036622782224","7"
"7 Strongly agree","2010","35-65 y.","Couple + C. LE 16 ","1187","0.63371049493855","0.612035566391175","0.655385423485925","7"
"7 Strongly agree","2010","35-65 y.","Couple + C. GT 16 ","959","0.541923072671011","0.518273465627637","0.565572679714386","7"
"7 Strongly agree","2010","35-65 y.","Couple + C. LE and GT 16","422","0.582545603255443","0.546297709618853","0.618793496892033","7"
"7 Strongly agree","2010","66 and older","1-pers.-HH","703","0.619279068743228","0.590942965975286","0.64761517151117","7"
"7 Strongly agree","2010","66 and older","(Married) couple without C. ","1547","0.608222707675903","0.589502422941464","0.626942992410342","7"
"1 Strongly disagree","2011","16-34 y.","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2011","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2011","35-65 y.","1-pers.-HH","","","","","1"
"1 Strongly disagree","2011","35-65 y.","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Single parent ","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2011","66 and older","1-pers.-HH","","","","","1"
"1 Strongly disagree","2011","66 and older","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2011","66 and older","Single parent ","","","","","1"
"1 Strongly disagree","2011","66 and older","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2011","66 and older","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2011","66 and older","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2011","16-34 y.","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2011","16-34 y.","1-pers.-HH","","","","","1"
"1 Strongly disagree","2011","16-34 y.","Single parent ","","","","","1"
"1 Strongly disagree","2011","16-34 y.","(Married) couple without C. ","","","","","1"
"2 on scale 1-7 ","2011","66 and older","Single parent ","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Single parent ","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2011","66 and older","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2011","66 and older","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2011","66 and older","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Single parent ","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2011","66 and older","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2011","66 and older","(Married) couple without C. ","","","","","2"
"3 on scale 1-7 ","2011","66 and older","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2011","66 and older","Single parent ","","","","","3"
"3 on scale 1-7 ","2011","66 and older","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2011","66 and older","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Single parent ","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2011","66 and older","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2011","66 and older","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Single parent ","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Couple + C. LE 16 ","","","","","3"
"4 on scale 1-7","2011","66 and older","Single parent ","","","","","4"
"4 on scale 1-7","2011","66 and older","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2011","35-65 y.","1-pers.-HH","","","","","4"
"4 on scale 1-7","2011","35-65 y.","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Single parent ","","","","","4"
"4 on scale 1-7","2011","66 and older","1-pers.-HH","","","","","4"
"4 on scale 1-7","2011","66 and older","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2011","66 and older","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2011","66 and older","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2011","16-34 y.","1-pers.-HH","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2011","16-34 y.","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Single parent ","","","","","4"
"5 on scale 1-7","2011","66 and older","Single parent ","","","","","5"
"5 on scale 1-7","2011","66 and older","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2011","66 and older","1-pers.-HH","","","","","5"
"5 on scale 1-7","2011","66 and older","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2011","66 and older","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2011","66 and older","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2011","35-65 y.","1-pers.-HH","","","","","5"
"5 on scale 1-7","2011","35-65 y.","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Single parent ","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2011","16-34 y.","1-pers.-HH","","","","","5"
"5 on scale 1-7","2011","16-34 y.","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Single parent ","","","","","5"
"6 on scale 1-7","2011","35-65 y.","1-pers.-HH","","","","","6"
"6 on scale 1-7","2011","16-34 y.","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2011","16-34 y.","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2011","35-65 y.","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2011","66 and older","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2011","66 and older","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2011","66 and older","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2011","66 and older","Single parent ","","","","","6"
"6 on scale 1-7","2011","16-34 y.","1-pers.-HH","","","","","6"
"6 on scale 1-7","2011","16-34 y.","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2011","16-34 y.","Single parent ","","","","","6"
"6 on scale 1-7","2011","16-34 y.","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Single parent ","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2011","66 and older","1-pers.-HH","","","","","6"
"6 on scale 1-7","2011","66 and older","(Married) couple without C. ","","","","","6"
"7 Strongly agree","2011","16-34 y.","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2011","16-34 y.","Single parent ","","","","","7"
"7 Strongly agree","2011","16-34 y.","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2011","16-34 y.","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2011","16-34 y.","1-pers.-HH","","","","","7"
"7 Strongly agree","2011","66 and older","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2011","66 and older","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2011","16-34 y.","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2011","35-65 y.","1-pers.-HH","","","","","7"
"7 Strongly agree","2011","35-65 y.","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2011","35-65 y.","Single parent ","","","","","7"
"7 Strongly agree","2011","35-65 y.","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2011","35-65 y.","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2011","35-65 y.","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2011","66 and older","Single parent ","","","","","7"
"7 Strongly agree","2011","66 and older","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2011","66 and older","1-pers.-HH","","","","","7"
"7 Strongly agree","2011","66 and older","(Married) couple without C. ","","","","","7"
"1 Strongly disagree","2012","35-65 y.","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2012","16-34 y.","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2012","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2012","35-65 y.","1-pers.-HH","","","","","1"
"1 Strongly disagree","2012","35-65 y.","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Single parent ","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2012","66 and older","1-pers.-HH","","","","","1"
"1 Strongly disagree","2012","66 and older","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2012","66 and older","Single parent ","","","","","1"
"1 Strongly disagree","2012","66 and older","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2012","66 and older","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2012","66 and older","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2012","16-34 y.","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2012","16-34 y.","1-pers.-HH","","","","","1"
"1 Strongly disagree","2012","16-34 y.","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2012","16-34 y.","Single parent ","","","","","1"
"2 on scale 1-7 ","2012","35-65 y.","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","Single parent ","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Single parent ","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Single parent ","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2012","66 and older","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2012","66 and older","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","Couple + C. GT 16 ","","","","","2"
"3 on scale 1-7 ","2012","66 and older","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2012","66 and older","Single parent ","","","","","3"
"3 on scale 1-7 ","2012","66 and older","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2012","66 and older","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2012","66 and older","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Single parent ","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2012","66 and older","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Single parent ","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Couple + C. LE 16 ","","","","","3"
"4 on scale 1-7","2012","66 and older","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2012","66 and older","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2012","35-65 y.","1-pers.-HH","","","","","4"
"4 on scale 1-7","2012","35-65 y.","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2012","66 and older","Single parent ","","","","","4"
"4 on scale 1-7","2012","66 and older","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2012","16-34 y.","1-pers.-HH","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Single parent ","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2012","66 and older","1-pers.-HH","","","","","4"
"4 on scale 1-7","2012","66 and older","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2012","16-34 y.","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Single parent ","","","","","4"
"5 on scale 1-7","2012","66 and older","Single parent ","","","","","5"
"5 on scale 1-7","2012","66 and older","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2012","66 and older","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2012","35-65 y.","1-pers.-HH","","","","","5"
"5 on scale 1-7","2012","35-65 y.","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Single parent ","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2012","66 and older","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2012","66 and older","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2012","16-34 y.","1-pers.-HH","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2012","66 and older","1-pers.-HH","","","","","5"
"5 on scale 1-7","2012","16-34 y.","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Single parent ","","","","","5"
"6 on scale 1-7","2012","35-65 y.","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2012","16-34 y.","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2012","35-65 y.","1-pers.-HH","","","","","6"
"6 on scale 1-7","2012","16-34 y.","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2012","16-34 y.","1-pers.-HH","","","","","6"
"6 on scale 1-7","2012","16-34 y.","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2012","16-34 y.","Single parent ","","","","","6"
"6 on scale 1-7","2012","66 and older","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2012","66 and older","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2012","66 and older","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2012","66 and older","Single parent ","","","","","6"
"6 on scale 1-7","2012","66 and older","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2012","16-34 y.","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Single parent ","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2012","66 and older","1-pers.-HH","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Couple + C. LE and GT 16","","","","","6"
"7 Strongly agree","2012","66 and older","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2012","66 and older","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2012","66 and older","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2012","66 and older","Single parent ","","","","","7"
"7 Strongly agree","2012","16-34 y.","1-pers.-HH","","","","","7"
"7 Strongly agree","2012","16-34 y.","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2012","16-34 y.","Single parent ","","","","","7"
"7 Strongly agree","2012","16-34 y.","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2012","16-34 y.","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2012","16-34 y.","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2012","35-65 y.","Single parent ","","","","","7"
"7 Strongly agree","2012","35-65 y.","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2012","35-65 y.","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2012","35-65 y.","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2012","66 and older","1-pers.-HH","","","","","7"
"7 Strongly agree","2012","66 and older","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2012","35-65 y.","1-pers.-HH","","","","","7"
"7 Strongly agree","2012","35-65 y.","(Married) couple without C. ","","","","","7"
"1 Strongly disagree","2013","16-34 y.","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2013","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2013","16-34 y.","Single parent ","","","","","1"
"1 Strongly disagree","2013","16-34 y.","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2013","35-65 y.","1-pers.-HH","","","","","1"
