"plb0196_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","2018","Employed","Single parent ","223","0.228606075236483","0.200002856087702","0.257209294385263"
"No","2018","Employed","Couple + C. LE 16 ","719","0.234197905185134","0.218771185609359","0.249624624760909"
"No","2018","Employed","Couple + C. GT 16 ","350","0.233048729828302","0.20980624418389","0.256291215472714"
"No","2018","Employed","Couple + C. LE and GT 16","243","0.292678300373428","0.262952703115226","0.322403897631629"
"Yes","2019","Not Employed","1-pers.-HH","40","0.691796751972478","0.572962411775272","0.810631092169685"
"Yes","2019","Not Employed","(Married) couple without C. ","23","","",""
"Yes","2019","Not Employed","Single parent ","20","","",""
"Yes","2019","Not Employed","Couple + C. LE 16 ","56","0.690376866999785","0.590912193673873","0.789841540325697"
"Yes","2019","Not Employed","Couple + C. GT 16 ","17","","",""
"Yes","2019","Not Employed","Couple + C. LE and GT 16","18","","",""
"Yes","2019","Employed","1-pers.-HH","965","0.73389002420673","0.710004692081591","0.757775356331869"
"Yes","2019","Employed","(Married) couple without C. ","1833","0.794729314442518","0.778392321272633","0.811066307612403"
"Yes","2019","Employed","Single parent ","552","0.787239212962039","0.757672139715212","0.816806286208866"
"Yes","2019","Employed","Couple + C. LE 16 ","1913","0.783703381875681","0.767489544500511","0.799917219250851"
"Yes","2019","Employed","Couple + C. GT 16 ","814","0.750659050786542","0.725127423161641","0.776190678411443"
"Yes","2019","Employed","Couple + C. LE and GT 16","636","0.77799811011808","0.749622050235225","0.806374170000934"
"No","2019","Not Employed","1-pers.-HH","18","","",""
"No","2019","Not Employed","(Married) couple without C. ","12","","",""
"No","2019","Not Employed","Single parent ","11","","",""
"No","2019","Not Employed","Couple + C. LE 16 ","27","","",""
"No","2019","Not Employed","Couple + C. GT 16 ","13","","",""
"No","2019","Not Employed","Couple + C. LE and GT 16","9","","",""
"No","2019","Employed","1-pers.-HH","350","0.26610997579327","0.242224643668131","0.289995307918409"
"No","2019","Employed","(Married) couple without C. ","515","0.205270685557482","0.188933692387597","0.221607678727367"
"No","2019","Employed","Single parent ","184","0.212760787037961","0.183193713791134","0.242327860284788"
"No","2019","Employed","Couple + C. LE 16 ","564","0.216296618124319","0.200082780749149","0.23251045549949"
"No","2019","Employed","Couple + C. GT 16 ","289","0.249340949213458","0.223809321588557","0.274872576838359"
"No","2019","Employed","Couple + C. LE and GT 16","188","0.22200188988192","0.193625829999066","0.250377949764775"
