"plb0196_h","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","2005","college entrance qualification","1-pers.-HH","79","0.231641202400385","0.185703896083408","0.277578508717362"
"No","2005","college entrance qualification","(Married) couple without C. ","155","0.272991079312857","0.239750571995818","0.306231586629896"
"No","2005","college entrance qualification","Single parent ","22","","",""
"No","2005","college entrance qualification","Couple + C. LE 16 ","140","0.269581082230833","0.233436806903437","0.305725357558229"
"No","2005","college entrance qualification","Couple + C. GT 16 ","80","0.232108895197813","0.188558690498901","0.275659099896725"
"No","2005","college entrance qualification","Couple + C. LE and GT 16","30","0.249219299818579","0.17807316604956","0.320365433587598"
"No","2005","Other degree","1-pers.-HH","5","","",""
"No","2005","Other degree","(Married) couple without C. ","24","","",""
"No","2005","Other degree","Single parent ","6","","",""
"No","2005","Other degree","Couple + C. LE 16 ","16","","",""
"No","2005","Other degree","Couple + C. GT 16 ","20","","",""
"No","2005","Other degree","Couple + C. LE and GT 16","11","","",""
"No","2005","no degree/no degree yet","1-pers.-HH","1","","",""
"No","2005","no degree/no degree yet","(Married) couple without C. ","5","","",""
"No","2005","no degree/no degree yet","Single parent ","","","",""
"No","2005","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"No","2005","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"No","2005","no degree/no degree yet","Couple + C. LE and GT 16","5","","",""
"Yes","2006","lower secondary degree","1-pers.-HH","140","0.67375350444751","0.609099436915411","0.738407571979609"
"Yes","2006","lower secondary degree","(Married) couple without C. ","328","0.674985268148013","0.633127677806429","0.716842858489596"
"Yes","2006","lower secondary degree","Single parent ","55","0.584072628657854","0.483357118892477","0.684788138423232"
"Yes","2006","lower secondary degree","Couple + C. LE 16 ","284","0.703509277847099","0.658527049422379","0.74849150627182"
"Yes","2006","lower secondary degree","Couple + C. GT 16 ","230","0.667308948485516","0.617077722843944","0.717540174127087"
"Yes","2006","lower secondary degree","Couple + C. LE and GT 16","105","0.746506650646512","0.676891689202828","0.816121612090195"
"Yes","2006","secondary school degree","1-pers.-HH","272","0.764713863228499","0.720589183545989","0.808838542911009"
"Yes","2006","secondary school degree","(Married) couple without C. ","610","0.715001396481952","0.683914283427428","0.746088509536476"
"Yes","2006","secondary school degree","Single parent ","122","0.685139027402737","0.6155246720904","0.754753382715073"
"Yes","2006","secondary school degree","Couple + C. LE 16 ","465","0.741066060000789","0.707442225082198","0.774689894919381"
"Yes","2006","secondary school degree","Couple + C. GT 16 ","404","0.670999399415642","0.633054810272862","0.708943988558423"
"Yes","2006","secondary school degree","Couple + C. LE and GT 16","169","0.773575092144222","0.72017949740063","0.826970686887815"
"Yes","2006","college entrance qualification","1-pers.-HH","282","0.773406156184953","0.730750650529272","0.816061661840634"
"Yes","2006","college entrance qualification","(Married) couple without C. ","590","0.762515246379027","0.732300932402346","0.792729560355709"
"Yes","2006","college entrance qualification","Single parent ","64","0.686416502217949","0.588926759857273","0.783906244578625"
"Yes","2006","college entrance qualification","Couple + C. LE 16 ","530","0.78925004999118","0.758275712530654","0.820224387451706"
"Yes","2006","college entrance qualification","Couple + C. GT 16 ","304","0.749525095808323","0.707010618694258","0.792039572922388"
"Yes","2006","college entrance qualification","Couple + C. LE and GT 16","118","0.802837130579339","0.739168024620233","0.866506236538445"
"Yes","2006","Other degree","1-pers.-HH","11","","",""
"Yes","2006","Other degree","(Married) couple without C. ","55","0.752814420213527","0.656462969301011","0.849165871126043"
"Yes","2006","Other degree","Single parent ","12","","",""
"Yes","2006","Other degree","Couple + C. LE 16 ","49","0.574555216416042","0.463400272873773","0.685710159958311"
"Yes","2006","Other degree","Couple + C. GT 16 ","33","0.656363751413905","0.522010168921199","0.790717333906611"
"Yes","2006","Other degree","Couple + C. LE and GT 16","20","","",""
"Yes","2006","no degree/no degree yet","1-pers.-HH","2","","",""
"Yes","2006","no degree/no degree yet","(Married) couple without C. ","6","","",""
"Yes","2006","no degree/no degree yet","Single parent ","2","","",""
"Yes","2006","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"Yes","2006","no degree/no degree yet","Couple + C. GT 16 ","4","","",""
"Yes","2006","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"No","2006","lower secondary degree","1-pers.-HH","62","0.32624649555249","0.261592428020391","0.39090056308459"
"No","2006","lower secondary degree","(Married) couple without C. ","153","0.325014731851987","0.283157141510404","0.366872322193571"
"No","2006","lower secondary degree","Single parent ","37","0.415927371342145","0.315211861576767","0.516642881107523"
"No","2006","lower secondary degree","Couple + C. LE 16 ","112","0.296490722152901","0.25150849372818","0.341472950577621"
"No","2006","lower secondary degree","Couple + C. GT 16 ","108","0.332691051514484","0.282459825872913","0.382922277156056"
"No","2006","lower secondary degree","Couple + C. LE and GT 16","45","0.253493349353489","0.183878387909805","0.323108310797172"
"No","2006","secondary school degree","1-pers.-HH","83","0.235286136771501","0.191161457088991","0.279410816454011"
"No","2006","secondary school degree","(Married) couple without C. ","200","0.284998603518048","0.253911490463524","0.316085716572572"
"No","2006","secondary school degree","Single parent ","49","0.314860972597263","0.245246617284927","0.3844753279096"
"No","2006","secondary school degree","Couple + C. LE 16 ","187","0.258933939999211","0.225310105080619","0.292557774917802"
"No","2006","secondary school degree","Couple + C. GT 16 ","185","0.329000600584358","0.291056011441577","0.366945189727138"
"No","2006","secondary school degree","Couple + C. LE and GT 16","67","0.226424907855778","0.173029313112185","0.27982050259937"
"No","2006","college entrance qualification","1-pers.-HH","88","0.226593843815047","0.183938338159366","0.269249349470728"
"No","2006","college entrance qualification","(Married) couple without C. ","172","0.237484753620973","0.207270439644291","0.267699067597654"
"No","2006","college entrance qualification","Single parent ","23","","",""
"No","2006","college entrance qualification","Couple + C. LE 16 ","136","0.21074995000882","0.179775612548294","0.241724287469346"
"No","2006","college entrance qualification","Couple + C. GT 16 ","95","0.250474904191677","0.207960427077612","0.292989381305742"
"No","2006","college entrance qualification","Couple + C. LE and GT 16","32","0.197162869420661","0.133493763461555","0.260831975379767"
"No","2006","Other degree","1-pers.-HH","5","","",""
"No","2006","Other degree","(Married) couple without C. ","22","","",""
"No","2006","Other degree","Single parent ","8","","",""
"No","2006","Other degree","Couple + C. LE 16 ","27","","",""
"No","2006","Other degree","Couple + C. GT 16 ","15","","",""
"No","2006","Other degree","Couple + C. LE and GT 16","13","","",""
"No","2006","no degree/no degree yet","1-pers.-HH","1","","",""
"No","2006","no degree/no degree yet","(Married) couple without C. ","5","","",""
"No","2006","no degree/no degree yet","Single parent ","","","",""
"No","2006","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"No","2006","no degree/no degree yet","Couple + C. GT 16 ","4","","",""
"No","2006","no degree/no degree yet","Couple + C. LE and GT 16","4","","",""
"Yes","2007","lower secondary degree","1-pers.-HH","143","0.760888993900136","0.701021480533733","0.820756507266539"
"Yes","2007","lower secondary degree","(Married) couple without C. ","308","0.731213448775098","0.689213181003309","0.773213716546888"
"Yes","2007","lower secondary degree","Single parent ","52","0.572320416297396","0.46652001214659","0.678120820448202"
"Yes","2007","lower secondary degree","Couple + C. LE 16 ","269","0.742047399565492","0.697825239981091","0.786269559149894"
"Yes","2007","lower secondary degree","Couple + C. GT 16 ","202","0.65112112420825","0.596265984960133","0.705976263456367"
"Yes","2007","lower secondary degree","Couple + C. LE and GT 16","93","0.675059531761651","0.596633408912214","0.753485654611088"
"Yes","2007","secondary school degree","1-pers.-HH","251","0.756924658794373","0.710923196578885","0.802926121009862"
"Yes","2007","secondary school degree","(Married) couple without C. ","562","0.732049081286001","0.700436486591558","0.763661675980444"
"Yes","2007","secondary school degree","Single parent ","108","0.705236094349625","0.632991261169247","0.777480927530004"
"Yes","2007","secondary school degree","Couple + C. LE 16 ","448","0.779323329011613","0.746001666721353","0.812644991301874"
"Yes","2007","secondary school degree","Couple + C. GT 16 ","408","0.682710434770435","0.644898163589294","0.720522705951576"
"Yes","2007","secondary school degree","Couple + C. LE and GT 16","151","0.751919286775537","0.693224634135768","0.810613939415306"
"Yes","2007","college entrance qualification","1-pers.-HH","293","0.778637641441323","0.736220268673382","0.821055014209265"
"Yes","2007","college entrance qualification","(Married) couple without C. ","542","0.799658559418667","0.770113067594521","0.829204051242812"
"Yes","2007","college entrance qualification","Single parent ","76","0.870485199949909","0.801115912773404","0.939854487126415"
"Yes","2007","college entrance qualification","Couple + C. LE 16 ","505","0.790092489429284","0.758367667596133","0.821817311262435"
"Yes","2007","college entrance qualification","Couple + C. GT 16 ","288","0.762275611537025","0.71991861960918","0.804632603464871"
"Yes","2007","college entrance qualification","Couple + C. LE and GT 16","102","0.826549072253856","0.7601723627271","0.892925781780612"
"Yes","2007","Other degree","1-pers.-HH","9","","",""
"Yes","2007","Other degree","(Married) couple without C. ","39","0.629569272795238","0.509362895164876","0.749775650425599"
"Yes","2007","Other degree","Single parent ","10","","",""
"Yes","2007","Other degree","Couple + C. LE 16 ","49","0.748024084496373","0.643283877033715","0.852764291959031"
"Yes","2007","Other degree","Couple + C. GT 16 ","37","0.810057875368469","0.700228447542359","0.919887303194578"
"Yes","2007","Other degree","Couple + C. LE and GT 16","24","","",""
"Yes","2007","no degree/no degree yet","1-pers.-HH","1","","",""
"Yes","2007","no degree/no degree yet","(Married) couple without C. ","6","","",""
"Yes","2007","no degree/no degree yet","Single parent ","1","","",""
"Yes","2007","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"Yes","2007","no degree/no degree yet","Couple + C. GT 16 ","2","","",""
"Yes","2007","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2007","lower secondary degree","1-pers.-HH","52","0.239111006099864","0.179243492733461","0.298978519466267"
"No","2007","lower secondary degree","(Married) couple without C. ","120","0.268786551224901","0.226786283453112","0.310786818996691"
"No","2007","lower secondary degree","Single parent ","32","0.427679583702604","0.321879179551798","0.53347998785341"
"No","2007","lower secondary degree","Couple + C. LE 16 ","107","0.257952600434508","0.213730440850106","0.302174760018909"
"No","2007","lower secondary degree","Couple + C. GT 16 ","88","0.34887887579175","0.294023736543633","0.403734015039867"
"No","2007","lower secondary degree","Couple + C. LE and GT 16","44","0.324940468238349","0.246514345388912","0.403366591087786"
"No","2007","secondary school degree","1-pers.-HH","83","0.243075341205627","0.197073878990138","0.289076803421115"
"No","2007","secondary school degree","(Married) couple without C. ","192","0.267950918713999","0.236338324019556","0.299563513408442"
"No","2007","secondary school degree","Single parent ","45","0.294763905650375","0.222519072469996","0.367008738830753"
"No","2007","secondary school degree","Couple + C. LE 16 ","147","0.220676670988387","0.187355008698126","0.253998333278647"
"No","2007","secondary school degree","Couple + C. GT 16 ","174","0.317289565229565","0.279477294048424","0.355101836410706"
"No","2007","secondary school degree","Couple + C. LE and GT 16","57","0.248080713224463","0.189386060584694","0.306775365864232"
"No","2007","college entrance qualification","1-pers.-HH","75","0.221362358558677","0.178944985790735","0.263779731326618"
"No","2007","college entrance qualification","(Married) couple without C. ","163","0.200341440581333","0.170795948757187","0.229886932405479"
"No","2007","college entrance qualification","Single parent ","14","","",""
"No","2007","college entrance qualification","Couple + C. LE 16 ","128","0.209907510570716","0.178182688737565","0.241632332403867"
"No","2007","college entrance qualification","Couple + C. GT 16 ","100","0.237724388462975","0.19536739653513","0.28008138039082"
"No","2007","college entrance qualification","Couple + C. LE and GT 16","23","","",""
"No","2007","Other degree","1-pers.-HH","2","","",""
"No","2007","Other degree","(Married) couple without C. ","23","","",""
"No","2007","Other degree","Single parent ","5","","",""
"No","2007","Other degree","Couple + C. LE 16 ","17","","",""
"No","2007","Other degree","Couple + C. GT 16 ","12","","",""
"No","2007","Other degree","Couple + C. LE and GT 16","6","","",""
"No","2007","no degree/no degree yet","1-pers.-HH","","","",""
"No","2007","no degree/no degree yet","(Married) couple without C. ","4","","",""
"No","2007","no degree/no degree yet","Single parent ","2","","",""
"No","2007","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"No","2007","no degree/no degree yet","Couple + C. GT 16 ","2","","",""
"No","2007","no degree/no degree yet","Couple + C. LE and GT 16","2","","",""
"Yes","2008","lower secondary degree","1-pers.-HH","130","0.675263561438379","0.610038024176422","0.740489098700336"
"Yes","2008","lower secondary degree","(Married) couple without C. ","278","0.642527034306785","0.596638056485867","0.688416012127704"
"Yes","2008","lower secondary degree","Single parent ","58","0.692008267905687","0.597154941526651","0.786861594284723"
"Yes","2008","lower secondary degree","Couple + C. LE 16 ","252","0.743624414178613","0.697683619172385","0.78956520918484"
"Yes","2008","lower secondary degree","Couple + C. GT 16 ","204","0.678023457303617","0.626178649360353","0.729868265246881"
"Yes","2008","lower secondary degree","Couple + C. LE and GT 16","74","0.667199976894135","0.579141446426298","0.755258507361971"
"Yes","2008","secondary school degree","1-pers.-HH","241","0.717460799867424","0.668436203095849","0.766485396639"
"Yes","2008","secondary school degree","(Married) couple without C. ","566","0.705448843552544","0.67360145299438","0.737296234110709"
"Yes","2008","secondary school degree","Single parent ","112","0.807035647031771","0.744300459598627","0.869770834464916"
"Yes","2008","secondary school degree","Couple + C. LE 16 ","428","0.742000221983151","0.706237888189243","0.777762555777059"
"Yes","2008","secondary school degree","Couple + C. GT 16 ","407","0.668125723884778","0.629935029080009","0.706316418689547"
"Yes","2008","secondary school degree","Couple + C. LE and GT 16","144","0.77493421949165","0.716015053541036","0.833853385442263"
"Yes","2008","college entrance qualification","1-pers.-HH","251","0.744904798832386","0.698637682534942","0.79117191512983"
"Yes","2008","college entrance qualification","(Married) couple without C. ","542","0.787566731128215","0.757265936487227","0.817867525769202"
"Yes","2008","college entrance qualification","Single parent ","69","0.644705878953072","0.54846466014474","0.740947097761404"
"Yes","2008","college entrance qualification","Couple + C. LE 16 ","475","0.754694078045552","0.720716124177907","0.788672031913197"
"Yes","2008","college entrance qualification","Couple + C. GT 16 ","287","0.781680191250905","0.739473111393646","0.823887271108165"
"Yes","2008","college entrance qualification","Couple + C. LE and GT 16","95","0.715291082054048","0.63680580942865","0.793776354679446"
"Yes","2008","Other degree","1-pers.-HH","11","","",""
"Yes","2008","Other degree","(Married) couple without C. ","40","0.814171050643137","0.711373856647072","0.916968244639203"
"Yes","2008","Other degree","Single parent ","15","","",""
"Yes","2008","Other degree","Couple + C. LE 16 ","41","0.560212505672291","0.43954530152869","0.680879709815893"
"Yes","2008","Other degree","Couple + C. GT 16 ","32","0.587699581314978","0.448444179454882","0.726954983175074"
"Yes","2008","Other degree","Couple + C. LE and GT 16","15","","",""
"Yes","2008","no degree/no degree yet","1-pers.-HH","1","","",""
"Yes","2008","no degree/no degree yet","(Married) couple without C. ","5","","",""
"Yes","2008","no degree/no degree yet","Single parent ","2","","",""
"Yes","2008","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"Yes","2008","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"Yes","2008","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"No","2008","lower secondary degree","1-pers.-HH","68","0.324736438561621","0.259510901299664","0.389961975823578"
"No","2008","lower secondary degree","(Married) couple without C. ","141","0.357472965693215","0.311583987872296","0.403361943514133"
"No","2008","lower secondary degree","Single parent ","33","0.307991732094313","0.213138405715277","0.402845058473349"
"No","2008","lower secondary degree","Couple + C. LE 16 ","95","0.256375585821387","0.21043479081516","0.302316380827615"
"No","2008","lower secondary degree","Couple + C. GT 16 ","108","0.321976542696383","0.270131734753119","0.373821350639647"
"No","2008","lower secondary degree","Couple + C. LE and GT 16","36","0.332800023105865","0.244741492638029","0.420858553573702"
"No","2008","secondary school degree","1-pers.-HH","83","0.282539200132576","0.233514603361","0.331563796904151"
"No","2008","secondary school degree","(Married) couple without C. ","221","0.294551156447456","0.262703765889291","0.32639854700562"
"No","2008","secondary school degree","Single parent ","40","0.192964352968229","0.130229165535084","0.255699540401373"
"No","2008","secondary school degree","Couple + C. LE 16 ","147","0.257999778016849","0.222237444222941","0.293762111810757"
"No","2008","secondary school degree","Couple + C. GT 16 ","177","0.331874276115222","0.293683581310453","0.370064970919991"
"No","2008","secondary school degree","Couple + C. LE and GT 16","49","0.22506578050835","0.166146614557737","0.283984946458964"
"No","2008","college entrance qualification","1-pers.-HH","90","0.255095201167614","0.20882808487017","0.301362317465058"
"No","2008","college entrance qualification","(Married) couple without C. ","158","0.212433268871785","0.182132474230798","0.242734063512773"
"No","2008","college entrance qualification","Single parent ","26","","",""
"No","2008","college entrance qualification","Couple + C. LE 16 ","141","0.245305921954448","0.211327968086803","0.279283875822093"
"No","2008","college entrance qualification","Couple + C. GT 16 ","81","0.218319808749095","0.176112728891835","0.260526888606354"
"No","2008","college entrance qualification","Couple + C. LE and GT 16","32","0.284708917945952","0.206223645320554","0.36319419057135"
"No","2008","Other degree","1-pers.-HH","2","","",""
"No","2008","Other degree","(Married) couple without C. ","15","","",""
"No","2008","Other degree","Single parent ","4","","",""
"No","2008","Other degree","Couple + C. LE 16 ","24","","",""
"No","2008","Other degree","Couple + C. GT 16 ","16","","",""
"No","2008","Other degree","Couple + C. LE and GT 16","4","","",""
"No","2008","no degree/no degree yet","1-pers.-HH","1","","",""
"No","2008","no degree/no degree yet","(Married) couple without C. ","2","","",""
"No","2008","no degree/no degree yet","Single parent ","2","","",""
"No","2008","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"No","2008","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"No","2008","no degree/no degree yet","Couple + C. LE and GT 16","2","","",""
"Yes","2009","lower secondary degree","1-pers.-HH","106","0.684290613244276","0.612936612685611","0.755644613802941"
"Yes","2009","lower secondary degree","(Married) couple without C. ","234","0.657701002518279","0.608343749613249","0.707058255423308"
"Yes","2009","lower secondary degree","Single parent ","44","0.535198841897072","0.424513025441443","0.645884658352701"
"Yes","2009","lower secondary degree","Couple + C. LE 16 ","186","0.67597734841863","0.620962559560147","0.730992137277113"
"Yes","2009","lower secondary degree","Couple + C. GT 16 ","176","0.670602261412503","0.614747982103302","0.726456540721704"
"Yes","2009","lower secondary degree","Couple + C. LE and GT 16","65","0.567681036706166","0.472924805729308","0.662437267683025"
"Yes","2009","secondary school degree","1-pers.-HH","218","0.700296555689548","0.648194275679729","0.752398835699368"
"Yes","2009","secondary school degree","(Married) couple without C. ","484","0.659777380522028","0.62450280658133","0.695051954462727"
"Yes","2009","secondary school degree","Single parent ","101","0.690353924511789","0.614838523318225","0.765869325705353"
"Yes","2009","secondary school degree","Couple + C. LE 16 ","347","0.720901872854352","0.68162419841384","0.760179547294864"
"Yes","2009","secondary school degree","Couple + C. GT 16 ","338","0.715969681694249","0.67628371906357","0.755655644324927"
"Yes","2009","secondary school degree","Couple + C. LE and GT 16","114","0.751497802063363","0.686344907763028","0.816650696363699"
"Yes","2009","college entrance qualification","1-pers.-HH","252","0.782419934573027","0.737835871236533","0.827003997909521"
"Yes","2009","college entrance qualification","(Married) couple without C. ","522","0.789871448171005","0.759114808534784","0.820628087807226"
"Yes","2009","college entrance qualification","Single parent ","78","0.822768669801278","0.746776062506997","0.898761277095558"
"Yes","2009","college entrance qualification","Couple + C. LE 16 ","398","0.792084120876703","0.756863866695997","0.82730437505741"
"Yes","2009","college entrance qualification","Couple + C. GT 16 ","248","0.720034542172496","0.672657555493435","0.767411528851557"
"Yes","2009","college entrance qualification","Couple + C. LE and GT 16","105","0.803987498950463","0.73652090216181","0.871454095739116"
"Yes","2009","Other degree","1-pers.-HH","9","","",""
"Yes","2009","Other degree","(Married) couple without C. ","29","","",""
"Yes","2009","Other degree","Single parent ","5","","",""
"Yes","2009","Other degree","Couple + C. LE 16 ","22","","",""
"Yes","2009","Other degree","Couple + C. GT 16 ","24","","",""
"Yes","2009","Other degree","Couple + C. LE and GT 16","11","","",""
"Yes","2009","no degree/no degree yet","1-pers.-HH","1","","",""
"Yes","2009","no degree/no degree yet","(Married) couple without C. ","4","","",""
"Yes","2009","no degree/no degree yet","Single parent ","1","","",""
"Yes","2009","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"Yes","2009","no degree/no degree yet","Couple + C. GT 16 ","5","","",""
"Yes","2009","no degree/no degree yet","Couple + C. LE and GT 16","2","","",""
"No","2009","lower secondary degree","1-pers.-HH","57","0.315709386755724","0.244355386197059","0.387063387314388"
"No","2009","lower secondary degree","(Married) couple without C. ","121","0.342298997481721","0.292941744576692","0.391656250386751"
"No","2009","lower secondary degree","Single parent ","34","0.464801158102928","0.354115341647299","0.575486974558557"
"No","2009","lower secondary degree","Couple + C. LE 16 ","92","0.32402265158137","0.269007862722887","0.379037440439853"
"No","2009","lower secondary degree","Couple + C. GT 16 ","96","0.329397738587497","0.273543459278297","0.385252017896698"
"No","2009","lower secondary degree","Couple + C. LE and GT 16","40","0.432318963293834","0.337562732316975","0.527075194270692"
"No","2009","secondary school degree","1-pers.-HH","79","0.299703444310452","0.247601164300632","0.351805724320271"
"No","2009","secondary school degree","(Married) couple without C. ","209","0.340222619477972","0.304948045537273","0.37549719341867"
"No","2009","secondary school degree","Single parent ","43","0.309646075488211","0.234130674294647","0.385161476681775"
"No","2009","secondary school degree","Couple + C. LE 16 ","154","0.279098127145648","0.239820452705136","0.31837580158616"
"No","2009","secondary school degree","Couple + C. GT 16 ","158","0.284030318305751","0.244344355675073","0.32371628093643"
"No","2009","secondary school degree","Couple + C. LE and GT 16","55","0.248502197936636","0.183349303636301","0.313655092236972"
"No","2009","college entrance qualification","1-pers.-HH","77","0.217580065426973","0.172996002090479","0.262164128763467"
"No","2009","college entrance qualification","(Married) couple without C. ","152","0.210128551828995","0.179371912192774","0.240885191465217"
"No","2009","college entrance qualification","Single parent ","19","","",""
"No","2009","college entrance qualification","Couple + C. LE 16 ","112","0.207915879123297","0.17269562494259","0.243136133304003"
"No","2009","college entrance qualification","Couple + C. GT 16 ","97","0.279965457827504","0.232588471148443","0.327342444506565"
"No","2009","college entrance qualification","Couple + C. LE and GT 16","28","","",""
"No","2009","Other degree","1-pers.-HH","5","","",""
"No","2009","Other degree","(Married) couple without C. ","19","","",""
"No","2009","Other degree","Single parent ","1","","",""
"No","2009","Other degree","Couple + C. LE 16 ","15","","",""
"No","2009","Other degree","Couple + C. GT 16 ","16","","",""
"No","2009","Other degree","Couple + C. LE and GT 16","6","","",""
"No","2009","no degree/no degree yet","1-pers.-HH","2","","",""
"No","2009","no degree/no degree yet","(Married) couple without C. ","1","","",""
"No","2009","no degree/no degree yet","Single parent ","1","","",""
"No","2009","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"No","2009","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"No","2009","no degree/no degree yet","Couple + C. LE and GT 16","1","","",""
"Yes","2010","lower secondary degree","1-pers.-HH","98","0.668101453585969","0.591978907260885","0.744223999911053"
"Yes","2010","lower secondary degree","(Married) couple without C. ","198","0.639077648259794","0.586208518317322","0.691946778202266"
"Yes","2010","lower secondary degree","Single parent ","70","0.496381127147019","0.413262316607545","0.579499937686493"
"Yes","2010","lower secondary degree","Couple + C. LE 16 ","428","0.678551007084667","0.642674935560497","0.714427078608837"
"Yes","2010","lower secondary degree","Couple + C. GT 16 ","136","0.586454672453171","0.523624120621641","0.649285224284701"
"Yes","2010","lower secondary degree","Couple + C. LE and GT 16","94","0.60070079500666","0.52179742375072","0.6796041662626"
"Yes","2010","secondary school degree","1-pers.-HH","175","0.606737200728967","0.548472173489044","0.66500222796889"
"Yes","2010","secondary school degree","(Married) couple without C. ","479","0.716689535146374","0.682945295619284","0.750433774673464"
"Yes","2010","secondary school degree","Single parent ","277","0.694783266092472","0.648962634257592","0.740603897927351"
"Yes","2010","secondary school degree","Couple + C. LE 16 ","742","0.697446862399701","0.670386682871285","0.724507041928117"
"Yes","2010","secondary school degree","Couple + C. GT 16 ","308","0.604332671826102","0.559549125232308","0.649116218419895"
"Yes","2010","secondary school degree","Couple + C. LE and GT 16","139","0.639906111159827","0.575441065637753","0.704371156681901"
"Yes","2010","college entrance qualification","1-pers.-HH","222","0.76319077605728","0.714429784437562","0.811951767676997"
"Yes","2010","college entrance qualification","(Married) couple without C. ","505","0.730862566635575","0.697153852898662","0.764571280372488"
"Yes","2010","college entrance qualification","Single parent ","194","0.795677117025455","0.746477108717664","0.844877125333245"
"Yes","2010","college entrance qualification","Couple + C. LE 16 ","890","0.727866278777105","0.702830810011701","0.75290174754251"
"Yes","2010","college entrance qualification","Couple + C. GT 16 ","240","0.742015989078761","0.694153133929854","0.789878844227669"
"Yes","2010","college entrance qualification","Couple + C. LE and GT 16","121","0.733721370970144","0.665017173750063","0.802425568190225"
"Yes","2010","Other degree","1-pers.-HH","6","","",""
"Yes","2010","Other degree","(Married) couple without C. ","31","0.522391857483876","0.378046361940653","0.666737353027099"
"Yes","2010","Other degree","Single parent ","24","","",""
"Yes","2010","Other degree","Couple + C. LE 16 ","155","0.684203012417835","0.624772340233589","0.743633684602081"
"Yes","2010","Other degree","Couple + C. GT 16 ","23","","",""
"Yes","2010","Other degree","Couple + C. LE and GT 16","20","","",""
"Yes","2010","no degree/no degree yet","1-pers.-HH","1","","",""
"Yes","2010","no degree/no degree yet","(Married) couple without C. ","3","","",""
"Yes","2010","no degree/no degree yet","Single parent ","2","","",""
"Yes","2010","no degree/no degree yet","Couple + C. LE 16 ","21","","",""
"Yes","2010","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"Yes","2010","no degree/no degree yet","Couple + C. LE and GT 16","4","","",""
"No","2010","lower secondary degree","1-pers.-HH","49","0.331898546414031","0.255776000088947","0.408021092739115"
"No","2010","lower secondary degree","(Married) couple without C. ","119","0.360922351740206","0.308053221797734","0.413791481682678"
"No","2010","lower secondary degree","Single parent ","69","0.503618872852981","0.420500062313507","0.586737683392455"
"No","2010","lower secondary degree","Couple + C. LE 16 ","223","0.321448992915333","0.285572921391163","0.357325064439503"
"No","2010","lower secondary degree","Couple + C. GT 16 ","100","0.413545327546829","0.350714775715299","0.476375879378359"
"No","2010","lower secondary degree","Couple + C. LE and GT 16","54","0.39929920499334","0.3203958337374","0.47820257624928"
"No","2010","secondary school degree","1-pers.-HH","95","0.393262799271033","0.33499777203111","0.451527826510956"
"No","2010","secondary school degree","(Married) couple without C. ","206","0.283310464853626","0.249566225326536","0.317054704380716"
"No","2010","secondary school degree","Single parent ","111","0.305216733907528","0.259396102072649","0.351037365742408"
"No","2010","secondary school degree","Couple + C. LE 16 ","365","0.302553137600299","0.275492958071883","0.329613317128715"
"No","2010","secondary school degree","Couple + C. GT 16 ","150","0.395667328173898","0.350883781580105","0.440450874767692"
"No","2010","secondary school degree","Couple + C. LE and GT 16","74","0.360093888840173","0.295628843318099","0.424558934362247"
"No","2010","college entrance qualification","1-pers.-HH","70","0.23680922394272","0.188048232323003","0.285570215562438"
"No","2010","college entrance qualification","(Married) couple without C. ","160","0.269137433364425","0.235428719627512","0.302846147101338"
"No","2010","college entrance qualification","Single parent ","64","0.204322882974545","0.155122874666755","0.253522891282336"
"No","2010","college entrance qualification","Couple + C. LE 16 ","324","0.272133721222895","0.24709825245749","0.297169189988299"
"No","2010","college entrance qualification","Couple + C. GT 16 ","81","0.257984010921239","0.210121155772331","0.305846866070146"
"No","2010","college entrance qualification","Couple + C. LE and GT 16","38","0.266278629029856","0.197574431809775","0.334982826249937"
"No","2010","Other degree","1-pers.-HH","4","","",""
"No","2010","Other degree","(Married) couple without C. ","15","","",""
"No","2010","Other degree","Single parent ","4","","",""
"No","2010","Other degree","Couple + C. LE 16 ","80","0.315796987582165","0.256366315397919","0.375227659766411"
"No","2010","Other degree","Couple + C. GT 16 ","11","","",""
"No","2010","Other degree","Couple + C. LE and GT 16","16","","",""
"No","2010","no degree/no degree yet","1-pers.-HH","","","",""
"No","2010","no degree/no degree yet","(Married) couple without C. ","2","","",""
"No","2010","no degree/no degree yet","Single parent ","1","","",""
