"plb0196_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2005","indirect migration background","(2c_voc) vocational maturity certificate","23","","",""
"Yes","2005","indirect migration background","(3a) lower tertiary education","6","","",""
"Yes","2005","indirect migration background","(3b) higher tertiary education","27","","",""
"No","2005","no migration background","(0) in school","5","","",""
"No","2005","no migration background","(1a) inadequately completed","5","","",""
"No","2005","no migration background","(1b) general elementary school","69","0.382980383923846","0.306698125468762","0.45926264237893"
"No","2005","no migration background","(1c) basic vocational qualification","381","0.334717873060483","0.307736034630616","0.36169971149035"
"No","2005","no migration background","(2b) intermediate general qualification","49","0.371230531478667","0.293914415707204","0.44854664725013"
"No","2005","no migration background","(2a) intermediate vocational","596","0.285642876751299","0.265963459862903","0.305322293639695"
"No","2005","no migration background","(2c_gen) general maturity certificate","36","0.376361657596141","0.290393569897932","0.462329745294351"
"No","2005","no migration background","(2c_voc) vocational maturity certificate","153","0.277899839242638","0.240631120017089","0.315168558468187"
"No","2005","no migration background","(3a) lower tertiary education","186","0.24413640321788","0.212107132281126","0.276165674154634"
"No","2005","no migration background","(3b) higher tertiary education","203","0.217018659465683","0.191315064847477","0.24272225408389"
"No","2005","direct migration background","(0) in school","","","",""
"No","2005","direct migration background","(1a) inadequately completed","5","","",""
"No","2005","direct migration background","(1b) general elementary school","26","","",""
"No","2005","direct migration background","(1c) basic vocational qualification","61","0.358691789373736","0.289949909327143","0.42743366942033"
"No","2005","direct migration background","(2b) intermediate general qualification","3","","",""
"No","2005","direct migration background","(2a) intermediate vocational","22","","",""
"No","2005","direct migration background","(2c_gen) general maturity certificate","5","","",""
"No","2005","direct migration background","(2c_voc) vocational maturity certificate","32","0.474726317705327","0.376360327303043","0.573092308107611"
"No","2005","direct migration background","(3a) lower tertiary education","5","","",""
"No","2005","direct migration background","(3b) higher tertiary education","25","","",""
"No","2005","indirect migration background","(0) in school","","","",""
"No","2005","indirect migration background","(1a) inadequately completed","1","","",""
"No","2005","indirect migration background","(1b) general elementary school","5","","",""
"No","2005","indirect migration background","(1c) basic vocational qualification","15","","",""
"No","2005","indirect migration background","(2b) intermediate general qualification","4","","",""
"No","2005","indirect migration background","(2a) intermediate vocational","18","","",""
"No","2005","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"No","2005","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"No","2005","indirect migration background","(3a) lower tertiary education","3","","",""
"No","2005","indirect migration background","(3b) higher tertiary education","2","","",""
"Yes","2006","no migration background","(0) in school","4","","",""
"Yes","2006","no migration background","(1a) inadequately completed","8","","",""
"Yes","2006","no migration background","(1b) general elementary school","81","0.581809388789","0.498909081836995","0.664709695741005"
"Yes","2006","no migration background","(1c) basic vocational qualification","918","0.678370480681903","0.653323447942655","0.703417513421152"
"Yes","2006","no migration background","(2b) intermediate general qualification","96","0.690338802349721","0.615083236278","0.765594368421442"
"Yes","2006","no migration background","(2a) intermediate vocational","1609","0.725849002476137","0.70731363755598","0.744384367396294"
"Yes","2006","no migration background","(2c_gen) general maturity certificate","86","0.642052153421247","0.559643760410403","0.724460546432091"
"Yes","2006","no migration background","(2c_voc) vocational maturity certificate","461","0.737715991612538","0.70314726327209","0.772284719952987"
"Yes","2006","no migration background","(3a) lower tertiary education","615","0.818922067292338","0.791775657862731","0.846068476721944"
"Yes","2006","no migration background","(3b) higher tertiary education","862","0.776189451137293","0.751468742495792","0.800910159778794"
"Yes","2006","direct migration background","(0) in school","","","",""
"Yes","2006","direct migration background","(1a) inadequately completed","6","","",""
"Yes","2006","direct migration background","(1b) general elementary school","39","0.519585200502119","0.404181850000935","0.634988551003303"
"Yes","2006","direct migration background","(1c) basic vocational qualification","129","0.693473373631768","0.627392422431095","0.759554324832441"
"Yes","2006","direct migration background","(2b) intermediate general qualification","9","","",""
"Yes","2006","direct migration background","(2a) intermediate vocational","42","0.587861423634861","0.466316470468892","0.70940637680083"
"Yes","2006","direct migration background","(2c_gen) general maturity certificate","14","","",""
"Yes","2006","direct migration background","(2c_voc) vocational maturity certificate","85","0.693947742720861","0.611492429608663","0.776403055833059"
"Yes","2006","direct migration background","(3a) lower tertiary education","22","","",""
"Yes","2006","direct migration background","(3b) higher tertiary education","81","0.810827033132907","0.734822122526543","0.886831943739271"
"Yes","2006","indirect migration background","(0) in school","","","",""
"Yes","2006","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2006","indirect migration background","(1b) general elementary school","14","","",""
"Yes","2006","indirect migration background","(1c) basic vocational qualification","43","0.736644298893187","0.621284535735309","0.852004062051065"
"Yes","2006","indirect migration background","(2b) intermediate general qualification","16","","",""
"Yes","2006","indirect migration background","(2a) intermediate vocational","58","0.703840358273066","0.601194527103386","0.806486189442745"
"Yes","2006","indirect migration background","(2c_gen) general maturity certificate","12","","",""
"Yes","2006","indirect migration background","(2c_voc) vocational maturity certificate","30","0.710639711265408","0.562510387056998","0.858769035473818"
"Yes","2006","indirect migration background","(3a) lower tertiary education","14","","",""
"Yes","2006","indirect migration background","(3b) higher tertiary education","25","","",""
"No","2006","no migration background","(0) in school","4","","",""
"No","2006","no migration background","(1a) inadequately completed","4","","",""
"No","2006","no migration background","(1b) general elementary school","55","0.418190611211","0.335290304258995","0.501090918163005"
"No","2006","no migration background","(1c) basic vocational qualification","418","0.321629519318097","0.296582486578848","0.346676552057345"
"No","2006","no migration background","(2b) intermediate general qualification","49","0.309661197650279","0.234405631578559","0.384916763722"
"No","2006","no migration background","(2a) intermediate vocational","616","0.274150997523863","0.255615632603706","0.29268636244402"
"No","2006","no migration background","(2c_gen) general maturity certificate","44","0.357947846578753","0.275539453567909","0.440356239589597"
"No","2006","no migration background","(2c_voc) vocational maturity certificate","161","0.262284008387462","0.227715280047013","0.29685273672791"
"No","2006","no migration background","(3a) lower tertiary education","158","0.181077932707662","0.153931523278056","0.208224342137269"
"No","2006","no migration background","(3b) higher tertiary education","230","0.223810548862707","0.199089840221206","0.248531257504208"
"No","2006","direct migration background","(0) in school","1","","",""
"No","2006","direct migration background","(1a) inadequately completed","6","","",""
"No","2006","direct migration background","(1b) general elementary school","33","0.480414799497881","0.365011448996697","0.595818149999064"
"No","2006","direct migration background","(1c) basic vocational qualification","58","0.306526626368232","0.240445675167559","0.372607577568905"
"No","2006","direct migration background","(2b) intermediate general qualification","2","","",""
"No","2006","direct migration background","(2a) intermediate vocational","21","","",""
"No","2006","direct migration background","(2c_gen) general maturity certificate","5","","",""
"No","2006","direct migration background","(2c_voc) vocational maturity certificate","35","0.306052257279139","0.223596944166941","0.388507570391337"
"No","2006","direct migration background","(3a) lower tertiary education","4","","",""
"No","2006","direct migration background","(3b) higher tertiary education","21","","",""
"No","2006","indirect migration background","(0) in school","","","",""
"No","2006","indirect migration background","(1a) inadequately completed","","","",""
"No","2006","indirect migration background","(1b) general elementary school","4","","",""
"No","2006","indirect migration background","(1c) basic vocational qualification","13","","",""
"No","2006","indirect migration background","(2b) intermediate general qualification","4","","",""
"No","2006","indirect migration background","(2a) intermediate vocational","18","","",""
"No","2006","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"No","2006","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"No","2006","indirect migration background","(3a) lower tertiary education","2","","",""
"No","2006","indirect migration background","(3b) higher tertiary education","3","","",""
"Yes","2007","no migration background","(0) in school","2","","",""
"Yes","2007","no migration background","(1a) inadequately completed","8","","",""
"Yes","2007","no migration background","(1b) general elementary school","71","0.638964564776649","0.551560345442696","0.726368784110601"
"Yes","2007","no migration background","(1c) basic vocational qualification","862","0.719429116049468","0.694145860407245","0.744712371691692"
"Yes","2007","no migration background","(2b) intermediate general qualification","75","0.672565058393671","0.586796357414638","0.758333759372703"
"Yes","2007","no migration background","(2a) intermediate vocational","1551","0.743163335024647","0.724504283838123","0.761822386211171"
"Yes","2007","no migration background","(2c_gen) general maturity certificate","96","0.769273708124183","0.697673998913432","0.840873417334933"
"Yes","2007","no migration background","(2c_voc) vocational maturity certificate","444","0.777933817926066","0.744367555761568","0.811500080090565"
"Yes","2007","no migration background","(3a) lower tertiary education","560","0.774121568091724","0.743704192071621","0.804538944111828"
"Yes","2007","no migration background","(3b) higher tertiary education","820","0.781495843293016","0.756381339079718","0.806610347506313"
"Yes","2007","direct migration background","(0) in school","","","",""
"Yes","2007","direct migration background","(1a) inadequately completed","3","","",""
"Yes","2007","direct migration background","(1b) general elementary school","32","0.601422681194335","0.459936062720786","0.742909299667885"
"Yes","2007","direct migration background","(1c) basic vocational qualification","115","0.6691271481252","0.597763877120278","0.740490419130121"
"Yes","2007","direct migration background","(2b) intermediate general qualification","6","","",""
"Yes","2007","direct migration background","(2a) intermediate vocational","45","0.877994756131615","0.791497574687802","0.964491937575428"
"Yes","2007","direct migration background","(2c_gen) general maturity certificate","10","","",""
"Yes","2007","direct migration background","(2c_voc) vocational maturity certificate","82","0.82376755590187","0.749460051151246","0.898075060652494"
"Yes","2007","direct migration background","(3a) lower tertiary education","19","","",""
"Yes","2007","direct migration background","(3b) higher tertiary education","66","0.794372040559365","0.710873305912635","0.877870775206095"
"Yes","2007","indirect migration background","(0) in school","","","",""
"Yes","2007","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2007","indirect migration background","(1b) general elementary school","9","","",""
"Yes","2007","indirect migration background","(1c) basic vocational qualification","44","0.67771173491801","0.558459415586465","0.796964054249554"
"Yes","2007","indirect migration background","(2b) intermediate general qualification","10","","",""
"Yes","2007","indirect migration background","(2a) intermediate vocational","54","0.756088941026618","0.656199149791158","0.855978732262078"
"Yes","2007","indirect migration background","(2c_gen) general maturity certificate","12","","",""
"Yes","2007","indirect migration background","(2c_voc) vocational maturity certificate","29","","",""
"Yes","2007","indirect migration background","(3a) lower tertiary education","19","","",""
"Yes","2007","indirect migration background","(3b) higher tertiary education","30","0.942069428569196","0.863545142960595","1.0205937141778"
"No","2007","no migration background","(0) in school","2","","",""
"No","2007","no migration background","(1a) inadequately completed","5","","",""
"No","2007","no migration background","(1b) general elementary school","45","0.361035435223351","0.273631215889399","0.448439654557304"
"No","2007","no migration background","(1c) basic vocational qualification","351","0.280570883950532","0.255287628308308","0.305854139592755"
"No","2007","no migration background","(2b) intermediate general qualification","40","0.327434941606329","0.241666240627297","0.413203642585362"
"No","2007","no migration background","(2a) intermediate vocational","555","0.256836664975353","0.238177613788829","0.275495716161877"
"No","2007","no migration background","(2c_gen) general maturity certificate","37","0.230726291875817","0.159126582665067","0.302326001086568"
"No","2007","no migration background","(2c_voc) vocational maturity certificate","145","0.222066182073934","0.188499919909435","0.255632444238432"
"No","2007","no migration background","(3a) lower tertiary education","166","0.225878431908276","0.195461055888172","0.25629580792838"
"No","2007","no migration background","(3b) higher tertiary education","220","0.218504156706984","0.193389652493687","0.243618660920282"
"No","2007","direct migration background","(0) in school","","","",""
"No","2007","direct migration background","(1a) inadequately completed","6","","",""
"No","2007","direct migration background","(1b) general elementary school","14","","",""
"No","2007","direct migration background","(1c) basic vocational qualification","52","0.3308728518748","0.259509580869879","0.402236122879722"
"No","2007","direct migration background","(2b) intermediate general qualification","2","","",""
"No","2007","direct migration background","(2a) intermediate vocational","10","","",""
"No","2007","direct migration background","(2c_gen) general maturity certificate","3","","",""
"No","2007","direct migration background","(2c_voc) vocational maturity certificate","19","","",""
"No","2007","direct migration background","(3a) lower tertiary education","5","","",""
"No","2007","direct migration background","(3b) higher tertiary education","24","","",""
"No","2007","indirect migration background","(0) in school","1","","",""
"No","2007","indirect migration background","(1a) inadequately completed","","","",""
"No","2007","indirect migration background","(1b) general elementary school","6","","",""
"No","2007","indirect migration background","(1c) basic vocational qualification","15","","",""
"No","2007","indirect migration background","(2b) intermediate general qualification","7","","",""
"No","2007","indirect migration background","(2a) intermediate vocational","17","","",""
"No","2007","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"No","2007","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"No","2007","indirect migration background","(3a) lower tertiary education","","","",""
"No","2007","indirect migration background","(3b) higher tertiary education","4","","",""
"Yes","2008","no migration background","(0) in school","3","","",""
"Yes","2008","no migration background","(1a) inadequately completed","7","","",""
"Yes","2008","no migration background","(1b) general elementary school","71","0.568519838388573","0.481345135323039","0.655694541454107"
"Yes","2008","no migration background","(1c) basic vocational qualification","783","0.677812553887761","0.650954945013667","0.704670162761856"
"Yes","2008","no migration background","(2b) intermediate general qualification","90","0.63899808722975","0.557677553116185","0.720318621343314"
"Yes","2008","no migration background","(2a) intermediate vocational","1528","0.716922109257181","0.697713881134194","0.736130337380169"
"Yes","2008","no migration background","(2c_gen) general maturity certificate","75","0.609115053118538","0.521811562723513","0.696418543513563"
"Yes","2008","no migration background","(2c_voc) vocational maturity certificate","427","0.7361269570907","0.700196888571014","0.772057025610387"
"Yes","2008","no migration background","(3a) lower tertiary education","540","0.799494869395131","0.769728472083701","0.829261266706561"
"Yes","2008","no migration background","(3b) higher tertiary education","791","0.761115757585822","0.734779596857174","0.787451918314469"
"Yes","2008","direct migration background","(0) in school","","","",""
"Yes","2008","direct migration background","(1a) inadequately completed","8","","",""
"Yes","2008","direct migration background","(1b) general elementary school","37","0.597571980104718","0.467971692634667","0.727172267574769"
"Yes","2008","direct migration background","(1c) basic vocational qualification","109","0.691036911222514","0.61944037343094","0.762633449014089"
"Yes","2008","direct migration background","(2b) intermediate general qualification","3","","",""
"Yes","2008","direct migration background","(2a) intermediate vocational","44","0.864696148864195","0.771728197582299","0.95766410014609"
"Yes","2008","direct migration background","(2c_gen) general maturity certificate","10","","",""
"Yes","2008","direct migration background","(2c_voc) vocational maturity certificate","81","0.784761947608521","0.705391656414631","0.864132238802411"
"Yes","2008","direct migration background","(3a) lower tertiary education","23","","",""
"Yes","2008","direct migration background","(3b) higher tertiary education","58","0.704236071746905","0.601630007113216","0.806842136380595"
"Yes","2008","indirect migration background","(0) in school","1","","",""
"Yes","2008","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2008","indirect migration background","(1b) general elementary school","17","","",""
"Yes","2008","indirect migration background","(1c) basic vocational qualification","43","0.790360278322218","0.685603186305405","0.89511737033903"
"Yes","2008","indirect migration background","(2b) intermediate general qualification","11","","",""
"Yes","2008","indirect migration background","(2a) intermediate vocational","41","0.695280260000499","0.580707205762603","0.809853314238395"
"Yes","2008","indirect migration background","(2c_gen) general maturity certificate","12","","",""
"Yes","2008","indirect migration background","(2c_voc) vocational maturity certificate","20","","",""
"Yes","2008","indirect migration background","(3a) lower tertiary education","11","","",""
"Yes","2008","indirect migration background","(3b) higher tertiary education","32","0.925675919739852","0.841159423592449","1.01019241588726"
"No","2008","no migration background","(0) in school","3","","",""
"No","2008","no migration background","(1a) inadequately completed","4","","",""
"No","2008","no migration background","(1b) general elementary school","53","0.431480161611427","0.344305458545893","0.518654864676961"
"No","2008","no migration background","(1c) basic vocational qualification","380","0.322187446112239","0.295329837238144","0.349045054986333"
"No","2008","no migration background","(2b) intermediate general qualification","44","0.36100191277025","0.279681378656686","0.442322446883815"
"No","2008","no migration background","(2a) intermediate vocational","585","0.283077890742819","0.263869662619831","0.302286118865806"
"No","2008","no migration background","(2c_gen) general maturity certificate","45","0.390884946881462","0.303581456486437","0.478188437276487"
"No","2008","no migration background","(2c_voc) vocational maturity certificate","151","0.2638730429093","0.227942974389613","0.299803111428986"
"No","2008","no migration background","(3a) lower tertiary education","155","0.200505130604869","0.170738733293439","0.230271527916299"
"No","2008","no migration background","(3b) higher tertiary education","216","0.238884242414178","0.21254808168553","0.265220403142826"
"No","2008","direct migration background","(0) in school","","","",""
"No","2008","direct migration background","(1a) inadequately completed","4","","",""
"No","2008","direct migration background","(1b) general elementary school","18","","",""
"No","2008","direct migration background","(1c) basic vocational qualification","51","0.308963088777486","0.237366550985911","0.38055962656906"
"No","2008","direct migration background","(2b) intermediate general qualification","1","","",""
"No","2008","direct migration background","(2a) intermediate vocational","8","","",""
"No","2008","direct migration background","(2c_gen) general maturity certificate","5","","",""
"No","2008","direct migration background","(2c_voc) vocational maturity certificate","22","","",""
"No","2008","direct migration background","(3a) lower tertiary education","3","","",""
"No","2008","direct migration background","(3b) higher tertiary education","18","","",""
"No","2008","indirect migration background","(0) in school","2","","",""
"No","2008","indirect migration background","(1a) inadequately completed","1","","",""
"No","2008","indirect migration background","(1b) general elementary school","3","","",""
"No","2008","indirect migration background","(1c) basic vocational qualification","15","","",""
"No","2008","indirect migration background","(2b) intermediate general qualification","5","","",""
"No","2008","indirect migration background","(2a) intermediate vocational","21","","",""
"No","2008","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"No","2008","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"No","2008","indirect migration background","(3a) lower tertiary education","7","","",""
"No","2008","indirect migration background","(3b) higher tertiary education","5","","",""
"Yes","2009","no migration background","(0) in school","2","","",""
"Yes","2009","no migration background","(1a) inadequately completed","6","","",""
"Yes","2009","no migration background","(1b) general elementary school","64","0.683043427992193","0.592300781078591","0.773786074905796"
"Yes","2009","no migration background","(1c) basic vocational qualification","645","0.639540789785268","0.609662588906999","0.669418990663537"
"Yes","2009","no migration background","(2b) intermediate general qualification","63","0.69550340448951","0.607480784287508","0.783526024691513"
"Yes","2009","no migration background","(2a) intermediate vocational","1307","0.687292883965927","0.666269653033945","0.70831611489791"
"Yes","2009","no migration background","(2c_gen) general maturity certificate","74","0.708166790076175","0.628472314205853","0.787861265946497"
"Yes","2009","no migration background","(2c_voc) vocational maturity certificate","394","0.772637762463354","0.736751388374675","0.808524136552033"
"Yes","2009","no migration background","(3a) lower tertiary education","495","0.773737781590568","0.741670500455426","0.805805062725711"
"Yes","2009","no migration background","(3b) higher tertiary education","723","0.802128129258767","0.776229304766806","0.828026953750728"
"Yes","2009","direct migration background","(0) in school","","","",""
"Yes","2009","direct migration background","(1a) inadequately completed","5","","",""
"Yes","2009","direct migration background","(1b) general elementary school","16","","",""
"Yes","2009","direct migration background","(1c) basic vocational qualification","72","0.652773588478283","0.566506960333465","0.739040216623102"
"Yes","2009","direct migration background","(2b) intermediate general qualification","1","","",""
"Yes","2009","direct migration background","(2a) intermediate vocational","31","0.666563948633902","0.533195020764502","0.799932876503303"
"Yes","2009","direct migration background","(2c_gen) general maturity certificate","12","","",""
"Yes","2009","direct migration background","(2c_voc) vocational maturity certificate","51","0.70029935717451","0.595206702634651","0.805392011714369"
"Yes","2009","direct migration background","(3a) lower tertiary education","21","","",""
"Yes","2009","direct migration background","(3b) higher tertiary education","48","0.676259283975229","0.564221123073499","0.788297444876958"
"Yes","2009","indirect migration background","(0) in school","1","","",""
"Yes","2009","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2009","indirect migration background","(1b) general elementary school","9","","",""
"Yes","2009","indirect migration background","(1c) basic vocational qualification","40","0.746831158853899","0.634925915606027","0.85873640210177"
"Yes","2009","indirect migration background","(2b) intermediate general qualification","8","","",""
"Yes","2009","indirect migration background","(2a) intermediate vocational","38","0.733693146987918","0.609927973895204","0.857458320080632"
"Yes","2009","indirect migration background","(2c_gen) general maturity certificate","9","","",""
"Yes","2009","indirect migration background","(2c_voc) vocational maturity certificate","18","","",""
"Yes","2009","indirect migration background","(3a) lower tertiary education","15","","",""
"Yes","2009","indirect migration background","(3b) higher tertiary education","33","0.705651070696602","0.566148440706068","0.845153700687136"
"No","2009","no migration background","(0) in school","1","","",""
"No","2009","no migration background","(1a) inadequately completed","2","","",""
"No","2009","no migration background","(1b) general elementary school","37","0.316956572007807","0.226213925094204","0.40769921892141"
"No","2009","no migration background","(1c) basic vocational qualification","347","0.360459210214732","0.330581009336462","0.390337411093001"
"No","2009","no migration background","(2b) intermediate general qualification","42","0.30449659551049","0.216473975308488","0.392519215712492"
"No","2009","no migration background","(2a) intermediate vocational","561","0.312707116034073","0.29168388510209","0.333730346966055"
"No","2009","no migration background","(2c_gen) general maturity certificate","51","0.291833209923825","0.212138734053503","0.371527685794147"
"No","2009","no migration background","(2c_voc) vocational maturity certificate","130","0.227362237536646","0.191475863447967","0.263248611625325"
"No","2009","no migration background","(3a) lower tertiary education","159","0.226262218409432","0.194194937274289","0.258329499544574"
"No","2009","no migration background","(3b) higher tertiary education","186","0.197871870741233","0.171973046249272","0.223770695233194"
"No","2009","direct migration background","(0) in school","","","",""
"No","2009","direct migration background","(1a) inadequately completed","5","","",""
"No","2009","direct migration background","(1b) general elementary school","13","","",""
"No","2009","direct migration background","(1c) basic vocational qualification","45","0.347226411521717","0.260959783376898","0.433493039666535"
"No","2009","direct migration background","(2b) intermediate general qualification","3","","",""
"No","2009","direct migration background","(2a) intermediate vocational","17","","",""
"No","2009","direct migration background","(2c_gen) general maturity certificate","5","","",""
"No","2009","direct migration background","(2c_voc) vocational maturity certificate","22","","",""
"No","2009","direct migration background","(3a) lower tertiary education","7","","",""
"No","2009","direct migration background","(3b) higher tertiary education","19","","",""
"No","2009","indirect migration background","(0) in school","1","","",""
"No","2009","indirect migration background","(1a) inadequately completed","1","","",""
"No","2009","indirect migration background","(1b) general elementary school","10","","",""
"No","2009","indirect migration background","(1c) basic vocational qualification","18","","",""
"No","2009","indirect migration background","(2b) intermediate general qualification","7","","",""
"No","2009","indirect migration background","(2a) intermediate vocational","11","","",""
"No","2009","indirect migration background","(2c_gen) general maturity certificate","8","","",""
"No","2009","indirect migration background","(2c_voc) vocational maturity certificate","5","","",""
"No","2009","indirect migration background","(3a) lower tertiary education","3","","",""
"No","2009","indirect migration background","(3b) higher tertiary education","8","","",""
"Yes","2010","no migration background","(0) in school","4","","",""
"Yes","2010","no migration background","(1a) inadequately completed","11","","",""
"Yes","2010","no migration background","(1b) general elementary school","80","0.497222337049278","0.416119701805955","0.578324972292602"
"Yes","2010","no migration background","(1c) basic vocational qualification","801","0.624211013212041","0.59754257879007","0.650879447634011"
"Yes","2010","no migration background","(2b) intermediate general qualification","111","0.633166170105734","0.558952463144618","0.70737987706685"
"Yes","2010","no migration background","(2a) intermediate vocational","1709","0.654867938212801","0.636415765206334","0.673320111219267"
"Yes","2010","no migration background","(2c_gen) general maturity certificate","85","0.612069835958074","0.530770722192412","0.693368949723736"
"Yes","2010","no migration background","(2c_voc) vocational maturity certificate","565","0.723176893803074","0.691757138262545","0.754596649343603"
"Yes","2010","no migration background","(3a) lower tertiary education","616","0.772512531621743","0.743802237239586","0.801222826003899"
"Yes","2010","no migration background","(3b) higher tertiary education","939","0.752886409614341","0.72884962978568","0.776923189443001"
"Yes","2010","direct migration background","(0) in school","","","",""
"Yes","2010","direct migration background","(1a) inadequately completed","17","","",""
"Yes","2010","direct migration background","(1b) general elementary school","55","0.507528474437319","0.403662366845984","0.611394582028654"
"Yes","2010","direct migration background","(1c) basic vocational qualification","123","0.589489249762216","0.523113861354582","0.65586463816985"
"Yes","2010","direct migration background","(2b) intermediate general qualification","3","","",""
"Yes","2010","direct migration background","(2a) intermediate vocational","60","0.771721189594874","0.677972384427495","0.865469994762254"
"Yes","2010","direct migration background","(2c_gen) general maturity certificate","28","","",""
"Yes","2010","direct migration background","(2c_voc) vocational maturity certificate","89","0.755518440810953","0.677973641695454","0.833063239926452"
"Yes","2010","direct migration background","(3a) lower tertiary education","24","","",""
"Yes","2010","direct migration background","(3b) higher tertiary education","117","0.800979616411198","0.736871285737715","0.865087947084682"
"Yes","2010","indirect migration background","(0) in school","1","","",""
"Yes","2010","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2010","indirect migration background","(1b) general elementary school","17","","",""
"Yes","2010","indirect migration background","(1c) basic vocational qualification","48","0.743946654015279","0.648306729952573","0.839586578077985"
"Yes","2010","indirect migration background","(2b) intermediate general qualification","11","","",""
"Yes","2010","indirect migration background","(2a) intermediate vocational","67","0.821177585060704","0.738737474453402","0.903617695668006"
"Yes","2010","indirect migration background","(2c_gen) general maturity certificate","10","","",""
"Yes","2010","indirect migration background","(2c_voc) vocational maturity certificate","33","0.618989736424776","0.483014409276633","0.75496506357292"
"Yes","2010","indirect migration background","(3a) lower tertiary education","22","","",""
"Yes","2010","indirect migration background","(3b) higher tertiary education","49","0.710771741171496","0.598811647213871","0.822731835129121"
"No","2010","no migration background","(0) in school","1","","",""
"No","2010","no migration background","(1a) inadequately completed","10","","",""
"No","2010","no migration background","(1b) general elementary school","66","0.502777662950722","0.421675027707398","0.583880298194045"
"No","2010","no migration background","(1c) basic vocational qualification","466","0.375788986787959","0.349120552365989","0.40245742120993"
"No","2010","no migration background","(2b) intermediate general qualification","51","0.366833829894266","0.29262012293315","0.441047536855382"
"No","2010","no migration background","(2a) intermediate vocational","841","0.345132061787199","0.326679888780733","0.363584234793666"
"No","2010","no migration background","(2c_gen) general maturity certificate","53","0.387930164041926","0.306631050276264","0.469229277807588"
"No","2010","no migration background","(2c_voc) vocational maturity certificate","214","0.276823106196926","0.245403350656397","0.308242861737455"
"No","2010","no migration background","(3a) lower tertiary education","203","0.227487468378257","0.198777173996101","0.256197762760414"
"No","2010","no migration background","(3b) higher tertiary education","298","0.247113590385659","0.223076810556999","0.27115037021432"
"No","2010","direct migration background","(0) in school","","","",""
"No","2010","direct migration background","(1a) inadequately completed","6","","",""
"No","2010","direct migration background","(1b) general elementary school","34","0.492471525562681","0.388605417971346","0.596337633154016"
"No","2010","direct migration background","(1c) basic vocational qualification","88","0.410510750237784","0.34413536183015","0.476886138645418"
"No","2010","direct migration background","(2b) intermediate general qualification","3","","",""
"No","2010","direct migration background","(2a) intermediate vocational","17","","",""
"No","2010","direct migration background","(2c_gen) general maturity certificate","12","","",""
"No","2010","direct migration background","(2c_voc) vocational maturity certificate","29","","",""
"No","2010","direct migration background","(3a) lower tertiary education","8","","",""
"No","2010","direct migration background","(3b) higher tertiary education","32","0.199020383588802","0.134912052915318","0.263128714262285"
"No","2010","indirect migration background","(0) in school","1","","",""
"No","2010","indirect migration background","(1a) inadequately completed","1","","",""
"No","2010","indirect migration background","(1b) general elementary school","8","","",""
"No","2010","indirect migration background","(1c) basic vocational qualification","32","0.256053345984721","0.160413421922015","0.351693270047427"
"No","2010","indirect migration background","(2b) intermediate general qualification","6","","",""
"No","2010","indirect migration background","(2a) intermediate vocational","16","","",""
"No","2010","indirect migration background","(2c_gen) general maturity certificate","7","","",""
"No","2010","indirect migration background","(2c_voc) vocational maturity certificate","16","","",""
"No","2010","indirect migration background","(3a) lower tertiary education","5","","",""
"No","2010","indirect migration background","(3b) higher tertiary education","14","","",""
"Yes","2011","no migration background","(0) in school","7","","",""
"Yes","2011","no migration background","(1a) inadequately completed","23","","",""
"Yes","2011","no migration background","(1b) general elementary school","129","0.539756079780186","0.473593467230705","0.605918692329667"
"Yes","2011","no migration background","(1c) basic vocational qualification","1029","0.666417504467922","0.642493244987442","0.690341763948402"
"Yes","2011","no migration background","(2b) intermediate general qualification","136","0.726900664119626","0.664041689645386","0.789759638593866"
"Yes","2011","no migration background","(2a) intermediate vocational","2212","0.745224490283813","0.72974021495245","0.760708765615177"
"Yes","2011","no migration background","(2c_gen) general maturity certificate","100","0.640119396909606","0.56643695636804","0.713801837451172"
"Yes","2011","no migration background","(2c_voc) vocational maturity certificate","751","0.800401464935702","0.775011492523078","0.825791437348326"
"Yes","2011","no migration background","(3a) lower tertiary education","750","0.782986843320264","0.757099416930061","0.808874269710468"
"Yes","2011","no migration background","(3b) higher tertiary education","1167","0.77396034271751","0.752578698545453","0.795341986889568"
"Yes","2011","direct migration background","(0) in school","","","",""
"Yes","2011","direct migration background","(1a) inadequately completed","30","0.862430142178883","0.74991254524293","0.974947739114836"
"Yes","2011","direct migration background","(1b) general elementary school","77","0.720228198884503","0.635958416577522","0.804497981191484"
"Yes","2011","direct migration background","(1c) basic vocational qualification","157","0.64364567564296","0.581885781118803","0.705405570167117"
"Yes","2011","direct migration background","(2b) intermediate general qualification","11","","",""
