"plb0196_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"No","2014","Other degree","direct migration background","298","0.273404115022233","0.245498985439843","0.301309244604623"
"No","2014","Other degree","indirect migration background","3","","",""
"No","2014","no degree/no degree yet","no migration background","9","","",""
"No","2014","no degree/no degree yet","direct migration background","19","","",""
"No","2014","no degree/no degree yet","indirect migration background","3","","",""
"Yes","2015","lower secondary degree","no migration background","923","0.706652874706788","0.681483383558246","0.731822365855329"
"Yes","2015","lower secondary degree","direct migration background","118","0.852531951514428","0.797244846918788","0.907819056110067"
"Yes","2015","lower secondary degree","indirect migration background","98","0.71818681987882","0.644191664823986","0.792181974933654"
"Yes","2015","secondary school degree","no migration background","2108","0.762706734149922","0.746906737732065","0.778506730567779"
"Yes","2015","secondary school degree","direct migration background","115","0.764005299828746","0.697796020893417","0.830214578764075"
"Yes","2015","secondary school degree","indirect migration background","127","0.755268722464646","0.690640960175041","0.819896484754252"
"Yes","2015","college entrance qualification","no migration background","2273","0.79317915612209","0.778193110270699","0.808165201973482"
"Yes","2015","college entrance qualification","direct migration background","128","0.857284326623951","0.802395484530824","0.912173168717078"
"Yes","2015","college entrance qualification","indirect migration background","184","0.779451467963389","0.726776262548322","0.832126673378456"
"Yes","2015","Other degree","no migration background","20","","",""
"Yes","2015","Other degree","direct migration background","875","0.712717536973947","0.687242779304818","0.738192294643076"
"Yes","2015","Other degree","indirect migration background","13","","",""
"Yes","2015","no degree/no degree yet","no migration background","24","","",""
"Yes","2015","no degree/no degree yet","direct migration background","41","0.759435775908647","0.6530427176333","0.865828834183994"
"Yes","2015","no degree/no degree yet","indirect migration background","5","","",""
"No","2015","lower secondary degree","no migration background","334","0.293347125293212","0.268177634144671","0.318516616441754"
"No","2015","lower secondary degree","direct migration background","40","0.147468048485572","0.0921809438899331","0.202755153081212"
"No","2015","lower secondary degree","indirect migration background","44","0.28181318012118","0.207818025066346","0.355808335176014"
"No","2015","secondary school degree","no migration background","677","0.237293265850078","0.221493269432221","0.253093262267935"
"No","2015","secondary school degree","direct migration background","43","0.235994700171254","0.169785421235925","0.302203979106583"
"No","2015","secondary school degree","indirect migration background","43","0.244731277535354","0.180103515245748","0.309359039824959"
"No","2015","college entrance qualification","no migration background","533","0.206820843877909","0.191834798026518","0.221806889729301"
"No","2015","college entrance qualification","direct migration background","28","","",""
"No","2015","college entrance qualification","indirect migration background","54","0.220548532036611","0.167873326621544","0.273223737451678"
"No","2015","Other degree","no migration background","10","","",""
"No","2015","Other degree","direct migration background","337","0.287282463026053","0.261807705356924","0.312757220695182"
"No","2015","Other degree","indirect migration background","4","","",""
"No","2015","no degree/no degree yet","no migration background","10","","",""
"No","2015","no degree/no degree yet","direct migration background","21","","",""
"No","2015","no degree/no degree yet","indirect migration background","4","","",""
"Yes","2016","lower secondary degree","no migration background","870","0.696560359709045","0.670580858259303","0.722539861158787"
"Yes","2016","lower secondary degree","direct migration background","118","0.74549673440474","0.675790437172824","0.815203031636656"
"Yes","2016","lower secondary degree","indirect migration background","88","0.73743158450102","0.660292373311583","0.814570795690457"
"Yes","2016","secondary school degree","no migration background","1982","0.757780973754435","0.74146304336993","0.774098904138939"
"Yes","2016","secondary school degree","direct migration background","104","0.810555742940864","0.745176375620692","0.875935110261035"
"Yes","2016","secondary school degree","indirect migration background","121","0.746671818349141","0.679491542007881","0.8138520946904"
"Yes","2016","college entrance qualification","no migration background","2230","0.804772222523836","0.790043101784779","0.819501343262893"
"Yes","2016","college entrance qualification","direct migration background","140","0.844365245769013","0.791110715708377","0.897619775829649"
"Yes","2016","college entrance qualification","indirect migration background","195","0.831783340155943","0.784655230583609","0.878911449728277"
"Yes","2016","Other degree","no migration background","21","","",""
"Yes","2016","Other degree","direct migration background","725","0.71153098043901","0.683437092662113","0.739624868215906"
"Yes","2016","Other degree","indirect migration background","13","","",""
"Yes","2016","no degree/no degree yet","no migration background","24","","",""
"Yes","2016","no degree/no degree yet","direct migration background","37","0.678163985719443","0.554696834372544","0.801631137066342"
"Yes","2016","no degree/no degree yet","indirect migration background","7","","",""
"No","2016","lower secondary degree","no migration background","333","0.303439640290955","0.277460138841213","0.329419141740697"
"No","2016","lower secondary degree","direct migration background","32","0.25450326559526","0.184796968363344","0.324209562827176"
"No","2016","lower secondary degree","indirect migration background","37","0.26256841549898","0.185429204309543","0.339707626688417"
"No","2016","secondary school degree","no migration background","666","0.242219026245565","0.225901095861061","0.25853695663007"
"No","2016","secondary school degree","direct migration background","34","0.189444257059136","0.124064889738965","0.254823624379308"
"No","2016","secondary school degree","indirect migration background","40","0.253328181650859","0.1861479053096","0.320508457992119"
"No","2016","college entrance qualification","no migration background","552","0.195227777476164","0.180498656737107","0.209956898215221"
"No","2016","college entrance qualification","direct migration background","38","0.155634754230987","0.102380224170351","0.208889284291623"
"No","2016","college entrance qualification","indirect migration background","47","0.168216659844057","0.121088550271723","0.215344769416391"
"No","2016","Other degree","no migration background","8","","",""
"No","2016","Other degree","direct migration background","274","0.28846901956099","0.260375131784094","0.316562907337887"
"No","2016","Other degree","indirect migration background","4","","",""
"No","2016","no degree/no degree yet","no migration background","7","","",""
"No","2016","no degree/no degree yet","direct migration background","18","","",""
"No","2016","no degree/no degree yet","indirect migration background","6","","",""
"Yes","2017","lower secondary degree","no migration background","903","0.690498556139979","0.665143453702857","0.715853658577101"
"Yes","2017","lower secondary degree","direct migration background","101","0.711826813827952","0.636533806010669","0.787119821645235"
"Yes","2017","lower secondary degree","indirect migration background","90","0.760283296268399","0.686035579386405","0.834531013150393"
"Yes","2017","secondary school degree","no migration background","2189","0.766019970398857","0.750659133104706","0.781380807693007"
"Yes","2017","secondary school degree","direct migration background","110","0.813606691052603","0.748397288335974","0.878816093769232"
"Yes","2017","secondary school degree","indirect migration background","127","0.815777705427075","0.756446499341557","0.875108911512592"
"Yes","2017","college entrance qualification","no migration background","2529","0.797437862729365","0.783424830811442","0.811450894647288"
"Yes","2017","college entrance qualification","direct migration background","116","0.85294745223479","0.796829761619899","0.909065142849681"
"Yes","2017","college entrance qualification","indirect migration background","201","0.710542448341488","0.655836621835243","0.765248274847733"
"Yes","2017","Other degree","no migration background","19","","",""
"Yes","2017","Other degree","direct migration background","721","0.74243834774636","0.715143515307495","0.769733180185224"
"Yes","2017","Other degree","indirect migration background","7","","",""
"Yes","2017","no degree/no degree yet","no migration background","23","","",""
"Yes","2017","no degree/no degree yet","direct migration background","51","0.655226464709816","0.551074906032895","0.759378023386738"
"Yes","2017","no degree/no degree yet","indirect migration background","9","","",""
"No","2017","lower secondary degree","no migration background","374","0.309501443860021","0.284146341422899","0.334856546297143"
"No","2017","lower secondary degree","direct migration background","38","0.288173186172048","0.212880178354765","0.363466193989331"
"No","2017","lower secondary degree","indirect migration background","37","0.239716703731601","0.165468986849607","0.313964420613595"
"No","2017","secondary school degree","no migration background","729","0.233980029601143","0.218619192306993","0.249340866895294"
"No","2017","secondary school degree","direct migration background","27","","",""
"No","2017","secondary school degree","indirect migration background","37","0.184222294572926","0.124891088487408","0.243553500658443"
"No","2017","college entrance qualification","no migration background","631","0.202562137270635","0.188549105352712","0.216575169188558"
"No","2017","college entrance qualification","direct migration background","37","0.14705254776521","0.0909348571503191","0.203170238380101"
"No","2017","college entrance qualification","indirect migration background","63","0.289457551658512","0.234751725152267","0.344163378164757"
"No","2017","Other degree","no migration background","11","","",""
"No","2017","Other degree","direct migration background","265","0.25756165225364","0.230266819814775","0.284856484692505"
"No","2017","Other degree","indirect migration background","4","","",""
"No","2017","no degree/no degree yet","no migration background","19","","",""
"No","2017","no degree/no degree yet","direct migration background","29","","",""
"No","2017","no degree/no degree yet","indirect migration background","1","","",""
"Yes","2018","lower secondary degree","no migration background","868","0.699904822721271","0.674599503539769","0.725210141902772"
"Yes","2018","lower secondary degree","direct migration background","119","0.793875195557208","0.730599123857213","0.857151267257203"
"Yes","2018","lower secondary degree","indirect migration background","97","0.732796857826553","0.658427982025238","0.807165733627869"
"Yes","2018","secondary school degree","no migration background","2124","0.748114366916436","0.732328780546999","0.763899953285873"
"Yes","2018","secondary school degree","direct migration background","107","0.787696854950266","0.718714347516194","0.856679362384337"
"Yes","2018","secondary school degree","indirect migration background","135","0.841640047233212","0.7881580701792","0.895122024287224"
"Yes","2018","college entrance qualification","no migration background","2435","0.767825901479527","0.753183277892626","0.782468525066428"
"Yes","2018","college entrance qualification","direct migration background","136","0.804287146663979","0.746002612689446","0.862571680638513"
"Yes","2018","college entrance qualification","indirect migration background","210","0.792442769441696","0.743978146505759","0.840907392377632"
"Yes","2018","Other degree","no migration background","22","","",""
"Yes","2018","Other degree","direct migration background","769","0.710114467467243","0.683625588188401","0.736603346746086"
"Yes","2018","Other degree","indirect migration background","13","","",""
"Yes","2018","no degree/no degree yet","no migration background","23","","",""
"Yes","2018","no degree/no degree yet","direct migration background","78","0.660969408469624","0.575557738977901","0.746381077961347"
"Yes","2018","no degree/no degree yet","indirect migration background","7","","",""
"No","2018","lower secondary degree","no migration background","392","0.300095177278729","0.274789858097228","0.32540049646023"
"No","2018","lower secondary degree","direct migration background","38","0.206124804442792","0.142848732742797","0.269400876142787"
"No","2018","lower secondary degree","indirect migration background","39","0.267203142173447","0.192834266372131","0.341572017974762"
"No","2018","secondary school degree","no migration background","781","0.251885633083564","0.236100046714127","0.267671219453001"
"No","2018","secondary school degree","direct migration background","28","","",""
"No","2018","secondary school degree","indirect migration background","44","0.158359952766788","0.104877975712776","0.2118419298208"
"No","2018","college entrance qualification","no migration background","759","0.232174098520473","0.217531474933572","0.246816722107374"
"No","2018","college entrance qualification","direct migration background","42","0.195712853336021","0.137428319361487","0.253997387310554"
"No","2018","college entrance qualification","indirect migration background","59","0.207557230558304","0.159092607622368","0.256021853494241"
"No","2018","Other degree","no migration background","11","","",""
"No","2018","Other degree","direct migration background","358","0.289885532532757","0.263396653253914","0.316374411811599"
"No","2018","Other degree","indirect migration background","3","","",""
"No","2018","no degree/no degree yet","no migration background","11","","",""
"No","2018","no degree/no degree yet","direct migration background","40","0.339030591530376","0.253618922038653","0.424442261022099"
"No","2018","no degree/no degree yet","indirect migration background","4","","",""
"Yes","2019","lower secondary degree","no migration background","754","0.720573875769824","0.693406967923373","0.747740783616274"
"Yes","2019","lower secondary degree","direct migration background","96","0.800160541738374","0.731421163055808","0.868899920420939"
"Yes","2019","lower secondary degree","indirect migration background","73","0.700866286631125","0.614108898637653","0.787623674624597"
"Yes","2019","secondary school degree","no migration background","1991","0.763489220228882","0.747261140584276","0.779717299873487"
"Yes","2019","secondary school degree","direct migration background","90","0.766031358477645","0.689320426154366","0.842742290800925"
"Yes","2019","secondary school degree","indirect migration background","125","0.776976914832499","0.714030294476517","0.839923535188481"
"Yes","2019","college entrance qualification","no migration background","2442","0.787785379256116","0.773426826289189","0.802143932223044"
"Yes","2019","college entrance qualification","direct migration background","118","0.822219518974208","0.762223598396116","0.882215439552299"
"Yes","2019","college entrance qualification","indirect migration background","198","0.761669646148673","0.709680672810158","0.813658619487189"
"Yes","2019","Other degree","no migration background","22","","",""
"Yes","2019","Other degree","direct migration background","666","0.743946996499923","0.715620908079868","0.772273084919979"
"Yes","2019","Other degree","indirect migration background","13","","",""
"Yes","2019","no degree/no degree yet","no migration background","29","","",""
"Yes","2019","no degree/no degree yet","direct migration background","88","0.794038839996519","0.725050663921786","0.863027016071253"
"Yes","2019","no degree/no degree yet","indirect migration background","5","","",""
"No","2019","lower secondary degree","no migration background","294","0.279426124230176","0.252259216383726","0.306593032076627"
"No","2019","lower secondary degree","direct migration background","34","0.199839458261626","0.131100079579061","0.268578836944192"
"No","2019","lower secondary degree","indirect migration background","34","0.299133713368875","0.212376325375403","0.385891101362347"
"No","2019","secondary school degree","no migration background","643","0.236510779771118","0.220282700126513","0.252738859415724"
"No","2019","secondary school degree","direct migration background","27","","",""
"No","2019","secondary school degree","indirect migration background","43","0.223023085167501","0.160076464811519","0.285969705523483"
"No","2019","college entrance qualification","no migration background","673","0.212214620743884","0.197856067776956","0.226573173710811"
"No","2019","college entrance qualification","direct migration background","38","0.177780481025792","0.117784560447701","0.237776401603884"
"No","2019","college entrance qualification","indirect migration background","60","0.238330353851327","0.186341380512811","0.290319327189842"
"No","2019","Other degree","no migration background","7","","",""
"No","2019","Other degree","direct migration background","246","0.256053003500077","0.227726915080021","0.284379091920132"
"No","2019","Other degree","indirect migration background","3","","",""
"No","2019","no degree/no degree yet","no migration background","9","","",""
"No","2019","no degree/no degree yet","direct migration background","44","0.205961160003481","0.136972983928747","0.274949336078214"
"No","2019","no degree/no degree yet","indirect migration background","3","","",""
