"plb0196_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2018","Employed","vocational + Abi","786","0.781378680980231","0.756462146895022","0.80629521506544","1"
"No","2019","Not Employed","in school","1","","","","2"
"No","2019","Not Employed","inadequately","11","","","","2"
"No","2019","Not Employed","general elemantary","16","","","","2"
"No","2019","Not Employed","middle vocational","33","0.511707135864874","0.412232318752465","0.611181952977284","2"
"No","2019","Not Employed","vocational + Abi","5","","","","2"
"No","2019","Not Employed","higher vocational","4","","","","2"
"No","2019","Not Employed","higher education","23","","","","2"
"No","2019","Employed","in school","","","","","2"
"No","2019","Employed","inadequately","40","0.234232094172437","0.159080195611322","0.309383992733551","2"
"No","2019","Employed","general elemantary","155","0.279274384864326","0.241328780099368","0.317219989629285","2"
"No","2019","Employed","middle vocational","990","0.254428033536244","0.240543558728538","0.268312508343949","2"
"No","2019","Employed","vocational + Abi","222","0.216433716545104","0.190703059844678","0.24216437324553","2"
"No","2019","Employed","higher vocational","120","0.199512513853379","0.167535727907907","0.23148929979885","2"
"No","2019","Employed","higher education","588","0.192615236274133","0.178042241184114","0.207188231364153","2"
"Yes","2019","Not Employed","vocational + Abi","11","","","","1"
"Yes","2019","Not Employed","higher vocational","8","","","","1"
"Yes","2019","Not Employed","higher education","45","0.611743603101295","0.495909173892265","0.727578032310325","1"
"Yes","2019","Employed","in school","6","","","","1"
"Yes","2019","Not Employed","middle vocational","64","0.488292864135126","0.388818047022716","0.587767681247535","1"
"Yes","2019","Not Employed","inadequately","20","","","","1"
"Yes","2019","Not Employed","general elemantary","26","","","","1"
"Yes","2019","Employed","higher education","2225","0.807384763725867","0.792811768635847","0.821957758815886","1"
"Yes","2019","Not Employed","in school","2","","","","1"
"Yes","2019","Employed","vocational + Abi","762","0.783566283454896","0.757835626754469","0.809296940155322","1"
"Yes","2019","Employed","general elemantary","382","0.720725615135674","0.682780010370715","0.758671219900632","1"
"Yes","2019","Employed","middle vocational","2790","0.745571966463757","0.731687491656051","0.759456441271462","1"
"Yes","2019","Employed","inadequately","82","0.765767905827563","0.690616007266449","0.840919804388678","1"
"Yes","2019","Employed","higher vocational","480","0.800487486146621","0.76851070020115","0.832464272092093","1"
