"plb0196_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2006","Saxony","no migration background","410","0.733325484242229","0.69682928108542","0.769821687399037"
"Yes","2006","Saxony","direct migration background","3","","",""
"Yes","2006","Saxony","indirect migration background","","","",""
"Yes","2006","Saxony-Anhalt","no migration background","216","0.651432468973751","0.598472702409334","0.704392235538169"
"Yes","2006","Saxony-Anhalt","direct migration background","1","","",""
"Yes","2006","Saxony-Anhalt","indirect migration background","1","","",""
"Yes","2006","Thuringia","no migration background","222","0.689905771504361","0.639464205578543","0.740347337430178"
"Yes","2006","Thuringia","direct migration background","","","",""
"Yes","2006","Thuringia","indirect migration background","3","","",""
"No","2006","Schleswig-Holstein","no migration background","69","0.318687113219169","0.253783175120277","0.383591051318061"
"No","2006","Schleswig-Holstein","direct migration background","5","","",""
"No","2006","Schleswig-Holstein","indirect migration background","","","",""
"No","2006","Hamburg","no migration background","21","","",""
"No","2006","Hamburg","direct migration background","1","","",""
"No","2006","Hamburg","indirect migration background","","","",""
"No","2006","Lower Saxony","no migration background","161","0.300980945028503","0.262329701905667","0.33963218815134"
"No","2006","Lower Saxony","direct migration background","21","","",""
"No","2006","Lower Saxony","indirect migration background","4","","",""
"No","2006","Bremen","no migration background","5","","",""
"No","2006","Bremen","direct migration background","1","","",""
"No","2006","Bremen","indirect migration background","1","","",""
"No","2006","North Rhine-Westphalia","no migration background","299","0.249870395035889","0.225705099692849","0.274035690378929"
"No","2006","North Rhine-Westphalia","direct migration background","42","0.250359989162374","0.183022274962683","0.317697703362065"
"No","2006","North Rhine-Westphalia","indirect migration background","14","","",""
"No","2006","Hesse","no migration background","105","0.223580272959182","0.185670243457367","0.261490302460998"
"No","2006","Hesse","direct migration background","30","0.419676433270227","0.30150756273148","0.537845303808973"
"No","2006","Hesse","indirect migration background","12","","",""
"No","2006","Rhineland-Palatinate,Saarland","no migration background","94","0.283278467118528","0.235868968582451","0.330687965654605"
"No","2006","Rhineland-Palatinate,Saarland","direct migration background","8","","",""
"No","2006","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"No","2006","Baden-Württemberg","no migration background","161","0.237077392873774","0.2063730603661","0.267781725381447"
"No","2006","Baden-Württemberg","direct migration background","47","0.322900226523219","0.249289220862005","0.396511232184434"
"No","2006","Baden-Württemberg","indirect migration background","12","","",""
"No","2006","Bavaria","no migration background","295","0.295301344167653","0.267027652051235","0.32357503628407"
"No","2006","Bavaria","direct migration background","26","","",""
"No","2006","Bavaria","indirect migration background","7","","",""
"No","2006","Berlin","no migration background","62","0.276901622376305","0.219933046656204","0.333870198096406"
"No","2006","Berlin","direct migration background","1","","",""
"No","2006","Berlin","indirect migration background","4","","",""
"No","2006","Brandenburg","no migration background","83","0.296939946702216","0.245322636717231","0.348557256687201"
"No","2006","Brandenburg","direct migration background","1","","",""
"No","2006","Brandenburg","indirect migration background","1","","",""
"No","2006","Mecklenburg-Western Pomerania","no migration background","58","0.297306523209633","0.231083694728885","0.363529351690382"
"No","2006","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No","2006","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No","2006","Saxony","no migration background","154","0.266674515757771","0.230178312600963","0.30317071891458"
"No","2006","Saxony","direct migration background","3","","",""
"No","2006","Saxony","indirect migration background","1","","",""
"No","2006","Saxony-Anhalt","no migration background","95","0.348567531026249","0.295607764461831","0.401527297590666"
"No","2006","Saxony-Anhalt","direct migration background","2","","",""
"No","2006","Saxony-Anhalt","indirect migration background","","","",""
"No","2006","Thuringia","no migration background","101","0.310094228495639","0.259652662569822","0.360535794421457"
"No","2006","Thuringia","direct migration background","1","","",""
"No","2006","Thuringia","indirect migration background","1","","",""
"Yes","2007","Schleswig-Holstein","no migration background","105","0.704650623293048","0.633062538901667","0.77623870768443"
"Yes","2007","Schleswig-Holstein","direct migration background","6","","",""
"Yes","2007","Schleswig-Holstein","indirect migration background","5","","",""
"Yes","2007","Hamburg","no migration background","69","0.680860118772903","0.587124257099326","0.774595980446479"
"Yes","2007","Hamburg","direct migration background","4","","",""
"Yes","2007","Hamburg","indirect migration background","4","","",""
"Yes","2007","Lower Saxony","no migration background","401","0.762562529355619","0.726640069540828","0.79848498917041"
"Yes","2007","Lower Saxony","direct migration background","31","0.667214247894919","0.5324997986217","0.801928697168138"
"Yes","2007","Lower Saxony","indirect migration background","12","","",""
"Yes","2007","Bremen","no migration background","34","0.727131470118335","0.59698720654168","0.85727573369499"
"Yes","2007","Bremen","direct migration background","2","","",""
"Yes","2007","Bremen","indirect migration background","1","","",""
"Yes","2007","North Rhine-Westphalia","no migration background","883","0.78567092821451","0.76173435351764","0.80960750291138"
"Yes","2007","North Rhine-Westphalia","direct migration background","104","0.728790661277973","0.652658849965394","0.804922472590551"
"Yes","2007","North Rhine-Westphalia","indirect migration background","60","0.868439426191069","0.790363977604349","0.946514874777789"
"Yes","2007","Hesse","no migration background","322","0.773586310444426","0.73332111870685","0.813851502182003"
"Yes","2007","Hesse","direct migration background","34","0.828822162792068","0.719973369084906","0.93767095649923"
"Yes","2007","Hesse","indirect migration background","22","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","no migration background","209","0.66314596625828","0.610533012251132","0.715758920265428"
"Yes","2007","Rhineland-Palatinate,Saarland","direct migration background","26","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","indirect migration background","13","","",""
"Yes","2007","Baden-Württemberg","no migration background","533","0.79124217920747","0.760582168857678","0.821902189557263"
"Yes","2007","Baden-Württemberg","direct migration background","102","0.808879810322173","0.743040831068915","0.874718789575432"
"Yes","2007","Baden-Württemberg","indirect migration background","54","0.753039959134242","0.652016688145157","0.854063230123326"
"Yes","2007","Bavaria","no migration background","693","0.747790261268","0.719818911350291","0.775761611185709"
"Yes","2007","Bavaria","direct migration background","58","0.699065787332866","0.600980638737609","0.797150935928123"
"Yes","2007","Bavaria","indirect migration background","31","0.638720956376111","0.496782943497369","0.780658969254854"
"Yes","2007","Berlin","no migration background","165","0.727768212881165","0.669737242885899","0.785799182876431"
"Yes","2007","Berlin","direct migration background","10","","",""
"Yes","2007","Berlin","indirect migration background","6","","",""
"Yes","2007","Brandenburg","no migration background","196","0.603226386894538","0.546227492771489","0.660225281017587"
"Yes","2007","Brandenburg","direct migration background","2","","",""
"Yes","2007","Brandenburg","indirect migration background","1","","",""
"Yes","2007","Mecklenburg-Western Pomerania","no migration background","117","0.694498683044693","0.625860260161985","0.763137105927401"
"Yes","2007","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Yes","2007","Saxony","no migration background","382","0.707610889179615","0.669352557561133","0.745869220798097"
"Yes","2007","Saxony","direct migration background","4","","",""
"Yes","2007","Saxony","indirect migration background","2","","",""
"Yes","2007","Saxony-Anhalt","no migration background","219","0.702038705671958","0.651691089297154","0.752386322046763"
"Yes","2007","Saxony-Anhalt","direct migration background","","","",""
"Yes","2007","Saxony-Anhalt","indirect migration background","2","","",""
"Yes","2007","Thuringia","no migration background","227","0.712431133800973","0.662604581505853","0.762257686096093"
"Yes","2007","Thuringia","direct migration background","2","","",""
"Yes","2007","Thuringia","indirect migration background","2","","",""
"No","2007","Schleswig-Holstein","no migration background","51","0.295349376706952","0.22376129231557","0.366937461098333"
"No","2007","Schleswig-Holstein","direct migration background","5","","",""
"No","2007","Schleswig-Holstein","indirect migration background","","","",""
"No","2007","Hamburg","no migration background","26","","",""
"No","2007","Hamburg","direct migration background","1","","",""
"No","2007","Hamburg","indirect migration background","","","",""
"No","2007","Lower Saxony","no migration background","138","0.237437470644381","0.20151501082959","0.273359930459172"
"No","2007","Lower Saxony","direct migration background","16","","",""
"No","2007","Lower Saxony","indirect migration background","2","","",""
"No","2007","Bremen","no migration background","11","","",""
"No","2007","Bremen","direct migration background","","","",""
"No","2007","Bremen","indirect migration background","","","",""
"No","2007","North Rhine-Westphalia","no migration background","246","0.21432907178549","0.19039249708862","0.23826564648236"
"No","2007","North Rhine-Westphalia","direct migration background","27","","",""
"No","2007","North Rhine-Westphalia","indirect migration background","12","","",""
"No","2007","Hesse","no migration background","93","0.226413689555574","0.186148497817997","0.26667888129315"
"No","2007","Hesse","direct migration background","12","","",""
"No","2007","Hesse","indirect migration background","11","","",""
"No","2007","Rhineland-Palatinate,Saarland","no migration background","101","0.33685403374172","0.284241079734572","0.389466987748868"
"No","2007","Rhineland-Palatinate,Saarland","direct migration background","7","","",""
"No","2007","Rhineland-Palatinate,Saarland","indirect migration background","6","","",""
"No","2007","Baden-Württemberg","no migration background","142","0.20875782079253","0.178097810442737","0.239417831142322"
"No","2007","Baden-Württemberg","direct migration background","35","0.191120189677827","0.125281210424568","0.256959168931085"
"No","2007","Baden-Württemberg","indirect migration background","16","","",""
"No","2007","Bavaria","no migration background","233","0.252209738732","0.224238388814291","0.280181088649709"
"No","2007","Bavaria","direct migration background","26","","",""
"No","2007","Bavaria","indirect migration background","13","","",""
"No","2007","Berlin","no migration background","61","0.272231787118835","0.214200817123569","0.330262757114101"
"No","2007","Berlin","direct migration background","2","","",""
"No","2007","Berlin","indirect migration background","3","","",""
"No","2007","Brandenburg","no migration background","87","0.396773613105462","0.339774718982413","0.453772507228511"
"No","2007","Brandenburg","direct migration background","","","",""
"No","2007","Brandenburg","indirect migration background","3","","",""
"No","2007","Mecklenburg-Western Pomerania","no migration background","56","0.305501316955307","0.236862894072598","0.374139739838015"
"No","2007","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No","2007","Saxony","no migration background","161","0.292389110820385","0.254130779201903","0.330647442438867"
"No","2007","Saxony","direct migration background","1","","",""
"No","2007","Saxony","indirect migration background","2","","",""
"No","2007","Saxony-Anhalt","no migration background","98","0.297961294328042","0.247613677953237","0.348308910702846"
"No","2007","Saxony-Anhalt","direct migration background","3","","",""
"No","2007","Saxony-Anhalt","indirect migration background","","","",""
"No","2007","Thuringia","no migration background","90","0.287568866199027","0.237742313903907","0.337395418494147"
"No","2007","Thuringia","direct migration background","2","","",""
"No","2007","Thuringia","indirect migration background","2","","",""
"Yes","2008","Schleswig-Holstein","no migration background","111","0.736657894749737","0.667541851585574","0.8057739379139"
"Yes","2008","Schleswig-Holstein","direct migration background","10","","",""
"Yes","2008","Schleswig-Holstein","indirect migration background","1","","",""
"Yes","2008","Hamburg","no migration background","63","0.76040917345628","0.669130942481179","0.851687404431382"
"Yes","2008","Hamburg","direct migration background","4","","",""
"Yes","2008","Hamburg","indirect migration background","4","","",""
"Yes","2008","Lower Saxony","no migration background","379","0.698193253948577","0.658585926774922","0.737800581122232"
"Yes","2008","Lower Saxony","direct migration background","31","0.774309566148682","0.652170183028515","0.896448949268848"
"Yes","2008","Lower Saxony","indirect migration background","6","","",""
"Yes","2008","Bremen","no migration background","35","0.725888215077368","0.596983767570071","0.854792662584665"
"Yes","2008","Bremen","direct migration background","1","","",""
"Yes","2008","Bremen","indirect migration background","1","","",""
"Yes","2008","North Rhine-Westphalia","no migration background","833","0.735906985950874","0.709949171110761","0.761864800790987"
"Yes","2008","North Rhine-Westphalia","direct migration background","90","0.687358442917649","0.60509949247683","0.769617393358469"
"Yes","2008","North Rhine-Westphalia","indirect migration background","49","0.848610070986829","0.759391588988853","0.937828552984804"
"Yes","2008","Hesse","no migration background","313","0.748241656160029","0.706683721365778","0.789799590954281"
"Yes","2008","Hesse","direct migration background","35","0.679630226562872","0.548979400192906","0.810281052932838"
"Yes","2008","Hesse","indirect migration background","21","","",""
"Yes","2008","Rhineland-Palatinate,Saarland","no migration background","202","0.602064173740579","0.547576890182902","0.656551457298257"
"Yes","2008","Rhineland-Palatinate,Saarland","direct migration background","26","","",""
"Yes","2008","Rhineland-Palatinate,Saarland","indirect migration background","14","","",""
"Yes","2008","Baden-Württemberg","no migration background","522","0.758669900520301","0.726366345756413","0.790973455284188"
"Yes","2008","Baden-Württemberg","direct migration background","106","0.799544953234579","0.732750793878917","0.86633911259024"
"Yes","2008","Baden-Württemberg","indirect migration background","43","0.801536750908511","0.703822057787623","0.899251444029399"
"Yes","2008","Bavaria","no migration background","673","0.74075533218943","0.712469110555513","0.769041553823347"
"Yes","2008","Bavaria","direct migration background","58","0.738814509218944","0.64132833629483","0.836300682143057"
"Yes","2008","Bavaria","indirect migration background","42","0.799081034784894","0.693186724917226","0.904975344652563"
"Yes","2008","Berlin","no migration background","171","0.739030961292096","0.682641760406298","0.795420162177893"
"Yes","2008","Berlin","direct migration background","9","","",""
"Yes","2008","Berlin","indirect migration background","9","","",""
"Yes","2008","Brandenburg","no migration background","181","0.655399765395938","0.596607234581246","0.71419229621063"
"Yes","2008","Brandenburg","direct migration background","2","","",""
"Yes","2008","Brandenburg","indirect migration background","2","","",""
"Yes","2008","Mecklenburg-Western Pomerania","no migration background","96","0.590338660972664","0.515302739201351","0.665374582743978"
"Yes","2008","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2008","Saxony","no migration background","390","0.695499937066338","0.657144426672225","0.733855447460452"
"Yes","2008","Saxony","direct migration background","3","","",""
"Yes","2008","Saxony","indirect migration background","1","","",""
"Yes","2008","Saxony-Anhalt","no migration background","228","0.674784240559952","0.623932297983057","0.725636183136848"
"Yes","2008","Saxony-Anhalt","direct migration background","2","","",""
"Yes","2008","Saxony-Anhalt","indirect migration background","2","","",""
"Yes","2008","Thuringia","no migration background","201","0.652756805452593","0.598149689392496","0.70736392151269"
"Yes","2008","Thuringia","direct migration background","2","","",""
"Yes","2008","Thuringia","indirect migration background","3","","",""
"No","2008","Schleswig-Holstein","no migration background","45","0.263342105250263","0.194226062086101","0.332458148414426"
"No","2008","Schleswig-Holstein","direct migration background","2","","",""
"No","2008","Schleswig-Holstein","indirect migration background","2","","",""
"No","2008","Hamburg","no migration background","21","","",""
"No","2008","Hamburg","direct migration background","4","","",""
"No","2008","Hamburg","indirect migration background","","","",""
"No","2008","Lower Saxony","no migration background","137","0.301806746051423","0.262199418877768","0.341414073225078"
"No","2008","Lower Saxony","direct migration background","14","","",""
"No","2008","Lower Saxony","indirect migration background","4","","",""
"No","2008","Bremen","no migration background","11","","",""
"No","2008","Bremen","direct migration background","","","",""
"No","2008","Bremen","indirect migration background","1","","",""
"No","2008","North Rhine-Westphalia","no migration background","275","0.264093014049126","0.238135199209013","0.290050828889239"
"No","2008","North Rhine-Westphalia","direct migration background","32","0.312641557082351","0.230382606641531","0.39490050752317"
"No","2008","North Rhine-Westphalia","indirect migration background","13","","",""
"No","2008","Hesse","no migration background","106","0.25175834383997","0.210200409045719","0.293316278634222"
"No","2008","Hesse","direct migration background","14","","",""
"No","2008","Hesse","indirect migration background","10","","",""
"No","2008","Rhineland-Palatinate,Saarland","no migration background","108","0.397935826259421","0.343448542701743","0.452423109817098"
"No","2008","Rhineland-Palatinate,Saarland","direct migration background","11","","",""
"No","2008","Rhineland-Palatinate,Saarland","indirect migration background","5","","",""
"No","2008","Baden-Württemberg","no migration background","152","0.241330099479699","0.209026544715812","0.273633654243587"
"No","2008","Baden-Württemberg","direct migration background","32","0.200455046765421","0.13366088740976","0.267249206121083"
"No","2008","Baden-Württemberg","indirect migration background","21","","",""
"No","2008","Bavaria","no migration background","249","0.25924466781057","0.230958446176653","0.287530889444487"
"No","2008","Bavaria","direct migration background","20","","",""
"No","2008","Bavaria","indirect migration background","13","","",""
"No","2008","Berlin","no migration background","62","0.260969038707904","0.204579837822107","0.317358239593702"
"No","2008","Berlin","direct migration background","2","","",""
"No","2008","Berlin","indirect migration background","2","","",""
"No","2008","Brandenburg","no migration background","70","0.344600234604062","0.28580770378937","0.403392765418753"
"No","2008","Brandenburg","direct migration background","1","","",""
"No","2008","Brandenburg","indirect migration background","1","","",""
"No","2008","Mecklenburg-Western Pomerania","no migration background","69","0.409661339027336","0.334625417256022","0.484697260798649"
"No","2008","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No","2008","Saxony","no migration background","163","0.304500062933662","0.266144552539548","0.342855573327775"
"No","2008","Saxony","direct migration background","","","",""
"No","2008","Saxony","indirect migration background","1","","",""
"No","2008","Saxony-Anhalt","no migration background","98","0.325215759440048","0.274363816863152","0.376067702016943"
"No","2008","Saxony-Anhalt","direct migration background","","","",""
"No","2008","Saxony-Anhalt","indirect migration background","1","","",""
"No","2008","Thuringia","no migration background","91","0.347243194547407","0.29263607848731","0.401850310607504"
"No","2008","Thuringia","direct migration background","1","","",""
"No","2008","Thuringia","indirect migration background","2","","",""
"Yes","2009","Schleswig-Holstein","no migration background","85","0.660635310954968","0.576957607433498","0.744313014476438"
"Yes","2009","Schleswig-Holstein","direct migration background","8","","",""
"Yes","2009","Schleswig-Holstein","indirect migration background","2","","",""
"Yes","2009","Hamburg","no migration background","64","0.762394338865132","0.666705889210543","0.858082788519721"
"Yes","2009","Hamburg","direct migration background","4","","",""
"Yes","2009","Hamburg","indirect migration background","3","","",""
"Yes","2009","Lower Saxony","no migration background","346","0.679406029760543","0.63825061432516","0.720561445195925"
"Yes","2009","Lower Saxony","direct migration background","22","","",""
"Yes","2009","Lower Saxony","indirect migration background","6","","",""
"Yes","2009","Bremen","no migration background","26","","",""
"Yes","2009","Bremen","direct migration background","","","",""
"Yes","2009","Bremen","indirect migration background","1","","",""
"Yes","2009","North Rhine-Westphalia","no migration background","718","0.787176648002581","0.76120379579688","0.813149500208282"
"Yes","2009","North Rhine-Westphalia","direct migration background","65","0.688601090370405","0.595970406298837","0.781231774441973"
"Yes","2009","North Rhine-Westphalia","indirect migration background","49","0.827511128588736","0.73421894073629","0.920803316441181"
"Yes","2009","Hesse","no migration background","264","0.702406129866534","0.656070141934104","0.748742117798964"
"Yes","2009","Hesse","direct migration background","23","","",""
"Yes","2009","Hesse","indirect migration background","22","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","no migration background","171","0.70848864327648","0.65237841875116","0.7645988678018"
"Yes","2009","Rhineland-Palatinate,Saarland","direct migration background","22","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","indirect migration background","16","","",""
"Yes","2009","Baden-Württemberg","no migration background","433","0.70368676503783","0.666809758525141","0.740563771550519"
"Yes","2009","Baden-Württemberg","direct migration background","52","0.619382362312614","0.517937366923929","0.720827357701299"
"Yes","2009","Baden-Württemberg","indirect migration background","30","0.527216206925539","0.392804894198134","0.661627519652943"
"Yes","2009","Bavaria","no migration background","594","0.704179721556378","0.673406322790866","0.734953120321891"
"Yes","2009","Bavaria","direct migration background","46","0.714929190540877","0.606015114251415","0.823843266830338"
"Yes","2009","Bavaria","indirect migration background","44","0.823436680429571","0.7244501709044","0.922423189954743"
"Yes","2009","Berlin","no migration background","148","0.735464599876827","0.674486645937111","0.796442553816542"
"Yes","2009","Berlin","direct migration background","13","","",""
"Yes","2009","Berlin","indirect migration background","5","","",""
"Yes","2009","Brandenburg","no migration background","169","0.725086582787464","0.668124613922621","0.782048551652307"
"Yes","2009","Brandenburg","direct migration background","1","","",""
"Yes","2009","Brandenburg","indirect migration background","1","","",""
"Yes","2009","Mecklenburg-Western Pomerania","no migration background","88","0.505913485694201","0.42669217856505","0.585134792823351"
"Yes","2009","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Yes","2009","Saxony","no migration background","363","0.694857350405993","0.655165430718625","0.734549270093361"
"Yes","2009","Saxony","direct migration background","2","","",""
"Yes","2009","Saxony","indirect migration background","1","","",""
"Yes","2009","Saxony-Anhalt","no migration background","207","0.71332177969438","0.660912864965437","0.765730694423324"
"Yes","2009","Saxony-Anhalt","direct migration background","","","",""
"Yes","2009","Saxony-Anhalt","indirect migration background","1","","",""
"Yes","2009","Thuringia","no migration background","174","0.649812395423595","0.591828712404398","0.707796078442792"
"Yes","2009","Thuringia","direct migration background","1","","",""
"Yes","2009","Thuringia","indirect migration background","1","","",""
"No","2009","Schleswig-Holstein","no migration background","38","0.339364689045032","0.255686985523562","0.423042392566502"
"No","2009","Schleswig-Holstein","direct migration background","3","","",""
"No","2009","Schleswig-Holstein","indirect migration background","1","","",""
"No","2009","Hamburg","no migration background","12","","",""
"No","2009","Hamburg","direct migration background","1","","",""
"No","2009","Hamburg","indirect migration background","1","","",""
"No","2009","Lower Saxony","no migration background","148","0.320593970239457","0.279438554804075","0.36174938567484"
"No","2009","Lower Saxony","direct migration background","14","","",""
"No","2009","Lower Saxony","indirect migration background","3","","",""
"No","2009","Bremen","no migration background","9","","",""
"No","2009","Bremen","direct migration background","","","",""
"No","2009","Bremen","indirect migration background","","","",""
"No","2009","North Rhine-Westphalia","no migration background","236","0.212823351997419","0.186850499791718","0.23879620420312"
"No","2009","North Rhine-Westphalia","direct migration background","31","0.311398909629595","0.218768225558027","0.404029593701163"
"No","2009","North Rhine-Westphalia","indirect migration background","14","","",""
"No","2009","Hesse","no migration background","110","0.297593870133466","0.251257882201036","0.343929858065896"
"No","2009","Hesse","direct migration background","19","","",""
"No","2009","Hesse","indirect migration background","8","","",""
"No","2009","Rhineland-Palatinate,Saarland","no migration background","81","0.29151135672352","0.2354011321982","0.34762158124884"
"No","2009","Rhineland-Palatinate,Saarland","direct migration background","9","","",""
"No","2009","Rhineland-Palatinate,Saarland","indirect migration background","7","","",""
"No","2009","Baden-Württemberg","no migration background","156","0.29631323496217","0.259436228449481","0.333190241474859"
"No","2009","Baden-Württemberg","direct migration background","36","0.380617637687386","0.2791726422987","0.482062633076071"
"No","2009","Baden-Württemberg","indirect migration background","23","","",""
"No","2009","Bavaria","no migration background","251","0.295820278443622","0.265046879678109","0.326593677209134"
"No","2009","Bavaria","direct migration background","20","","",""
"No","2009","Bavaria","indirect migration background","13","","",""
"No","2009","Berlin","no migration background","53","0.264535400123174","0.203557446183458","0.325513354062889"
"No","2009","Berlin","direct migration background","2","","",""
"No","2009","Berlin","indirect migration background","4","","",""
"No","2009","Brandenburg","no migration background","67","0.274913417212536","0.217951448347693","0.331875386077379"
"No","2009","Brandenburg","direct migration background","1","","",""
"No","2009","Brandenburg","indirect migration background","2","","",""
"No","2009","Mecklenburg-Western Pomerania","no migration background","65","0.494086514305799","0.414865207176649","0.57330782143495"
"No","2009","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No","2009","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No","2009","Saxony","no migration background","154","0.305142649594007","0.265450729906639","0.344834569281376"
"No","2009","Saxony","direct migration background","1","","",""
"No","2009","Saxony","indirect migration background","","","",""
"No","2009","Saxony-Anhalt","no migration background","79","0.28667822030562","0.234269305576677","0.339087135034563"
"No","2009","Saxony-Anhalt","direct migration background","2","","",""
"No","2009","Saxony-Anhalt","indirect migration background","","","",""
"No","2009","Thuringia","no migration background","86","0.350187604576405","0.292203921557208","0.408171287595602"
"No","2009","Thuringia","direct migration background","","","",""
"No","2009","Thuringia","indirect migration background","","","",""
"Yes","2010","Schleswig-Holstein","no migration background","168","0.696983038601005","0.637974520980464","0.755991556221547"
"Yes","2010","Schleswig-Holstein","direct migration background","9","","",""
"Yes","2010","Schleswig-Holstein","indirect migration background","6","","",""
"Yes","2010","Hamburg","no migration background","80","0.779444403709637","0.6989807743682","0.859908033051073"
"Yes","2010","Hamburg","direct migration background","8","","",""
"Yes","2010","Hamburg","indirect migration background","5","","",""
"Yes","2010","Lower Saxony","no migration background","448","0.651901337097634","0.615223585783503","0.688579088411766"
"Yes","2010","Lower Saxony","direct migration background","42","0.678626803522883","0.56330852597242","0.793945081073345"
"Yes","2010","Lower Saxony","indirect migration background","14","","",""
"Yes","2010","Bremen","no migration background","38","0.626936093140813","0.495489397594675","0.758382788686951"
"Yes","2010","Bremen","direct migration background","5","","",""
"Yes","2010","Bremen","indirect migration background","2","","",""
"Yes","2010","North Rhine-Westphalia","no migration background","885","0.70346042881421","0.678059566703033","0.728861290925387"
"Yes","2010","North Rhine-Westphalia","direct migration background","148","0.745587673539624","0.685675026694231","0.805500320385016"
"Yes","2010","North Rhine-Westphalia","indirect migration background","72","0.741639577611315","0.656271235756549","0.827007919466081"
"Yes","2010","Hesse","no migration background","365","0.726515940132185","0.687715853593799","0.76531602667057"
"Yes","2010","Hesse","direct migration background","66","0.642030356105813","0.547595706143244","0.736465006068382"
"Yes","2010","Hesse","indirect migration background","24","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","no migration background","227","0.634823801681824","0.585563973668321","0.684083629695327"
"Yes","2010","Rhineland-Palatinate,Saarland","direct migration background","32","0.69321078179799","0.56538578526093","0.821035778335049"
"Yes","2010","Rhineland-Palatinate,Saarland","indirect migration background","18","","",""
"Yes","2010","Baden-Württemberg","no migration background","596","0.67991161314836","0.648714622872067","0.711108603424654"
"Yes","2010","Baden-Württemberg","direct migration background","109","0.660475231304819","0.58519337907976","0.735757083529877"
"Yes","2010","Baden-Württemberg","indirect migration background","50","0.650295154402507","0.539371287604178","0.761219021200835"
"Yes","2010","Bavaria","no migration background","813","0.672276921207323","0.645675176852821","0.698878665561824"
"Yes","2010","Bavaria","direct migration background","75","0.69864456500748","0.613666519844682","0.783622610170278"
"Yes","2010","Bavaria","indirect migration background","59","0.748555452664823","0.654653577479384","0.842457327850262"
"Yes","2010","Berlin","no migration background","187","0.722559877149509","0.668031852626708","0.77708790167231"
"Yes","2010","Berlin","direct migration background","16","","",""
"Yes","2010","Berlin","indirect migration background","9","","",""
"Yes","2010","Brandenburg","no migration background","190","0.614642276617062","0.559011173206225","0.6702733800279"
"Yes","2010","Brandenburg","direct migration background","2","","",""
"Yes","2010","Brandenburg","indirect migration background","2","","",""
"Yes","2010","Mecklenburg-Western Pomerania","no migration background","119","0.591044686256724","0.51902194253309","0.663067429980358"
"Yes","2010","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Yes","2010","Mecklenburg-Western Pomerania","indirect migration background","3","","",""
"Yes","2010","Saxony","no migration background","430","0.676257608878259","0.639720541708021","0.712794676048497"
"Yes","2010","Saxony","direct migration background","3","","",""
"Yes","2010","Saxony","indirect migration background","1","","",""
"Yes","2010","Saxony-Anhalt","no migration background","221","0.655456706837829","0.603307626309256","0.707605787366402"
"Yes","2010","Saxony-Anhalt","direct migration background","2","","",""
"Yes","2010","Saxony-Anhalt","indirect migration background","3","","",""
"Yes","2010","Thuringia","no migration background","228","0.6070279792436","0.555786631125751","0.658269327361449"
"Yes","2010","Thuringia","direct migration background","2","","",""
"Yes","2010","Thuringia","indirect migration background","2","","",""
"No","2010","Schleswig-Holstein","no migration background","65","0.303016961398995","0.244008443778453","0.362025479019536"
"No","2010","Schleswig-Holstein","direct migration background","9","","",""
"No","2010","Schleswig-Holstein","indirect migration background","1","","",""
"No","2010","Hamburg","no migration background","22","","",""
"No","2010","Hamburg","direct migration background","4","","",""
"No","2010","Hamburg","indirect migration background","2","","",""
"No","2010","Lower Saxony","no migration background","200","0.348098662902366","0.311420911588234","0.384776414216497"
"No","2010","Lower Saxony","direct migration background","21","","",""
"No","2010","Lower Saxony","indirect migration background","7","","",""
"No","2010","Bremen","no migration background","14","","",""
"No","2010","Bremen","direct migration background","1","","",""
"No","2010","Bremen","indirect migration background","","","",""
"No","2010","North Rhine-Westphalia","no migration background","357","0.29653957118579","0.271138709074613","0.321940433296966"
"No","2010","North Rhine-Westphalia","direct migration background","55","0.254412326460376","0.194499679614984","0.314324973305769"
"No","2010","North Rhine-Westphalia","indirect migration background","29","","",""
"No","2010","Hesse","no migration background","142","0.273484059867815","0.23468397332943","0.312284146406201"
"No","2010","Hesse","direct migration background","33","0.357969643894187","0.263534993931618","0.452404293856756"
