"plb0196_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2008","direct migration background","middle vocational","152","0.720360806809735","0.660086482929878","0.780635130689593","1"
"Yes","2008","direct migration background","vocational + Abi","63","0.798615629748787","0.710736675355839","0.886494584141735","1"
"Yes","2008","direct migration background","higher vocational","34","0.79112183301301","0.669620211992718","0.912623454033303","1"
"Yes","2008","direct migration background","higher education","81","0.762934807317404","0.680402190325318","0.84546742430949","1"
"Yes","2008","no migration background","general elemantary","159","0.600325898962374","0.540205127586033","0.660446670338715","1"
"Yes","2008","no migration background","middle vocational","2117","0.687054883862837","0.670625654886579","0.703484112839096","1"
"Yes","2008","no migration background","vocational + Abi","324","0.734344064981291","0.693074365270096","0.775613764692486","1"
"Yes","2008","no migration background","higher vocational","422","0.792105252222213","0.757686852995746","0.82652365144868","1"
"Yes","2008","no migration background","higher education","1331","0.777680847996454","0.757926738641718","0.797434957351191","1"
"Yes","2008","no migration background","in school","3","","","","1"
"Yes","2008","no migration background","inadequately","5","","","","1"
"Yes","2008","indirect migration background","in school","1","","","","1"
"Yes","2008","indirect migration background","inadequately","","","","","1"
"Yes","2008","indirect migration background","middle vocational","91","0.767619495409424","0.694164882611143","0.841074108207706","1"
"Yes","2008","indirect migration background","vocational + Abi","12","","","","1"
"Yes","2008","indirect migration background","higher vocational","15","","","","1"
"Yes","2008","indirect migration background","general elemantary","28","","","","1"
"Yes","2008","indirect migration background","higher education","43","0.850262246113458","0.755962863092461","0.944561629134456","1"
"No","2009","indirect migration background","in school","1","","","","2"
"No","2009","indirect migration background","inadequately","1","","","","2"
"No","2009","indirect migration background","general elemantary","17","","","","2"
"No","2009","indirect migration background","middle vocational","39","0.263749870940952","0.184240941253225","0.343258800628679","2"
"No","2009","indirect migration background","vocational + Abi","5","","","","2"
"No","2009","indirect migration background","higher vocational","","","","","2"
"No","2009","indirect migration background","higher education","11","","","","2"
"No","2009","no migration background","in school","1","","","","2"
"No","2009","no migration background","inadequately","5","","","","2"
"No","2009","no migration background","general elemantary","76","0.311154137372141","0.246830533310827","0.375477741433455","2"
"No","2009","no migration background","middle vocational","874","0.332397310522985","0.314545840406831","0.350248780639138","2"
"No","2009","no migration background","vocational + Abi","100","0.243460368867605","0.20129688052391","0.2856238572113","2"
"No","2009","no migration background","higher vocational","134","0.264604318082962","0.225861391734312","0.303347244431613","2"
"No","2009","no migration background","higher education","345","0.210182136382046","0.189983131269552","0.230381141494539","2"
"No","2009","direct migration background","in school","","","","","2"
"No","2009","direct migration background","inadequately","4","","","","2"
"No","2009","direct migration background","general elemantary","16","","","","2"
"No","2009","direct migration background","middle vocational","63","0.353573750100176","0.281495499396487","0.425652000803864","2"
"No","2009","direct migration background","vocational + Abi","17","","","","2"
"No","2009","direct migration background","higher vocational","11","","","","2"
"No","2009","direct migration background","higher education","26","","","","2"
"Yes","2009","direct migration background","in school","","","","","1"
"Yes","2009","direct migration background","inadequately","5","","","","1"
"Yes","2009","direct migration background","general elemantary","16","","","","1"
"Yes","2009","direct migration background","middle vocational","106","0.646426249899824","0.574347999196136","0.718504500603513","1"
"Yes","2009","direct migration background","vocational + Abi","42","0.680161115962843","0.561148331551728","0.799173900373959","1"
"Yes","2009","direct migration background","higher vocational","21","","","","1"
"Yes","2009","direct migration background","higher education","69","0.696611828124504","0.604167337661447","0.78905631858756","1"
"Yes","2009","no migration background","general elemantary","123","0.688845862627859","0.624522258566545","0.753169466689173","1"
"Yes","2009","no migration background","middle vocational","1801","0.667602689477015","0.649751219360862","0.685454159593169","1"
"Yes","2009","no migration background","vocational + Abi","298","0.756539631132395","0.7143761427887","0.79870311947609","1"
"Yes","2009","no migration background","higher vocational","364","0.735395681917038","0.696652755568387","0.774138608265688","1"
"Yes","2009","no migration background","higher education","1218","0.789817863617954","0.769618858505461","0.810016868730448","1"
"Yes","2009","no migration background","in school","2","","","","1"
"Yes","2009","no migration background","inadequately","7","","","","1"
"Yes","2009","indirect migration background","in school","1","","","","1"
"Yes","2009","indirect migration background","inadequately","1","","","","1"
"Yes","2009","indirect migration background","general elemantary","17","","","","1"
"Yes","2009","indirect migration background","middle vocational","79","0.736250129059048","0.656741199371321","0.815759058746775","1"
"Yes","2009","indirect migration background","vocational + Abi","12","","","","1"
"Yes","2009","indirect migration background","higher vocational","17","","","","1"
"Yes","2009","indirect migration background","higher education","48","0.713677889682789","0.598332391411438","0.829023387954139","1"
"No","2010","indirect migration background","in school","1","","","","2"
"No","2010","indirect migration background","inadequately","2","","","","2"
"No","2010","indirect migration background","general elemantary","13","","","","2"
"No","2010","indirect migration background","middle vocational","54","0.2484789596469","0.184085698300551","0.312872220993249","2"
"No","2010","indirect migration background","vocational + Abi","14","","","","2"
"No","2010","indirect migration background","higher vocational","7","","","","2"
"No","2010","indirect migration background","higher education","19","","","","2"
"No","2010","no migration background","in school","1","","","","2"
"No","2010","no migration background","inadequately","7","","","","2"
"No","2010","no migration background","general elemantary","114","0.43439555244209","0.378398658742635","0.490392446141545","2"
"No","2010","no migration background","middle vocational","1265","0.360875285783067","0.345152283890337","0.376598287675796","2"
"No","2010","no migration background","vocational + Abi","171","0.285998139210975","0.249779779761558","0.322216498660393","2"
"No","2010","no migration background","higher vocational","162","0.295363145188382","0.2593952782672","0.331331012109564","2"
"No","2010","no migration background","higher education","501","0.238200716135404","0.219787555272452","0.256613876998356","2"
"No","2010","direct migration background","in school","","","","","2"
"No","2010","direct migration background","inadequately","4","","","","2"
"No","2010","direct migration background","general elemantary","37","0.481130109034365","0.380657705584065","0.581602512484664","2"
"No","2010","direct migration background","middle vocational","114","0.365549401350691","0.311940218387537","0.419158584313845","2"
"No","2010","direct migration background","vocational + Abi","28","","","","2"
"No","2010","direct migration background","higher vocational","6","","","","2"
"No","2010","direct migration background","higher education","40","0.205378704041717","0.14652597473395","0.264231433349483","2"
"Yes","2010","direct migration background","in school","","","","","1"
"Yes","2010","direct migration background","inadequately","14","","","","1"
"Yes","2010","direct migration background","general elemantary","58","0.518869890965636","0.418397487515336","0.619342294415935","1"
"Yes","2010","direct migration background","middle vocational","196","0.634450598649309","0.580841415686155","0.688059781612463","1"
"Yes","2010","direct migration background","vocational + Abi","74","0.642091646012193","0.549059629922632","0.735123662101754","1"
"Yes","2010","direct migration background","higher vocational","34","0.963359047792933","0.905135916116794","1.02158217946907","1"
"Yes","2010","direct migration background","higher education","141","0.794621295958283","0.735768566650517","0.85347402526605","1"
"Yes","2010","no migration background","general elemantary","187","0.56560444755791","0.509607553858455","0.621601341257365","1"
"Yes","2010","no migration background","middle vocational","2319","0.639124714216933","0.623401712324204","0.654847716109663","1"
"Yes","2010","no migration background","in school","4","","","","1"
"Yes","2010","no migration background","inadequately","13","","","","1"
"Yes","2010","no migration background","vocational + Abi","427","0.714001860789025","0.677783501339607","0.750220220238442","1"
"Yes","2010","no migration background","higher vocational","456","0.704636854811618","0.668668987890436","0.7406047217328","1"
"Yes","2010","no migration background","higher education","1555","0.761799283864596","0.743386123001644","0.780212444727548","1"
"Yes","2010","indirect migration background","in school","1","","","","1"
"Yes","2010","indirect migration background","inadequately","1","","","","1"
"Yes","2010","indirect migration background","general elemantary","28","","","","1"
"Yes","2010","indirect migration background","higher vocational","20","","","","1"
"Yes","2010","indirect migration background","higher education","71","0.670688766723457","0.57359516197885","0.767782371468063","1"
"Yes","2010","indirect migration background","middle vocational","119","0.7515210403531","0.687127779006751","0.815914301699449","1"
"Yes","2010","indirect migration background","vocational + Abi","23","","","","1"
"No","2011","no migration background","in school","2","","","","2"
"No","2011","no migration background","inadequately","10","","","","2"
"No","2011","no migration background","general elemantary","143","0.366917676395494","0.319920494220324","0.413914858570664","2"
"No","2011","no migration background","middle vocational","1254","0.290526310821688","0.276886505769087","0.304166115874289","2"
"No","2011","no migration background","vocational + Abi","157","0.191093313762619","0.162631140235376","0.219555487289863","2"
"No","2011","no migration background","higher vocational","160","0.227854286854249","0.197633173113313","0.258075400595186","2"
"No","2011","no migration background","higher education","527","0.222118431526991","0.205638836696215","0.238598026357767","2"
"No","2011","direct migration background","in school","","","","","2"
"No","2011","direct migration background","inadequately","4","","","","2"
"No","2011","direct migration background","general elemantary","33","0.266858028132307","0.187718829923524","0.345997226341091","2"
"No","2011","direct migration background","middle vocational","107","0.301710772975055","0.254362126372973","0.349059419577137","2"
"No","2011","direct migration background","vocational + Abi","36","0.318955148738005","0.236589106002664","0.401321191473345","2"
"No","2011","direct migration background","higher vocational","4","","","","2"
"No","2011","direct migration background","higher education","44","0.145988066318092","0.0981178273197733","0.19385830531641","2"
"No","2011","indirect migration background","in school","","","","","2"
"No","2011","indirect migration background","inadequately","4","","","","2"
"No","2011","indirect migration background","general elemantary","20","","","","2"
"No","2011","indirect migration background","middle vocational","51","0.236387964953834","0.179597173097114","0.293178756810555","2"
"No","2011","indirect migration background","vocational + Abi","10","","","","2"
"No","2011","indirect migration background","higher vocational","6","","","","2"
"No","2011","indirect migration background","higher education","20","","","","2"
"Yes","2011","direct migration background","in school","","","","","1"
"Yes","2011","direct migration background","inadequately","25","","","","1"
"Yes","2011","direct migration background","general elemantary","87","0.733141971867693","0.654002773658909","0.812281170076476","1"
"Yes","2011","direct migration background","middle vocational","254","0.698289227024945","0.650940580422863","0.745637873627027","1"
"Yes","2011","direct migration background","vocational + Abi","87","0.681044851261995","0.598678808526654","0.763410893997336","1"
"Yes","2011","direct migration background","higher vocational","43","0.890366837858189","0.801045623176923","0.979688052539454","1"
"Yes","2011","direct migration background","higher education","165","0.854011933681908","0.80614169468359","0.901882172680227","1"
"Yes","2011","no migration background","general elemantary","261","0.633082323604506","0.586085141429336","0.680079505779676","1"
"Yes","2011","no migration background","middle vocational","3002","0.709473689178312","0.695833884125711","0.723113494230913","1"
"Yes","2011","no migration background","in school","7","","","","1"
"Yes","2011","no migration background","inadequately","14","","","","1"
"Yes","2011","no migration background","vocational + Abi","576","0.808906686237381","0.780444512710137","0.837368859764624","1"
"Yes","2011","no migration background","higher vocational","580","0.772145713145751","0.741924599404814","0.802366826886687","1"
"Yes","2011","no migration background","higher education","1917","0.777881568473009","0.761401973642233","0.794361163303785","1"
"Yes","2011","indirect migration background","vocational + Abi","31","0.573697465606871","0.422321618809448","0.725073312404295","1"
"Yes","2011","indirect migration background","higher vocational","26","","","","1"
"Yes","2011","indirect migration background","general elemantary","35","0.697030513733296","0.575582032876896","0.818478994589697","1"
"Yes","2011","indirect migration background","middle vocational","164","0.763612035046166","0.706821243189445","0.820402826902886","1"
"Yes","2011","indirect migration background","higher education","104","0.859218952567814","0.798003471254427","0.920434433881201","1"
"Yes","2011","indirect migration background","in school","1","","","","1"
"Yes","2011","indirect migration background","inadequately","2","","","","1"
"No","2012","no migration background","in school","4","","","","2"
"No","2012","no migration background","inadequately","16","","","","2"
"No","2012","no migration background","general elemantary","135","0.34037975554556","0.29417504461114","0.386584466479979","2"
"No","2012","no migration background","middle vocational","1391","0.320132457872083","0.306361788537118","0.333903127207047","2"
"No","2012","no migration background","vocational + Abi","186","0.211813554474784","0.182859543907285","0.240767565042283","2"
"No","2012","no migration background","higher vocational","167","0.233501375451952","0.203020134595446","0.263982616308458","2"
"No","2012","no migration background","higher education","565","0.223626434578457","0.207120530232861","0.240132338924052","2"
"No","2012","direct migration background","in school","","","","","2"
"No","2012","direct migration background","inadequately","12","","","","2"
"No","2012","direct migration background","general elemantary","46","0.46682928731893","0.379370132842872","0.554288441794988","2"
"No","2012","direct migration background","middle vocational","137","0.392038500525168","0.341466634801238","0.442610366249098","2"
"No","2012","direct migration background","vocational + Abi","35","0.3621481283264","0.281372252347118","0.442924004305682","2"
"No","2012","direct migration background","higher vocational","11","","","","2"
"No","2012","direct migration background","higher education","62","0.229194683934649","0.176347776847957","0.28204159102134","2"
"No","2012","indirect migration background","in school","","","","","2"
"No","2012","indirect migration background","inadequately","3","","","","2"
"No","2012","indirect migration background","general elemantary","22","","","","2"
"No","2012","indirect migration background","middle vocational","66","0.228983371232466","0.173711336997877","0.284255405467055","2"
"No","2012","indirect migration background","vocational + Abi","15","","","","2"
"No","2012","indirect migration background","higher vocational","7","","","","2"
"No","2012","indirect migration background","higher education","19","","","","2"
"Yes","2012","direct migration background","in school","","","","","1"
"Yes","2012","direct migration background","inadequately","20","","","","1"
"Yes","2012","direct migration background","general elemantary","79","0.53317071268107","0.445711558205012","0.620629867157128","1"
"Yes","2012","direct migration background","middle vocational","221","0.607961499474832","0.557389633750902","0.658533365198762","1"
"Yes","2012","direct migration background","vocational + Abi","101","0.637851871673599","0.557075995694317","0.718627747652882","1"
"Yes","2012","direct migration background","higher vocational","37","0.780917214166366","0.663904218517939","0.897930209814792","1"
"Yes","2012","direct migration background","higher education","181","0.770805316065351","0.717958408978659","0.823652223152043","1"
"Yes","2012","no migration background","general elemantary","269","0.65962024445444","0.613415533520021","0.70582495538886","1"
"Yes","2012","no migration background","middle vocational","3018","0.679867542127917","0.666096872792953","0.693638211462882","1"
"Yes","2012","no migration background","in school","6","","","","1"
"Yes","2012","no migration background","inadequately","23","","","","1"
"Yes","2012","no migration background","higher vocational","573","0.766498624548048","0.736017383691542","0.796979865404554","1"
"Yes","2012","no migration background","higher education","1883","0.776373565421543","0.759867661075948","0.792879469767139","1"
"Yes","2012","indirect migration background","higher education","96","0.854296297646652","0.789814263884528","0.918778331408777","1"
"Yes","2012","no migration background","vocational + Abi","579","0.788186445525216","0.759232434957717","0.817140456092715","1"
"Yes","2012","indirect migration background","inadequately","3","","","","1"
"Yes","2012","indirect migration background","general elemantary","42","0.742574964022338","0.635459136689167","0.849690791355509","1"
"Yes","2012","indirect migration background","in school","2","","","","1"
"Yes","2012","indirect migration background","vocational + Abi","40","0.709868400902082","0.589931400142986","0.829805401661178","1"
"Yes","2012","indirect migration background","higher vocational","27","","","","1"
"Yes","2012","indirect migration background","middle vocational","156","0.771016628767534","0.715744594532945","0.826288663002123","1"
"No","2013","no migration background","in school","3","","","","2"
"No","2013","no migration background","inadequately","16","","","","2"
"No","2013","no migration background","general elemantary","116","0.277915632950996","0.231832156046724","0.323999109855268","2"
"No","2013","no migration background","middle vocational","1209","0.305737345671893","0.29148292213299","0.319991769210795","2"
"No","2013","no migration background","vocational + Abi","180","0.250859135726446","0.219303582945465","0.282414688507427","2"
"No","2013","no migration background","higher vocational","150","0.222774446904417","0.191476242234461","0.254072651574374","2"
"No","2013","no migration background","higher education","519","0.224871544053051","0.207809216921337","0.241933871184765","2"
"No","2013","direct migration background","in school","1","","","","2"
"No","2013","direct migration background","inadequately","18","","","","2"
"No","2013","direct migration background","general elemantary","114","0.353806795186627","0.302060954462893","0.405552635910361","2"
"No","2013","direct migration background","middle vocational","238","0.306427080492578","0.273411661150632","0.339442499834524","2"
"No","2013","direct migration background","vocational + Abi","92","0.295361789821611","0.244821681000015","0.345901898643207","2"
"No","2013","direct migration background","higher vocational","10","","","","2"
"No","2013","direct migration background","higher education","127","0.283539373291533","0.244190194364615","0.322888552218452","2"
"No","2013","indirect migration background","in school","1","","","","2"
"No","2013","indirect migration background","inadequately","5","","","","2"
"No","2013","indirect migration background","general elemantary","35","0.316146079601552","0.234958725251814","0.397333433951291","2"
"No","2013","indirect migration background","middle vocational","82","0.225317976902229","0.18037739310895","0.270258560695508","2"
"No","2013","indirect migration background","vocational + Abi","19","","","","2"
"No","2013","indirect migration background","higher vocational","8","","","","2"
"No","2013","indirect migration background","higher education","51","0.219580313429292","0.159928584556109","0.279232042302475","2"
"Yes","2013","direct migration background","in school","2","","","","1"
"Yes","2013","direct migration background","inadequately","44","0.829167964762886","0.735485531783751","0.922850397742021","1"
"Yes","2013","direct migration background","general elemantary","214","0.646193204813373","0.594447364089639","0.697939045537107","1"
"Yes","2013","direct migration background","middle vocational","511","0.693572919507422","0.660557500165476","0.726588338849368","1"
"Yes","2013","direct migration background","vocational + Abi","221","0.704638210178389","0.654098101356793","0.755178318999985","1"
"Yes","2013","direct migration background","higher vocational","34","0.824564071509186","0.712182985051875","0.936945157966497","1"
"Yes","2013","direct migration background","higher education","377","0.716460626708467","0.677111447781549","0.755809805635385","1"
"Yes","2013","no migration background","general elemantary","247","0.722084367049004","0.676000890144732","0.768167843953276","1"
"Yes","2013","no migration background","middle vocational","2804","0.694262654328107","0.680008230789205","0.70851707786701","1"
"Yes","2013","no migration background","in school","11","","","","1"
"Yes","2013","no migration background","inadequately","13","","","","1"
"Yes","2013","no migration background","vocational + Abi","545","0.749140864273554","0.717585311492573","0.780696417054535","1"
"Yes","2013","no migration background","higher education","1781","0.775128455946949","0.758066128815235","0.792190783078663","1"
"Yes","2013","no migration background","higher vocational","529","0.777225553095583","0.745927348425626","0.808523757765539","1"
"Yes","2013","indirect migration background","higher education","134","0.780419686570708","0.720767957697525","0.840071415443891","1"
"Yes","2013","indirect migration background","inadequately","5","","","","1"
"Yes","2013","indirect migration background","general elemantary","91","0.683853920398448","0.602666566048709","0.765041274748186","1"
"Yes","2013","indirect migration background","in school","3","","","","1"
"Yes","2013","indirect migration background","middle vocational","250","0.774682023097771","0.729741439304492","0.81962260689105","1"
"Yes","2013","indirect migration background","higher vocational","30","0.835692263710027","0.717875119999065","0.953509407420989","1"
"Yes","2013","indirect migration background","vocational + Abi","58","0.727632597407409","0.628198264032188","0.82706693078263","1"
"No","2014","no migration background","in school","","","","","2"
"No","2014","no migration background","inadequately","12","","","","2"
"No","2014","no migration background","general elemantary","117","0.349779398971666","0.300652281587014","0.398906516356319","2"
"No","2014","no migration background","middle vocational","1093","0.301488099407514","0.286612756384197","0.316363442430832","2"
"No","2014","no migration background","vocational + Abi","170","0.223016303921663","0.192375565076276","0.25365704276705","2"
"No","2014","no migration background","higher vocational","150","0.241740730932111","0.207958425168223","0.275523036695998","2"
"No","2014","no migration background","higher education","545","0.228513467124645","0.210948355935191","0.2460785783141","2"
"No","2014","direct migration background","in school","","","","","2"
"No","2014","direct migration background","inadequately","17","","","","2"
"No","2014","direct migration background","general elemantary","82","0.344375579648754","0.282833228453801","0.405917930843708","2"
"No","2014","direct migration background","middle vocational","189","0.296405015273339","0.260135346777764","0.332674683768915","2"
"No","2014","direct migration background","vocational + Abi","77","0.286482170132731","0.230325721957616","0.342638618307845","2"
"No","2014","direct migration background","higher vocational","11","","","","2"
"No","2014","direct migration background","higher education","107","0.215503534644802","0.176412576045046","0.254594493244559","2"
"No","2014","indirect migration background","in school","2","","","","2"
"No","2014","indirect migration background","inadequately","1","","","","2"
"No","2014","indirect migration background","general elemantary","32","0.295242239823894","0.207992805382669","0.382491674265118","2"
"No","2014","indirect migration background","middle vocational","83","0.251081319391561","0.202335673189029","0.299826965594092","2"
"No","2014","indirect migration background","vocational + Abi","17","","","","2"
"No","2014","indirect migration background","higher vocational","8","","","","2"
"No","2014","indirect migration background","higher education","29","","","","2"
"Yes","2014","direct migration background","in school","1","","","","1"
"Yes","2014","direct migration background","inadequately","21","","","","1"
"Yes","2014","direct migration background","general elemantary","147","0.655624420351246","0.594082069156292","0.717166771546199","1"
"Yes","2014","direct migration background","middle vocational","420","0.703594984726661","0.667325316231085","0.739864653222236","1"
"Yes","2014","direct migration background","vocational + Abi","172","0.713517829867269","0.657361381692154","0.769674278042384","1"
"Yes","2014","direct migration background","higher vocational","31","0.713201176731682","0.576422576823614","0.849979776639749","1"
"Yes","2014","direct migration background","higher education","318","0.784496465355198","0.745405506755441","0.823587423954955","1"
"Yes","2014","no migration background","middle vocational","2563","0.698511900592486","0.683636557569169","0.713387243615803","1"
"Yes","2014","no migration background","general elemantary","245","0.650220601028333","0.601093483643681","0.699347718412986","1"
"Yes","2014","indirect migration background","higher education","124","0.85335778513189","0.797304966148651","0.909410604115129","1"
"Yes","2014","no migration background","inadequately","16","","","","1"
"Yes","2014","no migration background","in school","7","","","","1"
"Yes","2014","no migration background","vocational + Abi","539","0.776983696078337","0.74634295723295","0.807624434923724","1"
"Yes","2014","no migration background","higher vocational","467","0.758259269067889","0.724476963304002","0.792041574831777","1"
"Yes","2014","indirect migration background","general elemantary","73","0.704757760176106","0.617508325734882","0.792007194617331","1"
"Yes","2014","indirect migration background","middle vocational","221","0.748918680608439","0.700173034405908","0.797664326810971","1"
"Yes","2014","indirect migration background","vocational + Abi","51","0.817535519353842","0.725736906748373","0.909334131959311","1"
"Yes","2014","no migration background","higher education","1650","0.771486532875355","0.7539214216859","0.789051644064809","1"
"Yes","2014","indirect migration background","higher vocational","28","","","","1"
"Yes","2014","indirect migration background","in school","3","","","","1"
"Yes","2014","indirect migration background","inadequately","1","","","","1"
"No","2015","no migration background","in school","2","","","","2"
"No","2015","no migration background","inadequately","6","","","","2"
"No","2015","no migration background","general elemantary","80","0.258415035091263","0.209605103553926","0.3072249666286","2"
"No","2015","no migration background","middle vocational","895","0.272535809109962","0.257531545388372","0.287540072831552","2"
"No","2015","no migration background","vocational + Abi","150","0.257088543780489","0.2238475544254","0.290329533135578","2"
"No","2015","no migration background","higher vocational","92","0.178206940511857","0.147887867309034","0.208526013714679","2"
"No","2015","no migration background","higher education","361","0.175335422564059","0.158802115126256","0.191868730001863","2"
"No","2015","direct migration background","in school","1","","","","2"
"No","2015","direct migration background","inadequately","20","","","","2"
"No","2015","direct migration background","general elemantary","78","0.224197740875287","0.171652723007691","0.276742758742883","2"
"No","2015","direct migration background","middle vocational","157","0.25803083655285","0.222664655877696","0.293397017228003","2"
"No","2015","direct migration background","vocational + Abi","81","0.334311935486146","0.277079903772459","0.391543967199833","2"
"No","2015","direct migration background","higher vocational","6","","","","2"
"No","2015","direct migration background","higher education","128","0.190011913032039","0.157833859648064","0.222189966416014","2"
"No","2015","indirect migration background","in school","2","","","","2"
"No","2015","indirect migration background","inadequately","1","","","","2"
"No","2015","indirect migration background","general elemantary","25","","","","2"
"No","2015","indirect migration background","middle vocational","76","0.276372631140327","0.221697914858729","0.331047347421924","2"
"No","2015","indirect migration background","vocational + Abi","12","","","","2"
"No","2015","indirect migration background","higher vocational","6","","","","2"
"No","2015","indirect migration background","higher education","30","0.200198317229918","0.135512243451321","0.264884391008515","2"
"Yes","2015","direct migration background","in school","","","","","1"
"Yes","2015","direct migration background","inadequately","33","0.734228220759941","0.615301313605542","0.853155127914341","1"
"Yes","2015","direct migration background","general elemantary","164","0.775802259124713","0.723257241257117","0.828347276992309","1"
"Yes","2015","direct migration background","middle vocational","431","0.74196916344715","0.706602982771997","0.777335344122304","1"
"Yes","2015","direct migration background","vocational + Abi","180","0.665688064513854","0.608456032800167","0.722920096227541","1"
"Yes","2015","direct migration background","higher vocational","30","0.834315572732107","0.712864078874782","0.955767066589432","1"
"Yes","2015","direct migration background","higher education","443","0.809988086967961","0.777810033583986","0.842166140351936","1"
"Yes","2015","indirect migration background","higher education","117","0.799801682770082","0.735115608991485","0.864487756548679","1"
"Yes","2015","no migration background","general elemantary","229","0.741584964908737","0.692775033371399","0.790394896446074","1"
"Yes","2015","no migration background","middle vocational","2488","0.727464190890039","0.712459927168449","0.742468454611628","1"
"Yes","2015","indirect migration background","middle vocational","181","0.723627368859673","0.668952652578075","0.778302085141271","1"
"Yes","2015","indirect migration background","vocational + Abi","47","0.89047786059259","0.81079138708431","0.97016433410087","1"
"Yes","2015","indirect migration background","higher vocational","27","","","","1"
"Yes","2015","indirect migration background","general elemantary","66","0.724104336619971","0.632270991087448","0.815937682152495","1"
"Yes","2015","no migration background","inadequately","11","","","","1"
"Yes","2015","no migration background","in school","3","","","","1"
"Yes","2015","no migration background","higher vocational","520","0.821793059488143","0.791473986285321","0.852112132690966","1"
"Yes","2015","indirect migration background","inadequately","4","","","","1"
"Yes","2015","no migration background","vocational + Abi","514","0.742911456219511","0.709670466864422","0.7761524455746","1"
"Yes","2015","no migration background","higher education","1671","0.824664577435941","0.808131269998137","0.841197884873744","1"
"Yes","2015","indirect migration background","in school","","","","","1"
"No","2016","no migration background","in school","","","","","2"
"No","2016","no migration background","inadequately","7","","","","2"
"No","2016","no migration background","general elemantary","96","0.343658853546775","0.29145974152077","0.39585796557278","2"
"No","2016","no migration background","middle vocational","834","0.26094942149435","0.245816380855186","0.276082462133514","2"
"No","2016","no migration background","vocational + Abi","131","0.213084206323255","0.181796415045177","0.244371997601333","2"
"No","2016","no migration background","higher vocational","119","0.196522192754141","0.163872078806181","0.229172306702101","2"
"No","2016","no migration background","higher education","399","0.188371854107431","0.171273879077627","0.205469829137236","2"
"No","2016","direct migration background","in school","1","","","","2"
"No","2016","direct migration background","inadequately","12","","","","2"
"No","2016","direct migration background","general elemantary","54","0.287023284034214","0.221481420664412","0.352565147404016","2"
"No","2016","direct migration background","middle vocational","135","0.287522259510636","0.248732361905033","0.326312157116239","2"
"No","2016","direct migration background","vocational + Abi","77","0.296704047384178","0.242216532167465","0.35119156260089","2"
"No","2016","direct migration background","higher vocational","8","","","","2"
"No","2016","direct migration background","higher education","112","0.175839062699619","0.141853985156785","0.209824140242454","2"
"No","2016","indirect migration background","in school","3","","","","2"
"No","2016","indirect migration background","inadequately","3","","","","2"
"No","2016","indirect migration background","general elemantary","25","","","","2"
"No","2016","indirect migration background","middle vocational","65","0.251067750741926","0.198460625606528","0.303674875877324","2"
"No","2016","indirect migration background","vocational + Abi","12","","","","2"
"No","2016","indirect migration background","higher vocational","8","","","","2"
"No","2016","indirect migration background","higher education","25","","","","2"
"Yes","2016","direct migration background","in school","","","","","1"
"Yes","2016","direct migration background","inadequately","29","","","","1"
"Yes","2016","direct migration background","general elemantary","129","0.712976715965786","0.647434852595984","0.778518579335588","1"
"Yes","2016","direct migration background","middle vocational","388","0.712477740489364","0.673687842883761","0.751267638094967","1"
"Yes","2016","direct migration background","vocational + Abi","193","0.703295952615822","0.64880843739911","0.757783467832534","1"
"Yes","2016","direct migration background","higher vocational","25","","","","1"
"Yes","2016","direct migration background","higher education","370","0.824160937300381","0.790175859757546","0.858146014843215","1"
"Yes","2016","indirect migration background","higher education","114","0.829670721503754","0.767176735401739","0.892164707605768","1"
"Yes","2016","no migration background","general elemantary","222","0.656341146453225","0.60414203442722","0.70854025847923","1"
"Yes","2016","no migration background","middle vocational","2401","0.73905057850565","0.723917537866486","0.754183619144814","1"
"Yes","2016","indirect migration background","higher vocational","28","","","","1"
"Yes","2016","indirect migration background","general elemantary","42","0.71542261211347","0.607380711529855","0.823464512697085","1"
"Yes","2016","indirect migration background","middle vocational","196","0.748932249258074","0.696325124122676","0.801539374393472","1"
"Yes","2016","indirect migration background","vocational + Abi","50","0.831067518104265","0.73780073839974","0.92433429780879","1"
"Yes","2016","no migration background","in school","4","","","","1"
"Yes","2016","no migration background","higher education","1610","0.811628145892569","0.794530170862764","0.828726120922373","1"
"Yes","2016","no migration background","inadequately","11","","","","1"
"Yes","2016","no migration background","higher vocational","450","0.803477807245859","0.770827693297899","0.836127921193819","1"
"Yes","2016","indirect migration background","inadequately","4","","","","1"
"Yes","2016","indirect migration background","in school","3","","","","1"
"Yes","2016","no migration background","vocational + Abi","527","0.786915793676745","0.755628002398667","0.818203584954823","1"
"No","2017","no migration background","in school","3","","","","2"
"No","2017","no migration background","inadequately","12","","","","2"
"No","2017","no migration background","general elemantary","104","0.308881977913792","0.261740054086202","0.356023901741382","2"
"No","2017","no migration background","middle vocational","940","0.262747081207552","0.248230096054291","0.277264066360812","2"
"No","2017","no migration background","vocational + Abi","179","0.234580025212288","0.20499442445357","0.264165625971006","2"
"No","2017","no migration background","higher vocational","125","0.201260177688247","0.169071246556096","0.233449108820398","2"
"No","2017","no migration background","higher education","426","0.187904266213795","0.17174896165157","0.20405957077602","2"
"No","2017","direct migration background","in school","","","","","2"
"No","2017","direct migration background","inadequately","23","","","","2"
"No","2017","direct migration background","general elemantary","57","0.295856306923288","0.23112677445983","0.360585839386746","2"
