"pli0095_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Never","2015","no migration background","Urban Area","1152","0.115815156848141","0.110071221383128","0.121559092313155","5"
"Never","2015","no migration background","Rural Area","676","0.104915070010058","0.0979097828967144","0.111920357123401","5"
"Never","2015","direct migration background","Urban Area","382","0.109575096767576","0.100375901634725","0.118774291900428","5"
"Never","2015","direct migration background","Rural Area","142","0.106895764990455","0.0912490378697741","0.122542492111137","5"
"Never","2015","indirect migration background","Urban Area","71","0.0536043714891715","0.0416862583945051","0.0655224845838379","5"
"Never","2015","indirect migration background","Rural Area","12","","","","5"
"Rarely","2015","no migration background","Urban Area","5623","0.476802525400078","0.467837378460948","0.485767672339208","4"
"Rarely","2015","no migration background","Rural Area","3360","0.461717573570431","0.450321160485423","0.47311398665544","4"
"Rarely","2015","direct migration background","Urban Area","1700","0.397342801313157","0.382931171441124","0.411754431185191","4"
"Rarely","2015","indirect migration background","Urban Area","510","0.410608230502389","0.384577467749403","0.436638993255374","4"
"Rarely","2015","direct migration background","Rural Area","530","0.402980886430248","0.37814220566017","0.427819567200325","4"
"Rarely","2015","indirect migration background","Rural Area","108","0.395605682998601","0.341347875432357","0.449863490564845","4"
"Min 1x per month","2016","no migration background","Urban Area","","","","","3"
"Min 1x per month","2016","no migration background","Rural Area","","","","","3"
"Min 1x per month","2016","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2016","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2016","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2016","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2016","no migration background","Urban Area","","","","","2"
"Min 1x per week","2016","no migration background","Rural Area","","","","","2"
"Min 1x per week","2016","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2016","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2016","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2016","indirect migration background","Rural Area","","","","","2"
"Never","2016","no migration background","Urban Area","","","","","5"
"Never","2016","no migration background","Rural Area","","","","","5"
"Never","2016","direct migration background","Urban Area","","","","","5"
"Never","2016","direct migration background","Rural Area","","","","","5"
"Never","2016","indirect migration background","Urban Area","","","","","5"
"Never","2016","indirect migration background","Rural Area","","","","","5"
"Rarely","2016","no migration background","Urban Area","","","","","4"
"Rarely","2016","direct migration background","Urban Area","","","","","4"
"Rarely","2016","no migration background","Rural Area","","","","","4"
"Rarely","2016","direct migration background","Rural Area","","","","","4"
"Rarely","2016","indirect migration background","Urban Area","","","","","4"
"Rarely","2016","indirect migration background","Rural Area","","","","","4"
"Min 1x per month","2017","no migration background","Urban Area","4186","0.325050101927015","0.316799585172789","0.333300618681241","3"
"Min 1x per month","2017","no migration background","Rural Area","2826","0.339969086589024","0.329530678985941","0.350407494192108","3"
"Min 1x per month","2017","direct migration background","Urban Area","1190","0.328181486893187","0.312504107177973","0.343858866608402","3"
"Min 1x per month","2017","direct migration background","Rural Area","417","0.295534712657532","0.269878414105155","0.321191011209908","3"
"Min 1x per month","2017","indirect migration background","Urban Area","550","0.40258785543971","0.376980781658298","0.428194929221123","3"
"Min 1x per month","2017","indirect migration background","Rural Area","110","0.367021979957024","0.312929296958154","0.421114662955893","3"
"Min 1x per week","2017","no migration background","Urban Area","1599","0.123885291196123","0.118082184066558","0.129688398325688","2"
"Min 1x per week","2017","direct migration background","Urban Area","580","0.154689609870409","0.142616222637015","0.166762997103803","2"
"Min 1x per week","2017","no migration background","Rural Area","1103","0.1400041343795","0.132357840058723","0.147650428700278","2"
"Min 1x per week","2017","direct migration background","Rural Area","259","0.192251306487308","0.17009319546321","0.214409417511406","2"
"Min 1x per week","2017","indirect migration background","Urban Area","270","0.183624446103939","0.163408091832118","0.20384080037576","2"
"Min 1x per week","2017","indirect migration background","Rural Area","62","0.154944871636278","0.114335217056112","0.195554526216444","2"
"Never","2017","no migration background","Urban Area","1115","0.117627755736554","0.111952949282171","0.123302562190936","5"
"Never","2017","no migration background","Rural Area","684","0.101154420869453","0.0945098432946969","0.107798998444209","5"
"Never","2017","direct migration background","Urban Area","337","0.115831389253179","0.105146472732585","0.126516305773772","5"
"Never","2017","direct migration background","Rural Area","123","0.108095031069043","0.0906359207517384","0.125554141386348","5"
"Never","2017","indirect migration background","Urban Area","81","0.0551043705590401","0.0431898234840249","0.0670189176340554","5"
"Never","2017","indirect migration background","Rural Area","17","","","","5"
"Rarely","2017","no migration background","Urban Area","5481","0.433436851140308","0.424707995580251","0.442165706700364","4"
"Rarely","2017","no migration background","Rural Area","3298","0.418872358162022","0.408000368859587","0.429744347464457","4"
"Rarely","2017","direct migration background","Urban Area","1339","0.401297513983225","0.384932016190733","0.417663011775717","4"
"Rarely","2017","direct migration background","Rural Area","416","0.404118949786117","0.376526240381278","0.431711659190956","4"
"Rarely","2017","indirect migration background","Urban Area","508","0.358683327897311","0.333640437379495","0.383726218415127","4"
"Rarely","2017","indirect migration background","Rural Area","116","0.433797868655538","0.378178298496075","0.489417438815","4"
