"plh0206i04","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"4 on scale 1-7","2012","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"4 on scale 1-7","2012","(Married) couple without C. ","direct migration background","","","","","4"
"4 on scale 1-7","2012","(Married) couple without C. ","no migration background","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE 16 ","direct migration background","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE 16 ","indirect migration background","","","","","4"
"4 on scale 1-7","2012","1-pers.-HH","direct migration background","","","","","4"
"4 on scale 1-7","2012","1-pers.-HH","indirect migration background","","","","","4"
"5 on scale 1-7","2012","Couple + C. GT 16 ","indirect migration background","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE and GT 16","no migration background","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE and GT 16","direct migration background","","","","","5"
"5 on scale 1-7","2012","(Married) couple without C. ","indirect migration background","","","","","5"
"5 on scale 1-7","2012","Single parent ","no migration background","","","","","5"
"5 on scale 1-7","2012","Single parent ","direct migration background","","","","","5"
"5 on scale 1-7","2012","Single parent ","indirect migration background","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE 16 ","no migration background","","","","","5"
"5 on scale 1-7","2012","Couple + C. GT 16 ","direct migration background","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"5 on scale 1-7","2012","1-pers.-HH","no migration background","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE 16 ","direct migration background","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE 16 ","indirect migration background","","","","","5"
"5 on scale 1-7","2012","Couple + C. GT 16 ","no migration background","","","","","5"
"5 on scale 1-7","2012","1-pers.-HH","direct migration background","","","","","5"
"5 on scale 1-7","2012","(Married) couple without C. ","direct migration background","","","","","5"
"5 on scale 1-7","2012","(Married) couple without C. ","no migration background","","","","","5"
"5 on scale 1-7","2012","1-pers.-HH","indirect migration background","","","","","5"
"6 on scale 1-7","2012","Single parent ","direct migration background","","","","","6"
"6 on scale 1-7","2012","(Married) couple without C. ","indirect migration background","","","","","6"
"6 on scale 1-7","2012","Single parent ","no migration background","","","","","6"
"6 on scale 1-7","2012","(Married) couple without C. ","direct migration background","","","","","6"
"6 on scale 1-7","2012","1-pers.-HH","no migration background","","","","","6"
"6 on scale 1-7","2012","1-pers.-HH","direct migration background","","","","","6"
"6 on scale 1-7","2012","1-pers.-HH","indirect migration background","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE and GT 16","no migration background","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE and GT 16","direct migration background","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE and GT 16","indirect migration background","","","","","6"
"6 on scale 1-7","2012","Couple + C. GT 16 ","indirect migration background","","","","","6"
"6 on scale 1-7","2012","Couple + C. GT 16 ","direct migration background","","","","","6"
"6 on scale 1-7","2012","(Married) couple without C. ","no migration background","","","","","6"
"6 on scale 1-7","2012","Single parent ","indirect migration background","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE 16 ","no migration background","","","","","6"
"6 on scale 1-7","2012","Couple + C. GT 16 ","no migration background","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE 16 ","direct migration background","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE 16 ","indirect migration background","","","","","6"
"7 Strongly agree","2012","Couple + C. LE and GT 16","no migration background","","","","","7"
"7 Strongly agree","2012","Couple + C. LE and GT 16","direct migration background","","","","","7"
"7 Strongly agree","2012","Couple + C. LE and GT 16","indirect migration background","","","","","7"
"7 Strongly agree","2012","Couple + C. GT 16 ","indirect migration background","","","","","7"
"7 Strongly agree","2012","1-pers.-HH","no migration background","","","","","7"
"7 Strongly agree","2012","1-pers.-HH","direct migration background","","","","","7"
"7 Strongly agree","2012","1-pers.-HH","indirect migration background","","","","","7"
"7 Strongly agree","2012","(Married) couple without C. ","no migration background","","","","","7"
"7 Strongly agree","2012","(Married) couple without C. ","direct migration background","","","","","7"
"7 Strongly agree","2012","(Married) couple without C. ","indirect migration background","","","","","7"
"7 Strongly agree","2012","Single parent ","indirect migration background","","","","","7"
"7 Strongly agree","2012","Couple + C. LE 16 ","no migration background","","","","","7"
"7 Strongly agree","2012","Couple + C. LE 16 ","direct migration background","","","","","7"
"7 Strongly agree","2012","Couple + C. LE 16 ","indirect migration background","","","","","7"
"7 Strongly agree","2012","Couple + C. GT 16 ","no migration background","","","","","7"
"7 Strongly agree","2012","Couple + C. GT 16 ","direct migration background","","","","","7"
"7 Strongly agree","2012","Single parent ","no migration background","","","","","7"
"7 Strongly agree","2012","Single parent ","direct migration background","","","","","7"
"1 Strongly disagree","2013","(Married) couple without C. ","direct migration background","","","","","1"
"1 Strongly disagree","2013","(Married) couple without C. ","indirect migration background","","","","","1"
"1 Strongly disagree","2013","1-pers.-HH","indirect migration background","","","","","1"
"1 Strongly disagree","2013","(Married) couple without C. ","no migration background","","","","","1"
"1 Strongly disagree","2013","Single parent ","no migration background","","","","","1"
"1 Strongly disagree","2013","Single parent ","direct migration background","","","","","1"
"1 Strongly disagree","2013","Single parent ","indirect migration background","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE 16 ","no migration background","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2013","Couple + C. GT 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2013","1-pers.-HH","no migration background","","","","","1"
"1 Strongly disagree","2013","1-pers.-HH","direct migration background","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"1 Strongly disagree","2013","Couple + C. GT 16 ","no migration background","","","","","1"
"1 Strongly disagree","2013","Couple + C. GT 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE and GT 16","no migration background","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE and GT 16","direct migration background","","","","","1"
"2 on scale 1-7 ","2013","(Married) couple without C. ","direct migration background","","","","","2"
"2 on scale 1-7 ","2013","(Married) couple without C. ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2013","Single parent ","no migration background","","","","","2"
"2 on scale 1-7 ","2013","Single parent ","direct migration background","","","","","2"
"2 on scale 1-7 ","2013","Single parent ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","no migration background","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","no migration background","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","direct migration background","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"2 on scale 1-7 ","2013","(Married) couple without C. ","no migration background","","","","","2"
"2 on scale 1-7 ","2013","1-pers.-HH","no migration background","","","","","2"
"2 on scale 1-7 ","2013","1-pers.-HH","direct migration background","","","","","2"
"2 on scale 1-7 ","2013","1-pers.-HH","indirect migration background","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","direct migration background","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","no migration background","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","direct migration background","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","indirect migration background","","","","","2"
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","no migration background","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","direct migration background","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","direct migration background","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"3 on scale 1-7 ","2013","Single parent ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","no migration background","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","direct migration background","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","no migration background","","","","","3"
"3 on scale 1-7 ","2013","1-pers.-HH","no migration background","","","","","3"
"3 on scale 1-7 ","2013","1-pers.-HH","direct migration background","","","","","3"
"3 on scale 1-7 ","2013","(Married) couple without C. ","direct migration background","","","","","3"
"3 on scale 1-7 ","2013","(Married) couple without C. ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2013","Single parent ","no migration background","","","","","3"
"3 on scale 1-7 ","2013","Single parent ","direct migration background","","","","","3"
"3 on scale 1-7 ","2013","1-pers.-HH","indirect migration background","","","","","3"
"3 on scale 1-7 ","2013","(Married) couple without C. ","no migration background","","","","","3"
"4 on scale 1-7","2013","Couple + C. LE and GT 16","no migration background","","","","","4"
"4 on scale 1-7","2013","Couple + C. LE and GT 16","direct migration background","","","","","4"
"4 on scale 1-7","2013","Single parent ","indirect migration background","","","","","4"
"4 on scale 1-7","2013","Couple + C. GT 16 ","indirect migration background","","","","","4"
"4 on scale 1-7","2013","Couple + C. GT 16 ","direct migration background","","","","","4"
"4 on scale 1-7","2013","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"4 on scale 1-7","2013","Single parent ","no migration background","","","","","4"
"4 on scale 1-7","2013","Single parent ","direct migration background","","","","","4"
"4 on scale 1-7","2013","Couple + C. GT 16 ","no migration background","","","","","4"
"4 on scale 1-7","2013","1-pers.-HH","no migration background","","","","","4"
"4 on scale 1-7","2013","1-pers.-HH","direct migration background","","","","","4"
"4 on scale 1-7","2013","(Married) couple without C. ","direct migration background","","","","","4"
"4 on scale 1-7","2013","(Married) couple without C. ","indirect migration background","","","","","4"
"4 on scale 1-7","2013","Couple + C. LE 16 ","no migration background","","","","","4"
"4 on scale 1-7","2013","Couple + C. LE 16 ","direct migration background","","","","","4"
"4 on scale 1-7","2013","Couple + C. LE 16 ","indirect migration background","","","","","4"
"4 on scale 1-7","2013","1-pers.-HH","indirect migration background","","","","","4"
"4 on scale 1-7","2013","(Married) couple without C. ","no migration background","","","","","4"
"5 on scale 1-7","2013","Couple + C. GT 16 ","indirect migration background","","","","","5"
"5 on scale 1-7","2013","Couple + C. LE and GT 16","no migration background","","","","","5"
"5 on scale 1-7","2013","Couple + C. LE and GT 16","direct migration background","","","","","5"
"5 on scale 1-7","2013","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"5 on scale 1-7","2013","Couple + C. GT 16 ","direct migration background","","","","","5"
"5 on scale 1-7","2013","Single parent ","indirect migration background","","","","","5"
"5 on scale 1-7","2013","Couple + C. LE 16 ","indirect migration background","","","","","5"
"5 on scale 1-7","2013","Couple + C. GT 16 ","no migration background","","","","","5"
"5 on scale 1-7","2013","1-pers.-HH","no migration background","","","","","5"
"5 on scale 1-7","2013","(Married) couple without C. ","indirect migration background","","","","","5"
"5 on scale 1-7","2013","Single parent ","no migration background","","","","","5"
"5 on scale 1-7","2013","Single parent ","direct migration background","","","","","5"
"5 on scale 1-7","2013","Couple + C. LE 16 ","no migration background","","","","","5"
"5 on scale 1-7","2013","Couple + C. LE 16 ","direct migration background","","","","","5"
"5 on scale 1-7","2013","1-pers.-HH","direct migration background","","","","","5"
"5 on scale 1-7","2013","(Married) couple without C. ","direct migration background","","","","","5"
"5 on scale 1-7","2013","(Married) couple without C. ","no migration background","","","","","5"
"5 on scale 1-7","2013","1-pers.-HH","indirect migration background","","","","","5"
"6 on scale 1-7","2013","(Married) couple without C. ","direct migration background","","","","","6"
"6 on scale 1-7","2013","(Married) couple without C. ","indirect migration background","","","","","6"
"6 on scale 1-7","2013","Single parent ","no migration background","","","","","6"
"6 on scale 1-7","2013","Single parent ","direct migration background","","","","","6"
"6 on scale 1-7","2013","Couple + C. GT 16 ","indirect migration background","","","","","6"
"6 on scale 1-7","2013","Couple + C. LE and GT 16","no migration background","","","","","6"
"6 on scale 1-7","2013","Couple + C. LE and GT 16","direct migration background","","","","","6"
"6 on scale 1-7","2013","Couple + C. LE and GT 16","indirect migration background","","","","","6"
"6 on scale 1-7","2013","1-pers.-HH","no migration background","","","","","6"
"6 on scale 1-7","2013","1-pers.-HH","direct migration background","","","","","6"
"6 on scale 1-7","2013","1-pers.-HH","indirect migration background","","","","","6"
"6 on scale 1-7","2013","Single parent ","indirect migration background","","","","","6"
"6 on scale 1-7","2013","Couple + C. LE 16 ","no migration background","","","","","6"
"6 on scale 1-7","2013","Couple + C. LE 16 ","direct migration background","","","","","6"
"6 on scale 1-7","2013","Couple + C. LE 16 ","indirect migration background","","","","","6"
"6 on scale 1-7","2013","Couple + C. GT 16 ","direct migration background","","","","","6"
"6 on scale 1-7","2013","Couple + C. GT 16 ","no migration background","","","","","6"
"6 on scale 1-7","2013","(Married) couple without C. ","no migration background","","","","","6"
"7 Strongly agree","2013","Couple + C. LE and GT 16","direct migration background","","","","","7"
"7 Strongly agree","2013","Couple + C. LE and GT 16","no migration background","","","","","7"
"7 Strongly agree","2013","Couple + C. LE and GT 16","indirect migration background","","","","","7"
"7 Strongly agree","2013","Couple + C. GT 16 ","indirect migration background","","","","","7"
"7 Strongly agree","2013","1-pers.-HH","no migration background","","","","","7"
"7 Strongly agree","2013","1-pers.-HH","direct migration background","","","","","7"
"7 Strongly agree","2013","1-pers.-HH","indirect migration background","","","","","7"
"7 Strongly agree","2013","(Married) couple without C. ","no migration background","","","","","7"
"7 Strongly agree","2013","(Married) couple without C. ","direct migration background","","","","","7"
"7 Strongly agree","2013","(Married) couple without C. ","indirect migration background","","","","","7"
"7 Strongly agree","2013","Single parent ","no migration background","","","","","7"
"7 Strongly agree","2013","Single parent ","direct migration background","","","","","7"
"7 Strongly agree","2013","Single parent ","indirect migration background","","","","","7"
"7 Strongly agree","2013","Couple + C. LE 16 ","no migration background","","","","","7"
"7 Strongly agree","2013","Couple + C. LE 16 ","direct migration background","","","","","7"
"7 Strongly agree","2013","Couple + C. LE 16 ","indirect migration background","","","","","7"
"7 Strongly agree","2013","Couple + C. GT 16 ","no migration background","","","","","7"
"7 Strongly agree","2013","Couple + C. GT 16 ","direct migration background","","","","","7"
"1 Strongly disagree","2014","(Married) couple without C. ","direct migration background","","","","","1"
"1 Strongly disagree","2014","(Married) couple without C. ","indirect migration background","","","","","1"
"1 Strongly disagree","2014","Single parent ","no migration background","","","","","1"
"1 Strongly disagree","2014","Single parent ","direct migration background","","","","","1"
"1 Strongly disagree","2014","Single parent ","indirect migration background","","","","","1"
"1 Strongly disagree","2014","Couple + C. LE 16 ","no migration background","","","","","1"
"1 Strongly disagree","2014","Couple + C. LE 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2014","Couple + C. LE 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2014","Couple + C. GT 16 ","no migration background","","","","","1"
"1 Strongly disagree","2014","Couple + C. GT 16 ","direct migration background","","","","","1"
"1 Strongly disagree","2014","Couple + C. GT 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2014","Couple + C. LE and GT 16","no migration background","","","","","1"
"1 Strongly disagree","2014","Couple + C. LE and GT 16","direct migration background","","","","","1"
"1 Strongly disagree","2014","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"1 Strongly disagree","2014","1-pers.-HH","no migration background","","","","","1"
"1 Strongly disagree","2014","1-pers.-HH","direct migration background","","","","","1"
"1 Strongly disagree","2014","1-pers.-HH","indirect migration background","","","","","1"
"1 Strongly disagree","2014","(Married) couple without C. ","no migration background","","","","","1"
"2 on scale 1-7 ","2014","Couple + C. GT 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. LE and GT 16","direct migration background","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. LE and GT 16","no migration background","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"2 on scale 1-7 ","2014","(Married) couple without C. ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. LE 16 ","direct migration background","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. LE 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. GT 16 ","no migration background","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. GT 16 ","direct migration background","","","","","2"
"2 on scale 1-7 ","2014","(Married) couple without C. ","direct migration background","","","","","2"
"2 on scale 1-7 ","2014","Single parent ","no migration background","","","","","2"
"2 on scale 1-7 ","2014","Single parent ","direct migration background","","","","","2"
"2 on scale 1-7 ","2014","Single parent ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. LE 16 ","no migration background","","","","","2"
"2 on scale 1-7 ","2014","1-pers.-HH","no migration background","","","","","2"
"2 on scale 1-7 ","2014","1-pers.-HH","direct migration background","","","","","2"
"2 on scale 1-7 ","2014","1-pers.-HH","indirect migration background","","","","","2"
"2 on scale 1-7 ","2014","(Married) couple without C. ","no migration background","","","","","2"
"3 on scale 1-7 ","2014","Single parent ","direct migration background","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. LE and GT 16","no migration background","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. GT 16 ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. GT 16 ","direct migration background","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. LE and GT 16","direct migration background","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"3 on scale 1-7 ","2014","(Married) couple without C. ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2014","Single parent ","no migration background","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. LE 16 ","direct migration background","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. LE 16 ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. GT 16 ","no migration background","","","","","3"
"3 on scale 1-7 ","2014","Single parent ","indirect migration background","","","","","3"
"3 on scale 1-7 ","2014","1-pers.-HH","no migration background","","","","","3"
"3 on scale 1-7 ","2014","(Married) couple without C. ","direct migration background","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. LE 16 ","no migration background","","","","","3"
"3 on scale 1-7 ","2014","1-pers.-HH","direct migration background","","","","","3"
"3 on scale 1-7 ","2014","1-pers.-HH","indirect migration background","","","","","3"
"3 on scale 1-7 ","2014","(Married) couple without C. ","no migration background","","","","","3"
"4 on scale 1-7","2014","Couple + C. LE and GT 16","direct migration background","","","","","4"
"4 on scale 1-7","2014","Couple + C. LE and GT 16","no migration background","","","","","4"
"4 on scale 1-7","2014","Single parent ","direct migration background","","","","","4"
"4 on scale 1-7","2014","Single parent ","indirect migration background","","","","","4"
"4 on scale 1-7","2014","Couple + C. GT 16 ","indirect migration background","","","","","4"
"4 on scale 1-7","2014","Couple + C. GT 16 ","direct migration background","","","","","4"
"4 on scale 1-7","2014","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"4 on scale 1-7","2014","(Married) couple without C. ","indirect migration background","","","","","4"
"4 on scale 1-7","2014","Single parent ","no migration background","","","","","4"
"4 on scale 1-7","2014","Couple + C. LE 16 ","direct migration background","","","","","4"
"4 on scale 1-7","2014","Couple + C. LE 16 ","indirect migration background","","","","","4"
"4 on scale 1-7","2014","Couple + C. GT 16 ","no migration background","","","","","4"
"4 on scale 1-7","2014","1-pers.-HH","no migration background","","","","","4"
"4 on scale 1-7","2014","1-pers.-HH","direct migration background","","","","","4"
"4 on scale 1-7","2014","(Married) couple without C. ","direct migration background","","","","","4"
"4 on scale 1-7","2014","Couple + C. LE 16 ","no migration background","","","","","4"
"4 on scale 1-7","2014","1-pers.-HH","indirect migration background","","","","","4"
"4 on scale 1-7","2014","(Married) couple without C. ","no migration background","","","","","4"
"5 on scale 1-7","2014","Couple + C. GT 16 ","indirect migration background","","","","","5"
"5 on scale 1-7","2014","Couple + C. LE and GT 16","no migration background","","","","","5"
"5 on scale 1-7","2014","Couple + C. LE and GT 16","direct migration background","","","","","5"
"5 on scale 1-7","2014","(Married) couple without C. ","indirect migration background","","","","","5"
"5 on scale 1-7","2014","Single parent ","no migration background","","","","","5"
"5 on scale 1-7","2014","Single parent ","direct migration background","","","","","5"
"5 on scale 1-7","2014","Single parent ","indirect migration background","","","","","5"
"5 on scale 1-7","2014","Couple + C. LE 16 ","direct migration background","","","","","5"
"5 on scale 1-7","2014","Couple + C. LE 16 ","indirect migration background","","","","","5"
"5 on scale 1-7","2014","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"5 on scale 1-7","2014","1-pers.-HH","no migration background","","","","","5"
"5 on scale 1-7","2014","1-pers.-HH","direct migration background","","","","","5"
"5 on scale 1-7","2014","(Married) couple without C. ","direct migration background","","","","","5"
"5 on scale 1-7","2014","Couple + C. LE 16 ","no migration background","","","","","5"
"5 on scale 1-7","2014","1-pers.-HH","indirect migration background","","","","","5"
"5 on scale 1-7","2014","(Married) couple without C. ","no migration background","","","","","5"
"5 on scale 1-7","2014","Couple + C. GT 16 ","no migration background","","","","","5"
"5 on scale 1-7","2014","Couple + C. GT 16 ","direct migration background","","","","","5"
"6 on scale 1-7","2014","Couple + C. LE and GT 16","direct migration background","","","","","6"
"6 on scale 1-7","2014","Couple + C. LE and GT 16","indirect migration background","","","","","6"
"6 on scale 1-7","2014","Couple + C. LE and GT 16","no migration background","","","","","6"
"6 on scale 1-7","2014","Single parent ","direct migration background","","","","","6"
"6 on scale 1-7","2014","Couple + C. GT 16 ","indirect migration background","","","","","6"
"6 on scale 1-7","2014","(Married) couple without C. ","indirect migration background","","","","","6"
"6 on scale 1-7","2014","Single parent ","no migration background","","","","","6"
"6 on scale 1-7","2014","Couple + C. GT 16 ","no migration background","","","","","6"
"6 on scale 1-7","2014","Couple + C. GT 16 ","direct migration background","","","","","6"
"6 on scale 1-7","2014","1-pers.-HH","no migration background","","","","","6"
"6 on scale 1-7","2014","1-pers.-HH","direct migration background","","","","","6"
"6 on scale 1-7","2014","(Married) couple without C. ","direct migration background","","","","","6"
"6 on scale 1-7","2014","Single parent ","indirect migration background","","","","","6"
"6 on scale 1-7","2014","Couple + C. LE 16 ","no migration background","","","","","6"
"6 on scale 1-7","2014","Couple + C. LE 16 ","direct migration background","","","","","6"
"6 on scale 1-7","2014","Couple + C. LE 16 ","indirect migration background","","","","","6"
"6 on scale 1-7","2014","1-pers.-HH","indirect migration background","","","","","6"
"6 on scale 1-7","2014","(Married) couple without C. ","no migration background","","","","","6"
"7 Strongly agree","2014","Couple + C. GT 16 ","indirect migration background","","","","","7"
"7 Strongly agree","2014","Couple + C. LE and GT 16","no migration background","","","","","7"
"7 Strongly agree","2014","Couple + C. LE and GT 16","direct migration background","","","","","7"
"7 Strongly agree","2014","Couple + C. LE and GT 16","indirect migration background","","","","","7"
"7 Strongly agree","2014","(Married) couple without C. ","direct migration background","","","","","7"
"7 Strongly agree","2014","(Married) couple without C. ","indirect migration background","","","","","7"
"7 Strongly agree","2014","Single parent ","no migration background","","","","","7"
"7 Strongly agree","2014","Single parent ","direct migration background","","","","","7"
"7 Strongly agree","2014","Single parent ","indirect migration background","","","","","7"
"7 Strongly agree","2014","Couple + C. LE 16 ","no migration background","","","","","7"
"7 Strongly agree","2014","Couple + C. LE 16 ","direct migration background","","","","","7"
"7 Strongly agree","2014","Couple + C. LE 16 ","indirect migration background","","","","","7"
"7 Strongly agree","2014","Couple + C. GT 16 ","no migration background","","","","","7"
"7 Strongly agree","2014","Couple + C. GT 16 ","direct migration background","","","","","7"
"7 Strongly agree","2014","1-pers.-HH","no migration background","","","","","7"
"7 Strongly agree","2014","1-pers.-HH","direct migration background","","","","","7"
"7 Strongly agree","2014","1-pers.-HH","indirect migration background","","","","","7"
"7 Strongly agree","2014","(Married) couple without C. ","no migration background","","","","","7"
"1 Strongly disagree","2015","(Married) couple without C. ","direct migration background","7","","","","1"
"1 Strongly disagree","2015","(Married) couple without C. ","indirect migration background","1","","","","1"
"1 Strongly disagree","2015","Single parent ","no migration background","15","","","","1"
"1 Strongly disagree","2015","Single parent ","direct migration background","4","","","","1"
"1 Strongly disagree","2015","Single parent ","indirect migration background","1","","","","1"
"1 Strongly disagree","2015","Couple + C. LE 16 ","no migration background","22","","","","1"
"1 Strongly disagree","2015","Couple + C. LE 16 ","direct migration background","17","","","","1"
"1 Strongly disagree","2015","Couple + C. LE 16 ","indirect migration background","3","","","","1"
"1 Strongly disagree","2015","Couple + C. GT 16 ","no migration background","13","","","","1"
"1 Strongly disagree","2015","Couple + C. GT 16 ","direct migration background","5","","","","1"
"1 Strongly disagree","2015","Couple + C. GT 16 ","indirect migration background","1","","","","1"
"1 Strongly disagree","2015","Couple + C. LE and GT 16","no migration background","9","","","","1"
"1 Strongly disagree","2015","Couple + C. LE and GT 16","direct migration background","8","","","","1"
"1 Strongly disagree","2015","Couple + C. LE and GT 16","indirect migration background","1","","","","1"
"1 Strongly disagree","2015","1-pers.-HH","no migration background","23","","","","1"
"1 Strongly disagree","2015","1-pers.-HH","indirect migration background","1","","","","1"
"1 Strongly disagree","2015","(Married) couple without C. ","no migration background","51","0.00746878762656241","0.0053706853392544","0.00956688991387042","1"
"1 Strongly disagree","2015","1-pers.-HH","direct migration background","8","","","","1"
"2 on scale 1-7 ","2015","Couple + C. GT 16 ","indirect migration background","6","","","","2"
"2 on scale 1-7 ","2015","Couple + C. LE and GT 16","direct migration background","5","","","","2"
"2 on scale 1-7 ","2015","Couple + C. LE and GT 16","no migration background","20","","","","2"
"2 on scale 1-7 ","2015","Couple + C. LE and GT 16","indirect migration background","2","","","","2"
"2 on scale 1-7 ","2015","Couple + C. GT 16 ","direct migration background","6","","","","2"
"2 on scale 1-7 ","2015","(Married) couple without C. ","indirect migration background","1","","","","2"
"2 on scale 1-7 ","2015","Single parent ","no migration background","27","","","","2"
"2 on scale 1-7 ","2015","Single parent ","direct migration background","5","","","","2"
"2 on scale 1-7 ","2015","Single parent ","indirect migration background","3","","","","2"
"2 on scale 1-7 ","2015","Couple + C. LE 16 ","no migration background","40","0.00708855301690222","0.00452058141115692","0.00965652462264752","2"
"2 on scale 1-7 ","2015","Couple + C. LE 16 ","direct migration background","16","","","","2"
"2 on scale 1-7 ","2015","Couple + C. LE 16 ","indirect migration background","4","","","","2"
"2 on scale 1-7 ","2015","Couple + C. GT 16 ","no migration background","21","","","","2"
"2 on scale 1-7 ","2015","(Married) couple without C. ","direct migration background","8","","","","2"
"2 on scale 1-7 ","2015","1-pers.-HH","no migration background","30","0.0117424505358746","0.00788120928801905","0.0156036917837301","2"
"2 on scale 1-7 ","2015","1-pers.-HH","indirect migration background","","","","","2"
"2 on scale 1-7 ","2015","1-pers.-HH","direct migration background","6","","","","2"
"2 on scale 1-7 ","2015","(Married) couple without C. ","no migration background","51","0.00675540325279292","0.00475929881422339","0.00875150769136246","2"
"3 on scale 1-7 ","2015","Couple + C. LE and GT 16","no migration background","38","0.0302495926339049","0.0212779116237003","0.0392212736441096","3"
"3 on scale 1-7 ","2015","Couple + C. GT 16 ","indirect migration background","3","","","","3"
"3 on scale 1-7 ","2015","Single parent ","direct migration background","5","","","","3"
"3 on scale 1-7 ","2015","Couple + C. GT 16 ","direct migration background","10","","","","3"
"3 on scale 1-7 ","2015","Couple + C. LE and GT 16","direct migration background","13","","","","3"
"3 on scale 1-7 ","2015","Couple + C. LE and GT 16","indirect migration background","4","","","","3"
"3 on scale 1-7 ","2015","(Married) couple without C. ","indirect migration background","4","","","","3"
"3 on scale 1-7 ","2015","Single parent ","no migration background","44","0.016245090122401","0.0103936540429188","0.0220965262018832","3"
"3 on scale 1-7 ","2015","Single parent ","indirect migration background","4","","","","3"
