"plh0206i04","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2017","Part Time","no migration background","","","",""
"7 Strongly agree","2017","Part Time","direct migration background","","","",""
"7 Strongly agree","2017","Part Time","indirect migration background","","","",""
"7 Strongly agree","2017","Not Working","no migration background","","","",""
"7 Strongly agree","2017","Not Working","direct migration background","2396","0.822349908548688","0.808363897762935","0.836335919334441"
"7 Strongly agree","2017","Not Working","indirect migration background","","","",""
"1 Strongly disagree","2018","Full Time","no migration background","","","",""
"1 Strongly disagree","2018","Full Time","direct migration background","","","",""
"1 Strongly disagree","2018","Full Time","indirect migration background","","","",""
"1 Strongly disagree","2018","Part Time","no migration background","","","",""
"1 Strongly disagree","2018","Part Time","direct migration background","","","",""
"1 Strongly disagree","2018","Part Time","indirect migration background","","","",""
"1 Strongly disagree","2018","Not Working","no migration background","","","",""
"1 Strongly disagree","2018","Not Working","direct migration background","3","","",""
"1 Strongly disagree","2018","Not Working","indirect migration background","","","",""
"2 on scale 1-7 ","2018","Full Time","no migration background","","","",""
"2 on scale 1-7 ","2018","Full Time","direct migration background","","","",""
"2 on scale 1-7 ","2018","Full Time","indirect migration background","","","",""
"2 on scale 1-7 ","2018","Part Time","no migration background","","","",""
"2 on scale 1-7 ","2018","Part Time","direct migration background","","","",""
"2 on scale 1-7 ","2018","Part Time","indirect migration background","","","",""
"2 on scale 1-7 ","2018","Not Working","no migration background","","","",""
"2 on scale 1-7 ","2018","Not Working","direct migration background","3","","",""
"2 on scale 1-7 ","2018","Not Working","indirect migration background","","","",""
"3 on scale 1-7 ","2018","Full Time","no migration background","","","",""
"3 on scale 1-7 ","2018","Full Time","direct migration background","","","",""
"3 on scale 1-7 ","2018","Full Time","indirect migration background","","","",""
"3 on scale 1-7 ","2018","Part Time","no migration background","","","",""
"3 on scale 1-7 ","2018","Part Time","direct migration background","","","",""
"3 on scale 1-7 ","2018","Part Time","indirect migration background","","","",""
"3 on scale 1-7 ","2018","Not Working","no migration background","","","",""
"3 on scale 1-7 ","2018","Not Working","direct migration background","2","","",""
"3 on scale 1-7 ","2018","Not Working","indirect migration background","","","",""
"4 on scale 1-7","2018","Full Time","no migration background","","","",""
"4 on scale 1-7","2018","Full Time","direct migration background","","","",""
"4 on scale 1-7","2018","Full Time","indirect migration background","","","",""
"4 on scale 1-7","2018","Part Time","no migration background","","","",""
"4 on scale 1-7","2018","Part Time","direct migration background","","","",""
"4 on scale 1-7","2018","Part Time","indirect migration background","","","",""
"4 on scale 1-7","2018","Not Working","no migration background","","","",""
"4 on scale 1-7","2018","Not Working","direct migration background","2","","",""
"4 on scale 1-7","2018","Not Working","indirect migration background","","","",""
"5 on scale 1-7","2018","Full Time","no migration background","","","",""
"5 on scale 1-7","2018","Full Time","direct migration background","","","",""
"5 on scale 1-7","2018","Full Time","indirect migration background","","","",""
"5 on scale 1-7","2018","Part Time","no migration background","","","",""
"5 on scale 1-7","2018","Part Time","direct migration background","","","",""
"5 on scale 1-7","2018","Part Time","indirect migration background","","","",""
"5 on scale 1-7","2018","Not Working","no migration background","","","",""
"5 on scale 1-7","2018","Not Working","direct migration background","12","","",""
"5 on scale 1-7","2018","Not Working","indirect migration background","","","",""
"6 on scale 1-7","2018","Full Time","no migration background","","","",""
"6 on scale 1-7","2018","Full Time","direct migration background","","","",""
"6 on scale 1-7","2018","Full Time","indirect migration background","","","",""
"6 on scale 1-7","2018","Part Time","no migration background","","","",""
"6 on scale 1-7","2018","Part Time","direct migration background","","","",""
"6 on scale 1-7","2018","Part Time","indirect migration background","","","",""
"6 on scale 1-7","2018","Not Working","no migration background","","","",""
"6 on scale 1-7","2018","Not Working","direct migration background","47","0.0798113628609501","0.0538628856662505","0.10575984005565"
"6 on scale 1-7","2018","Not Working","indirect migration background","","","",""
"7 Strongly agree","2018","Full Time","no migration background","","","",""
"7 Strongly agree","2018","Full Time","direct migration background","","","",""
"7 Strongly agree","2018","Full Time","indirect migration background","","","",""
"7 Strongly agree","2018","Part Time","no migration background","","","",""
"7 Strongly agree","2018","Part Time","direct migration background","","","",""
"7 Strongly agree","2018","Part Time","indirect migration background","","","",""
"7 Strongly agree","2018","Not Working","no migration background","","","",""
"7 Strongly agree","2018","Not Working","direct migration background","350","0.867362477567466","0.834885575533452","0.89983937960148"
"7 Strongly agree","2018","Not Working","indirect migration background","","","",""
"1 Strongly disagree","2019","Full Time","no migration background","","","",""
"1 Strongly disagree","2019","Full Time","direct migration background","","","",""
"1 Strongly disagree","2019","Full Time","indirect migration background","","","",""
"1 Strongly disagree","2019","Part Time","no migration background","","","",""
"1 Strongly disagree","2019","Part Time","direct migration background","","","",""
"1 Strongly disagree","2019","Part Time","indirect migration background","","","",""
"1 Strongly disagree","2019","Not Working","no migration background","","","",""
"1 Strongly disagree","2019","Not Working","direct migration background","4","","",""
"1 Strongly disagree","2019","Not Working","indirect migration background","","","",""
"2 on scale 1-7 ","2019","Full Time","no migration background","","","",""
"2 on scale 1-7 ","2019","Full Time","direct migration background","","","",""
"2 on scale 1-7 ","2019","Full Time","indirect migration background","","","",""
"2 on scale 1-7 ","2019","Part Time","no migration background","","","",""
"2 on scale 1-7 ","2019","Part Time","direct migration background","","","",""
"2 on scale 1-7 ","2019","Part Time","indirect migration background","","","",""
"2 on scale 1-7 ","2019","Not Working","no migration background","","","",""
"2 on scale 1-7 ","2019","Not Working","direct migration background","4","","",""
"2 on scale 1-7 ","2019","Not Working","indirect migration background","","","",""
"3 on scale 1-7 ","2019","Full Time","no migration background","","","",""
"3 on scale 1-7 ","2019","Full Time","direct migration background","","","",""
"3 on scale 1-7 ","2019","Full Time","indirect migration background","","","",""
"3 on scale 1-7 ","2019","Part Time","no migration background","","","",""
"3 on scale 1-7 ","2019","Part Time","direct migration background","","","",""
"3 on scale 1-7 ","2019","Part Time","indirect migration background","","","",""
"3 on scale 1-7 ","2019","Not Working","no migration background","","","",""
"3 on scale 1-7 ","2019","Not Working","direct migration background","1","","",""
"3 on scale 1-7 ","2019","Not Working","indirect migration background","","","",""
"4 on scale 1-7","2019","Full Time","no migration background","","","",""
"4 on scale 1-7","2019","Full Time","direct migration background","","","",""
"4 on scale 1-7","2019","Full Time","indirect migration background","","","",""
"4 on scale 1-7","2019","Part Time","no migration background","","","",""
"4 on scale 1-7","2019","Part Time","direct migration background","","","",""
"4 on scale 1-7","2019","Part Time","indirect migration background","","","",""
"4 on scale 1-7","2019","Not Working","no migration background","","","",""
"4 on scale 1-7","2019","Not Working","direct migration background","9","","",""
"4 on scale 1-7","2019","Not Working","indirect migration background","","","",""
"5 on scale 1-7","2019","Full Time","no migration background","","","",""
"5 on scale 1-7","2019","Full Time","direct migration background","","","",""
"5 on scale 1-7","2019","Full Time","indirect migration background","","","",""
"5 on scale 1-7","2019","Part Time","no migration background","","","",""
"5 on scale 1-7","2019","Part Time","direct migration background","","","",""
"5 on scale 1-7","2019","Part Time","indirect migration background","","","",""
"5 on scale 1-7","2019","Not Working","no migration background","","","",""
"5 on scale 1-7","2019","Not Working","direct migration background","17","","",""
"5 on scale 1-7","2019","Not Working","indirect migration background","","","",""
"6 on scale 1-7","2019","Full Time","no migration background","","","",""
"6 on scale 1-7","2019","Full Time","direct migration background","","","",""
"6 on scale 1-7","2019","Full Time","indirect migration background","","","",""
"6 on scale 1-7","2019","Part Time","no migration background","","","",""
"6 on scale 1-7","2019","Part Time","direct migration background","","","",""
"6 on scale 1-7","2019","Part Time","indirect migration background","","","",""
"6 on scale 1-7","2019","Not Working","no migration background","","","",""
"6 on scale 1-7","2019","Not Working","direct migration background","34","0.103017842635402","0.0671552504606171","0.138880434810188"
"6 on scale 1-7","2019","Not Working","indirect migration background","","","",""
"7 Strongly agree","2019","Full Time","no migration background","","","",""
"7 Strongly agree","2019","Full Time","direct migration background","","","",""
"7 Strongly agree","2019","Full Time","indirect migration background","","","",""
"7 Strongly agree","2019","Part Time","no migration background","","","",""
"7 Strongly agree","2019","Part Time","direct migration background","","","",""
"7 Strongly agree","2019","Part Time","indirect migration background","","","",""
"7 Strongly agree","2019","Not Working","no migration background","","","",""
"7 Strongly agree","2019","Not Working","direct migration background","207","0.778560998954216","0.729575568465117","0.827546429443316"
"7 Strongly agree","2019","Not Working","indirect migration background","","","",""
