"plh0206i04","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2012","general elemantary","Rural Area","","","","","7"
"7 Strongly agree","2012","higher education","Rural Area","","","","","7"
"7 Strongly agree","2012","middle vocational","Rural Area","","","","","7"
"7 Strongly agree","2012","in school","Urban Area","","","","","7"
"7 Strongly agree","2012","in school","Rural Area","","","","","7"
"7 Strongly agree","2012","inadequately","Urban Area","","","","","7"
"7 Strongly agree","2012","inadequately","Rural Area","","","","","7"
"7 Strongly agree","2012","general elemantary","Urban Area","","","","","7"
"7 Strongly agree","2012","higher vocational","Urban Area","","","","","7"
"7 Strongly agree","2012","higher vocational","Rural Area","","","","","7"
"7 Strongly agree","2012","higher education","Urban Area","","","","","7"
"1 Strongly disagree","2013","vocational + Abi","Urban Area","","","","","1"
"1 Strongly disagree","2013","vocational + Abi","Rural Area","","","","","1"
"1 Strongly disagree","2013","higher vocational","Urban Area","","","","","1"
"1 Strongly disagree","2013","higher vocational","Rural Area","","","","","1"
"1 Strongly disagree","2013","in school","Urban Area","","","","","1"
"1 Strongly disagree","2013","in school","Rural Area","","","","","1"
"1 Strongly disagree","2013","inadequately","Urban Area","","","","","1"
"1 Strongly disagree","2013","inadequately","Rural Area","","","","","1"
"1 Strongly disagree","2013","general elemantary","Urban Area","","","","","1"
"1 Strongly disagree","2013","general elemantary","Rural Area","","","","","1"
"1 Strongly disagree","2013","middle vocational","Urban Area","","","","","1"
"1 Strongly disagree","2013","middle vocational","Rural Area","","","","","1"
"1 Strongly disagree","2013","higher education","Urban Area","","","","","1"
"1 Strongly disagree","2013","higher education","Rural Area","","","","","1"
"2 on scale 1-7 ","2013","middle vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","vocational + Abi","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","general elemantary","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","general elemantary","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","middle vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","vocational + Abi","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","inadequately","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","in school","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","in school","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","inadequately","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","higher vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","higher vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","higher education","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","higher education","Rural Area","","","","","2"
"3 on scale 1-7 ","2013","general elemantary","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","middle vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","middle vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","vocational + Abi","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","vocational + Abi","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","higher vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","higher vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","higher education","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","higher education","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","inadequately","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","general elemantary","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","in school","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","in school","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","inadequately","Urban Area","","","","","3"
"4 on scale 1-7","2013","vocational + Abi","Urban Area","","","","","4"
"4 on scale 1-7","2013","vocational + Abi","Rural Area","","","","","4"
"4 on scale 1-7","2013","in school","Rural Area","","","","","4"
"4 on scale 1-7","2013","inadequately","Urban Area","","","","","4"
"4 on scale 1-7","2013","inadequately","Rural Area","","","","","4"
"4 on scale 1-7","2013","general elemantary","Urban Area","","","","","4"
"4 on scale 1-7","2013","general elemantary","Rural Area","","","","","4"
"4 on scale 1-7","2013","middle vocational","Urban Area","","","","","4"
"4 on scale 1-7","2013","middle vocational","Rural Area","","","","","4"
"4 on scale 1-7","2013","higher vocational","Urban Area","","","","","4"
"4 on scale 1-7","2013","higher vocational","Rural Area","","","","","4"
"4 on scale 1-7","2013","higher education","Urban Area","","","","","4"
"4 on scale 1-7","2013","higher education","Rural Area","","","","","4"
"4 on scale 1-7","2013","in school","Urban Area","","","","","4"
"5 on scale 1-7","2013","general elemantary","Rural Area","","","","","5"
"5 on scale 1-7","2013","middle vocational","Urban Area","","","","","5"
"5 on scale 1-7","2013","middle vocational","Rural Area","","","","","5"
"5 on scale 1-7","2013","vocational + Abi","Urban Area","","","","","5"
"5 on scale 1-7","2013","vocational + Abi","Rural Area","","","","","5"
"5 on scale 1-7","2013","higher vocational","Urban Area","","","","","5"
"5 on scale 1-7","2013","higher vocational","Rural Area","","","","","5"
"5 on scale 1-7","2013","higher education","Urban Area","","","","","5"
"5 on scale 1-7","2013","higher education","Rural Area","","","","","5"
"5 on scale 1-7","2013","in school","Urban Area","","","","","5"
"5 on scale 1-7","2013","in school","Rural Area","","","","","5"
"5 on scale 1-7","2013","inadequately","Urban Area","","","","","5"
"5 on scale 1-7","2013","inadequately","Rural Area","","","","","5"
"5 on scale 1-7","2013","general elemantary","Urban Area","","","","","5"
"6 on scale 1-7","2013","vocational + Abi","Rural Area","","","","","6"
"6 on scale 1-7","2013","higher vocational","Urban Area","","","","","6"
"6 on scale 1-7","2013","higher vocational","Rural Area","","","","","6"
"6 on scale 1-7","2013","higher education","Urban Area","","","","","6"
"6 on scale 1-7","2013","higher education","Rural Area","","","","","6"
"6 on scale 1-7","2013","in school","Rural Area","","","","","6"
"6 on scale 1-7","2013","inadequately","Urban Area","","","","","6"
"6 on scale 1-7","2013","inadequately","Rural Area","","","","","6"
"6 on scale 1-7","2013","general elemantary","Urban Area","","","","","6"
"6 on scale 1-7","2013","general elemantary","Rural Area","","","","","6"
"6 on scale 1-7","2013","vocational + Abi","Urban Area","","","","","6"
"6 on scale 1-7","2013","in school","Urban Area","","","","","6"
"6 on scale 1-7","2013","middle vocational","Urban Area","","","","","6"
"6 on scale 1-7","2013","middle vocational","Rural Area","","","","","6"
"7 Strongly agree","2013","middle vocational","Rural Area","","","","","7"
"7 Strongly agree","2013","vocational + Abi","Rural Area","","","","","7"
"7 Strongly agree","2013","vocational + Abi","Urban Area","","","","","7"
"7 Strongly agree","2013","general elemantary","Rural Area","","","","","7"
"7 Strongly agree","2013","middle vocational","Urban Area","","","","","7"
"7 Strongly agree","2013","higher vocational","Urban Area","","","","","7"
"7 Strongly agree","2013","higher vocational","Rural Area","","","","","7"
"7 Strongly agree","2013","higher education","Urban Area","","","","","7"
"7 Strongly agree","2013","higher education","Rural Area","","","","","7"
"7 Strongly agree","2013","in school","Urban Area","","","","","7"
"7 Strongly agree","2013","in school","Rural Area","","","","","7"
"7 Strongly agree","2013","inadequately","Urban Area","","","","","7"
"7 Strongly agree","2013","inadequately","Rural Area","","","","","7"
"7 Strongly agree","2013","general elemantary","Urban Area","","","","","7"
"1 Strongly disagree","2014","vocational + Abi","Rural Area","","","","","1"
"1 Strongly disagree","2014","higher vocational","Urban Area","","","","","1"
"1 Strongly disagree","2014","higher vocational","Rural Area","","","","","1"
"1 Strongly disagree","2014","higher education","Urban Area","","","","","1"
"1 Strongly disagree","2014","higher education","Rural Area","","","","","1"
"1 Strongly disagree","2014","vocational + Abi","Urban Area","","","","","1"
"1 Strongly disagree","2014","in school","Urban Area","","","","","1"
"1 Strongly disagree","2014","in school","Rural Area","","","","","1"
"1 Strongly disagree","2014","inadequately","Urban Area","","","","","1"
"1 Strongly disagree","2014","inadequately","Rural Area","","","","","1"
"1 Strongly disagree","2014","general elemantary","Urban Area","","","","","1"
"1 Strongly disagree","2014","general elemantary","Rural Area","","","","","1"
"1 Strongly disagree","2014","middle vocational","Urban Area","","","","","1"
"1 Strongly disagree","2014","middle vocational","Rural Area","","","","","1"
"2 on scale 1-7 ","2014","inadequately","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","inadequately","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","general elemantary","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","general elemantary","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","middle vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","middle vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","vocational + Abi","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","vocational + Abi","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","higher vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","higher vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","higher education","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","higher education","Rural Area","","","","","2"
"2 on scale 1-7 ","2014","in school","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","in school","Rural Area","","","","","2"
"3 on scale 1-7 ","2014","higher vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","higher education","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","higher education","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","vocational + Abi","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","higher vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","general elemantary","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","middle vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","middle vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","vocational + Abi","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","inadequately","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","inadequately","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","general elemantary","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","in school","Urban Area","","","","","3"
"3 on scale 1-7 ","2014","in school","Rural Area","","","","","3"
"4 on scale 1-7","2014","middle vocational","Rural Area","","","","","4"
"4 on scale 1-7","2014","vocational + Abi","Urban Area","","","","","4"
"4 on scale 1-7","2014","vocational + Abi","Rural Area","","","","","4"
"4 on scale 1-7","2014","higher vocational","Urban Area","","","","","4"
"4 on scale 1-7","2014","higher vocational","Rural Area","","","","","4"
"4 on scale 1-7","2014","higher education","Urban Area","","","","","4"
"4 on scale 1-7","2014","higher education","Rural Area","","","","","4"
"4 on scale 1-7","2014","in school","Urban Area","","","","","4"
"4 on scale 1-7","2014","in school","Rural Area","","","","","4"
"4 on scale 1-7","2014","inadequately","Urban Area","","","","","4"
"4 on scale 1-7","2014","inadequately","Rural Area","","","","","4"
"4 on scale 1-7","2014","general elemantary","Urban Area","","","","","4"
"4 on scale 1-7","2014","general elemantary","Rural Area","","","","","4"
"4 on scale 1-7","2014","middle vocational","Urban Area","","","","","4"
"5 on scale 1-7","2014","general elemantary","Rural Area","","","","","5"
"5 on scale 1-7","2014","middle vocational","Urban Area","","","","","5"
"5 on scale 1-7","2014","middle vocational","Rural Area","","","","","5"
"5 on scale 1-7","2014","vocational + Abi","Urban Area","","","","","5"
"5 on scale 1-7","2014","vocational + Abi","Rural Area","","","","","5"
"5 on scale 1-7","2014","higher vocational","Urban Area","","","","","5"
"5 on scale 1-7","2014","higher vocational","Rural Area","","","","","5"
"5 on scale 1-7","2014","higher education","Urban Area","","","","","5"
"5 on scale 1-7","2014","higher education","Rural Area","","","","","5"
"5 on scale 1-7","2014","in school","Urban Area","","","","","5"
"5 on scale 1-7","2014","in school","Rural Area","","","","","5"
"5 on scale 1-7","2014","inadequately","Urban Area","","","","","5"
"5 on scale 1-7","2014","inadequately","Rural Area","","","","","5"
"5 on scale 1-7","2014","general elemantary","Urban Area","","","","","5"
"6 on scale 1-7","2014","vocational + Abi","Rural Area","","","","","6"
"6 on scale 1-7","2014","higher vocational","Urban Area","","","","","6"
"6 on scale 1-7","2014","higher vocational","Rural Area","","","","","6"
"6 on scale 1-7","2014","inadequately","Rural Area","","","","","6"
"6 on scale 1-7","2014","middle vocational","Urban Area","","","","","6"
"6 on scale 1-7","2014","middle vocational","Rural Area","","","","","6"
"6 on scale 1-7","2014","vocational + Abi","Urban Area","","","","","6"
"6 on scale 1-7","2014","higher education","Urban Area","","","","","6"
"6 on scale 1-7","2014","higher education","Rural Area","","","","","6"
"6 on scale 1-7","2014","in school","Urban Area","","","","","6"
"6 on scale 1-7","2014","general elemantary","Rural Area","","","","","6"
"6 on scale 1-7","2014","in school","Rural Area","","","","","6"
"6 on scale 1-7","2014","inadequately","Urban Area","","","","","6"
"6 on scale 1-7","2014","general elemantary","Urban Area","","","","","6"
"7 Strongly agree","2014","general elemantary","Rural Area","","","","","7"
"7 Strongly agree","2014","middle vocational","Urban Area","","","","","7"
"7 Strongly agree","2014","middle vocational","Rural Area","","","","","7"
"7 Strongly agree","2014","vocational + Abi","Urban Area","","","","","7"
"7 Strongly agree","2014","vocational + Abi","Rural Area","","","","","7"
"7 Strongly agree","2014","higher vocational","Urban Area","","","","","7"
"7 Strongly agree","2014","higher vocational","Rural Area","","","","","7"
"7 Strongly agree","2014","higher education","Urban Area","","","","","7"
"7 Strongly agree","2014","higher education","Rural Area","","","","","7"
"7 Strongly agree","2014","in school","Urban Area","","","","","7"
"7 Strongly agree","2014","in school","Rural Area","","","","","7"
"7 Strongly agree","2014","inadequately","Urban Area","","","","","7"
"7 Strongly agree","2014","inadequately","Rural Area","","","","","7"
"7 Strongly agree","2014","general elemantary","Urban Area","","","","","7"
"1 Strongly disagree","2015","vocational + Abi","Rural Area","5","","","","1"
"1 Strongly disagree","2015","higher vocational","Urban Area","7","","","","1"
"1 Strongly disagree","2015","higher vocational","Rural Area","3","","","","1"
"1 Strongly disagree","2015","higher education","Urban Area","36","0.00690247188584772","0.00453219605621107","0.00927274771548437","1"
"1 Strongly disagree","2015","higher education","Rural Area","16","","","","1"
"1 Strongly disagree","2015","general elemantary","Urban Area","18","","","","1"
"1 Strongly disagree","2015","general elemantary","Rural Area","6","","","","1"
"1 Strongly disagree","2015","middle vocational","Urban Area","43","0.00782807805803523","0.00582269913760654","0.00983345697846392","1"
"1 Strongly disagree","2015","middle vocational","Rural Area","36","0.00790738442097514","0.00538884872451009","0.0104259201174402","1"
"1 Strongly disagree","2015","vocational + Abi","Urban Area","14","","","","1"
"1 Strongly disagree","2015","inadequately","Rural Area","1","","","","1"
"1 Strongly disagree","2015","in school","Urban Area","1","","","","1"
"1 Strongly disagree","2015","inadequately","Urban Area","4","","","","1"
"1 Strongly disagree","2015","in school","Rural Area","","","","","1"
"2 on scale 1-7 ","2015","inadequately","Urban Area","5","","","","2"
"2 on scale 1-7 ","2015","inadequately","Rural Area","1","","","","2"
"2 on scale 1-7 ","2015","vocational + Abi","Urban Area","16","","","","2"
"2 on scale 1-7 ","2015","vocational + Abi","Rural Area","6","","","","2"
"2 on scale 1-7 ","2015","higher vocational","Urban Area","5","","","","2"
"2 on scale 1-7 ","2015","higher vocational","Rural Area","2","","","","2"
"2 on scale 1-7 ","2015","higher education","Urban Area","47","0.0088189634343839","0.00614234861936388","0.0114955782494039","2"
"2 on scale 1-7 ","2015","higher education","Rural Area","12","","","","2"
"2 on scale 1-7 ","2015","in school","Urban Area","1","","","","2"
"2 on scale 1-7 ","2015","in school","Rural Area","1","","","","2"
"2 on scale 1-7 ","2015","general elemantary","Urban Area","16","","","","2"
"2 on scale 1-7 ","2015","general elemantary","Rural Area","16","","","","2"
"2 on scale 1-7 ","2015","middle vocational","Urban Area","73","0.0104030663970155","0.00809427199305524","0.0127118608009759","2"
"2 on scale 1-7 ","2015","middle vocational","Rural Area","52","0.0115350407394413","0.00849873303672362","0.0145713484421589","2"
"3 on scale 1-7 ","2015","higher vocational","Rural Area","15","","","","3"
"3 on scale 1-7 ","2015","higher education","Urban Area","131","0.0258673106955663","0.0213228190153566","0.0304118023757759","3"
"3 on scale 1-7 ","2015","higher education","Rural Area","38","0.021659750048313","0.0148021644389796","0.0285173356576465","3"
"3 on scale 1-7 ","2015","vocational + Abi","Rural Area","8","","","","3"
"3 on scale 1-7 ","2015","higher vocational","Urban Area","18","","","","3"
"3 on scale 1-7 ","2015","general elemantary","Urban Area","36","0.023388338224889","0.0166923710809322","0.0300843053688458","3"
"3 on scale 1-7 ","2015","general elemantary","Rural Area","22","","","","3"
"3 on scale 1-7 ","2015","middle vocational","Urban Area","159","0.0208543678436711","0.0176027644678283","0.0241059712195138","3"
"3 on scale 1-7 ","2015","middle vocational","Rural Area","94","0.0201797169272912","0.0161813161476833","0.0241781177068991","3"
"3 on scale 1-7 ","2015","vocational + Abi","Urban Area","37","0.018970085906945","0.0122370951491152","0.0257030766647748","3"
"3 on scale 1-7 ","2015","inadequately","Rural Area","5","","","","3"
"3 on scale 1-7 ","2015","inadequately","Urban Area","9","","","","3"
"3 on scale 1-7 ","2015","in school","Urban Area","6","","","","3"
"3 on scale 1-7 ","2015","in school","Rural Area","2","","","","3"
"4 on scale 1-7","2015","middle vocational","Rural Area","408","0.0783080964088242","0.0706688275411478","0.0859473652765006","4"
"4 on scale 1-7","2015","vocational + Abi","Urban Area","144","0.103996956769673","0.0889309796984312","0.119062933840915","4"
"4 on scale 1-7","2015","vocational + Abi","Rural Area","39","0.0680691182808613","0.0475183956045183","0.0886198409572044","4"
"4 on scale 1-7","2015","higher vocational","Urban Area","70","0.0873293276331242","0.0692140758368715","0.105444579429377","4"
"4 on scale 1-7","2015","higher vocational","Rural Area","49","0.0787011744999364","0.0572622672950343","0.100140081704838","4"
"4 on scale 1-7","2015","higher education","Urban Area","331","0.0739324503567569","0.0664414555222125","0.0814234451913013","4"
"4 on scale 1-7","2015","higher education","Rural Area","138","0.0754047608240113","0.0629660673144209","0.0878434543336017","4"
"4 on scale 1-7","2015","in school","Urban Area","25","","","","4"
"4 on scale 1-7","2015","in school","Rural Area","16","","","","4"
"4 on scale 1-7","2015","inadequately","Urban Area","24","","","","4"
"4 on scale 1-7","2015","inadequately","Rural Area","9","","","","4"
"4 on scale 1-7","2015","general elemantary","Urban Area","174","0.0851569677337984","0.0727907734634751","0.0975231620041216","4"
"4 on scale 1-7","2015","general elemantary","Rural Area","74","0.08250714839079","0.06523712537118","0.0997771714104","4"
"4 on scale 1-7","2015","middle vocational","Urban Area","617","0.0817012714552005","0.0754684913574501","0.087934051552951","4"
"5 on scale 1-7","2015","middle vocational","Urban Area","1139","0.167214163246377","0.158722776908532","0.175705549584222","5"
"5 on scale 1-7","2015","middle vocational","Rural Area","800","0.162067596153047","0.151588877890408","0.172546314415686","5"
"5 on scale 1-7","2015","vocational + Abi","Urban Area","238","0.166504538180945","0.148118129817185","0.184890946544705","5"
"5 on scale 1-7","2015","vocational + Abi","Rural Area","77","0.157101385007721","0.127409493742181","0.186793276273261","5"
"5 on scale 1-7","2015","higher vocational","Urban Area","176","0.179198160675529","0.154589203899229","0.20380711745183","5"
"5 on scale 1-7","2015","higher vocational","Rural Area","113","0.179370240972582","0.14882380079204","0.209916681153124","5"
"5 on scale 1-7","2015","higher education","Urban Area","915","0.202301232920256","0.190800663615868","0.213801802224645","5"
"5 on scale 1-7","2015","higher education","Rural Area","310","0.198216737423182","0.179436623957911","0.216996850888453","5"
"5 on scale 1-7","2015","general elemantary","Urban Area","273","0.145894387904576","0.130254711639983","0.161534064169169","5"
"5 on scale 1-7","2015","general elemantary","Rural Area","123","0.123274781114167","0.102639297437854","0.143910264790479","5"
"5 on scale 1-7","2015","in school","Urban Area","40","0.198293997610329","0.149260419680726","0.247327575539933","5"
"5 on scale 1-7","2015","in school","Rural Area","27","","","","5"
"5 on scale 1-7","2015","inadequately","Urban Area","48","0.163184214439725","0.125274050422249","0.2010943784572","5"
"5 on scale 1-7","2015","inadequately","Rural Area","27","","","","5"
"6 on scale 1-7","2015","vocational + Abi","Rural Area","216","0.386107895591011","0.346383202585146","0.425832588596877","6"
"6 on scale 1-7","2015","higher vocational","Urban Area","362","0.404968407415809","0.373470053849954","0.436466760981664","6"
"6 on scale 1-7","2015","higher vocational","Rural Area","222","0.338920931685457","0.301234269226627","0.376607594144286","6"
"6 on scale 1-7","2015","higher education","Urban Area","1752","0.384963100472315","0.371032791402752","0.398893409541879","6"
"6 on scale 1-7","2015","higher education","Rural Area","685","0.412989043784406","0.389794174687886","0.436183912880925","6"
"6 on scale 1-7","2015","inadequately","Urban Area","95","0.302736460146737","0.255602655093324","0.34987026520015","6"
"6 on scale 1-7","2015","inadequately","Rural Area","34","0.26306311677411","0.192127824808605","0.333998408739615","6"
"6 on scale 1-7","2015","general elemantary","Urban Area","536","0.29824739810569","0.277978365292204","0.318516430919175","6"
"6 on scale 1-7","2015","middle vocational","Urban Area","2491","0.341570540357605","0.330779328078178","0.352361752637031","6"
"6 on scale 1-7","2015","middle vocational","Rural Area","1596","0.344234681642374","0.330724626873222","0.357744736411526","6"
"6 on scale 1-7","2015","vocational + Abi","Urban Area","506","0.360746454356273","0.337045280676808","0.384447628035738","6"
"6 on scale 1-7","2015","in school","Rural Area","47","0.338538497996061","0.255248362939065","0.421828633053057","6"
"6 on scale 1-7","2015","in school","Urban Area","98","0.348706598373344","0.290099576319124","0.407313620427564","6"
"6 on scale 1-7","2015","general elemantary","Rural Area","294","0.304063712658204","0.275189322455317","0.33293810286109","6"
"7 Strongly agree","2015","in school","Urban Area","83","0.283299821153599","0.227885356839922","0.338714285467275","7"
"7 Strongly agree","2015","in school","Rural Area","31","0.257773079032299","0.180784841213972","0.334761316850626","7"
"7 Strongly agree","2015","inadequately","Urban Area","180","0.43431680219111","0.383466725300844","0.485166879081376","7"
"7 Strongly agree","2015","inadequately","Rural Area","71","0.451992703932257","0.37181084588773","0.532174561976784","7"
"7 Strongly agree","2015","general elemantary","Urban Area","904","0.429882219155487","0.407948629598463","0.451815808712512","7"
"7 Strongly agree","2015","general elemantary","Rural Area","440","0.441995435850005","0.410822798213386","0.473168073486624","7"
"7 Strongly agree","2015","middle vocational","Urban Area","2897","0.370428512642096","0.359439716038331","0.381417309245861","7"
"7 Strongly agree","2015","middle vocational","Rural Area","1765","0.375767483708047","0.361995757888789","0.389539209527305","7"
"7 Strongly agree","2015","vocational + Abi","Urban Area","622","0.33875323619087","0.315394155302541","0.362112317079198","7"
"7 Strongly agree","2015","vocational + Abi","Rural Area","226","0.365402290188061","0.326111110608991","0.40469346976713","7"
"7 Strongly agree","2015","higher vocational","Urban Area","295","0.297281260698605","0.267953304185497","0.326609217211713","7"
"7 Strongly agree","2015","higher vocational","Rural Area","202","0.375709253401772","0.337149772954221","0.414268733849322","7"
"7 Strongly agree","2015","higher education","Urban Area","1475","0.297214470234874","0.284130275639685","0.310298664830063","7"
"7 Strongly agree","2015","higher education","Rural Area","532","0.28083236661752","0.259661521071318","0.302003212163722","7"
"1 Strongly disagree","2016","vocational + Abi","Rural Area","","","","","1"
"1 Strongly disagree","2016","higher vocational","Urban Area","","","","","1"
"1 Strongly disagree","2016","higher vocational","Rural Area","","","","","1"
"1 Strongly disagree","2016","higher education","Urban Area","3","","","","1"
"1 Strongly disagree","2016","higher education","Rural Area","","","","","1"
"1 Strongly disagree","2016","general elemantary","Urban Area","1","","","","1"
"1 Strongly disagree","2016","inadequately","Rural Area","1","","","","1"
"1 Strongly disagree","2016","general elemantary","Rural Area","1","","","","1"
"1 Strongly disagree","2016","middle vocational","Urban Area","2","","","","1"
"1 Strongly disagree","2016","in school","Rural Area","","","","","1"
"1 Strongly disagree","2016","inadequately","Urban Area","5","","","","1"
"1 Strongly disagree","2016","middle vocational","Rural Area","2","","","","1"
"1 Strongly disagree","2016","vocational + Abi","Urban Area","","","","","1"
"1 Strongly disagree","2016","in school","Urban Area","","","","","1"
"2 on scale 1-7 ","2016","in school","Urban Area","","","","","2"
"2 on scale 1-7 ","2016","in school","Rural Area","","","","","2"
"2 on scale 1-7 ","2016","inadequately","Urban Area","2","","","","2"
"2 on scale 1-7 ","2016","inadequately","Rural Area","","","","","2"
"2 on scale 1-7 ","2016","general elemantary","Urban Area","","","","","2"
"2 on scale 1-7 ","2016","general elemantary","Rural Area","2","","","","2"
"2 on scale 1-7 ","2016","middle vocational","Urban Area","2","","","","2"
"2 on scale 1-7 ","2016","middle vocational","Rural Area","1","","","","2"
"2 on scale 1-7 ","2016","vocational + Abi","Urban Area","1","","","","2"
"2 on scale 1-7 ","2016","vocational + Abi","Rural Area","","","","","2"
"2 on scale 1-7 ","2016","higher vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2016","higher vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2016","higher education","Urban Area","1","","","","2"
"2 on scale 1-7 ","2016","higher education","Rural Area","1","","","","2"
"3 on scale 1-7 ","2016","in school","Urban Area","","","","","3"
"3 on scale 1-7 ","2016","in school","Rural Area","","","","","3"
"3 on scale 1-7 ","2016","inadequately","Urban Area","","","","","3"
"3 on scale 1-7 ","2016","inadequately","Rural Area","3","","","","3"
"3 on scale 1-7 ","2016","higher education","Urban Area","1","","","","3"
"3 on scale 1-7 ","2016","higher education","Rural Area","1","","","","3"
"3 on scale 1-7 ","2016","general elemantary","Urban Area","2","","","","3"
"3 on scale 1-7 ","2016","general elemantary","Rural Area","","","","","3"
"3 on scale 1-7 ","2016","middle vocational","Urban Area","1","","","","3"
"3 on scale 1-7 ","2016","middle vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2016","vocational + Abi","Urban Area","1","","","","3"
"3 on scale 1-7 ","2016","vocational + Abi","Rural Area","","","","","3"
"3 on scale 1-7 ","2016","higher vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2016","higher vocational","Rural Area","","","","","3"
"4 on scale 1-7","2016","in school","Urban Area","1","","","","4"
"4 on scale 1-7","2016","in school","Rural Area","","","","","4"
"4 on scale 1-7","2016","inadequately","Urban Area","14","","","","4"
"4 on scale 1-7","2016","inadequately","Rural Area","6","","","","4"
"4 on scale 1-7","2016","general elemantary","Urban Area","2","","","","4"
"4 on scale 1-7","2016","general elemantary","Rural Area","3","","","","4"
"4 on scale 1-7","2016","middle vocational","Urban Area","6","","","","4"
"4 on scale 1-7","2016","middle vocational","Rural Area","5","","","","4"
"4 on scale 1-7","2016","vocational + Abi","Urban Area","1","","","","4"
"4 on scale 1-7","2016","vocational + Abi","Rural Area","2","","","","4"
"4 on scale 1-7","2016","higher vocational","Urban Area","","","","","4"
"4 on scale 1-7","2016","higher vocational","Rural Area","","","","","4"
"4 on scale 1-7","2016","higher education","Urban Area","7","","","","4"
"4 on scale 1-7","2016","higher education","Rural Area","3","","","","4"
"5 on scale 1-7","2016","in school","Urban Area","2","","","","5"
"5 on scale 1-7","2016","in school","Rural Area","","","","","5"
"5 on scale 1-7","2016","inadequately","Urban Area","28","","","","5"
"5 on scale 1-7","2016","inadequately","Rural Area","12","","","","5"
"5 on scale 1-7","2016","vocational + Abi","Urban Area","7","","","","5"
"5 on scale 1-7","2016","vocational + Abi","Rural Area","2","","","","5"
"5 on scale 1-7","2016","general elemantary","Urban Area","13","","","","5"
"5 on scale 1-7","2016","general elemantary","Rural Area","13","","","","5"
"5 on scale 1-7","2016","middle vocational","Urban Area","12","","","","5"
"5 on scale 1-7","2016","middle vocational","Rural Area","8","","","","5"
"5 on scale 1-7","2016","higher vocational","Urban Area","","","","","5"
"5 on scale 1-7","2016","higher vocational","Rural Area","","","","","5"
"5 on scale 1-7","2016","higher education","Urban Area","12","","","","5"
"5 on scale 1-7","2016","higher education","Rural Area","5","","","","5"
"6 on scale 1-7","2016","vocational + Abi","Urban Area","14","","","","6"
"6 on scale 1-7","2016","vocational + Abi","Rural Area","3","","","","6"
"6 on scale 1-7","2016","higher vocational","Urban Area","","","","","6"
