"plh0206i04","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2017","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2017","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2017","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2017","66 and older","no migration background","","","",""
"4 on scale 1-7","2017","66 and older","direct migration background","","","",""
"4 on scale 1-7","2017","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2017","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2017","16-34 y.","direct migration background","55","0.0351966050422493","0.0268265550568185","0.04356665502768"
"5 on scale 1-7","2017","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2017","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2017","35-65 y.","direct migration background","31","0.0195230060675343","0.010820776727512","0.0282252354075566"
"5 on scale 1-7","2017","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2017","66 and older","no migration background","","","",""
"5 on scale 1-7","2017","66 and older","direct migration background","","","",""
"5 on scale 1-7","2017","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2017","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2017","16-34 y.","direct migration background","219","0.127755312330948","0.112592948861099","0.142917675800796"
"6 on scale 1-7","2017","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2017","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2017","35-65 y.","direct migration background","104","0.120781748863606","0.10028488199492","0.141278615732291"
"6 on scale 1-7","2017","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2017","66 and older","no migration background","","","",""
"6 on scale 1-7","2017","66 and older","direct migration background","","","",""
"6 on scale 1-7","2017","66 and older","indirect migration background","","","",""
"7 Strongly agree","2017","16-34 y.","no migration background","","","",""
"7 Strongly agree","2017","16-34 y.","direct migration background","1559","0.817356775837353","0.799807230526907","0.8349063211478"
"7 Strongly agree","2017","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2017","35-65 y.","no migration background","","","",""
"7 Strongly agree","2017","35-65 y.","direct migration background","808","0.835703393456262","0.81239679705387","0.859009989858655"
"7 Strongly agree","2017","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2017","66 and older","no migration background","","","",""
"7 Strongly agree","2017","66 and older","direct migration background","","","",""
"7 Strongly agree","2017","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2018","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2018","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2018","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2018","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2018","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2018","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2018","66 and older","no migration background","","","",""
"1 Strongly disagree","2018","66 and older","direct migration background","","","",""
"1 Strongly disagree","2018","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2018","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2018","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2018","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2018","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2018","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2018","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2018","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2018","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2018","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2018","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2018","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2018","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2018","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2018","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2018","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2018","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2018","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2018","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2018","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2018","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2018","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2018","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2018","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2018","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2018","66 and older","no migration background","","","",""
"4 on scale 1-7","2018","66 and older","direct migration background","","","",""
"4 on scale 1-7","2018","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2018","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2018","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2018","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2018","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2018","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2018","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2018","66 and older","no migration background","","","",""
"5 on scale 1-7","2018","66 and older","direct migration background","","","",""
"5 on scale 1-7","2018","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2018","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2018","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2018","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2018","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2018","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2018","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2018","66 and older","no migration background","","","",""
"6 on scale 1-7","2018","66 and older","direct migration background","","","",""
"6 on scale 1-7","2018","66 and older","indirect migration background","","","",""
"7 Strongly agree","2018","16-34 y.","no migration background","","","",""
"7 Strongly agree","2018","16-34 y.","direct migration background","224","0.904561632647956","0.868427984201243","0.940695281094668"
"7 Strongly agree","2018","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2018","35-65 y.","no migration background","","","",""
"7 Strongly agree","2018","35-65 y.","direct migration background","122","0.780511469875321","0.716577641212757","0.844445298537884"
"7 Strongly agree","2018","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2018","66 and older","no migration background","","","",""
"7 Strongly agree","2018","66 and older","direct migration background","","","",""
"7 Strongly agree","2018","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2019","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2019","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2019","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2019","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2019","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2019","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2019","66 and older","no migration background","","","",""
"1 Strongly disagree","2019","66 and older","direct migration background","","","",""
"1 Strongly disagree","2019","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2019","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2019","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2019","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2019","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2019","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2019","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2019","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2019","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2019","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2019","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2019","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2019","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2019","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2019","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2019","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2019","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2019","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2019","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2019","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2019","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2019","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2019","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2019","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2019","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2019","66 and older","no migration background","","","",""
"4 on scale 1-7","2019","66 and older","direct migration background","","","",""
"4 on scale 1-7","2019","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2019","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2019","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2019","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2019","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2019","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2019","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2019","66 and older","no migration background","","","",""
"5 on scale 1-7","2019","66 and older","direct migration background","","","",""
"5 on scale 1-7","2019","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2019","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2019","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2019","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2019","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2019","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2019","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2019","66 and older","no migration background","","","",""
"6 on scale 1-7","2019","66 and older","direct migration background","","","",""
"6 on scale 1-7","2019","66 and older","indirect migration background","","","",""
"7 Strongly agree","2019","16-34 y.","no migration background","","","",""
"7 Strongly agree","2019","16-34 y.","direct migration background","113","0.821569251103893","0.759250171968725","0.88388833023906"
"7 Strongly agree","2019","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2019","35-65 y.","no migration background","","","",""
"7 Strongly agree","2019","35-65 y.","direct migration background","90","0.697230298749282","0.6166855156336","0.777775081864964"
"7 Strongly agree","2019","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2019","66 and older","no migration background","","","",""
"7 Strongly agree","2019","66 and older","direct migration background","","","",""
"7 Strongly agree","2019","66 and older","indirect migration background","","","",""
