"ple0097","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Public health insurance","2015","higher vocational","East Germany","358","0.890972929660891","0.860391268724995","0.921554590596787","1"
"Public health insurance","2015","higher education","West Germany","3465","0.663235719690362","0.65014652597231","0.676324913408413","1"
"Public health insurance","2015","higher education","East Germany","1211","0.867119953526376","0.849520408035067","0.884719499017685","1"
"Public health insurance","2015","general elemantary","West Germany","2532","0.969516050321257","0.962921916222525","0.976110184419988","1"
"Public health insurance","2015","general elemantary","East Germany","362","0.986412314968085","0.974551636664442","0.998272993271729","1"
"Public health insurance","2015","middle vocational","West Germany","8710","0.914296511447224","0.90865386195887","0.919939160935578","1"
"Public health insurance","2015","middle vocational","East Germany","2659","0.967258222004208","0.960614203563836","0.973902240444579","1"
"Public health insurance","2015","vocational + Abi","West Germany","1770","0.91524930153981","0.902656393060832","0.927842210018789","1"
"Public health insurance","2015","inadequately","West Germany","473","0.956529713685794","0.938325578373254","0.974733848998334","1"
"Public health insurance","2015","in school","East Germany","51","0.922578449878221","0.853797736105628","0.991359163650813","1"
"Public health insurance","2015","in school","West Germany","286","0.882138257754599","0.846809541317556","0.917466974191643","1"
"Public health insurance","2015","inadequately","East Germany","53","1","1","1","1"
"Neither","2016","general elemantary","East Germany","","","","","3"
"Neither","2016","middle vocational","West Germany","","","","","3"
"Neither","2016","middle vocational","East Germany","","","","","3"
"Neither","2016","vocational + Abi","West Germany","","","","","3"
"Neither","2016","vocational + Abi","East Germany","","","","","3"
"Neither","2016","higher vocational","West Germany","","","","","3"
"Neither","2016","higher vocational","East Germany","","","","","3"
"Neither","2016","higher education","West Germany","","","","","3"
"Neither","2016","higher education","East Germany","","","","","3"
"Neither","2016","in school","West Germany","","","","","3"
"Neither","2016","in school","East Germany","","","","","3"
"Neither","2016","inadequately","West Germany","","","","","3"
"Neither","2016","inadequately","East Germany","","","","","3"
"Neither","2016","general elemantary","West Germany","","","","","3"
"Private health insurance","2016","general elemantary","East Germany","5","","","","2"
"Private health insurance","2016","middle vocational","West Germany","659","0.0828114671986018","0.0769512274081638","0.0886717069890397","2"
"Private health insurance","2016","middle vocational","East Germany","88","0.0312644496171873","0.0245321541296368","0.0379967451047378","2"
"Private health insurance","2016","vocational + Abi","East Germany","6","","","","2"
"Private health insurance","2016","higher vocational","West Germany","173","0.168325869892167","0.145618963642459","0.191032776141875","2"
"Private health insurance","2016","higher vocational","East Germany","40","0.120405556859709","0.0872457698156838","0.153565343903734","2"
"Private health insurance","2016","higher education","West Germany","1454","0.331482648802286","0.317835899213955","0.345129398390618","2"
"Private health insurance","2016","in school","West Germany","38","0.151293294553818","0.110471612830833","0.192114976276803","2"
"Private health insurance","2016","in school","East Germany","6","","","","2"
"Private health insurance","2016","inadequately","West Germany","5","","","","2"
"Private health insurance","2016","general elemantary","West Germany","69","0.0305089215058797","0.0234588209038699","0.0375590221078895","2"
"Private health insurance","2016","vocational + Abi","West Germany","93","0.0578784567145015","0.0469627817733655","0.0687941316556375","2"
"Private health insurance","2016","higher education","East Germany","214","0.140270963954531","0.12174648953874","0.158795438370322","2"
"Private health insurance","2016","inadequately","East Germany","","","","","2"
"Public health insurance","2016","vocational + Abi","East Germany","268","0.987558370093298","0.974433565808652","1.00068317437794","1"
"Public health insurance","2016","higher vocational","West Germany","870","0.831674130107833","0.808967223858125","0.854381036357541","1"
"Public health insurance","2016","higher vocational","East Germany","330","0.879594443140291","0.846434656096266","0.912754230184316","1"
"Public health insurance","2016","higher education","West Germany","3117","0.668517351197714","0.654870601609382","0.682164100786045","1"
"Public health insurance","2016","higher education","East Germany","1136","0.859729036045469","0.841204561629678","0.87825351046126","1"
"Public health insurance","2016","general elemantary","East Germany","315","0.979128720136134","0.963465987395051","0.994791452877217","1"
"Public health insurance","2016","general elemantary","West Germany","2217","0.96949107849412","0.962440977892111","0.97654117909613","1"
"Public health insurance","2016","middle vocational","West Germany","7837","0.917188532801398","0.91132829301096","0.923048772591836","1"
"Public health insurance","2016","middle vocational","East Germany","2479","0.968735550382813","0.962003254895262","0.975467845870363","1"
"Public health insurance","2016","vocational + Abi","West Germany","1665","0.942121543285499","0.931205868344363","0.953037218226635","1"
"Public health insurance","2016","in school","West Germany","258","0.848706705446182","0.807885023723197","0.889528387169167","1"
"Public health insurance","2016","inadequately","West Germany","367","0.960164722858029","0.940290808436328","0.980038637279731","1"
"Public health insurance","2016","in school","East Germany","36","0.931013153937043","0.854368035527452","1.00765827234663","1"
"Public health insurance","2016","inadequately","East Germany","46","1","1","1","1"
"Neither","2017","in school","West Germany","","","","","3"
"Neither","2017","in school","East Germany","","","","","3"
"Neither","2017","inadequately","West Germany","","","","","3"
"Neither","2017","inadequately","East Germany","","","","","3"
"Neither","2017","general elemantary","West Germany","","","","","3"
"Neither","2017","general elemantary","East Germany","","","","","3"
"Neither","2017","middle vocational","West Germany","","","","","3"
"Neither","2017","middle vocational","East Germany","","","","","3"
"Neither","2017","vocational + Abi","West Germany","","","","","3"
"Neither","2017","vocational + Abi","East Germany","","","","","3"
"Neither","2017","higher vocational","West Germany","","","","","3"
"Neither","2017","higher vocational","East Germany","","","","","3"
"Neither","2017","higher education","West Germany","","","","","3"
"Neither","2017","higher education","East Germany","","","","","3"
"Private health insurance","2017","in school","West Germany","44","0.137231956126124","0.10081734442002","0.173646567832229","2"
"Private health insurance","2017","in school","East Germany","10","","","","2"
"Private health insurance","2017","inadequately","West Germany","8","","","","2"
"Private health insurance","2017","general elemantary","West Germany","74","0.0270441190958735","0.0205244559190392","0.0335637822727078","2"
"Private health insurance","2017","general elemantary","East Germany","8","","","","2"
"Private health insurance","2017","middle vocational","West Germany","752","0.0852605752924155","0.0795700401857775","0.0909511103990535","2"
"Private health insurance","2017","middle vocational","East Germany","94","0.0310729259648274","0.0247115128548952","0.0374343390747596","2"
"Private health insurance","2017","vocational + Abi","East Germany","9","","","","2"
"Private health insurance","2017","higher vocational","West Germany","207","0.18516774705893","0.162649128079453","0.207686366038408","2"
"Private health insurance","2017","higher vocational","East Germany","39","0.0890370419624709","0.0611274288746494","0.116946655050292","2"
"Private health insurance","2017","higher education","West Germany","1605","0.31940487539961","0.306597453098134","0.332212297701086","2"
"Private health insurance","2017","inadequately","East Germany","","","","","2"
"Private health insurance","2017","vocational + Abi","West Germany","113","0.066825762741602","0.0555823846247969","0.0780691408584071","2"
"Private health insurance","2017","higher education","East Germany","229","0.137949823916453","0.12019400341513","0.155705644417776","2"
"Public health insurance","2017","vocational + Abi","East Germany","319","0.969096252425024","0.950367872964974","0.987824631885075","1"
"Public health insurance","2017","higher vocational","West Germany","936","0.81483225294107","0.792313633961592","0.837350871920547","1"
"Public health insurance","2017","higher vocational","East Germany","361","0.910962958037529","0.883053344949708","0.938872571125351","1"
"Public health insurance","2017","general elemantary","West Germany","2304","0.972955880904126","0.966436217727292","0.979475544080961","1"
"Public health insurance","2017","general elemantary","East Germany","372","0.977417042654986","0.962479242206507","0.992354843103465","1"
"Public health insurance","2017","middle vocational","West Germany","8500","0.914739424707585","0.909048889600947","0.920429959814222","1"
"Public health insurance","2017","middle vocational","East Germany","2764","0.968927074035173","0.96256566092524","0.975288487145105","1"
"Public health insurance","2017","vocational + Abi","West Germany","1782","0.933174237258398","0.921930859141593","0.944417615375203","1"
"Public health insurance","2017","higher education","West Germany","3486","0.68059512460039","0.667787702298914","0.693402546901866","1"
"Public health insurance","2017","higher education","East Germany","1220","0.862050176083547","0.844294355582224","0.87980599658487","1"
"Public health insurance","2017","in school","West Germany","299","0.862768043873876","0.826353432167771","0.89918265557998","1"
"Public health insurance","2017","inadequately","West Germany","398","0.962463325688859","0.943974681471762","0.980951969905956","1"
"Public health insurance","2017","in school","East Germany","56","0.891758091892719","0.816803650407129","0.966712533378309","1"
"Public health insurance","2017","inadequately","East Germany","51","1","1","1","1"
"Neither","2018","in school","West Germany","","","","","3"
"Neither","2018","in school","East Germany","","","","","3"
"Neither","2018","inadequately","West Germany","","","","","3"
"Neither","2018","inadequately","East Germany","","","","","3"
"Neither","2018","general elemantary","West Germany","","","","","3"
"Neither","2018","general elemantary","East Germany","","","","","3"
"Neither","2018","middle vocational","West Germany","","","","","3"
"Neither","2018","middle vocational","East Germany","","","","","3"
"Neither","2018","vocational + Abi","West Germany","","","","","3"
"Neither","2018","vocational + Abi","East Germany","","","","","3"
"Neither","2018","higher vocational","West Germany","","","","","3"
"Neither","2018","higher vocational","East Germany","","","","","3"
"Neither","2018","higher education","West Germany","","","","","3"
"Neither","2018","higher education","East Germany","","","","","3"
"Private health insurance","2018","in school","West Germany","30","0.110933393936275","0.074536579573721","0.147330208298828","2"
"Private health insurance","2018","in school","East Germany","5","","","","2"
"Private health insurance","2018","inadequately","West Germany","6","","","","2"
"Private health insurance","2018","general elemantary","West Germany","68","0.028413331891419","0.0215903677828014","0.0352362960000366","2"
"Private health insurance","2018","general elemantary","East Germany","8","","","","2"
"Private health insurance","2018","middle vocational","West Germany","696","0.0828990971147556","0.0771148171504687","0.0886833770790425","2"
"Private health insurance","2018","middle vocational","East Germany","88","0.0343388017304635","0.0275562740976503","0.0411213293632767","2"
"Private health insurance","2018","vocational + Abi","East Germany","6","","","","2"
"Private health insurance","2018","higher vocational","West Germany","182","0.173633672056994","0.150862533806692","0.196404810307295","2"
"Private health insurance","2018","higher vocational","East Germany","35","0.108291579107666","0.0774508551048195","0.139132303110512","2"
"Private health insurance","2018","higher education","West Germany","1516","0.310901357316867","0.297994021102705","0.323808693531028","2"
"Private health insurance","2018","inadequately","East Germany","","","","","2"
"Private health insurance","2018","vocational + Abi","West Germany","100","0.0675099977212402","0.0559158548403371","0.0791041406021433","2"
"Private health insurance","2018","higher education","East Germany","216","0.144582204786711","0.126134092056969","0.163030317516452","2"
"Public health insurance","2018","vocational + Abi","East Germany","313","0.973500008759587","0.955874421557524","0.991125595961651","1"
"Public health insurance","2018","higher vocational","West Germany","881","0.826366327943006","0.803595189692705","0.849137466193308","1"
"Public health insurance","2018","higher vocational","East Germany","355","0.891708420892334","0.860867696889488","0.92254914489518","1"
"Public health insurance","2018","middle vocational","East Germany","2681","0.965661198269537","0.958878670636723","0.97244372590235","1"
"Public health insurance","2018","vocational + Abi","West Germany","1699","0.93249000227876","0.920895859397857","0.944084145159663","1"
"Public health insurance","2018","higher education","West Germany","3424","0.689098642683133","0.676191306468972","0.702005978897295","1"
"Public health insurance","2018","higher education","East Germany","1180","0.855417795213289","0.836969682483548","0.873865907943031","1"
"Public health insurance","2018","general elemantary","West Germany","2210","0.971586668108581","0.964763703999963","0.978409632217199","1"
"Public health insurance","2018","general elemantary","East Germany","389","0.981030259151021","0.967611117473754","0.994449400828288","1"
"Public health insurance","2018","middle vocational","West Germany","8033","0.917100902885244","0.911316622920958","0.922885182849531","1"
"Public health insurance","2018","inadequately","West Germany","423","0.972855530397695","0.957478081197721","0.98823297959767","1"
"Public health insurance","2018","inadequately","East Germany","58","1","1","1","1"
"Public health insurance","2018","in school","West Germany","256","0.889066606063725","0.852669791701172","0.925463420426279","1"
"Public health insurance","2018","in school","East Germany","53","0.942624063383298","0.882773499092652","1.00247462767394","1"
"Neither","2019","in school","West Germany","","","","","3"
"Neither","2019","in school","East Germany","","","","","3"
"Neither","2019","inadequately","West Germany","","","","","3"
"Neither","2019","inadequately","East Germany","","","","","3"
"Neither","2019","general elemantary","West Germany","","","","","3"
"Neither","2019","general elemantary","East Germany","","","","","3"
"Neither","2019","middle vocational","West Germany","","","","","3"
"Neither","2019","middle vocational","East Germany","","","","","3"
"Neither","2019","vocational + Abi","West Germany","","","","","3"
"Neither","2019","vocational + Abi","East Germany","","","","","3"
"Neither","2019","higher vocational","West Germany","","","","","3"
"Neither","2019","higher vocational","East Germany","","","","","3"
"Neither","2019","higher education","West Germany","","","","","3"
"Neither","2019","higher education","East Germany","","","","","3"
"Private health insurance","2019","in school","West Germany","33","0.136911994536776","0.09620949323628","0.177614495837271","2"
"Private health insurance","2019","in school","East Germany","2","","","","2"
"Private health insurance","2019","inadequately","West Germany","9","","","","2"
"Private health insurance","2019","general elemantary","West Germany","80","0.0305044713641439","0.0230400845859679","0.03796885814232","2"
"Private health insurance","2019","general elemantary","East Germany","18","","","","2"
"Private health insurance","2019","middle vocational","West Germany","893","0.0847772382594204","0.0788489734069339","0.0907055031119068","2"
"Private health insurance","2019","middle vocational","East Germany","113","0.0261397551289847","0.0200163446424519","0.0322631656155176","2"
"Private health insurance","2019","vocational + Abi","East Germany","21","","","","2"
"Private health insurance","2019","higher vocational","West Germany","296","0.179917891489994","0.158398834927391","0.201436948052596","2"
"Private health insurance","2019","higher vocational","East Germany","76","0.100003725944066","0.0719719767260446","0.128035475162087","2"
"Private health insurance","2019","higher education","West Germany","1860","0.307669652904734","0.295340452377356","0.319998853432111","2"
"Private health insurance","2019","vocational + Abi","West Germany","183","0.0646992835772421","0.0534654328844514","0.0759331342700329","2"
"Private health insurance","2019","higher education","East Germany","360","0.15981869001531","0.141807192591388","0.177830187439233","2"
"Private health insurance","2019","inadequately","East Germany","","","","","2"
"Public health insurance","2019","vocational + Abi","East Germany","299","0.964236537163694","0.943890273160026","0.984582801167362","1"
"Public health insurance","2019","higher vocational","West Germany","928","0.820082108510007","0.798563051947404","0.841601165072609","1"
"Public health insurance","2019","higher vocational","East Germany","364","0.899996274055934","0.871964524837913","0.928028023273956","1"
"Public health insurance","2019","middle vocational","East Germany","2495","0.973860244871015","0.967736834384482","0.979983655357548","1"
"Public health insurance","2019","higher education","West Germany","3523","0.692330347095266","0.680001146567889","0.704659547622643","1"
"Public health insurance","2019","general elemantary","East Germany","354","0.988152538385023","0.977157385524717","0.999147691245329","1"
"Public health insurance","2019","middle vocational","West Germany","7588","0.91522276174058","0.909294496888093","0.921151026593066","1"
"Public health insurance","2019","vocational + Abi","West Germany","1659","0.935300716422758","0.924066865729967","0.946534567115549","1"
"Public health insurance","2019","higher education","East Germany","1230","0.84018130998469","0.822169812560767","0.858192807408612","1"
"Public health insurance","2019","general elemantary","West Germany","1959","0.969495528635856","0.96203114185768","0.976959915414032","1"
"Public health insurance","2019","inadequately","East Germany","47","1","1","1","1"
"Public health insurance","2019","inadequately","West Germany","332","0.975606667584646","0.959233079955062","0.99198025521423","1"
"Public health insurance","2019","in school","West Germany","241","0.863088005463224","0.822385504162729","0.90379050676372","1"
"Public health insurance","2019","in school","East Germany","51","0.997562522599731","0.984287033897299","1.01083801130216","1"
