"hlf0094","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Reasonable","2000","indirect migration background","middle vocational","46","0.381463136180001","0.285779080477212","0.477147191882789"
"Reasonable","2000","indirect migration background","vocational + Abi","6","","",""
"Reasonable","2000","indirect migration background","higher vocational","8","","",""
"Reasonable","2000","indirect migration background","higher education","13","","",""
"Slightly Expensive","2000","no migration background","in school","29","","",""
"Slightly Expensive","2000","no migration background","inadequately","2","","",""
"Slightly Expensive","2000","no migration background","general elemantary","87","0.0717830455096696","0.0572388034369374","0.0863272875824018"
"Slightly Expensive","2000","no migration background","middle vocational","523","0.0823722139044059","0.0753693738420731","0.0893750539667387"
"Slightly Expensive","2000","no migration background","vocational + Abi","33","0.0722520162314767","0.0462548747207839","0.0982491577421696"
"Slightly Expensive","2000","no migration background","higher vocational","97","0.104125185854409","0.0846932287414827","0.123557142967335"
"Slightly Expensive","2000","no migration background","higher education","183","0.0965762850667958","0.0831163421526819","0.11003622798091"
"Slightly Expensive","2000","direct migration background","in school","2","","",""
"Slightly Expensive","2000","direct migration background","inadequately","5","","",""
"Slightly Expensive","2000","direct migration background","general elemantary","22","","",""
"Slightly Expensive","2000","direct migration background","middle vocational","27","","",""
"Slightly Expensive","2000","direct migration background","vocational + Abi","10","","",""
"Slightly Expensive","2000","direct migration background","higher vocational","11","","",""
"Slightly Expensive","2000","direct migration background","higher education","15","","",""
"Slightly Expensive","2000","indirect migration background","in school","2","","",""
"Slightly Expensive","2000","indirect migration background","inadequately","","","",""
"Slightly Expensive","2000","indirect migration background","general elemantary","7","","",""
"Slightly Expensive","2000","indirect migration background","middle vocational","8","","",""
"Slightly Expensive","2000","indirect migration background","vocational + Abi","3","","",""
"Slightly Expensive","2000","indirect migration background","higher vocational","2","","",""
"Slightly Expensive","2000","indirect migration background","higher education","2","","",""
"Too Expensive","2000","no migration background","in school","6","","",""
"Too Expensive","2000","no migration background","inadequately","1","","",""
"Too Expensive","2000","no migration background","general elemantary","16","","",""
"Too Expensive","2000","no migration background","middle vocational","85","0.0138387194704176","0.0108631336069918","0.0168143053338434"
"Too Expensive","2000","no migration background","vocational + Abi","8","","",""
"Too Expensive","2000","no migration background","higher vocational","15","","",""
"Too Expensive","2000","no migration background","higher education","37","0.0223316667722707","0.0155985124191036","0.0290648211254377"
"Too Expensive","2000","direct migration background","in school","","","",""
"Too Expensive","2000","direct migration background","inadequately","","","",""
"Too Expensive","2000","direct migration background","general elemantary","1","","",""
"Too Expensive","2000","direct migration background","middle vocational","11","","",""
"Too Expensive","2000","direct migration background","vocational + Abi","2","","",""
"Too Expensive","2000","direct migration background","higher vocational","2","","",""
"Too Expensive","2000","direct migration background","higher education","8","","",""
"Too Expensive","2000","indirect migration background","in school","1","","",""
"Too Expensive","2000","indirect migration background","inadequately","","","",""
"Too Expensive","2000","indirect migration background","general elemantary","2","","",""
"Too Expensive","2000","indirect migration background","middle vocational","3","","",""
"Too Expensive","2000","indirect migration background","vocational + Abi","","","",""
"Too Expensive","2000","indirect migration background","higher vocational","","","",""
"Too Expensive","2000","indirect migration background","higher education","","","",""
"Very Inexpensive","2001","no migration background","in school","34","0.129110347905109","0.0897636690873401","0.168457026722878"
"Very Inexpensive","2001","no migration background","inadequately","2","","",""
"Very Inexpensive","2001","no migration background","general elemantary","128","0.149700446646822","0.127816142421502","0.171584750872142"
"Very Inexpensive","2001","no migration background","middle vocational","617","0.122123812505849","0.1133647293626","0.130882895649098"
"Very Inexpensive","2001","no migration background","vocational + Abi","58","0.165139322213865","0.128145870079285","0.202132774348445"
"Very Inexpensive","2001","no migration background","higher vocational","101","0.123858159547982","0.101686424178178","0.146029894917786"
"Very Inexpensive","2001","no migration background","higher education","216","0.135012395309742","0.118777104345421","0.151247686274063"
"Very Inexpensive","2001","direct migration background","in school","","","",""
"Very Inexpensive","2001","direct migration background","inadequately","2","","",""
"Very Inexpensive","2001","direct migration background","general elemantary","20","","",""
"Very Inexpensive","2001","direct migration background","middle vocational","35","0.127924583340101","0.0903784406039466","0.165470726076254"
"Very Inexpensive","2001","direct migration background","vocational + Abi","5","","",""
"Very Inexpensive","2001","direct migration background","higher vocational","11","","",""
"Very Inexpensive","2001","direct migration background","higher education","16","","",""
"Very Inexpensive","2001","indirect migration background","in school","6","","",""
"Very Inexpensive","2001","indirect migration background","inadequately","1","","",""
"Very Inexpensive","2001","indirect migration background","general elemantary","3","","",""
"Very Inexpensive","2001","indirect migration background","middle vocational","13","","",""
"Very Inexpensive","2001","indirect migration background","vocational + Abi","1","","",""
"Very Inexpensive","2001","indirect migration background","higher vocational","1","","",""
"Very Inexpensive","2001","indirect migration background","higher education","2","","",""
"Inexpensive","2001","no migration background","in school","93","0.330244191037412","0.275059091848359","0.385429290226465"
"Inexpensive","2001","no migration background","inadequately","9","","",""
"Inexpensive","2001","no migration background","general elemantary","373","0.357112039627777","0.327721665643554","0.386502413612"
"Inexpensive","2001","no migration background","middle vocational","1738","0.324293994385014","0.311771519195344","0.336816469574685"
"Inexpensive","2001","no migration background","vocational + Abi","100","0.262855499839194","0.21899965744067","0.306711342237717"
"Inexpensive","2001","no migration background","higher vocational","303","0.356803061593737","0.324559987945308","0.389046135242166"
"Inexpensive","2001","no migration background","higher education","542","0.313586634981001","0.291545195648571","0.33562807431343"
"Inexpensive","2001","direct migration background","in school","2","","",""
"Inexpensive","2001","direct migration background","inadequately","10","","",""
"Inexpensive","2001","direct migration background","general elemantary","37","0.177523252104464","0.12333304079592","0.231713463413008"
"Inexpensive","2001","direct migration background","middle vocational","82","0.259101266395211","0.209849082394535","0.308353450395887"
"Inexpensive","2001","direct migration background","vocational + Abi","22","","",""
"Inexpensive","2001","direct migration background","higher vocational","11","","",""
"Inexpensive","2001","direct migration background","higher education","43","0.309173896166746","0.232891502211358","0.385456290122133"
"Inexpensive","2001","indirect migration background","in school","2","","",""
"Inexpensive","2001","indirect migration background","inadequately","","","",""
"Inexpensive","2001","indirect migration background","general elemantary","15","","",""
"Inexpensive","2001","indirect migration background","middle vocational","26","","",""
"Inexpensive","2001","indirect migration background","vocational + Abi","3","","",""
"Inexpensive","2001","indirect migration background","higher vocational","3","","",""
"Inexpensive","2001","indirect migration background","higher education","6","","",""
"Reasonable","2001","no migration background","in school","120","0.451815374365115","0.393418457655313","0.510212291074917"
"Reasonable","2001","no migration background","inadequately","13","","",""
"Reasonable","2001","no migration background","general elemantary","451","0.427564764456415","0.397218911219099","0.45791061769373"
"Reasonable","2001","no migration background","middle vocational","2523","0.467445613694259","0.454098438380692","0.480792789007825"
"Reasonable","2001","no migration background","vocational + Abi","184","0.466555855070589","0.416852133606931","0.516259576534246"
"Reasonable","2001","no migration background","higher vocational","354","0.430557545685099","0.397230970271205","0.463884121098993"
"Reasonable","2001","no migration background","higher education","750","0.443191400534343","0.419591132107085","0.466791668961601"
"Reasonable","2001","direct migration background","in school","5","","",""
"Reasonable","2001","direct migration background","inadequately","20","","",""
"Reasonable","2001","direct migration background","general elemantary","101","0.533977980129473","0.463232890612829","0.604723069646117"
"Reasonable","2001","direct migration background","middle vocational","140","0.488139080768539","0.431949075237806","0.544329086299273"
"Reasonable","2001","direct migration background","vocational + Abi","33","0.502020228240024","0.386529185601392","0.617511270878655"
"Reasonable","2001","direct migration background","higher vocational","36","0.583965373120466","0.461274986892757","0.706655759348175"
"Reasonable","2001","direct migration background","higher education","66","0.456057551530301","0.373847515932388","0.538267587128215"
"Reasonable","2001","indirect migration background","in school","13","","",""
"Reasonable","2001","indirect migration background","inadequately","2","","",""
"Reasonable","2001","indirect migration background","general elemantary","34","0.539200638960115","0.414113025503676","0.664288252416554"
"Reasonable","2001","indirect migration background","middle vocational","41","0.436941674258002","0.336671310432587","0.537212038083417"
"Reasonable","2001","indirect migration background","vocational + Abi","7","","",""
"Reasonable","2001","indirect migration background","higher vocational","5","","",""
"Reasonable","2001","indirect migration background","higher education","11","","",""
"Slightly Expensive","2001","no migration background","in school","26","","",""
"Slightly Expensive","2001","no migration background","inadequately","","","",""
"Slightly Expensive","2001","no migration background","general elemantary","54","0.0508890040806635","0.037408513469756","0.064369494691571"
"Slightly Expensive","2001","no migration background","middle vocational","410","0.0720327320603458","0.0651164434164726","0.078949020704219"
"Slightly Expensive","2001","no migration background","vocational + Abi","37","0.0871421199555756","0.0590419948485458","0.115242245062605"
"Slightly Expensive","2001","no migration background","higher vocational","75","0.0763578263584356","0.0584835354979642","0.094232117218907"
"Slightly Expensive","2001","no migration background","higher education","167","0.0892418848947161","0.0756976584773514","0.102786111312081"
"Slightly Expensive","2001","direct migration background","in school","1","","",""
"Slightly Expensive","2001","direct migration background","inadequately","2","","",""
"Slightly Expensive","2001","direct migration background","general elemantary","30","0.140415235769584","0.0911451998651088","0.189685271674058"
"Slightly Expensive","2001","direct migration background","middle vocational","37","0.101788361956845","0.0677984765122093","0.13577824740148"
"Slightly Expensive","2001","direct migration background","vocational + Abi","11","","",""
"Slightly Expensive","2001","direct migration background","higher vocational","3","","",""
"Slightly Expensive","2001","direct migration background","higher education","10","","",""
"Slightly Expensive","2001","indirect migration background","in school","5","","",""
"Slightly Expensive","2001","indirect migration background","inadequately","","","",""
"Slightly Expensive","2001","indirect migration background","general elemantary","7","","",""
"Slightly Expensive","2001","indirect migration background","middle vocational","13","","",""
"Slightly Expensive","2001","indirect migration background","vocational + Abi","","","",""
"Slightly Expensive","2001","indirect migration background","higher vocational","3","","",""
"Slightly Expensive","2001","indirect migration background","higher education","2","","",""
"Too Expensive","2001","no migration background","in school","6","","",""
"Too Expensive","2001","no migration background","inadequately","3","","",""
"Too Expensive","2001","no migration background","general elemantary","15","","",""
"Too Expensive","2001","no migration background","middle vocational","80","0.0141038473545322","0.0109493786521401","0.0172583160569242"
"Too Expensive","2001","no migration background","vocational + Abi","8","","",""
"Too Expensive","2001","no migration background","higher vocational","15","","",""
"Too Expensive","2001","no migration background","higher education","27","","",""
"Too Expensive","2001","direct migration background","in school","","","",""
"Too Expensive","2001","direct migration background","inadequately","","","",""
"Too Expensive","2001","direct migration background","general elemantary","3","","",""
"Too Expensive","2001","direct migration background","middle vocational","10","","",""
"Too Expensive","2001","direct migration background","vocational + Abi","1","","",""
"Too Expensive","2001","direct migration background","higher vocational","1","","",""
"Too Expensive","2001","direct migration background","higher education","6","","",""
"Too Expensive","2001","indirect migration background","in school","","","",""
"Too Expensive","2001","indirect migration background","inadequately","","","",""
"Too Expensive","2001","indirect migration background","general elemantary","2","","",""
"Too Expensive","2001","indirect migration background","middle vocational","1","","",""
"Too Expensive","2001","indirect migration background","vocational + Abi","","","",""
"Too Expensive","2001","indirect migration background","higher vocational","","","",""
"Too Expensive","2001","indirect migration background","higher education","","","",""
"Very Inexpensive","2002","no migration background","in school","31","0.103963091857231","0.0706780296680388","0.137248154046422"
"Very Inexpensive","2002","no migration background","inadequately","5","","",""
"Very Inexpensive","2002","no migration background","general elemantary","141","0.146832426800303","0.124807198759692","0.168857654840913"
"Very Inexpensive","2002","no migration background","middle vocational","662","0.131075274886574","0.122230696250795","0.139919853522352"
"Very Inexpensive","2002","no migration background","vocational + Abi","68","0.18064908024889","0.145567434934541","0.21573072556324"
"Very Inexpensive","2002","no migration background","higher vocational","100","0.118055845999628","0.0973952622814042","0.138716429717851"
"Very Inexpensive","2002","no migration background","higher education","331","0.131240021835785","0.118038168716827","0.144441874954743"
"Very Inexpensive","2002","direct migration background","in school","1","","",""
"Very Inexpensive","2002","direct migration background","inadequately","1","","",""
"Very Inexpensive","2002","direct migration background","general elemantary","17","","",""
"Very Inexpensive","2002","direct migration background","middle vocational","24","","",""
"Very Inexpensive","2002","direct migration background","vocational + Abi","7","","",""
"Very Inexpensive","2002","direct migration background","higher vocational","12","","",""
"Very Inexpensive","2002","direct migration background","higher education","29","","",""
"Very Inexpensive","2002","indirect migration background","in school","5","","",""
"Very Inexpensive","2002","indirect migration background","inadequately","","","",""
"Very Inexpensive","2002","indirect migration background","general elemantary","6","","",""
"Very Inexpensive","2002","indirect migration background","middle vocational","11","","",""
"Very Inexpensive","2002","indirect migration background","vocational + Abi","","","",""
"Very Inexpensive","2002","indirect migration background","higher vocational","1","","",""
"Very Inexpensive","2002","indirect migration background","higher education","2","","",""
"Inexpensive","2002","no migration background","in school","102","0.29274454164158","0.243121956347752","0.342367126935407"
"Inexpensive","2002","no migration background","inadequately","6","","",""
"Inexpensive","2002","no migration background","general elemantary","336","0.352714476187306","0.322980578387814","0.382448373986798"
"Inexpensive","2002","no migration background","middle vocational","1758","0.318240024720316","0.306032746814074","0.330447302626557"
"Inexpensive","2002","no migration background","vocational + Abi","135","0.28390004182673","0.242785386324536","0.325014697328923"
"Inexpensive","2002","no migration background","higher vocational","325","0.324039715729539","0.294073078748577","0.3540063527105"
"Inexpensive","2002","no migration background","higher education","755","0.315503882739326","0.297334520002877","0.333673245475775"
"Inexpensive","2002","direct migration background","in school","3","","",""
"Inexpensive","2002","direct migration background","inadequately","11","","",""
"Inexpensive","2002","direct migration background","general elemantary","44","0.202835041150836","0.145201821746891","0.26046826055478"
"Inexpensive","2002","direct migration background","middle vocational","81","0.292191806523923","0.24003049832759","0.344353114720256"
"Inexpensive","2002","direct migration background","vocational + Abi","18","","",""
"Inexpensive","2002","direct migration background","higher vocational","12","","",""
"Inexpensive","2002","direct migration background","higher education","62","0.360088133971267","0.290348946377517","0.429827321565017"
"Inexpensive","2002","indirect migration background","in school","9","","",""
"Inexpensive","2002","indirect migration background","inadequately","","","",""
"Inexpensive","2002","indirect migration background","general elemantary","16","","",""
"Inexpensive","2002","indirect migration background","middle vocational","25","","",""
"Inexpensive","2002","indirect migration background","vocational + Abi","3","","",""
"Inexpensive","2002","indirect migration background","higher vocational","4","","",""
"Inexpensive","2002","indirect migration background","higher education","6","","",""
"Reasonable","2002","no migration background","in school","148","0.474208590222712","0.41975352512758","0.528663655317844"
"Reasonable","2002","no migration background","inadequately","10","","",""
"Reasonable","2002","no migration background","general elemantary","434","0.430917200743114","0.400101155753997","0.461733245732231"
"Reasonable","2002","no migration background","middle vocational","2603","0.455822337697982","0.442769833585211","0.468874841810753"
"Reasonable","2002","no migration background","vocational + Abi","206","0.440891711264996","0.395618527599868","0.486164894930123"
"Reasonable","2002","no migration background","higher vocational","412","0.46337891943879","0.431450288527449","0.495307550350131"
"Reasonable","2002","no migration background","higher education","1172","0.464425617058985","0.444926280819083","0.483924953298888"
"Reasonable","2002","direct migration background","in school","7","","",""
"Reasonable","2002","direct migration background","inadequately","12","","",""
"Reasonable","2002","direct migration background","general elemantary","102","0.510496452870447","0.438848865002679","0.582144040738215"
"Reasonable","2002","direct migration background","middle vocational","157","0.502408207683777","0.445059764572425","0.55975665079513"
"Reasonable","2002","direct migration background","vocational + Abi","35","0.506499609292532","0.39409746336754","0.618901755217525"
"Reasonable","2002","direct migration background","higher vocational","30","0.495930533759839","0.373436842054816","0.618424225464862"
"Reasonable","2002","direct migration background","higher education","68","0.335265230614477","0.266679960575765","0.403850500653189"
"Reasonable","2002","indirect migration background","in school","15","","",""
"Reasonable","2002","indirect migration background","inadequately","1","","",""
"Reasonable","2002","indirect migration background","general elemantary","35","0.601351196193466","0.481396452736013","0.721305939650918"
"Reasonable","2002","indirect migration background","middle vocational","58","0.560447518967732","0.467270741680441","0.653624296255023"
"Reasonable","2002","indirect migration background","vocational + Abi","8","","",""
"Reasonable","2002","indirect migration background","higher vocational","8","","",""
"Reasonable","2002","indirect migration background","higher education","14","","",""
"Slightly Expensive","2002","no migration background","in school","39","0.10525129547329","0.0717847339238827","0.138717857022697"
"Slightly Expensive","2002","no migration background","inadequately","4","","",""
"Slightly Expensive","2002","no migration background","general elemantary","72","0.0587907608052442","0.0441524863355238","0.0734290352749646"
"Slightly Expensive","2002","no migration background","middle vocational","507","0.0846370274332198","0.0773424094542464","0.0919316454121932"
"Slightly Expensive","2002","no migration background","vocational + Abi","47","0.08718975438748","0.0614650683273618","0.112914440447598"
"Slightly Expensive","2002","no migration background","higher vocational","85","0.0804530530929313","0.0630375303873602","0.0978685757985023"
"Slightly Expensive","2002","no migration background","higher education","226","0.0782652558737245","0.0677640461859032","0.0887664655615457"
"Slightly Expensive","2002","direct migration background","in school","1","","",""
"Slightly Expensive","2002","direct migration background","inadequately","2","","",""
"Slightly Expensive","2002","direct migration background","general elemantary","22","","",""
"Slightly Expensive","2002","direct migration background","middle vocational","27","","",""
"Slightly Expensive","2002","direct migration background","vocational + Abi","14","","",""
"Slightly Expensive","2002","direct migration background","higher vocational","10","","",""
"Slightly Expensive","2002","direct migration background","higher education","19","","",""
"Slightly Expensive","2002","indirect migration background","in school","4","","",""
"Slightly Expensive","2002","indirect migration background","inadequately","","","",""
"Slightly Expensive","2002","indirect migration background","general elemantary","6","","",""
"Slightly Expensive","2002","indirect migration background","middle vocational","14","","",""
"Slightly Expensive","2002","indirect migration background","vocational + Abi","1","","",""
"Slightly Expensive","2002","indirect migration background","higher vocational","1","","",""
"Slightly Expensive","2002","indirect migration background","higher education","6","","",""
"Too Expensive","2002","no migration background","in school","3","","",""
"Too Expensive","2002","no migration background","inadequately","2","","",""
"Too Expensive","2002","no migration background","general elemantary","9","","",""
"Too Expensive","2002","no migration background","middle vocational","63","0.0102253352619091","0.00758880581656498","0.0128618647072532"
"Too Expensive","2002","no migration background","vocational + Abi","6","","",""
"Too Expensive","2002","no migration background","higher vocational","15","","",""
"Too Expensive","2002","no migration background","higher education","29","","",""
"Too Expensive","2002","direct migration background","in school","1","","",""
"Too Expensive","2002","direct migration background","inadequately","","","",""
"Too Expensive","2002","direct migration background","general elemantary","2","","",""
"Too Expensive","2002","direct migration background","middle vocational","3","","",""
"Too Expensive","2002","direct migration background","vocational + Abi","2","","",""
"Too Expensive","2002","direct migration background","higher vocational","","","",""
"Too Expensive","2002","direct migration background","higher education","4","","",""
"Too Expensive","2002","indirect migration background","in school","1","","",""
"Too Expensive","2002","indirect migration background","inadequately","","","",""
"Too Expensive","2002","indirect migration background","general elemantary","1","","",""
"Too Expensive","2002","indirect migration background","middle vocational","1","","",""
"Too Expensive","2002","indirect migration background","vocational + Abi","","","",""
"Too Expensive","2002","indirect migration background","higher vocational","","","",""
"Too Expensive","2002","indirect migration background","higher education","","","",""
"Very Inexpensive","2003","no migration background","in school","","","",""
"Very Inexpensive","2003","no migration background","inadequately","","","",""
"Very Inexpensive","2003","no migration background","general elemantary","","","",""
"Very Inexpensive","2003","no migration background","middle vocational","","","",""
"Very Inexpensive","2003","no migration background","vocational + Abi","","","",""
"Very Inexpensive","2003","no migration background","higher vocational","","","",""
"Very Inexpensive","2003","no migration background","higher education","","","",""
"Very Inexpensive","2003","direct migration background","in school","","","",""
"Very Inexpensive","2003","direct migration background","inadequately","","","",""
"Very Inexpensive","2003","direct migration background","general elemantary","","","",""
"Very Inexpensive","2003","direct migration background","middle vocational","","","",""
"Very Inexpensive","2003","direct migration background","vocational + Abi","","","",""
"Very Inexpensive","2003","direct migration background","higher vocational","","","",""
"Very Inexpensive","2003","direct migration background","higher education","","","",""
"Very Inexpensive","2003","indirect migration background","in school","","","",""
"Very Inexpensive","2003","indirect migration background","inadequately","","","",""
"Very Inexpensive","2003","indirect migration background","general elemantary","","","",""
"Very Inexpensive","2003","indirect migration background","middle vocational","","","",""
"Very Inexpensive","2003","indirect migration background","vocational + Abi","","","",""
"Very Inexpensive","2003","indirect migration background","higher vocational","","","",""
"Very Inexpensive","2003","indirect migration background","higher education","","","",""
"Inexpensive","2003","no migration background","in school","","","",""
"Inexpensive","2003","no migration background","inadequately","","","",""
"Inexpensive","2003","no migration background","general elemantary","","","",""
"Inexpensive","2003","no migration background","middle vocational","","","",""
"Inexpensive","2003","no migration background","vocational + Abi","","","",""
"Inexpensive","2003","no migration background","higher vocational","","","",""
"Inexpensive","2003","no migration background","higher education","","","",""
"Inexpensive","2003","direct migration background","in school","","","",""
"Inexpensive","2003","direct migration background","inadequately","","","",""
"Inexpensive","2003","direct migration background","general elemantary","","","",""
"Inexpensive","2003","direct migration background","middle vocational","","","",""
"Inexpensive","2003","direct migration background","vocational + Abi","","","",""
"Inexpensive","2003","direct migration background","higher vocational","","","",""
"Inexpensive","2003","direct migration background","higher education","","","",""
"Inexpensive","2003","indirect migration background","in school","","","",""
"Inexpensive","2003","indirect migration background","inadequately","","","",""
"Inexpensive","2003","indirect migration background","general elemantary","","","",""
"Inexpensive","2003","indirect migration background","middle vocational","","","",""
"Inexpensive","2003","indirect migration background","vocational + Abi","","","",""
"Inexpensive","2003","indirect migration background","higher vocational","","","",""
"Inexpensive","2003","indirect migration background","higher education","","","",""
"Reasonable","2003","no migration background","in school","","","",""
"Reasonable","2003","no migration background","inadequately","","","",""
"Reasonable","2003","no migration background","general elemantary","","","",""
"Reasonable","2003","no migration background","middle vocational","","","",""
"Reasonable","2003","no migration background","vocational + Abi","","","",""
"Reasonable","2003","no migration background","higher vocational","","","",""
"Reasonable","2003","no migration background","higher education","","","",""
"Reasonable","2003","direct migration background","in school","","","",""
"Reasonable","2003","direct migration background","inadequately","","","",""
"Reasonable","2003","direct migration background","general elemantary","","","",""
"Reasonable","2003","direct migration background","middle vocational","","","",""
"Reasonable","2003","direct migration background","vocational + Abi","","","",""
"Reasonable","2003","direct migration background","higher vocational","","","",""
"Reasonable","2003","direct migration background","higher education","","","",""
"Reasonable","2003","indirect migration background","in school","","","",""
"Reasonable","2003","indirect migration background","inadequately","","","",""
"Reasonable","2003","indirect migration background","general elemantary","","","",""
"Reasonable","2003","indirect migration background","middle vocational","","","",""
"Reasonable","2003","indirect migration background","vocational + Abi","","","",""
"Reasonable","2003","indirect migration background","higher vocational","","","",""
"Reasonable","2003","indirect migration background","higher education","","","",""
"Slightly Expensive","2003","no migration background","in school","","","",""
"Slightly Expensive","2003","no migration background","inadequately","","","",""
"Slightly Expensive","2003","no migration background","general elemantary","","","",""
"Slightly Expensive","2003","no migration background","middle vocational","","","",""
"Slightly Expensive","2003","no migration background","vocational + Abi","","","",""
"Slightly Expensive","2003","no migration background","higher vocational","","","",""
"Slightly Expensive","2003","no migration background","higher education","","","",""
"Slightly Expensive","2003","direct migration background","in school","","","",""
"Slightly Expensive","2003","direct migration background","inadequately","","","",""
"Slightly Expensive","2003","direct migration background","general elemantary","","","",""
"Slightly Expensive","2003","direct migration background","middle vocational","","","",""
"Slightly Expensive","2003","direct migration background","vocational + Abi","","","",""
"Slightly Expensive","2003","direct migration background","higher vocational","","","",""
"Slightly Expensive","2003","direct migration background","higher education","","","",""
"Slightly Expensive","2003","indirect migration background","in school","","","",""
"Slightly Expensive","2003","indirect migration background","inadequately","","","",""
"Slightly Expensive","2003","indirect migration background","general elemantary","","","",""
"Slightly Expensive","2003","indirect migration background","middle vocational","","","",""
"Slightly Expensive","2003","indirect migration background","vocational + Abi","","","",""
"Slightly Expensive","2003","indirect migration background","higher vocational","","","",""
"Slightly Expensive","2003","indirect migration background","higher education","","","",""
"Too Expensive","2003","no migration background","in school","","","",""
"Too Expensive","2003","no migration background","inadequately","","","",""
"Too Expensive","2003","no migration background","general elemantary","","","",""
"Too Expensive","2003","no migration background","middle vocational","","","",""
"Too Expensive","2003","no migration background","vocational + Abi","","","",""
"Too Expensive","2003","no migration background","higher vocational","","","",""
"Too Expensive","2003","no migration background","higher education","","","",""
"Too Expensive","2003","direct migration background","in school","","","",""
"Too Expensive","2003","direct migration background","inadequately","","","",""
"Too Expensive","2003","direct migration background","general elemantary","","","",""
"Too Expensive","2003","direct migration background","middle vocational","","","",""
"Too Expensive","2003","direct migration background","vocational + Abi","","","",""
"Too Expensive","2003","direct migration background","higher vocational","","","",""
"Too Expensive","2003","direct migration background","higher education","","","",""
"Too Expensive","2003","indirect migration background","in school","","","",""
"Too Expensive","2003","indirect migration background","inadequately","","","",""
"Too Expensive","2003","indirect migration background","general elemantary","","","",""
"Too Expensive","2003","indirect migration background","middle vocational","","","",""
"Too Expensive","2003","indirect migration background","vocational + Abi","","","",""
"Too Expensive","2003","indirect migration background","higher vocational","","","",""
"Too Expensive","2003","indirect migration background","higher education","","","",""
"Very Inexpensive","2004","no migration background","in school","","","",""
"Very Inexpensive","2004","no migration background","inadequately","","","",""
"Very Inexpensive","2004","no migration background","general elemantary","","","",""
"Very Inexpensive","2004","no migration background","middle vocational","","","",""
"Very Inexpensive","2004","no migration background","vocational + Abi","","","",""
"Very Inexpensive","2004","no migration background","higher vocational","","","",""
"Very Inexpensive","2004","no migration background","higher education","","","",""
"Very Inexpensive","2004","direct migration background","in school","","","",""
"Very Inexpensive","2004","direct migration background","inadequately","","","",""
"Very Inexpensive","2004","direct migration background","general elemantary","","","",""
"Very Inexpensive","2004","direct migration background","middle vocational","","","",""
"Very Inexpensive","2004","direct migration background","vocational + Abi","","","",""
"Very Inexpensive","2004","direct migration background","higher vocational","","","",""
"Very Inexpensive","2004","direct migration background","higher education","","","",""
"Very Inexpensive","2004","indirect migration background","in school","","","",""
"Very Inexpensive","2004","indirect migration background","inadequately","","","",""
"Very Inexpensive","2004","indirect migration background","general elemantary","","","",""
"Very Inexpensive","2004","indirect migration background","middle vocational","","","",""
"Very Inexpensive","2004","indirect migration background","vocational + Abi","","","",""
"Very Inexpensive","2004","indirect migration background","higher vocational","","","",""
"Very Inexpensive","2004","indirect migration background","higher education","","","",""
"Inexpensive","2004","no migration background","in school","","","",""
"Inexpensive","2004","no migration background","inadequately","","","",""
"Inexpensive","2004","no migration background","general elemantary","","","",""
"Inexpensive","2004","no migration background","middle vocational","","","",""
"Inexpensive","2004","no migration background","vocational + Abi","","","",""
"Inexpensive","2004","no migration background","higher vocational","","","",""
"Inexpensive","2004","no migration background","higher education","","","",""
"Inexpensive","2004","direct migration background","in school","","","",""
"Inexpensive","2004","direct migration background","inadequately","","","",""
"Inexpensive","2004","direct migration background","general elemantary","","","",""
"Inexpensive","2004","direct migration background","middle vocational","","","",""
"Inexpensive","2004","direct migration background","vocational + Abi","","","",""
"Inexpensive","2004","direct migration background","higher vocational","","","",""
"Inexpensive","2004","direct migration background","higher education","","","",""
"Inexpensive","2004","indirect migration background","in school","","","",""
"Inexpensive","2004","indirect migration background","inadequately","","","",""
"Inexpensive","2004","indirect migration background","general elemantary","","","",""
"Inexpensive","2004","indirect migration background","middle vocational","","","",""
"Inexpensive","2004","indirect migration background","vocational + Abi","","","",""
"Inexpensive","2004","indirect migration background","higher vocational","","","",""
"Inexpensive","2004","indirect migration background","higher education","","","",""
"Reasonable","2004","no migration background","in school","","","",""
"Reasonable","2004","no migration background","inadequately","","","",""
"Reasonable","2004","no migration background","general elemantary","","","",""
"Reasonable","2004","no migration background","middle vocational","","","",""
"Reasonable","2004","no migration background","vocational + Abi","","","",""
"Reasonable","2004","no migration background","higher vocational","","","",""
"Reasonable","2004","no migration background","higher education","","","",""
"Reasonable","2004","direct migration background","in school","","","",""
"Reasonable","2004","direct migration background","inadequately","","","",""
"Reasonable","2004","direct migration background","general elemantary","","","",""
"Reasonable","2004","direct migration background","middle vocational","","","",""
"Reasonable","2004","direct migration background","vocational + Abi","","","",""
"Reasonable","2004","direct migration background","higher vocational","","","",""
"Reasonable","2004","direct migration background","higher education","","","",""
"Reasonable","2004","indirect migration background","in school","","","",""
"Reasonable","2004","indirect migration background","inadequately","","","",""
"Reasonable","2004","indirect migration background","general elemantary","","","",""
"Reasonable","2004","indirect migration background","middle vocational","","","",""
"Reasonable","2004","indirect migration background","vocational + Abi","","","",""
"Reasonable","2004","indirect migration background","higher vocational","","","",""
"Reasonable","2004","indirect migration background","higher education","","","",""
"Slightly Expensive","2004","no migration background","in school","","","",""
"Slightly Expensive","2004","no migration background","inadequately","","","",""
"Slightly Expensive","2004","no migration background","general elemantary","","","",""
"Slightly Expensive","2004","no migration background","middle vocational","","","",""
