"hlf0094","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very Inexpensive","2000","Hesse","higher education","20","","","","1"
"Very Inexpensive","2000","Rhineland-Palatinate,Saarland","in school","2","","","","1"
"Very Inexpensive","2000","Schleswig-Holstein","in school","2","","","","1"
"Very Inexpensive","2000","Schleswig-Holstein","inadequately","","","","","1"
"Very Inexpensive","2000","Schleswig-Holstein","general elemantary","5","","","","1"
"Very Inexpensive","2000","Schleswig-Holstein","middle vocational","39","0.181897224458195","0.132151120827022","0.231643328089368","1"
"Very Inexpensive","2000","Schleswig-Holstein","vocational + Abi","4","","","","1"
"Very Inexpensive","2000","Schleswig-Holstein","higher vocational","7","","","","1"
"Very Inexpensive","2000","Schleswig-Holstein","higher education","10","","","","1"
"Very Inexpensive","2000","Hamburg","in school","","","","","1"
"Very Inexpensive","2000","Hamburg","inadequately","","","","","1"
"Very Inexpensive","2000","Hamburg","general elemantary","","","","","1"
"Very Inexpensive","2000","Hamburg","middle vocational","12","","","","1"
"Very Inexpensive","2000","Hamburg","vocational + Abi","1","","","","1"
"Very Inexpensive","2000","Hamburg","higher vocational","4","","","","1"
"Very Inexpensive","2000","Hamburg","higher education","9","","","","1"
"Very Inexpensive","2000","Lower Saxony","in school","3","","","","1"
"Very Inexpensive","2000","Lower Saxony","inadequately","","","","","1"
"Very Inexpensive","2000","Lower Saxony","general elemantary","45","0.303991298285123","0.232939828911103","0.375042767659142","1"
"Very Inexpensive","2000","Lower Saxony","middle vocational","129","0.213425804729686","0.182354952113258","0.244496657346115","1"
"Very Inexpensive","2000","Rhineland-Palatinate,Saarland","inadequately","2","","","","1"
"Very Inexpensive","2000","Rhineland-Palatinate,Saarland","general elemantary","24","","","","1"
"Very Inexpensive","2000","Rhineland-Palatinate,Saarland","middle vocational","71","0.158950164706351","0.126103901336371","0.191796428076331","1"
"Very Inexpensive","2000","Rhineland-Palatinate,Saarland","vocational + Abi","3","","","","1"
"Very Inexpensive","2000","Rhineland-Palatinate,Saarland","higher vocational","15","","","","1"
"Very Inexpensive","2000","Rhineland-Palatinate,Saarland","higher education","17","","","","1"
"Very Inexpensive","2000","Baden-Württemberg","in school","5","","","","1"
"Very Inexpensive","2000","Baden-Württemberg","inadequately","2","","","","1"
"Very Inexpensive","2000","Baden-Württemberg","general elemantary","35","0.156872455644232","0.112235148474299","0.201509762814164","1"
"Very Inexpensive","2000","Baden-Württemberg","middle vocational","90","0.138193045214927","0.113511280197841","0.162874810232013","1"
"Very Inexpensive","2000","Baden-Württemberg","vocational + Abi","11","","","","1"
"Very Inexpensive","2000","Baden-Württemberg","higher vocational","16","","","","1"
"Very Inexpensive","2000","Baden-Württemberg","higher education","28","","","","1"
"Very Inexpensive","2000","Bavaria","in school","3","","","","1"
"Very Inexpensive","2000","Bavaria","inadequately","","","","","1"
"Very Inexpensive","2000","Bavaria","general elemantary","29","","","","1"
"Very Inexpensive","2000","Bavaria","middle vocational","98","0.0968458090339139","0.0793685583731153","0.114323059694712","1"
"Very Inexpensive","2000","Bavaria","vocational + Abi","9","","","","1"
"Very Inexpensive","2000","Bavaria","higher vocational","25","","","","1"
"Very Inexpensive","2000","Bavaria","higher education","42","0.176399944347259","0.130935319224397","0.221864569470121","1"
"Very Inexpensive","2000","Berlin","in school","","","","","1"
"Very Inexpensive","2000","Berlin","inadequately","","","","","1"
"Very Inexpensive","2000","Berlin","general elemantary","","","","","1"
"Very Inexpensive","2000","Berlin","middle vocational","1","","","","1"
"Very Inexpensive","2000","Berlin","vocational + Abi","1","","","","1"
"Very Inexpensive","2000","Berlin","higher vocational","2","","","","1"
"Very Inexpensive","2000","Berlin","higher education","6","","","","1"
"Very Inexpensive","2000","Brandenburg","in school","1","","","","1"
"Very Inexpensive","2000","Brandenburg","inadequately","","","","","1"
"Very Inexpensive","2000","Brandenburg","general elemantary","2","","","","1"
"Very Inexpensive","2000","Brandenburg","middle vocational","17","","","","1"
"Very Inexpensive","2000","Brandenburg","vocational + Abi","","","","","1"
"Very Inexpensive","2000","Brandenburg","higher vocational","2","","","","1"
"Very Inexpensive","2000","Brandenburg","higher education","12","","","","1"
"Very Inexpensive","2000","Mecklenburg-Western Pomerania","in school","2","","","","1"
"Very Inexpensive","2000","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Very Inexpensive","2000","Mecklenburg-Western Pomerania","general elemantary","1","","","","1"
"Very Inexpensive","2000","Mecklenburg-Western Pomerania","middle vocational","23","","","","1"
"Very Inexpensive","2000","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Very Inexpensive","2000","Mecklenburg-Western Pomerania","higher vocational","3","","","","1"
"Very Inexpensive","2000","Mecklenburg-Western Pomerania","higher education","6","","","","1"
"Very Inexpensive","2000","Saxony","in school","4","","","","1"
"Very Inexpensive","2000","Saxony","inadequately","","","","","1"
"Very Inexpensive","2000","Saxony","general elemantary","6","","","","1"
"Very Inexpensive","2000","Saxony","middle vocational","33","0.0917505765608192","0.0630638986801263","0.120437254441512","1"
"Very Inexpensive","2000","Saxony","vocational + Abi","2","","","","1"
"Very Inexpensive","2000","Saxony","higher vocational","9","","","","1"
"Very Inexpensive","2000","Saxony","higher education","17","","","","1"
"Very Inexpensive","2000","Saxony-Anhalt","in school","1","","","","1"
"Very Inexpensive","2000","Saxony-Anhalt","inadequately","","","","","1"
"Very Inexpensive","2000","Saxony-Anhalt","general elemantary","2","","","","1"
"Very Inexpensive","2000","Saxony-Anhalt","middle vocational","19","","","","1"
"Very Inexpensive","2000","Saxony-Anhalt","vocational + Abi","","","","","1"
"Very Inexpensive","2000","Saxony-Anhalt","higher vocational","1","","","","1"
"Very Inexpensive","2000","Saxony-Anhalt","higher education","11","","","","1"
"Very Inexpensive","2000","Thuringia","in school","2","","","","1"
"Very Inexpensive","2000","Thuringia","inadequately","","","","","1"
"Very Inexpensive","2000","Thuringia","general elemantary","3","","","","1"
"Very Inexpensive","2000","Thuringia","middle vocational","14","","","","1"
"Very Inexpensive","2000","Thuringia","vocational + Abi","","","","","1"
"Very Inexpensive","2000","Thuringia","higher vocational","3","","","","1"
"Very Inexpensive","2000","Thuringia","higher education","7","","","","1"
"Inexpensive","2001","Schleswig-Holstein","higher vocational","10","","","","2"
"Inexpensive","2001","Schleswig-Holstein","in school","2","","","","2"
"Inexpensive","2001","Schleswig-Holstein","higher education","24","","","","2"
"Inexpensive","2001","Schleswig-Holstein","inadequately","","","","","2"
"Inexpensive","2001","Hamburg","in school","","","","","2"
"Inexpensive","2001","Schleswig-Holstein","general elemantary","16","","","","2"
"Inexpensive","2001","Schleswig-Holstein","middle vocational","65","0.279880432003595","0.219871287564879","0.339889576442311","2"
"Inexpensive","2001","Schleswig-Holstein","vocational + Abi","8","","","","2"
"Inexpensive","2001","Lower Saxony","in school","12","","","","2"
"Inexpensive","2001","Lower Saxony","inadequately","2","","","","2"
"Inexpensive","2001","Lower Saxony","general elemantary","57","0.397622868961039","0.319302923453906","0.475942814468173","2"
"Inexpensive","2001","Hamburg","inadequately","","","","","2"
"Inexpensive","2001","Hamburg","general elemantary","","","","","2"
"Inexpensive","2001","Hamburg","middle vocational","9","","","","2"
"Inexpensive","2001","Hamburg","vocational + Abi","1","","","","2"
"Inexpensive","2001","Bremen","middle vocational","10","","","","2"
"Inexpensive","2001","Lower Saxony","middle vocational","214","0.343558158649078","0.305841109698059","0.381275207600097","2"
"Inexpensive","2001","Lower Saxony","vocational + Abi","17","","","","2"
"Inexpensive","2001","Lower Saxony","higher vocational","36","0.403603942463683","0.299912253786008","0.507295631141358","2"
"Inexpensive","2001","Lower Saxony","higher education","43","0.299207537104678","0.223083525517009","0.375331548692347","2"
"Inexpensive","2001","Bremen","general elemantary","","","","","2"
"Inexpensive","2001","Hamburg","higher vocational","2","","","","2"
"Inexpensive","2001","Hamburg","higher education","4","","","","2"
"Inexpensive","2001","Bremen","in school","1","","","","2"
"Inexpensive","2001","Bremen","inadequately","","","","","2"
"Inexpensive","2001","Bavaria","higher vocational","48","0.318941677956629","0.242013344513355","0.395870011399902","2"
"Inexpensive","2001","Bavaria","higher education","89","0.345183237794084","0.28660010753599","0.403766368052177","2"
"Inexpensive","2001","Berlin","in school","3","","","","2"
"Inexpensive","2001","Berlin","inadequately","","","","","2"
"Inexpensive","2001","Berlin","general elemantary","2","","","","2"
"Inexpensive","2001","Berlin","middle vocational","10","","","","2"
"Inexpensive","2001","Berlin","vocational + Abi","2","","","","2"
"Inexpensive","2001","Bremen","vocational + Abi","","","","","2"
"Inexpensive","2001","Bremen","higher vocational","1","","","","2"
"Inexpensive","2001","Bremen","higher education","7","","","","2"
"Inexpensive","2001","North Rhine-Westphalia","in school","25","","","","2"
"Inexpensive","2001","North Rhine-Westphalia","inadequately","6","","","","2"
"Inexpensive","2001","North Rhine-Westphalia","general elemantary","94","0.3854510738342","0.325947316296109","0.444954831372291","2"
"Inexpensive","2001","North Rhine-Westphalia","middle vocational","344","0.320172798358645","0.292257664490735","0.348087932226554","2"
"Inexpensive","2001","North Rhine-Westphalia","vocational + Abi","36","0.260081782201959","0.189167085451782","0.330996478952137","2"
"Inexpensive","2001","North Rhine-Westphalia","higher vocational","70","0.42535171638017","0.354867424546883","0.495836008213458","2"
"Inexpensive","2001","North Rhine-Westphalia","higher education","102","0.312250971511969","0.263562587431968","0.360939355591971","2"
"Inexpensive","2001","Hesse","in school","8","","","","2"
"Inexpensive","2001","Hesse","inadequately","1","","","","2"
"Inexpensive","2001","Hesse","general elemantary","26","","","","2"
"Inexpensive","2001","Hesse","middle vocational","137","0.342362953996792","0.296544967445851","0.388180940547734","2"
"Inexpensive","2001","Hesse","vocational + Abi","13","","","","2"
"Inexpensive","2001","Hesse","higher vocational","17","","","","2"
"Inexpensive","2001","Hesse","higher education","22","","","","2"
"Inexpensive","2001","Rhineland-Palatinate,Saarland","in school","4","","","","2"
"Inexpensive","2001","Bavaria","in school","10","","","","2"
"Inexpensive","2001","Bavaria","inadequately","3","","","","2"
"Inexpensive","2001","Bavaria","general elemantary","68","0.293509076100707","0.232640530861587","0.354377621339827","2"
"Inexpensive","2001","Bavaria","middle vocational","304","0.320015575145251","0.290583595468708","0.349447554821794","2"
"Inexpensive","2001","Bavaria","vocational + Abi","13","","","","2"
"Inexpensive","2001","Berlin","higher vocational","3","","","","2"
"Inexpensive","2001","Berlin","higher education","16","","","","2"
"Inexpensive","2001","Brandenburg","in school","3","","","","2"
"Inexpensive","2001","Brandenburg","inadequately","1","","","","2"
"Inexpensive","2001","Brandenburg","general elemantary","16","","","","2"
"Inexpensive","2001","Brandenburg","middle vocational","62","0.341286907370604","0.277159097864127","0.405414716877082","2"
"Inexpensive","2001","Brandenburg","vocational + Abi","2","","","","2"
"Inexpensive","2001","Brandenburg","higher vocational","7","","","","2"
"Inexpensive","2001","Brandenburg","higher education","40","0.352938528367443","0.264827316379002","0.441049740355884","2"
"Inexpensive","2001","Mecklenburg-Western Pomerania","in school","4","","","","2"
"Inexpensive","2001","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"Inexpensive","2001","Mecklenburg-Western Pomerania","general elemantary","5","","","","2"
"Inexpensive","2001","Mecklenburg-Western Pomerania","middle vocational","55","0.386810971309306","0.300034500070051","0.473587442548562","2"
"Inexpensive","2001","Mecklenburg-Western Pomerania","vocational + Abi","1","","","","2"
"Inexpensive","2001","Mecklenburg-Western Pomerania","higher vocational","8","","","","2"
"Inexpensive","2001","Mecklenburg-Western Pomerania","higher education","17","","","","2"
"Inexpensive","2001","Saxony","in school","5","","","","2"
"Inexpensive","2001","Saxony","inadequately","","","","","2"
"Inexpensive","2001","Thuringia","general elemantary","8","","","","2"
"Inexpensive","2001","Thuringia","middle vocational","73","0.216788887257763","0.171712043098231","0.261865731417295","2"
"Inexpensive","2001","Thuringia","vocational + Abi","3","","","","2"
"Inexpensive","2001","Thuringia","higher vocational","11","","","","2"
"Inexpensive","2001","Thuringia","higher education","24","","","","2"
"Inexpensive","2001","Rhineland-Palatinate,Saarland","inadequately","2","","","","2"
"Inexpensive","2001","Rhineland-Palatinate,Saarland","general elemantary","42","0.294605036160099","0.219092277934559","0.37011779438564","2"
"Inexpensive","2001","Rhineland-Palatinate,Saarland","middle vocational","179","0.391476498710815","0.34658008099769","0.43637291642394","2"
"Inexpensive","2001","Rhineland-Palatinate,Saarland","vocational + Abi","10","","","","2"
"Inexpensive","2001","Rhineland-Palatinate,Saarland","higher vocational","29","","","","2"
"Inexpensive","2001","Rhineland-Palatinate,Saarland","higher education","31","0.298968282423458","0.207389710562952","0.390546854283964","2"
"Inexpensive","2001","Baden-Württemberg","in school","8","","","","2"
"Inexpensive","2001","Baden-Württemberg","inadequately","3","","","","2"
"Inexpensive","2001","Baden-Württemberg","general elemantary","62","0.306106493563743","0.244358352549665","0.36785463457782","2"
"Inexpensive","2001","Baden-Württemberg","middle vocational","171","0.267558215100917","0.233126636888555","0.301989793313279","2"
"Inexpensive","2001","Baden-Württemberg","vocational + Abi","13","","","","2"
"Inexpensive","2001","Baden-Württemberg","higher vocational","31","0.238964341969224","0.162344074503194","0.315584609435254","2"
"Inexpensive","2001","Baden-Württemberg","higher education","73","0.327373898012656","0.264355527053957","0.390392268971355","2"
"Inexpensive","2001","Saxony","general elemantary","17","","","","2"
"Inexpensive","2001","Saxony","middle vocational","136","0.390212856427017","0.340442032897088","0.439983679956946","2"
"Inexpensive","2001","Saxony","vocational + Abi","2","","","","2"
"Inexpensive","2001","Saxony","higher vocational","28","","","","2"
"Inexpensive","2001","Saxony","higher education","65","0.401873390463547","0.324937855282601","0.478808925644493","2"
"Inexpensive","2001","Saxony-Anhalt","in school","7","","","","2"
"Inexpensive","2001","Saxony-Anhalt","inadequately","","","","","2"
"Inexpensive","2001","Saxony-Anhalt","general elemantary","12","","","","2"
"Inexpensive","2001","Saxony-Anhalt","middle vocational","77","0.261486123563175","0.209829103850953","0.313143143275396","2"
"Inexpensive","2001","Saxony-Anhalt","vocational + Abi","4","","","","2"
"Inexpensive","2001","Saxony-Anhalt","higher vocational","16","","","","2"
"Inexpensive","2001","Saxony-Anhalt","higher education","34","0.221709917867503","0.149747389305418","0.293672446429589","2"
"Inexpensive","2001","Thuringia","in school","5","","","","2"
"Inexpensive","2001","Thuringia","inadequately","1","","","","2"
"Reasonable","2001","Bremen","higher vocational","","","","","3"
"Reasonable","2001","Lower Saxony","inadequately","3","","","","3"
"Reasonable","2001","Bremen","vocational + Abi","4","","","","3"
"Reasonable","2001","Bremen","middle vocational","10","","","","3"
"Reasonable","2001","Schleswig-Holstein","in school","3","","","","3"
"Reasonable","2001","Schleswig-Holstein","inadequately","1","","","","3"
"Reasonable","2001","Hamburg","vocational + Abi","","","","","3"
"Reasonable","2001","Hamburg","higher vocational","1","","","","3"
"Reasonable","2001","Hamburg","higher education","14","","","","3"
"Reasonable","2001","Lower Saxony","general elemantary","51","0.291896667370286","0.219141247899665","0.364652086840908","3"
"Reasonable","2001","Bremen","inadequately","","","","","3"
"Reasonable","2001","Bremen","higher education","8","","","","3"
"Reasonable","2001","North Rhine-Westphalia","in school","24","","","","3"
"Reasonable","2001","North Rhine-Westphalia","inadequately","11","","","","3"
"Reasonable","2001","North Rhine-Westphalia","general elemantary","109","0.40919699464754","0.349083898787501","0.469310090507578","3"
"Reasonable","2001","North Rhine-Westphalia","middle vocational","479","0.45230528043654","0.422524687805423","0.482085873067657","3"
"Reasonable","2001","North Rhine-Westphalia","vocational + Abi","65","0.462006211730478","0.381412350786697","0.542600072674259","3"
"Reasonable","2001","Hesse","vocational + Abi","21","","","","3"
"Reasonable","2001","Hesse","higher vocational","20","","","","3"
"Reasonable","2001","Hesse","higher education","59","0.544765801358327","0.452538088692453","0.636993514024201","3"
"Reasonable","2001","Rhineland-Palatinate,Saarland","in school","11","","","","3"
"Reasonable","2001","Rhineland-Palatinate,Saarland","inadequately","3","","","","3"
"Reasonable","2001","Rhineland-Palatinate,Saarland","general elemantary","59","0.448108280515524","0.365731939649903","0.530484621381144","3"
"Reasonable","2001","Lower Saxony","in school","9","","","","3"
"Reasonable","2001","Lower Saxony","middle vocational","217","0.378277272965456","0.339761116606054","0.416793429324859","3"
"Reasonable","2001","Lower Saxony","vocational + Abi","21","","","","3"
"Reasonable","2001","Bremen","general elemantary","2","","","","3"
"Reasonable","2001","Schleswig-Holstein","general elemantary","25","","","","3"
"Reasonable","2001","Schleswig-Holstein","middle vocational","103","0.465514146875549","0.398839087634776","0.532189206116323","3"
"Reasonable","2001","Schleswig-Holstein","vocational + Abi","10","","","","3"
"Reasonable","2001","Schleswig-Holstein","higher vocational","17","","","","3"
"Reasonable","2001","Schleswig-Holstein","higher education","26","","","","3"
"Reasonable","2001","Hamburg","in school","","","","","3"
"Reasonable","2001","Hamburg","inadequately","","","","","3"
"Reasonable","2001","Hamburg","general elemantary","","","","","3"
"Reasonable","2001","Hamburg","middle vocational","8","","","","3"
"Reasonable","2001","Lower Saxony","higher vocational","33","0.367037533478556","0.265168289458334","0.468906777498779","3"
"Reasonable","2001","Lower Saxony","higher education","55","0.372041012618419","0.29168807846532","0.452393946771519","3"
"Reasonable","2001","Bremen","in school","","","","","3"
"Reasonable","2001","North Rhine-Westphalia","higher vocational","74","0.364034252505842","0.295437244072772","0.432631260938913","3"
"Reasonable","2001","North Rhine-Westphalia","higher education","147","0.380472947019684","0.329463513801985","0.431482380237383","3"
"Reasonable","2001","Hesse","in school","7","","","","3"
"Reasonable","2001","Hesse","inadequately","","","","","3"
"Reasonable","2001","Hesse","general elemantary","42","0.55845794185336","0.452892953841125","0.664022929865596","3"
"Reasonable","2001","Hesse","middle vocational","183","0.433620198651302","0.385767315040654","0.481473082261949","3"
"Reasonable","2001","Rhineland-Palatinate,Saarland","middle vocational","201","0.461167571424436","0.41531365791251","0.507021484936361","3"
"Reasonable","2001","Rhineland-Palatinate,Saarland","vocational + Abi","13","","","","3"
"Reasonable","2001","Rhineland-Palatinate,Saarland","higher vocational","25","","","","3"
"Reasonable","2001","Rhineland-Palatinate,Saarland","higher education","41","0.491357474968962","0.391353424312873","0.591361525625052","3"
"Reasonable","2001","Baden-Württemberg","in school","25","","","","3"
"Reasonable","2001","Baden-Württemberg","inadequately","12","","","","3"
"Reasonable","2001","Baden-Württemberg","general elemantary","101","0.442228080661914","0.375686565523092","0.508769595800735","3"
"Reasonable","2001","Baden-Württemberg","middle vocational","334","0.546006615240978","0.507282193350636","0.58473103713132","3"
"Reasonable","2001","Baden-Württemberg","vocational + Abi","27","","","","3"
"Reasonable","2001","Baden-Württemberg","higher vocational","57","0.553149692936293","0.463823879757497","0.64247550611509","3"
"Reasonable","2001","Bavaria","vocational + Abi","33","0.545079526316644","0.419079643245917","0.671079409387372","3"
"Reasonable","2001","Bavaria","higher vocational","70","0.5391033623975","0.456826764620012","0.621379960174988","3"
"Reasonable","2001","Bavaria","higher education","110","0.434489257322853","0.37340943266577","0.495569081979936","3"
"Reasonable","2001","Berlin","in school","2","","","","3"
"Reasonable","2001","Berlin","inadequately","","","","","3"
"Reasonable","2001","Berlin","general elemantary","","","","","3"
"Reasonable","2001","Berlin","middle vocational","10","","","","3"
"Reasonable","2001","Berlin","vocational + Abi","9","","","","3"
"Reasonable","2001","Berlin","higher vocational","3","","","","3"
"Reasonable","2001","Berlin","higher education","21","","","","3"
"Reasonable","2001","Brandenburg","in school","9","","","","3"
"Reasonable","2001","Brandenburg","inadequately","","","","","3"
"Reasonable","2001","Brandenburg","general elemantary","16","","","","3"
"Reasonable","2001","Brandenburg","middle vocational","115","0.507618737506758","0.440001406427576","0.575236068585939","3"
"Reasonable","2001","Brandenburg","vocational + Abi","4","","","","3"
"Reasonable","2001","Brandenburg","higher vocational","12","","","","3"
"Reasonable","2001","Brandenburg","higher education","52","0.449176427650212","0.357464967820481","0.540887887479942","3"
"Reasonable","2001","Mecklenburg-Western Pomerania","in school","1","","","","3"
"Reasonable","2001","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"Reasonable","2001","Mecklenburg-Western Pomerania","general elemantary","4","","","","3"
"Reasonable","2001","Mecklenburg-Western Pomerania","middle vocational","35","0.312430043659586","0.229847121430643","0.395012965888529","3"
"Reasonable","2001","Mecklenburg-Western Pomerania","vocational + Abi","2","","","","3"
"Reasonable","2001","Mecklenburg-Western Pomerania","higher vocational","8","","","","3"
"Reasonable","2001","Mecklenburg-Western Pomerania","higher education","18","","","","3"
"Reasonable","2001","Saxony","in school","7","","","","3"
"Reasonable","2001","Saxony","inadequately","","","","","3"
"Reasonable","2001","Saxony","general elemantary","21","","","","3"
"Reasonable","2001","Saxony","middle vocational","158","0.398745602596802","0.348786803062427","0.448704402131177","3"
"Reasonable","2001","Saxony","vocational + Abi","10","","","","3"
"Reasonable","2001","Saxony","higher vocational","35","0.467432299433556","0.355259368898507","0.579605229968604","3"
"Reasonable","2001","Saxony","higher education","60","0.408553317132524","0.331415390302001","0.485691243963047","3"
"Reasonable","2001","Saxony-Anhalt","in school","10","","","","3"
"Reasonable","2001","Saxony-Anhalt","inadequately","1","","","","3"
"Reasonable","2001","Saxony-Anhalt","general elemantary","14","","","","3"
"Reasonable","2001","Saxony-Anhalt","middle vocational","135","0.521374135342836","0.462652449355472","0.5800958213302","3"
"Reasonable","2001","Saxony-Anhalt","vocational + Abi","2","","","","3"
"Reasonable","2001","Saxony-Anhalt","higher vocational","24","","","","3"
"Reasonable","2001","Saxony-Anhalt","higher education","68","0.56580059425979","0.479934952894557","0.651666235625023","3"
"Reasonable","2001","Baden-Württemberg","higher education","91","0.459544417871973","0.392617312765931","0.526471522978014","3"
"Reasonable","2001","Bavaria","in school","18","","","","3"
"Reasonable","2001","Bavaria","inadequately","4","","","","3"
"Reasonable","2001","Bavaria","general elemantary","121","0.519180131032714","0.452395105584384","0.585965156481044","3"
"Reasonable","2001","Bavaria","middle vocational","515","0.515457492027485","0.483925834281181","0.54698914977379","3"
"Reasonable","2001","Thuringia","in school","12","","","","3"
"Reasonable","2001","Thuringia","inadequately","","","","","3"
"Reasonable","2001","Thuringia","general elemantary","21","","","","3"
"Reasonable","2001","Thuringia","middle vocational","201","0.644437585020802","0.592072244838316","0.696802925203289","3"
"Reasonable","2001","Thuringia","vocational + Abi","3","","","","3"
"Reasonable","2001","Thuringia","higher vocational","16","","","","3"
"Reasonable","2001","Thuringia","higher education","57","0.530421069806514","0.435413142639448","0.62542899697358","3"
"Slightly Expensive","2001","Schleswig-Holstein","in school","2","","","","4"
"Slightly Expensive","2001","Schleswig-Holstein","inadequately","","","","","4"
"Slightly Expensive","2001","Schleswig-Holstein","general elemantary","2","","","","4"
"Slightly Expensive","2001","Schleswig-Holstein","middle vocational","6","","","","4"
"Slightly Expensive","2001","Schleswig-Holstein","vocational + Abi","3","","","","4"
"Slightly Expensive","2001","Schleswig-Holstein","higher vocational","3","","","","4"
"Slightly Expensive","2001","Schleswig-Holstein","higher education","2","","","","4"
"Slightly Expensive","2001","Hamburg","in school","","","","","4"
"Slightly Expensive","2001","Hamburg","inadequately","","","","","4"
"Slightly Expensive","2001","Hamburg","general elemantary","","","","","4"
"Slightly Expensive","2001","Hamburg","middle vocational","3","","","","4"
"Slightly Expensive","2001","Hamburg","vocational + Abi","","","","","4"
"Slightly Expensive","2001","Hamburg","higher vocational","1","","","","4"
"Slightly Expensive","2001","Hamburg","higher education","3","","","","4"
"Slightly Expensive","2001","Lower Saxony","in school","2","","","","4"
"Slightly Expensive","2001","Lower Saxony","inadequately","","","","","4"
"Slightly Expensive","2001","Lower Saxony","general elemantary","4","","","","4"
"Slightly Expensive","2001","Lower Saxony","middle vocational","28","","","","4"
"Slightly Expensive","2001","Lower Saxony","vocational + Abi","","","","","4"
"Slightly Expensive","2001","Lower Saxony","higher vocational","4","","","","4"
"Slightly Expensive","2001","Lower Saxony","higher education","11","","","","4"
"Slightly Expensive","2001","Bremen","in school","","","","","4"
"Slightly Expensive","2001","Bremen","inadequately","","","","","4"
"Slightly Expensive","2001","Bremen","general elemantary","2","","","","4"
"Slightly Expensive","2001","Bremen","middle vocational","6","","","","4"
"Slightly Expensive","2001","Bremen","vocational + Abi","1","","","","4"
"Slightly Expensive","2001","Bremen","higher vocational","2","","","","4"
"Slightly Expensive","2001","Bremen","higher education","","","","","4"
"Slightly Expensive","2001","North Rhine-Westphalia","in school","5","","","","4"
"Slightly Expensive","2001","North Rhine-Westphalia","inadequately","","","","","4"
"Slightly Expensive","2001","North Rhine-Westphalia","general elemantary","19","","","","4"
"Slightly Expensive","2001","Rhineland-Palatinate,Saarland","higher education","8","","","","4"
"Slightly Expensive","2001","Baden-Württemberg","in school","2","","","","4"
"Slightly Expensive","2001","Baden-Württemberg","inadequately","2","","","","4"
"Slightly Expensive","2001","Baden-Württemberg","general elemantary","24","","","","4"
"Slightly Expensive","2001","Baden-Württemberg","middle vocational","59","0.0833238834430907","0.061828067349715","0.104819699536466","4"
"Slightly Expensive","2001","Baden-Württemberg","vocational + Abi","9","","","","4"
"Slightly Expensive","2001","Baden-Württemberg","higher vocational","13","","","","4"
"Slightly Expensive","2001","Baden-Württemberg","higher education","19","","","","4"
"Slightly Expensive","2001","Bavaria","in school","3","","","","4"
"Slightly Expensive","2001","Bavaria","inadequately","","","","","4"
"Slightly Expensive","2001","Bavaria","general elemantary","10","","","","4"
"Slightly Expensive","2001","Bavaria","middle vocational","64","0.0741565784449321","0.0576244774926717","0.0906886793971926","4"
"Slightly Expensive","2001","Bavaria","vocational + Abi","8","","","","4"
"Slightly Expensive","2001","Bavaria","higher vocational","9","","","","4"
"Slightly Expensive","2001","Saxony","vocational + Abi","","","","","4"
"Slightly Expensive","2001","Saxony","higher vocational","4","","","","4"
"Slightly Expensive","2001","Saxony","higher education","17","","","","4"
"Slightly Expensive","2001","Saxony-Anhalt","in school","3","","","","4"
"Slightly Expensive","2001","North Rhine-Westphalia","middle vocational","87","0.0780006301186142","0.0619547849327602","0.0940464753044682","4"
"Slightly Expensive","2001","North Rhine-Westphalia","vocational + Abi","18","","","","4"
"Slightly Expensive","2001","North Rhine-Westphalia","higher vocational","16","","","","4"
"Slightly Expensive","2001","North Rhine-Westphalia","higher education","34","0.0945066590347718","0.063771723632161","0.125241594437383","4"
"Slightly Expensive","2001","Hesse","in school","2","","","","4"
"Slightly Expensive","2001","Hesse","inadequately","","","","","4"
"Slightly Expensive","2001","Hesse","general elemantary","5","","","","4"
"Slightly Expensive","2001","Hesse","middle vocational","34","0.0771421458466109","0.0513781780852368","0.102906113607985","4"
"Slightly Expensive","2001","Hesse","vocational + Abi","7","","","","4"
"Slightly Expensive","2001","Hesse","higher vocational","3","","","","4"
"Slightly Expensive","2001","Hesse","higher education","13","","","","4"
"Slightly Expensive","2001","Rhineland-Palatinate,Saarland","in school","3","","","","4"
"Slightly Expensive","2001","Rhineland-Palatinate,Saarland","inadequately","","","","","4"
"Slightly Expensive","2001","Rhineland-Palatinate,Saarland","general elemantary","15","","","","4"
"Slightly Expensive","2001","Rhineland-Palatinate,Saarland","middle vocational","27","","","","4"
"Slightly Expensive","2001","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","4"
"Slightly Expensive","2001","Rhineland-Palatinate,Saarland","higher vocational","3","","","","4"
"Slightly Expensive","2001","Bavaria","higher education","16","","","","4"
"Slightly Expensive","2001","Berlin","in school","1","","","","4"
"Slightly Expensive","2001","Berlin","inadequately","","","","","4"
"Slightly Expensive","2001","Berlin","general elemantary","1","","","","4"
"Slightly Expensive","2001","Berlin","middle vocational","13","","","","4"
"Slightly Expensive","2001","Berlin","vocational + Abi","1","","","","4"
"Slightly Expensive","2001","Berlin","higher vocational","2","","","","4"
"Slightly Expensive","2001","Berlin","higher education","5","","","","4"
