"hlf0094","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Too Expensive","2007","no migration background","West Germany","67","0.00825778487117867","0.00624417005807144","0.0102713996842859","5"
"Too Expensive","2007","no migration background","East Germany","63","0.0313231173710811","0.0243087659994691","0.0383374687426931","5"
"Too Expensive","2007","direct migration background","West Germany","20","","","","5"
"Too Expensive","2007","direct migration background","East Germany","","","","","5"
"Too Expensive","2007","indirect migration background","West Germany","8","","","","5"
"Too Expensive","2007","indirect migration background","East Germany","","","","","5"
"Very Inexpensive","2007","no migration background","West Germany","915","0.109253894361973","0.102312597085708","0.116195191638237","1"
"Very Inexpensive","2007","no migration background","East Germany","151","0.064286483609691","0.0544101250705682","0.0741628421488139","1"
"Very Inexpensive","2007","direct migration background","West Germany","60","0.0670510688077562","0.0487566904341495","0.085345447181363","1"
"Very Inexpensive","2007","direct migration background","East Germany","","","","","1"
"Very Inexpensive","2007","indirect migration background","West Germany","21","","","","1"
"Very Inexpensive","2007","indirect migration background","East Germany","1","","","","1"
"Inexpensive","2008","no migration background","West Germany","2130","0.277427936334857","0.267226815070908","0.287629057598805","2"
"Inexpensive","2008","no migration background","East Germany","592","0.27063420912448","0.252239572891659","0.289028845357302","2"
"Inexpensive","2008","direct migration background","West Germany","177","0.254583493899992","0.22154848077769","0.287618507022295","2"
"Inexpensive","2008","direct migration background","East Germany","13","","","","2"
"Inexpensive","2008","indirect migration background","East Germany","8","","","","2"
"Inexpensive","2008","indirect migration background","West Germany","83","0.207278114894525","0.161711323519873","0.252844906269178","2"
"Reasonable","2008","no migration background","West Germany","3687","0.502234394307787","0.490842448797189","0.513626339818384","3"
"Reasonable","2008","no migration background","East Germany","1174","0.496307532529552","0.475606818580167","0.517008246478937","3"
"Reasonable","2008","direct migration background","West Germany","357","0.528737539836082","0.490883576616002","0.566591503056161","3"
"Reasonable","2008","direct migration background","East Germany","14","","","","3"
"Reasonable","2008","indirect migration background","West Germany","153","0.570680059455597","0.515038642851036","0.626321476060157","3"
"Reasonable","2008","indirect migration background","East Germany","8","","","","3"
"Slightly Expensive","2008","no migration background","West Germany","555","0.0834458001477291","0.0771447411101264","0.0897468591853318","4"
"Slightly Expensive","2008","no migration background","East Germany","259","0.126325428210236","0.112570846102279","0.140080010318192","4"
"Slightly Expensive","2008","direct migration background","West Germany","81","0.140130409795967","0.113806987509538","0.166453832082395","4"
"Slightly Expensive","2008","direct migration background","East Germany","","","","","4"
"Slightly Expensive","2008","indirect migration background","West Germany","39","0.127904509811835","0.0903608809190606","0.16544813870461","4"
"Slightly Expensive","2008","indirect migration background","East Germany","2","","","","4"
"Too Expensive","2008","no migration background","West Germany","82","0.0117897538528362","0.00933046649995508","0.0142490412057173","5"
"Too Expensive","2008","no migration background","East Germany","47","0.0239869715523565","0.0176520290091543","0.0303219140955587","5"
"Too Expensive","2008","direct migration background","West Germany","7","","","","5"
"Too Expensive","2008","direct migration background","East Germany","1","","","","5"
"Too Expensive","2008","indirect migration background","West Germany","6","","","","5"
"Too Expensive","2008","indirect migration background","East Germany","","","","","5"
"Very Inexpensive","2008","no migration background","West Germany","946","0.125102115356791","0.11756433912","0.132639891593583","1"
"Very Inexpensive","2008","no migration background","East Germany","169","0.0827458585833758","0.0713395494746299","0.0941521676921217","1"
"Very Inexpensive","2008","direct migration background","West Germany","46","0.0691901081720472","0.0499453543699368","0.0884348619741576","1"
"Very Inexpensive","2008","direct migration background","East Germany","","","","","1"
"Very Inexpensive","2008","indirect migration background","West Germany","23","","","","1"
"Very Inexpensive","2008","indirect migration background","East Germany","1","","","","1"
"Inexpensive","2009","no migration background","West Germany","2062","0.301007175772891","0.290203712861953","0.311810638683829","2"
"Inexpensive","2009","no migration background","East Germany","616","0.277305183336372","0.258413116119366","0.296197250553378","2"
"Inexpensive","2009","direct migration background","West Germany","161","0.27888657311278","0.243211133008556","0.314562013217004","2"
"Inexpensive","2009","direct migration background","East Germany","8","","","","2"
"Inexpensive","2009","indirect migration background","East Germany","2","","","","2"
"Inexpensive","2009","indirect migration background","West Germany","70","0.308697702579072","0.25369751833292","0.363697886825225","2"
"Reasonable","2009","no migration background","East Germany","1069","0.473700528077785","0.452629223726869","0.494771832428702","3"
"Reasonable","2009","no migration background","West Germany","3410","0.484641032938361","0.472870307990067","0.496411757886655","3"
"Reasonable","2009","direct migration background","West Germany","321","0.498068630820601","0.458292685513613","0.537844576127588","3"
"Reasonable","2009","direct migration background","East Germany","15","","","","3"
"Reasonable","2009","indirect migration background","East Germany","19","","","","3"
"Reasonable","2009","indirect migration background","West Germany","134","0.434977575623219","0.375953428296792","0.494001722949647","3"
"Slightly Expensive","2009","no migration background","West Germany","501","0.0766581867612351","0.0703920665132793","0.082924307009191","4"
"Slightly Expensive","2009","no migration background","East Germany","247","0.11114079641065","0.0978767431359011","0.1244048496854","4"
"Slightly Expensive","2009","direct migration background","West Germany","73","0.141770970432916","0.114021864057936","0.169520076807896","4"
"Slightly Expensive","2009","direct migration background","East Germany","2","","","","4"
"Slightly Expensive","2009","indirect migration background","West Germany","39","0.148112130453012","0.1058209334899","0.190403327416123","4"
"Slightly Expensive","2009","indirect migration background","East Germany","1","","","","4"
"Too Expensive","2009","no migration background","West Germany","61","0.0096906224555075","0.00738334679423487","0.0119978981167801","5"
"Too Expensive","2009","no migration background","East Germany","38","0.0344159101100924","0.0267228752848612","0.0421089449353235","5"
"Too Expensive","2009","direct migration background","West Germany","5","","","","5"
"Too Expensive","2009","direct migration background","East Germany","1","","","","5"
"Too Expensive","2009","indirect migration background","West Germany","9","","","","5"
"Too Expensive","2009","indirect migration background","East Germany","","","","","5"
"Very Inexpensive","2009","no migration background","West Germany","891","0.128002982072005","0.120134232102761","0.135871732041249","1"
"Very Inexpensive","2009","no migration background","East Germany","187","0.1034375820651","0.0905861222209068","0.116289041909294","1"
"Very Inexpensive","2009","direct migration background","West Germany","47","0.0778047057128705","0.0564954574785825","0.0991139539471585","1"
"Very Inexpensive","2009","direct migration background","East Germany","2","","","","1"
"Very Inexpensive","2009","indirect migration background","West Germany","19","","","","1"
"Very Inexpensive","2009","indirect migration background","East Germany","1","","","","1"
"Inexpensive","2010","no migration background","West Germany","2454","0.292548555149364","0.282841190045561","0.302255920253167","2"
"Inexpensive","2010","no migration background","East Germany","612","0.258613587610502","0.24100338856619","0.276223786654815","2"
"Inexpensive","2010","direct migration background","West Germany","205","0.201354384916947","0.175622898725961","0.227085871107933","2"
"Inexpensive","2010","direct migration background","East Germany","8","","","","2"
"Inexpensive","2010","indirect migration background","West Germany","107","0.291317544642774","0.248170361065796","0.334464728219752","2"
"Inexpensive","2010","indirect migration background","East Germany","6","","","","2"
"Reasonable","2010","no migration background","West Germany","4296","0.501858209550131","0.491189274491754","0.512527144608508","3"
"Reasonable","2010","no migration background","East Germany","1226","0.529847496403605","0.509774550976123","0.549920441831088","3"
"Reasonable","2010","direct migration background","West Germany","507","0.566176233443606","0.53437530812495","0.597977158762263","3"
"Reasonable","2010","direct migration background","East Germany","20","","","","3"
"Reasonable","2010","indirect migration background","West Germany","230","0.519706661614653","0.472263271454047","0.567150051775258","3"
"Reasonable","2010","indirect migration background","East Germany","16","","","","3"
"Slightly Expensive","2010","no migration background","West Germany","675","0.078473634118484","0.0727355114034994","0.0842117568334686","4"
"Slightly Expensive","2010","no migration background","East Germany","306","0.122542927286457","0.109355097025628","0.135730757547287","4"
"Slightly Expensive","2010","direct migration background","East Germany","2","","","","4"
"Slightly Expensive","2010","direct migration background","West Germany","120","0.158395120559989","0.134967278317564","0.181822962802413","4"
"Slightly Expensive","2010","indirect migration background","East Germany","","","","","4"
"Slightly Expensive","2010","indirect migration background","West Germany","54","0.0959307582419697","0.0679652267886435","0.123896289695296","4"
"Too Expensive","2010","no migration background","West Germany","110","0.0125680956164367","0.010191023365925","0.0149451678669485","5"
"Too Expensive","2010","no migration background","East Germany","50","0.0229059028189847","0.0168892051991246","0.0289226004388447","5"
"Too Expensive","2010","direct migration background","West Germany","26","","","","5"
"Too Expensive","2010","direct migration background","East Germany","","","","","5"
"Too Expensive","2010","indirect migration background","West Germany","9","","","","5"
"Too Expensive","2010","indirect migration background","East Germany","","","","","5"
"Very Inexpensive","2010","no migration background","West Germany","902","0.114551505565584","0.10775577551085","0.121347235620318","1"
"Very Inexpensive","2010","no migration background","East Germany","181","0.0660900858804502","0.0560984422668719","0.0760817294940285","1"
"Very Inexpensive","2010","direct migration background","West Germany","75","0.0557128445449015","0.0409952451751644","0.0704304439146386","1"
"Very Inexpensive","2010","direct migration background","East Germany","2","","","","1"
"Very Inexpensive","2010","indirect migration background","West Germany","26","","","","1"
"Very Inexpensive","2010","indirect migration background","East Germany","3","","","","1"
"Inexpensive","2011","no migration background","West Germany","3126","0.303261471940218","0.294408367191215","0.312114576689221","2"
"Inexpensive","2011","no migration background","East Germany","683","0.257889550746044","0.241320640291619","0.274458461200469","2"
"Inexpensive","2011","direct migration background","West Germany","252","0.225377057719443","0.200862953737518","0.249891161701368","2"
"Inexpensive","2011","indirect migration background","West Germany","111","0.198652793592308","0.163750502647212","0.233555084537403","2"
"Inexpensive","2011","indirect migration background","East Germany","11","","","","2"
"Inexpensive","2011","direct migration background","East Germany","12","","","","2"
"Reasonable","2011","no migration background","West Germany","5219","0.503992257141213","0.494362657521661","0.513621856760764","3"
"Reasonable","2011","no migration background","East Germany","1440","0.536689802590927","0.517803784298841","0.555575820883013","3"
"Reasonable","2011","direct migration background","West Germany","634","0.570492723222287","0.541450737244161","0.599534709200413","3"
"Reasonable","2011","direct migration background","East Germany","24","","","","3"
"Reasonable","2011","indirect migration background","West Germany","269","0.569730611184378","0.526419309681276","0.613041912687479","3"
"Reasonable","2011","indirect migration background","East Germany","15","","","","3"
"Slightly Expensive","2011","no migration background","West Germany","815","0.0787607191034138","0.0735728007774932","0.0839486374293345","4"
"Slightly Expensive","2011","no migration background","East Germany","316","0.119022207123508","0.106758005407458","0.131286408839558","4"
"Slightly Expensive","2011","direct migration background","West Germany","113","0.0995695267413673","0.082002255481668","0.117136798001067","4"
"Slightly Expensive","2011","indirect migration background","West Germany","68","0.127659766157376","0.0984676077900844","0.156851924524667","4"
"Slightly Expensive","2011","direct migration background","East Germany","3","","","","4"
"Slightly Expensive","2011","indirect migration background","East Germany","3","","","","4"
"Too Expensive","2011","no migration background","West Germany","124","0.0118014404928986","0.00972154416189631","0.0138813368239009","5"
"Too Expensive","2011","no migration background","East Germany","66","0.021191718954148","0.0157369706616966","0.0266464672465994","5"
"Too Expensive","2011","direct migration background","West Germany","18","","","","5"
"Too Expensive","2011","direct migration background","East Germany","","","","","5"
"Too Expensive","2011","indirect migration background","West Germany","13","","","","5"
"Too Expensive","2011","indirect migration background","East Germany","","","","","5"
"Very Inexpensive","2011","no migration background","West Germany","1072","0.102184111322257","0.0963505012111341","0.108017721433379","1"
"Very Inexpensive","2011","no migration background","East Germany","173","0.0652067205853733","0.0558559635029042","0.0745574776678423","1"
"Very Inexpensive","2011","direct migration background","West Germany","99","0.0933011321868829","0.0762367335753146","0.110365530798451","1"
"Very Inexpensive","2011","direct migration background","East Germany","","","","","1"
"Very Inexpensive","2011","indirect migration background","West Germany","41","0.0795374655275414","0.0558681791359529","0.10320675191913","1"
"Very Inexpensive","2011","indirect migration background","East Germany","","","","","1"
"Inexpensive","2012","no migration background","West Germany","3060","0.292324680025612","0.283496260876622","0.301153099174603","2"
"Inexpensive","2012","no migration background","East Germany","725","0.260571520133644","0.243699271087745","0.277443769179543","2"
"Inexpensive","2012","direct migration background","West Germany","308","0.295611839522972","0.268447422708742","0.322776256337202","2"
"Inexpensive","2012","direct migration background","East Germany","6","","","","2"
"Inexpensive","2012","indirect migration background","West Germany","128","0.247495354489706","0.209856142679958","0.285134566299453","2"
"Inexpensive","2012","indirect migration background","East Germany","8","","","","2"
"Reasonable","2012","no migration background","West Germany","5194","0.512722567639848","0.503020539199454","0.522424596080242","3"
"Reasonable","2012","no migration background","East Germany","1369","0.545506706388366","0.526367443677438","0.564645969099294","3"
"Reasonable","2012","direct migration background","West Germany","533","0.463677595147431","0.433991404269176","0.493363786025686","3"
"Reasonable","2012","direct migration background","East Germany","19","","","","3"
"Reasonable","2012","indirect migration background","East Germany","14","","","","3"
"Reasonable","2012","indirect migration background","West Germany","270","0.537351230726555","0.493864452708348","0.580838008744763","3"
"Slightly Expensive","2012","no migration background","West Germany","736","0.0758451104702469","0.0707062200796175","0.0809840008608763","4"
"Slightly Expensive","2012","direct migration background","West Germany","149","0.152374950040914","0.130980943239904","0.173768956841924","4"
"Slightly Expensive","2012","no migration background","East Germany","307","0.121137400978628","0.108595567382161","0.133679234575095","4"
"Slightly Expensive","2012","direct migration background","East Germany","8","","","","4"
"Slightly Expensive","2012","indirect migration background","West Germany","59","0.118556302947702","0.0903619576557868","0.146750648239618","4"
"Slightly Expensive","2012","indirect migration background","East Germany","1","","","","4"
"Too Expensive","2012","no migration background","West Germany","146","0.0148554253040222","0.0125072759995128","0.0172035746085315","5"
"Too Expensive","2012","no migration background","East Germany","44","0.0167478657737757","0.011815291861204","0.0216804396863474","5"
"Too Expensive","2012","direct migration background","West Germany","10","","","","5"
"Too Expensive","2012","direct migration background","East Germany","","","","","5"
"Too Expensive","2012","indirect migration background","West Germany","16","","","","5"
"Too Expensive","2012","indirect migration background","East Germany","","","","","5"
"Very Inexpensive","2012","no migration background","West Germany","1060","0.104252216560271","0.0983206597065185","0.110183773414023","1"
"Very Inexpensive","2012","no migration background","East Germany","155","0.0560365067255864","0.0471960532416728","0.0648769602095","1"
"Very Inexpensive","2012","direct migration background","West Germany","84","0.0778464972859615","0.0618967209200485","0.0937962736518744","1"
"Very Inexpensive","2012","direct migration background","East Germany","2","","","","1"
"Very Inexpensive","2012","indirect migration background","West Germany","32","0.0483065775239537","0.0296060408412029","0.0670071142067044","1"
"Very Inexpensive","2012","indirect migration background","East Germany","1","","","","1"
"Inexpensive","2013","no migration background","West Germany","2963","0.307369451378884","0.298166425683682","0.316572477074086","2"
"Inexpensive","2013","direct migration background","West Germany","418","0.274445810139717","0.253412199802031","0.295479420477404","2"
"Inexpensive","2013","no migration background","East Germany","702","0.286564360471489","0.268754469548145","0.304374251394833","2"
"Inexpensive","2013","direct migration background","East Germany","18","","","","2"
"Inexpensive","2013","indirect migration background","East Germany","6","","","","2"
"Inexpensive","2013","indirect migration background","West Germany","169","0.242890197604274","0.210893292425565","0.274887102782983","2"
"Reasonable","2013","no migration background","West Germany","4808","0.490430012246911","0.480458985004752","0.50040103948907","3"
"Reasonable","2013","no migration background","East Germany","1306","0.503606948605123","0.483913060118149","0.523300837092097","3"
"Reasonable","2013","direct migration background","West Germany","901","0.48534432359393","0.461786565638456","0.508902081549404","3"
"Reasonable","2013","direct migration background","East Germany","37","0.695186809787458","0.589589148255356","0.80078447131956","3"
"Reasonable","2013","indirect migration background","East Germany","18","","","","3"
"Reasonable","2013","indirect migration background","West Germany","368","0.552446813937875","0.515345344647865","0.589548283227885","3"
"Slightly Expensive","2013","no migration background","West Germany","720","0.0826734197526","0.077180611955886","0.088166227549314","4"
"Slightly Expensive","2013","no migration background","East Germany","235","0.115680369024648","0.103082205635632","0.128278532413665","4"
"Slightly Expensive","2013","direct migration background","West Germany","247","0.13456237472632","0.118477032619396","0.150647716833244","4"
"Slightly Expensive","2013","direct migration background","East Germany","11","","","","4"
"Slightly Expensive","2013","indirect migration background","East Germany","2","","","","4"
"Slightly Expensive","2013","indirect migration background","West Germany","76","0.101854506742604","0.0792868213879812","0.124422192097228","4"
"Too Expensive","2013","no migration background","West Germany","114","0.012539397923654","0.0103199360285365","0.0147588598187714","5"
"Too Expensive","2013","no migration background","East Germany","46","0.019395643788765","0.0139634934646527","0.0248277941128773","5"
"Too Expensive","2013","direct migration background","West Germany","30","0.0160624165595803","0.0101367145019571","0.0219881186172035","5"
"Too Expensive","2013","direct migration background","East Germany","1","","","","5"
"Too Expensive","2013","indirect migration background","West Germany","20","","","","5"
"Too Expensive","2013","indirect migration background","East Germany","","","","","5"
"Very Inexpensive","2013","no migration background","West Germany","1051","0.106987718697951","0.10082254748533","0.113152889910572","1"
"Very Inexpensive","2013","no migration background","East Germany","187","0.0747526781099742","0.0643937440774353","0.0851116121425131","1"
"Very Inexpensive","2013","direct migration background","West Germany","133","0.0895850749804524","0.0761237406854933","0.103046409275411","1"
"Very Inexpensive","2013","direct migration background","East Germany","6","","","","1"
"Very Inexpensive","2013","indirect migration background","West Germany","57","0.0811205921617295","0.0607493101361851","0.101491874187274","1"
"Very Inexpensive","2013","indirect migration background","East Germany","2","","","","1"
"Inexpensive","2014","no migration background","West Germany","2689","0.302993265809198","0.293419950492445","0.312566581125951","2"
"Inexpensive","2014","direct migration background","West Germany","432","0.31166860730458","0.288414432857305","0.334922781751856","2"
"Inexpensive","2014","indirect migration background","East Germany","8","","","","2"
"Inexpensive","2014","no migration background","East Germany","628","0.276727333798178","0.2582128968119","0.295241770784457","2"
"Inexpensive","2014","direct migration background","East Germany","18","","","","2"
"Inexpensive","2014","indirect migration background","West Germany","157","0.243448115413525","0.209335197549921","0.277561033277129","2"
"Reasonable","2014","no migration background","West Germany","4413","0.482118011230166","0.471708760487362","0.492527261972969","3"
"Reasonable","2014","no migration background","East Germany","1205","0.526524597085505","0.505861686441596","0.547187507729414","3"
"Reasonable","2014","direct migration background","West Germany","784","0.45107981844657","0.426097260400294","0.476062376492846","3"
"Reasonable","2014","direct migration background","East Germany","35","0.458335361138263","0.342437387856979","0.574233334419546","3"
"Reasonable","2014","indirect migration background","East Germany","19","","","","3"
"Reasonable","2014","indirect migration background","West Germany","329","0.535589547553248","0.495946837075389","0.575232258031107","3"
"Slightly Expensive","2014","no migration background","West Germany","596","0.0820900079851782","0.0763716335919046","0.0878083823784518","4"
"Slightly Expensive","2014","no migration background","East Germany","199","0.1005946535988","0.0881466806350456","0.113042626562554","4"
"Slightly Expensive","2014","direct migration background","West Germany","159","0.124033076094607","0.107484210883873","0.140581941305341","4"
"Slightly Expensive","2014","direct migration background","East Germany","3","","","","4"
"Slightly Expensive","2014","indirect migration background","West Germany","63","0.110185781711677","0.0852967070523162","0.135074856371038","4"
"Slightly Expensive","2014","indirect migration background","East Germany","2","","","","4"
"Too Expensive","2014","no migration background","West Germany","97","0.0116294193377757","0.00939602038207762","0.0138628182934738","5"
"Too Expensive","2014","no migration background","East Germany","31","0.016257730227546","0.0110240874444978","0.0214913730105942","5"
"Too Expensive","2014","direct migration background","West Germany","37","0.0171722190060629","0.010649817512144","0.0236946204999819","5"
"Too Expensive","2014","direct migration background","East Germany","9","","","","5"
"Too Expensive","2014","indirect migration background","West Germany","11","","","","5"
"Too Expensive","2014","indirect migration background","East Germany","","","","","5"
"Very Inexpensive","2014","no migration background","West Germany","1057","0.121169295637683","0.11437137185629","0.127967219419075","1"
"Very Inexpensive","2014","no migration background","East Germany","180","0.0798956852899713","0.0686751480630873","0.0911162225168553","1"
"Very Inexpensive","2014","direct migration background","West Germany","112","0.0960462791481802","0.0812528458348025","0.110839712461558","1"
"Very Inexpensive","2014","direct migration background","East Germany","6","","","","1"
"Very Inexpensive","2014","indirect migration background","West Germany","48","0.099610037535355","0.0758053121541203","0.12341476291659","1"
"Very Inexpensive","2014","indirect migration background","East Germany","4","","","","1"
