"hlf0071_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Just right","2003","higher education","Urban Area","2149","0.647174237374559","0.63037466060471","0.663973814144409","3"
"Just right","2003","higher education","Rural Area","903","0.698880174030616","0.673499844079818","0.724260503981415","3"
"Much too big","2003","in school","Urban Area","2","","","","5"
"Much too big","2003","in school","Rural Area","3","","","","5"
"Much too big","2003","inadequately","Urban Area","1","","","","5"
"Much too big","2003","inadequately","Rural Area","","","","","5"
"Much too big","2003","general elemantary","Urban Area","28","","","","5"
"Much too big","2003","general elemantary","Rural Area","5","","","","5"
"Much too big","2003","middle vocational","Urban Area","79","0.00988081776729956","0.00759026238159019","0.0121713731530089","5"
"Much too big","2003","middle vocational","Rural Area","37","0.0104838231827189","0.00732309341996259","0.0136445529454751","5"
"Much too big","2003","vocational + Abi","Urban Area","10","","","","5"
"Much too big","2003","vocational + Abi","Rural Area","3","","","","5"
"Much too big","2003","higher vocational","Urban Area","10","","","","5"
"Much too big","2003","higher vocational","Rural Area","8","","","","5"
"Much too big","2003","higher education","Urban Area","36","0.0114579733533671","0.00771635869186825","0.0151995880148659","5"
"Much too big","2003","higher education","Rural Area","10","","","","5"
"Much too small","2003","in school","Urban Area","5","","","","1"
"Much too small","2003","in school","Rural Area","3","","","","1"
"Much too small","2003","inadequately","Urban Area","12","","","","1"
"Much too small","2003","inadequately","Rural Area","2","","","","1"
"Much too small","2003","general elemantary","Urban Area","51","0.0204654730206986","0.0140465198367265","0.0268844262046708","1"
"Much too small","2003","general elemantary","Rural Area","8","","","","1"
"Much too small","2003","middle vocational","Urban Area","138","0.0218466594754664","0.0184613638007147","0.0252319551502181","1"
"Much too small","2003","middle vocational","Rural Area","39","0.00769107001389564","0.00498004886762393","0.0104020911601674","1"
"Much too small","2003","vocational + Abi","Urban Area","18","","","","1"
"Much too small","2003","vocational + Abi","Rural Area","9","","","","1"
"Much too small","2003","higher vocational","Urban Area","18","","","","1"
"Much too small","2003","higher vocational","Rural Area","6","","","","1"
"Much too small","2003","higher education","Urban Area","49","0.020457307293023","0.0154805838806129","0.025434030705433","1"
"Much too small","2003","higher education","Rural Area","7","","","","1"
"A little too big","2004","in school","Urban Area","29","","","","4"
"A little too big","2004","in school","Rural Area","18","","","","4"
"A little too big","2004","inadequately","Urban Area","5","","","","4"
"A little too big","2004","inadequately","Rural Area","2","","","","4"
"A little too big","2004","general elemantary","Urban Area","149","0.0862038195550689","0.0730314843331912","0.0993761547769465","4"
"A little too big","2004","general elemantary","Rural Area","73","0.0842291739961305","0.0654698701344563","0.102988477857805","4"
"A little too big","2004","middle vocational","Urban Area","649","0.100077852344957","0.0929983845105524","0.107157320179362","4"
"A little too big","2004","middle vocational","Rural Area","436","0.123632102703455","0.1133028483028","0.133961357104109","4"
"A little too big","2004","vocational + Abi","Urban Area","58","0.063035730930296","0.0471139558469104","0.0789575060136816","4"
"A little too big","2004","vocational + Abi","Rural Area","45","0.169644655807647","0.124625790511702","0.214663521103592","4"
"A little too big","2004","higher vocational","Urban Area","118","0.122705400918547","0.10288837521581","0.142522426621285","4"
"A little too big","2004","higher vocational","Rural Area","74","0.142534041838806","0.114252910129978","0.170815173547634","4"
"A little too big","2004","higher education","Urban Area","370","0.104946324106984","0.0940836310894153","0.115809017124553","4"
"A little too big","2004","higher education","Rural Area","186","0.152770739497056","0.132786667808793","0.172754811185319","4"
"A little too small","2004","in school","Urban Area","72","0.175381656288594","0.139968486043353","0.210794826533835","2"
"A little too small","2004","in school","Rural Area","31","0.229906387502049","0.170696463265071","0.289116311739027","2"
"A little too small","2004","inadequately","Urban Area","36","0.199701312288254","0.143590404227162","0.255812220349346","2"
"A little too small","2004","inadequately","Rural Area","4","","","","2"
"A little too small","2004","general elemantary","Urban Area","262","0.143154099912321","0.126716889765605","0.159591310059037","2"
"A little too small","2004","general elemantary","Rural Area","69","0.0763862216014215","0.0584452994790781","0.094327143723765","2"
"A little too small","2004","middle vocational","Urban Area","918","0.13164549565058","0.123669577528333","0.139621413772827","2"
"A little too small","2004","middle vocational","Rural Area","411","0.103784380379185","0.0942139301597639","0.113354830598607","2"
"A little too small","2004","vocational + Abi","Urban Area","169","0.187169222053591","0.161615517990715","0.212722926116468","2"
"A little too small","2004","vocational + Abi","Rural Area","36","0.11637856502325","0.0779138888500562","0.154843241196443","2"
"A little too small","2004","higher vocational","Urban Area","156","0.164002771283304","0.141638130980378","0.18636741158623","2"
"A little too small","2004","higher vocational","Rural Area","75","0.105728189740252","0.0808534119960183","0.130602967484486","2"
"A little too small","2004","higher education","Urban Area","499","0.182501793363532","0.168811702740469","0.196191883986594","2"
"A little too small","2004","higher education","Rural Area","134","0.124502318672619","0.106163150408939","0.142841486936298","2"
"Just right","2004","higher vocational","Urban Area","746","0.68368769138458","0.65559969037978","0.71177569238938","3"
"Just right","2004","higher vocational","Rural Area","425","0.718493695902548","0.682111862246645","0.754875529558451","3"
"Just right","2004","higher education","Urban Area","2110","0.685702177311831","0.669248317190168","0.702156037433494","3"
"Just right","2004","higher education","Rural Area","893","0.692252871346233","0.666614360122204","0.717891382570263","3"
"Just right","2004","in school","Urban Area","335","0.756887115005162","0.71694180716119","0.796832422849134","3"
"Just right","2004","in school","Rural Area","142","0.696387300159726","0.63168307898142","0.761091521338032","3"
"Just right","2004","inadequately","Urban Area","145","0.707532243788967","0.643684890306543","0.77137959727139","3"
"Just right","2004","inadequately","Rural Area","49","0.807660362001723","0.707931411758541","0.907389312244905","3"
"Just right","2004","general elemantary","Urban Area","1271","0.732212332974196","0.711430270005847","0.752994395942545","3"
"Just right","2004","general elemantary","Rural Area","684","0.819484690064634","0.793505866039889","0.845463514089378","3"
"Just right","2004","middle vocational","Urban Area","5165","0.741788574108331","0.731464361200466","0.752112787016196","3"
"Just right","2004","middle vocational","Rural Area","2981","0.755497193322892","0.74201009672922","0.768984289916564","3"
"Just right","2004","vocational + Abi","Urban Area","642","0.72429507205933","0.695018744143889","0.753571399974772","3"
"Just right","2004","vocational + Abi","Rural Area","176","0.671250535162472","0.614903987761751","0.727597082563192","3"
"Much too big","2004","in school","Urban Area","1","","","","5"
"Much too big","2004","in school","Rural Area","","","","","5"
"Much too big","2004","inadequately","Urban Area","","","","","5"
"Much too big","2004","inadequately","Rural Area","1","","","","5"
"Much too big","2004","general elemantary","Urban Area","14","","","","5"
"Much too big","2004","general elemantary","Rural Area","7","","","","5"
"Much too big","2004","middle vocational","Urban Area","64","0.00908962523033323","0.00685080444240265","0.0113284460182638","5"
"Much too big","2004","middle vocational","Rural Area","34","0.0103859028269657","0.00720452551228584","0.0135672801416455","5"
"Much too big","2004","vocational + Abi","Urban Area","10","","","","5"
"Much too big","2004","vocational + Abi","Rural Area","1","","","","5"
"Much too big","2004","higher vocational","Urban Area","13","","","","5"
"Much too big","2004","higher vocational","Rural Area","5","","","","5"
"Much too big","2004","higher education","Urban Area","44","0.0115760468008279","0.00778480819441668","0.0153672854072391","5"
"Much too big","2004","higher education","Rural Area","19","","","","5"
"Much too small","2004","in school","Urban Area","6","","","","1"
"Much too small","2004","in school","Rural Area","3","","","","1"
"Much too small","2004","inadequately","Urban Area","9","","","","1"
"Much too small","2004","inadequately","Rural Area","4","","","","1"
"Much too small","2004","general elemantary","Urban Area","48","0.0308676064438304","0.022750188950903","0.0389850239367579","1"
"Much too small","2004","general elemantary","Rural Area","9","","","","1"
"Much too small","2004","middle vocational","Urban Area","107","0.0173984526657986","0.0143140349481796","0.0204828703834176","1"
"Much too small","2004","middle vocational","Rural Area","39","0.00670042076750237","0.0041403540730674","0.00926048746193733","1"
"Much too small","2004","vocational + Abi","Urban Area","16","","","","1"
"Much too small","2004","vocational + Abi","Rural Area","9","","","","1"
"Much too small","2004","higher vocational","Urban Area","20","","","","1"
"Much too small","2004","higher vocational","Rural Area","8","","","","1"
"Much too small","2004","higher education","Urban Area","35","0.0152736584168253","0.0109269684458552","0.0196203483877955","1"
"Much too small","2004","higher education","Rural Area","13","","","","1"
"A little too big","2005","in school","Urban Area","25","","","","4"
"A little too big","2005","in school","Rural Area","14","","","","4"
"A little too big","2005","inadequately","Urban Area","6","","","","4"
"A little too big","2005","inadequately","Rural Area","5","","","","4"
"A little too big","2005","general elemantary","Urban Area","147","0.0860755680601584","0.0725217942915956","0.0996293418287212","4"
"A little too big","2005","general elemantary","Rural Area","75","0.101602329648264","0.0802069573612964","0.122997701935232","4"
"A little too big","2005","middle vocational","Urban Area","568","0.0886116652238417","0.0817378977986527","0.0954854326490307","4"
"A little too big","2005","middle vocational","Rural Area","396","0.110178199242475","0.100128541874138","0.120227856610811","4"
"A little too big","2005","vocational + Abi","Urban Area","64","0.0806173252867477","0.0625268150996797","0.0987078354738158","4"
"A little too big","2005","vocational + Abi","Rural Area","28","","","","4"
"A little too big","2005","higher vocational","Urban Area","96","0.0904817165300299","0.0727458997944028","0.108217533265657","4"
"A little too big","2005","higher vocational","Rural Area","70","0.122920021789444","0.0957737091743448","0.150066334404543","4"
"A little too big","2005","higher education","Urban Area","349","0.106361887054676","0.095285312221224","0.117438461888128","4"
"A little too big","2005","higher education","Rural Area","180","0.150283649022514","0.130081912124263","0.170485385920765","4"
"A little too small","2005","in school","Urban Area","75","0.180109773731272","0.144525707082966","0.215693840379578","2"
"A little too small","2005","in school","Rural Area","21","","","","2"
"A little too small","2005","inadequately","Urban Area","35","0.175760120900169","0.121352949309957","0.230167292490381","2"
"A little too small","2005","inadequately","Rural Area","3","","","","2"
"A little too small","2005","general elemantary","Urban Area","226","0.135835333401641","0.119278786299378","0.152391880503904","2"
"A little too small","2005","general elemantary","Rural Area","77","0.0895266855923846","0.0693084352275896","0.10974493595718","2"
"A little too small","2005","middle vocational","Urban Area","907","0.148281618243351","0.139685758502908","0.156877477983794","2"
"A little too small","2005","middle vocational","Rural Area","380","0.106106153840836","0.0962214159164593","0.115990891765213","2"
"A little too small","2005","vocational + Abi","Urban Area","156","0.180043506545132","0.154512225821952","0.205574787268312","2"
"A little too small","2005","vocational + Abi","Rural Area","39","0.165683343743935","0.120919225283421","0.210447462204449","2"
"A little too small","2005","higher vocational","Urban Area","158","0.187958868050256","0.163805067013259","0.212112669087252","2"
"A little too small","2005","higher vocational","Rural Area","73","0.126915550679753","0.0993944702862051","0.154436631073301","2"
"A little too small","2005","higher education","Urban Area","468","0.185127686801681","0.171173256979322","0.19908211662404","2"
"A little too small","2005","higher education","Rural Area","132","0.123756037910994","0.105139814817931","0.142372261004058","2"
"Just right","2005","higher vocational","Urban Area","726","0.693378765627548","0.664871770420659","0.721885760834437","3"
"Just right","2005","higher vocational","Rural Area","408","0.729380398477114","0.692649072848761","0.766111724105466","3"
"Just right","2005","higher education","Urban Area","2087","0.686354545455115","0.66968493758861","0.70302415332162","3"
"Just right","2005","higher education","Rural Area","860","0.701696353082308","0.675832111487653","0.727560594676962","3"
"Just right","2005","in school","Urban Area","341","0.723553497759149","0.682139232831791","0.764967762686508","3"
"Just right","2005","in school","Rural Area","163","0.826808997513922","0.774364690243039","0.879253304784805","3"
"Just right","2005","inadequately","Urban Area","143","0.790555324139134","0.732389221837286","0.848721426440982","3"
"Just right","2005","inadequately","Rural Area","46","0.719898350583289","0.604333033132061","0.835463668034516","3"
"Just right","2005","general elemantary","Urban Area","1227","0.749500238534885","0.728561298850124","0.770439178219645","3"
"Just right","2005","general elemantary","Rural Area","592","0.763356929774272","0.733258459186804","0.793455400361741","3"
"Just right","2005","middle vocational","Urban Area","4937","0.739599611179515","0.728984689281208","0.750214533077822","3"
"Just right","2005","middle vocational","Rural Area","2852","0.75131367732991","0.737440098790177","0.765187255869643","3"
"Just right","2005","vocational + Abi","Urban Area","629","0.719676014312367","0.689829947373329","0.749522081251405","3"
"Just right","2005","vocational + Abi","Rural Area","190","0.700535937233427","0.64539010187712","0.755681772589733","3"
"Much too big","2005","in school","Urban Area","1","","","","5"
"Much too big","2005","in school","Rural Area","1","","","","5"
"Much too big","2005","inadequately","Urban Area","","","","","5"
"Much too big","2005","inadequately","Rural Area","","","","","5"
"Much too big","2005","general elemantary","Urban Area","14","","","","5"
"Much too big","2005","general elemantary","Rural Area","12","","","","5"
"Much too big","2005","middle vocational","Urban Area","61","0.00893187410785875","0.00665614427462213","0.0112076039410954","5"
"Much too big","2005","middle vocational","Rural Area","59","0.0200598320266011","0.015559802894388","0.0245598611588142","5"
"Much too big","2005","vocational + Abi","Urban Area","8","","","","5"
"Much too big","2005","vocational + Abi","Rural Area","5","","","","5"
"Much too big","2005","higher vocational","Urban Area","13","","","","5"
"Much too big","2005","higher vocational","Rural Area","8","","","","5"
"Much too big","2005","higher education","Urban Area","42","0.0111187033960156","0.00735139839978809","0.0148860083922431","5"
"Much too big","2005","higher education","Rural Area","24","","","","5"
"Much too small","2005","in school","Urban Area","6","","","","1"
"Much too small","2005","in school","Rural Area","1","","","","1"
"Much too small","2005","inadequately","Urban Area","4","","","","1"
"Much too small","2005","inadequately","Rural Area","4","","","","1"
"Much too small","2005","general elemantary","Urban Area","31","0.0214236176121472","0.0144266653817327","0.0284205698425617","1"
"Much too small","2005","general elemantary","Rural Area","10","","","","1"
"Much too small","2005","middle vocational","Urban Area","93","0.014575231245433","0.0116764388335434","0.0174740236573227","1"
"Much too small","2005","middle vocational","Rural Area","42","0.0123421375601784","0.00879849137504429","0.0158857837453126","1"
"Much too small","2005","vocational + Abi","Urban Area","13","","","","1"
"Much too small","2005","vocational + Abi","Rural Area","3","","","","1"
"Much too small","2005","higher vocational","Urban Area","12","","","","1"
"Much too small","2005","higher vocational","Rural Area","3","","","","1"
"Much too small","2005","higher education","Urban Area","30","0.0110371772925121","0.00728355456622151","0.0147908000188027","1"
"Much too small","2005","higher education","Rural Area","6","","","","1"
"A little too big","2006","inadequately","Urban Area","7","","","","4"
"A little too big","2006","inadequately","Rural Area","6","","","","4"
"A little too big","2006","general elemantary","Urban Area","165","0.0902981068616328","0.0765930032865911","0.104003210436674","4"
"A little too big","2006","general elemantary","Rural Area","97","0.103987078902001","0.083703934138559","0.124270223665443","4"
"A little too big","2006","middle vocational","Urban Area","703","0.0998583785624822","0.0928648972747993","0.106851859850165","4"
"A little too big","2006","middle vocational","Rural Area","486","0.125745338830845","0.11555028306135","0.135940394600341","4"
"A little too big","2006","vocational + Abi","Urban Area","62","0.0571653073053581","0.0422042849061906","0.0721263297045256","4"
"A little too big","2006","vocational + Abi","Rural Area","32","0.075705117871665","0.0454163103767104","0.10599392536662","4"
"A little too big","2006","higher vocational","Urban Area","116","0.0941373988762124","0.0764406083274477","0.111834189424977","4"
"A little too big","2006","in school","Urban Area","28","","","","4"
"A little too big","2006","in school","Rural Area","24","","","","4"
"A little too big","2006","higher vocational","Rural Area","85","0.132321790313211","0.10549844853212","0.159145132094303","4"
"A little too big","2006","higher education","Urban Area","442","0.119412763728685","0.108294969411768","0.130530558045602","4"
"A little too big","2006","higher education","Rural Area","202","0.141146424387047","0.122335304520412","0.159957544253682","4"
"A little too small","2006","general elemantary","Rural Area","83","0.0972600991404511","0.0775704880530261","0.116949710227876","2"
"A little too small","2006","middle vocational","Rural Area","388","0.100617321065901","0.0913675003626343","0.109867141769168","2"
"A little too small","2006","middle vocational","Urban Area","950","0.142513143297743","0.134358838589374","0.150667448006112","2"
"A little too small","2006","in school","Urban Area","68","0.173641810301498","0.137879894512425","0.20940372609057","2"
"A little too small","2006","in school","Rural Area","22","","","","2"
"A little too small","2006","inadequately","Urban Area","31","0.182697425126178","0.125930452140154","0.239464398112202","2"
"A little too small","2006","inadequately","Rural Area","13","","","","2"
"A little too small","2006","general elemantary","Urban Area","209","0.140390172360601","0.123778533161333","0.15700181155987","2"
"A little too small","2006","vocational + Abi","Urban Area","178","0.212012268187849","0.18567216640576","0.238352369969939","2"
"A little too small","2006","vocational + Abi","Rural Area","42","0.183519277381727","0.139196384964874","0.227842169798579","2"
"A little too small","2006","higher vocational","Urban Area","163","0.190206672765751","0.166422819327126","0.213990526204376","2"
"A little too small","2006","higher vocational","Rural Area","83","0.118192762009044","0.0926363356888472","0.143749188329241","2"
"A little too small","2006","higher education","Urban Area","477","0.175724441313436","0.162675978148965","0.188772904477907","2"
"A little too small","2006","higher education","Rural Area","133","0.111897440647072","0.0948655922059067","0.128929289088238","2"
"Just right","2006","general elemantary","Rural Area","656","0.743176081886364","0.714145746023561","0.772206417749167","3"
"Just right","2006","middle vocational","Urban Area","5234","0.725900655562438","0.715495745437797","0.736305565687078","3"
"Just right","2006","middle vocational","Rural Area","3092","0.745955647379235","0.732570105552446","0.759341189206024","3"
"Just right","2006","vocational + Abi","Urban Area","659","0.70281852642297","0.673366872329634","0.732270180516306","3"
"Just right","2006","inadequately","Rural Area","44","0.726010258143487","0.617585130313268","0.834435385973705","3"
"Just right","2006","general elemantary","Urban Area","1234","0.722842254864903","0.701439054070219","0.744245455659587","3"
"Just right","2006","vocational + Abi","Rural Area","210","0.721660115959631","0.670342277690038","0.772977954229224","3"
"Just right","2006","higher vocational","Urban Area","738","0.680165605652945","0.651900399017899","0.708430812287992","3"
"Just right","2006","higher vocational","Rural Area","426","0.723461738993968","0.688053587763886","0.758869890224051","3"
"Just right","2006","higher education","Urban Area","2263","0.678300894308491","0.662285295221954","0.694316493395028","3"
"Just right","2006","higher education","Rural Area","931","0.715253405720986","0.690870841162982","0.739635970278991","3"
"Just right","2006","in school","Urban Area","327","0.745662779492516","0.704549165973927","0.786776393011106","3"
"Just right","2006","in school","Rural Area","158","0.810920420915967","0.75757780000773","0.864263041824203","3"
"Just right","2006","inadequately","Urban Area","127","0.697234882916206","0.62973849040311","0.764731275429302","3"
"Much too big","2006","in school","Urban Area","2","","","","5"
"Much too big","2006","in school","Rural Area","3","","","","5"
"Much too big","2006","inadequately","Urban Area","","","","","5"
"Much too big","2006","inadequately","Rural Area","","","","","5"
"Much too big","2006","general elemantary","Urban Area","23","","","","5"
"Much too big","2006","general elemantary","Rural Area","13","","","","5"
"Much too big","2006","middle vocational","Urban Area","74","0.0135146772029639","0.0108213203838691","0.0162080340220586","5"
"Much too big","2006","middle vocational","Rural Area","60","0.0162520315363339","0.0123640836746255","0.0201399793980424","5"
"Much too big","2006","vocational + Abi","Urban Area","10","","","","5"
"Much too big","2006","vocational + Abi","Rural Area","5","","","","5"
"Much too big","2006","higher vocational","Urban Area","12","","","","5"
"Much too big","2006","higher vocational","Rural Area","13","","","","5"
"Much too big","2006","higher education","Urban Area","52","0.0126637168440117","0.00882999842664315","0.0164974352613803","5"
"Much too big","2006","higher education","Rural Area","36","0.0229083945926293","0.0148251612679973","0.0309916279172614","5"
"Much too small","2006","in school","Urban Area","6","","","","1"
"Much too small","2006","in school","Rural Area","","","","","1"
"Much too small","2006","inadequately","Urban Area","13","","","","1"
"Much too small","2006","inadequately","Rural Area","2","","","","1"
"Much too small","2006","general elemantary","Urban Area","49","0.0334867708842844","0.0248840865566727","0.0420894552118961","1"
"Much too small","2006","general elemantary","Rural Area","21","","","","1"
"Much too small","2006","middle vocational","Urban Area","99","0.0182131453743734","0.0150939195052069","0.0213323712435399","1"
"Much too small","2006","middle vocational","Rural Area","37","0.0114296611876849","0.00816118634892223","0.0146981360264475","1"
"Much too small","2006","vocational + Abi","Urban Area","16","","","","1"
"Much too small","2006","vocational + Abi","Rural Area","4","","","","1"
"Much too small","2006","higher vocational","Urban Area","17","","","","1"
"Much too small","2006","higher vocational","Rural Area","6","","","","1"
"Much too small","2006","higher education","Urban Area","34","0.0138981838053762","0.00988446473500793","0.0179119028757444","1"
"Much too small","2006","higher education","Rural Area","14","","","","1"
"A little too big","2007","in school","Urban Area","24","","","","4"
"A little too big","2007","in school","Rural Area","17","","","","4"
"A little too big","2007","inadequately","Urban Area","4","","","","4"
"A little too big","2007","inadequately","Rural Area","2","","","","4"
"A little too big","2007","general elemantary","Urban Area","144","0.0862137788047441","0.072033313419841","0.100394244189647","4"
"A little too big","2007","general elemantary","Rural Area","92","0.122588590962152","0.0994387736951738","0.145738408229131","4"
"A little too big","2007","middle vocational","Urban Area","689","0.102925114943396","0.0955708814523546","0.110279348434438","4"
"A little too big","2007","middle vocational","Rural Area","415","0.119402779893502","0.109103769528295","0.12970179025871","4"
"A little too big","2007","vocational + Abi","Urban Area","72","0.0721039577142539","0.05506254209342","0.0891453733350877","4"
"A little too big","2007","vocational + Abi","Rural Area","33","0.0968110051100032","0.0627191328285754","0.130902877391431","4"
"A little too big","2007","higher vocational","Urban Area","103","0.0940146181811075","0.0755240434361699","0.112505192926045","4"
"A little too big","2007","higher vocational","Rural Area","82","0.145139054363606","0.116472600195227","0.173805508531986","4"
"A little too big","2007","higher education","Urban Area","416","0.117910657265934","0.106623284141857","0.12919803039001","4"
"A little too big","2007","higher education","Rural Area","192","0.143341882557583","0.124000796071755","0.16268296904341","4"
"A little too small","2007","general elemantary","Rural Area","76","0.0794353374499372","0.0603475792733079","0.0985230956265665","2"
"A little too small","2007","middle vocational","Urban Area","879","0.140567983619849","0.132155749390728","0.148980217848971","2"
"A little too small","2007","vocational + Abi","Urban Area","160","0.174301403319626","0.149307293669697","0.199295512969554","2"
"A little too small","2007","vocational + Abi","Rural Area","38","0.174713886924661","0.130934956075667","0.218492817773654","2"
"A little too small","2007","middle vocational","Rural Area","396","0.107849552378726","0.0979974743344134","0.117701630423038","2"
"A little too small","2007","in school","Urban Area","80","0.175064406746571","0.138589934821769","0.211538878671372","2"
"A little too small","2007","in school","Rural Area","31","0.159723774194475","0.110174846112443","0.209272702276507","2"
"A little too small","2007","inadequately","Urban Area","33","0.206167862402372","0.141641907556224","0.270693817248521","2"
"A little too small","2007","inadequately","Rural Area","11","","","","2"
"A little too small","2007","general elemantary","Urban Area","207","0.142532863527092","0.124870611062391","0.160195115991793","2"
"A little too small","2007","higher vocational","Urban Area","157","0.201733999178699","0.176309319652619","0.227158678704779","2"
"A little too small","2007","higher vocational","Rural Area","67","0.10741732132708","0.0822176149386857","0.132617027715474","2"
"A little too small","2007","higher education","Urban Area","463","0.164949362231194","0.151959881488797","0.177938842973591","2"
"A little too small","2007","higher education","Rural Area","131","0.100182009261523","0.0836104737194174","0.116753544803628","2"
"Just right","2007","general elemantary","Rural Area","583","0.770500421606611","0.740818071155904","0.800182772057318","3"
"Just right","2007","middle vocational","Urban Area","4842","0.731147254059131","0.720416702398214","0.741877805720048","3"
"Just right","2007","middle vocational","Rural Area","2912","0.747938080018795","0.734147387870843","0.761728772166748","3"
"Just right","2007","vocational + Abi","Urban Area","628","0.728909009106784","0.699622294360628","0.758195723852941","3"
"Just right","2007","vocational + Abi","Rural Area","211","0.71255224077838","0.660374293638377","0.764730187918384","3"
"Just right","2007","higher vocational","Urban Area","677","0.680006581870643","0.650452382205459","0.709560781535826","3"
"Just right","2007","higher vocational","Rural Area","421","0.72574635525142","0.689438321546689","0.76205438895615","3"
"Just right","2007","higher education","Urban Area","2168","0.691210083387455","0.675040581118203","0.707379585656707","3"
"Just right","2007","higher education","Rural Area","894","0.723501566389266","0.698815231101236","0.748187901677297","3"
"Just right","2007","in school","Urban Area","305","0.729203215343031","0.686552521300743","0.771853909385318","3"
"Just right","2007","in school","Rural Area","155","0.712527230379724","0.651315094538527","0.773739366220921","3"
"Just right","2007","inadequately","Urban Area","111","0.737444657977856","0.667261199756207","0.807628116199505","3"
"Just right","2007","inadequately","Rural Area","50","0.787145265486218","0.688393419128718","0.885897111843719","3"
"Just right","2007","general elemantary","Urban Area","1112","0.728687130228132","0.706223207930845","0.751151052525418","3"
"Much too big","2007","in school","Urban Area","1","","","","5"
"Much too big","2007","in school","Rural Area","5","","","","5"
"Much too big","2007","inadequately","Urban Area","","","","","5"
"Much too big","2007","inadequately","Rural Area","","","","","5"
"Much too big","2007","general elemantary","Urban Area","13","","","","5"
"Much too big","2007","general elemantary","Rural Area","9","","","","5"
"Much too big","2007","middle vocational","Urban Area","62","0.00920209628932075","0.00689110498654285","0.0115130875920986","5"
"Much too big","2007","middle vocational","Rural Area","52","0.0155542952946224","0.0116240407802536","0.0194845498089913","5"
"Much too big","2007","vocational + Abi","Urban Area","8","","","","5"
"Much too big","2007","vocational + Abi","Rural Area","4","","","","5"
"Much too big","2007","higher vocational","Urban Area","11","","","","5"
"Much too big","2007","higher vocational","Rural Area","8","","","","5"
"Much too big","2007","higher education","Urban Area","56","0.0132246520119243","0.00922648127544144","0.0172228227484072","5"
"Much too big","2007","higher education","Rural Area","39","0.0298383463458139","0.0204476029074037","0.0392290897842241","5"
"Much too small","2007","in school","Urban Area","7","","","","1"
"Much too small","2007","in school","Rural Area","2","","","","1"
"Much too small","2007","inadequately","Urban Area","3","","","","1"
"Much too small","2007","inadequately","Rural Area","3","","","","1"
"Much too small","2007","general elemantary","Urban Area","29","","","","1"
"Much too small","2007","general elemantary","Rural Area","11","","","","1"
"Much too small","2007","middle vocational","Urban Area","86","0.0161575510883026","0.0131060541952611","0.019209047981344","1"
"Much too small","2007","middle vocational","Rural Area","33","0.00925529241435431","0.00621387818154434","0.0122967066471643","1"
"Much too small","2007","vocational + Abi","Urban Area","17","","","","1"
"Much too small","2007","vocational + Abi","Rural Area","3","","","","1"
"Much too small","2007","higher vocational","Urban Area","9","","","","1"
"Much too small","2007","higher vocational","Rural Area","2","","","","1"
"Much too small","2007","higher education","Urban Area","33","0.0127052451034931","0.00878534496988267","0.0166251452371036","1"
"Much too small","2007","higher education","Rural Area","5","","","","1"
"A little too big","2008","in school","Urban Area","31","0.0758060468922489","0.0487628725546277","0.10284922122987","4"
"A little too big","2008","in school","Rural Area","20","","","","4"
"A little too big","2008","inadequately","Urban Area","2","","","","4"
"A little too big","2008","inadequately","Rural Area","4","","","","4"
"A little too big","2008","general elemantary","Urban Area","119","0.0811020625333119","0.0667145210495693","0.0954896040170545","4"
"A little too big","2008","general elemantary","Rural Area","84","0.149902843006961","0.123514650408222","0.1762910356057","4"
"A little too big","2008","middle vocational","Urban Area","636","0.102409641747439","0.0948469867040957","0.109972296790783","4"
"A little too big","2008","middle vocational","Rural Area","420","0.130903397014017","0.119866897246482","0.141939896781552","4"
"A little too big","2008","vocational + Abi","Urban Area","69","0.0859781382982154","0.0668142119782688","0.105142064618162","4"
"A little too big","2008","vocational + Abi","Rural Area","32","0.142186041237858","0.100833914951428","0.183538167524289","4"
"A little too big","2008","higher vocational","Urban Area","108","0.091391028222432","0.0724485192036089","0.110333537241255","4"
"A little too big","2008","higher vocational","Rural Area","81","0.166211508352236","0.134577751769673","0.1978452649348","4"
"A little too big","2008","higher education","Urban Area","426","0.131636754403353","0.119530313509281","0.143743195297426","4"
"A little too big","2008","higher education","Rural Area","184","0.128550911835727","0.109645182403689","0.147456641267765","4"
"A little too small","2008","general elemantary","Rural Area","63","0.0843244955412299","0.0637836601355542","0.104865330946906","2"
"A little too small","2008","middle vocational","Urban Area","814","0.144510938046135","0.135740478108757","0.153281397983513","2"
"A little too small","2008","middle vocational","Rural Area","356","0.100428925882176","0.0905940468205361","0.110263804943816","2"
"A little too small","2008","vocational + Abi","Urban Area","148","0.166068281555769","0.140628066729698","0.19150849638184","2"
"A little too small","2008","vocational + Abi","Rural Area","44","0.21231863191694","0.16389669589661","0.260740567937271","2"
"A little too small","2008","higher vocational","Urban Area","129","0.169758976476002","0.145080651498643","0.19443730145336","2"
"A little too small","2008","higher vocational","Rural Area","53","0.0894954916180538","0.0652386694573534","0.113752313778754","2"
"A little too small","2008","higher education","Urban Area","419","0.173164670536137","0.159615386578959","0.186713954493314","2"
"A little too small","2008","higher education","Rural Area","123","0.12915790233888","0.110214191903067","0.148101612774693","2"
"A little too small","2008","in school","Urban Area","68","0.145987598653317","0.109911941347744","0.18206325595889","2"
"A little too small","2008","in school","Rural Area","25","","","","2"
