variable,type,label_de,study,dataset,version,meantable,probtable,template_id,label,concept,description,description_de,minedition,topic,rawdata,documentation_link,documentation_link_html,documentation_paper,documentation_paper_html
plh0185,byte,Frequency anxious last 4 weeks,soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes the psychological complex of topics Affective well-being  For 2010-2012, 2015-2019, question not asked for all samples.",,,Health and Care,pl,https://paneldata.org/soep-core/data/pl/plh0185,`plh0185 <https://paneldata.org/soep-core/data/pl/plh0185>`_,,
plh0186,byte,Frequency happy last 4 weeks,soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes the psychological complex of topics Affective well-being  For 2010-2012, 2015-2019, question not asked for all samples.",,,Health and Care,pl,https://paneldata.org/soep-core/data/pl/plh0186,`plh0186 <https://paneldata.org/soep-core/data/pl/plh0186>`_,,
plh0187,byte,Frequency sad last 4 weeks,soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes the psychological complex of topics Affective well-being  For 2010-2012, 2015-2019, question not asked for all samples.",,,Health and Care,pl,https://paneldata.org/soep-core/data/pl/plh0187,`plh0187 <https://paneldata.org/soep-core/data/pl/plh0187>`_,,
plh0188,byte,See future confidently,soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes the psychological thematic complex of anomie For 1990-1991, 2013, 2018, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0188,`plh0188 <https://paneldata.org/soep-core/data/pl/plh0188>`_,,
plh0189,byte,Often feel lonely,soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes the psychological thematic complex of anomie For 1990-1991, 2013, 2018, question not asked for all samples.",,,Health and Care,pl,https://paneldata.org/soep-core/data/pl/plh0189,`plh0189 <https://paneldata.org/soep-core/data/pl/plh0189>`_,,
plh0190,byte,No joy at work,soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes the psychological thematic complex of anomie For 1990-1991, 2013, 2018, question not asked for all samples.",,,Health and Care,pl,https://paneldata.org/soep-core/data/pl/plh0190,`plh0190 <https://paneldata.org/soep-core/data/pl/plh0190>`_,,
plh0191,byte,Conditions so complicated today,soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes the psychological thematic complex of anomie For 1990-1991, 2013, 2018, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0191,`plh0191 <https://paneldata.org/soep-core/data/pl/plh0191>`_,,
plh0192,byte,General trust,soep-core,p_data,v36,No,Yes,,,,"This collection of variables includes several questions about trust, trustworthiness and fairness. For 2013, 2018, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0192,`plh0192 <https://paneldata.org/soep-core/data/pl/plh0192>`_,,
plh0193,byte,No reliance on anyone today,soep-core,p_data,v36,No,Yes,,,,"This collection of variables includes several questions about trust, trustworthiness and fairness. For 2013, 2018, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0193,`plh0193 <https://paneldata.org/soep-core/data/pl/plh0193>`_,,
plh0194,byte,Caution towards strangers,soep-core,p_data,v36,No,Yes,,,,"This collection of variables includes several questions about trust, trustworthiness and fairness. For 2013, 2018, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0194,`plh0194 <https://paneldata.org/soep-core/data/pl/plh0194>`_,,
plh0195,byte,"People take advantage, are fair",soep-core,p_data,v36,No,Yes,,,,"This collection of variables includes several questions about trust, trustworthiness and fairness. For 2013, 2018, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0195,`plh0195 <https://paneldata.org/soep-core/data/pl/plh0195>`_,,
plh0196,byte,"People helpful, self-interest",soep-core,p_data,v36,No,Yes,,,,"This collection of variables includes several questions about trust, trustworthiness and fairness. For 2013, 2018, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0196,`plh0196 <https://paneldata.org/soep-core/data/pl/plh0196>`_,,
plh0204_h,byte,Risk-taking,soep-core,p_data,v36,Yes,Yes,,,,"The variable describes the respondent's willingness to take risks. (How do you rate yourself personally? In general, are you someone who is willing to take risks or do you try to avoid risks?) For 2011, 2013, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0204_h,`plh0204_h <https://paneldata.org/soep-core/data/pl/plh0204_h>`_,,
plh0206i01,byte,Reciprocity: Willingness to return favors,soep-core,p_data,v36,Yes,Yes,,,,"The collection of variables describes the psychological topic Reciprocity. For 2010, 2016-2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0206i01,`plh0206i01 <https://paneldata.org/soep-core/data/pl/plh0206i01>`_,,
plh0206i02,byte,Reciprocity: Revenge in case of grave injustice,soep-core,p_data,v36,Yes,Yes,,,,"The collection of variables describes the psychological topic Reciprocity. For 2010, 2016-2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0206i02,`plh0206i02 <https://paneldata.org/soep-core/data/pl/plh0206i02>`_,,
plh0206i03,byte,Reciprocity: Paying back: putting someone in a difficult position,soep-core,p_data,v36,Yes,Yes,,,,"The collection of variables describes the psychological topic Reciprocity. For 2010, 2016-2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0206i03,`plh0206i03 <https://paneldata.org/soep-core/data/pl/plh0206i03>`_,,
plh0206i04,byte,Reciprocity: Special effort to return help,soep-core,p_data,v36,Yes,Yes,,,,"The collection of variables describes the psychological topic Reciprocity. For 2010, 2016-2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0206i04,`plh0206i04 <https://paneldata.org/soep-core/data/pl/plh0206i04>`_,,
plh0206i05,byte,Reciprocity: Offensive behavior in case of insults,soep-core,p_data,v36,Yes,Yes,,,,"The collection of variables describes the psychological topic Reciprocity. For 2010, 2016-2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0206i05,`plh0206i05 <https://paneldata.org/soep-core/data/pl/plh0206i05>`_,,
plh0206i06,byte,Reciprocity: Willingness to incur costs to return help,soep-core,p_data,v36,Yes,Yes,,,,"The collection of variables describes the psychological topic Reciprocity. For 2010, 2016-2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0206i06,`plh0206i06 <https://paneldata.org/soep-core/data/pl/plh0206i06>`_,,
plh0212,byte,Big Five Traits (Conscientiousness): Work diligently,soep-core,p_data,v36,Yes,Yes,,,,"The Big Five personality traits is a suggested taxonomy, or grouping, for personality traits, developed from the 1980s onward in psychological trait theory. This variable is one item to descirbe a big five dimension. For 2012-2013, 2017, 2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0212,`plh0212 <https://paneldata.org/soep-core/data/pl/plh0212>`_,,
plh0213,byte,Big Five Traits (Extraversion): I am communicative,soep-core,p_data,v36,Yes,Yes,,,,"The Big Five personality traits is a suggested taxonomy, or grouping, for personality traits, developed from the 1980s onward in psychological trait theory. This variable is one item to descirbe a big five dimension. For 2012-2013, 2017, 2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0213,`plh0213 <https://paneldata.org/soep-core/data/pl/plh0213>`_,,
plh0214,byte,Big Five Traits (Agreeableness): I am sometimes too rough with others,soep-core,p_data,v36,Yes,Yes,,,,"The Big Five personality traits is a suggested taxonomy, or grouping, for personality traits, developed from the 1980s onward in psychological trait theory. This variable is one item to descirbe a big five dimension. For 2012-2013, 2017, 2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0214,`plh0214 <https://paneldata.org/soep-core/data/pl/plh0214>`_,,
plh0215,byte,Big Five Traits (Openness): I am original,soep-core,p_data,v36,Yes,Yes,,,,"The Big Five personality traits is a suggested taxonomy, or grouping, for personality traits, developed from the 1980s onward in psychological trait theory. This variable is one item to descirbe a big five dimension. For 2012-2013, 2017, 2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0215,`plh0215 <https://paneldata.org/soep-core/data/pl/plh0215>`_,,
plh0216,byte,Big Five Traits (Neuroticism): Often worry about things,soep-core,p_data,v36,Yes,Yes,,,,"The Big Five personality traits is a suggested taxonomy, or grouping, for personality traits, developed from the 1980s onward in psychological trait theory. This variable is one item to descirbe a big five dimension. For 2012-2013, 2017, 2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0216,`plh0216 <https://paneldata.org/soep-core/data/pl/plh0216>`_,,
plh0217,byte,Big Five Traits (Agreeableness): Can forgive,soep-core,p_data,v36,Yes,Yes,,,,"The Big Five personality traits is a suggested taxonomy, or grouping, for personality traits, developed from the 1980s onward in psychological trait theory. This variable is one item to descirbe a big five dimension. For 2012-2013, 2017, 2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0217,`plh0217 <https://paneldata.org/soep-core/data/pl/plh0217>`_,,
plh0218,byte,Big Five Traits (Conscientiousness): I am rather lazy,soep-core,p_data,v36,Yes,Yes,,,,"The Big Five personality traits is a suggested taxonomy, or grouping, for personality traits, developed from the 1980s onward in psychological trait theory. This variable is one item to descirbe a big five dimension. For 2012-2013, 2017, 2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0218,`plh0218 <https://paneldata.org/soep-core/data/pl/plh0218>`_,,
plh0219,byte,Big Five Traits (Extraversion): I am sociable,soep-core,p_data,v36,Yes,Yes,,,,"The Big Five personality traits is a suggested taxonomy, or grouping, for personality traits, developed from the 1980s onward in psychological trait theory. This variable is one item to descirbe a big five dimension. For 2012-2013, 2017, 2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0219,`plh0219 <https://paneldata.org/soep-core/data/pl/plh0219>`_,,
plh0220,byte,Big Five Traits (Openness): Appreciate artistic experience,soep-core,p_data,v36,Yes,Yes,,,,"The Big Five personality traits is a suggested taxonomy, or grouping, for personality traits, developed from the 1980s onward in psychological trait theory. This variable is one item to descirbe a big five dimension. For 2012-2013, 2017, 2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0220,`plh0220 <https://paneldata.org/soep-core/data/pl/plh0220>`_,,
plh0221,byte,Big Five Traits (Neuroticism): I am easily nervous,soep-core,p_data,v36,Yes,Yes,,,,"The Big Five personality traits is a suggested taxonomy, or grouping, for personality traits, developed from the 1980s onward in psychological trait theory. This variable is one item to descirbe a big five dimension. For 2012-2013, 2017, 2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0221,`plh0221 <https://paneldata.org/soep-core/data/pl/plh0221>`_,,
plh0222,byte,"Big Five Traits (Conscientiousness): Perform tasks effectively, efficiently",soep-core,p_data,v36,Yes,Yes,,,,"The Big Five personality traits is a suggested taxonomy, or grouping, for personality traits, developed from the 1980s onward in psychological trait theory. This variable is one item to descirbe a big five dimension. For 2012-2013, 2017, 2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0222,`plh0222 <https://paneldata.org/soep-core/data/pl/plh0222>`_,,
plh0223,byte,Big Five Traits (Extraversion): I am reserved,soep-core,p_data,v36,Yes,Yes,,,,"The Big Five personality traits is a suggested taxonomy, or grouping, for personality traits, developed from the 1980s onward in psychological trait theory. This variable is one item to descirbe a big five dimension. For 2012-2013, 2017, 2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0223,`plh0223 <https://paneldata.org/soep-core/data/pl/plh0223>`_,,
plh0224,byte,Big Five Traits (Agreeableness): Be friendly with others,soep-core,p_data,v36,Yes,Yes,,,,"The Big Five personality traits is a suggested taxonomy, or grouping, for personality traits, developed from the 1980s onward in psychological trait theory. This variable is one item to descirbe a big five dimension. For 2012-2013, 2017, 2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0224,`plh0224 <https://paneldata.org/soep-core/data/pl/plh0224>`_,,
plh0225,byte,Big Five Traits (Openness): Have vivid imagination,soep-core,p_data,v36,Yes,Yes,,,,"The Big Five personality traits is a suggested taxonomy, or grouping, for personality traits, developed from the 1980s onward in psychological trait theory. This variable is one item to descirbe a big five dimension. For 2012-2013, 2017, 2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0225,`plh0225 <https://paneldata.org/soep-core/data/pl/plh0225>`_,,
plh0226,byte,Big Five Traits (Neuroticism): Handle stress well,soep-core,p_data,v36,Yes,Yes,,,,"The Big Five personality traits is a suggested taxonomy, or grouping, for personality traits, developed from the 1980s onward in psychological trait theory. This variable is one item to descirbe a big five dimension. For 2012-2013, 2017, 2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plh0226,`plh0226 <https://paneldata.org/soep-core/data/pl/plh0226>`_,,
pli0059,byte,"Hours of sleep, normal working day",soep-core,p_data,v36,Yes,No,,,,"The variable describes the number of hours of sleep in a normal day. (How many hours do you sleep on average on a normal day during the working week? How many hours on a normal weekend day?) For 2013, 2015, 2017, 2019, question not asked for all samples.",,,Health and Care,pl,https://paneldata.org/soep-core/data/pl/pli0059,`pli0059 <https://paneldata.org/soep-core/data/pl/pli0059>`_,,
pli0080,byte,"Visits neighbors,friends",soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes typical leisure activities of the respondent. (Now some questions about your leisure time. Please indicate how often you take part in each activity: daily, at least once per week, at least once per month, seldom or never?) For 1990, 2013, 2019, question not asked for all samples.",,,Time Use and Environmental Behavior,pl,https://paneldata.org/soep-core/data/pl/pli0080,`pli0080 <https://paneldata.org/soep-core/data/pl/pli0080>`_,,
pli0081,byte,"Visits family,relatives",soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes typical leisure activities of the respondent. (Now some questions about your leisure time. Please indicate how often you take part in each activity: daily, at least once per week, at least once per month, seldom or never?) For 1990, 2013, 2019, question not asked for all samples.",,,Time Use and Environmental Behavior,pl,https://paneldata.org/soep-core/data/pl/pli0081,`pli0081 <https://paneldata.org/soep-core/data/pl/pli0081>`_,,
pli0082,byte,"Trips, short trips",soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes typical leisure activities of the respondent. (Now some questions about your leisure time. Please indicate how often you take part in each activity: daily, at least once per week, at least once per month, seldom or never?) For 1990, 2013, 2017-2019, question not asked for all samples.",,,Time Use and Environmental Behavior,pl,https://paneldata.org/soep-core/data/pl/pli0082,`pli0082 <https://paneldata.org/soep-core/data/pl/pli0082>`_,,
pli0083,byte,"Television, video",soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes typical leisure activities of the respondent. (Now some questions about your leisure time. Please indicate how often you take part in each activity: daily, at least once per week, at least once per month, seldom or never?) For 1990, 2013, 2019, question not asked for all samples.",,,Time Use and Environmental Behavior,pl,https://paneldata.org/soep-core/data/pl/pli0083,`pli0083 <https://paneldata.org/soep-core/data/pl/pli0083>`_,,
pli0089,byte,Visits to sporting events,soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes typical leisure activities of the respondent. (Now some questions about your leisure time. Please indicate how often you take part in each activity: daily, at least once per week, at least once per month, seldom or never?) For 1990, 2013, 2017, 2018 question not asked for all samples.",,,Time Use and Environmental Behavior,pl,https://paneldata.org/soep-core/data/pl/pli0089,`pli0089 <https://paneldata.org/soep-core/data/pl/pli0089>`_,,
pli0091_h,byte,"Visits to cinema,pop,jazz concerts,disco",soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes typical leisure activities of the respondent. (Now some questions about your leisure time. Please indicate how often you take part in each activity: daily, at least once per week, at least once per month, seldom or never?) For 1990, 2013, 2017, 2018 question not asked for all samples.",,,Time Use and Environmental Behavior,pl,https://paneldata.org/soep-core/data/pl/pli0091_h,`pli0091_h <https://paneldata.org/soep-core/data/pl/pli0091_h>`_,,
pli0092_h,byte,Sport activity,soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes typical leisure activities of the respondent. (Now some questions about your leisure time. Please indicate how often you take part in each activity: daily, at least once per week, at least once per month, seldom or never?) For 1990, 2013, 2017, 2018 question not asked for all samples.",,,Health and Care,pl,https://paneldata.org/soep-core/data/pl/pli0092_h,`pli0092_h <https://paneldata.org/soep-core/data/pl/pli0092_h>`_,,
pli0093_h,byte,Artistic and musical activities,soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes typical leisure activities of the respondent. (Now some questions about your leisure time. Please indicate how often you take part in each activity: daily, at least once per week, at least once per month, seldom or never?) For 1990, 2013, 2017-2019 question not asked for all samples.",,,Time Use and Environmental Behavior,pl,https://paneldata.org/soep-core/data/pl/pli0093_h,`pli0093_h <https://paneldata.org/soep-core/data/pl/pli0093_h>`_,,
pli0095_h,byte,Helping Friends and Relatives,soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes typical leisure activities of the respondent. (Now some questions about your leisure time. Please indicate how often you take part in each activity: daily, at least once per week, at least once per month, seldom or never?) For 1990, 2017, question not asked for all samples.",,,Time Use and Environmental Behavior,pl,https://paneldata.org/soep-core/data/pl/pli0095_h,`pli0095_h <https://paneldata.org/soep-core/data/pl/pli0095_h>`_,,
pli0096_h,byte,Voluntary work,soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes typical leisure activities of the respondent. (Now some questions about your leisure time. Please indicate how often you take part in each activity: daily, at least once per week, at least once per month, seldom or never?) For 1990, 2013, 2017, question not asked for all samples.",,,Work and Employment,pl,https://paneldata.org/soep-core/data/pl/pli0096_h,`pli0096_h <https://paneldata.org/soep-core/data/pl/pli0096_h>`_,,
pli0097_h,byte,"Involved. Parties, local politics, citizens' initiative",soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes typical leisure activities of the respondent. (Now some questions about your leisure time. Please indicate how often you take part in each activity: daily, at least once per week, at least once per month, seldom or never?) For 1990, 2013, 2017, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/pli0097_h,`pli0097_h <https://paneldata.org/soep-core/data/pl/pli0097_h>`_,,
pli0098_h,byte,"Going to church, attending religious events",soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes typical leisure activities of the respondent. (Now some questions about your leisure time. Please indicate how often you take part in each activity: daily, at least once per week, at least once per month, seldom or never?) For 1990, 2013, 2017-2019 question not asked for all samples.",,,Time Use and Environmental Behavior,pl,https://paneldata.org/soep-core/data/pl/pli0098_h,`pli0098_h <https://paneldata.org/soep-core/data/pl/pli0098_h>`_,,
pli0165,byte,Use of online social networks,soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes typical leisure activities of the respondent. (Now some questions about your leisure time. Please indicate how often you take part in each activity: daily, at least once per week, at least once per month, seldom or never?) Question not asked for all samples.",,,Time Use and Environmental Behavior,pl,https://paneldata.org/soep-core/data/pl/pli0165,`pli0165 <https://paneldata.org/soep-core/data/pl/pli0165>`_,,
plj0014_v3,byte,German Citizenship,soep-core,p_data,v36,No,Yes,,,,"The variable describes whether the respondent has German citizenship. (Do you have German citizenship?) For 2011, 2013, 2016-2019, question not asked for all samples.",,,Demography,pl,https://paneldata.org/soep-core/data/pl/plj0014_v3,`plj0014_v3 <https://paneldata.org/soep-core/data/pl/plj0014_v3>`_,,
plj0046,byte,Worries: Immigration To Germany,soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes what concerns the respondent has (How concerned are you about the following issues?). For 2011-2013, 2015-2019, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plj0046,`plj0046 <https://paneldata.org/soep-core/data/pl/plj0046>`_,,
plj0047,byte,Worries: Hostility To Foreigners,soep-core,p_data,v36,No,Yes,,,,"The collection of variables describes what concerns the respondent has (How concerned are you about the following issues?). For 2011-2013, question not asked for all samples.",,,"Attitudes, Values, and Personality",pl,https://paneldata.org/soep-core/data/pl/plj0047,`plj0047 <https://paneldata.org/soep-core/data/pl/plj0047>`_,,
plj0587,byte,Loneliness: Lacking the company of others,soep-core,p_data,v36,No,Yes,,,,The collection of variables describes the psychological theme of loneliness. (How often do you feel that you miss the company of others?) Question not asked for all samples.,,,Health and Care,pl,https://paneldata.org/soep-core/data/pl/plj0587,`plj0587 <https://paneldata.org/soep-core/data/pl/plj0587>`_,,
plj0588,byte,Loneliness: Feeling of being left out,soep-core,p_data,v36,No,Yes,,,,The collection of variables describes the psychological theme of loneliness. (How often do you feel that you miss the company of others?) Question not asked for all samples.,,,Health and Care,pl,https://paneldata.org/soep-core/data/pl/plj0588,`plj0588 <https://paneldata.org/soep-core/data/pl/plj0588>`_,,
plj0589,byte,Loneliness: Feeling of being socially isolated,soep-core,p_data,v36,No,Yes,,,,The collection of variables describes the psychological theme of loneliness. (How often do you feel that you miss the company of others?) Question not asked for all samples.,,,Health and Care,pl,https://paneldata.org/soep-core/data/pl/plj0589,`plj0589 <https://paneldata.org/soep-core/data/pl/plj0589>`_,,
sampreg,float,Sample Region,soep-core,p_data,v36,demo,demo,,,,,,,Demography,ppathl,https://paneldata.org/soep-core/data/ppathl/sampreg,`sampreg <https://paneldata.org/soep-core/data/ppathl/sampreg>`_,https://www.diw.de/documents/publikationen/73/diw_01.c.830977.de/diw_ssp1048.pdf,`ppathl Codebook Surveypaper <https://www.diw.de/documents/publikationen/73/diw_01.c.830977.de/diw_ssp1048.pdf>`_
sex,byte,Gender,soep-core,p_data,v36,demo,demo,,,,,,,Demography,ppathl,https://paneldata.org/soep-core/data/ppathl/sex,`sex <https://paneldata.org/soep-core/data/ppathl/sex>`_,https://www.diw.de/documents/publikationen/73/diw_01.c.830977.de/diw_ssp1048.pdf,`ppathl Codebook Surveypaper <https://www.diw.de/documents/publikationen/73/diw_01.c.830977.de/diw_ssp1048.pdf>`_
syear,double,Survey Year,soep-core,p_data,v36,,,,,,,,,,ppathl,https://paneldata.org/soep-core/data/ppathl/syear,`syear <https://paneldata.org/soep-core/data/ppathl/syear>`_,https://www.diw.de/documents/publikationen/73/diw_01.c.830977.de/diw_ssp1048.pdf,`ppathl Codebook Surveypaper <https://www.diw.de/documents/publikationen/73/diw_01.c.830977.de/diw_ssp1048.pdf>`_
transab,byte,Transfer dependency,soep-core,p_data,v36,Yes,No,,,,"The variable describes transfer dependency (as percentage) of the household. The transfer dependency is calculated by dividing Household Pre-Government Income by Household Post-Government Income. (0 = 0 percent; 1 = 26-50 percent, 3 = 51-75 percent, 4 = 76 - 99 percent, 5 = 100 percent)",,,"Income, Taxes, and Social Security",,,,,
transab_cat,byte,Transfer dependency grouped 1,soep-core,p_data,v36,No,Yes,,,,"The variable describes transfer dependency (as percentage) of the household. The transfer dependency is calculated by dividing Household Pre-Government Income by Household Post-Government Income. ( 0 = 0-25 percent; 1 = 26-50 percent, 2 = 51-75 percent, 3 = 76-100 percent.)",,,"Income, Taxes, and Social Security",,,,,
transab_cat2,byte,Transfer dependency grouped 2,soep-core,p_data,v36,No,Yes,,,,"The variable describes transfer dependency (as percentage) of the household. The transfer dependency is calculated by dividing Household Pre-Government Income by Household Post-Government Income. ( 0 = 0-25 percent; 1 = 26-50 percent, 2 = 51-75 percent, 3 = 76-100 percent.)",,,"Income, Taxes, and Social Security",,,,,
years_injob,byte,Employed by current employer in years,soep-core,p_data,v36,Yes,No,,,,,,,Work and Employment,,,,,
regtyp,byte,Region type according to BBSR,soep-core,p_data,v36,demo,demo,,,,,,,Demography,hbrutto,https://paneldata.org/soep-core/data/hbrutto/regtyp,`regtyp <https://paneldata.org/soep-core/data/hbrutto/regtyp>`_,https://www.diw.de/documents/publikationen/73/diw_01.c.830957.de/diw_ssp1041.pdf,`hbrutto Codebook Surveypaper <https://www.diw.de/documents/publikationen/73/diw_01.c.830957.de/diw_ssp1041.pdf>`_
