"plj0047","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Some worries","2006","direct migration background","vocational + Abi","103","0.453251013696595","0.387169005953585","0.519333021439604"
"Some worries","2006","direct migration background","higher vocational","67","0.49596741550633","0.414304905562039","0.577629925450621"
"Some worries","2006","direct migration background","higher education","192","0.514659373018651","0.463245769370226","0.566072976667076"
"Some worries","2006","indirect migration background","in school","26","","",""
"Some worries","2006","indirect migration background","inadequately","6","","",""
"Some worries","2006","indirect migration background","general elemantary","73","0.341460814707458","0.269967409010685","0.41295422040423"
"Some worries","2006","indirect migration background","middle vocational","185","0.571288752748142","0.519292895263657","0.623284610232627"
"Some worries","2006","indirect migration background","vocational + Abi","29","","",""
"Some worries","2006","indirect migration background","higher vocational","24","","",""
"Some worries","2006","indirect migration background","higher education","50","0.628070733416206","0.520117119974629","0.736024346857783"
"No worries","2006","no migration background","in school","60","0.189469023019719","0.145417065090445","0.233520980948994"
"No worries","2006","no migration background","inadequately","25","","",""
"No worries","2006","no migration background","general elemantary","444","0.263339385352493","0.242697715831867","0.283981054873118"
"No worries","2006","no migration background","middle vocational","1764","0.18191620823942","0.17427955305498","0.18955286342386"
"No worries","2006","no migration background","vocational + Abi","149","0.178144172500044","0.1536965343549","0.202591810645187"
"No worries","2006","no migration background","higher vocational","234","0.158101364839718","0.139393651983423","0.176809077696013"
"No worries","2006","no migration background","higher education","652","0.165824632411899","0.154477553923659","0.177171710900138"
"No worries","2006","direct migration background","in school","14","","",""
"No worries","2006","direct migration background","inadequately","33","0.268046539974859","0.192195894652299","0.343897185297419"
"No worries","2006","direct migration background","general elemantary","118","0.234134773520371","0.198185209992616","0.270084337048126"
"No worries","2006","direct migration background","middle vocational","208","0.232488221696703","0.20476723617086","0.260209207222547"
"No worries","2006","direct migration background","vocational + Abi","48","0.208735964212482","0.154787485966803","0.262684442458161"
"No worries","2006","direct migration background","higher vocational","31","0.140792917659635","0.0839853527289599","0.197600482590309"
"No worries","2006","direct migration background","higher education","64","0.195607481130967","0.154801716496786","0.236413245765148"
"No worries","2006","indirect migration background","in school","13","","",""
"No worries","2006","indirect migration background","inadequately","3","","",""
"No worries","2006","indirect migration background","general elemantary","40","0.238223317287401","0.173997341642619","0.302449292932183"
"No worries","2006","indirect migration background","middle vocational","56","0.149795251849276","0.112300606006029","0.187289897692524"
"No worries","2006","indirect migration background","vocational + Abi","10","","",""
"No worries","2006","indirect migration background","higher vocational","4","","",""
"No worries","2006","indirect migration background","higher education","17","","",""
"Big worries","2007","no migration background","in school","86","0.303995559678451","0.249431535498512","0.35855958385839"
"Big worries","2007","no migration background","inadequately","16","","",""
"Big worries","2007","no migration background","general elemantary","404","0.27023953760019","0.248230840860876","0.292248234339504"
"Big worries","2007","no migration background","middle vocational","2441","0.272130804196662","0.263016162853663","0.281245445539661"
"Big worries","2007","no migration background","vocational + Abi","249","0.276303796214756","0.247313906290261","0.305293686139252"
"Big worries","2007","no migration background","higher vocational","360","0.27844165563932","0.254636974548086","0.302246336730555"
"Big worries","2007","no migration background","higher education","1132","0.289164930639326","0.275024528591176","0.303305332687476"
"Big worries","2007","direct migration background","in school","2","","",""
"Big worries","2007","direct migration background","inadequately","33","0.283593129039715","0.201919306224422","0.365266951855009"
"Big worries","2007","direct migration background","general elemantary","121","0.269425552956801","0.22892609051496","0.309925015398641"
"Big worries","2007","direct migration background","middle vocational","222","0.263411589539472","0.232792349537843","0.294030829541101"
"Big worries","2007","direct migration background","vocational + Abi","54","0.302920029563725","0.24032091135916","0.36551914776829"
"Big worries","2007","direct migration background","higher vocational","34","0.338816688750539","0.255843759420772","0.421789618080306"
"Big worries","2007","direct migration background","higher education","96","0.296230336542398","0.247839283256186","0.344621389828611"
"Big worries","2007","indirect migration background","in school","10","","",""
"Big worries","2007","indirect migration background","inadequately","2","","",""
"Big worries","2007","indirect migration background","general elemantary","63","0.369468422507846","0.294680721437876","0.444256123577817"
"Big worries","2007","indirect migration background","middle vocational","92","0.265497226800884","0.217634115165868","0.313360338435901"
"Big worries","2007","indirect migration background","vocational + Abi","15","","",""
"Big worries","2007","indirect migration background","higher vocational","9","","",""
"Big worries","2007","indirect migration background","higher education","17","","",""
"Some worries","2007","no migration background","in school","128","0.481049626461446","0.421781032732154","0.540318220190738"
"Some worries","2007","no migration background","inadequately","42","0.398343372828524","0.297201733892342","0.499485011764705"
"Some worries","2007","no migration background","general elemantary","750","0.474408077948361","0.44966064847552","0.499155507421203"
"Some worries","2007","no migration background","middle vocational","4908","0.528153023151126","0.517929407010514","0.538376639291738"
"Some worries","2007","no migration background","vocational + Abi","528","0.578913096890697","0.546904432897634","0.61092176088376"
"Some worries","2007","no migration background","higher vocational","787","0.565083634720334","0.538755579684088","0.59141168975658"
"Some worries","2007","no migration background","higher education","2245","0.563309310185045","0.547840213453704","0.578778406916386"
"Some worries","2007","direct migration background","in school","11","","",""
"Some worries","2007","direct migration background","inadequately","54","0.471718921122671","0.381264596255567","0.562173245989775"
"Some worries","2007","direct migration background","general elemantary","224","0.486305102439993","0.440679914389277","0.531930290490709"
"Some worries","2007","direct migration background","middle vocational","387","0.496122455678174","0.461367121306451","0.530877790049897"
"Some worries","2007","direct migration background","vocational + Abi","113","0.490708598689419","0.422606903224978","0.55881029415386"
"Some worries","2007","direct migration background","higher vocational","69","0.52399393831609","0.436442666824891","0.611545209807289"
"Some worries","2007","direct migration background","higher education","184","0.508450729747119","0.455466941869387","0.561434517624851"
"Some worries","2007","indirect migration background","in school","29","","",""
"Some worries","2007","indirect migration background","inadequately","5","","",""
"Some worries","2007","indirect migration background","general elemantary","61","0.379096824322645","0.3039215340981","0.454272114547191"
"Some worries","2007","indirect migration background","middle vocational","160","0.527389074476658","0.473277314743503","0.581500834209813"
"Some worries","2007","indirect migration background","vocational + Abi","27","","",""
"Some worries","2007","indirect migration background","higher vocational","20","","",""
"Some worries","2007","indirect migration background","higher education","53","0.65765869385314","0.557375351572538","0.757942036133742"
"No worries","2007","no migration background","in school","59","0.214954813860103","0.166225793254644","0.263683834465563"
"No worries","2007","no migration background","inadequately","32","0.414793747232201","0.31300555162648","0.516581942837922"
"No worries","2007","no migration background","general elemantary","410","0.255352384451449","0.233741373816992","0.276963395085905"
"No worries","2007","no migration background","middle vocational","1810","0.199716172652211","0.19152864652109","0.207903698783333"
"No worries","2007","no migration background","vocational + Abi","137","0.144783106894547","0.121970649297193","0.1675955644919"
"No worries","2007","no migration background","higher vocational","215","0.156474709640346","0.137180336714294","0.175769082566398"
"No worries","2007","no migration background","higher education","572","0.147525759175629","0.136465149012479","0.158586369338779"
"No worries","2007","direct migration background","in school","6","","",""
"No worries","2007","direct migration background","inadequately","30","0.244687949837614","0.166790245709207","0.322585653966021"
"No worries","2007","direct migration background","general elemantary","116","0.244269344603206","0.205048618326156","0.283490070880257"
"No worries","2007","direct migration background","middle vocational","186","0.240465954782353","0.210758533969238","0.270173375595469"
"No worries","2007","direct migration background","vocational + Abi","40","0.206371371746855","0.151240316337751","0.26150242715596"
"No worries","2007","direct migration background","higher vocational","22","","",""
"No worries","2007","direct migration background","higher education","62","0.195318933710483","0.153302508289399","0.237335359131566"
"No worries","2007","indirect migration background","in school","8","","",""
"No worries","2007","indirect migration background","inadequately","2","","",""
"No worries","2007","indirect migration background","general elemantary","36","0.251434753169508","0.184212110323959","0.318657396015057"
"No worries","2007","indirect migration background","middle vocational","75","0.207113698722458","0.163191498814791","0.251035898630126"
"No worries","2007","indirect migration background","vocational + Abi","8","","",""
"No worries","2007","indirect migration background","higher vocational","7","","",""
"No worries","2007","indirect migration background","higher education","16","","",""
"Big worries","2008","no migration background","in school","73","0.265549740135743","0.214633854252955","0.31646562601853"
"Big worries","2008","no migration background","inadequately","15","","",""
"Big worries","2008","no migration background","general elemantary","310","0.24037654423406","0.218244485763364","0.262508602704756"
"Big worries","2008","no migration background","middle vocational","2048","0.244434795514091","0.235394540079851","0.253475050948331"
"Big worries","2008","no migration background","vocational + Abi","186","0.222905920231792","0.195105963686609","0.250705876776975"
"Big worries","2008","no migration background","higher vocational","318","0.24888662096755","0.225022575247738","0.272750666687361"
"Big worries","2008","no migration background","higher education","822","0.215674295579807","0.202590540452262","0.228758050707352"
"Big worries","2008","direct migration background","in school","2","","",""
"Big worries","2008","direct migration background","inadequately","25","","",""
"Big worries","2008","direct migration background","general elemantary","118","0.26778849353276","0.225590467270821","0.3099865197947"
"Big worries","2008","direct migration background","middle vocational","179","0.242255615048113","0.210718405567101","0.273792824529125"
"Big worries","2008","direct migration background","vocational + Abi","38","0.181791738857145","0.127520938300432","0.236062539413858"
"Big worries","2008","direct migration background","higher vocational","32","0.377532722569623","0.288544767208755","0.466520677930491"
"Big worries","2008","direct migration background","higher education","76","0.260193941813566","0.211510830503629","0.308877053123504"
"Big worries","2008","indirect migration background","in school","20","","",""
"Big worries","2008","indirect migration background","inadequately","1","","",""
"Big worries","2008","indirect migration background","general elemantary","43","0.335439811105037","0.262509239761559","0.408370382448514"
"Big worries","2008","indirect migration background","middle vocational","85","0.250267653378804","0.20280756016221","0.297727746595398"
"Big worries","2008","indirect migration background","vocational + Abi","7","","",""
"Big worries","2008","indirect migration background","higher vocational","10","","",""
"Big worries","2008","indirect migration background","higher education","15","","",""
"Some worries","2008","no migration background","in school","149","0.536975752758025","0.479487597260541","0.594463908255509"
"Some worries","2008","no migration background","inadequately","31","0.41530632508505","0.304519079374938","0.526093570795163"
"Some worries","2008","no migration background","general elemantary","747","0.511098671244963","0.485208223162419","0.536989119327508"
"Some worries","2008","no migration background","middle vocational","4798","0.549669502551127","0.53920352705977","0.560135478042484"
"Some worries","2008","no migration background","vocational + Abi","520","0.601316545987102","0.568611693211605","0.634021398762599"
"Some worries","2008","no migration background","higher vocational","716","0.555832420087235","0.528408097243979","0.583256742930491"
"Some worries","2008","no migration background","higher education","2269","0.586222805577749","0.570555308612883","0.601890302542616"
"Some worries","2008","direct migration background","in school","1","","",""
"Some worries","2008","direct migration background","inadequately","51","0.581992713914807","0.485321139701524","0.67866428812809"
"Some worries","2008","direct migration background","general elemantary","195","0.469528149045923","0.421968362577868","0.517087935513977"
"Some worries","2008","direct migration background","middle vocational","351","0.52532380872081","0.488567047241703","0.562080570199918"
"Some worries","2008","direct migration background","vocational + Abi","113","0.611171117896545","0.542573679914333","0.679768555878757"
"Some worries","2008","direct migration background","higher vocational","58","0.470800885181826","0.379173803347484","0.562427967016167"
"Some worries","2008","direct migration background","higher education","173","0.531433025575315","0.476062212396913","0.586803838753717"
"Some worries","2008","indirect migration background","in school","24","","",""
"Some worries","2008","indirect migration background","inadequately","4","","",""
"Some worries","2008","indirect migration background","general elemantary","78","0.390072412465802","0.314728718372015","0.465416106559588"
"Some worries","2008","indirect migration background","middle vocational","166","0.526408248971532","0.471702053920103","0.581114444022961"
"Some worries","2008","indirect migration background","vocational + Abi","26","","",""
"Some worries","2008","indirect migration background","higher vocational","20","","",""
"Some worries","2008","indirect migration background","higher education","53","0.594342560567321","0.490566542312636","0.698118578822007"
"No worries","2008","no migration background","in school","67","0.197474507106232","0.151577527391074","0.243371486821391"
"No worries","2008","no migration background","inadequately","30","0.360161821818792","0.252236039046481","0.468087604591102"
"No worries","2008","no migration background","general elemantary","375","0.248524784520977","0.226141760241117","0.270907808800836"
"No worries","2008","no migration background","middle vocational","1835","0.205895701934782","0.19738969707234","0.214401706797225"
"No worries","2008","no migration background","vocational + Abi","155","0.175777533781106","0.150353150749131","0.201201916813082"
"No worries","2008","no migration background","higher vocational","227","0.195280958945215","0.17340119480521","0.21716072308522"
"No worries","2008","no migration background","higher education","705","0.198102898842444","0.185423760916231","0.210782036768657"
"No worries","2008","direct migration background","in school","7","","",""
"No worries","2008","direct migration background","inadequately","24","","",""
"No worries","2008","direct migration background","general elemantary","110","0.262683357421317","0.220744054764319","0.304622660078314"
"No worries","2008","direct migration background","middle vocational","179","0.232420576231076","0.201330347129458","0.263510805332695"
"No worries","2008","direct migration background","vocational + Abi","43","0.20703714324631","0.150021007234588","0.264053279258032"
"No worries","2008","direct migration background","higher vocational","24","","",""
"No worries","2008","direct migration background","higher education","63","0.208373032611118","0.163306739150743","0.253439326071494"
"No worries","2008","indirect migration background","in school","9","","",""
"No worries","2008","indirect migration background","inadequately","4","","",""
"No worries","2008","indirect migration background","general elemantary","40","0.274487776429162","0.205556070831574","0.34341948202675"
"No worries","2008","indirect migration background","middle vocational","69","0.223324097649664","0.177693010996628","0.268955184302699"
"No worries","2008","indirect migration background","vocational + Abi","8","","",""
"No worries","2008","indirect migration background","higher vocational","6","","",""
"No worries","2008","indirect migration background","higher education","18","","",""
"Big worries","2009","no migration background","in school","54","0.246533090609766","0.192565286080909","0.300500895138624"
"Big worries","2009","no migration background","inadequately","18","","",""
"Big worries","2009","no migration background","general elemantary","241","0.203663843246314","0.181627478729537","0.225700207763091"
"Big worries","2009","no migration background","middle vocational","1554","0.193209161524224","0.184637001516417","0.201781321532032"
"Big worries","2009","no migration background","vocational + Abi","157","0.221957329021964","0.193070426246122","0.250844231797806"
"Big worries","2009","no migration background","higher vocational","242","0.220402291526445","0.196978423792465","0.243826159260425"
"Big worries","2009","no migration background","higher education","685","0.185033011541654","0.172433440005475","0.197632583077834"
"Big worries","2009","direct migration background","in school","2","","",""
"Big worries","2009","direct migration background","inadequately","19","","",""
"Big worries","2009","direct migration background","general elemantary","72","0.261387007024509","0.215808042715709","0.30696597133331"
"Big worries","2009","direct migration background","middle vocational","118","0.193082287555261","0.161861076326494","0.224303498784028"
"Big worries","2009","direct migration background","vocational + Abi","41","0.261230375007272","0.194997883714646","0.327462866299897"
"Big worries","2009","direct migration background","higher vocational","21","","",""
"Big worries","2009","direct migration background","higher education","65","0.228060528328077","0.180017434369258","0.276103622286896"
"Big worries","2009","indirect migration background","in school","14","","",""
"Big worries","2009","indirect migration background","inadequately","","","",""
"Big worries","2009","indirect migration background","general elemantary","39","0.383180950144996","0.303498823540598","0.462863076749394"
"Big worries","2009","indirect migration background","middle vocational","69","0.242096839061395","0.192452870354211","0.291740807768579"
"Big worries","2009","indirect migration background","vocational + Abi","7","","",""
"Big worries","2009","indirect migration background","higher vocational","8","","",""
"Big worries","2009","indirect migration background","higher education","13","","",""
"Some worries","2009","no migration background","in school","132","0.538721894674252","0.47630117339759","0.601142615950913"
"Some worries","2009","no migration background","inadequately","26","","",""
"Some worries","2009","no migration background","general elemantary","668","0.514572856237401","0.487225192694471","0.54192051978033"
"Some worries","2009","no migration background","middle vocational","4732","0.584821518502824","0.5741229660015","0.595520071004148"
"Some worries","2009","no migration background","vocational + Abi","487","0.604254184502863","0.570261729938741","0.638246639066985"
"Some worries","2009","no migration background","higher vocational","705","0.587815759576858","0.560000598356758","0.615630920796959"
"Some worries","2009","no migration background","higher education","2253","0.621931199714494","0.606197974806902","0.637664424622086"
"Some worries","2009","direct migration background","in school","4","","",""
"Some worries","2009","direct migration background","inadequately","41","0.480956512749513","0.377732291689822","0.584180733809205"
"Some worries","2009","direct migration background","general elemantary","174","0.444481804118217","0.392936379599411","0.496027228637022"
"Some worries","2009","direct migration background","middle vocational","297","0.494217525825083","0.454671316135768","0.533763735514397"
"Some worries","2009","direct migration background","vocational + Abi","93","0.583637002168917","0.5093158880888","0.657958116249034"
"Some worries","2009","direct migration background","higher vocational","46","0.527050486790978","0.426121092943704","0.627979880638252"
"Some worries","2009","direct migration background","higher education","151","0.508112724050514","0.45086910137935","0.565356346721677"
"Some worries","2009","indirect migration background","in school","21","","",""
"Some worries","2009","indirect migration background","inadequately","5","","",""
"Some worries","2009","indirect migration background","general elemantary","65","0.363276806359156","0.284449943527648","0.442103669190664"
"Some worries","2009","indirect migration background","middle vocational","148","0.544514610864069","0.486797169758673","0.602232051969464"
"Some worries","2009","indirect migration background","vocational + Abi","22","","",""
"Some worries","2009","indirect migration background","higher vocational","18","","",""
"Some worries","2009","indirect migration background","higher education","53","0.658579024186794","0.558938154045451","0.758219894328137"
"No worries","2009","no migration background","in school","59","0.214745014715982","0.163325029762793","0.26616499966917"
"No worries","2009","no migration background","inadequately","23","","",""
"No worries","2009","no migration background","general elemantary","374","0.281763300516285","0.257147680912154","0.306378920120417"
"No worries","2009","no migration background","middle vocational","1863","0.221969319972951","0.212946531640043","0.23099210830586"
"No worries","2009","no migration background","vocational + Abi","151","0.173788486475173","0.147448190628083","0.200128782322263"
"No worries","2009","no migration background","higher vocational","256","0.191781948896697","0.16953433626435","0.214029561529044"
"No worries","2009","no migration background","higher education","711","0.193035788743851","0.180229974032083","0.20584160345562"
"No worries","2009","direct migration background","in school","5","","",""
"No worries","2009","direct migration background","inadequately","30","0.333468117177783","0.236066883168606","0.430869351186961"
"No worries","2009","direct migration background","general elemantary","111","0.294131188857274","0.246865442658178","0.341396935056369"
"No worries","2009","direct migration background","middle vocational","199","0.312700186619657","0.276031015879767","0.349369357359546"
"No worries","2009","direct migration background","vocational + Abi","35","0.155132622823811","0.100550480589274","0.209714765058348"
"No worries","2009","direct migration background","higher vocational","27","","",""
"No worries","2009","direct migration background","higher education","77","0.263826747621409","0.213364834716689","0.31428866052613"
"No worries","2009","indirect migration background","in school","14","","",""
"No worries","2009","indirect migration background","inadequately","4","","",""
"No worries","2009","indirect migration background","general elemantary","39","0.253542243495848","0.182239235022603","0.324845251969093"
"No worries","2009","indirect migration background","middle vocational","69","0.213388550074536","0.165906357773564","0.260870742375509"
"No worries","2009","indirect migration background","vocational + Abi","8","","",""
"No worries","2009","indirect migration background","higher vocational","4","","",""
"No worries","2009","indirect migration background","higher education","21","","",""
"Big worries","2010","no migration background","in school","70","0.186132792023145","0.142875819802022","0.229389764244267"
"Big worries","2010","no migration background","inadequately","58","0.392383637721411","0.312354111287837","0.472413164154984"
"Big worries","2010","no migration background","general elemantary","355","0.227022279035148","0.206629598699359","0.247414959370938"
"Big worries","2010","no migration background","middle vocational","2233","0.210569003100908","0.202650886691115","0.218487119510702"
"Big worries","2010","no migration background","vocational + Abi","282","0.180000679979471","0.159116365039139","0.200884994919803"
"Big worries","2010","no migration background","higher vocational","295","0.212538387400108","0.191452235486581","0.233624539313635"
"Big worries","2010","no migration background","higher education","826","0.174461439758724","0.163548873436216","0.185374006081231"
"Big worries","2010","direct migration background","in school","9","","",""
"Big worries","2010","direct migration background","inadequately","45","0.231524461031781","0.168487200318526","0.294561721745035"
"Big worries","2010","direct migration background","general elemantary","144","0.24113307834043","0.207596458419093","0.274669698261766"
"Big worries","2010","direct migration background","middle vocational","250","0.194176815948376","0.170101207056491","0.21825242484026"
"Big worries","2010","direct migration background","vocational + Abi","87","0.280072964832077","0.231027371706729","0.329118557957426"
"Big worries","2010","direct migration background","higher vocational","31","0.288646147058927","0.205098428376393","0.372193865741461"
"Big worries","2010","direct migration background","higher education","111","0.201977229792098","0.16814673841404","0.235807721170156"
"Big worries","2010","indirect migration background","in school","23","","",""
"Big worries","2010","indirect migration background","inadequately","8","","",""
"Big worries","2010","indirect migration background","general elemantary","53","0.285837578861302","0.222585003214812","0.349090154507791"
"Big worries","2010","indirect migration background","middle vocational","135","0.175350345871367","0.141542460251156","0.209158231491577"
"Big worries","2010","indirect migration background","vocational + Abi","18","","",""
"Big worries","2010","indirect migration background","higher vocational","17","","",""
"Big worries","2010","indirect migration background","higher education","26","","",""
"Some worries","2010","no migration background","in school","168","0.598424471763253","0.543942076992593","0.652906866533912"
"Some worries","2010","no migration background","inadequately","58","0.46849834455437","0.38671094246863","0.550285746640109"
"Some worries","2010","no migration background","general elemantary","829","0.508380863565062","0.484043946022391","0.532717781107733"
"Some worries","2010","no migration background","middle vocational","5724","0.566980448173085","0.557357561551664","0.576603334794506"
"Some worries","2010","no migration background","vocational + Abi","767","0.609812997766467","0.583296805926365","0.63632918960657"
"Some worries","2010","no migration background","higher vocational","872","0.608388403739402","0.583230052269572","0.633546755209232"
"Some worries","2010","no migration background","higher education","2917","0.607530125888814","0.593489206031608","0.621571045746019"
"Some worries","2010","direct migration background","in school","11","","",""
"Some worries","2010","direct migration background","inadequately","74","0.422675759287189","0.348851782745645","0.496499735828733"
"Some worries","2010","direct migration background","general elemantary","292","0.392938285160765","0.354648169580862","0.431228400740668"
"Some worries","2010","direct migration background","middle vocational","507","0.502714605579303","0.472283178687612","0.533146032470994"
"Some worries","2010","direct migration background","vocational + Abi","155","0.449296369393074","0.394965634481831","0.503627104304317"
"Some worries","2010","direct migration background","higher vocational","56","0.513116297965564","0.42095907221895","0.605273523712177"
"Some worries","2010","direct migration background","higher education","302","0.570509118440223","0.528797434079902","0.612220802800544"
"Some worries","2010","indirect migration background","in school","34","0.414167577308388","0.305547702948661","0.522787451668114"
"Some worries","2010","indirect migration background","inadequately","6","","",""
"Some worries","2010","indirect migration background","general elemantary","99","0.539140412588093","0.469356500554976","0.608924324621209"
"Some worries","2010","indirect migration background","middle vocational","238","0.579207852334708","0.535316295016966","0.62309940965245"
"Some worries","2010","indirect migration background","vocational + Abi","54","0.662447155641193","0.560715631622167","0.764178679660218"
"Some worries","2010","indirect migration background","higher vocational","28","","",""
"Some worries","2010","indirect migration background","higher education","97","0.578095239615382","0.50274007406681","0.653450405163955"
"No worries","2010","no migration background","in school","73","0.215442736213602","0.169750107024452","0.261135365402753"
"No worries","2010","no migration background","inadequately","27","","",""
"No worries","2010","no migration background","general elemantary","437","0.26459685739979","0.243122920867052","0.286070793932528"
"No worries","2010","no migration background","middle vocational","2228","0.222450548726006","0.214373581425514","0.230527516026499"
"No worries","2010","no migration background","vocational + Abi","251","0.210186322254062","0.188037993274419","0.232334651233704"
"No worries","2010","no migration background","higher vocational","279","0.17907320886049","0.159311182825899","0.198835234895081"
"No worries","2010","no migration background","higher education","903","0.218008434352463","0.206135825207675","0.22988104349725"
"No worries","2010","direct migration background","in school","4","","",""
"No worries","2010","direct migration background","inadequately","53","0.34579977968103","0.27471910085339","0.41688045850867"
"No worries","2010","direct migration background","general elemantary","189","0.365928636498805","0.328164865892179","0.403692407105431"
"No worries","2010","direct migration background","middle vocational","280","0.303108578472321","0.275135492119833","0.33108166482481"
"No worries","2010","direct migration background","vocational + Abi","80","0.270630665774849","0.22210378147675","0.319157550072947"
"No worries","2010","direct migration background","higher vocational","26","","",""
"No worries","2010","direct migration background","higher education","128","0.227513651767679","0.192187315742518","0.26283998779284"
"No worries","2010","indirect migration background","in school","22","","",""
"No worries","2010","indirect migration background","inadequately","7","","",""
"No worries","2010","indirect migration background","general elemantary","44","0.175022008550606","0.121824956231405","0.228219060869807"
"No worries","2010","indirect migration background","middle vocational","113","0.245441801793926","0.207181306074746","0.283702297513105"
"No worries","2010","indirect migration background","vocational + Abi","11","","",""
"No worries","2010","indirect migration background","higher vocational","10","","",""
"No worries","2010","indirect migration background","higher education","42","0.326799506743626","0.255231482516099","0.398367530971152"
"Big worries","2011","no migration background","in school","56","0.222466690827284","0.169957954264237","0.274975427390331"
"Big worries","2011","no migration background","inadequately","24","","",""
"Big worries","2011","no migration background","general elemantary","281","0.192885718653858","0.17344275769402","0.212328679613696"
"Big worries","2011","no migration background","middle vocational","1836","0.200240282462451","0.192107944645736","0.208372620279166"
"Big worries","2011","no migration background","vocational + Abi","169","0.174644142289049","0.150424946134209","0.198863338443889"
"Big worries","2011","no migration background","higher vocational","240","0.198935988900867","0.177302104336703","0.22056987346503"
"Big worries","2011","no migration background","higher education","677","0.168334116683986","0.156861580789325","0.179806652578648"
"Big worries","2011","direct migration background","in school","1","","",""
"Big worries","2011","direct migration background","inadequately","19","","",""
"Big worries","2011","direct migration background","general elemantary","81","0.215238414016568","0.175407965509729","0.255068862523408"
"Big worries","2011","direct migration background","middle vocational","151","0.193238152917903","0.165111421516091","0.221364884319715"
"Big worries","2011","direct migration background","vocational + Abi","48","0.230218645343679","0.17300885392419","0.287428436763168"
"Big worries","2011","direct migration background","higher vocational","16","","",""
"Big worries","2011","direct migration background","higher education","57","0.132667519719327","0.0980098553356789","0.167325184102975"
"Big worries","2011","indirect migration background","in school","11","","",""
"Big worries","2011","indirect migration background","inadequately","4","","",""
"Big worries","2011","indirect migration background","general elemantary","35","0.353868174610194","0.271352860886177","0.436383488334211"
"Big worries","2011","indirect migration background","middle vocational","71","0.167730095527008","0.127660731447524","0.207799459606491"
"Big worries","2011","indirect migration background","vocational + Abi","8","","",""
"Big worries","2011","indirect migration background","higher vocational","6","","",""
"Big worries","2011","indirect migration background","higher education","13","","",""
"Some worries","2011","no migration background","in school","123","0.512808631099144","0.449703158186437","0.575914104011851"
"Some worries","2011","no migration background","inadequately","40","0.381029335267998","0.291089244901192","0.470969425634804"
"Some worries","2011","no migration background","general elemantary","799","0.49102353512249","0.466388972481454","0.515658097763526"
"Some worries","2011","no migration background","middle vocational","5167","0.552730346725011","0.54262616160107","0.562834531848952"
"Some worries","2011","no migration background","vocational + Abi","546","0.571344301525645","0.539774972992304","0.602913630058986"
"Some worries","2011","no migration background","higher vocational","763","0.566387329357431","0.539530671543749","0.593243987171113"
"Some worries","2011","no migration background","higher education","2451","0.582781639625562","0.567662274806314","0.597901004444811"
"Some worries","2011","direct migration background","in school","6","","",""
"Some worries","2011","direct migration background","inadequately","47","0.482540916005893","0.379873537086033","0.585208294925753"
"Some worries","2011","direct migration background","general elemantary","184","0.454105748525119","0.405853317638067","0.502358179412171"
"Some worries","2011","direct migration background","middle vocational","338","0.446174001757576","0.410762939809621","0.48158506370553"
"Some worries","2011","direct migration background","vocational + Abi","116","0.558325027093165","0.490839387708792","0.625810666477538"
"Some worries","2011","direct migration background","higher vocational","51","0.55261690054239","0.452100707309152","0.653133093775628"
"Some worries","2011","direct migration background","higher education","211","0.577458174577048","0.526989801991682","0.627926547162413"
"Some worries","2011","indirect migration background","in school","27","","",""
"Some worries","2011","indirect migration background","inadequately","5","","",""
"Some worries","2011","indirect migration background","general elemantary","58","0.408217656677282","0.323401199042624","0.493034114311939"
"Some worries","2011","indirect migration background","middle vocational","172","0.563088044771214","0.509894372261041","0.616281717281387"
"Some worries","2011","indirect migration background","vocational + Abi","26","","",""
"Some worries","2011","indirect migration background","higher vocational","18","","",""
"Some worries","2011","indirect migration background","higher education","65","0.471878277997705","0.37816160761656","0.565594948378851"
"No worries","2011","no migration background","in school","62","0.264724678073572","0.209023833647227","0.320425522499916"
"No worries","2011","no migration background","inadequately","48","0.46677899197598","0.374384016109037","0.559173967842924"
"No worries","2011","no migration background","general elemantary","502","0.316090746223652","0.293179433016","0.339002059431305"
"No worries","2011","no migration background","middle vocational","2299","0.247029370812538","0.238264949674103","0.255793791950973"
"No worries","2011","no migration background","vocational + Abi","229","0.254011556185306","0.226242898847761","0.28178021352285"
"No worries","2011","no migration background","higher vocational","305","0.234676681741703","0.211709819717444","0.257643543765962"
"No worries","2011","no migration background","higher education","958","0.248884243690451","0.235627066904663","0.262141420476239"
"No worries","2011","direct migration background","in school","6","","",""
"No worries","2011","direct migration background","inadequately","25","","",""
"No worries","2011","direct migration background","general elemantary","144","0.330655837458313","0.28506272148615","0.376248953430475"
"No worries","2011","direct migration background","middle vocational","268","0.360587845324522","0.326382330071005","0.394793360578038"
"No worries","2011","direct migration background","vocational + Abi","44","0.211456327563156","0.155963143816256","0.266949511310056"
"No worries","2011","direct migration background","higher vocational","27","","",""
"No worries","2011","direct migration background","higher education","100","0.289874305703625","0.243519298185007","0.336229313222243"
"No worries","2011","indirect migration background","in school","19","","",""
"No worries","2011","indirect migration background","inadequately","6","","",""
"No worries","2011","indirect migration background","general elemantary","36","0.237914168712524","0.164434814142739","0.31139352328231"
"No worries","2011","indirect migration background","middle vocational","91","0.269181859701779","0.221615226632943","0.316748492770614"
"No worries","2011","indirect migration background","vocational + Abi","12","","",""
"No worries","2011","indirect migration background","higher vocational","12","","",""
