"plj0588","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Never","2016","Couple + C. LE 16 ","vocational + Abi","17","","",""
"Never","2016","Couple + C. LE 16 ","higher vocational","","","",""
"Never","2016","Couple + C. LE 16 ","higher education","113","0.367431287817085","0.314609265671511","0.420253309962658"
"Never","2016","Couple + C. GT 16 ","in school","","","",""
"Never","2016","Couple + C. GT 16 ","inadequately","9","","",""
"Never","2016","Couple + C. GT 16 ","general elemantary","11","","",""
"Never","2016","Couple + C. GT 16 ","middle vocational","5","","",""
"Never","2016","Couple + C. GT 16 ","vocational + Abi","1","","",""
"Never","2016","Couple + C. GT 16 ","higher vocational","","","",""
"Never","2016","Couple + C. GT 16 ","higher education","4","","",""
"Never","2016","Couple + C. LE and GT 16","in school","1","","",""
"Never","2016","Couple + C. LE and GT 16","inadequately","58","0.29553057835327","0.222511769054167","0.368549387652373"
"Never","2016","Couple + C. LE and GT 16","general elemantary","40","0.427223314850018","0.319496028489929","0.534950601210106"
"Never","2016","Couple + C. LE and GT 16","middle vocational","26","","",""
"Never","2016","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Never","2016","Couple + C. LE and GT 16","higher vocational","","","",""
"Never","2016","Couple + C. LE and GT 16","higher education","18","","",""
"Very often","2017","1-pers.-HH","in school","1","","",""
"Very often","2017","1-pers.-HH","inadequately","44","0.065999862114786","0.0359361620725441","0.096063562157028"
"Very often","2017","1-pers.-HH","general elemantary","32","0.0452298971670853","0.0278942221070157","0.0625655722271549"
"Very often","2017","1-pers.-HH","middle vocational","48","0.0234631260134034","0.0167308682127411","0.0301953838140657"
"Very often","2017","1-pers.-HH","vocational + Abi","9","","",""
"Very often","2017","1-pers.-HH","higher vocational","1","","",""
"Very often","2017","1-pers.-HH","higher education","31","0.0155362367930052","0.00823111913901886","0.0228413544469915"
"Very often","2017","(Married) couple without C. ","in school","1","","",""
"Very often","2017","(Married) couple without C. ","inadequately","6","","",""
"Very often","2017","(Married) couple without C. ","general elemantary","13","","",""
"Very often","2017","(Married) couple without C. ","middle vocational","28","","",""
"Very often","2017","(Married) couple without C. ","vocational + Abi","2","","",""
"Very often","2017","(Married) couple without C. ","higher vocational","1","","",""
"Very often","2017","(Married) couple without C. ","higher education","13","","",""
"Very often","2017","Single parent ","in school","2","","",""
"Very often","2017","Single parent ","inadequately","19","","",""
"Very often","2017","Single parent ","general elemantary","10","","",""
"Very often","2017","Single parent ","middle vocational","25","","",""
"Very often","2017","Single parent ","vocational + Abi","8","","",""
"Very often","2017","Single parent ","higher vocational","1","","",""
"Very often","2017","Single parent ","higher education","9","","",""
"Very often","2017","Couple + C. LE 16 ","in school","1","","",""
"Very often","2017","Couple + C. LE 16 ","inadequately","28","","",""
"Very often","2017","Couple + C. LE 16 ","general elemantary","24","","",""
"Very often","2017","Couple + C. LE 16 ","middle vocational","24","","",""
"Very often","2017","Couple + C. LE 16 ","vocational + Abi","3","","",""
"Very often","2017","Couple + C. LE 16 ","higher vocational","1","","",""
"Very often","2017","Couple + C. LE 16 ","higher education","20","","",""
"Very often","2017","Couple + C. GT 16 ","in school","","","",""
"Very often","2017","Couple + C. GT 16 ","inadequately","2","","",""
"Very often","2017","Couple + C. GT 16 ","general elemantary","2","","",""
"Very often","2017","Couple + C. GT 16 ","middle vocational","16","","",""
"Very often","2017","Couple + C. GT 16 ","vocational + Abi","4","","",""
"Very often","2017","Couple + C. GT 16 ","higher vocational","2","","",""
"Very often","2017","Couple + C. GT 16 ","higher education","2","","",""
"Very often","2017","Couple + C. LE and GT 16","in school","","","",""
"Very often","2017","Couple + C. LE and GT 16","inadequately","9","","",""
"Very often","2017","Couple + C. LE and GT 16","general elemantary","10","","",""
"Very often","2017","Couple + C. LE and GT 16","middle vocational","14","","",""
"Very often","2017","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Very often","2017","Couple + C. LE and GT 16","higher vocational","1","","",""
"Very often","2017","Couple + C. LE and GT 16","higher education","1","","",""
"Often","2017","1-pers.-HH","in school","1","","",""
"Often","2017","1-pers.-HH","inadequately","56","0.10459565990269","0.0675392044935248","0.141652115311854"
"Often","2017","1-pers.-HH","general elemantary","53","0.0822800323050843","0.0593565353503456","0.105203529259823"
"Often","2017","1-pers.-HH","middle vocational","158","0.0692518936575122","0.0579602962430338","0.0805434910719906"
"Often","2017","1-pers.-HH","vocational + Abi","28","","",""
"Often","2017","1-pers.-HH","higher vocational","8","","",""
"Often","2017","1-pers.-HH","higher education","82","0.0642182966685245","0.0497382121317939","0.078698381205255"
"Often","2017","(Married) couple without C. ","in school","1","","",""
"Often","2017","(Married) couple without C. ","inadequately","7","","",""
"Often","2017","(Married) couple without C. ","general elemantary","29","","",""
"Often","2017","(Married) couple without C. ","middle vocational","160","0.0410931594094418","0.0350132919359418","0.0471730268829417"
"Often","2017","(Married) couple without C. ","vocational + Abi","21","","",""
"Often","2017","(Married) couple without C. ","higher vocational","16","","",""
"Often","2017","(Married) couple without C. ","higher education","93","0.0329151834390865","0.0256677034427012","0.0401626634354717"
"Often","2017","Single parent ","in school","9","","",""
"Often","2017","Single parent ","inadequately","20","","",""
"Often","2017","Single parent ","general elemantary","41","0.150797329656727","0.113199656328269","0.188395002985184"
"Often","2017","Single parent ","middle vocational","96","0.0936049236463153","0.076094785426133","0.111115061866498"
"Often","2017","Single parent ","vocational + Abi","21","","",""
"Often","2017","Single parent ","higher vocational","5","","",""
"Often","2017","Single parent ","higher education","38","0.0804863797332527","0.0521472349522444","0.108825524514261"
"Often","2017","Couple + C. LE 16 ","in school","1","","",""
"Often","2017","Couple + C. LE 16 ","inadequately","58","0.173263817186206","0.141690808878098","0.204836825494314"
"Often","2017","Couple + C. LE 16 ","general elemantary","53","0.0569106473904876","0.0396495569667926","0.0741717378141825"
"Often","2017","Couple + C. LE 16 ","middle vocational","153","0.0582756877112647","0.0491183116535076","0.0674330637690217"
"Often","2017","Couple + C. LE 16 ","vocational + Abi","34","0.0400628752491854","0.0261205969866316","0.0540051535117393"
"Often","2017","Couple + C. LE 16 ","higher vocational","5","","",""
"Often","2017","Couple + C. LE 16 ","higher education","73","0.0189254888417049","0.0130153896280736","0.0248355880553362"
"Often","2017","Couple + C. GT 16 ","in school","8","","",""
"Often","2017","Couple + C. GT 16 ","inadequately","5","","",""
"Often","2017","Couple + C. GT 16 ","general elemantary","24","","",""
"Often","2017","Couple + C. GT 16 ","middle vocational","71","0.0420467410184638","0.0319473862056","0.0521460958313277"
"Often","2017","Couple + C. GT 16 ","vocational + Abi","9","","",""
"Often","2017","Couple + C. GT 16 ","higher vocational","10","","",""
"Often","2017","Couple + C. GT 16 ","higher education","28","","",""
"Often","2017","Couple + C. LE and GT 16","in school","9","","",""
"Often","2017","Couple + C. LE and GT 16","inadequately","32","0.0993743753223555","0.0591982874897591","0.139550463154952"
"Often","2017","Couple + C. LE and GT 16","general elemantary","29","","",""
"Often","2017","Couple + C. LE and GT 16","middle vocational","53","0.0412151182325304","0.0285875861512411","0.0538426503138197"
"Often","2017","Couple + C. LE and GT 16","vocational + Abi","4","","",""
"Often","2017","Couple + C. LE and GT 16","higher vocational","5","","",""
"Often","2017","Couple + C. LE and GT 16","higher education","16","","",""
"Sometimes","2017","1-pers.-HH","in school","2","","",""
"Sometimes","2017","1-pers.-HH","inadequately","77","0.415965087373352","0.356282823213893","0.47564735153281"
"Sometimes","2017","1-pers.-HH","general elemantary","130","0.219434199246433","0.184909057606621","0.253959340886245"
"Sometimes","2017","1-pers.-HH","middle vocational","434","0.208269100205334","0.190208811184735","0.226329389225932"
"Sometimes","2017","1-pers.-HH","vocational + Abi","61","0.221933780018494","0.176117003034578","0.267750557002409"
"Sometimes","2017","1-pers.-HH","higher vocational","44","0.225898987261388","0.171738032744175","0.280059941778602"
"Sometimes","2017","1-pers.-HH","higher education","232","0.201722242050625","0.178018967918564","0.225425516182686"
"Sometimes","2017","(Married) couple without C. ","in school","1","","",""
"Sometimes","2017","(Married) couple without C. ","inadequately","45","0.366936368618279","0.282445038686271","0.451427698550286"
"Sometimes","2017","(Married) couple without C. ","general elemantary","144","0.207861365725895","0.176570374711217","0.239152356740573"
"Sometimes","2017","(Married) couple without C. ","middle vocational","733","0.19408435004135","0.181971085791616","0.206197614291085"
"Sometimes","2017","(Married) couple without C. ","vocational + Abi","93","0.190193869457295","0.1562330472904","0.22415469162419"
"Sometimes","2017","(Married) couple without C. ","higher vocational","101","0.164048285157092","0.134065240818584","0.1940313294956"
"Sometimes","2017","(Married) couple without C. ","higher education","377","0.187588591961821","0.171730613580942","0.203446570342699"
"Sometimes","2017","Single parent ","in school","18","","",""
"Sometimes","2017","Single parent ","inadequately","39","0.330070289900452","0.251896975182088","0.408243604618816"
"Sometimes","2017","Single parent ","general elemantary","74","0.19472745584005","0.153122649010471","0.236332262669628"
"Sometimes","2017","Single parent ","middle vocational","245","0.239820248960945","0.214152810346484","0.265487687575407"
"Sometimes","2017","Single parent ","vocational + Abi","45","0.192856577653605","0.138847875110669","0.246865280196541"
"Sometimes","2017","Single parent ","higher vocational","20","","",""
"Sometimes","2017","Single parent ","higher education","74","0.193405801721332","0.152261589081809","0.234550014360855"
"Sometimes","2017","Couple + C. LE 16 ","in school","2","","",""
"Sometimes","2017","Couple + C. LE 16 ","inadequately","164","0.219823372876478","0.185276244529185","0.254370501223771"
"Sometimes","2017","Couple + C. LE 16 ","general elemantary","174","0.254547652373899","0.222092060374919","0.287003244372879"
"Sometimes","2017","Couple + C. LE 16 ","middle vocational","521","0.213440205437889","0.197423638202226","0.229456772673552"
"Sometimes","2017","Couple + C. LE 16 ","vocational + Abi","145","0.189111399131233","0.161270660933391","0.216952137329075"
"Sometimes","2017","Couple + C. LE 16 ","higher vocational","66","0.198117665166734","0.154171450439951","0.242063879893517"
"Sometimes","2017","Couple + C. LE 16 ","higher education","414","0.185332188828189","0.168478850933619","0.20218552672276"
"Sometimes","2017","Couple + C. GT 16 ","in school","26","","",""
"Sometimes","2017","Couple + C. GT 16 ","inadequately","19","","",""
"Sometimes","2017","Couple + C. GT 16 ","general elemantary","92","0.185715230774914","0.147268117891616","0.224162343658212"
"Sometimes","2017","Couple + C. GT 16 ","middle vocational","294","0.180139287606938","0.160800485964612","0.199478089249264"
"Sometimes","2017","Couple + C. GT 16 ","vocational + Abi","56","0.173495966768351","0.127289217274316","0.219702716262387"
"Sometimes","2017","Couple + C. GT 16 ","higher vocational","41","0.16877683745137","0.117875210444706","0.219678464458033"
"Sometimes","2017","Couple + C. GT 16 ","higher education","89","0.156105878215774","0.126592859438273","0.185618896993275"
"Sometimes","2017","Couple + C. LE and GT 16","in school","19","","",""
"Sometimes","2017","Couple + C. LE and GT 16","inadequately","43","0.230132915461735","0.173605967819053","0.286659863104417"
"Sometimes","2017","Couple + C. LE and GT 16","general elemantary","87","0.213328561545239","0.172775256796263","0.253881866294215"
"Sometimes","2017","Couple + C. LE and GT 16","middle vocational","210","0.230581910402303","0.203825772251423","0.257338048553183"
"Sometimes","2017","Couple + C. LE and GT 16","vocational + Abi","32","0.183871438496949","0.126146767710471","0.241596109283428"
"Sometimes","2017","Couple + C. LE and GT 16","higher vocational","26","","",""
"Sometimes","2017","Couple + C. LE and GT 16","higher education","91","0.231193656416372","0.189351676820429","0.273035636012316"
"Rarely ","2017","1-pers.-HH","in school","","","",""
"Rarely ","2017","1-pers.-HH","inadequately","35","0.231369278201814","0.180305944952894","0.282432611450734"
"Rarely ","2017","1-pers.-HH","general elemantary","186","0.365492187457605","0.325319018790021","0.40566535612519"
"Rarely ","2017","1-pers.-HH","middle vocational","756","0.400809394741234","0.379013488941959","0.422605300540509"
"Rarely ","2017","1-pers.-HH","vocational + Abi","126","0.345472606522147","0.293043160152848","0.397902052891446"
"Rarely ","2017","1-pers.-HH","higher vocational","118","0.469109780174435","0.404474452341104","0.533745108007767"
"Rarely ","2017","1-pers.-HH","higher education","439","0.434068809738689","0.404792553695067","0.46334506578231"
"Rarely ","2017","(Married) couple without C. ","in school","1","","",""
"Rarely ","2017","(Married) couple without C. ","inadequately","30","0.306808483153101","0.22596344209867","0.387653524207531"
"Rarely ","2017","(Married) couple without C. ","general elemantary","265","0.417450601211162","0.379422840133267","0.455478362289056"
"Rarely ","2017","(Married) couple without C. ","middle vocational","1766","0.435699017269923","0.420512092855649","0.450885941684198"
"Rarely ","2017","(Married) couple without C. ","vocational + Abi","230","0.461507386457649","0.418368531647667","0.504646241267631"
"Rarely ","2017","(Married) couple without C. ","higher vocational","292","0.500847942916542","0.460365318169904","0.541330567663181"
"Rarely ","2017","(Married) couple without C. ","higher education","1099","0.469669560524132","0.44939618393387","0.489942937114394"
"Rarely ","2017","Single parent ","in school","48","0.493442460799666","0.392907077273471","0.593977844325861"
"Rarely ","2017","Single parent ","inadequately","20","","",""
"Rarely ","2017","Single parent ","general elemantary","117","0.322667000969095","0.273549432118847","0.371784569819344"
"Rarely ","2017","Single parent ","middle vocational","438","0.40196573236728","0.372491737113854","0.431439727620705"
"Rarely ","2017","Single parent ","vocational + Abi","85","0.387428125656051","0.320740499308823","0.454115752003278"
"Rarely ","2017","Single parent ","higher vocational","32","0.586181999993923","0.469971739810046","0.7023922601778"
"Rarely ","2017","Single parent ","higher education","132","0.455293676898414","0.403416841200316","0.507170512596511"
"Rarely ","2017","Couple + C. LE 16 ","in school","3","","",""
"Rarely ","2017","Couple + C. LE 16 ","inadequately","118","0.283523402218453","0.245924599745123","0.321122204691784"
"Rarely ","2017","Couple + C. LE 16 ","general elemantary","235","0.379346791973479","0.343194340328851","0.415499243618106"
"Rarely ","2017","Couple + C. LE 16 ","middle vocational","1017","0.441914292020787","0.422501637375217","0.461326946666357"
"Rarely ","2017","Couple + C. LE 16 ","vocational + Abi","340","0.445031719481369","0.409699504946835","0.480363934015903"
"Rarely ","2017","Couple + C. LE 16 ","higher vocational","155","0.448028130147518","0.393198456144426","0.502857804150609"
"Rarely ","2017","Couple + C. LE 16 ","higher education","895","0.454959319652524","0.433360950284194","0.476557689020855"
"Rarely ","2017","Couple + C. GT 16 ","in school","60","0.404008802319616","0.321539186139935","0.486478418499297"
"Rarely ","2017","Couple + C. GT 16 ","inadequately","19","","",""
"Rarely ","2017","Couple + C. GT 16 ","general elemantary","149","0.443908732972085","0.394787224199265","0.493030241744904"
"Rarely ","2017","Couple + C. GT 16 ","middle vocational","674","0.469943372536937","0.44482802455973","0.495058720514144"
"Rarely ","2017","Couple + C. GT 16 ","vocational + Abi","118","0.497645425128351","0.436635087713568","0.558655762543134"
"Rarely ","2017","Couple + C. GT 16 ","higher vocational","102","0.532883607594366","0.465081193361247","0.600686021827486"
"Rarely ","2017","Couple + C. GT 16 ","higher education","276","0.487771114176528","0.447126772219914","0.528415456133142"
"Rarely ","2017","Couple + C. LE and GT 16","in school","84","0.439046770065449","0.363324288408675","0.514769251722223"
"Rarely ","2017","Couple + C. LE and GT 16","inadequately","54","0.365398047894681","0.300729649884422","0.43006644590494"
"Rarely ","2017","Couple + C. LE and GT 16","general elemantary","133","0.378915497179668","0.330892242753795","0.426938751605541"
"Rarely ","2017","Couple + C. LE and GT 16","middle vocational","384","0.426545102747254","0.395128318479365","0.457961887015144"
"Rarely ","2017","Couple + C. LE and GT 16","vocational + Abi","66","0.356721450076724","0.28533937201621","0.428103528137237"
"Rarely ","2017","Couple + C. LE and GT 16","higher vocational","40","0.275517018102681","0.191256422977474","0.359777613227889"
"Rarely ","2017","Couple + C. LE and GT 16","higher education","180","0.447423694616497","0.398075484353228","0.496771904879767"
"Never","2017","1-pers.-HH","in school","3","","",""
"Never","2017","1-pers.-HH","inadequately","50","0.182070112407359","0.135342368352697","0.22879785646202"
"Never","2017","1-pers.-HH","general elemantary","151","0.287563683823793","0.249804847968374","0.325322519679211"
"Never","2017","1-pers.-HH","middle vocational","546","0.298206485382516","0.277860126733832","0.318552844031201"
"Never","2017","1-pers.-HH","vocational + Abi","92","0.31469324258041","0.263490789828288","0.365895695332531"
"Never","2017","1-pers.-HH","higher vocational","58","0.25673370333316","0.200156169541215","0.313311237125105"
"Never","2017","1-pers.-HH","higher education","317","0.284454414749156","0.257805506349222","0.311103323149091"
"Never","2017","(Married) couple without C. ","in school","","","",""
"Never","2017","(Married) couple without C. ","inadequately","37","0.281656770133454","0.202803595376952","0.360509944889956"
"Never","2017","(Married) couple without C. ","general elemantary","195","0.317464930901881","0.281569249980711","0.353360611823052"
"Never","2017","(Married) couple without C. ","middle vocational","1408","0.324120221104103","0.309784850404546","0.33845559180366"
"Never","2017","(Married) couple without C. ","vocational + Abi","167","0.311786810494734","0.271702005618504","0.351871615370964"
"Never","2017","(Married) couple without C. ","higher vocational","176","0.315219011617268","0.277602256339361","0.352835766895176"
"Never","2017","(Married) couple without C. ","higher education","746","0.30628388970539","0.287559418137463","0.325008361273317"
"Never","2017","Single parent ","in school","18","","",""
"Never","2017","Single parent ","inadequately","41","0.314224411051894","0.237053849193468","0.391394972910321"
"Never","2017","Single parent ","general elemantary","106","0.309837731171084","0.261252840776864","0.358422621565303"
"Never","2017","Single parent ","middle vocational","259","0.249447389089035","0.223436121906105","0.275458656271964"
"Never","2017","Single parent ","vocational + Abi","46","0.259255212780252","0.199266545847122","0.319243879713382"
"Never","2017","Single parent ","higher vocational","11","","",""
"Never","2017","Single parent ","higher education","101","0.255799086815966","0.210348336805213","0.301249836826718"
"Never","2017","Couple + C. LE 16 ","in school","1","","",""
"Never","2017","Couple + C. LE 16 ","inadequately","184","0.261979990867564","0.225298525075895","0.298661456659233"
"Never","2017","Couple + C. LE 16 ","general elemantary","206","0.286214762312443","0.252538425873212","0.319891098751673"
"Never","2017","Couple + C. LE 16 ","middle vocational","799","0.27949297097862","0.261951338388988","0.297034603568252"
"Never","2017","Couple + C. LE 16 ","vocational + Abi","238","0.32543143563318","0.292120709852842","0.358742161413519"
"Never","2017","Couple + C. LE 16 ","higher vocational","89","0.33321399424937","0.28124319399645","0.38518479450229"
"Never","2017","Couple + C. LE 16 ","higher education","640","0.336488311577337","0.315994180832112","0.356982442322562"
"Never","2017","Couple + C. GT 16 ","in school","42","0.326801766228376","0.247971622518505","0.405631909938248"
"Never","2017","Couple + C. GT 16 ","inadequately","22","","",""
"Never","2017","Couple + C. GT 16 ","general elemantary","126","0.309785141936066","0.264068506570491","0.355501777301642"
"Never","2017","Couple + C. GT 16 ","middle vocational","462","0.297507270653773","0.274502123830297","0.320512417477248"
"Never","2017","Couple + C. GT 16 ","vocational + Abi","71","0.240149839833103","0.188025163844985","0.292274515821222"
"Never","2017","Couple + C. GT 16 ","higher vocational","53","0.216141021448468","0.160203400469233","0.272078642427702"
"Never","2017","Couple + C. GT 16 ","higher education","186","0.302504875647086","0.265154342764355","0.339855408529817"
"Never","2017","Couple + C. LE and GT 16","in school","53","0.36417848901555","0.2907557008977","0.4376012771334"
"Never","2017","Couple + C. LE and GT 16","inadequately","75","0.300246365749521","0.238690456557054","0.361802274941989"
"Never","2017","Couple + C. LE and GT 16","general elemantary","133","0.347556370410376","0.30041641345483","0.394696327365923"
"Never","2017","Couple + C. LE and GT 16","middle vocational","291","0.293252996410536","0.264334025530863","0.322171967290209"
"Never","2017","Couple + C. LE and GT 16","vocational + Abi","69","0.432345839351995","0.358524385482741","0.506167293221249"
"Never","2017","Couple + C. LE and GT 16","higher vocational","36","0.422770032676373","0.329602896545097","0.51593716880765"
"Never","2017","Couple + C. LE and GT 16","higher education","102","0.283898025090853","0.23914891439677","0.328647135784936"
"Very often","2018","1-pers.-HH","in school","","","",""
"Very often","2018","1-pers.-HH","inadequately","","","",""
"Very often","2018","1-pers.-HH","general elemantary","1","","",""
"Very often","2018","1-pers.-HH","middle vocational","","","",""
"Very often","2018","1-pers.-HH","vocational + Abi","","","",""
"Very often","2018","1-pers.-HH","higher vocational","","","",""
"Very often","2018","1-pers.-HH","higher education","1","","",""
"Very often","2018","(Married) couple without C. ","in school","","","",""
"Very often","2018","(Married) couple without C. ","inadequately","2","","",""
"Very often","2018","(Married) couple without C. ","general elemantary","","","",""
"Very often","2018","(Married) couple without C. ","middle vocational","","","",""
"Very often","2018","(Married) couple without C. ","vocational + Abi","","","",""
"Very often","2018","(Married) couple without C. ","higher vocational","","","",""
"Very often","2018","(Married) couple without C. ","higher education","","","",""
"Very often","2018","Single parent ","in school","","","",""
"Very often","2018","Single parent ","inadequately","3","","",""
"Very often","2018","Single parent ","general elemantary","1","","",""
"Very often","2018","Single parent ","middle vocational","","","",""
"Very often","2018","Single parent ","vocational + Abi","","","",""
"Very often","2018","Single parent ","higher vocational","","","",""
"Very often","2018","Single parent ","higher education","1","","",""
"Very often","2018","Couple + C. LE 16 ","in school","","","",""
"Very often","2018","Couple + C. LE 16 ","inadequately","4","","",""
"Very often","2018","Couple + C. LE 16 ","general elemantary","3","","",""
"Very often","2018","Couple + C. LE 16 ","middle vocational","","","",""
"Very often","2018","Couple + C. LE 16 ","vocational + Abi","","","",""
"Very often","2018","Couple + C. LE 16 ","higher vocational","","","",""
"Very often","2018","Couple + C. LE 16 ","higher education","1","","",""
"Very often","2018","Couple + C. GT 16 ","in school","","","",""
"Very often","2018","Couple + C. GT 16 ","inadequately","","","",""
"Very often","2018","Couple + C. GT 16 ","general elemantary","1","","",""
"Very often","2018","Couple + C. GT 16 ","middle vocational","","","",""
"Very often","2018","Couple + C. GT 16 ","vocational + Abi","","","",""
"Very often","2018","Couple + C. GT 16 ","higher vocational","","","",""
"Very often","2018","Couple + C. GT 16 ","higher education","","","",""
"Very often","2018","Couple + C. LE and GT 16","in school","","","",""
"Very often","2018","Couple + C. LE and GT 16","inadequately","3","","",""
"Very often","2018","Couple + C. LE and GT 16","general elemantary","3","","",""
"Very often","2018","Couple + C. LE and GT 16","middle vocational","","","",""
"Very often","2018","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Very often","2018","Couple + C. LE and GT 16","higher vocational","","","",""
"Very often","2018","Couple + C. LE and GT 16","higher education","","","",""
"Often","2018","1-pers.-HH","in school","","","",""
"Often","2018","1-pers.-HH","inadequately","","","",""
"Often","2018","1-pers.-HH","general elemantary","1","","",""
"Often","2018","1-pers.-HH","middle vocational","","","",""
"Often","2018","1-pers.-HH","vocational + Abi","","","",""
"Often","2018","1-pers.-HH","higher vocational","","","",""
"Often","2018","1-pers.-HH","higher education","","","",""
"Often","2018","(Married) couple without C. ","in school","","","",""
"Often","2018","(Married) couple without C. ","inadequately","","","",""
"Often","2018","(Married) couple without C. ","general elemantary","1","","",""
"Often","2018","(Married) couple without C. ","middle vocational","","","",""
"Often","2018","(Married) couple without C. ","vocational + Abi","","","",""
"Often","2018","(Married) couple without C. ","higher vocational","","","",""
"Often","2018","(Married) couple without C. ","higher education","1","","",""
"Often","2018","Single parent ","in school","","","",""
"Often","2018","Single parent ","inadequately","1","","",""
"Often","2018","Single parent ","general elemantary","","","",""
"Often","2018","Single parent ","middle vocational","","","",""
"Often","2018","Single parent ","vocational + Abi","","","",""
"Often","2018","Single parent ","higher vocational","","","",""
"Often","2018","Single parent ","higher education","","","",""
"Often","2018","Couple + C. LE 16 ","in school","","","",""
"Often","2018","Couple + C. LE 16 ","inadequately","8","","",""
"Often","2018","Couple + C. LE 16 ","general elemantary","2","","",""
"Often","2018","Couple + C. LE 16 ","middle vocational","4","","",""
"Often","2018","Couple + C. LE 16 ","vocational + Abi","","","",""
"Often","2018","Couple + C. LE 16 ","higher vocational","","","",""
"Often","2018","Couple + C. LE 16 ","higher education","5","","",""
"Often","2018","Couple + C. GT 16 ","in school","","","",""
"Often","2018","Couple + C. GT 16 ","inadequately","1","","",""
"Often","2018","Couple + C. GT 16 ","general elemantary","","","",""
"Often","2018","Couple + C. GT 16 ","middle vocational","1","","",""
"Often","2018","Couple + C. GT 16 ","vocational + Abi","","","",""
"Often","2018","Couple + C. GT 16 ","higher vocational","","","",""
"Often","2018","Couple + C. GT 16 ","higher education","","","",""
"Often","2018","Couple + C. LE and GT 16","in school","","","",""
"Often","2018","Couple + C. LE and GT 16","inadequately","2","","",""
"Often","2018","Couple + C. LE and GT 16","general elemantary","2","","",""
"Often","2018","Couple + C. LE and GT 16","middle vocational","2","","",""
"Often","2018","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Often","2018","Couple + C. LE and GT 16","higher vocational","","","",""
"Often","2018","Couple + C. LE and GT 16","higher education","","","",""
"Sometimes","2018","1-pers.-HH","in school","","","",""
"Sometimes","2018","1-pers.-HH","inadequately","1","","",""
"Sometimes","2018","1-pers.-HH","general elemantary","1","","",""
"Sometimes","2018","1-pers.-HH","middle vocational","1","","",""
"Sometimes","2018","1-pers.-HH","vocational + Abi","","","",""
"Sometimes","2018","1-pers.-HH","higher vocational","","","",""
"Sometimes","2018","1-pers.-HH","higher education","","","",""
"Sometimes","2018","(Married) couple without C. ","in school","","","",""
"Sometimes","2018","(Married) couple without C. ","inadequately","","","",""
"Sometimes","2018","(Married) couple without C. ","general elemantary","1","","",""
"Sometimes","2018","(Married) couple without C. ","middle vocational","2","","",""
"Sometimes","2018","(Married) couple without C. ","vocational + Abi","","","",""
"Sometimes","2018","(Married) couple without C. ","higher vocational","","","",""
"Sometimes","2018","(Married) couple without C. ","higher education","1","","",""
"Sometimes","2018","Single parent ","in school","1","","",""
"Sometimes","2018","Single parent ","inadequately","1","","",""
"Sometimes","2018","Single parent ","general elemantary","2","","",""
"Sometimes","2018","Single parent ","middle vocational","2","","",""
"Sometimes","2018","Single parent ","vocational + Abi","","","",""
"Sometimes","2018","Single parent ","higher vocational","","","",""
"Sometimes","2018","Single parent ","higher education","1","","",""
"Sometimes","2018","Couple + C. LE 16 ","in school","","","",""
"Sometimes","2018","Couple + C. LE 16 ","inadequately","26","","",""
"Sometimes","2018","Couple + C. LE 16 ","general elemantary","6","","",""
"Sometimes","2018","Couple + C. LE 16 ","middle vocational","9","","",""
"Sometimes","2018","Couple + C. LE 16 ","vocational + Abi","","","",""
"Sometimes","2018","Couple + C. LE 16 ","higher vocational","","","",""
"Sometimes","2018","Couple + C. LE 16 ","higher education","5","","",""
"Sometimes","2018","Couple + C. GT 16 ","in school","","","",""
"Sometimes","2018","Couple + C. GT 16 ","inadequately","3","","",""
"Sometimes","2018","Couple + C. GT 16 ","general elemantary","1","","",""
"Sometimes","2018","Couple + C. GT 16 ","middle vocational","1","","",""
"Sometimes","2018","Couple + C. GT 16 ","vocational + Abi","","","",""
"Sometimes","2018","Couple + C. GT 16 ","higher vocational","","","",""
"Sometimes","2018","Couple + C. GT 16 ","higher education","","","",""
"Sometimes","2018","Couple + C. LE and GT 16","in school","","","",""
"Sometimes","2018","Couple + C. LE and GT 16","inadequately","10","","",""
"Sometimes","2018","Couple + C. LE and GT 16","general elemantary","5","","",""
"Sometimes","2018","Couple + C. LE and GT 16","middle vocational","4","","",""
"Sometimes","2018","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Sometimes","2018","Couple + C. LE and GT 16","higher vocational","","","",""
"Sometimes","2018","Couple + C. LE and GT 16","higher education","","","",""
"Rarely ","2018","1-pers.-HH","in school","","","",""
"Rarely ","2018","1-pers.-HH","inadequately","","","",""
"Rarely ","2018","1-pers.-HH","general elemantary","","","",""
"Rarely ","2018","1-pers.-HH","middle vocational","","","",""
"Rarely ","2018","1-pers.-HH","vocational + Abi","","","",""
"Rarely ","2018","1-pers.-HH","higher vocational","","","",""
"Rarely ","2018","1-pers.-HH","higher education","1","","",""
"Rarely ","2018","(Married) couple without C. ","in school","","","",""
"Rarely ","2018","(Married) couple without C. ","inadequately","2","","",""
"Rarely ","2018","(Married) couple without C. ","general elemantary","","","",""
"Rarely ","2018","(Married) couple without C. ","middle vocational","1","","",""
"Rarely ","2018","(Married) couple without C. ","vocational + Abi","1","","",""
