"pld0044","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Never","2011","Hamburg","no migration background","","","",""
"Never","2011","Hamburg","direct migration background","","","",""
"Never","2011","Hamburg","indirect migration background","","","",""
"Never","2011","Lower Saxony","no migration background","","","",""
"Never","2011","Lower Saxony","direct migration background","","","",""
"Never","2011","Lower Saxony","indirect migration background","","","",""
"Never","2011","Bremen","no migration background","","","",""
"Never","2011","Bremen","direct migration background","","","",""
"Never","2011","Bremen","indirect migration background","","","",""
"Never","2011","North Rhine-Westphalia","no migration background","","","",""
"Never","2011","North Rhine-Westphalia","direct migration background","","","",""
"Never","2011","North Rhine-Westphalia","indirect migration background","","","",""
"Never","2011","Hesse","no migration background","","","",""
"Never","2011","Hesse","direct migration background","","","",""
"Never","2011","Hesse","indirect migration background","","","",""
"Never","2011","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","2011","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","2011","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","2011","Baden-Württemberg","no migration background","","","",""
"Never","2011","Baden-Württemberg","direct migration background","","","",""
"Never","2011","Baden-Württemberg","indirect migration background","","","",""
"Never","2011","Bavaria","no migration background","","","",""
"Never","2011","Bavaria","direct migration background","","","",""
"Never","2011","Bavaria","indirect migration background","","","",""
"Never","2011","Berlin","no migration background","","","",""
"Never","2011","Berlin","direct migration background","","","",""
"Never","2011","Berlin","indirect migration background","","","",""
"Never","2011","Brandenburg","no migration background","","","",""
"Never","2011","Brandenburg","direct migration background","","","",""
"Never","2011","Brandenburg","indirect migration background","","","",""
"Never","2011","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","2011","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","2011","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","2011","Saxony","no migration background","","","",""
"Never","2011","Saxony","direct migration background","","","",""
"Never","2011","Saxony","indirect migration background","","","",""
"Never","2011","Saxony-Anhalt","no migration background","","","",""
"Never","2011","Saxony-Anhalt","direct migration background","","","",""
"Never","2011","Saxony-Anhalt","indirect migration background","","","",""
"Never","2011","Thuringia","no migration background","","","",""
"Never","2011","Thuringia","direct migration background","","","",""
"Never","2011","Thuringia","indirect migration background","","","",""
"Very often","2012","Schleswig-Holstein","no migration background","","","",""
"Very often","2012","Schleswig-Holstein","direct migration background","","","",""
"Very often","2012","Schleswig-Holstein","indirect migration background","","","",""
"Very often","2012","Hamburg","no migration background","","","",""
"Very often","2012","Hamburg","direct migration background","","","",""
"Very often","2012","Hamburg","indirect migration background","","","",""
"Very often","2012","Lower Saxony","no migration background","","","",""
"Very often","2012","Lower Saxony","direct migration background","","","",""
"Very often","2012","Lower Saxony","indirect migration background","","","",""
"Very often","2012","Bremen","no migration background","","","",""
"Very often","2012","Bremen","direct migration background","","","",""
"Very often","2012","Bremen","indirect migration background","","","",""
"Very often","2012","North Rhine-Westphalia","no migration background","","","",""
"Very often","2012","North Rhine-Westphalia","direct migration background","","","",""
"Very often","2012","North Rhine-Westphalia","indirect migration background","","","",""
"Very often","2012","Hesse","no migration background","","","",""
"Very often","2012","Hesse","direct migration background","","","",""
"Very often","2012","Hesse","indirect migration background","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Very often","2012","Baden-Württemberg","no migration background","","","",""
"Very often","2012","Baden-Württemberg","direct migration background","","","",""
"Very often","2012","Baden-Württemberg","indirect migration background","","","",""
"Very often","2012","Bavaria","no migration background","","","",""
"Very often","2012","Bavaria","direct migration background","","","",""
"Very often","2012","Bavaria","indirect migration background","","","",""
"Very often","2012","Berlin","no migration background","","","",""
"Very often","2012","Berlin","direct migration background","","","",""
"Very often","2012","Berlin","indirect migration background","","","",""
"Very often","2012","Brandenburg","no migration background","","","",""
"Very often","2012","Brandenburg","direct migration background","","","",""
"Very often","2012","Brandenburg","indirect migration background","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very often","2012","Saxony","no migration background","","","",""
"Very often","2012","Saxony","direct migration background","","","",""
"Very often","2012","Saxony","indirect migration background","","","",""
"Very often","2012","Saxony-Anhalt","no migration background","","","",""
"Very often","2012","Saxony-Anhalt","direct migration background","","","",""
"Very often","2012","Saxony-Anhalt","indirect migration background","","","",""
"Very often","2012","Thuringia","no migration background","","","",""
"Very often","2012","Thuringia","direct migration background","","","",""
"Very often","2012","Thuringia","indirect migration background","","","",""
"Often","2012","Schleswig-Holstein","no migration background","","","",""
"Often","2012","Schleswig-Holstein","direct migration background","","","",""
"Often","2012","Schleswig-Holstein","indirect migration background","","","",""
"Often","2012","Hamburg","no migration background","","","",""
"Often","2012","Hamburg","direct migration background","","","",""
"Often","2012","Hamburg","indirect migration background","","","",""
"Often","2012","Lower Saxony","no migration background","","","",""
"Often","2012","Lower Saxony","direct migration background","","","",""
"Often","2012","Lower Saxony","indirect migration background","","","",""
"Often","2012","Bremen","no migration background","","","",""
"Often","2012","Bremen","direct migration background","","","",""
"Often","2012","Bremen","indirect migration background","","","",""
"Often","2012","North Rhine-Westphalia","no migration background","","","",""
"Often","2012","North Rhine-Westphalia","direct migration background","","","",""
"Often","2012","North Rhine-Westphalia","indirect migration background","","","",""
"Often","2012","Hesse","no migration background","","","",""
"Often","2012","Hesse","direct migration background","","","",""
"Often","2012","Hesse","indirect migration background","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Often","2012","Baden-Württemberg","no migration background","","","",""
"Often","2012","Baden-Württemberg","direct migration background","","","",""
"Often","2012","Baden-Württemberg","indirect migration background","","","",""
"Often","2012","Bavaria","no migration background","","","",""
"Often","2012","Bavaria","direct migration background","","","",""
"Often","2012","Bavaria","indirect migration background","","","",""
"Often","2012","Berlin","no migration background","","","",""
"Often","2012","Berlin","direct migration background","","","",""
"Often","2012","Berlin","indirect migration background","","","",""
"Often","2012","Brandenburg","no migration background","","","",""
"Often","2012","Brandenburg","direct migration background","","","",""
"Often","2012","Brandenburg","indirect migration background","","","",""
"Often","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"Often","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Often","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Often","2012","Saxony","no migration background","","","",""
"Often","2012","Saxony","direct migration background","","","",""
"Often","2012","Saxony","indirect migration background","","","",""
"Often","2012","Saxony-Anhalt","no migration background","","","",""
"Often","2012","Saxony-Anhalt","direct migration background","","","",""
"Often","2012","Saxony-Anhalt","indirect migration background","","","",""
"Often","2012","Thuringia","no migration background","","","",""
"Often","2012","Thuringia","direct migration background","","","",""
"Often","2012","Thuringia","indirect migration background","","","",""
"Sometimes","2012","Schleswig-Holstein","no migration background","","","",""
"Sometimes","2012","Schleswig-Holstein","direct migration background","","","",""
"Sometimes","2012","Schleswig-Holstein","indirect migration background","","","",""
"Sometimes","2012","Hamburg","no migration background","","","",""
"Sometimes","2012","Hamburg","direct migration background","","","",""
"Sometimes","2012","Hamburg","indirect migration background","","","",""
"Sometimes","2012","Lower Saxony","no migration background","","","",""
"Sometimes","2012","Lower Saxony","direct migration background","","","",""
"Sometimes","2012","Lower Saxony","indirect migration background","","","",""
"Sometimes","2012","Bremen","no migration background","","","",""
"Sometimes","2012","Bremen","direct migration background","","","",""
"Sometimes","2012","Bremen","indirect migration background","","","",""
"Sometimes","2012","North Rhine-Westphalia","no migration background","","","",""
"Sometimes","2012","North Rhine-Westphalia","direct migration background","","","",""
"Sometimes","2012","North Rhine-Westphalia","indirect migration background","","","",""
"Sometimes","2012","Hesse","no migration background","","","",""
"Sometimes","2012","Hesse","direct migration background","","","",""
"Sometimes","2012","Hesse","indirect migration background","","","",""
"Sometimes","2012","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Sometimes","2012","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Sometimes","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Sometimes","2012","Baden-Württemberg","no migration background","","","",""
"Sometimes","2012","Baden-Württemberg","direct migration background","","","",""
"Sometimes","2012","Baden-Württemberg","indirect migration background","","","",""
"Sometimes","2012","Bavaria","no migration background","","","",""
"Sometimes","2012","Bavaria","direct migration background","","","",""
"Sometimes","2012","Bavaria","indirect migration background","","","",""
"Sometimes","2012","Berlin","no migration background","","","",""
"Sometimes","2012","Berlin","direct migration background","","","",""
"Sometimes","2012","Berlin","indirect migration background","","","",""
"Sometimes","2012","Brandenburg","no migration background","","","",""
"Sometimes","2012","Brandenburg","direct migration background","","","",""
"Sometimes","2012","Brandenburg","indirect migration background","","","",""
"Sometimes","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"Sometimes","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Sometimes","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Sometimes","2012","Saxony","no migration background","","","",""
"Sometimes","2012","Saxony","direct migration background","","","",""
"Sometimes","2012","Saxony","indirect migration background","","","",""
"Sometimes","2012","Saxony-Anhalt","no migration background","","","",""
"Sometimes","2012","Saxony-Anhalt","direct migration background","","","",""
"Sometimes","2012","Saxony-Anhalt","indirect migration background","","","",""
"Sometimes","2012","Thuringia","no migration background","","","",""
"Sometimes","2012","Thuringia","direct migration background","","","",""
"Sometimes","2012","Thuringia","indirect migration background","","","",""
"Rarely","2012","Schleswig-Holstein","no migration background","","","",""
"Rarely","2012","Schleswig-Holstein","direct migration background","","","",""
"Rarely","2012","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","2012","Hamburg","no migration background","","","",""
"Rarely","2012","Hamburg","direct migration background","","","",""
"Rarely","2012","Hamburg","indirect migration background","","","",""
"Rarely","2012","Lower Saxony","no migration background","","","",""
"Rarely","2012","Lower Saxony","direct migration background","","","",""
"Rarely","2012","Lower Saxony","indirect migration background","","","",""
"Rarely","2012","Bremen","no migration background","","","",""
"Rarely","2012","Bremen","direct migration background","","","",""
"Rarely","2012","Bremen","indirect migration background","","","",""
"Rarely","2012","North Rhine-Westphalia","no migration background","","","",""
"Rarely","2012","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","2012","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","2012","Hesse","no migration background","","","",""
"Rarely","2012","Hesse","direct migration background","","","",""
"Rarely","2012","Hesse","indirect migration background","","","",""
"Rarely","2012","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","2012","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","2012","Baden-Württemberg","no migration background","","","",""
"Rarely","2012","Baden-Württemberg","direct migration background","","","",""
"Rarely","2012","Baden-Württemberg","indirect migration background","","","",""
"Rarely","2012","Bavaria","no migration background","","","",""
"Rarely","2012","Bavaria","direct migration background","","","",""
"Rarely","2012","Bavaria","indirect migration background","","","",""
"Rarely","2012","Berlin","no migration background","","","",""
"Rarely","2012","Berlin","direct migration background","","","",""
"Rarely","2012","Berlin","indirect migration background","","","",""
"Rarely","2012","Brandenburg","no migration background","","","",""
"Rarely","2012","Brandenburg","direct migration background","","","",""
"Rarely","2012","Brandenburg","indirect migration background","","","",""
"Rarely","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","2012","Saxony","no migration background","","","",""
"Rarely","2012","Saxony","direct migration background","","","",""
"Rarely","2012","Saxony","indirect migration background","","","",""
"Rarely","2012","Saxony-Anhalt","no migration background","","","",""
"Rarely","2012","Saxony-Anhalt","direct migration background","","","",""
"Rarely","2012","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","2012","Thuringia","no migration background","","","",""
"Rarely","2012","Thuringia","direct migration background","","","",""
"Rarely","2012","Thuringia","indirect migration background","","","",""
"Never","2012","Schleswig-Holstein","no migration background","","","",""
"Never","2012","Schleswig-Holstein","direct migration background","","","",""
"Never","2012","Schleswig-Holstein","indirect migration background","","","",""
"Never","2012","Hamburg","no migration background","","","",""
"Never","2012","Hamburg","direct migration background","","","",""
"Never","2012","Hamburg","indirect migration background","","","",""
"Never","2012","Lower Saxony","no migration background","","","",""
"Never","2012","Lower Saxony","direct migration background","","","",""
"Never","2012","Lower Saxony","indirect migration background","","","",""
"Never","2012","Bremen","no migration background","","","",""
"Never","2012","Bremen","direct migration background","","","",""
"Never","2012","Bremen","indirect migration background","","","",""
"Never","2012","North Rhine-Westphalia","no migration background","","","",""
"Never","2012","North Rhine-Westphalia","direct migration background","","","",""
"Never","2012","North Rhine-Westphalia","indirect migration background","","","",""
"Never","2012","Hesse","no migration background","","","",""
"Never","2012","Hesse","direct migration background","","","",""
"Never","2012","Hesse","indirect migration background","","","",""
"Never","2012","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","2012","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","2012","Baden-Württemberg","no migration background","","","",""
"Never","2012","Baden-Württemberg","direct migration background","","","",""
"Never","2012","Baden-Württemberg","indirect migration background","","","",""
"Never","2012","Bavaria","no migration background","","","",""
"Never","2012","Bavaria","direct migration background","","","",""
"Never","2012","Bavaria","indirect migration background","","","",""
"Never","2012","Berlin","no migration background","","","",""
"Never","2012","Berlin","direct migration background","","","",""
"Never","2012","Berlin","indirect migration background","","","",""
"Never","2012","Brandenburg","no migration background","","","",""
"Never","2012","Brandenburg","direct migration background","","","",""
"Never","2012","Brandenburg","indirect migration background","","","",""
"Never","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","2012","Saxony","no migration background","","","",""
"Never","2012","Saxony","direct migration background","","","",""
"Never","2012","Saxony","indirect migration background","","","",""
"Never","2012","Saxony-Anhalt","no migration background","","","",""
"Never","2012","Saxony-Anhalt","direct migration background","","","",""
"Never","2012","Saxony-Anhalt","indirect migration background","","","",""
"Never","2012","Thuringia","no migration background","","","",""
"Never","2012","Thuringia","direct migration background","","","",""
"Never","2012","Thuringia","indirect migration background","","","",""
"Very often","2013","Schleswig-Holstein","no migration background","4","","",""
"Very often","2013","Schleswig-Holstein","direct migration background","","","",""
"Very often","2013","Schleswig-Holstein","indirect migration background","1","","",""
"Very often","2013","Hamburg","no migration background","2","","",""
"Very often","2013","Hamburg","direct migration background","","","",""
"Very often","2013","Hamburg","indirect migration background","","","",""
"Very often","2013","Lower Saxony","no migration background","6","","",""
"Very often","2013","Lower Saxony","direct migration background","2","","",""
"Very often","2013","Lower Saxony","indirect migration background","","","",""
"Very often","2013","Bremen","no migration background","","","",""
"Very often","2013","Bremen","direct migration background","","","",""
"Very often","2013","Bremen","indirect migration background","","","",""
"Very often","2013","North Rhine-Westphalia","no migration background","12","","",""
"Very often","2013","North Rhine-Westphalia","direct migration background","4","","",""
"Very often","2013","North Rhine-Westphalia","indirect migration background","4","","",""
"Very often","2013","Hesse","no migration background","7","","",""
"Very often","2013","Hesse","direct migration background","3","","",""
"Very often","2013","Hesse","indirect migration background","4","","",""
"Very often","2013","Rhineland-Palatinate,Saarland","no migration background","6","","",""
"Very often","2013","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Very often","2013","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Very often","2013","Baden-Württemberg","no migration background","9","","",""
"Very often","2013","Baden-Württemberg","direct migration background","1","","",""
"Very often","2013","Baden-Württemberg","indirect migration background","4","","",""
"Very often","2013","Bavaria","no migration background","7","","",""
"Very often","2013","Bavaria","direct migration background","3","","",""
"Very often","2013","Bavaria","indirect migration background","","","",""
"Very often","2013","Berlin","no migration background","2","","",""
"Very often","2013","Berlin","direct migration background","2","","",""
"Very often","2013","Berlin","indirect migration background","","","",""
"Very often","2013","Brandenburg","no migration background","1","","",""
"Very often","2013","Brandenburg","direct migration background","","","",""
"Very often","2013","Brandenburg","indirect migration background","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","no migration background","4","","",""
"Very often","2013","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very often","2013","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very often","2013","Saxony","no migration background","5","","",""
"Very often","2013","Saxony","direct migration background","","","",""
"Very often","2013","Saxony","indirect migration background","","","",""
"Very often","2013","Saxony-Anhalt","no migration background","2","","",""
"Very often","2013","Saxony-Anhalt","direct migration background","1","","",""
"Very often","2013","Saxony-Anhalt","indirect migration background","","","",""
"Very often","2013","Thuringia","no migration background","2","","",""
"Very often","2013","Thuringia","direct migration background","","","",""
"Very often","2013","Thuringia","indirect migration background","","","",""
"Often","2013","Schleswig-Holstein","no migration background","22","","",""
"Often","2013","Schleswig-Holstein","direct migration background","4","","",""
"Often","2013","Schleswig-Holstein","indirect migration background","1","","",""
"Often","2013","Hamburg","no migration background","14","","",""
"Often","2013","Hamburg","direct migration background","1","","",""
"Often","2013","Hamburg","indirect migration background","","","",""
"Often","2013","Lower Saxony","no migration background","55","0.0262390680684039","0.0194793072618666","0.0329988288749412"
"Often","2013","Lower Saxony","direct migration background","11","","",""
"Often","2013","Lower Saxony","indirect migration background","9","","",""
"Often","2013","Bremen","no migration background","4","","",""
"Often","2013","Bremen","direct migration background","1","","",""
"Often","2013","Bremen","indirect migration background","","","",""
"Often","2013","North Rhine-Westphalia","no migration background","121","0.0302073872273427","0.0249131751621153","0.03550159929257"
"Often","2013","North Rhine-Westphalia","direct migration background","41","0.067675418025662","0.0498755650737763","0.0854752709775478"
"Often","2013","North Rhine-Westphalia","indirect migration background","30","0.108708936892009","0.0751248518201559","0.142293021963861"
"Often","2013","Hesse","no migration background","29","","",""
"Often","2013","Hesse","direct migration background","14","","",""
"Often","2013","Hesse","indirect migration background","11","","",""
"Often","2013","Rhineland-Palatinate,Saarland","no migration background","29","","",""
"Often","2013","Rhineland-Palatinate,Saarland","direct migration background","6","","",""
"Often","2013","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
"Often","2013","Baden-Württemberg","no migration background","59","0.0316551885129309","0.0246109072359955","0.0386994697898664"
"Often","2013","Baden-Württemberg","direct migration background","7","","",""
"Often","2013","Baden-Württemberg","indirect migration background","13","","",""
"Often","2013","Bavaria","no migration background","87","0.0224139213421161","0.0174258401030048","0.0274020025812274"
"Often","2013","Bavaria","direct migration background","25","","",""
"Often","2013","Bavaria","indirect migration background","13","","",""
"Often","2013","Berlin","no migration background","24","","",""
"Often","2013","Berlin","direct migration background","3","","",""
"Often","2013","Berlin","indirect migration background","4","","",""
"Often","2013","Brandenburg","no migration background","19","","",""
"Often","2013","Brandenburg","direct migration background","","","",""
"Often","2013","Brandenburg","indirect migration background","","","",""
"Often","2013","Mecklenburg-Western Pomerania","no migration background","14","","",""
"Often","2013","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Often","2013","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Often","2013","Saxony","no migration background","19","","",""
"Often","2013","Saxony","direct migration background","","","",""
"Often","2013","Saxony","indirect migration background","","","",""
"Often","2013","Saxony-Anhalt","no migration background","11","","",""
"Often","2013","Saxony-Anhalt","direct migration background","","","",""
"Often","2013","Saxony-Anhalt","indirect migration background","2","","",""
"Often","2013","Thuringia","no migration background","15","","",""
"Often","2013","Thuringia","direct migration background","2","","",""
"Often","2013","Thuringia","indirect migration background","1","","",""
"Sometimes","2013","Schleswig-Holstein","no migration background","103","0.124883272388836","0.101757385855618","0.148009158922054"
"Sometimes","2013","Schleswig-Holstein","direct migration background","14","","",""
"Sometimes","2013","Schleswig-Holstein","indirect migration background","6","","",""
"Sometimes","2013","Hamburg","no migration background","58","0.150473047321427","0.112186727162688","0.188759367480165"
"Sometimes","2013","Hamburg","direct migration background","12","","",""
"Sometimes","2013","Hamburg","indirect migration background","5","","",""
"Sometimes","2013","Lower Saxony","no migration background","220","0.10383841832214","0.0909380192435712","0.116738817400709"
"Sometimes","2013","Lower Saxony","direct migration background","49","0.158266035456984","0.11099320162952","0.205538869284447"
"Sometimes","2013","Lower Saxony","indirect migration background","13","","",""
"Sometimes","2013","Bremen","no migration background","21","","",""
"Sometimes","2013","Bremen","direct migration background","10","","",""
"Sometimes","2013","Bremen","indirect migration background","3","","",""
"Sometimes","2013","North Rhine-Westphalia","no migration background","512","0.129293126800384","0.118914759856584","0.139671493744183"
"Sometimes","2013","North Rhine-Westphalia","direct migration background","130","0.188849150118733","0.161114307579702","0.216583992657764"
"Sometimes","2013","North Rhine-Westphalia","indirect migration background","75","0.143835933769789","0.105973954117227","0.18169791342235"
"Sometimes","2013","Hesse","no migration background","173","0.108527051346377","0.0919898715181499","0.125064231174605"
"Sometimes","2013","Hesse","direct migration background","55","0.182348836572583","0.136958728063909","0.227738945081256"
"Sometimes","2013","Hesse","indirect migration background","26","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","no migration background","140","0.12908033889811","0.109693492356836","0.148467185439385"
"Sometimes","2013","Rhineland-Palatinate,Saarland","direct migration background","24","","",""
"Sometimes","2013","Rhineland-Palatinate,Saarland","indirect migration background","11","","",""
"Sometimes","2013","Baden-Württemberg","no migration background","307","0.121219494183233","0.108087651757784","0.134351336608682"
"Sometimes","2013","Baden-Württemberg","direct migration background","56","0.1246819215162","0.093384331367934","0.155979511664465"
"Sometimes","2013","Baden-Württemberg","indirect migration background","43","0.182625884873401","0.130861290997142","0.234390478749659"
"Sometimes","2013","Bavaria","no migration background","406","0.124811183723826","0.113674016955606","0.135948350492047"
"Sometimes","2013","Bavaria","direct migration background","81","0.154592187373581","0.12058034749522","0.188604027251941"
"Sometimes","2013","Bavaria","indirect migration background","40","0.168023940611513","0.117575486700546","0.218472394522479"
"Sometimes","2013","Berlin","no migration background","139","0.152826261729765","0.128902832076944","0.176749691382586"
"Sometimes","2013","Berlin","direct migration background","23","","",""
"Sometimes","2013","Berlin","indirect migration background","9","","",""
"Sometimes","2013","Brandenburg","no migration background","88","0.0889385636365088","0.071098452672669","0.106778674600348"
"Sometimes","2013","Brandenburg","direct migration background","5","","",""
"Sometimes","2013","Brandenburg","indirect migration background","3","","",""
"Sometimes","2013","Mecklenburg-Western Pomerania","no migration background","49","0.0972449036617643","0.0728354378593216","0.121654369464207"
"Sometimes","2013","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Sometimes","2013","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Sometimes","2013","Saxony","no migration background","150","0.0872099383412794","0.0736332659285418","0.100786610754017"
"Sometimes","2013","Saxony","direct migration background","5","","",""
"Sometimes","2013","Saxony","indirect migration background","4","","",""
"Sometimes","2013","Saxony-Anhalt","no migration background","82","0.0732482411878966","0.0564760990624215","0.0900203833133718"
"Sometimes","2013","Saxony-Anhalt","direct migration background","2","","",""
"Sometimes","2013","Saxony-Anhalt","indirect migration background","","","",""
"Sometimes","2013","Thuringia","no migration background","66","0.0885421798152569","0.0706831298995194","0.106401229730994"
"Sometimes","2013","Thuringia","direct migration background","","","",""
"Sometimes","2013","Thuringia","indirect migration background","1","","",""
"Rarely","2013","Schleswig-Holstein","no migration background","269","0.351313431615536","0.3179186896129","0.384708173618172"
"Rarely","2013","Schleswig-Holstein","direct migration background","34","0.334024348423603","0.233757614937131","0.434291081910075"
"Rarely","2013","Schleswig-Holstein","indirect migration background","7","","",""
"Rarely","2013","Hamburg","no migration background","111","0.33606074831872","0.28547842713871","0.386643069498731"
"Rarely","2013","Hamburg","direct migration background","12","","",""
"Rarely","2013","Hamburg","indirect migration background","9","","",""
"Rarely","2013","Lower Saxony","no migration background","678","0.323083245697972","0.30330645566204","0.342860035733904"
"Rarely","2013","Lower Saxony","direct migration background","54","0.240938179627762","0.185549407710272","0.296326951545252"
"Rarely","2013","Lower Saxony","indirect migration background","30","0.425120147298728","0.316106986149892","0.534133308447564"
"Rarely","2013","Bremen","no migration background","52","0.301212724476562","0.226794241209207","0.375631207743916"
"Rarely","2013","Bremen","direct migration background","3","","",""
"Rarely","2013","Bremen","indirect migration background","4","","",""
"Rarely","2013","North Rhine-Westphalia","no migration background","1184","0.284775754308548","0.270815994822905","0.29873551379419"
"Rarely","2013","North Rhine-Westphalia","direct migration background","200","0.233998326660148","0.203997127879861","0.263999525440436"
"Rarely","2013","North Rhine-Westphalia","indirect migration background","106","0.408802809942101","0.355761500404423","0.46184411947978"
"Rarely","2013","Hesse","no migration background","491","0.359455114344089","0.333943644558834","0.384966584129344"
"Rarely","2013","Hesse","direct migration background","75","0.275350007637611","0.22284117231585","0.327858842959373"
"Rarely","2013","Hesse","indirect migration background","33","0.257296701232412","0.175231388735095","0.339362013729729"
"Rarely","2013","Rhineland-Palatinate,Saarland","no migration background","304","0.273526279851107","0.247751345943242","0.299301213758972"
"Rarely","2013","Rhineland-Palatinate,Saarland","direct migration background","51","0.333472529600565","0.260873696149544","0.406071363051587"
"Rarely","2013","Rhineland-Palatinate,Saarland","indirect migration background","30","0.338544191917458","0.228472151404696","0.448616232430219"
"Rarely","2013","Baden-Württemberg","no migration background","812","0.343000450634243","0.323900638169614","0.362100263098872"
"Rarely","2013","Baden-Württemberg","direct migration background","130","0.345639756475719","0.300584392294302","0.390695120657136"
"Rarely","2013","Baden-Württemberg","indirect migration background","70","0.369645505229882","0.304972007995628","0.434319002464136"
"Rarely","2013","Bavaria","no migration background","1121","0.320634056067161","0.304906769406642","0.336361342727681"
"Rarely","2013","Bavaria","direct migration background","126","0.306216662352272","0.262852639142537","0.349580685562008"
"Rarely","2013","Bavaria","indirect migration background","86","0.378745053601872","0.313294205566637","0.444195901637107"
"Rarely","2013","Berlin","no migration background","314","0.369316361170721","0.337228316093534","0.401404406247908"
"Rarely","2013","Berlin","direct migration background","25","","",""
"Rarely","2013","Berlin","indirect migration background","20","","",""
"Rarely","2013","Brandenburg","no migration background","287","0.308266951857457","0.279326093336167","0.337207810378746"
"Rarely","2013","Brandenburg","direct migration background","16","","",""
"Rarely","2013","Brandenburg","indirect migration background","3","","",""
"Rarely","2013","Mecklenburg-Western Pomerania","no migration background","146","0.234534521371083","0.199628040426422","0.269441002315745"
"Rarely","2013","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Rarely","2013","Mecklenburg-Western Pomerania","indirect migration background","4","","",""
"Rarely","2013","Saxony","no migration background","478","0.313510916550211","0.291187120323123","0.335834712777298"
"Rarely","2013","Saxony","direct migration background","10","","",""
"Rarely","2013","Saxony","indirect migration background","6","","",""
"Rarely","2013","Saxony-Anhalt","no migration background","245","0.251234374163363","0.22331403412611","0.279154714200616"
"Rarely","2013","Saxony-Anhalt","direct migration background","6","","",""
"Rarely","2013","Saxony-Anhalt","indirect migration background","5","","",""
"Rarely","2013","Thuringia","no migration background","279","0.293871830078177","0.265234290262834","0.322509369893521"
"Rarely","2013","Thuringia","direct migration background","4","","",""
"Rarely","2013","Thuringia","indirect migration background","5","","",""
"Never","2013","Schleswig-Holstein","no migration background","387","0.494210359064773","0.459235646822524","0.529185071307021"
"Never","2013","Schleswig-Holstein","direct migration background","33","0.439548260535489","0.334034033511939","0.545062487559038"
"Never","2013","Schleswig-Holstein","indirect migration background","16","","",""
