"pld0044","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very often","2011","college entrance qualification","Couple + C. GT 16 ","","","",""
"Very often","2011","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Very often","2011","Other degree","1-pers.-HH","","","",""
"Very often","2011","Other degree","(Married) couple without C. ","","","",""
"Very often","2011","Other degree","Single parent ","","","",""
"Very often","2011","Other degree","Couple + C. LE 16 ","","","",""
"Very often","2011","Other degree","Couple + C. GT 16 ","","","",""
"Very often","2011","Other degree","Couple + C. LE and GT 16","","","",""
"Very often","2011","no degree/no degree yet","1-pers.-HH","","","",""
"Very often","2011","no degree/no degree yet","(Married) couple without C. ","","","",""
"Very often","2011","no degree/no degree yet","Single parent ","","","",""
"Very often","2011","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Very often","2011","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Very often","2011","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Often","2011","lower secondary degree","1-pers.-HH","","","",""
"Often","2011","lower secondary degree","(Married) couple without C. ","","","",""
"Often","2011","lower secondary degree","Single parent ","","","",""
"Often","2011","lower secondary degree","Couple + C. LE 16 ","","","",""
"Often","2011","lower secondary degree","Couple + C. GT 16 ","","","",""
"Often","2011","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Often","2011","secondary school degree","1-pers.-HH","","","",""
"Often","2011","secondary school degree","(Married) couple without C. ","","","",""
"Often","2011","secondary school degree","Single parent ","","","",""
"Often","2011","secondary school degree","Couple + C. LE 16 ","","","",""
"Often","2011","secondary school degree","Couple + C. GT 16 ","","","",""
"Often","2011","secondary school degree","Couple + C. LE and GT 16","","","",""
"Often","2011","college entrance qualification","1-pers.-HH","","","",""
"Often","2011","college entrance qualification","(Married) couple without C. ","","","",""
"Often","2011","college entrance qualification","Single parent ","","","",""
"Often","2011","college entrance qualification","Couple + C. LE 16 ","","","",""
"Often","2011","college entrance qualification","Couple + C. GT 16 ","","","",""
"Often","2011","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Often","2011","Other degree","1-pers.-HH","","","",""
"Often","2011","Other degree","(Married) couple without C. ","","","",""
"Often","2011","Other degree","Single parent ","","","",""
"Often","2011","Other degree","Couple + C. LE 16 ","","","",""
"Often","2011","Other degree","Couple + C. GT 16 ","","","",""
"Often","2011","Other degree","Couple + C. LE and GT 16","","","",""
"Often","2011","no degree/no degree yet","1-pers.-HH","","","",""
"Often","2011","no degree/no degree yet","(Married) couple without C. ","","","",""
"Often","2011","no degree/no degree yet","Single parent ","","","",""
"Often","2011","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Often","2011","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Often","2011","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Sometimes","2011","lower secondary degree","1-pers.-HH","","","",""
"Sometimes","2011","lower secondary degree","(Married) couple without C. ","","","",""
"Sometimes","2011","lower secondary degree","Single parent ","","","",""
"Sometimes","2011","lower secondary degree","Couple + C. LE 16 ","","","",""
"Sometimes","2011","lower secondary degree","Couple + C. GT 16 ","","","",""
"Sometimes","2011","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2011","secondary school degree","1-pers.-HH","","","",""
"Sometimes","2011","secondary school degree","(Married) couple without C. ","","","",""
"Sometimes","2011","secondary school degree","Single parent ","","","",""
"Sometimes","2011","secondary school degree","Couple + C. LE 16 ","","","",""
"Sometimes","2011","secondary school degree","Couple + C. GT 16 ","","","",""
"Sometimes","2011","secondary school degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2011","college entrance qualification","1-pers.-HH","","","",""
"Sometimes","2011","college entrance qualification","(Married) couple without C. ","","","",""
"Sometimes","2011","college entrance qualification","Single parent ","","","",""
"Sometimes","2011","college entrance qualification","Couple + C. LE 16 ","","","",""
"Sometimes","2011","college entrance qualification","Couple + C. GT 16 ","","","",""
"Sometimes","2011","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Sometimes","2011","Other degree","1-pers.-HH","","","",""
"Sometimes","2011","Other degree","(Married) couple without C. ","","","",""
"Sometimes","2011","Other degree","Single parent ","","","",""
"Sometimes","2011","Other degree","Couple + C. LE 16 ","","","",""
"Sometimes","2011","Other degree","Couple + C. GT 16 ","","","",""
"Sometimes","2011","Other degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2011","no degree/no degree yet","1-pers.-HH","","","",""
"Sometimes","2011","no degree/no degree yet","(Married) couple without C. ","","","",""
"Sometimes","2011","no degree/no degree yet","Single parent ","","","",""
"Sometimes","2011","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Sometimes","2011","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Sometimes","2011","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","2011","lower secondary degree","1-pers.-HH","","","",""
"Rarely","2011","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","2011","lower secondary degree","Single parent ","","","",""
"Rarely","2011","lower secondary degree","Couple + C. LE 16 ","","","",""
"Rarely","2011","lower secondary degree","Couple + C. GT 16 ","","","",""
"Rarely","2011","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Rarely","2011","secondary school degree","1-pers.-HH","","","",""
"Rarely","2011","secondary school degree","(Married) couple without C. ","","","",""
"Rarely","2011","secondary school degree","Single parent ","","","",""
"Rarely","2011","secondary school degree","Couple + C. LE 16 ","","","",""
"Rarely","2011","secondary school degree","Couple + C. GT 16 ","","","",""
"Rarely","2011","secondary school degree","Couple + C. LE and GT 16","","","",""
"Rarely","2011","college entrance qualification","1-pers.-HH","","","",""
"Rarely","2011","college entrance qualification","(Married) couple without C. ","","","",""
"Rarely","2011","college entrance qualification","Single parent ","","","",""
"Rarely","2011","college entrance qualification","Couple + C. LE 16 ","","","",""
"Rarely","2011","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","2011","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","2011","Other degree","1-pers.-HH","","","",""
"Rarely","2011","Other degree","(Married) couple without C. ","","","",""
"Rarely","2011","Other degree","Single parent ","","","",""
"Rarely","2011","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","2011","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","2011","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","2011","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","2011","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","2011","no degree/no degree yet","Single parent ","","","",""
"Rarely","2011","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","2011","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","2011","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","2011","lower secondary degree","1-pers.-HH","","","",""
"Never","2011","lower secondary degree","(Married) couple without C. ","","","",""
"Never","2011","lower secondary degree","Single parent ","","","",""
"Never","2011","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","2011","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","2011","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","2011","secondary school degree","1-pers.-HH","","","",""
"Never","2011","secondary school degree","(Married) couple without C. ","","","",""
"Never","2011","secondary school degree","Single parent ","","","",""
"Never","2011","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","2011","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","2011","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","2011","college entrance qualification","1-pers.-HH","","","",""
"Never","2011","college entrance qualification","(Married) couple without C. ","","","",""
"Never","2011","college entrance qualification","Single parent ","","","",""
"Never","2011","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","2011","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","2011","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","2011","Other degree","1-pers.-HH","","","",""
"Never","2011","Other degree","(Married) couple without C. ","","","",""
"Never","2011","Other degree","Single parent ","","","",""
"Never","2011","Other degree","Couple + C. LE 16 ","","","",""
"Never","2011","Other degree","Couple + C. GT 16 ","","","",""
"Never","2011","Other degree","Couple + C. LE and GT 16","","","",""
"Never","2011","no degree/no degree yet","1-pers.-HH","","","",""
"Never","2011","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","2011","no degree/no degree yet","Single parent ","","","",""
"Never","2011","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","2011","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","2011","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Very often","2012","lower secondary degree","1-pers.-HH","","","",""
"Very often","2012","lower secondary degree","(Married) couple without C. ","","","",""
"Very often","2012","lower secondary degree","Single parent ","","","",""
"Very often","2012","lower secondary degree","Couple + C. LE 16 ","","","",""
"Very often","2012","lower secondary degree","Couple + C. GT 16 ","","","",""
"Very often","2012","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Very often","2012","secondary school degree","1-pers.-HH","","","",""
"Very often","2012","secondary school degree","(Married) couple without C. ","","","",""
"Very often","2012","secondary school degree","Single parent ","","","",""
"Very often","2012","secondary school degree","Couple + C. LE 16 ","","","",""
"Very often","2012","secondary school degree","Couple + C. GT 16 ","","","",""
"Very often","2012","secondary school degree","Couple + C. LE and GT 16","","","",""
"Very often","2012","college entrance qualification","1-pers.-HH","","","",""
"Very often","2012","college entrance qualification","(Married) couple without C. ","","","",""
"Very often","2012","college entrance qualification","Single parent ","","","",""
"Very often","2012","college entrance qualification","Couple + C. LE 16 ","","","",""
"Very often","2012","college entrance qualification","Couple + C. GT 16 ","","","",""
"Very often","2012","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Very often","2012","Other degree","1-pers.-HH","","","",""
"Very often","2012","Other degree","(Married) couple without C. ","","","",""
"Very often","2012","Other degree","Single parent ","","","",""
"Very often","2012","Other degree","Couple + C. LE 16 ","","","",""
"Very often","2012","Other degree","Couple + C. GT 16 ","","","",""
"Very often","2012","Other degree","Couple + C. LE and GT 16","","","",""
"Very often","2012","no degree/no degree yet","1-pers.-HH","","","",""
"Very often","2012","no degree/no degree yet","(Married) couple without C. ","","","",""
"Very often","2012","no degree/no degree yet","Single parent ","","","",""
"Very often","2012","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Very often","2012","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Very often","2012","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Often","2012","lower secondary degree","1-pers.-HH","","","",""
"Often","2012","lower secondary degree","(Married) couple without C. ","","","",""
"Often","2012","lower secondary degree","Single parent ","","","",""
"Often","2012","lower secondary degree","Couple + C. LE 16 ","","","",""
"Often","2012","lower secondary degree","Couple + C. GT 16 ","","","",""
"Often","2012","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Often","2012","secondary school degree","1-pers.-HH","","","",""
"Often","2012","secondary school degree","(Married) couple without C. ","","","",""
"Often","2012","secondary school degree","Single parent ","","","",""
"Often","2012","secondary school degree","Couple + C. LE 16 ","","","",""
"Often","2012","secondary school degree","Couple + C. GT 16 ","","","",""
"Often","2012","secondary school degree","Couple + C. LE and GT 16","","","",""
"Often","2012","college entrance qualification","1-pers.-HH","","","",""
"Often","2012","college entrance qualification","(Married) couple without C. ","","","",""
"Often","2012","college entrance qualification","Single parent ","","","",""
"Often","2012","college entrance qualification","Couple + C. LE 16 ","","","",""
"Often","2012","college entrance qualification","Couple + C. GT 16 ","","","",""
"Often","2012","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Often","2012","Other degree","1-pers.-HH","","","",""
"Often","2012","Other degree","(Married) couple without C. ","","","",""
"Often","2012","Other degree","Single parent ","","","",""
"Often","2012","Other degree","Couple + C. LE 16 ","","","",""
"Often","2012","Other degree","Couple + C. GT 16 ","","","",""
"Often","2012","Other degree","Couple + C. LE and GT 16","","","",""
"Often","2012","no degree/no degree yet","1-pers.-HH","","","",""
"Often","2012","no degree/no degree yet","(Married) couple without C. ","","","",""
"Often","2012","no degree/no degree yet","Single parent ","","","",""
"Often","2012","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Often","2012","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Often","2012","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Sometimes","2012","lower secondary degree","1-pers.-HH","","","",""
"Sometimes","2012","lower secondary degree","(Married) couple without C. ","","","",""
"Sometimes","2012","lower secondary degree","Single parent ","","","",""
"Sometimes","2012","lower secondary degree","Couple + C. LE 16 ","","","",""
"Sometimes","2012","lower secondary degree","Couple + C. GT 16 ","","","",""
"Sometimes","2012","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2012","secondary school degree","1-pers.-HH","","","",""
"Sometimes","2012","secondary school degree","(Married) couple without C. ","","","",""
"Sometimes","2012","secondary school degree","Single parent ","","","",""
"Sometimes","2012","secondary school degree","Couple + C. LE 16 ","","","",""
"Sometimes","2012","secondary school degree","Couple + C. GT 16 ","","","",""
"Sometimes","2012","secondary school degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2012","college entrance qualification","1-pers.-HH","","","",""
"Sometimes","2012","college entrance qualification","(Married) couple without C. ","","","",""
"Sometimes","2012","college entrance qualification","Single parent ","","","",""
"Sometimes","2012","college entrance qualification","Couple + C. LE 16 ","","","",""
"Sometimes","2012","college entrance qualification","Couple + C. GT 16 ","","","",""
"Sometimes","2012","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Sometimes","2012","Other degree","1-pers.-HH","","","",""
"Sometimes","2012","Other degree","(Married) couple without C. ","","","",""
"Sometimes","2012","Other degree","Single parent ","","","",""
"Sometimes","2012","Other degree","Couple + C. LE 16 ","","","",""
"Sometimes","2012","Other degree","Couple + C. GT 16 ","","","",""
"Sometimes","2012","Other degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2012","no degree/no degree yet","1-pers.-HH","","","",""
"Sometimes","2012","no degree/no degree yet","(Married) couple without C. ","","","",""
"Sometimes","2012","no degree/no degree yet","Single parent ","","","",""
"Sometimes","2012","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Sometimes","2012","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Sometimes","2012","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","2012","lower secondary degree","1-pers.-HH","","","",""
"Rarely","2012","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","2012","lower secondary degree","Single parent ","","","",""
"Rarely","2012","lower secondary degree","Couple + C. LE 16 ","","","",""
"Rarely","2012","lower secondary degree","Couple + C. GT 16 ","","","",""
"Rarely","2012","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Rarely","2012","secondary school degree","1-pers.-HH","","","",""
"Rarely","2012","secondary school degree","(Married) couple without C. ","","","",""
"Rarely","2012","secondary school degree","Single parent ","","","",""
"Rarely","2012","secondary school degree","Couple + C. LE 16 ","","","",""
"Rarely","2012","secondary school degree","Couple + C. GT 16 ","","","",""
"Rarely","2012","secondary school degree","Couple + C. LE and GT 16","","","",""
"Rarely","2012","college entrance qualification","1-pers.-HH","","","",""
"Rarely","2012","college entrance qualification","(Married) couple without C. ","","","",""
"Rarely","2012","college entrance qualification","Single parent ","","","",""
"Rarely","2012","college entrance qualification","Couple + C. LE 16 ","","","",""
"Rarely","2012","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","2012","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","2012","Other degree","1-pers.-HH","","","",""
"Rarely","2012","Other degree","(Married) couple without C. ","","","",""
"Rarely","2012","Other degree","Single parent ","","","",""
"Rarely","2012","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","2012","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","2012","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","2012","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","2012","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","2012","no degree/no degree yet","Single parent ","","","",""
"Rarely","2012","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","2012","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","2012","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","2012","lower secondary degree","1-pers.-HH","","","",""
"Never","2012","lower secondary degree","(Married) couple without C. ","","","",""
"Never","2012","lower secondary degree","Single parent ","","","",""
"Never","2012","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","2012","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","2012","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","2012","secondary school degree","1-pers.-HH","","","",""
"Never","2012","secondary school degree","(Married) couple without C. ","","","",""
"Never","2012","secondary school degree","Single parent ","","","",""
"Never","2012","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","2012","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","2012","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","2012","college entrance qualification","1-pers.-HH","","","",""
"Never","2012","college entrance qualification","(Married) couple without C. ","","","",""
"Never","2012","college entrance qualification","Single parent ","","","",""
"Never","2012","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","2012","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","2012","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","2012","Other degree","1-pers.-HH","","","",""
"Never","2012","Other degree","(Married) couple without C. ","","","",""
"Never","2012","Other degree","Single parent ","","","",""
"Never","2012","Other degree","Couple + C. LE 16 ","","","",""
"Never","2012","Other degree","Couple + C. GT 16 ","","","",""
"Never","2012","Other degree","Couple + C. LE and GT 16","","","",""
"Never","2012","no degree/no degree yet","1-pers.-HH","","","",""
"Never","2012","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","2012","no degree/no degree yet","Single parent ","","","",""
"Never","2012","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","2012","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","2012","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Very often","2013","lower secondary degree","1-pers.-HH","2","","",""
"Very often","2013","lower secondary degree","(Married) couple without C. ","4","","",""
"Very often","2013","lower secondary degree","Single parent ","7","","",""
"Very often","2013","lower secondary degree","Couple + C. LE 16 ","9","","",""
"Very often","2013","lower secondary degree","Couple + C. GT 16 ","","","",""
"Very often","2013","lower secondary degree","Couple + C. LE and GT 16","2","","",""
"Very often","2013","secondary school degree","1-pers.-HH","3","","",""
"Very often","2013","secondary school degree","(Married) couple without C. ","1","","",""
"Very often","2013","secondary school degree","Single parent ","7","","",""
"Very often","2013","secondary school degree","Couple + C. LE 16 ","6","","",""
"Very often","2013","secondary school degree","Couple + C. GT 16 ","2","","",""
"Very often","2013","secondary school degree","Couple + C. LE and GT 16","5","","",""
"Very often","2013","college entrance qualification","1-pers.-HH","2","","",""
"Very often","2013","college entrance qualification","(Married) couple without C. ","4","","",""
"Very often","2013","college entrance qualification","Single parent ","1","","",""
"Very often","2013","college entrance qualification","Couple + C. LE 16 ","2","","",""
"Very often","2013","college entrance qualification","Couple + C. GT 16 ","3","","",""
"Very often","2013","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Very often","2013","Other degree","1-pers.-HH","1","","",""
"Very often","2013","Other degree","(Married) couple without C. ","2","","",""
"Very often","2013","Other degree","Single parent ","3","","",""
"Very often","2013","Other degree","Couple + C. LE 16 ","5","","",""
"Very often","2013","Other degree","Couple + C. GT 16 ","","","",""
"Very often","2013","Other degree","Couple + C. LE and GT 16","1","","",""
"Very often","2013","no degree/no degree yet","1-pers.-HH","","","",""
"Very often","2013","no degree/no degree yet","(Married) couple without C. ","1","","",""
"Very often","2013","no degree/no degree yet","Single parent ","5","","",""
"Very often","2013","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"Very often","2013","no degree/no degree yet","Couple + C. GT 16 ","2","","",""
"Very often","2013","no degree/no degree yet","Couple + C. LE and GT 16","5","","",""
"Often","2013","lower secondary degree","1-pers.-HH","32","0.0259236697022677","0.0171806387717412","0.0346667006327941"
"Often","2013","lower secondary degree","(Married) couple without C. ","26","","",""
"Often","2013","lower secondary degree","Single parent ","26","","",""
"Often","2013","lower secondary degree","Couple + C. LE 16 ","50","0.0381087862172298","0.0272032311018807","0.049014341332579"
"Often","2013","lower secondary degree","Couple + C. GT 16 ","11","","",""
"Often","2013","lower secondary degree","Couple + C. LE and GT 16","16","","",""
"Often","2013","secondary school degree","1-pers.-HH","18","","",""
"Often","2013","secondary school degree","(Married) couple without C. ","23","","",""
"Often","2013","secondary school degree","Single parent ","31","0.0423835473064761","0.0297184243838868","0.0550486702290654"
"Often","2013","secondary school degree","Couple + C. LE 16 ","38","0.0136600014797361","0.00876944635387377","0.0185505566055983"
"Often","2013","secondary school degree","Couple + C. GT 16 ","22","","",""
"Often","2013","secondary school degree","Couple + C. LE and GT 16","16","","",""
"Often","2013","college entrance qualification","1-pers.-HH","45","0.0455134693596053","0.0327661829962163","0.0582607557229943"
"Often","2013","college entrance qualification","(Married) couple without C. ","30","0.0145398654778678","0.00936951906192048","0.0197102118938151"
"Often","2013","college entrance qualification","Single parent ","17","","",""
"Often","2013","college entrance qualification","Couple + C. LE 16 ","33","0.0137844853501032","0.00904718312072864","0.0185217875794778"
"Often","2013","college entrance qualification","Couple + C. GT 16 ","29","","",""
"Often","2013","college entrance qualification","Couple + C. LE and GT 16","16","","",""
"Often","2013","Other degree","1-pers.-HH","8","","",""
"Often","2013","Other degree","(Married) couple without C. ","11","","",""
"Often","2013","Other degree","Single parent ","5","","",""
"Often","2013","Other degree","Couple + C. LE 16 ","27","","",""
"Often","2013","Other degree","Couple + C. GT 16 ","8","","",""
"Often","2013","Other degree","Couple + C. LE and GT 16","10","","",""
"Often","2013","no degree/no degree yet","1-pers.-HH","2","","",""
"Often","2013","no degree/no degree yet","(Married) couple without C. ","1","","",""
"Often","2013","no degree/no degree yet","Single parent ","19","","",""
"Often","2013","no degree/no degree yet","Couple + C. LE 16 ","12","","",""
"Often","2013","no degree/no degree yet","Couple + C. GT 16 ","27","","",""
"Often","2013","no degree/no degree yet","Couple + C. LE and GT 16","32","0.131897991494978","0.0868762079388012","0.176919775051155"
"Sometimes","2013","lower secondary degree","1-pers.-HH","122","0.107844321311364","0.0907781444159557","0.124910498206772"
"Sometimes","2013","lower secondary degree","(Married) couple without C. ","146","0.0631115200594675","0.0540902757903906","0.0721327643285444"
"Sometimes","2013","lower secondary degree","Single parent ","88","0.133530426530501","0.1063134898844","0.160747363176602"
"Sometimes","2013","lower secondary degree","Couple + C. LE 16 ","157","0.121106306684973","0.102522965785397","0.139689647584549"
"Sometimes","2013","lower secondary degree","Couple + C. GT 16 ","76","0.110824869821134","0.0873682115747175","0.134281528067551"
"Sometimes","2013","lower secondary degree","Couple + C. LE and GT 16","54","0.120893331096642","0.0889055877618349","0.152881074431448"
"Sometimes","2013","secondary school degree","1-pers.-HH","122","0.12288594804371","0.101931733259167","0.143840162828254"
"Sometimes","2013","secondary school degree","(Married) couple without C. ","149","0.0712661162567196","0.0605473555551582","0.081984876958281"
"Sometimes","2013","secondary school degree","Single parent ","113","0.119682499176943","0.0992768718312757","0.14008812652261"
"Sometimes","2013","secondary school degree","Couple + C. LE 16 ","224","0.104173199238712","0.0913022822488111","0.117044116228614"
"Sometimes","2013","secondary school degree","Couple + C. GT 16 ","111","0.11225322094579","0.0914435162746534","0.133062925616927"
"Sometimes","2013","secondary school degree","Couple + C. LE and GT 16","81","0.111738720586722","0.0858981410467372","0.137579300126707"
"Sometimes","2013","college entrance qualification","1-pers.-HH","226","0.222793284687216","0.197343612676162","0.248242956698269"
"Sometimes","2013","college entrance qualification","(Married) couple without C. ","249","0.12131906547679","0.107216437565724","0.135421693387855"
"Sometimes","2013","college entrance qualification","Single parent ","115","0.235545762037058","0.202117318165085","0.268974205909031"
"Sometimes","2013","college entrance qualification","Couple + C. LE 16 ","257","0.101491380004653","0.0892219156785663","0.113760844330739"
"Sometimes","2013","college entrance qualification","Couple + C. GT 16 ","146","0.213292432034263","0.18422677068568","0.242358093382847"
"Sometimes","2013","college entrance qualification","Couple + C. LE and GT 16","80","0.126797482502649","0.0980314917462038","0.155563473259093"
"Sometimes","2013","Other degree","1-pers.-HH","21","","",""
"Sometimes","2013","Other degree","(Married) couple without C. ","52","0.154149234978243","0.118126888530928","0.190171581425557"
"Sometimes","2013","Other degree","Single parent ","26","","",""
"Sometimes","2013","Other degree","Couple + C. LE 16 ","91","0.170476035103345","0.1394683029591","0.20148376724759"
"Sometimes","2013","Other degree","Couple + C. GT 16 ","21","","",""
"Sometimes","2013","Other degree","Couple + C. LE and GT 16","43","0.214608658682331","0.15638518907687","0.272832128287792"
"Sometimes","2013","no degree/no degree yet","1-pers.-HH","6","","",""
"Sometimes","2013","no degree/no degree yet","(Married) couple without C. ","6","","",""
"Sometimes","2013","no degree/no degree yet","Single parent ","66","0.421944261261156","0.346588142877125","0.497300379645187"
"Sometimes","2013","no degree/no degree yet","Couple + C. LE 16 ","24","","",""
"Sometimes","2013","no degree/no degree yet","Couple + C. GT 16 ","38","0.297912447079551","0.223214819927553","0.372610074231549"
"Sometimes","2013","no degree/no degree yet","Couple + C. LE and GT 16","67","0.2656246736214","0.206860657465928","0.324388689776871"
"Rarely","2013","lower secondary degree","1-pers.-HH","243","0.207295647686469","0.184992405863403","0.229598889509536"
"Rarely","2013","lower secondary degree","(Married) couple without C. ","600","0.220538428318119","0.205156610445557","0.23592024619068"
"Rarely","2013","lower secondary degree","Single parent ","172","0.266703987224512","0.231318361321683","0.302089613127342"
"Rarely","2013","lower secondary degree","Couple + C. LE 16 ","372","0.354662734993157","0.327412303005552","0.381913166980762"
"Rarely","2013","lower secondary degree","Couple + C. GT 16 ","218","0.307902406423963","0.273408364800695","0.342396448047231"
"Rarely","2013","lower secondary degree","Couple + C. LE and GT 16","130","0.264337347753193","0.221068008678924","0.307606686827461"
"Rarely","2013","secondary school degree","1-pers.-HH","289","0.315799824156294","0.286131721210423","0.345467927102164"
"Rarely","2013","secondary school degree","(Married) couple without C. ","643","0.326213819136423","0.306680789401548","0.345746848871299"
"Rarely","2013","secondary school degree","Single parent ","303","0.305823089170387","0.276857312612949","0.334788865727824"
"Rarely","2013","secondary school degree","Couple + C. LE 16 ","710","0.337741992786443","0.317815741512906","0.35766824405998"
"Rarely","2013","secondary school degree","Couple + C. GT 16 ","288","0.359537599353183","0.327904559018577","0.391170639687788"
"Rarely","2013","secondary school degree","Couple + C. LE and GT 16","180","0.308681824922751","0.270791829406704","0.346571820438798"
"Rarely","2013","college entrance qualification","1-pers.-HH","401","0.402160582354187","0.372172072022436","0.432149092685937"
"Rarely","2013","college entrance qualification","(Married) couple without C. ","754","0.392972475907986","0.371876230152853","0.41406872166312"
"Rarely","2013","college entrance qualification","Single parent ","247","0.391922112990975","0.353464506113747","0.430379719868203"
"Rarely","2013","college entrance qualification","Couple + C. LE 16 ","950","0.434599920424337","0.414459308878878","0.454740531969797"
"Rarely","2013","college entrance qualification","Couple + C. GT 16 ","284","0.377642424051956","0.343243393706669","0.412041454397242"
"Rarely","2013","college entrance qualification","Couple + C. LE and GT 16","211","0.431392516749044","0.388576218137468","0.474208815360621"
"Rarely","2013","Other degree","1-pers.-HH","35","0.225374177483164","0.160223698935576","0.290524656030753"
"Rarely","2013","Other degree","(Married) couple without C. ","87","0.234208863139386","0.191960365551212","0.276457360727559"
"Rarely","2013","Other degree","Single parent ","27","","",""
"Rarely","2013","Other degree","Couple + C. LE 16 ","166","0.295129261458975","0.257520871305751","0.332737651612199"
"Rarely","2013","Other degree","Couple + C. GT 16 ","27","","",""
"Rarely","2013","Other degree","Couple + C. LE and GT 16","56","0.257691913783734","0.195665896107738","0.31971793145973"
