"pld0044","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Often","2017","higher vocational","Rural Area","","","",""
"Often","2017","higher education","Urban Area","","","",""
"Often","2017","higher education","Rural Area","","","",""
"Sometimes","2017","in school","Urban Area","","","",""
"Sometimes","2017","in school","Rural Area","","","",""
"Sometimes","2017","inadequately","Urban Area","","","",""
"Sometimes","2017","inadequately","Rural Area","","","",""
"Sometimes","2017","general elemantary","Urban Area","","","",""
"Sometimes","2017","general elemantary","Rural Area","","","",""
"Sometimes","2017","middle vocational","Urban Area","","","",""
"Sometimes","2017","middle vocational","Rural Area","","","",""
"Sometimes","2017","vocational + Abi","Urban Area","","","",""
"Sometimes","2017","vocational + Abi","Rural Area","","","",""
"Sometimes","2017","higher vocational","Urban Area","","","",""
"Sometimes","2017","higher vocational","Rural Area","","","",""
"Sometimes","2017","higher education","Urban Area","","","",""
"Sometimes","2017","higher education","Rural Area","","","",""
"Rarely","2017","in school","Urban Area","","","",""
"Rarely","2017","in school","Rural Area","","","",""
"Rarely","2017","inadequately","Urban Area","","","",""
"Rarely","2017","inadequately","Rural Area","","","",""
"Rarely","2017","general elemantary","Urban Area","","","",""
"Rarely","2017","general elemantary","Rural Area","","","",""
"Rarely","2017","middle vocational","Urban Area","","","",""
"Rarely","2017","middle vocational","Rural Area","","","",""
"Rarely","2017","vocational + Abi","Urban Area","","","",""
"Rarely","2017","vocational + Abi","Rural Area","","","",""
"Rarely","2017","higher vocational","Urban Area","","","",""
"Rarely","2017","higher vocational","Rural Area","","","",""
"Rarely","2017","higher education","Urban Area","","","",""
"Rarely","2017","higher education","Rural Area","","","",""
"Never","2017","in school","Urban Area","","","",""
"Never","2017","in school","Rural Area","","","",""
"Never","2017","inadequately","Urban Area","","","",""
"Never","2017","inadequately","Rural Area","","","",""
"Never","2017","general elemantary","Urban Area","","","",""
"Never","2017","general elemantary","Rural Area","","","",""
"Never","2017","middle vocational","Urban Area","","","",""
"Never","2017","middle vocational","Rural Area","","","",""
"Never","2017","vocational + Abi","Urban Area","","","",""
"Never","2017","vocational + Abi","Rural Area","","","",""
"Never","2017","higher vocational","Urban Area","","","",""
"Never","2017","higher vocational","Rural Area","","","",""
"Never","2017","higher education","Urban Area","","","",""
"Never","2017","higher education","Rural Area","","","",""
"Very often","2018","in school","Urban Area","16","","",""
"Very often","2018","in school","Rural Area","1","","",""
"Very often","2018","inadequately","Urban Area","10","","",""
"Very often","2018","inadequately","Rural Area","3","","",""
"Very often","2018","general elemantary","Urban Area","31","0.0148347489398082","0.00906424225142319","0.0206052556281933"
"Very often","2018","general elemantary","Rural Area","11","","",""
"Very often","2018","middle vocational","Urban Area","61","0.00612309805854648","0.00428042610898509","0.00796577000810786"
"Very often","2018","middle vocational","Rural Area","23","","",""
"Very often","2018","vocational + Abi","Urban Area","11","","",""
"Very often","2018","vocational + Abi","Rural Area","4","","",""
"Very often","2018","higher vocational","Urban Area","4","","",""
"Very often","2018","higher vocational","Rural Area","1","","",""
"Very often","2018","higher education","Urban Area","23","","",""
"Very often","2018","higher education","Rural Area","4","","",""
"Often","2018","in school","Urban Area","45","0.18124900729544","0.134333982837806","0.228164031753073"
"Often","2018","in school","Rural Area","17","","",""
"Often","2018","inadequately","Urban Area","24","","",""
"Often","2018","inadequately","Rural Area","6","","",""
"Often","2018","general elemantary","Urban Area","87","0.0407619578395549","0.0313233048286844","0.0502006108504253"
"Often","2018","general elemantary","Rural Area","39","0.0393875619807354","0.0271842747127167","0.0515908492487541"
"Often","2018","middle vocational","Urban Area","301","0.04040167640168","0.0357507383823236","0.0450526144210365"
"Often","2018","middle vocational","Rural Area","113","0.0261583279914944","0.0215384810341489","0.0307781749488398"
"Often","2018","vocational + Abi","Urban Area","79","0.0612385079907716","0.0491330451576822","0.073343970823861"
"Often","2018","vocational + Abi","Rural Area","19","","",""
"Often","2018","higher vocational","Urban Area","16","","",""
"Often","2018","higher vocational","Rural Area","13","","",""
"Often","2018","higher education","Urban Area","193","0.0472339454928145","0.0410861379888156","0.0533817529968135"
"Often","2018","higher education","Rural Area","37","0.0276846235968696","0.0199999061044781","0.0353693410892611"
"Sometimes","2018","in school","Urban Area","102","0.334685298126955","0.277216768326337","0.392153827927573"
"Sometimes","2018","in school","Rural Area","36","0.35546375712313","0.254884181295337","0.456043332950924"
"Sometimes","2018","inadequately","Urban Area","80","0.265967253977846","0.219410591037883","0.312523916917809"
"Sometimes","2018","inadequately","Rural Area","18","","",""
"Sometimes","2018","general elemantary","Urban Area","357","0.190431689600902","0.171689701139654","0.20917367806215"
"Sometimes","2018","general elemantary","Rural Area","154","0.153540828218937","0.130923665154056","0.176157991283818"
"Sometimes","2018","middle vocational","Urban Area","1124","0.155775735081188","0.14720979684422","0.164341673318156"
"Sometimes","2018","middle vocational","Rural Area","563","0.125532774754514","0.115942550697974","0.135122998811055"
"Sometimes","2018","vocational + Abi","Urban Area","279","0.18741802245592","0.16771509613502","0.207120948776819"
"Sometimes","2018","vocational + Abi","Rural Area","96","0.155492139125209","0.126544982382986","0.184439295867432"
"Sometimes","2018","higher vocational","Urban Area","104","0.114479858672426","0.092974048430807","0.135985668914045"
"Sometimes","2018","higher vocational","Rural Area","67","0.144193360880848","0.116316515168075","0.17207020659362"
"Sometimes","2018","higher education","Urban Area","903","0.214000928304927","0.202115389998887","0.225886466610967"
"Sometimes","2018","higher education","Rural Area","261","0.164472169848237","0.147108893033235","0.181835446663239"
"Rarely","2018","in school","Urban Area","53","0.206999657295473","0.15765732091075","0.256341993680195"
"Rarely","2018","in school","Rural Area","17","","",""
"Rarely","2018","inadequately","Urban Area","65","0.176439514897751","0.136273779812252","0.216605249983251"
"Rarely","2018","inadequately","Rural Area","36","0.201738921999695","0.13379305934961","0.269684784649781"
"Rarely","2018","general elemantary","Urban Area","447","0.26759202731937","0.246460425321214","0.288723629317526"
"Rarely","2018","general elemantary","Rural Area","275","0.254180246955736","0.226864629524495","0.281495864386978"
"Rarely","2018","middle vocational","Urban Area","2102","0.304052980813522","0.293187252519626","0.314918709107417"
"Rarely","2018","middle vocational","Rural Area","1407","0.314685644024873","0.301243708709117","0.328127579340629"
"Rarely","2018","vocational + Abi","Urban Area","556","0.375194382525994","0.350749267152838","0.399639497899149"
"Rarely","2018","vocational + Abi","Rural Area","216","0.361192113478724","0.322821025845792","0.399563201111656"
"Rarely","2018","higher vocational","Urban Area","314","0.364814718600216","0.332300117210794","0.397329319989638"
"Rarely","2018","higher vocational","Rural Area","206","0.329880337761397","0.292569279323344","0.367191396199449"
"Rarely","2018","higher education","Urban Area","1809","0.383097349072368","0.369008909209285","0.397185788935451"
"Rarely","2018","higher education","Rural Area","645","0.365136568241461","0.342585202996887","0.387687933486035"
"Never","2018","in school","Urban Area","43","0.206684561883868","0.157369999767169","0.255999124000566"
"Never","2018","in school","Rural Area","16","","",""
"Never","2018","inadequately","Urban Area","167","0.470405958531855","0.417814163540782","0.522997753522927"
"Never","2018","inadequately","Rural Area","71","0.573958029738788","0.490231719589395","0.65768433988818"
"Never","2018","general elemantary","Urban Area","764","0.486379576300365","0.462521901566092","0.510237251034638"
"Never","2018","general elemantary","Rural Area","497","0.544950739961656","0.513709302241594","0.576192177681718"
"Never","2018","middle vocational","Urban Area","3297","0.493646509645064","0.481837021948534","0.505455997341594"
"Never","2018","middle vocational","Rural Area","2479","0.530011783786355","0.515565216379005","0.544458351193706"
"Never","2018","vocational + Abi","Urban Area","582","0.371228577390189","0.346835951060096","0.395621203720281"
"Never","2018","vocational + Abi","Rural Area","267","0.42256220917599","0.383103054777595","0.462021363574384"
"Never","2018","higher vocational","Urban Area","404","0.49549175675902","0.461720719849575","0.529262793668466"
"Never","2018","higher vocational","Rural Area","323","0.497477480299151","0.457799674189842","0.53715528640846"
"Never","2018","higher education","Urban Area","1646","0.352040906050107","0.338199813562707","0.365881998537508"
"Never","2018","higher education","Rural Area","804","0.439163215824055","0.415917857697067","0.462408573951043"
