"pld0044","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","2018","vocational + Abi","Female","490","0.374503837937573","0.348374353128347","0.400633322746799"
"Rarely","2018","higher vocational","Male","318","0.377071248807273","0.345031835770632","0.409110661843914"
"Rarely","2018","higher vocational","Female","202","0.305025301686729","0.267326876398499","0.342723726974958"
"Rarely","2018","higher education","Male","1213","0.375333406278647","0.358418738203423","0.392248074353871"
"Rarely","2018","higher education","Female","1241","0.382873974157195","0.365971342096194","0.399776606218195"
"Never","2018","in school","Male","18","","",""
"Never","2018","in school","Female","41","0.275301155397916","0.211281978032021","0.33932033276381"
"Never","2018","inadequately","Male","95","0.45751792823814","0.38915356693209","0.525882289544189"
"Never","2018","inadequately","Female","143","0.523128613089639","0.46420377201923","0.582053454160047"
"Never","2018","general elemantary","Male","396","0.374191577008511","0.345046324873444","0.403336829143577"
"Never","2018","general elemantary","Female","865","0.595844387877353","0.571821674294051","0.619867101460656"
"Never","2018","middle vocational","Male","2433","0.464509376391517","0.450897352485277","0.478121400297756"
"Never","2018","middle vocational","Female","3343","0.544941393158566","0.532657422747946","0.557225363569186"
"Never","2018","vocational + Abi","Male","286","0.321714648237481","0.289160863594046","0.354268432880915"
"Never","2018","vocational + Abi","Female","563","0.433782977926014","0.407027168157648","0.460538787694379"
"Never","2018","higher vocational","Male","433","0.47157211139574","0.438571607210789","0.504572615580691"
"Never","2018","higher vocational","Female","294","0.541463725946491","0.500665402885201","0.58226204900778"
"Never","2018","higher education","Male","1238","0.377080920094799","0.360150652404106","0.394011187785493"
"Never","2018","higher education","Female","1212","0.367490420504955","0.350725710376293","0.384255130633617"
