"pld0044","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Sometimes","2010","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2010","no migration background","(3a) lower tertiary education","","","",""
"Sometimes","2010","no migration background","(3b) higher tertiary education","","","",""
"Sometimes","2010","direct migration background","(0) in school","","","",""
"Sometimes","2010","direct migration background","(1a) inadequately completed","","","",""
"Sometimes","2010","direct migration background","(1b) general elementary school","","","",""
"Sometimes","2010","direct migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2010","direct migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2010","direct migration background","(2a) intermediate vocational","","","",""
"Sometimes","2010","direct migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2010","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2010","direct migration background","(3a) lower tertiary education","","","",""
"Sometimes","2010","direct migration background","(3b) higher tertiary education","","","",""
"Sometimes","2010","indirect migration background","(0) in school","","","",""
"Sometimes","2010","indirect migration background","(1a) inadequately completed","","","",""
"Sometimes","2010","indirect migration background","(1b) general elementary school","","","",""
"Sometimes","2010","indirect migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2010","indirect migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2010","indirect migration background","(2a) intermediate vocational","","","",""
"Sometimes","2010","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2010","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2010","indirect migration background","(3a) lower tertiary education","","","",""
"Sometimes","2010","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2010","no migration background","(0) in school","","","",""
"Rarely","2010","no migration background","(1a) inadequately completed","","","",""
"Rarely","2010","no migration background","(1b) general elementary school","","","",""
"Rarely","2010","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2010","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2010","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2010","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2010","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2010","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2010","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2010","direct migration background","(0) in school","","","",""
"Rarely","2010","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2010","direct migration background","(1b) general elementary school","","","",""
"Rarely","2010","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2010","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2010","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2010","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2010","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2010","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2010","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2010","indirect migration background","(0) in school","","","",""
"Rarely","2010","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2010","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2010","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2010","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2010","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2010","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2010","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2010","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2010","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2010","no migration background","(0) in school","","","",""
"Never","2010","no migration background","(1a) inadequately completed","","","",""
"Never","2010","no migration background","(1b) general elementary school","","","",""
"Never","2010","no migration background","(1c) basic vocational qualification","","","",""
"Never","2010","no migration background","(2b) intermediate general qualification","","","",""
"Never","2010","no migration background","(2a) intermediate vocational","","","",""
"Never","2010","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2010","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2010","no migration background","(3a) lower tertiary education","","","",""
"Never","2010","no migration background","(3b) higher tertiary education","","","",""
"Never","2010","direct migration background","(0) in school","","","",""
"Never","2010","direct migration background","(1a) inadequately completed","","","",""
"Never","2010","direct migration background","(1b) general elementary school","","","",""
"Never","2010","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2010","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2010","direct migration background","(2a) intermediate vocational","","","",""
"Never","2010","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2010","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2010","direct migration background","(3a) lower tertiary education","","","",""
"Never","2010","direct migration background","(3b) higher tertiary education","","","",""
"Never","2010","indirect migration background","(0) in school","","","",""
"Never","2010","indirect migration background","(1a) inadequately completed","","","",""
"Never","2010","indirect migration background","(1b) general elementary school","","","",""
"Never","2010","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2010","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2010","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2010","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2010","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2010","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2010","indirect migration background","(3b) higher tertiary education","","","",""
"Very often","2011","no migration background","(0) in school","","","",""
"Very often","2011","no migration background","(1a) inadequately completed","","","",""
"Very often","2011","no migration background","(1b) general elementary school","","","",""
"Very often","2011","no migration background","(1c) basic vocational qualification","","","",""
"Very often","2011","no migration background","(2b) intermediate general qualification","","","",""
"Very often","2011","no migration background","(2a) intermediate vocational","","","",""
"Very often","2011","no migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2011","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2011","no migration background","(3a) lower tertiary education","","","",""
"Very often","2011","no migration background","(3b) higher tertiary education","","","",""
"Very often","2011","direct migration background","(0) in school","","","",""
"Very often","2011","direct migration background","(1a) inadequately completed","","","",""
"Very often","2011","direct migration background","(1b) general elementary school","","","",""
"Very often","2011","direct migration background","(1c) basic vocational qualification","","","",""
"Very often","2011","direct migration background","(2b) intermediate general qualification","","","",""
"Very often","2011","direct migration background","(2a) intermediate vocational","","","",""
"Very often","2011","direct migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2011","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2011","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2011","direct migration background","(3b) higher tertiary education","","","",""
"Very often","2011","indirect migration background","(0) in school","","","",""
"Very often","2011","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2011","indirect migration background","(1b) general elementary school","","","",""
"Very often","2011","indirect migration background","(1c) basic vocational qualification","","","",""
"Very often","2011","indirect migration background","(2b) intermediate general qualification","","","",""
"Very often","2011","indirect migration background","(2a) intermediate vocational","","","",""
"Very often","2011","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2011","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2011","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2011","indirect migration background","(3b) higher tertiary education","","","",""
"Often","2011","no migration background","(0) in school","","","",""
"Often","2011","no migration background","(1a) inadequately completed","","","",""
"Often","2011","no migration background","(1b) general elementary school","","","",""
"Often","2011","no migration background","(1c) basic vocational qualification","","","",""
"Often","2011","no migration background","(2b) intermediate general qualification","","","",""
"Often","2011","no migration background","(2a) intermediate vocational","","","",""
"Often","2011","no migration background","(2c_gen) general maturity certificate","","","",""
"Often","2011","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2011","no migration background","(3a) lower tertiary education","","","",""
"Often","2011","no migration background","(3b) higher tertiary education","","","",""
"Often","2011","direct migration background","(0) in school","","","",""
"Often","2011","direct migration background","(1a) inadequately completed","","","",""
"Often","2011","direct migration background","(1b) general elementary school","","","",""
"Often","2011","direct migration background","(1c) basic vocational qualification","","","",""
"Often","2011","direct migration background","(2b) intermediate general qualification","","","",""
"Often","2011","direct migration background","(2a) intermediate vocational","","","",""
"Often","2011","direct migration background","(2c_gen) general maturity certificate","","","",""
"Often","2011","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2011","direct migration background","(3a) lower tertiary education","","","",""
"Often","2011","direct migration background","(3b) higher tertiary education","","","",""
"Often","2011","indirect migration background","(0) in school","","","",""
"Often","2011","indirect migration background","(1a) inadequately completed","","","",""
"Often","2011","indirect migration background","(1b) general elementary school","","","",""
"Often","2011","indirect migration background","(1c) basic vocational qualification","","","",""
"Often","2011","indirect migration background","(2b) intermediate general qualification","","","",""
"Often","2011","indirect migration background","(2a) intermediate vocational","","","",""
"Often","2011","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Often","2011","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2011","indirect migration background","(3a) lower tertiary education","","","",""
"Often","2011","indirect migration background","(3b) higher tertiary education","","","",""
"Sometimes","2011","no migration background","(0) in school","","","",""
"Sometimes","2011","no migration background","(1a) inadequately completed","","","",""
"Sometimes","2011","no migration background","(1b) general elementary school","","","",""
"Sometimes","2011","no migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2011","no migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2011","no migration background","(2a) intermediate vocational","","","",""
"Sometimes","2011","no migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2011","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2011","no migration background","(3a) lower tertiary education","","","",""
"Sometimes","2011","no migration background","(3b) higher tertiary education","","","",""
"Sometimes","2011","direct migration background","(0) in school","","","",""
"Sometimes","2011","direct migration background","(1a) inadequately completed","","","",""
"Sometimes","2011","direct migration background","(1b) general elementary school","","","",""
"Sometimes","2011","direct migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2011","direct migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2011","direct migration background","(2a) intermediate vocational","","","",""
"Sometimes","2011","direct migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2011","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2011","direct migration background","(3a) lower tertiary education","","","",""
"Sometimes","2011","direct migration background","(3b) higher tertiary education","","","",""
"Sometimes","2011","indirect migration background","(0) in school","","","",""
"Sometimes","2011","indirect migration background","(1a) inadequately completed","","","",""
"Sometimes","2011","indirect migration background","(1b) general elementary school","","","",""
"Sometimes","2011","indirect migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2011","indirect migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2011","indirect migration background","(2a) intermediate vocational","","","",""
"Sometimes","2011","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2011","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2011","indirect migration background","(3a) lower tertiary education","","","",""
"Sometimes","2011","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2011","no migration background","(0) in school","","","",""
"Rarely","2011","no migration background","(1a) inadequately completed","","","",""
"Rarely","2011","no migration background","(1b) general elementary school","","","",""
"Rarely","2011","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2011","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2011","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2011","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2011","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2011","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2011","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2011","direct migration background","(0) in school","","","",""
"Rarely","2011","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2011","direct migration background","(1b) general elementary school","","","",""
"Rarely","2011","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2011","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2011","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2011","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2011","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2011","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2011","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2011","indirect migration background","(0) in school","","","",""
"Rarely","2011","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2011","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2011","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2011","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2011","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2011","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2011","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2011","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2011","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2011","no migration background","(0) in school","","","",""
"Never","2011","no migration background","(1a) inadequately completed","","","",""
"Never","2011","no migration background","(1b) general elementary school","","","",""
"Never","2011","no migration background","(1c) basic vocational qualification","","","",""
"Never","2011","no migration background","(2b) intermediate general qualification","","","",""
"Never","2011","no migration background","(2a) intermediate vocational","","","",""
"Never","2011","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2011","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2011","no migration background","(3a) lower tertiary education","","","",""
"Never","2011","no migration background","(3b) higher tertiary education","","","",""
"Never","2011","direct migration background","(0) in school","","","",""
"Never","2011","direct migration background","(1a) inadequately completed","","","",""
"Never","2011","direct migration background","(1b) general elementary school","","","",""
"Never","2011","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2011","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2011","direct migration background","(2a) intermediate vocational","","","",""
"Never","2011","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2011","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2011","direct migration background","(3a) lower tertiary education","","","",""
"Never","2011","direct migration background","(3b) higher tertiary education","","","",""
"Never","2011","indirect migration background","(0) in school","","","",""
"Never","2011","indirect migration background","(1a) inadequately completed","","","",""
"Never","2011","indirect migration background","(1b) general elementary school","","","",""
"Never","2011","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2011","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2011","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2011","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2011","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2011","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2011","indirect migration background","(3b) higher tertiary education","","","",""
"Very often","2012","no migration background","(0) in school","","","",""
"Very often","2012","no migration background","(1a) inadequately completed","","","",""
"Very often","2012","no migration background","(1b) general elementary school","","","",""
"Very often","2012","no migration background","(1c) basic vocational qualification","","","",""
"Very often","2012","no migration background","(2b) intermediate general qualification","","","",""
"Very often","2012","no migration background","(2a) intermediate vocational","","","",""
"Very often","2012","no migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2012","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2012","no migration background","(3a) lower tertiary education","","","",""
"Very often","2012","no migration background","(3b) higher tertiary education","","","",""
"Very often","2012","direct migration background","(0) in school","","","",""
"Very often","2012","direct migration background","(1a) inadequately completed","","","",""
"Very often","2012","direct migration background","(1b) general elementary school","","","",""
"Very often","2012","direct migration background","(1c) basic vocational qualification","","","",""
"Very often","2012","direct migration background","(2b) intermediate general qualification","","","",""
"Very often","2012","direct migration background","(2a) intermediate vocational","","","",""
"Very often","2012","direct migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2012","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2012","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2012","direct migration background","(3b) higher tertiary education","","","",""
"Very often","2012","indirect migration background","(0) in school","","","",""
"Very often","2012","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2012","indirect migration background","(1b) general elementary school","","","",""
"Very often","2012","indirect migration background","(1c) basic vocational qualification","","","",""
"Very often","2012","indirect migration background","(2b) intermediate general qualification","","","",""
"Very often","2012","indirect migration background","(2a) intermediate vocational","","","",""
"Very often","2012","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2012","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2012","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2012","indirect migration background","(3b) higher tertiary education","","","",""
"Often","2012","no migration background","(0) in school","","","",""
"Often","2012","no migration background","(1a) inadequately completed","","","",""
"Often","2012","no migration background","(1b) general elementary school","","","",""
"Often","2012","no migration background","(1c) basic vocational qualification","","","",""
"Often","2012","no migration background","(2b) intermediate general qualification","","","",""
"Often","2012","no migration background","(2a) intermediate vocational","","","",""
"Often","2012","no migration background","(2c_gen) general maturity certificate","","","",""
"Often","2012","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2012","no migration background","(3a) lower tertiary education","","","",""
"Often","2012","no migration background","(3b) higher tertiary education","","","",""
"Often","2012","direct migration background","(0) in school","","","",""
"Often","2012","direct migration background","(1a) inadequately completed","","","",""
"Often","2012","direct migration background","(1b) general elementary school","","","",""
"Often","2012","direct migration background","(1c) basic vocational qualification","","","",""
"Often","2012","direct migration background","(2b) intermediate general qualification","","","",""
"Often","2012","direct migration background","(2a) intermediate vocational","","","",""
"Often","2012","direct migration background","(2c_gen) general maturity certificate","","","",""
"Often","2012","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2012","direct migration background","(3a) lower tertiary education","","","",""
"Often","2012","direct migration background","(3b) higher tertiary education","","","",""
"Often","2012","indirect migration background","(0) in school","","","",""
"Often","2012","indirect migration background","(1a) inadequately completed","","","",""
"Often","2012","indirect migration background","(1b) general elementary school","","","",""
"Often","2012","indirect migration background","(1c) basic vocational qualification","","","",""
"Often","2012","indirect migration background","(2b) intermediate general qualification","","","",""
"Often","2012","indirect migration background","(2a) intermediate vocational","","","",""
"Often","2012","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Often","2012","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2012","indirect migration background","(3a) lower tertiary education","","","",""
"Often","2012","indirect migration background","(3b) higher tertiary education","","","",""
"Sometimes","2012","no migration background","(0) in school","","","",""
"Sometimes","2012","no migration background","(1a) inadequately completed","","","",""
"Sometimes","2012","no migration background","(1b) general elementary school","","","",""
"Sometimes","2012","no migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2012","no migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2012","no migration background","(2a) intermediate vocational","","","",""
"Sometimes","2012","no migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2012","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2012","no migration background","(3a) lower tertiary education","","","",""
"Sometimes","2012","no migration background","(3b) higher tertiary education","","","",""
"Sometimes","2012","direct migration background","(0) in school","","","",""
"Sometimes","2012","direct migration background","(1a) inadequately completed","","","",""
"Sometimes","2012","direct migration background","(1b) general elementary school","","","",""
"Sometimes","2012","direct migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2012","direct migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2012","direct migration background","(2a) intermediate vocational","","","",""
"Sometimes","2012","direct migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2012","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2012","direct migration background","(3a) lower tertiary education","","","",""
"Sometimes","2012","direct migration background","(3b) higher tertiary education","","","",""
"Sometimes","2012","indirect migration background","(0) in school","","","",""
"Sometimes","2012","indirect migration background","(1a) inadequately completed","","","",""
"Sometimes","2012","indirect migration background","(1b) general elementary school","","","",""
"Sometimes","2012","indirect migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2012","indirect migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2012","indirect migration background","(2a) intermediate vocational","","","",""
"Sometimes","2012","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2012","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2012","indirect migration background","(3a) lower tertiary education","","","",""
"Sometimes","2012","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2012","no migration background","(0) in school","","","",""
"Rarely","2012","no migration background","(1a) inadequately completed","","","",""
"Rarely","2012","no migration background","(1b) general elementary school","","","",""
"Rarely","2012","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2012","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2012","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2012","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2012","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2012","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2012","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2012","direct migration background","(0) in school","","","",""
"Rarely","2012","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2012","direct migration background","(1b) general elementary school","","","",""
"Rarely","2012","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2012","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2012","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2012","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2012","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2012","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2012","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2012","indirect migration background","(0) in school","","","",""
"Rarely","2012","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2012","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2012","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2012","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2012","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2012","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2012","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2012","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2012","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2012","no migration background","(0) in school","","","",""
"Never","2012","no migration background","(1a) inadequately completed","","","",""
"Never","2012","no migration background","(1b) general elementary school","","","",""
"Never","2012","no migration background","(1c) basic vocational qualification","","","",""
"Never","2012","no migration background","(2b) intermediate general qualification","","","",""
"Never","2012","no migration background","(2a) intermediate vocational","","","",""
"Never","2012","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2012","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2012","no migration background","(3a) lower tertiary education","","","",""
"Never","2012","no migration background","(3b) higher tertiary education","","","",""
"Never","2012","direct migration background","(0) in school","","","",""
"Never","2012","direct migration background","(1a) inadequately completed","","","",""
"Never","2012","direct migration background","(1b) general elementary school","","","",""
"Never","2012","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2012","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2012","direct migration background","(2a) intermediate vocational","","","",""
"Never","2012","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2012","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2012","direct migration background","(3a) lower tertiary education","","","",""
"Never","2012","direct migration background","(3b) higher tertiary education","","","",""
"Never","2012","indirect migration background","(0) in school","","","",""
"Never","2012","indirect migration background","(1a) inadequately completed","","","",""
"Never","2012","indirect migration background","(1b) general elementary school","","","",""
"Never","2012","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2012","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2012","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2012","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2012","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2012","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2012","indirect migration background","(3b) higher tertiary education","","","",""
"Very often","2013","no migration background","(0) in school","8","","",""
"Very often","2013","no migration background","(1a) inadequately completed","5","","",""
"Very often","2013","no migration background","(1b) general elementary school","5","","",""
"Very often","2013","no migration background","(1c) basic vocational qualification","15","","",""
"Very often","2013","no migration background","(2b) intermediate general qualification","10","","",""
"Very often","2013","no migration background","(2a) intermediate vocational","9","","",""
"Very often","2013","no migration background","(2c_gen) general maturity certificate","4","","",""
"Very often","2013","no migration background","(2c_voc) vocational maturity certificate","2","","",""
"Very often","2013","no migration background","(3a) lower tertiary education","3","","",""
"Very often","2013","no migration background","(3b) higher tertiary education","4","","",""
"Very often","2013","direct migration background","(0) in school","","","",""
"Very often","2013","direct migration background","(1a) inadequately completed","1","","",""
"Very often","2013","direct migration background","(1b) general elementary school","3","","",""
"Very often","2013","direct migration background","(1c) basic vocational qualification","5","","",""
"Very often","2013","direct migration background","(2b) intermediate general qualification","","","",""
"Very often","2013","direct migration background","(2a) intermediate vocational","2","","",""
"Very often","2013","direct migration background","(2c_gen) general maturity certificate","1","","",""
"Very often","2013","direct migration background","(2c_voc) vocational maturity certificate","2","","",""
"Very often","2013","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2013","direct migration background","(3b) higher tertiary education","1","","",""
"Very often","2013","indirect migration background","(0) in school","1","","",""
"Very often","2013","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2013","indirect migration background","(1b) general elementary school","3","","",""
"Very often","2013","indirect migration background","(1c) basic vocational qualification","1","","",""
"Very often","2013","indirect migration background","(2b) intermediate general qualification","2","","",""
"Very often","2013","indirect migration background","(2a) intermediate vocational","1","","",""
"Very often","2013","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Very often","2013","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Very often","2013","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2013","indirect migration background","(3b) higher tertiary education","","","",""
"Often","2013","no migration background","(0) in school","59","0.203657323616169","0.16033825999171","0.246976387240627"
"Often","2013","no migration background","(1a) inadequately completed","9","","",""
"Often","2013","no migration background","(1b) general elementary school","50","0.0238852702156488","0.0156261984355282","0.0321443419957694"
"Often","2013","no migration background","(1c) basic vocational qualification","81","0.0181322921839074","0.0144555041455371","0.0218090802222777"
"Often","2013","no migration background","(2b) intermediate general qualification","33","0.05208314363706","0.034199563621234","0.0699667236528861"
"Often","2013","no migration background","(2a) intermediate vocational","86","0.01165696071829","0.0089549526253057","0.0143589688112743"
"Often","2013","no migration background","(2c_gen) general maturity certificate","58","0.0899000959135346","0.0691646196759664","0.110635572151103"
"Often","2013","no migration background","(2c_voc) vocational maturity certificate","30","0.0278676663424289","0.02026818955338","0.0354671431314778"
"Often","2013","no migration background","(3a) lower tertiary education","18","","",""
"Often","2013","no migration background","(3b) higher tertiary education","58","0.0236300431493358","0.0183180979748183","0.0289419883238533"
"Often","2013","direct migration background","(0) in school","1","","",""
"Often","2013","direct migration background","(1a) inadequately completed","9","","",""
"Often","2013","direct migration background","(1b) general elementary school","22","","",""
"Often","2013","direct migration background","(1c) basic vocational qualification","21","","",""
"Often","2013","direct migration background","(2b) intermediate general qualification","3","","",""
"Often","2013","direct migration background","(2a) intermediate vocational","5","","",""
"Often","2013","direct migration background","(2c_gen) general maturity certificate","11","","",""
"Often","2013","direct migration background","(2c_voc) vocational maturity certificate","18","","",""
"Often","2013","direct migration background","(3a) lower tertiary education","2","","",""
"Often","2013","direct migration background","(3b) higher tertiary education","16","","",""
"Often","2013","indirect migration background","(0) in school","14","","",""
"Often","2013","indirect migration background","(1a) inadequately completed","2","","",""
"Often","2013","indirect migration background","(1b) general elementary school","18","","",""
"Often","2013","indirect migration background","(1c) basic vocational qualification","8","","",""
"Often","2013","indirect migration background","(2b) intermediate general qualification","5","","",""
