"pld0044","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","2010","lower secondary degree","middle vocational","","","",""
"Rarely","2010","lower secondary degree","vocational + Abi","","","",""
"Rarely","2010","lower secondary degree","higher vocational","","","",""
"Rarely","2010","lower secondary degree","higher education","","","",""
"Rarely","2010","secondary school degree","in school","","","",""
"Rarely","2010","secondary school degree","inadequately","","","",""
"Rarely","2010","secondary school degree","general elemantary","","","",""
"Rarely","2010","secondary school degree","middle vocational","","","",""
"Rarely","2010","secondary school degree","vocational + Abi","","","",""
"Rarely","2010","secondary school degree","higher vocational","","","",""
"Rarely","2010","secondary school degree","higher education","","","",""
"Rarely","2010","college entrance qualification","in school","","","",""
"Rarely","2010","college entrance qualification","inadequately","","","",""
"Rarely","2010","college entrance qualification","general elemantary","","","",""
"Rarely","2010","college entrance qualification","middle vocational","","","",""
"Rarely","2010","college entrance qualification","vocational + Abi","","","",""
"Rarely","2010","college entrance qualification","higher vocational","","","",""
"Rarely","2010","college entrance qualification","higher education","","","",""
"Rarely","2010","Other degree","in school","","","",""
"Rarely","2010","Other degree","inadequately","","","",""
"Rarely","2010","Other degree","general elemantary","","","",""
"Rarely","2010","Other degree","middle vocational","","","",""
"Rarely","2010","Other degree","vocational + Abi","","","",""
"Rarely","2010","Other degree","higher vocational","","","",""
"Rarely","2010","Other degree","higher education","","","",""
"Rarely","2010","no degree/no degree yet","in school","","","",""
"Rarely","2010","no degree/no degree yet","inadequately","","","",""
"Rarely","2010","no degree/no degree yet","general elemantary","","","",""
"Rarely","2010","no degree/no degree yet","middle vocational","","","",""
"Rarely","2010","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2010","no degree/no degree yet","higher vocational","","","",""
"Rarely","2010","no degree/no degree yet","higher education","","","",""
"Never","2010","lower secondary degree","in school","","","",""
"Never","2010","lower secondary degree","inadequately","","","",""
"Never","2010","lower secondary degree","general elemantary","","","",""
"Never","2010","lower secondary degree","middle vocational","","","",""
"Never","2010","lower secondary degree","vocational + Abi","","","",""
"Never","2010","lower secondary degree","higher vocational","","","",""
"Never","2010","lower secondary degree","higher education","","","",""
"Never","2010","secondary school degree","in school","","","",""
"Never","2010","secondary school degree","inadequately","","","",""
"Never","2010","secondary school degree","general elemantary","","","",""
"Never","2010","secondary school degree","middle vocational","","","",""
"Never","2010","secondary school degree","vocational + Abi","","","",""
"Never","2010","secondary school degree","higher vocational","","","",""
"Never","2010","secondary school degree","higher education","","","",""
"Never","2010","college entrance qualification","in school","","","",""
"Never","2010","college entrance qualification","inadequately","","","",""
"Never","2010","college entrance qualification","general elemantary","","","",""
"Never","2010","college entrance qualification","middle vocational","","","",""
"Never","2010","college entrance qualification","vocational + Abi","","","",""
"Never","2010","college entrance qualification","higher vocational","","","",""
"Never","2010","college entrance qualification","higher education","","","",""
"Never","2010","Other degree","in school","","","",""
"Never","2010","Other degree","inadequately","","","",""
"Never","2010","Other degree","general elemantary","","","",""
"Never","2010","Other degree","middle vocational","","","",""
"Never","2010","Other degree","vocational + Abi","","","",""
"Never","2010","Other degree","higher vocational","","","",""
"Never","2010","Other degree","higher education","","","",""
"Never","2010","no degree/no degree yet","in school","","","",""
"Never","2010","no degree/no degree yet","inadequately","","","",""
"Never","2010","no degree/no degree yet","general elemantary","","","",""
"Never","2010","no degree/no degree yet","middle vocational","","","",""
"Never","2010","no degree/no degree yet","vocational + Abi","","","",""
"Never","2010","no degree/no degree yet","higher vocational","","","",""
"Never","2010","no degree/no degree yet","higher education","","","",""
"Very often","2011","lower secondary degree","in school","","","",""
"Very often","2011","lower secondary degree","inadequately","","","",""
"Very often","2011","lower secondary degree","general elemantary","","","",""
"Very often","2011","lower secondary degree","middle vocational","","","",""
"Very often","2011","lower secondary degree","vocational + Abi","","","",""
"Very often","2011","lower secondary degree","higher vocational","","","",""
"Very often","2011","lower secondary degree","higher education","","","",""
"Very often","2011","secondary school degree","in school","","","",""
"Very often","2011","secondary school degree","inadequately","","","",""
"Very often","2011","secondary school degree","general elemantary","","","",""
"Very often","2011","secondary school degree","middle vocational","","","",""
"Very often","2011","secondary school degree","vocational + Abi","","","",""
"Very often","2011","secondary school degree","higher vocational","","","",""
"Very often","2011","secondary school degree","higher education","","","",""
"Very often","2011","college entrance qualification","in school","","","",""
"Very often","2011","college entrance qualification","inadequately","","","",""
"Very often","2011","college entrance qualification","general elemantary","","","",""
"Very often","2011","college entrance qualification","middle vocational","","","",""
"Very often","2011","college entrance qualification","vocational + Abi","","","",""
"Very often","2011","college entrance qualification","higher vocational","","","",""
"Very often","2011","college entrance qualification","higher education","","","",""
"Very often","2011","Other degree","in school","","","",""
"Very often","2011","Other degree","inadequately","","","",""
"Very often","2011","Other degree","general elemantary","","","",""
"Very often","2011","Other degree","middle vocational","","","",""
"Very often","2011","Other degree","vocational + Abi","","","",""
"Very often","2011","Other degree","higher vocational","","","",""
"Very often","2011","Other degree","higher education","","","",""
"Very often","2011","no degree/no degree yet","in school","","","",""
"Very often","2011","no degree/no degree yet","inadequately","","","",""
"Very often","2011","no degree/no degree yet","general elemantary","","","",""
"Very often","2011","no degree/no degree yet","middle vocational","","","",""
"Very often","2011","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2011","no degree/no degree yet","higher vocational","","","",""
"Very often","2011","no degree/no degree yet","higher education","","","",""
"Often","2011","lower secondary degree","in school","","","",""
"Often","2011","lower secondary degree","inadequately","","","",""
"Often","2011","lower secondary degree","general elemantary","","","",""
"Often","2011","lower secondary degree","middle vocational","","","",""
"Often","2011","lower secondary degree","vocational + Abi","","","",""
"Often","2011","lower secondary degree","higher vocational","","","",""
"Often","2011","lower secondary degree","higher education","","","",""
"Often","2011","secondary school degree","in school","","","",""
"Often","2011","secondary school degree","inadequately","","","",""
"Often","2011","secondary school degree","general elemantary","","","",""
"Often","2011","secondary school degree","middle vocational","","","",""
"Often","2011","secondary school degree","vocational + Abi","","","",""
"Often","2011","secondary school degree","higher vocational","","","",""
"Often","2011","secondary school degree","higher education","","","",""
"Often","2011","college entrance qualification","in school","","","",""
"Often","2011","college entrance qualification","inadequately","","","",""
"Often","2011","college entrance qualification","general elemantary","","","",""
"Often","2011","college entrance qualification","middle vocational","","","",""
"Often","2011","college entrance qualification","vocational + Abi","","","",""
"Often","2011","college entrance qualification","higher vocational","","","",""
"Often","2011","college entrance qualification","higher education","","","",""
"Often","2011","Other degree","in school","","","",""
"Often","2011","Other degree","inadequately","","","",""
"Often","2011","Other degree","general elemantary","","","",""
"Often","2011","Other degree","middle vocational","","","",""
"Often","2011","Other degree","vocational + Abi","","","",""
"Often","2011","Other degree","higher vocational","","","",""
"Often","2011","Other degree","higher education","","","",""
"Often","2011","no degree/no degree yet","in school","","","",""
"Often","2011","no degree/no degree yet","inadequately","","","",""
"Often","2011","no degree/no degree yet","general elemantary","","","",""
"Often","2011","no degree/no degree yet","middle vocational","","","",""
"Often","2011","no degree/no degree yet","vocational + Abi","","","",""
"Often","2011","no degree/no degree yet","higher vocational","","","",""
"Often","2011","no degree/no degree yet","higher education","","","",""
"Sometimes","2011","lower secondary degree","in school","","","",""
"Sometimes","2011","lower secondary degree","inadequately","","","",""
"Sometimes","2011","lower secondary degree","general elemantary","","","",""
"Sometimes","2011","lower secondary degree","middle vocational","","","",""
"Sometimes","2011","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2011","lower secondary degree","higher vocational","","","",""
"Sometimes","2011","lower secondary degree","higher education","","","",""
"Sometimes","2011","secondary school degree","in school","","","",""
"Sometimes","2011","secondary school degree","inadequately","","","",""
"Sometimes","2011","secondary school degree","general elemantary","","","",""
"Sometimes","2011","secondary school degree","middle vocational","","","",""
"Sometimes","2011","secondary school degree","vocational + Abi","","","",""
"Sometimes","2011","secondary school degree","higher vocational","","","",""
"Sometimes","2011","secondary school degree","higher education","","","",""
"Sometimes","2011","college entrance qualification","in school","","","",""
"Sometimes","2011","college entrance qualification","inadequately","","","",""
"Sometimes","2011","college entrance qualification","general elemantary","","","",""
"Sometimes","2011","college entrance qualification","middle vocational","","","",""
"Sometimes","2011","college entrance qualification","vocational + Abi","","","",""
"Sometimes","2011","college entrance qualification","higher vocational","","","",""
"Sometimes","2011","college entrance qualification","higher education","","","",""
"Sometimes","2011","Other degree","in school","","","",""
"Sometimes","2011","Other degree","inadequately","","","",""
"Sometimes","2011","Other degree","general elemantary","","","",""
"Sometimes","2011","Other degree","middle vocational","","","",""
"Sometimes","2011","Other degree","vocational + Abi","","","",""
"Sometimes","2011","Other degree","higher vocational","","","",""
"Sometimes","2011","Other degree","higher education","","","",""
"Sometimes","2011","no degree/no degree yet","in school","","","",""
"Sometimes","2011","no degree/no degree yet","inadequately","","","",""
"Sometimes","2011","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2011","no degree/no degree yet","middle vocational","","","",""
"Sometimes","2011","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2011","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2011","no degree/no degree yet","higher education","","","",""
"Rarely","2011","lower secondary degree","in school","","","",""
"Rarely","2011","lower secondary degree","inadequately","","","",""
"Rarely","2011","lower secondary degree","general elemantary","","","",""
"Rarely","2011","lower secondary degree","middle vocational","","","",""
"Rarely","2011","lower secondary degree","vocational + Abi","","","",""
"Rarely","2011","lower secondary degree","higher vocational","","","",""
"Rarely","2011","lower secondary degree","higher education","","","",""
"Rarely","2011","secondary school degree","in school","","","",""
"Rarely","2011","secondary school degree","inadequately","","","",""
"Rarely","2011","secondary school degree","general elemantary","","","",""
"Rarely","2011","secondary school degree","middle vocational","","","",""
"Rarely","2011","secondary school degree","vocational + Abi","","","",""
"Rarely","2011","secondary school degree","higher vocational","","","",""
"Rarely","2011","secondary school degree","higher education","","","",""
"Rarely","2011","college entrance qualification","in school","","","",""
"Rarely","2011","college entrance qualification","inadequately","","","",""
"Rarely","2011","college entrance qualification","general elemantary","","","",""
"Rarely","2011","college entrance qualification","middle vocational","","","",""
"Rarely","2011","college entrance qualification","vocational + Abi","","","",""
"Rarely","2011","college entrance qualification","higher vocational","","","",""
"Rarely","2011","college entrance qualification","higher education","","","",""
"Rarely","2011","Other degree","in school","","","",""
"Rarely","2011","Other degree","inadequately","","","",""
"Rarely","2011","Other degree","general elemantary","","","",""
"Rarely","2011","Other degree","middle vocational","","","",""
"Rarely","2011","Other degree","vocational + Abi","","","",""
"Rarely","2011","Other degree","higher vocational","","","",""
"Rarely","2011","Other degree","higher education","","","",""
"Rarely","2011","no degree/no degree yet","in school","","","",""
"Rarely","2011","no degree/no degree yet","inadequately","","","",""
"Rarely","2011","no degree/no degree yet","general elemantary","","","",""
"Rarely","2011","no degree/no degree yet","middle vocational","","","",""
"Rarely","2011","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2011","no degree/no degree yet","higher vocational","","","",""
"Rarely","2011","no degree/no degree yet","higher education","","","",""
"Never","2011","lower secondary degree","in school","","","",""
"Never","2011","lower secondary degree","inadequately","","","",""
"Never","2011","lower secondary degree","general elemantary","","","",""
"Never","2011","lower secondary degree","middle vocational","","","",""
"Never","2011","lower secondary degree","vocational + Abi","","","",""
"Never","2011","lower secondary degree","higher vocational","","","",""
"Never","2011","lower secondary degree","higher education","","","",""
"Never","2011","secondary school degree","in school","","","",""
"Never","2011","secondary school degree","inadequately","","","",""
"Never","2011","secondary school degree","general elemantary","","","",""
"Never","2011","secondary school degree","middle vocational","","","",""
"Never","2011","secondary school degree","vocational + Abi","","","",""
"Never","2011","secondary school degree","higher vocational","","","",""
"Never","2011","secondary school degree","higher education","","","",""
"Never","2011","college entrance qualification","in school","","","",""
"Never","2011","college entrance qualification","inadequately","","","",""
"Never","2011","college entrance qualification","general elemantary","","","",""
"Never","2011","college entrance qualification","middle vocational","","","",""
"Never","2011","college entrance qualification","vocational + Abi","","","",""
"Never","2011","college entrance qualification","higher vocational","","","",""
"Never","2011","college entrance qualification","higher education","","","",""
"Never","2011","Other degree","in school","","","",""
"Never","2011","Other degree","inadequately","","","",""
"Never","2011","Other degree","general elemantary","","","",""
"Never","2011","Other degree","middle vocational","","","",""
"Never","2011","Other degree","vocational + Abi","","","",""
"Never","2011","Other degree","higher vocational","","","",""
"Never","2011","Other degree","higher education","","","",""
"Never","2011","no degree/no degree yet","in school","","","",""
"Never","2011","no degree/no degree yet","inadequately","","","",""
"Never","2011","no degree/no degree yet","general elemantary","","","",""
"Never","2011","no degree/no degree yet","middle vocational","","","",""
"Never","2011","no degree/no degree yet","vocational + Abi","","","",""
"Never","2011","no degree/no degree yet","higher vocational","","","",""
"Never","2011","no degree/no degree yet","higher education","","","",""
"Very often","2012","lower secondary degree","in school","","","",""
"Very often","2012","lower secondary degree","inadequately","","","",""
"Very often","2012","lower secondary degree","general elemantary","","","",""
"Very often","2012","lower secondary degree","middle vocational","","","",""
"Very often","2012","lower secondary degree","vocational + Abi","","","",""
"Very often","2012","lower secondary degree","higher vocational","","","",""
"Very often","2012","lower secondary degree","higher education","","","",""
"Very often","2012","secondary school degree","in school","","","",""
"Very often","2012","secondary school degree","inadequately","","","",""
"Very often","2012","secondary school degree","general elemantary","","","",""
"Very often","2012","secondary school degree","middle vocational","","","",""
"Very often","2012","secondary school degree","vocational + Abi","","","",""
"Very often","2012","secondary school degree","higher vocational","","","",""
"Very often","2012","secondary school degree","higher education","","","",""
"Very often","2012","college entrance qualification","in school","","","",""
"Very often","2012","college entrance qualification","inadequately","","","",""
"Very often","2012","college entrance qualification","general elemantary","","","",""
"Very often","2012","college entrance qualification","middle vocational","","","",""
"Very often","2012","college entrance qualification","vocational + Abi","","","",""
"Very often","2012","college entrance qualification","higher vocational","","","",""
"Very often","2012","college entrance qualification","higher education","","","",""
"Very often","2012","Other degree","in school","","","",""
"Very often","2012","Other degree","inadequately","","","",""
"Very often","2012","Other degree","general elemantary","","","",""
"Very often","2012","Other degree","middle vocational","","","",""
"Very often","2012","Other degree","vocational + Abi","","","",""
"Very often","2012","Other degree","higher vocational","","","",""
"Very often","2012","Other degree","higher education","","","",""
"Very often","2012","no degree/no degree yet","in school","","","",""
"Very often","2012","no degree/no degree yet","inadequately","","","",""
"Very often","2012","no degree/no degree yet","general elemantary","","","",""
"Very often","2012","no degree/no degree yet","middle vocational","","","",""
"Very often","2012","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2012","no degree/no degree yet","higher vocational","","","",""
"Very often","2012","no degree/no degree yet","higher education","","","",""
"Often","2012","lower secondary degree","in school","","","",""
"Often","2012","lower secondary degree","inadequately","","","",""
"Often","2012","lower secondary degree","general elemantary","","","",""
"Often","2012","lower secondary degree","middle vocational","","","",""
"Often","2012","lower secondary degree","vocational + Abi","","","",""
"Often","2012","lower secondary degree","higher vocational","","","",""
"Often","2012","lower secondary degree","higher education","","","",""
"Often","2012","secondary school degree","in school","","","",""
"Often","2012","secondary school degree","inadequately","","","",""
"Often","2012","secondary school degree","general elemantary","","","",""
"Often","2012","secondary school degree","middle vocational","","","",""
"Often","2012","secondary school degree","vocational + Abi","","","",""
"Often","2012","secondary school degree","higher vocational","","","",""
"Often","2012","secondary school degree","higher education","","","",""
"Often","2012","college entrance qualification","in school","","","",""
"Often","2012","college entrance qualification","inadequately","","","",""
"Often","2012","college entrance qualification","general elemantary","","","",""
"Often","2012","college entrance qualification","middle vocational","","","",""
"Often","2012","college entrance qualification","vocational + Abi","","","",""
"Often","2012","college entrance qualification","higher vocational","","","",""
"Often","2012","college entrance qualification","higher education","","","",""
"Often","2012","Other degree","in school","","","",""
"Often","2012","Other degree","inadequately","","","",""
"Often","2012","Other degree","general elemantary","","","",""
"Often","2012","Other degree","middle vocational","","","",""
"Often","2012","Other degree","vocational + Abi","","","",""
"Often","2012","Other degree","higher vocational","","","",""
"Often","2012","Other degree","higher education","","","",""
"Often","2012","no degree/no degree yet","in school","","","",""
"Often","2012","no degree/no degree yet","inadequately","","","",""
"Often","2012","no degree/no degree yet","general elemantary","","","",""
"Often","2012","no degree/no degree yet","middle vocational","","","",""
"Often","2012","no degree/no degree yet","vocational + Abi","","","",""
"Often","2012","no degree/no degree yet","higher vocational","","","",""
"Often","2012","no degree/no degree yet","higher education","","","",""
"Sometimes","2012","lower secondary degree","in school","","","",""
"Sometimes","2012","lower secondary degree","inadequately","","","",""
"Sometimes","2012","lower secondary degree","general elemantary","","","",""
"Sometimes","2012","lower secondary degree","middle vocational","","","",""
"Sometimes","2012","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2012","lower secondary degree","higher vocational","","","",""
"Sometimes","2012","lower secondary degree","higher education","","","",""
"Sometimes","2012","secondary school degree","in school","","","",""
"Sometimes","2012","secondary school degree","inadequately","","","",""
"Sometimes","2012","secondary school degree","general elemantary","","","",""
"Sometimes","2012","secondary school degree","middle vocational","","","",""
"Sometimes","2012","secondary school degree","vocational + Abi","","","",""
"Sometimes","2012","secondary school degree","higher vocational","","","",""
"Sometimes","2012","secondary school degree","higher education","","","",""
"Sometimes","2012","college entrance qualification","in school","","","",""
"Sometimes","2012","college entrance qualification","inadequately","","","",""
"Sometimes","2012","college entrance qualification","general elemantary","","","",""
"Sometimes","2012","college entrance qualification","middle vocational","","","",""
"Sometimes","2012","college entrance qualification","vocational + Abi","","","",""
"Sometimes","2012","college entrance qualification","higher vocational","","","",""
"Sometimes","2012","college entrance qualification","higher education","","","",""
"Sometimes","2012","Other degree","in school","","","",""
"Sometimes","2012","Other degree","inadequately","","","",""
"Sometimes","2012","Other degree","general elemantary","","","",""
"Sometimes","2012","Other degree","middle vocational","","","",""
"Sometimes","2012","Other degree","vocational + Abi","","","",""
"Sometimes","2012","Other degree","higher vocational","","","",""
"Sometimes","2012","Other degree","higher education","","","",""
"Sometimes","2012","no degree/no degree yet","in school","","","",""
"Sometimes","2012","no degree/no degree yet","inadequately","","","",""
"Sometimes","2012","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2012","no degree/no degree yet","middle vocational","","","",""
"Sometimes","2012","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2012","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2012","no degree/no degree yet","higher education","","","",""
"Rarely","2012","lower secondary degree","in school","","","",""
"Rarely","2012","lower secondary degree","inadequately","","","",""
"Rarely","2012","lower secondary degree","general elemantary","","","",""
"Rarely","2012","lower secondary degree","middle vocational","","","",""
"Rarely","2012","lower secondary degree","vocational + Abi","","","",""
"Rarely","2012","lower secondary degree","higher vocational","","","",""
"Rarely","2012","lower secondary degree","higher education","","","",""
"Rarely","2012","secondary school degree","in school","","","",""
"Rarely","2012","secondary school degree","inadequately","","","",""
"Rarely","2012","secondary school degree","general elemantary","","","",""
"Rarely","2012","secondary school degree","middle vocational","","","",""
"Rarely","2012","secondary school degree","vocational + Abi","","","",""
"Rarely","2012","secondary school degree","higher vocational","","","",""
"Rarely","2012","secondary school degree","higher education","","","",""
"Rarely","2012","college entrance qualification","in school","","","",""
"Rarely","2012","college entrance qualification","inadequately","","","",""
"Rarely","2012","college entrance qualification","general elemantary","","","",""
"Rarely","2012","college entrance qualification","middle vocational","","","",""
"Rarely","2012","college entrance qualification","vocational + Abi","","","",""
"Rarely","2012","college entrance qualification","higher vocational","","","",""
"Rarely","2012","college entrance qualification","higher education","","","",""
"Rarely","2012","Other degree","in school","","","",""
"Rarely","2012","Other degree","inadequately","","","",""
"Rarely","2012","Other degree","general elemantary","","","",""
"Rarely","2012","Other degree","middle vocational","","","",""
"Rarely","2012","Other degree","vocational + Abi","","","",""
"Rarely","2012","Other degree","higher vocational","","","",""
"Rarely","2012","Other degree","higher education","","","",""
"Rarely","2012","no degree/no degree yet","in school","","","",""
"Rarely","2012","no degree/no degree yet","inadequately","","","",""
"Rarely","2012","no degree/no degree yet","general elemantary","","","",""
"Rarely","2012","no degree/no degree yet","middle vocational","","","",""
"Rarely","2012","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2012","no degree/no degree yet","higher vocational","","","",""
"Rarely","2012","no degree/no degree yet","higher education","","","",""
"Never","2012","lower secondary degree","in school","","","",""
"Never","2012","lower secondary degree","inadequately","","","",""
"Never","2012","lower secondary degree","general elemantary","","","",""
"Never","2012","lower secondary degree","middle vocational","","","",""
"Never","2012","lower secondary degree","vocational + Abi","","","",""
"Never","2012","lower secondary degree","higher vocational","","","",""
"Never","2012","lower secondary degree","higher education","","","",""
"Never","2012","secondary school degree","in school","","","",""
"Never","2012","secondary school degree","inadequately","","","",""
"Never","2012","secondary school degree","general elemantary","","","",""
"Never","2012","secondary school degree","middle vocational","","","",""
"Never","2012","secondary school degree","vocational + Abi","","","",""
"Never","2012","secondary school degree","higher vocational","","","",""
"Never","2012","secondary school degree","higher education","","","",""
"Never","2012","college entrance qualification","in school","","","",""
"Never","2012","college entrance qualification","inadequately","","","",""
"Never","2012","college entrance qualification","general elemantary","","","",""
"Never","2012","college entrance qualification","middle vocational","","","",""
"Never","2012","college entrance qualification","vocational + Abi","","","",""
"Never","2012","college entrance qualification","higher vocational","","","",""
"Never","2012","college entrance qualification","higher education","","","",""
"Never","2012","Other degree","in school","","","",""
"Never","2012","Other degree","inadequately","","","",""
"Never","2012","Other degree","general elemantary","","","",""
"Never","2012","Other degree","middle vocational","","","",""
"Never","2012","Other degree","vocational + Abi","","","",""
"Never","2012","Other degree","higher vocational","","","",""
"Never","2012","Other degree","higher education","","","",""
"Never","2012","no degree/no degree yet","in school","","","",""
"Never","2012","no degree/no degree yet","inadequately","","","",""
"Never","2012","no degree/no degree yet","general elemantary","","","",""
"Never","2012","no degree/no degree yet","middle vocational","","","",""
"Never","2012","no degree/no degree yet","vocational + Abi","","","",""
"Never","2012","no degree/no degree yet","higher vocational","","","",""
"Never","2012","no degree/no degree yet","higher education","","","",""
"Very often","2013","lower secondary degree","in school","","","",""
"Very often","2013","lower secondary degree","inadequately","","","",""
"Very often","2013","lower secondary degree","general elemantary","6","","",""
"Very often","2013","lower secondary degree","middle vocational","17","","",""
"Very often","2013","lower secondary degree","vocational + Abi","","","",""
"Very often","2013","lower secondary degree","higher vocational","1","","",""
"Very often","2013","lower secondary degree","higher education","","","",""
"Very often","2013","secondary school degree","in school","","","",""
"Very often","2013","secondary school degree","inadequately","","","",""
"Very often","2013","secondary school degree","general elemantary","12","","",""
"Very often","2013","secondary school degree","middle vocational","8","","",""
"Very often","2013","secondary school degree","vocational + Abi","","","",""
"Very often","2013","secondary school degree","higher vocational","4","","",""
"Very often","2013","secondary school degree","higher education","1","","",""
"Very often","2013","college entrance qualification","in school","","","",""
"Very often","2013","college entrance qualification","inadequately","","","",""
"Very often","2013","college entrance qualification","general elemantary","","","",""
"Very often","2013","college entrance qualification","middle vocational","5","","",""
"Very often","2013","college entrance qualification","vocational + Abi","1","","",""
"Very often","2013","college entrance qualification","higher vocational","1","","",""
"Very often","2013","college entrance qualification","higher education","5","","",""
"Very often","2013","Other degree","in school","","","",""
"Very often","2013","Other degree","inadequately","2","","",""
"Very often","2013","Other degree","general elemantary","3","","",""
"Very often","2013","Other degree","middle vocational","4","","",""
"Very often","2013","Other degree","vocational + Abi","3","","",""
"Very often","2013","Other degree","higher vocational","","","",""
"Very often","2013","Other degree","higher education","1","","",""
"Very often","2013","no degree/no degree yet","in school","9","","",""
"Very often","2013","no degree/no degree yet","inadequately","4","","",""
"Very often","2013","no degree/no degree yet","general elemantary","","","",""
"Very often","2013","no degree/no degree yet","middle vocational","2","","",""
"Very often","2013","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2013","no degree/no degree yet","higher vocational","","","",""
"Very often","2013","no degree/no degree yet","higher education","","","",""
"Often","2013","lower secondary degree","in school","","","",""
"Often","2013","lower secondary degree","inadequately","","","",""
"Often","2013","lower secondary degree","general elemantary","73","0.0269484892267721","0.0188503057843429","0.0350466726692012"
"Often","2013","lower secondary degree","middle vocational","89","0.0206700415854822","0.0167228382301417","0.0246172449408228"
"Often","2013","lower secondary degree","vocational + Abi","","","",""
"Often","2013","lower secondary degree","higher vocational","5","","",""
"Often","2013","lower secondary degree","higher education","","","",""
"Often","2013","secondary school degree","in school","","","",""
"Often","2013","secondary school degree","inadequately","","","",""
"Often","2013","secondary school degree","general elemantary","41","0.0540263746609473","0.0374789298922591","0.0705738194296354"
"Often","2013","secondary school degree","middle vocational","93","0.0140651592938149","0.0110128927947889","0.0171174257928409"
"Often","2013","secondary school degree","vocational + Abi","2","","",""
"Often","2013","secondary school degree","higher vocational","7","","",""
"Often","2013","secondary school degree","higher education","8","","",""
"Often","2013","college entrance qualification","in school","","","",""
"Often","2013","college entrance qualification","inadequately","","","",""
"Often","2013","college entrance qualification","general elemantary","","","",""
"Often","2013","college entrance qualification","middle vocational","68","0.0832221920790966","0.0649307620784049","0.101513622079788"
"Often","2013","college entrance qualification","vocational + Abi","29","","",""
"Often","2013","college entrance qualification","higher vocational","8","","",""
"Often","2013","college entrance qualification","higher education","70","0.0182245183392213","0.0143292883015322","0.0221197483769104"
"Often","2013","Other degree","in school","","","",""
"Often","2013","Other degree","inadequately","4","","",""
"Often","2013","Other degree","general elemantary","13","","",""
"Often","2013","Other degree","middle vocational","26","","",""
"Often","2013","Other degree","vocational + Abi","12","","",""
"Often","2013","Other degree","higher vocational","2","","",""
"Often","2013","Other degree","higher education","15","","",""
"Often","2013","no degree/no degree yet","in school","74","0.186172941670319","0.149926066592732","0.222419816747906"
"Often","2013","no degree/no degree yet","inadequately","17","","",""
"Often","2013","no degree/no degree yet","general elemantary","","","",""
"Often","2013","no degree/no degree yet","middle vocational","3","","",""
"Often","2013","no degree/no degree yet","vocational + Abi","","","",""
"Often","2013","no degree/no degree yet","higher vocational","","","",""
"Often","2013","no degree/no degree yet","higher education","","","",""
"Sometimes","2013","lower secondary degree","in school","","","",""
"Sometimes","2013","lower secondary degree","inadequately","","","",""
"Sometimes","2013","lower secondary degree","general elemantary","197","0.109905937573419","0.0942643434320767","0.125547531714761"
"Sometimes","2013","lower secondary degree","middle vocational","429","0.0888056242918032","0.0809137518483307","0.0966974967352756"
"Sometimes","2013","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2013","lower secondary degree","higher vocational","29","","",""
"Sometimes","2013","lower secondary degree","higher education","8","","",""
"Sometimes","2013","secondary school degree","in school","","","",""
"Sometimes","2013","secondary school degree","inadequately","","","",""
"Sometimes","2013","secondary school degree","general elemantary","128","0.149270674408123","0.1231868383144","0.175354510501846"
"Sometimes","2013","secondary school degree","middle vocational","566","0.0971463408527833","0.0894701118887385","0.104822569816828"
"Sometimes","2013","secondary school degree","vocational + Abi","3","","",""
"Sometimes","2013","secondary school degree","higher vocational","71","0.115512393033352","0.0926669630058594","0.138357823060845"
"Sometimes","2013","secondary school degree","higher education","55","0.0639638535044309","0.045380478262019","0.0825472287468428"
"Sometimes","2013","college entrance qualification","in school","","","",""
"Sometimes","2013","college entrance qualification","inadequately","","","",""
"Sometimes","2013","college entrance qualification","general elemantary","","","",""
"Sometimes","2013","college entrance qualification","middle vocational","251","0.309218245297096","0.278612777446051","0.339823713148142"
"Sometimes","2013","college entrance qualification","vocational + Abi","181","0.125778066442664","0.109129803987471","0.142426328897857"
"Sometimes","2013","college entrance qualification","higher vocational","47","0.112002912302025","0.0828970648721632","0.141108759731888"
"Sometimes","2013","college entrance qualification","higher education","613","0.150320603481273","0.139913358230153","0.160727848732393"
"Sometimes","2013","Other degree","in school","","","",""
"Sometimes","2013","Other degree","inadequately","10","","",""
"Sometimes","2013","Other degree","general elemantary","51","0.138119839801105","0.100666481457347","0.175573198144863"
"Sometimes","2013","Other degree","middle vocational","97","0.171565775827569","0.140368907083795","0.202762644571344"
"Sometimes","2013","Other degree","vocational + Abi","29","","",""
"Sometimes","2013","Other degree","higher vocational","4","","",""
